0.00050008+0.00094057i,0.00042658-0.0010545i,-3.8593e-05-0.0018037i,-0.00019138-0.0024451i,-0.00077208-0.0025046i,-0.0020565-0.0010805i,-0.0021215-0.00029491i,-0.00072919+0.00073797i,0.00059606+0.0010246i,0.00012267+0.00025477i,0.0002078+9.0834e-05i,0.00025842+0.00046768i,-0.00068898+0.00096804i,-0.00018002+0.0010266i,0.00062619+0.00056817i,0.00066068-0.00024047i,0.00046306-0.00039609i,0.00046699-0.00036723i,0.00027248-0.00046697i,-0.00035606-0.00060037i,-0.00083657-0.00091429i,-0.00046554-0.00060748i,2.5944e-05+0.00033919i
0.00072158+0.0016395i,0.0013995+0.0016064i,0.0014871+0.0010325i,0.00076104+0.00012152i,-0.00037779-0.00011418i,-0.00090052-0.00080512i,-0.0013372-0.0012717i,-0.0012303-0.00069903i,-0.0014631-0.00038993i,-0.001818+0.00013283i,-0.00092055+0.00048642i,-0.00031374+1.2628e-05i,-9.4732e-05+4.7679e-05i,0.00023156+0.00041086i,7.4364e-05+0.00081638i,-0.00036159+0.00025846i,8.806e-05-0.00055275i,0.00065286-0.00066077i,0.00030669-8.849e-05i,-0.00036235+0.0005813i,-0.00021371+0.0011985i,0.00015467+0.00041349i,0.0001877-0.00029892i
0.0007866+0.0018613i,0.0010528+0.0022177i,0.0021826+0.001565i,0.0023503+7.3973e-05i,0.0019139-0.00043062i,0.00086191-1.4449e-05i,-0.0008017+0.00090716i,-0.0012904+0.0012587i,-0.001257+0.0008272i,-0.0012464+0.0011052i,-0.0005445+0.0014444i,0.00020214+0.00055511i,0.00071399-0.00068583i,0.00045813-8.3324e-05i,0.00015075+0.00035425i,0.00075643-9.2157e-05i,0.00085942-0.0001414i,0.000651-0.00050431i,0.00049699-0.00080672i,-0.00014465-0.00018336i,-0.00081932-0.00016744i,-0.00080209-0.00045933i,-0.00027027+1.594e-05i
0.0021616-0.0027367i,0.0016263-0.0021668i,0.00062108-0.0025526i,-0.0005617-0.0022829i,-0.00061407-0.0010946i,-0.0011935-0.00038605i,-0.0014415-0.00015553i,-0.0011678-0.00037676i,-0.0013954-0.00092145i,-0.0019566-0.00034583i,-0.001655+0.00088863i,-0.0004867+0.0013337i,0.00044366+0.0010749i,0.0010539+0.00088729i,0.0015615+0.00027795i,0.0010045+0.00043409i,7.8501e-05+0.00068113i,9.4419e-05+8.7954e-05i,0.00011341-0.00063304i,-0.00024625-0.00075543i,-0.00011505-0.00037727i,-6.7559e-05-0.00045089i,-0.0002801-0.00072335i
0.0018672-0.00023518i,0.001156-0.00032926i,0.00052881-0.00035075i,-0.00099075-0.00048465i,-0.0017962-0.00031049i,-0.0014766-4.3695e-05i,-0.0013799-4.7006e-05i,-0.0011291+0.00061584i,-0.0010108+0.00066414i,-0.00045909+4.883e-05i,-0.00026207+0.00067888i,-0.00030048+0.00077794i,0.00038627+4.1792e-07i,0.00090142-0.00017602i,0.0011877-2.4106e-05i,0.0010875+0.00037695i,0.00093593-0.00022323i,0.00096777-0.0010352i,0.0003124-0.0011465i,0.00026623-0.00096316i,0.0011383-0.00062443i,0.00084264-0.00032748i,4.8846e-05-0.0001016i
0.0016702-0.00037626i,0.0011485-0.0010396i,0.0010494-0.0019539i,0.00051314-0.0024575i,-4.2641e-05-0.0014163i,-0.00026375-0.00039229i,-0.00050669-0.00022303i,-0.00079414-0.00064312i,-0.00097905-0.0006919i,-0.0010664+0.00015006i,0.0001181+0.00099794i,0.00081469+0.00079502i,0.00074769+5.1436e-05i,0.00097269-0.00015461i,-4.0233e-05-0.00031817i,-0.00010725-0.00062285i,0.00079667+0.00012763i,0.00036098+0.00048862i,-0.00046561+0.00039611i,-0.00039827+0.00034863i,0.00076598+0.00024075i,0.00097349+0.00062816i,3.2679e-05+9.3913e-05i
0.00086055+0.00095488i,-5.8205e-05+0.00097006i,-1.7157e-05+0.00010944i,0.00015494+0.00042842i,-0.00074917+0.00082547i,-0.0012703+0.00041412i,-0.00013693+0.00010586i,0.00014896+0.0006423i,-0.00058343+0.00070766i,-0.0010252+1.4898e-05i,-0.00031156-0.0005818i,0.00040252-0.0006008i,0.00052987-0.00023704i,0.0013628+0.00051335i,0.0018274+0.00083544i,0.0010117+0.00046655i,0.00047667-0.00013175i,-0.00019081-0.00048244i,-0.00054831-0.00040907i,-0.00016395-0.0005028i,0.00019264+0.00014788i,-3.1172e-05+0.00054519i,-9.7121e-05+6.5142e-06i
0.00061676+0.00079879i,0.0011632+0.00028902i,0.00049373+0.00024565i,-5.509e-05-1.3438e-06i,0.00041383+0.00034079i,-7.904e-05+0.00016624i,-0.0010435-0.00051027i,-0.0016788-0.00056112i,-0.0022429-0.00017861i,-0.0019494+0.00050115i,-0.00065266+0.00092619i,0.00052655+0.00057683i,0.00091626-0.00020567i,0.0009455-0.0013109i,0.0012985-0.001555i,0.001004-0.00070707i,0.00043776-0.00014138i,-0.00011525+0.00010275i,-0.0010611-5.3503e-05i,-0.00124-0.00083206i,-0.00058616-0.0010499i,-0.00064848-0.00046995i,-0.00072138+6.9342e-05i
-0.0017837-0.0010464i,-0.0018968-6.9221e-05i,-0.002518+0.00076866i,-0.0017696+0.0018408i,-0.0001282+0.0017318i,-8.3915e-06+0.00063357i,-0.00079607-7.332e-05i,-0.0011895-0.00016568i,-0.0013854-0.00035455i,-0.0010627-0.0002773i,0.00046401+0.00050384i,0.0018862+0.00068008i,0.0014028+0.00039749i,0.0004725+0.00043141i,0.00068344-1.9959e-06i,0.0010331-0.00043185i,0.00031869+0.00045261i,-0.00058831+0.00035066i,-0.00065009-1.881e-05i,-0.000597+0.00033666i,-0.00035732+0.00047714i,-0.00013029+0.00059985i,5.8524e-05+0.00027776i
-0.00039402+0.00042172i,3.2154e-05+0.00050177i,0.00096702-0.00029782i,0.00072609-0.00099739i,-0.0002421-0.0010736i,-0.00033227-0.00068119i,-0.00093202+0.00046031i,-0.00115+0.000462i,-0.00072768-5.3782e-05i,-0.00078915+0.00033551i,-0.00034186+0.00091982i,0.0001475+0.00016126i,7.8418e-05-0.00040552i,0.00052847+0.0002681i,0.00055511+1.1997e-05i,3.8171e-05-0.0002126i,0.00067573+3.5261e-05i,0.00141-0.00016015i,0.00082901+0.00023889i,-9.654e-05+0.0005435i,3.0546e-05-1.5866e-05i,0.00065675-0.00044523i,0.00050571-9.7983e-05i
-0.00029928-0.00076269i,-4.5822e-05-0.00046657i,0.00085879-0.00082233i,0.00077678+0.00010218i,0.00016044+0.0012376i,0.00012159-9.3756e-05i,0.00045794-0.00043195i,0.00030052+2.2029e-05i,-0.00078464-0.00054934i,-0.0011561+7.7681e-05i,6.3133e-05+0.001177i,0.00056066+0.00053712i,-0.00023393+9.5192e-05i,-0.00053956+0.0005273i,-0.00027332+0.00057945i,-0.00078322+0.00023387i,-0.00019122+8.5076e-05i,0.0013897-0.00010511i,0.0015698-0.00024923i,0.00016379+0.00027601i,-0.00049658+0.00074531i,-0.00024069+1.9155e-05i,3.8278e-05-0.00041427i
-0.00021882-0.00072651i,-5.0571e-06-7.8952e-05i,-0.00039271+0.00099992i,0.00073676+0.0015722i,0.00069638+0.0013726i,-0.00027544-0.0001478i,-0.00077132-0.00084369i,-0.0015859-0.00066522i,-0.0013558-0.00025534i,-0.00063837+0.0010844i,-6.9975e-06+0.0019883i,0.00099928+0.001321i,0.0010391+3.6733e-05i,0.00064906-0.0003972i,0.00022978-0.00028808i,0.00014814-0.00058051i,0.0006599+1.6806e-05i,0.00158+0.00032323i,0.0014772-0.00061405i,0.0002034-0.0011819i,-0.00055317-0.00077792i,-0.00022914+0.00016945i,0.00014999+0.00074792i
-0.0009135-0.00084323i,-0.0011989-0.00050206i,-0.0018431-0.00069884i,-0.0014588-0.00013921i,-0.0014557+0.00044414i,-0.002238+0.00023469i,-0.0022647+8.8036e-05i,-0.0020332+6.3374e-05i,-0.0010704-0.00047116i,-0.00029166+0.00010848i,-0.00030597+0.00082005i,0.00070744+4.6503e-05i,0.0015395-0.00078269i,0.00078842-0.00092509i,0.00087041-0.00035912i,0.0012315+0.00070242i,0.00090204+0.00075048i,0.00077574-0.00034237i,0.00070353-0.0010267i,0.00052203-0.00070252i,-0.00020673-0.00012693i,-0.00048293-0.00029775i,-0.00012263-0.00040799i
-0.0004665+0.00087983i,0.00016245+0.00063246i,0.00068898+0.00016594i,0.00094571+0.00049974i,0.00055354+0.00034992i,-0.0007117-0.00010767i,-0.0015684+0.0001408i,-0.0011603+0.00051892i,-0.0010697+0.0003491i,-0.0011985+0.00098959i,-0.00033234+0.0015i,0.0011385+0.00072533i,0.0012205-4.733e-05i,0.00028096-0.00011807i,-3.2302e-05+0.0004679i,0.00012801+0.0013537i,0.00039247+0.00057725i,0.00055512-0.00047023i,-1.8462e-05-4.461e-05i,-0.0010269+0.00068614i,-0.0008582+0.00063877i,0.0002188-6.3646e-05i,5.3594e-05-0.00039698i
0.0014032-0.0016591i,0.001094-0.0019017i,0.00018987-0.0019626i,-0.00033451-0.0014953i,-0.00109-0.0011115i,-0.0016782-0.00075166i,-0.0014174-0.0005659i,-0.0014055-0.00057387i,-0.0023538-0.0003093i,-0.0026949+0.00022693i,-0.0011658+0.00068036i,0.00071889+0.00093285i,0.0021099+0.00089133i,0.0024869+0.0011095i,0.0020093+0.00081874i,0.0015742+0.00019899i,0.0008614-0.00036273i,0.0011701-0.00066179i,0.001046-0.00070178i,0.00025132-0.00043555i,0.00037609-0.00026713i,0.00082496+7.6609e-05i,0.0007932+0.00044778i
-0.0012174-0.0020444i,-7.7198e-05-0.0017591i,0.00019654-0.00039141i,-0.0003759+0.00027066i,-0.0010073+0.00016272i,-0.0011158-0.00015573i,-0.0013606-7.7358e-05i,-0.0018604-7.7806e-05i,-0.0019538-0.00028965i,-0.001281-0.00017481i,-0.00058029+0.00060018i,-0.00022532+0.0012339i,-0.00031056+0.00088888i,7.3591e-05+0.00044138i,0.0010528+0.00011176i,0.0011238+0.00031598i,0.00084318+0.00011064i,0.00062705+8.9366e-05i,0.00040698+0.00032449i,-9.4631e-05-9.8375e-05i,-0.00022049-8.255e-05i,0.00060832-0.00016487i,0.00076875-0.00017517i
-0.0011798+0.0013217i,-0.0014927+0.0020716i,-0.0012931+0.0019484i,-0.00094475+0.001715i,-0.00070378+0.00131i,-0.00083509-3.031e-05i,-0.00083901-0.0010879i,-0.00084059-0.00082791i,-0.0014523-1.5491e-05i,-0.0018935+0.00096737i,-0.0014304+0.0013511i,-0.0002459+0.0012011i,0.0011108+0.00017417i,0.00094907-0.0002701i,0.00029077+0.00024498i,0.00031469-8.0785e-05i,0.00028245-0.00042646i,-0.00037033-0.00078842i,-0.00069974-0.00089297i,-0.00095241+3.8848e-05i,-0.0012697+0.0005418i,-0.00084784+0.00068695i,-0.00081165+0.00066164i
-0.00051444-0.0025934i,-0.00072679-0.00088494i,-0.0018381-0.00039826i,-0.0018704-0.00016527i,-0.00081646-0.00032645i,-0.00031281-0.000432i,-0.00014983-0.00031856i,-0.00039871-0.00050389i,-0.0015987+0.00051185i,-0.0021241+0.0012836i,-0.0015897+0.0014547i,0.00036103+0.0016757i,0.0014633+0.0012293i,0.0013136+0.00051432i,0.00088899-0.00019387i,0.00038062-0.00037231i,2.9916e-05-0.00015475i,-0.00047049-2.5455e-05i,-0.00058797-0.00054168i,-0.0004102-0.00081171i,-0.0010372-0.00065346i,-0.000571-0.00067045i,0.00075199+2.2094e-05i
0.0007717-0.0010636i,0.00097548-0.00046703i,0.00029919-0.0007577i,9.9207e-06-0.0008419i,-6.9913e-06+0.00017583i,-0.0006742+0.00021068i,-0.0013827+4.5685e-05i,-0.0015828-0.00050213i,-0.0011175-0.0006526i,-0.00019476-8.9695e-05i,0.0011285+0.00028717i,0.0011522+0.00045344i,0.00073056+0.00052649i,0.00066836+0.0003558i,0.0005151-0.00046634i,0.00075248-0.00061921i,0.0012809+0.00028516i,0.0011999+0.00085944i,0.00066248+0.00065459i,-0.00018666-7.2014e-05i,-3.0448e-05-0.00052247i,0.00065915-0.00060802i,-0.00014344-0.00044947i
0.0013191+0.00054561i,0.00075952-0.00075106i,0.00046894-0.0017984i,0.00043481-0.00083296i,0.00056616-0.00024052i,0.00014707-0.00044452i,-0.00049847-0.0002859i,-0.00094407-0.00024977i,-0.00068921-0.00029329i,-0.00031011-4.9595e-05i,-0.00058463-0.00041452i,9.7054e-05-0.00032144i,0.001398+0.00029234i,0.0011584+0.0002693i,0.00071438+0.00071779i,0.0009403+0.00079114i,0.00093005+8.5305e-05i,0.00094436+8.8446e-05i,0.00014235+0.00043147i,-0.00059456+0.00088172i,-0.00049974+0.0005446i,0.00029756-0.00019367i,0.0005823-0.00034957i
-0.00010223-0.00038142i,-0.00023805+0.00018454i,0.00016653-0.0006382i,0.001175-0.0011718i,0.0011002+0.00024309i,-0.00078279+0.00035167i,-0.0017432-0.00060746i,-0.0016318-0.00065744i,-0.0016503-1.0499e-05i,-0.0015964+0.00049285i,-0.00096675+0.00032909i,4.6621e-05-0.00010149i,0.0005804-0.00011382i,0.00026368+0.0001181i,-0.00074102+0.00038747i,-0.00050385-1.0265e-05i,0.00032893+0.00013447i,0.00045357+0.00060232i,0.00021706-0.00036344i,4.8768e-05-0.0013809i,-0.00027701-0.0012726i,-0.00063636-0.00062998i,-0.00011836+0.00027031i
-0.00098958+0.0010239i,-0.00097676+0.0015527i,-0.00011397+0.0016927i,0.00068298+0.0012657i,3.463e-05-3.4962e-05i,-0.0010201-0.0010706i,-0.0014075-0.00079854i,-0.0018534-0.00049774i,-0.0016752-8.919e-05i,-0.0013099+0.00016005i,-0.0013513+0.00011096i,-0.00075261+6.1993e-05i,0.00013347+0.00057752i,0.0001635+0.0010616i,7.0061e-05+0.00036347i,0.00040813+0.00015569i,0.00082602+0.00035088i,0.00099733-8.9307e-05i,4.7848e-05-0.00056598i,-0.00074258-0.00045697i,-0.0010746-2.1285e-05i,-0.00092965+0.00029134i,-0.00036843+0.00034858i
3.9479e-05-1.1258e-05i,6.9106e-05-0.00037473i,0.00063295+0.00014713i,0.00090455+0.00032832i,0.0007697-6.2305e-05i,0.00097729-0.00013854i,-5.3456e-05-0.00030459i,-0.0013542-0.00042914i,-0.00097569+9.1156e-05i,-0.00084+2.6601e-05i,-0.0001482-0.0004817i,0.00081055+7.8245e-05i,0.00086993+0.00042569i,0.00042165+0.00016865i,0.00019948-0.00062203i,0.00071573-0.00054995i,0.000552+0.00029272i,0.00040449+0.00043487i,6.9732e-05+0.0001662i,-0.00075506-0.00067874i,-0.00049162-0.00080653i,0.00034251-0.0005849i,0.0008378-0.00019344i
0.00022712+0.00050601i,-0.00046165+0.0018532i,-0.0011188+0.0015195i,-0.0010932+0.001853i,-0.0012021+0.0023547i,-0.00077925+0.0017468i,-0.00036233+0.00072589i,-0.00054065+0.00058556i,-0.00071353+0.0005389i,-0.00061475-7.9438e-05i,0.0001121-0.00026433i,0.00087175-0.00013539i,0.0010104-0.00019161i,0.00094395+0.00013144i,0.00083098+0.00022451i,0.00073618+0.00020292i,0.00039593+0.00026154i,0.00037673+0.00026199i,0.00010525+0.00030405i,-0.00019911+0.0005674i,0.00030071+0.00066155i,0.0010019-0.00014493i,0.0011041-0.00027477i
-4.1595e-05-0.00052841i,-0.0012255-0.00043687i,-0.0017609-0.00015572i,-0.00094726+0.00080228i,-0.00021102+0.00042367i,-0.00057433-2.7071e-05i,-0.0014173-6.0096e-05i,-0.0014056-0.00037639i,-0.0011014-0.00039988i,-0.00053921-0.00023201i,0.00050755+0.00040513i,0.00042547+0.00077893i,0.0004146+0.00010046i,0.00042623-0.00060255i,0.00076626-0.00036612i,0.00078345-0.00026136i,0.00073857-0.00013402i,0.0010071-0.00017296i,0.00059491-0.00020303i,0.00097209-0.00024073i,0.00083264-0.00060421i,-0.00019489-0.00097523i,-0.00051289-0.00063338i
0.00092608+0.00066261i,0.00034653+0.00044451i,0.0015658+0.00096107i,0.0019759+0.00059499i,0.00074162-0.0002571i,-0.00033821-0.00076303i,-0.0013344-0.00065523i,-0.0014881-0.00064895i,-0.0011431-0.00072756i,-0.0015034-0.00023734i,-0.00061446+0.00035269i,0.00088007+0.00031047i,0.00085388+4.5889e-05i,0.00055835+0.00038504i,6.3172e-05+0.00084082i,-0.00032863+0.0013453i,0.00030096+0.00066176i,0.00082069-0.00059042i,0.00059037+0.00011598i,2.0555e-05+0.00097792i,-0.00032976-5.8006e-05i,-0.00051649-0.00067147i,-0.00043067+3.7283e-05i
-0.0009351-0.00080005i,-0.000473-0.00029041i,-0.0003279+1.239e-05i,-0.00020568+0.00014025i,-3.5213e-05+0.001131i,-0.00083625+0.00062077i,-0.0013748-0.0010724i,-0.001095-0.0014019i,-0.00061073-0.00039798i,-0.0011998+0.00055952i,-0.00067502+0.00090273i,2.9318e-05+0.00072308i,-0.00029884-0.00043796i,0.0004263-0.00063367i,0.00060828+0.0001734i,3.695e-05+0.0001616i,0.0001805+0.0007178i,0.00029769+0.0011346i,0.00044237+0.00023174i,2.8332e-05-0.00087675i,-0.000367-0.00095499i,-0.00023308-0.00026736i,0.00010872+0.00013735i
-0.0010564-0.0015171i,-0.0011362-0.0011661i,-0.0009718+0.00028861i,-0.00094014+0.00081709i,-0.0013979-7.7141e-05i,-0.0013974-0.00089528i,-0.0014021-0.001106i,-0.0020321-0.0006094i,-0.0015965-0.00040924i,-0.00090213-1.6646e-05i,-0.00011839+0.00056057i,0.00024157+0.0003425i,7.6551e-05+0.00028638i,8.2442e-05+0.00058896i,0.00070153+0.00036631i,0.00091177+0.00030858i,-6.0541e-05-0.00018513i,-0.00067342-0.0011065i,-0.00032475-0.0010605i,-0.00030886+0.00031868i,-0.00096022+0.00070784i,-0.00010687-0.00043345i,0.0011135-0.00093475i
0.00042543-0.00064768i,-0.00088457-0.00072489i,-0.0017776-0.00017156i,-0.0022394+7.6736e-05i,-0.0010584+4.0781e-05i,-0.00011573-0.00062013i,-0.00071163-0.00040495i,-0.0012115-0.0004169i,-0.0008158-0.0011398i,-0.00084157-0.00015886i,-0.00063437+0.00065702i,0.00011409+0.00018906i,-4.1072e-05+0.00026389i,0.00030884+9.9962e-05i,0.0011057-0.00028817i,0.0014135+0.00047699i,0.0013244+0.0015733i,0.00085704+0.00087685i,0.00014583-0.00044287i,-8.5395e-05-0.00075643i,-0.00032172-0.00015904i,-0.00051535-0.00016163i,-0.00050536-0.00014119i
-0.0013834+7.5612e-05i,-0.0017037-0.00075583i,-0.0015676-0.00023276i,-0.00013438+0.00085273i,0.00021894+0.0010136i,-0.00061951+0.00093862i,-0.0011295+0.00096488i,-0.001439+3.83e-05i,-0.0015459-0.00084722i,-0.00054055+0.00033794i,7.4458e-05+0.0014511i,-8.2581e-05+0.00095446i,0.00056491-0.00031104i,0.0011889-0.0013332i,0.0006786-0.00047187i,0.00048769+0.0011054i,0.0010546+0.00063886i,0.0009401-0.00016942i,0.0001518-0.00095345i,9.4589e-05-0.0010497i,4.9199e-05+3.832e-05i,-0.00059367+0.00034751i,-0.00015587-1.5685e-05i
-0.001098-0.0020187i,-0.00065584-0.00092215i,-0.00046989+4.9738e-05i,-0.00016223+0.00080824i,-0.00061469+0.00052195i,-0.00029483+0.00029163i,-0.00012225+0.00071145i,-0.0003914+0.00046774i,-0.00078599-0.00015337i,-0.00098331-1.6184e-05i,-0.00067207+0.0010415i,-0.00013835+0.00089577i,0.00020072+9.817e-05i,2.4566e-05-0.00020994i,0.0002049-0.00052856i,0.00018434-0.00018285i,0.00040542-3.0511e-05i,0.0010548-0.00045622i,0.00094515-3.2686e-06i,0.00046515+0.0003029i,-0.00015956+0.00087822i,-0.0004643+0.00062035i,-0.00035233+0.00014641i
0.0010401+0.0021017i,0.0010945+0.0022964i,0.0025403+0.00097047i,0.0020615-0.00057133i,0.0011051-0.00043326i,0.00047136+4.337e-05i,-0.00075118-0.00044139i,-0.00099287-0.00092172i,-0.0013201-0.0012902i,-0.0012988-0.00083593i,-0.00044404+0.00029809i,-0.00030507+0.00042866i,-0.00017078+0.00030556i,-0.00023584+0.00029363i,-0.00052487+0.00019441i,0.00013718+0.00043537i,-0.00012413+0.0005565i,-0.00030019+9.7674e-05i,-7.2528e-06-0.00032741i,-0.00037388+5.4245e-06i,8.8773e-05+0.0005219i,0.0010775+0.00071532i,0.0010254+0.00041163i
-0.00019118+0.00095571i,-0.00085551+0.00047885i,-0.0010385-0.00067614i,-0.00061857+0.00048274i,-0.0016021+0.0013512i,-0.0022139-2.3299e-05i,-0.0013912-0.00073184i,-0.0010421-0.00022075i,-0.0010946+0.00031754i,-0.00060232+0.00058283i,-0.00024291+0.0010934i,0.00069492+0.0009061i,0.0010069-5.0418e-05i,0.00042804-0.00025344i,0.00033809+0.00013949i,0.00055408+0.00012744i,0.00016696-0.00057421i,0.00016081-0.00087468i,0.00052758-0.00049432i,0.00045635+9.6268e-06i,-0.00044328-7.7505e-05i,-0.0010932-0.00047896i,-0.0004289-0.0001925i
0.0011351-0.0011996i,0.00069472-0.000836i,-0.00037033-0.0014449i,-0.00033914-0.0014051i,-0.00059689-0.00051746i,-0.0013842-0.00064376i,-0.0010102-0.00081219i,-0.00083749-0.00029537i,-0.0016552-0.00011696i,-0.0029378+0.00056646i,-0.0025394+0.00071816i,-0.00054897+0.00081985i,6.0058e-05-3.713e-05i,0.00083398-0.00098978i,0.0010187-0.00028041i,0.00053768+0.00057968i,0.00063052+0.0011168i,0.00059796+0.00010168i,-0.00030286-0.00090571i,-0.00070146-0.00079284i,-0.00087014-0.00025692i,-0.00063478+0.00032365i,-0.00025097+0.00015791i
-0.00020166+0.0012199i,0.00041603+0.00026012i,0.00094261+3.915e-05i,0.00099686-0.00025683i,0.00012081-0.00052505i,-0.00052382-0.00094449i,-0.001364-0.00066749i,-0.0021968+6.6639e-05i,-0.0017622+0.00055038i,-0.0013535+0.0010361i,-0.00082286+0.0015119i,6.0613e-05+0.0011918i,0.00067025+0.00078494i,0.00062956+0.00094403i,0.00024349+0.0011812i,0.0002507+0.00081471i,0.00048258+8.4903e-05i,0.00016002-0.00011816i,-0.0002842-0.0004286i,-0.00068306-0.00063536i,-0.00043571-5.2428e-05i,-6.0231e-05+0.00028325i,-0.00088926+0.0003568i
0.00095649-0.0017375i,0.00050147-0.001668i,-3.6695e-05-0.0017603i,-0.0010095-0.0006641i,-0.0014639-2.8687e-05i,-0.0014234-0.00065126i,-0.00056945-0.0008347i,-0.00036867-0.00045484i,-0.001302-0.00067778i,-0.0015678-0.00010562i,-0.0015814+0.00063966i,-0.00095459+0.00032124i,-8.8854e-06+0.00047721i,0.00016832+0.0006475i,0.00016658+0.00031673i,0.00052676-2.1144e-05i,0.0008856+0.00041662i,0.00038533+0.0002972i,-0.0002341+0.0003458i,-0.00025804+0.00066487i,-0.00017007+0.00012495i,0.00016581+3.0983e-05i,-8.8332e-05+0.00082324i
-0.00091016-0.0011576i,-0.00027394-0.00027903i,-0.0011784-0.00094457i,-0.0014978-0.0010363i,-0.0013732-0.00027328i,-0.00078886-0.00065416i,-0.00053004-0.00068786i,-0.0010831-0.00049448i,-0.00092292-0.00058893i,-0.0005845-0.0005006i,-0.00088593+0.00039364i,-0.00046753+0.0010196i,0.00050908+0.00052717i,0.0011667-1.13e-05i,0.0014677-0.00018985i,0.00094204+1.0706e-05i,0.00066634-9.0031e-05i,0.00048-0.00017517i,-0.00014231+0.00032207i,-0.00019227+0.00045011i,-0.00039247+0.00016368i,-0.00088372-3.2987e-05i,-0.00041827-0.00032962i
-0.00016569-0.0010003i,-0.00040903-0.0003038i,-0.0012572+0.00041775i,-0.0006958+0.0011739i,0.000373+0.0016875i,0.00081855+0.00062192i,0.00039479-0.00016013i,-0.00017021-9.9881e-05i,-0.00084855-0.00011609i,-0.0013373+0.00015111i,-0.00035563+1.8558e-05i,0.0011193-0.00062137i,0.0018362-0.00023719i,0.0012258+0.00044736i,0.0011111+0.00015405i,0.0016338+1.9796e-06i,0.0010654-0.00022618i,8.4578e-05-0.00088488i,-0.00050994-0.00081933i,-0.00079224-9.996e-05i,-0.00056577+0.00035377i,-0.00019303-0.0002293i,-0.00050331-0.0012438i
0.0013085+7.9123e-05i,0.0007214-0.0017673i,-9.1204e-05-0.0015312i,-0.00068729-0.00079197i,-0.0007839-0.0012504i,-0.00087877-0.0011914i,-0.0016612-0.0011817i,-0.0018483-0.00097348i,-0.0016074-0.00048514i,-0.0016452-8.9891e-05i,-0.0010509+0.00010618i,-0.0004612+0.00012538i,-0.0004748+0.00024577i,-0.00019741+0.00040378i,0.00024517+0.0003357i,0.00063226-1.2751e-05i,0.0012747+0.00030159i,0.00095902+0.00016242i,-0.00010801-0.00069821i,-0.00036314-0.0003683i,-0.00040083+0.00075244i,-0.00013783+0.00065777i,0.00010517+0.00039952i
0.00043482+0.00084051i,0.00055018+0.0016285i,0.00059479+0.0014093i,0.00067176+0.00088719i,0.00083777-0.00068834i,0.00057075-0.00072178i,0.00030392-0.00022988i,-0.00044122-0.00049467i,-0.00035812-0.00084932i,-0.00052138+0.0003308i,-0.0010681+0.0011337i,-0.00026941+0.00051972i,0.00062708+0.00012479i,0.00055644-0.0003596i,0.00037722-0.0002608i,0.00042064+4.2797e-05i,0.00057821+9.6014e-05i,0.0001769-7.0336e-06i,0.00036265-0.00037222i,0.00078906-0.00022698i,7.9429e-05+0.00031039i,-0.00040623+0.0002109i,-0.00018234-2.1927e-05i
-0.0010323-0.0028513i,2.9397e-05-0.0042083i,-0.0010924-0.0017298i,-0.0024486+0.00024813i,-0.0022621+0.0016585i,-0.0016235+0.001563i,-0.0015542+0.00058186i,-0.001366+0.0002212i,-0.0016919-0.00020237i,-0.0016878+0.00047396i,-0.0012578+0.0017731i,0.00017783+0.0015824i,0.00076545+0.00061458i,0.00064715+0.00016015i,0.0012841-0.00032729i,0.0010071-7.7004e-05i,0.00084937+0.00071035i,0.00061045+0.0011053i,0.00017938+0.00012941i,0.00077152-0.00013264i,0.00066527+0.00056933i,-4.1586e-05+0.00037189i,5.283e-06-0.00033658i
-0.0010374+0.00015433i,-0.00065371-0.00032474i,-0.00061942-0.00057698i,-0.0014152-0.00024288i,-0.00088126+0.000702i,-0.0003716+0.00072035i,-0.00042224-0.00063254i,-0.00065839-0.0011593i,-0.0011121-7.0021e-05i,-0.00091719+0.00023403i,-0.00016073+0.00014673i,0.00058875+0.00065158i,0.0011328+0.001146i,0.0008697+0.00085061i,0.00066615-0.0004626i,0.0010666-0.001101i,0.00096204-0.00049313i,0.00063609+0.00030991i,0.00050795+0.00026134i,0.00010571-0.00041455i,-0.00010559-4.3657e-05i,-0.00022088+0.00088561i,-0.00055382+8.8625e-05i
-0.00012737-0.0030724i,-0.00068887-0.0021705i,-0.0019338-0.0011549i,-0.0027457+0.00013303i,-0.0027695+0.0011746i,-0.0016662+0.0011452i,-0.0010492+0.00064951i,-0.0013525+0.00014395i,-0.002199-5.7949e-05i,-0.0025143-3.4668e-06i,-0.001029+0.0006904i,0.0002789+0.0011869i,0.00021127-9.6374e-05i,5.3568e-05-0.0009009i,0.00075657-0.00065556i,0.00085349+3.1758e-05i,0.00014277+0.00091535i,-0.00078256+0.00087055i,-0.0013685-1.9654e-05i,-0.00064347-0.00035963i,0.00023047-0.00071745i,-1.0352e-05-0.0013375i,0.00017714-0.0010737i
