-5.3467e-05-4.9488e-05i,0.00039503+0.00042186i,-0.00069746-0.00063251i,-0.0013949-0.0013275i,-0.0010431-0.0014876i,-0.00063693-0.00065017i,-0.00060354+0.0005454i,8.2989e-06+0.0015838i,0.00036237+0.0016026i,0.00042651+0.0011971i,-0.00033878+0.00096287i,-0.00098203+8.2405e-05i,-0.00096757-0.00049472i,-0.000638-0.00064883i,-7.658e-05-0.00059699i,9.8467e-05+0.00027133i,0.00036519+0.0013854i,4.0426e-06+0.00036251i,-0.00023395-0.00017078i,0.00035597+8.8095e-05i,0.0011162-2.5411e-05i,0.00068913+0.00040257i,-0.00053247+0.00076682i
0.00084566+0.00023966i,-8.8027e-05+0.0006519i,-0.0008167+0.00074368i,-0.00061402+0.00093615i,-0.00019945+0.0010887i,-6.1502e-05+0.00067394i,-0.000176+0.0005299i,-0.00014799+0.00077082i,-0.00032268+1.0289e-06i,-0.00018415-0.00013416i,-0.0005008+0.00056501i,-0.0012521+0.00012204i,-0.0011198-0.00027895i,-0.00069059+0.00037255i,-0.00026874+0.00042702i,9.3142e-05-0.00051556i,0.00015402-0.0008407i,-8.6851e-05-0.0012957i,-0.00072429-0.0013964i,-0.00028624-0.00022899i,-0.00020254+7.6353e-05i,-0.00046822+0.00018476i,-0.0001349+0.00061573i
-0.00036506+0.00088975i,-0.0018626+0.00011391i,-0.0022203+0.00044416i,-0.0012578+0.00064298i,0.00063547-0.00032417i,0.0012869-0.0012459i,0.00070483-0.0012637i,0.00040188-0.00072654i,-0.00081145+0.00044201i,-0.00096781+0.0011709i,-0.00021783+0.00060421i,-0.00081091-0.00014276i,-0.00083827-0.00073019i,-0.00069632-0.00026788i,-0.00075115+0.00038162i,-0.00069256+0.00099677i,0.00029259+0.0013857i,0.0011104+0.0010679i,0.0003215+0.00063814i,0.00041585+9.8414e-05i,0.00090189+0.00057958i,0.0011138+0.0005117i,0.00063489-0.00023226i
-0.0019781-0.0022457i,-0.0011734-0.0015671i,-0.0014894-0.00071342i,-0.0018269+0.00033375i,-0.00068701+0.0012748i,0.0008427+0.00051507i,0.00082857-0.00012847i,-0.00029658+0.00078314i,-0.00064011+0.0017321i,6.7753e-06+0.0018268i,-0.00011682+0.00078213i,-0.00048248-0.00076627i,-8.4686e-05-0.0012551i,-2.2264e-05-0.001015i,-8.0697e-05-0.0004124i,-0.00012539+0.00043103i,-0.00012021+0.00080884i,0.00021566+0.00087704i,-7.5178e-05+0.00078183i,-0.00075441+0.00012338i,3.6382e-05-0.00097559i,0.00075344-0.00082715i,1.449e-05-0.00046838i
0.001186+0.00020836i,0.00069957-6.1184e-05i,0.00015864+0.00091647i,5.5487e-05+0.001621i,-4.7185e-05+0.0010789i,-0.00037555+0.00036827i,0.00017776+0.00010268i,0.00079661+0.00044782i,3.1194e-05+0.00051475i,-0.00070472+0.00025738i,-0.00087733+0.0010994i,-0.0011822+0.001655i,-0.0010161+0.00073378i,-0.00045702-0.00048493i,0.00021849-0.00093741i,0.00035692-0.00057088i,-0.00040124-0.00048069i,-0.00056787+5.6902e-05i,-0.00033362+0.00086083i,0.00011179+0.0009641i,-1.3258e-05+0.00070048i,-0.00046117+0.00050774i,-0.0010355+0.00037555i
0.0010473+0.00032854i,0.0021621+0.0016521i,0.0008084+0.0014098i,-0.00045018+0.00070184i,9.9081e-05-0.0013006i,0.00027256-0.0016533i,-0.0011432-3.2247e-05i,-0.0015866+0.00075623i,-0.00089374+0.0012953i,-0.00030723+0.001192i,0.00045819+0.00054021i,0.00039835+0.00067561i,-0.00016165+0.0010141i,0.00025509+0.00098487i,0.00015794+0.00059397i,0.00018216-0.00022341i,0.0012501-0.00011753i,0.00078201+0.00045997i,-8.8313e-06+0.00052262i,-0.00012563+0.00029932i,-0.00018525-0.00037544i,-0.00019102-0.00060331i,0.00032165-0.00037631i
-0.00036855-0.00012656i,-0.0016966-0.00032322i,-0.0028836-0.00024128i,-0.002191-0.00036847i,-0.00048757+0.0010537i,0.00046311+0.0023067i,-0.00010131+0.0014046i,-0.00035366+0.0012521i,-0.00038616+0.0013437i,0.00015212+0.00050509i,0.00025939+0.00041534i,-0.00082462+0.00016349i,-0.0011427-0.00039451i,-0.00077991-0.0007483i,-3.0022e-05-0.0012934i,-0.00013415-0.00099113i,-0.00041879-0.00037099i,-3.3647e-05+8.2196e-05i,-0.00059279-0.00012304i,-0.00041915+5.948e-05i,0.00035955+0.00031661i,0.0010007+0.00032117i,0.00081328-0.0001507i
0.0010855-0.00021584i,0.0010166-0.00088845i,0.001631-0.0013133i,0.0015325-0.0017807i,0.00056051-0.0025364i,-7.1322e-05-0.0029284i,-0.00031561-0.0016511i,-0.000837+0.00065944i,-0.00084433+0.0017464i,-0.00056929+0.0012861i,-0.00038384+0.0006469i,-0.00039549+0.00023967i,5.8839e-05+0.00010298i,0.00045953+0.00055789i,0.0004865+0.00053689i,0.00084483+3.844e-05i,0.00051828+0.00056816i,1.3186e-05+0.00074355i,0.00033555+0.000459i,-5.2349e-06+0.00055582i,-0.00038738+0.00034624i,-0.00021783-0.00022299i,-8.4793e-05-0.00063284i
-0.00055616+0.00054439i,-0.00052028+0.00096821i,-0.0002495+0.0031816i,0.00031562+0.0033535i,0.00030651+0.0020781i,-0.00013933+0.0011979i,-0.00050991+0.00041392i,3.5901e-05-0.00058363i,0.00095019-0.00072695i,0.0010192-0.00018024i,0.00061808-0.00030338i,-8.1568e-05-0.00060511i,-0.00053602+4.3333e-05i,-0.00018905+0.00039632i,0.00046986+0.00065873i,0.00063291+0.00097256i,0.0005271+0.00035061i,0.00056483+1.8016e-05i,0.00063632+0.00029681i,-6.551e-05+0.00033693i,-0.00063663-7.2764e-05i,-0.00033784+0.0002735i,-0.00015141+0.0010111i
-1.8392e-05+0.0018527i,-0.0013771+0.0012061i,-0.0017767+0.00078518i,-0.0014314-0.00020576i,-9.5307e-05-0.00037267i,5.6316e-05-0.00019357i,-0.00047788-0.00013775i,0.00019041+0.00067666i,0.00037921+0.00091114i,-0.00015505-0.00011276i,7.92e-05-0.00072952i,0.00039617-0.00034097i,0.00027837+0.00045207i,0.00065633+0.000898i,0.00089524+0.00042313i,0.0007899-0.00024487i,0.00056913+4.394e-05i,6.9754e-05+0.00052338i,0.00013221+4.9918e-05i,-1.6352e-05-0.00011411i,-0.0002196+0.00019602i,1.0114e-05+0.00053262i,0.00068314+0.00028037i
0.0005985+0.0010141i,-0.000541+0.0012008i,-0.00068263-6.84e-05i,-0.00068604-0.0011719i,-0.0014705-0.0014196i,-0.0021114-0.00084534i,-0.0020046-0.00010498i,-0.00098503+0.001188i,-2.9383e-05+0.0017898i,0.00023308+0.0014208i,-8.4144e-05+0.00035096i,-0.00023979-0.00074446i,-0.00010115-0.00079702i,-0.00057299-0.00033592i,-0.00065046-1.837e-05i,-2.741e-05+0.00038135i,0.00035172+0.00059617i,0.00021441+0.00030838i,-0.00054061+0.00017459i,-0.00062405-0.00028735i,-0.00066306-0.00039105i,-0.00054857+0.00048361i,-0.00010651+0.00058513i
-0.00060832+0.0013433i,-0.00078282+0.0011418i,0.00030421+8.473e-06i,0.00092733-0.00065693i,0.00080324-0.00077008i,0.00035536-0.00078913i,-0.00048365-0.0007735i,-0.00033887+0.00019827i,-0.00028084+0.0014262i,-0.00012573+0.00091362i,0.00033356-0.00025815i,1.4821e-05-0.0005601i,-0.00017792-0.00016945i,-0.00062627-2.9906e-05i,-0.0010602+0.00044351i,-0.00068099+0.00074135i,-0.00069157+0.0010565i,-0.00073999+0.00093621i,-0.00035522+0.00025241i,0.00056693+8.8514e-05i,0.00045149+0.00050256i,-0.00026426+0.00081171i,-0.00035943+0.00014914i
0.0004031+0.0011534i,-0.00059123+0.00038626i,-0.00049548+1.9673e-05i,-0.00081915+0.00027043i,-0.0014486+0.00082581i,-0.0011312+8.9014e-05i,8.337e-05+4.1402e-05i,0.0004852+0.00042481i,0.00044521+0.00022476i,0.00019829+0.00010793i,0.00026059-0.00051351i,-1.9795e-05-0.0011253i,2.9238e-05-0.0010784i,0.00072783-0.00048897i,0.0002877-0.00030538i,-6.8406e-05-0.00013493i,0.00046053+0.00047564i,0.00078754+0.00018642i,0.00072848-0.00099118i,0.00011256-0.0010932i,-0.0006523-0.00053694i,-0.00070686-0.00045248i,-0.00068949-0.0006285i
-0.0014214+0.0026007i,-8.4072e-05+0.0014499i,0.00084469+0.0014942i,0.0019299+0.0016455i,0.0017692+0.00030399i,0.00067186-0.0020976i,0.00044147-0.0032476i,0.00028896-0.0019443i,0.00063878+0.00062035i,0.00053596+0.0012759i,-0.00025853+0.00022771i,-0.0007721+0.00040025i,-0.00058634+0.00071888i,-0.00025928+0.00059492i,0.00022407+0.00084355i,0.00026519+0.00076191i,4.2368e-05+0.0005557i,0.00035603-0.00010818i,0.0007463-0.00052271i,0.00080915+0.00018257i,0.00096681+0.00043749i,0.00055244+0.00039106i,-0.0005592+0.00010279i
0.0011123+0.00084521i,0.001604+0.0010122i,-7.1658e-05+0.0011435i,-0.00099586+0.0013309i,-0.00058467+0.00039527i,8.9059e-05+5.9078e-06i,-8.9076e-05+7.6164e-05i,-0.00064269+0.0001941i,-0.00021667+0.00075403i,-3.7305e-05+0.0009323i,-0.00050939-0.00031322i,-0.0009865-0.00094171i,-0.00011844-0.00025978i,0.0010148+1.6402e-05i,0.00043595+9.0508e-06i,0.00019899-0.0002028i,2.0562e-05-0.00027448i,-0.00014583-3.7192e-05i,-0.00019931+0.00058769i,-0.00030473+0.0005407i,6.6242e-05+0.00012756i,0.0001705+0.00019004i,8.0146e-05-8.5552e-06i
-0.00017269+0.00063426i,-0.00078992+0.00087799i,-0.00046335-0.0008385i,-0.0010692-0.0017562i,-0.001982-0.00173i,-0.0010095-0.0013059i,3.8731e-05-0.00068774i,-0.0003389+0.00046676i,-0.0008882+0.0012646i,-0.00089274+0.00082505i,-0.0010257+0.00053692i,-0.00081666+0.0012164i,-3.1507e-05+0.0013775i,-1.4314e-05+0.00082315i,-0.0003652+0.0001195i,-0.00078467-4.9031e-05i,-0.00012967+0.00053738i,0.00096918+0.00027591i,0.00098148+0.00040597i,0.00051899+0.0008815i,0.00027293+0.00073882i,3.3607e-05+0.00091092i,-0.0007054+0.0012738i
-0.0004733-0.00045978i,-0.0026886+0.00073446i,-0.0025133+0.00104i,-0.0013321+0.00012512i,9.0538e-05-0.00057671i,0.00062126-0.00088707i,-0.00054103-0.00046101i,-0.00076161-4.1865e-05i,1.8863e-05+0.00037176i,7.0508e-05+0.00034384i,-0.00048591+0.0001553i,-0.00074013+0.00027371i,-0.00015478+8.4455e-05i,0.00012996-0.00033638i,-0.00050001-0.00027094i,-0.00029788-0.00016712i,0.00049201+0.00023517i,0.00087417+3.1839e-05i,0.00047754+1.3681e-05i,-0.00010255-7.1549e-05i,-0.00022459+0.00013823i,-0.00016749+0.00064962i,-3.8373e-05+0.00021941i
-0.0010801-0.0032131i,-0.00085511-0.0037755i,-0.0013151-0.0027116i,-0.0012032-0.00067402i,5.2738e-05+0.00059711i,0.00076139+0.0005067i,-0.0002226+0.00041459i,-0.00029325+0.00087042i,-0.00035701+0.001492i,-0.0010241+0.0016774i,-0.00025715+0.0007314i,0.00058614+0.00027624i,-0.00028033+0.00047279i,-0.00079747+0.00011431i,-0.00031048-0.0003711i,0.00042103-0.00069043i,0.00096514-0.00094872i,0.00054226-0.00032945i,0.00020008+0.00023704i,0.00038832-0.00035475i,0.00074589-0.00094024i,0.0010412-0.00075856i,0.0004457-2.2721e-05i
0.003457-0.0022514i,0.003499-0.0005762i,0.0021508+1.6496e-06i,0.00055075+8.3608e-05i,-0.0007407-0.00053219i,-9.9243e-05-0.00027646i,0.00061048-0.00014814i,0.00032108-0.0004076i,-0.00010473+0.00019778i,-0.00046744+0.00030801i,-0.00064413+6.5488e-05i,-0.00034753-0.00012622i,6.942e-05-0.00046742i,0.00027713-0.00037906i,0.00054311-0.00064895i,0.00062024-0.00037255i,-3.4652e-05+0.00078312i,-0.00035614+0.00085422i,0.00053195+0.00035148i,0.00073679+0.00037655i,2.0143e-05+0.00077168i,-0.00065637+0.00068562i,-0.0010279+0.00041081i
0.0015429+0.0027364i,0.00065525+0.0042541i,-0.00037719+0.0033681i,-0.001604+0.0015483i,-0.0013408+0.00018813i,-0.00073917-0.00035865i,-0.00079627-0.00011175i,-0.00067875-0.00024143i,-0.00045314+0.00014885i,0.00018147+0.00087058i,7.4836e-05+8.3028e-05i,-0.00088974-0.00053675i,-0.00088534-0.0004002i,-0.00042219+1.6288e-05i,-0.00037884+0.0002337i,-0.00062636+0.00063557i,0.00010199+0.0011772i,0.00050341+0.00091542i,-0.00029231+0.00022534i,-0.00083986+0.00018179i,-0.00059241+0.00029584i,-0.00080824+0.00051974i,-0.00055271+0.00046142i
0.00041439-0.0017882i,-0.0003542+0.00017067i,-0.0014603+0.00093078i,-0.0016369-0.00035958i,-0.00081278-0.0013347i,-0.00022716-0.00018399i,0.00017597+0.00050197i,0.00019734+0.00077116i,-0.00061536+0.0011986i,-0.00099634+0.00086664i,-0.00053756+0.0001938i,0.00024494+6.2709e-05i,-8.1552e-05+0.00043883i,-0.00064041-0.00012545i,-0.00033677-0.00062855i,-0.00049697+0.00041799i,2.9811e-05+0.0001957i,0.0010473-0.00062604i,0.00070007-0.00057549i,-0.00036325+0.00014128i,0.00015286+0.00086272i,0.00080035+0.00072711i,0.00052669+0.00075648i
-0.00084139-0.0012345i,-0.0014879-0.0011789i,-0.0012336-0.00042177i,-0.00030398-4.8648e-05i,0.00027255-0.00079631i,0.00062334-0.0013682i,0.00096766-0.00049267i,0.0007734+0.0004136i,-0.00011462+0.00050824i,-0.00090225+0.00012825i,-0.0013244-0.00041058i,-0.00061461-0.00073582i,-0.00055869+0.00024158i,-0.00030277+0.0006241i,0.00037828+0.00057186i,0.00042283+0.00078128i,0.00038588+0.00019311i,0.00084305-3.7104e-05i,0.0011139+0.000612i,-4.6952e-06+0.00052364i,-0.0004207+0.00020675i,4.191e-05-0.00011028i,-0.00011026-0.00044623i
0.0017424-0.0024845i,0.0014326-0.00309i,0.000119-0.0030226i,-0.00042142-0.001565i,-0.00023574-0.00022114i,0.0006552-0.00039143i,0.00017247-0.00097378i,-0.00082287-0.00043948i,-0.00091379+0.00016112i,-0.0014191+0.00031081i,-0.00155+0.00025144i,-0.00099118+0.00040409i,-0.00062919+0.00038347i,-0.00031348+0.00014622i,-0.00013585+0.00040494i,-8.4461e-05+0.00064823i,-0.00039566-4.1606e-05i,-0.00066959+3.0078e-05i,-0.00032484-0.00023706i,-0.00047199-0.00052132i,-0.00091475-0.00020236i,-0.0007659-0.00031604i,-0.00057121-0.00038931i
0.003555+0.00088566i,0.0021627+0.0025426i,0.0009102+0.0016804i,-0.0007808-0.00011323i,-0.0015856-0.0010195i,-0.0015962-0.001206i,-0.001233-0.00010274i,-0.0012012+0.0005191i,-0.0010305+0.00087362i,-0.00047661+0.0017331i,-3.0715e-05+0.0014415i,-0.00050666+0.0010259i,-0.00074181+0.00056934i,-0.00021294+0.00044222i,-7.0726e-05+0.00011364i,7.2747e-05-0.00099582i,0.00038023-0.0012478i,-0.0001124-0.00070246i,-1.2414e-05-0.00020426i,0.00082949+0.0004795i,0.0010453+0.00053323i,0.00075794+0.00040156i,0.00019989+0.00053576i
0.00058012+0.00094338i,-9.6479e-05+0.001798i,-0.00098519+0.0021095i,-0.00095541+0.0013181i,0.00030152-0.00011193i,0.00096072-0.00049607i,0.001091+0.00029678i,-7.3526e-05+0.00086693i,-0.0013478+0.0010205i,-0.0012494+0.00074432i,-0.0012555+7.0468e-05i,-0.00096666-6.7895e-05i,-0.00046152+0.0010522i,-0.00016323+0.0012809i,0.0003112+0.00046922i,0.00021599+0.00046531i,0.00018817+0.00035024i,1e-05-9.3087e-05i,-0.00041328-0.00036101i,9.1582e-05-0.00034408i,-0.00021203+0.00028261i,-0.00029326+0.00036061i,0.00026665+0.00023451i
-0.0015093-2.5501e-05i,-0.0017439-0.0002262i,-0.0015102-0.0003541i,-0.00079416-0.000896i,0.00025659-0.00049911i,0.00023198+0.00010511i,-0.00052809+0.00055394i,-0.0011812+0.00063853i,-0.0013323+0.00081966i,-0.00073029+0.0015237i,-0.00026526+0.0012341i,-0.00064243+0.00123i,-0.00069091+0.0014663i,-0.00083756+0.00020386i,-0.00061391-0.00056853i,3.3445e-05+0.00040752i,-0.00011551+0.00073383i,-0.0002479+0.00013512i,0.00017477+8.7172e-05i,0.00026113-0.0003214i,-0.0007078-0.00070817i,-1.6702e-05+0.00018979i,0.00089138+0.00063989i
0.001307-0.0022502i,0.00017254-0.0019118i,-0.00022567-0.0021675i,-0.0005837-0.0014627i,-0.0012262-7.7332e-05i,-0.0016973+7.3645e-05i,-0.00089724-0.00044588i,0.0001025+5.0657e-05i,5.884e-05+0.00077182i,-0.00033861+0.00016591i,-0.00029136-0.00050582i,-0.00045025-0.00035109i,-0.00091148-0.00063143i,-0.0003661-0.00085164i,9.4772e-05-0.00056007i,-0.00041059+0.00019479i,-0.00032337+0.00074377i,0.00037525+0.00064875i,0.00051875+0.00016854i,0.00081163-0.00031942i,0.00067602+1.9931e-05i,4.2176e-05-0.00031379i,-0.00024857-0.00088756i
0.00036665-3.7778e-05i,0.00071534+0.00081178i,0.0012151+0.0016824i,0.00099201+0.0016809i,0.0010129+0.00042946i,0.0011176-0.00067653i,0.00054959-0.00086389i,-0.00038637-0.00037046i,-0.0010589+0.00082644i,-0.0010541+0.0016039i,-0.00063981+0.0010661i,-0.00053391+0.00034953i,-0.00032339+0.0003363i,0.0004344+0.00053129i,0.0011897-0.00025534i,0.00046412-0.00072186i,-0.0004879-0.00029984i,0.00011087+0.00027209i,0.0009235+0.00072357i,0.00091632+0.00052219i,0.00056425-0.00022093i,5.8798e-06-0.00032607i,-0.00010705+3.8773e-05i
0.00087921+0.00043817i,0.00078827+0.00069691i,-0.00011835+0.00036903i,-0.00072517-8.6476e-05i,-0.0010409-0.00088227i,-0.0014598-0.00031137i,-0.00083352+0.00030354i,-0.00060757+0.00012649i,-0.0011168+0.000175i,-0.0011414+0.00038961i,-0.00065444+0.00064877i,-0.00016392+0.00041024i,3.6814e-05-0.00032615i,0.00014389-0.00091565i,0.00015107-0.00059241i,-0.00044504+0.00078449i,-0.00097465+0.00090926i,-0.00085738+0.00040793i,-0.00066203+0.00039361i,-0.00010672-0.00024194i,0.00017607-0.00058522i,0.000112-0.00023632i,8.6298e-05-0.00017269i
-0.00084369+0.0018617i,-0.00064328+0.0019399i,0.00035219+0.0010104i,0.00097917-0.00021016i,0.00080999+1.3507e-05i,-0.00015921-0.00012213i,-0.00060716-0.00023253i,-0.00077863+0.00018916i,-0.0014006+0.00073258i,-0.00089228+0.0014427i,-0.00036848+0.001171i,-0.00080904+8.3723e-05i,-0.0014474-0.00024332i,-0.00077067-0.0004961i,0.00010938+9.6534e-05i,0.00016133+1.7047e-05i,-0.00030456-0.00041903i,-0.00059722-1.3885e-05i,-3.6516e-05+0.00073363i,0.00031728+0.0006424i,0.00026046+0.00013305i,0.00015514+0.0002291i,9.2878e-05+0.00063944i
-0.00046434+0.0010741i,-0.0018631+0.0015555i,-0.0015535+0.0015127i,-0.00014723+0.0009767i,0.00012384-0.00019191i,-8.8624e-06-0.0011014i,0.00039427-0.0002624i,0.00037228+0.0011156i,-3.0691e-05+0.001101i,-0.00044189+0.00027863i,-0.00083092-0.00020134i,-0.00037055-0.00040834i,-0.0002883-0.00077055i,-0.00061035-0.00092005i,-0.00057558-0.0005978i,-0.00059226-0.0004079i,-0.00010127-0.00030522i,0.00043-9.5245e-05i,0.00042219-9.8964e-05i,2.98e-05+0.00021765i,-0.0002236+0.00062436i,0.00010939+0.00066539i,0.0007164+0.00067523i
-0.00062004+0.0014905i,-0.0010684+0.0010371i,-0.00055272+0.0010416i,0.00043377+0.00016316i,0.0013207-0.0010103i,0.0004875-0.001211i,-7.6482e-05-3.8234e-05i,0.00020202+0.00055632i,-0.00023763+0.00089766i,-0.00037327+0.0010813i,-0.00031472+0.00041053i,-0.00034372+0.00016204i,-0.00013551+0.00031521i,-1.5601e-05+0.00041705i,-0.00025024+0.00045545i,-0.00065264+0.00011336i,-0.00041761+0.00068885i,-0.00028613+0.00040377i,-0.00049303-0.00042051i,-0.0010533-0.00017758i,-0.00087197-0.00037825i,0.00015392-0.0004897i,0.00017732-0.00041857i
-0.00020798-0.00039168i,-0.00028397-0.00090579i,0.00033648-0.00063487i,0.00052644+0.0001099i,0.000544-2.8757e-05i,0.00065907-0.00014364i,-0.00048829+0.00035715i,-0.0015546+0.00072915i,-0.0017398+0.00098215i,-0.0012531+0.0016888i,-0.00072789+0.0010653i,-0.00063065-1.6388e-05i,-0.00015183-3.8706e-05i,0.00027214-0.00010653i,-0.00024057+6.914e-05i,-4.1744e-05+0.00062159i,0.00030897+0.0006635i,6.3211e-05+9.6785e-05i,0.00025151+0.00027964i,-0.00022892+0.00052967i,0.00019204+0.00026478i,0.0011993-9.0734e-05i,0.0010404+3.6298e-05i
0.00054363+0.0012855i,0.0010736+0.00075386i,0.001293+3.7143e-05i,0.00054757-0.00086332i,-0.00030265-0.0012109i,-0.00063099-0.00092231i,-0.00085236-0.00042753i,-0.00041459+0.00020977i,0.00017956+0.00033952i,0.00031772+0.00054135i,-0.00057257+0.00035156i,-0.0005618-0.00031562i,-0.00027154-0.00068842i,0.00025018-0.00043174i,0.00099312+0.00018033i,0.00099929+0.00082299i,0.0003199+0.00091297i,-2.2945e-05+0.0009687i,0.00010125+0.00077291i,-0.00028087+0.00065339i,0.00025912+0.0005129i,0.00082211+0.00065456i,0.0010155+0.00076114i
-0.00094339+0.00073172i,-0.0011257+0.0012952i,-0.00051385+0.0019384i,-0.00056185+0.0016065i,-0.0010578+0.00059726i,-0.00093751-0.00058882i,-0.00039439-0.00040547i,0.00016995-0.00011713i,1.4288e-05-0.00016498i,-0.00078773-0.0002381i,-0.00062411-0.00038764i,-0.00012426-0.00056945i,0.00040224-0.00059552i,0.00063208-0.00034674i,0.00033337-0.00064711i,0.0007511-0.00026802i,0.00060275+0.00027208i,-0.00050647-0.00027642i,-0.00046488-0.00045497i,-0.00048596-0.00034502i,-0.00052156-0.00040969i,-8.0181e-06-0.00014451i,0.00011557-0.00031124i
-0.0027569-0.0010442i,-0.0025438-0.0011572i,-0.0029539+0.00060303i,-0.0019635+0.0015574i,-0.00019711+0.0013605i,0.00068422-9.8378e-05i,0.00024585-0.00080406i,0.00017724-0.00036002i,-0.00020615-8.5819e-05i,-4.2704e-05+0.00018757i,5.8132e-05+0.00045158i,-0.0008932+0.0004709i,-0.001015+0.00057654i,-0.00068594+0.00034509i,-0.0007797+0.00040329i,-0.00035895+5.0329e-05i,0.00082454-0.00041612i,0.00057583-0.00038179i,0.00037466-0.00056886i,0.0010397-0.00085407i,0.00074947-0.0012888i,0.00033874-0.00084801i,0.00016867-0.00041096i
-0.00031539-0.0012877i,-0.0007967-0.0018837i,-0.00066692-0.0014509i,0.00033389-0.00088292i,0.00060366-0.0015469i,0.00030493-0.0019616i,0.00031255-0.0011271i,0.00016789-0.00034064i,-0.00052399-0.00019667i,-0.00094245-0.00055145i,-0.0011567-0.00054088i,-0.00078732+0.00030956i,-0.00027635+0.00036385i,-0.00011145-0.0009078i,-6.8024e-05-0.00097646i,-0.00047579-0.00010869i,-0.00074257-6.0923e-05i,-0.00027321-0.00019136i,-8.9385e-05+4.8515e-06i,-0.00034532+4.3259e-05i,-0.00059828-0.00030381i,-0.00077251-0.00019469i,-0.00040406+0.00046352i
0.001713+5.9576e-06i,0.0013753+0.00040484i,0.0006734+0.00077743i,0.00036103+3.271e-05i,-0.00051606-0.00069599i,-0.00098183-0.0011318i,-0.00065038-0.00070318i,-0.00049563+0.001041i,9.1789e-06+0.0019745i,-0.00030578+0.0016406i,-0.00086336+0.00065882i,-0.00080356+0.00056377i,-0.00035623+0.00093478i,9.1179e-06+0.00065295i,-0.00036893+0.00039863i,-2.6918e-05-7.9142e-05i,3.1585e-06-0.00041478i,-0.00046437-0.00011739i,-0.00065826+6.4825e-05i,-0.00027577+0.00055077i,8.6868e-05+0.00091426i,0.00041459+0.001139i,0.00063529+0.0011307i
-0.0011646+0.0015158i,-0.0012847+0.00080446i,-0.0018136+0.0016087i,-0.0013036+0.0015993i,0.00042058+0.00022756i,0.0008128-0.00066474i,-0.00028384-0.00093966i,-0.00055412-0.00047513i,-0.00042088+0.00061699i,-0.00022989+0.0012665i,-0.00035889+0.00058902i,-0.00032036+0.00011989i,-0.00035701+0.00058655i,-0.00022347+0.00050762i,-7.2039e-06+3.6478e-05i,-4.0463e-05-0.00011742i,0.00043283+0.00067039i,0.00044884+0.001237i,-0.00045077+0.00099599i,-0.0010535-2.6962e-05i,-0.00096253-0.00028155i,-0.00068482+9.1437e-05i,-0.00045211+9.4025e-05i
-0.00048957-0.00115i,-0.00044718-0.00021024i,-0.0006389-0.00055899i,-0.0012279-0.001655i,-0.0016717-0.0012952i,-0.0023256-4.4746e-05i,-0.0014079+0.00031819i,0.00014653+0.00041412i,6.9253e-05+0.00047702i,-0.00024457-0.00017981i,-0.00022432-0.00044001i,-0.00014409+2.9033e-05i,0.00011657+0.00044984i,4.6255e-05+0.00094747i,-3.83e-06+0.00016674i,0.00039023-0.00063942i,0.00084916-0.00038107i,0.00063209-0.00055791i,-9.0861e-05+4.0155e-05i,5.4916e-05+0.00028479i,-7.3812e-05+2.1365e-06i,-0.00045546-0.00023884i,-0.00048397-0.00061382i
0.0003299+7.5584e-05i,-0.00063931+0.0011405i,-0.0016345+0.00049181i,-0.0016269+0.00075354i,-0.00031898+0.0013836i,0.00029855+0.0014331i,9.1948e-05+0.0013341i,0.00014059+0.0012196i,-9.8384e-05+0.0010741i,-0.00066218+0.00060947i,-0.00090708-0.00010663i,-0.00029264-0.00027047i,-7.0585e-05-0.00022728i,0.00050443-0.0005792i,0.00061118-0.00032961i,0.0005166-0.00024619i,0.00026927-5.5689e-05i,-7.9179e-05+1.9897e-05i,0.00013641-6.6972e-05i,-0.00040856-0.00014289i,-0.00032806+0.00055926i,-0.00056926+0.0014172i,-0.00069964+0.00038076i
0.00042196-0.0013818i,-0.00010631-0.0011333i,-2.155e-06-5.7478e-05i,0.00010275-3.6599e-06i,-0.0004148-0.0012508i,-0.00078859-0.00098469i,-0.00022464-8.921e-05i,0.00027272+0.00038336i,-6.8065e-05+0.0009029i,-0.00047763+0.0009221i,-0.00053078+0.0002604i,-0.00071588-0.00010912i,-0.0007447+0.00030434i,-4.2219e-06+0.00050882i,0.00087725+0.00037162i,0.0010179+0.00052189i,0.00046701+0.00042036i,0.00085602+0.00062949i,0.00064512+0.00045224i,0.00041321-3.8661e-05i,0.00029043+0.00054662i,2.6655e-05+0.0004311i,0.0001767-8.791e-05i
0.0013492-0.00096379i,0.00057763+0.00074951i,0.00027811+7.592e-05i,0.00036849-0.00096039i,-7.5593e-05-0.00074413i,-0.00083303-0.00025764i,-0.00099507-0.00013149i,-0.00082847-0.00024408i,-0.0011839-0.00017305i,-0.0010352+8.3501e-05i,-0.0007419-0.00039512i,-0.00036291-0.00051419i,-8.2534e-05+0.00053961i,2.0653e-05+0.001318i,0.0006244+0.0012411i,0.00035405+0.00095529i,-1.3823e-06+0.0004777i,-0.00045746-4.0989e-05i,-0.00046732+7.4278e-05i,-2.694e-05+0.00066664i,-0.00054419+0.00038185i,-0.000862-0.00096892i,-0.00024316-0.00086332i
