-0.0041765+0.0011454i,-0.0034488+7.5968e-05i,-0.0043651-0.00074546i,-0.004431-0.0012774i,-0.0039262+0.00021289i,-0.0022734+0.0021431i,-0.00042272+0.0028635i,0.0010149+0.0029874i,0.0013108+0.001586i,0.0015348+0.00020599i,0.0015341+0.00018549i,0.00089135-0.00015668i,0.00023568+5.2697e-05i,-0.00069553+0.00012005i,-0.00055392+8.8428e-05i,0.00026805+0.00033952i,0.00043068+0.00015864i,-1.4056e-05-0.00012952i,-0.00049498-0.00010964i,-0.00061033-9.1952e-05i,-0.00092615-0.00022481i,-0.00052751-0.00013425i,0.00038003+1.7167e-05i
-0.0005581+0.0018701i,-0.0012293+0.0016817i,-0.001782+0.0018705i,-0.0010454+0.00072856i,-0.00019225+0.00013773i,-0.00084912+0.00046738i,-0.0007241+0.00019259i,-0.0001894-0.00015352i,-0.00011087+6.6823e-05i,-0.00045314+0.00034054i,-0.00071803+0.00030947i,0.00021607+0.00035293i,0.00044246+0.00064398i,1.5887e-05+0.0003305i,-0.00016967+6.1482e-05i,-0.00064025+0.00059008i,-0.00037469+0.00067717i,-0.00032924+0.00034835i,-0.00033558+0.00015693i,-6.8362e-05+0.00016874i,4.09e-05+0.0001839i,-0.00050848+0.00030838i,-0.00055177+0.0006691i
-0.001223+0.0012643i,-0.00069695+0.00096353i,-0.00076868+0.00031593i,-0.001443-0.00049719i,-0.0020159-0.00098362i,-0.001118+0.00016183i,1.742e-05+0.0011996i,-0.00041701+0.0013008i,-0.00033593+0.00082716i,-0.00021245+0.00018723i,-0.00024744-0.00014221i,-0.0001847-0.00048125i,-0.00054868-0.00029903i,-0.00033126-0.00040654i,0.00034239-0.00030757i,0.00045044+0.00023995i,-0.00010546-0.00019477i,-0.00041473-4.7835e-05i,0.00028033+0.000553i,0.00056274+0.00014962i,-0.00029021-0.00012468i,-6.6923e-05+0.00016806i,0.00029501+0.0004628i
-0.0042514-0.00090136i,-0.0046626-0.0020612i,-0.0040224-0.0013925i,-0.0028186+0.00084575i,-0.0022801+0.0018819i,-0.0011637+0.0015607i,7.4665e-05+0.00094302i,0.00093808+0.00075776i,0.000628+0.00090466i,0.00054172-0.00020491i,0.00085919-0.0002757i,7.3884e-05+0.0003658i,-0.00026747-0.00023816i,-0.0006209-0.00022252i,-0.0011539+0.00044104i,-0.00040456+0.0006904i,-0.00019276+9.9222e-05i,-0.00056369+6.4676e-05i,0.00020373+0.00041886i,0.00049754+0.00010848i,0.00056706+0.00019392i,-0.00010549+0.0010625i,-0.00030337+0.00089343i
0.00020367+0.00034049i,0.00036748+0.00049792i,-0.0006559+0.00071842i,-0.0014308+0.00042162i,-0.0013483-0.00014304i,-0.00065547+0.0003808i,-5.337e-05+0.00047271i,0.00024937+0.00029465i,0.00060082+0.001257i,0.00030069+0.00087045i,0.00047752-0.00019783i,0.00053603-0.00080118i,-2.1025e-05-0.00024414i,-0.00033391+6.2811e-05i,-0.00023157-0.00093268i,0.00019464-0.00065373i,0.00016328+0.00014379i,-0.00020398+0.00015987i,-0.00052276-3.9507e-05i,-0.0010503-0.00057659i,-0.0004405-0.00062809i,-0.0004741-9.8452e-06i,-0.00074004+0.00014989i
-0.0014723-0.0007436i,-0.0018148-0.00014993i,-0.0029577-0.00062947i,-0.0031823+0.00057409i,-0.0023999+0.0016846i,-0.0013537+0.0016826i,-0.00037862+0.00028088i,7.5423e-06-0.00039743i,-0.00022176+0.00032888i,0.00036712+0.0014967i,0.00056408+0.0013081i,0.00047704+0.00081365i,0.00015604+0.00094676i,1.2532e-05+0.0011811i,0.00073933+0.0017593i,0.00093991+0.0011131i,0.00023026+0.00042281i,0.000387+0.00072779i,0.0002662+0.00021583i,-0.0003766-0.00052538i,-0.00068106-0.00031505i,-0.00051758+0.00012328i,-4.2864e-05-9.7528e-05i
0.00099464-0.0011149i,-1.0434e-05-0.0011484i,0.00055342+0.00023287i,1.9374e-05+0.0012363i,-0.0011932+0.00078611i,-0.0009508+0.00078713i,-0.00030327+0.0010406i,4.3993e-05+0.00074406i,8.9557e-05+0.001114i,0.00011202+0.00097473i,-8.6567e-05+0.0004949i,-0.00035054+0.00083886i,-0.00062161+0.0015615i,-0.00052263+0.0008066i,0.00028801-6.0327e-05i,0.00011769+4.4783e-06i,9.8659e-06+0.00032393i,2.5993e-05+0.00030809i,9.5444e-05-0.00056443i,4.4349e-05-0.0004779i,-0.00063241-0.00042551i,-0.00076626-0.00038585i,-0.00060935-1.5675e-06i
0.0012347+0.00021235i,0.00057561-0.0010805i,-0.0004075-0.00279i,-0.0015592-0.0032904i,-0.0025746-0.0023684i,-0.0022061-0.00065422i,-0.00096779+0.00019537i,0.00051287-0.00031446i,0.0014535-0.00053974i,0.001296-0.00029118i,0.00045974+0.00010071i,-0.00044868-0.00013773i,-0.00048859-0.00039729i,-0.000306+0.00012294i,0.00016249+0.00015371i,0.00017172-0.00031456i,0.00046126-9.4747e-05i,0.00099041+0.00028267i,0.00097808-0.00022763i,0.0010476-0.00086602i,0.00020873-5.526e-05i,-0.00044645+0.00065654i,-0.00039542+0.000277i
-3.7672e-05-0.00017803i,-3.8964e-05-0.0010391i,-0.00050713-0.00078871i,-0.0014225-0.00061171i,-0.0011196-0.00077781i,-0.00067411-0.00013095i,-0.00072605+0.00094421i,-0.00060074+0.00076311i,0.00016959+0.00047478i,0.00035583+0.0008307i,-0.00022541+0.00021909i,-2.0311e-05-0.00024i,0.00034866+0.00015573i,0.00071212-0.00070869i,0.000543-0.00080757i,-3.3173e-06-0.00019218i,-0.00047022+2.5555e-05i,-0.00061031-7.5472e-05i,-0.00076023-0.00058336i,-0.0009878-0.00096289i,-0.00028621-0.00060491i,0.00024286-0.00020655i,0.00077068-0.0003822i
-0.0010335+9.5406e-05i,0.00061092+0.00011372i,-0.001409+0.00025689i,-0.0020886+0.00033849i,-0.0014995+0.0010914i,-0.0012409+0.0011188i,-0.00021774+0.0010661i,1.2096e-05+0.0011281i,0.00032395+0.001171i,0.00077884+0.0009526i,0.00030499+0.00011642i,2.0556e-05+0.00030235i,5.2748e-05+0.00046822i,0.00033293+0.00053765i,-9.6633e-05+0.00039398i,-0.00047977+6.6598e-05i,-8.3677e-05-0.00019636i,0.00039661-0.00067746i,0.00052596-0.00053055i,0.00061803+6.0164e-05i,0.0005261+0.00068358i,-0.00037203+0.00070806i,-0.00085208+0.00050941i
0.0020022+0.00027681i,0.001355+0.0011734i,0.0013649+0.00073071i,0.0011686+0.00016834i,-4.5477e-05+0.00016049i,-0.001069+0.0008331i,-0.00069055+0.00084429i,0.00063033-0.00016435i,0.0014417-0.00039683i,0.0014448-0.0001668i,0.00091307-0.00058396i,0.00039466-0.00040823i,0.00018196-0.00031109i,0.00019891-0.00021531i,1.5231e-06+0.00075561i,-0.00040139+0.00070087i,-0.00015628+6.5369e-05i,0.00027949-0.00011667i,-0.00027475+6.7012e-05i,-0.00064433+0.00022359i,-0.00064789+0.00049447i,-2.1221e-05-4.404e-05i,0.00035185-0.00074085i
-0.001039-0.0010736i,-0.0012358-0.00055408i,-0.0024907-0.0010729i,-0.0026037-0.001191i,-0.0024325-3.8623e-05i,-0.0014871+0.00075597i,0.00030628+0.00064751i,0.001301+0.0010168i,0.0013873+0.0012079i,0.00043771+0.00093534i,-0.00015975+0.0007939i,-0.00016767+0.00095695i,-0.00054683+0.0010586i,-0.0003864+0.0007475i,-0.00015916+5.9779e-05i,-0.00056174-0.00052345i,-0.00078406-0.00074867i,-0.00062606-0.0005751i,-0.00021829-0.00078004i,-0.0002866-0.0007665i,-0.00033619-0.00018029i,-0.0002745-7.3086e-05i,-0.00083395+0.00065733i
0.0025148+0.00069151i,0.0033673-0.00033664i,0.002657-0.0020541i,0.00012622-0.0028862i,-0.0011596-0.0020548i,-0.0011022-0.00057386i,-0.00042211+0.00079104i,0.0004259+0.0011349i,0.00023794+0.0007329i,0.00077806-0.00042958i,0.0015588-0.0006823i,0.0002746+0.0004293i,-0.00076958+0.0003493i,-0.00054818-0.00073912i,-0.00088208-0.001095i,-0.0010885-0.00039098i,-0.00019738-0.00028286i,9.2114e-05-4.8609e-05i,-0.00011674+0.00051041i,-0.00032134-0.00010094i,-0.00082536-0.00078791i,-0.00081288-0.00019299i,-0.00021157+0.00069883i
0.0011431-5.1258e-05i,0.00025511+0.00044246i,-0.00084145-0.00041112i,-0.0016341-0.00081409i,-0.0017941-0.00044514i,-0.0013825+0.00036154i,-0.00027291+5.6669e-05i,0.00063707+0.00012851i,0.00044014+0.00083841i,0.00034867+0.0010507i,0.00025071+0.00064258i,0.00078671+0.00036115i,0.00080196+0.00057837i,-0.00017272+0.00016465i,-0.00067786+0.00014718i,-0.00046816+0.00042736i,-2.8694e-06+0.00048706i,8.2824e-05+0.00019861i,-0.00046914-0.00030418i,-0.00056414-0.00076659i,-0.00013909-0.00034814i,-0.00050333+1.9805e-05i,-0.00020988-7.347e-05i
0.0012372+0.0011012i,0.00077098+0.00070651i,0.00056884+0.00038388i,-0.00031059+1.8409e-06i,-0.00092282+0.00050252i,-0.00067841+0.00083417i,0.00046298+0.00084792i,0.0010986+0.00046727i,0.00036177+5.4683e-05i,0.00016175-0.00033084i,0.0002201-0.00052586i,-0.00018469-0.00086442i,-0.00038792-0.0012128i,-8.7935e-05-0.00028725i,0.00018879-3.4345e-05i,4.4455e-05-0.00049162i,0.000153+5.6531e-05i,0.00025755+3.6358e-06i,0.00055469-0.00022858i,0.00081446+0.00017077i,-2.6389e-05+0.00016326i,-0.00021807-0.00032611i,-4.721e-05-0.00055486i
0.00068411+0.001836i,0.00058255+0.0013967i,-0.00016108+0.0002907i,-0.00084282-0.0007471i,-0.0010823-0.0013431i,-0.0011605-0.00096963i,-0.00050139-0.00067801i,0.0011753-0.00013315i,0.0017321+0.0010923i,0.00073717-0.00023166i,0.00012524-0.001406i,-0.00039624-0.00039406i,-0.0006711+0.0010179i,0.00011558+0.00080382i,0.00042512-0.0005345i,-0.00034448-0.00096837i,-0.00034245-0.00082414i,-0.00027139-0.00026408i,-0.00047737-8.5653e-05i,0.00040458+0.00011764i,0.00025566+0.00056101i,-0.00098202+0.00032146i,-0.00073117+0.00010625i
-0.0017424+0.00071524i,-0.0014999+0.00050664i,-0.00093484+0.0018842i,-0.0003676+0.0014503i,-0.00032754+0.0014962i,-0.00016424+0.0019642i,-0.00067473+0.0010823i,-0.0013667-0.00013449i,-0.00058105+8.6603e-05i,0.00066084+0.0005597i,0.00088293+0.00033861i,0.00054435+0.00058476i,-0.00032832+0.00053331i,-0.00048159+4.1588e-05i,-8.7647e-05+0.00016952i,-0.00061846+0.00026554i,-0.00014552-0.00035761i,0.0010737-0.001199i,0.00092461-0.0014252i,0.00048623-0.0011392i,0.00038294-0.00026174i,0.00065813+0.00023174i,0.00046936+0.00030361i
-0.00077653-0.0020035i,-0.00056841-0.0022707i,-0.0027134-0.0023628i,-0.0030075-0.0018933i,-0.0020751-0.00079622i,-0.0014403+0.0015953i,-0.00079011+0.0016116i,0.00021489+0.0011847i,0.0010638+0.0016752i,0.0014785+0.0014044i,0.0015833+0.0010664i,0.00086453-7.8588e-06i,-0.00040737-0.00087164i,-0.0011438-0.0007842i,-0.0010031-0.00058661i,-0.00038208-0.00062724i,0.00048387-0.0007917i,-0.00024334+1.5969e-05i,-0.0018034+0.00052226i,-0.0015382+0.00052234i,-0.00097218+0.00057328i,-0.0011477+0.00046402i,-0.00080125+0.00014714i
0.00018658+0.00017402i,0.00015993-0.0014202i,-0.00048129-0.0028564i,-0.0024222-0.0013724i,-0.0021934+0.00020567i,-0.00057822+0.00135i,0.00081166+0.001903i,0.0015266+0.0020256i,0.0012082+0.0019451i,0.00058608+0.0013658i,0.00050545+0.00039144i,0.00028527-0.00041208i,-7.3323e-05-0.00034368i,-0.00042566+0.00037863i,-0.00052373+0.00070709i,-0.00081762+0.00057097i,-0.0007311+0.00019664i,0.0002975-3.8677e-05i,0.00085674+0.00036526i,0.00067471+0.00077828i,0.0005153+0.0014967i,0.00017849+0.0014959i,-0.00046522+0.00042215i
0.00020971+0.0016092i,0.00078612+0.0024517i,0.00066491+0.0015029i,0.00048401+0.00016808i,-0.00041422-0.00039401i,-0.00074914-0.00013703i,7.6294e-05+0.00082084i,0.0010527+0.0014287i,0.0017755+0.0017813i,0.0020138+0.0012946i,0.0012176-0.00049814i,0.00047415-0.00081899i,-0.00023556-0.00026366i,-0.00046179-4.323e-05i,-0.00032691+0.00062605i,-4.2157e-05+1.087e-05i,-0.00033421-0.00088766i,-0.0010716-0.00033734i,-0.00044703+1.459e-06i,0.00052521-0.00069468i,-0.00011508-0.00091778i,-0.0012099+0.00016163i,-0.00063829+0.0010482i
-7.9093e-05-0.0014153i,0.00021162-0.0020621i,-0.0015138-0.00083476i,-0.0019343-0.00015042i,-0.001402+0.00055854i,-0.0018993+0.00081978i,-0.0012637-0.00051963i,0.00089744-0.00083503i,0.0015535+6.0634e-05i,0.00059692+0.00025014i,-0.00021012-1.2905e-05i,-0.00061008-0.00020193i,-0.0011621+0.00048924i,-0.00069041+0.00030318i,0.00024239-8.1991e-05i,1.463e-05+0.0002989i,-0.00058805+0.0005762i,-0.00019033+0.00046666i,9.7255e-05+0.00069972i,1.6876e-05+0.00063995i,-0.00020517+0.00059754i,-0.00021007+0.0010927i,0.00032384+0.0014004i
0.00085907+0.0019128i,0.0019017+0.0016815i,0.0010903+0.0013497i,-0.00021978+0.00032936i,-0.0010518-0.0014i,-0.0017517-0.00045215i,-0.00095849+0.00082086i,0.00046463-3.0653e-05i,0.00092247-0.00014204i,0.00066897+0.00017485i,0.0003677-4.861e-05i,0.00013407+0.00011728i,-8.7238e-05+0.00010194i,-0.00022469-0.00047693i,-0.00046629-0.00056107i,-0.00043516-0.00010395i,0.00043292+0.00027629i,0.001101+0.00010176i,0.00042759-0.00073364i,0.00044597-0.00099911i,0.00075321-0.00040448i,5.6573e-05+0.00042618i,-0.00022628+0.00070232i
-0.00024845+0.00075309i,0.0014175+0.00060708i,-0.00013038+0.00079193i,-0.0015161+0.00042664i,-0.0019157+0.00032459i,-0.0018429+0.00089508i,-0.00067923+0.0011832i,-5.7597e-05+0.00056555i,0.00032752+0.00055412i,0.00074482+0.00059134i,0.0010781+0.00012198i,0.00097877+0.00011269i,-0.00013355+0.00066099i,-0.00056093-7.2273e-05i,-0.00069809-0.00069324i,-0.0011188+0.00044277i,-0.0011683+0.00069526i,-0.00076083+9.6484e-05i,-0.00013038+0.00017018i,0.00054315-0.00068061i,-2.6989e-05-0.0009216i,-0.00068059+0.00027263i,-0.0002926+0.00092615i
-0.00084781-0.0025842i,-0.0017746-0.0033419i,-0.0028903-0.0024133i,-0.0023548-0.00069457i,-0.0016366+0.0010694i,-0.00097283+0.0025892i,0.0005197+0.002306i,0.00065243+0.001155i,0.00050061+0.00040148i,0.00043705-0.00024754i,-8.7914e-05-0.00023971i,-0.0002517+0.00027712i,4.0457e-05-0.00016759i,0.00051599+0.00011185i,0.00085109+0.00046323i,0.00077636-5.2832e-05i,6.0165e-05-0.0010434i,-0.000624-0.0012992i,-0.00032182-0.00034231i,-0.0001309+0.00028835i,-0.00022868+0.00066154i,-0.00015392+0.00022107i,-0.00010855-0.00057929i
-0.0018112+0.0013249i,-0.0017861+0.00080161i,-0.0012535-0.00050904i,-0.00086568-0.00057581i,-0.00085801+0.00067702i,-0.00049813+0.0012154i,-4.6745e-05+0.0010339i,0.0003697+0.00079531i,0.00092271+0.00039685i,0.00077674-1.5589e-05i,0.00067873-0.00041122i,0.00052759-0.00017988i,0.00011369+0.00012914i,-0.00072448+0.00057328i,-0.00079493+0.0012316i,-0.00046712+0.00063051i,-0.00047696-0.00029939i,-8.8933e-05-0.00076116i,0.00071559-0.0006447i,0.0014203+0.0002544i,0.0011866+0.00068003i,-2.2577e-05+0.00037093i,-0.00096505-4.283e-05i
0.0003886-2.9282e-05i,0.00076534+0.00027059i,0.000467+4.9018e-05i,-0.00067541-0.00059924i,-0.00086134-0.00019905i,-6.7011e-05+0.00087294i,0.00036113+0.00053413i,0.00058115+0.0002218i,0.00054774-6.1554e-05i,0.00062202-0.00042273i,0.00068175-0.00022575i,0.00087638-0.00038002i,0.00028478-0.00012199i,0.00019857+0.00018451i,0.00061899+0.0002403i,0.00059609+0.00012069i,0.00034213-0.00069545i,-2.3569e-05-0.0012645i,-0.00025351-0.00095372i,-0.00022173-0.00036152i,0.00018014-0.00035614i,0.0003726-0.0004471i,0.00015363-0.00026398i
0.00065632-0.00086823i,-2.8156e-05-0.0011233i,-9.4752e-05-0.0020253i,-0.00042956-0.002294i,-0.0012279-0.0012954i,-0.00116+0.00050508i,-1.7675e-05+0.0016113i,0.00063736+0.00039328i,0.00030086-0.00016182i,-0.0002304+0.00049782i,-0.00013735+0.00045519i,-0.00066777+0.00035374i,-0.00067853+0.00020671i,0.00050616+0.00060975i,0.0005742+0.00055796i,0.00024591-0.0001111i,7.7481e-05+5.7412e-05i,7.5582e-05+0.00057121i,0.00047484+0.0010098i,0.00055383+0.00057981i,0.00017163+0.00014285i,-0.00054103-0.00044232i,-0.0005963-0.0006074i
-0.0007068-0.00040031i,-0.0015112+0.00013131i,-0.0013952+0.00038162i,-0.0017277-0.00026215i,-0.0026779+0.00043169i,-0.0022622+0.0011721i,-0.00056007+0.0013109i,0.00069339+0.00068774i,0.0010122+0.00041027i,0.00051663+0.0010793i,0.00099715+0.0013125i,0.0010177+0.00070995i,5.5449e-05+0.00017475i,7.055e-05-0.00021542i,-0.00025177-0.00070785i,-0.00084264-0.00075643i,-0.00068548-0.00017553i,-8.2315e-05-4.7414e-05i,0.00014814-0.00057388i,7.4449e-05-0.00044143i,-0.00064929-0.00045554i,-0.00080545-0.0002721i,-0.00014731+0.0003371i
0.0001367-0.002684i,-0.00070073-0.0025968i,-0.0015059-0.0026136i,-0.0011202-0.0013436i,-0.0014734-0.00045648i,-0.0017765+0.00055017i,-0.00036573+0.0015256i,0.00046647+0.0012546i,0.00015953+0.00064161i,-0.00034349+0.00049702i,-5.0799e-05+0.00039657i,-0.00019936-0.00043552i,-0.00068837-0.00053556i,-0.00064898+0.0002414i,-0.00033435+0.00057582i,0.00029806+0.00076568i,0.00045365+0.00023352i,0.00015992-0.00038493i,0.0001132-0.00051598i,0.0005061-0.00058582i,0.0003062-0.00048133i,-0.0002374-0.00046947i,-0.00038629-0.00079682i
-0.0011227-8.447e-05i,-0.0014957+6.2524e-05i,-0.0016133+0.00050045i,-0.0027342+0.0010384i,-0.0029291+0.0021673i,2.0636e-05+0.0023386i,0.0026353+0.0012515i,0.0020576+0.00074654i,0.00014414+0.0013387i,-0.00047082+0.0013899i,-0.00041454+0.0011248i,4.0714e-05+0.00033746i,0.00062223-0.00044601i,0.0006484-0.00055512i,0.00030261-7.3857e-05i,-3.5584e-05+0.00015352i,-0.00015948+0.00016745i,-0.00027132+0.00042i,-0.00059815+0.00037831i,-0.00071395+0.0002667i,-0.00058977+2.8271e-05i,0.00019536+0.00019876i,6.4827e-05+3.8497e-05i
0.0007627+0.0015335i,0.00031239+0.0008521i,2.4143e-05-0.00019267i,-0.00047303-0.0017742i,-0.0009137-0.0019557i,-0.00077544-0.001364i,-0.00048033+0.00018493i,-0.00033138+0.0011198i,0.00053488+0.00091723i,0.0015807+0.00063724i,0.0016911+0.00024194i,0.0015335+0.00024525i,0.00067761+0.00025652i,-0.00014543-0.00022085i,-0.00010294-6.6225e-05i,0.0002995+0.0005408i,0.00010956+0.00057599i,-0.00010705+6.3399e-05i,-0.00037257-0.00010734i,-0.00040866+0.00032663i,4.9243e-05+0.00040885i,-0.0002482+0.0003394i,-0.00072102+0.00046753i
0.0027768+0.00055085i,0.0026655+0.000913i,0.0031187+0.00063103i,0.0024882+0.00025272i,0.00031981+0.0005831i,-0.0010643+0.00072477i,-6.1619e-05+0.00070456i,0.0007087+0.00033296i,0.00054911-0.00028388i,0.00061936-0.00060103i,0.00080825-0.00051755i,0.00043069-0.00032761i,-0.0001915-0.00039285i,0.00012887-9.7295e-05i,0.001159+0.00026493i,0.00072503-0.00019324i,-8.0312e-05-0.00044397i,-0.00022569-0.00060017i,9.578e-05-0.00097126i,0.00077864-0.00090444i,0.0013607-0.00069145i,0.00070559-0.00076824i,-0.00024559-0.00050457i
-0.0007555+0.00036292i,-0.0019904+0.00074104i,-0.0026571+0.00024596i,-0.0025932-0.0004201i,-0.0017177-0.0011546i,-0.00038933+1.1479e-05i,0.00035176+0.001141i,0.0005657+0.00061274i,0.00040811+0.00082725i,0.00067352+0.0014486i,0.00058518+0.00064104i,-0.00038017-0.00032434i,-0.00084986-0.00048361i,8.4732e-05-8.1888e-06i,0.00078582+0.00023437i,0.00070512-0.000133i,0.0012468+1.0609e-05i,0.00094633+0.00032739i,2.6611e-05-0.00037484i,0.00030253-0.00053576i,0.00044452+0.00018187i,0.00024415+7.3943e-05i,0.00011096-5.4637e-06i
0.0006181-0.00071957i,-0.00068446+8.3179e-05i,-0.001255-0.00073449i,-0.0021257-0.00096986i,-0.0031924+0.00010112i,-0.0028128+0.00089324i,-0.0014314+0.0009564i,-0.00057132+0.00060392i,-0.00014644+9.3092e-05i,0.00020961-0.00040579i,0.00038001+0.00010033i,2.8361e-05+0.00086518i,-0.00077744+0.0002236i,-0.00082675-0.00028104i,-0.00069932+0.0004778i,-0.00041919+0.00066284i,-0.00028087+0.00019532i,-0.00038137-0.0001321i,0.00017017+0.00032128i,0.00061163+0.00074934i,0.00070477+0.00081242i,0.00059658+0.0009315i,0.0002988+0.00078934i
-0.00027284+0.0016144i,-6.3385e-05+0.001274i,0.00084814+0.0012229i,0.00059441+0.00073i,4.8145e-05+1.3531e-05i,-0.00023965+4.9377e-05i,-0.00061828+0.00092987i,0.00034605+0.0014109i,0.0013998+0.0013595i,0.0020732+0.0010865i,0.0017879+0.00040279i,0.0007103-0.00051196i,-0.00056128-0.00041587i,-0.00052745+0.00050467i,0.00045452+0.00043127i,0.00078636-0.00041953i,0.00045161-0.00096652i,-6.4073e-06-0.00096236i,0.00037629-0.00022444i,-7.7254e-06+0.00017315i,-0.00011118+0.00010334i,0.00025319+0.00019869i,0.00017029+0.00029098i
0.0010711-0.00082146i,0.00092804-0.0010027i,0.00016131-0.0010452i,-0.00093979-0.00033983i,-0.0022573-8.5413e-05i,-0.002134+0.00056806i,-0.00061823+0.0012755i,0.00077119+0.00057999i,0.0010826-0.00058098i,0.0010682-0.00098246i,0.00078362-0.00079619i,-0.00027728-0.00026012i,-0.0010115-0.00021447i,-0.00057785-0.00059246i,-0.00020051-0.00067215i,4.2889e-06-0.00058117i,0.00027682+0.00018938i,0.00083738+0.00036997i,0.0011967+0.00018255i,0.00049728+0.00028192i,-0.00030254+6.3031e-05i,-0.00037586-0.00085416i,0.0002167-0.00084766i
0.00048596-6.0484e-05i,0.00093385-0.00094397i,-0.00068227-0.0015972i,-0.0014306-0.0015426i,-0.001383-0.00095i,-0.002092+0.00028376i,-0.00064075+0.0010183i,0.00079082+0.00061776i,0.0010575+0.00012736i,0.00077722-0.0002555i,0.00012839-0.0001572i,-0.00054304-0.00016414i,-0.0010645-0.00021067i,-0.00083262-0.00050432i,-0.00095763-0.00045374i,-0.00085153+0.00019521i,-0.00051586+0.0002837i,-0.00033055-0.0002365i,0.00031868-0.00025854i,0.00068285-0.00032434i,7.6772e-05-0.00067315i,-0.00011305-0.00047988i,0.00022427-0.00023845i
-0.0005602+0.00047389i,-0.0013734+0.00058828i,-0.0014942+0.00055611i,-0.001204+0.00077103i,-0.0013739+0.00059306i,-0.0010432+0.0001604i,-0.00022718-0.00025564i,-4.282e-05-0.00059613i,0.00033043-0.00034073i,0.00026352+5.6951e-05i,-0.00030321+0.00029945i,2.4478e-05+0.00056022i,-8.193e-05+0.00031417i,-0.00062478+0.00018528i,-0.00057519+0.00014102i,-0.00026346+0.00016852i,0.00024725-6.9352e-06i,-0.00055347-0.00029673i,-0.00075763-0.00075536i,0.00061874-0.00073296i,0.00093351-0.00032753i,0.0002158-0.00027882i,-7.4532e-05-0.00030534i
5.6151e-05+0.0010844i,0.0019634+0.0011772i,0.0018103+0.001223i,-0.00072119+0.00075293i,-0.0018969+0.00061513i,-0.0014497+0.0013094i,-0.00020908+0.0014416i,0.0004908+0.0010953i,0.00088074+0.00051983i,0.0013348-0.0002668i,0.00092844-0.00060435i,2.0717e-05-0.00074693i,0.0003372-0.00029188i,0.00064216-7.7438e-05i,-0.00011573+0.00018314i,-0.00051864+0.00026604i,0.00053633-0.0011547i,0.0005541-0.00096724i,-0.0001236-0.00037142i,-0.00060531-0.0010331i,-0.00088882-0.00041041i,-0.00057243+0.0002831i,-0.00018441+3.743e-05i
-0.00098158+0.00037194i,-0.0021204-0.00071409i,-0.0025972-0.00026488i,-0.0020159+0.0013147i,-0.0013719+0.0015057i,-0.00067402+0.00098061i,0.00048039+0.0012396i,0.00099642+0.00068676i,0.00045305+0.00021226i,0.00064675+0.00013662i,0.00078917-0.00026877i,0.00042055-7.4692e-05i,0.00023753+0.00030086i,9.3643e-05+0.0004677i,-0.00022558+0.00065695i,-0.00027593+0.00068658i,-2.5411e-05+0.00039358i,0.00077156-4.5033e-05i,0.0008749-0.00084994i,0.00059212-0.00096956i,0.0005917-0.00015533i,-0.00022713+0.00042738i,-0.00086347+0.0002706i
-0.00064185-0.0015662i,-8.4693e-05-0.0013213i,0.00027118-0.0028657i,-0.00054325-0.0027376i,-0.00046965-0.00026608i,6.6768e-05+0.0014632i,0.00024862+0.00040141i,0.00051529-0.00041971i,0.00051822-0.00010619i,-0.00018766+0.00031341i,-0.00052724+0.00040869i,-0.00020298+2.3828e-05i,-0.00050579+0.00025826i,-0.00063575+0.00027495i,-0.00048422+3.1878e-05i,-0.0004736+8.6424e-05i,-9.1288e-05+1.8959e-05i,0.00065157+2.4352e-05i,0.00046005+9.9122e-06i,-0.00039796-5.5941e-05i,-0.00054365-0.00042234i,-0.00023635-0.00012227i,0.00025327+0.00097322i
-0.0013016-0.0015803i,-0.0026345-0.00085371i,-0.0034336-0.00049325i,-0.0036702-0.00074992i,-0.0032278-0.00018632i,-0.0011143+0.00065035i,0.00051932+0.00060669i,0.00037579+0.00021427i,3.5133e-05+0.00026983i,-8.0609e-05+0.00039906i,-5.425e-05+0.00016103i,6.9309e-05+0.00046018i,-0.00057034+0.0002248i,-0.00080006-0.0003636i,-5.5269e-05-0.00046559i,0.00048157+0.00025714i,0.00019696+0.00087704i,-0.00035715+0.00053904i,-0.00019642+0.00035429i,0.00034-0.00028658i,0.00048577-0.00090944i,0.00058653-0.00054592i,0.00054382+8.32e-05i
0.00083266+0.0012708i,0.00020714+0.0021429i,0.00079896+0.0011045i,0.0012663+0.00016699i,0.00068587-0.00013184i,4.7412e-05-3.1194e-05i,0.00066785+0.00047886i,0.0015933+0.00045781i,0.0014894+0.0002096i,0.0012669-0.0002094i,0.0011862-0.00036467i,0.001007-0.00040714i,0.00012441-0.00030938i,-0.00029702-6.4876e-05i,-8.8577e-05-0.00027663i,7.3573e-05-0.00053909i,0.00038808-0.00046029i,-0.0001021-0.00060135i,-0.00018568-0.00066899i,0.00087746-0.00075141i,0.0011202-7.6954e-05i,0.00068571+0.00054577i,0.00060226+0.00053549i
