-0.00040902-0.00080017i,-9.4945e-07-0.0017982i,0.00014147-0.001807i,-3.7672e-05-0.00084078i,-0.00091783+0.00066546i,-0.0009591+0.001626i,-0.00064151+0.0014829i,-0.0010771+0.0014411i,-0.0004376+0.0013629i,0.00094931+0.00080776i,0.0010167-0.0001676i,0.00049099-0.00073914i,0.00030682-0.0010042i,0.00030651-0.0010029i,-0.00055946-0.00025991i,-0.0012547+0.00014511i,-0.0009939+9.0675e-05i,-0.00066264-0.000445i,-0.00055317-0.00037872i,-0.00049176+0.00013266i,-6.9865e-05+0.00042174i,9.4851e-05+0.00073705i,4.6953e-05+0.00032984i
3.5434e-05+0.00083785i,0.00025619+0.0010938i,0.001125+0.00056229i,0.0020805-0.00078097i,0.002357-0.0015209i,0.00069134-0.00083016i,-0.0007777-0.00012576i,-0.00061895+0.00063488i,-0.00013941+0.00063068i,9.0303e-05+0.00030414i,0.0002261+0.00071015i,1.0091e-05+0.00073386i,-0.00073234-0.00068491i,-0.00085665-0.0011761i,-0.00032728-0.00070589i,-0.00016029-2.4594e-05i,-0.00061718+0.00030331i,-0.00028378+0.00011999i,0.00011139+0.0003511i,0.00037798+0.00076091i,0.0008267+0.00098196i,0.00045888+0.00078425i,-0.00031535+8.0583e-05i
-0.00059692+0.0020164i,-0.00049487+0.00017635i,0.001142-5.9549e-05i,0.0022977-0.00031117i,0.0011839-0.0011249i,-0.00061078-0.001156i,-0.0013857+5.5519e-05i,-0.001219+0.0010669i,-0.00043787+0.0012178i,0.00026483+0.00065221i,-0.00038359+0.000415i,-0.00075614+0.00058456i,-0.00020586+0.00011354i,-0.00050863-0.00038847i,-0.00068901-0.00085326i,-0.00040398-0.0010661i,-1.7784e-05-0.00039191i,-0.00033862-6.4995e-05i,-0.0015135+0.00025818i,-0.0014321+0.00024502i,-0.00035532+8.5383e-05i,0.00030607-0.00030461i,-0.00015687-0.00074863i
0.0013246+0.0012383i,0.001623+0.001857i,0.002259+0.0012236i,0.0027704-0.00011874i,0.0020097-0.00017403i,0.00015281-0.00032131i,-0.0013659+0.0003012i,-0.0013687+0.0013521i,-0.00045628+0.0014437i,0.0001047+0.00099734i,-0.00013899+0.00038734i,-0.00017521+0.00048288i,-0.00030139+0.00091209i,-0.00027099+0.00038128i,0.00051018-0.0003954i,0.00039227+6.8064e-06i,-0.00017797+0.00081441i,0.00073595+0.00071057i,0.0014194+0.00018189i,0.00083358-8.6867e-05i,0.00042579+0.00043082i,6.7374e-05+0.00084201i,0.00022486+8.6589e-06i
-0.0002714-0.0018492i,0.00082091-0.0014981i,0.00062446-0.0010653i,-7.5325e-05-0.00050508i,-0.0014246+0.00019714i,-0.001306+0.0015569i,-0.00030141+0.0016112i,-0.00072799+7.8623e-05i,-0.00065898+0.00016234i,-0.00019553+0.0010533i,5.3947e-05+0.00062211i,0.00011672+4.8139e-05i,-0.00035834+0.00022882i,-0.000191-0.0004691i,0.00026969-0.00086552i,0.00024794-0.00016203i,0.00014788+0.00018818i,0.00066705+0.0002728i,0.00056938-0.00040832i,0.00018248-0.00095017i,3.2932e-05-0.00015471i,0.00053662+0.00083773i,0.00039531+0.0013823i
0.00065781+0.00015843i,0.0010333-6.9712e-05i,0.0013821-0.0010782i,0.0013446-0.0020866i,0.00026423-0.00062344i,-0.001199+0.0010553i,-0.0015211+0.0013702i,-0.0015263+0.0011041i,-0.00089933+0.00018112i,-5.2861e-05+1.472e-05i,-0.0006397-0.00012615i,-0.0012665-0.00057121i,-0.00054539-0.00039553i,0.00050822-0.00055774i,0.00015327-0.00080452i,-0.00073091-0.0005638i,-0.00067889-0.00044293i,0.00069625-0.00034093i,0.0010438+8.761e-05i,0.00048765-0.00048936i,0.0008058-0.00064039i,0.0011763+0.00021955i,0.00052591+0.00027561i
-0.00018861-0.00052046i,-3.4518e-05-0.00025504i,0.00083063-0.0014679i,0.001778-0.0020021i,0.00097092-0.0016328i,0.00012962-0.0012379i,-0.00070857-9.0017e-06i,-0.0016984+0.00037533i,-0.0010404+0.00073938i,-8.6195e-05+0.00079191i,0.00063452-0.00017413i,0.0009223-0.00022287i,0.00056382-0.00032031i,0.00016055-0.00079784i,-0.00034205-0.00067149i,-0.00046703-0.00068502i,-0.00037118-0.00057901i,4.7133e-05-9.8761e-05i,0.00035299+0.00039099i,-3.3373e-05-5.9066e-05i,-0.00025799-0.00079257i,0.00020934-0.00050965i,0.00046837+0.00022648i
0.002152-0.00076227i,0.0019616-0.00016136i,0.0020571-0.0012704i,0.0017341-0.0017095i,-0.00024749-0.0011876i,-0.0011423-0.00038363i,-0.00040213+0.00056264i,-5.0344e-05+0.00091514i,0.00017225+0.00091603i,7.4692e-05+0.00037165i,7.4978e-05-0.00025247i,0.00048294-0.00083162i,0.00092918-0.0012729i,0.00078622-0.00093137i,0.00027937-0.00025285i,-0.00037937+0.00032753i,-0.00089339+0.00019875i,-0.0010437-0.00068345i,-0.00062944-0.00079633i,-0.000358-0.00023649i,-0.00089729-3.4586e-05i,-0.00043331-9.2209e-05i,0.0006103-0.00034787i
0.00059235+0.00085322i,0.00099832+0.0010685i,0.0018633-0.00015558i,0.0014377-0.0015619i,0.0001458-0.0011236i,-0.0005422+0.00077321i,-0.0010123+0.0014266i,-0.00084854+0.0010042i,-0.00059446+0.00034985i,-0.00024455-0.00014653i,0.00013361-0.00043104i,0.00034366-0.00086568i,0.00078728+9.8308e-05i,0.0009089+0.00080721i,0.00074286+0.00019323i,0.00042681+0.00019501i,0.00035832+4.9002e-05i,0.0003615-2.9941e-05i,0.00038046-5.2062e-05i,0.0010518+0.0002557i,0.00060664+0.0007829i,-0.0001085+0.00029209i,0.00060899-0.0007945i
0.0016153-0.00013916i,0.002423+0.00047699i,0.0020478-0.00023718i,0.00032431-0.0012344i,-0.0013209-0.00079234i,-0.0021654+0.00080296i,-0.0014992+0.0013608i,-0.00068924+0.00069134i,-0.00073502+4.9531e-05i,-0.00054514-0.00045579i,-0.00050011-0.00062857i,1.5938e-05-0.00077066i,0.00045727-0.00088329i,-0.00014186-0.00095212i,-1.6128e-05-0.0010423i,0.00054331-0.0010402i,0.00032222-0.0012172i,0.00026717-0.0010739i,0.00028258-9.1935e-05i,-0.00012812+0.00025392i,-0.00024411-0.0001243i,-9.9323e-05+1.1519e-05i,0.00019437-0.00029752i
-0.00020096-0.0022873i,0.00077961-0.0020564i,0.0013124-0.0024011i,0.00083117-0.0027819i,-0.00089598-0.0012952i,-0.0018622+0.00089832i,-0.0010564+0.0017272i,-0.00063553+0.0010533i,-0.00086501+0.00067359i,-0.00057592+0.00033075i,-4.8866e-05+0.0002707i,0.00026316+0.00017512i,0.00079684+0.0001655i,0.00075155-0.00020598i,0.00018413-0.0008351i,-9.0282e-05-0.00062813i,-0.00049649-0.00039981i,-0.00054845-0.00063501i,-0.00031604-0.00065149i,-0.00025621+0.00023628i,-0.0002549+0.00053101i,-3.0088e-05+0.00020087i,-0.00044847+0.00052774i
0.00053791+0.0016307i,0.00059931+0.00063537i,0.002298+0.00016377i,0.0019854-0.00021716i,0.00045121-0.00073005i,-0.00047114-0.00011112i,-0.00088961+0.00052945i,-0.00058999+0.00066035i,-0.00034062+0.00043602i,-0.00071943+0.00025019i,-0.00079778+4.8044e-05i,-0.0005799+0.00020043i,-0.00057009+0.00024001i,-0.00012295-0.00027536i,0.00026723-0.00011587i,0.00061551-0.00040123i,0.0011432-0.00081147i,0.00068561-0.00011799i,-0.00011686+0.00030302i,-0.00050442-5.4382e-05i,-0.00092912+1.5989e-05i,-0.00037427-0.00042735i,0.00031576-0.00040527i
0.00079343+0.00046683i,0.00010746+0.0011704i,0.00070485-0.00019612i,0.00042915-0.00024085i,-0.0011526+0.00081252i,-0.0012558+0.0017758i,-0.00054282+0.0014367i,-0.0012199+0.00089006i,-0.0021759+0.0011036i,-0.0016059+0.0010895i,-0.00059617+0.0006107i,9.1979e-05+0.00033052i,0.00037163+0.00037267i,-6.5745e-05-0.00038589i,-7.6696e-05-0.0016565i,8.445e-05-0.0017626i,3.604e-06-0.00054876i,-0.00040986+0.00012337i,-0.0006979-1.6296e-05i,0.00013032+5.6562e-05i,0.00039383-5.3747e-05i,-0.00023017-0.00012475i,-0.00034185-0.00013801i
0.00074004-0.00069504i,0.0010642-0.00073571i,0.0019432-0.0010825i,0.00081294-0.0015765i,-0.0011283-0.0012311i,-0.0017866+0.00057156i,-0.0012405+0.0018722i,-0.00013778+0.0010275i,0.00029647-0.00041314i,0.00047469-0.00016178i,0.00016544+0.00099296i,-0.00012338+0.00054002i,0.000458+4.2783e-05i,0.00023251+0.00021524i,-0.00048369+0.00025882i,-0.00028718+0.0010249i,-0.00047287+0.0011621i,-0.00043237+0.00024711i,0.0001706+0.00028385i,-5.7953e-05+0.00016281i,8.6233e-05-0.0004188i,0.00071694-0.00047708i,0.00058992-0.00023445i
0.001218+0.00022555i,0.0015488+0.000411i,0.0016423+0.00026012i,0.00082611+0.00027192i,-9.1917e-05+0.00024161i,-0.00036036+0.00046739i,-0.0012405+0.00053673i,-0.002025+0.00039152i,-0.0010653+0.00071411i,-0.00025799+0.00080621i,-0.00059078-3.2529e-05i,0.00019543-0.00056414i,0.00092442-0.0002942i,-7.416e-05-3.4952e-05i,-0.00036155+0.00073328i,4.4071e-05+0.00091639i,-0.00023824+0.00052727i,-0.00056478-0.00020974i,-0.00026439-0.0010756i,-0.00018877-0.0011223i,-0.00018722-0.00089586i,8.6417e-05-0.00059824i,0.00056239+2.1925e-05i
0.0015808+0.00045013i,0.001445-0.00036421i,0.0025876-0.0011364i,0.0028732-0.001124i,0.001134-0.00079421i,-0.00069882-0.00043572i,-0.0010583-0.00043072i,-0.0012813-0.00018893i,-0.00095698+0.00050778i,6.8747e-05+0.00062749i,0.00026869-0.00017846i,0.00041313-0.00057493i,0.0012115-0.00064888i,0.0015054-0.00065432i,0.00090204+1.8264e-05i,0.00023985+0.00087878i,-0.00038124+0.00084348i,-3.4759e-05+0.00029068i,0.00037349+0.00019953i,-0.00055669+0.00030629i,-0.00020898-8.9989e-05i,0.00018413-3.5867e-06i,0.00033206+0.00017376i
0.0002084+0.0021798i,0.00073675+0.00195i,0.0012821+0.00054625i,0.00090715-0.00029359i,-0.00064223-0.00074954i,-0.0014659-0.00021695i,-0.00081995+0.00060891i,-0.00021943-1.6989e-05i,-0.00046141+0.00011234i,-0.00043058+0.0004221i,-0.00010377-5.48e-05i,-7.1912e-05+0.00017975i,3.5188e-05+4.3918e-05i,-0.00013978-0.00028641i,-0.00010473+4.0917e-05i,-0.00075008+0.00058709i,-0.0005439+0.00058355i,0.00014513+1.8739e-05i,0.00048358-0.0004518i,0.0008765-0.00083504i,0.00027027-0.00076469i,-0.00091133-0.00033521i,-0.00088019-0.00042796i
-0.00041934+0.0011111i,-0.0013895+3.5149e-05i,0.0010091-0.0008402i,0.0032865-0.0016294i,0.0029511-0.0011859i,0.0013075-0.00077007i,-0.00015619+0.00010117i,-0.00039289+0.0012519i,-0.00014741+0.0013447i,-0.00022157+0.00057193i,-0.00072727-1.084e-05i,-0.0007264-0.00039445i,-6.6144e-05+0.00010764i,0.00016871+0.00024304i,-3.9902e-05+0.00015408i,7.7349e-05-6.1737e-05i,0.00060099-0.00059314i,0.0011969-0.00032161i,0.00071739-0.00031317i,0.00010657-6.6883e-05i,0.00022196+0.00025007i,0.0007641-9.8243e-05i,0.00060621-0.00014246i
-0.00075416-0.0021924i,0.00032371-0.0017785i,0.00093272-0.0013862i,0.00021351-0.0012738i,3.1044e-05-0.0003416i,-0.00038326+0.00063009i,-0.00055744+0.00044687i,0.00043722+0.00048662i,0.00060786+0.0011402i,0.00018315+0.0013979i,-0.00033833+0.0013861i,-0.00029608+0.00081011i,0.00038418+0.00048074i,0.0005147+0.00053974i,0.000324+0.00023222i,0.00015752+0.00013582i,-0.0002296+0.0002126i,-0.00051555-0.00029951i,-0.00050333-0.00010002i,-0.00061443+0.00030721i,-0.00033578+1.9251e-05i,0.00029581+0.00022219i,0.00044773+1.7734e-06i
0.00062956+0.00017292i,0.0014955+0.00020695i,0.0019659+0.0002663i,0.0019702-0.00015079i,0.00021441-0.00048484i,-0.00090194+0.00068858i,-0.00052447+0.00099721i,-0.00026173+0.00011469i,-0.00061449+7.2693e-05i,-0.0001214+0.0003554i,0.00026352+4.4223e-05i,0.00039046-0.00012643i,0.00030312+0.00028954i,-5.3992e-06+0.00078333i,0.00013076+0.00027359i,0.00037319-0.00066285i,0.000391-0.00099681i,0.00024712-0.00055948i,-0.00039632-2.0212e-07i,-0.0003869+0.00018191i,0.00021851+0.00022846i,-1.6047e-05-5.1351e-05i,-0.00030091+0.00011844i
-3.7246e-07+0.00090928i,-0.00030218+0.0003108i,0.00016643-0.00084693i,0.00075278-0.0006331i,3.994e-05+0.00014355i,-0.00078645+0.0009764i,-0.00077902+0.00060614i,-0.00065418-0.00067689i,-0.00052832-0.000829i,-0.00054588-7.3794e-05i,-0.00094821-6.4549e-06i,-0.0012497-0.00080971i,-0.00097666-0.0011219i,-0.00041143-0.0008824i,-0.00014303-0.00043957i,-0.00097317-0.00025407i,-0.0012325+8.9437e-05i,-0.00017145+0.00034559i,0.00032456+0.00047042i,0.0003496+0.00093864i,-0.00028365+0.00049164i,-0.00091134-0.00037291i,-0.00033296-0.0010039i
-0.00035528-0.0012276i,-0.00060811-0.0010666i,0.00035793-0.001694i,0.00080797-0.001641i,-0.00027489-0.00031932i,-0.00032099+0.00069949i,-0.00015351+0.0012465i,-0.00072803+0.0017746i,-0.00070168+0.0011712i,-0.00034967+0.0004978i,-0.00032038+0.00059179i,0.00021239+0.00031575i,0.0008039-0.00022795i,0.00032182-0.00042399i,-0.00022403-0.00056747i,-0.00031734-0.00049726i,-0.00010358-0.00050979i,-0.00035937-0.00031814i,-0.00083569-0.00015421i,-0.00014698-0.00027854i,0.0010184+1.6722e-05i,0.0011149+0.00044181i,-5.9053e-06+0.00064327i
-0.000659-0.00087181i,0.00068082-0.0019903i,0.0016614-0.0013098i,0.0021229-0.00023757i,0.0011501+0.00011303i,0.0002934+0.00024344i,7.014e-05+0.00075061i,-0.00035699+0.0012785i,-0.00063929+0.0014809i,0.00030763+0.00073097i,0.0012976+0.00044663i,0.0013949+0.00092624i,0.00076872+0.00068225i,0.0004915+0.00031282i,0.00079947-0.00029632i,0.00034143-0.00062134i,-0.00018076+0.00044047i,-0.00045783+0.00039544i,-0.00042996-0.0010236i,0.00028868-0.00097337i,0.00074511-0.00047578i,0.00071813-0.00064468i,0.00028932-0.00049364i
0.00083074-0.00046885i,0.0023281+0.0010103i,0.0028405+0.0004887i,0.001854-0.0002282i,0.00054285+0.00080331i,0.00026646+0.001982i,0.00034565+0.0014945i,7.2465e-05+0.00085127i,-0.00053823+0.00020472i,-0.0014392-0.00041065i,-0.00098706+0.00018911i,0.00012782+0.00084706i,5.478e-05+0.00049128i,-7.7079e-05+0.00044421i,0.00043085+0.0004654i,0.0011122-6.2183e-05i,0.00072708-0.00039985i,0.0002457+2.9611e-05i,-4.4341e-05-3.7793e-05i,0.00015865-0.00015487i,0.00030493+0.00046033i,0.00035936+0.00012863i,0.00016822-6.5217e-05i
-0.0010576+0.00074928i,7.0587e-05+0.0011014i,0.00057772+0.00058172i,0.0012345+4.8329e-05i,0.0002077-0.00010675i,-0.00051567-0.00058183i,-0.00062732-0.0004696i,-0.0010707+0.00043204i,-0.0011405+0.00057047i,-0.0008545+0.00053373i,-0.00065566+0.00071649i,-0.00037674+0.00042487i,0.00031629+0.00016383i,0.00074582-0.00022304i,0.00058088-0.00079794i,0.00080953-0.00068057i,0.00084333+0.00029579i,-5.1417e-05+0.00012999i,-0.00022867-0.00074631i,-0.00039652-0.00033063i,-0.00044677+0.00077707i,-0.00016755+0.0004344i,0.00013252-0.00048821i
0.00023327-0.00047484i,-0.00010086-0.00074123i,-0.00023451-0.0014935i,0.00033819-0.0010121i,0.00049075+1.4076e-05i,0.00010355+0.00092706i,-0.00022216+0.0010943i,0.00015668+0.0013233i,-4.6041e-05+0.0010627i,-0.00038664+0.00042072i,-0.00030946+0.0004735i,0.00019285+8.7008e-06i,0.00089396-0.0012816i,0.0010592-0.00092224i,0.00078767-2.9769e-06i,0.00041271-0.00012856i,0.00030204-0.00019757i,0.00068763-0.00048581i,0.00044112-0.00062806i,0.00016606-0.00087723i,0.00035543-0.0011059i,0.00012909-0.00083561i,-3.5135e-05-1.9808e-05i
0.00099647-0.00061143i,0.0013444-0.0021529i,0.0018153-0.00074856i,0.0018675-0.00017108i,0.00081664-0.00061811i,-0.00087369-0.00020625i,-0.0016469+0.0002618i,-0.0015297+0.00057826i,-0.0006693+0.0010488i,0.00010022+0.00084925i,0.00010947+0.00021662i,-9.6678e-05+0.00060033i,0.00055579+0.00045208i,0.00063945-0.00063066i,-9.702e-05-0.00028803i,3.1444e-05+0.00050312i,0.00077159+0.00073307i,0.0012338+0.00017917i,0.0011171-0.00034868i,0.00091434-0.00025465i,0.00019187-0.00057483i,-9.8569e-05-0.0007597i,0.00032018-0.00047225i
-0.00018775+0.00039981i,0.00077925-0.00023541i,0.0020422+0.00016859i,0.0024653+0.00065828i,0.0011091+0.00081243i,-6.1886e-05+0.00069834i,-0.0010435-2.0108e-05i,-0.0012622+1.7275e-05i,-0.00019716+0.00034928i,0.00041014+0.00039515i,0.00028265+0.00016744i,-5.8258e-05+0.00012074i,-0.00036511+0.0005242i,-0.00060673+0.00064794i,-0.00065365+0.00044926i,0.00011906-0.00046764i,0.00071671-0.00073217i,0.00037884-0.00058662i,-0.00046165-4.5176e-05i,-0.00046187-4.9821e-05i,-0.00018388-0.00038871i,-0.00024142-0.00017541i,0.00046261+0.00010556i
0.00036217+0.00022515i,0.0010768+0.00029174i,0.00088773+0.00019004i,0.00072677-0.00022381i,0.00064186-0.0001285i,-0.0003943+0.00056712i,-0.00081501+0.0013551i,-0.0006401+0.00092082i,-0.00087125+0.00014952i,-0.00062373-0.00039321i,-9.437e-05-0.00053282i,1.352e-05+2.8514e-07i,0.00024338+0.00025597i,0.00045815+0.00011647i,0.00080337-0.00064848i,0.0011722-0.00071456i,0.00060829-6.3297e-06i,-0.0002424-0.00015327i,-0.000946-0.00018829i,-0.00074416-0.00022972i,8.1796e-07-0.00054036i,0.00050058-0.00067509i,0.00046356-0.00029698i
-0.00034736-0.00075563i,-0.00016394-0.00072819i,0.00095432-0.00087223i,0.0016743-0.0011707i,0.00099002-0.0008948i,-0.00041403-0.00077887i,-0.0011238-0.00037362i,-0.00058527+0.00073873i,-0.00017693+0.0012672i,-0.00011531+0.0013486i,0.00027084+0.00031512i,0.00043689-0.00011574i,0.00021608+0.00057895i,0.00047277+0.00016834i,0.0006999-6.603e-05i,0.00053711+0.00032194i,0.0002519+0.00021715i,-0.00033975-0.00057568i,-2.6653e-05-0.0012911i,0.00019898-0.00099249i,0.0004011-0.00038884i,0.00070501+0.00038145i,0.00038983+0.00074923i
-0.0013036-0.00062384i,-0.00010447-0.0011306i,0.001638-0.00064345i,0.0026716-0.00046189i,0.0017233+0.0001908i,0.00047351+0.00024771i,-0.00041267+0.00066071i,-0.001345+0.0010717i,-0.0011962+0.0010265i,-0.00027697+0.001486i,0.00018683+0.00066078i,0.00011396+6.8367e-05i,-0.00055331+7.3811e-05i,-0.0017798-0.00052195i,-0.0016909-0.0011253i,-0.00081558-0.0009036i,-0.00023038-4.6529e-05i,-0.00053175+0.00025481i,-0.00077547-0.00045088i,-0.00033271-0.00090804i,-0.00045788-0.00036147i,-0.00086351+0.00040963i,-0.00093638+0.00024307i
3.4665e-06-0.0011616i,0.0011729-0.00072222i,0.0013665-0.00074193i,0.0011703-0.0013106i,0.0006039-0.00046434i,0.0005004+0.0014857i,0.00063073+0.0015326i,-0.00020709+0.00049123i,-0.001004-0.00063039i,-0.00064186-0.00072247i,-0.00097142+0.00032065i,-0.00085232+0.00024575i,-0.0001369-0.00057414i,-0.00025383-0.00089222i,-0.00072491-0.00067438i,-0.00053134-0.00038213i,-6.2983e-05-0.00016507i,0.00028004-0.00057331i,0.00041816-0.00077293i,0.0001952-0.00030819i,-6.3278e-05+8.065e-05i,0.00044827+0.00024456i,0.001224+0.00031152i
0.0011682+0.00077739i,0.00078245+0.0011222i,0.0010405+0.0017479i,0.0014472+0.00089142i,0.00050067-0.00039777i,-0.00067873-0.00091811i,-0.00084995-0.00038052i,-0.00061865+0.00047874i,-0.00024199+0.0011045i,-4.9132e-05+0.00052176i,0.00029007-8.6669e-05i,5.6724e-05+0.00052275i,0.0005345+0.00063291i,0.00084356+0.00033008i,0.00041654-0.00012525i,-0.00019071-0.0003505i,-0.00067593-0.0001879i,-0.00046828-0.00015251i,-0.00053788+0.00012226i,-0.00090529+0.0003088i,-0.0011292+0.00022631i,-0.0011467+0.00049206i,-0.00046152+0.00025138i
0.0010625+0.0015509i,0.00095623+0.0013789i,0.00057719-0.00069133i,0.00021544-0.0015935i,-8.6474e-05-0.00087718i,-0.0010805+0.00067275i,-0.00091177+0.0013049i,2.2404e-05+0.0015353i,-5.572e-05+0.0014616i,-0.00036534-0.00020365i,-2.4893e-05-0.0011704i,0.00018424+0.00010934i,0.0005925+0.00082008i,0.00095395+0.00016509i,0.00040184-6.0964e-05i,-1.6391e-05-0.00025493i,0.00013397-0.00031543i,0.00017119-0.00015661i,-3.1717e-05-0.00045767i,0.00055752-0.00078315i,0.00046226-0.00055043i,-0.00035711+0.00031269i,-0.00012189+0.00073402i
-0.00076525-5.0336e-05i,-5.8483e-05-9.7464e-05i,0.0022216-0.0012405i,0.0021772-0.0023072i,0.0004775-0.0016329i,-0.00042221-0.00049115i,-0.00059772+0.00017386i,-0.00027118+0.00066476i,-0.00025664+0.00080147i,-0.00073627+0.0012391i,0.00055954+0.00050627i,0.0010089-0.00040873i,-0.00041841-0.00066073i,-0.0010155-0.00049966i,-6.119e-06+0.00025031i,0.00044165+0.00043424i,-9.1668e-05-0.00045854i,-0.00039888-0.00025438i,-0.00042649+0.00015138i,-0.00010055-0.00021069i,-0.00050368+0.00042757i,-6.6579e-05+0.00072546i,0.00050064+0.00028077i
0.0011293-0.0010939i,0.0021644-0.00033731i,0.0017157+0.00028433i,0.00055131+0.00011034i,-0.00013553+0.00020897i,-5.0634e-05+0.00079709i,0.00033144+0.00039602i,-0.00026492+0.00018406i,-0.00097392+0.00019225i,-0.0013031-1.3356e-05i,-0.00097804+0.00067991i,-0.00014128+0.00062432i,0.00014934+0.000236i,0.00017337+0.00038766i,-0.00011507+0.00030869i,0.00029216+0.00090414i,0.0010543+0.0016822i,0.00070515+0.001289i,-3.1779e-05+0.0011648i,-0.00048204+0.00091796i,-0.00062741+5.0692e-05i,-0.00023774-0.00032516i,-9.3768e-05-6.8248e-05i
0.00057+0.00095169i,0.0014569+0.0011632i,0.00258+0.0001457i,0.0019446-0.0010767i,-0.00014441-0.0016411i,-0.0014412-0.0010359i,-0.00086703-0.00019498i,-0.00031912+0.00075435i,-0.00035146+0.0011806i,0.00022224+6.1034e-05i,0.00018458-0.0001563i,0.00020106+0.00086172i,0.00015438+0.00056324i,9.9567e-06+7.7626e-05i,-7.9592e-06-0.00024726i,-0.00090005-0.00037428i,-0.00064424-0.00048084i,0.00017484-0.00073643i,-0.00017752-0.00070057i,-8.463e-05-0.0010139i,4.839e-05-0.00066716i,0.00038855+0.00038592i,-0.000243+0.00056261i
-0.00044508+0.00021633i,-0.0014174-0.00026851i,-0.00011854+0.00067938i,0.0015643+0.00089488i,0.0013644+0.00011525i,0.00024204-0.00031568i,-0.00095268-2.3523e-05i,-0.00127+0.00084606i,-0.001644+0.0013045i,-0.0013105+0.001367i,-0.00012745+0.00024576i,0.00021358+0.00029176i,7.5887e-05+0.00047141i,0.00013721-3.5747e-05i,0.00032939-0.00029004i,0.0009265-0.00049836i,0.00084211-0.00060077i,-7.7874e-05-0.00030941i,-0.00016143+0.0002562i,-0.00023638+0.00030598i,-0.00042358+0.00038311i,2.7221e-06+0.00030593i,0.00025155+0.00039058i
0.0019676+0.00061477i,0.0015221+0.00083343i,0.0020554-0.00071365i,0.0015664-0.0013989i,-0.00021373-0.00096042i,-0.0010484+0.00025321i,-0.0014442+0.00090409i,-0.0013304+0.00091817i,-0.00079118+0.00079224i,-0.00081557+0.00035262i,-0.00045507+0.00032668i,-0.00040933+0.00037691i,-0.00031511+0.0001957i,6.076e-05-0.0003176i,0.00042398-0.0010976i,0.00067577-0.0010764i,0.00014995-0.0003986i,-0.00026273-7.9898e-05i,-5.3251e-05-4.9231e-05i,-0.00060949+5.267e-05i,-0.00096532-8.832e-05i,-0.00027354+6.5816e-05i,-0.00031567+2.7741e-05i
-0.0006952+0.00010139i,-5.5721e-05+0.00050199i,0.0013696+0.00066679i,0.00092248-0.00035559i,1.9066e-05-0.00088616i,2.2181e-05-0.00030272i,0.00015217+0.0010774i,-0.00035459+0.0018846i,-0.00083546+0.0013878i,-0.00061509+0.00010653i,-8.4673e-06-0.00053726i,0.00097647-0.00063681i,0.0012884-0.00092465i,0.00019935-0.00087839i,-0.00064087-0.00044059i,-0.00012127-0.00056786i,9.3733e-05-0.00036285i,0.00019968-0.00025183i,0.00014522-0.00021779i,-0.0007748-0.00018651i,-0.000347-0.00044789i,-0.00016156-5.1295e-05i,-0.00079359-0.00029029i
-0.0026503+0.0013388i,-0.0011854+0.00046412i,0.0011944+0.00092445i,0.0017429+0.00045869i,0.0015311-0.00054154i,0.00051733-7.4593e-05i,-0.0010078+0.00073814i,-0.0011591+0.00048761i,-0.00023596-0.00031102i,0.00041385-0.00038293i,0.0011801+0.000552i,0.001343+0.00039536i,0.00094021-0.00069759i,0.00039288-0.0010936i,-0.00019738-0.00069015i,-0.00014353-0.0013465i,0.00072685-0.0019265i,0.00075179-0.0010996i,0.00054802-0.00046992i,0.00019392-0.00018453i,3.5804e-05+2.3371e-05i,-5.4408e-05+0.00018536i,3.6286e-06+0.00024472i
-0.00091649+0.0011764i,0.00030192-4.8315e-05i,0.00036153+0.00054797i,0.00072979+0.00087133i,0.00076678+0.00041965i,0.00017901+0.0005579i,-0.00054579+0.0016193i,-0.00072184+0.0021434i,-0.00033667+0.0016526i,-0.00035571+0.000324i,-0.0002983-0.00022017i,-0.00021819+0.00044041i,-0.00056814-6.1462e-05i,0.00010915-0.00058759i,0.00037841-0.00033902i,-0.00031134-0.00018994i,-0.00013142-0.00033831i,0.00032697-0.00061986i,0.00029966-0.00070728i,0.00035546-0.00035778i,5.5484e-05-0.00028794i,-8.3117e-05-6.0018e-05i,0.0002095+0.0001376i
0.00051993-0.0014221i,0.0019951-0.0018493i,0.001908-0.0013088i,0.0011012-0.00011008i,0.00074591+0.0009388i,0.001156+0.0011746i,0.00044793+0.00097187i,-0.00056333+0.00076477i,-0.00050523+0.0005803i,-0.00034937+0.00060167i,-0.00066897+0.0001908i,-0.00028359-0.00097076i,0.00020847-0.0019312i,3.5719e-05-0.0012802i,-0.00078987-0.00063941i,-0.0010963-0.00032618i,-0.00057211+0.00044666i,-0.00036459+0.00082391i,-8.6098e-05-0.00011228i,-5.3352e-05-0.00051431i,-0.00021591-0.00026725i,-0.00014725-0.00038907i,-0.0001445-0.00078287i
