6.787e-05+0.0016724i,0.0014269+0.00096002i,0.0011689+0.00053872i,0.00087125+0.00037948i,0.00040199+8.0649e-05i,-0.00058844-8.3072e-05i,-0.0011845+0.00048252i,-0.00069683+0.00069774i,4.5398e-05+0.0014389i,0.00066679+0.0012465i,0.00090017-0.00031522i,0.00057385-0.001083i,0.00011904-0.0012918i,-0.00063248-0.00077846i,-0.00096046-0.00050573i,-0.00013142-0.00028587i,8.1752e-05+0.00035725i,-0.00027788+0.0004355i,9.545e-05+0.00071077i,0.00039362+0.00038223i,0.00023985+0.0004042i,0.00010835+0.0010731i,0.00015094+0.00096332i
0.0007741+0.00068296i,0.0020637+0.00092229i,0.0030383+0.00069925i,0.0030023+0.00012193i,0.0016738-0.00082502i,0.00026694-0.0014067i,-0.0011383-0.0011332i,-0.0017975-0.00029706i,-0.0015387+0.00050854i,-0.00032741+0.0003842i,0.00046674-0.00062028i,0.00070565-0.0012149i,0.00084382-0.0017849i,0.00034129-0.0013325i,-9.3307e-05-0.00021901i,-0.0002494-6.7263e-05i,-0.00059226-0.0010071i,-0.00013298-0.0013418i,0.00057454-0.00014955i,0.00048532+0.00051888i,0.00040017+0.00066992i,0.00043447+0.0012651i,7.7323e-05+0.0011003i
0.0018451+0.0013665i,0.0015339+0.0029335i,0.0013532+0.0018216i,0.0011805+0.00081539i,0.00036796+0.00027139i,-0.00030573-0.00022402i,0.00039528+0.00016722i,0.00044842+0.00035243i,-0.00052829+4.9661e-05i,-0.00091822+0.00032888i,-0.00041491+7.3927e-05i,0.00027984-0.00088827i,0.0010576-0.0010712i,0.001656+0.00012938i,0.00073551+0.00078579i,-0.0010302+0.00045559i,-0.00077311-8.9205e-05i,0.00040256+9.1451e-05i,0.0013194+0.00082752i,0.0012837+0.0007791i,8.2337e-05+0.00014427i,-0.00086208-5.2853e-05i,-0.0008121-9.0631e-05i
0.0030148+0.0011124i,0.0016242+0.0017238i,0.0020212+0.00044136i,0.0018584-0.0011842i,0.0011482-0.0021681i,0.0006219-0.0012349i,2.6179e-05-0.00033448i,-0.00066191-0.00039775i,-0.0014802-0.00053755i,-0.00076038-0.0011562i,4.1716e-05-0.0013987i,1.1694e-05-0.00051354i,0.00067503-0.00030299i,0.0011494-0.00082193i,0.00043189-0.00089579i,-0.00018469-2.7655e-05i,-0.00039574+0.00071707i,-0.00083357+0.00091944i,-0.00062368+0.00075233i,0.00026364+0.00034392i,0.00040365+0.00071646i,-0.00017083+0.00086121i,-0.00032531-0.00017425i
-0.00119-0.00066398i,-0.0012821+0.0010915i,-0.0014644+0.0023029i,-0.00087187+0.0026318i,-0.00016536+0.0026489i,0.00014595+0.0019809i,2.5506e-05+0.00089578i,-0.00076553+0.00051382i,-0.0017321-0.00041807i,-0.001371-0.00061072i,6.0251e-05-6.2796e-05i,0.00050278+5.3784e-05i,0.00030707-0.00019168i,0.00017946-0.00045823i,-0.00015222-0.00081292i,-0.00042243-0.0020048i,-0.00071897-0.0015791i,-0.00084479-0.00016165i,-0.0011532+0.00053413i,-0.001032+7.5114e-05i,-0.00069295-0.00037508i,-0.0013397-0.00036051i,-0.00068105+7.9478e-05i
-0.00034849-0.00034664i,0.0011836-0.00088495i,0.0018265-1.6606e-06i,0.0022356-0.00066121i,0.0022604-0.0017453i,0.0012012-0.0013642i,-0.0005104-0.00083104i,-0.001484+0.0001462i,-0.0011895+0.00073047i,-0.00028369+0.00036894i,9.3521e-05-0.0003147i,0.00011399-0.0017139i,0.00047505-0.0015747i,0.00038933-0.00017062i,-0.00013938-0.00018479i,-0.00060286-0.00039092i,-0.00051069-0.00033368i,-0.0002637-0.00091893i,-0.00028421-0.0012441i,-0.00055335-0.00069289i,-0.00066787-0.00035502i,-0.00085215-0.00045505i,-0.00077198-0.00049363i
0.0020643-0.0005897i,0.00093461+0.00048578i,0.00067645+0.0010688i,0.0012736+5.654e-05i,0.00080493-0.00020774i,-0.00070105+0.00053467i,-0.00062505+0.00082836i,-0.00043586+0.00096334i,-0.00036379+0.0008227i,0.00063126-0.00030498i,0.0009106-0.00087284i,4.3031e-05-0.0013238i,-0.00034889-0.0012299i,-2.4451e-05-0.00034071i,-0.0001735+0.00010596i,-0.00025047+0.00020654i,-0.00016984+0.00048858i,-0.00040257+9.4472e-05i,-0.00026539+0.00068065i,-0.00057893+0.0010995i,-0.00039484+0.00063441i,3.5551e-05-4.1343e-05i,0.00028189-1.5537e-05i
0.002246-0.0010836i,0.0018853-0.00024613i,0.00038475-7.0474e-05i,-0.00037763-0.00024372i,-0.00085873-0.00075561i,-0.0013075-0.00048228i,-0.00084091-0.00030927i,-0.0008249-0.00018708i,-0.0011765+0.0002304i,-0.0011121+6.905e-05i,0.00013422-0.00056631i,0.00092554-0.0004097i,0.00015878-0.00017443i,0.00044102-0.00073337i,0.0006358-0.000985i,-0.00030876-0.0011386i,6.8756e-05-0.0011335i,2.5129e-05-0.00032639i,-0.00035641+0.00030638i,-0.00045217+0.00032218i,-0.0008456+0.00041595i,-0.0003975+0.00015863i,0.00047255+0.00046597i
-0.00092274+0.0010334i,0.00020361+0.0024532i,0.0014969+0.0025287i,0.0023784+0.0021827i,0.0027988+0.0017203i,0.0030952+0.00092619i,0.0020691+0.0006326i,0.00034628+5.608e-05i,-0.00036162-0.0004504i,-0.00047875-0.00034181i,-9.4877e-05-0.00055599i,0.0011891-0.0011857i,0.0022306-0.0012354i,0.0012105-0.00068755i,6.1507e-05-0.00047124i,-0.00054224-0.00042493i,-0.0012362-0.00018704i,-0.0012645-0.00027255i,-0.00091443-0.00023396i,-0.00054756-0.00025512i,-0.0002231-0.00021351i,-0.00046465+0.00037758i,-0.00049616+0.00088001i
0.00049477-0.00093596i,-1.3557e-05+0.00055524i,-0.00047111+0.00064967i,-0.0010099+0.00024151i,-0.0010752+0.00025455i,-0.00044629+6.1908e-05i,-0.00062841+0.00022184i,-0.00088328+0.0006627i,-0.00052836+0.00071969i,-0.00060322+0.00026529i,-0.00071551-0.00015462i,-0.00021056-8.0684e-05i,0.00031153+0.00019508i,0.00076648+1.1908e-05i,0.00072252-6.1295e-05i,-2.7979e-05-0.00020211i,-0.00036696-0.0004281i,0.00026433-0.00019964i,0.00060916-2.5553e-05i,0.00056586+0.00019338i,6.5805e-05+0.00022918i,-0.00025353+9.7576e-06i,0.00054118-0.00062199i
-0.00036477-0.00090293i,0.0010443-0.00053136i,0.001677+1.5792e-05i,0.00051974-0.00036683i,0.00023226-0.00041948i,-0.00046581+9.8071e-05i,-0.0016815+0.00045114i,-0.0011553+0.00081928i,-0.00011105+0.00042139i,-0.00023905+0.00019457i,-0.00062627+0.00060861i,-6.6891e-05+0.00018785i,0.0007275-0.00031729i,0.0010247-0.00081104i,0.00027039-0.00074008i,-0.00060251-5.512e-05i,-0.00059998+0.00016554i,-0.00053122-0.00027516i,-0.00052922-0.00035425i,-0.00050969-0.00069878i,-0.00051946-0.00065475i,0.00020936-0.00022333i,0.0009234+9.6672e-05i
0.00022736+0.0011992i,0.00061996+0.0016834i,0.00054721+0.0015844i,0.0012918+0.0015085i,0.00070897+0.00164i,0.00048199+0.00025156i,0.00071756-0.0005759i,0.00016278-0.00025316i,-2.0202e-05-0.00025251i,-2.3805e-06-0.00015695i,-6.913e-05+1.1807e-05i,0.00019262-2.9154e-05i,0.00066302+0.00016117i,7.8026e-05+0.00014634i,-0.00017966-0.00017001i,-7.1481e-05-0.00016772i,-0.00051804-0.00020239i,-0.00045339-0.00043002i,-3.0071e-05-0.00084726i,-0.00016544-0.00035503i,4.461e-05+0.00082187i,0.0004616+0.00097104i,0.000315+0.00075962i
-0.00046098-0.00052935i,0.00062355-0.00085983i,0.0019848-0.00053132i,0.0033436+2.1795e-05i,0.0025268-0.00087322i,0.00083038-0.00055316i,-0.00065305+0.00026183i,-0.0016969-0.00042012i,-0.0015492-0.00058318i,-4.9159e-05+0.00039995i,0.00013722+0.00061269i,1.7695e-05+0.00012245i,0.00041936+1.2483e-05i,0.00048961-0.00045429i,-0.00013122-0.00050947i,-0.00078714-0.00057822i,-0.00014047-0.00065867i,0.000162-0.00042094i,4.3037e-05-0.00052075i,0.00014551-0.00080025i,0.00028215-0.00027302i,-9.3376e-05+0.00087378i,-0.00057036+0.00063605i
0.00021477+0.00068927i,-7.811e-06+0.00098817i,-0.00079738+0.0011676i,0.0001095+0.00076476i,0.0012168+0.0010638i,-0.00033313+0.00084122i,-0.0016546+0.0002731i,-0.0014394+0.00065503i,-0.0011317+5.1649e-06i,-0.00090193-0.00060313i,9.566e-05-0.00052962i,0.00040089-2.012e-05i,-1.4939e-05-5.1727e-05i,0.00011273-0.00029552i,0.00041279-6.9402e-05i,0.00039582+0.00021128i,-0.00022352-0.00018114i,-0.00053809-0.0006717i,-0.00019579-0.00082472i,-0.00019769-0.00016591i,-0.00018547-1.127e-05i,-0.0001228-0.00047658i,-0.00035422-0.00056279i
3.7233e-05-0.0006306i,0.00019286-0.00045307i,0.0010706+4.2813e-05i,0.0011588+0.00064986i,0.00063914+0.00092633i,0.00011493+0.00023123i,-0.00016407-0.00061354i,-0.00078395-0.00051083i,-0.0013722-0.00012603i,-0.00099804+0.00020431i,-0.00050966-0.00027789i,0.00014561-0.001575i,7.6782e-05-0.0017255i,-0.00024008-0.00099918i,-0.00048602-0.00017964i,-0.00092698+0.00022211i,-0.0013286-0.00067145i,-0.00092502-0.001107i,-0.00046197-0.00034109i,0.0002161+0.00048537i,0.0011577+0.00082774i,0.00081902-0.00010868i,-5.658e-05-0.0008596i
-0.0005121-0.00020925i,0.00078251+0.0002899i,0.0020896+0.001798i,0.0021206+0.001789i,0.0014549+0.001052i,0.00053948+0.0011003i,8.1553e-05+0.00075792i,-0.00066469+0.00017692i,-0.001251-5.4824e-05i,-4.6962e-05+1.9799e-05i,0.0012995+1.227e-06i,0.0015357-0.00052881i,0.00068754-0.00073798i,0.00010653-0.00011047i,-1.879e-05+0.00018197i,0.00021849+0.00065378i,0.00015891+0.00047355i,-0.00014481-0.00047551i,-0.00045129-0.00083084i,-0.00039577-0.00038647i,0.00040985+8.8597e-06i,0.00033254+0.00063226i,0.00042323+0.00092357i
-0.0020081+0.0013623i,-0.0009782+0.0019255i,0.00013994+0.0034446i,0.0015542+0.0033778i,0.0016838+0.0016718i,0.00076201-0.00028529i,-0.00047434-0.00099826i,-0.0014514-0.0011075i,-0.0013639-0.00087483i,-0.00028569-0.00034813i,0.00029599-0.00063741i,-0.00012588-0.0010423i,0.00030833-0.0011667i,0.00077973-0.00061684i,0.00078449-0.00046934i,0.00088589-0.0004904i,0.00021185+0.00049995i,-0.00057968+0.000349i,-0.00082189-0.00017613i,-0.00051796-0.00057892i,3.322e-05-0.00019993i,-0.00012089+0.00027738i,-0.00089952+0.00012605i
0.00095478+0.00058139i,0.00097322+0.00083203i,-0.00013017+0.0013137i,-0.00059126+0.0013528i,-3.1262e-06+0.00071501i,0.00020497+0.00018535i,0.00011729-1.3957e-05i,-0.00056274+0.00034362i,-0.0020241+0.00055971i,-0.0014297+0.00021792i,-0.00013392-5.5009e-05i,0.00021935-0.00053317i,0.00022264-0.00060811i,0.00053864-0.00071356i,0.00049731-0.0008446i,-0.00051925-0.00069605i,-0.00062431-0.0012988i,0.00015966-0.0013174i,2.2824e-05-2.3779e-05i,0.00051973+0.00017141i,0.00086942-0.00024195i,0.00054298-0.00011201i,0.00028615+0.00013675i
-0.0013227-6.5273e-05i,-0.0011456+0.00032035i,0.00029373+0.0022164i,0.001973+0.002629i,0.002275+0.0021424i,0.0017044+0.0010248i,0.00071597-3.9752e-06i,-0.00089617-0.00056903i,-0.0016333-0.00051276i,-0.0008418+0.00023528i,0.00011369+0.00058424i,0.00071843-0.00023506i,0.00091808-0.00051398i,5.5661e-05+0.0002971i,-0.00052774+0.00057225i,0.00012388+0.00011734i,-0.00017308+0.00031381i,-0.00056943+8.8744e-05i,-0.00053111-0.001165i,-0.00034771-0.00098974i,0.0003369-0.00026184i,0.00021295-0.00072706i,-0.00012356-0.00052997i
-0.0027345+0.00061049i,-0.0019917+0.0011032i,-0.00090838+0.0018781i,0.00052987+0.0018583i,0.00089675+0.0014251i,0.00056524-2.6553e-05i,0.00016911-0.00093726i,-0.00078551-1.9154e-05i,-0.0012919-0.0002872i,-0.00045314-0.0010186i,4.3444e-05-0.00033126i,-0.00026356-0.00059415i,3.7873e-05-0.0013825i,0.00059983-0.00087369i,0.00024808-0.00041202i,-0.00025679-0.00021637i,-0.00019969-0.00016299i,-0.00017819+0.0001669i,-0.00063523+7.411e-06i,-0.00071351-0.00016908i,-0.0004434+0.0003752i,-0.00084732+0.00038928i,-0.00039267+0.00041141i
-0.00046551+0.0011225i,-0.00090225-0.00019384i,-2.3128e-05+0.00088463i,0.00099548+0.00071309i,0.0014073-0.0011187i,0.00053833-0.0019076i,-0.00092714-0.00088646i,-0.0020109+0.00061771i,-0.0017239+0.00041006i,-0.00092995-0.00072529i,-8.4717e-05-0.0014833i,0.00054126-0.0017428i,0.00068243-0.00083218i,0.00041378-0.00018998i,-0.00025194-0.00037668i,-0.00066754-0.00070327i,-0.00041971-0.00053813i,-0.00018398-0.00020003i,-0.00037869-8.4373e-05i,-0.00083836+0.00042114i,-0.00046443+0.00077283i,0.00047586+0.00087376i,2.2489e-05+0.0002161i
-0.0012164-0.00020152i,0.00016286-0.00067866i,0.00081747+0.00014412i,0.0013543+0.00080851i,0.0023833+0.00090088i,0.002677+0.0010646i,0.00032961+0.0005667i,-0.0011314-7.2414e-05i,-6.0644e-05+0.00012554i,0.0006287+0.00061297i,0.00020322+0.00022596i,8.5024e-06-0.00054955i,0.00018364-0.00077793i,0.00016549-0.0007056i,3.7787e-05-0.00076554i,-0.00036848-0.00035151i,-0.00014449+0.00011576i,-0.00037612+0.00026751i,-0.0010417+0.00047623i,-0.00093512+0.0010483i,-0.00031325+0.0012341i,0.00032948+0.00053407i,0.00056708-0.00039296i
-0.00028946-0.00017706i,0.00025661-3.6261e-05i,7.0105e-05+0.00060115i,0.00053952+0.0013402i,-4.7116e-05+0.0016466i,-0.00039642+0.001467i,-0.00091681+0.00043839i,-0.0021262-0.00087472i,-0.001394+8.8302e-05i,-0.00011281+0.0008103i,0.00075712+0.00067638i,0.0012175+0.00072752i,0.00023128+0.00049378i,-8.253e-05-0.00044024i,0.00011988-0.00099286i,0.0001162-0.00069931i,-0.00074125-0.00065344i,-0.0014027-0.0012276i,-0.00047199-0.0010784i,0.00026654-0.00070084i,-8.6895e-05-0.00035365i,-0.00036022-2.4977e-05i,-0.00013028-0.0002591i
0.0008158+0.0028457i,0.0014522+0.0018696i,0.0031788+0.00057019i,0.0039576-0.00042226i,0.0030053-0.0012602i,0.0017437-0.0016983i,0.00023192-0.0011567i,-0.0011637-0.00065385i,-0.0019927-0.00070659i,-0.0022443-0.00078939i,-0.0013775-0.00056668i,-0.00010033-0.00010262i,3.0471e-06+0.00024651i,-0.00032257+0.00082677i,0.00023184+0.00091645i,0.00055806+0.00048225i,0.00057408-0.0001667i,2.3386e-05-0.00019522i,-0.00037285-9.1572e-06i,-0.00062165-0.00052692i,-0.00051205-0.00045769i,-9.8842e-05+9.8233e-05i,9.8717e-05-0.00023454i
0.0001628+0.001612i,0.00030993+0.0023285i,0.001045+0.0022411i,0.0013309+0.0022272i,0.0015751+0.0018194i,0.00098669+0.00057215i,-0.000498+0.00073541i,-0.0017025+0.0011353i,-0.00077375+0.00053919i,0.00041579-0.0001577i,0.00076503-0.00062943i,0.00071673+0.00015331i,0.00024573+0.00048756i,-2.8552e-05-0.00012908i,0.00029954-0.0003421i,0.00025408+2.4716e-05i,0.00042837+0.00039656i,0.00075138+0.00060044i,0.00059533+0.00027659i,0.00046327+0.00051121i,0.0004112+0.00095222i,0.00047187+0.0008853i,3.5268e-05+0.0006841i
-0.0013203-0.001694i,-0.00053381-0.00097716i,-0.0002934+0.00025704i,-0.00014058+0.001121i,-0.00047942+0.0010855i,-0.0005707-0.00013885i,-9.4581e-05-0.0010449i,-0.00031456-0.00083266i,-0.00044237-0.00052933i,-7.8778e-05+0.00031988i,0.00046924+0.0008781i,0.00064499+0.00072572i,0.00049892-0.00010507i,0.00055653-0.00087401i,-0.00011638-0.0011924i,-0.00072413-0.00091223i,-0.00049488-0.00011465i,-7.6407e-05-5.8258e-05i,2.0509e-05-0.00012022i,-0.00010446+1.6447e-05i,7.5151e-05-0.00028058i,0.00076837-0.00055691i,0.00021982-2.9428e-05i
-2.9012e-05-0.0001959i,0.0013608-0.00024221i,0.0030581+0.00094411i,0.0037536+6.6282e-05i,0.0030212-0.0021577i,0.0012295-0.0023374i,-0.00064385-0.0009732i,-0.0017659-0.00045392i,-0.0010421-0.00085182i,0.00078359-0.0013088i,0.00088857-0.00069995i,0.00045499-0.00046495i,0.00030857-0.00064495i,0.00064877-0.00023233i,0.0010327-0.00049777i,0.00031946-0.00055055i,-0.0010208+3.7577e-05i,-0.0017124+0.00040811i,-0.00097945+5.0814e-05i,-0.0002725-7.6104e-05i,-0.00016798+0.00038901i,-0.00015129+0.00041465i,-0.00038292-0.00023305i
-0.0013273-5.9776e-05i,-0.00136+0.0004903i,-0.0012838+0.00022639i,-0.00011065-7.9458e-05i,0.0003324+0.00041149i,-0.00036424+0.00061584i,-0.00089947+0.00016524i,-0.0016043+0.00051885i,-0.0016774+0.0004735i,-0.0007798+0.0003453i,-0.00042265+0.00020557i,-0.00070826-0.00069829i,0.00023078-0.0012378i,0.00014284-0.00044206i,-0.00053497-0.00034047i,-0.00026303-0.00031922i,-6.102e-05-4.6557e-05i,0.00026334-0.00037965i,0.00020515-9.4927e-05i,-0.00057983+0.00034823i,-0.00091623+0.00047502i,-0.00052519+0.00070019i,-6.7177e-05+0.00064008i
0.0010108+0.00040856i,0.0016307+0.0011331i,0.0020116+0.0024312i,0.0020826+0.0016288i,0.00098862+4.1913e-05i,-0.00038149-0.00086301i,-0.0017188-0.00088913i,-0.002444-0.00042204i,-0.0018961-0.00029216i,-0.00024349-0.00027253i,0.0007687-0.00037994i,0.0002679-0.00060594i,0.00033627-0.00082258i,-2.2798e-05-0.00035834i,8.1962e-05+1.6189e-05i,5.5399e-05+0.00055005i,-0.00014922+0.00059216i,-0.00050984+8.6735e-05i,-0.0008135-0.00016378i,-0.00072179-0.00037373i,-0.00020845+7.0906e-05i,-0.00055563+0.00043243i,-0.0011491+0.00028816i
0.00019869+0.00016622i,0.0015467+0.0011751i,0.0017795+0.00093097i,0.00075441+0.00065146i,6.7926e-05+0.00094698i,-7.2278e-05+8.9143e-05i,-0.00049587-0.00098102i,-0.00094308-0.0011936i,-0.0010085-0.0007658i,-0.00078815-0.00048582i,-0.00020832-0.00013303i,0.00052478-0.00053864i,0.00086787-0.001203i,0.00044774-0.0010897i,-0.00041847-0.00088386i,-0.00052982-0.00080106i,6.668e-06-0.00056744i,0.00046056-0.00012424i,0.00011999-0.00039017i,0.00013015-0.00052526i,0.00075466-0.00052058i,0.00061632-0.00056366i,-8.9807e-05-0.00059119i
-0.0017373+0.0014255i,-0.0014352-2.6095e-05i,2.5995e-05-0.00034072i,0.0018315+0.00015348i,0.0020971+0.00023449i,0.0013465-0.00034047i,-3.0223e-06-0.00078763i,-0.001088-0.00044006i,-0.0017486+0.00048552i,-0.0013773+0.00057491i,-0.00025436+0.0001087i,0.0007546-0.00024309i,0.00077883-0.00065728i,5.784e-05-5.379e-05i,-0.00040163+0.00059004i,-0.00013237-0.00021362i,0.00041139-0.00079049i,0.00022905-0.00081433i,-0.00028079-0.00046471i,0.00034747-0.00018601i,0.00077516-0.0001423i,0.00043201-0.00020838i,0.00016331-0.00033596i
0.00016848-7.9418e-05i,0.00023384+0.00033802i,0.0014877+0.00047615i,0.001924-0.00053903i,0.001335-0.0013136i,0.0010577-0.0010283i,0.00026208-0.00083948i,-0.0013026+0.00051765i,-0.0018885+0.0011561i,-0.0011676-0.00032655i,-8.284e-05-0.0011111i,0.00030234-0.00035141i,-0.00021264-0.00019733i,-0.0007004-0.000768i,-0.00013873-0.0012403i,0.00028341-0.00099923i,-4.6814e-05-0.0003503i,-0.0005775-0.00084059i,-0.0006502-0.0010444i,-0.00013533+6.8994e-05i,0.00032763+0.0012205i,0.00036064+0.00090388i,0.00036059+5.9465e-05i
-0.00088784-0.0012357i,-0.00036351-0.00087873i,0.00013225-0.00031487i,0.00063033+0.00063933i,0.00031549+0.0011626i,-0.0001195+0.00056011i,-0.00030913-2.7022e-05i,-0.00015812+0.0004173i,-0.00090973+0.00042682i,-0.0010505-2.1161e-05i,-0.00039281-0.00030529i,0.00026416-0.00042646i,0.00061391-0.0011883i,0.00013147-0.0015532i,-0.00014481-0.00033379i,0.00020353+0.00034304i,-4.0409e-06-5.356e-06i,-0.00036461-0.00069709i,-0.00088265-0.00099092i,-0.0011036-0.0005957i,-0.00021647-0.00010974i,0.00066401+0.00049156i,0.0010084+0.00028171i
-0.00080458+0.00019228i,-0.00014187+0.0011587i,0.0012719+0.0026812i,0.0017849+0.0020959i,0.0021198+0.00093911i,0.0020149+6.4185e-05i,0.00074051-8.8949e-05i,-0.00044037+0.0004735i,-0.00067988+0.00074665i,0.00022419+0.0005861i,0.00030457+6.5268e-05i,0.00028809-0.00040817i,0.00041935-0.00073125i,-0.00036018-0.00094117i,-0.00076996-0.00067919i,-0.0009114-0.00076308i,-0.00034287-0.0004381i,3.2999e-05+6.9158e-05i,-0.00072189+0.00015258i,-7.6032e-05+0.00080922i,0.00041302+0.00096864i,0.00013639+0.00040584i,0.00016812-0.00011383i
0.00032299+0.00046241i,0.00041275+0.00082808i,-2.9726e-05+0.0012928i,0.00063062+0.00076681i,0.00087459+0.0012018i,-8.014e-05+0.00029982i,-0.00074253-0.00088323i,-0.0015643+0.00038442i,-0.0016362+0.00028619i,-0.00058627-0.00058032i,-0.00020187-0.00059401i,-0.00023932-0.00082122i,3.5038e-05-0.0005947i,0.00014274-0.00032207i,-4.3343e-05-0.0008701i,-0.00047684-0.00067042i,-0.00068272+4.1458e-05i,-0.00071936-7.5531e-05i,-0.00089845-0.00081988i,-0.00047263-0.0011495i,-0.00020549-0.0004258i,-4.1932e-05-0.00038788i,0.00012182-0.0009062i
-0.00084452-0.0018838i,-0.00024039-0.0016574i,-0.00024005-0.00033663i,-0.0012368+0.00076641i,-0.0018596+0.00061461i,-0.0012081+0.0010389i,-0.0010383+0.00074947i,-0.0016507+6.614e-05i,-0.0013213+0.00026093i,-8.1409e-05-0.00014737i,0.00035739-0.00030278i,-5.3047e-06-0.00011681i,0.00035239-0.00055606i,0.0013297-0.00074525i,0.00095603-0.00068015i,-0.00032165-0.00057152i,-0.0007288-0.00022651i,-0.00073591-0.00040027i,-0.00016996-0.00053827i,0.00021854-0.00060365i,-0.00024988-0.00080827i,0.00014031-0.0004699i,0.00025633-0.00063254i
-0.0012602-0.00017842i,-0.00043575+0.00043526i,0.0004249+0.0016575i,0.001772+0.0016236i,0.0025656+0.00097159i,0.0014948+0.00077897i,0.00050417+0.00057722i,-0.0003809+0.0002892i,-0.00124+0.00033313i,-0.0011493-0.00011739i,0.00047628-0.00089852i,0.0016273-0.0011202i,0.00061305-0.00075625i,-0.00016981-0.00091712i,-0.00065938-0.00093807i,-0.00032683-0.00067877i,0.00026483-0.00052494i,-0.00015684-8.514e-05i,-5.8434e-05+0.00014245i,0.00063078-4.8315e-05i,0.00011714+0.00025472i,-8.306e-05+0.00039197i,0.00047926-0.0003024i
-0.00018472-0.0015906i,-0.0003567-0.00017057i,0.0011151-0.00017679i,0.0018108+0.00036362i,0.00099017+0.0016586i,0.00060658+0.001503i,0.00038955+0.00074899i,-0.00055684+0.00051751i,-0.0014611+0.00040146i,-0.0014979+0.0004231i,0.00025583-8.1822e-05i,0.0011479-0.00085712i,9.3207e-05-0.00084605i,-0.00057708-0.00011095i,-0.00037717-8.8064e-05i,-0.00053847+0.00021182i,-0.00083949+0.00056958i,-0.0010292-3.9163e-06i,-0.0011458+3.2166e-05i,-0.0010403+0.00039638i,-0.00050828+0.00034296i,0.00026773-9.6596e-05i,0.00050687-0.00016156i
0.0025357-0.0002566i,0.0021194+0.00010799i,0.00099218+0.00012937i,0.00033149-0.00019507i,-0.00064873+0.00056524i,-0.00091116+0.00094119i,-0.00054737+0.00073435i,-0.0009938+0.00088753i,-0.001187-9.0466e-05i,-0.00087769-0.00080725i,-3.5057e-05-0.00027591i,0.0011713-0.00049958i,0.001135-0.00085485i,0.00055711-0.00068542i,0.00050758-0.00073228i,4.9403e-05-0.00077261i,-0.00076888-0.00052947i,-0.00093374+0.00030032i,-0.00054668+0.00037099i,-0.000338+0.00022845i,-0.00028136+0.00051076i,-0.00066828+0.0004912i,-5.4648e-07+0.00077535i
-0.00068445+0.0016933i,0.00092273+0.0010344i,0.0017771+0.0021771i,0.0024881+0.0019486i,0.0030426+0.00071652i,0.0022919-0.00047346i,0.00079111-0.0017923i,-0.00041888-0.0015183i,-0.0016869-0.00025549i,-0.0014751+0.00056133i,-9.4132e-06-0.00013758i,0.00054103-0.00068583i,0.00053613-0.00047088i,0.00032934-0.00061977i,-1.2022e-05-0.00044465i,-0.0002264-0.0004319i,-0.00016749-0.0007838i,-0.00021415-0.00072992i,-0.00050527-0.00061129i,-0.00046059-0.00074175i,0.00033423-0.00090437i,0.00045165-0.00055383i,4.6649e-05-0.00040991i
0.0023364+0.00010347i,0.000656+0.00032171i,-5.8913e-05-2.49e-05i,0.00012832-0.00021051i,-0.00053104-0.00030566i,-0.0010689-0.00041768i,-0.0013589-0.00056915i,-0.0022687-0.00081427i,-0.0022453-0.00012247i,-0.0013547+0.00042153i,-0.00030465-0.00047223i,0.00057807-0.00024099i,0.0010453-0.00019531i,0.00052263-0.00024861i,5.3823e-05+4.353e-05i,-0.00033815+0.00040142i,-0.001003+0.00095466i,-0.00074514+0.00088149i,-0.00069263+0.00072894i,7.1339e-05+0.00035609i,0.00074691-7.9164e-05i,0.00037158-0.00034123i,-0.00027436-0.00069328i
0.0010608+0.00027689i,0.0020191+0.0011188i,0.0033108+0.0014707i,0.0035197+0.00010356i,0.0031691-0.0013202i,0.001133-0.0017229i,-0.00079181-0.00077457i,-0.0010842+0.00010259i,-0.00067885+3.168e-05i,0.00012325-0.000781i,0.00048782-0.0012123i,0.00067615-0.00094099i,0.00052758-0.00042917i,-0.00023803+0.00057623i,-0.00050104+0.00094867i,0.00029115-0.00045361i,0.00060773-0.00086769i,-4.096e-05-0.00051847i,-0.00070335-0.00034632i,-0.0012055+0.00024343i,-0.0010535+0.00026688i,0.00022402-0.00056483i,0.00040768-0.00094174i
-0.00050237-0.00066996i,0.00059402+0.0012484i,0.00072101+0.002937i,0.0007534+0.0033042i,0.000494+0.0025492i,0.00013524+0.0015718i,-0.00011631+0.00084094i,7.274e-06+0.00061011i,-0.00012328+0.0005268i,-2.3619e-05+0.00038253i,0.00037532+0.00054564i,0.00040338+0.00039203i,0.00028923+0.0001351i,-4.0016e-05-7.3781e-05i,-0.00072523-0.00051694i,-0.0014421-0.00014734i,-0.0012341+0.00017748i,-0.00063497-4.2016e-05i,-0.0007164+0.00075482i,-0.0010649+0.0012979i,-0.0010829+0.00081528i,-0.00016927+0.00018724i,-0.00048904+6.4383e-05i
