-0.00079674-0.00031342i,-0.00080398-0.00014274i,-0.00096929-0.00031761i,-0.00070215-0.00088895i,-0.00051847-0.00059159i,-0.0012839+0.0011893i,-0.0020286+0.0025503i,-0.0015344+0.0027594i,-0.00035883+0.003286i,0.00034158+0.0024654i,0.0002657+0.00013207i,-0.00026526-0.001088i,-0.00018682-0.0013006i,-9.8774e-05-0.00096196i,-0.00075134-0.00017178i,-0.00073162+3.9413e-05i,-0.00013223-0.00079842i,0.00075212-0.00078068i,0.0011109-0.00035209i,0.00084681-6.9306e-05i,0.0001038+0.0005155i,-0.00072978+0.0003885i,-0.00089657+0.00033374i
-0.0019531+0.00091753i,-0.0032886+0.00056816i,-0.00096429+0.00034512i,0.0012868-0.00017168i,0.00076958-0.00014711i,-0.00032829+0.00022361i,-0.00026284+0.00089307i,-0.00012321+0.0022773i,0.00072169+0.0026322i,0.0012759+0.0013763i,0.00080676+0.00027311i,0.00042625-0.00023319i,-0.0001617-0.00035712i,-0.0004418+0.0001487i,-0.00038327+0.00081767i,0.00012897+0.00018066i,0.00048358+0.00015685i,8.4324e-05+0.0007812i,-0.00052987+0.00094539i,-0.00072685+0.00076441i,-0.0008661-0.000104i,-0.0003574-0.00044976i,0.00064525-0.00023759i
5.8036e-05-0.0031669i,0.00072832-0.0051264i,0.0011045-0.003856i,-0.000161-0.0016703i,-0.0016018-0.00087895i,-0.002344-7.1652e-06i,-0.0023764+0.00029144i,-0.0014339+0.0012344i,-0.00071095+0.0027358i,-0.0002288+0.0021056i,-0.00015688+0.00069129i,-0.00036686+0.00051804i,-0.00032871+0.0005743i,0.00027422-2.6664e-05i,0.00061125+0.00016647i,-0.00013048+0.00051101i,-0.00065092-0.00051911i,2.652e-05-0.00016924i,0.00093923+0.00062148i,0.00078478+0.00017247i,-0.00049383-0.00015391i,-0.00048753-1.6913e-05i,0.00040793+0.00052974i
0.0039565+0.00079127i,0.0039219+0.0011196i,0.0026111+0.00078836i,0.0014541-0.00018535i,0.00066983-0.00012522i,-0.00019907+0.0006i,-0.00072719+0.00058836i,-0.0004951+0.0010099i,-0.00016782+0.0018908i,-0.00041765+0.0017697i,-0.00098297+0.00079105i,-0.0013743+0.00065614i,-0.0008931+0.00065334i,0.00039154+0.00037101i,0.00074963+0.00025353i,0.00024002-0.00036307i,0.00051549-0.00050624i,6.5181e-05-0.00021874i,0.00020194-0.0001956i,0.0010145+0.00042801i,0.00098216+0.00021099i,0.00055704-0.00065496i,-0.00037547-0.00069816i
-0.00063537+0.0024328i,-0.0017553+0.0012808i,-0.00088256+0.001021i,0.00060852+0.00050229i,0.00073819-0.000738i,-2.5351e-05-0.0009419i,-0.00067335-9.245e-05i,3.4673e-05+0.00074415i,0.00098115+0.0015199i,0.00050513+0.0012718i,-0.00047977+0.00058163i,-0.00043401+0.00020756i,-0.00030505+0.00020345i,-0.00033638+5.0921e-05i,0.00022345-2.3638e-05i,0.00052975+0.00048047i,0.00077322+0.00093381i,0.00094235+0.00055443i,0.00089623+6.2713e-05i,0.00052901+5.4519e-05i,0.00047091+0.00063335i,0.00067149+0.0011467i,0.00058602+0.0010875i
0.00071057-0.00068372i,0.0009432-0.0002532i,0.00030447+0.00045921i,-0.0005401+0.00014269i,-0.0011416-0.00062982i,-0.0010101+0.00021872i,-0.00061912+0.0011186i,0.00015371+0.00091983i,0.00097058+0.0012605i,0.001246+0.001254i,0.000695-0.0002131i,-0.00049314-0.00068438i,-0.00036412+0.00023787i,0.00068181+0.00058282i,0.0009828+0.00042996i,0.00050372+0.0003805i,-0.00016727+0.00028224i,-0.00072287+0.00062504i,-0.00061489+0.00073337i,1.1412e-05+0.00046982i,8.7072e-05+6.3369e-05i,-0.00017715+8.4915e-05i,1.8207e-05+0.00029335i
-0.00047144+0.00043403i,-0.00076436+0.00094618i,0.00026572+0.00060887i,0.0012639+0.00044232i,0.0013894+5.0611e-05i,0.0014056+0.00014744i,0.00085491+0.0010915i,-3.842e-05+0.0022048i,0.00018479+0.0026378i,0.00097883+0.0014847i,0.0011092+0.00031119i,0.00035294+0.0002111i,-0.00023648+0.0010604i,0.00018382+0.00085337i,0.00022657+5.0718e-05i,-0.00073843+0.00011239i,-0.00079985-0.00034612i,0.00050329-0.00069367i,0.00044854-0.00034637i,0.00048994+0.00012859i,-3.371e-05-0.00011324i,-0.00070223-0.00070476i,-0.00037772-0.00060237i
0.00050354-0.0017283i,0.0015635-0.0010364i,0.0013272-0.00075373i,0.00081796-0.00040265i,-0.00033209-0.001067i,-0.00065041-0.0018742i,0.00033651-0.0012534i,0.00045885-8.8226e-05i,0.00041816+0.00050027i,0.00065749+0.00071697i,0.00026381+0.00067062i,-0.00025913+0.00012166i,0.00032536-0.00084056i,0.00054945-0.0011336i,0.00052699-0.00049453i,0.00018294+0.00014331i,0.00016527+0.00087846i,0.00095868+0.00041226i,0.0014198+0.00011603i,0.0005282+0.00034396i,-0.00035078-7.6675e-05i,-0.00039128-3.9887e-05i,0.00023935-0.00057837i
0.0014571+0.0015334i,0.0014719+0.0012237i,0.0018648+0.00060025i,0.0015797-0.00056013i,0.001134-0.00040608i,0.00037387+0.00023808i,-1.4754e-05+0.00047876i,-1.6559e-05+0.00062574i,0.00029151+0.0011506i,0.00072508+0.0010724i,0.00012398+0.00057744i,-0.00020245+0.00026356i,-0.00059012+0.00024481i,-0.00088819+0.00011437i,-0.00033919-0.00023261i,0.00030701+0.00030377i,0.00057214+0.00095653i,1.7205e-05+0.0011046i,0.0005008+0.00064842i,0.00080825+7.0991e-05i,-3.8603e-05-0.00031533i,0.00069922-0.00010391i,0.00084418-3.6829e-05i
-0.00015784+0.0011587i,-0.00093368+0.001646i,-0.00044823+0.00012364i,0.00069445-0.001384i,0.00031416-0.0019626i,-0.00032852-0.0014802i,7.0152e-05-0.00039474i,0.00043909+0.0010765i,0.00012235+0.0018756i,-0.00044179+0.00067887i,-0.00025696-0.00038863i,0.00048193+2.092e-05i,0.00041001+0.00056918i,0.00043421+8.0357e-05i,0.00041523-0.0001851i,0.00042122+0.00090322i,0.0012311+0.00090642i,0.0010723+0.00022609i,7.9438e-05+0.00033455i,-0.00048194+0.00034062i,-0.00040732+0.00032264i,0.00029607+0.00067798i,0.00067246+0.00074379i
-0.0017916-0.00067115i,-0.0011074-0.0010018i,-0.00043075-0.00071714i,-0.00035622-0.00057383i,-8.2937e-05-0.00043058i,0.00058555+1.7473e-05i,0.0008128+0.000471i,-6.4762e-05+0.0006625i,-0.00095346+0.00055319i,-0.00057136+0.00030989i,7.9556e-05-4.4291e-05i,0.00013873-0.00018557i,3.1112e-05+0.00015381i,0.00027361+1.9212e-05i,-0.00021041+4.7626e-05i,-0.00045554+0.00013312i,-0.00024404+0.0001691i,-0.00095443+0.00039743i,-0.0015409+0.00028513i,-0.0006404-0.00018444i,-0.00031308-0.00074277i,-0.00057131-0.00093311i,6.2673e-05-0.00098021i
-0.00081678-0.0018557i,0.00010293-0.0016752i,0.00042639-0.00085122i,-1.6455e-05+0.00023596i,7.0372e-05+0.001378i,0.00040078+0.0013764i,-0.00012894+0.00084417i,-0.00080876+0.0011777i,-0.00014313+0.0021351i,0.00057343+0.0013065i,0.00055476-0.00011501i,-4.6929e-05-0.00063478i,-0.00025571-0.00075375i,0.00070626+0.00012211i,0.0009854+0.00019544i,0.0010405-0.00087416i,0.0015104-0.00029755i,0.0013649-0.00015714i,0.00047449-0.00053419i,-0.00023561+0.00033373i,-0.00031793+0.00087169i,-0.00040431+0.00052472i,-0.00086282+0.00022313i
0.0012025+0.00075808i,0.0013798-0.00041666i,0.0017336-0.00074213i,0.00096973-0.0015557i,-0.00019721-0.0028509i,-0.00082903-0.0022667i,-0.0010159-2.5079e-05i,-0.0005304+0.0015836i,0.00045084+0.0020843i,0.0011964+0.0015587i,0.00056201+0.00077502i,-0.00024486-8.4876e-05i,-0.00017402+0.00037664i,-0.00056915+0.001225i,-0.0011655+0.00090612i,-0.00034836+0.00026179i,0.00023609-6.824e-05i,-0.00022182-0.00043126i,0.00027111-0.00051124i,0.00056016-0.00019276i,0.00024152-5.3833e-05i,0.00079593-0.00023309i,0.00075377-0.00016224i
-0.0006656+0.0020422i,0.00029829+0.0018088i,0.001635+0.00068397i,0.0013384-0.00021713i,0.00052744-0.00061062i,0.00023561-0.00021502i,-0.00025008+0.0003735i,-0.00032648+0.0010735i,5.6046e-05+0.0018176i,0.00060662+0.00095814i,0.00075813-0.00046641i,0.00033145-0.00051386i,-0.00024944-0.00024319i,-0.00015158+0.00013115i,7.3577e-05+0.00034328i,0.00043135+0.00057214i,0.00081785+0.00072268i,0.00074761+0.0007213i,0.00061758+0.00058938i,0.0004753+0.0008342i,0.00012275+0.0004332i,-2.715e-05-0.00045016i,-0.00040305-0.00013406i
-0.0025645-0.0012294i,-0.0017706-0.0014305i,-0.0013352-0.00086658i,-0.00091329-0.00055936i,-0.0012636-0.000405i,-0.0013451-0.00019465i,-0.00056831+0.00021424i,-0.00040796+0.00020061i,-0.00053292+0.00017662i,-0.00022511+0.00033329i,-0.00042231-0.00024327i,-0.00090346-0.00032415i,8.4598e-05+0.00031895i,0.00081732+0.00091979i,0.00048577+0.00080059i,0.00014538+0.00020141i,0.00032624-0.00044467i,0.00055958-0.00033211i,0.00056205-1.4934e-05i,0.0011777-0.00011965i,0.0013916+0.00046189i,0.00031275+0.00051215i,-0.00045011+0.00033251i
-0.0016639-0.0011897i,-0.0013772-0.00057333i,-0.0010492+0.00052996i,-0.00089115+0.0011661i,0.00013254+0.0009105i,0.0010908+0.00015445i,0.00061532+0.00016262i,-0.00011377+0.0012854i,-0.00030148+0.0019914i,0.00010904+0.0025158i,-2.4961e-05+0.0014997i,-0.00081616+9.9576e-05i,-0.00075425-0.00029092i,0.00024469+5.924e-05i,0.00018692+0.00049825i,-0.00069127+4.0106e-05i,0.00016218-0.00055171i,0.00063262-0.00065531i,0.00014881-0.00053924i,0.00024836-0.00022769i,-0.00017457-0.00019487i,-0.0010275-0.0007717i,-0.00077209-0.00094969i
0.00054614-0.0014351i,0.00085067-0.0014602i,-0.000598-0.0009427i,-0.0012137-0.00038344i,-0.00069388-0.00048979i,0.00057724-0.00053783i,0.00064163-0.00023449i,-0.00043278+0.00075185i,-0.00067328+0.0015073i,5.2843e-05+0.00065468i,5.9014e-05-0.00073319i,-0.00054296-0.00085095i,-0.00060643+0.00034425i,-0.00018558+0.001342i,0.0004411+0.0011895i,0.00075582+0.00051597i,0.00022031-0.00017301i,-0.00030899-9.142e-06i,-0.00078096+0.00020428i,-0.00051696-8.1311e-05i,0.00070551-0.00028257i,0.00086372-0.00043012i,-7.3058e-05-0.00017065i
0.0015114+0.0010237i,0.0019995+0.0017009i,0.0021703+0.0009914i,0.0021138-5.171e-05i,0.0012723-0.0009715i,-0.00060532-0.00076437i,-0.0011655+0.00070048i,-0.00055217+0.0018402i,-0.0004727+0.0022045i,-0.00046886+0.0013283i,-0.00010862+6.1807e-05i,-0.00044152-0.00063971i,-0.00050696-0.00028139i,-1.1679e-05+0.00048354i,-0.00037845+0.00055287i,-0.00045314+0.00065615i,-0.00038957+0.00036502i,-0.00061515+0.00013473i,-0.00063804+0.0004776i,-0.00053937+0.00054106i,-0.00057797+0.00070995i,-0.00054815-0.00011923i,0.000203-0.00059811i
-0.0016018+0.0020978i,-0.00076571+0.0015075i,0.00015895+0.00039779i,0.00026189-0.00071823i,-0.00085031-0.0012832i,-0.001567-0.0012626i,-0.0010972-0.00077807i,-0.00069082+0.00098486i,0.00017175+0.0023519i,7.5943e-05+0.0012144i,-0.00019835-0.00066249i,-0.00047623-0.00024268i,-0.0012301+0.00053076i,-0.0014154+0.00019633i,-0.00050786+0.00043123i,-3.5838e-05+0.00066662i,-4.9955e-05+0.00050441i,0.0004075+0.00064543i,0.00037347-3.0876e-05i,0.00016125-0.00092608i,6.064e-05-0.00037821i,4.3486e-05+6.0945e-05i,2.2881e-05-0.00059239i
-0.0017819-3.7425e-05i,-0.00079754-0.0012809i,0.00032933-0.00090655i,0.0012074-0.00055168i,0.00094285-0.00038858i,0.00030733+9.8465e-05i,-0.0006578+0.00094479i,-0.00069872+0.0021369i,-0.00069318+0.0021185i,-0.0008339+0.00059079i,-0.00032135-0.00014122i,-7.9933e-05+0.00043967i,-0.00079898+0.00085094i,-0.00084309+0.00041497i,0.00025461-0.00041964i,0.00074271-0.00053813i,0.00020167+0.00063097i,-0.0001253+0.0011598i,0.00043118+0.00060665i,6.8297e-05+0.00045144i,-0.00055861+0.00052683i,8.4779e-05+0.000659i,0.0006818+0.00025227i
-0.0006134-0.0014906i,-0.0014026-0.0014865i,-0.0014531-0.00041932i,-0.0009006-0.00031035i,-0.00034566-0.00038935i,-0.00088256-3.0524e-05i,-0.0011959+0.00076918i,-0.00040503+0.0012305i,1.5869e-05+0.0017512i,-6.5805e-05+0.0012444i,-0.00038629+0.00058422i,6.7437e-05+0.00017548i,0.00028868-0.00032377i,3.0579e-05+7.551e-05i,-0.00036667+0.00060919i,0.00025821+0.00039614i,0.0012955-0.00059844i,0.00084163-0.0010699i,-4.235e-06-0.0013058i,-0.00042127-0.0014325i,-0.00040155+3.3202e-05i,0.00015543+0.00079685i,0.00074578-9.3873e-05i
0.0002583-0.0016932i,0.00090593-0.0015086i,0.00085095-0.0015271i,0.00081371-0.0016775i,-5.6475e-05-0.0014448i,-0.0011453-0.00088145i,-0.00097104-2.4737e-06i,-0.00072678+0.0014781i,-0.00046615+0.0027921i,-0.00018109+0.0012714i,-7.277e-05-0.00051622i,-7.5425e-05-0.00017581i,0.00014451+0.00038484i,0.00098826+6.8835e-07i,0.0011948-0.0006528i,0.00056007-0.00043676i,0.00070336-0.00012882i,0.00082312+0.00043064i,0.00051747+0.00052322i,0.00027133+0.00045507i,0.00022054+0.00069279i,0.00046197+0.00051021i,0.00043244+0.00061577i
-0.00062614+0.001144i,0.00066167+0.0013903i,0.0019094+0.0011666i,0.0015185-0.00036024i,0.00082679-0.0014435i,4.4013e-05-0.001003i,-0.00052829+0.00015188i,-0.00034938+0.0016781i,-0.00024651+0.0021615i,-0.00036115+0.00068617i,-0.00017364-0.00077626i,0.00016525-0.0010547i,8.2163e-05-0.00073757i,0.00017304-0.00020968i,0.00038949+0.00035063i,0.00029927+0.00092495i,9.9909e-05+0.00084215i,0.00035423+0.00048331i,0.000323+3.0001e-05i,-0.00012635-0.00036552i,-0.00034285-0.00038748i,7.0768e-05-0.00055402i,0.00045662-0.00089478i
-0.0010571+0.00058731i,-0.00092613+0.00051509i,2.2853e-06-0.00018347i,0.00030041-0.00039882i,-0.00019621-0.00037208i,-0.00050657-0.0002619i,7.0394e-06+0.00061428i,0.00027169+0.002289i,-0.00036464+0.0024926i,-0.001176+0.0014107i,-0.0009494+0.00062141i,-0.0005728-0.00015019i,-0.00010689-0.00047719i,0.00079137+2.2404e-06i,0.00098866+0.0005589i,0.00072725+0.00042613i,0.00091769+7.0682e-05i,0.00089027+0.00018646i,0.00036371-0.00038897i,-9.0667e-05-0.0010776i,0.00015676-0.00063793i,-0.00030557-0.00028985i,-0.00052925-0.00022206i
-0.00026988+0.00098586i,5.8545e-05-0.00044698i,0.00063395-0.0007322i,0.00068861-0.0010256i,-9.4642e-05-0.0016998i,-0.00087092-0.0010129i,-0.00091356+0.00030499i,-0.00092165+0.0014672i,-0.000263+0.0022696i,-0.00017224+0.0025268i,-0.00047588+0.0014391i,-0.0003352+0.00079192i,-2.8322e-05+0.00055228i,-0.00017368+9.7624e-05i,-0.00032949+0.00018756i,-2.2377e-05+7.9077e-05i,-3.4431e-05+0.00023453i,0.00034487-0.00011033i,0.0012915-0.00039799i,0.0010535-0.00040338i,8.0232e-05-0.00022604i,8.0107e-05-0.00027316i,0.00091011-0.00011086i
-0.00093509-0.00098697i,-0.00050314-0.00063218i,0.00010887-0.00030908i,8.9147e-05-0.00048366i,-0.00013629-0.00077232i,0.00013739-0.00040436i,8.5485e-05+0.00051164i,-0.00023631+0.0015195i,-0.00027853+0.002252i,-0.0005822+0.00095552i,-0.0013471-0.00055878i,-0.0014593-0.000517i,-0.0011595-6.1257e-05i,-0.00063667+0.00031053i,-0.00012187+1.1418e-05i,0.00040806-2.4878e-05i,0.0008202+0.00020851i,0.00092967+0.00024901i,0.0011653+7.1289e-05i,0.00050574+0.0007791i,-0.00037317+0.0010513i,-0.00064286+0.00017816i,-0.0003919-0.00014045i
0.0014113+0.00155i,0.0016551+0.0011497i,0.0020339+0.00018524i,0.0015988-0.00064417i,0.0002653-0.001546i,-0.00069261-0.0013718i,-0.00035835-0.00036418i,0.00033877+0.0013067i,0.00019657+0.0018683i,0.00035622+0.00091496i,4.6868e-05+0.00060047i,-0.0008224+0.0005446i,-0.00030913+0.00058849i,0.00013404+0.00074071i,0.00056434+0.0010091i,0.00039876+0.0015548i,-0.00022734+0.0013163i,0.00041395+0.0009438i,0.00010338+0.0010836i,-0.00094867+0.0005899i,-0.00039001+2.544e-05i,-6.1147e-06-7.9588e-05i,-0.00071766+0.00047581i
-0.0011975+0.00079827i,-0.00030716+0.0010314i,0.00099107+0.00099623i,0.0018438+0.00046378i,0.0015157-0.00043455i,0.0013432-0.00054069i,0.0010985+0.00060551i,0.00016624+0.0016073i,-0.00038599+0.0020713i,-0.00063471+0.0020154i,-0.00030889+0.00085319i,-0.00043497+7.598e-05i,-0.00037171-0.00028161i,-0.0001314-0.00049252i,-0.0001665+3.2449e-05i,-2.2514e-05+0.00056712i,-0.00013959+0.0007066i,0.00023787+0.00071273i,0.0001928+0.00041601i,-0.0001152-5.0913e-05i,-2.0632e-05+0.0003232i,-0.00040452+0.00010827i,-0.00074954-0.00038737i
0.00012781+0.0018324i,-0.0015442+0.0015648i,-0.0016199+0.0011263i,-0.0010849-5.176e-06i,-0.0014061-0.0011596i,-0.0015314-0.00064022i,-0.001663+0.0011597i,-0.0015981+0.0025301i,0.00021734+0.002467i,0.00099628+0.0013208i,-0.00017277+0.00011053i,-0.0011384-0.0001974i,-0.0015446+0.00028704i,-0.00064296+0.00077687i,0.00021175+0.00015439i,0.0007912-7.9509e-05i,0.0013984+9.3351e-05i,0.00092975+0.00038615i,0.00042365+8.2077e-05i,-0.00010812-0.00049449i,-0.00072458-0.00019838i,-0.00039193-0.00020741i,0.00011407-0.00016941i
4.3687e-05+0.00029328i,-0.00025035-0.001604i,0.00031328-0.0024229i,0.0018704-0.0016259i,0.0021128-0.0010961i,0.00011001-0.00019185i,-0.00091067+0.00086232i,-0.00025109+0.0015477i,0.0006174+0.0016735i,0.0012178+0.00054193i,0.00067643-0.00029326i,0.0001833-0.00043947i,0.00065006-0.00039728i,0.00070458+0.00036283i,0.00069704+0.00027313i,0.00085898-0.00013249i,0.00077291-0.00017035i,0.00026663+0.00016536i,-7.6246e-05+0.0006048i,-0.00034487+7.0203e-05i,-0.0006512-0.00046434i,0.00030211-0.00027492i,0.00039849-0.00043632i
5.867e-05-0.0010922i,0.00046787-0.0013377i,0.00038659-0.0014779i,0.00024909-0.0012884i,-0.001014-0.001122i,-0.0015949-0.00043408i,-0.0012109+0.0003307i,-0.00056526+0.00078266i,0.00069498+0.0014538i,0.00085786+0.0013312i,-0.00018165+0.00066762i,-0.0003377+0.00030627i,0.00029047-0.00044271i,0.00058282-0.0010747i,3.2655e-05-0.00062363i,4.9681e-05+0.00022275i,0.00076901+0.00068083i,0.0010651+0.0015023i,0.00069883+0.0013229i,0.00040807+0.00054102i,0.00049851+2.5902e-05i,0.00015072+0.00024093i,0.00046778+0.00046591i
-0.00057835+0.00044525i,0.00054715+0.0008077i,0.00096544+0.00090344i,0.00073217+0.00085358i,0.00014887-2.1011e-05i,-0.00013314-8.1329e-05i,-0.00037863+0.00056497i,-0.00053097+0.0012294i,2.703e-05+0.0019053i,-0.00017919+0.0013718i,-0.00032834-0.00047768i,-0.00034891-0.00087182i,-0.00050186-0.0002963i,0.00061378-0.0002631i,0.001659+0.00018138i,0.001687+0.00052065i,0.0014468+0.00011893i,0.00090857+0.00015866i,-0.00025599+0.00055575i,-1.919e-05+8.3174e-05i,0.00054993-0.00044298i,0.00011874+0.00025232i,0.00079602+0.00061191i
0.00067376+0.0010487i,0.00070607+0.00052901i,0.0007623-0.00049827i,0.00077742-0.00084489i,-0.00054645-0.00058351i,-0.0016971-0.00029293i,-0.0016964+0.00065313i,-0.0011081+0.001301i,-8.9779e-05+0.0014295i,0.00029656+0.0015311i,-7.1104e-05+0.0010888i,-0.00086819+0.001202i,-0.0008101+0.00074526i,0.00023332-0.00026496i,0.00037509-0.00066089i,-0.00041402-0.00013844i,-0.0011931+0.00053143i,-0.0012124+0.0007056i,-0.0001824+0.0010343i,-5.1174e-05+0.0012435i,-0.0011494+0.00095984i,-0.0011136+0.00065131i,-0.00031583+0.00047411i
-0.00028528-0.00036897i,-0.00040039+0.00047088i,0.00074119+0.00081657i,0.0011976+8.5787e-05i,0.00062135-0.00064126i,-0.00034761-0.00043317i,-0.00054614+0.00024787i,-0.00051864+0.00067622i,-0.00059138+0.00099879i,-0.00069662+0.0011901i,-0.0009954+0.00028449i,-0.00091803-0.00021619i,-0.00064864-0.00025276i,-0.00019125-0.0006169i,0.00022456-0.00037074i,8.664e-05-0.00034404i,-3.3692e-05-8.6971e-05i,-0.00034278+0.000136i,0.00031276-0.00042921i,0.0012678-0.0004967i,0.00034161-0.00039271i,-0.00025273-0.00054986i,0.00027478-0.00057054i
0.0011054-0.00063376i,0.00063148-6.6491e-05i,-0.00068757-0.00023814i,-0.00099574-0.00093539i,-0.00054365-0.0012756i,-0.00062827-0.00067128i,-0.0010828+0.00051452i,-0.00087214+0.0016831i,-0.00043151+0.0011842i,-0.00053543+0.00053411i,-0.00074021+0.00013652i,-0.0003746-0.00010976i,-3.5421e-05-0.00045794i,-0.00018753+2.1269e-05i,-0.00047458+0.0010116i,-4.6986e-05+6.421e-05i,0.00060021-0.00070231i,0.00088128-0.00041323i,0.00085093-0.00073069i,0.00024804-0.0010554i,-0.00030947-0.00078876i,-0.00027738-0.00086611i,-0.00031788-0.00084398i
0.00069348+0.00031267i,0.0018652+0.00076469i,0.0021941+0.00035225i,0.0011285-0.00027826i,-0.0002901-0.00088885i,-0.00082161-0.00083581i,-0.0002208+0.00049805i,0.0005211+0.0017604i,0.00052942+0.001803i,-0.00057138+0.0010557i,-0.0013175-0.00019401i,-0.00078786-0.00027983i,5.5181e-06+0.00086984i,0.00026307+0.00092489i,-0.00019865+0.00033414i,-0.00010243+0.00029598i,0.00015697+0.00045831i,-5.639e-05+9.0105e-05i,-5.9169e-05-1.9248e-05i,5.8122e-05+0.00016753i,0.00021655-0.0003219i,0.00037884-0.0005239i,-0.00048812-4.373e-05i
-0.0011782+0.002075i,-0.0013619+0.00087702i,0.00019997+0.00034216i,0.0015242-0.00052757i,0.0010495-0.0016447i,0.00025428-0.00087909i,-0.00028734+0.0012039i,-0.00080723+0.002134i,-0.00017544+0.0020112i,0.00075977+0.0010386i,0.00026768+7.2324e-05i,-0.00043377-0.00033808i,4.8993e-05-0.00010372i,0.00063716+0.00019037i,0.00024171-0.00040835i,-0.00040066-0.00033224i,-3.8347e-05+0.0012971i,0.00060446+0.0015626i,0.0006198+0.0011381i,-0.00015123+0.00086921i,-0.0012015+0.00032383i,-0.0011337+0.00012915i,-0.00062872-0.00032788i
-0.0013044-0.00051389i,-0.00088384-0.0006462i,-0.00030186-0.00029756i,0.00026712-0.0005008i,0.00056226-0.001203i,-0.00011291-0.0014177i,-0.0012974-0.00059768i,-0.001724+0.00082993i,-0.00028489+0.0013582i,0.00069167+0.00060087i,7.5248e-09+2.1957e-05i,-0.00068452+2.7462e-05i,-0.0013263-0.00020125i,-0.00091149-0.00074651i,0.00082715-0.00083323i,0.0012696-0.00011733i,0.00058083-0.00014523i,0.00055484-0.00041391i,0.00069368+0.00022403i,-0.00027217+6.2586e-05i,-0.00058024-0.00059514i,-0.00059156-0.00067741i,-0.00062097-0.00032843i
0.00016494-0.0014245i,0.00025376+0.00033999i,0.00060065+0.001214i,0.0010966+0.00098127i,0.00053187+1.615e-05i,0.00022111-0.0009127i,0.00019285-0.00049757i,0.00075478+0.0010796i,0.00080845+0.0027092i,-0.00034329+0.0019055i,-0.00094686+0.00031988i,-0.00072371-0.00046305i,-0.00020098-0.00081566i,0.00044652-0.00057628i,0.00049511+0.00010293i,0.00018159+0.0003936i,0.00045835+0.00034034i,0.00067685+1.4481e-05i,0.00069168-0.00051042i,0.0010323-0.00038756i,0.00080998+0.00011836i,0.00025671-0.00032633i,-0.00034595-0.0007437i
-2.5929e-05-0.0012111i,0.00049589-0.0017186i,0.00060122-0.00070215i,9.9248e-05+0.00095429i,-0.00045135+0.00085003i,-0.0008444-9.0032e-05i,-0.00036471-1.7736e-05i,-0.00080057+0.00078775i,-0.001394+0.0014868i,-8.0937e-05+0.00080572i,0.00060565-0.00056766i,-0.00086585-0.00042625i,-0.00041091+6.9842e-05i,0.00062648-0.00023772i,0.00035047-0.00083068i,0.00021888-0.00025337i,0.00031364+0.00033607i,-0.00024867-0.00031055i,-0.00068228-0.00074708i,0.0001976-0.000237i,0.00050726-0.000105i,0.00053711-0.0002653i,0.00060126+0.00029876i
0.00073911+0.0013439i,0.0016986+0.0007158i,0.0021205-0.00019137i,0.0018839-0.00042395i,0.0010735-0.00044101i,0.00031571-0.00097727i,-0.00010628-6.3412e-05i,-0.00020651+0.0014281i,0.00024763+0.0027302i,3.7735e-05+0.0022983i,-0.0010207+0.00097209i,-0.00091213+0.0007202i,0.00021275+0.00054744i,0.00017163+9.3497e-05i,-0.00025945-0.00053136i,-9.3275e-05+4.3446e-05i,0.00024839+0.0004075i,-0.00013274-2.6752e-05i,-0.00048048-1.6714e-07i,-0.000368+0.00020554i,-0.00094126-9.8585e-05i,-0.00073402-0.00040194i,0.00053971+0.00049807i
-0.00081778-0.00027269i,-0.00011652-0.00065412i,0.00082929-0.00068472i,0.00096835-0.0005175i,0.00053009-0.00060222i,5.4383e-05-0.00033596i,-0.00039411+0.00042152i,-0.00034126+0.0017656i,-6.0473e-05+0.0022233i,0.00060848+0.0012542i,0.00056993+9.3298e-05i,9.8559e-05-0.00013127i,-0.00056313+0.00035866i,-0.00042469+9.0694e-05i,-0.00017693-0.0002339i,-0.00040906-0.00041403i,-4.3942e-05-5.6856e-05i,0.0003284+0.00061071i,-0.00022212+0.00012052i,-0.00067814-0.00017817i,-0.00010908-0.00041329i,0.00032901-0.00083197i,0.00023019-0.00041919i
0.00040117-0.0024763i,0.0013222-0.0017661i,0.0010156-0.0019364i,-0.00026255-0.001616i,-0.0021465-0.00048602i,-0.0025112+0.00063387i,-0.00099386+0.00079534i,-0.00013232+0.0010928i,-0.00031732+0.0017155i,0.00016669+0.0013736i,0.00042698-4.9526e-05i,-8.3482e-05-0.00047187i,-0.00015077+0.0003064i,0.00025587-0.00011547i,7.4706e-06-0.00065264i,-0.00051078+0.00022488i,-0.00088486+0.00095444i,-0.0010037+0.00069493i,-0.00067406+0.00029818i,-0.00067492+9.4679e-06i,-0.00069408+8.6428e-06i,-2.7866e-05+0.00030042i,0.00081491+0.00065342i
-0.00022455+0.0012062i,0.00067242+0.0012234i,0.00081438+0.0017572i,0.00084825+0.00049534i,0.0014488-0.00051729i,0.001932-0.00093946i,0.0011451-0.00013565i,-0.00017529+0.0010302i,-0.00078841+0.0014656i,-0.00049695+0.0011234i,-0.00011535+8.3182e-05i,-0.0002965-0.00025057i,4.5302e-05-5.2068e-05i,-7.4945e-05+0.00021885i,-0.00013067-0.00013492i,-0.00069573-0.00018988i,-0.0011791-4.8135e-05i,-0.0010384-0.00071303i,-0.00054419-0.00087696i,-0.00052879-0.00063939i,-0.00017864+0.00013191i,0.00010682+0.0012179i,0.00029435+0.00082894i
