-0.001969+0.00076107i,-0.001214+0.0015246i,-0.0021083+0.002861i,-0.0019136+0.003121i,-0.00081694+0.0039569i,-0.00036519+0.0029973i,-0.00015828+0.00083893i,0.00034327+0.00058656i,0.00060388+0.00080552i,0.00092498+0.00098451i,0.0012194-0.00022773i,0.001203-0.0012942i,-7.3404e-06-0.0012551i,-0.0010086-0.0010623i,-0.0010742-0.000658i,-0.00058648-0.00035297i,0.00020872+6.2339e-05i,0.00070522-5.0171e-05i,0.00052807+3.1423e-05i,-0.00036476+0.00021962i,-0.00061508-0.00024003i,-0.0003042+0.00023091i,-6.9946e-06+0.00028289i
-0.00030302-0.0004774i,-0.00025031+0.00011685i,-0.00082044+0.00087328i,-0.0008415+0.0013722i,-0.00063289+0.0016578i,-0.00088288+0.0019352i,-0.00064145+0.00080745i,-0.0004794-0.00059244i,-0.0001574-0.00082546i,0.00076419-0.00043668i,0.0010498+5.4922e-05i,0.0012124+0.00023468i,-0.00013382+0.00022673i,-0.0016022+7.6005e-05i,-0.0012431+0.00022563i,-0.0014789+0.00022074i,-0.0014766+9.7816e-06i,-0.00050512-0.00014092i,-1.4544e-05+0.00015248i,-4.8916e-05+0.00069686i,-0.00020582+0.00056432i,-0.00057312+7.5984e-05i,-0.00089265-0.00043475i
-0.0010943+0.00015982i,-0.001184-0.00064036i,4.277e-05-0.0011036i,0.00073379-0.0003785i,5.2151e-05-0.00043752i,-0.00099108-0.0005792i,-0.0013992+6.8607e-05i,-0.0010635-0.00054739i,-0.00045501-0.0011801i,-0.00018733-0.00073284i,-0.0011801+0.00022591i,-0.0011337+0.00096842i,0.0002826+0.00086226i,0.00035057+0.00038024i,0.0002222+0.00026331i,-0.00027746+0.00022937i,-0.00058229-4.8891e-05i,-0.00039495-0.00029995i,0.00011267+0.00030652i,0.00085786+0.00064874i,0.00023632-9.6915e-05i,-4.1469e-05-8.41e-05i,0.00053125+0.00044592i
-0.001358-0.0016131i,-0.0014794-0.0020275i,-0.0021781-0.00091637i,-0.0021345+0.001403i,-0.00049605+0.0019772i,0.00052893+0.0022015i,0.00082556+0.0011318i,0.0001978-0.00029199i,-0.00065591-0.00043934i,-0.00082232-0.00040986i,-0.00145-0.0002254i,-0.0016337-2.5231e-05i,-0.00059505-0.00067166i,0.00034977-0.00065272i,2.3993e-05-0.00012918i,-7.3619e-05-5.5434e-05i,0.0012416+5.0435e-05i,0.0015799-4.8943e-05i,0.00036926-7.9692e-05i,-5.6942e-05+0.00038056i,0.00020171+0.00032621i,-2.5256e-05-0.00036043i,-0.00013154-0.00036284i
-0.0012062-0.0011905i,-0.00097616-0.0011093i,-0.0015628-0.0014004i,-0.0013294-8.9727e-05i,-0.0011508+0.00092858i,-0.00048215+0.0010352i,0.00046161+0.00075218i,0.0004598-0.00036339i,-0.00026805-0.00076427i,-0.000705-0.00019221i,-0.00034929+0.00043218i,-0.00038527+0.00051581i,-0.00010863+0.00021713i,0.00066104-4.6314e-05i,0.00074759+0.00030487i,0.00051314+0.00074038i,0.0003274+0.0003908i,-0.00016273+3.401e-05i,-0.00029037+0.00054293i,-7.204e-05+0.001211i,0.00011229+0.0010661i,0.00040219+0.00065166i,0.0004252+0.00056356i
-0.00015847-0.0010446i,-0.00035246-0.0013768i,-0.00089255-0.001194i,-0.0015608-0.0010264i,-0.0021725-0.00096634i,-0.0019933+0.00011607i,-0.0010968+0.00079943i,-0.00079768+0.00055566i,-0.00037321-9.1668e-05i,-0.00041203+0.00059726i,-0.00086682+0.00098618i,-0.0013034+7.7747e-05i,-0.0015548-0.00034844i,-0.0011021-0.00054762i,-0.00074128-0.00065427i,-0.00050661-0.00054769i,-0.00022746-0.00048012i,-0.00014835-3.1726e-05i,0.00013729+0.00031585i,7.1725e-05+0.00047966i,-0.00094036+0.00053044i,-0.0014557+0.00018595i,-0.00048473+0.00028146i
6.9957e-05+0.00061037i,0.00099383+0.00027455i,0.00079974-0.00087218i,-0.00023015-0.00070344i,-0.0010084-1.7344e-05i,-0.00082127-3.8862e-05i,0.00034458-3.4094e-05i,0.001268-0.00042334i,0.00056201-0.00076823i,-7.8603e-05-0.00054446i,0.00017511-0.00033145i,-0.00045883-0.0002816i,-0.0011823-0.00081643i,-0.0010548-0.0012612i,-0.00027794-0.0011267i,0.00034786-0.00073498i,0.00036782-0.00021683i,0.00027142+0.00028601i,0.00046689+0.0010531i,0.00046426+0.0013169i,0.00031473+0.00046129i,-0.00030436-3.4764e-05i,-0.00039366-0.00012131i
1.9275e-05+0.0017991i,0.00040875+0.0014359i,0.0016335+0.0010205i,0.0025138+0.0006534i,0.0022006-0.00040944i,0.00089235-0.00076263i,-0.00032486-0.00066754i,-0.00027202-0.0011368i,0.00017008-0.0012207i,7.5821e-05-0.00059861i,-0.00028811-4.8551e-05i,-0.0010446+1.295e-05i,-0.00058662-5.842e-05i,-0.00035671+0.0005383i,-0.00068286+0.0006263i,1.3381e-05+0.00043075i,-0.00023142+0.00099098i,-0.0010559+0.00077224i,-0.00055984+0.00012084i,-0.00012607-0.00012885i,4.3736e-05-0.00019487i,0.00036568-0.00099298i,7.1467e-05-0.0013277i
-0.00076614+0.00019779i,-0.00025068+0.00045296i,-7.0945e-05+0.00025388i,7.9271e-05-0.0008045i,-0.00030988-0.0010712i,-0.00041461-0.00075514i,-0.00025796+7.4626e-05i,0.00026552+0.00052184i,0.0011092-0.00024497i,0.00032056-0.0010417i,-8.317e-05-0.00045415i,0.00058121+0.00045417i,0.00010331-2.8029e-05i,-0.00027574-0.00030406i,0.0003528-0.00068451i,0.00072249-0.00026326i,0.00023661+0.00034083i,-0.00018853+8.6421e-05i,-5.1326e-05+0.00010505i,-9.4833e-05+0.0006053i,0.00039414+0.00049069i,0.00050806-0.00026819i,0.00039053-0.00047536i
-0.0013086+0.00039078i,-0.00065719+0.000593i,3.3561e-06+0.00034826i,1.4085e-05+0.00070862i,-0.00030448+0.0013431i,-0.00032039+0.00054863i,6.0421e-05-0.00047446i,0.00024343+0.00025566i,-0.00017219+0.00043165i,-0.00078912-0.00027428i,-0.00055812-0.00052449i,-0.00010293-0.00020445i,-0.00021426-0.00039722i,-0.00026745-0.00079396i,-0.00063845-0.0008214i,-0.00051647-0.001128i,5.0364e-05-0.0011716i,0.00064902-0.00064173i,0.00091521+0.00049831i,0.00049547+0.00097858i,-0.00027043+0.0010054i,0.00024376+0.00064245i,0.0010125+0.000311i
-0.00096576-0.0015514i,-0.0007037-0.0010134i,-0.00086361-0.00050023i,-0.0002393+6.4005e-05i,0.00063087-1.886e-05i,0.00069911+0.00021199i,8.1955e-05+0.00016364i,-0.00043131+0.00040388i,4.217e-05+0.00077876i,4.564e-05-0.00058876i,-0.00066075-0.0010363i,-0.00053358-1.2434e-05i,-0.00045591-0.00021064i,-0.00054954-0.0010683i,-0.00036739-0.00094777i,-8.7259e-05-0.00032878i,0.00018614-3.6595e-05i,0.00035743+0.00025463i,-1.4751e-05-4.5573e-05i,-0.00034925-0.00098828i,-0.00037221-0.00063622i,0.00030965+0.00026858i,0.00032738+0.00013812i
3.9434e-05-4.9881e-05i,0.000898+8.6398e-05i,0.001132-0.00068677i,0.0010843-0.0005194i,0.00067205+0.00015619i,0.0002516+0.00026106i,6.094e-05+0.00039243i,0.00026069+0.00011721i,0.00039724+1.2899e-05i,-5.4403e-05-0.00046948i,-0.00025564-0.00063168i,-0.00044533-0.00039347i,-0.00066842-7.3454e-05i,-0.000293-9.8227e-05i,0.00021934+3.9606e-05i,0.00093438-9.6845e-05i,0.0011889+8.7959e-05i,0.00044144+0.00013272i,0.00027734+0.00021363i,0.00017407+0.00033469i,-0.00031082+0.00096667i,-0.00073375+0.0012625i,-0.0011727+0.00041768i
3.1916e-05-0.00095506i,-0.00023315+0.00031528i,-0.00052574+0.00039188i,-0.00096933-1.8147e-07i,-0.0012043+0.00063283i,-0.00068624+0.0011738i,-0.00040105+0.0010066i,0.00013372+0.00089117i,0.00073464+0.00036164i,0.00075887+0.00043214i,-4.587e-05+0.00086315i,-0.00040362+0.00017724i,-2.5304e-05-0.00049814i,0.00027323-0.0007325i,0.00021764-0.000415i,-0.00013049-0.00018742i,-0.00088564-0.00027558i,-0.00059561-7.5227e-05i,-6.1118e-05+4.1103e-05i,0.00018309+8.5286e-05i,-0.00012357+0.00020423i,-0.00099339+0.00014181i,-0.0005753-7.1424e-05i
-0.00027907-0.0007005i,-0.00041987+0.0010074i,0.00022833+0.0012223i,-0.00057979+0.00047186i,-0.0015356-0.00056665i,-0.00078559-0.00049445i,-0.00033316+0.00014004i,-6.821e-05-4.3845e-05i,0.00014244-0.00084927i,0.00012989-0.00083225i,-9.1004e-06-8.2961e-05i,-0.00011759-0.00042204i,6.783e-05-0.00096546i,0.00021459-0.0010899i,0.00047585-0.00056959i,0.00023523+0.00076777i,0.00013907+0.00088487i,0.0005907+0.0002231i,0.00060176+0.00044998i,0.001222+0.00066428i,0.0010941+0.00035169i,-0.00013376+0.00038702i,-0.00028611+0.0002492i
-0.00048003-0.00078828i,-0.00084156-0.0011538i,-0.0018373-0.0018714i,-0.0015571-0.00098717i,-0.00070651+0.00028814i,-0.00037883+0.00049056i,2.5432e-05-7.794e-05i,0.00054789-0.00047255i,0.00031081-0.00010773i,-0.00035525-0.00013301i,-0.00014021-0.00088015i,0.00052024-0.0011487i,0.0006584-0.00076387i,3.3513e-05-0.00045817i,-0.00046703-0.00047086i,-0.00029204-0.00017754i,0.00027935+0.00082544i,0.00039013+0.00059821i,0.00026135-0.00046226i,0.00027937-0.0010307i,3.6879e-05-0.0008345i,0.00014685-0.00023981i,-0.00043879+0.00017922i
-0.0010136+0.00073106i,0.00010943+0.00094711i,0.0017692-0.00010601i,0.0018382-0.00084277i,0.00076407-0.00097804i,-0.00044028-0.0012673i,-0.00040707-0.001283i,0.00057232-0.00019472i,0.00062103+0.00061858i,0.00028093+0.00044113i,0.00050427+0.00030453i,0.00064874+0.00013997i,0.0005289+0.00037584i,0.00034256+0.00050432i,-0.00020479+0.00030996i,-0.00059209-0.00024567i,-0.00018477+1.742e-05i,0.00017359+0.00055469i,-0.00037335-0.00012445i,-0.00042124-0.00065459i,-4.2147e-05+0.00049074i,0.00093875+0.0011967i,0.0014046+0.00030555i
-0.00036252-0.00085383i,-0.00062328-0.0017913i,-0.00081441-0.0025027i,-0.0007487-0.0023994i,-0.0011243-0.0013596i,-0.0011939+4.1309e-07i,-0.00062895+0.00063752i,9.4921e-05+0.00058445i,0.00078129+0.00017518i,0.0014947+0.00011166i,0.00047366-2.9235e-05i,-0.00085372+0.00014408i,-0.00079361+0.00029149i,-9.6707e-05-0.00016382i,9.1708e-05+4.3634e-05i,0.00012442-0.00014353i,-7.2055e-05-0.0010289i,-0.00021244-0.0012852i,-0.00032154-0.00037138i,-0.00033009+0.00065754i,-0.00035982+0.00072762i,-0.0011757+0.00063626i,-0.0011731+0.00027809i
0.00014289+0.00045061i,-0.00021123+0.0012722i,-0.00046174+0.0013753i,-0.00060385+0.00072936i,0.00030404-0.00011569i,0.0011074-5.2457e-05i,0.00065444+0.00051669i,0.0003028+0.00012643i,0.00014874-0.00040788i,0.00010118-0.00066368i,0.00012482-0.00025785i,0.000203+0.00054287i,0.00026732+0.0007704i,-3.6715e-05+0.00040078i,0.00034563-0.00075586i,0.00072042-0.0010666i,0.00037683-0.00017577i,-0.00038784+0.00043311i,-0.0014724+0.00010189i,-0.0012745+4.3768e-05i,-0.00041011-0.00023278i,-0.00012322-0.00054691i,0.00010855-8.2025e-07i
-0.00059849-3.824e-05i,-1.4544e-05+0.00046544i,0.00033541+0.0005044i,-6.9266e-05-0.00016036i,-0.00021574+0.00017791i,-0.001052+0.00054184i,-0.0014169-0.00048302i,-0.00043405-0.00050272i,-0.00042421+0.00012051i,-0.00095913-0.00057212i,-0.00085714-0.00086674i,-0.00082695+2.5655e-05i,-0.00036339+0.00045465i,0.0001657+0.00019541i,0.0005004-0.00021815i,0.00025167+0.00028421i,-0.00050411+0.00014458i,-0.00077737-0.000413i,-0.00027617-0.00029261i,0.00027783-0.00047084i,0.00078116-0.00075959i,0.00057417-0.00027206i,-0.00030594-0.00073092i
-0.00091038-0.00011251i,-0.00098203-6.3823e-06i,-3.4823e-05-0.0007069i,0.00023068-0.0011336i,-0.00029126-0.00093657i,0.00060379+0.0001728i,0.0010317-5.605e-05i,0.00030104-0.00050978i,-0.00050822-1.1633e-05i,-0.00086476+0.00072479i,-0.0011715+0.00063232i,-0.00094106-3.6802e-06i,-0.00050951-1.3788e-05i,-0.00030033-0.00056311i,0.00026764-0.00075133i,-6.3322e-05+0.00037573i,0.00012809+0.00069919i,0.00084469+0.00043033i,0.00095343+8.6272e-07i,0.00088038-0.00010124i,0.00030549+0.000171i,-0.00019625+0.00068556i,-0.00053956+0.00045167i
-0.0012416-0.00032854i,-0.0012389-0.0017436i,-0.00084644-0.0016967i,-0.00026025-0.00037811i,0.00043582+0.00012842i,0.00016812-0.00034203i,-0.00051606-0.00019406i,-0.00035141+9.4904e-05i,0.00031242+0.00025355i,0.0007065-0.00028892i,0.00031081-0.00074043i,-0.00078838-7.0362e-05i,-0.00066519+7.6178e-05i,0.00017471-0.00012625i,-0.00016954+0.00015863i,-0.0011585+0.00019099i,-0.00066986-8.0438e-05i,-0.0002126-0.00025634i,7.4547e-05-0.00010979i,0.00023949+0.00052208i,-0.00031917+0.00072994i,-0.00083748-0.00033836i,-0.0004398-0.0008601i
-0.00099585+0.00020034i,-0.00035526+0.0013031i,0.00013684+0.0017334i,0.00099425+0.0010636i,0.00080994+0.00075524i,-0.00018156+0.00082364i,-0.00042494-8.5979e-05i,0.00023765-0.0010367i,0.00047198-0.00044681i,-3.4399e-05+8.324e-05i,-0.0003962-0.00011979i,7.5551e-05+0.00036286i,0.00046854+0.00035297i,-0.00015489-0.00010702i,7.844e-05+0.00018683i,0.0011366+0.00043824i,0.00137+7.3565e-05i,0.00085544-5.3184e-05i,0.00061837+0.00031067i,0.00056542+0.00081492i,0.00070523+0.00062683i,0.00054111+0.00029302i,0.00040497+0.00055388i
-0.00057845-0.0002486i,-0.00046728+0.00059066i,-0.0001242+0.00057407i,0.00019112+0.00018948i,7.8302e-05+0.00092643i,-0.00099234+0.0015185i,-0.0014698+0.00065698i,-0.00059416-8.3342e-05i,-2.6851e-07-0.0001457i,-0.00013622-0.00030928i,-0.00051728-0.00038736i,-0.00029166-0.00010638i,0.00016682+3.0415e-05i,-1.1137e-05-1.1539e-05i,0.00019488+0.00048087i,0.00016435+0.0010297i,-9.2886e-05+0.00041258i,-0.00010249-0.00029568i,-0.00063926-0.00040786i,-0.00037964-0.00043814i,0.00059053-6.1969e-05i,0.00035251+1.9424e-05i,0.00026523-0.00045073i
-0.0015287+0.00037336i,-0.0001857+0.0011989i,0.00080024+0.0011481i,7.2683e-05+0.00052003i,-0.0012261+0.0010939i,-0.00050636+0.0013811i,-0.00031377-0.00022778i,-0.00049852-0.0010025i,-0.00074233-0.00060201i,-0.00091212+2.2059e-05i,-0.00062279-2.6669e-05i,-0.00056208+7.5762e-05i,-0.00024239+8.5653e-05i,0.00058332-5.6559e-05i,0.00061216+0.00016676i,0.00039822+0.00036785i,0.00026328+0.00022009i,0.00045986-4.6366e-05i,0.00052123+3.8438e-06i,2.9077e-05+0.00050313i,-0.00010086+0.0012176i,0.00013624+0.00062455i,0.00034179+0.00026905i
0.0002349+0.0014703i,8.3171e-05+0.00031038i,0.00069351-0.00044626i,0.00056802-0.00061867i,-0.00018252-0.00029616i,-0.00052513-0.00028554i,-8.5693e-05-0.00023701i,0.00057069+9.7772e-05i,0.00025385+0.00086418i,-0.00052395+0.00061689i,9.7636e-05+0.00024957i,0.00090772+0.00062319i,0.00043394+0.00047412i,-0.00051158+0.00026062i,-0.00098681-0.00031209i,-0.00058064-0.0009869i,2.7431e-05-0.001301i,-0.00024267-0.00089586i,-0.00024879-0.00076i,-0.0001576-0.001295i,0.00011403-0.0015167i,4.1103e-05-0.00097046i,-0.00053768+0.00031836i
-0.00013055+0.0011994i,3.4671e-06+0.0015631i,0.00067315+0.0022864i,0.00051653+0.0018983i,0.00011366+0.00043248i,0.00023054-6.7201e-05i,-0.00014785+0.00051893i,-0.00037785-7.7998e-05i,0.00017855-0.00088666i,0.00026936-0.00057056i,0.00010923-0.00073534i,-0.00061082-0.0010324i,-0.0011466-0.00069296i,-0.0012215+0.0001191i,-0.0017842+0.00081316i,-0.0019311+0.00094793i,-0.0014422+0.00069414i,-0.00057858+0.00018009i,2.2207e-05-0.00024273i,-0.00010183-0.000458i,-0.00034704-4.3066e-06i,-9.478e-05+0.00059886i,-0.00010136+0.00050722i
-0.00064403-0.0011518i,-0.0011322-0.0010124i,-0.00073419-0.00068006i,-0.00068984-0.0004422i,-0.00067123-0.00067183i,-0.00097933+1.361e-05i,-0.00059567-3.3285e-05i,0.00051952-0.00017978i,0.00099393+0.00016316i,0.00073079+0.00039449i,0.00050028-3.531e-05i,0.00037946-0.00018517i,1.8461e-06+0.00041263i,0.00043889+0.00021748i,0.00085979-0.00036789i,7.503e-05+1.9566e-05i,-0.00021517+0.00037092i,0.00012726+0.00025675i,0.00010511-2.8877e-05i,0.00026635+0.00051139i,0.00038481+0.00082788i,0.00036468+1.9839e-05i,-0.00026625-0.00020655i
-0.00027389-0.00063343i,0.00017211-0.00044775i,0.00010431+0.00026985i,-0.00052481+0.0001551i,-0.0009823+0.0001055i,-0.0007478+0.00074673i,0.00020097+0.00044789i,0.00037077-0.00067547i,0.00033366-0.00087065i,0.0001973+0.00021627i,-0.00029158+0.00061114i,-0.00053087+0.00025577i,-0.00058112+1.7375e-05i,-8.7359e-05-0.00042662i,0.00020603-0.0004197i,-0.00033176-0.00064193i,-0.0010548-0.00075357i,-0.00089805-1.4346e-05i,0.00015771+0.00045488i,0.00021017+0.00019246i,-0.00065039+0.00065011i,-0.0010184+0.00069458i,-0.00059575+9.2699e-05i
-0.00012951-0.0010179i,0.0001116-0.0012792i,-0.00086547-0.001688i,-0.0011316-0.0011371i,-0.00090612+5.5826e-05i,-0.00085251+0.0008851i,-0.00014104+0.00029995i,0.00011761-0.00014876i,-0.0002247+0.00040443i,-4.5825e-05+0.00023053i,0.00010684+0.00022026i,0.00018778+0.00030707i,0.00029076+0.00066836i,0.00062034+0.00043981i,0.00086531+3.6212e-05i,0.00022502-0.00045396i,-0.00067886-0.00042839i,-0.00063713+0.00034933i,-0.00026806+0.00019223i,-0.0002249+9.5437e-05i,6.6173e-05+0.00023066i,0.00021319+0.00041454i,-0.00021069+0.00013346i
-0.0011827+0.0013129i,-0.00029879+0.00050021i,0.00083578+2.5516e-05i,0.0011604-0.00010239i,0.0011052-0.00062089i,0.00053738-0.0006577i,3.2397e-05-0.00034092i,-3.9312e-05+0.00031821i,0.00029012+0.00034078i,-4.0695e-05-0.0002773i,-0.00036455-0.0002869i,-0.00010045+3.2357e-05i,-0.00055662+0.00016197i,-0.00088968+0.0010981i,-0.0007222+0.0010061i,-0.00076958+0.00087905i,0.0002597+0.00088194i,0.0010709+0.00025759i,0.00068181-0.00010731i,1.266e-06-0.0005595i,6.0422e-05-0.00060206i,-5.5845e-05-0.00026138i,-0.00070209+0.00025179i
0.0004087+0.0006439i,0.00065848+0.00025333i,0.00042769-0.00054133i,-0.00062226-0.0010249i,-0.00095254-0.001332i,-0.00070569-0.00099029i,-0.00024672-0.00060354i,0.00028889-1.6083e-05i,0.00086973+0.0001343i,0.00038864+1.5517e-05i,-7.7402e-05+6.0756e-05i,-0.00010224+0.00059218i,7.7812e-05+0.0014569i,0.00098238+0.0014106i,0.0011324+0.00069106i,0.0001927+0.00025903i,0.00026762+8.3096e-05i,0.00054198-0.00076699i,0.00028182-7.8926e-05i,0.00031958+5.4831e-05i,0.00054133-7.1256e-05i,0.00028465+0.00049389i,-0.00014772+0.00021796i
0.00024723-0.00035368i,-0.0011303+0.00015431i,-0.001275-0.00040906i,-0.00056585-0.00035985i,-0.00067155+0.0002646i,-0.00047909+0.0007849i,-0.00034898+0.0010456i,-0.0001128+0.00053322i,0.00018774-0.00050627i,5.3741e-05-0.0007547i,-0.00076842-0.00016635i,-0.00073162+0.00047149i,-0.0002298+0.00078687i,0.00046152+0.00019679i,0.0012508-0.00039291i,0.00056488+2.17e-05i,-0.00038825+0.00042959i,-2.8413e-05+0.00011324i,0.00082252-1.433e-05i,0.00044985+0.00012097i,0.00012186+3.5957e-05i,0.00011546+0.00044468i,0.0002061+0.00053868i
-0.00083644+0.00082296i,-2.1522e-05+0.00091015i,-0.0001805-0.00029988i,-0.0010393-0.00071941i,-0.0010879+0.0003782i,-0.00018512+0.00088461i,0.00019137-9.5807e-05i,0.00056116-0.0011493i,0.0003289-0.0011206i,-0.00020633-0.00072763i,-3.1471e-05-0.00072685i,4.2418e-05-0.00080947i,-0.00014246-0.00025566i,-0.00052084-0.00037267i,-0.00092764-0.00069492i,-0.00051149-7.4451e-05i,5.2541e-06+0.00046491i,-0.00032429+5.9773e-05i,-0.00076323-0.00026425i,-3.6857e-05-0.0001768i,-0.00033103-0.00019068i,-0.0010445-0.00023151i,-0.0010025-0.00048934i
-0.00097358+0.00080264i,-0.0012706+0.00066371i,-0.00099574+0.00076385i,-0.00020215+0.00014482i,-0.00010095+1.2046e-05i,-0.00065293+0.0005848i,-0.00072665+8.975e-05i,0.00065037-0.0004621i,0.0010344-0.0001989i,0.00046747+0.00023141i,0.00086653+0.00029319i,0.00084763-6.5256e-05i,0.00024108-0.00074489i,1.9426e-05-0.0014994i,7.2878e-06-0.0013213i,-0.00067733-0.00050798i,-0.00066235+0.00026266i,0.00043904+6.3447e-05i,0.0011855-0.00021826i,0.00092611-0.00027283i,0.00053307-5.1296e-05i,0.00036235+0.00029846i,0.00051064+0.00023672i
0.00083154+0.00043262i,0.00087922+0.0008903i,0.0012584+0.00072258i,0.0010537-9.7785e-05i,0.0011736-0.00077645i,0.00099987-0.0012907i,9.6601e-05-0.001534i,-0.00016526-0.00026576i,-6.8615e-05+0.00074858i,0.00011929-0.00054769i,0.00054836-0.0013366i,0.00040222-0.0013188i,0.00024094-0.0010011i,0.0010118+3.8479e-05i,0.0011873+0.00055177i,0.00079252+0.00034527i,0.00040077+0.00016288i,-7.8438e-05+0.00038999i,5.1522e-05+0.00011261i,0.00051288+0.00025511i,0.00026072+0.00072814i,0.0001567+0.00063617i,0.00032728+0.00019995i
-0.0016602-0.00065864i,-0.0015693-0.00069938i,-0.0011991-0.00041925i,-0.0010474+0.00033229i,-0.00079194+0.0005807i,0.0002217-0.00054457i,0.0012647-0.0011768i,0.001338-0.0008255i,0.00051596-0.00022465i,-0.00043439+0.0005614i,-0.00055389+0.0010826i,0.00025218+0.00078883i,0.0004139+0.00017281i,2.0808e-05-0.00016568i,4.1911e-05-0.00034676i,1.6531e-05-0.00013868i,-0.00068456+0.00029102i,-0.0011585+0.00013277i,-0.00043596+0.00028275i,0.00035484+0.00041765i,0.0005263+0.00037554i,0.00074405+0.00013974i,0.00034056-0.0001439i
-0.0012627+0.00080736i,-0.0012633+0.0013464i,-0.00066524+0.0016031i,3.5727e-05+0.001645i,0.00013168+0.0019764i,0.00086746+0.0014276i,0.00066819-3.8905e-05i,-0.00016326-0.00074907i,-0.00022267-0.00094603i,0.00017861-0.00067453i,0.00044618-0.00036117i,0.00010294-0.00085315i,-0.00072883-0.0014643i,-0.00067798-0.0011833i,-0.00079821-0.0007954i,-0.0010259-0.00036113i,-0.00036165-6.6692e-05i,0.00010549-0.00038262i,0.00051019-0.00010587i,0.00068754+2.3243e-05i,0.00045161+7.0077e-05i,0.00050035+0.00051323i,0.00014873+0.00027025i
-0.00087967-0.00030844i,-0.0016336-0.0007379i,-0.00091107-0.00024843i,-0.0004109-0.00015277i,-0.00086358+3.4698e-05i,-0.0010657+0.00049123i,-0.00065106+0.00056676i,0.00055025+0.00051461i,0.00046112+0.00067196i,0.00045821+0.00073096i,0.00068282+0.00033524i,0.00012862-0.00040342i,-0.00015368-0.00045247i,8.2281e-05-0.00042872i,0.00058326-0.00060232i,0.00053664+3.9101e-05i,-0.00020273+0.0006247i,-0.00035952+0.00038149i,-0.0003487-0.00023768i,6.107e-05-0.00030789i,0.00018414-0.00040911i,-0.00023719-0.00023828i,-0.00081074+0.00022599i
-0.0012604+0.00039956i,-0.0016539+3.3215e-06i,-0.0018558+0.0012867i,-0.0005815+0.0024185i,0.0010361+0.0020378i,0.0011589+0.0006158i,0.00013844-0.00037606i,0.00014665-1.6433e-05i,0.0006413+0.00073575i,0.00040155+0.00025048i,0.00019911+0.0002919i,0.00019396+0.00041057i,9.83e-05-0.00029038i,-5.7596e-05-0.00057844i,-0.0008832-0.00068142i,-0.0016664-0.00050865i,-0.001155-0.0003895i,-0.00021009-0.00031519i,0.00019671-4.8278e-05i,0.00049302+0.00028519i,0.0012215+0.00080644i,0.001236+0.00085143i,-2.5117e-05+0.00022714i
0.00087354+0.0006141i,0.00049333-0.00040923i,0.00068462-0.0013317i,0.00024798-0.0017848i,-0.00045337-0.0011319i,-0.00045065+3.0918e-05i,-0.00011382-0.00019959i,2.7893e-05-0.00062411i,4.0195e-05-0.00079601i,0.00016374-0.00088956i,0.00050937-0.00099744i,0.00040809-0.00072445i,-0.00019516-0.00039389i,-0.00024464-0.00047912i,-0.00067276-0.00044632i,-0.001093+0.00016589i,-0.00074211+0.001166i,-0.00061198+0.0012411i,4.7601e-05+0.00072833i,0.00038134+0.00075843i,2.1534e-05+0.00062335i,0.00047602+0.00043296i,0.00064017-0.00020173i
-0.001439-0.00065622i,-0.00053066-0.0005659i,-0.00047385+0.00026142i,-0.0001272+0.0010575i,-0.00047775+0.00097425i,-0.00031117+0.0012222i,0.0001697+0.0012043i,3.9143e-05-1.6229e-05i,0.00024119+0.00019645i,0.00028786+0.00056826i,-0.00043379+0.00051714i,-0.00098771+0.00039353i,-0.0008593-0.00017038i,-0.00038971-0.00047125i,-0.00029814-0.00081854i,-0.00026014+0.00015944i,8.8235e-05+0.00085545i,4.4387e-05+0.00027355i,0.00028722-6.0397e-05i,0.00021331-0.0002229i,0.00041595-5.4821e-05i,0.00051968-0.00010993i,6.482e-05-0.00031122i
-0.00064174-1.6189e-05i,-7.084e-06+0.000262i,0.0002429+0.00079054i,-5.865e-05+0.0011586i,-0.00046067+0.00089232i,-0.0005298+3.7766e-05i,-0.00035267-0.00033289i,5.3044e-05-0.00022649i,0.00048412-0.00019013i,0.00051354+0.00021072i,-7.0956e-05+0.00036037i,-0.000348-0.00038713i,5.2845e-05-0.00034242i,0.00081128-0.00038424i,0.00051136-0.00031472i,-0.00088188+8.141e-05i,-0.0012031-0.00019961i,-0.00045348-0.00039501i,0.00068237-0.00093152i,0.00097636-0.00068065i,0.0001444+0.00030304i,-0.00053426+0.00041502i,-0.00051366-0.00015182i
-0.0012445+0.0015937i,-0.001775+0.0021399i,-0.0014624+0.0015995i,-0.00082423+0.0012788i,-0.00041579+0.00077826i,-0.00037552-0.00023627i,0.00017135-0.00095599i,0.0010937-0.00099142i,0.0013301-0.00039406i,0.00066848+0.00035619i,0.00041678+0.00030843i,0.00050984+0.00011161i,0.0005367-0.0004488i,2.1124e-05-0.00037294i,-0.00051663+0.00062705i,-0.00036152+0.0010049i,-0.00034598+0.0010595i,-8.8627e-05+0.00055405i,0.00048298-0.00021055i,0.00071341+4.1244e-05i,0.00024602+0.00049856i,-0.00035784+0.0005147i,-0.00010329+9.5402e-05i
