-0.0017012+0.00089665i,-0.0010599+0.0017853i,-0.0011105+0.00050169i,-0.00091331-0.00092888i,-0.0019688+0.00046988i,-0.0017905+0.0016344i,-0.00091151+0.00083263i,-0.00057424-0.00031806i,0.0002723-0.00081295i,0.0006611-0.00054519i,0.00036487-0.00075908i,0.00022773-0.0011025i,-0.00038021-0.0013323i,-0.0011298-0.001024i,-0.001545-0.00052212i,-0.00047286-0.00020164i,0.0008009+9.5914e-05i,0.0015245-5.7538e-05i,0.0017168-0.00019211i,0.00094303+0.00014365i,-1.5451e-05+0.00068197i,-0.00077497+0.00078949i,-0.00038684+0.00028701i
-0.00048377-0.00031097i,-0.00025792+0.00051741i,-0.00030778+0.00017711i,0.00051992-6.6106e-05i,0.0016379+0.00019917i,0.0012856-0.00010542i,0.0002996-0.00066976i,0.00016999-0.00055379i,-1.3836e-05-0.00031756i,-0.00029188-0.00065742i,-0.00055537-0.00045557i,-0.00060133-0.00047459i,-0.00030885-0.0010171i,-0.00037181-0.00073476i,-0.0010252-0.00065006i,-0.0010381-0.0006942i,-0.00047782-0.00031172i,-0.00028932-2.8733e-05i,-0.0004074-0.00027127i,-0.00071054-0.00052499i,-0.00058412-9.2862e-05i,5.4101e-05+0.00064637i,4.6946e-05+0.00081232i
-0.0011652+0.0014555i,0.00054845+0.0017391i,0.00024986+0.002157i,0.00042953+0.0017072i,0.0017688+0.0014691i,0.00118+0.00094613i,-3.523e-05-0.0003064i,-0.00032769-0.0015355i,-0.00058004-0.00073714i,-0.00080012+0.00020856i,-0.00086887-0.00045535i,-0.00026994-0.0013988i,0.00068427-0.0013862i,0.0010005-0.00056488i,0.00053262+0.00064941i,0.00011229+0.00072687i,-4.4173e-05+0.00049253i,-0.00015344+0.00016682i,0.00012533-5.9638e-06i,0.00059724+6.5104e-05i,0.00053873+0.000212i,0.00037858+0.00070848i,0.00053049+0.001025i
-0.00044561-7.9816e-05i,-0.00043679-0.00068124i,-0.00028224-0.00018339i,-0.00064517-2.0691e-05i,-0.00077579-0.00022725i,-0.00035783+0.00012603i,-0.0003827+0.00022724i,1.0065e-05+0.00010131i,0.00034425-0.00052277i,-0.00040922-0.00051041i,-0.000872-0.00054414i,-7.437e-05-0.00072612i,0.00055396+5.278e-05i,0.00037738+0.00032879i,0.00035589+0.00095076i,0.00033962+0.00082905i,0.00019376+9.1802e-05i,0.00039061-0.00025635i,0.00096024-0.00090573i,0.00026886-3.7006e-05i,-0.00023747+0.00086195i,-0.00021257+0.00042241i,-0.00057755+0.00031412i
0.00022024+0.00060993i,0.00059568-0.00078094i,0.00075883-0.00094296i,0.0008711-0.00036026i,0.00083041-0.00062793i,0.00046357-0.0010385i,0.0010212-0.00060467i,0.0013398+0.00020365i,0.0015433+0.00039753i,0.00085388+0.0003036i,4.3395e-06+0.0001193i,0.00010067-0.00027453i,0.00039837-0.00049766i,0.0003446+0.00030668i,-0.00036228+0.0010241i,-0.0013761+0.00054366i,-0.001264-0.00049927i,-0.00075175-0.00085335i,-0.0007445-0.00075186i,-0.00084599-0.001055i,-0.00080147-0.00089435i,-0.00023908-6.0554e-05i,0.00039329+0.00032169i
-0.00072868+0.00059571i,-0.0006523+0.0015323i,-0.00065297+0.0010325i,-0.00074706+0.00014114i,-0.00025742+0.00036823i,0.0008029+0.00026217i,0.00052319-0.00035572i,-7.5299e-05-0.00095056i,-8.1615e-05-0.00075694i,-0.00058103+0.00030965i,-0.0011237+0.0002526i,-0.0013087-7.0062e-05i,-0.00080205+0.00019665i,-0.00034541+0.0010099i,-0.00029979+0.00054043i,2.1931e-05-0.00048426i,0.00028543+4.3705e-05i,0.00071579+0.0008113i,0.0008452+0.00026675i,0.00063056-0.00060227i,0.00038172-0.00072916i,0.00018074-0.0007246i,2.612e-05-0.00070485i
-0.00059459+0.00081671i,-0.0001707+0.00085617i,0.0008565+0.00038967i,0.0013826-0.00093586i,0.00078711-0.0012527i,0.00016373-0.00052427i,-0.0005618-0.00050735i,-0.0012014-0.0006203i,-0.0013432-0.0011255i,-0.0010759-0.00090833i,-0.0007057-0.0002403i,-0.00077635+0.00020638i,-0.0014531+0.00027244i,-0.0010309+0.0001546i,0.00025291+0.00014629i,0.00018002-0.00020043i,-0.00063479+6.361e-06i,-0.00087787+0.00022914i,-0.00045022+8.3737e-06i,-1.5383e-05+0.00037381i,0.0001374+0.00051459i,0.00035665+0.00041921i,0.00041782+0.00028041i
-0.00043096-0.00059438i,-0.00036606-0.00061986i,-0.0017925-0.00080183i,-0.0011581-8.9198e-05i,0.00047765+0.00091508i,0.00098002+0.0010953i,0.0011924+5.0801e-05i,0.00070367-0.00041878i,-1.3055e-05-0.0006252i,-0.00041101-0.00095946i,-0.00073286-0.00071653i,-0.00015719-6.998e-05i,0.00015726+0.00049616i,0.00044517-0.00038025i,0.00093469-0.00095357i,0.00049171-0.00029643i,-9.0991e-05+0.00012841i,-0.00020736-0.00065533i,-0.00063463-0.0011822i,-0.00071772-0.00055173i,-3.252e-05-0.00070155i,0.00065783-0.00068074i,0.00073408+0.00028921i
-0.00056804+0.0011295i,0.00075985+0.0014617i,0.0012704+0.00099637i,0.00055002+0.00076115i,0.00031267-0.00010435i,8.1635e-06-0.00058074i,-0.00022309-0.00092361i,0.000675-0.000816i,0.00072123-0.00060246i,8.81e-05-0.00023337i,8.7322e-05+0.00035145i,0.00051813+0.00014114i,0.00041444+4.5086e-05i,-0.00048035+0.00076346i,-0.00090119+0.0010014i,-0.00017776+0.00043744i,0.00017231+2.4921e-05i,-6.7119e-05+1.2552e-05i,0.00062464-0.00018216i,0.00079525-0.00023611i,-0.00048758+4.9163e-05i,-0.00053099+0.00050494i,0.00069652+0.00049947i
6.4515e-05-0.00015719i,0.00015109-0.00047626i,0.00019927-0.001017i,0.00033597-0.0017107i,0.00080771-0.0018509i,-0.00020383-0.0012469i,-0.00079915-5.2265e-05i,0.00029201-0.00012341i,0.0010575-0.0011695i,0.00050548-0.0017082i,0.00029311-0.0015491i,0.0010554-0.00023204i,0.00097101+0.00046879i,3.9276e-05+0.00050587i,3.307e-05-9.5875e-05i,0.00011261-0.00039202i,-0.00024722-0.00037543i,9.5635e-05-0.00037213i,0.00016667-0.00060424i,3.5649e-05-0.00091665i,6.4279e-05-0.00063265i,0.00034658-0.00083382i,0.00089699-0.0010835i
-0.00026762-0.0011406i,0.00019955-0.0012146i,-0.00040736-0.0015026i,-0.0014209-0.0015634i,-0.0015163-0.0013062i,-0.0006863-0.0010447i,-0.00046324-0.00076844i,-0.00089344-0.00043924i,-0.00062269-0.00081526i,-0.00056972-0.00070548i,-0.00090963-8.7654e-05i,-0.00087742+0.00048626i,0.00026204+0.00015275i,0.0012358-0.0003378i,0.00060132-8.3703e-05i,-0.000255+0.00036092i,-6.447e-05+0.00074738i,-0.00021075+0.0004126i,-0.00012925-0.000361i,-0.00031717+0.00027725i,-0.00076631+0.00059908i,-9.3239e-05+4.456e-05i,0.00073001-5.1687e-05i
0.00018059+0.0016518i,0.0014393-0.00020675i,0.0018816-0.00094088i,0.0018402+0.00028081i,0.0013306+0.0010185i,0.00055741+6.0666e-05i,0.00026236+8.7361e-05i,0.00018214+0.00024413i,0.00018922-5.2692e-05i,0.00038033-0.00057545i,0.0006833-0.00077489i,-0.00064741-0.00039732i,-0.00094419+1.6011e-05i,-4.6006e-05+0.00068234i,0.00010375+0.00099604i,4.691e-06+0.00060018i,0.00015826+0.0004022i,0.00052975+0.00068803i,0.00057384+0.00058257i,-0.00010266+0.00013649i,-0.00044153-0.00017471i,0.00029063-0.00084238i,0.00083575-0.0010275i
-0.00015434-0.00022726i,-0.00014301+9.0365e-06i,0.00098916-0.00030812i,0.0010597-0.0011547i,0.00041418-0.0015245i,-1.872e-05-0.00090379i,-0.00021772+0.00029162i,0.00030162+0.0009917i,-0.00027884+0.00061934i,-0.00049365-0.00022713i,-0.00015469-0.0010035i,-0.00048848-0.00091424i,-0.00036019-0.00048991i,-0.00025083+0.00025758i,-0.00024085+0.00032714i,0.00017545-0.00016542i,0.00057345-4.3783e-05i,0.00025597-0.00040665i,-0.00012252-0.00034404i,-0.00010458+0.00037154i,4.3244e-05+0.00033991i,0.0004108-0.00023513i,0.00027167-0.00030735i
-0.00010827+0.00021666i,9.025e-05+7.1232e-05i,0.001135+0.00032621i,0.0011177+0.00095492i,0.0012036+0.00076786i,0.00044194-0.00013906i,-8.7592e-05-0.00065639i,0.00035773-0.00046219i,-4.0333e-05-0.00073352i,-0.00061707-0.00057564i,-0.00068137-0.00020564i,-0.00033384-0.00059009i,4.1454e-05-0.00014224i,-0.00049633+0.0006263i,-0.00068859+0.00069485i,5.8277e-06-3.5938e-05i,0.00021507+7.2786e-05i,-0.00010842+0.00045877i,1.4104e-05+0.00050991i,0.00021375+0.00059869i,0.00024163+0.00052865i,-0.00039137+0.00062813i,-0.001019+0.0004053i
-0.00034751+0.00030164i,-6.6865e-06+0.00042287i,-0.00036219+0.00051097i,-0.0008212+0.00042536i,-0.00058543+5.5287e-05i,0.00014135-0.00024601i,-2.1268e-05-0.00022142i,-0.0006014-0.00049246i,-0.00076996-0.000621i,-0.0012512-7.2673e-05i,-0.00080005+0.0004205i,5.8224e-05+0.00039886i,-4.3806e-05-0.00026162i,0.00030115-0.00039022i,0.00023535-0.00024396i,-0.00043704-0.00035128i,-0.00017952-0.00011069i,0.00034149+0.00017616i,-3.2988e-05-1.6233e-05i,-0.00046136-0.00015153i,-0.00017737-8.4103e-05i,-0.00030837+5.3838e-06i,-0.00056827-4.8955e-05i
-3.3083e-05+0.0016297i,-0.00010986+0.0023306i,0.0012333+0.0018181i,0.0013441+0.0011535i,0.00077078-0.00035992i,0.00032267-0.0009559i,-0.00018582-0.00026055i,-0.0008199-0.00069164i,-0.0001652-0.0012572i,0.00016249-0.0011792i,-0.0007645-0.00093863i,-0.0014158-0.00069599i,-0.00069125+7.1645e-05i,6.6568e-05+0.00080387i,3.2378e-05+0.00042936i,0.00029278-0.00016589i,0.00011196-3.5167e-05i,-0.0002465+0.00026781i,-0.00052346-0.00015107i,-0.0010508-0.00018679i,-0.00090622+0.00045476i,-0.00038686+0.0004935i,3.3337e-05+0.00046407i
0.00035326+0.00031519i,3.0451e-05-0.00044712i,-0.00017682-0.00035652i,4.5257e-05-0.00043847i,6.1731e-05-0.00081177i,-7.3819e-05-0.00079072i,8.0897e-07-0.00083689i,-7.1392e-05-0.0011176i,-0.00068228-0.00092058i,-0.0010472-0.00052406i,-0.00062772+0.00054455i,3.5524e-05+0.00091803i,0.00042219+0.00070514i,0.00014376+0.0011161i,0.00048509+0.0008638i,0.00020842+8.5245e-07i,9.2917e-05-0.00036584i,0.0002024-0.00014793i,7.6269e-05+0.00039731i,2.3024e-05+0.00091314i,-7.4965e-05+0.00040232i,0.0005118+2.5687e-05i,0.00049325+0.0001312i
0.0004158-0.0018549i,0.00021348-0.0016865i,0.00038501-0.002017i,0.00032694-0.0016262i,-0.00070438-0.00089215i,-0.00068256-0.00069831i,0.00033577-0.000233i,0.00030107-0.00051074i,-0.00055533-0.0012958i,-0.00075542-0.0011525i,-0.00015843-0.0011217i,-9.1834e-06-0.00079333i,-0.00047289+4.778e-05i,-0.00045041+0.00068735i,-0.00032326+0.00064593i,-0.00029095+2.8925e-05i,-0.00020464-0.0003392i,0.00033448-0.00038082i,0.00027278-0.00072298i,-0.00022043-0.0001642i,-0.00036588+0.00045879i,-4.3932e-06+0.00046629i,0.00042134+0.00085708i
-0.0011116-0.0012005i,-0.00128+0.00019057i,-0.0020982+0.0004114i,-0.0031413+0.00055715i,-0.002856+0.00078606i,-0.00042391+0.00047572i,0.0010078-0.0005652i,0.00033033-0.0009387i,-0.00059664-0.00046616i,-0.0012446+0.00018836i,-0.0012854-2.4416e-05i,-0.00055173-0.00024756i,0.00074919-5.3335e-05i,0.0012786+0.0004638i,4.8999e-05+0.00018817i,-0.00060592-0.00068707i,-0.00021866-0.0004762i,-0.00035856+0.00028701i,-0.00016467+0.00062069i,-0.00042544-3.1212e-05i,-0.00070231-0.000658i,-0.00029506+0.00011667i,-0.00027657+0.00088156i
-0.00083351+0.00080116i,0.00024484+0.0012982i,0.0011549+0.001289i,0.0021335+0.0014317i,0.0016395+0.0011561i,0.00034143+0.00080032i,-0.00062272+0.00060024i,1.5479e-05+0.00048756i,0.00053915+3.4245e-05i,-7.7224e-05-0.00031993i,-0.00072369-8.3275e-05i,-0.0010695+0.00031434i,-0.0012124+0.00019781i,-0.0012248+9.0856e-05i,-0.00058152+0.00040512i,0.00017276+0.00075181i,0.00052638+0.00042493i,0.00064903-0.00041835i,0.00024445-0.00043238i,0.00049622+0.00012348i,0.00085818-0.00012079i,0.001108-0.00045809i,0.00095034-4.8957e-05i
-0.00066936-0.00039815i,-0.00040595-0.00027521i,0.0010342-0.00092449i,0.0015079-0.0010057i,0.0010226-0.00092912i,0.00080019-0.00044753i,0.00084121-1.5477e-05i,0.00062539+6.0539e-05i,-0.00022378-0.00022831i,-0.00062689+0.00011944i,-0.0005279+0.00028398i,-0.00047315-0.00041678i,-0.00042356-0.00058831i,0.0001645-0.00049926i,0.00062336+0.00011115i,0.00065955+0.0010643i,0.00061427+0.0012673i,0.00024014+0.00063473i,-0.00015099+0.00015853i,-0.0010661-0.00019709i,-0.0014345-0.00029466i,-0.00093686-0.00019771i,-0.00016956+1.1143e-05i
0.00044233+0.00092739i,0.00057752+0.0014774i,0.00075981+0.002385i,0.00025033+0.0023822i,-0.00015026+0.001926i,0.00018149+0.00086677i,0.00029588-4.2614e-05i,-0.00024417-0.00050323i,-0.0002611-0.00082475i,-0.00013841-0.00089829i,0.00028268-0.00056256i,0.00030663-0.00012047i,0.00012288-0.00041345i,-6.1136e-05-0.00079322i,-0.00097701-0.000322i,-0.0014442-0.00073706i,-0.00056989-0.00056829i,-0.0006161+4.8029e-05i,-0.00098985-6.495e-06i,-0.00038969-4.7628e-05i,-0.00020048-3.0888e-05i,-0.00070681-0.00022243i,-0.00022483-0.00011693i
0.00015124+0.0008026i,-8.6624e-05+0.0010082i,0.0012906+0.000655i,0.0021834+0.00018119i,0.0020221-0.0003525i,0.00087188-0.0010201i,-0.00050243-0.0016356i,-0.0013307-0.0012786i,-0.00085007-0.00074795i,-0.00037043-0.00072424i,-0.00032647-0.00080768i,6.8957e-05-0.00065675i,-0.00062582-0.00040383i,-0.0017962-0.0003205i,-0.0017663-0.00020137i,-0.00082833+0.00052796i,-0.00016004+0.00054074i,-0.00052562+0.00022832i,-0.00078426-0.00022779i,-0.00058949-0.00044421i,-0.00020112+0.00030033i,0.00031892+0.00063503i,0.00017971-0.00018174i
-0.00022717-0.0021301i,0.00078461-0.00083771i,0.00079254-0.0018924i,-0.00023054-0.0018238i,-0.0018673-0.00060539i,-0.0014934+0.00014285i,0.00040385+0.00058742i,0.00015998+0.00081648i,-0.00046545+0.00027058i,-0.00077981-0.00029581i,-0.00090348-0.0011885i,-0.00049782-0.0014311i,-0.00054965-0.0006001i,-0.001053+0.00089447i,-0.0010643+0.0016885i,0.00010832+0.0010553i,0.00077388+0.00059656i,0.0001399+0.00047545i,-0.00032509+4.0529e-05i,-0.00015484-0.00031627i,0.00030953-0.00041338i,0.00072987+5.4678e-05i,0.00083763+0.00013179i
-0.0011901+0.0009314i,-0.00082183+0.00073739i,-0.00011692+0.0013917i,0.00094604+0.00040383i,0.0012082-0.00012146i,0.0005579+8.777e-05i,0.00030443-0.00049472i,-0.00014341-0.0011678i,-0.00037367-0.00083995i,-0.00045902+0.00016628i,0.00010275+0.00067354i,0.00048043+0.00089739i,-0.00053577+0.00093712i,-0.0011245+0.00086922i,2.047e-05+0.00069514i,0.00053061+0.00057957i,-0.00012254+0.00071552i,-0.00040326+0.00058949i,0.0005331-0.00034999i,0.00031487-0.00040247i,-0.00099441-5.4193e-05i,-0.0010413-0.00046723i,-0.0004693-0.00047167i
-0.00023568+0.00027812i,0.00031231-0.00014949i,0.00090717+0.00031168i,0.00046971+0.00056361i,-0.00053865+0.00024703i,-0.00038073+0.00024542i,3.1369e-05+0.00027714i,-0.00023083-0.00028898i,-0.00071824-0.0005701i,-0.00025823-0.00081105i,-0.00028632-0.00024802i,-0.00077381+0.00011423i,-0.00030922-0.00069738i,1.1907e-05-0.00071846i,0.00043706-0.00040954i,0.00012485+9.6666e-05i,-0.00015711+0.00059169i,-0.00034472+0.00013049i,-0.0011067+2.1262e-05i,-0.00077766+0.00042686i,-0.00022975+0.00051951i,0.00025627+0.0010299i,0.00062783+0.00084913i
-0.00047641+0.00084778i,-0.00041646+0.001425i,-0.00029221+0.0011356i,-0.00016467+0.00076324i,0.00043058-0.00034892i,0.0014557-0.00056329i,0.0017497+0.00027257i,0.0010392+8.8987e-05i,-0.0005535-0.0009989i,-0.0012984-0.00075856i,-0.00073645-1.9793e-05i,-4.5894e-05+0.00025686i,0.00017442+0.00021836i,-0.00016126+0.00053107i,-0.0013575+0.00089979i,-0.0013268+0.00034716i,6.512e-05+0.0004937i,0.00013137+0.0011019i,-0.00050548+0.00088786i,-0.0005931+0.00030303i,-0.00062371-0.00029091i,-0.00053155-0.000102i,-0.0010183-0.0001402i
-0.00045499-0.0004777i,-0.00012474-0.0011123i,0.00046704-0.0022742i,0.00020114-0.0022562i,-0.00043047-0.00072914i,-0.0007577-7.1248e-05i,-0.00083777+0.00054535i,-0.0012196+0.00062093i,-0.00090365+0.00014087i,-0.00015742-0.000517i,2.7823e-05-0.00045046i,-0.00044992+0.00016224i,-0.00052623+0.00076633i,-0.00014799+0.00063443i,-0.00043827+0.00013591i,-0.0013173+0.00040459i,-0.001004+0.0004692i,-4.5804e-05-0.00035484i,-0.00028275-0.00087779i,-0.00093759-0.00057624i,-0.00050521-0.00068372i,0.00029762-0.00095572i,0.00091471-0.00040975i
-5.9991e-05+0.00021477i,-0.0005028-0.00085033i,-0.00021644-0.00095548i,0.00021286-0.00042526i,0.00049826-0.0004585i,0.00032929-0.00072635i,9.5554e-05-0.00031373i,0.00034029+0.00022208i,2.1781e-05-9.7406e-05i,-0.00076447-0.00028114i,-0.00082994-0.00039485i,-0.00017406+4.6249e-05i,8.3232e-05+0.00058715i,0.00014593-0.00019032i,0.00026935-0.00043116i,0.00062632-1.5323e-05i,0.00093329+0.00065249i,0.00037166+0.00020566i,7.223e-05-0.00041613i,-0.00027068-0.00027646i,-0.00054625-0.00035878i,0.00025508+0.00025029i,0.00078148+0.000378i
0.00018127+0.00096379i,0.0003339+9.2011e-05i,0.00010957-0.00012188i,0.00025667+0.00062558i,-3.6877e-05-0.0001057i,-7.5037e-05-0.0011289i,0.00020797-0.00108i,-0.0002524-0.00040903i,-0.0006158-0.00048382i,-0.00064831-0.00069977i,-0.0010359-0.00011257i,-0.00095167+0.00050653i,-0.00054671+0.00066714i,0.00025907+0.00022847i,0.00046225+6.4409e-05i,-0.00050956-1.1139e-05i,-0.00051478+0.00046469i,0.00025622+0.00069115i,8.6081e-05-0.00057321i,-0.00035574-0.0011785i,-0.00029298-0.0011125i,0.00012853-0.00095234i,0.00030093-0.00070058i
0.00019481+0.00040008i,-0.00081401+0.001553i,-0.0003068+0.00068808i,0.0015004-0.00021191i,0.0023033-0.000704i,0.0015885-0.00057953i,0.00087938-0.00094725i,0.00021554-0.00098409i,-0.00054496-0.00051255i,-0.00041125-0.00032068i,-0.00065608+0.0003168i,-0.00043968+0.00054069i,-0.00034366+0.00040657i,-0.00085642+0.00060693i,-0.00064308+0.0002056i,-0.00069163-0.00070829i,-0.00090659-0.00091592i,-0.00069528+6.0093e-05i,-7.9823e-05+0.00026757i,-0.00027042+0.00013492i,-9.8385e-05-0.00050324i,0.00044106-0.00093896i,0.00067249-0.00021847i
-0.00039451+0.00068952i,-0.00069877-4.1938e-05i,-0.0012544-0.00041809i,-0.0011587-0.0003454i,-0.00055211-0.00025902i,-0.00026871-0.00055234i,-2.7955e-05-0.00081466i,0.00019202-0.00053012i,-0.00021939-0.00070788i,0.00033305-0.00079981i,5.5094e-05-7.7761e-05i,-0.00089801-0.00018944i,-0.00014436-0.00061976i,0.00027118-0.00059981i,0.00025598-0.00017517i,-0.00018676+0.0010088i,-0.00055429+0.00094887i,0.00022754+0.0003824i,0.0010706+3.5933e-05i,0.00063658-0.00025632i,0.00059631+0.00032278i,0.00049479+0.00050964i,1.3753e-05+0.00065737i
-0.001085-0.00062483i,-0.0010614-0.00089037i,-0.0017002-0.00039375i,-0.0011593+0.00037395i,0.00091607+5.5468e-05i,0.0015387-0.00071753i,-0.00020985-0.0005073i,-0.0014295-0.00029467i,-0.0014022-0.00069834i,-0.00066154-0.00064297i,-0.00057145-0.00029326i,-0.0011584-0.00035705i,-0.0010822+0.00026763i,-0.00049568+0.0007926i,0.00035849+0.00019027i,0.00051791-0.00040923i,-0.00029297-0.00043445i,-0.00093035-0.00016483i,-0.00045646-0.00014139i,-0.00057409+0.00056624i,-0.00016799+0.0010776i,0.0011108+0.0010404i,0.0010756+0.00097568i
0.0005129+0.0017192i,0.0013727+0.0013232i,0.0015316+0.0015869i,0.0017771+0.0020207i,0.0010202+0.00076593i,0.000726-0.001034i,0.0002677-0.0012453i,-0.00055668-0.0010972i,-0.00063553-0.0011771i,-0.00059855-0.00066684i,-0.00019878-0.00036411i,0.00031069-3.666e-05i,8.246e-05+0.0003333i,-0.00098023+0.0004174i,-0.0012474-2.3276e-05i,-0.00028326-0.00073126i,-0.00023437-0.00050998i,-0.00046291+1.0421e-05i,-0.00051202-0.00043878i,-0.00021599-0.00080913i,-0.00035304-0.00037839i,-0.00072371+0.00027377i,-0.00036685+0.00054988i
0.00037177-0.00014749i,-0.00011101+0.00014783i,-0.0015504-0.00023416i,-0.0021798-0.00090248i,-0.0016781-0.00085954i,-0.0008956-0.00049331i,-0.00025736-0.00066113i,4.4116e-05-0.00043758i,0.0001294-7.806e-05i,-0.00047637-0.00042708i,-0.00055533-0.00041103i,-0.00016894-0.000103i,-9.3431e-05+0.00020178i,0.00053735+0.00063422i,0.00091744+0.00058405i,8.9674e-05+3.9777e-05i,-0.00022818-0.00020466i,-0.00018752+0.00054304i,8.1462e-05+0.00058812i,0.00052478-0.00016228i,0.00011991-0.00073442i,-0.00042804-0.00042681i,-0.00045886-1.6594e-05i
-0.00096919+0.00028127i,0.00027917+0.00037222i,0.00087504-0.00048249i,0.00056967-0.00012633i,0.00078653+0.00031576i,0.00048659+0.00010859i,-5.526e-05-0.00042756i,2.5573e-05-0.0011061i,0.00051538-0.0011432i,0.00012118-0.00073049i,-0.00079334-5.9908e-05i,-0.00076969+0.00043885i,-6.6321e-05+0.00046716i,-0.00035155-6.038e-05i,-0.00085904-0.00036521i,-0.00051649+0.00046386i,0.00014308+0.00057798i,0.00042838-0.00017107i,5.1966e-05-1.3001e-06i,-0.00016215+0.0005576i,-0.00032686+0.00028155i,-0.00071129-0.00038757i,-0.0011189-0.0011205i
0.00044024-0.00069877i,0.00060984-0.00067942i,0.0002431-0.00089391i,0.00030425-0.00061038i,0.00030796-0.00010593i,-0.00032765-0.00051956i,-0.00062643-0.00077977i,-0.00026744-0.0008508i,-0.0008588-0.0002051i,-0.00080754+0.00053793i,2.4219e-05+0.00028454i,0.00023602+0.00022104i,0.00086117+0.00068542i,0.00068788+0.00036219i,-0.00012452+1.4391e-05i,-0.0002211+7.2293e-05i,-0.00037614-6.2396e-05i,-0.00053957-0.00022526i,-0.00033337-0.00042898i,-0.00011918-2.5211e-05i,-0.00010701+0.00035548i,-5.6173e-06+0.00031534i,0.00020678+0.00028357i
-0.00013715+0.00077921i,-3.1055e-05+0.00037383i,-0.00019614+0.00066177i,0.00024459+0.00063631i,0.001619+0.00011128i,0.00133-0.00044443i,0.00056232-0.0010763i,0.00069867-0.0011074i,0.00019432-0.00065197i,0.0001809-5.5556e-05i,-0.00043029+0.00039325i,-0.0011816+0.00083109i,-0.0011039+0.00057675i,-0.0010841+7.6389e-05i,-0.00096839+0.00081241i,-0.00058628+0.0014372i,-0.00029336+0.0010351i,3.8279e-05+0.0005358i,7.8525e-05+0.00022517i,-0.00044411-0.00024611i,-0.00034943-0.00047045i,0.00032549-0.00028254i,-1.1603e-05-0.00032353i
-0.00014606+0.00011096i,0.00073075-0.00065281i,0.0016216-0.00126i,0.0021105-0.0016289i,0.0014779-0.001252i,-7.4803e-06-0.0012225i,0.00012584-0.00012541i,0.00073428+6.9725e-05i,0.00047614-0.00037354i,0.00018783-0.00048617i,-0.00026557-0.00040105i,-0.00055785-0.00013366i,-0.0012967-0.00011333i,-0.00076689+0.00030629i,0.00049194+0.0013562i,0.00056637+0.0015576i,0.00068861+0.00041913i,8.1239e-06-0.00053978i,-0.00086437-0.00064094i,-0.00099324-0.0006366i,-0.00071562+3.668e-05i,-0.00021062+0.00036577i,-0.0002647+0.0001012i
-0.00047884-0.00070235i,-0.00058528-0.00071191i,-0.00098911+0.00026688i,-0.00074714+0.0010195i,-0.00030985+6.5161e-05i,-0.0001036-0.0012433i,6.1356e-05-0.0015099i,0.00088364-0.0010701i,0.0003978-0.00062185i,-0.0004614+5.9222e-05i,-0.00014505+0.00046362i,0.00042245-0.00025381i,0.00021206-0.00037568i,-0.0010151+0.00049307i,-0.00034835+0.00042536i,0.0010382+0.00025021i,0.0011971+0.0003718i,0.0007322+0.0006801i,-0.0001151+0.00043724i,-0.00093354-8.4987e-05i,-0.00071355-0.00054111i,-0.00028448-0.00094486i,-0.0004882-0.00074461i
0.00076717+0.001019i,0.0010499+1.3248e-05i,0.0014285+9.8262e-05i,0.0010497-0.00032066i,0.00038059-0.0015819i,-0.0002576-0.0019115i,-2.7579e-05-0.0014624i,3.8973e-05-0.0012757i,-0.00027706-0.00079196i,-0.001077-0.00059157i,-0.0015291-0.00045675i,-0.0011152-0.00012159i,-0.00019237+0.00046728i,-5.3349e-06+0.0011668i,-0.00055417+0.0013594i,-0.00060786+0.00088458i,5.5761e-05+0.000365i,0.00029114+0.00016688i,-0.00046475+0.00010529i,-0.0011022-7.3395e-05i,-0.00023513+0.00033079i,0.00024811+0.00054372i,-2.3794e-05+0.00022746i
8.6731e-05-0.0005789i,-0.00031318-3.8123e-05i,-0.0007427+0.00032906i,8.4718e-05+0.00036422i,0.0008907+0.00092018i,0.0011916+0.00037835i,0.00092701-0.0006223i,0.00025122-0.00082507i,0.00033837-0.0009205i,-4.1659e-06-0.00048265i,-0.00090161-0.00035411i,-0.0010221-0.00029713i,0.00029524-0.00014547i,0.0011348+0.00014762i,0.00010003+0.0012639i,-0.00079477+0.00063561i,-0.00059621-0.00010168i,-8.9494e-05+0.00053366i,-0.00010685+0.00089886i,-0.00033961+1.3502e-05i,0.00012195-0.0011289i,0.00021536-0.0010964i,0.00018011-0.0012079i
0.00011243+0.00074781i,-7.754e-05+0.00030046i,-0.00016449-0.00061688i,-0.00042843-0.00074762i,-0.00026894-0.00084347i,-0.00080598-0.0005324i,-0.00062923-0.00081501i,0.00035083-0.001175i,0.00023487-0.00097306i,-0.00079421-0.00030064i,-0.0012536-0.00024234i,-0.00070781-0.00010068i,-8.9986e-05+0.00064396i,0.00010029+0.00048635i,-0.00027165-0.00026723i,-8.9686e-05-2.6742e-06i,-0.00018099-0.00025073i,-0.00026184-0.00081984i,0.00019092-0.00095278i,0.00042098-0.00079038i,0.00042477-0.00080534i,0.00016377-0.00029774i,-0.00053278-9.6561e-05i
