2.4199e-05-0.0006671i,0.00014922-0.001781i,-0.00013845-0.0021599i,-0.00037367-0.0020725i,-0.0013945-0.001756i,-0.0011055-0.00094054i,0.00025391-0.00027582i,0.00034257-0.0001489i,-3.9772e-05-0.00013134i,0.00026673-0.00013282i,0.00033096-0.00067967i,5.2272e-05-0.0011083i,-0.0001127-2.5226e-05i,-0.00018575+0.0007633i,-0.00010375+0.00064254i,-0.00046884+0.0010389i,-0.00077194+0.001201i,-0.00050544+0.00039969i,8.9983e-05-0.00064953i,0.00054519-0.0012186i,-0.00022271-0.0010421i,-0.00041465-0.00081679i,0.0003909-0.00059033i
0.001651-0.00092728i,0.0019225-0.00076694i,0.0019695-0.0019957i,0.0011101-0.0025388i,-6.2527e-05-0.001796i,-0.00016463-0.0010846i,0.00062024-0.00086315i,0.00075775-0.00087355i,-1.7184e-05-0.00093977i,-0.00039836-0.00072521i,-0.00060657-0.00023898i,-0.00075318-2.6521e-05i,-0.0010074+0.00044924i,-0.00082273+0.0008687i,-0.00098396+0.00076928i,-0.0010875+0.00039511i,-0.00083077-0.00037314i,-0.00080087-0.00072895i,-0.00092483-0.00072512i,-0.0014971-0.00041527i,-0.00074376-0.00025791i,0.00021626-0.00044324i,0.0004924-0.00051212i
-0.0018293+0.0012894i,-0.002069+0.0018982i,-0.001368+0.0014478i,0.00041971+0.00029049i,0.0022393-0.00054001i,0.0029764-0.0012115i,0.0019918-0.0012596i,0.00089867-0.001016i,0.00041953+0.00019673i,0.00011888+0.00077281i,0.00012459-0.00031344i,0.0001082-0.00066714i,-0.0006761-0.00077358i,-0.001384-0.0012917i,-0.00085684-0.00087902i,-0.00044184+5.868e-06i,-0.00033583+5.3313e-06i,-0.0006341-0.00036814i,-0.00035022-0.00054717i,-5.3977e-05-0.00041504i,-0.000242-0.00023984i,-0.00040546-0.00050265i,-3.1592e-05-0.00062476i
-0.00027675+0.0009139i,0.0010519+0.00085909i,0.0011535-0.00010146i,-0.0001429-0.00069751i,-0.00010327-0.00026051i,0.00058317-0.00032772i,0.00015175+0.00013305i,-0.00061493+9.5847e-05i,-0.00066069-0.00018945i,-0.00035393+0.0004826i,-7.0648e-05+0.00077591i,-0.00027771+0.0010691i,-0.0006775+0.00066267i,-0.00049206-7.0277e-05i,-0.0010143+0.00036519i,-0.0012443+0.00048867i,-3.2075e-05+0.00021479i,0.00035115+0.00059791i,-0.0001886+0.00050307i,0.00017074+0.00033096i,7.7064e-05+0.00048606i,0.00013054+0.0001778i,0.00037897-6.736e-05i
-0.00058459+0.0014419i,-0.00018138+0.0013613i,0.00096944+0.00077846i,0.0010661-0.00016286i,0.0010086-0.0018345i,0.0017198-0.0017809i,0.0015482-0.00053316i,0.00080731-0.00067656i,1.3088e-05-0.00036286i,-0.00023352-3.144e-05i,-4.7995e-05-0.00036906i,-2.5591e-05-0.00017109i,-5.944e-05+2.1485e-05i,-0.00060878-0.0007436i,-0.00091122-0.001082i,-0.0004694-0.00016104i,-0.00017581+0.00015234i,-1.6692e-05-3.8009e-05i,-0.00010776-0.00034244i,0.00011784-0.00062839i,0.0008371-0.00042193i,0.0001612+7.9241e-05i,-0.00030779+1.7869e-05i
-0.002181-2.0261e-05i,-0.0017202-0.0015974i,-0.00071105-0.0025355i,-0.00023991-0.0025319i,4.6619e-05-0.0020161i,0.00093592-0.001225i,0.0016171-0.0008652i,0.0010718-0.0010299i,0.00079607-0.0015246i,0.00061692-0.0010678i,0.0003772-0.00075809i,-0.00013025-0.00068815i,3.1648e-05-0.00053024i,0.00086447-0.00023355i,0.0006847+0.00036742i,-0.00014179-6.4557e-05i,-0.00065261-0.00047298i,-7.8545e-05+0.00018255i,0.00036568+0.00023686i,-0.00015207-0.00016446i,-0.00061846-0.0004318i,-0.00025697+9.5435e-07i,4.1866e-05-4.662e-05i
-0.00039556-0.0023313i,9.0963e-06-0.0025182i,0.00079768-0.0020116i,0.0014757-0.0013503i,0.0014114-0.00090954i,0.00079633-0.00097834i,0.00036145-0.00063342i,0.00064838-0.00063636i,0.0006399-0.00056982i,0.00046063+0.00042785i,9.7862e-05+0.0008893i,-0.00064705+0.00088021i,-0.00046452+0.0009567i,0.0003354+0.0007868i,0.00015819+0.0005352i,-0.00010553+0.00049104i,0.00040983+0.00064662i,0.0002372+0.00034296i,-0.00061297-0.00064447i,-0.0013982-0.00042083i,-0.0013481+0.00038131i,-9.9089e-05+0.00073624i,0.00010214+0.00088767i
0.00013054-0.0023553i,-0.00020349-0.0032347i,8.2178e-05-0.0024924i,0.00038352-0.0019246i,-9.6319e-05-0.0015566i,0.00077884-0.00060606i,0.001801+0.0003321i,0.0011772-5.4873e-05i,0.00032716-0.00036019i,-0.0003718+0.00041528i,-0.00026139+0.00096074i,-0.00060264+0.00044624i,-0.0015296+0.00012434i,-0.0010602-0.00016428i,-0.00050963+0.0001869i,-0.00040597+0.00082698i,-0.00059834+0.00098342i,-0.00094102+0.0011163i,-0.00054819+0.0008419i,7.3736e-05-0.00041501i,5.1143e-05-0.00056291i,-0.00011871-0.00058597i,0.00014289-0.00090385i
0.001637-0.00014579i,0.0014582+0.00077793i,0.0016189+0.001214i,0.0019891+0.00021423i,0.001672-0.0011329i,0.0012466-0.0012568i,0.0012018-0.00036293i,0.00072782+0.00036527i,0.00058887+0.00011412i,0.00063125+1.7421e-05i,-0.00059856+0.00045013i,-0.0010322+0.0005873i,-0.0015588+0.00028653i,-0.0019585-0.00013968i,-0.0013692-0.00024504i,-0.00051575-0.0001568i,-0.00014526+9.7078e-05i,0.00014581+0.00028271i,0.00015248+0.00014831i,-0.00011716-0.00039795i,0.00032051-0.00092638i,0.00019395-0.00067556i,-0.00021331+2.5394e-05i
0.0015646+0.0012387i,0.0013304+0.00086472i,0.0014861-0.00021276i,0.0019522-0.00013953i,0.0025363+0.00058127i,0.0019946+0.00091898i,0.00098838+0.0003389i,0.00066237+1.1342e-06i,0.00032743-0.00040022i,0.00016064-0.00022735i,0.00013966+0.00027101i,-7.8182e-05-0.00022463i,-0.00020754-0.00084163i,-0.00017236-0.00034703i,-0.00068496-0.0005083i,-0.00034449-0.00059315i,0.00019715+0.00033371i,0.00035392+0.00048906i,0.00079027+0.00028951i,0.00062732-0.00024256i,0.00025681-0.0010067i,9.0019e-05-0.00055336i,0.00011473-0.00053585i
-0.00144+0.001997i,-0.00091523+0.0017492i,4.0117e-05+0.00060412i,0.00081583-3.3088e-05i,0.0006128-0.00079851i,0.00065634-0.00072076i,0.0013043+0.00065802i,0.0012051+0.00087227i,0.00018863+0.00045701i,-0.00081352+0.00026687i,-0.00051306+0.00026893i,0.00030553+0.00092343i,-6.9136e-05+0.00064908i,-0.0010073-0.00019356i,-0.00070265-0.0003592i,1.9206e-05-0.0005008i,-9.3379e-05-0.00027866i,-0.00038206+0.00014858i,-0.00012725+2.7017e-05i,0.00040558-0.00049762i,1.0103e-06-8.3548e-05i,-0.0001007+0.00047865i,0.00040682+0.00070115i
0.00032971+0.0010676i,0.00048394+0.00071591i,0.00067489+8.8295e-05i,0.00047053-0.00098574i,0.00048224-0.0024463i,0.00014412-0.0014685i,0.00034741-0.00031436i,0.00086466-0.0005849i,0.00040513-0.0012212i,-0.00064209-0.00089918i,-0.0012907-0.00035143i,-0.0013655-0.00028208i,-0.0018129-0.00019138i,-0.0017989+7.4889e-05i,-0.00078641+0.0011446i,9.2242e-05+0.0017326i,0.00033973+0.0013086i,-0.00019898-7.2548e-05i,-0.00099744-0.00021275i,-0.00068418+0.00052277i,-0.00025064+0.00031564i,-0.00025978-0.00031337i,0.00024318-0.00081643i
-0.001981-0.00084914i,0.00069774-0.00026032i,0.002465-0.00017428i,0.0018801-0.0014911i,0.00073518-0.0018815i,0.00043469-0.00092392i,0.0010541-0.00092122i,0.0011849-0.00088314i,0.00037499-0.00084694i,-0.00017826-0.00066679i,0.00027764-0.00033604i,0.00032334+0.0001495i,0.00056449+0.00061495i,0.00093981+0.00060602i,0.0010354+0.00021211i,0.00092851+0.00041607i,0.00023343+0.00043481i,-0.00030009-1.9665e-05i,-0.00037121+0.00028174i,0.00039376+0.000665i,0.00076899+0.00065458i,-0.00031801+0.0003482i,-0.0010841-8.4031e-06i
0.00070113-0.00033119i,0.0015737-0.00082483i,0.0027703-0.0010664i,0.0021175-0.001111i,0.0018693-0.0022706i,0.0015506-0.0025163i,0.00056999-0.0013462i,0.00038878-0.00025918i,0.00062468-3.9654e-05i,2.5067e-05-0.00053333i,-0.00023333-0.00041235i,-0.00024669+0.00020536i,-0.0011987-0.00017198i,-0.0011407-4.8501e-05i,-0.0006107+0.00043231i,-0.00076106+0.00016193i,-0.00020004+0.00027902i,0.00061752+0.0003225i,0.00020776+0.00043124i,-0.00035097+0.0014481i,0.0003191+0.0019964i,0.00085418+0.0013554i,0.00027075+0.00056318i
0.0010878+0.001011i,0.0010272+0.00012908i,0.001375-0.00026389i,0.0025729-0.0013023i,0.0028123-0.0019842i,0.0011068-0.0017613i,-0.00012166-0.0014244i,-0.00016781-0.0018101i,-0.00015504-0.0013981i,-0.00018241-0.00026619i,-0.00053062-0.00053699i,-0.0011579-0.00030086i,-0.0014334-8.2213e-05i,-0.00084138-0.00011222i,-0.00042849-5.603e-05i,-0.00038352+0.00011824i,-0.00073927+0.00032935i,-0.00053107+0.00065366i,-0.00083264+1.5886e-06i,-0.0012994-0.00050334i,-0.00066944+4.7705e-05i,-0.00030456+7.4469e-05i,0.00014004-0.00036095i
0.00021698+0.00020474i,-0.00015069-0.00045655i,0.00094895-0.00044736i,0.0013612-2.9117e-05i,0.00053521+0.00019948i,0.00024799+0.00025399i,0.0006871-0.00047713i,0.0010721-0.00057716i,0.00017107+0.00013777i,-1.294e-05+0.00052653i,9.1862e-05-1.4537e-05i,-0.00094917-0.00061038i,-0.0012632-8.263e-05i,-0.0002688+0.00092432i,-0.00047574+0.0010988i,-0.0010082+0.00018073i,-0.00019172+8.5357e-05i,-1.6548e-05+0.00022692i,-0.0013504-0.00049119i,-0.0013362-0.00013893i,-0.00067661+0.00063499i,-0.00023236+0.00070507i,0.00010371+0.00061624i
0.00035214+0.0016949i,0.0018233+0.00077466i,0.0017602+0.00061508i,0.0016353-0.00041946i,0.0020752-0.0011765i,0.0021388-0.0017367i,0.0010427-0.0017692i,-0.00032325-0.0014598i,-0.00072481-6.4703e-05i,-0.00028193+0.001118i,-0.0005373+0.00073266i,-0.0013518+0.00047515i,-0.001838+0.00039313i,-0.001439+2.303e-05i,-0.00055906-0.00017271i,-0.00034292-0.00016995i,-0.00035173+0.00023618i,2.4204e-05+0.00040741i,-0.00032374-0.00014902i,-0.00097487-0.00014074i,-0.0013497-0.00011757i,-0.0010206-8.5573e-05i,-4.414e-05+0.00023895i
-0.0010925-0.0015223i,-0.0024751-0.0016863i,-0.0034148-0.0016343i,-0.0026843-0.0015975i,-0.0013957-0.0010446i,0.00076367-0.00044021i,0.0022777-0.0006609i,0.0017647-0.00083831i,0.00052108-0.00074005i,0.00018721-0.0005446i,-0.00049109-0.00045058i,-0.0012396-0.00030048i,-0.0011877+0.00013187i,-0.00056029+0.00018392i,-0.00061106-0.00022272i,-0.0009946-0.00022179i,-0.001195+0.00010619i,-0.00072993+0.00096513i,0.00015519+0.001212i,5.6139e-05-7.8287e-05i,0.00014622-0.0012215i,5.7731e-05-0.0010971i,0.00022011-0.00061161i
0.00025813-0.00048503i,0.00059388-0.0001395i,0.00033765-0.00048731i,-4.8063e-06-0.00046236i,0.00066742+0.00040921i,0.00080364+0.00092853i,0.00085338+0.00072585i,0.0011615+0.00046772i,0.00050157-0.00034987i,-2.4089e-05-0.00090878i,-0.00021205-0.00050931i,-0.00045571-3.1398e-05i,-0.00074504+0.00070625i,-0.00070686+0.0005232i,-7.4833e-06-0.00019804i,0.00020246-0.00050754i,-0.00021989-0.00034985i,-0.0004955+0.00021363i,-0.00057916+0.00049104i,-0.00010108+0.00013743i,0.00076392-0.00081461i,0.00042892-0.0005567i,-0.00046937-4.8411e-05i
-0.00031671-0.0025269i,-0.001138-0.001597i,-0.0012687-0.0011317i,-0.00052667-0.00077827i,-0.00040459-0.00065475i,0.00066987-0.00084084i,0.0016091-0.0009331i,0.0010127-0.0010745i,-0.00037057-0.00062991i,-0.0010838+0.00041662i,-0.00050275+0.00086892i,1.0858e-05+0.00067835i,0.000201+0.00058892i,0.00036964+0.00015637i,-0.00015658+2.5779e-05i,-0.00053575-0.00018901i,-0.00013693-0.00031245i,0.00034943-0.0005625i,0.00083702-0.0004455i,0.00038678-8.8646e-05i,0.00014855-0.00014507i,-0.00015054+0.00040475i,-0.0004081-0.00016953i
-0.0001145+0.00098966i,0.00094718-0.00084832i,0.0017558-0.0017666i,0.0015713-0.0014702i,0.00065495-0.0010915i,0.0011103-0.00018647i,0.0017747-7.934e-05i,0.0009025-3.6433e-05i,0.00020945+0.00058958i,6.8199e-05+0.00041165i,-5.3716e-05+0.00029725i,-0.0002965-0.00017026i,-0.00050337+0.00048117i,-0.00026526+0.0014821i,-0.00064413+0.00093802i,-0.00077532+0.00055184i,-0.00029651+0.00010709i,-2.3676e-05-0.00043953i,-0.00023213-0.00019087i,-0.00080965-8.6517e-05i,-0.00044257-0.00035205i,5.4632e-05+0.00060801i,4.0054e-05+0.00086015i
-7.2091e-05+0.001799i,0.0011666+0.0019501i,0.00134+0.0015156i,0.00088702+0.00084011i,0.0016674+0.00016797i,0.0015085-0.00068145i,0.00051554-0.0010454i,0.00032057-0.00048323i,0.00015318+1.4456e-05i,-4.8746e-05+0.00020063i,0.00044598+0.00035062i,0.0002872+0.00026511i,-0.00055401+0.00085354i,-0.00035269+0.00099373i,0.00019361+0.00052198i,-0.00032566+0.0007632i,-0.00052224+0.0010093i,-0.000141+0.00034688i,0.00033796-0.00045482i,-6.8562e-05-0.00065523i,-0.00044988-0.000877i,-0.00027806-0.00078457i,-3.1855e-05-0.00019458i
-0.0028011+0.0027821i,-0.0009919+0.002681i,7.1984e-05+0.0020821i,0.0010964+0.0010544i,0.0017787-0.00048058i,0.0013701-0.0012982i,0.00066102-0.0013206i,0.00062586-0.0011476i,0.00039362-0.00071392i,-0.00026058-0.00017712i,-0.0006708+2.5998e-05i,-0.00021227-9.3955e-05i,0.00024527-0.00034618i,-0.00037882-0.00041401i,-0.0010549+0.00012987i,-0.0013479+0.00060366i,-0.00092572+0.0002569i,0.00040765-0.00016033i,0.0012438-0.00054296i,0.0017013-2.451e-05i,0.0016613+0.00096442i,0.0004654+0.00084354i,1.1978e-05+0.00011551i
-0.0024532+0.00079493i,-0.00015668+0.0002596i,0.0010786-0.00091936i,0.00093441-0.00082626i,0.00095812+0.0003182i,0.0010227+0.00025426i,0.0011085-0.001029i,-8.7025e-05-0.0014226i,-0.00099017+4.3195e-05i,-0.00061615+0.00085979i,-0.00012217+0.00080925i,-0.00046364+3.9178e-06i,-0.0010477-0.0010508i,-0.00071599-0.0011562i,-0.0011847-0.00047583i,-0.0011129-0.00024818i,-0.00043748-9.7253e-05i,-0.0011022+0.0005418i,-0.00088479+0.00025651i,0.00026401+5.6456e-05i,0.00010917+0.00051796i,-0.00029387-3.9374e-05i,0.0002477-0.00020498i
0.0021427-0.00063444i,0.0018674-0.00039906i,0.0024818-0.00016665i,0.002023-0.00086131i,0.00056615-0.0023181i,-0.00043009-0.0023072i,-0.00059965-0.00056579i,0.00014714+0.00025601i,0.00077243-0.00056589i,0.00050284-0.00097356i,-0.000396-0.0011044i,-0.00074501-0.0015285i,-0.0006744-0.00087979i,-0.00069+0.00039638i,-0.00024125+0.00068036i,-0.00050744+0.00040947i,-0.00055662+0.00022886i,0.0002282-5.2175e-05i,0.00063084+0.00034991i,0.00099295+4.5176e-06i,0.00077939-0.00052928i,5.6703e-05-0.0003658i,0.00017528-0.00043141i
0.002275-0.001544i,0.0029325-0.0017847i,0.0021575-0.002286i,0.00071462-0.0032554i,0.00014423-0.0024384i,0.00030901-0.00095782i,3.5991e-05-0.00042196i,-0.0002082+2.6592e-05i,2.3817e-05+0.0001056i,-0.00067989+0.00056544i,-0.0012196+0.00070455i,1.775e-05-0.00018193i,-0.00022985-0.00053723i,-0.00089193-0.00014921i,-0.00081084+0.00028188i,-0.00051501+0.00033758i,0.00045262+0.00049927i,3.7386e-05+0.00079383i,-0.00087981+0.001066i,-0.00035445+0.00098152i,0.00036894+0.00024639i,0.00020234-0.00034024i,0.00052743-0.00048365i
0.00094387+0.0020914i,0.0027886+0.0024723i,0.0029027+0.0013064i,0.0023677-0.00039084i,0.0023029-0.0018653i,0.0019512-0.0020456i,0.0013412-0.0011871i,0.00045973-0.00066421i,-0.00048294-0.00079847i,-0.00064037-0.00046779i,-0.00059042-0.00022252i,-0.0011094-0.00050169i,-0.00118-0.00053422i,-0.00063058-0.00041081i,-5.9457e-05-2.4388e-05i,4.2868e-06+2.591e-05i,-0.0002851+8.0116e-05i,-0.00053288+0.00048895i,-0.00027557+0.00024615i,-0.0001845+0.00024445i,-0.00086188+0.00077561i,-0.00061986+0.0010381i,0.00038664+0.00048063i
0.00067815-0.00012944i,-0.00015074-0.00031858i,-0.00039606-0.0014053i,-0.00079006-0.0014069i,-0.00060434-0.0009013i,9.8468e-05+0.00049752i,0.00020808+0.00078373i,0.00019501-0.00070673i,0.000695-0.0010814i,0.00071748+0.00012638i,0.00032689+0.0013911i,0.00027545+0.00057556i,-0.00026783-5.1132e-05i,-0.00098389+0.0007223i,-0.00053422+0.00086361i,0.00027765-0.00025456i,0.00042725-0.00061601i,0.00030076-0.00025498i,5.1625e-05-0.00044701i,8.632e-05-0.00057468i,-0.00015859-0.00028178i,-0.00046028-0.00048408i,-0.00028781-0.00060032i
-0.00062844+0.00069089i,0.0012038+0.0011664i,0.0021832+0.00079327i,0.0013761-0.00024186i,0.00079362-0.0013011i,0.0012397-0.0018556i,0.0014432-0.0010698i,0.001094+0.00018739i,1.8263e-05+0.00022507i,-0.0002678-0.00045441i,0.00031361-0.00083957i,-0.00030693-0.00080047i,-0.0012023-0.00044981i,-0.00084515-0.00022793i,-0.0011126-0.00027527i,-0.0012771-0.00020105i,-0.00037731-5.5376e-05i,0.00045483+0.00040213i,-0.00020439+0.00058025i,-0.00092632+0.00068324i,-0.00029174+0.0005318i,0.00075117+0.00019291i,0.00079143+0.00030807i
-0.0011233-0.0012301i,-0.00033228-0.0017795i,0.00031552-0.0019962i,-0.00018007-0.001093i,-0.00081682-0.0011641i,-0.00026399-0.0011411i,0.00041244-0.0005305i,0.00067565-0.0011928i,0.00067628-0.001474i,-0.00015323-0.0016088i,-0.00038519-0.0013133i,-0.0006732-9.3322e-05i,-0.00069667+2.022e-05i,0.0001844-0.00098466i,0.00059559-0.00094571i,-0.0004664+4.5963e-05i,-0.00056134+0.00070443i,5.3229e-05+0.00079511i,1.8458e-05+0.0011471i,-0.000856+0.0014578i,-0.00076168+0.0015425i,5.3887e-05+0.0011367i,0.0004885+0.00019641i
9.9827e-06-0.00030807i,0.0010488-0.00021081i,0.0026811-0.00026766i,0.0025309-0.0012339i,0.0018089-0.0016554i,0.0010348-0.0015037i,0.00093091-0.0015397i,0.00086479-0.0010413i,0.00035289-0.00049474i,-0.00017203-0.00034867i,-0.00020683+0.00016399i,-0.00083246+0.00029047i,-0.0014323+0.00082668i,-0.001368+0.00059926i,-0.00057993+0.00020373i,-0.00025795+0.00063237i,-0.00034912+0.00029081i,-0.00037526+0.00034799i,-0.00068304+0.0012202i,-0.0010974+0.00067938i,-0.00096103-0.00024101i,-0.00051382-0.00053835i,7.8948e-05-0.00028264i
-0.00044359+0.0014584i,-8.9252e-05+0.0015104i,0.0012197+0.0013174i,0.0019181-0.00033828i,0.001469-0.0011158i,0.00079941-0.0013524i,0.00024039-0.0016714i,-0.00039626-0.0007303i,-0.00013162+7.5641e-05i,6.7402e-05-0.00013702i,0.00013282-4.6294e-05i,-5.8697e-05-4.8194e-06i,-0.00036658+0.00040014i,-0.00028459+0.00012041i,0.00020427-0.00028192i,0.0003403+7.9346e-06i,-0.00023484+4.7861e-05i,-0.00071593+0.0006178i,-0.00045279+0.0013358i,-0.00062249+0.0014026i,-0.00079245+0.00038171i,-0.00023927-0.0003072i,4.3442e-05-0.00028491i
0.00030892-0.0016787i,0.00010696-0.0011595i,-0.00056176-0.00031248i,0.00015585-0.0001381i,-1.6495e-05-4.9398e-05i,-0.00051696+3.1398e-06i,5.4535e-05-0.00094358i,0.00051465-0.00043508i,0.0009488+0.00036184i,0.00062718-0.00021417i,0.00010853-0.00024135i,-0.00034771+0.00064379i,-0.00052153+0.0011786i,-0.00026238+0.00067095i,-0.00010855-8.8089e-05i,-0.00012959-0.00022224i,9.7679e-05+0.00060479i,0.00012627+0.00069691i,-0.00037721+0.00016997i,-0.00069239-0.00011055i,-0.00014872+0.00013062i,0.0007013+0.00026812i,0.0011656+0.00016603i
-0.0018606+0.00070057i,-0.0015907+0.00061475i,-0.00048054+0.00031856i,0.0012659+3.4391e-05i,0.0022896+0.00015288i,0.0021394-0.00065359i,0.0013814-0.0012048i,0.00042552-0.00071691i,-9.7964e-05-0.0005816i,-7.4847e-05-0.00012686i,-0.00029838+0.00083684i,-0.00087241+8.3083e-05i,-0.0011196-0.00088015i,-0.0010025-0.00078105i,-0.00028799-0.00059146i,-0.00017238+0.00016783i,-0.00013503+0.00090232i,0.00052416+0.00058364i,-0.00043869-6.7625e-05i,-0.0011178+0.00010856i,-0.00023263+0.00011257i,0.00092089-0.00057907i,0.00076093-0.00099713i
-0.0015813-0.00015273i,-0.0010283-0.00045838i,0.0011025-0.00067208i,0.0021746-0.0012007i,0.0018447-0.0016903i,0.0011616-0.0018195i,4.5111e-05-0.0014521i,-0.00048274-0.0010067i,-0.00010078-0.001422i,0.00049077-0.0010399i,0.00022596+0.00014059i,-0.00023477+0.00036549i,-0.0010366+7.2312e-05i,-0.0013672+4.8509e-05i,-0.00051421+0.00023052i,-3.9861e-07+0.00051116i,0.00034876+0.00026469i,0.00069712-5.3155e-05i,0.00053181-0.00013276i,0.0002831-0.0005074i,5.3305e-05-0.00053444i,-5.9826e-05+4.1738e-05i,0.00010549+2.8149e-05i
-7.6603e-05-0.001123i,0.00051076-0.00084265i,0.00094806-0.0015412i,0.00099499-0.001465i,0.00020648-0.0012255i,-0.0012496-8.7003e-06i,-0.0010256+0.00085155i,-0.00025393+3.2115e-05i,4.2147e-05-0.00013725i,0.00020384+0.0004444i,0.00031687+0.0011923i,-8.1064e-06+0.0010333i,-0.00065423+0.00046796i,-0.00061918+0.00027833i,-0.00024605-4.6823e-05i,-4.2347e-05-6.8612e-05i,-0.00046707+2.154e-05i,-0.0012024+0.00050631i,-0.00047139+0.0013054i,0.00012495+0.00093057i,-1.5263e-05-0.00014368i,-0.00058456-0.0004336i,-0.00011517-0.00012461i
-0.00040833+0.00037542i,3.2896e-05-0.00079488i,0.0014977-0.00078482i,0.0025156+0.00016919i,0.0028249-0.00067711i,0.0021092-0.0015278i,0.00077062-0.0014699i,0.00030283-0.00054994i,0.00037985-0.00014996i,-0.00025118-0.00037907i,-0.00064085+0.00059371i,-0.00042221+0.0008396i,-0.00077442-0.00096353i,-0.00041844-0.0010727i,0.00070962+0.00037254i,0.00015894+0.00038808i,-0.00074464+9.304e-05i,-0.00086231+0.00060871i,-0.0011407+0.00064209i,-0.0012512+0.00075028i,-0.00036361+0.00040808i,0.0002605-3.3523e-05i,0.00014795+0.00026797i
-0.00079693+0.00017111i,-0.00062153-0.00024695i,-0.00038242-0.00072299i,0.00014003-0.0018635i,0.00089143-0.0018813i,0.00077617-0.0015564i,0.00018735-0.0013207i,0.00056101-0.00090375i,0.00030565-0.00052911i,-0.00038633+0.00020895i,-0.00070894+0.00046727i,-0.00080989+0.00021604i,-0.00057845-0.00030165i,-0.00087805-0.00013334i,-0.0010034+0.000761i,-0.00071795+0.00080813i,-0.00048747+0.00026138i,-0.00031971+0.0007391i,-0.00063562+0.0006615i,-0.00026972-2.9745e-05i,0.00013062-0.00051959i,-9.1319e-05-0.00024159i,0.0003271+0.00046119i
0.0025213+0.00036255i,0.0027074-0.0013978i,0.0028755-0.0029379i,0.0030804-0.0021142i,0.0020532-0.0010238i,0.00054757-0.0012366i,-0.00016047-0.00049795i,0.00010401+0.00019009i,0.00098037+0.00029066i,0.00063606+0.00025098i,-0.00068457-0.00036479i,-0.0012976-0.0010907i,-0.0011219-0.00040342i,-0.00077755+0.00039208i,0.00015672+7.2865e-05i,0.00040719-0.00012126i,0.00012972-0.00017089i,0.00014128-0.00046921i,5.6522e-05-0.00033509i,-9.4685e-05-0.00046211i,-0.00059665-0.00045256i,-0.00028491-0.00015521i,0.00080523+0.00052955i
0.00033798+0.0028568i,0.0010979+0.0038394i,0.0015439+0.0025529i,0.00083428+0.00065954i,0.00057065-0.00034783i,0.0010457-0.00096451i,0.00058294-0.00084229i,-9.4375e-05-0.00069102i,-0.0006719-0.0012113i,-0.00067074-0.0014487i,-0.00061329-0.00034864i,-0.00031607+0.00074612i,-4.6038e-05+0.00041431i,-0.00027455+0.00025939i,-0.00023975+0.00073202i,-0.00016907+0.00061137i,-0.00039465+0.0004952i,-0.00026876+0.00026225i,-0.00013892-0.00029471i,0.00012831-0.00022087i,0.00032097-7.9914e-05i,0.00027055-8.5835e-05i,0.00037753+1.6177e-05i
-0.00057608-0.0012068i,-0.00059533-0.0021089i,0.00020627-0.0027781i,0.00038279-0.0021744i,-5.3647e-05-0.00069248i,0.0004043+0.00073962i,0.00075441+0.00031735i,0.00059342-0.00061828i,-0.00031027-0.00077761i,-0.00092256-0.00049954i,-0.00098242+8.1727e-06i,-0.00058531+0.00028106i,9.2563e-05-0.00024587i,8.3303e-06-0.00053795i,-0.00021195-0.00033163i,-0.00027467-0.00074473i,-0.00069359-0.00080022i,-0.00054272-0.00026908i,-0.00025813+0.00032587i,-0.00032473+0.00062564i,7.1341e-05+0.00034755i,0.00057316+5.4904e-05i,0.00013798-0.00030521i
-0.00015428+0.0016399i,0.0016516+0.00082628i,0.0036036-0.00040185i,0.0033211-0.0010832i,0.0024445-0.0013456i,0.0021438-0.0018376i,0.0018801-0.0011465i,0.0017869-0.00036156i,0.00080665-0.00043777i,-0.00031739-0.00058004i,-0.00084686+7.2636e-05i,-0.0013484-0.00017602i,-0.0013609-0.00043662i,-0.0011707-0.00016526i,-0.00089275+0.00014139i,-0.00077219+0.00028186i,-0.0006013+0.00022169i,-0.00065764+0.00032285i,-0.00024143+0.00018835i,0.00020644+0.00051593i,0.00033416+0.00053102i,0.00093741-0.00049811i,0.00078625-0.00063914i
-0.0014059+0.000429i,0.00069757-9.4818e-05i,0.0022226-0.0010861i,0.0019656-0.0025415i,0.00054104-0.0031566i,0.00035105-0.0012737i,0.001679+8.7117e-06i,0.0018422+0.00011479i,0.00054847-0.00046575i,-0.00061345-0.00071036i,-0.00015781-0.00032772i,0.00074824-0.00010764i,0.00036203+0.00075545i,-0.00019209+0.00098649i,-0.00077967+0.00015558i,-0.00038836-4.2316e-05i,0.00016475-0.00043936i,0.00018804-0.00042114i,-0.00041385-0.00023294i,-0.0001023-0.00064687i,0.00078134+7.9053e-05i,0.00037028+0.00040321i,0.00042467+2.8812e-05i
