0.00031094-0.00030164i,-0.00011129-8.8678e-05i,-0.0023782+0.00033819i,-0.0026654-0.00043541i,-0.0017844+0.00075308i,-0.0014372+0.0022579i,-0.0004494+0.0025943i,0.00043672+0.0018223i,0.00071193+0.0007333i,0.00032865-0.00024042i,0.00021529-0.0011193i,0.00051034-0.0013045i,0.00048364-0.00053813i,0.00043645-4.8276e-06i,0.000118+0.00032364i,0.00045486+0.00019726i,0.00085842-3.1236e-05i,0.00016513+0.00015715i,-0.00041923+0.00066927i,-0.00065018+0.00083693i,-0.00022677+0.00030125i,0.00022376-0.00043291i,0.00028378-0.00038703i
-0.00051909-0.00094933i,-0.0014503-0.0014507i,-0.0022472-0.00042329i,-0.0020009+0.00043294i,-0.00050788+0.0001529i,-3.1479e-05+0.00083064i,0.00020501+0.0010834i,0.0007942+0.00038887i,-0.00013956-0.00010093i,-0.00065448+2.3203e-05i,-0.00026181+0.00069653i,0.00016418+0.00061452i,0.00094477-6.1297e-05i,0.0009431+0.00043488i,0.00028087+0.00067544i,0.00039896-0.00036945i,0.00056745-0.00068149i,0.00016695+0.00025697i,-0.00080673+0.00013488i,-0.00092899-0.00029742i,-0.00022353-0.00074606i,5.45e-06-0.00060978i,0.00022844-0.00026335i
0.00025218-0.0021654i,-0.0011494-0.0037829i,-0.0021146-0.0028009i,-0.0020855-0.00020777i,-0.001415+0.0013152i,-0.00067632+0.00093465i,0.00085721+0.0002521i,0.0012186-0.00028081i,9.0424e-06-0.00038306i,-0.00081667-3.6423e-05i,-0.00030132-0.00039669i,7.0358e-05-0.0009505i,-9.2541e-05-3.4198e-05i,-0.00022595+0.0010366i,-0.00015306+0.00067291i,0.00016006+4.2602e-05i,-0.00058528-3.5251e-05i,-0.00049997+0.00015359i,0.00041582+0.00038934i,-1.8196e-06+0.00014815i,-0.00029291-0.00025651i,-0.00027165-2.8431e-05i,-0.00049325+0.0001869i
-2.619e-05+0.00072916i,4.5059e-05+0.0012899i,0.00032297+0.0010768i,-0.00030088+0.00098136i,-0.00031396+0.00096077i,0.00059512+0.00062141i,0.00014577+0.00011072i,-0.00066575-0.00015733i,-0.00068057-0.00016667i,-0.00020463-0.00088009i,0.00031938-0.00080596i,0.0003462-0.00023555i,-6.459e-05-0.00064527i,-0.00063412-0.0010658i,-0.00015494-0.0013277i,-4.4462e-05-0.00081619i,-0.00071381+0.00028852i,-0.00066072+0.00031886i,-7.3217e-05+7.1545e-05i,-4.4081e-05+0.00013969i,6.6509e-05+0.00063376i,-3.0941e-05+0.001003i,-0.00048978+0.00063967i
-0.0016018-0.0020313i,-0.0026229-0.0019581i,-0.0032124-0.00096688i,-0.0026628+0.00087675i,-0.0015403+0.0015283i,-4.2332e-05+0.0012566i,0.00035256+0.00062778i,-8.4961e-05-0.00062237i,-0.001114-0.00098636i,-0.0012252-0.00034813i,-0.000645+6.3417e-05i,0.00023679+2.401e-05i,0.0011205+0.00081966i,0.0006722+0.00069732i,-0.00021744-0.00031888i,-0.0001436-0.00078952i,0.00099352-0.0008702i,0.0017432-0.00074616i,0.0011013-0.00049065i,0.00039226-0.0010305i,9.5492e-05-0.0012892i,-2.6591e-05-0.00070454i,0.00013645-0.00010024i
-0.0010392-0.0035823i,-0.0015321-0.0018993i,-0.0019743+0.00031487i,-0.0013469+0.00080028i,-0.00067408+0.00064047i,0.00025827+0.00043665i,0.0013097-0.00025781i,0.0010492-0.00087499i,-2.6101e-05-0.0012216i,-0.00069932-0.00080259i,-0.00088175-1.1683e-05i,-0.0005911+0.00081269i,-0.00018679+0.0010346i,0.00010531+0.00031363i,0.0006883-1.6023e-05i,0.0011894+0.00041967i,0.00087416-0.00044478i,0.00077076-0.00066397i,0.00080779-0.00079997i,0.00065748-0.0011877i,4.464e-05-0.00095841i,-0.00022721-0.00024981i,-0.00023194+0.0011049i
0.00042742+0.0010136i,-0.00026017+0.00081086i,-0.00080883+0.00071789i,-0.00068759-0.00011028i,-0.00018791-2.3508e-06i,-0.00037338+0.00017956i,-0.00024176-0.0006326i,0.00068678-0.00059905i,0.00013374-0.00048942i,-0.00038771-0.00051212i,0.00016719-0.00070247i,-0.00050614-0.00057443i,-0.00083679+0.00011904i,-0.00051394-8.4741e-05i,-0.00017313-0.00047711i,0.00018729-0.00045901i,9.9469e-05-2.665e-05i,-0.0003018+0.00041538i,0.00046396+0.00058883i,0.00098727+0.0008324i,0.00086168+7.6185e-05i,0.0008433-0.00018821i,0.00017484+0.00027389i
-0.002333+0.00015247i,-0.001944+0.0014857i,-0.0023559+0.0021656i,-0.0019435+0.0013324i,-0.00048815+0.00043681i,0.00030511-3.3826e-05i,0.00034214-0.00019585i,-0.00037204-0.00039117i,-0.00077192-0.00050156i,-0.00029265-0.00015142i,0.00028342-0.00022589i,4.3115e-05-0.00021014i,0.00033449-0.00019657i,0.00062521-0.00018965i,7.9864e-06+8.623e-05i,-0.00029767-0.00015372i,-0.00013833-0.00032369i,-0.00015724+0.00024408i,-5.6587e-05+0.00042721i,3.8324e-05+0.00064487i,0.00024431+0.00036521i,0.00048014-0.0010602i,0.00026981-0.0011703i
-0.00075371+0.00023008i,-0.0023106+9.2643e-05i,-0.0019271+0.0003433i,-0.00030709+0.0012903i,0.00024251+0.0019277i,0.00055346+0.0018956i,0.00071967+0.00068771i,0.00014816-0.00036263i,-0.0001921+3.3822e-05i,2.8855e-05+4.9916e-05i,0.00022044-0.00081554i,-0.00028868-0.00047518i,1.8458e-05+0.00094661i,0.00061619+0.0011038i,0.00014927+0.00045281i,-5.6801e-05+0.00037357i,6.8722e-05+2.2709e-05i,0.00054264+0.00018855i,0.00025207+0.00057339i,-0.00054843+0.00017664i,-0.00058602+0.00030411i,0.00018119+0.00089255i,0.00072908+0.00099847i
-0.00013503+0.00017282i,-0.00061625-0.00080308i,-0.00095034-0.00031235i,-0.00049758+0.00029346i,0.00028694+0.00074334i,0.00049436+0.0013019i,0.00077488+0.0010833i,0.00034174-8.6521e-05i,-0.0006781-0.00036728i,-0.001215+0.00054982i,-0.0011399+0.00066543i,-0.0010976+0.00031906i,-0.00041391+0.00011123i,0.0002459-0.00051037i,-0.0001074-0.00064202i,0.00010486-0.00064963i,0.00042457-0.00057784i,-0.00025103-0.00046648i,-0.0008596-0.00076358i,-0.00035723-0.0010422i,-0.00053683-0.00045731i,-0.00091629-1.2223e-05i,-0.0010509-0.00012032i
0.0014745-0.0016027i,0.00019931-0.0013175i,-0.00089518-0.00099336i,-0.00094671-0.00037383i,-0.00096696-0.00015038i,-0.00069578-0.00044025i,9.9444e-05-0.00029512i,0.00029284-0.00067746i,0.00028531-0.0012119i,0.00058502-0.00074051i,0.00027627-6.6381e-05i,-0.00042231+0.00017811i,-1.3834e-07+0.00067511i,0.00045309+0.0006167i,-0.00031754+0.00063005i,-0.0010845+0.00021131i,-0.00066966-0.00043743i,-0.00028147+0.00015672i,-1.9481e-05+8.0106e-05i,0.00084339-0.00041501i,0.00072066+8.6287e-05i,-0.00010493+0.0011091i,-0.00024546+0.00086617i
-0.00042513-0.0025564i,-0.0013427-0.0014474i,-0.002669+0.00049188i,-0.0020712+0.0011901i,-0.0010218+0.0016081i,-0.00020622+0.001335i,0.00011208+0.00038552i,-0.00027275-0.00049933i,-0.0010926-0.0004564i,-0.00073322-0.00021002i,0.00070711+0.00030786i,0.0017022+0.0012811i,0.0013407+0.0015861i,0.00011807+0.0015535i,0.00024365+0.0015968i,0.00039355+0.0013687i,-0.00011257+9.3316e-05i,-0.00045163-0.00022965i,-7.3154e-05+0.00028325i,0.00060025-0.00038603i,0.00030679-0.00046579i,0.00021237-0.00062631i,0.00042701-0.00023632i
0.00061407-0.00050266i,0.00042528-0.00070526i,-0.00093166-0.0014245i,-0.0010477-0.0020402i,-0.00019202-0.002293i,-0.00016948-0.00096993i,0.00016415+0.00024331i,0.00029683-0.00020554i,-0.00014941-0.0003474i,-0.0007776-0.00046664i,-0.00038682-0.00041388i,3.4632e-05-1.914e-05i,-0.00078371+0.00030138i,-0.0009887-0.00019529i,-0.00032084-0.00018799i,-3.0846e-05+0.00082503i,-0.00021253+0.00058992i,-0.0001947+0.00017916i,-0.00012034+4.5259e-05i,-0.00036826-3.25e-05i,0.00010635+0.00019651i,0.00072259+9.2327e-05i,0.00066771+0.00012753i
-0.00097422-0.0017517i,-0.0013347-0.0010975i,-0.0018739-4.994e-05i,-0.0018509+0.00082976i,-0.00083146+0.00046504i,-0.0002729+0.00046276i,-0.00017955+0.00054475i,-0.00035147-0.0004948i,-0.00088602-0.00083733i,-0.00075539+3.612e-05i,-0.00017069+0.00037805i,0.00011717+0.00061302i,-0.00023276+0.00031137i,-0.0004768-3.9528e-05i,-0.00012499+0.000458i,0.00041092+0.00093537i,0.0003561+0.00059301i,0.00030714+0.000492i,0.0008132-9.0403e-06i,0.0013489-0.00034419i,0.0014029+0.00016435i,0.001242+0.00052351i,0.0004737+0.00046499i
0.00017725-0.0013253i,-0.00010176-0.00067732i,-0.00096525+0.00026089i,-0.0011021+0.00059748i,-0.00072778+0.00033009i,-0.00037643+0.00022166i,0.00061022-7.0216e-05i,0.00058376-0.00030933i,-0.00063159-0.00062651i,-0.00080963-0.00034069i,0.00020872+0.00030068i,0.00081265+0.00044549i,0.00068388+0.00064644i,0.00069475+0.00014006i,0.00064191-0.00058149i,0.00035918-0.00070821i,-0.00018018-0.00033337i,-0.00032568+0.00012251i,-0.00030894+0.00020208i,-0.00051443+0.00022207i,-0.0011417+3.0236e-05i,-0.00092091+0.00012402i,0.00026729+0.00028205i
-6.0731e-06+0.0006402i,-0.0015857-0.00018302i,-0.002615+0.00026779i,-0.0018166+0.0015481i,-0.0017736+0.0018915i,-0.0016156+0.00097937i,-0.0010077-3.8728e-05i,-0.00097756-0.00017139i,-0.00083619+0.00010301i,-0.00012283+0.00088358i,0.00048678+0.00089681i,0.00013401+0.0003454i,-0.00027418-9.5482e-05i,-8.5181e-05-0.00018221i,0.00037278+7.8415e-05i,0.00015887+0.00027294i,-0.00027832+7.1094e-06i,0.0001489+4.863e-05i,0.00026594+4.0693e-05i,-0.00032629-0.00021053i,0.00022622-0.00052544i,0.00025548-0.00052965i,1.5876e-06+0.00020545i
-0.0005238+0.0029775i,-0.00060466+0.0021187i,0.00019933+0.0012433i,0.00096706+0.00067122i,0.001055-6.6019e-05i,0.00044742-0.00053596i,9.3513e-05-0.00036188i,0.00029145-0.000607i,-3.2511e-05-0.00051333i,-0.00083007+0.00037331i,-0.0011613+0.00071872i,-0.00039141+3.8707e-05i,0.0010242-0.0008175i,0.0011164-0.00074092i,0.00049954-0.00066168i,-0.00010559-0.00061128i,9.9291e-05-0.0006374i,0.00081841-0.00075024i,0.00050873+0.0001565i,-0.00037872+0.00092699i,-0.00052494+0.0014791i,-0.00052303+0.00088117i,-0.00056172+0.00042898i
-0.00029059+0.0012195i,-0.0010502+0.0011942i,-0.0006832+0.001251i,0.00029572+0.00089006i,-8.2039e-05+0.00084052i,-0.00047586+0.0010105i,-7.2617e-05+0.00037516i,0.00012377-4.8131e-05i,-2.764e-05-0.00019989i,0.00044419+8.8445e-05i,0.00090772+0.00021428i,0.00013324+6.6737e-05i,-7.3403e-05-0.00025971i,-0.00022325-0.00077781i,-0.00061694-0.0011252i,-8.0435e-05-0.00032591i,0.0002599+0.0003848i,0.00029206+0.00011041i,0.00013892-0.00012375i,-0.00025947+0.00012267i,-0.00030442+0.0004756i,-0.00039474+0.00046019i,-0.00067041+0.00021615i
-0.00084388-0.0013216i,-0.0014039-0.0011709i,-0.001865-0.00086677i,-0.00092853-0.00057721i,-9.7768e-05-0.00013662i,8.1976e-05+0.00034475i,0.00053381-5.6057e-05i,0.00088436-0.0009103i,6.0122e-05-0.00043154i,-0.0006026-5.9367e-06i,-0.0001731-0.00050593i,-0.00028944-0.00051288i,0.00036622-3.7061e-05i,0.00085007+0.00033271i,0.00069565+0.00012337i,0.0004623+0.00027886i,0.00062892-0.00011192i,0.00090505-0.00034362i,0.0013521+0.00048636i,0.00094163+0.00037418i,0.00014744+0.00047116i,-0.00032861+0.00029658i,-8.4277e-05-0.00013401i
-0.0021272-0.0011882i,-0.0026547-0.00066157i,-0.002886+0.00063898i,-0.0025045+0.0015598i,-0.0010839+0.0013133i,-0.00053433+0.0010544i,-0.0010375-9.4465e-05i,-0.0008902-0.001133i,-0.00018392-0.0011287i,0.00011556-0.0011155i,0.00058475-0.0010214i,0.0010963-0.00086467i,0.00087348-0.00038073i,0.00070746-2.3262e-05i,0.0011851+0.0005233i,0.00091151+0.00098726i,9.4679e-05+0.00051899i,-0.00011899-0.00039542i,-0.00062141-0.0012956i,-0.001416-0.0014607i,-0.00093704-0.00048713i,-0.00077249+0.00028485i,-0.00090842+0.00051969i
-0.00085145-0.0015697i,-0.00078971-0.00079164i,-0.00076292+6.0455e-06i,-0.00052058+0.0010354i,7.4168e-05+0.0012788i,0.00020243+0.00073056i,-9.8107e-05+0.00030437i,0.00029164-0.0001751i,-1.9698e-05+6.4353e-05i,-0.00015848+0.00024074i,0.00040455-0.0004528i,-4.8267e-05-0.00073019i,-0.00066284+8.5737e-05i,-0.00094622+0.00089174i,-0.00015058+0.00085985i,0.00095333+5.1553e-05i,0.0010143-0.00060605i,0.00019119-0.0010149i,-0.00050446-0.00058768i,-0.00069988+0.00015333i,-0.00040168+0.00041235i,-8.8383e-05+0.00021321i,0.00022712-0.00022059i
0.0010045+0.00040971i,2.9817e-05-0.00032895i,-0.0010696-0.00098099i,-0.0014958-0.00018472i,-0.0014146+0.0004024i,-0.00097592+0.00088929i,-0.0003784+0.00084885i,-0.0007323+0.00010479i,-0.00087704-0.00024246i,-0.00054178-0.00030106i,-0.00057961-0.00015776i,-0.00066742-0.00038832i,-0.00052944-0.00045029i,-0.00028532-0.00011897i,0.00048453+0.00015837i,0.0012248+0.00013736i,0.00030789+0.00075086i,-0.00057233+0.0010168i,-7.4963e-05-0.00011721i,0.00033522-0.0007556i,0.00060717-0.00045181i,4.4866e-05-0.00030042i,-0.00028271-2.7123e-05i
0.0015163+0.00054684i,0.00083207+0.00040057i,0.00025124+0.00020503i,0.00020303-0.0004739i,0.00033272-0.00085209i,-0.00047679-0.00062192i,-0.00053647-0.00053413i,-0.00022849-0.0010842i,-1.4188e-05-0.00047071i,0.00043358+8.7603e-06i,0.00023432-0.0007004i,0.00013996-0.00012418i,-0.00051673+0.00082543i,-0.0010457+0.0011998i,-0.00047163+0.001161i,0.00010671+0.0010379i,0.00031101+0.0008332i,0.00049258+0.00071497i,3.2885e-05+0.00063273i,0.00037412+0.0010128i,0.00045432+0.00084864i,0.00019575+0.00029259i,0.00070758+0.00043097i
0.0013189+0.0023726i,0.00061692+0.0021784i,0.00024283+0.0017515i,7.5474e-05+0.00059383i,7.9419e-05-0.00074028i,-0.00063047-0.0015973i,-0.0010158-0.0016211i,-0.00048947-0.001126i,-0.00041339-8.845e-05i,-2.4331e-05+0.00015255i,0.0002432-0.00019034i,0.00029813+6.1402e-05i,0.0010793-5.195e-05i,0.001223-0.00020561i,0.00039527-0.00021941i,-0.00017621-0.00058488i,-0.0003257-0.00069022i,7.4646e-05-0.00090441i,0.00046168-0.00050053i,5.2848e-05+0.00055112i,-0.0006685+0.00066312i,-0.0005955-0.00011004i,-0.00031139-0.00031265i
0.00018762+0.0011571i,-0.00010298+0.0011303i,-0.00027375+0.00046707i,-0.00041717+0.00048795i,-0.00017855+0.00021317i,-2.465e-05+0.00017855i,-0.00042757-0.0001159i,-5.4321e-05-0.00062503i,0.00043973-0.00088147i,-9.9873e-05-0.00051936i,4.6022e-05-0.00029844i,0.00043012-0.00050431i,0.000334-0.00044272i,0.00025109-0.00049869i,0.00027891-0.00036265i,0.00039643+8.1833e-05i,0.00045537-0.00011612i,0.00036434-0.00040418i,-0.00016474-0.00047761i,-0.0002388-9.1898e-05i,0.00026932+0.00016748i,0.00037634+0.00015355i,-3.5143e-05+0.00034886i
-0.0012613-0.001836i,-0.0018316-0.0018777i,-0.0017522+0.00060897i,-0.0016204+0.0017565i,-0.0011207+0.0010945i,-4.2126e-05+0.00092529i,0.00043797+0.00058538i,-0.00015564+0.00018814i,-0.00045319-0.0009231i,0.00026098-0.00058569i,0.00044028-0.00013497i,-5.7854e-05-0.00023495i,9.2757e-05-6.687e-05i,0.00068489+0.00037729i,0.00073335+0.00035935i,0.00047145+5.5835e-05i,-0.00036644-9.4364e-05i,-0.00038271+5.0116e-05i,-1.17e-05-3.213e-05i,-0.00024842-0.00034797i,-0.00023302-0.00024583i,-0.00035392-0.00023843i,-0.00075044-0.00029066i
0.0010204-0.0020496i,-0.00065967-0.0013893i,-0.0020881-6.134e-05i,-0.0021786+0.00013974i,-0.0021005+0.00042073i,-0.0015147+0.0014025i,0.00011697+0.00070331i,0.00092691-0.00026772i,0.00038239-0.00031455i,-0.00060281+7.0981e-05i,-0.0007246+0.00039469i,0.00026314+0.00021073i,0.00052829+0.00012141i,0.00041749+0.00029175i,9.4447e-05+0.00092643i,-0.00046914+0.00030597i,-0.00063327-0.00037405i,-5.8874e-05+1.2356e-05i,0.00035765+0.00018143i,0.00021399-0.0001015i,-0.00032256-0.00053267i,-0.00064358-0.00026216i,-2.9546e-05+0.00039004i
-2.3616e-05-0.0022414i,-0.00090036-0.0020017i,-0.001171-0.0017558i,-0.0015986-0.00070708i,-0.0014962+0.00035266i,-0.00027875+0.00030122i,0.00055962+0.00045119i,0.00049376-0.00062553i,0.00061852-0.001647i,0.00040064-0.00078997i,-0.00052163-0.00020833i,-0.000622-0.0002878i,0.00030208-0.0008939i,0.00056872-0.001151i,1.1031e-05-0.0014127i,0.00025839-0.00056798i,0.00054585-5.3632e-05i,0.0006431-0.00064705i,0.00018982-0.00058848i,-0.00018421-0.00029805i,5.4628e-05-0.00027903i,0.00029828-0.00056574i,0.00054549-7.7752e-05i
-0.00025462+0.00045007i,-0.00078751+0.00090012i,-0.0018907+0.0017296i,-0.0021542+0.0016846i,-0.0012884+0.00086079i,-0.00077514+0.0006327i,3.5358e-06-0.00011408i,0.00016711-0.000807i,-0.00097211-0.00065066i,-0.00088878-0.00025563i,-0.0001127-0.00022307i,0.00012493-0.0006783i,-7.0466e-05-0.00080749i,0.00013031-0.00033132i,0.000458+4.685e-05i,0.00029312+0.00026262i,0.00010207+0.00023722i,3.5709e-05-0.00054316i,0.00029697-0.0005304i,-0.00027027-0.00014915i,-0.00024777+0.00012252i,0.00024955+0.00033511i,0.00017709+0.00043236i
-0.00010463-0.00027192i,-0.00047196+8.3587e-05i,-0.0006928+0.001061i,-0.0015573+0.0011893i,-0.0015137+0.00062633i,-0.00079817+0.00012071i,-5.7534e-05+0.00019224i,-0.00039429+8.5275e-06i,-0.00084742-0.00038405i,-0.00049046-5.0795e-05i,-0.00051829+0.00068074i,-0.00015389+0.00021556i,0.00014354-0.00057056i,0.00011054-0.00131i,-0.00022857-0.0012617i,-0.00012899-0.00036337i,0.0002454-0.00031973i,0.00083652-0.00039872i,0.0013067-6.6229e-06i,0.00060947+0.00054263i,5.0904e-06+0.00021559i,0.00037439-0.00046846i,0.00040114-0.00052037i
0.00033728-0.00045305i,-0.00019275-0.00099299i,-0.00039499-0.00020874i,-0.00059424-0.0006673i,-0.00063444-0.00042479i,-0.0010595-0.00026908i,-0.00070907-0.001677i,-0.00024765-0.0017992i,-0.00047664-0.0010647i,-0.00045964-0.00083512i,-0.00034073-0.00043429i,-0.00030166-0.00021162i,6.724e-05-0.00037852i,0.00015325-0.00011366i,0.00040233+0.00021544i,0.00043819+0.00036622i,0.00023563+0.0005422i,0.00025289+0.00033174i,0.00039753-5.2134e-06i,0.00097365+0.00010725i,0.0011834-0.00051715i,0.00079255-0.0011937i,0.00014676-0.00074097i
-0.00098508-0.002014i,-0.0015564-0.0013433i,-0.0018951-0.0002648i,-0.001667-0.00022747i,-0.00045388+0.00012788i,-0.00065754+0.00077752i,-0.00082519+0.00074486i,-0.00053647-2.2882e-05i,-0.00040825-0.00099444i,-0.00023685-0.00097228i,-7.2223e-05-0.00049731i,0.00041463-0.00082636i,0.00062922-0.0010768i,0.0001455-0.00078377i,-8.2683e-05+0.00023242i,-0.00030562+0.0014334i,-0.0010152+0.00064838i,-0.00025656-0.00028645i,0.00077309-0.00017368i,0.00035398-0.00024537i,0.00015919-0.00050855i,0.00087191-0.00078671i,0.0010399-0.00069046i
0.001303-0.0015183i,0.0016963-0.0014096i,0.00060511-0.00058252i,0.00069061-3.6646e-05i,0.00075602+0.0002742i,-0.00029812+0.00071297i,-0.0010119+0.00058149i,-0.0014426-0.0003885i,-0.00099092-0.00059832i,-0.0004199+0.00037771i,-0.00037943+0.00078419i,0.00025433+0.0002451i,0.00035334-0.000382i,-3.2196e-05+0.00017716i,0.00018031+0.00021366i,5.9804e-05+0.00017014i,-0.00018368+9.9663e-05i,-0.00019678-0.0004361i,-0.00010413-0.00045193i,0.00048416-0.00014902i,0.00025413+0.00057547i,8.6486e-05+0.00085065i,0.00078406+0.0004572i
-0.0013927+0.0008623i,-0.0013533+0.0015809i,-0.002019+0.0013878i,-0.0017823+0.00074838i,-0.00117+0.00050429i,-0.00081928+0.00049254i,-0.0006646+0.00043472i,-0.0010217-0.00046145i,-0.0010027-0.0010114i,-0.00057899-0.00051981i,-0.00059876+0.00014739i,8.0503e-05+0.00023613i,0.00065539-0.00022974i,0.00039656-0.00046485i,0.0010497-0.00053801i,0.0010731+0.00040535i,-2.391e-05+0.00058298i,2.0205e-05+0.00063396i,-0.00031646+0.00086866i,-0.00072996+0.00033583i,-0.00035057-5.8607e-05i,-0.00029844+0.00016079i,0.00053184+0.00059847i
-0.0016195-0.00034989i,-0.0013249+9.9237e-05i,-0.0010479+0.00050845i,-9.3564e-05+0.00068559i,0.00046406+0.00067703i,0.0011375-1.1486e-05i,0.0012024-0.00082663i,-4.4979e-05-0.00084752i,-0.00077089-0.00018066i,-0.00036294+0.00033744i,0.00025254+0.00011871i,0.00091627-4.8783e-05i,0.0014693+0.00032327i,0.0010209-0.00015421i,0.00086282-0.0010934i,0.00076594-0.00064846i,0.00017194+0.00024322i,-0.00021673+0.00027307i,-0.00049189-0.00065923i,7.6867e-06-0.00040456i,-9.3102e-05+0.00087055i,-0.00056681+0.00055567i,-0.00027265+0.00041721i
0.00094681-0.0022742i,-1.7865e-05-0.0016636i,-0.001309-0.0010632i,-0.0013287-0.00098488i,-0.0002757+0.0001721i,0.0011444+0.00079765i,0.001287+0.00056924i,0.00035225-0.00035213i,-0.00017051-0.00068475i,7.6441e-05-0.0010584i,-0.00015223-0.00086561i,0.00029167-0.00058811i,0.0013625-0.0001998i,0.0012479+0.00065036i,0.0017522+0.00062412i,0.0019943+0.00071857i,0.0011856+0.00042572i,3.9304e-05+0.00011713i,9.3485e-05+0.00015054i,0.00079008-0.00023219i,0.00010492-7.5909e-05i,0.00011656+0.00030202i,0.00051849+0.00032473i
-0.0017798-0.00084436i,-0.0018176-0.00022616i,-0.0012845+0.00040259i,-0.00068668+0.00055011i,1.6722e-05+0.0007403i,0.0013762+0.00093148i,0.0016151+0.0007278i,0.00066168-0.00018807i,0.00012562-0.00045359i,-0.00026544+7.314e-07i,2.1406e-05-0.0003211i,0.00088496-0.0011988i,0.0012055-0.00043784i,0.00089878+0.00016125i,5.302e-05+0.00015991i,-0.00074171+0.00022524i,-0.00075965+0.00012219i,-0.00033637+0.00033284i,-7.9973e-05+0.00016272i,0.00014912-0.00093069i,0.00014888-0.0011932i,-0.00021004-0.0009291i,-0.00025463-0.00070828i
-0.00096586-0.00024708i,-0.00068801+0.0011947i,-4.4644e-05+0.0015601i,-2.2124e-05+0.0010029i,4.3375e-05+0.00010874i,0.00039258-1.1568e-06i,0.00026078+0.00052541i,9.8286e-05+0.00018397i,-0.00039281-0.00010605i,-0.00077721+0.00013985i,-0.00026874+0.00026743i,0.00041328+0.00050423i,0.00045173+0.0011704i,-5.8012e-05+0.00061156i,-0.00020171-0.00060214i,-0.0003286-0.00073029i,-0.00081189-0.00028042i,-0.00065205-6.7802e-05i,-9.5228e-05+0.0001893i,0.00023875+0.00040254i,-0.00032614+0.00085396i,-0.00018518+0.00090937i,0.00055856-0.00032983i
0.00062622+0.0001092i,-0.0010204-0.00052133i,-0.001984-0.00025557i,-0.0020793+0.00070316i,-0.0014679+0.0009918i,-0.00035831+0.0011453i,0.00026138+0.0007811i,0.00047522+0.00017165i,0.00038472+0.00064715i,-0.00014112+0.00066777i,-4.2548e-05+0.00017374i,0.00059076+0.00030929i,0.00030614+0.00070777i,0.0002151+0.00046412i,0.00046141-0.00031179i,-2.7329e-05-0.00080373i,-0.00026758-0.00079255i,-0.00032951-0.00089162i,-0.00042228-0.00064689i,-0.00058738-0.00010963i,-0.00043706+4.723e-05i,1.9316e-05-0.00050313i,0.00069421-0.00049235i
0.0017692-0.00081048i,0.0011206-0.0011085i,0.00016085-0.00093196i,-0.0012365-0.0005597i,-0.0014265-0.00031229i,-0.00069791+0.00034513i,-1.3223e-05-0.00039708i,0.00057999-0.0010864i,0.00018118-0.00053534i,-0.00079801+8.066e-05i,-0.00085014+0.00028414i,-0.00075137-4.8203e-05i,-0.0010176-0.00050308i,-0.0010823-0.00034445i,-0.0011838-4.9982e-06i,-0.001273+0.00062089i,-0.00075188+0.0013867i,-0.0002002+0.0012103i,-0.00016079+0.00048835i,0.00020064-4.0442e-05i,0.00080566-0.00049385i,0.00081849-0.00070339i,-0.00057226-0.00033345i
0.0011398-0.0018056i,0.00068472-0.00079412i,0.0002125-5.6664e-05i,5.3743e-06-0.00036012i,-0.0004046-0.00025827i,-0.00093782+2.1782e-05i,-0.00099744-0.00033478i,-0.00049886-0.00051798i,-0.00016792-0.0011234i,5.3613e-05-0.0011944i,0.00033801-0.00056654i,-0.00027502-0.00029778i,-0.00053501-0.00051484i,1.1584e-05-0.00084597i,3.029e-05-0.00077462i,-0.00041515-0.00086447i,-0.00010791-0.00098154i,0.00031789-0.00078569i,0.00046229-0.00042982i,0.00038646+0.00032253i,0.00027226+0.0002074i,0.00020913-0.0002502i,-0.00015713-3.6428e-05i
0.00060378-0.0014506i,-0.00027212-0.0010809i,-0.0012028+0.00042006i,-0.0017083+0.00076358i,-0.00090673+0.00076933i,0.00024581+0.00024982i,5.6422e-05-0.00090734i,3.4464e-05-0.0014846i,0.00017099-0.00098311i,0.00020952-0.00076952i,9.2979e-05-0.00080489i,0.00051849-0.00028475i,0.00085376-0.00020412i,0.00097081-0.00020095i,0.0011467-0.00065559i,4.1439e-05-0.0011511i,-0.00090388-0.0011242i,-0.00030363-0.00026876i,0.00033075+0.00060266i,0.00077076+2.0981e-05i,0.000173-0.00046572i,-0.00056387-0.00015508i,-6.833e-05+0.00042952i
-0.0024942+0.0011075i,-0.0030386-0.00034521i,-0.0021033-0.00054574i,-0.00053667+0.0011946i,0.0008166+0.002134i,0.0008434+0.0016374i,0.00052053+0.00061576i,0.00066899-0.00059558i,0.00041533-0.00079233i,0.00037465-0.00081662i,0.00011449-0.00023162i,0.00013175+0.00051828i,0.0007114-0.00017145i,0.00079709-0.0011895i,0.00094355-0.00084991i,0.0007155-1.4565e-06i,0.00029912-0.00050234i,-0.00020006-0.00061473i,-0.00038457+0.00020267i,0.00011265+3.47e-05i,0.00012944-0.00037816i,-0.00012717-0.00025755i,0.00033456+0.00056248i
