0.0034124+0.00019672i,0.0034184-0.0016915i,0.0020708-0.0034664i,-0.0003831-0.0028278i,-0.0021195-0.0017477i,-0.0026011+0.00033666i,-0.0013658+0.001366i,-9.9588e-06+0.0011664i,0.0013713+0.00091867i,0.0012763-4.5357e-05i,0.00077408-0.00055797i,0.00046029-0.00094656i,-0.00039019-0.000574i,-0.00099804-0.00017097i,-0.00085169-0.00065132i,-0.00017422-0.00056245i,2.1037e-05-0.00033048i,-0.00034795+0.00013627i,-0.00078133-0.00036241i,-0.0011778-0.00094027i,-0.00075489+3.6462e-05i,-0.00058029+0.00095067i,-0.0013703+0.00039378i
-0.00015459+0.00037789i,-0.00059082-0.00023936i,-0.00070177+0.00054947i,-0.00093842+0.0015443i,-0.00059307+0.00061453i,0.0012799-0.00024792i,0.0016406+0.00046032i,0.0006853+0.0010475i,0.00051841-1.1617e-05i,0.00063271-0.00059728i,0.00053012-0.00044832i,0.00069934-0.00066173i,0.00055644-1.257e-05i,-0.00057855+0.0004149i,-0.0011302+0.00039734i,-0.00060107+0.00036082i,-7.1072e-05-0.00037655i,-0.00039017-0.00078203i,-0.0010118-0.00062366i,-0.00027349-8.1663e-06i,-1.1181e-06+0.00047254i,-0.00030552+1.3742e-05i,0.0001734-0.00037941i
0.0016985-0.0009155i,0.0016086-0.0014726i,0.0018528-0.0017414i,0.0010821-0.0020608i,6.8076e-05-0.0014113i,-3.798e-05-0.00030175i,0.00018265+0.00063774i,0.00051923+0.00086043i,0.00015044+0.00045126i,0.00019854-0.00013734i,0.00089644+0.0003195i,0.00053062+0.00039315i,0.00032967-0.00018891i,0.00051914-0.00025857i,-0.00020787-0.00052896i,-0.00041177-0.00029937i,-1.7945e-05+0.00017605i,-9.1223e-05-0.00018767i,-0.00061004-0.00018935i,-0.0006485+0.00013528i,-0.00016882+0.00045874i,-0.00018923+0.00061011i,7.0311e-05+0.00015839i
0.0017756-0.00029601i,0.0016832+0.00042555i,0.0010323+0.0010758i,-0.00047777-5.2924e-05i,-0.00027869-0.0011785i,-7.9561e-05-0.00059614i,-3.4787e-05+7.9035e-05i,0.00052007+0.00070579i,0.0013213+0.00073133i,0.0013232+0.00084188i,0.00047695+0.0012955i,9.3472e-05+0.00058539i,-0.00018437+6.981e-05i,-0.00024905+0.00091619i,-0.00030095+0.0012762i,-0.00054005+0.00073859i,-0.0005073-0.00018275i,-3.7146e-05+0.00015586i,0.00047082+0.0012967i,0.00099358+0.00094081i,0.0013568+0.00065687i,0.00078652+0.0001932i,0.0004231-0.00036979i
-0.0001759+0.00016632i,-0.00042911+9.7732e-05i,0.0013446+5.6886e-05i,0.0017963-0.00055593i,0.00090737-3.9449e-05i,0.00029661+0.0012652i,0.00054043+0.001023i,0.00070392+0.00023652i,0.00015997-0.00010957i,-4.0499e-05+0.00013425i,-0.00011321+0.00042889i,-0.00018578-0.00045072i,0.00031077-0.00065825i,-0.00045918+2.9498e-05i,-0.0011696+0.00057765i,-0.0008517+0.00039566i,-0.00029601+0.00019453i,-0.00029488+0.00021775i,-0.00010698-0.00036656i,0.00011848-0.00054344i,-9.1989e-05-0.00032478i,-0.00016919-0.0001524i,0.00032903-0.00058222i
0.0012936+0.0021248i,0.00079369+0.0013527i,0.00076883+0.00071417i,0.0011795+0.00017619i,0.002333-0.00056731i,0.0027215-0.00051037i,0.0010603+0.00013283i,-0.00034502+2.5848e-05i,-6.3015e-05+0.00017655i,0.00060806+0.00048947i,0.00036345+0.00023696i,0.00030486-0.00056472i,0.00043859-0.00080786i,-2.4693e-06-0.00052749i,-0.000352-0.00034084i,-0.00034037-0.00058948i,0.00016243-0.00063834i,0.00034853-0.00023833i,0.00023512+0.00010016i,-3.9253e-05+0.00013378i,-0.0001703+0.00024398i,-0.00042489+0.00071661i,-0.0011044+0.00062446i
-0.00053444-0.00020573i,-0.0003103-0.00010351i,1.7906e-05+0.00054352i,0.00016212+0.00088199i,0.00076605+0.00065057i,0.0017105-0.00031378i,0.00078835-0.00099659i,-0.00017811-2.5391e-05i,0.00021089+0.00064498i,0.00042491+0.00020302i,0.00079455-0.00012652i,0.00078941-0.00061466i,0.00086021-0.0006464i,0.0010637+0.00041349i,0.00049679+0.00094096i,1.217e-05+0.00026989i,0.00017529-0.00050917i,0.00053291-4.9692e-05i,0.00080972+0.00047449i,0.00091395+0.00012491i,-2.5825e-05-7.2283e-05i,-0.00075594+0.00067243i,-0.00024834+0.00042625i
0.0011281+0.00032633i,0.0013751-0.00030719i,0.0015931-0.0014821i,0.0012144-0.0013402i,0.0006133-7.2046e-05i,0.0011071+0.00019821i,0.0010981+0.00042961i,-8.2773e-05+0.00091778i,-0.00053185+8.3615e-06i,-6.8229e-05-0.00087175i,0.00044495-0.00077698i,0.00026566-0.00020566i,0.00026118+0.00023973i,-0.00038588+0.00062012i,-0.00084196+0.00089052i,-0.00018232+0.00096909i,0.0002498+0.00067441i,0.00030391-0.00017706i,7.7231e-05-0.00038928i,-4.0999e-05+9.41e-05i,-0.00047978-0.00043706i,-0.00081625-0.00058135i,-7.9418e-05+4.4836e-05i
0.001342+0.0017037i,0.00071804+0.0018296i,0.00092011+0.0020716i,0.00074858+0.00035841i,0.00040604-0.0014349i,0.00063146-0.0015435i,0.00060359-0.00065947i,0.00027933+0.00021203i,-0.00032079-6.9283e-05i,0.00062632-0.00067314i,0.0013339-0.00054349i,0.0004422+0.00024i,-0.00044215+0.00034309i,-0.00076082-0.00031995i,-0.00026072-0.0002509i,0.00024327+0.00078517i,0.00059693+0.0011696i,0.00035069+0.00045846i,0.00034011-0.00021332i,0.0002203-3.6908e-05i,-0.00035229-3.525e-05i,-0.0011591-0.00010943i,-0.0010406+0.00025871i
0.00069334+0.0020699i,0.0010182+0.0025891i,0.0026994+0.0023524i,0.0024615+0.0014611i,0.0011892+0.00035695i,0.0010566-0.00081955i,0.0009093-0.00060104i,0.00033617-4.3388e-05i,0.00015891-0.00016072i,0.00042479-0.00041111i,0.00032685-0.00064374i,-8.9834e-05-0.00096876i,3.6528e-05-0.00057713i,0.00021521+0.00038596i,-0.00011447+0.00018471i,7.9142e-05-0.00037668i,0.00078705-0.00031254i,0.00084235-0.00018384i,0.00012742-0.00015345i,-0.00039986-0.00028337i,-0.00062035+0.0001488i,-0.00040067+0.00024982i,0.00017947-0.00011605i
-0.0013455-0.00091792i,-0.0012249+0.00057141i,-0.001773+0.0017259i,-0.0013957+0.0019998i,-4.2236e-05+0.0013082i,0.0012657-1.2491e-05i,0.0013482-0.00022341i,0.0013294-0.0003203i,0.001155-0.00080024i,6.6521e-05-0.00089534i,-7.2661e-05-0.00072615i,-0.00011664-0.00010357i,-0.00022908+0.00083859i,-3.4084e-05+0.00089416i,-4.1349e-05+0.00088878i,0.0003009+0.00070662i,6.9592e-05+4.7788e-05i,-0.00039849-0.00040147i,-7.0987e-05+0.00012589i,-0.00018686+0.0002812i,-0.00069367-0.00096335i,-0.00017256-0.0010887i,0.001381+0.00030596i
6.6231e-05-0.0014957i,0.00076559-0.0014116i,-0.0002796-0.001846i,-0.00069859-0.0014708i,-0.00043679-5.3331e-05i,-1.0235e-05+0.00061538i,0.0001662+0.0001737i,0.00064672+0.00038294i,0.0013172+0.00018424i,0.0013963-0.00056597i,0.00071934-0.0007691i,0.00076689+0.00022828i,0.00060251+0.00084774i,-0.00014115+0.00030043i,-0.00055468-0.00078802i,-0.00044392-0.00063082i,-0.00063718+0.00060585i,-0.00049014+0.001013i,-9.6281e-05+0.0010178i,1.7828e-05+0.00024453i,0.00043326-0.0009464i,0.00062268-0.00028722i,0.0004054+0.0007918i
0.001489-0.0019741i,0.0020544-0.0013744i,0.0020217-0.001569i,8.6419e-05-0.0010725i,-0.0012978+3.0828e-05i,-0.00066938+0.0011507i,4.9992e-05+0.001299i,-0.00014677+0.00077748i,-0.00033603+0.00036978i,-0.00070273+0.00012242i,-0.00043432-5.2587e-06i,2.9444e-05+4.2604e-05i,0.00010988+9.4636e-05i,7.3834e-06-0.00013391i,-0.00038415+0.00054152i,-0.00036206+0.00045208i,-0.00048249-0.0004021i,-0.00034132-0.0004862i,0.00046262-0.00013743i,0.00079456-0.00046703i,0.00061592-0.00073463i,0.00070985-0.00071415i,-7.735e-05-0.00048414i
-0.00033617-0.00093504i,-0.00099323-0.00282i,-0.0012833-0.004115i,-0.0014564-0.0025753i,-0.0010175-0.0001873i,0.00049739+0.00085147i,0.00079243+0.00030736i,0.00061392-0.00048343i,0.00031642-0.00065547i,-0.00052676-0.00019838i,-0.00028009-0.00023292i,-4.3612e-05-0.00066151i,-0.00017306-0.00024463i,-0.00012707+7.4485e-05i,9.6545e-05+0.00013212i,0.00018998+0.00020675i,-0.00011974+0.00053362i,-0.00080122+0.00075717i,-0.0011293-0.0001621i,-0.00043148-0.00020546i,0.00045646-0.00026982i,0.00056682+0.00011449i,0.00026058+0.00056367i
8.3741e-05+0.0010474i,0.00022914+0.000415i,0.00053978+0.0014494i,0.0013446+0.0012311i,0.00099654-0.00031934i,-7.0909e-05-0.00072121i,-6.4983e-05+0.00021325i,0.00075758+0.00083414i,0.00082519+0.00011719i,0.0011833-0.00099836i,0.0013564-0.00051969i,0.0004212-7.8373e-05i,0.00021716-0.00092399i,0.00013884-0.00079178i,-8.3721e-05+0.00065367i,0.00021551+0.0012949i,0.00059726+0.00029008i,0.00051297-0.00072243i,0.00041697-0.00042345i,-0.00022214+0.00051421i,-0.00076302+0.00030199i,-0.0006754-0.00047511i,-0.00061093-0.00063131i
0.00028674-0.00089129i,0.00066685+0.0003732i,0.00056709+0.0010191i,0.00080421+0.0010767i,0.0010929+0.0017797i,0.0013356+0.00113i,0.0013259+0.00034536i,0.00094305+0.0005415i,0.00066678+0.00088881i,0.00067875+0.0010318i,0.00044267+0.00090584i,5.4539e-05+0.00057023i,2.9395e-05+0.00044036i,0.00027871-0.00012251i,0.00076956-0.00058183i,0.00050585-0.00032622i,-5.6902e-05-0.00030566i,-0.0004139-5.3874e-05i,-0.00053737+2.736e-05i,-0.00048011-0.00013516i,-0.00021525-2.4184e-05i,0.00015172+3.0511e-06i,0.00017245+0.00032695i
0.0008724-0.0015535i,0.0012402-0.0017451i,0.00065792-0.0018886i,3.8517e-05-0.0020852i,-0.00030083-0.001342i,-0.0002212-0.00054737i,-0.00019936-0.00029448i,7.1277e-05+0.00027738i,0.00014478+0.00080343i,-0.00025221+0.00084545i,-0.00096847+0.00089722i,-0.0013251+0.00047746i,-0.00052616-0.0001891i,0.00026948+0.00019398i,0.00072113+0.00061761i,0.00046201+4.3617e-07i,0.00015835-0.00082376i,0.00037778-0.0011174i,0.00019825-0.00040595i,8.4953e-06-1.4673e-06i,0.00067961+5.8727e-05i,0.00037053+0.00026108i,0.00028777-2.7212e-05i
-0.0011807-0.0010018i,-0.00012823+0.0004211i,-0.00057407+0.001271i,-0.0012572+0.0013073i,-0.00083106+0.0013447i,-0.0003593+0.0003518i,-9.1329e-06+0.00041504i,-9.6134e-05+0.001316i,-7.4367e-05+0.00070462i,0.00034903+0.00042252i,0.00039805+0.00058141i,0.00042155+0.00092338i,0.00016973+0.00053311i,0.00081088+0.00037454i,0.00085778+0.00060865i,1.9845e-05+0.00051755i,-0.00018182+0.00030895i,0.00028135+0.00019582i,0.00046618+0.00039646i,0.00011548+0.00060666i,0.00016427+0.0006649i,0.00043643+0.00075791i,0.00038832+0.00026084i
-0.0013373+0.00022459i,-0.00019719+3.0504e-05i,-0.00042934+0.00029405i,-0.0012495+0.00037323i,-0.00016904+0.00083545i,0.0011352+0.00052192i,0.0010214-2.906e-05i,3.4047e-05+0.00015295i,-1.3618e-07+3.0493e-05i,0.00042334-1.7646e-05i,0.00013987+0.00017186i,-0.00092348-9.7346e-05i,-0.0011915+9.93e-05i,-0.00051542+0.00066583i,0.00013951+0.00035261i,0.00046251+0.00041874i,0.00020448+5.9392e-06i,2.4913e-05-0.00019865i,0.00021826+2.1069e-05i,8.1326e-05+9.4906e-05i,-0.00042005+0.00049216i,-0.00058147+0.0005086i,-0.00054246+0.00026921i
-0.0010642+2.9519e-05i,0.00070335+0.0010119i,0.0017899+0.0016991i,0.0015729+0.00088941i,0.0016402+0.00057067i,0.00088181+0.00081371i,-0.00019721+0.00070374i,-0.0012054+0.0010808i,-0.00096212+0.0013971i,0.00062957+0.0012995i,0.00043591+0.00092265i,-5.2842e-05-5.1259e-05i,0.0007454-0.00014502i,0.00086483+0.00017786i,0.0004896-0.00026992i,0.00025734-0.00038032i,0.0002726-0.00043888i,0.00054726-0.00080933i,-0.0003426-0.00079122i,-0.00092323-0.00011496i,-0.00015457+0.00032848i,0.00073778-0.00038559i,0.00080352-0.0011282i
-0.0011879-0.00015438i,-0.0016354-0.00034042i,-0.0019401-0.00017406i,-0.0012375+0.0003152i,0.0004771+0.0013698i,0.0017311+0.001388i,0.0019761+0.00044897i,0.0016841+0.00023038i,0.0013627+4.1977e-05i,0.00092826-0.00044995i,0.0010639-0.00037022i,0.0013742-0.00030643i,0.00089247-0.00012015i,5.3448e-05+0.00026556i,-0.00019812+0.00028602i,-0.00016121-0.00059236i,-0.0003499-0.00060758i,-8.4112e-05+0.00011043i,-0.00026474+0.00016456i,-0.00083012+7.2605e-05i,-0.0001673+0.000161i,0.00038677-0.00018238i,0.00047102-0.00053844i
-0.00025124+0.0029144i,0.00077216+0.0033874i,0.0016516+0.0022178i,0.0012365+0.00085996i,0.0018831-0.00083114i,0.0025567-0.00077504i,0.001271-0.00037551i,0.0012548-8.3882e-06i,0.0014058+0.00060231i,0.00017017+0.00025621i,-0.00033888-0.00044531i,0.00019251-0.00050211i,0.00029065-0.0003285i,-0.00015359-0.00032457i,-0.00037054-0.00097299i,0.00018218-0.00067722i,0.00087443+0.00039545i,0.00053103+0.00041119i,-0.00046859+0.00029173i,-0.0010848+3.5323e-06i,-0.0010395-0.00051668i,-0.00067877-0.00065998i,-0.00012383-0.00011237i
-0.00088782+0.00025058i,-0.00010441+0.0014465i,0.0006002+0.00084103i,0.0003001+0.00036277i,0.00015867+0.00042642i,0.00059824+0.00020661i,0.00067901+0.00030084i,4.5146e-05+0.00087367i,5.4609e-05+0.0012289i,0.00059576+0.0010889i,0.00092347+0.00096598i,0.00082095+0.00022956i,8.0853e-05-0.00039252i,2.8339e-05-2.0967e-05i,2.6689e-05-0.00031514i,-0.00021463-0.00047733i,-2.5092e-05-0.00019199i,0.00012668-0.00060334i,-2.9838e-05-0.0013434i,-0.00063953-0.0010217i,0.00017332-0.00022621i,0.00051155+0.00050141i,-0.00040564+0.00033853i
0.00022764+0.00095496i,0.00027914+0.00031916i,0.00091284+3.6886e-05i,-7.9962e-05-0.0004755i,-0.0009558+6.5106e-05i,-0.00040498+0.00092981i,0.0010245+0.00072242i,0.0010833+0.00032035i,2.0649e-05+0.00034056i,-1.2869e-05-0.00026717i,-7.0751e-06-0.00062119i,-0.00095666-0.00027112i,-0.0014327-2.946e-05i,-0.0006722+0.00012448i,-1.637e-06+0.00012941i,0.00012748+0.00032782i,0.00045072+0.00016393i,0.00086096-7.0471e-05i,0.00095497-0.00031733i,0.00019576+0.00010113i,-0.00039389-8.1316e-05i,2.4726e-05-0.00026128i,0.00047965-0.00029861i
0.00081861-0.00052776i,0.0007156-0.0014123i,0.0002829-0.0011419i,-0.0008017-0.00028433i,-0.0011591-0.00033638i,-0.00012082+0.00052417i,0.00057508+0.0010905i,0.0010196+0.0007473i,0.00045449-0.00020336i,0.00023431-0.00037372i,-0.00015029-0.00030158i,-0.00038032-0.00032348i,-0.00023619-0.00019875i,-1.0367e-05-0.00039183i,1.5321e-05+1.25e-05i,0.00013112+0.00018926i,0.00053211-0.00049194i,0.0006222-0.0012653i,0.00076821-0.0013585i,0.00077833-0.00085145i,0.00039166-0.00044137i,0.00076216-0.00047754i,0.00075266-0.00021541i
-0.00098512-6.5169e-05i,-0.0010077+9.155e-05i,-0.000447+0.00013115i,0.00037275+0.0011235i,0.00098966+0.0012246i,0.00154+0.00064977i,0.0012255-0.00035178i,0.00070577-0.0010855i,0.00073941-0.00040458i,0.00097904+0.00055595i,0.0010404+0.00066596i,0.00065878+0.00021297i,5.3932e-05-0.00032192i,-0.00061997-0.00072049i,-0.00061326-0.00058606i,-0.00038343-0.00012682i,7.8522e-05+0.00013827i,0.00058512+0.00089762i,0.00011839+0.0011691i,-0.00028197+0.00038539i,-3.936e-05+0.00011963i,0.00039096+2.6235e-05i,-0.00023372-0.00019258i
-0.00054784+0.00050736i,-0.00052843-0.00043329i,0.00033446-0.00066226i,0.00095684+0.00091588i,0.00062558+0.0010034i,0.0013509+3.2155e-05i,0.0012279+0.00019337i,-0.0002268-8.3876e-05i,-0.00072502-0.00042916i,0.00050581-0.0008302i,0.00061039-0.00020327i,0.00010462-0.0001234i,-7.8837e-05-0.00044191i,-0.00050289-0.0001323i,-0.00069138-0.00020956i,-0.00072429-0.00040881i,-0.00050432-3.5169e-05i,-0.00052197+0.00066669i,-0.00090081+0.00095041i,-0.0012834+0.00042235i,-0.0012247+0.00012485i,-0.00049434+0.00048449i,0.00039585+0.00037887i
0.00078682+0.00047174i,0.00043803+0.00052855i,0.00022987-0.00048366i,0.00053813-0.0014491i,0.00052731-0.0012397i,0.001075-0.00039851i,0.001087+0.00022445i,0.00010285+0.00026181i,-0.00039933+2.6887e-05i,-3.0838e-05-0.00067073i,0.00017323-0.00064783i,0.00036735+0.00019226i,0.00097047+0.00034426i,0.00063859+0.00022453i,6.559e-05+0.00010656i,7.4278e-05-0.0004497i,0.00040075-0.00095824i,0.00089658-0.00030535i,0.00093566+0.00083154i,0.00096326+0.00087573i,0.00081668+0.00055626i,0.00044878+0.00049817i,-4.0306e-05+0.00025894i
-0.00061557-0.00010612i,0.00015875-0.0004307i,0.00034775-0.0007046i,0.0012001-0.0010744i,0.0011735-0.00081227i,0.00073323+0.00015954i,0.00089974+0.00035066i,0.00081763-0.0003227i,0.00051065-0.00050309i,0.00040303-5.7929e-05i,9.932e-06-0.00053405i,0.0004068-0.00090301i,0.00065344-0.00039382i,0.00039486+1.6322e-05i,0.00084443+0.00016572i,0.00075668+1.2373e-05i,0.00053447-0.00074214i,0.00076436-0.00067346i,0.00048849-1.1071e-05i,0.00024291-0.00014831i,0.00033838-6.2569e-05i,-0.00021327+0.00071307i,-0.00097429+0.00054033i
-0.00038972+0.0015874i,0.0002662+0.00083007i,0.00066514+0.0010273i,0.0004487+0.00047885i,0.00042118-0.00019599i,0.00055669-0.00029147i,0.00074524-0.00020334i,0.00058036+0.00010667i,0.00035226+0.00060565i,0.00056338+0.00027245i,0.00083743-0.0004762i,0.0007796-0.0009525i,0.00037212-0.0011693i,0.00020052-0.00049387i,-0.00011523+0.00014864i,0.00048711+0.00022157i,0.00046037-0.00039032i,-0.0011992-8.4118e-05i,-0.0015432+0.00041669i,-3.3623e-05-7.2437e-05i,0.00088468+9.1235e-05i,0.00076537+0.00047964i,0.00044222+0.00067254i
-0.0013771+0.00076974i,-0.0014931+0.00078764i,-0.0013949+0.0017414i,5.8568e-05+0.0013582i,0.0015996+0.00086174i,0.0019924-0.00012509i,0.001303-0.00074892i,-6.5893e-05-2.5544e-05i,-0.00035987-5.6781e-05i,-0.00053238-0.00024404i,-0.00016196-0.00013972i,0.00035059-0.00074451i,-0.00014912-0.0009647i,8.5175e-06-0.00069059i,0.00032796-0.00045611i,0.00035553+3.3133e-05i,0.00060205+0.00071067i,0.00093605+0.00080195i,0.0012851+0.00038418i,0.00069489-9.0617e-05i,0.00015441-0.00072604i,-0.00028225-0.00073052i,-0.00083793-0.00016013i
4.3168e-05-6.1072e-05i,0.00074895-0.00031437i,0.00061517-0.0003396i,-0.00048814-0.00048175i,-0.00051622-0.00061892i,0.000762-0.00019259i,0.001786+6.3143e-05i,0.0013234+0.00022742i,0.00087703+0.00060974i,0.0012197+0.00090902i,0.00060117+0.00065847i,-1.1545e-05-1.6376e-05i,-0.0002766-0.00046876i,-0.00045172-0.00062588i,-0.00053902-0.0004929i,-0.00060084-7.4085e-05i,-0.0004776+8.3084e-06i,-0.0003662-0.00010927i,-0.00015918-4.1219e-05i,-0.00050094+0.0005199i,-0.00044999+0.00085217i,-9.4261e-05+0.00042049i,0.00028522+2.0154e-05i
-0.0011402+0.00022911i,-9.205e-05+0.00093302i,-0.00085453+0.0010578i,-0.00044862+0.00092085i,0.00029684+0.0014265i,0.0011578+0.0013993i,0.0019192+0.00062438i,0.0015867-9.1845e-05i,0.0011951-0.00082152i,0.0005249-0.0010111i,-0.00076447-0.00042247i,-0.0010725+0.00055998i,-9.6006e-05+0.0008031i,0.00098229+0.00038602i,0.00057824+0.00045251i,-0.00044813-7.3329e-05i,-8.0772e-05-0.00049205i,0.00094251-0.00023857i,0.00046945+0.00025041i,-7.612e-05+0.0011269i,0.00070994+0.0011157i,0.00077951-3.8686e-05i,0.00012684-0.00035217i
0.0021329-7.7322e-06i,0.0022687-0.00064179i,0.0016749-0.0014487i,0.00025103-0.0019218i,-0.00032845-0.0020519i,9.3265e-05-0.0016417i,0.00031573-0.00038738i,0.00054091+0.00036896i,0.00018046-1.1369e-05i,-0.00013797-0.00089453i,0.00030839-0.00068746i,0.00045788-3.2564e-06i,-3.15e-05+0.00044312i,-0.00062664+0.0010689i,-0.00082866+0.00083295i,-0.00057167+0.00022789i,-0.00014599+0.00045098i,-0.00014854+0.00090575i,0.00028692+0.00030521i,0.00018031-0.00013281i,-0.00068088+0.00036407i,-0.00098113+0.00082261i,-0.00040488+0.00025637i
-0.00036216-0.0013094i,-0.00012136-0.00087412i,-0.00093208-0.00060694i,-0.0007433-0.00045715i,0.0003807+0.00047535i,0.0011503+0.00042902i,0.0014741-7.8857e-05i,0.00071672+0.00028233i,-1.1585e-05+0.00046803i,-0.00032188+0.00023612i,-0.00019889-5.3406e-05i,0.00037435-0.00010435i,0.0007956+0.00021123i,0.0014719-0.00021359i,0.001234-0.00035461i,0.00051431-3.8916e-05i,0.00034982-0.00042688i,0.00022618-0.00077606i,0.00024245-0.00092233i,-2.8106e-05+0.00050245i,-0.00036761+0.0015241i,-0.00047588+0.00092502i,-0.00015372-0.0001353i
-0.00016592+0.00072074i,0.0003664+0.00057777i,-0.00093965-1.6836e-05i,-0.0011702+0.00027098i,-0.00072226+0.00045351i,0.00046208-0.00025373i,0.0015183-0.00085694i,0.0011353-0.00058576i,0.00077844+0.0003845i,0.00042424+0.00046107i,0.00032664-0.00019216i,0.0006449-0.00051544i,0.0003042-0.00053333i,-0.00049387-0.00053967i,-0.00012438-0.00035103i,0.00084349-0.00032886i,0.0005742-7.1597e-05i,-0.00039212+1.159e-05i,-0.00038331-0.00028057i,0.00012707-0.00046445i,-9.2577e-05-0.00022173i,5.3433e-05-0.00019898i,0.00043779-0.00067473i
0.00119+0.00081712i,0.00089654+0.00051654i,0.0013812+0.00067568i,0.0010708+0.00080454i,0.00089915+0.00048411i,0.00064132+0.00060893i,0.00053168+9.5559e-05i,0.0009214-0.00017451i,0.00056441+0.00031841i,0.00012342+0.00026835i,0.00015645-0.00058197i,0.0010537-0.0011966i,0.00074171-0.00044445i,-0.00033523+0.00039523i,-0.00044862+0.00064985i,0.0003+0.00065177i,0.0002264+0.00021204i,-0.00019746+8.4568e-05i,0.00060426+0.00027319i,0.00096896+0.00066077i,0.00039005+0.00095429i,0.00022478+0.00051623i,1.0128e-05+0.00017499i
-0.00030251-6.7711e-05i,-0.00029979+0.0001838i,-0.00033716+0.0004404i,3.0765e-05-0.00027954i,0.00094741-0.00025829i,0.00157+0.00030885i,0.0014714-0.0001276i,0.00077156+0.00015761i,0.00048181+0.0003956i,0.00090423+0.00031951i,0.0011065+0.00051784i,0.0005035+0.00035706i,0.00030119-0.00026417i,0.00055164-0.00065064i,-6.2403e-05-0.00033i,-0.0006913+7.9374e-05i,-0.00046976+0.00034532i,-0.0005168+0.00057533i,0.00029909+6.2259e-05i,0.0013209-0.00010823i,0.0008668+0.00018094i,-0.00033438+0.000287i,-0.00058835+9.9854e-05i
-0.001543-0.0017595i,-0.0013947-0.0010914i,-0.0016437-0.00039337i,-0.0019446-0.00043367i,-0.0010396-0.00053398i,-6.0727e-05-0.00011793i,0.00047202-0.00017027i,0.00020319+6.5808e-05i,-0.00050645-2.3046e-05i,-0.00097256-0.00023886i,-0.00072752+7.2929e-05i,0.00018748+0.00012636i,0.00065932+0.00071827i,0.00035444+0.00095106i,0.00050959+0.00039337i,0.00077872-0.00026827i,9.8048e-05-0.00033314i,-9.1361e-05-0.00016424i,-1.709e-05-0.00029176i,-0.00048455-0.00051224i,-0.00033595-2.8241e-05i,-0.00063534+8.9749e-05i,-0.0004489-0.00019786i
-0.00094342+0.00069431i,0.00094914+0.0001412i,0.0010205+0.000998i,9.9178e-05+0.0012756i,0.00054109+0.00028267i,0.0016216-0.00050575i,0.001408+0.00036379i,0.00066507+0.0013573i,-0.00017469+0.0014144i,-0.00072422+0.00090621i,-0.00049968+0.0010375i,0.00031354+0.0010451i,0.001125+0.001195i,0.00074018+0.00088758i,9.5275e-05-0.0001694i,0.00013271-0.00069356i,-0.00025064-0.0006652i,-0.00097076-0.00070652i,-0.00047528-0.00062169i,1.8837e-05-0.00013791i,-0.00041098+0.00036579i,-0.0007458-0.00011162i,-0.00083112-0.00072052i
-0.00064188-0.0022343i,-0.00047595-0.0018374i,-0.00094181-0.001404i,-0.00092213-0.00032247i,-1.3453e-05+0.00078978i,0.001275+0.0011486i,0.0020102+0.00046555i,0.0019019+0.0001937i,0.00097986+0.00043883i,2.4111e-05+0.0011973i,0.00038179+0.0012222i,0.0011738+0.00043924i,0.0012996-7.0094e-05i,0.0006581+2.4679e-05i,0.00022287+0.00043736i,0.00041465+6.6938e-05i,0.00094547-0.0001621i,0.00045273-0.00040389i,-0.00051137-0.00034076i,-0.00046588+8.597e-05i,-0.00038625-4.1291e-05i,2.4007e-05-9.6515e-05i,0.00048909+6.2402e-05i
-0.0011509+0.00050907i,-0.00058867+0.00096677i,7.0006e-05+0.00113i,0.00051265+0.00061872i,0.0003744+0.00026174i,0.00019852+0.00052199i,8.3968e-05+0.00019459i,6.9325e-05-0.0001055i,0.00027772-4.6806e-06i,0.00078402+0.00036002i,0.0010101+0.00055714i,4.9972e-05-4.6317e-05i,-0.00016009-0.00018397i,0.0001416-5.2286e-05i,-0.0001396-0.0005059i,-3.4563e-05-0.00016615i,-1.9013e-05+0.00040877i,0.00030209-0.00033086i,0.00084225-5.0249e-05i,0.00010073+0.00073866i,-0.00073254+0.00075537i,-0.00051559+0.00037123i,0.00044758-0.00010343i
-0.0003392-0.00084215i,-0.00027081-0.0004447i,0.00044302+0.00071652i,4.859e-05+0.00083794i,-0.00043915+0.00053186i,0.00015865+0.00093903i,0.00025163+0.0012839i,0.00053869+0.00086833i,0.00083019+0.00083684i,0.00021844+0.00064914i,-0.00030715+0.00055663i,-0.00019683+0.00020997i,-0.00065282-6.7927e-05i,-0.00052655+0.00028213i,-0.0003241+0.00010126i,-0.00066962-0.00021986i,-0.00058218-9.1489e-05i,-0.00039455-0.00021636i,-0.0004458-0.00013313i,-2.6666e-05+5.5786e-05i,0.0007118-0.00019814i,0.00092959-0.0009181i,0.000716-0.00063341i
