-0.0022015-0.00036557i,-0.00098688+0.0011231i,-0.0017036+0.0024549i,-0.002464+0.0024775i,-0.0026435+0.0026807i,-0.0024788+0.0028295i,-0.0016757+0.0010976i,-0.001235+0.0002446i,-0.0017739+0.00037781i,-0.0012882+0.00089356i,5.3071e-05+0.0005543i,0.0011855-0.00088393i,0.0015103-0.0013575i,0.0008127-0.0015071i,0.000246-0.0017547i,-0.00015114-0.001029i,-0.00031447-0.00070571i,-0.00014373-0.0010005i,3.0731e-05-0.00063773i,-0.00055424-0.00014179i,-0.00040504+7.6381e-05i,0.00010055+5.0424e-05i,0.0002656-0.00029483i
0.0011057-0.00097378i,0.00098544-0.00071155i,-0.0005715+0.00048483i,-0.0016895+0.00072987i,-0.0015358+0.0002293i,-0.00069161+0.00030348i,0.0004236+0.0003208i,-0.00039999-0.00011265i,-0.001783+0.00020964i,-0.0015432+0.0013208i,-0.00077515+0.0014144i,-0.00023726+0.00015158i,-0.00014525-0.0003666i,-0.00042069-0.00018352i,-0.00086202-0.00046551i,-0.00075454-0.00038839i,-0.00022084-0.00053742i,-0.00036408-0.00057827i,-0.0005953+0.00014853i,-0.00052963+0.00044731i,-0.00041288+0.00039033i,-0.00083582-3.1036e-05i,-0.00088453+0.00057266i
0.00076026+9.7666e-05i,6.3168e-05+0.00026334i,-0.00024827+0.00015367i,-0.00059657+0.0010492i,-0.0014183+0.0025012i,-0.001631+0.0027733i,-0.0010745+0.001476i,-0.0012066+0.00043214i,-0.0019804+0.00030273i,-0.0019786+0.0014034i,-0.00090223+0.0022787i,-0.00033779+0.0011519i,-6.8637e-05+0.00015572i,-0.00022998+0.0001606i,-0.00042505+0.00014513i,-9.1248e-05+1.3762e-05i,-0.00031958-0.00034963i,-0.00075559+0.00047671i,-0.00061502+0.00087306i,3.844e-05+0.0005552i,0.00053886+0.00045025i,0.00037333+0.00058961i,-0.00011577+0.00040027i
0.0020056-0.00010673i,0.00095439+0.00024986i,-0.00015034-0.00043717i,0.00018274-0.0004927i,0.00026147+0.00065047i,0.0001883+0.00085394i,0.00037446+0.00062926i,-0.00027587+0.00047356i,-0.00063221+0.0012336i,-0.00017978+0.0015415i,1.3722e-05+0.00060963i,-4.7078e-05-0.00088126i,5.1783e-05-0.0012888i,0.00014048-0.00091269i,0.0001049-0.00062963i,0.00021869-0.00044196i,0.00030508-0.00071444i,0.00020367-0.0011059i,-3.3635e-05-0.00078177i,0.00020752+0.00014285i,0.00010894+0.00037346i,-0.00022018-0.00023161i,-0.0001379-0.00061853i
0.0013233+0.00047586i,0.00091507+0.00076118i,0.0010298+0.00092328i,0.00045283-0.00032552i,0.00010898-0.00098402i,-0.00032419+0.00035496i,0.00011882+0.00041526i,0.00029212-0.0004867i,-0.0011663+0.00026029i,-0.001527+0.00064857i,-0.00037176+0.00024727i,-0.00032404-1.2564e-05i,-0.0011692-0.00061437i,-0.00051128-0.00026885i,0.0007883-6.1668e-05i,0.0010047-0.00081755i,0.00053081-0.001571i,0.00010297-0.0020016i,0.00015527-0.0016491i,0.0002076-0.00041723i,-0.00021534-0.00014145i,-0.00016326-0.00063869i,-0.00033011-0.00028842i
-0.00014617+0.00043343i,0.0009382+0.0010742i,0.0013002+0.0017815i,0.00093385+0.0013266i,0.00093168+0.0014621i,0.00080961+0.002716i,0.00015531+0.0020403i,-0.0016637+0.00027492i,-0.0019406-2.3691e-05i,-0.00052065+0.0006961i,-7.4348e-05+0.00084307i,-0.00074901-0.0001532i,-0.00059939-0.0007796i,3.9137e-05-0.0014124i,0.00057405-0.0014765i,0.00098546-0.00079541i,0.00085183-0.00053291i,0.0004315-0.00041565i,-0.00061187-0.0004007i,-0.00085031-0.0010688i,0.00015936-0.00070105i,0.00023229+7.4383e-06i,-0.00047668+0.00048744i
0.00037836+0.0023189i,0.0016635+0.0022935i,0.0016696+0.0030286i,0.00099253+0.0021265i,0.00062593-8.9793e-05i,3.7228e-05-8.6941e-05i,-0.00091941+0.00055074i,-0.002216-8.4996e-05i,-0.0033907-0.00014482i,-0.002422-0.00011497i,-0.00044993-0.00031437i,0.00043853-9.8942e-05i,0.00061971-0.00017288i,0.00025038-0.00049145i,-0.00038818-0.00050468i,-0.00069596-0.00035541i,5.5673e-05-0.0005065i,0.0010045-0.00056424i,0.00056323-0.00105i,-6.9506e-05-0.0013004i,0.00017422-0.00056757i,0.00039091-0.00050272i,0.0004702-0.00047157i
-0.0005444-0.00019361i,-0.00076264-0.00020931i,-0.0023651-0.00050711i,-0.0021848+0.00015113i,-0.0010392+0.0014417i,-0.00023148+0.001281i,0.00035343+0.00057334i,-0.0007102+0.0011791i,-0.0023992+0.0020861i,-0.0017133+0.0015258i,-0.00046049+0.00037463i,-0.00066655-0.00075774i,-0.00081967-0.0008054i,-0.00067981-0.00032591i,-0.00036367-0.00071924i,-0.00017377-0.00095004i,-0.00020898-0.000851i,-0.00019918-0.0011227i,4.5213e-05-0.00061279i,2.3758e-05-0.000227i,9.6177e-05+0.00025367i,0.00087589+0.00056409i,0.00063285+0.00025463i
-0.00012722+0.0011666i,0.0016342+0.0015247i,0.00209+0.0015125i,0.0019132+0.0024841i,0.001123+0.0037763i,0.00062848+0.0036373i,0.0001459+0.0021336i,-0.0011049+0.00024659i,-0.0019324+0.00011532i,-0.0014364+0.0011328i,-0.00013889+0.00089553i,0.00018464+3.1063e-05i,-0.00020927-4.3867e-05i,-0.00061965-0.00050491i,-0.00054636-0.00085399i,-0.00070212-0.00071935i,-0.00092693-0.00045977i,-0.00071287+0.00024446i,0.00012068+0.0005387i,0.00067333+0.00029328i,2.9181e-05-0.0003097i,9.3774e-05-0.00050264i,0.00025607+7.0612e-05i
-5.7045e-05+0.0012226i,-0.00027897-1.8706e-05i,-0.00021995-0.001086i,0.00011626-0.00052793i,9.5633e-05+0.0012919i,9.7984e-05+0.0018053i,-5.3484e-05+0.0011719i,-0.0010312+3.6388e-05i,-0.0023067-0.00047769i,-0.0016459+0.00044214i,-0.00060329+0.00070584i,-0.0005226+0.00042678i,-0.00023831+0.00073797i,-0.00013945+0.0001698i,0.00010276-0.00051642i,0.00030825+7.071e-05i,0.00020907+0.00023265i,5.2168e-06-0.00039906i,-8.1769e-05+4.9931e-05i,0.00043375+0.0007178i,0.0007763+0.00071159i,0.00089694+0.00043875i,0.00093304-9.5147e-06i
-8.7559e-05+0.00073446i,0.0012377+0.0016269i,0.00090091+0.0020108i,-0.00052115+0.0013952i,-0.00027688+0.0012345i,-0.0002455+0.00092914i,-0.0005447-0.00030561i,-0.0015477-0.00067256i,-0.0024364+0.00038359i,-0.00168+0.00063589i,-0.00098158-0.00025614i,-0.00089788-0.00096491i,-0.0011868-0.00038681i,-0.0010909+0.00016088i,-0.0010789-9.9225e-05i,-0.0010361-0.0011329i,-0.00013342-0.0012185i,0.0011162-0.00053864i,0.0013469-0.00041981i,0.00033112-5.2837e-05i,-0.00061716+0.00075886i,-4.1834e-05+0.00075338i,0.00023582-9.5321e-06i
0.0022262+0.0020269i,0.0003992+0.0031904i,0.00016418+0.0035108i,0.00092421+0.002445i,0.0013196+0.0012153i,0.00048289+0.00176i,-0.00037142+0.001284i,-0.001113-0.00028023i,-0.000982+4.6187e-06i,0.00011605+0.00067907i,0.00021948+8.1219e-05i,-0.00082958-0.00047562i,-0.00077191-0.00020263i,-0.0005336+0.00011353i,-0.00086053-0.00038847i,-0.00069718-0.0015121i,6.2701e-05-0.0017521i,0.00043405-0.0010172i,5.4787e-05-0.00094877i,-0.00031908-0.0010598i,-0.00090842-0.00074703i,-0.00081415-0.00017041i,0.0002708+0.00029045i
0.00025917-0.00070643i,0.0010205-0.0016945i,0.00079934-0.0023545i,-0.00011319-0.001396i,-0.00083976+0.00035351i,-0.0009457+0.0014158i,-0.00078705+0.0010138i,-0.0010852+0.00037828i,-0.001626+0.0011234i,-0.001655+0.0016279i,-0.00093269+0.0010911i,-0.00056441-3.1112e-05i,8.9195e-05+3.3804e-05i,0.00056612+0.00036345i,0.00092491-0.00048035i,0.00058188-0.00132i,-0.00050823-0.0012464i,-0.00034539-0.0010154i,-0.00018545-0.00078262i,-0.00026533-0.00064631i,0.00059584-0.00020434i,0.00088591+0.00024504i,0.0009806+0.00043293i
0.00010574+0.0011259i,-0.00077257+0.002551i,-0.0012908+0.0027032i,-0.0016582+0.002772i,-0.0011+0.0038576i,2.5642e-05+0.0036493i,-3.9089e-05+0.0011078i,-0.0011374-0.00083544i,-0.0025937-0.00047885i,-0.0025869+0.00054333i,-0.00099315+0.00082958i,0.00020412+8.3786e-05i,0.00036295-0.00069325i,0.0010669-0.00074113i,0.00090455-0.00099199i,-0.00028798-0.00082261i,-0.00047559-7.6079e-05i,6.3584e-05-0.00018949i,9.6619e-06-0.00072474i,0.00011081-0.00055254i,5.5162e-05+9.5015e-05i,-0.00017596+0.00032182i,-0.00060569+0.00020676i
0.00051105+0.00066544i,0.0012134-0.00074428i,0.0015444-0.001889i,0.0010839-7.4282e-05i,0.00089432+0.0016296i,0.00085628+0.0016833i,0.00048942+0.0011934i,-0.000743-8.4713e-05i,-0.0016006-0.00011706i,-0.0015887+0.00060786i,-0.0011002+0.00073393i,-0.00035733+0.00068595i,0.00098549+0.00051651i,0.0014607+0.00020413i,5.5987e-05-0.00040383i,-0.00039564-0.0011234i,0.00039929-0.00094781i,0.00021275-0.00044584i,-0.00015656+0.00018914i,0.00014813+0.0003972i,0.0002871+0.00025152i,0.00020832+0.00045897i,0.00012704+0.00010368i
-0.00031148+0.00011572i,-0.0012904-0.0005598i,-0.0016297-0.00058006i,-0.0019794+0.00080075i,-0.0019744+0.0018783i,-0.00045325+0.002217i,0.0006899+0.0014418i,-0.00081512-0.00034943i,-0.0022916-0.00025427i,-0.001895+0.00087886i,-0.0010928+0.00018138i,-0.00096636-0.00065141i,-0.0003288-0.00076058i,-9.6285e-05-0.00059369i,-0.00042764-0.0001167i,-0.00052062-0.00026137i,5.0412e-05-0.0011364i,0.00085039-0.00073659i,0.00023436+0.00016139i,-6.1164e-05+7.3844e-05i,0.00021471+4.5112e-05i,-0.00028355+0.0010708i,-0.00036648+0.0011669i
0.00063413-0.001569i,-0.00024562-0.0027208i,-0.001227-0.0021754i,-0.002013-0.00022064i,-0.0018489+0.0011766i,-0.00032855+0.0021315i,-0.00025647+0.0024001i,-0.0011612+0.0010461i,-0.0010369-7.9732e-05i,-0.00082099+0.00053985i,-0.00018358+0.00085404i,-0.00012014+0.000165i,9.0053e-05-0.00045841i,0.00069821-0.00068194i,0.00081131-0.00065139i,0.0005817-0.00021885i,0.00025958-0.00034333i,-0.00020949-0.00031987i,-0.0010701+0.00031239i,-0.001212+0.00042978i,-0.00068307+0.000334i,-8.6327e-05+0.00035279i,-7.9365e-05+0.00017536i
0.00075031+0.0014169i,0.0005058+0.0014425i,0.0010446+0.0010968i,0.0015325+0.0009097i,0.0007234+0.0015954i,0.00051313+0.0018557i,0.0002826+0.0019057i,-0.00075284+0.0020009i,-0.0022221+0.002002i,-0.0021694+0.0012311i,-0.0014465+0.00029107i,-0.00086651-7.9898e-05i,-0.00032834-0.00078889i,-0.00020293-0.00097946i,-0.0001515-0.00027791i,-0.00014481-0.00070463i,-0.00034835-0.00076241i,-0.00022927+6.6053e-05i,-0.00043345+0.0002455i,-0.00078349+0.00061738i,-0.00072058+0.00061826i,4.5256e-05-0.00023793i,0.00077473-4.8803e-06i
-0.0019134+0.001026i,-0.0020678+0.00039129i,-0.0020155+0.0009373i,-0.0016136+0.0014332i,-0.0010194+0.0019367i,-0.00029012+0.0021668i,7.0857e-05+0.00076311i,-0.0011917-0.00047976i,-0.0024814+0.00036878i,-0.0010529+0.0010266i,-8.7002e-05-0.00028598i,-0.00062905-0.0013687i,-0.00063114-0.0008623i,-0.00050276-4.1284e-05i,-0.00092179+0.0002735i,-0.00088041-5.0665e-05i,-0.00033499-0.00088196i,4.1714e-05-0.0015269i,0.00031317-0.0015308i,0.00063781-0.00068313i,0.00026605-0.0001416i,0.00027404+0.00035358i,0.00045616+0.00063627i
-0.00018461+0.00065586i,0.00094318+0.001898i,0.0010838+0.0021386i,0.00028209+0.0024118i,0.00020582+0.0031191i,0.0012306+0.0031571i,0.0016132+0.0016003i,1.8609e-05-0.00040615i,-0.0015593-4.0465e-07i,-0.0022734+0.0014646i,-0.0019951+0.0016505i,-0.00127+0.00054933i,-0.00059671-0.00049753i,-0.00029188-0.00052669i,-0.00086787-0.00018592i,-0.00096021-0.00011897i,-0.00072343-0.00057494i,-0.00066801-0.00046497i,-0.00040893+3.6816e-05i,-0.0002524-0.00027011i,0.00014043-0.00071856i,0.00044225-0.00055814i,0.00081709-0.00027327i
2.889e-05-0.0022242i,-0.00086173-0.0027371i,-0.0019477-0.0019454i,-0.002835-0.00057044i,-0.0030863+0.00072693i,-0.0016966+0.0015186i,-7.9699e-05+0.00057217i,-0.00011044-0.0011155i,-0.0015434-0.00052077i,-0.0022804+0.00017591i,-0.00099091+6.6319e-05i,0.00033127+0.00077939i,0.00032325+0.00025854i,0.00055539-3.1152e-06i,0.00082662+0.0004826i,-8.1338e-05+0.00045596i,-0.00038802-0.00063854i,-0.0006548-0.0013915i,-0.00035134-0.0011375i,0.00051135-0.00060948i,0.00014759+0.00025571i,0.00068915+0.00099808i,0.0010399+0.0012647i
0.0024931+2.1914e-05i,0.0027218+0.0003585i,0.0019962+0.00057415i,0.00090238+0.00024809i,-0.00023567+0.001303i,-0.00075325+0.0030284i,-0.00041848+0.0022813i,-0.00053473+0.0011073i,-0.0016659+0.00088832i,-0.0013325+0.0010563i,-0.0007725+0.00082607i,-0.00093256+0.0008095i,-0.00087866+0.0012319i,-0.0010385+0.00055486i,-0.00029678-0.00026648i,0.0005822-0.00058154i,-8.4008e-05-0.00031472i,-0.00041146+0.00025287i,-0.00058228+0.00016238i,-0.00025129-7.957e-05i,0.0003562-8.106e-05i,-1.7198e-05-0.00015367i,-0.00035406-8.5303e-05i
-0.00096126+0.0019017i,-0.000587+0.00087918i,-0.00021046+0.0010124i,0.00040877+0.0012129i,0.00054019+0.00071117i,0.00022018+0.00063009i,-0.00044894+0.00035394i,-0.0017282-0.00036774i,-0.0026875-0.00010166i,-0.0021015+0.00041716i,-0.00079185+8.6338e-06i,-0.00059563-0.00067842i,-0.00033139-0.00098606i,0.00022679-0.00074834i,-0.00022191-0.00028164i,-0.00069602-0.00074619i,-0.00038606-0.00049025i,6.6614e-05+6.5982e-07i,-0.00045147-2.6819e-06i,-0.00089252-0.00018428i,-0.00052798-5.7143e-05i,-0.00043701+4.1678e-05i,-0.001049+0.0002579i
0.0010766-0.00067368i,0.00085615-0.00059942i,0.00077835-0.00039289i,-0.0003907+0.0009806i,-0.001373+0.0020489i,-0.00072551+0.0025601i,-0.00018276+0.0013407i,-0.00054204-0.00016338i,-0.0021096+0.00018156i,-0.0028298+0.00098362i,-0.0011335+0.00074072i,-0.00011829+0.00035732i,-0.0005877+0.00029235i,-0.00076026+0.0005067i,-0.00055568+0.00035764i,-0.00052198-0.00091923i,-0.00051793-0.0015232i,-0.00078172-0.0011793i,-0.001033-0.0011218i,-0.00088354-0.0008821i,-0.00097253+0.00013891i,-0.00072399+0.00067703i,-0.00032579+0.00026918i
-0.00029048-0.00046064i,-0.0012255-0.00078779i,-0.0016546+0.00015027i,-0.001699+0.0010216i,-0.0015303+0.0013575i,-0.00053219+0.0017545i,-5.6838e-06+0.0011282i,-0.0011107-0.00020101i,-0.0011174+9.809e-05i,-0.0001558+0.00082816i,0.00029755+0.00068678i,2.6567e-05+9.2489e-05i,0.00025989+4.7419e-05i,0.00059675+0.00044399i,-0.00023209-0.00068717i,-0.0006853-0.0012505i,0.00011913-0.00099917i,0.00054393-0.00065534i,0.00015238-0.00053674i,0.00032995+0.00012708i,0.00041027+0.0011026i,-0.0003499+0.0011265i,-0.00047593+0.00093828i
0.0027628-0.00043588i,0.0030893-0.0015152i,0.0029503-0.0017521i,0.0015293-0.0013648i,7.3973e-05-0.00041924i,0.00011999+0.00033415i,3.906e-05+0.00011523i,-0.0014252-2.3624e-05i,-0.0020462+0.0007762i,-0.0014536+0.001159i,-0.00078641+0.00074094i,-0.00024041+0.00062585i,-0.00020496+0.00050662i,-0.00014844+6.729e-05i,-0.00037627-0.00028215i,-0.00023093-0.0010855i,0.00031715-0.0015161i,0.00043786-0.00053393i,0.00029354-0.00026496i,0.00036805-0.00059583i,0.00087483+0.00031044i,0.0008717+0.00053777i,0.00086061-0.00082095i
-0.0032211-0.00045634i,-0.0038456+0.00047917i,-0.0047915+0.0018564i,-0.0039912+0.002958i,-0.0020875+0.0040867i,-0.00010052+0.0036142i,0.0002898+0.0016658i,-0.0013334+0.00025222i,-0.0029064-0.00010919i,-0.0028026-5.6064e-05i,-0.0016262-0.00017961i,-0.00038694-4.9964e-05i,7.6741e-05+0.00016118i,-0.00048724+0.00022499i,-0.00085282-0.00068639i,-0.00023857-0.0014223i,0.00061223-0.0010424i,0.0002079-0.00078614i,0.00076994-0.0003968i,0.00071091+0.00067665i,0.00012328+0.0010566i,7.5479e-05+0.00011874i,2.3321e-05-0.00065621i
0.00025417-0.0029094i,0.00020601-0.0011498i,-0.00083716-0.00069016i,-0.0017433+0.00037638i,-0.0019994+0.0023959i,-0.0008253+0.0030891i,0.0008203+0.0019368i,0.00064273+0.0002006i,-0.00051847+0.00077155i,-0.0010492+0.0013377i,-0.00099559+0.00025705i,-0.00011315-4.2806e-05i,0.00017189+0.00038602i,-0.00069676-6.9506e-05i,-0.00089014-0.0010359i,-0.00069926-0.0010856i,-0.00083077-0.0010442i,-0.0008213-0.00062502i,-0.00084252+8.8793e-05i,-0.00061364+0.00040516i,0.00011756+0.00067937i,-0.00032369+0.0013714i,-0.0013643+0.00099902i
-0.0017756-5.4608e-05i,-0.0023286+0.00047701i,-0.002499+0.00086508i,-0.00189+0.0016935i,-0.0015234+0.00267i,-0.00069048+0.0021379i,0.00072848+0.00092941i,0.00026679-0.00015293i,-0.0017905-0.00034863i,-0.0021117+0.0003515i,-0.0013927+0.00049511i,-0.0011624+9.8363e-05i,-0.00033252-0.00044388i,0.00053163-0.00055449i,0.00027848-0.00097028i,-0.00061854-0.0016312i,-0.00080195-0.0016304i,-6.8151e-05-0.001251i,7.7933e-05-0.00079265i,0.00049527-0.000403i,0.00076644+0.00016548i,0.00043204+0.00041997i,2.445e-05-0.0005828i
-0.00033285-0.0016396i,-0.0006706-0.0014071i,-0.0013028-0.0012062i,-0.0019357-0.00062814i,-0.0016749+0.00094444i,-0.0010179+0.0021517i,-0.00053166+0.0012021i,-0.0010777+0.0004207i,-0.001637+0.00063573i,-0.0013804+0.0010047i,-0.00066184+0.00083788i,0.000308-0.00015889i,0.00051195-0.00097763i,0.00018597-0.00088671i,0.0001347-0.00039222i,0.0005218+0.00026631i,0.00014502+0.00047232i,-0.00028444+8.5706e-05i,-0.00060485-0.0008935i,-0.00060296-0.0013938i,-0.00046698-0.0003886i,0.00012852-0.0005581i,0.00068381-0.00099895i
-0.00035715+0.00067669i,-0.00013707+0.00086643i,3.6648e-05-5.6734e-05i,-8.3821e-05+0.00047286i,-0.00048313+0.001707i,-0.00071791+0.0022852i,-0.00058106+0.0014019i,-0.00061816+0.00056122i,-0.0019476+0.001333i,-0.00164+0.0014628i,6.6586e-05+0.00067977i,0.00010789-0.00034139i,-9.2086e-05-0.00041729i,6.5786e-05+0.00069373i,0.00059861+0.00060959i,0.00064417-0.00029483i,-0.00025772-0.001045i,-0.00096466-0.0008918i,-0.00076887-0.00052164i,-0.00038251-0.00062222i,0.00016704-0.00034791i,0.00059088-0.00033494i,0.00038088-0.00043948i
0.00037368-0.0015095i,-0.00059967-0.0027031i,-0.0019382-0.0020889i,-0.0023573-0.00066603i,-0.0020794-5.7027e-05i,-0.001227+0.0015121i,-0.0006489+0.0019839i,-0.0014373+0.0005608i,-0.0024976+0.00075307i,-0.0023095+0.00076725i,-0.00098243+0.00040403i,-0.00018506+0.00054105i,0.00044022+0.0004122i,0.0010427+0.00036125i,0.001142-0.00018541i,0.00089818-0.00059224i,-0.00041692-0.00043798i,-0.0010708-0.00061045i,-0.00013696-0.000568i,0.00068764-0.00016937i,0.00069676+0.00042923i,-0.00046953+0.00047587i,-0.0013862+0.00088592i
0.00020852+0.001158i,0.0004651-1.4598e-05i,0.0015799-0.0004131i,0.0014695+0.00029382i,0.00032854+0.0016025i,-0.00059378+0.0015479i,-0.00070064+0.00018054i,-0.00062429-0.00070734i,-0.00054445+0.00040571i,-0.00084502+0.0014312i,-0.0011086+0.00059121i,-0.00028418-0.00057158i,0.00045262-0.00038915i,0.00053587+0.00017335i,-3.2893e-05+5.6751e-05i,0.00017459-0.0010802i,0.00029183-0.001439i,-0.00049606-0.0013181i,-2.3365e-05-0.00078743i,0.00054369+0.00043442i,0.00097235+0.00052153i,0.0010468+2.0173e-05i,0.00059924+0.00048524i
2.602e-05-0.0013335i,-0.00027059-0.0013744i,-0.0021061-0.00093326i,-0.0023421+4.8684e-05i,-0.0019126+0.0021932i,-0.0011113+0.0024596i,-0.00022347+0.0012412i,-0.0012828+0.00033802i,-0.0026415+0.00056391i,-0.0019229+0.0011106i,-0.00029046+0.00055996i,3.1689e-05+0.00029897i,-0.00035799+0.00046348i,-0.00060379-9.74e-05i,-0.00069465-0.00088181i,-0.00087925-0.00037523i,-0.00087192+0.00019399i,-0.00039698-9.1277e-05i,-0.00052652+0.00013829i,-0.00021651+0.00022901i,-7.5978e-05+0.00074579i,-0.0002827+0.0011888i,-8.2913e-05+0.0007465i
0.0021922+0.0015246i,0.0021824+0.0008699i,0.0008887-0.0005247i,-0.00081074-0.0015402i,-0.0020948-0.00042664i,-0.0028208+0.0018899i,-0.0021614+0.002512i,-0.0024066+0.0010837i,-0.0022605+0.00090485i,-0.00077412+0.00089046i,0.00012455-0.00022213i,-9.1086e-05-0.00047319i,-0.0010002-0.00015701i,-0.0010623-0.00014699i,-0.00067508-8.8463e-05i,-0.00011298+6.7453e-05i,7.4573e-05-0.00013017i,-0.00028437-0.00016258i,-0.00018701-0.00015132i,-0.00023161+0.0001545i,-7.2802e-05+0.00052726i,0.00068213+0.0005434i,0.00099441+0.00065109i
-0.00057796-0.0026951i,-0.0013751-0.0017813i,-0.0024817+4.8599e-05i,-0.0027436+0.0015993i,-0.0027344+0.002699i,-0.0019835+0.0027969i,-0.00029291+0.001721i,-7.2016e-05+0.00058959i,-0.0014902+0.00012329i,-0.0016222+0.00045343i,-0.0006475+0.00065594i,-0.00039407-1.0987e-05i,-0.0004553+0.00030503i,-0.00022679+0.0010782i,0.00030709+0.00013368i,0.00037938-0.0012961i,-0.00029952-0.0011671i,-0.00077774-0.00034654i,-0.0011613-0.00013005i,-0.0013481-0.00042534i,-0.00091643-2.7513e-05i,-0.00033049+0.0009691i,-0.00010825+0.0010812i
0.0009331-0.0011181i,-0.00027606-0.0012305i,-0.0015069-0.0013539i,-0.0025781+0.00016607i,-0.0031006+0.0020554i,-0.0022287+0.0023764i,-0.00055335+0.0012286i,-0.00026286+7.5878e-05i,-0.0014015-6.2321e-05i,-0.002077+0.00019206i,-0.0015891-0.00013181i,-0.001022-0.00066788i,-0.00073094-0.00032513i,-0.0001799+0.00023862i,0.00015551-0.00011334i,-0.00033748-0.00060529i,-0.0012637-0.0010395i,-0.0015914-0.0015576i,-0.001081-0.001104i,3.5941e-05-0.00027838i,0.00040861-0.00028738i,-0.00015923-0.00031839i,0.00026292+9.7217e-05i
0.0010463-0.0016563i,0.00094702-0.0029153i,0.00093865-0.0034511i,0.00082738-0.0023129i,0.00073842-0.00047128i,-5.1574e-05+0.0010194i,-0.00050182+0.001174i,-0.00095349+0.00030111i,-0.0017957-5.3102e-05i,-0.0016956+0.00026402i,-0.001261+0.00033677i,-0.0010841-0.00025778i,-0.00071112-0.00035947i,-0.00051977+0.00031382i,-0.00019445+0.00015084i,0.00044875-0.00061696i,9.7604e-05-0.00081724i,-0.00021745-0.00029976i,-0.00082438-4.5951e-05i,-0.0017128-2.4306e-05i,-0.0009596+0.00024248i,-0.00010534+0.00068938i,-5.4736e-05+0.0005249i
-0.0017875+0.0001228i,-0.0012609+0.00075236i,-0.0019307+0.0011445i,-0.0028157+0.0012467i,-0.0027409+0.0015553i,-0.0016825+0.0015377i,-0.00061104+0.00080775i,-0.0011679-0.00023824i,-0.0023413-0.00029006i,-0.0019119+0.00056571i,-0.0013776+0.00040024i,-0.0012833-0.00056581i,-0.00071119-0.00062024i,-0.00053304-0.00012312i,-0.00078849-0.00065119i,-0.00085803-0.00106i,-0.00038283-0.0011349i,-9.5881e-05-0.00054869i,-0.00024995-6.6018e-05i,8.3031e-05-0.00032407i,0.00038614-7.1684e-05i,5.3455e-05+0.00057762i,-0.00051183+0.00054375i
-0.00097625-0.00042723i,-0.00097621-0.0016664i,-0.00103-0.00048464i,-0.000962+0.0019004i,-0.00052985+0.0029966i,1.9966e-05+0.0024881i,-0.0005084+0.0017186i,-0.0012605+0.00088696i,-0.0017554+0.00049119i,-0.0015907+0.0010143i,-0.0013229+0.00087723i,-0.0012039-5.6246e-05i,-1.3599e-05-0.0006623i,0.00077647-0.00082703i,5.7381e-05-0.00086148i,-0.00075392-0.0011628i,-0.00039699-0.0015369i,0.00010824-0.00098481i,0.0004866-0.00068884i,0.00078101-0.00052932i,0.00010906+0.00031289i,-0.00037849+0.00015113i,0.00011429-0.00011202i
0.00061114+0.00046918i,-1.5573e-05+0.00050857i,2.0167e-05+0.00068317i,-5.4319e-05+0.0010431i,0.00018776+0.0018278i,0.00023675+0.0017948i,0.00027286+0.00096503i,-0.0007273+0.00029925i,-0.0020123-0.00062483i,-0.001723-0.00094305i,-0.00051081-0.0013497i,1.7696e-05-0.0010446i,-0.00064861-8.6938e-05i,-0.00050301-5.2994e-07i,0.00049216-0.00021982i,0.00036522-0.00073106i,0.00012379-0.0010327i,-0.00016616-0.00022791i,-0.0002474+0.00090229i,-0.00013765+0.00044708i,-0.00022034-0.00018657i,-0.00020965-0.00041881i,-0.00026393-0.00026888i
0.00084734-0.00079254i,-0.00035811-0.0015685i,-0.00067455-0.0024332i,-0.0012206-0.0023164i,-0.0021686-0.00064479i,-0.0024152+0.00068334i,-0.0019814+0.00054191i,-0.0010185-0.0005777i,-0.0012297-0.00058324i,-0.0019097-9.6143e-05i,-0.0011088+5.7739e-05i,-7.58e-05-0.00042775i,0.00010668-0.00075872i,0.00059652-0.00089944i,0.00089678-0.00095743i,0.00040047-0.0010972i,-0.00021272-0.0012516i,0.00028246-0.00063801i,0.0008489-0.00049319i,0.00021456-0.00086496i,-8.6512e-05-0.00074915i,0.00022891-0.00063872i,0.00014281+1.669e-05i
0.0029072+0.002103i,0.0027492+0.0012716i,0.002955+0.00069801i,0.0016277+0.00023196i,-0.00037614-0.00034199i,-0.0010162-8.1913e-05i,-0.0011837+0.00015585i,-0.0015113+8.7981e-05i,-0.001264+0.00050216i,-0.00031781+4.4191e-05i,0.00019084-0.00071113i,-0.00055934-0.00010181i,-0.0011349-0.00075491i,-0.00069328-0.0015751i,0.00017942-0.00079646i,-0.00034692-0.00033346i,-0.0010244-0.00039788i,-0.0007173-0.00022246i,-0.00064616-0.00052425i,-0.00094422-0.00071961i,-0.0011347-0.00037517i,-0.0008031-0.00038262i,-0.0001679-0.00026372i
