-0.0022274-0.0013799i,-0.0027075-0.0011875i,-0.0035429-0.00091449i,-0.0023111-0.00019659i,-0.0011312+0.0013352i,-0.00077665+0.0011954i,-0.00036368+0.00050847i,0.00069948+0.00064527i,0.0010526+0.00089841i,0.00016473+0.00071748i,-2.0451e-05+0.00026979i,0.00022099-0.00021419i,0.00016139-0.00067866i,-0.00056817-0.00057846i,-0.0015801-0.00061068i,-0.00054146-0.00067208i,0.00022177-0.0012444i,-6.9865e-05-0.00059864i,-3.8656e-05+1.8524e-05i,-0.00055932-0.00072822i,-0.00077489-0.00077368i,-0.00055424-0.00058865i,-0.00022449-0.00064937i
0.001009-0.0042022i,0.00068231-0.0047349i,-0.00085797-0.0032532i,-0.0016216-0.0013728i,-9.5205e-05-0.00016691i,0.0010865+0.00014324i,0.00072321+0.00015687i,-0.00027108-8.467e-05i,-0.00083711-0.000666i,-0.0006575-0.00046182i,5.099e-05+0.00067957i,0.0004374+0.00078659i,0.00025088+0.00070928i,0.00046914+0.00021862i,0.0010649-0.00032706i,0.00094737+0.00022913i,0.0004349+0.00052575i,2.1516e-05+0.00086464i,0.00034637+0.00077105i,0.00050032+0.00023458i,-0.00016357+0.00021876i,-0.00029888+0.00037201i,0.00021246+0.00031491i
-0.00022125-7.3017e-05i,0.000556-0.00059445i,0.0002763-0.00038806i,0.00076919+4.9028e-06i,0.00063221-0.00083601i,8.0021e-06-0.001087i,0.00071591-0.00047991i,0.00060553-0.00015724i,0.00057418-0.00084323i,0.00036995-0.001132i,-9.0771e-06-0.00041138i,0.00041763+0.000372i,0.00039601+0.00091297i,3.1641e-05+0.0011144i,-2.1475e-05+0.0011043i,-0.00022495+0.0013818i,-0.00036334+0.00093408i,0.00010826+0.00044354i,0.00056902+0.00023773i,0.00034408-0.00015892i,0.00021131+1.0209e-05i,0.00017956+0.00035546i,-0.00033572+0.00056855i
0.0017218-0.0017324i,0.00057028-0.0019267i,2.5573e-05-0.0018184i,-0.00076784-0.0016537i,-0.0010174-0.00094155i,-5.6453e-05-0.00029921i,0.0009055-0.00091363i,0.00064695-0.0013688i,-9.9514e-06-0.00044322i,-7.2371e-05+0.00043044i,-0.0002722+0.00030458i,-0.00050009+0.00037632i,-0.00052234+0.0006234i,0.00036088+0.00021093i,0.00082522+0.00046315i,0.00053473+0.00085687i,0.00021621+0.00068319i,-0.00025745+0.00046004i,-0.00060638+0.00057378i,-0.00036445+0.00090325i,0.00031485+0.00066261i,0.00052045+0.00011763i,-3.2814e-05-3.0703e-05i
0.00093222-0.00091018i,3.544e-05-0.0010162i,-0.00067416-0.00078099i,-0.00034946-0.00066145i,0.00030013-0.00038884i,-6.5574e-05-0.00024262i,-0.00046524+0.0006794i,-0.00019375+0.0012153i,-0.00078499+0.00053298i,-0.00112-8.1776e-05i,-0.00037914-0.0005192i,-1.886e-05-0.0005753i,-0.0003524-0.00088993i,-0.00012344-0.0012228i,0.00031998-0.001351i,0.00033068-0.0010828i,6.8143e-05-0.00056399i,6.2873e-05-0.0003123i,2.0599e-05+0.00050546i,-0.00054769+0.00081576i,-0.0008774-0.00045696i,-0.00034257-0.0002535i,0.00032038+0.0004622i
-0.00065827-0.00073111i,-0.00037004-0.00029138i,-0.00045033-4.3603e-05i,-0.00063708-0.00048666i,-0.00053419-0.00086087i,0.00016339-0.00090221i,0.0007673-0.00083086i,4.2639e-05-0.0012661i,-0.00010409-0.0015573i,-7.4339e-05-0.00028182i,-0.00033135+0.00089241i,-0.00014074+0.00028089i,-0.00072228-0.0010214i,4.7155e-06-0.00068449i,0.0008609-0.00017798i,0.00078587-0.00056784i,0.00082328-0.00066578i,0.00028845-0.00029805i,-0.00069583+3.8149e-05i,-0.00095462-0.00014406i,-0.00084619-0.00056472i,-0.0007476-0.00064746i,-0.00013427-0.00031844i
0.0013319-0.001551i,0.00048143-0.0019916i,0.00047655-0.0017969i,0.00018756-0.00057725i,-0.00044267+0.00052067i,-0.00060368+8.5373e-05i,0.00021585-0.0002437i,0.00050593-0.0004266i,-0.00011112+8.431e-05i,-0.00055731+0.00034078i,-3.1179e-05-0.00034767i,0.00031636-0.00045811i,0.00022983-8.079e-05i,-9.7412e-05-0.00045173i,-0.0001401-0.00069459i,-5.5525e-05-0.0004066i,0.00035521-0.00035992i,0.00057894+0.00022637i,0.00040722+0.00028363i,0.00043164-0.00021296i,-9.3614e-05-0.0002024i,-0.00032246+0.0002578i,-0.00014076+0.00015839i
0.00075013-0.00050865i,-0.00029798-0.00071402i,-0.00047287-0.00059886i,0.00016835-0.00020605i,0.000735+0.00010778i,0.00099802-0.00033091i,0.0013853-0.00034236i,0.0010712-0.00068864i,0.00069073-0.00071696i,0.00043396-0.00029382i,9.9399e-07+0.00034946i,-0.00062142+0.00050134i,-0.00053169-0.00040031i,-0.0005671-0.00011622i,-0.00047492+0.00018555i,0.00018456-0.00015132i,6.7159e-05+0.00016548i,-0.0002075+0.00018514i,-0.00039304+0.00011248i,-0.00083838+8.0407e-05i,-0.00042714+0.00016952i,8.2683e-05+0.00025661i,8.5984e-05+0.00025209i
0.00011407-0.00016486i,-0.00016158-0.00065816i,-0.00057307-0.00055168i,-0.00067574-0.0010485i,-0.0004173-0.0012094i,0.00066827-0.00067304i,0.00095183-0.00059464i,0.00033343-0.00042358i,-0.00027971-0.00035922i,-0.00071537-0.00043304i,-5.9924e-05+0.00031126i,0.00065524+0.00087721i,0.00089248-0.00018181i,0.0011586-0.00067387i,0.00043073+0.00041715i,9.7424e-05+0.00050458i,0.00010314-0.00012693i,-0.00010744-0.00044809i,0.00034507-0.00040996i,0.00022879-0.00031387i,-0.00068373-0.00015434i,-0.00039478+0.00048866i,0.00024035+0.00087582i
0.0017269+0.00014436i,0.0010684+0.00048098i,0.00088399+7.6883e-05i,0.00014466+0.00046642i,-0.00021692+0.00044758i,-0.00031536-0.00042988i,-0.00020751-0.00077705i,0.00028136-0.00035629i,0.00062788-0.00061951i,0.00031604-0.00095906i,-9.2971e-05-0.00036931i,-0.00018019-0.0002996i,5.3158e-05-0.00075588i,0.00023196-0.00079873i,0.00033481-0.00074888i,0.0007149-0.00027476i,0.00042609+6.3732e-05i,-0.00021994-0.00019911i,-9.792e-05-7.7888e-05i,-3.1004e-05+7.2942e-05i,-9.6551e-05+0.00027718i,-0.00096145+0.00010198i,-0.0010596-0.00088217i
0.00096194-0.00027558i,0.0021491+0.00026603i,0.0022866+0.0001688i,0.001164+0.00020648i,0.00057365-7.2908e-05i,0.00045914-0.00016661i,0.00037117+0.00083613i,0.00082344+0.0011482i,0.0014339+0.00068104i,0.0013847+0.00056084i,0.00088281+0.00018831i,0.00092555-0.00023576i,0.00083405-0.00081767i,-8.1723e-05-0.00099567i,-0.00051184-0.00057407i,-0.00043588-0.00050019i,5.5093e-05-0.00014977i,0.00024518+0.00014239i,0.00019388-0.00052i,0.00054144-0.0010453i,0.00045794-0.0010543i,-0.00051886-0.0011936i,-0.0010147-0.0010059i
-0.00051933-0.00089336i,-0.0011227-0.0012641i,-0.0023381-0.00082026i,-0.002151-3.3969e-05i,-0.00074981+0.0003371i,0.00058114+0.00021581i,0.00072668-0.00013003i,0.00027766-0.00044432i,-0.00029947-0.00089171i,-0.00030571-0.00037407i,-0.00041564+0.00054926i,-0.00096583-0.00022047i,-0.0013005-0.00067244i,-0.0010121-0.00032182i,-0.00024156-0.0006058i,0.0011648-0.00011951i,0.0016119+0.0001757i,0.0010157-0.00046092i,0.00046586-0.00027045i,0.00058994+0.00032875i,0.00033679+0.00047298i,-0.000305+0.00011796i,-0.00035198+0.00039268i
0.0011592-0.00044041i,0.0013423-0.0011609i,0.00020422-0.00085244i,-0.0007174-0.00010721i,0.00048457-0.00037309i,0.0015247-0.00012606i,0.00089391+0.00032719i,0.00014026-0.00015683i,-0.00036157-0.00021361i,-0.00091721+0.00016002i,-0.00099156+0.0005064i,-0.00062256+0.00076513i,-0.00065687+0.00090578i,-0.0004718+0.00050464i,-0.00037062-3.9658e-05i,-0.00056953+0.00019418i,-0.00082308+0.00047193i,-0.00066606+0.00033891i,2.0237e-05+0.00074675i,0.00048346+0.0010805i,0.00021819+2.7674e-05i,-0.00035339-0.00081508i,-0.00046913-0.00060079i
-0.00051922-0.0011783i,-0.00071251-0.0017544i,-0.00027226-0.001492i,0.00048454-0.00075442i,0.00075633-0.0002121i,0.0011148+4.4988e-05i,0.0008297+8.5192e-05i,0.00079827+0.00032578i,0.00103+0.00045422i,0.00066443+0.00013648i,0.00054145-0.00022834i,0.00051641-0.00019705i,0.00048398-0.00026982i,0.00020141-0.00038413i,0.00075196+0.00024693i,0.0013978+0.00043016i,0.00061375+2.3396e-06i,0.00012896-0.00023664i,0.00017223+0.00018273i,-0.00045431+5.5526e-05i,-0.00048411+6.2115e-06i,-1.2521e-05+9.1125e-05i,-0.00064409-0.00054696i
0.00014396-0.0003547i,0.00065971-0.0010162i,-0.00028486-0.0011639i,-0.0017454-0.0011981i,-0.00085034-0.0012739i,0.00093726-0.00074786i,0.00085384-0.00057186i,-0.00021046-0.0007037i,-0.00088732-4.9537e-05i,-0.00093456+0.00070346i,-0.00079876+7.2234e-05i,-0.00075987-0.00083775i,-0.0003044-0.00073622i,0.00093247-0.00028927i,0.00083941+0.00017998i,0.00028358+0.00021145i,0.00033192-6.7841e-05i,0.0003107-0.00032336i,0.00025486-5.0261e-05i,-0.00014168+0.0001973i,-0.00052306+0.00056914i,-0.00016529+0.00039412i,-0.00016647-0.00040053i
-0.00053281-0.0029631i,-0.00039639-0.0019264i,-0.001113-0.00072933i,-0.00078519+0.00047742i,-0.00012967+0.00075782i,0.00015586+0.00081822i,8.4803e-05+0.00056057i,0.00034857+0.00013172i,-6.4402e-05-4.4873e-05i,-0.0010514-0.00036212i,-0.0009723-0.00021199i,-0.0003026-0.00046175i,0.00035713-0.0007104i,0.00062267-0.0010624i,0.00079556-0.00078965i,0.00131+4.344e-05i,0.0013717+0.00016038i,0.00042502-0.00015811i,-0.00031071+0.00034345i,-0.00029181+0.00070681i,-0.00059216-8.2519e-05i,-0.00060488-0.00045506i,0.00022894-0.00054766i
0.00046026+0.00082242i,0.00068748-0.0010289i,0.001033-0.001198i,0.0010796-0.0009636i,0.00064569-0.00026075i,0.0012995-0.00017997i,0.0013018-0.00022453i,0.00036036-0.00055747i,-0.00038496-0.00087524i,4.44e-05+0.00037328i,0.00027894+0.00053932i,-0.00072498-8.4127e-05i,-0.0012333-0.0005359i,-0.0010319-0.001115i,-0.00011496-0.0012487i,0.00058318-0.00061868i,7.1496e-05-0.00094905i,-0.00034342-0.0014408i,-0.00079364-0.00043866i,-0.00037245+0.00099372i,-2.6306e-05+0.00082006i,-0.00096013+0.00035771i,-0.001006-0.00023844i
-0.0011075-0.00055703i,-0.0016318-0.00095412i,-0.0017498-0.00013839i,-0.00068458+0.00046173i,0.00070359-0.00042172i,0.00099115-0.0010646i,0.00090123-0.0010595i,0.00033601-0.00046645i,-0.00043725+0.00014118i,-0.00046331+0.00052884i,-0.0001474+0.00085686i,0.00019142+0.00070734i,0.00025725-0.00017382i,0.0003139-0.00018016i,0.0005164+0.00046167i,0.00013777-0.00011801i,0.00038686-0.00036005i,0.0014499+0.00074709i,0.001211+0.0015898i,4.8177e-05+0.00096337i,-0.0011127-0.00035025i,-0.001067-0.00060886i,-0.00071835-0.0003528i
0.0015277-0.0011598i,0.0018855-0.0015903i,0.00028793-0.0004606i,-0.0013061-0.0002226i,-0.0008269+6.7193e-05i,9.6732e-05+0.00019216i,2.9677e-05-0.00034838i,-0.00058429-0.00092089i,-0.00094152-0.0012291i,-0.0010321-0.00047654i,-0.00051922+8.4022e-05i,0.0004493-0.0004484i,0.0010011-0.0010508i,0.00079965-0.0012066i,-2.3986e-05-0.00036757i,9.2331e-05+0.00060715i,-0.00012719+0.00015141i,-0.00027125-0.00032076i,0.00027397-0.00016989i,0.00033356-0.00043232i,0.00052971-0.00050959i,0.00033826-8.5833e-07i,-0.00025774+0.00016204i
0.00027731-0.003195i,-0.00078564-0.0035108i,-0.0018963-0.0034057i,-0.0016793-0.0013056i,-0.00054144+0.000869i,-9.4761e-06+0.0011633i,-0.00023709-0.0001784i,-0.00010307-0.00087561i,0.00028647-0.00076182i,-0.00062216-0.00019654i,-0.0013079+0.00093015i,-0.0003368+0.00098917i,0.00079085+0.00033528i,0.00097372+0.0004121i,0.00051286+0.00042057i,0.00037677-0.00039176i,0.00065715-0.00065829i,0.00025094-8.5972e-06i,-1.444e-05+0.00053786i,0.00026699-3.959e-05i,-3.6924e-06-0.00011665i,-0.0003305-0.00022679i,-7.6937e-05-0.00048502i
-0.00050181+0.00055682i,0.00047047-0.00039068i,0.0011292+0.00016893i,0.0014884-0.00013664i,0.0022497-0.00065192i,0.0018372-0.00052456i,0.00062859-0.00050943i,-0.00032658-9.8133e-06i,-0.00061393+0.00091206i,-0.00035799+0.001221i,-0.00022775+0.00074585i,-0.00028222-0.00011842i,-0.00075143-0.00078472i,-0.00026939-0.00086071i,0.00027698-0.0002014i,-0.00011136+0.00050078i,-0.00040455-5.1627e-05i,-0.0002076-7.7424e-05i,-0.00027143+0.00063675i,-0.0006443+0.00064318i,-0.00053097+0.00030594i,-0.00053965+0.00031162i,-0.00083299-0.00059499i
-0.00053486+0.001149i,-0.00013231+0.00025057i,-0.00067599-0.00098751i,-0.00096698-0.0012978i,-0.00073637-0.0015635i,0.00026067-0.0010541i,0.001498+4.9242e-05i,0.0011193+0.00048745i,0.00016173+0.00021176i,-0.00060153+0.00022632i,-0.001254+0.00082205i,-0.00079957+0.00056271i,-0.00060454-0.0003866i,-0.00041-0.00073135i,0.00028124-0.00071109i,0.00088952-0.00051808i,0.00071089-0.00041375i,-0.00037053-0.00027043i,-0.0008077+0.00030272i,-0.00024229+0.00023476i,-0.00024424-0.00043956i,-9.3405e-05-0.00032882i,-0.00021055+0.00027361i
-0.00052595-0.0003664i,-0.0023937-0.0013651i,-0.0027929-0.00064509i,-0.0016331+0.00061941i,-0.00094764+0.00029431i,-0.00014418+0.00056025i,0.00058778+0.00054256i,0.00034734-0.0003997i,0.00045833-0.00052233i,0.00016169-0.00012517i,-0.00054723-0.00016634i,-0.000569-0.00049926i,-0.00055664+0.0001288i,-0.0018176+0.00048544i,-0.0021689-0.00034095i,-0.00074921-0.00051327i,-2.5943e-05-9.1717e-05i,-0.00051614+0.00055905i,-0.0002957+0.00084959i,0.0010686+0.00022204i,0.0014961-0.00018158i,0.00088988+0.00022505i,0.00063111+8.2492e-05i
0.00090692-0.00084718i,0.00071413-0.0023698i,-0.0003424-0.0033807i,-0.0016299-0.002043i,-0.0014447-0.00019075i,-4.9136e-06+4.6551e-05i,0.001223-9.8952e-05i,0.00098486-0.00025336i,0.00013174-0.00017878i,-0.00031987+0.00029603i,-0.00025927+0.0014222i,-0.00010859+0.0019319i,-0.00028931+0.00052178i,0.00013651+2.3774e-05i,0.00067327+0.00016552i,0.00087982-0.00048701i,0.001054-0.00031127i,0.00013358-3.4436e-05i,-0.001099-0.0003018i,-0.0010917+0.00021787i,-0.00039508+0.00034282i,-0.00026373-3.1218e-05i,0.00025652+0.00070333i
0.0015753-0.00058614i,0.0016628-0.00040244i,0.0012883-0.0014462i,0.0011233-0.0019504i,0.00066736-0.0012677i,0.00030235-0.00047289i,0.00042262-5.1556e-05i,-7.7277e-06-0.00067484i,-0.00037916-0.00097091i,-0.00049502-0.00024488i,-0.00047497-0.00042087i,0.00016377-0.00020167i,0.0010714+0.00018511i,0.0012433+0.00049682i,0.00095068+0.0005329i,0.00050823+0.00016063i,0.00017729-0.00032945i,-0.00069748-0.00060024i,-0.001709+0.00036462i,-0.0010072+0.00094996i,-6.9657e-05+0.00067576i,-0.00041258+0.00019375i,-0.00051335-0.00030351i
0.00052009-0.0022509i,-0.00029837-0.0020725i,-0.0013843-0.0017851i,-0.0015246-0.0013148i,-0.000282-0.00049969i,0.00079193+0.00020022i,0.00086825+1.4527e-05i,0.00077786-0.00056656i,0.00037277+9.6476e-05i,-0.00050334+0.00051162i,-4.0485e-05+0.00033712i,7.9367e-05+0.0010742i,0.00013492+0.00082197i,0.00081248+0.00017656i,0.0010467+1.2968e-05i,0.00054375+0.00046295i,-0.00010147-0.00029514i,0.00030293-0.0015265i,0.00089182-0.00082469i,0.00024352-0.00038681i,0.00015137-0.00065532i,0.00079599-0.00045303i,0.00051779-0.00055247i
0.00094079+0.0010616i,0.00096529-0.00090186i,0.0012659-0.0010924i,0.00047596-0.00067079i,0.00037601-0.001285i,0.00097027-0.0011064i,0.0011181-0.00040329i,0.00059329-0.0002164i,0.0009364+9.0818e-05i,0.0013647+0.00024614i,-0.00022217+0.00030339i,-0.00055551+0.00025912i,0.0004158+0.00047111i,0.00042164+0.00031383i,0.00027745+2.3179e-05i,0.00064528-0.00046081i,-4.7804e-06-0.00029801i,-0.001076-5.6602e-05i,-0.0010898+5.5521e-05i,-0.00030901-2.1189e-05i,0.00082961-0.00014705i,0.0012303-3.6315e-05i,0.0010218+0.00037583i
-0.00051799+0.0010537i,-0.00030937+0.00064235i,0.00040502+0.0012741i,0.0013765+0.0017875i,0.0012999+0.00094619i,0.0010662-0.00036696i,0.00096109-0.0010316i,0.00027481-0.00036987i,0.00021344+0.00036727i,0.00054325+0.00063428i,0.00043452+0.00053108i,0.00029499+0.00015101i,-0.00035873+0.00012707i,-0.00073442+0.00073518i,-0.00053354+0.0003091i,-0.0001778-0.00074495i,0.00029155-0.00067785i,0.00030129-0.00046161i,0.0002012-0.0004542i,-0.00024534-0.00015077i,-0.00035786+9.4418e-05i,0.00026095+0.00033416i,0.00017588-0.00018507i
0.0021677+2.7408e-05i,0.0017852-0.00090667i,0.00098143-0.00074949i,6.8913e-05-0.0005154i,4.7923e-06-0.0010246i,0.00015403-0.00086571i,-5.7698e-05-0.0006688i,-0.00056129-0.00086544i,-0.00012879-0.0005795i,-2.034e-05+0.00017718i,-0.00056969+0.00037821i,0.00048639+0.00056037i,0.0015117+0.00035921i,0.00080726-0.00077373i,0.00011616-0.00066972i,0.00022323-0.00029202i,8.6032e-05-0.00033023i,-0.00043612+5.2207e-05i,-0.00023658+0.00024097i,-0.00055397+0.00034092i,-0.00078439+0.00022437i,-0.00028275-0.00043006i,-0.00023193-0.00024297i
0.00085111+0.0025947i,0.00056189+0.0025972i,0.00041863+0.0012647i,0.00053341-9.7778e-05i,0.00012525-0.0007987i,0.00011894-0.0014774i,0.0005245-0.0014982i,-0.00014229-0.00075532i,-0.00092564+0.00023583i,-0.0005245+0.00045459i,-0.0001811-0.00053688i,-0.00032841-0.00076291i,-0.00028659-0.00022047i,-0.00031277+5.6474e-05i,-0.00039385+6.3105e-05i,-0.00044376+7.0625e-05i,0.0002197-0.0002824i,0.00027671-0.00032307i,-0.00022622+0.00044568i,-0.00040647+0.00047037i,-0.00035785+0.00019768i,0.00022128-5.7433e-05i,0.00023309+0.00060703i
0.0018165-0.0019009i,-0.00026579-0.0021579i,-0.0016506-0.0020998i,-0.001728-0.00063285i,-0.00086195+0.00031628i,0.00039404-0.00038286i,0.00021445-0.0011095i,-0.00024441-0.0013007i,-5.6916e-05-0.00084946i,-0.00076816-0.00072695i,-0.0011138-0.0010907i,-0.00013376-0.00091284i,4.3121e-05-0.00048693i,0.00046691-0.0003887i,0.00073934-0.00031978i,0.00038842-0.00051511i,0.00042317-0.00093126i,0.00027054-0.00089811i,6.9362e-05-0.00040584i,-0.0001502-0.00042001i,-0.00017351-0.00053973i,1.8159e-05-0.00013608i,0.00012595+6.3271e-05i
0.00078649-0.0014695i,0.0006458-0.001855i,0.00056418-0.0022847i,0.0011757-0.0015771i,0.0014718-0.00038316i,0.00062397+0.00070494i,0.00072223+0.0012055i,0.0012467+0.00046709i,0.00043285-5.7625e-05i,-0.00083576+0.00038557i,-0.0011057+0.00030713i,-0.00042517+0.00028457i,0.00067119+0.00045402i,0.0012428+5.5467e-05i,0.0011366+0.00027924i,0.00010382+0.0011433i,-0.00076753+0.00040915i,-0.00037469-0.00058775i,0.00039115-0.00068547i,0.00038138-0.00022636i,0.00033858+0.00014299i,0.00015718-0.00049175i,-0.00022913-0.00093557i
0.00024931-0.0018055i,-3.9676e-05-0.0014749i,-0.00070835-0.0018535i,-0.00056948-0.0018111i,-0.00026442-0.001179i,-0.00032127-0.00076278i,0.00081283-0.00073828i,0.00086438-0.00047398i,-0.00040684+0.00018982i,-0.00026638+0.00072661i,0.0010538+0.00072259i,0.0012341+0.0006547i,0.0006109+0.00060232i,0.00069206+0.00034285i,0.00093439-7.5243e-05i,0.00067495-0.00024723i,0.00013391-0.00061865i,0.00018411-0.0011193i,-6.1262e-05-0.0016249i,-0.00060422-0.0012885i,-0.00047126-0.00042396i,0.00018126-0.000132i,1.7957e-05-0.00050986i
0.0010486+0.0016273i,0.00092696+0.0016671i,-0.00015968+0.0010464i,-0.00046725+0.00021451i,-0.00047516-0.0012749i,-0.00022245-0.0017807i,-6.9713e-05-0.0013662i,-0.00017418-0.00045164i,0.0002246+0.0003035i,0.00039227+9.6181e-05i,-0.00019014-0.00029145i,-0.00019582-0.00010714i,7.871e-05-0.00020239i,7.5216e-05-0.00020456i,0.00032349-0.00049568i,0.00043021-0.00082729i,0.00066695-0.00066148i,0.00044368-0.00072616i,-5.1885e-05-2.6329e-05i,-1.1178e-05+0.00082824i,-0.00087377+0.0013186i,-0.0015869+0.00043164i,-0.0012205-0.00013736i
0.0019414-0.00047605i,0.002405-0.0015665i,0.0015152-0.0016568i,0.00075589-0.0017885i,-0.00039644-0.0021909i,-0.00035925-0.00099391i,0.00029194+5.9334e-06i,3.5745e-05-0.00011917i,0.00018538-5.7682e-05i,0.00044469-0.00021812i,-0.00043612-0.00061644i,-0.00054768-0.00077828i,0.00056024-0.00083194i,0.00078195-0.00091494i,0.00038708-0.00073848i,0.00063195+0.00049303i,0.00058236+0.0011675i,0.00039137+6.9091e-05i,0.00041287-0.00080459i,0.00024428-0.00093951i,-8.8198e-05-0.0006572i,-0.00029707+0.00014093i,-0.00013846+0.00081706i
0.00035783-0.0010981i,0.0005355-0.0021349i,0.00051932-0.0021015i,0.00058736-0.00065137i,0.00027158-8.0176e-05i,-7.3652e-05-0.00084627i,-0.00015223-0.001302i,7.4018e-05-0.0019122i,-4.9065e-06-0.0015508i,-0.00012162-0.00087223i,0.00017575-0.00028186i,-0.00089273+0.00022928i,-0.0011218-0.00024125i,0.00021716-4.4614e-05i,0.00087782+2.7254e-05i,0.001024-1.0873e-05i,0.00088844-5.5136e-05i,0.00018666+0.00040582i,0.0003835+0.0013724i,0.00038372+0.0011101i,-0.00028399+0.00076936i,-0.00042686+0.00030409i,-0.00058045-0.00046734i
8.5148e-05-0.00028903i,0.00052749+0.00016516i,7.1413e-06-0.00087103i,-0.00050229-0.0018717i,-0.00073815-0.00038504i,-0.00038735+0.0010311i,0.000918+0.0005216i,0.0010126-0.00012212i,3.6223e-05-0.00011301i,-0.00080954+0.00060757i,-0.00088908+0.0012638i,-0.0008229+0.00091397i,-0.0008715+0.00044889i,-0.00086809+0.00077936i,-0.00079181+0.00072858i,-0.00022552+0.00023123i,0.00025768+9.0852e-05i,-0.00063925+6.1325e-05i,-0.0008462+0.00018205i,0.00025241+0.00049258i,0.0004268+0.00078307i,0.00032477+1.5558e-05i,0.00046451-0.0005405i
0.0011933-0.00067842i,0.0021896-0.00066124i,0.0013805-0.0010648i,0.00022112-0.001013i,0.00029375-0.00049884i,0.00029467+0.00017522i,0.00014397+0.00039651i,-0.00014521+0.00029432i,-0.00049517+0.00014424i,-0.00077317+0.00076908i,-0.00083935+0.0011536i,-0.00030745+0.0006671i,0.00015002-0.00040094i,0.00061684-0.00057179i,0.00010734+0.00049301i,8.48e-05+0.00098204i,0.00086071+0.0004743i,0.00073431+0.00041725i,3.4314e-05+0.00031443i,9.236e-05-0.00031893i,0.00075265-6.5448e-05i,0.00090461+0.00078418i,0.00022926+0.0010103i
-0.00086417+0.000132i,-0.00077765-0.00093828i,-0.0014287-0.0012863i,-0.0010041-0.00088523i,0.00048065-0.00042367i,0.0012456-0.00057951i,0.00099534-0.00055521i,4.7378e-05+0.0002321i,-0.0008528+0.00091846i,-0.0010142+0.0012424i,-0.0005769+0.0012332i,-1.8371e-05+0.00097264i,9.7915e-05+0.0010306i,0.0003626+0.00059093i,0.0011014-9.6539e-05i,0.0008459+9.8033e-06i,0.00064033+0.00028307i,0.00010871+5.5273e-05i,-0.00057713-0.00091188i,0.00056089-0.00063053i,0.0011437+0.00031721i,0.00071857-0.00047083i,0.00072077-0.00090857i
0.0020684+0.00040868i,0.0022571-0.00034664i,0.001243-0.0015236i,0.00033195-0.0011657i,0.0007265-0.0011717i,0.0011702-0.00086733i,0.00099049+0.00038286i,0.00060827+0.00017076i,0.00023107+0.00018924i,6.9552e-05+0.0007767i,-0.00013666+0.00075813i,-4.3416e-05+0.00098642i,0.00097764+0.00042998i,0.00083131-0.00052503i,0.00081471-0.00016956i,0.0004592+0.00076349i,0.00030941+0.00014449i,0.00053837-0.0003195i,0.00030716-3.4517e-05i,0.00058609+4.0927e-05i,0.00086979+0.00014145i,0.00028526-0.00011772i,-0.00041903-0.00049964i
0.0021493-0.0018644i,0.00047938-0.0016606i,-0.0012354-0.0013449i,-0.0019922-0.00071399i,-0.0015078-0.00035655i,-0.00073449-0.00064577i,-0.00026216-0.00086111i,0.00014268-0.00095569i,-7.0953e-05-0.0014945i,-0.00053805-0.0014226i,-0.0006119-0.00030314i,-6.8444e-05+3.9213e-06i,0.00025124-0.00019661i,-0.00042345-0.00072405i,-0.00029225-0.0016808i,0.00068848-0.0010683i,0.00053943+0.00022075i,0.00097086+0.00040794i,0.0013891-4.8792e-05i,0.00057318-2.981e-05i,-0.00055214+0.00083826i,-0.00083709+0.00079581i,-0.00067282+0.00042943i
0.00053542-0.00011776i,0.00069671-0.001503i,0.00083296-0.00042649i,0.00066807+0.00029239i,0.00041502+0.0001042i,-7.8057e-05-0.00092594i,-0.0004141-0.00093368i,-0.00012707-0.00029345i,-0.00012409-0.00036262i,-0.00059068-0.00059949i,-0.00036903-0.00085622i,-0.00034707-0.00016101i,-0.00064688+0.00073352i,-0.00058133+0.00029492i,-0.00032777-0.00010759i,-0.00028404-0.00021842i,-0.0005368-0.00045772i,-0.00073596-0.00055594i,0.00013358-0.00011264i,0.00032839+0.00022387i,-0.00080358-4.2923e-05i,-0.0016739-0.00043473i,-0.0018306+0.0001974i
-0.0004578+0.00051277i,0.00040016-0.0001538i,0.00030549-0.00062509i,0.00063124-0.00065152i,0.0011548-0.00029731i,0.00092324-0.00061847i,0.00058215-0.00096827i,0.00046559-0.0010991i,0.00069078-0.0007269i,0.00028917-2.4477e-05i,0.00018529-0.0001044i,0.00026058-8.2739e-05i,-0.00022851+0.00059831i,0.00028577+0.00059689i,0.00057701+0.00038655i,0.00021974+0.00070266i,-0.00014914+0.0010495i,0.00016646+0.00031432i,0.00026933-0.00062491i,-0.00057794-0.00085252i,-0.0010491-0.00080636i,-0.00074031-0.00012776i,-0.00035261+0.00050287i
0.000707+0.0012615i,0.00016592+0.001764i,-0.00026856+0.00088494i,-1.0568e-05-0.00088881i,8.0853e-05-0.0016761i,0.00011384-0.0012716i,0.00013149-0.00026896i,0.00032101-2.0362e-05i,0.00022931-6.1199e-05i,-0.00023447+0.00048941i,0.00019105+0.0010332i,0.00061895+0.00069159i,0.00029367+0.00022566i,6.7805e-05+0.00019258i,-2.6179e-05-0.00042613i,0.00045605-0.0006571i,0.0011109-0.00077096i,0.00097384-0.00073262i,0.00039751+0.00018355i,-5.0959e-06+0.00018059i,-0.00060074-0.00072586i,-0.00044436-0.00079854i,-0.00034774+0.00032401i
