0.001303-0.0010329i,0.0011511-0.0026245i,-3.2685e-05-0.0042084i,-0.0015113-0.0031205i,-0.0018958+0.00025361i,-0.0017638+0.0028722i,-0.0010908+0.0031028i,-0.0001803+0.0015681i,0.00059404+8.0369e-05i,0.0012215-0.00079836i,0.00060846-0.0011339i,-0.00073446-0.00078581i,-0.00042331-0.00018265i,0.00015715+6.4586e-05i,0.00038569+0.00014001i,0.00045923+0.00056861i,3.3881e-05+0.0007422i,4.9602e-06+0.000697i,0.00049578+0.0004713i,0.00074216+0.00032732i,0.00062538+4.3948e-05i,0.00028786-0.00031709i,-0.00049605-9.1141e-05i
1.3755e-05-1.1875e-05i,-0.0011122+0.00057311i,-0.0019627+0.00069037i,-0.00089289+0.00065788i,0.00029692+0.0002784i,0.0011642-0.00050764i,0.00065645-0.00086128i,2.1299e-05-0.00094728i,-0.00039682-0.00095635i,-0.00010885-0.00029711i,0.00022163+0.0007065i,-0.0001091+0.0010508i,-0.00019124+0.00063599i,0.0001814-4.8848e-05i,0.00065027-0.00052844i,0.00021627-0.00057648i,8.2272e-05-0.0006564i,-8.3325e-05-0.00044235i,-0.00029675-0.00026443i,-0.00051965-0.00054199i,-0.00067962-0.00080649i,-1.4496e-05-0.00067363i,0.00024784+0.00019478i
0.0011523-0.00014516i,0.00054098-0.0012066i,-0.0001157-0.001525i,-0.00048267-0.0010275i,-0.0012596-0.00018809i,-0.0014015+0.00072802i,-0.00090373+0.00085446i,-0.00035367+9.8127e-05i,-0.00017849-0.00025363i,-0.00022727+0.00028015i,-2.7296e-05-0.0002582i,-0.00039315-0.00055538i,-0.00033307+2.6383e-06i,0.00042339-0.00019151i,0.00052557-0.00038414i,-2.8674e-05-5.0889e-06i,-0.000221+4.0228e-05i,-1.1213e-05+7.5024e-05i,-0.00048581+8.4208e-06i,-0.00028179+0.00041361i,0.00019878+0.00023431i,-0.00012752+0.00019926i,-0.00014405+0.000443i
0.00087718-0.00025519i,-0.00032326-0.00058499i,-0.00077216-0.0009539i,-0.00065371+3.8838e-05i,-0.00026476+0.00084017i,0.00081504+0.001329i,0.00078153+0.0008307i,-0.00038861-0.00027777i,-0.00016586-0.00055451i,0.00066825-0.00054674i,0.00039039-0.00063361i,-0.00014291-0.00018921i,0.00010894-5.814e-05i,0.00084341-4.8788e-05i,0.0011228+8.5198e-05i,0.00081025-0.00013304i,0.0011377+5.3294e-05i,0.0013337+0.00052576i,0.0005551+0.000313i,-7.9705e-05-0.00062668i,-0.0003306-0.00042927i,-0.00011343-4.5061e-05i,0.0013858+0.00023517i
0.0016395-1.22e-05i,0.00050013-0.0027161i,0.0003301-0.0039339i,0.0001891-0.0026135i,-0.0004477-0.00079995i,-0.0011212+0.00097533i,-0.00057138+0.0015544i,-0.0002117+0.00097381i,7.7826e-05-0.00067235i,2.0251e-05-0.0020573i,-0.00075691-0.0022282i,-0.00044741-0.0014104i,0.00058616-0.00048527i,0.0015016+0.00014476i,0.00097978+0.00018609i,-7.2678e-05+0.00023234i,-5.9649e-05+0.00070762i,-0.0003745+0.00071019i,-0.00033498+0.00038923i,-4.3353e-05+0.00014659i,-0.00029887+0.0006242i,-0.00054602+0.0008125i,-0.0004119-0.00022332i
-0.0016114+0.00038178i,-0.001918+0.00034742i,-0.0012781+0.00024122i,-0.00056566+0.00017566i,0.00050217+0.00027212i,0.00084682+0.0001545i,0.00077435-0.0002341i,0.00078217-0.00032922i,0.00014721+0.0003419i,0.00014302+3.383e-05i,-5.1701e-05-4.0876e-05i,-0.00052138+0.00036699i,-0.00033374+0.00043532i,-0.00057191+0.00054962i,-0.00041185+0.00023445i,-0.00017572+0.0005192i,4.7196e-05+0.00078945i,0.00099431+0.00058891i,0.0008546+0.00032876i,-0.00012543-0.00013924i,-0.00027939+0.00032547i,1.0625e-05+0.00054539i,0.00024237+8.3291e-05i
-0.0013258-0.00075437i,-0.0010378-0.0001028i,-0.0010141+0.00077135i,-0.00032845+0.0012898i,0.00042444+0.0006927i,0.00070728+0.00021432i,0.00048744+0.0002195i,0.00039973-0.00068048i,0.00084174-0.00078337i,0.00021757-0.00017436i,-0.00069516+1.9174e-05i,-0.00050738+0.00010094i,-0.0011092+2.3598e-06i,-0.0010823-0.00048522i,-0.00013325-0.00027358i,0.00099353-1.22e-05i,0.0013691-0.00066808i,0.000807-0.00070463i,-0.00030106+0.00032592i,-0.0004938+0.00037957i,-0.00011192+0.00020532i,-0.00024046+0.00032174i,4.4477e-05-0.00031979i
-0.00065608-0.00075648i,-0.0010155-0.0003254i,-0.0014505+0.00029321i,-0.00032835+0.00076329i,0.0011308+0.0012899i,0.0009637+0.0012723i,-4.4355e-05+0.00034343i,-0.0001465-0.00080466i,-6.505e-06-0.00058306i,9.2412e-05+5.3976e-05i,-0.00051632+0.00010733i,-0.0011825+0.00028194i,-0.0013164+0.00019898i,-0.00036208+0.00049411i,0.00075445+0.00064239i,0.0007404+0.00027407i,-0.0002854-6.2712e-06i,-0.00041672-0.00010888i,0.00042473+0.00055122i,-0.00013879+0.0012467i,-0.0003129+0.00090523i,0.00013821+0.00074498i,-0.00024245+0.00065666i
0.0011881+0.0016839i,0.0010209+0.0014899i,0.00045585+0.0017114i,0.00040729+0.0018397i,0.0008067+0.0012065i,0.00035435+0.00036458i,0.00012968-8.3205e-05i,8.528e-05-8.7023e-06i,-8.4675e-05+3.6613e-05i,0.00017832-0.00036511i,0.00044113+7.3576e-05i,0.00052+0.00080964i,-9.5854e-06+0.00049775i,-0.0001565+0.00030921i,0.00020855+0.00071166i,0.0003237+0.00093467i,0.00022187+0.00040662i,0.00027261-0.00053031i,0.0010103-0.00041997i,0.0010374-9.2138e-05i,1.8155e-07+0.00043509i,-0.00056326+0.00061778i,0.00024941-9.3718e-05i
-0.0015549-0.0011696i,-0.0010454-0.0018248i,-0.00063253-0.00065654i,-0.00020929+0.00010194i,0.00021319-0.00045456i,0.00074723-0.00053251i,0.001012-0.00033051i,0.00062418-0.00039205i,-0.00024789-0.00021076i,-0.00034741-0.00046086i,0.0002636-0.00044833i,0.00096784+0.00049619i,0.0010637+0.001086i,0.00025862+0.000724i,-0.00020454-3.2886e-05i,-0.00044867-0.00067978i,-0.00081902-0.0013738i,-0.0008097-0.00069889i,-0.0008126+0.00049684i,-0.00034315+0.00042427i,0.00031333-0.00015577i,0.00054303-0.00029676i,-0.00011842+2.3388e-05i
0.0011308-0.00026725i,0.00030654+4.6051e-05i,-0.00042873-0.00013343i,-5.0597e-06+0.00070128i,0.00058183+0.0010441i,0.00061343+0.00058495i,-0.00021048+0.00068405i,-0.00088112+0.00029996i,-0.0013524-0.00034557i,-0.0014096-0.00034494i,-0.00038918+6.1352e-05i,0.00036109+0.00069019i,0.0005277+0.0006455i,0.00088836-0.0001132i,0.0010046+7.0518e-05i,0.00045121+0.0011037i,-0.00016413+0.001136i,0.00026388+0.00024777i,0.00057614-2.275e-05i,0.00031887+0.0006295i,-8.727e-05-3.8414e-05i,-8.4899e-05-0.00017726i,4.9456e-05+0.00062011i
-0.0028322-0.0016392i,-0.0028322-0.0016764i,-0.0028296-0.00043838i,-0.0015636+0.0014459i,-0.00034364+0.0022993i,0.00091343+0.0018705i,0.001564+0.00021918i,0.0010308-0.00089913i,0.00033069-0.00026288i,-7.1427e-05-8.785e-05i,-2.5146e-06+9.7167e-05i,-5.9716e-06+0.00069571i,-4.7882e-05-0.00020797i,-0.00062894-0.0011631i,-0.00049844-0.0014165i,-0.00022622-0.0013597i,-0.00046924-0.0010064i,-0.00046471-0.00046821i,-0.0004282-0.00025731i,0.00040687-0.00016197i,0.0008695+0.00038778i,0.00024918+0.00050159i,-0.0002849+5.337e-05i
4.3103e-05-0.0019991i,-0.00046193-0.0016756i,-0.0011996-0.0011535i,-0.0011971-0.00030964i,-0.0005787+0.00086915i,0.00039231+0.0011345i,0.00031691+0.00019638i,-0.0006212-0.00091186i,3.1705e-05-0.00087034i,0.00050032-0.00015169i,-1.3803e-05-0.00019517i,7.7526e-05-0.0005113i,0.00056786-0.00061546i,0.00018986-0.00063776i,-0.00022362-0.00068971i,0.00031806-0.00060881i,0.00099685+6.702e-05i,0.00090101+0.00076352i,0.0002858+0.00041239i,6.9996e-05-0.00070016i,0.00019096-0.00090517i,-0.00018451-0.00015164i,-0.0005536-0.00019115i
-0.0016098-0.00019715i,-0.0024788-0.00041274i,-0.0024263-0.00013716i,-0.00069276+0.0010542i,0.00018887+0.0015546i,0.00034424+0.0011435i,0.0012001-0.00026604i,0.0013067-0.00068112i,0.0014377-0.00024195i,0.0010573-0.00055797i,9.1035e-05-0.00041489i,-0.00010838-0.00013349i,-0.00045303-0.00056738i,3.6623e-05-0.00082782i,0.0011451-0.00055314i,0.00093824+6.2743e-05i,0.0010475+0.00012064i,0.0010894-9.3906e-05i,0.00062424-0.00052718i,0.00088952-0.00028021i,0.00037559+0.00047917i,-0.00062346+0.00071454i,-0.00062361+0.00050497i
-0.0016524-0.00039115i,-0.0024916+0.00013663i,-0.001529+0.0008272i,-0.00056806+0.0014403i,-8.8749e-05+0.0012165i,0.00033287+0.00091664i,5.2584e-05+0.00061367i,-0.00023053+0.00015714i,-0.00061967-0.00023317i,-0.00055962-0.00017184i,-0.00050434-0.00053593i,-0.00018729-0.0010237i,0.00034012-0.00015932i,-5.6796e-05+0.00052609i,-0.00054937-0.00020566i,6.7506e-05-0.00013935i,3.8381e-05+0.00056564i,-0.00048362+0.00017545i,-0.00044809-0.00055113i,-7.1247e-05-0.00050267i,-4.9085e-05-0.00011858i,-0.0004026-0.00016727i,-0.00016096-5.2462e-05i
0.00094756-0.00018191i,0.00060676-0.00013878i,-0.00038508-0.00016879i,-0.00010536-0.00022892i,0.00067116+0.00015744i,0.0011948+0.00061488i,0.00063639+0.00051267i,-0.00017357+4.9232e-05i,-0.00018428+0.00020823i,-0.00020745+0.00033744i,-0.00015934+0.00057519i,0.0004845+0.00062285i,0.00047364+0.00049853i,-0.00019364+0.00010905i,-0.00059318-0.00023187i,-0.00063881+8.471e-05i,-0.00050973+0.00046989i,-0.00064526+0.00012376i,-0.00098135+5.2791e-05i,-0.00016149+3.8571e-05i,0.00075709-0.00036543i,-0.00012175-0.00041502i,-0.00062682-0.00037548i
0.00091256-0.00081494i,0.00035822-0.0010117i,0.00040513-0.00076262i,0.00062707-4.2251e-06i,0.00070649+0.00046997i,-0.00015553+0.00058204i,-0.00064296+9.1888e-05i,0.00042537+9.0688e-05i,0.00084088+9.6397e-05i,0.00057956+0.00011582i,0.00037965-0.00016361i,-0.00013856+3.5864e-05i,-0.00032757+0.00064712i,0.00064899+0.00035433i,0.00072765+7.5127e-05i,-0.00012777+0.00031115i,-0.00037071+0.00063314i,-0.00012138-0.00014742i,0.00010785-0.00088021i,-0.00019156-0.00083099i,9.6374e-05-0.00059545i,0.00043771+0.00041335i,0.00068709+0.00032429i
-0.00083835-0.00088766i,-0.00088281-0.00014311i,-0.00081177-9.2701e-05i,-4.8265e-05+0.00020145i,0.0010827+0.00078247i,0.001295+0.00090027i,0.0008655+0.00030809i,0.00056387-3.3304e-05i,0.00088846+0.00014127i,0.00076161-0.00011403i,8.194e-05-0.00020456i,-0.00050028+4.4262e-05i,-0.00055005-0.00054628i,-0.00014218-0.00061723i,-0.00067094-0.00018024i,-0.00063816-0.00016485i,0.00017736-0.0003884i,0.00046805-0.00052647i,0.00031859-0.00034421i,-0.00014648-0.0004948i,-0.00030296-0.00029983i,-0.00021848+0.00012006i,0.00013931-6.2527e-05i
-0.00079216+0.00013541i,-0.0012675-0.001962i,-0.00068055-0.0016682i,0.00055444-0.00092187i,0.00089289-0.00046052i,0.00023523-0.00069574i,-0.00048553-0.0010964i,-0.00088177-0.00099284i,-0.00077648-0.00070002i,-8.0851e-05-0.00061183i,-3.3667e-05-0.00050378i,-0.00039333-0.00038022i,-0.00025603-0.00025448i,-0.00021848+0.00026329i,-0.00051023+0.001335i,-0.0012771+0.0017624i,-0.0010748+0.0006105i,-0.00035392+0.00043279i,-5.1688e-05+0.00078663i,-0.00011136+0.00032223i,-0.00072069-0.00032565i,-0.00061326-0.00038055i,-0.00016473+0.00028278i
1.0209e-06+0.00054727i,0.00083008+4.2909e-05i,-0.00033419-0.00044399i,-0.00069001+5.2951e-05i,8.4859e-05-3.0133e-05i,0.00038694-0.00066491i,1.9584e-05-0.00079073i,-5.2274e-05-0.00062462i,0.00025832-0.0005559i,0.00055367-0.00090361i,0.00069049-0.00080583i,0.0010975+7.4271e-05i,0.00035085+0.00080066i,-0.00016581+0.00090174i,0.00022995+0.00089718i,-0.00013337+0.00062331i,-0.00031996-9.7279e-05i,-2.8719e-05-0.00036203i,7.3555e-05-1.692e-05i,0.00033061+9.4125e-05i,0.00042749-0.00031615i,0.00040544-0.00024145i,0.00036663+5.5022e-05i
-0.0011226-0.00018645i,-0.0012522-0.00035173i,0.00018388-0.00017013i,0.000545-0.00020923i,0.0011246+0.00027911i,0.0015692+0.00076413i,0.0007238+8.7514e-05i,0.00031767+0.00012544i,0.00040204+0.00055749i,0.00065472-0.0001987i,0.00044862-0.000684i,0.000184-2.4045e-05i,0.00040505+0.00074026i,-0.00027733+0.0010644i,-0.00073333+0.00085475i,-0.0010125+0.0005457i,-0.00073799+0.0002055i,-0.00020785-0.00015649i,-0.00033389+0.00024316i,-0.00067544-0.00017868i,-0.00054244-0.00061349i,0.0001896-0.0005353i,0.00015887-0.00027661i
-0.00040407-8.3482e-05i,-0.0013742+8.2665e-05i,-0.0020022+0.00049136i,-0.0012408+0.00095284i,0.00049748+0.00033185i,0.00059068-0.00058151i,-0.00053763-0.00044525i,-0.00091966+8.4341e-05i,-0.00054+0.00045273i,1.5516e-05+0.00034684i,0.00064826+0.00013725i,0.0010142-5.1978e-05i,0.00055693-0.00022756i,-0.00064253-0.00013261i,-0.00093545-2.7318e-05i,-0.00052429+0.00012243i,7.438e-05+0.00048808i,4.7455e-05+0.00049766i,0.00037015+0.00025186i,0.00011384+0.0002643i,-0.00035529+0.00042249i,1.33e-05+0.00012609i,0.00021121+2.2102e-05i
-0.0013072-0.00058574i,-0.0019629-0.0011289i,-0.0020943+0.00031972i,-0.0017731+0.0017428i,-0.00067914+0.0011472i,0.00042862+0.00094196i,-6.8462e-05+0.00040391i,0.00013552+3.2457e-05i,0.00056147-8.9033e-05i,0.00035536+0.00022565i,0.00036034+0.00094548i,0.00042718+0.00037171i,-0.00013399-0.00060473i,-0.00045535-0.0012379i,0.00011989-0.00078956i,0.00074458-3.1793e-06i,0.0013141+3.6892e-05i,0.0012352-0.00027071i,0.0006264-0.00061381i,-0.00036442-0.0005981i,-0.00062377-0.00032227i,6.5441e-05-6.2575e-05i,0.00072319+0.0004901i
-0.0030526-0.00045352i,-0.0037909-0.00022604i,-0.0043167+0.0013781i,-0.0024468+0.0022269i,0.00046866+0.0025255i,0.0011376+0.0013507i,4.345e-05-4.2646e-05i,-0.0010504-0.00049993i,-0.0008842-0.00034575i,0.00041425-0.00044173i,0.00086307-0.00039629i,0.00040296-0.00046362i,-0.0008402-0.00082174i,-0.0012362-0.00055142i,-0.00075981-0.00045048i,-0.00054442-0.00023489i,-0.00010973+0.00053878i,-0.00016744+0.00088242i,0.00012261+0.0013105i,0.00016706+0.0011421i,-8.2712e-05-4.6193e-05i,-0.0010808-0.00075602i,-0.0012777-0.00088948i
0.00072691-4.6418e-05i,0.00066114+0.00035778i,0.00092578-0.000803i,0.00089769-0.00069451i,0.0012397+5.372e-05i,0.0015427+0.00044827i,0.0012976+0.0005941i,0.00051147+0.00037151i,-0.00037339-2.014e-05i,-0.00053431-0.00044517i,-0.00038862+0.00018612i,0.00026909+0.00049892i,0.00061746-0.00021651i,-0.00028724+5.9812e-05i,-0.00056473+0.00043043i,9.9331e-06+0.00036795i,0.00022953+0.00039215i,0.0005376+0.00048996i,0.00046704+0.00012655i,0.00073479-0.00058323i,0.0011546-0.00040391i,0.0010795-0.00012577i,0.00086066+0.00031912i
-0.0011034-0.0014085i,-0.0013206-0.0012992i,-0.0016645-0.00025796i,-0.002165-0.00010376i,-0.0012833-0.00043052i,0.00052421-0.00031201i,0.0010249-1.7972e-05i,0.00057142-0.00045587i,5.2918e-05-0.00073497i,0.00023869-0.00098486i,0.0004582-0.00018513i,3.302e-05+0.00039742i,-0.00053406+0.00071745i,-0.00076615+0.0011416i,-0.00048183+5.5358e-05i,-0.00022653-0.00074888i,-0.00025083-0.0011781i,-4.4394e-05-0.00032035i,-0.00025136+4.2336e-07i,-0.00011433-0.00061598i,0.00032317-0.00094114i,4.5909e-05-0.00068709i,-0.00010416-0.00074421i
0.0015581-0.0024379i,0.00065059-0.0028666i,-0.00013949-0.0021893i,-0.0011156-0.00067045i,-0.001519-0.00018868i,-0.0005864-0.00026009i,0.00059571-0.00047523i,0.0012709-0.00099215i,0.00091101-0.00091744i,2.6436e-05-0.00083626i,-0.0006174-0.00086923i,-0.00068841-0.00076265i,-0.00024035-0.00054075i,0.00030211-0.00034774i,0.00054064+3.9212e-06i,0.00048228+0.00054685i,0.00018546+0.00062321i,-3.8821e-05+0.00062179i,0.00035952+0.00085678i,0.00048987+0.0008697i,0.00037945+0.00068342i,0.00054058+7.1792e-05i,0.00015112+0.00014802i
-0.0012195+0.00096768i,-0.001391+0.0011866i,-0.0005029+0.0011669i,0.00010402+0.00087148i,0.0013245+0.00027569i,0.0014583-0.0002653i,9.26e-05-0.00025924i,-0.00024103-0.00034904i,0.0004682-0.00070151i,0.00042355-0.00092488i,-4.6147e-05-0.00079066i,-0.00061095-0.00055394i,-0.00076961-0.00023474i,-0.00052624-3.5629e-05i,0.00065163+8.8969e-05i,0.00086046+8.5773e-05i,0.00031866-0.00025641i,0.00054566-0.00070165i,0.0002758-0.0012022i,0.00018648-0.00077138i,3.5276e-05+0.00010115i,9.229e-05+0.000324i,0.00010651+0.00021832i
0.00010672-0.0021869i,-0.00019124-0.0024121i,-0.00075142-0.001005i,-0.00064024+0.00054631i,-0.00030494+0.0011062i,-8.3388e-05+0.0011762i,0.00025638+9.4007e-05i,9.6654e-05-0.0007647i,-0.00060453-0.0004438i,-0.00039605+6.0032e-05i,-0.00028636-0.00017455i,-0.00043015-0.00048737i,-0.00017398+0.00016651i,5.528e-05-4.3967e-05i,0.00063384-0.00092322i,0.001036-0.00098345i,0.00041915+0.00010873i,0.00027478+0.0010466i,0.00036522+0.00087305i,0.00044578+0.00051463i,0.00018204+4.8903e-05i,-1.8165e-05-6.2589e-05i,5.6249e-05-0.00010675i
-0.00081324+0.00055092i,-0.00038431-0.00013299i,-0.00057779-0.0009811i,-0.0013668-0.0010939i,-0.0014336-0.00060874i,-0.00025905-0.00014392i,0.0011718-0.0003776i,0.00018848-0.00036371i,-0.0010145-0.00013953i,-0.0005321-0.00049042i,0.00023834+2.9046e-05i,0.00070309-0.0002748i,0.00050522-0.00073196i,-0.00020437+0.00015023i,-0.00022433+0.00077873i,-0.00018932+0.00090197i,0.00023889+0.00057267i,0.00043666+4.9153e-05i,-0.00096511-0.00051995i,-0.0011821-0.00053085i,-4.7851e-05-0.00062495i,0.00064134-0.00088936i,0.00015489+5.2026e-05i
-0.00029237-0.0015408i,-0.0011641-0.0026956i,-0.0008587-0.0016553i,2.4589e-05+0.00012243i,0.00038385+0.00041857i,0.00016307+0.0002615i,0.00047467+0.00023839i,0.00055505+0.00020256i,0.00026803-8.8761e-06i,-0.00019727-0.0008892i,-0.00030605-0.0016718i,0.00014108-0.0015753i,0.00013377-0.00075493i,-2.3708e-05+5.03e-05i,-0.00018403-6.4467e-05i,-0.0003653+0.00052596i,-0.00061082+0.00060479i,-0.00019558-0.00018194i,0.00090495-0.00015538i,0.00077003-0.00057911i,0.00027718-0.00073334i,0.0013622-8.8599e-05i,0.0013925+0.00029454i
0.00012812-1.1272e-05i,0.00076014-0.00017403i,0.0006476-0.00039526i,-0.00090847-0.00029649i,-0.0012691+5.8101e-05i,-0.000545+0.00039026i,-0.00011806-0.00039308i,-0.0003189-0.00075701i,-0.0012322+3.1569e-05i,-0.001136+0.00072495i,-0.00027666+0.00073121i,4.1058e-05+3.8037e-05i,5.7976e-05-0.00084682i,-2.4892e-06-0.00072199i,0.00083074-9.911e-05i,0.0016237+0.00031259i,0.0014476-5.4291e-05i,0.0011419-0.00026174i,0.00072011-0.00064471i,-3.6633e-05-0.00047411i,-0.0010232+1.879e-05i,-0.0011442+0.00032351i,-4.4197e-05+0.0001922i
-0.0015939-0.0014426i,-0.0021064-0.0015092i,-0.0022852-0.0013709i,-0.00066242-0.00067695i,0.00072986+0.0001167i,0.0015787+0.00045605i,0.0012625+0.0010566i,0.00052889+0.00075938i,0.00045643+0.00033925i,0.00076695-8.3188e-05i,0.0008711-0.00023123i,0.00029334-0.00016062i,0.00020201-0.00019769i,0.0006109+0.0004807i,0.00062022+0.00041303i,0.00062873-0.00017128i,0.00020989-1.1083e-05i,0.00047948-2.9415e-05i,0.00056923-3.7894e-05i,0.00065018-2.211e-05i,0.00077902+0.00015115i,0.00066027+0.00051149i,0.00088018+0.00018058i
0.00067802-0.0012334i,0.001341-0.0012825i,7.3878e-05-0.0014508i,-0.0009772-0.00051448i,-0.0005889+0.00079674i,0.00045114+0.00078963i,0.0011553+0.00018744i,0.00053172-0.00026107i,-0.00033033-0.00016041i,-0.00023996-0.00011812i,0.0003926-0.00082245i,0.00058371-0.0008043i,0.00023382-3.2027e-05i,-0.00042802+0.00045814i,-0.00060065+0.000536i,-0.00044604+0.00055903i,-0.00030825+0.00070727i,9.4597e-06+0.00064791i,-0.00060643+0.00046138i,-0.0012488-0.00011065i,-0.00021148-0.0005578i,0.00013834-0.00050513i,-0.00060202-0.00073164i
-0.0016776-4.5477e-05i,-0.0019609-0.00044204i,-0.0015087-0.00060034i,-0.001175-0.00027897i,-0.0013271+0.00027335i,-0.0010293+0.00034389i,-0.00042737+0.00019304i,0.00024167-6.8507e-05i,-0.00025639-0.00092078i,-0.00064333-0.0010696i,-0.00056049-0.00038188i,-0.00099243+5.6097e-05i,-0.00052251+0.00020795i,0.00017921+0.00041718i,-0.00022409+0.00052021i,1.8727e-05+1.0475e-05i,0.00038826-0.00014489i,-4.9344e-06-0.0001203i,0.00030184-0.00041723i,0.00010908-0.00060416i,9.1684e-05-0.00013428i,0.0012969+0.00058427i,0.0015892+7.2991e-06i
-0.00071682+0.0010142i,-0.00068413-1.0071e-06i,-0.00091405+0.00024052i,-0.00067889+0.0012147i,0.0011891+0.0012139i,0.0016996+0.001133i,0.0014356+0.00030292i,0.0015084-0.0003791i,0.0014538+0.00018058i,0.0012398+0.00049817i,0.0013282+0.00046683i,0.0014386+0.00060663i,0.00052101+0.00081151i,-6.2407e-06+0.00012194i,-3.6773e-05-0.00046645i,-0.00012843+0.00025569i,-0.00019391+0.00064046i,0.00017971+9.5907e-05i,0.00069413-0.00037762i,0.00029646-0.00033708i,8.6831e-05-0.00046218i,-9.0075e-05-3.9443e-05i,-0.00076712+0.0003539i
0.0008467-0.00052957i,-0.00021947-0.0019705i,-0.00020519-0.0029068i,0.00013093-0.0020095i,-0.00025334-0.0011806i,-0.00058544-0.00061197i,8.8417e-05+0.00011497i,5.1288e-05+0.00068718i,-0.00069565+0.00078255i,-0.00066835+0.00039008i,0.0004378-9.2853e-05i,0.00084452-0.00035661i,0.0006136+0.00016635i,0.00047809+0.00087907i,0.00066252+0.00044571i,0.00024514+0.00060523i,-0.00096103+0.00093582i,-0.00061176+0.00060202i,0.00065006+0.0003332i,0.00054929+0.0002328i,0.00010969+0.00034703i,0.00012246+0.00041049i,4.0978e-05+0.0010022i
-0.0010484+0.0018059i,-0.00055533+0.00086236i,-0.00054734+0.00036483i,0.00028768-0.00039546i,0.00079842-0.00092513i,0.00038626-0.00085418i,0.00055902-0.00071132i,0.00077207-0.00036073i,0.00050927+0.00045218i,0.00033774+0.00046182i,-0.00033373-0.0002745i,-0.00069119-0.00050484i,-8.3715e-05-0.00010099i,-0.00031013+0.00012612i,-0.00074583+2.5082e-05i,-0.00061644+0.00036813i,-0.00052047+0.00049722i,-0.0001368-0.00025543i,-2.7201e-05-0.00043028i,-0.00039446+0.00034132i,-0.00056747+0.0003555i,-0.00044302+0.00054635i,-0.00032896+0.0010748i
-0.00045644+0.0019452i,-9.1863e-05+0.0016073i,0.00060739+0.0021459i,0.001012+0.0024425i,0.0013198+0.0017556i,0.0019408+0.0012222i,0.0013621+0.00035594i,0.00043753+0.000394i,2.6634e-05+0.00090128i,0.00078663+0.00043776i,0.00106+0.00016715i,0.00013058-0.00020961i,-0.00039216+0.00024065i,-0.00058161+0.0010033i,-0.00080219+7.2174e-05i,-0.0011233-0.0004323i,-0.0006717-0.0004466i,-0.000335-9.6212e-05i,-0.00068305+0.00020487i,-0.00050358-0.00058176i,-0.00012472-0.0010123i,-0.00017136-0.0006365i,0.00020979-0.00035307i
-0.001091+0.0012664i,-0.00083565+0.00089994i,-0.00037963+0.00029259i,-0.00059652+0.0010136i,0.00025795+0.0011331i,0.00086705+0.00069067i,0.0004+0.00063119i,-0.00021727-5.3232e-05i,-0.00030315-4.2068e-06i,0.00020683+0.00091462i,1.9725e-07+0.00051642i,0.00011528-7.9052e-06i,0.00037058-0.00016539i,0.00039716-0.00083362i,0.00026553-0.00020346i,0.00043813+0.00040814i,0.00027097-2.1191e-05i,-0.00020471-0.00031827i,0.00036447-0.00033485i,0.00031646+6.1383e-05i,-0.00020511-8.9706e-05i,-0.00049366-3.4654e-05i,-0.00054747+4.1532e-05i
-0.00091386-0.00049548i,-0.00079511-0.0011656i,-0.00088594-0.001735i,0.00019382-0.0015821i,0.0013882-0.00069839i,0.0013088+0.00024879i,0.001269+3.0399e-05i,0.00080608-0.00071778i,-0.00011849-0.00058463i,-0.00034297-0.001085i,0.00023599-0.0017018i,0.00072979-0.00085545i,0.0002709+0.00013848i,0.0001129+6.9768e-05i,0.00032655-1.9752e-05i,-0.00011821+0.00032957i,8.0727e-05+0.00077218i,0.00020681+0.0013604i,0.00014736+0.00085281i,1.8764e-05+4.5511e-05i,6.9759e-05-0.00066957i,0.00059975-0.00040121i,0.00040859+0.00036959i
-0.0010746+0.00078543i,-0.00072352+0.00021629i,-0.0013112+0.00050479i,-0.00080493+0.0015197i,0.00025226+0.0016527i,0.00034409+0.0010207i,0.00066139+0.00063776i,0.0012866-0.00024507i,2.7809e-05-0.00054721i,-0.0012362-0.00014802i,-0.00098288-0.00033565i,-0.00054298-0.00038614i,-0.00044767-0.00035618i,-0.00061959-0.00052141i,-0.0010269-0.000258i,-0.00053943-0.00037751i,-0.00031014-0.00029524i,-0.00048709+0.00039935i,-0.00027694+0.0006498i,2.1729e-06-8.1432e-05i,0.00022877-0.0004688i,-0.00043753-0.00025281i,-0.0008347-0.00032839i
-0.0013088+0.00024518i,-0.0029587-0.00011009i,-0.0020147+0.00021279i,-0.00055008+0.0013779i,0.00027186+0.0015968i,0.00015837+0.0014305i,0.00018078+0.00052646i,-2.6709e-05-0.0005841i,-0.00022779-0.00068013i,4.5734e-05-0.00047812i,0.00026574+0.00067767i,7.6852e-05+0.00069159i,-0.00074775-0.00040061i,-0.00098792-0.00045013i,-0.00065783-0.00051365i,1.6195e-06-0.00087568i,0.00095314-0.0011263i,0.00093614-0.00091625i,0.00053544-7.3936e-05i,0.00077301+9.6842e-05i,0.00018761+0.00019328i,3.7893e-05-3.7942e-05i,0.00051251-0.00010769i
