-0.0033545+0.0014593i,-0.002374+0.00049266i,-0.0021146+0.0010672i,-0.001765+0.0019106i,-0.00092521+0.002802i,-0.00010779+0.001975i,0.00029035+0.0013923i,0.00038303+0.0015894i,0.00070698+0.0010641i,0.00097537+1.1712e-06i,0.00068337-2.2608e-06i,0.00023801+5.183e-07i,4.8814e-05-0.00026793i,0.00021555-0.00066084i,0.00024302-0.00064922i,0.00055317+4.4413e-05i,0.00075348+0.00032049i,0.0006935-6.3947e-05i,0.00078698-0.00028962i,0.00017327-0.00035222i,-0.00056546-1.2769e-06i,-0.0007796+1.3496e-05i,-0.00039207-0.00061499i
0.0018802+0.001137i,0.0017026-0.00011089i,0.0025712-0.00024416i,0.0019905-0.00042896i,0.00014998-0.0009044i,-0.0014252-0.00029608i,-0.0012397+0.00025469i,-7.1026e-05+0.00037803i,0.001144+0.00036571i,0.0015374+0.00027873i,0.00059747+0.00053109i,-3.5327e-05+0.00029921i,-0.00077785-0.00021926i,-0.00074614-8.995e-05i,0.00011039+0.00032091i,0.00067804+0.00039983i,0.00061304-7.8572e-05i,-0.0002295-4.0484e-05i,-0.00027585+0.00056342i,0.00022979+0.00082916i,0.00031789+0.00079952i,0.00065417+0.00069505i,0.00017495+5.8469e-05i
-0.0021903+0.00066613i,-0.00024167+0.00032087i,-8.8057e-05+0.00037361i,-0.00035557+0.00078343i,0.001255+0.0011687i,0.0022672+0.00084596i,0.0012864+0.00037549i,0.00093381+0.00019133i,0.001318+0.000457i,0.00094114+0.001275i,0.00051407+0.00097305i,0.00033185+0.00046975i,0.00032866+0.00069059i,0.00056256+0.00062253i,0.00050229+0.00028426i,0.00016884+2.029e-06i,-0.00015878-0.00051037i,9.9956e-05-0.00079699i,-0.00056696-0.00053458i,-0.0010102-0.00024451i,0.00021155+0.00039617i,0.00046479+0.00076216i,-0.00035925+0.00046997i
0.00087774+0.0014265i,0.0016328+0.0025431i,0.0022361+0.0028898i,0.0024114+0.0012745i,0.0021133+0.00034148i,0.0020481+0.00023968i,0.0013623-0.00012043i,0.00015996-0.00013519i,-0.00051677+0.000686i,-0.00044297+0.00061079i,0.00010542-0.00031559i,0.00015673-0.00081598i,-0.00080519-0.0010012i,-0.0015433-0.00086053i,-0.00026698-0.00045194i,0.00041588-0.00036993i,-7.3166e-05-0.00089318i,0.00010311-0.0010441i,0.00075673-0.00019929i,0.0013545+8.7238e-06i,0.0007013-0.00054809i,-0.00022558-0.00082448i,-0.00023206-0.00064226i
0.001291-0.0033233i,0.0013321-0.0041478i,-0.00020758-0.0049036i,-0.0017031-0.0025451i,-0.0017141+0.00022566i,-0.00050075+0.00090222i,9.2257e-06+0.0002751i,0.00058801-0.0001458i,0.0010713-0.00053786i,0.00068167-0.00074577i,-8.5419e-05-0.00033405i,-6.4746e-05+0.00033063i,0.00073877+0.00027726i,0.0011075+0.00023493i,0.0010131+0.00042993i,0.00099548+0.00032272i,0.0011714-0.00057189i,0.0011245-0.00095754i,0.00041666-0.0003143i,-9.94e-05-0.00032829i,-0.00043042-0.0005446i,-0.00097334+6.588e-05i,-0.0011239+0.0009414i
0.0001791+0.0013474i,0.001272+0.0011317i,0.00119+0.0018389i,0.0001045+0.0025827i,-0.00050444+0.0019085i,0.00027629+0.00095088i,0.0010754+0.00052869i,0.0011616+0.00056812i,0.0012474+3.8307e-05i,0.0007339-0.00023946i,2.4158e-05-0.00029864i,0.00021233-0.00048274i,0.00020399+8.903e-05i,0.00010602+0.0006272i,-2.2633e-05+0.00015154i,0.00014257+4.9799e-05i,0.00048384-3.5771e-05i,0.00049738-0.00011005i,0.00036404+0.00032465i,-2.0965e-05+0.00097969i,-0.00014669+0.0011751i,0.00028147+0.0010001i,0.00059225+0.00043247i
0.0012671+0.0012237i,0.0021669-5.0412e-05i,0.0019276-0.0016008i,0.0017501-0.00091695i,0.0014137+0.0002517i,0.00089316-0.00030641i,0.00062974-0.00035295i,0.00017+0.00022603i,0.0008479+0.0001164i,0.0011792-0.00042285i,0.00054139-0.00073668i,0.00022151-0.00066144i,0.00020875-0.00079288i,0.00075634-0.00078874i,0.0013664+1.1718e-05i,0.0011304+0.00016989i,0.0006764-0.00066079i,0.00014806-0.00074476i,-0.00031198+0.00028352i,-0.0006251+0.00081187i,-0.00047478+0.00052094i,-0.00016917+0.00048678i,-0.00020393+0.00044762i
-0.00016722+0.00078217i,0.0015404-0.0001401i,0.0031475-0.00037483i,0.0013265+0.0001492i,0.00032095-0.00025508i,0.00093104-0.00092271i,0.00031302-0.00057808i,-0.00040464-0.00010602i,-0.00023108+0.00028812i,0.00025804-4.1379e-05i,-0.00021539-0.00038256i,-0.00086777+2.9664e-05i,-0.00084915+0.0004595i,-0.0010479+0.00013483i,-0.00035574-0.00012881i,0.00024582-0.00033925i,-3.5986e-06+1.1899e-05i,-0.00018584+0.00088844i,0.00039853+0.00065049i,0.0002641+2.2662e-05i,-0.00038053+8.8406e-05i,-0.00031058+1.0859e-05i,-0.00024876+0.00054405i
-0.0014733+0.00078075i,-0.0023375+0.00026829i,-0.0012556-0.00015184i,-0.00012407+0.0010482i,0.00078891+0.0022205i,0.001495+0.0011951i,0.00086055+0.00048852i,0.00017231+5.2717e-05i,0.00034591-0.0004943i,0.00055897-0.00062069i,0.00026328-0.00044363i,8.1335e-05-0.00049943i,0.00044393-0.00032959i,0.00045215-0.00079576i,4.9063e-05-0.00050989i,0.00097906+0.00016732i,0.0013933-0.00033314i,0.001067-0.0013277i,0.00083512-0.0013033i,0.0010423-0.00058668i,0.0005491-3.4036e-05i,-0.00026424+0.00039834i,-0.00039191+0.00021573i
0.0012914-0.00044596i,0.0018571-0.00017893i,0.0024725+0.00013966i,0.00197-0.00025578i,0.0020506-0.00058431i,0.001829-0.0004506i,0.00059325+9.0291e-05i,0.00011342+0.00031596i,0.00032908-4.5253e-05i,0.00031107-0.00019647i,-0.00017351-0.00017457i,-0.00020475-0.00042705i,3.5666e-05-0.00048417i,0.00025175+9.2533e-05i,7.6692e-05+0.0001087i,-0.00017211-0.00031058i,-0.00027023-0.00015575i,-0.00013949+0.0001236i,0.00069893+0.00069654i,0.0012458+0.00082036i,0.0010946+0.00075213i,0.00069086+0.00062568i,0.00020616-0.00017531i
-6.2752e-06-0.0011171i,-0.0001189-0.0012043i,-0.00063757-0.00033098i,-0.0012929-0.00015816i,-0.0014054-0.00078954i,-0.00087256-0.00082804i,-4.4663e-05-0.00092709i,-4.7316e-05-0.00068014i,-0.00068904-0.00070092i,-0.00019401-0.00082964i,0.00027154-0.00073798i,0.00010485-0.00093104i,0.00036481-0.00023822i,0.0012093+0.00042643i,0.0014471+0.00011649i,0.0014201+0.00039919i,0.00060297+0.00057094i,-0.00010815-0.00015968i,-0.00044593-0.0006304i,-0.00093561-1.2627e-05i,-0.00014658+0.00010727i,0.00015002-0.00047073i,0.00012795-0.0010727i
-0.00040146-0.00021488i,0.00068566+0.00067441i,0.00075468+0.0004584i,-0.00068531+0.0013688i,-0.0010945+0.0015i,0.00021825+0.0013484i,0.00010118+0.0012453i,-0.0004815+0.00032454i,0.00041395-4.4867e-05i,0.0007471-0.00029007i,0.00075479-0.00077106i,0.00089997-0.00041066i,0.0007999-0.00035261i,0.00012789-0.00083477i,-0.00049308-0.00081016i,-0.0006986-0.00050632i,-0.00012861-0.00035253i,7.6007e-05-0.0003744i,-0.00035906-0.00059898i,0.00067159+3.2936e-05i,0.0015069+0.00043659i,0.00043718+0.00016255i,-0.00033106-0.00020493i
-0.0011352+0.0014354i,-0.0017+0.00083853i,-0.0018471+0.00076024i,-0.001016+0.00069569i,0.00021459+0.0011121i,0.00088449+0.00088963i,0.00076801+0.00034672i,0.0011571+0.00045493i,0.0011887+0.0011472i,0.0010463+0.0019499i,0.0011625+0.0010711i,0.0011776-0.00047233i,0.0010896-0.00078826i,0.0012051-0.00077843i,0.0013461-0.0007843i,0.00134-0.0010396i,0.00083429-0.00077634i,0.000254-0.00030133i,0.00032923-0.00040798i,0.00012882+8.4991e-05i,-0.00070034-0.00019043i,-0.00088331-0.0010568i,-0.00026844-0.00097813i
0.00099403-0.0017805i,0.00056601-0.0017789i,0.00033318-0.0011798i,8.7413e-05-0.00075649i,0.00038722+0.00030388i,0.00088447+0.0010171i,0.0011617+0.00052836i,0.0007894-0.00031194i,0.00088267-0.0010647i,0.00058102-0.00091923i,-3.8148e-05-0.00017826i,0.00012888+0.00094519i,-0.00011385+0.00093148i,-0.00049318-0.0002524i,-0.00050274-0.00078253i,0.00016888-0.00021654i,0.0007602+0.00053651i,0.00033089+0.00053133i,-0.00083285-0.00047657i,-0.00076569-0.00082707i,-0.00027115+0.00012595i,8.017e-05+0.00051849i,0.00016698+0.0002081i
0.00084737-0.0011141i,9.2351e-05-0.0018579i,-0.00063607-0.0019144i,-0.0018668-0.00077906i,-0.002013+0.00053881i,-0.00074927+0.00057804i,0.00044574+6.4264e-05i,0.00053226-0.00039178i,0.00038429-0.00073644i,0.00015451-0.00075747i,0.00061824-0.0006251i,0.00058061+8.0431e-05i,0.00022417+0.00012986i,5.3281e-05-0.0010503i,-0.00039301-0.0012573i,-6.4604e-06+2.9174e-06i,-4.8427e-05+0.00056308i,-0.00095304+0.00017299i,-0.00094186+7.7086e-05i,-0.00060931+7.4983e-05i,-0.00041281-6.1687e-05i,-0.00088764+2.4332e-05i,-0.0014812+0.00021423i
-5.0183e-05-0.0012827i,0.0013019-0.0024446i,0.0021626-0.0024244i,0.0015184-0.0014756i,0.0018723-0.0011456i,0.001827-0.00087007i,0.00060309+0.00031475i,0.00032466+0.00036321i,0.00067348-0.00032689i,0.00058156-0.00045827i,0.00046437-0.00038988i,8.0188e-05-0.00045185i,-1.0939e-05-0.00079377i,-8.9073e-05-4.2508e-05i,-0.00042634+0.00016605i,0.00062335+0.0003586i,0.0011496+0.0004228i,0.00098331-0.0011834i,0.00072789-0.0013403i,0.00025961-0.00048535i,0.00032636-0.00026816i,0.00051806-0.00014047i,0.00016103-0.0004961i
-0.0012732-0.00099993i,-0.00064874+0.00038249i,-0.0011236+0.001807i,-0.0015299+0.0025599i,-0.0015375+0.0031529i,-0.0004451+0.0027504i,0.00038292+0.001278i,2.874e-05+0.00010403i,-0.00067839-0.0001396i,-0.00086096+0.00017259i,-0.00054586+0.00047103i,-0.00033107+0.00015461i,-0.00033365-0.00046961i,-1.255e-07-0.00059615i,0.00012846+0.00010898i,0.00030542-0.00031999i,0.00037043-0.0012224i,0.00044233-0.00079661i,0.00061629-0.00045922i,0.00034331-0.0010296i,8.3792e-05-0.00095191i,2.3223e-05-9.5585e-05i,0.00031408-1.0533e-05i
-0.0014744+0.00032842i,-0.00015205+0.0002075i,0.0010227+0.00031813i,0.00036891+0.0010926i,-0.00040051+0.0015713i,-0.00019861+0.00078127i,9.3594e-05+0.00093469i,0.00068872+0.001224i,0.0005087+0.0011984i,-0.00050843+0.00099706i,-0.00094834-0.00023033i,-0.00042937-0.00050982i,0.00051434-0.00031631i,0.00107-0.00054883i,0.0012869-0.00091081i,0.00062727-0.00046076i,-0.00010458-0.00031687i,9.535e-05-0.00052522i,0.000909+1.237e-06i,0.0010121-0.00011359i,0.0010312-0.00069517i,0.00096429-0.00056127i,0.00017413-0.00036502i
0.0011687+0.00054291i,0.00069714-0.00051419i,0.00058222-0.00083835i,-0.00036024-0.00042186i,-0.0011636+0.00015667i,-0.00077855+0.00048544i,-0.00016086+0.00090738i,0.0007552+0.00021189i,0.0012843+6.8527e-05i,0.0013045-0.00032062i,0.00092755-0.000778i,0.00095432-0.00017091i,0.0010937+0.0002863i,0.00088522-0.0003587i,0.00030136-0.00078614i,0.00028889-0.00091626i,0.00070092-0.00099853i,0.00042025-0.00066899i,-0.00069368-0.00047467i,-0.00071721-0.0002125i,-0.00026939+9.7287e-05i,-0.00035792-0.00047234i,-0.00045855-0.0008932i
-0.00061514-0.0004625i,-0.00021078-0.00078244i,-0.00051106-0.00039207i,-0.00054106+0.00039019i,-0.00058659+0.00070669i,-0.00095185+0.00052604i,-0.0010726-0.00010651i,-0.0006855-0.00036699i,9.1606e-05-0.00016787i,-5.3949e-05-0.0011443i,-0.00031815-0.0014202i,-0.00012271-0.00084759i,0.00026404-0.00035577i,0.00050814+0.00019213i,0.00016314+0.00069156i,0.00016465+0.0005768i,0.00011905-0.00057667i,-0.00045518-0.00096145i,-0.0011269-0.0002625i,-0.0010469-6.1716e-05i,-0.0006829-9.7187e-05i,-0.001034+0.00087919i,-0.00085703+0.00084839i
0.0002984+5.9752e-05i,0.00040609+0.00054458i,0.0011956-9.8597e-05i,5.3499e-05-0.0012917i,-0.0010046-0.00093627i,-0.00030492+0.00034838i,0.00077976+0.00059273i,0.0010141+0.00038937i,0.00028734+0.00050538i,-0.00015455+0.00054105i,-0.00051474+0.00059085i,-0.00048771-0.00042327i,-0.00046289-0.00067301i,-5.4874e-05+6.482e-05i,0.00078009-0.00067836i,0.00092528-0.0010066i,0.0011853+8.3629e-05i,0.0013153+0.00077235i,0.00043614+0.00033201i,-0.00013714-3.8492e-05i,0.00012827-0.00023674i,0.00019164-0.00074996i,0.00018329-0.00024607i
0.0011822+0.00017622i,0.00013641+0.00040197i,-0.00056692+0.00062904i,-0.00055211+0.0014442i,-0.00061644+0.0018612i,0.0003021+0.0016137i,0.00039368+0.0004519i,0.00033154-0.00036404i,0.0012313-0.0006832i,0.00081154-0.00040249i,0.00013868+0.00032961i,0.00097191+0.0003669i,0.0013693-9.5569e-05i,0.00087332-0.00066303i,0.00037195-0.00028779i,0.00010428+0.00018321i,0.0004378+0.00073748i,0.00049133+0.00097495i,0.00029795+0.0001506i,-9.6683e-05-6.2588e-07i,-0.00061706+0.00067953i,-0.00059803+0.00055202i,-0.00017452-0.00011251i
0.00012735-0.00028064i,0.00066909-0.00056359i,0.00025608-0.00017859i,-0.00026827+0.00078588i,6.3171e-05+0.0020037i,0.0005265+0.0017177i,0.0003233+0.00076787i,-0.00012149+0.00024135i,-5.2928e-05+7.2859e-05i,0.00050058+0.00053464i,-0.00065651+0.00036073i,-0.0018131-9.1473e-05i,-0.0010856-0.00045667i,0.00012724-0.00062366i,0.00010784+0.0002554i,0.00013625+0.00038894i,-9.4076e-05-0.00057596i,7.9252e-05-0.0003802i,0.00056974+0.00050334i,0.00022211+0.00054714i,0.00033212+0.00039964i,0.0001381+0.00042698i,-0.00064773+5.1364e-05i
0.0035708+0.00011352i,0.003587-0.0013828i,0.0026614-0.0022279i,0.0011499-0.0029478i,-0.00027601-0.0028105i,-0.00016043-0.0020375i,3.6281e-05-0.00095047i,0.00029866+0.00038851i,0.0014528+0.00074274i,0.0013908-0.00029326i,0.00070695-0.00068523i,-8.8281e-05-0.00020718i,-0.00096989-6.1585e-05i,-0.0010281+0.00025715i,-0.00076895+0.00053594i,-0.00018404+0.00038967i,0.00040948+0.00033738i,0.00028306-9.2431e-05i,-2.4584e-05-0.00035068i,-0.0004042+0.00014895i,-0.00072514+0.00089599i,-0.00015561+0.0010592i,3.1284e-05-0.00013115i
-0.00047347-0.0024872i,-0.00045666-0.0017852i,-0.0004112+0.00053717i,-0.0010848+0.0017236i,-0.0013373+0.0016225i,-0.0012103+0.0013541i,-0.00045188+0.00032375i,0.00017104-0.00043126i,0.00020103-0.00032784i,0.000487+0.00073406i,0.00014026+0.0012084i,-0.00045838+0.00044543i,0.00058927-0.00056605i,0.0011413-0.0006708i,0.00074005-0.00020595i,0.0011206+3.4099e-05i,0.0010579-0.00065509i,0.00053737-0.0012257i,0.00056141-0.0006776i,0.00025407+0.00028382i,-0.00015812+0.0010589i,-0.00053077+0.00061842i,-0.00016112+0.00036246i
-0.00052022-0.0017882i,-0.0012566-0.0020002i,-0.0024337-0.0015533i,-0.0029533-0.00021707i,-0.0021016+0.0011121i,-0.00066069+0.00098604i,0.0007046+0.00048603i,0.00070357+4.203e-05i,0.00015404-0.00047704i,-9.7197e-05+0.00032108i,-3.8036e-05+0.00078762i,8.1926e-05+0.00052646i,-6.7632e-05+0.0005298i,0.00030131+0.00013264i,0.00074153-0.00048039i,0.00095255-0.00056488i,0.00051308-0.0008451i,-2.6093e-05-0.0010409i,-0.00031692-0.00041437i,-0.00044448+0.00025392i,-0.00011239+9.4145e-05i,-0.00028767-0.00030211i,-0.00052746+0.00049639i
0.0030867-0.00068388i,0.0020301-0.0010477i,0.0016857-0.0022561i,0.001062-0.00216i,-4.6701e-05-0.0012666i,-0.0006437-0.00011416i,-0.00044861+0.000625i,-4.6314e-05+0.00086601i,0.0010147+0.00088065i,0.0016083+0.00077124i,0.0012004-0.00027941i,0.00018871-0.00061787i,-0.0010782-0.00050474i,-0.0013495-0.00039276i,-0.00024622-0.00059161i,0.00070176-0.00092195i,0.00048553-0.00091947i,0.00030529-0.0010434i,0.00044221-0.00047854i,0.00010136+0.00037714i,-0.0002484+0.00086717i,-0.00083691+0.00033079i,-0.00063618-0.00023808i
-0.0021531+0.00020092i,-0.0014386-0.0015i,-0.00012423-0.0016522i,0.0012841+0.00021819i,0.0020262+0.001268i,0.0018551+0.00071338i,0.00079346+4.4084e-05i,3.2711e-05-1.6304e-06i,0.00021568+0.00045046i,0.00041475+0.00034752i,0.00037379+0.00025011i,0.00067394-5.7937e-05i,0.0006227-0.00022968i,0.0010827-0.00013777i,0.0011274+0.00024098i,-9.999e-05+0.00034464i,-0.00065779+0.00026834i,-0.00096854-0.00024831i,-0.0015105-0.00051444i,-0.0016147-0.00017122i,-0.0015649-0.00044496i,-0.0012141+0.00023632i,-0.0011059+0.0010302i
0.001163+3.7678e-05i,0.0020312-0.0014884i,0.0031396-0.0015915i,0.0019985-0.00011672i,0.00063988+0.0007615i,0.00076455-4.736e-05i,0.00099307-0.00085216i,0.000597-0.00053712i,0.00010699-8.968e-05i,-0.00037167+4.0159e-05i,-0.00026624-0.00019213i,0.00022059-0.00016987i,0.00043501+0.00034701i,0.00010013+0.00019845i,7.6014e-05-0.00022279i,0.000205+3.0427e-05i,-0.00032954-0.00016913i,-0.00088713-0.00056426i,-0.0003629-0.00035006i,-0.00018501+2.2332e-05i,-0.00042215-9.2473e-05i,-0.00020597-0.00036021i,-0.00012182+8.6943e-05i
-0.0010412+0.0017616i,0.00032908+0.001754i,0.0014233+0.0018193i,0.0020379+0.00053138i,0.0035068+9.366e-05i,0.003411+0.000338i,0.0010379+0.00025529i,-0.00061134+4.6182e-05i,-0.00049234+0.0003369i,0.00061067+0.0007547i,0.0011405-5.6316e-05i,0.00086263-0.0001274i,0.00039295-3.8356e-05i,0.00027747-0.00021627i,0.00025423-0.00025869i,0.00026259-0.00044822i,0.0010568-6.6364e-05i,0.0011364+0.0001704i,-0.00022373+0.0004646i,-0.00022655+0.00051151i,0.00083014+0.00017684i,0.00050758-0.00040109i,-0.00046719-0.00039538i
-0.00080172+5.6405e-05i,-0.00027558+0.00015776i,-0.00045618-0.00098998i,-0.00034232-0.0010816i,0.00031087+0.00055957i,0.00044995+0.0010037i,0.00047255-0.00017755i,-0.00039048-0.00030035i,-0.0008572-2.989e-05i,-0.00018297-0.00017906i,-0.00075395+0.00014423i,-0.001176-0.00038743i,-0.00033661-0.0011592i,0.00071276-0.00087893i,0.0011199-0.00053502i,0.00096242-0.00019069i,0.00073441-9.1084e-05i,0.00060776-0.00018018i,0.00048775-0.00031503i,-0.00015125-0.0001713i,-0.00046382-0.0001962i,0.00023557-0.00072928i,0.00048883-0.00015234i
0.00055343+0.00059291i,0.0016308+0.00050614i,0.0028904+0.0010205i,0.0028799+0.0021822i,0.0016789+0.0025393i,0.0010077+0.0015953i,0.0010423+0.00042982i,0.00081149+0.00010922i,0.00058092+0.00024375i,6.2298e-05+3.095e-05i,-0.00063696-0.00041197i,-0.00064387-0.00057685i,0.0001975-0.00022978i,0.00056846-0.00037522i,0.00036645-0.00056323i,0.00039755+0.00010056i,6.4805e-05+0.00088434i,-0.00078298+0.001415i,-0.00076344+0.00071523i,-0.00056169-7.4905e-05i,-0.00017963+0.00059206i,7.296e-05+0.00072511i,5.5994e-05+0.0002527i
0.00029623+0.0024838i,0.00059742+0.0010908i,0.001831+0.0010106i,0.0020226+0.00012945i,0.00098527-0.001025i,0.00074144-0.0015467i,0.0010971-0.00095218i,0.00081931-0.00060261i,0.00021599-0.00010675i,0.0005092+0.00026836i,0.00062568+4.4276e-05i,-0.00049574-0.00033411i,-0.0015189-0.00039468i,-0.0011037-0.00026481i,-0.0003754-8.1897e-05i,-0.00035801-0.00015773i,-0.000206-0.0001675i,-0.00074352-0.00038628i,-0.00052505-0.00048438i,0.00064116-0.0001938i,0.0011434+0.0002823i,0.00056639+9.9519e-05i,-7.2332e-05+0.00016854i
0.0012202+0.0012741i,0.0019087-0.00055785i,0.0022357-0.0014479i,0.0024236-0.0017913i,0.002153-0.0016028i,0.00075328-0.0010897i,0.00078389+1.4949e-05i,0.00047854+0.0013744i,6.3769e-05+0.0012735i,0.00042447+0.00034937i,0.0006474-0.00014022i,0.00011845-0.00036351i,0.00014274-0.00012809i,0.00054607+0.00061144i,0.00070581+0.00047509i,0.0013324-7.2582e-05i,0.0011788-0.00044446i,0.00056449-0.00047294i,0.0005511-0.00052279i,0.00071205-0.00035699i,0.00086551-0.00023692i,0.00072882-0.00019377i,0.00018524+0.0002573i
-0.002236-0.00070423i,-0.0018436+0.00056888i,-0.0010602+0.0019664i,-0.00043239+0.0021748i,0.00053633+0.0011328i,0.0020239+0.00020415i,0.0014971+0.0010059i,0.00027253+0.0015127i,0.00037291+0.00080915i,0.00011132+0.00014131i,0.0001895+0.00080564i,0.00058532+0.00082446i,0.00010633-3.9808e-05i,0.00073432-0.00071666i,0.0013284-0.0003812i,0.0010369+0.00073048i,0.00028737+0.00056242i,-0.00011793+0.00041587i,7.2776e-05+0.0010215i,9.5402e-05+0.00085874i,0.00020536+0.0003703i,0.00074437-8.4819e-05i,0.00088318-8.8319e-05i
0.0012825+0.00066185i,0.0021926-0.0010351i,0.0019384-0.0025066i,0.0016582-0.0017375i,0.0014408-0.00023825i,0.00070977+0.00029547i,0.00091031+0.00043899i,0.0014749+0.00039981i,0.0010612-3.9612e-05i,0.00041451+3.773e-05i,2.9165e-05+0.0003693i,-6.6175e-05+0.00064376i,-0.00030451+0.00034637i,-0.00084431+0.00027014i,-0.00066279+0.00026607i,0.00061193-2.0407e-05i,0.0013163+9.7394e-05i,0.000305+5.3675e-05i,-0.00059206-0.00070655i,-0.00024144-0.00034212i,-0.00015275+0.00023192i,-5.2576e-05+0.00056371i,2.6688e-05+0.00055242i
0.0014705-0.0006607i,0.00039578-0.00086202i,8.1775e-06-0.0014217i,0.00037417-0.00076481i,0.00021878-0.00056135i,-7.4631e-05-0.0005289i,-0.00068512-3.0796e-05i,-0.0011411+0.00010408i,-0.00059283+0.00027237i,-0.00040969+0.00066575i,-0.00027711+0.00049894i,0.00063033+8.1363e-05i,0.00098684+0.00027338i,0.00056889+5.1541e-05i,0.00047754+3.4883e-06i,0.0006252+0.00032563i,9.9847e-05+0.00042247i,-0.00029931+0.00067216i,-0.00061253-0.00013722i,-0.00050024-0.0010616i,-0.00035018-0.00051953i,-0.0009253+0.00050951i,-0.00026864-0.00016602i
-0.0012268+0.0011157i,0.00014931+0.00026794i,0.00079094+0.00057389i,0.00070501+0.00051902i,0.0011248+0.0010264i,0.0018247+0.0013028i,0.0012775+0.0016303i,0.00068431+0.0018166i,0.00069844+0.0014851i,5.6211e-05+0.0010613i,-0.00013663+0.0006427i,-0.00011332+0.00033323i,0.00032948+8.8458e-05i,0.00069556-0.00037149i,0.00071568-0.00042825i,0.00012182+3.6085e-05i,-0.00050658+0.00032876i,-0.001064+0.00013241i,-0.00078861-0.00082935i,0.00023392-0.001142i,0.00084046-0.00051123i,0.00086683-2.5197e-05i,0.0012494-0.00047853i
0.0020024+0.00025232i,0.0029037-0.00013491i,0.0024466+0.0001319i,0.0013325+0.00039288i,0.00033235-0.00054088i,0.00024151-0.00093705i,0.00059878-0.00097757i,0.00072404-0.00074868i,0.00020509-0.0010873i,-0.00025855-0.0014445i,-0.00036863-0.0011514i,-0.00022398-0.00063388i,-0.00042925+2.9617e-05i,-0.00026817+1.7028e-05i,0.00042082+0.00024063i,0.0010318+0.00062974i,0.00056173-0.00030247i,8.4824e-05-0.00016025i,0.00049014+0.00062994i,0.00084516+7.4666e-05i,0.0007814+0.00092842i,0.00032553+0.0018667i,-0.00013248+0.001192i
-0.001566-0.00079527i,-0.00095897-0.00047878i,-0.0011197-0.00027944i,-0.0013749+0.0002808i,-0.00094396+0.00091226i,0.00028639+0.00048654i,0.00046733+0.0001574i,-0.00032044+0.00052038i,-0.00076222+9.9396e-07i,-0.0012163-0.00094496i,-0.00095732-0.00070517i,6.8045e-06+0.00040913i,0.0011186+0.00088824i,0.0012845-0.00040484i,0.0007213-0.00090893i,0.00032802+1.2548e-05i,-0.00039016+0.00058625i,-0.00095869+0.00012868i,-0.00019002-0.00041717i,0.00039307+0.00063241i,0.00014923+0.00065989i,-0.0001153-0.00015018i,-0.00033843-0.00011591i
-0.00036257+0.0020951i,0.00074015+0.00099881i,0.0023828+0.00084908i,0.0033919+0.0012216i,0.0031416+0.00058232i,0.0026659-0.00054264i,0.0020739-0.00045511i,0.0012689+0.0008425i,0.0012633+0.0012462i,0.0019495+0.00038296i,0.0017188+0.00019241i,0.00070171+0.00014974i,-6.6756e-05-0.00066602i,-0.00053107-0.0012781i,-0.00083526-0.00040893i,-0.00078365+6.3032e-05i,-0.00032328-0.00055372i,-0.00011426-0.00073421i,0.00011158-0.0002556i,0.00073397+9.7448e-05i,0.00073893+0.00026342i,-3.5832e-05-6.9398e-05i,-0.00053302-0.00011418i
0.00059681-0.00041651i,0.00085477-0.00034379i,0.0011794-3.6102e-05i,0.00034826-0.00016039i,-0.00044658-0.00022174i,-0.00058474+0.0006395i,-0.00075627+0.0012549i,-0.00064119+0.00023837i,-0.00015885-0.0006915i,-0.00062474-0.00091257i,-0.00020644-0.00080331i,-1.617e-05-4.9532e-05i,-0.00075192+0.000448i,-0.00088856+0.00011539i,-0.00013121+6.5703e-05i,0.00051537+4.0338e-05i,0.00047413-0.00042251i,-3.5912e-05-0.00058827i,-0.00049801-0.00060818i,-0.00021724-0.0011122i,-1.8682e-05-0.00030801i,0.00018617+0.00078523i,0.00011906+0.00029982i
0.00018518-0.00099696i,0.00064872-8.4521e-05i,0.00031397+8.0148e-05i,0.00054672+0.00040668i,0.00073788+0.001002i,-0.00010921+0.0010292i,-0.00021658+0.0004548i,-0.00015325+7.698e-05i,0.00021413+5.7528e-05i,0.00062172-6.0553e-05i,-0.00030646+8.7402e-05i,-0.00079878+0.00029837i,-0.00011529+7.1797e-05i,0.0004206-0.0004127i,0.0013918-0.00046084i,0.0016323+0.00014323i,0.0012638+0.00045392i,0.00011594+0.0007566i,-6.2049e-05+0.00089012i,0.00029597+0.0003942i,-0.00024496-0.00031562i,-0.00075714-0.00048023i,-0.00079623-7.2915e-05i
-0.0001149-0.0011554i,3.65e-06-0.0013788i,-0.00030823-0.00064009i,-0.00049878+0.00017851i,0.00083991+0.00022661i,0.00090718+9.3467e-05i,-7.3029e-05-0.00067422i,0.00055934-0.00043455i,0.00069589-9.1202e-05i,0.00035176-0.00049119i,0.00050851-0.00037189i,0.00040458+6.7297e-05i,0.00053627-5.3225e-05i,0.00036137-0.00040478i,2.2941e-05+0.00073537i,-0.00064943+0.00088286i,-0.0006036+0.00051327i,-8.623e-05+0.00075653i,-0.00027665+0.0004839i,-0.00016553+0.00019949i,0.00050042+0.00022714i,0.00051233+0.0002698i,-0.00056152-0.00026126i
