0.0008568+0.00034372i,0.0011212-0.00080774i,-0.00042767-0.0013429i,-0.001528-0.0012113i,-0.0009863-0.001399i,-0.00045044-0.00093271i,-0.00011369+0.00086165i,0.00084249+0.0022776i,0.0021177+0.0016764i,0.0019418+0.00015541i,0.0011122-0.00038633i,0.00064551-0.00068353i,5.4733e-05-0.00055003i,-2.7858e-05-9.6711e-05i,0.0005236-7.0143e-05i,-9.7975e-05-4.9327e-06i,-0.00059975-3.4973e-06i,4.9996e-06+0.00041037i,5.803e-05+0.0001494i,0.00025555-0.00018654i,0.0001619+0.00026641i,-0.0009073+0.00014485i,-0.0012366+0.00048081i
0.00046284-0.001372i,0.00022491-0.00063319i,0.00062011-0.00082477i,0.0012962-0.00073628i,0.0016794-0.0010003i,0.0016071-0.0012826i,0.0014171-0.00058515i,0.0015574+0.00058673i,0.0012808+0.00055015i,0.00031774+0.00084518i,4.5315e-06+0.00080814i,-7.6019e-05+0.00012823i,-0.00018307+0.00028331i,-0.00024403+0.00050121i,-0.00032247-0.00011721i,0.00028674+0.00011304i,0.00066973+0.00057033i,0.00092805+2.8181e-05i,0.00075379-0.00045077i,0.00034329-0.0011508i,0.0005289-0.0012609i,0.0006572-0.00075403i,-1.3751e-05-0.00070047i
0.00058911-0.0026923i,-0.0007107-0.0040777i,-0.0015961-0.0047935i,-0.0018546-0.004205i,-0.00084895-0.0031824i,-6.8722e-06-0.002009i,0.00011801-0.00081022i,0.00077971-0.00089611i,0.0013752-0.0015656i,1.9032e-05-0.00088041i,-0.00088599-0.00016061i,4.2267e-05+0.00035161i,0.00018996+0.00012984i,-0.00087042+0.0003187i,-0.0014702+0.00065331i,-0.00071227+0.00066456i,0.00041674+0.0005032i,0.00013888+0.00022237i,-0.00042286+0.00047129i,-0.00020632+0.00015716i,-0.00044608-0.00025401i,-0.00030613-0.00030702i,-0.00020777-6.1198e-05i
0.0017979-0.00087035i,0.00061174-0.0010643i,-0.00013838-0.0017548i,0.00012043-0.001342i,0.00074346-0.00043976i,0.0013737-0.00010801i,0.00080526-0.00042824i,0.00058846-0.00077121i,0.0013332-0.00068413i,0.0014196+0.0004701i,0.0008448+0.00067849i,0.00021168-0.00023884i,8.5815e-05-0.00028883i,0.00016653-0.00025343i,0.00022828-2.7713e-05i,0.00038532+0.00038727i,0.00068416+0.00040084i,0.001027+0.00055806i,0.001117+0.0010116i,0.00074842+0.0011768i,0.00056406+0.00046795i,-0.00013284+0.000269i,-0.00036593-0.00017859i
-0.00027662+0.00014387i,0.0001974-0.0016207i,0.00094523-0.0028612i,0.0015574-0.0030827i,0.001418-0.0024268i,0.0017143-0.0017196i,0.0016014-0.0004932i,0.0015845+0.00049735i,0.001016+0.00038193i,0.00024837-0.00024423i,0.00026692-1.7969e-05i,0.00023556+0.00020036i,-0.00080768+0.00013271i,-0.0013859+0.0001086i,-0.001018+1.5224e-05i,-0.00063477-0.00019844i,-0.00024319-0.00096906i,6.1738e-05-0.000959i,0.00052884-0.00089796i,0.00039049-0.00072321i,0.00026437+0.00017316i,1.7617e-05+0.00026009i,-0.00036922+0.00051833i
0.0020782-0.00072294i,0.0007711-0.00061392i,-0.0012482-0.00066372i,-0.0017393-0.00084757i,-0.0013584-0.0013873i,-0.00047147-0.0011867i,0.00059639-6.5295e-05i,0.0014827+0.0003982i,0.00085812-0.00053579i,-9.3173e-05-0.001392i,-0.00039841-0.00063101i,-0.00053397+0.0004492i,-0.00044305+0.00062445i,-0.00084733+0.00036523i,-0.00081369+0.00037876i,-0.00047839-0.000194i,-0.00026616-0.00076635i,-0.00017141-0.00056441i,-0.0010843+1.0388e-05i,-0.0010461+0.00021832i,-0.00024705+0.00030325i,6.1196e-05+0.00063716i,6.2163e-05-0.00017775i
0.001969-0.0014488i,0.0014167-0.0023461i,0.00069856-0.003335i,-0.00028552-0.0033658i,0.00025343-0.0018458i,0.0007272-0.00028002i,0.00020786+0.00105i,2.6577e-05+0.00093987i,0.00061879+0.0001537i,-0.00020127+0.0013363i,-0.0012652+0.0021079i,-0.0012511+0.001804i,-0.00059903+0.00085466i,-8.6116e-06-5.3685e-05i,0.00045622+0.00023946i,0.00055124+0.00040026i,0.00040833+0.00019481i,0.00018042+0.0002307i,-0.00031163+0.00011073i,-0.00028649-0.00012006i,5.9502e-05-0.00075388i,-0.00014724-0.00061336i,-0.0004388-0.00026647i
6.4103e-05-0.0020522i,-0.00084644-0.0011655i,-0.00031758-0.00059703i,0.00046231-0.00077553i,3.392e-05-0.0010918i,0.00042173-0.00078878i,0.0011111-0.00010526i,0.0015189-0.00014015i,0.0014443-0.0011252i,0.00053044-0.0013851i,0.00043054-0.00034833i,0.00011391+1.5873e-05i,-0.00059463-0.00047356i,-0.000553-0.00060281i,-0.0009114-0.00057655i,-0.00062351+0.00020286i,0.00058149+5.0613e-05i,0.00085802+7.7936e-05i,4.4228e-05+0.00057678i,8.2879e-05+0.00071956i,0.00051+0.00066739i,-0.00024256+0.00038406i,-0.00083329-0.00011253i
-0.00011003+0.0010739i,-0.00063903-0.00097732i,-6.7068e-05-0.0015147i,0.00071883-0.0023755i,0.0013093-0.0020129i,0.00078305+0.00038861i,0.00080423+0.0013652i,0.0017326+0.0010177i,0.0015033+0.00062561i,0.00061499+0.00047859i,-0.00012874-7.0215e-07i,-0.00071563-0.00033978i,-0.00027028-4.4175e-05i,0.0012148+0.00077388i,0.0017608+0.00076572i,0.0011654-0.00025679i,0.0001256-0.00057709i,-0.0005099+0.00010585i,-0.00055384+0.00023266i,-0.00052748-0.0006052i,-5.0707e-05-0.00025185i,0.00042392-3.464e-05i,0.00028943-0.00073586i
0.00096497-7.9004e-05i,0.00027922-5.1347e-05i,0.00029014-0.00030578i,0.00068753-0.0017213i,0.0013881-0.0033528i,0.0012281-0.0035445i,0.0007008-0.001202i,0.0014466+0.00049068i,0.0023153+0.0004754i,0.0016531+0.0010581i,0.00062603+0.0009832i,9.0646e-05+0.00027243i,-0.00026967-0.00024007i,-0.0001965-0.000613i,0.00042538-0.00074294i,0.00050104-0.0010407i,0.00050356-0.001036i,0.00064221-0.00041174i,0.00033304+3.5829e-05i,7.25e-05+4.4755e-05i,-0.00022792+6.8293e-06i,0.00020994+3.3548e-05i,0.0008274-0.00014144i
-0.00039568-0.00058715i,-0.00025752-0.0016379i,-0.00013883-0.0014451i,0.00020278-0.00085649i,-0.00034769-0.001313i,-0.00067923-0.0010531i,-8.5516e-05-0.00014581i,0.00065678-0.00054152i,-0.00029134-0.0016072i,-0.0012341-0.0012372i,-0.00053253+4.9182e-05i,-0.0001311+0.00029654i,-0.00032539-0.00028651i,-0.00042943-0.00046687i,-0.00062097-0.00013346i,-0.00035262-1.6053e-05i,8.8633e-05+0.00032646i,-0.00016447+0.00042495i,-0.00019481-0.00022957i,-0.00031144-4.2537e-05i,-0.00069497+4.0632e-05i,-0.00065348-0.00018746i,-0.0008591-0.00011189i
0.0033747+0.00074156i,0.0020273-0.00050447i,0.0012837-0.0023349i,0.00045349-0.0034879i,0.00093954-0.0027405i,0.0013767-0.00095552i,0.00075993+0.00020466i,0.00085844+0.00078629i,0.0013193+0.0010741i,0.00034944+0.0011844i,-9.0562e-05+0.00065431i,0.0002089+0.00053999i,-7.1479e-05+0.0001042i,-0.00011553-0.00084707i,-2.4482e-05-0.00073406i,0.0005195-0.00059996i,0.00066243-0.00038169i,0.00042471-0.00051726i,0.00043854-0.00037799i,0.0011012+0.00018208i,0.0011384-7.3877e-05i,0.00030948-0.00042279i,0.00018571-0.00040949i
0.0019688-0.0030192i,-0.00014737-0.0031119i,-0.0015489-0.003136i,-0.0019132-0.0021925i,-0.0013783-0.0012899i,8.6853e-05-0.00038801i,0.0015328+0.00048786i,0.0022863+0.00038759i,0.0013843-0.00034704i,-0.00021586-0.0007676i,-0.00052372-0.00033071i,-0.0009717+0.0004531i,-0.0010038+0.00076913i,-0.00079728+0.00037652i,-0.0012981-0.00023452i,-0.00073971-0.0006528i,0.00047267-0.00017586i,0.00067502+0.00044025i,0.00049392+0.00029833i,0.00020999-0.00063017i,-0.00044313-0.00075957i,-0.00064746-7.8555e-05i,-0.00069817-0.00014981i
0.0018084+0.00064817i,0.0016522-0.00042354i,0.00197-0.001376i,0.0017657-0.0019943i,0.00052563-0.0019454i,-0.00092464-0.00093689i,-0.00087948+0.00094858i,0.00016916+0.00067238i,0.0007807-0.00049147i,0.00059172-0.0009974i,0.00058368-0.00075342i,4.0455e-05-0.00014889i,-0.00045094-0.00053649i,-0.00040037-0.00075087i,-0.00038075-0.00037162i,-0.00038745+0.0001131i,-0.00018271+0.00014604i,0.00034516-0.00033167i,0.00061374-0.00043505i,0.00037874-5.4967e-05i,-1.1939e-05-9.0584e-05i,-0.0002657-0.00023318i,0.00024181-0.00067069i
-0.0015145-0.0031816i,-0.0018402-0.0035822i,-0.0018748-0.0030151i,-0.00061071-0.0019768i,0.00076801-0.00073988i,0.0016013-0.00042591i,0.0017467-9.6092e-05i,0.0012958+0.00077558i,0.0013633+0.00046952i,0.00081038+0.000536i,0.00088687+0.0012377i,0.0013834+0.00083509i,0.00066498+0.00037223i,-0.00073496-0.00013338i,-0.0021844-0.00053551i,-0.0017388-0.00023765i,-0.0007367-1.2738e-05i,-0.00060509-0.00071819i,-0.00033486-0.0009563i,-8.5943e-05-0.0006184i,0.00025796-0.00033914i,0.00082643+0.00035187i,0.001154+0.00027763i
0.0006121-0.001772i,0.00041254-0.0008631i,-0.0010419-0.00067208i,-0.001143-0.0010431i,-0.00097237-0.0017746i,-0.00096356-0.0015376i,-0.00014868-0.00038092i,0.00028112-0.00056517i,0.00079009-0.00088126i,0.0007652+0.0001062i,8.1717e-05+0.00029216i,0.00027052-0.00055315i,1.8895e-05-0.00059124i,-0.00024987-0.00020043i,0.00055524+0.00012193i,0.00085813-6.3436e-05i,0.00054141-0.00040941i,-8.7471e-05-0.00031292i,-0.00037772-0.00043477i,-0.00084791-0.00057085i,-0.00099975-0.00010056i,-0.0002175+0.00042523i,-6.1543e-06-4.2357e-05i
0.0002543-0.00010446i,0.0006612-0.00035729i,8.2504e-05-0.0013747i,-0.00013971-0.0010169i,-2.3899e-05+0.00024053i,0.00057097+0.00085194i,0.00064725+0.00077832i,0.00070919+0.00065517i,0.0010223+0.00039977i,0.0007947+5.8238e-05i,0.00036377-0.00050194i,0.00024918-0.00060583i,1.466e-05+0.00018076i,-0.0003195+0.00054078i,-0.00016551+0.00063081i,0.00021315+0.00059964i,0.00047194-8.5304e-05i,0.0007711-0.00023494i,0.00060953+3.0437e-05i,0.00025073+0.00013817i,-0.00016074+0.00077204i,0.00011626+0.00063572i,-0.00011826-4.6513e-05i
0.0015642+0.0010717i,0.00046439+6.0371e-05i,-0.00032263-0.0012149i,0.00049486-0.0011706i,0.0024637-0.0015505i,0.003403-0.0014622i,0.0022994-0.00016661i,0.0014513+0.0003213i,0.00068497+0.00029696i,0.00011543+0.00075506i,-0.00017774+0.0011172i,6.3668e-05+0.00020827i,0.00045315-0.00022615i,0.00051918+0.00014658i,8.9487e-05+0.00027862i,-0.00058274-0.00019799i,-0.00071731-6.8361e-05i,-7.4049e-05+0.00018502i,0.00018498+2.8693e-05i,-0.0006654+0.00021435i,-8.764e-05+0.00080807i,0.00035874+0.00050783i,0.0002289+0.0004131i
0.0012712-0.0018771i,0.00011568-0.0022331i,-0.00010345-0.003262i,-0.00075463-0.0038278i,-0.0012238-0.0032983i,-0.00042474-0.0010158i,-0.00025301+0.00055986i,-0.00033126+6.2288e-05i,-0.00032428-0.0012145i,-0.00077429-0.0011125i,-0.00040962-0.00030313i,6.6768e-05-0.00016048i,-7.4057e-05-9.2731e-05i,-0.00032789+0.00044585i,-0.00055836+0.00030246i,-0.00023432+0.00015154i,0.00062446+0.00023289i,0.00047114+0.00026272i,9.271e-05+8.3502e-05i,-0.00022422-2.9132e-05i,-0.00018459+0.00045816i,0.0003244+0.00082995i,0.00047415+0.001338i
-0.0012734+0.0008843i,-0.0010649+0.00020346i,-0.00093325+0.0013082i,0.00027271+0.0018998i,0.002434+0.00097903i,0.0017812-0.00030761i,0.00089858-7.0342e-05i,0.00074341+0.00075444i,0.0005103+0.00064878i,0.0012819+0.00033576i,0.0019249-6.6001e-06i,0.0016493-0.00050751i,0.00084667-0.00065495i,-0.00020116-0.00016273i,-0.00065502+0.00021971i,-9.7706e-05+0.00023481i,0.00055917+4.6897e-05i,0.00085096-0.00020563i,-1.1909e-05-0.00047004i,-0.0004516-0.00036993i,2.7546e-05+0.0001868i,-0.00017688+0.00046241i,0.00043944-0.00022569i
-0.00087999-0.0016397i,-0.0011398-0.0018902i,-0.00044917-0.0027485i,0.0001302-0.0026658i,-1.1709e-05-0.0022439i,-0.00030331-0.00050994i,0.00027517+0.00060551i,0.0016232+0.00033084i,0.0018805+0.00027386i,0.00065713+0.00063319i,-0.00011482+0.0011275i,0.00032492+0.0011228i,2.252e-05-8.712e-05i,-0.00075727-0.00091804i,-0.00051663-0.00055665i,9.7086e-05+4.2616e-05i,0.00017165+0.00033743i,-4.2914e-05+0.00046921i,-0.00029027+0.00056294i,7.3414e-05+0.0010613i,0.00031554+0.00035668i,0.00053367-0.00073579i,-0.00017192-0.00046142i
0.00027602-0.0007186i,-0.0004064-0.0016977i,-0.00039479-0.0017359i,0.00066278-0.00075148i,0.0016706+0.00060242i,0.00082019+0.00088438i,0.00040501+0.00046011i,0.00090297-8.8017e-05i,0.00088965-0.001384i,-0.00014374-0.0017986i,-0.00094408-0.00084658i,-0.00073345-0.00050019i,0.00027539-0.00056436i,0.00059195-0.00074733i,-4.5054e-05-0.00083299i,-0.00012119-0.00021059i,0.00013658+2.8826e-05i,0.00029152+0.00010532i,0.00040038-0.000113i,8.6415e-05-0.00066501i,-0.00033921-0.00084287i,-6.4383e-05-0.00087752i,0.00052034-0.00017266i
0.0014077-0.00094692i,0.0005207-0.0010068i,0.00032862-0.001315i,0.00087189-0.0016837i,-1.0396e-05-0.0020688i,-0.00081424-0.0011958i,-0.00069397-0.00019266i,0.00048114-0.00031413i,0.0011975-0.00015646i,0.0006254+0.00054501i,0.00072159+0.00065739i,0.0011132+0.00058748i,0.00042359+0.00066029i,-0.00010189+0.00034135i,0.00014042+0.00060866i,0.00056839+0.0013115i,0.00080514+0.0015895i,-0.00015608+0.0012281i,-0.00055677+0.0006774i,-1.0579e-05-0.00022832i,-4.6728e-05-0.00080958i,-0.00027647-0.00017454i,0.0001743-5.7901e-05i
0.0010542+0.0013962i,0.00066791-0.00027626i,0.00083199-0.0023827i,0.00030698-0.0031834i,-0.00036568-0.0025317i,-0.0004184-0.0015093i,0.00078084-0.0011687i,0.0017637-0.00092615i,0.0014082+1.8422e-05i,0.00061731-0.0003613i,0.00067864-0.0002306i,0.00095733+0.00075311i,0.00047179+0.00048995i,-0.0004029-2.0212e-05i,-0.00094055-5.5946e-05i,-0.00086307+0.0003838i,-1.7275e-05-0.00026957i,0.00029274-0.00058278i,-0.00014649+0.00019883i,-0.00053096+0.00078263i,-0.0009498+0.00091034i,-0.00012024+0.00014443i,0.00019595-0.00025878i
-0.002347-0.0009569i,-0.0013389-0.00076306i,-0.00019742-0.00062362i,0.0017708-0.0003182i,0.0030411-3.8069e-05i,0.002904-0.00072342i,0.0017879-0.00071659i,0.0017654-0.00024389i,0.0018319-0.0005018i,0.00070622-0.00034706i,-5.7159e-05+0.00026864i,-0.00020448+0.00054768i,-7.1954e-05+0.00024432i,0.00023551-0.00027793i,0.00089541-7.7891e-05i,0.001323+0.00069075i,0.00064874+8.7698e-05i,0.00062092-0.00085999i,0.0010548-0.00025171i,0.00036685+0.00043515i,0.00012998+7.5284e-05i,0.00053286+0.00041518i,0.00043039+0.00095417i
-0.001283+0.002244i,-0.0008088+0.0018004i,-0.0011284+0.00036658i,-0.00086274-0.0010634i,-0.00061149-0.0012092i,-0.0005044-0.00088253i,0.00011002-0.0011885i,0.0011377-0.0008318i,0.0013603-0.00097743i,0.00084885-0.00081563i,0.00043895-0.00022922i,9.8179e-05-0.00027285i,0.00025325-0.0002705i,0.00022101+0.00021679i,0.00035686+0.00054955i,0.0013023+0.00036152i,0.0017508+3.604e-05i,0.001022+0.00061321i,-0.00019331+0.00018563i,-0.00028206+0.00012838i,-0.00021865+0.00035216i,0.00022095-8.2007e-07i,0.00029534+0.00010714i
-0.00094197-0.0012717i,-0.001281-0.0014607i,-0.0023512-0.00082615i,-0.0010443+0.00069883i,4.8522e-05+0.00099123i,0.000987-0.00019066i,0.00082532+0.00024409i,0.00054813+0.00018546i,0.00038907-0.00088158i,-0.00044305-0.00043986i,-0.0002587+0.00067724i,0.00051404+0.00059523i,0.00034605+0.00025732i,-7.3003e-05-0.00020906i,-0.00021018-0.00081219i,-0.00041082-0.00090944i,0.00011639-0.00061136i,0.00051505-0.000395i,0.00025478-0.00083142i,7.1223e-06-0.00055856i,0.00022857+0.00038853i,-0.00011648+0.001008i,-0.00010718+0.0010033i
0.0012334-0.00094469i,0.0017456-0.0014611i,0.00083341-0.0020876i,0.00026061-0.0031415i,0.00032745-0.0032225i,0.00016448-0.0018483i,0.00085285-0.00078383i,0.00086911-0.00024531i,0.00067963+5.7153e-05i,0.000503+0.00010647i,-0.00020253+0.00031709i,-0.00067734+0.00042293i,-0.0007529+0.00039623i,-0.00034101-1.3913e-05i,0.00050749-0.00010481i,0.0005537-6.5225e-05i,0.00027595-0.00015747i,8.0673e-05-0.00030296i,-0.00010188-0.00052609i,3.8942e-05-0.00039313i,0.00010891+8.7262e-05i,-0.00021865+0.00014027i,-0.00030247+0.00072638i
-0.0026138+0.00012893i,-0.0010271+2.7301e-05i,-1.3072e-05+0.00093451i,0.00098905+0.0013973i,0.0020743+0.00035078i,0.0019009-0.00031642i,0.00080386-0.00052802i,0.0005655-7.8863e-06i,0.0011074+0.00040087i,0.0012959+0.00018514i,0.00097226+0.00085074i,0.00021948+0.00075633i,3.9796e-06-2.3052e-05i,0.00012621+8.2255e-05i,0.00020631+0.00050416i,0.00059317+0.00036774i,0.00063105+1.0671e-05i,0.0011036-2.9929e-05i,0.0012465-0.00036916i,0.00027274-0.00093104i,0.00033804-0.00076754i,0.00094427-0.00022294i,0.00020703+0.00024235i
0.00050233+0.00033796i,0.00021714-0.00018583i,0.0003806-0.0017142i,0.00076121-0.0022808i,0.00079779-0.0021437i,-0.00014335-0.0017636i,-0.00052075-0.00066637i,0.00033076-0.00027795i,0.0010908-0.00058008i,0.00051728+3.4706e-05i,-0.00058684+0.000697i,-0.00035108-0.0001891i,0.00069173-0.00061737i,0.00096297-0.00026136i,0.00059412-0.00011197i,0.00045402-0.00031985i,0.00036421-0.00023328i,-0.00022312+0.00064194i,-0.00040957+0.00087918i,-0.00010904+0.0004579i,-0.00043241+8.8337e-05i,-0.0011565-2.813e-05i,-0.00071309+0.00037923i
-0.00106+0.00023942i,-0.0019666+0.00033256i,-0.0022433+0.00094035i,-0.0017025+0.00082004i,-0.00070705+0.00062644i,-8.3153e-05+0.00089884i,2.4212e-05+0.00038146i,0.00061737-0.00089091i,0.00085821-0.0013445i,0.00021235-0.00022938i,0.00067047+0.00071081i,0.001515-8.8311e-05i,0.0015122-0.00035632i,0.00094644+0.00024332i,0.0008957-0.00010486i,0.0012804-0.0012308i,0.0012512-0.00055801i,0.00097646+0.0011219i,0.00049516+0.0012107i,0.00029206+0.000409i,-9.6084e-05-0.00039999i,-0.00094051-0.00055932i,-0.00022993-0.00013983i
-0.0010237-0.00076344i,0.00099814-6.2049e-06i,0.00088847+0.0011188i,0.0016632+0.001994i,0.003013+0.0013521i,0.0019817+3.1141e-05i,-2.2107e-05+0.00027331i,0.00013864+0.00099604i,0.00072958+0.00063842i,0.00094276+0.0003167i,0.0011803+0.00082477i,0.0018775+0.00056385i,0.0018421-9.2372e-05i,0.00089692+0.00015649i,0.00012487+0.00083667i,7.2694e-05+0.00048983i,0.00050395+0.00046632i,-1.5144e-05+0.00060196i,-0.0004911+0.0001828i,-0.00019212-0.00024302i,-5.8732e-06-0.00076203i,0.00033097-0.0012954i,0.00022882-0.00070268i
0.00084257+5.3054e-06i,0.00046471-0.0014164i,-0.00022697-0.0026578i,-0.00036203-0.0040094i,1.0706e-05-0.003716i,0.00038075-0.0019478i,0.00066615-0.0005024i,0.00052658-9.7583e-05i,0.00099503-0.00024845i,0.0015322-0.00033672i,0.00084581-0.00013878i,0.00045013+0.00017654i,0.0004715+0.00075166i,0.00010208+0.0011326i,0.00062939+0.00032907i,0.00077373+9.9927e-05i,0.00052438+0.00034653i,0.00060987+0.00079274i,0.00033643+0.00066866i,0.00013361+0.00053514i,0.00023725+0.00029922i,0.00030481-0.00057778i,-0.00015721-0.0008882i
-0.0001082-4.4526e-05i,-0.00082915-0.0005945i,-0.00092141-0.00085811i,-0.00039919-0.0010771i,-0.00014215-0.00061254i,0.00022952-0.00070764i,-1.96e-05-0.00038876i,-0.000805+0.00031091i,-1.2473e-05-0.00032539i,0.00070424-0.00082547i,0.00060691-0.00037977i,-0.00017227-0.00030125i,-0.0010325-0.0010795i,-0.00088174-0.00082391i,-0.0002848+0.00028974i,0.00048862+0.00044374i,0.00051298-0.00042601i,0.00026609-0.00019595i,0.00047987+0.00063961i,0.00062839+0.00072748i,0.00028813-0.00014217i,-0.00062078-0.00043119i,-0.00042623-0.00012422i
0.00065518-0.00071499i,0.00064823-0.00084534i,0.00099032-0.00094836i,0.0015021-0.002129i,0.0015708-0.001704i,0.00014464-0.00072053i,-0.00015923-0.00015934i,0.00021832+0.0003612i,0.00036155-0.0006941i,0.00014071-0.0018289i,0.00030789-0.0011554i,0.00095186-0.00021522i,0.00074412-4.3144e-05i,0.000188-0.00014542i,4.8232e-05-0.00023849i,0.00033661-4.3371e-05i,0.00046579-0.00031735i,0.00088735-0.00051672i,0.00068233-0.00033707i,-0.00011334-0.00024158i,-0.00017286+0.00026197i,0.0002601+0.00085212i,0.00060456+0.00094553i
0.00075271-0.0006981i,0.0003071-0.0019797i,-0.0012425-0.0022052i,-0.0020766-0.0011013i,-0.00079543-0.00076625i,0.000541-0.00092949i,0.0010618-0.00042308i,0.00092985-6.851e-05i,0.0005655-0.00019074i,0.00060457-0.00050021i,0.00034808-0.00063699i,-3.0221e-05+0.00019203i,1.6388e-05+0.00042895i,-0.00013971+0.00023985i,0.00016921-5.6016e-05i,0.00098857-0.00064825i,0.00081267-0.00061077i,5.3769e-05+3.0733e-05i,-6.96e-05+0.00023177i,-8.6422e-05-5.0989e-05i,0.00019593-9.9078e-05i,-0.0002073-1.56e-05i,-0.00032138-0.00010077i
-0.00059844-0.0028674i,-0.00047275-0.0015591i,-0.00068673-0.00067156i,0.00072769-0.00032555i,0.0011475+3.4911e-05i,0.00016204+9.2294e-05i,0.00027245+0.00036843i,0.00066776+0.00053645i,0.00051958-8.087e-05i,0.00037768-0.00044285i,0.00061872-2.2958e-05i,0.00087195+0.00031191i,0.00080504-0.00010808i,0.00069278-0.0001511i,0.000218+0.0014314i,0.00027987+0.0019643i,0.00010812+0.0008247i,-0.00044674-0.00049539i,-5.9833e-05-0.00032662i,0.00018406+0.00018564i,-0.00042081-0.00031383i,-0.00068984+0.00055633i,-4.8433e-05+0.00092798i
0.0017289+0.0014864i,0.00071015-0.00057276i,0.00058331-0.0021293i,-0.00031689-0.0028474i,-0.00034092-0.0031425i,0.00013246-0.0013256i,0.00030218+0.00033045i,0.0012364+0.00056559i,0.0016261+0.00043944i,0.0010504-0.00039101i,0.00044271-0.0015703i,0.00055296-0.0018565i,-3.7989e-05-0.00088682i,-0.00038533-3.0132e-05i,-0.00026939-0.00043145i,-0.00054198-0.00097019i,-0.0005626-0.0010934i,-0.00060349-0.0010723i,-5.6807e-05-0.0008311i,0.00027445-0.000899i,0.0002143-0.00069729i,-5.779e-05+0.00020723i,-0.00039144+0.00050953i
-0.00072502-0.00056929i,-0.00079528-0.00051901i,-0.00061555-0.0008993i,0.0010697-0.00088161i,0.0019611-0.00037958i,0.0014112-0.00058939i,0.0012547-6.458e-05i,0.0010793+0.00053959i,0.00046871+3.2032e-05i,0.00042442-0.00035316i,0.00099665+6.8446e-05i,0.00099121+0.0010059i,0.0005156+0.00099419i,-6.0536e-05+0.00012063i,-8.649e-05-0.00046725i,0.00082458-0.00019187i,0.00064382+8.6567e-05i,0.00019136+6.6367e-05i,-0.00021542-0.00048295i,-0.00087675-0.00049914i,-0.001025-3.4054e-05i,-0.00025018+0.0002545i,0.00035478+0.00014611i
0.00055798-0.0010368i,0.0011416-0.0018221i,0.00021062-0.0028358i,-0.0012926-0.0040398i,-0.0010695-0.0033677i,3.7035e-05-0.00035873i,0.00044351+0.00066925i,0.00050205-0.00013636i,0.00073643-7.3968e-05i,0.00047103+0.00012228i,3.9196e-05+0.00017824i,9.078e-05+4.059e-06i,0.00021618-0.00015785i,0.00012289+0.00023945i,-0.00036479-0.00018242i,-0.0005081-4.1355e-06i,-0.00058931+0.00056049i,-0.00030183-0.00020222i,-0.00034991-0.00047163i,-0.00034307-0.00011095i,-6.4173e-05+0.00056577i,0.00025244+0.0013195i,-0.00012236+0.0018325i
0.00029106-0.00035586i,-0.0012094+0.00024326i,-0.0010122+0.0009911i,0.00031452+0.001361i,0.00022108+0.00048158i,8.4829e-05-0.00032767i,0.00035099+0.00017965i,0.00074559+0.00091205i,0.00036542+0.0005311i,-0.0003591-9.0465e-05i,-0.00049697-0.00020408i,0.00020143+7.1307e-05i,0.00088852-1.7856e-05i,0.00055505-0.00049801i,0.00014967-0.00020712i,-0.00012882+0.00046242i,-0.00012102+0.00072529i,8.0675e-05+0.00023855i,0.0002192-0.00023658i,-2.7858e-05-0.00021159i,-0.00027703-0.00036239i,-0.00024563-0.00032063i,-0.00043193+0.00083723i
-0.0006989-0.0013348i,-0.00020015-0.0028849i,-7.7812e-05-0.0026405i,0.00081365-0.0019199i,0.0025893-0.0018479i,0.0028535-0.0013876i,0.0020267-0.00014103i,0.00095731+0.00020922i,-1.6768e-05+0.0003665i,-0.00029671+0.00033187i,0.00064276+0.00012581i,0.0012238+0.00051403i,0.00082435+0.00025392i,0.0011219-8.3904e-05i,0.0012689-7.5559e-05i,0.001268-0.00013749i,0.0012828-0.00052854i,0.00068543-0.00093278i,0.00033795-0.00089794i,-0.00029867-0.00039021i,-0.00082476-0.0003872i,-0.00051047-0.00044976i,7.3786e-05-0.0015809i
0.0021127+0.00025622i,0.00026007-0.0012018i,-0.00050682-0.0010431i,-0.0016943-0.0012623i,-0.0020137-0.0015608i,-0.001431-0.0013799i,-0.00091812-0.00096309i,-0.00035817-0.00043332i,-9.0673e-05-0.00020252i,-0.00023897-0.00011379i,-0.00052231-0.00028315i,-0.00080087-0.00023937i,-0.00058685+2.801e-05i,-0.00059705+0.00031898i,-0.0007812-0.0002809i,0.00026368-0.0010732i,0.00098704-0.00048509i,0.00074717+0.00022238i,0.00030037+0.00064308i,-4.396e-05+0.00063776i,-0.00051395+0.00066554i,-0.00082644+0.0015577i,-0.00031092+0.0016555i
0.00065967-0.00034642i,0.0016869-0.0016062i,0.0027419-0.0026248i,0.0030212-0.0018354i,0.0022472-0.0011449i,0.0014182+1.8056e-06i,0.0012355+0.001414i,0.00085892+0.001283i,0.00098593+1.7775e-05i,0.00054706-0.00029267i,-0.00073173+9.1575e-05i,-0.00095707+5.7669e-05i,-0.00039167-5.5135e-05i,0.00035107-0.00066324i,0.00096735-0.0013074i,0.00074976-0.001186i,0.00056085-0.00010397i,0.00081977+0.00080114i,0.00024838+0.00069812i,-0.00011865+0.00028314i,-8.4211e-05+5.488e-05i,1.2072e-05-0.00060597i,-0.00028824-0.001134i
