-0.0020475-0.00075863i,-0.0022765-0.00055945i,-0.003066+4.7124e-05i,-0.0027509+0.00075671i,-0.0017573+0.0015731i,-0.00048637+0.0022428i,0.00029767+0.0028637i,0.00070615+0.0020332i,0.00074289+0.00088535i,0.00021836+0.00060579i,0.00048588-7.6621e-05i,0.00081817-0.00057425i,0.00041902-0.00079833i,0.0003191-0.00093864i,-3.1434e-05-0.00081091i,-5.9746e-05-0.00045388i,0.00032193-0.00056744i,-0.00010919-0.00038019i,-0.00010782-2.0385e-05i,-0.0003419+1.1847e-05i,-0.00058295+0.00050876i,-0.0013153+0.00067442i,-0.0012086+0.00025782i
0.00072208+0.00072865i,0.0012153+0.00061645i,0.0012425-0.00045239i,0.0012407-0.00047235i,0.00078858-0.00096334i,0.0010001-0.0012074i,0.00043416-0.00071488i,-0.00056883-0.00036521i,-0.0001562-0.00016646i,-6.8249e-05+0.00030175i,-0.0010666+0.00012187i,-0.0013463+8.0126e-05i,-0.00072089+0.00035027i,4.6631e-05+0.00073174i,0.00056775+0.00086092i,-0.00031376+0.00028208i,-0.0015832-0.00023419i,-0.001675-0.00031626i,-0.0011186-9.07e-05i,-0.00038659+7.6828e-06i,-0.0003675-0.00059485i,-0.00026835-0.0010455i,0.00014234-0.00038036i
0.001736-0.0013867i,0.00096503-0.00096381i,-0.00029404-0.0011923i,-0.00111-0.00066634i,-0.00091705-5.0505e-05i,0.00040135-4.5348e-05i,0.0015278-0.00056609i,0.0012252-0.00093487i,0.00022782-0.00027245i,-0.0012735-0.0004888i,-0.0022954-0.00045907i,-0.0025378+0.00041428i,-0.0019586+0.00030899i,-0.0016475+0.00051198i,-0.0012617+0.0013308i,-9.8625e-05-3.8554e-05i,0.00075913-0.0011231i,0.00069766-0.00052428i,0.00037405-0.00029559i,7.6271e-05-0.00051721i,0.00031375-0.00081305i,0.00070485-0.00047842i,-1.9519e-05+0.00026661i
0.00012004+0.00029277i,0.0012626+8.9742e-05i,0.001693-8.3739e-05i,0.0015038+0.00046307i,0.00209+0.00031636i,0.002179-0.00058461i,0.00066828-0.0015861i,4.9772e-05-0.0015278i,0.00057116+2.3171e-05i,0.00040063+0.00036565i,0.0001109-0.00027607i,-0.00018237-0.00045833i,-0.0013876-0.00067523i,-0.0016858-0.00071459i,-0.00091259+7.3175e-05i,-0.00048347+0.00018156i,-0.00037909-0.00021964i,-0.00057812-1.9001e-06i,-0.0004034+0.00060414i,-0.00062129+0.00067332i,-0.00082832+0.00055512i,-0.00075708-0.0002563i,-0.00070623-0.00081733i
-0.00022014-0.00033027i,-0.00026772-0.00081946i,-0.00060408+0.00053485i,-0.00026119+0.0017376i,0.00067275+0.0019561i,0.00098039+0.0012777i,0.0015317+0.00015679i,0.0018905-0.00024912i,0.001032-0.00055064i,0.0002271-0.00010693i,-0.0002877+0.00010015i,-0.00089449-6.4565e-05i,-0.00065944-0.00016494i,-0.00028113+0.000193i,-0.00030461+0.00067398i,0.00044765+0.00055169i,0.0011377+0.00054976i,0.00038404+0.00087974i,0.00015174+0.00070397i,0.0010299+0.00024482i,0.00097119+0.00010454i,0.0005903-2.221e-06i,0.00046097-0.00066371i
0.0017598+0.0006796i,0.0012929+0.0012826i,0.0016374+0.00067198i,0.0018647-0.00028977i,0.0020358-0.00060236i,0.0019834-0.00090176i,0.0015578-0.0009882i,0.0013191-7.5052e-05i,0.0005815+0.00073244i,-0.00031647+0.00062158i,-0.00092246-0.00033311i,-0.00081596-0.00065189i,-0.0014979-7.5993e-05i,-0.0014722-0.00035297i,-0.00058631-0.00024084i,-0.00073033-0.00014216i,-0.0015238-0.00075603i,-0.001411-0.00060876i,-0.0006718-0.00023845i,-0.00078881-0.00018447i,-0.0012913-0.00045799i,-0.0012429-0.0008186i,-0.00034374-0.00073312i
-0.00059666-0.00046149i,-0.0011307-0.00018837i,-0.00083541+0.00085812i,0.00021712+0.0020381i,0.0010599+0.0014896i,0.0012534+0.00064154i,0.00081696+0.00026387i,0.00018989+0.00027848i,-0.00024032-0.00011939i,5.2224e-05-0.00029707i,0.00071539-7.8341e-06i,0.00037625-1.7819e-05i,2.3206e-05+0.00016464i,0.00030769+2.2274e-05i,9.0223e-05+0.00045374i,-0.00019503+0.00076916i,-3.604e-05+0.00061887i,2.7844e-06+0.00068085i,0.00035382+0.00096103i,0.0012345+0.001186i,0.0013138+0.00045294i,0.00032817-0.00026725i,-2.6258e-05-0.00028201i
-1.4891e-05+0.0023623i,0.00057687+0.0010453i,0.00088944+0.0004324i,0.0015339+0.0015062i,0.0022593+0.0021089i,0.0018164+0.0010795i,0.0010595-0.00026902i,0.00062971-0.00072558i,0.00051532-0.00088945i,0.00048275-0.00086658i,-5.2193e-05-0.00044509i,-0.0012657-0.0007264i,-0.0012499-0.0014262i,-0.00091315-0.00064152i,-0.0014765+0.00021124i,-0.0013906-0.00017164i,-0.00085867-0.00058358i,-0.00082026-0.00061026i,-0.00054913-0.00047559i,-0.00073339-0.00078183i,-0.0008099-0.0011516i,-0.00101-0.00027092i,-0.0016963+0.00061412i
0.00033332+0.00020122i,0.00061467-0.00010643i,0.0010164+0.00033378i,0.00022718-1.5542e-05i,0.00010465-0.00069892i,0.00037334-0.00034596i,-0.0002615+0.00021082i,-0.00014509+0.00052993i,0.00065966+0.00033556i,0.00060797+0.00040168i,-0.00014074+0.00037349i,-0.0013508-1.7084e-05i,-0.0019453-0.00027597i,-0.0014502+0.00032501i,-0.0010103+0.0010051i,-0.00050315+0.0015077i,-0.00041432+0.0014353i,-0.00035349+0.0013715i,-0.00064496+0.0018879i,-0.00023259+0.0016796i,0.00016437+0.00068329i,-0.00020734-0.00036388i,0.00016553-0.00046087i
0.0013756-0.0019625i,0.0007972-0.0010505i,0.0005332-0.00055786i,0.00092819-0.00017248i,0.001517+0.00078442i,0.0022178+0.0007105i,0.0021656+0.00042373i,0.000615+0.00048631i,-0.00014415-0.0005246i,-0.00037426-0.0011372i,-0.001511-0.00025732i,-0.0019558+0.00040302i,-0.0019496+0.00010019i,-0.0019463+0.00029399i,-0.00071016+0.00026487i,0.00074471-0.00031791i,0.0012007-0.00081409i,0.00088476-0.00069405i,0.00038824-0.0012235i,0.00042815-0.0012611i,0.00076086-0.00081424i,0.00083018-0.00050725i,0.00040013-0.00023543i
-0.00044668-0.00042381i,-0.00034267-0.00036388i,0.0003885-0.00069036i,0.0007102-0.00019358i,0.00065463-4.1847e-06i,0.0011535-0.0011582i,-0.00012086-0.0013873i,-0.00073615-0.00085181i,-0.00013062-0.00021315i,-0.0004058+9.7455e-05i,-0.00064626-0.00036092i,-0.00074591-0.00040926i,-0.001246+6.4817e-05i,-0.0012255+0.00092219i,-0.00052794+0.0014322i,-0.00084707+0.0011374i,-0.001408+0.00058441i,-0.0015834+5.8062e-05i,-0.0009571+0.00032308i,-0.00033258+0.00049359i,-0.00034437-0.00013194i,-0.00029307-0.00032763i,-3.1642e-05-0.00040344i
-0.0005177-0.00079524i,-0.0009825-0.00036692i,-0.00068129+0.00028236i,-2.7484e-05+0.00075758i,5.2784e-05+0.00052465i,0.0010228+0.00016605i,0.00072524-0.00046157i,-0.0008037-0.00062097i,-0.00097367-0.0012423i,-0.00088451-0.0011713i,-0.0014757+0.00013343i,-0.001282+0.00090624i,-0.00011768+0.0018591i,7.729e-05+0.0014765i,-1.4455e-05+0.000609i,-0.00025193+5.5053e-05i,-0.00026041-0.00064216i,1.7035e-05+1.9831e-05i,0.00041716-0.00028659i,0.00079811-0.00075115i,-0.0001916-0.0003793i,-0.00088221-5.4047e-05i,-0.00035479+0.00012839i
0.00052067-6.4689e-05i,0.0008385-0.0012456i,0.0010431-0.00075802i,0.0015446-6.6978e-05i,0.0016801+0.00018557i,0.00091148+0.00059733i,0.00020027+0.00088016i,0.00047397+0.00043633i,0.00025976+6.5085e-05i,-0.00019889-0.00052408i,0.00022769-0.0011011i,-0.00021225-0.0011901i,-0.0013848-0.0013401i,-0.0014037-0.00069681i,-0.00072611+0.0002781i,-0.00084855+0.00050504i,-0.0011194+0.00046663i,-0.0011771+0.00030167i,-0.00014252+0.00044642i,8.229e-05+0.0004107i,-0.00064968-0.00058506i,0.00017467-0.00069265i,0.00094811-0.00065392i
-0.0021102-0.00097866i,-0.0024427-0.00034211i,-0.0024398+0.00040702i,-0.0010787+0.000898i,0.00083413+0.0010805i,0.0011674+0.00020206i,0.00016433-0.00010484i,-0.0003565+0.00033784i,-0.00038194+0.0006129i,5.6159e-05+0.0010683i,-0.0001058+0.00116i,-0.00028936+0.00011837i,1.728e-06+5.6178e-05i,-0.0005372+0.00055327i,-0.00036789-0.00065792i,0.00063129-0.0011584i,0.00026999-1.4728e-05i,-7.4588e-05+0.00041489i,0.00084299-1.2801e-05i,0.0012068+0.00011954i,0.00054886-4.2041e-05i,-0.00047274-0.00047502i,-0.00044479+0.00010534i
-0.0026283-0.00034291i,-0.0018481+0.00038934i,-0.0021452+0.0024388i,-0.0010838+0.0026856i,0.0012086+0.0015934i,0.0020549-0.00017565i,0.0017294-0.00076347i,0.0014251-9.5417e-05i,0.00016537+0.00026245i,-0.0002762+0.00047112i,-0.00021177+0.00011207i,5.1966e-05-0.00074841i,0.00039777-0.00087212i,-8.4008e-05-0.00078308i,-0.00034634-0.00045517i,-0.00033273-6.9594e-05i,0.00012585+3.9711e-05i,9.982e-05+0.00054725i,7.5715e-05+0.00063141i,0.00012443+0.00030049i,0.00026307-0.00067i,0.0003507-0.00053365i,-0.00042198-0.00060958i
-0.0011631+0.00044592i,-0.0015187+0.00072087i,-0.00055034+0.00018455i,-0.00039986+0.00020979i,-0.00046911+0.00023827i,-0.00034086-8.3987e-05i,0.00013437-0.00010272i,0.00048526+0.00044443i,0.00029573+0.00056721i,-0.00034673-7.942e-05i,-0.00056472-0.00065284i,-0.00013886-9.8046e-05i,0.00037424+0.00077973i,-0.00028381+0.00078497i,-0.00079972+0.00052052i,-0.00026876+0.00081753i,-1.7802e-05+0.00065171i,-0.00016421+0.00076268i,-0.00068209+0.00095944i,-0.00046477+0.00040292i,-0.00025224-0.00026861i,-0.00059124-0.0003553i,-0.00029368-0.00032254i
0.00010171-0.00052608i,0.00030871-0.00066069i,0.00058626-0.00069119i,0.0012988+0.00017938i,0.002373+0.00040652i,0.0024446-0.00016936i,0.0018296-0.00060473i,0.0014072-0.00055546i,0.00032204+9.8027e-05i,-0.00020015+0.00048862i,-0.00020381-0.00027692i,-0.00018748-0.00095211i,-0.00052423-0.0007306i,-0.00091593-0.00065301i,-0.00096175-0.0010251i,-0.00065058-0.0012311i,2.9791e-05-0.0015721i,0.00024968-0.0011802i,0.00054669-0.00081882i,0.00053959-0.00096772i,3.837e-05-0.00098102i,0.00020356-0.00025001i,0.00032994-9.5788e-05i
-0.00064672-0.0018481i,-0.00082391-0.0016828i,-0.0025576-0.0009982i,-0.0030763+0.00018605i,-0.0013379+0.0006184i,0.00055072+9.5935e-05i,0.001424-0.00081676i,0.00082162-0.00073944i,-0.00011328-0.00025438i,-0.00013887+0.00027892i,0.00035383+0.0010497i,0.00037422+0.00070603i,-0.00054434+0.00051482i,-0.0004814+0.00045865i,-0.00027493+0.00018865i,-0.00063617+0.00052798i,-0.00095169+0.00033709i,-0.001244+7.8165e-05i,-0.0011964+2.7037e-05i,-0.00081063+0.0001343i,-0.00056442+0.0010301i,-0.00021028+0.0016432i,-0.00017835+0.0012881i
-0.00049471+0.0011672i,0.00027169+0.00068853i,0.0021388+0.00023156i,0.0028607+0.00020242i,0.0022206+0.00078863i,0.0011676+0.00077515i,0.00097883+0.00021822i,0.00072978-0.00040546i,-0.00046497-0.0010211i,-0.00057714-0.0013532i,-0.00064254-0.00029059i,-0.0008941+0.00071539i,-0.00087559+0.0002434i,-0.00063689-6.3709e-05i,-0.0010554-1.9952e-05i,-0.0011557-0.0001228i,-5.3141e-05-0.00058034i,0.0010858-0.00080945i,0.00079666-0.00065349i,0.00036267-0.00075613i,0.00068847-0.00058588i,0.00033669-0.0005284i,0.00028676-0.00061539i
0.00064118-0.00044782i,-0.00094096-0.00054449i,-0.0022122-0.00045163i,-0.0011709+0.00039379i,0.0012295+0.0011072i,0.0016665+0.0013248i,0.0014784+0.00057922i,0.0009956+0.00085418i,0.00068312+0.0012384i,0.00046199-0.00050362i,-0.0001271-0.00072872i,-0.0004743+0.00017505i,-0.00070856-0.00061965i,-0.00047472-0.00017991i,-0.00033295+0.00086676i,-0.0005572+0.00032134i,-0.00098419-0.0010162i,-0.00079604-0.0017358i,-0.00053407-0.00087366i,-0.00062037-0.00025926i,-0.00057994-0.00030236i,-0.00050816+1.814e-05i,-0.00074652+3.1659e-05i
-0.0017433+6.7336e-05i,-0.0017947+0.00087559i,-0.00087679+0.00078046i,0.00096837+0.0001495i,0.0013423-0.00029588i,0.00058098-0.00040763i,-7.8931e-05-0.00081882i,-0.00044528-0.0013893i,-0.00075441-0.00071357i,-0.00086035+0.00016035i,-0.00044506+0.00021682i,7.3835e-05+2.6979e-05i,-0.00017444-0.00010914i,-0.0003565-0.00035708i,0.00037805+0.00038554i,0.0012438+0.00097043i,0.0012617+0.00047969i,0.00030809+0.00023493i,7.5247e-05+0.00031656i,0.00012376+0.00041542i,9.7758e-05+0.00044583i,0.00061523+0.0010029i,0.00047939+0.0010441i
0.00044951-0.00023443i,0.00045098-9.3214e-05i,0.00072026+0.00073003i,0.00078866+0.0011334i,0.00068743+0.0002266i,0.00028773+0.00018198i,0.00059925+0.00065851i,0.0010516+0.0011542i,0.00017477+0.0012168i,-0.00060294+0.00032776i,-0.00079805-0.00062909i,-0.00056822-0.0012122i,-0.00073396-0.0010382i,-0.001164-0.00034843i,-0.00081455+0.00051876i,-0.00054202+0.0010127i,-0.00052046+0.0010695i,-6.1385e-05+0.00060837i,6.2517e-05-3.9962e-05i,-4.5936e-05-0.00031967i,0.00032604-0.0002676i,-0.00012277+0.00033457i,8.5167e-05+0.00071222i
0.00074989-0.00052663i,0.0011916-0.00067917i,0.0018027-0.0017045i,0.0016553-0.0021497i,0.0015277-0.001167i,0.001284-7.1633e-05i,0.00053178+3.8559e-05i,-0.00013788-0.00014121i,-0.00031359-0.00040591i,-0.00094769-0.00044438i,-0.0018672+8.3251e-05i,-0.0024999+0.00019912i,-0.0027227+9.7466e-05i,-0.0020745+0.00040991i,-0.00069745+0.00037798i,-5.801e-05+7.3034e-05i,4.3544e-05-0.00015836i,0.00033524-3.3707e-05i,-5.0125e-05+0.0010011i,-0.00073884+0.00075386i,-0.00035015-0.00081323i,0.0001271-0.00069196i,-1.1189e-05-0.00016115i
0.00082238-0.00045979i,0.0011293-0.00039121i,0.0020665+0.00010663i,0.0015216+0.00075517i,0.00097361-0.00028655i,0.00064135-0.00059973i,1.8983e-05+0.00037993i,-0.00031412+7.3151e-05i,0.00019058-0.00089902i,4.0162e-06-0.00092i,-0.00032586-0.00012656i,-0.0006601-0.00057449i,-0.0013598-0.0014236i,-0.001465-0.0012471i,-0.00082768-0.0010438i,5.8346e-05-0.0015225i,-0.00010393-0.0010972i,-0.00038985-0.00053521i,-4.6546e-05-0.00067932i,0.00046243-0.0010679i,0.00041743-0.0003046i,-0.00016075+0.00021791i,-0.0003335+0.00039327i
0.0005921+0.0017682i,0.0011394+0.0015761i,0.0011965+0.00078876i,0.00079867-0.00028964i,0.0014973-0.00099237i,0.0013914-0.00081845i,0.00060946-0.00038993i,0.00025986-0.00051412i,-0.00018727-0.00014364i,0.00024111-0.00051108i,0.00075888-0.00096035i,-4.0629e-05-0.00035253i,-0.00095598-0.00010736i,-0.0011672+0.0001513i,-0.0011564+6.3659e-05i,-0.0012089+5.6121e-05i,-0.0018835+9.47e-05i,-0.0019543+2.3108e-05i,-0.00097269+0.00049072i,5.0252e-06-2.1332e-05i,-5.2556e-05-0.0006535i,-0.00075388-0.00049501i,4.5603e-05-0.00013389i
-0.0006495-0.001009i,0.00043796-0.0007619i,0.00090779-0.00069314i,0.00063194-0.00049718i,0.00021817+0.00013527i,0.0013934+0.0004314i,0.0016168+0.00035007i,0.00083631+8.4407e-05i,0.00021323-0.00050291i,-0.00026752-0.00033206i,-0.00060546+0.00035719i,-0.00061406+0.00047934i,-0.00017799+0.0012525i,-0.00043219+0.00097815i,-2.4635e-05-0.00025609i,0.00055983-0.0002762i,0.00044323-0.00020009i,0.00098173-0.00018459i,0.0015575-6.3649e-05i,0.0013634+3.2228e-05i,0.00058933-0.00013034i,0.00064821-0.00033646i,0.00083969-0.0001381i
0.0019934-0.00049942i,0.0014858-0.00050344i,0.0010789-0.0011418i,0.00062986-0.0014277i,0.00029336-0.0005308i,0.00039756+0.00043887i,0.00025515+0.00040646i,-0.00057473+0.00068583i,-0.0002062+0.0015715i,-0.00028685+0.0014494i,-0.00095283+0.0010878i,-0.0014402+0.00071185i,-0.0016296-0.00048835i,-0.0016873-0.00028755i,-0.0016934+0.00081402i,-0.0014415+0.00053521i,-0.00069378-0.00067256i,-0.00041487-0.00078687i,-0.00087851-0.00011041i,-0.0010764-5.3168e-05i,-0.00023824-0.00085377i,-5.8465e-05-0.00091694i,-0.00025748-0.00040109i
3.5722e-05+0.00093607i,0.00057322-0.00012375i,0.0011538+0.00030382i,0.0014616+0.00092935i,0.0014321+0.00025682i,0.0011469-0.00027189i,0.00081507-0.00054653i,-0.00010159-0.00085753i,-0.0010931-0.00055147i,-0.0010376-0.00014599i,-0.00090924-0.00039915i,-0.0011276-0.00076954i,-0.0018327-0.00062811i,-0.0021583-0.00044416i,-0.00059499-6.6987e-05i,0.00020433-0.00029652i,-0.00022492-0.00064101i,0.00028352+0.00032431i,0.00052719+0.00060134i,-0.00016453-0.0003925i,-0.00014194-0.0011096i,0.00023624-0.00039996i,-0.00019671+4.2736e-05i
0.0015127-0.0020571i,0.001122-0.00083092i,-0.00084815-0.0017928i,-0.0026077-0.0017433i,-0.0017702-0.00067092i,-0.00012459+0.0002574i,-2.94e-05+0.00077052i,-0.00060594-0.00032284i,0.00033432-0.0012543i,0.00055195-0.00054506i,-0.00043806+4.1768e-05i,-0.00058754+0.00010321i,-0.00096131+0.00086987i,-0.00086154+0.0014687i,-2.8697e-05+0.0010843i,-4.6639e-05+0.00047263i,0.00010322-0.00014198i,-0.00011563-0.00021324i,-0.00070429-0.00037348i,8.8471e-05-0.00025916i,0.00057471+0.00041924i,0.00040551+0.00020919i,0.00050648-8.7649e-05i
-0.00010377+0.0015155i,0.0013654+0.0017948i,0.0017569+0.0012348i,0.0018749+0.00050256i,0.0020825-0.00044806i,0.0021292-0.0020788i,0.00086501-0.001606i,-3.5542e-05-0.0003572i,-0.00012417-0.00019847i,-0.00049418-0.00010251i,-0.00099745-3.5111e-05i,-0.0008367-0.00066407i,-0.00094889-0.00090451i,-0.0013172-0.00064016i,-0.00093009+0.00033883i,-0.00099078+0.00042637i,-0.00069426+0.0002553i,-0.00032471+0.00073305i,-4.328e-05+0.000307i,0.00064815-6.0694e-05i,0.00038791+7.2618e-05i,0.00082656-0.00026773i,0.0010025-0.00040547i
-0.00042827-0.0017522i,-0.0018827-0.0009276i,-0.0030971-0.00012196i,-0.0017975+0.0004629i,-0.00079252+0.00095585i,-0.00060497+0.00039788i,-0.00032196-5.3129e-05i,-0.00029137-0.000196i,-0.00050723-0.00046794i,-0.0010736+0.00037903i,-0.00084629+0.0007165i,-9.5429e-05+0.00053508i,3.9672e-05+0.00022037i,-0.00042011-0.00071565i,-7.5253e-05-0.0011847i,-0.00027773-0.001225i,-0.0010358-0.0013781i,-0.0010256-0.00075152i,-0.00059931-0.00028473i,-0.00060517+0.00036689i,-0.00061197+0.00060383i,-0.00047744+8.3324e-05i,-9.4043e-05-0.00021703i
-0.0020235-0.00051447i,-0.00089616-0.00087776i,0.00074615-0.0010202i,0.00099643-0.00042955i,0.0015379+0.00047304i,0.0027402+0.0011985i,0.0020203+0.00024048i,0.00071277-0.00060224i,-1.5103e-05+0.00028803i,-0.00024085+0.00081542i,-0.00022212+0.00035226i,-0.00084206-0.00022815i,-0.00086983-1.4214e-05i,-0.00056994+0.0011429i,-8.719e-05+0.00095837i,-0.00010183+0.00019961i,-0.0012156+0.00038225i,-0.0011599+0.00090336i,-0.00018568+0.00091639i,0.000252-0.00016399i,-5.028e-05-0.00057189i,-0.00063672-0.00038462i,6.8509e-05+0.00018145i
0.0001785+0.00038797i,0.00066339+0.0016382i,-7.2011e-05+0.0013852i,-0.00011785+0.0011615i,0.00041987+0.0010078i,0.00087569-0.0003471i,0.0010247-0.00019801i,0.00017571+0.00056733i,-0.00016148+0.00052784i,0.00014603+0.00032984i,5.7814e-05-0.00036095i,-0.00040141-6.9878e-05i,-0.0012014-6.183e-06i,-0.0010097-0.00050625i,0.0002307-0.00033455i,0.00077242-7.8758e-05i,-0.00022581-2.425e-05i,-0.00049763-0.00034918i,0.00034066-0.0003062i,0.00045954+0.00045991i,0.00051338+0.00021616i,0.00061603-0.00076119i,1.1362e-05-0.00066705i
0.00023147+0.0015552i,0.0010698+9.194e-05i,0.0018939-0.0007147i,0.0022124-0.00013529i,0.0019546+0.00049412i,0.0016351+0.00022005i,0.001342-0.0001793i,0.00054383+0.00029288i,-0.00025144+0.0010431i,-0.00048487+0.0013169i,-0.00084265+0.0005741i,-0.00083845+0.00022496i,-0.00059134+0.00011987i,-0.00059413-0.00084925i,-0.00059775-0.0014609i,-0.0014296-0.0011789i,-0.0022897-0.00098966i,-0.0014884-0.00033595i,-0.0006786+0.00040051i,-0.00035914+0.00037163i,0.00011772-6.4619e-05i,0.00023755-0.00045452i,0.00021622-0.00056185i
-0.0012144-0.0018763i,-0.00098383-0.001263i,-0.0024906+0.00047115i,-0.0018893+0.0018755i,0.00015362+0.0013713i,0.00069901+0.00044559i,0.00083715-0.00040842i,3.7071e-05-0.00078994i,-0.00032798-0.00076176i,-0.00020387+0.00026292i,-0.00094744+0.00055988i,-0.00079724+0.00017376i,-0.00041841-0.00020163i,-0.00038233-7.6632e-05i,0.00021322+0.00019123i,8.0305e-05+0.00018565i,0.00030461+0.00034039i,0.00094633+0.00053152i,0.00052209+0.0009136i,-0.00018662+0.0012856i,2.7434e-05+0.0014603i,0.0003667+0.00039048i,0.00042503-0.0011753i
6.0885e-05+0.0022022i,0.00015882+0.0013078i,-0.00020917-0.00044316i,-0.0001382-0.0012864i,0.00064193-0.0012594i,0.001054-0.00060805i,0.00045935+0.00060034i,-0.00035652+0.00088961i,-0.00083884+0.00082437i,-0.00081242+0.00045739i,-0.00029859-6.0892e-05i,0.00030013+5.0467e-06i,3.0995e-05+0.00017404i,-0.0010749-0.00055893i,-0.0013406-0.0010329i,-0.00024138-0.00075407i,0.00034415-0.00078858i,0.00039232-0.00083724i,0.00027254-0.00048694i,-4.6123e-05-0.00010882i,-0.00054792-0.00030415i,-0.0005305-6.2511e-05i,-0.00013737+0.00057931i
-0.00068512-0.0031166i,-0.0012334-0.0024291i,-0.0017222-0.00091951i,-0.0015149+0.00043393i,-0.00026565+0.00080551i,0.00080559+0.00066892i,0.0012839-0.0003708i,0.0005459-0.00063446i,-0.00016792+4.7902e-05i,-0.00012381+0.00036677i,-0.0002464+4.5972e-06i,-0.00017177+0.00047756i,0.00021508+0.00089131i,-0.00010693+0.00076598i,-0.00050514+0.00038388i,-0.00024533+0.00015901i,-4.8337e-05+0.00043479i,0.00025536+0.0011133i,0.0001197+0.00077894i,-9.0151e-06+0.00014154i,0.00019389+0.00067139i,0.00021248+0.0011386i,0.00011804+0.001115i
0.0015186-0.0013606i,0.00034099-0.001019i,-0.00079558-0.00085234i,-0.00071696-0.00097422i,0.00048845-0.00024844i,0.00082572-0.00019159i,0.00022927-0.00076305i,0.00019059-0.00058894i,0.00075148-0.00011593i,0.00023619-0.00010129i,-0.00024422-0.00057325i,-2.4467e-05-0.00034033i,-0.00021353-6.4531e-05i,-0.00081159-0.00067261i,-0.00080189-0.00070676i,0.00016572-0.00029388i,0.0010221-0.00071215i,0.00069683-0.00057766i,-1.6038e-05-0.00018302i,0.00032096-0.00055414i,0.00027398-0.00053703i,-0.00052158-0.0005214i,-0.00046421-0.00039863i
0.00086027+0.00022327i,0.0013326-0.00033809i,0.001754-0.00049544i,0.00082464+5.9187e-06i,-0.00019641+0.00019235i,0.00018537-0.00016997i,0.00092738-0.0006965i,0.00041347-0.00035291i,-0.00088159+0.00035918i,-0.0014389+0.00097665i,-0.0021584+0.00059383i,-0.0025772+8.7968e-05i,-0.0019531+0.00017635i,-0.0011767-9.0192e-05i,-0.00062639+0.00026842i,-0.00047269+0.0003626i,-0.00085396+0.00041052i,-0.00097586+0.00034493i,-0.00012436-9.0178e-05i,0.00080643-0.0006361i,0.0010351-0.00085417i,0.00038856-0.00064091i,0.00012675-0.00012641i
-0.00055172+0.00013455i,-0.0010937-0.00094477i,-0.00054437-0.0010754i,0.00048255+0.00015458i,0.0011704+0.00046673i,0.0012587-9.6009e-05i,0.0004222-0.00053766i,-0.00065796-0.00011299i,-0.0010673+0.00062686i,-0.00090282+0.00059076i,-0.0012453+3.2551e-05i,-0.0014581+0.00011279i,-0.0012839-1.7515e-05i,-0.00076581-0.00021706i,4.0881e-05-0.00017032i,0.00014142-0.00042602i,0.00032112-2.6416e-05i,0.00031443+0.00063758i,-0.00040072+8.4289e-05i,-0.0011362+0.00019995i,-0.0014521+0.00058465i,-0.00094801+0.00053916i,-5.9925e-05+0.00053831i
-8.5024e-05+0.0014575i,0.0006086+0.00094544i,0.0014486+0.0011474i,0.0019459+0.0019659i,0.0019944+0.0023187i,0.0016039+0.0015928i,0.0011531+0.00015192i,0.0005119-0.00051341i,-0.00011395-0.00041793i,-0.00083885-8.1425e-05i,-0.00060231-0.0005569i,-0.00010518-0.0010641i,-0.00045049-0.00073983i,-0.0006678+0.00012207i,-0.00064027-0.00012456i,-0.00066633-0.0012704i,-0.00046848-0.0007658i,7.0708e-06-6.4742e-05i,-0.00048719-0.00017441i,-0.00067531+0.00026702i,-0.00015082+0.00025863i,0.00027811-0.00042385i,5.7113e-05-0.00034577i
0.0011371-0.00088095i,0.00021216-0.0011665i,-0.00032472-0.0015628i,-0.0007141-0.0010583i,-0.00050326-0.00036682i,6.1089e-05+2.8802e-05i,0.00049068+8.7171e-05i,0.00026388-0.00068801i,0.00036644-0.00086239i,-0.00085491-0.00032973i,-0.0022037-0.000457i,-0.0014884-0.00032396i,-0.00065731-0.00018762i,-0.00082133-0.00037061i,-0.00014829+5.0593e-05i,0.00116+0.00027542i,0.0016156+0.00040237i,0.00088083+0.0010403i,0.00029692+0.0014364i,-0.00075835+0.0014091i,-0.0011464+0.00041546i,-0.00041237-0.00031925i,-0.00025735+0.00031883i
0.0026664+0.00097903i,0.001742+0.00081462i,0.0018285-0.00027701i,0.001751-0.0017129i,0.0015364-0.001238i,0.0012042-0.0003691i,0.00086177-0.00030987i,0.00025907-4.0977e-05i,0.00040473+0.00014672i,3.587e-06-0.00021662i,-0.0010453-0.00089928i,-0.00098106-0.00052806i,-0.0010185-0.00010948i,-0.0012537-0.00050224i,-0.00082083-0.00018411i,-0.00033554+0.00029383i,-0.00024713+0.00071746i,-0.00085095+0.00084544i,-0.00091303+0.00089436i,-0.00087688+0.00079085i,-0.00068914+0.00051323i,-0.00027465+0.00026022i,-0.00026262-0.00017252i
