-0.0014584+0.00052902i,-0.00073798+0.00045246i,-0.00044193-7.0248e-05i,-0.00090759-0.00062507i,-0.0012776+0.0014984i,-0.00074261+0.0037421i,0.00041688+0.0039283i,0.0013442+0.003524i,0.0010283+0.0023451i,0.0003443+0.0011777i,0.00039145+9.0543e-05i,-5.1009e-05-0.0007197i,-0.00042286-0.0013903i,-0.00053473-0.0016434i,-0.00054163-0.001089i,-0.00039665-0.00052526i,-0.00010111-0.00046354i,0.00030873-3.2924e-05i,0.0005951+0.00037471i,0.00043964+0.0005887i,0.00034474+0.00069612i,0.00043+0.00069736i,0.00028338+0.00064458i
-0.00045647-0.00082833i,-0.0011984-0.0010953i,-0.0014107-0.00036481i,-0.00063672+0.00091323i,0.00040584+0.0020469i,0.0013931+0.0015717i,0.0010053+0.0006989i,0.00029611+0.00082842i,0.00012886+0.001098i,0.00013752+0.0011802i,0.00060579+0.0016063i,0.00071466+0.0010548i,0.00072732-0.00043658i,0.0009306-0.00080088i,0.00050126-0.00048031i,0.00029876-0.0008989i,0.00019141-0.00049492i,-0.00068191+0.00024705i,-0.0009378-2.339e-05i,-0.00015259-0.00023663i,0.00070876-9.6882e-05i,0.0001568-0.00023906i,-0.00018715-0.00034509i
-0.0010402+0.0002151i,-0.00022912-0.00086646i,-0.00034633-0.0020654i,-0.00052546-0.0012055i,-2.0799e-05+0.00072754i,7.8211e-05+0.00074613i,-0.00075395+0.00014386i,-0.001199+0.0002804i,-0.00042716+0.00032147i,0.00025402-4.1372e-06i,-6.7797e-05+0.00033759i,0.0004343+0.00024756i,0.0013236-0.00039201i,0.00099481-9.679e-05i,0.0003704+0.00025717i,-6.6325e-05+0.00043334i,-0.00028828+0.00026839i,0.00033632+0.00011727i,0.00066281-0.00017872i,2.8406e-05-0.00069334i,-0.00018047-0.00076659i,0.00054885-0.00048369i,0.00093417-6.6356e-05i
0.0027552-0.0013436i,0.0003371-0.0016352i,-0.0019765-0.001972i,-0.0025604-0.0023864i,-0.0011438-0.0013756i,0.00045218+0.00027727i,0.00078362+0.00058295i,0.00050739+0.00088588i,2.0114e-05+0.00051755i,-0.00044964-0.00044827i,-0.00069869+0.00021155i,-0.00073508+0.00067789i,2.3397e-05+0.00093859i,0.00054897+0.00096113i,0.00065012+0.00071216i,0.00031228-0.00022456i,2.366e-05-0.00097745i,8.7615e-05-8.7554e-05i,-0.00028105+0.00038287i,-0.00046081-0.00010231i,-0.00077827-0.00045157i,-0.00060865-0.0010263i,-1.299e-05-0.0013138i
-0.00090605-0.00034302i,-0.0010819-0.00021821i,-0.0012666-0.0011612i,-0.0020888-0.00090494i,-0.0018756-9.9868e-05i,-0.00057797+0.00046447i,-4.1971e-05+0.00043214i,-0.00046948+0.00062532i,-0.00033179+0.00033702i,8.9969e-05+0.00028946i,0.00047961+0.00042139i,0.00051246-5.3324e-05i,0.00028347-0.00015125i,0.0005365+0.00045285i,0.00064707+0.00012469i,0.00037876-0.00043986i,0.00036094-0.00069817i,7.3274e-05-0.00011916i,-0.00035492+0.00020526i,-0.00039814-0.00058408i,-0.00046648-0.00021919i,-0.0001283+3.3909e-05i,0.00095765+0.00010925i
0.0023549-0.0012724i,0.001709-0.00047867i,0.00015474+0.00033952i,-0.00087887+0.0006939i,0.00015792+0.0017171i,0.0015558+0.0013221i,0.00094619-8.657e-05i,-0.00014106-0.0001865i,-4.5177e-05-0.00028453i,0.0001811+0.00017141i,-0.00017621+0.00069422i,0.00049471-0.00048072i,0.00066329-0.00085226i,2.1243e-05-6.1196e-05i,0.00029177+0.00064235i,0.00048436+0.0012624i,-0.00036254+0.0015938i,-0.00093748+0.0014661i,-0.00065681-0.00012934i,-0.00069513-0.00036361i,-0.00046015+0.00074584i,7.8552e-05+0.00078848i,-0.00048369+0.0009589i
-0.0039183-0.00016157i,-0.0020159-0.0013248i,-0.00082522-0.00081348i,-0.00088451+6.2574e-05i,0.00015764+2.1483e-05i,0.00083115-0.00026146i,0.00087147-4.8219e-05i,0.00061016+0.00051347i,0.00046398+0.00091214i,0.00010033+0.00083755i,-0.00022704+0.00064785i,-0.00034352+0.00058214i,-3.391e-05+2.1198e-05i,-0.00013812-0.00068819i,-5.0861e-06-0.0010509i,-0.0003399-0.0004729i,-0.00045949-0.00011548i,-0.00027274+0.00019896i,-0.0010651+8.8496e-05i,-0.00091943-0.00038088i,-7.8358e-05-0.00010118i,0.00041668+0.0004697i,0.00028257+0.00050095i
0.0026001+0.00013047i,0.0026293-0.00057647i,0.0011363-0.0010066i,1.0402e-05+0.00061193i,0.00094658+0.0014418i,0.0022064+0.00020165i,0.0016867-0.00020492i,0.00047113+9.3143e-05i,0.00017994+0.00072427i,0.00017713+0.00084875i,-0.00050671+0.00012912i,-0.00054147-0.00069081i,0.00016173-0.00028745i,-0.00020913+0.00078591i,-0.00052195+0.00038798i,-7.9363e-06-0.00067417i,0.00034558-0.00079702i,-8.6665e-05+7.7716e-05i,-8.601e-05+0.00038061i,0.00045118-0.00046505i,0.00037567-0.00045205i,0.0005996-0.00017838i,0.001068-0.00026707i
-0.0047069-0.0021633i,-0.0033126-0.0014733i,-0.0024025-0.0004632i,-0.0021221+0.00097367i,-0.0020076+0.0026262i,-0.00092594+0.0026355i,0.00074146+0.0012834i,0.0008568+0.00024603i,-0.00055812-0.00010113i,-0.00113+0.00019719i,-0.00068593+0.00097443i,0.0003215+0.00059879i,0.00158+0.00031019i,0.0015496+0.00066984i,0.0012132+0.00013462i,0.0016468-0.00022901i,0.0011066-0.00019609i,0.00052321-9.8646e-05i,0.00091568+0.00024388i,0.00075563+4.9133e-05i,0.00020358-0.00052054i,0.00039248-0.00083235i,0.00056757-0.00038511i
0.0043843+0.00032295i,0.0022003-6.1268e-05i,0.00064309-0.00062668i,-0.00076422+0.00013769i,-0.00049635+0.00056312i,0.0004535+0.001058i,0.00026741+0.0013578i,-0.00013902+0.00026667i,-0.00013594-0.00047956i,0.00022925-0.0001148i,-4.2547e-05+0.00048768i,-0.0004687+0.00091678i,0.00020653+0.00080908i,0.00082244+6.2473e-05i,0.00072562-8.1629e-05i,0.00036621+0.00071774i,0.00025343+0.00071115i,-0.0004098-0.00025737i,-0.0012639-0.00027741i,-0.0012338-0.00014909i,-0.00058264-0.0011422i,0.00011925-0.0016222i,0.00010498-0.0015032i
-0.00039746-0.0036628i,-0.00010104-0.0044113i,-0.0003009-0.0043698i,-0.0012361-0.0026396i,-0.0018418-0.000825i,1.5443e-05+0.0005873i,0.00057929+0.00048683i,0.00021187+0.00027448i,-4.4737e-05+0.00043211i,-0.00043218+0.00055167i,-0.000452+0.000782i,0.00031545+0.00060783i,0.00099136-4.4237e-05i,0.00028778-9.7699e-05i,0.00034059+0.00072122i,0.0010614+0.00057598i,0.00072511+0.00017913i,-0.00052041-0.00027514i,-0.00071111-0.00085063i,-5.5749e-05-0.0012197i,0.00045958-0.0011319i,0.00042395-0.00096377i,-0.00015646-0.00062172i
0.0014505-0.00037948i,0.00099607+0.00012622i,0.00044504-0.00036422i,-0.00050866-0.00061577i,-0.00017169+6.2411e-05i,0.00032497+0.00062113i,-0.00017417+0.00045292i,-0.00014044+0.00020286i,-0.0002127+0.00021844i,-0.00066711-5.9356e-05i,-0.0011072-0.00012733i,-0.0005747-0.00029363i,0.00047323-0.00070294i,0.00027687-0.0010154i,0.0001214-0.00096468i,0.00050248-0.00030273i,0.00078477+0.00011468i,0.00090977+0.00048299i,0.00027067+0.00016091i,0.0006467-0.00082534i,0.00093473-0.00099433i,0.00031279-0.0011496i,0.00019416-0.0012985i
-0.0009891+0.0012346i,0.00010786+0.00082308i,-0.00060456+0.00028626i,-0.00043745-0.00016544i,7.6698e-05+2.662e-05i,6.2554e-05+0.00034543i,0.000263+0.0011093i,0.00030472+0.001162i,-0.00073358+0.00048372i,-0.001431+0.00031022i,-0.00097012+0.00073076i,-0.00064865+0.00085407i,-0.00096442+0.00051378i,-0.00038541-0.00036713i,0.00034796-0.00065844i,-0.00014747+8.7829e-05i,-0.00015069+0.00019505i,8.0262e-05+3.5616e-05i,-9.3259e-05+0.00040816i,0.00043788+0.00012096i,0.00020841-0.00059747i,-0.00056825-0.00098097i,-0.00078444-0.00055854i
0.0027917-0.00064936i,0.0013282-0.0013501i,-2.2193e-05-0.001402i,0.00015151-0.0018805i,-4.7015e-05-0.00052897i,-7.7821e-05+0.00017323i,-7.8553e-05-0.00043826i,-0.00034849+1.5622e-05i,-0.00020283+0.00057546i,-0.00033881+0.00041588i,-0.00071628+0.00016349i,-0.00013672-7.3935e-05i,0.00020657-0.00016239i,1.8428e-05+6.3578e-06i,-3.0801e-05+1.044e-06i,0.00015949-7.2738e-05i,0.00068299+0.00021145i,0.00029229+0.00068852i,-0.00049475-0.00051489i,-0.00057074-0.0012864i,-5.5622e-05-0.00040518i,0.00066835+0.00028651i,0.00084729+0.00046908i
0.0003176+0.0012192i,0.00081084+0.00086753i,0.0013575+0.0002481i,0.00090127+0.00051814i,0.0010318+0.0014975i,0.00065893+0.0011434i,-0.00027954+0.00022059i,-0.00075891+0.00074721i,-0.0010282+0.0011141i,-0.00084046+0.0012762i,8.8128e-05+0.001023i,0.0004118-0.00032756i,-0.00019016-0.00093865i,-0.00045548-0.00088637i,-0.00054213-0.00077288i,-0.00074335-0.001131i,-0.00031851-0.0014979i,-0.00053104-0.00090061i,-0.00051879-7.412e-05i,0.0003603-0.00011692i,0.00036821-0.00042946i,0.00024929-0.00048167i,8.2872e-05-0.00055664i
-0.00089358+0.0012746i,-0.0015853+0.00037765i,-0.0012664-0.00014875i,-0.00013123-0.00020254i,0.0013118+0.00054595i,0.0024758+0.00035451i,0.0019457-0.00016007i,0.00054758+0.00079907i,-0.00012562+0.0012251i,-4.172e-05+0.00017098i,0.0004665-0.00011861i,0.00064639-5.9519e-05i,-7.3468e-05+0.0002262i,-0.00082469+0.00033167i,-0.00018177+3.4164e-05i,0.000498+2.4724e-05i,3.3721e-05-0.0002349i,0.00014026-0.0010721i,0.00094216-0.0013644i,0.00062815-0.00018774i,-0.00014468+0.00022613i,0.00056492+1.3015e-05i,0.0016778-0.00036177i
-0.0018587+0.0023947i,-0.0001199+0.0017384i,0.00048598+0.0014201i,0.0002897+0.0012244i,0.00066498+0.0011897i,0.0010117+0.00050602i,0.00041984-0.00039393i,-0.00096063-0.00016934i,-0.0010125-1.7874e-05i,-0.00015801-0.00052347i,1.6244e-05-0.00010741i,-0.0004581+0.00074184i,-0.0006029+0.00016167i,-0.00037546-0.00083289i,1.9932e-05-0.0010965i,2.7573e-06-0.00094286i,0.00022489-0.00093919i,0.00044008-0.00070159i,0.00020772-0.00059104i,8.4544e-05-0.0008403i,-0.00079051-0.00056394i,-0.00069528-5.2642e-05i,0.00074169+0.00044582i
0.00011611-0.0017656i,-0.0016605-0.0011446i,-0.0029723-0.0010728i,-0.0026956-0.00021206i,-0.0013613+0.00063416i,2.3201e-05+0.0014735i,0.00033553+0.00091855i,-0.00041434+0.0003221i,-0.0010274+0.00021934i,-0.00081951+0.0004165i,-0.00016319+0.0011484i,-0.00016415+0.0010733i,0.00055672+0.0007166i,0.00051173+6.6693e-05i,0.00023549-0.00058868i,0.00082724-0.00081242i,0.00056559-0.00021587i,-0.00032829+0.00072296i,-0.0010455+0.00042108i,-0.00047507+0.00052007i,8.6497e-05+0.00079114i,0.00050421+0.00013201i,0.0003491+0.00031064i
-0.0012888+0.00070393i,-0.00038306+0.00079342i,-0.00056807+0.0005727i,-0.00038752+0.00084423i,0.0014449+0.0020949i,0.002266+0.0022858i,0.0012073+0.0010584i,-0.00014372+0.00046383i,-0.0010418+0.0011236i,-5.1336e-05+0.0010893i,0.00066451+0.00048189i,3.4192e-06+0.00011213i,0.00029346-0.00020508i,0.00045595-0.00041961i,7.4639e-05-0.00018703i,0.00013749+0.00025465i,9.1792e-06+0.00017563i,-0.00031209-0.00055389i,-0.00036822-0.00030359i,-0.00012706+0.00027292i,0.0006397+0.00081165i,0.00091476+0.00014332i,0.00022322+2.2686e-05i
0.00028831+0.0022776i,7.0349e-05+0.00079644i,0.00074236+0.00029726i,0.0013741+0.00093781i,0.0012885+0.00088624i,0.0013834+0.00045128i,0.00056622+0.00065137i,-0.00092698+0.00093793i,-0.00074095+0.0010299i,1.7234e-05+0.00037761i,0.000279-2.2008e-05i,0.00059002+0.00017154i,0.00015537-0.00010113i,-0.00036627-0.00019534i,2.2559e-05-1.1001e-05i,0.00038433+0.00027343i,0.0010619+0.00020707i,0.0011968-0.00031251i,0.0007901-0.00033365i,8.0323e-05+3.7158e-05i,-0.00051081+3.1954e-05i,0.00018988+4.5513e-06i,0.0011916+0.00017651i
0.00083484-0.00012367i,0.00083789+0.00012518i,0.0013506-0.00055835i,0.0012196-0.00088782i,0.0010942+0.0006406i,0.00057897+0.0016448i,0.00023132+0.00097379i,0.00010901+0.00037809i,-0.0002346+0.00071854i,-0.00049649+0.0010733i,-0.00058305+0.00025675i,-6.2405e-05-3.1529e-06i,0.00027588-6.7377e-05i,0.00030004-0.0005944i,0.0005344+0.00013519i,0.00025869+0.00020519i,-1.3429e-05-0.00034007i,-0.00023425-8.4358e-05i,-0.00069874+3.8784e-05i,-0.00031614+8.2987e-05i,0.00042068+0.00028436i,0.00063234-0.00012246i,0.0011822-0.00023297i
-0.001888-0.00019617i,-0.0016101-0.00064043i,-0.0015228-0.00051546i,-0.0014141+0.0009108i,-0.00028304+0.0019507i,0.00056498+0.0020583i,-1.8141e-05+0.00054989i,-0.00062589+0.00010063i,-0.00049529+0.0011542i,-5.2521e-05+0.0011431i,0.00046257+0.00080666i,0.00055143+0.00023593i,0.00066087-0.00019645i,0.00085531-0.00031905i,0.00049191-0.00034767i,0.0002719+0.0002246i,9.0082e-05+0.00047106i,0.000175+0.00067742i,0.00016957+0.00094436i,0.0002397+0.00074097i,0.00032785+0.00024974i,-0.00035039+0.00036958i,-0.00044297-0.00019306i
8.4425e-05-0.00043877i,-0.00019682+0.00018616i,-0.0014645-0.00074516i,-0.0010594-0.00060462i,0.00060186+0.00095314i,0.0011786+0.0014194i,0.00061032+0.0011016i,0.00053988+0.0010913i,0.00011004+0.0014251i,-0.00043831+0.0013042i,3.0449e-05+0.00038157i,0.00074242-2.0172e-05i,0.00039154-0.00034742i,-0.00033181-0.00052913i,0.00024681-0.00053042i,0.0010093-0.00022791i,0.00094314-7.972e-05i,0.00012009-1.661e-05i,-0.00065804+0.00021796i,-0.00074887+0.00034628i,-0.00075688+0.00038866i,-0.00055305+0.00073791i,-0.00059536+0.00071044i
-0.0011126+0.00040038i,-0.00066331-0.0002628i,-0.0010511-0.00018451i,-0.0010122+0.00059452i,0.00025703+0.0014112i,0.0016417+0.0012623i,0.00082587+0.00094211i,-5.352e-05+0.001479i,-5.0712e-05+0.0014231i,0.00015313+0.00066857i,9.2835e-05+0.00023751i,0.00023345-0.00055897i,0.0011227-0.00036797i,0.00099145+0.00045299i,0.00075862+0.00050851i,0.0010583+0.00030426i,0.0007574+0.00054611i,-0.00049058+0.00066136i,-0.00049953+0.00081512i,0.00022964+0.0015515i,0.00034541+0.0014818i,0.00019284+0.0012279i,4.0019e-05+0.00098924i
0.001748+0.00089283i,0.0017228-0.00065999i,0.0010816-0.00099962i,0.00058811-0.0005707i,0.00070307+0.00013338i,0.0011034+0.00043643i,0.0011324+0.00074874i,0.00040667+0.00090774i,-6.7689e-05+0.00077074i,0.0001869+0.00053106i,-9.7243e-05-6.0797e-05i,-0.00085982-0.00035214i,-0.0011242-0.00080145i,-0.00070881-0.00042997i,0.00012119+0.00049478i,0.00036831+0.0008815i,-5.3514e-05+0.0010598i,-0.00014247+0.00027471i,-0.00045692-0.00027512i,-0.00064443-0.00059163i,-0.00080483-0.00083947i,-0.0012984-0.00053898i,-0.00080212-0.00036564i
0.003052-0.0025165i,0.0011649-0.0025013i,-0.00044403-0.0025851i,-0.00095148-0.0021309i,-0.00058824-0.0010672i,0.00064135-0.00039243i,0.001329-9.1275e-05i,0.0012495+2.9235e-05i,0.0014298+0.00042192i,0.0011746+0.00088184i,0.0011096+0.00062541i,0.00057102+0.00058935i,-5.3291e-05+0.0001256i,-1.8485e-05-0.00024438i,-0.00017508-0.00042727i,0.00011479+7.2556e-05i,0.00052383+0.00038226i,0.00053645-0.00048295i,-0.00095771-0.00057336i,-0.0014651-0.00039636i,-0.00029223-0.00084741i,0.00029291-0.00057867i,0.00099883-0.00025112i
-0.0017939-5.9815e-05i,-0.002064+0.00052996i,-0.0018157-0.00015367i,-0.0014842+0.00058978i,-0.00051849+0.0022914i,0.0011151+0.0022529i,0.0017091+0.0014405i,0.00063046+0.001312i,-0.00070297+0.0015853i,-0.0012433+0.0014708i,-0.0010246+0.00045637i,-0.00026149-0.00035892i,-0.00024021+0.00034583i,-0.00054329+0.0011007i,-0.00056775+0.00027611i,-0.00024492-0.00025625i,-5.6773e-05+0.00018592i,-0.00013105+0.00023416i,-0.00044524+0.00041113i,-0.00067219+0.00064775i,-0.00020004+1.1714e-05i,0.00076386-0.00029548i,0.00030225+7.7689e-05i
0.0011252-9.7958e-05i,0.00056353-0.0003878i,0.00053688-0.0010707i,0.00077254-0.00060983i,0.0014616+0.0010041i,0.0012538+0.00094274i,-0.0002334-7.617e-05i,-0.00087973-6.6169e-05i,-3.5392e-05-0.00048707i,0.00035364-0.00064279i,5.2434e-05+9.5837e-05i,-0.00034713+0.00051671i,-0.00038725+0.00047259i,0.00048728+6.5587e-05i,0.00049447-0.00077024i,-4.6987e-05-0.00034905i,5.1091e-05+0.00028104i,-0.00012434-1.2391e-05i,-0.00038482-0.00052977i,8.8879e-06-0.00056943i,0.00070694-0.00048235i,0.00091332-0.0002461i,0.00099312+0.00016541i
0.002385+0.00029628i,0.0020156-0.00030233i,0.0009099-0.0014962i,-0.00077546-0.0018635i,-0.0010877-0.00014249i,-0.00036132+0.0012925i,1.6194e-05+0.00096519i,0.00039159+0.00052371i,0.00085387+0.00076551i,-0.00016826+0.00039351i,-0.00096083+0.00016593i,-0.00021456+0.00036014i,0.0002856+0.00054973i,1.0081e-06+0.00016948i,-0.00077732+1.6576e-05i,-0.00029538+0.00018003i,0.00025652+0.00018307i,-0.0001223-0.00016723i,-9.9787e-05+0.00030082i,3.9589e-05+0.00048039i,0.00052449+9.7712e-05i,0.00073048-0.00014278i,0.00019903-0.00017295i
0.0010656-0.0013701i,0.0018186-0.0020368i,0.0020714-0.0015539i,0.0015604+0.00019589i,0.00065539+0.0012466i,0.0012458+0.00093051i,0.0015594+0.0008317i,0.00053235+0.00071186i,-0.00017414+0.00067372i,-0.00016169+0.0012521i,-0.00024573+0.0012404i,-0.00044559+0.00049657i,-0.00050748-0.00017081i,-0.00064626-0.00039288i,-0.00067465-0.00038942i,-5.8116e-05-0.00050024i,-1.7917e-05-0.00063028i,-0.000758+2.555e-05i,-0.00050194+0.00019216i,0.0001535+3.5753e-05i,1.291e-05+9.5486e-05i,4.7458e-05+0.00034074i,8.9099e-05+0.0010181i
-0.00030179-0.0025188i,-0.0014441-0.0020565i,-0.0021065-0.0014088i,-0.0024316-0.00035412i,-0.0014471+0.00079309i,-0.00012602+0.00096587i,0.00016281+0.00025984i,-9.3029e-05+0.00015697i,-0.00038671+0.0006251i,-0.00039645+0.00095723i,-0.0012493+0.0010932i,-0.0010458+0.0012113i,-0.00024096+0.00091224i,-1.7115e-05-0.00018675i,0.00019548-0.00024683i,0.00037447-0.00021846i,0.00052416-0.00042043i,0.00054991-0.00029871i,6.99e-06-0.00016895i,-0.00081931-0.00075952i,-0.00081463-0.00096855i,-0.00067494-7.5379e-05i,-0.0001101-2.6508e-05i
-0.00069479-0.0024896i,2.9393e-05-0.00089773i,-0.000991+0.00032743i,-0.001521+0.0014075i,-0.00064511+0.0032185i,0.00083948+0.0032323i,0.00067096+0.00082044i,-0.00010502+1.6202e-05i,-0.00045926+0.00059059i,-0.00051325+0.00095001i,6.1695e-05+0.0011507i,0.00048061+0.0011565i,0.00014403+0.00071351i,-0.00019312-8.0891e-05i,-0.00057547-0.00058617i,-0.00016291-0.0014508i,0.00039939-0.0018353i,0.00015058-0.00051037i,-0.00031387+0.00070513i,-0.00064642+0.00065332i,-0.00042056-0.00013895i,0.00035105-0.00036344i,0.00067399+0.00015967i
0.00051798+0.0019251i,0.00045487+0.0010707i,-0.00044322-0.00062745i,-0.0013903-0.00091281i,-0.00055609-0.00037618i,0.0009311+0.00073454i,0.00050949+0.0014959i,-0.0005245+0.0014851i,-0.00023506+0.00047408i,0.00026177-0.00067632i,0.00016244-5.7691e-05i,-0.00011176+0.00036009i,-2.145e-05-1.7165e-05i,0.00022098-0.00035989i,0.00031858+0.00048034i,0.00088761+0.0010327i,0.00095293+3.4251e-05i,0.00010627-0.00068701i,5.5888e-05-0.00048149i,0.00064343-0.00036105i,0.00014729-0.00040511i,-0.00043268-3.3533e-05i,0.00024945+0.00079702i
0.0024151-0.0017547i,0.00063202-0.00084921i,-0.0012694-0.00029695i,-0.0016839-0.00016428i,-0.00039252+0.0016706i,0.00020967+0.0028118i,0.00017369+0.0017008i,0.0003004+0.00064823i,0.00015067+0.0003604i,6.3216e-05+0.0004589i,-0.00024501+0.00043991i,0.00044744+9.4491e-05i,0.0012972-0.00011195i,0.00087769-1.5144e-05i,0.00063919+0.000315i,0.00080578-0.00010199i,0.00065671-0.00037554i,-0.00033551+0.00015585i,-0.0010156-0.00053129i,-0.00091494-0.00098023i,-0.00056367+0.00012891i,-0.00013764+0.00039203i,0.00030306-0.00048801i
-0.0013495+0.0016459i,-0.0015384+0.0002473i,-0.0014501-0.00062141i,-0.00068315-0.00037537i,0.00021332+0.0010828i,0.0014381+0.0015408i,0.0014514+0.00024384i,0.00029233-0.00028358i,-0.00092691+0.00043238i,-0.00099972+0.00043645i,-0.0003607+0.00029517i,-0.00027832+0.00024617i,-0.00021492-4.0534e-05i,0.00036457-0.00045883i,0.0007135-0.00069263i,0.00075835-0.00026311i,0.00042791-0.00070869i,-0.00041614-0.0013615i,-0.00021573-0.0012125i,5.0984e-05-0.00067534i,-0.00038226+4.9764e-05i,-0.00044172+0.00022197i,0.00022068+0.00036286i
0.00035567-0.00064107i,-0.00046571+0.00023208i,-0.00035726+6.8822e-06i,-0.00053087+0.00049315i,-0.00073023+0.0013458i,6.218e-05+0.00082173i,0.00054869-0.00031002i,0.00054805-4.1446e-05i,0.00049817+0.00085254i,0.0005173+0.0011524i,0.00050767+0.0013227i,0.0003677+0.0012737i,0.00019865+0.0011536i,-0.00032441+0.00049527i,-0.00051052-0.00082313i,-0.00017865-0.001038i,-0.000478-0.00059504i,-0.00033469-0.0006901i,0.00041792-0.0007684i,7.7758e-05-0.00037449i,-0.00075451+0.00017359i,-0.00056227+0.00060756i,0.00013847+8.0497e-05i
-0.00041286+0.001909i,0.00025633+0.00048356i,0.00040934-4.0625e-05i,-0.0003329+0.00074652i,0.00010024+0.0011662i,0.0010454+0.00071978i,0.00051419+0.0010407i,-0.00011616+0.0010563i,7.9065e-05+5.0676e-05i,0.00015053-0.00015232i,-0.00042439+4.8889e-05i,-0.00050785-0.00045049i,-0.00042995-0.00058806i,-0.00039327-0.00029581i,-0.00021422-4.0223e-05i,-8.5324e-05-0.0003438i,-0.00026242-0.00024214i,-0.00027548+0.00065921i,-0.00025719+0.0010508i,-0.00037225+0.0009253i,-0.00041939+0.00053799i,-0.00029334+0.00064059i,-0.00017767+0.00070094i
0.0017371-0.001439i,0.00037649-0.0012253i,-0.00074765-0.0022419i,-0.00037259-0.0030507i,0.000212-0.0027255i,0.00035745-0.00097611i,0.00050789+9.9837e-05i,0.00015098-5.1144e-05i,2.4803e-06-0.00066822i,-5.4465e-05-0.00089398i,-0.00030268-0.00019568i,0.00037673+0.00048562i,0.00097786+0.00066228i,0.00039607+0.00042625i,-0.00046688+0.00035407i,-0.00069883+0.00068514i,-0.00047532+0.0011132i,-0.0001317+0.0011572i,0.00039233-0.00023203i,0.00087643-0.0010141i,0.00087837-0.00038097i,0.001023+0.00018832i,0.0012762-0.00025998i
0.0012826-0.0014201i,0.00061267-0.00088816i,-0.001174-0.00054387i,-0.0019509+0.00025908i,-0.0014706+0.0011483i,-0.0002197+0.0017183i,0.0004163+0.0018728i,0.00043737+0.0015081i,0.00050161+0.00088129i,-7.021e-06+9.1903e-05i,-0.0007997+0.00029602i,-0.0008179+0.00039596i,3.3157e-05-0.00014723i,1.9006e-05-0.00018486i,-6.3676e-05+0.00037281i,-3.8871e-05-0.00013363i,-0.00034234-0.00076301i,-0.00017646-0.00048738i,-0.00035743-0.00058792i,-0.00062154-0.00058056i,-0.00069234+0.00026297i,-0.00039006+0.00070308i,0.00058298+0.00051704i
0.00010794+0.00058745i,0.00096991+0.0005587i,0.00052626+0.00078478i,0.00051566+2.8901e-05i,0.0017506-0.00019958i,0.0018981+8.0173e-05i,0.0010549-9.8748e-05i,0.0002961-0.00048906i,-0.00045735-0.00032456i,-0.00074722+0.00023818i,-0.00053644-0.00026376i,-0.00056121-0.00066978i,-0.001001-0.00016893i,-0.0012279+0.00029252i,-0.00057118+0.0003395i,-0.00014878+0.00031075i,-0.001057-1.442e-05i,-0.00095028-0.00034934i,-0.0003213-0.00042311i,-0.00065428-0.00055909i,8.0855e-05-6.2073e-05i,0.0003207+0.00029079i,0.00080428-0.0001101i
-0.00070034-0.00033444i,-0.001828-8.3274e-05i,-0.0019243-0.00052175i,-0.0018229-0.00035035i,-0.001597+0.00040883i,-0.00094325+0.00055565i,8.0656e-05+0.00084223i,0.00046542+0.00086352i,-0.000147+0.00024603i,-0.00047837-0.00026831i,0.00026592-0.00062034i,0.00064222-0.00070338i,0.00018321-0.00061629i,0.00046012-0.00013745i,0.00053309-0.00042672i,0.0006223-0.00097934i,0.00083487-0.0010902i,0.0005456-0.0005188i,-0.00029917+8.2358e-05i,-5.2982e-05-0.00044782i,0.00035733-0.00020919i,-0.00048977+0.00041657i,-0.0009327+0.0011008i
0.00027045+0.00073765i,0.00035146-2.2081e-05i,0.0003108-0.00091598i,-0.00055223-0.00089256i,0.00048762+1.3664e-05i,0.0016974+0.00075408i,0.00087172+0.00076645i,-5.3129e-05+0.00042096i,0.00030153+0.00018462i,0.00020728-0.00038067i,2.9407e-05-0.00064973i,0.000497+0.00011923i,0.00096825+0.00023521i,0.00083561-0.00010566i,0.00053084-0.00070454i,0.00027341-0.0012363i,6.3551e-05-0.0012563i,0.00039857-0.0010271i,0.00081808-0.00039988i,0.0005332-0.00025457i,-9.3212e-05-0.00052175i,0.00021428-0.00066776i,0.00043488-0.00033678i
0.0026863-0.0004361i,0.00069259-0.0021774i,-0.00023239-0.0040517i,-0.00064838-0.0036012i,-0.0008918-0.0020128i,-0.00051311-0.00095148i,-0.00057233+0.00050304i,-0.00075011+0.0014218i,-0.0007153+0.00086298i,-0.00034179+0.00051496i,-7.5687e-05+0.00069644i,-0.00061655+0.00042146i,-0.00069459+3.414e-05i,-0.00044307-9.5568e-06i,-0.00017931+0.00036614i,-0.00082727+0.0011826i,-0.0009577+0.00078794i,0.0001335+0.00028695i,0.00067609-0.00019609i,0.00013433-0.00081831i,-0.00046241-0.0002213i,-0.00064334+0.00035256i,-0.0001921+7.9422e-05i
