-0.0015467+0.0022153i,-0.00055436+0.00079707i,-0.0012163+0.00038284i,-0.0014491+0.0020474i,-0.00076455+0.0042593i,-0.00042214+0.0043659i,0.00036545+0.0029868i,0.0014299+0.0018701i,0.0016051+0.00033753i,0.0011691-0.0012605i,0.0012298-0.0018175i,0.0011166-0.0012548i,0.00010379-0.00080189i,-0.00094246-0.0012223i,-0.0015152-0.00094852i,-0.0011126-0.00029155i,-0.0012921+0.00027851i,-0.0011003+0.00020059i,-0.00022622+0.00049i,-0.00036072+0.00024856i,-0.0002288-0.00045367i,0.00078773-0.00079983i,0.00061898-0.00059107i
0.00015356+0.00037711i,-2.6954e-05+0.00062224i,0.00030736+0.0012188i,0.00042973+0.0010307i,0.00050955+0.00098181i,0.0012103+0.00099563i,0.0016045+0.00039128i,0.0010297-0.00027262i,0.00040666-0.00096844i,0.00018593-0.00079516i,0.00030602-0.00038776i,-2.6029e-05-0.00026539i,-4.2422e-05+7.8867e-05i,-0.00011286+0.00080711i,-0.0001472+0.00074524i,4.8582e-05+0.0010247i,-0.00053981+0.00056601i,-0.00073473-0.00069918i,-0.0002198-0.00037005i,-8.2997e-06+0.00039417i,0.00050803+0.000534i,0.0010082+0.0006339i,0.00077611+0.00062369i
0.00044313-0.00023558i,0.00066746-0.00061919i,0.0021573-0.0013649i,0.0016754-0.0012826i,-4.1769e-05+0.0001968i,-4.7243e-05+0.001135i,0.0001089+0.00042395i,0.0002854-6.8177e-05i,7.8723e-05-0.00059466i,0.00025978-0.0010076i,0.0013287-0.00035955i,0.00070823+0.00051344i,-0.00046145+0.00049483i,-0.000919-0.00025466i,-0.0011567-0.00059394i,-0.00080162-0.0001638i,-0.00085667+0.00061173i,-0.0013291+0.0013014i,-0.00104+0.0012798i,-0.00084497+0.0013403i,-0.00075985+0.0010161i,-0.00012586+0.00029435i,0.00026168+0.00042688i
0.0034359-0.00086652i,0.0042409-0.0020489i,0.0046561-0.002502i,0.0024995-0.0019655i,0.00012885-0.00031286i,-0.0012866-9.8131e-05i,-0.00097452+0.00056503i,-0.00053019+0.001219i,-0.00032491+2.2015e-05i,-0.00025908-0.00039621i,-0.00027488-9.3294e-05i,8.8821e-05-0.00026423i,0.00039726-0.00027015i,0.0012499+0.00049569i,0.0012476+0.00025931i,0.00045538+3.6671e-05i,-7.206e-05+5.831e-05i,-0.00036318+0.00025772i,-0.00028862+0.0002815i,0.00024894+1.9999e-05i,0.00085746-0.00030682i,0.00078707-0.00039547i,0.00033373-0.00014307i
-0.00026176+0.0014275i,0.0011675+0.0008147i,0.002586+0.00051796i,0.0023592+0.00066852i,0.0014419+0.00035372i,0.00056977-1.7992e-05i,-0.0001543+0.00036516i,-1.1445e-05+0.00020429i,0.00066646-0.0011193i,0.0014239-0.0019013i,0.00083055-0.0013485i,-0.00025309-0.00051717i,-0.00016841-0.00013003i,0.00017826-0.00037074i,-0.00011198-0.00022934i,-0.00020382+0.00078973i,-1.9525e-05+0.00060792i,-0.00022689-3.3979e-05i,-0.00044491-9.3335e-05i,-3.748e-05+4.6492e-05i,0.00056372+7.8505e-05i,0.00074631+9.1423e-05i,8.5793e-06+0.0004119i
0.00086357-0.00084646i,0.0014635-0.0019042i,0.00075037-0.0032055i,-0.00043909-0.0019143i,-4.881e-05+0.00034981i,0.00067014+0.00079201i,0.0010427+0.00014861i,0.001227-0.00047265i,0.00077792-0.0010484i,0.0004576-0.001771i,-8.2216e-06-0.0013264i,-8.2336e-05+0.00014108i,8.4606e-05+0.00046506i,0.00043082+0.00034987i,0.00024979+0.00031777i,0.00010817-0.00014184i,-0.00019175-0.00025455i,-0.0001632+2.4836e-05i,0.00035348+0.00031467i,0.00010215+7.3768e-05i,6.9837e-05-0.00012949i,0.00038099+0.00066532i,-0.00022794+0.00044575i
-0.00013926+0.0004351i,0.00039978+0.00064174i,0.001839+0.00090749i,0.001813+0.0003193i,0.0014936+0.00075156i,0.0011352+0.0010252i,0.00064023+0.0010354i,0.00055262+0.00060146i,0.00088806-0.00021713i,0.00061552-0.00050996i,0.00014338-0.00092525i,-0.00024755-0.0008668i,-0.00055986-5.4303e-05i,-0.00058422+0.00033833i,-0.0010148+7.5337e-05i,-0.00030217+0.00027232i,0.00034421+0.00077117i,4.6634e-05+0.00061282i,0.00025492+1.0866e-05i,0.00014376-0.00044419i,0.00027532-0.00020086i,0.00048098+0.00064099i,-1.398e-05+0.0008108i
0.00081247+0.0015097i,0.0018627+2.9167e-05i,0.0033578-0.00064686i,0.0032392-3.2377e-06i,0.0017246+0.00027163i,0.00086029+3.0743e-05i,0.00094123+7.111e-05i,0.001545+0.00025285i,0.00096979+0.00012253i,9.2633e-06-0.00043488i,-0.00036286+4.1616e-05i,-0.00042476+0.00093621i,-0.0004896+0.0010215i,-0.00073177+0.001024i,-0.0010224+0.00084255i,-0.00069271+0.00066597i,-0.00046063+0.00022803i,-0.00030357-0.00061376i,0.00025469-0.0011255i,0.00015944-0.0007944i,-0.00031355-6.7929e-05i,0.00031958-0.00039054i,0.00091113-0.00016964i
-0.00020973-0.0018308i,-0.0014695-0.0012777i,-0.0031776-0.00010124i,-0.0030019+0.0014745i,-0.0016386+0.0027937i,-0.00095345+0.0029295i,-0.00075569+0.0019893i,6.1981e-05+0.0008419i,0.00060792-7.7133e-05i,0.0003099-0.00010078i,0.00035786+9.8704e-05i,1.8431e-05+0.00022713i,2.7421e-05+0.00039148i,0.00075745-0.00012954i,0.001132-0.0010111i,0.00031386-0.00048919i,-0.00054205+0.00079173i,-0.00047053+0.00065995i,-0.00068072+0.00045744i,-0.00077041+0.0001494i,0.00017588+0.00010915i,0.0010315+0.00060636i,0.00050064+0.00035162i
0.00045634+0.0013598i,0.0020759+0.0011769i,0.0030436+0.0018048i,0.0026888+0.0016152i,0.0030958+0.0015157i,0.0027806+0.00136i,0.001367+0.00052305i,0.00050578+0.00043496i,0.00052994-0.00012506i,0.00090417-0.00079162i,0.00030199-0.00077379i,-0.00041971-0.00088054i,-0.00011833-0.0011903i,-0.0008896-0.00089225i,-0.00079418+6.7677e-05i,-0.00012186+0.0013501i,-0.00069224+0.0013319i,-0.00014219+0.00063913i,0.00046936+0.00069585i,0.00044867+0.00050747i,0.00086665+0.00028495i,0.00058578-0.00016561i,-5.3065e-06-0.00037639i
-0.0001562-0.00049344i,0.00081864-0.001064i,0.00089278-0.00079319i,0.00067447+0.00040757i,0.00080043+0.0015659i,0.00096369+0.0014388i,0.0004902+0.0003619i,-0.00021998-0.00018141i,-0.00025072-0.00031229i,-9.7946e-05-0.00040438i,0.00015331-0.00047069i,0.00041718-0.0006651i,0.00019724-0.00039535i,-0.00043953-8.8057e-05i,-0.00056051-0.0002957i,8.5032e-05+3.9626e-05i,0.00020556+0.00026749i,0.00013246-0.00036885i,0.0004853-0.00026614i,7.3049e-05+2.5346e-05i,-0.00037164+0.00039263i,-0.00020541+0.00042433i,-4.3556e-05-4.4378e-06i
-0.00083552+0.00041746i,0.0012429+0.00077807i,0.0011686-0.00011887i,0.0002215+0.00090971i,-6.306e-05+0.0026418i,5.344e-05+0.0016626i,0.00057241+0.00084376i,0.00091724+0.00076285i,0.00017275+0.00014364i,-0.00053211-0.0003024i,0.00011637-0.00013481i,0.00097204+5.8669e-05i,0.00027763+0.00032387i,-4.8154e-05+0.00021674i,0.00040192+6.8372e-05i,0.00035001+0.00031537i,0.00022089-0.00016976i,-0.00013982-0.00017201i,-4.7203e-05+0.00041947i,0.00020567+0.00061187i,2.0971e-05+0.00069193i,-0.00056945+0.00045916i,-6.3213e-05-0.00028742i
0.0011313-0.00069268i,0.002155-0.0013572i,0.0029945-0.0014112i,0.0020866-0.00097648i,0.00051802+0.00038955i,-3.611e-05+0.00080336i,0.0003727-0.00043203i,0.00068224-0.0015819i,0.00036196-0.0015857i,0.00018084-0.00023071i,-1.667e-05+0.00037567i,-0.0006236+0.00028207i,-0.00067872+0.00044577i,-0.00042221+0.00051628i,-0.00087762+0.00048459i,-0.0012486+0.00051962i,-0.00040481+0.00047483i,0.00062976-5.9682e-05i,0.00065153-0.00038609i,0.00065475+0.00028118i,0.00051749+0.0008956i,0.00029143-4.8199e-05i,0.001081-0.00093978i
0.0022341+0.00017548i,0.0027618+0.00024323i,0.0029026+0.00039663i,0.00091577+0.0006575i,5.7076e-05+0.000217i,0.00048922-4.2794e-05i,-7.4323e-05-7.0422e-05i,6.8797e-05+0.00011344i,-9.7058e-05-9.6361e-06i,-0.000912-0.00010763i,-0.0010213-0.00070019i,-0.0005529-0.00088359i,-0.00084644-0.00035892i,-0.0005383-0.00044214i,-2.2476e-05-0.000845i,-0.00042087-0.001088i,-0.00037453-0.00074372i,3.6427e-05-0.00040297i,0.00035903-0.00019601i,0.0003091-0.00016984i,-0.000265-0.00029908i,-0.00051013-0.0005408i,-0.00019597-0.00064941i
0.000948-0.0010243i,0.0009962-0.0020396i,0.00051959-0.0025058i,0.0008928-0.0007742i,0.0012506+0.00096989i,0.00091583+0.00081314i,0.00035843+0.00091814i,0.00029177+0.0010038i,-6.4621e-05-0.00040754i,-0.00058426-0.00093794i,0.00017869-0.00030588i,0.00088651+0.00050282i,0.00032105+0.00055999i,0.00018235+4.9301e-06i,0.00064342+0.00023054i,0.00060339+0.00082405i,2.4731e-05+0.00087706i,-0.00038345+0.00047671i,-0.00047561+0.00053709i,-0.0001926+0.00079547i,-6.2295e-05+0.00065663i,-6.9596e-05+0.00042208i,0.00063426+0.00035571i
-0.00012277+0.00037622i,0.0019976+0.0011193i,0.0030957+0.00065556i,0.0028234-4.2101e-06i,0.0015567+0.00015442i,0.00028791-0.00056961i,-0.00019608-0.0010451i,0.00020146-0.0010868i,0.00012767-0.0009483i,0.00013549-0.0009162i,-0.00056617-0.0010751i,-0.0014402-0.00043032i,-0.0016815+0.00023535i,-0.0016276+0.0002874i,-0.001535+0.00029157i,-0.0012098-0.00032125i,-0.00094463-0.00072197i,-0.0007626-0.00015329i,0.00013798+0.00076834i,0.0002072+0.0012271i,-4.1289e-05+0.00057017i,0.00023876-0.00079049i,-0.00010693-0.00069916i
-0.00031592+0.0020589i,0.0019524+0.0016771i,0.0034613+0.0013596i,0.00372+0.0011476i,0.002514+0.0010763i,0.001301+0.00057973i,0.00066216+0.00010391i,0.00023086+0.00030313i,4.9423e-05+8.6335e-05i,0.00039771-0.00023558i,0.0003012-0.00025292i,7.9887e-05-8.7331e-05i,6.0901e-05-2.3986e-05i,0.00016523-8.4577e-05i,0.00038214-0.00091292i,0.00015645-0.00086824i,-3.6382e-06-0.00052384i,0.00023002-0.0010504i,0.00062639-0.00075947i,0.00016387-0.00045197i,0.000225-0.001067i,0.00058829-0.00040932i,0.0003381+0.00036051i
0.00037551+0.00010778i,5.8402e-05-0.00045517i,-0.0012409-0.00097329i,-0.0017865-9.709e-05i,-0.0012116+0.0017221i,-0.00076946+0.0020786i,5.184e-05+0.00066941i,0.00051637-4.6549e-05i,0.00039526-0.00095004i,0.00025626-0.0010588i,0.00038321-0.00066196i,0.0007095-0.00043817i,0.00075122-0.0008152i,0.00073871-0.0011304i,0.00030535-0.00045796i,-7.1476e-05+0.00011332i,-0.00019624+0.00016786i,-0.00048556+0.00021118i,-0.00033877+0.00010867i,-0.00023763-0.00011772i,-0.00011392+0.00010841i,-0.00010995+0.00045718i,0.0007164+9.8e-05i
0.00040157-0.0017715i,0.0010655-0.0015609i,0.0012045-0.00098836i,0.0011343+0.00062179i,0.00090678+0.0010336i,0.00039463+0.00075258i,0.00064334+0.00043857i,0.00098529+0.00014381i,0.00071063-7.9593e-05i,0.0010092-0.0004058i,0.00065601-0.0004009i,1.0095e-05+5.7817e-05i,4.439e-05+0.00087969i,-0.00047357+0.0012316i,-0.00065429+0.0013401i,-0.00070765+0.0011876i,-0.00017127+0.0001813i,0.00053196-0.00027464i,0.00096529-0.0001446i,0.0010161-0.00020674i,0.00078583+1.5447e-06i,0.00014661+0.00027231i,0.00022842+0.00019406i
0.00036983+0.00069675i,0.0013003+0.00034339i,0.0013986+0.0006697i,0.00019478+0.00074287i,0.00024734+0.0008957i,0.00058836+0.00042508i,0.0002336+0.00018854i,-0.00015842-0.00021308i,0.00045323-0.00077304i,0.0011432-0.00036702i,0.00021586-0.00033496i,-0.0006076-0.00086733i,-0.00062782-0.00046422i,-0.00059863+0.00020319i,-0.0004657+0.00052463i,-0.00079528+0.00065568i,-0.00026133+0.00011629i,0.00066714-0.00041325i,0.0005905+0.00043943i,0.00096353+0.00088179i,0.00073215+0.00097065i,8.9679e-05+0.00087815i,0.00023082+0.00017802i
0.0020093-0.00044409i,0.001209-0.00043983i,0.00011141-0.0015612i,-0.0012419-0.0010925i,-0.0018399-8.241e-05i,-0.00077704+0.00025988i,0.00083395+0.00059759i,0.0010476+0.00023631i,0.00015566-0.00096433i,-0.00043381-0.0011738i,-0.00014652-0.00033728i,0.00056851+3.3744e-05i,0.00038406-0.00029927i,8.8214e-05-0.0002224i,-0.00010324-5.2671e-05i,0.00020493-0.0003387i,0.00033589-0.00018782i,1.518e-05-0.00077986i,-0.00047864-0.0010674i,-0.00012341-0.0008039i,0.00016794-0.0003849i,-0.00021612+0.00033628i,-0.00033098+0.00024048i
-0.0014492-0.0012262i,-0.00096679-0.00089476i,-0.0012808+0.00028018i,-0.0019357+0.0018524i,-0.0013922+0.0029551i,0.00039879+0.0019121i,0.0012781+0.00012973i,0.00034309-0.0009293i,-8.7415e-05-0.0014081i,0.00059052-0.0011958i,0.0010478-0.00058292i,0.00066786-0.00052872i,-0.00025047-0.00013649i,-0.00032834+0.00018278i,-0.000243-0.0006876i,-0.00083942-0.0010365i,-0.00083245-0.00097435i,-2.7351e-05-0.0002612i,-0.00015906+0.00054879i,-0.00090537+0.00063102i,-0.0010979+0.00084664i,-0.00017562+0.00057362i,0.00080493-3.0229e-05i
0.00097575+0.00049395i,0.0027186-0.00031671i,0.0034588-0.00050637i,0.0030281-6.3267e-05i,0.0023445+0.00052553i,0.0018519-0.00015535i,0.0013112-0.00058465i,0.00072948-0.0011039i,0.00095154-0.0015553i,0.0010623-0.0013999i,0.00032433-0.0008239i,-0.00047017-0.00022133i,-0.00097349-0.0003564i,-0.00068053-0.00019504i,-0.00018228+0.00043103i,0.00020955+0.00023439i,0.00040202-1.3279e-05i,0.00054894-6.1584e-05i,0.00070045-0.00038372i,-0.00010733-0.00030386i,-0.00056821-0.00015817i,-6.729e-05-6.09e-05i,-0.00023126-2.5357e-05i
0.0024446-3.0722e-05i,0.0030842-0.00058414i,0.0022276-0.0020948i,0.00070673-0.0024408i,-8.1106e-05-0.0018901i,-0.00094561-0.00051559i,-0.0012444+0.00050627i,-0.00078587+0.00086711i,-0.00050908+0.00071347i,2.9249e-05+0.00010944i,0.00055169-0.00038954i,0.0007066-7.0199e-05i,0.00050711+0.00058127i,0.00021826+0.00092923i,-9.0952e-05+0.00027794i,-0.00032773-0.00071148i,-0.00073678-0.00072463i,-0.00044448-0.0005266i,0.00023826-0.00025068i,0.00030107-0.00056501i,0.00020671-0.00059259i,-0.00019858-0.00015541i,-9.5754e-05-4.0882e-05i
0.0013484+0.00016371i,0.0032003+0.00035718i,0.0045773-0.00036043i,0.0029355+2.3739e-05i,0.00089426+0.0011794i,0.001206+0.0013621i,0.0012029+0.0014135i,0.00081805+0.0014495i,0.00084834+0.0003249i,9.6101e-05-7.3567e-05i,-0.00035211+0.00074987i,-1.9467e-05+0.00091266i,0.00029445+0.00071104i,-0.0001507+0.00015828i,-0.00068729-0.00062433i,-0.0010065-0.00060214i,-0.001219-3.6323e-05i,-0.00079159-0.00019998i,0.00017004-0.00056361i,0.00052962-0.0003477i,0.00014187+0.0001121i,-8.3976e-05-8.3562e-05i,7.7658e-06-0.00011997i
-0.00036151+0.0010814i,0.0011823+0.0013017i,0.0021473+0.001858i,0.0021417+0.0022106i,0.0017971+0.0019584i,0.0015106+0.00090865i,0.00081881-0.0002024i,0.00035262-0.00098202i,-2.1682e-06-0.00097335i,-0.0010206-0.00023868i,-0.00091433+0.00051741i,-0.00017681+0.00077585i,6.9563e-05+0.00022527i,3.6147e-05-0.00024604i,-0.00023791-0.0001618i,-0.00014453+0.00045417i,-0.00063994+0.0002902i,-0.0012567-0.00095123i,-0.0011479-0.0017053i,-0.0001887-0.00095039i,0.0015571-4.8674e-05i,0.0013566+0.00010487i,0.00089608+0.00035584i
0.0013843-0.0015564i,0.00091874-0.0011023i,0.0010585-0.00096308i,0.00036207-0.0011024i,0.00012142+2.8254e-05i,-8.134e-05+0.0013886i,-0.00052588+0.00073844i,-0.00038552-6.5633e-05i,-0.00014979-0.00064699i,-4.2572e-06-0.00066977i,-0.00016695+0.00022027i,-0.00092558+0.0003489i,-0.0007394+0.00027073i,0.00031704+0.00037207i,0.00033389+0.00021574i,0.00035029+0.00031564i,0.00030127+0.0002795i,1.8521e-05-0.00053374i,-0.0001586-0.0012258i,0.00034696-0.0012403i,0.00084094-0.00077214i,0.00075505-0.00059066i,0.00049452-0.00030152i
-0.0010252+0.00040812i,0.00037675+0.00042626i,0.00030229+0.00056381i,-3.2022e-05+0.0010381i,0.00055501+0.0015055i,0.0012534+0.0013871i,0.00071947+0.00037748i,0.00030033-0.00050647i,0.00035878-0.00080915i,-0.00013747-0.00061068i,-0.0004004-0.00050131i,0.00011575-7.5442e-05i,0.00053124-0.00028198i,0.00067442-0.0014012i,0.00073688-0.0011751i,-0.00015232+0.00061786i,-0.00035321+0.00099887i,0.00014669+0.00036223i,0.00036631+0.00051574i,0.00025965+0.00060741i,0.00053619+0.00041804i,0.00058109+0.00095838i,0.0001486+0.00082445i
0.00091753-0.0023395i,0.0010904-0.0019099i,0.0012217-0.0012756i,0.00029386-0.00098268i,-0.00063934+2.6192e-05i,-0.00055089+0.00085809i,-1.3262e-05+3.1873e-05i,0.00063441-0.00076193i,0.00064603-0.00091793i,0.00058747-0.00076047i,0.00081379-5.7411e-05i,0.00039648+0.00056032i,-0.00044683+8.3911e-05i,-0.00048609-0.00085969i,0.00039434-0.0010098i,0.00027663-0.00071979i,0.00011079-0.00036826i,0.00016225-6.8297e-05i,-0.00015854-0.00035348i,-0.00035601-0.0003858i,-0.00029525+0.00036072i,-1.721e-05+0.00080241i,0.00036762-2.3109e-05i
-0.00067963+9.5758e-05i,-0.00057556-0.0005873i,0.00044006-0.00034737i,0.0007043+7.5865e-05i,0.00058915+0.0007403i,0.00059591+0.00098856i,0.00041571+0.00048012i,0.00026842+1.6796e-05i,0.00064188-0.00017924i,0.00037342-0.00069869i,0.00057217-0.00030223i,0.00062605+0.00020362i,0.0004237-7.3036e-05i,0.00033289-0.00032671i,3.5509e-05-0.00062719i,-0.00030548-0.0005382i,-4.5122e-05-2.9631e-05i,0.00047246+0.00057079i,0.00031587+0.0013095i,0.00029329+0.00064053i,-3.4001e-05-0.00050738i,-0.00027062-0.00069949i,0.00036172-7.2965e-05i
0.0029115+0.00017921i,0.0027619-0.0007488i,0.0033302-0.0015881i,0.0020534-0.0017444i,0.00012948-0.0013338i,-0.0005776-9.9596e-05i,-0.00083448+0.00065516i,0.00023394+1.9801e-05i,0.00073149-0.00069647i,0.00081601-0.00066679i,0.00045041-0.00052437i,-0.00075767-0.00068149i,-0.00073281-0.00056201i,0.00014233+9.4505e-06i,0.00024339+0.00023573i,0.00036576+0.00057216i,-0.00011614+0.00045901i,-0.00030885+5.3033e-05i,4.279e-06-0.00072983i,3.3158e-05-0.00071068i,-0.00023932+0.00027773i,-0.00017751+0.00048884i,-8.2296e-05+0.00013059i
-0.00062929-0.00064671i,-0.00061608+0.00021387i,-0.00066285+0.00063547i,-8.9835e-05+0.0014292i,0.00043525+0.0018502i,0.0012062+0.0017888i,0.0016714+0.0018537i,0.001844+0.0011448i,0.0015535+0.00016668i,5.5328e-05-0.00032026i,-0.00086654-0.00028641i,-0.00036179+0.00011163i,0.00035123+0.00073705i,0.00019035+0.00087811i,-0.00027047+0.00028872i,0.00010619+0.0002781i,-0.00017885+0.00080709i,-0.0012382+0.00090622i,-0.0010779+0.00066574i,-0.0002794+0.0008065i,0.00066219+0.0002609i,0.00094835-9.2189e-05i,0.00076942-0.00028643i
-0.00013043+0.00078383i,0.00027769-0.00026694i,0.00065971-0.00031i,0.00054486+0.00036173i,-0.00076882+0.00096794i,-0.00053121+0.0013162i,0.00034069-4.2014e-05i,0.00087132-0.0016414i,0.00061554-0.0017445i,-0.00058142-0.00041602i,-0.00071332-0.00044622i,-0.00052047-0.0016418i,-0.00065946-0.0010958i,-0.00076483-0.00025234i,-0.00098631+0.00034482i,-0.00036271+0.00066315i,0.00084668+0.00042387i,0.0007902+1.8249e-05i,-0.00015077-1.0761e-06i,-0.00053074+0.0007185i,0.00021245+0.00061665i,0.0011039-0.00013791i,0.0011281+4.8614e-05i
0.0014239+0.00014316i,0.0023443-0.00039053i,0.0028448-0.0014919i,0.002568-0.0011868i,0.0011232-0.0004909i,-8.0061e-05-0.00071958i,-0.000361-0.00041219i,-1.634e-05-0.00012544i,0.00075507-0.00024791i,0.0010149-0.00064033i,0.00090695-0.00078314i,0.00034664+0.00050398i,-6.0444e-05+0.00081973i,-0.00023691+0.00063905i,-0.00043856+7.9442e-05i,-3.5774e-06-0.00075101i,-0.00014649-0.00063094i,-9.1793e-05-0.00072604i,-0.00025262-0.00073682i,-0.00043018-0.00042331i,-0.00021552-0.00045213i,-0.00016607-4.5577e-05i,-0.00018236+0.0013882i
0.0010513+0.0013277i,0.00097605+0.00081083i,0.0017423+0.00022177i,0.0017916+0.0011962i,0.00099266+0.0024133i,0.0009787+0.002015i,0.00077696+0.001331i,-0.00027567+0.0016329i,-0.00098749+0.0010615i,-0.00074881+0.00054499i,-0.00051217+0.00073889i,-0.00021291+0.00031721i,-6.0721e-05-0.00080063i,-0.00013791-0.0012458i,0.00036914-0.00016334i,0.00034668+0.00041254i,-0.00022848+0.00080708i,-0.00024273+0.00034647i,-0.00013859-9.6783e-05i,0.00023112+0.00037638i,0.00042965-0.00014426i,-0.00035425-0.00096722i,-0.00016997-0.00031341i
-0.00065019+0.0012503i,0.00029392+0.00062344i,0.0021832-0.00027337i,0.0023486+0.00086899i,0.00085079+0.0018204i,0.0015238+0.001078i,0.0018549-0.00015832i,0.0016457-0.0013559i,0.00076032-0.0016555i,-0.00032842-0.0010936i,2.9622e-06-0.00021424i,-0.00027113+0.00010175i,-0.00039981-9.0341e-05i,-0.00036176-0.00068573i,-0.00034275-0.00025271i,-0.00073603-2.967e-05i,-0.00041003-0.00028892i,2.0329e-05+0.00037157i,-0.00047495+0.00034883i,-0.00081842-0.0003739i,-0.00012193-0.00033568i,0.0005436+0.0002813i,0.00034345+0.00053609i
0.0026198+0.0011959i,0.0027083+0.00049084i,0.0021709-0.0012144i,0.00080572-0.0020426i,-0.00035715-0.0011065i,-0.00061016-0.00029134i,-0.0008592-0.00024306i,-0.0005188-0.0004372i,-0.00010306-0.00031356i,-0.00081328-0.0002296i,-0.0011668+0.00011657i,-0.0011261+1.3969e-05i,-0.00034413-0.00043166i,0.00078239-0.00030041i,0.00031484-4.0546e-06i,-0.00082799+0.00052162i,-0.0008449+0.00060725i,-0.00024805+2.8155e-05i,9.5808e-05-5.4145e-05i,-6.7141e-05+7.2609e-05i,-0.00027285-0.00010616i,-0.00030725-0.00014433i,0.00013869+0.00015165i
-0.00088192-0.00066733i,-0.00032338-0.00043339i,-0.00071262+0.0004036i,0.00011379+0.0019151i,0.0011621+0.0023428i,0.0017394+0.0020126i,0.0016508+0.0015564i,0.0013707+0.00023181i,0.0010828-0.00094759i,0.00065832-0.00065506i,8.17e-05+0.00018333i,-0.0005493+0.00021633i,-0.00036283-0.00065088i,-4.2287e-05-0.0011868i,-0.00019887-0.0011171i,-0.00052601-0.0011646i,-0.00050566-0.0014697i,0.00031513-0.00098334i,9.8876e-05+0.00013611i,-0.00051481+0.00026597i,-0.00042015+0.0003327i,0.0011221+0.0012716i,0.0017615+0.0013215i
-3.6399e-05-0.00035441i,0.0015362+0.00053707i,0.0012551+0.0020477i,0.0011017+0.0020697i,0.0021434+0.0023828i,0.0015386+0.0024693i,0.0011484+0.0013166i,0.0012536-0.00011187i,0.00044594-0.0014161i,0.00019701-0.0023018i,0.00056208-0.0024067i,0.00050761-0.0018444i,-0.00014074-0.00074527i,-0.00097034+7.0149e-05i,-0.00089698-0.00013333i,-0.00031918-0.00021287i,1.894e-05+0.0002948i,0.00039707+0.00026427i,0.00078434-0.00030957i,0.00094673-0.00038237i,0.00082965+4.4766e-06i,9.4468e-05-0.00051502i,-0.00017436-0.00091992i
0.0014306-0.0018287i,0.001028-0.0027084i,-0.00027735-0.0024589i,-0.0016416-0.0018037i,-0.0010587-0.0011967i,-0.00045783-0.00049009i,-0.00076598+2.9894e-06i,-0.001119+0.00047005i,-0.0010371+0.00044127i,-0.00057133+0.00066779i,-0.00052937+0.00033861i,-9.0706e-05-0.00018637i,0.00038316-0.0003439i,0.00021224-0.00013435i,0.00013993-4.0453e-06i,-0.00024693+4.6614e-05i,-0.00039031+2.6349e-05i,0.00014042-0.00011529i,6.8296e-05-1.5268e-05i,-0.00038471+0.00080495i,-0.00089141+0.00052095i,-0.00049743-0.00025859i,0.00051225-0.00013746i
-0.00010272-0.00096026i,0.0008305-0.00084268i,0.00054347-0.00056925i,-0.00040911+0.00048219i,-0.0018025+0.0017318i,-0.0012621+0.0017587i,0.00070873+0.00046324i,0.0017927+1.9473e-05i,0.0015312+0.00029406i,0.00082244-0.00031085i,0.00034069-0.00059715i,0.00047967+0.00013175i,0.0011936+0.00022076i,0.0016617-2.142e-05i,0.00063659+0.00010767i,-0.00056742-0.00011208i,-0.00043003-0.00024864i,0.00036114-0.00052095i,0.00058836-0.00031442i,-0.00044396+0.00055902i,-0.00032188+0.00024369i,0.00021903+4.1853e-06i,4.768e-05+0.0001374i
0.0014336+0.00097059i,0.00058858-0.00034517i,0.0012107+0.0004031i,0.0023564+0.001225i,0.0023978+0.0007238i,0.0019643+0.00068547i,0.0018971+0.00056848i,0.0022877-0.00018573i,0.0014278-0.00036385i,6.0221e-05-0.00058936i,-0.00014184-0.00078033i,-0.00031561-0.00046568i,-0.00014531+0.00011586i,-4.1425e-05+0.00075387i,-0.00032561+0.00013582i,-0.00012966-0.0002381i,0.00039633+0.00029516i,-2.9904e-05-0.00016019i,-0.00031804-0.00073618i,-0.00020879-0.00046564i,-0.00034503-2.977e-05i,-0.0004258-5.0874e-05i,-0.00030849-0.00010627i
0.0020508+0.0016688i,0.002927+0.0015023i,0.0030143+0.0012596i,0.0026081+0.00086117i,0.0016107+0.00036233i,-2.6929e-05-3.6007e-05i,8.6222e-05-0.00073585i,0.00094065-0.00077953i,0.00056257-6.3455e-05i,-0.00057106-0.00011161i,-0.00096735-0.00032778i,-0.0010319-0.00042526i,-0.0011343-0.00036618i,-0.00085517+0.00018867i,-0.00056174+0.00019104i,-0.00019412-0.00028612i,5.0738e-05+0.00015145i,0.00040996+0.00041399i,0.00086879+0.00013619i,0.00065318+0.0003313i,0.00024133-0.0001566i,0.00020664-0.00067568i,0.0004766-0.0002579i
0.00076844+0.0013403i,0.0018655+0.00016825i,0.0017987-0.00017439i,0.0018589+0.00081418i,0.0018849+0.0015296i,0.0011154+0.0012113i,0.00063545+0.00062469i,0.00080747+0.00015209i,0.00073281-0.00031573i,-0.00026303-0.0006304i,-0.00084302+4.6305e-05i,-0.00064765+0.0005188i,-0.00039661+0.00023754i,3.4851e-05+0.00018304i,-0.00017856+7.1783e-05i,-0.00068834-6.6813e-05i,-0.00020753-7.1813e-05i,0.00022167+0.00058893i,-0.00010514+0.0010985i,-0.00019841+0.00090592i,0.00015218+0.00028332i,-0.00025223-0.00030427i,-0.00048456+0.00020639i
