-0.00042503+0.00012941i,-0.00025173+0.0001082i,-0.0012228+0.00057444i,-0.002197+0.00087141i,-0.0030201+0.0021488i,-0.0029738+0.0039537i,-0.0017447+0.0042662i,-0.0010705+0.0029682i,-0.00057888+0.00092102i,0.00028466+9.7563e-05i,0.00053827-0.00050952i,0.00032471-0.00067137i,0.00022181-0.0001641i,5.747e-05-0.00033291i,9.8654e-05+2.8923e-05i,-0.00015079+0.00085512i,9.6433e-05+0.00043888i,0.00025631-0.00023926i,0.00031398+0.00051365i,0.00083577+0.00066503i,0.00090186+0.00074146i,0.00022181+0.00052005i,-0.00015061+0.00021354i
0.00049917+0.0002521i,0.0006677-0.00053447i,-0.00018283-0.00069668i,-0.00067778+0.00067798i,-0.00087483+0.0021364i,-0.0012761+0.0019061i,-0.0011985+0.002111i,-0.00076759+0.0019664i,0.00047231+0.0014201i,0.0014884+0.00048117i,0.00064837+5.372e-05i,-0.00021166-3.4037e-05i,-0.00046206-9.7993e-05i,-0.00014844-0.00039979i,0.0010959-0.00030179i,0.0013889-0.00025549i,0.0006318-9.1043e-05i,0.00036326+0.00056226i,1.8954e-05+0.00049027i,8.0285e-05+5.7725e-05i,0.00051143-0.00069148i,0.00055992-0.00070093i,0.00025007-0.00036923i
-0.00029953+0.0018841i,-0.000758+0.0017611i,-0.0012608+0.0017082i,-0.0014753+0.0017079i,-0.0012737+0.0021521i,-0.0011396+0.0023885i,-0.0010161+0.0021431i,-0.00031368+0.001529i,0.00084733+0.00062161i,0.00087537+0.00049169i,0.00048322+0.00018658i,0.00064506-0.00037561i,0.00041783-0.00058787i,0.00019102+1.6623e-05i,0.00022045+0.00061204i,0.0005975+0.00014564i,0.0010546+5.1687e-05i,0.00079658+5.5974e-05i,0.00039032+6.9675e-05i,-0.0003677+8.5679e-05i,-0.000816-2.9707e-05i,-0.00066564-0.00041781i,-0.00016853-0.0010684i
0.00093399+0.00039418i,0.0010414-0.00049576i,0.00057823-0.00089906i,-0.00027857-0.00020467i,1.94e-05+0.0014705i,0.00017966+0.002507i,-0.00076458+0.0026518i,-0.0014741+0.0012679i,-0.00062268-0.00016319i,0.00067352-0.00030143i,0.00088083+0.00047395i,0.00028412+0.0010674i,-0.0003353+0.000288i,-0.00041384+5.7645e-05i,-0.00037189+0.00031035i,-0.00066956+0.00059298i,-0.00081805+0.00071842i,-0.00068533+0.00028209i,-0.00072592-0.00012948i,-0.00028522+3.3763e-05i,0.00047855+0.00040191i,0.0003742+0.00039111i,0.00050921-0.00012218i
0.00065456+0.0006649i,0.00081571+0.0011684i,0.00078691+0.00098404i,0.00046706+0.00067658i,-0.00054813+0.0015724i,-0.0011478+0.0026977i,-0.0005317+0.0029002i,0.00076123+0.0019526i,0.0016791+0.0012716i,0.0012184+0.0010945i,0.00047173+4.9578e-05i,0.00071706-0.00042099i,0.00069193+0.00015609i,-0.00029345+0.00083855i,-0.00028602+0.0013524i,2.2799e-05+0.00078624i,-0.00043621+4.0693e-05i,-0.00070825+9.3545e-05i,-0.00052203-9.8777e-05i,-0.00010355-0.00070845i,0.0002511-0.00051188i,-0.00056423-0.00024966i,-0.0011346-0.0004287i
0.0001478-0.00092005i,1.6172e-05-2.3722e-05i,-0.00020142+0.00078989i,-8.9105e-05+0.0011917i,-6.6395e-05+0.0012885i,-0.00044933+0.0017204i,-0.00062256+0.0017021i,-0.00033195+0.00088294i,-0.00017559+0.00019485i,0.00039168-0.00022848i,0.00091357-0.000428i,0.00042743-0.00076517i,-0.00020049-0.0010252i,0.0001102-0.00065539i,0.00046837-0.00041146i,9.2489e-05-0.00050615i,0.00022429-0.00086353i,0.001133-0.00071596i,0.000836+0.00012998i,-0.00018677+0.00023468i,-0.00045322-0.0001116i,-0.00045851-7.8988e-06i,-0.00060949+0.00016727i
0.00028047+0.00014999i,-0.00036666+0.00055787i,-0.00046895+0.00074076i,-0.00036548+0.0004205i,-0.00043229+0.0012229i,-0.00028203+0.0019665i,2.5033e-05+0.0014652i,-0.00019593+0.00098192i,-0.00020546+0.0006229i,8.0987e-05+0.00030439i,0.00033218-0.00036825i,7.0838e-05-0.0015364i,-0.00013126-0.0015184i,0.00043196-0.0010043i,0.00080879-0.00087037i,0.0013112-0.0008221i,0.001237-2.5857e-05i,8.8801e-05+0.00074246i,-0.00043217+2.9769e-05i,0.00020189-6.2487e-05i,0.00042067+0.0010661i,-6.7087e-05+0.00089108i,-7.1367e-05-0.00040189i
-0.0016993-0.0008994i,-0.0017106-0.00090101i,-0.0024051-0.0011724i,-0.0024692+0.00039255i,-0.0013519+0.0030882i,-0.0007821+0.003786i,-0.00045872+0.0026791i,0.00041113+0.0015203i,0.00026726+0.00098824i,-0.0001126+0.00033878i,0.00059797+3.3438e-05i,0.00069074+0.00028171i,-0.000123+1.6763e-05i,0.00029708-2.6839e-05i,0.0011801+0.00072908i,0.00018379+0.0010033i,-0.00091094+0.00026396i,-0.0015074-6.7924e-07i,-0.0010908-0.00034069i,0.00021763-0.00070742i,0.00046169-0.00061567i,0.00010572-0.00038831i,-6.7275e-05+0.00018141i
-0.00046984+5.6915e-05i,0.00050524+0.00097064i,0.00016859+0.0013747i,-0.00072576+0.0010888i,-0.00071833+0.0011578i,-0.00041734+0.0012603i,0.00014838+0.0012695i,1.4725e-05+0.00080996i,-2.1873e-05+5.7257e-05i,0.00070842+0.00016528i,0.00063045+0.00012365i,0.0001345-0.00033531i,0.00032595-0.00025405i,-8.5145e-05-0.00018178i,-0.00082754-0.00018221i,-4.0249e-05-0.00023815i,0.0003019+0.00023558i,-0.00021639+0.00024703i,-0.0001967-0.00028064i,-0.00034617-0.00022845i,-0.00035831-0.00035517i,0.00048357-0.00028661i,9.7574e-05+0.00012307i
0.00063702-0.00095202i,0.00032875-0.0010295i,-2.0662e-05-0.00020915i,-0.00039723+0.00034812i,-0.0002958+0.001695i,-8.1725e-05+0.0024495i,4.7572e-05+0.0019973i,0.00037661+0.0016364i,0.00079564+0.00131i,0.0009817+0.00035971i,0.0011788-0.00015239i,0.00056917+0.00063448i,-0.00044724+0.00059938i,-0.00068168+0.00014538i,-0.00057571+0.00061354i,-0.00022497+0.00053379i,0.00030973+0.00057029i,0.00038757+0.00041598i,0.00047859+0.0001779i,0.00013446+0.00027982i,-0.00015105+0.00065173i,-0.00016245+0.0007364i,-7.1491e-05+0.00032086i
-0.0014343-0.0010899i,-0.0012127-0.00093573i,-0.001452-0.00085124i,-0.0015743-0.000417i,-0.0019392+0.0015193i,-0.0023688+0.0035948i,-0.0013514+0.0030306i,0.00043009+0.00071869i,6.3052e-05+5.7156e-06i,-0.00064981-0.00016659i,0.00011086-0.0004402i,0.0010172-0.00033634i,0.00076944-0.00031429i,0.00039535-0.0004549i,0.00040352+0.00028319i,0.00015329+0.00080367i,-0.00034371+2.3309e-05i,-0.00018901-0.00052179i,0.00059535-0.00020227i,0.00074659+0.00052614i,0.0001339+0.00057929i,-5.4975e-05-0.00041397i,6.6364e-06-0.00049767i
2.1921e-05-0.00063576i,-0.00010853-0.0010799i,0.00011233-0.00062351i,-0.00039199+0.0005685i,-0.00032271+0.00083443i,-0.00059222+0.0016866i,-0.00066741+0.0024414i,0.00018168+0.0019429i,0.00082411+0.0012893i,0.00093859+0.00033275i,0.00093911-0.0002115i,0.00088891+0.00047269i,0.00050503+0.0010219i,3.4794e-05-5.7391e-05i,0.00049467-0.00098862i,0.00049381-0.00090117i,0.00031795-0.00037545i,0.00028185-0.00039298i,-9.4255e-05+7.3296e-06i,-0.00041489+0.00029089i,0.00033611+3.1698e-05i,0.00053482+0.00050767i,0.00021364+0.00073702i
0.0015321+0.00243i,0.00035033+0.0029414i,-0.00040068+0.0023536i,-0.0007375+0.0016893i,-0.00039868+0.0018188i,4.7139e-05+0.0022809i,0.00014351+0.0018439i,0.00069154+0.0012515i,0.0010988+0.0014388i,0.00082672+0.0012437i,0.00041583-0.00017596i,0.00060157-0.0013991i,0.00061402-0.0011289i,0.00070993-0.00030297i,0.00069168+0.00043389i,0.00038571+0.00031373i,0.00025825+0.00011752i,2.2965e-05+0.00042338i,-1.5062e-05+0.001392i,0.00038174+0.0016346i,0.000161+0.00077562i,-3.7748e-05+0.0010204i,0.00056527+0.0010507i
-0.00032956-0.0010265i,-0.0017133-0.0017163i,-0.0024124-0.0015437i,-0.0017462-9.056e-05i,-0.0012309+0.001904i,-0.00082881+0.0023844i,-0.00044125+0.0021351i,-0.00034962+0.0013431i,-7.7488e-05+0.00020295i,-0.00057818+0.00045643i,-0.00070241+0.00033864i,-0.00064804+0.00029769i,-0.00060836+0.0012167i,-5.3985e-05+0.0016628i,5.4073e-05+0.00061036i,8.4491e-05-0.00012721i,-0.0001809-8.4919e-06i,-0.00079866+7.3688e-05i,-0.00051629-0.00038856i,0.0005382-0.00088406i,0.00059703-0.00019931i,0.00013373+0.00055763i,5.0742e-05+0.00038499i
-0.00061246+0.00030459i,-0.0001827+0.00022972i,-0.00053966+0.00030004i,-0.00054094+0.00083851i,-0.00042081+0.0015671i,-0.00065022+0.0022616i,-0.0016356+0.0027702i,-0.0016005+0.0021386i,-0.00068378+0.00071452i,-4.3804e-05+0.00011048i,0.00014357+0.00035479i,-3.0677e-05+0.00043416i,0.00015859+0.00032039i,0.00076792+0.00046711i,0.00053433-0.00028523i,-0.0010125-0.0007894i,-0.0016785+0.00035572i,-0.0013992+0.00070702i,-0.00066289+0.00022227i,-0.00057508-9.1648e-05i,-0.00040133-0.00030209i,0.00088854+0.00047021i,0.0014888+0.00089211i
0.001217+0.0005482i,0.00085842-0.0004845i,0.00034661-0.0010743i,-0.00073192-0.00079002i,-0.0017081+0.0010489i,-0.0018031+0.003006i,-0.0014303+0.002989i,-0.00039863+0.0019519i,0.00058761+0.0017641i,0.00055902+0.0013881i,0.00020109+0.00015205i,-1.1127e-05-0.00036307i,-0.00020123-0.00012113i,-0.00081693+0.0006539i,-0.00078489+0.0012549i,-4.7675e-05+0.0004323i,0.00027524-0.00034105i,-0.00019253+0.00029945i,-0.00070883+0.00020454i,-0.00077276-0.00033393i,-0.00088756-0.00068246i,9.9e-05-0.00064709i,0.00080638-0.00028465i
0.00025995+0.00084969i,0.00037013+0.0014869i,-0.00050468+0.0017375i,-0.00073158+0.0016875i,-0.00038343+0.001477i,-0.00034681+0.0016881i,-0.00092163+0.0019268i,-0.00052835+0.0018152i,0.00036286+0.0014565i,0.00075259+0.0003812i,0.00078668-0.00039573i,0.00016385-0.00058655i,-0.00058943-0.0010184i,-0.0004771-0.00070906i,0.00070432-0.00032358i,0.0013004+0.0001815i,0.00070556+0.00024735i,-0.00022922-0.0003143i,-0.00088767-0.00014147i,-0.00095293+0.00014857i,-0.00047005-9.2478e-05i,-9.8546e-05+0.00015181i,-2.135e-05+4.5108e-05i
3.9968e-05-0.00030746i,-0.00058612+0.0002561i,-0.00079108+0.00055453i,-0.0012258+0.00080864i,-0.0015413+0.0014022i,-0.0016937+0.0030112i,-0.0012474+0.0035359i,-0.00041566+0.0021369i,0.00011237+0.0013202i,0.001249+0.00074532i,0.0013072+0.00023718i,-2.2661e-05-0.00051543i,-0.00047656-0.00038371i,-0.00040015+0.00018925i,-0.00041512+0.00015692i,0.00020587-0.00046786i,0.00053747-0.00053925i,0.00017942+0.00025755i,-0.00034989+0.00027093i,-2.7978e-05-0.00022315i,0.00064416+0.00014404i,0.00036788+0.00045155i,0.00085993-0.00027314i
-0.00052139-6.5131e-05i,-0.0012362-0.00030201i,-0.00049849+0.0002289i,9.4164e-05+0.001413i,3.0538e-05+0.001395i,-0.00052311+0.0012502i,-0.00041453+0.0013924i,0.0003631+0.001162i,0.00089926+0.00050309i,0.0013301+3.5052e-05i,0.0013871-0.00027221i,0.00082872-4.9312e-05i,0.00030161+0.00035361i,0.00043497+0.00075633i,0.00012251+0.0010232i,-0.00091787+0.00073465i,-0.0011923+0.00071627i,-9.7182e-05+0.00065513i,0.00051108-3.4431e-05i,0.00040838-0.00055003i,0.00052928-0.00046765i,0.0005829+0.00040923i,0.00017969+0.00084698i
0.0016476-6.2409e-06i,0.0018521-0.0003613i,0.0018308-0.00073492i,0.00086043+9.3016e-05i,0.00020545+0.00076386i,0.00012771+0.0014026i,-0.00058959+0.0018922i,-0.0010193+0.001489i,-0.00094804+0.00091533i,-0.00015644+0.00050635i,0.00033587+0.00076254i,-0.00047323+0.00068115i,-0.00044719+0.00021591i,-0.00011051+0.00016308i,-0.00059492-2.0512e-05i,-0.00056412+6.7546e-05i,0.00031979+0.00021732i,0.00026791-0.00022484i,-0.0003212-0.00032437i,-0.00032975+0.00025821i,0.00027717+0.00023519i,0.00054657-0.00020767i,6.4905e-05+0.00028937i
-0.0014147-0.0012808i,-0.0015114-0.00051598i,-0.0022584-0.00092817i,-0.0013859-0.00025796i,-0.00014043+0.0018959i,4.4375e-05+0.0033154i,-0.00036246+0.0031728i,-0.001062+0.0018732i,-0.0012024+0.00089655i,-0.00059303+0.00074439i,0.00022451+0.00042283i,0.00023974-0.00013792i,0.00072313-0.00062542i,0.0015341-0.0003679i,0.0013532-0.00026125i,0.0012276-0.00057611i,0.0011636-0.00099553i,0.00091344-0.00092035i,0.00055741-0.00086128i,-0.0004738-0.0013859i,-0.00118-0.0021438i,-0.00021744-0.0017866i,0.0005569-0.00036936i
0.0012344+0.0011504i,0.0010759+0.00080231i,0.00035499+0.00062378i,-0.00074553+0.00064056i,-0.00093355+0.00078408i,-0.00089767+0.0014215i,-0.00073246+0.0022218i,-0.00038438+0.0014488i,-0.00033824+0.00033306i,-3.0278e-05-0.00015101i,0.00047842+0.00014056i,-0.00044635+7.6112e-05i,-0.00086426+1.4352e-05i,-0.00025073+0.00022038i,-0.00058694-0.00021376i,-0.00045829-0.00037432i,-0.00020522-0.00046225i,-0.00025833+1.3787e-05i,-0.00041899-0.00013598i,-0.00013928-0.00099406i,0.00019076-0.0010472i,-0.00023721-0.00063454i,-0.00044053-0.00067083i
0.00055584-7.6908e-05i,0.00040813-0.0011732i,-7.3142e-05-0.0010034i,0.0002887+0.00071121i,0.00070675+0.0023327i,8.652e-05+0.0027578i,-0.00037181+0.0026107i,-0.00059168+0.0019604i,-0.00049483+0.0008227i,0.00038319+0.00052672i,0.0012312+0.00056473i,0.0012746+0.00022716i,0.00088107+0.00026185i,0.00052596+0.00075319i,0.00056259+0.0010186i,0.00012377+0.00052183i,-0.00012366+0.00030425i,0.00021973+0.00054371i,0.00047809+0.00037566i,0.00025017+0.00023018i,-1.0339e-05+0.00046268i,-0.00016171+0.00044491i,-0.00029332-7.5603e-05i
0.00073585-0.00079645i,0.00012677-0.0010931i,-0.00088693-0.0004132i,-0.0015706-0.00070519i,-0.0021403+5.5749e-05i,-0.0015+0.0018579i,-0.00053637+0.002505i,1.3727e-05+0.0010907i,0.00045192+0.00022621i,0.00047621+0.0005293i,0.00062441-0.00012005i,0.00080734-0.00057506i,0.00044892-0.00069529i,0.00051386-0.00087656i,0.00024972-0.00065623i,-0.00016945-0.0004771i,0.0001537-0.00063281i,0.0004114-0.00034321i,0.00092828+2.5557e-05i,0.0014748+0.00013532i,0.0012988+0.00010562i,0.00073316+0.00013844i,0.00036762-6.0652e-06i
0.0010706-0.00037052i,0.00039078-0.00099669i,-0.00065471-0.00097848i,-0.0011065-2.4004e-05i,-0.00046554+0.0006842i,-0.0003321+0.00096955i,-0.0002537+0.0018553i,-3.1324e-05+0.0018806i,0.00040082+0.00054152i,0.00060409-1.3888e-05i,0.00042088-1.6577e-05i,0.00024984-0.00049662i,9.4696e-05+0.00032745i,-0.00013499+0.0014328i,-0.00028174+0.00074056i,-0.00018078-0.00036745i,0.00028718-0.00030464i,-2.0653e-05-9.6226e-05i,-0.00017043-0.00011157i,0.00020084-6.0878e-05i,0.00054113-0.00020486i,0.00052393+0.00037061i,0.00046959+0.00064612i
-0.0011527-5.6385e-05i,-0.0012692-0.00028181i,-0.0027161-0.00045625i,-0.0024744+0.00046822i,-0.0012602+0.0019927i,-0.00018661+0.0026365i,-0.00011232+0.0025053i,0.00020071+0.0016493i,0.00059071+0.00097638i,0.00046615+0.0011572i,0.00066872+0.00045811i,0.00062232-0.0004843i,0.0004222-0.00076992i,0.00063228-0.00025789i,0.001152-6.9502e-05i,0.00053693+0.00047953i,-0.00050135+0.0012873i,-0.00018334+0.00122i,0.00039+0.00040691i,0.00032185+0.00040781i,-0.00045352+0.00010832i,-0.00090209-1.3108e-05i,-0.00051683-0.00018914i
0.0018272+0.00047471i,0.0014103-0.00038875i,0.0019848-0.00089368i,0.0012275-0.00019607i,-0.00015878+0.0010764i,-0.00074514+0.0018496i,-0.0010068+0.002442i,-0.0006965+0.0017318i,8.2863e-05+0.00090073i,0.00022603+0.0002978i,0.00025972-0.0007505i,0.00064498-0.00087511i,0.00059321-0.00024451i,-5.9073e-05+0.00011936i,-0.00062473+0.00057949i,3.26e-05+0.00022632i,0.0010294+0.00015699i,0.00034419+0.0004047i,-0.00024851-0.0005962i,-4.5568e-05-0.00017092i,-0.00055466+0.00042693i,-0.00056835+0.00020975i,0.00011437-0.00070252i
0.0014716+0.0015197i,0.0013101+0.00059963i,0.00038419+0.00078978i,-0.00045535+0.00055859i,-0.00083514+0.0014397i,-0.00073855+0.0029166i,-0.00028652+0.0026571i,-0.00018174+0.0016941i,0.00047112+0.0010116i,0.0010141+0.00039318i,0.00065146+0.0003054i,0.00054379+3.9803e-05i,0.00072135-0.00066881i,-0.00010603-0.0007148i,-0.00096025-0.00010597i,-0.00063939+0.00023881i,6.0778e-05-0.00012934i,4.822e-05-0.00037303i,-0.00036918-0.00061422i,-0.00047824-0.00054674i,-0.00034096+0.00052041i,-0.00027962+0.00075123i,-0.00055003+0.00032588i
5.1478e-05-0.002334i,-0.0014801-0.0028255i,-0.0021486-0.0024227i,-0.0015821+0.00021034i,-0.0010494+0.002308i,-0.0011304+0.0024822i,-0.0010437+0.0022029i,-0.00077979+0.0026566i,-0.00022363+0.0018389i,0.00039323-5.6881e-06i,0.00054739-0.00059072i,0.00025105-0.00072786i,-0.00028056+0.00025091i,-0.00073692+0.00092341i,5.381e-05+0.00061643i,0.00072722+0.00023572i,4.8225e-05+0.00013531i,-7.144e-05-4.8574e-05i,-7.807e-05-0.00082047i,-1.0204e-05-0.00065554i,0.00050903+0.00018665i,0.00048089+0.00044319i,-4.202e-05+0.00035917i
0.00017379-0.00012461i,0.00065524+0.00017661i,-0.00037818+0.0011827i,-0.00047779+0.0014705i,-0.00047054+0.001029i,-0.00079958+0.0016212i,-0.00021945+0.0021902i,-0.00036835+0.0019094i,-0.00034549+0.0019752i,0.00025686+0.0013497i,0.00064297+0.00026779i,0.00078071-0.00051682i,-0.00017737-0.00085047i,-0.00029086-0.00061818i,0.00011584+9.6974e-05i,-0.00020704+0.00056286i,-6.2901e-05+0.00030193i,7.4003e-05+0.00011314i,0.00027632+0.00011183i,0.00036324+0.00047616i,0.00021121+0.0004672i,0.00024825-0.00055502i,0.00058913-0.00060969i
0.0011843-1.2707e-05i,0.00064455-0.00026727i,0.00078764-0.0008038i,0.00021319-0.00026211i,1.5573e-05+0.0009819i,0.00043174+0.0017921i,0.00020176+0.0017998i,0.00017585+0.0011998i,0.00047429+0.00025983i,0.00027411+7.8448e-05i,0.00065987-0.00036014i,0.00094456-0.00077058i,0.00028619-0.00062258i,3.8314e-05-0.00038999i,3.7362e-05+0.00012729i,-0.00024153+0.00090299i,-3.5809e-05+0.00087705i,-1.5087e-05+0.00030717i,0.00024637+0.00037334i,0.0011177+0.00077808i,0.0011235+0.0003187i,0.00075743-0.0003419i,0.00073019-0.00044236i
0.00041716-0.0005605i,0.00067658+0.00017985i,-0.00080557+0.0014565i,-0.001177+0.001348i,-0.00020384+0.0016332i,-0.00024515+0.0021406i,-0.00015322+0.0018857i,0.00026846+0.0017104i,0.0004443+0.0015205i,0.00058658+0.00059733i,7.1414e-05+0.00029954i,-1.8319e-06-5.3261e-06i,-0.00010258-0.00013861i,-0.00013059-0.00050715i,6.6787e-05-0.00076837i,0.00020926-0.00036765i,0.00019954+0.00040108i,-0.00010442+0.00074655i,-0.00022421+0.00062602i,-0.00050713+0.00076072i,-0.00089853+0.0012883i,-0.00070499+0.00072594i,0.0001461-5.7657e-05i
0.00018623-0.00032523i,-0.00045802+0.00010341i,-0.0017579+0.00084076i,-0.0017727+0.00017757i,-0.00014294+0.0013392i,0.00075612+0.0029797i,0.00051155+0.0030782i,0.00036196+0.0019296i,0.00056715+0.00070642i,0.00044477+0.00072501i,0.00082051+0.0010718i,0.00013772+0.0009299i,-0.00079292+0.00071893i,-3.5281e-05+0.00038121i,0.00041634+2.9209e-05i,-0.00037415-0.0001139i,-0.00021174-0.00031498i,-0.00026724-2.6877e-05i,-0.0003063+0.0001667i,-0.00035971-1.126e-05i,-0.00071154-0.00046162i,4.2374e-05+4.622e-05i,0.00067279+5.0961e-05i
-0.00055887-0.00012967i,-0.00057255+9.5569e-05i,-0.0016125+0.00010208i,-0.0022374-0.00021497i,-0.00097831+0.00064314i,-5.3428e-05+0.0019004i,-6.2948e-05+0.0010574i,-0.00066035+0.00018034i,-0.001067+0.00026194i,-0.00013605-0.00041015i,0.00067091-0.00028538i,0.00033805+0.00044384i,3.5437e-05+0.00071726i,-0.00042563+0.00085364i,-0.00075294+0.00015828i,-0.00011207-0.00075449i,0.00018876-0.00094616i,-0.00021801-0.00067965i,-0.00015719-0.00012605i,0.00017108-1.1284e-05i,0.00023382+0.00026054i,-0.00051326+0.00064988i,-0.0006489+0.0001104i
0.0011041+0.0012519i,0.00027583+0.00059468i,1.0941e-05-0.00044966i,-0.00048058-0.00037603i,-0.0013339+0.0010875i,-0.00058196+0.0020041i,0.00024487+0.0016999i,-0.00013589+0.00099412i,-0.00062161+0.0007928i,-0.00086121+0.00035534i,-0.00031773-0.00038688i,0.00020643-0.00071636i,-0.00068208-0.00050473i,-0.0008626+8.5531e-05i,-6.9319e-05+0.00032264i,-0.00054167-0.00022177i,-0.0012218-0.00027805i,-0.0002537+0.00022616i,0.0011718+0.0011534i,0.0012568+0.0010519i,0.00042183+0.00041154i,0.00023354-0.00012597i,-0.00048677-0.00065552i
0.00054371+0.00064631i,0.00059642+0.00050247i,0.00091306+0.00010517i,5.7108e-05-0.00024296i,-0.0011603+0.00054614i,-0.00076099+0.0010379i,-0.00053062+0.0013497i,-0.00026752+0.001505i,0.00034351+0.0012568i,0.00045362+0.00077963i,0.00014184+4.6599e-06i,0.00016463-0.00031712i,-0.00013631+0.00019699i,-0.00027439+0.0006488i,-6.8552e-05+0.00023357i,-0.00025834+0.00044739i,-0.0002425+0.00053558i,-0.00032801-0.00010657i,-0.00063622-0.00024216i,-0.0008865+0.00045071i,9.743e-05+0.00064206i,0.0010502+0.00049992i,0.00088702+9.2831e-05i
0.00024271-0.0010326i,-0.00085915-0.00063668i,-0.0014658-0.00029241i,-0.0020711+0.00045028i,-0.0018441+0.0013826i,-0.00056461+0.0022126i,-0.00018771+0.0017696i,-0.0001854+0.0018353i,-0.00010209+0.0015818i,0.00026512+0.00072712i,0.00048409+0.00050269i,0.00092084+0.00036645i,0.00070218-2.42e-05i,0.00064363+0.00015055i,0.0011554+0.00047825i,0.00062206+0.00073049i,-0.0011101+0.00014575i,-0.0015105-0.00046267i,-0.00076551-0.00050669i,-0.000693-0.000316i,-0.00027698+0.00020956i,2.8363e-05+7.3854e-05i,-0.00017516+0.00026864i
-0.00076884-0.00045776i,-0.00033359-0.00041386i,-0.000627+0.00038799i,-0.00037884+0.0017053i,-0.0003753+0.0019617i,-0.00072993+0.0019318i,-0.00021863+0.0019196i,4.2299e-05+0.0015093i,0.00016318+0.00091869i,0.0001419+0.0010051i,6.7259e-05+0.00058642i,0.00049415-0.00042239i,0.00047287-0.00053559i,0.00050338-0.00047204i,0.000651-0.00051846i,0.00079685-0.0003827i,0.00084214-0.00035446i,0.0011284-0.0003573i,0.0011759+0.00021678i,0.00079536+0.00048523i,7.507e-05+0.00051944i,-0.00077622+0.00044763i,-0.0011448+0.00052107i
0.0010026-0.00080389i,0.00072737-0.0011235i,0.00018248-0.00075384i,-0.0011501-0.00065403i,-0.0017154-0.0003469i,-0.0014446+0.0014086i,-0.0010127+0.0022058i,-0.00051107+0.0014801i,-0.00026487+0.00022223i,0.00028847-8.7014e-06i,0.00088155+0.0004884i,0.00088222+7.6166e-05i,0.00057782-0.00026536i,0.00017549+0.0001521i,-5.8688e-05-0.00016112i,-0.00014757-0.00045994i,-0.00021202-8.2557e-05i,1.3423e-06+0.00056061i,0.00058514+0.00021384i,0.00041972-0.00048061i,0.00021373-9.8497e-05i,0.00046223+0.00058722i,0.0010064+0.00041644i
-0.00012486+0.00050005i,-0.0010416+0.00047488i,-0.00087415+0.00099687i,-0.00081373+0.00094762i,-0.00027399+0.00049612i,-0.00012329+0.00054418i,-2.5718e-05+0.00058599i,0.00086938+0.0011895i,0.00063389+0.0011624i,0.00023495+0.00028616i,0.00065736-2.4888e-05i,0.00035442+8.467e-06i,9.2638e-05-0.00090477i,3.804e-05-0.00080844i,-0.000566+0.00032856i,-0.00057612+4.3834e-05i,-0.00025566+0.0003066i,-0.00040986+0.00047501i,-0.00046495+0.00015398i,0.00020324+0.00031547i,0.00053367+0.00013298i,8.4885e-05+0.00035238i,2.3439e-05+0.00086571i
-9.7552e-05-0.00035896i,0.00021666-0.0011313i,8.8764e-05-0.0003985i,-0.00025325+0.0010738i,0.00018237+0.0019448i,-0.00019262+0.0021718i,-0.0010457+0.0015925i,-0.0011262+0.0010494i,-0.001083+0.00031486i,-0.00024344-8.0593e-05i,0.00066885-0.00011757i,0.0012489-0.00052911i,0.001301-0.00024136i,0.00029448-7.2172e-05i,8.212e-05-0.00048448i,-0.00015761-0.00053814i,-0.0007229-0.0010318i,-0.00035974-0.0014861i,-0.00030898-0.0008631i,-0.00013743+0.00016174i,0.00018914+0.00054196i,0.00012307+0.00013538i,-2.4083e-05+0.00019505i
9.9131e-05+0.00088274i,-0.00089531-0.00026464i,-0.0015057-0.0018108i,-0.0017668-0.0014013i,-0.001725+0.0012055i,-0.0020097+0.0028691i,-0.0013151+0.0020984i,-8.7972e-05+0.0013132i,0.00079587+0.00064142i,0.00054347-0.00036927i,0.00013033-0.00062036i,-0.00011018-0.00054633i,-2.472e-05-0.00039635i,0.00021609+0.00011581i,0.00067861+0.00035249i,0.0010788+0.00049962i,0.000727+0.00071788i,0.00054114+0.00016449i,-3.6658e-05-0.00011485i,-0.00096944+5.9468e-05i,-0.0012507-0.00028059i,-0.00085803-0.0008069i,6.6253e-05-0.00094984i
0.00022378+0.00043325i,-0.00034546+0.00029042i,-0.00020513+0.00085833i,9.9294e-05+0.0016666i,-0.00017156+0.0019935i,-0.0012432+0.0024755i,-0.001648+0.0025307i,-0.00047835+0.0017443i,0.00014049+0.00044294i,0.00026778-0.00012511i,0.00054778-0.00049763i,9.7725e-05-0.0004269i,-0.00030841+0.00015665i,-6.2e-05+0.00026519i,7.5756e-05+3.0131e-05i,0.00049342+6.2977e-05i,0.00031293+8.8887e-06i,0.00031873+0.00011993i,0.00027901+0.00017026i,-0.00042448+0.00016482i,-0.00037895+0.0010378i,0.00079585+0.0010228i,0.0012183+0.00043774i
