-0.0010673+0.00054111i,-0.00068373+0.00014042i,-0.00091616-7.8487e-05i,-0.00090246-0.00094227i,-0.00091272-0.00076899i,-0.0014403+0.00023172i,-0.0012923+0.0010587i,-0.00028354+0.0012454i,0.0012576+0.0015134i,0.0014442+0.00070454i,0.00069155-0.00071081i,0.00023578-0.00096146i,1.7885e-05-0.00017271i,-0.0005478+0.00027309i,-0.00033523+0.00056432i,-0.0001261+0.00075255i,0.0004944+0.00046733i,0.0011307+0.00024243i,0.00071073+0.00062154i,8.4771e-05+0.00046375i,0.0003458+0.00023709i,0.00084496-0.00043189i,0.0005159-0.00079661i
-0.00094007-0.00020428i,-0.0012254+0.00087304i,-0.0012086+0.0011283i,-0.0015403+0.00063455i,-0.0010291+0.00095842i,-0.00040866+0.0015546i,-2.8511e-05+0.00075573i,0.00064404+0.00039372i,0.00077149-0.00014255i,0.00053274-0.00050876i,8.8479e-05-0.00045947i,-0.00061518+0.00013833i,-0.00065245+0.0006475i,-0.00025289+0.00050527i,0.00020405+0.00034896i,0.00028257+0.00060316i,0.00013635+0.00086411i,0.00014518+0.0004167i,6.9133e-07+0.00015237i,7.6106e-06+0.00060751i,0.00031046-6.0564e-05i,0.00038147-0.00095442i,0.00023997-0.0013107i
-0.001063+0.00066057i,-0.00051988+0.0012404i,-0.00081605+0.0013187i,-0.00038869+0.0017767i,7.9111e-05+0.0019948i,0.00049982+0.0015741i,0.001451+0.0010576i,0.001429+0.00017766i,0.00073359-6.4492e-05i,0.00023245+6.8686e-05i,-2.8178e-05+0.00027607i,-0.00055153-9.2659e-05i,-0.00089053-2.4089e-05i,-0.00049702+0.00031895i,2.8498e-05+0.00048538i,-0.00046504+0.00065326i,-0.00069747+0.00024258i,-0.00036084-0.00034344i,0.00011418-0.00044889i,-0.00010724-0.00042951i,-0.00021473-0.00093276i,0.000609-0.00017823i,0.0012962+0.00065357i
-0.0028575-0.00083461i,-0.0025321-0.0012772i,-0.0016746-0.001766i,0.00018915-0.00034503i,0.0013013+0.001827i,0.0013846+0.0017538i,0.00097954+0.00034331i,0.0011762-0.00045697i,0.0018858-0.00053174i,0.0018074-6.2539e-05i,0.00011761+0.00077471i,-0.0011913+0.00067768i,-0.00081735-0.00020779i,-0.00039145-0.00020522i,-0.00015828-0.00022692i,-4.4577e-05-2.3806e-05i,-0.00038331+0.00061039i,5.8127e-05+0.00032146i,-5.7766e-05-0.00016819i,-0.00029222-2.4907e-05i,7.1962e-06-9.1633e-05i,9.9144e-05-0.00012131i,9.9426e-06-0.0002056i
0.0013567+0.0012253i,0.0018955+0.00068811i,0.0022559+0.00020482i,0.0015219+0.00042288i,0.001626+0.0012673i,0.0016816+0.0011934i,0.00080706+0.00033616i,0.00079484+0.00041663i,0.0012116-0.00016505i,0.0012569-0.0010314i,0.00059832-0.0011182i,-0.00076099-0.0006257i,-0.0015097-0.00057768i,-0.00103-0.00041195i,0.00067497+0.00039027i,0.0012007+0.00098103i,0.00069703+0.00044941i,0.0004979-0.00033383i,-3.2617e-05-0.00041942i,-0.00046247+0.00016i,-0.00038155+0.00036115i,0.00032828-0.00052786i,7.5651e-05-0.00054983i
-0.0013834+0.00024665i,-0.0011495+0.00072275i,-0.00014262+0.00075007i,0.00049368+0.00013211i,-2.8758e-06+0.00069921i,-0.00026275+0.00075677i,5.0651e-05-0.00054389i,0.0005918-0.00031273i,0.00090294+0.00052575i,0.00013598+3.1646e-05i,-0.00066833-0.00031387i,-0.00090831-0.00039071i,-0.00044272-0.00042384i,-0.0002241+0.00022753i,-0.00048444+0.00028918i,-0.00011616+0.00036021i,0.00040613+0.0004414i,0.0002736-0.00040142i,-0.0001341-0.00081667i,-0.00074119-0.00073526i,-0.00053493-0.00040914i,0.00032904+9.9234e-05i,0.00033721+0.0003112i
-1.9708e-05+0.00075447i,0.00024075+0.001394i,0.00025607+0.0022113i,0.00060371+0.0025603i,0.0005775+0.0021136i,0.00056432+0.0013281i,0.00039829+0.00034562i,0.00056212-0.00059026i,0.0006109-0.00035947i,0.00042072+0.00069591i,0.00053799+0.00050396i,0.00026962-0.00054332i,-0.00037267-0.0012652i,-0.0007386-0.00079933i,-0.00041771-0.00031929i,-0.00027154-1.6759e-05i,-0.00011795+0.00036549i,0.00033335+0.0011441i,0.00052358+0.0010476i,0.00064019+0.00016537i,0.00042859+0.00019841i,0.00065099+0.00043611i,0.00070102+0.00090613i
-0.0010213+0.0010341i,-0.0019847+0.0012959i,-0.0017398+0.001138i,-0.00071233+0.00060193i,0.00011722+0.00093415i,-0.00029316+0.0016896i,-0.00017295+0.0013298i,0.00055026-0.00012738i,0.0008159-0.00079593i,0.0010478-0.00074588i,0.00027523-0.00032177i,-0.00018161+0.00043295i,0.00017786+0.00098656i,0.00013767+0.0015034i,0.00039324+0.00058136i,0.00074422-0.00031826i,0.00041681+0.00027131i,-0.00015698+0.00023908i,0.00054323-0.00075102i,0.00091157-0.000833i,0.00030354-0.00062509i,-0.00031822-0.00038272i,-8.3001e-05+9.2428e-05i
3.3686e-05+0.0019292i,0.00073136+0.0012651i,0.0020413+0.000961i,0.0025209+0.0011183i,0.0027691+0.00044558i,0.0017379+2.9787e-05i,9.8013e-05-9.9974e-05i,0.00046566+2.2892e-05i,0.0022184-1.1026e-05i,0.0023897-0.00060545i,0.00076415-0.00087134i,-0.00091505-8.0454e-05i,-0.0014147+0.00030388i,-0.0016314-0.00013927i,-0.0019867+0.0002937i,-0.0015914+0.00085496i,-0.00049006+0.00074966i,0.00051596+0.00021248i,0.0010661+9.8407e-05i,0.00037219+0.00026422i,-0.00081336+0.00070957i,-0.0014459+0.00085601i,-0.00047057+0.00031706i
-0.00041361+0.001442i,-0.0013454+0.0012633i,-0.00091056+0.0015425i,-0.00038268+0.0023023i,0.0004486+0.0025302i,0.001151+0.00089324i,0.00065918-8.2151e-05i,0.00068848-0.00016303i,0.0011717-0.00054184i,0.0011894-0.00021182i,0.00049982+0.00048877i,-0.00030117+0.0011856i,-0.00061888+0.0012945i,-0.00040497+0.0011i,5.5453e-05+0.0015004i,0.00032524+0.0019423i,0.00010829+0.0013913i,9.5955e-05+0.00074363i,0.00016135+0.00021862i,0.00035801-0.0011196i,0.00073194-0.00092575i,0.00083253+0.00052196i,0.00053397+0.00078393i
4.1651e-05+0.00048572i,-9.1314e-05+0.00050889i,-0.00036046-0.00010165i,-4.3291e-05-0.0011594i,0.00026131-0.00037583i,-0.00042398+0.000366i,-0.00047494-0.00058331i,0.00052465-0.00062369i,0.00051106-0.00073361i,-0.00033567-0.0013035i,-0.00077364-0.00063523i,-0.0010915+0.0006869i,-0.0010143+0.0010559i,-0.00029343+0.0014454i,-0.00050574+0.0013845i,-0.00090368+0.00071559i,-0.00068525-0.00012455i,0.00024049-0.00043781i,0.001479-0.00015926i,0.00072475-0.00036742i,-6.5208e-05-0.00019735i,0.0002198+6.0685e-05i,0.00018757-0.0009695i
-0.00026214+0.00032766i,-0.00042918+0.00057241i,-0.0010578-0.00020753i,-0.0012321-0.00082261i,-0.00020148-0.00053626i,0.00073122+0.00067213i,0.00041979+0.0012406i,0.0001981+0.00012882i,0.00018846-0.0010465i,-4.1104e-05-0.00056733i,-0.00043507+0.000522i,-0.00055304+0.00083617i,-0.00025554+0.00096169i,-0.00022594+0.0013778i,-0.00018162+0.00089058i,-8.2106e-05-0.00010216i,-0.00010217-0.00076505i,-0.00034335-0.00031633i,-0.00080711-8.2871e-05i,-0.00046773-0.00031189i,0.00067591-7.934e-05i,0.00085122+0.0005032i,-0.00027417+4.5708e-05i
0.00081804-0.0007368i,0.00025501-0.00093818i,3.094e-05-0.0012937i,-0.00047479+0.00014274i,-0.00051091+0.0018499i,0.00067694+0.0014033i,0.0014954+0.00065344i,0.00088159+0.00033924i,0.00019236+0.00015102i,0.00025176-0.00057702i,-0.00022966-0.00089844i,9.6322e-05-0.0010583i,0.00066139-0.00087652i,0.00055125-1.6467e-05i,0.00015509+0.00049104i,-8.2401e-05+0.0006088i,-3.7732e-05+0.00031786i,-0.00058027-0.0001855i,0.00017676-0.00043078i,0.00065119+0.00043022i,-0.00014742+0.00093194i,-2.3001e-05+0.00022458i,8.7748e-05-0.00035855i
0.00048621+0.00092222i,-0.00082609+0.0013225i,-0.0012048+0.00033315i,-0.00074844+0.00043518i,-0.00077546+0.0010643i,-0.00034992+0.0010823i,0.00032916+0.00096851i,0.00012766+0.0009534i,0.00057773+0.00023476i,0.0011924-0.00042691i,0.00043919-0.00046571i,0.00025766-0.00034037i,-0.00010571+0.00036421i,-0.00032034+0.00053791i,0.00023176+0.00017598i,-0.00015776+9.8327e-05i,-0.00085178+0.00030504i,-0.0011147-6.3846e-05i,-0.00080423-0.0003017i,-0.00063275+0.00021968i,-0.00036637+0.00074091i,0.00036516+0.00056158i,0.00029039+0.00013316i
3.4294e-05-0.00034305i,0.00025159-0.0016723i,0.0016033-0.0015884i,0.0018138-0.0013416i,0.00069779-0.0017018i,-0.00063014-0.00052689i,-0.00048271+0.00051751i,0.00032864+0.00020262i,0.0011776-0.00046431i,0.0014707-0.00057646i,0.0011256+0.00032462i,0.00089115+0.00095401i,0.00086866+0.00034102i,-4.3848e-05+0.00016302i,-0.00053973+0.00073234i,0.00033679+0.00042197i,0.00047183-0.00021395i,-0.00060966-0.0001766i,-0.00040355-0.0002071i,0.00014628-0.00021753i,0.00030046-5.1796e-05i,0.00054737+0.00010297i,0.00022867+0.00014116i
-0.0012164-5.1455e-06i,-0.00068714+0.0011165i,-0.0013176+0.0012618i,-0.0010002+0.00070226i,0.00024988+0.0010038i,0.00065384+0.0010397i,0.00080559+0.00053624i,0.0011251+0.00022024i,0.001286-0.00029505i,0.00036834-0.00031736i,0.00014771+0.00043887i,9.6755e-05+0.00043525i,-0.0003768-9.3829e-05i,-0.0002652+0.00026433i,5.0856e-05+9.7591e-05i,-5.8017e-05-0.00034222i,0.00013289+7.1493e-05i,0.00064116+0.00040036i,0.00033167+0.00036563i,0.00046744-0.00051002i,0.00020799-0.0013098i,-0.00032143-0.00053986i,-0.00011854+0.00023077i
-0.00023315-0.00065249i,-0.0014265-0.00054504i,-0.0016059-0.00070722i,-0.0010128-0.0001222i,-0.00052552+0.0013161i,0.00033698+0.001363i,0.0006362+0.00046562i,-1.8203e-05-0.000136i,-0.00026553-0.00094661i,-0.00075141-0.00065228i,-0.0016876-0.00024215i,-0.0013676-0.00026266i,-0.00045105-0.0004079i,0.00016158-0.0005676i,0.00029947-0.00040478i,0.00013086-0.00025527i,-0.00010388+0.00030691i,-0.0005387+0.00060392i,-6.5578e-05+0.00065238i,0.00076516+0.00033643i,0.00067029-0.00060514i,0.00051122-0.00084787i,0.00056685-0.00070687i
0.00061947-0.00044128i,0.0020164+0.00024324i,0.00063494-2.7919e-05i,3.4867e-05-0.00060472i,0.00055377+0.00023423i,0.00079312+0.00069092i,0.00090323+0.00062419i,0.00053147+0.0003015i,0.00043099-0.00053876i,0.00076304-0.0007661i,0.00017052-0.00051626i,-0.00012288-0.00020053i,0.0003651+0.00015057i,-0.00020412+0.00076618i,-0.000967+0.00036693i,-0.00073473-0.00024663i,0.00026558+0.00037799i,0.00090068+0.00073711i,0.00037422-9.8337e-05i,-0.00062826-0.0010494i,-0.00052501-0.00048281i,-0.00033299+0.00040996i,-0.00049399-0.00037103i
-0.0024284-0.00028045i,-0.003349-0.00027208i,-0.0038483-0.00027996i,-0.0038066-8.2357e-05i,-0.0030992+0.0010709i,-0.0013337+0.001317i,-0.00038087+0.00066902i,1.7099e-05+1.6845e-05i,0.00045824-0.0011525i,0.00071578-0.0015343i,-2.8504e-05-0.00054926i,-0.00041494-7.3445e-05i,-0.00063371+0.000302i,-0.0011526+0.00013192i,-0.00099578-9.3208e-06i,-0.00082605+0.00038529i,-0.00093567-8.0383e-06i,-4.8947e-05+0.00011951i,0.00058978+0.00054159i,0.00046654-0.00018367i,0.00041894-0.00051369i,0.00040471+0.00048071i,0.00025209+0.0011501i
-0.00048099-0.0011001i,-0.0011181+0.00019154i,-0.0017856+0.0012496i,-0.0022928+0.0018724i,-0.001863+0.0026269i,-0.00050818+0.002765i,-0.00015791+0.0011455i,0.00060862+4.498e-05i,0.0011537+0.00014226i,0.00048197+0.00011789i,-0.00022839-6.6465e-06i,-8.2958e-05+0.00047272i,0.00056688+0.00098843i,0.00045841+0.00065565i,0.00019062+0.000529i,-0.00020448+2.2808e-05i,5.8424e-05+0.00012156i,0.0011281+0.0011503i,0.0014033+0.00088273i,0.00096641-0.00039044i,0.00079044-0.00081807i,0.00053549-0.00048911i,8.6023e-05-0.00016709i
-3.4681e-05+0.00084682i,-0.0019668+0.00074188i,-0.0024128+0.0012557i,-0.001248+0.0017656i,-0.00041411+0.0017703i,0.00023038+0.001425i,-0.00032139+0.0009508i,0.00029964+0.00047976i,0.0016343-6.6058e-05i,0.00057768+0.0002538i,-0.00061931+0.00041829i,-0.0007071-0.0005103i,0.00030245-0.00063503i,0.00034371+0.00033175i,-0.00077151+0.00058398i,-0.00085255-0.00055261i,-5.9377e-05-0.00059524i,0.00056568+7.0636e-05i,0.0010069-2.9549e-05i,0.0011635-0.00069684i,0.00016784-0.00050322i,-0.0010559-4.8957e-05i,-0.00045398-0.00041405i
0.00014633+0.00070209i,0.0015434-0.00074574i,0.0029262-0.0016786i,0.0026766-0.0013953i,0.002053-0.0009864i,0.00092-0.00074882i,0.00037721-0.000271i,0.0012033-0.00015433i,0.0018586-0.00076614i,0.0013496-0.00073683i,0.00035415-6.135e-05i,0.00016612+0.00050389i,-9.867e-05+0.00045692i,-0.00098818+0.0008598i,-0.001472+0.0011937i,-0.00085191+0.00077513i,4.0538e-05+0.00065882i,0.00011372+0.00044408i,0.00020289-0.00010139i,0.00042309-0.00058157i,0.00012581-0.0012695i,0.00021584-0.00076339i,0.00039502-0.00036351i
-0.00031319+0.0015305i,-0.0007663+0.0018585i,-0.00047949+0.0014515i,-0.000553+0.0016178i,-0.00077733+0.0018928i,-0.00078632+0.00098179i,-0.00052142-0.00083244i,5.7025e-05-0.0014636i,0.0005099-0.0014023i,0.0010204-0.00092094i,0.00079998-0.00019626i,0.00046204+0.00019287i,0.00017641+0.0003389i,-0.00031604-0.00044542i,-0.00042605-0.0011183i,-0.00014257-0.00020914i,-0.00027474+0.00089176i,-0.00038932+0.00053216i,-0.00012816-0.00021891i,0.00061633+0.00018936i,0.00062655+0.00011476i,0.00047063-0.00046005i,2.6593e-05-0.00077866i
0.001153-0.0011758i,0.0005936-0.0019109i,0.00011869-0.001143i,0.0001121-0.0002555i,-6.7422e-05-0.00090142i,0.00010534-0.00073399i,0.00065122-3.4707e-05i,0.00058834+0.00036317i,0.0012895+1.8716e-07i,0.0018545-0.00078765i,0.00061227-0.00027821i,-3.6089e-05+0.00053651i,7.71e-05+0.0011654i,-0.00021316+0.0016738i,-0.00044099+0.00099523i,0.00017413+0.00039375i,0.00083672+0.00086962i,0.00074956+0.0013447i,0.00039864+0.00099308i,-0.00010192+0.00028409i,0.00011124-7.4104e-05i,0.00072386-0.00016901i,0.00069754+0.0002322i
-0.00088898+0.0013513i,-6.2667e-06+0.00085997i,0.00016693+0.0011903i,9.5654e-05+0.0021457i,0.0010287+0.0020807i,0.0019254+0.00097376i,0.0011371+0.00025377i,0.00068926-6.4495e-05i,0.0010489-1.8132e-05i,0.0014202-0.00014622i,0.00092486+0.00054595i,0.0001565+0.00082145i,0.00026379+0.00013436i,0.00021901-0.00024719i,4.6475e-05-0.00032078i,0.0004302-6.4154e-05i,-0.00034377+0.00027751i,-0.00044923+0.00045327i,0.00032889-0.00026002i,0.00077602-0.00078101i,0.00016793+2.8491e-05i,-5.5992e-05+0.0004901i,-2.8367e-05+0.0002493i
-0.00055985-0.00046135i,-0.0011243-0.0010717i,-0.00079941-0.0012816i,-0.00027478-0.00086005i,-0.00019938+0.00010312i,-0.00024147-0.00010812i,8.7743e-06-0.00025133i,5.7643e-05+9.6823e-05i,8.3777e-05-0.00042903i,0.00043148-0.00021925i,-0.00038444+0.00019282i,-0.00069954+0.0001077i,-0.00053584+0.00053464i,-0.00078517+0.00069515i,-0.0010115+0.00023687i,-7.9864e-05-0.0011676i,0.00085996-0.0011553i,0.00054423+3.7793e-05i,0.0002472+0.00020105i,0.00044195+6.2857e-05i,0.00064601-0.00032833i,0.00059071-0.00066911i,-0.00036634-0.00078952i
-7.6342e-05+0.00087273i,-0.00015517+0.0010314i,-0.0001586+0.00071047i,-0.00046368+0.00046416i,-0.0011102+0.00012625i,-0.0005426-0.00071951i,0.00036838-0.00097092i,0.00094761-0.00058917i,0.0012122-0.00074216i,0.00077278-0.0006461i,5.3842e-05-7.4507e-06i,3.7211e-05+0.00023759i,0.00061508-0.00048698i,0.00021074-0.00033636i,-0.00074174+0.00028337i,-0.00036104+0.00048753i,-0.0001281+0.0006166i,-0.00028822+0.00066335i,-0.00033531+0.00043406i,-3.9068e-05-0.00016006i,0.00057108-0.00063696i,0.00087293-0.00080105i,0.00073182-0.001138i
-0.00079225-0.00047012i,-0.00040979+0.00012491i,0.00013688+0.0010913i,2.7264e-05+0.0020179i,-0.00028007+0.0025157i,5.676e-05+0.001632i,-0.00011365+0.00066223i,9.9194e-05+0.00092088i,0.00075391+0.00038366i,0.00074992-0.00043725i,0.00075913-0.00025339i,0.00017819+0.00055224i,-0.00093867+0.00023446i,-0.0013646-2.863e-05i,-0.00099595+0.00028949i,-0.00078892+0.00010448i,-0.0011167-6.4293e-05i,-0.0010568+4.1413e-05i,-0.00083798+0.00025744i,-0.00047729+0.00065872i,0.00027286+0.00051931i,0.00058788-3.4998e-05i,0.00036902+5.0042e-05i
0.00025856-0.00079681i,-0.00045283-0.00025704i,-0.00073939+0.0004577i,0.00026487+0.00061297i,0.00081106+0.00081409i,0.00076639+0.0010087i,0.00073996+0.00089956i,0.0011668-1.9474e-05i,0.0010952-0.00075028i,0.00035226-0.00059025i,0.00014886-0.00061786i,0.00048521-0.00082266i,0.00083786-0.0005302i,0.00072844+0.00010778i,0.00059169+0.0005253i,0.00065345+0.00055273i,0.00060278+0.00030216i,0.00061488+0.00015337i,0.00058763+0.00061371i,0.00048002+0.00086105i,0.00022615-7.9591e-05i,0.0002781-0.0010721i,0.00050914-0.00076696i
-0.0011457+6.1199e-05i,-0.0023048+0.00034624i,-0.001831-7.1436e-05i,-0.0010279+8.2409e-05i,-0.00067415+0.0010176i,-0.00079118+0.00064618i,-0.00058216-7.1936e-05i,-2.6294e-05-0.00041321i,0.00044529-0.00099513i,0.00019583-0.00050389i,-0.00037193-0.0001526i,-0.00083371-0.00016569i,-0.00075678+0.00055704i,-0.00072413+0.00079296i,-0.00099105+0.00062551i,-0.0010498-6.085e-05i,-6.8753e-05+0.00063079i,0.0013557+0.0014179i,0.0012857+0.0004526i,0.00071215+0.00014322i,0.00072827+3.8386e-05i,0.00030941-0.00012864i,0.00024036-0.00044808i
0.00017003-7.8337e-05i,0.00063927+0.00044543i,0.0011964-4.4109e-05i,0.0015302-0.0011879i,0.0016396-0.00055464i,0.00080715+0.00085492i,0.00027581+0.0007227i,0.00044289+0.00053997i,0.00085789+0.0010507i,0.00091853+4.5062e-05i,-5.779e-05-0.0010189i,-0.00078085-0.00020524i,-0.00072144+0.00029196i,-0.00077968-0.00047176i,-0.00081833+9.8284e-05i,9.205e-05+0.00029854i,0.00063274+0.00015209i,0.00076394+0.00082668i,0.00024996+0.00052539i,-0.00030953+0.00011137i,-4.6126e-06-3.5603e-05i,0.0003449-0.00014236i,0.00015553-0.00091615i
-0.0015074+0.0021354i,-0.00092326+0.00069174i,0.00039895-0.00013389i,0.0013769+0.0010094i,0.0024502+0.0017206i,0.0018014+0.00044406i,3.7353e-05-0.00014544i,4.3894e-06+0.00076144i,0.00071265+0.00037526i,0.00097625-0.00023546i,-2.2472e-05-1.9552e-05i,-0.00083668+6.1751e-05i,-0.0014259-0.00013559i,-0.0013243-0.00012661i,-0.0010956+0.00049775i,-0.0003236+0.00043707i,0.00072196+0.00027368i,0.00095625+0.00049427i,0.00038856+0.00031914i,-0.00017202-4.0549e-05i,-0.00043057-0.00086357i,5.1915e-05-0.00072938i,0.00049313-0.00018934i
-0.00054334+0.0018705i,-0.0001744+0.0022058i,0.00022749+0.0021299i,0.0012565+0.0011427i,0.0020565+0.0010251i,0.00099949+0.00012423i,-0.00015132-0.0010037i,-0.00070441-0.00049493i,-0.00023278+1.1453e-05i,0.00057964-0.0003047i,-4.0515e-05-0.00023198i,-0.0007464+8.497e-05i,-0.00054535+6.3172e-05i,-0.00071933+9.7843e-07i,-0.0012163+0.00071922i,-0.00060498+0.00052961i,0.00066819-0.00023092i,0.001192-0.00068272i,0.0011267-0.00048431i,0.00093725-0.00055115i,0.00053107-0.00064248i,-0.0003257-0.00032691i,-0.00081504-0.00059553i
0.00011458+3.2093e-05i,-0.00047333-0.00094081i,-0.0013883-0.00080132i,-0.00013858-0.00034469i,0.0008823+0.00057874i,0.00057722+0.00081359i,0.0003893+0.00082605i,-0.00035409+0.0009896i,-0.00076214+0.00024636i,-0.00045943-0.00046847i,-0.00072462-0.00013713i,-0.0011007+7.9221e-05i,-0.00073494-0.00013008i,-0.00032599-0.00034869i,0.0003928+0.0001617i,0.00089969+0.00081954i,0.0013048+0.00081025i,0.0013256+0.00059396i,0.00057721-0.00023126i,-0.00032984-0.0010835i,-0.00098624-0.0013986i,-0.00074656-0.0014424i,-0.00025966-0.00080716i
0.00037276+0.00012917i,-0.00019062-0.00025903i,0.00071774-0.00094645i,0.00099738-0.00070521i,0.001173+0.00025405i,0.0001713+0.00054575i,-0.0010902-0.00058907i,-0.00014753-0.00092158i,0.00093431-0.00067944i,0.00056823-0.00036182i,0.00017679-9.9679e-05i,-0.00020686+0.00016159i,-0.00022948+0.0003826i,-0.00049604+0.00063043i,-0.00048062+0.0004164i,5.7638e-05-0.00013851i,0.0006538+0.00015687i,-0.00012947+0.00011723i,-0.00058024-1.312e-05i,-0.00023582+0.00014501i,-0.00050456+3.9565e-05i,1.4432e-06-0.00080333i,0.0002447-0.0007001i
-0.00027727+0.0016572i,0.00013936+0.00097641i,0.00084085+0.0011971i,0.0016354+0.0012944i,0.00085793+0.00036775i,-8.4597e-06-0.00042492i,0.00011535-0.00098938i,0.0003094-0.0012604i,0.00085521-0.0014046i,0.0014205-0.0013561i,0.0014238-0.001644i,0.00068455-0.000948i,-5.4937e-05+0.00056244i,-0.00047343+0.0014197i,-0.00054156+0.001417i,-0.00056055+0.0010271i,-0.00026403+0.00075969i,0.00026866+0.0003411i,0.00010942-0.00024422i,0.00047136-0.00066596i,0.00060166-0.00078714i,0.00025427-0.0005788i,0.00059304+0.00032374i
0.00061508+0.00097525i,0.0011391+0.00090189i,0.0018434+0.00097495i,0.0017343+0.00065025i,0.0013308+0.00038823i,0.00027445+0.0006222i,-0.00092871-5.7101e-05i,-0.00057807-4.4762e-05i,0.00040231+9.1662e-05i,0.00078037+0.00019124i,-0.00024986+0.00054599i,-0.0013093+0.00052675i,-0.0018032+0.00090429i,-0.0015354+0.00069032i,-0.001388+0.00043915i,-0.00054822+0.00088429i,0.00068075+0.00059236i,0.00078264-0.00014801i,0.00013449-0.00042888i,0.00035577-0.0002939i,0.00066603-0.00022117i,0.00082389-0.00050496i,0.00054387-0.00051083i
-0.00067408+0.00085451i,-0.0011971+0.0002352i,-0.00049296+0.00020024i,0.00011851+0.00064935i,-3.0057e-05+0.00060152i,-0.00028533+0.00023154i,0.0001492-9.1184e-05i,0.00059812-0.00014089i,0.0013704-0.00031891i,0.00083575-0.00038685i,0.0001216-0.00051929i,-0.00019497-0.0010543i,-0.00094199-0.00077567i,-0.00074839+0.00015628i,-0.00068642+0.00062034i,-0.00038755-5.4184e-05i,0.00016354-0.00054518i,0.00015634-0.00040489i,0.00042584+0.00039869i,-0.0001023+0.00064619i,-0.00028415+0.00018206i,7.3962e-05+0.00011904i,-2.4385e-05-0.00019533i
0.00023443+0.00092191i,0.00015646+0.0014032i,0.0015807+0.0014257i,0.0021606+0.00056228i,0.001906-0.00050623i,0.0016542-0.0011369i,0.00073773-0.0012505i,0.00013456-0.00079234i,0.00066837+0.00034954i,0.0011636+0.00018811i,0.00035637-0.0010113i,-0.00068971-0.0015733i,-0.0008211-0.00075689i,-0.00038732+0.00013152i,-0.00019676+0.00029475i,0.00018695+0.00031294i,0.00081336+0.000364i,0.00094402+0.00028767i,0.00011045-0.00026403i,-0.00064907-0.00061006i,-0.00065656-0.00020624i,-0.00049916+0.00020557i,0.00017035-0.00012746i
-0.00046116+0.0011429i,-0.0011827+0.00048198i,-0.0001064+0.00080333i,0.00036465+0.001438i,0.0012565+0.001346i,0.001235+0.0011426i,0.00073431+0.00064098i,0.00069964+0.00073072i,0.00063092+0.00033763i,0.00037078-0.00055723i,-1.3328e-05-0.00082561i,-0.00037911-0.00053117i,-0.00086462-6.2133e-05i,-0.00058179+0.00061704i,-0.00038912+0.0010626i,-0.00079173+0.00044238i,-0.00066081+0.0002323i,-0.00022212+0.0003784i,-1.9234e-05-0.00016029i,0.0003506-0.00090622i,0.00023038-0.00095183i,-6.292e-06-0.0010099i,0.00042761-0.0010209i
0.00095726+0.00060396i,0.00091053+3.0575e-06i,0.0010667-0.0005315i,0.00067238-0.00025499i,2.9177e-05+0.00063264i,-0.00048366+0.00059815i,2.7647e-05+6.4974e-05i,0.00081363+8.0287e-05i,0.0012286-0.00025969i,0.00092733-0.00069819i,0.00064412-0.00062492i,-7.4288e-05+0.00011154i,-0.00019787+0.00090258i,-1.5251e-06+0.0012506i,-0.00037512+0.001448i,-0.00023666+0.00093811i,-0.0003148+0.0011396i,-0.00028164+0.0010408i,-0.00014573+1.8963e-05i,0.00034013-0.00049575i,0.00062861-0.00062936i,0.00015161-0.00079479i,0.00014839-0.00052777i
-0.0025379+0.00022024i,-0.0023153+5.0175e-06i,-0.0016509+0.0011473i,-0.00040425+0.0028583i,0.00058883+0.0032065i,0.00015834+0.0013869i,-0.00041778+0.0002949i,-0.00032582+0.00047189i,0.00023451-5.9597e-05i,0.00012932-0.00079447i,-7.6375e-05-0.0010093i,-9.6296e-05-0.0013684i,-0.00053078-0.00081173i,-0.00048415+0.00036565i,-0.00033513+0.00032344i,-5.0436e-05-0.00025428i,0.0007545+6.6037e-05i,0.00071053-0.00023842i,0.00058189-0.00024958i,0.00033186+0.00016958i,0.00047292+0.00031149i,0.00040257-0.00013004i,-0.00048614-0.00043337i
-0.00068371+0.00096212i,-0.0005169+0.0014539i,0.00040326+0.0013378i,0.00041446+0.0013291i,-0.00025167+0.001722i,0.00069071+0.00095321i,0.0011115+0.00040871i,0.00013601-0.0001471i,0.0002687-3.3971e-05i,-4.6432e-05-0.00019242i,-0.00077236-0.00053738i,-0.0013009-6.1887e-05i,-0.0012994-0.00023328i,-0.00034546-0.00018512i,-0.00020354+0.0006167i,-0.00064623+0.00078358i,-0.00030614+0.00054549i,-0.00020518+0.00031531i,-0.00013665+0.00036129i,-0.00047513-0.00049554i,-0.00012217-0.00099407i,6.5937e-05-0.00042464i,-0.0011805-0.00042757i
-0.0008838-0.00090885i,-0.0015301-0.0011015i,-0.0026756-0.00039816i,-0.0017324+0.0011616i,0.00022839+0.0018378i,0.00044071+0.0014866i,-0.00050141+0.00081252i,-0.00024018+0.00038127i,0.00031356+0.0003918i,3.8888e-06+0.00055549i,-0.00084227+0.0003564i,-0.00033893+0.0001563i,0.00031264+0.00072677i,0.00030479+0.0010628i,-0.00035727+0.00012764i,-0.00082821-0.00025722i,-0.00077547+8.909e-05i,-0.00031667+0.00045978i,-0.00026734+0.00027157i,-0.00023675-4.951e-05i,-0.0003341+0.00042923i,-0.00091512+0.00048842i,-0.00082585+0.00011683i
