-0.001756+0.00059967i,-0.00062217-0.0011639i,-0.0015819-0.0011777i,-0.001931-0.0016225i,-0.0012571-0.00087424i,-0.00010525+0.00080258i,0.0011056+0.00035702i,0.0017349-0.00014698i,0.0014479+0.00044042i,0.0011878+7.9517e-05i,0.0012729-0.00069978i,0.0012142-0.00061717i,0.0010066-0.00015194i,0.00074278+0.00033934i,0.00053224+0.00047831i,0.00012538-1.5816e-06i,0.00028636-1.1502e-05i,0.00052909+0.00055168i,0.00075394+0.00081459i,0.0011311+0.00016245i,0.00085419-0.00062587i,0.00010719-0.00015406i,0.00026011+0.00021068i
0.00056048-0.0002242i,0.0020091-0.00088573i,0.0033099-0.0016751i,0.0028822-0.0023437i,0.0011404-0.0019167i,1.4952e-05-0.00055591i,0.00086711+0.00087932i,0.0012711+0.00076059i,0.00054591+0.00016302i,-7.6885e-06+0.00072729i,0.00036311+0.00088874i,0.00087407+0.0005029i,0.00049905+0.00047597i,0.00034102+0.00017206i,0.00036148+2.1771e-05i,0.00051711-0.00012147i,0.00067632-0.00039166i,0.00017802-7.8158e-05i,-0.00047618-9.0969e-05i,-0.00094421-0.00029679i,-0.00072113+0.00013702i,-0.00040357-0.00012005i,-0.00024633-0.00046633i
-0.00052678+0.00033352i,0.0014801-0.00057763i,0.0014648+0.00075938i,0.00044526+0.0017484i,0.00022388+0.0014759i,0.0013422+0.00095135i,0.0019286+0.00042577i,0.00082116+0.00034735i,-2.1684e-05+0.00068331i,-5.3398e-05+0.0011397i,-3.196e-06+0.0010014i,0.00013877+5.6562e-05i,7.3359e-05-0.00082i,0.00050257-0.0008385i,0.00064426+0.00015045i,0.00022541+0.0013643i,0.00026913+0.0012299i,0.00091081+0.00091711i,0.00073851+0.0011163i,-0.00019685-5.2546e-05i,-0.00073597-0.00027553i,-0.0005137+0.00044007i,9.3863e-05-8.4766e-05i
-0.00028034+6.6764e-05i,0.00050934+0.00011644i,0.0015781-0.0015851i,0.0021655-0.0023682i,0.0015618-0.00080483i,0.0012627+0.0010407i,0.0016377+0.0015218i,0.0010884+0.00030296i,0.0002809-0.00086897i,-8.1973e-05+2.3269e-05i,-0.00073077+0.0011601i,-0.00051866+0.00068387i,0.00028621-7.2523e-05i,9.3165e-05+1.5836e-05i,-0.00010691+5.4008e-06i,-0.00044676-0.0003397i,-0.00065204-0.00047424i,-0.00080809-0.00044083i,-0.00091037-0.00044093i,-0.00050878-0.00043324i,-0.00053276-0.00038855i,0.00020421-0.00030394i,0.0011615-0.0006415i
0.0011015-0.00054623i,0.0021715-0.0013111i,0.0042596-0.0018888i,0.0042825-0.0010234i,0.0015547+0.00073017i,0.0005378+0.0017628i,0.0015709+0.0019481i,0.0022263+0.00087844i,0.0015984-8.9884e-06i,0.00015986+0.00087675i,0.00012677+0.00072194i,0.0010467-0.000278i,0.0011847-0.0002141i,0.00077126+0.00061482i,-0.00011202+0.0010684i,-0.00030359+0.00084118i,0.00048487+0.00084028i,0.00054212+0.00037116i,0.00025183+0.0002792i,-5.0844e-05+0.00010611i,-0.00024588-0.0010701i,0.00025599-0.00050207i,0.00038148+5.2807e-05i
0.0015874-0.00019626i,0.0019759-0.00017842i,0.0032702-0.00058594i,0.0033037-0.0013187i,0.00161-0.0012464i,0.00056355+0.00017336i,0.0016757+0.0012995i,0.0017965+0.00092647i,0.00067418+0.00029074i,0.00072605+0.00038116i,0.00086668-3.9588e-05i,0.0012236-0.00012548i,0.00084329+0.00042732i,0.0003346+0.00095706i,0.00075024+0.00086502i,0.00080409+0.00061727i,-0.0003045-0.00032392i,-0.00068249-0.00092511i,-0.00028929-0.0005555i,-0.00026268-0.00029961i,0.00011804-0.00017137i,0.00018056-0.00053225i,-0.00063708-0.00083226i
0.0011174-0.00031953i,0.0028659-6.4508e-05i,0.0045799-4.6113e-05i,0.0037303-0.0003552i,0.0013738+0.00012373i,0.0003593+0.0018399i,0.0012473+0.0028425i,0.0021354+0.0018682i,0.0022583+0.00068834i,0.0021827+0.00023678i,0.0016168+0.00041134i,0.0010001+0.00092819i,0.00078348+0.00099442i,0.00013105+0.00020936i,-0.00020845-0.000304i,-0.00013095-0.00021958i,0.00024856-0.00020984i,0.00052669+0.00011239i,0.00037913+8.2789e-05i,0.00042994-0.00039242i,0.0006958-0.00024386i,0.0010158+0.00027077i,0.00076909+9.8617e-05i
0.0015544+0.00095475i,0.0018852+0.00060764i,0.0025184-0.00054762i,0.0021303-0.0016248i,0.00051515-0.0012834i,0.00041954-9.7774e-05i,0.0012846+0.0010106i,0.0015928+0.00085784i,0.0015607+5.1835e-05i,0.0013414-0.00059643i,0.00032969-0.00013746i,-0.00020107+0.00082412i,0.00059065+0.00075539i,0.0010774+0.00057147i,0.00044924+0.00079316i,4.8946e-05+0.00027584i,-0.00062953-8.8797e-05i,-0.0013612+0.00012548i,-0.00011259+0.00045387i,0.00091026+0.00058341i,0.00066758+9.1636e-05i,0.0006086-0.00039817i,8.3544e-05-0.0008593i
0.00082771+0.00068958i,0.0015787+0.00069638i,0.0024182+0.00075064i,0.0021798+0.00034275i,0.0021607-0.00063875i,0.0015228+0.00030525i,0.0015568+0.0008737i,0.0017101+0.00050166i,0.00050182+0.00061598i,-6.5857e-05+0.00081714i,-0.00029071+0.00038239i,-0.00038209-0.00017339i,-0.00055327+0.00023252i,-0.00081816+0.0004301i,-0.00065884+0.00013166i,-0.00032869+0.00013625i,-0.00026391+0.00056588i,-0.00010041+0.0010466i,0.00018154+0.00047422i,0.00091184-0.00037623i,0.000815-0.00050046i,-2.6108e-05-0.00081684i,-0.00051217-0.0010951i
9.8809e-05-0.00078991i,0.00060947-0.002002i,0.0014006-0.0028981i,0.0010971-0.0023952i,0.00021393-0.0013881i,-1.7248e-05-3.333e-05i,0.00063901+0.0006061i,0.0012557+0.00012027i,0.00085834-0.00011397i,0.00085532-8.4235e-05i,0.00098504-6.5099e-05i,0.0013469+2.5117e-05i,0.0019536-0.00015973i,0.0011554+0.00023353i,-0.00011437+0.001105i,-0.00029933+0.00074872i,-0.00083389+0.00044219i,-0.0014743+0.0007175i,-0.0014354+0.00067101i,-0.0003563+4.3185e-05i,0.0002915-0.00066179i,-0.00022538-0.00071678i,-0.00066181-0.00036916i
0.00019445-0.00030156i,0.0016041-0.00081198i,0.0019028-0.00076609i,0.0014562+2.7091e-05i,0.0010746+0.00080389i,0.0013446+0.00025467i,0.0012944-0.00021642i,0.00048619-0.00031339i,-0.00062354+0.0002892i,-0.00026018+0.0010808i,0.0012767+0.00052887i,0.00071174-0.00019616i,-7.3414e-05+0.00025119i,0.00052557+0.00067113i,0.00042961+0.00046522i,0.00024712-8.1321e-05i,0.00062452-0.00025147i,0.0006324-0.00011963i,0.00015367-0.00038827i,-0.00071296-0.00018136i,-0.0010977-0.00038002i,-0.00082726-4.7116e-05i,-0.0001425+0.00025585i
7.6585e-05-0.00020156i,0.00091669-0.00056144i,0.0023053-0.00096182i,0.0019203-0.0012244i,0.0012637-0.00067561i,0.0020285-0.00011731i,0.0019043-6.3155e-05i,0.0012782+0.00020798i,0.00058314+0.00053725i,-9.9173e-05+0.00033263i,-0.00015382+0.0004408i,-0.00032964+0.00055293i,-0.00013892-0.00010576i,-0.0001284-0.00061178i,-0.00048256-0.00034338i,1.8155e-05-3.7849e-05i,0.0003146+0.00054407i,-0.00051991+0.00067364i,-0.00031721+0.00010739i,0.00026776+4.7789e-05i,-0.0001231-0.00091516i,-0.00013412-0.001458i,8.704e-05-0.00054768i
0.0021063-0.00054099i,0.0021952-0.0010134i,0.0016608-0.0025886i,0.0012714-0.0027304i,0.00031083-0.00059588i,-2.5205e-05+0.00052027i,0.0009575+0.00047237i,0.001371-5.7694e-05i,0.00077135-0.00037931i,0.00026319-0.00015498i,0.00036354+0.00011564i,0.00027536+5.2581e-05i,0.00015176+0.00030492i,-0.0001259+6.3924e-05i,0.00012285-0.00041301i,0.00055778-0.00066056i,0.00031203+8.8979e-05i,0.00039334+0.00024509i,0.00049898-0.00016925i,0.00049342-0.00040672i,0.00020186-0.00032936i,-0.00032149-0.0004329i,-0.00030542-0.0010614i
0.00071732+0.00025323i,0.0022777+0.00063364i,0.0027558-0.00028005i,0.0018997-0.00083315i,8.4595e-05-0.00065445i,2.3761e-05+0.00056819i,0.00084145+0.0013994i,0.0013683+0.00089406i,0.001338-0.00027991i,0.00059034-0.00077964i,0.00059489-0.00031207i,0.0011487+0.00015307i,0.0010839+0.00013625i,0.00081313-5.3293e-05i,0.0002287+0.00045808i,0.00025014+0.0010836i,-9.6489e-05+0.00087879i,-0.00066963+0.0003742i,-0.00021861+0.00039107i,0.00070764+0.0006888i,0.00028076+0.00025215i,-0.00059819-0.00036472i,-0.00046882+3.4199e-05i
-0.00080049+0.00078082i,0.0001728-0.00028606i,0.0016637-0.00091904i,0.0018293-0.0019356i,0.0013093-0.0014741i,0.0014992+0.00040258i,0.0016738+0.00096463i,0.0011203+0.00020226i,0.0002839+5.7333e-05i,0.00070452+0.00041853i,0.0011385+0.00027735i,0.00095806-0.00010539i,0.00067247+0.00031991i,9.7568e-05+0.00011048i,6.6106e-05-6.6434e-05i,3.1657e-05-2.5279e-06i,0.0002174-9.2399e-05i,0.00040321-0.0006493i,0.00014714-0.00047444i,-0.00012578+0.00011543i,-0.0003259-3.4284e-07i,-0.00011894-0.00010553i,-0.00011891-0.00043095i
0.00044536-0.0013245i,0.00072284-0.00063343i,0.00095279+0.00011925i,0.0013666-7.7102e-05i,0.00046478-3.9644e-05i,0.00068335+0.00034971i,0.0015536+0.00033903i,0.0012546-0.00053926i,0.00057809-0.00045772i,0.00046682-0.00028907i,0.00080403-0.00038403i,0.00091751-0.00043619i,0.00056+0.00059699i,-3.1802e-05+0.00064659i,-7.3378e-05-0.00031726i,0.00051555-0.0001431i,0.00052157+0.00027199i,0.0006235+0.00039504i,0.00015309-0.00035169i,9.1048e-05-0.00062434i,0.00027937-0.00036278i,-0.00012309-0.00052311i,-0.00020258-0.00016934i
-0.00050727-0.0010357i,0.0015228-0.00096276i,0.0023653-0.0010088i,0.0025263-0.0013348i,0.0026354+0.00023678i,0.0018635+0.00097021i,0.0014156-5.0633e-05i,0.0010883-4.9663e-05i,0.00072632-5.872e-05i,0.00038683+0.00047106i,-0.00022182+0.00046421i,-0.00012077-0.00042773i,0.00025409-0.0010723i,0.00043668-0.001411i,0.00031262-0.00079362i,0.00036312-0.00015117i,0.00076542-6.1153e-05i,0.00041069+0.00032342i,-0.00041209-6.1059e-05i,-0.0001923-0.00043173i,0.00029956+0.00036147i,-0.00022613+0.00081788i,0.00019566-0.00015264i
-0.0010504-0.00080649i,0.00049876-0.00086771i,0.0012536-0.0011233i,0.001766-0.00091763i,0.0012295-2.7232e-05i,0.0010504+0.0013942i,0.0014858+0.0015561i,0.000657+0.00028213i,-0.00023809-0.00017756i,-0.00043736+0.00084217i,0.00048626+0.00096572i,0.0011415+0.00041781i,0.00053573+0.00035553i,-0.00019922-1.1575e-05i,-8.1059e-05+0.0002766i,0.00056925+0.00036891i,-5.7989e-05-0.0002925i,-0.00063201-0.00025955i,-0.000495-0.0002828i,-0.00014347+0.00014456i,-0.00014778+1.0389e-05i,-0.00052557-0.00095417i,-0.0006447-0.0003843i
0.00019401-0.00056564i,0.0018387-0.0010784i,0.0025076-0.0013582i,0.0020177-0.0013857i,0.00090737-0.00018741i,0.0012454+0.00068999i,0.0019684+0.00021371i,0.0017881+0.00040277i,0.0010638+0.001025i,0.0013474+0.00088928i,0.0014136+0.00087545i,0.00098128+0.00090149i,0.00064908+0.00047558i,0.00071536-0.00032319i,0.00098046+2.2993e-06i,0.00094935+7.9077e-05i,0.00088691-0.00012492i,0.00081958-0.00026248i,0.00037225-0.00062832i,0.00069648-0.00057607i,0.0015734-0.00021635i,0.0013733-0.00049894i,0.00064691-0.00033529i
-0.0010602+0.00074663i,-1.4926e-05+0.00076947i,0.0010653+0.0017464i,0.0014349+0.0021653i,0.0008323+0.0014686i,0.00082197+0.0003302i,0.0011867-6.084e-05i,0.001112-0.00057099i,0.00058158-0.0012022i,0.00047823-3.0275e-05i,0.00070522+0.00084904i,0.00063951+8.2391e-05i,0.000562-0.00045096i,0.0002302-0.00068147i,0.00054185-0.00039253i,0.00086553-0.00038339i,0.00062329-0.00072725i,0.00076047-0.00053773i,6.4484e-06+0.00012691i,-0.00090728+0.0003804i,-0.00033179-0.00069627i,0.00015891-0.00095687i,0.00016503-0.00047721i
-0.00057733-7.9645e-05i,0.0011447-0.00060754i,0.0027063-0.0011159i,0.0036708-0.0014436i,0.0029512-0.00027187i,0.0017713+0.0010733i,0.0013335+0.0010488i,0.0014758+0.00053927i,0.00049625+0.00093793i,-0.00049548+0.0016686i,0.00013454+0.0011852i,0.00096638-3.2263e-05i,0.0010232+0.00014938i,0.00050477+0.00014653i,0.00011008-4.8964e-05i,-0.00037868-3.6229e-05i,-0.00087358-6.0168e-05i,-0.00058279+0.00032887i,-0.00040948+0.00042833i,1.5001e-05+1.3649e-05i,-0.00039244-0.00086i,-0.00086244-0.00068541i,4.9206e-05+9.0776e-05i
0.0007123-0.00032875i,0.0025471-2.9465e-06i,0.0039371-0.00070083i,0.0033356-0.00093173i,0.0014622-0.00017406i,0.0021326+0.0010968i,0.0030822+0.00086822i,0.0025019-5.2898e-05i,0.0010921-0.00024863i,0.00019855+0.00023597i,0.00075392+0.00033833i,0.00063114+0.00018433i,0.00035982-0.00048866i,0.00042408-0.0010304i,-1.3732e-05-0.00059002i,0.00044816+0.00018318i,8.8878e-05+0.00043315i,-0.0004542-0.00047195i,-0.00032628-0.00044309i,-0.00034668+0.00021802i,-0.00032949-6.323e-06i,-5.088e-05-1.1376e-06i,-6.0724e-05+0.00059103i
-0.00044231+0.0010105i,0.0012468+0.0013748i,0.0025358-0.00024728i,0.0026816-0.0018831i,0.0014988-0.0012307i,0.0011762+0.0010221i,0.0020739+0.0019644i,0.0016885+0.00123i,0.0008277+0.00066331i,0.00091747+0.00051528i,0.00075707+0.0011061i,0.00085773+0.0013103i,0.00032775+0.0011954i,-0.00021964+0.00091738i,-0.00042413+0.00039907i,-0.00089932-0.00033803i,-0.00091004-0.00047411i,-0.00023943-0.0005283i,0.0007889-0.0010701i,0.0008715-0.0010369i,-0.00011598-0.00022643i,-0.00048976-0.00037501i,-2.8394e-05-0.0006371i
-0.00075719+0.00062789i,0.00072854-0.00033954i,0.0015859-0.00066102i,0.0012014-0.0006271i,0.00095917-0.0010271i,0.0013351-0.00049873i,0.0023123+0.00051268i,0.0022793+0.00065606i,0.00084034+0.00086204i,0.00051171+0.0013087i,0.0013135+0.00050167i,0.0017006-4.8661e-05i,0.0011051+0.00057343i,0.0002963+0.00080105i,0.00043063+0.00056704i,0.00057069-0.00039172i,-0.00020225-0.0012607i,-0.00060972-0.00084861i,-0.00054828-0.00069128i,-0.00056001-0.0008915i,-0.00013819-0.00057107i,0.00070805+5.8615e-05i,-1.48e-06+0.00036357i
-0.00030305-0.00079883i,0.00053601-0.0021055i,0.0012592-0.0021772i,0.00072921-0.0016639i,-4.7796e-06-0.0010134i,6.1204e-05+0.00057964i,0.001043+0.0013488i,0.0010526+0.00032755i,-0.00017155-0.00030504i,-1.2377e-05-0.00021531i,0.00089926-0.00013786i,0.0012213-9.3018e-05i,0.00081493-0.00027126i,0.00033339+0.00060343i,0.00023839+0.0010279i,0.00061819+0.00086438i,0.00099353+0.00080819i,0.00057904+0.00070001i,5.1099e-06+0.00026555i,0.00016495-0.00013581i,9.5164e-05+0.00018841i,-0.00065416+0.00084542i,-0.0011219+0.00063246i
0.0018157-0.00017477i,0.0032664-0.0012271i,0.0039539-0.0022633i,0.0024832-0.001445i,0.00069646+7.327e-06i,0.00040456+0.001434i,0.0013077+0.0021448i,0.0012326+0.0010589i,0.00021788-0.00035716i,-0.00026835-5.1094e-05i,-0.00032286+0.0006542i,0.00036981+0.00046897i,0.00074226-2.3269e-05i,0.00048237-0.00038805i,0.00029685-0.00034916i,-0.00012723-0.00084057i,-0.00027032-0.00041839i,-0.00063562+0.00044144i,-0.00035337+0.00023392i,-0.00029964+1.6499e-05i,-0.00076486-0.00032384i,-0.00087068-0.00017774i,-0.0011485+8.5091e-05i
0.00055715+0.00038908i,0.0018988+0.00032511i,0.0032181-0.00029629i,0.0024315-0.0011875i,0.00025836-0.0010046i,-0.00058605-0.00014982i,0.0002857+0.0010384i,0.00043452+0.0011966i,0.00050695+0.00030796i,0.00037999+0.00019385i,0.00034354+0.0003933i,0.00082609+0.00044876i,0.00051686+9.0902e-05i,0.00010803-0.00045676i,1.2495e-05+5.5903e-05i,2.7702e-05+0.00064266i,-0.00018636+0.00014511i,-0.00090695-0.00053328i,-0.00060269-0.00068607i,0.00021219-0.0005816i,0.00023844-0.00069294i,0.00060924+6.5987e-05i,0.00042707+0.00056503i
0.0010198-0.00050395i,0.0019349-0.00029447i,0.0028218-0.00042976i,0.0021939-0.0014774i,0.0013182-0.0013453i,0.0011226-0.00025415i,0.0011797+0.00063145i,0.0014527+0.00077457i,0.001439+0.00012077i,0.00074033+0.00043894i,-0.00022554+0.001094i,-0.0003174+0.0011088i,-0.0001383+0.00017561i,0.00013767-0.00045408i,0.00053453-0.00011737i,-1.3808e-05+3.9853e-05i,-0.00046766+0.0001926i,-0.00091278-4.2856e-05i,-0.00040282-0.00031164i,0.00062015-0.00021107i,0.00057026-0.00055672i,-3.4405e-05-0.00017439i,-0.00040376+0.00035226i
0.00069979-0.0011953i,0.0016665-0.00084746i,0.0022199-0.0014567i,0.001922-0.0018955i,0.00034152-0.00083566i,-8.31e-05+0.00074239i,0.0007878+0.00099078i,0.0013636+6.2264e-05i,0.00049152-0.00050792i,0.00012523-0.00028288i,0.00048183-0.00041608i,0.0011202-0.00023608i,0.0013473+0.00027507i,0.00057379+0.00024302i,9.0215e-05-7.9647e-05i,-0.00049495+5.3716e-05i,-0.00039345+0.00049826i,0.00039503+0.0002633i,0.00020363-0.0002705i,-0.00040586-0.00011555i,-0.00062109-0.00013521i,-0.00038018-0.00015622i,-0.00026717+0.00020571i
-0.00093862+0.00078981i,0.00047836+4.1119e-05i,0.0029595+8.5366e-05i,0.0033674-0.00013742i,0.0014912-0.00057042i,0.0009535-0.00051767i,0.0019773+4.332e-05i,0.0014421+0.00032848i,0.00031956+2.8024e-06i,0.00033147-0.00036057i,0.00042323-0.00076339i,0.00013179-0.00063163i,9.9109e-05-0.00039088i,-0.00020157-6.5577e-05i,-9.9296e-05-0.00012094i,0.00068421-0.00077211i,0.0010139-0.00092584i,0.0003204-0.00053568i,4.6698e-05-0.00047309i,0.00031706-0.00039895i,-0.00021616-0.00064936i,0.00017699-0.00011544i,0.00046606+0.00037933i
0.00016994+0.00033903i,0.0010086-0.00069817i,0.0019427-0.00078236i,0.002463-0.00018274i,0.0012529+0.00072447i,0.00053889+0.0013262i,0.0010238+0.00095246i,0.00072575+0.0005525i,0.00019415+0.00051526i,0.00020628+0.00069826i,0.00040801+0.0011688i,0.00025535+0.0013091i,0.00017848+0.00067983i,-0.00031251-3.529e-05i,-0.00075418-0.00024464i,-0.00061125+0.00031704i,1.3217e-06+0.0013775i,0.00048986+0.0012906i,0.0003967+0.00019406i,6.6798e-05-0.000271i,0.00066933-4.0346e-05i,0.00084801+0.00024674i,0.00055799+0.0003032i
-6.3269e-05+0.00098038i,0.00098883+0.0014024i,0.0028328+0.00082012i,0.0030584+0.00018874i,0.0018377+0.00010956i,0.0011576+0.00022693i,0.0012934+0.00088048i,0.001498+0.0010424i,0.00071964+0.0017498i,0.00011657+0.0023258i,0.00028117+0.0011986i,4.6943e-05+0.00020664i,-9.5104e-05+0.00022345i,0.00042723+0.00033237i,0.00075881+0.00013219i,-1.9988e-05+0.00020014i,-0.00023576+3.1892e-05i,0.0001189+0.00058289i,0.00010695+0.00076777i,3.2003e-05+0.00034088i,-0.00019135+0.0006782i,7.4394e-05+0.000196i,0.00079696-0.00013893i
0.00030571+0.00073339i,0.00071019+7.7788e-05i,0.0021245-0.00029732i,0.0017323-0.0011934i,0.00067575-0.0014297i,0.00057945-0.00027717i,0.0010966+0.00040167i,0.001342+0.00049753i,0.0011278+0.00079695i,0.0012289+0.00048676i,0.0017423+0.00013519i,0.002126+0.00017381i,0.00097968+8.4725e-05i,-7.2787e-05-0.0001636i,-0.00061997+0.00038128i,-0.00075587+0.0005296i,-0.0002552+0.00016934i,-0.00037041+7.8617e-05i,-0.00043477-0.00027193i,-5.462e-05-0.00027265i,0.00041011+0.00042155i,3.3223e-05+0.00041198i,0.00011777+0.00028475i
0.0010841+0.0025182i,0.0026803+0.00021236i,0.0042944-0.00059512i,0.003697-0.00026979i,0.0018512+0.00026226i,0.0011707+0.0010524i,0.0017988+0.0010452i,0.0018081+0.00092987i,0.0012862+0.00041428i,0.00087967+8.3377e-05i,0.00092937+2.0755e-05i,0.001096+0.00023452i,-3.3376e-05+0.00069295i,-0.001134+0.0008355i,-0.00084379+0.00055968i,-0.00047908+0.00064699i,-7.3447e-07+0.00060457i,0.00054715+0.00037262i,0.00023841+0.00084659i,6.0897e-05+0.0011442i,-0.0003363+0.00055578i,-0.00013345-0.00056464i,2.1212e-06-0.00075354i
0.00094257+0.00053645i,0.0019845+0.00058689i,0.0032186-0.00037493i,0.0033966-0.0014907i,0.0015893-0.0011251i,0.00056648+9.4368e-05i,0.0012259+0.00061831i,0.0012775-7.0823e-05i,0.00057347-0.00033607i,0.00055799+0.00024408i,0.0003402+0.00049452i,2.2428e-05+0.00034251i,-0.00013006+0.00082447i,6.6196e-05+0.00085962i,0.00090679+0.00024969i,0.0012085-0.0001617i,0.00079609+4.9069e-05i,0.00018-1.272e-05i,0.00050437-0.000277i,0.00064884-0.00050253i,0.00041112-0.00058401i,0.00062743+4.9946e-05i,0.00067317+0.00018772i
0.00041742+0.00022989i,0.00097208-0.0013667i,0.0015228-0.0023288i,0.0014774-0.0023012i,0.0014083-0.0010837i,0.0014574+0.0013318i,0.0011942+0.002366i,0.0008066+0.0013787i,-2.3274e-05+0.00086186i,-0.00030356+0.00039836i,-7.1351e-05+1.6427e-05i,0.00060314-0.00011844i,0.0013728+3.3087e-05i,0.00054857+0.00027046i,-0.00051791+0.00071913i,-0.00039752+0.00059207i,-0.000245-0.0002245i,-0.00049546+0.00017092i,-0.00010688+0.00087716i,0.00048331+0.0012751i,0.00040575+0.001027i,0.00051462+0.00047193i,0.00016779-3.1565e-05i
0.00069677+0.0002133i,0.0021877-0.00060194i,0.0028486-0.00050928i,0.0027699-0.0004401i,0.0018117+0.00040071i,0.0020946+0.0018025i,0.0019496+0.001557i,0.0010977+0.00075762i,0.00031832+0.00079645i,0.00035399+0.0010993i,0.0010807+0.00091485i,0.00067297+0.00014258i,0.00048498-0.00026305i,0.00073284-0.00020589i,7.1388e-05-0.00035481i,-0.00031571-0.00062524i,-2.0825e-05-0.00054038i,0.00027151+1.3941e-05i,-0.00013101+0.00032928i,-0.00016111-0.0004175i,0.0004451-0.0010192i,0.00018988-0.00035611i,4.7769e-06+0.00037167i
0.0006954+0.00096504i,0.0016855+0.00084279i,0.0025442+0.00046793i,0.0022294+0.00024647i,0.0015859-0.000103i,0.0017517+0.00023841i,0.0023635+0.00084763i,0.0012513+0.0012255i,4.2776e-05+0.00087129i,-0.00011151+0.00051191i,-0.00016035+0.00088947i,-0.00032924+0.0009034i,0.00037199+0.00036505i,0.00068405-7.7776e-05i,-0.00029555-0.00013437i,-0.00013265-0.00018306i,0.00027698-0.00039821i,-4.1927e-05-0.00069744i,-0.00025215-0.00015955i,-0.00015951+0.00010938i,0.00021157-2.5901e-05i,0.00011882+0.00030419i,-2.9725e-05-0.00017975i
-0.0010711-0.0001464i,-0.00030251-0.0012183i,0.0019282-0.0016147i,0.001663-0.0014654i,0.00062206-0.00029061i,0.00034274+0.00068439i,0.00059708+0.00074798i,0.0008567+0.00028874i,0.0011428+0.00031076i,0.00058948+0.00011911i,0.00018353-0.00056342i,0.0007325-0.00050937i,0.0010353+0.00062509i,0.0008446+0.001458i,0.00059182+0.0010409i,0.00049843+0.00053672i,-0.00014209-8.3094e-06i,-0.00028381+7.1436e-05i,9.1679e-05+0.00046997i,0.00043299+0.00023935i,0.00090337+8.0388e-05i,0.00065396-0.00027883i,-0.00030332-0.00064438i
0.0014286-0.0011876i,0.0038685-0.0012978i,0.0046966-0.0015688i,0.00358-0.0013481i,0.0015833+9.1881e-05i,0.00074001+0.0012298i,0.001335+0.0010014i,0.0016831+0.0002298i,0.00082781-0.00077957i,0.000221-0.00099936i,0.00028313-9.2564e-05i,0.00029532+0.00014565i,-4.9138e-05-0.00040075i,2.441e-05-0.00053844i,6.4643e-05-7.5917e-05i,-0.00015973+0.00080407i,-0.00030288+0.0012975i,0.0001135+0.0010274i,0.00067464-0.0001449i,0.00025744-0.00048083i,0.00031544+0.00024031i,0.00097822+0.00038807i,0.0009674+0.00010607i
-0.00026834+0.00025949i,0.0013305+0.0010004i,0.0026951+0.00067657i,0.0028955-0.0004544i,0.001224-0.0009747i,-2.4925e-05+0.00072611i,0.00075264+0.0010532i,0.0012396+0.00028116i,0.0009198-4.648e-05i,0.00075405-1.575e-05i,0.00063826+3.1817e-05i,0.00092381+0.00030647i,0.00041031+0.0008943i,-0.00019983+0.00023522i,0.00016848+8.0351e-05i,0.0012278+0.00017751i,0.001215+0.00052071i,7.6688e-05+0.000344i,-6.2547e-05+0.00052529i,0.00019129+0.0006322i,0.00017376+0.00014467i,0.00039608+0.00063116i,0.00061659+0.00058618i
-0.00075874-0.00024731i,0.0006768-0.00061453i,0.002957-0.00053965i,0.0033462-0.0010433i,0.0022621-0.00049771i,0.0016545+0.00054876i,0.0018175+0.00032742i,0.0014823-0.00048742i,0.0006579-0.00057692i,0.000636+0.00020132i,0.0010488+8.5066e-05i,0.00075764-0.00058326i,0.0005029-0.00026221i,-3.0323e-05+0.00057529i,-0.00068617+0.00028193i,-6.7596e-05-0.00057672i,0.00063597-0.00038753i,0.00011109-0.00042619i,-0.00012325-0.0010051i,-0.00036579-0.00091359i,-0.00068922-0.00056032i,0.00013535-0.00039562i,0.00030708-0.00012293i
0.0011882+0.00097615i,0.0015389+0.00015922i,0.002301+0.00010034i,0.0022745-0.0001063i,0.0014682-0.00050826i,0.0014223-0.00021413i,0.0015244+0.0004079i,0.0007092+0.00043512i,-1.7142e-05+0.00063968i,0.00035751+0.00081242i,0.0011699+0.00084726i,0.0011314+0.00017816i,0.0001757-0.00015322i,0.0003906-0.00025005i,0.0011631-0.00028697i,0.0010585-0.0001572i,0.00088958-0.00040381i,0.0008791+0.00012624i,0.00062445+0.00080678i,0.00028875+0.00069968i,0.00010529+0.00079228i,-0.00025524+0.00043826i,0.00020715-7.1975e-05i
0.00024067+0.00088022i,0.00066455-8.0516e-05i,0.0015477-0.00094404i,0.0027289-0.00089584i,0.0020154+6.4935e-05i,0.00060657+0.0011913i,0.0006903+0.0013821i,0.0013027+0.00082685i,0.0011562+0.00022957i,0.00069227+0.00044007i,0.00057907+0.00050489i,0.0009382+0.00028465i,0.0010436+0.0001789i,0.00085569+0.00026163i,0.00046986+0.00096259i,0.00017797+0.00061315i,0.00021076-0.00012239i,-1.9649e-05-0.00012434i,0.00069605+0.00057216i,0.00084522+4.2999e-05i,-0.00045843-0.00060957i,-0.0010961-0.00044314i,-0.0008461+7.243e-06i
