0.002117+0.00045403i,0.003096-0.0012332i,0.0013688-0.0031609i,-0.00077808-0.0029082i,-0.0018645-0.000743i,-0.0032484+0.0018794i,-0.0025025+0.0024387i,-0.00054123+0.0014765i,0.0003932+0.00021741i,0.0013465-0.00091946i,0.0018068-0.00061779i,0.00086211-0.00018558i,-0.00066793+0.00010391i,-0.00080491+0.00042689i,-9.5238e-05+5.2141e-05i,-0.00016333-0.00013343i,-0.00070314-0.0003439i,-0.00069564-0.00051465i,-0.0007239-0.00035398i,-0.001669-0.00032528i,-0.0017657-0.00057146i,-0.00043787-0.00040221i,0.00053146+0.00044843i
0.00098812+0.00087333i,0.00082902+0.00055513i,0.0007099+0.00024781i,0.00012819-0.00026643i,2.8755e-05-0.0010011i,0.00017128-0.0011858i,-0.00043114+8.1664e-05i,-0.00075446+0.00091765i,0.00011377+1.0494e-05i,0.00097768-0.00046109i,0.00066786-0.00027929i,-0.00025005-0.00023088i,-0.0011342-0.00017262i,-0.0010987+0.00073527i,-0.00011266+0.0017308i,-0.0003964+0.0018732i,-0.00079099+0.0008033i,-0.00018683-0.00019255i,-2.9312e-05-0.00054536i,-0.0001318-0.00029466i,0.00023287+0.00019762i,0.00059826+0.00024222i,8.6348e-05+0.00033802i
-0.00017249+0.0010821i,-0.00015844+0.00073728i,1.5448e-05-0.00024484i,0.0002155-8.9142e-05i,-0.00023214-0.00019824i,-0.0002592-0.00046142i,7.0618e-05-0.00031957i,0.00013221-0.00025964i,-0.00017544+4.958e-05i,-0.00013029+4.6044e-06i,-0.00013614+0.00016964i,-0.00013446+0.00039011i,0.00015963+0.00028512i,0.00028236+0.00023696i,0.00064653+6.1608e-05i,0.001196+0.00042916i,0.0012689+0.00048176i,0.00077652+0.00034549i,9.1291e-05-0.0001382i,-0.00059889-0.00069618i,-0.00070992-0.00043948i,-0.00045548-0.0001279i,-0.00029915-0.00053463i
0.0013415-0.0015327i,0.00018143-0.0012682i,-0.00075232-0.0011385i,-0.0015235-0.00079913i,-0.00090693+0.00041829i,-0.00023466+0.00066404i,-0.00044866+6.3884e-05i,-0.00039975-0.00064581i,-6.4904e-05-0.00037729i,-5.2738e-05+0.00025943i,-0.00030409+0.00023698i,-0.00071887+4.505e-05i,-0.00075778-0.00068362i,-8.7418e-05-0.0011592i,0.00049297-0.0014137i,0.00030254-0.0010985i,0.00032188-0.00056111i,0.00050189-0.00039775i,-0.00015645-0.00056374i,-0.00063171-0.00080773i,-0.00058078-0.00057602i,0.00036839-0.0006588i,0.0010306-0.00074148i
-0.00055159+0.0016317i,-0.00032951+0.0024331i,-0.00079308+0.0022832i,-0.00067562+0.0013384i,-0.00060646+0.0012481i,-0.00017269+0.001538i,-8.7995e-05+0.00073484i,-2.4982e-05+0.00043254i,0.00019471+0.00030723i,0.00024708+0.00086036i,-0.00026508+0.001348i,-0.00014502+0.00086622i,8.7534e-05-0.00012132i,-0.00068758-0.00097395i,-0.00052427-0.0012332i,0.00053539-0.00071013i,0.000658-0.00040135i,-0.00017189-0.00033983i,-0.00028027-0.000265i,0.00062355-0.00034828i,0.00099591+0.00021561i,0.00051587+0.00077117i,0.00020545+0.00023506i
-0.0014905+0.001376i,0.00014648+0.0008888i,0.0014098+0.0010651i,0.0024652+0.0010413i,0.0026745+0.0012035i,0.0019099+0.0011094i,0.00080395+0.00089362i,-0.00012247+0.00060925i,1.8606e-05+0.000221i,0.0010004-5.3474e-05i,0.0013145-0.00046607i,8.0585e-05-0.00070829i,-0.0013485-0.00060502i,-0.0013981-0.00089329i,-0.0010773-0.00049925i,-0.001182-0.00019783i,-0.00080293-0.00027199i,-0.00073042+8.8872e-05i,-0.00039672+9.784e-05i,0.00038318+0.00024878i,0.00035394+0.00068916i,0.0001858+0.00031051i,0.00020067-5.9577e-05i
0.00018872-0.00065249i,-0.00077505-0.00030933i,-0.0016064-0.00073775i,-0.0013438-0.00066169i,-0.0012499-7.4271e-05i,-0.00091116+0.00021516i,-0.00013892+0.00025288i,6.5837e-05-0.00030889i,-0.00017937-8.4687e-05i,-3.5423e-05+0.00019176i,0.00038719+0.00057022i,0.00012497+0.00092347i,-0.00034583+0.00035705i,-0.00096938+0.00014748i,-0.0011183-0.00017491i,-0.00049337-0.00085029i,0.00028951-0.00090384i,0.00017185-0.00030683i,-0.00068836+0.00016199i,-0.00088174+5.0331e-05i,-0.00051459-8.3878e-05i,0.00012411-0.00035219i,0.00013694-4.3097e-05i
0.0017915-0.00018039i,0.0017073-0.00054508i,0.00089329-0.0001726i,0.0010874-0.00037633i,0.00027156-0.00085628i,-0.0011319-0.00071791i,-0.0011141+0.00054857i,-0.00095865+0.00071218i,-0.00036821+0.00011301i,0.00023941+0.00027128i,0.00010189+0.000136i,0.00013347-0.00081322i,-7.7501e-05-0.00080725i,-0.0001213+0.00054667i,-2.8435e-05+0.0010726i,-0.00057765+0.00060936i,-0.00091139-0.00033557i,-0.00060804-0.00081523i,-0.00022483-0.00048313i,-0.00012036-0.00022772i,2.83e-05-0.00031878i,0.00049207+3.146e-05i,0.00093449+0.00047575i
0.00015092+0.0021719i,0.00068577+0.0016716i,0.00095881+0.00098817i,0.00065277+0.00062282i,-0.00026032+0.00031576i,-0.00073313+0.00041436i,-0.00026672+0.0010012i,5.7137e-05+0.0011209i,-0.00034244+0.00045545i,-0.00043331+0.00025361i,0.00020345+0.00050116i,0.00032384+0.00011056i,-0.00024481+1.6329e-05i,-0.00023234+0.000236i,-0.00034183+0.00055437i,-0.00095367+0.00071211i,-0.00087478+0.00033699i,-0.00046748-0.00023625i,0.00027681-0.0010699i,0.0012378-0.00048514i,0.00094534+0.00035238i,0.00021299+0.00034251i,0.00012361+0.00011922i
-0.00077736+0.0022597i,0.0004518+0.0022399i,0.0020911+0.0028845i,0.0020725+0.0015739i,0.001243-0.0012203i,0.00059586-0.0020944i,0.00034662-0.00062587i,0.00056957+0.00043321i,0.00078124+9.3479e-05i,0.0011811-0.0002251i,0.0010121-0.00026838i,0.00063935-0.00022399i,-0.00012106-0.00029754i,-0.0012549-0.00037678i,-0.0012266+0.00021208i,-0.00066676+0.00059324i,-0.00056433-0.00023447i,-0.00026599-0.00034025i,0.0001565+0.00027921i,0.0010104+0.00055982i,0.0013339+0.00098372i,0.00099699+0.00068123i,0.00075363+0.00045712i
0.00028833-0.00064884i,0.00023697-0.0005413i,0.00015361+0.000399i,-0.00037644+0.00094037i,-0.00075065+0.00092837i,-0.00019977+0.00086995i,0.00051013+0.00089721i,0.00017581+0.0007347i,-0.0003838+9.061e-05i,-0.00023628-9.8415e-05i,0.00022741+0.00038988i,0.00031939+0.00052305i,9.2683e-05-9.0639e-06i,-5.9225e-05-0.00026125i,-0.00042655-7.4747e-05i,-0.00033798+0.00015343i,-9.2331e-05-0.00029413i,-0.00060241-0.00076079i,-0.00046203-0.00082508i,-0.0001649-0.00056366i,-0.00011319-0.0001659i,0.00026795+0.00036303i,0.00015208+0.0012037i
-0.0012894+0.001941i,-0.0013359+0.0018409i,0.00021128+0.0015894i,0.001111+0.00050641i,0.0013243+0.00049279i,0.001289+0.0010267i,0.0012082+0.0005338i,0.00065536+0.00032933i,0.00012596+0.0002151i,-8.4415e-05+0.00010178i,-6.9085e-06-0.00030151i,0.00034643-0.00020859i,0.00026695+0.00051617i,9.7235e-05+0.0012848i,-0.00067771+0.0007429i,-0.00074772+0.00014049i,8.0734e-05+0.00033489i,0.00030211+0.00012261i,0.0004122-0.00042241i,0.00045408-0.00078624i,2.4452e-05-3.1904e-05i,-0.00053773+0.00040416i,-0.00065929+0.00064774i
0.0019423+0.00063541i,0.0022864-0.00092089i,0.0020362-0.0015106i,0.0010876-0.0013241i,0.00082579-0.0013108i,0.00068952-0.00089856i,0.00036509-0.00050413i,-3.4645e-05+0.0001152i,0.0001745+0.00056635i,0.00048508+8.3628e-05i,0.00066921+0.00019303i,0.00042228+0.00011235i,0.00034035-0.00028071i,0.00029212-0.00035039i,-0.00093762-0.00032511i,-0.0012981-0.00034306i,-0.00081538-0.00055103i,-0.00046829-0.00037533i,-0.00044196-0.00026904i,-0.00032588-0.00046343i,-0.0002-0.00092577i,-0.00018418-0.0012017i,0.00021369-0.00086746i
0.00055432-0.00017132i,0.00078475+0.0012656i,0.00011392+0.0017196i,-0.00054356+0.00058608i,-0.00090081+0.00054119i,-0.0010249+0.0010834i,-0.00085704+0.00042813i,-0.00032715-2.8761e-05i,-0.00020611-0.00053831i,-4.2753e-05-0.001122i,-1.9228e-05-0.00090984i,-0.00040705+0.00012292i,0.00019232+0.00043061i,0.00055709+0.00026312i,-0.00030702+0.00036486i,-0.00040071+0.00045784i,9.0844e-05+0.00044066i,0.00031378+0.0004729i,0.00022206+0.00090549i,-3.0772e-05+0.00023994i,0.00037741-0.00025988i,0.0011102-3.6041e-05i,0.00075084+8.0799e-05i
0.00065309-0.001284i,0.0011378-0.0022365i,0.0010785-0.0012692i,0.00067662-0.00055143i,0.00049544-0.0003889i,0.00019025+0.00014575i,9.3461e-05+0.00025677i,-0.00061774+0.00034169i,-0.00082665-0.00023262i,6.5687e-05-0.00018891i,0.00052452+0.00028517i,0.00058916+0.00029989i,0.00053958+0.00053774i,-0.00012638+0.00065115i,9.2552e-05+0.00015699i,0.00026138-0.00051795i,-0.00018437-0.0011812i,-0.00014708-0.0013721i,4.7502e-05-0.00097016i,0.00040155-0.00044989i,0.00036337-0.00041422i,0.00010051-0.00050462i,-0.00012083-0.0001527i
0.0016232+0.0019818i,0.0017818+0.0017281i,0.00043481+0.00040273i,-0.00077612-0.00073973i,-0.0012859-0.00027009i,-0.0014928-0.00013306i,-0.00076174-0.00010573i,0.00051864-0.00018077i,0.0011478-0.00017867i,0.00047875-0.00019001i,0.00017949-0.0002344i,0.0005735-2.0078e-05i,0.0003182+1.1099e-05i,0.00019747+3.2722e-05i,5.2095e-05-1.3266e-05i,-0.00032761-0.00023312i,-2.0254e-05-0.00033658i,-0.00050306-0.0001322i,-0.00075055-0.00047079i,-0.00034379+5.8915e-05i,-0.00080118+0.00034229i,-0.00068286-0.00035512i,-0.00022393-8.6129e-05i
0.00020452-0.00052549i,-0.00010233-0.00021427i,-9.9743e-05+0.00018676i,-0.00028392+0.00060561i,-0.000382+0.00057971i,-0.0004619+0.0005064i,-0.00063234-5.2997e-05i,-0.0004026-0.00012776i,-0.00012192-3.3166e-05i,0.00011491-0.00039945i,-3.1585e-05-0.00056597i,-0.00030124+4.8937e-05i,-0.00047026+0.00066781i,-0.00032658+2.6536e-05i,-0.00043347-0.00031144i,-0.00054924-7.1824e-05i,-0.00033943+3.6078e-05i,-5.74e-07-0.00036787i,0.00019421+9.5354e-05i,-8.7136e-05+0.00037113i,-8.1467e-05+0.00022579i,-3.4115e-05+0.0010612i,-5.7098e-05+0.00030013i
0.0014329-2.258e-05i,0.0018834+3.1567e-05i,0.001505-0.00060309i,0.00048737-0.0016224i,-0.00071798-0.0012404i,-0.00066083+0.00011777i,-3.4711e-05+0.00028798i,4.6246e-05-0.00014996i,0.00032411-0.00051976i,0.00068438-0.00040435i,4.3723e-05-8.6747e-05i,-0.00049737-0.00015115i,0.00014851-0.00063304i,0.00097459-0.001099i,0.00020945-0.00058277i,-0.00016971+0.00042419i,0.00014757+0.00050189i,-0.00036977-4.9572e-05i,-0.00025829-0.00078055i,0.00068416-0.00091008i,0.00018038-5.6191e-05i,-0.0007397-0.00051569i,-0.00023387-0.0013339i
0.001049+0.0012761i,0.00050172-3.4627e-05i,0.001536+2.7984e-05i,0.0021967-0.00052393i,0.0011272-0.0012883i,0.00016252-0.00095982i,0.00021134-0.00066314i,0.00033701-0.00041275i,0.00017237+0.00037996i,-0.00018831+0.00060058i,-0.00066918-0.00035095i,-0.00036964-0.0007162i,0.00034542+0.00019585i,0.00078001+0.00034545i,0.00058032-0.00020475i,-0.00016727-0.00019295i,1.2199e-05+0.00014001i,0.00049958-4.9706e-05i,0.00034732+5.2912e-05i,0.00011784+0.00035392i,-9.1324e-05+0.00021537i,-0.00051737+0.00035462i,-0.00046836+3.6788e-05i
6.2343e-06-0.00060232i,0.00043213-0.00085513i,0.00025799-0.0014363i,-0.0010833-0.0009975i,-0.0013084-0.00062854i,-0.00067464-0.00012925i,-0.00044883-0.00038319i,-0.00025387-0.00052967i,-0.00038473-8.3729e-05i,-0.00039672-0.00027188i,-0.00025347-0.00017753i,9.9921e-05+0.00031285i,0.00012824-0.00024872i,-0.00020524-0.00050881i,0.0001303-0.00015528i,4.3988e-05+0.0002656i,-0.00044071+0.00046193i,-0.00075831-0.00031549i,-0.00054975-0.00045457i,3.697e-05-0.00040697i,0.0004492-0.00081249i,0.00097293-0.0010625i,0.0010638-0.00078842i
0.0013887-0.00012681i,0.00097915+0.00092398i,0.0015847+0.0010198i,0.0016402-0.00036412i,0.00078401-0.0012888i,0.00025309-0.00038078i,0.00022311+0.00092863i,0.00070881+0.0005659i,0.0010216+0.00037626i,0.0011162+0.00065646i,0.0009351-0.00012884i,-2.0922e-05-0.0006565i,-0.0010497-0.00075511i,-0.0010311-0.00079978i,-0.00053328+0.00022454i,-0.00010258+0.00074005i,0.00019031+0.00040387i,0.00054058-7.2631e-05i,0.00097593-0.00022653i,0.0012257-8.3384e-05i,0.0013666-0.00012755i,0.00075369-0.00045191i,0.00012991-0.0004983i
0.00055053-0.00076258i,0.0015555-0.0010312i,0.001994-0.0013551i,0.0014638-0.0016635i,0.0003958-0.001494i,-0.00036126-0.00082704i,-0.0001715-0.00026978i,-0.00036011-0.00023062i,-0.00069775-0.00038501i,-0.00074474-0.00073944i,-0.00011162-0.00021451i,-0.00018389+0.0008127i,-0.00046277+0.0007349i,0.00035576+0.00077135i,0.00015807+0.0010483i,-0.00023805+0.00061308i,-0.00015336+0.00019434i,-0.00044391-4.4251e-05i,-0.00077734-8.4894e-05i,-0.00071638+8.3029e-05i,-0.00034655+0.00015491i,0.00084272+3.2937e-05i,0.0013946+2.6578e-05i
-0.00085785-0.00066086i,-0.00037176-4.3574e-05i,-0.00026937+0.0013335i,-0.00027075+0.0017961i,-6.7027e-05+0.00157i,0.00069065+0.00097386i,0.00032319+3.5987e-05i,3.2228e-05+0.00013762i,0.00022828+0.00051466i,0.00030959+0.00027043i,-0.0003317+0.00071538i,-0.0012844+0.00062866i,-0.00090296-5.6678e-05i,0.00015529-0.00064041i,0.00028947-0.0012324i,0.0004109-0.0010366i,0.0009964-0.00026188i,0.0011256-1.8103e-06i,0.00091215+1.4195e-05i,0.00095293+0.00027439i,-0.00013576+0.00017133i,-0.001078-0.00054383i,-0.00067953-0.00048428i
-0.0003526+0.00019142i,-0.00091904-0.00021504i,-0.00096029-2.536e-05i,0.00023008-0.00030408i,0.00085957+0.00023487i,0.00079662+0.0017485i,0.00018445+0.0015188i,0.00040911+0.00023035i,0.00053793+0.00040448i,-0.00023047+0.00055341i,-0.00011542+0.0001902i,0.00050119+0.00034532i,0.0004494+0.00080306i,-0.00044973+0.00045959i,-0.00079894-0.00027549i,-0.00025743+0.00013632i,0.00021978-3.3866e-05i,0.00054401-0.00038747i,0.0010146-4.5088e-05i,0.00030282+0.00058085i,-0.00041042+0.00024909i,0.00035101-5.1601e-05i,0.00066756-1.1727e-06i
0.0029961+0.00108i,0.0031824-0.00027663i,0.0020336-0.0022917i,-0.00034144-0.0022079i,-0.0016132-0.0018312i,-0.00048279-0.0020058i,0.00081951-0.00063756i,0.00094918+0.00013328i,0.00080329-0.00034431i,0.00071552+0.00011384i,0.00056072+0.0011881i,0.00068407+0.0011648i,0.00082079+0.00035244i,0.00019135+0.00030005i,-0.00019867+0.0007208i,0.00060522+0.0003708i,0.00083477-4.8463e-06i,0.00056186-0.00019457i,0.00070055-0.00033072i,0.00050063-0.00016336i,0.000387-0.00033322i,0.0010958-0.00012449i,0.0014424+0.00031679i
0.0010422-0.00061685i,9.6001e-05-0.00053426i,-0.00037581-0.0010045i,-0.0014605-0.00050041i,-0.0021522+0.0001111i,-0.0022221+0.00031405i,-0.001324+0.0002122i,4.9478e-05-6.792e-05i,-0.00041736-0.00033605i,-0.0015847-0.00011629i,-0.0016994+0.00035791i,-0.0005344+0.00014297i,0.00056367-0.00012346i,0.0002005-0.00055995i,6.1029e-05-8.644e-05i,0.00032999-0.00020731i,-7.2065e-05-0.00023371i,-0.00028881+0.0011004i,-0.00026773+0.0012441i,-0.00059053+0.00019864i,-0.00048202-9.3867e-05i,0.00040562+0.00053504i,0.00034838+7.9621e-05i
0.0014346+0.00034534i,0.0025145+0.00016883i,0.0031851+0.00049676i,0.0018387-0.00058899i,0.00060525-0.0011853i,-0.00074674-2.0175e-05i,-0.0015173+0.00080284i,-0.00084798+0.0011304i,-0.00010404+0.0004436i,4.6271e-05-0.00016232i,-0.00057619-0.00013284i,-0.00065489-0.00054808i,-0.00046848-0.00085388i,-0.00073848-0.00027015i,-0.0002659+0.00051457i,0.00016927+0.00024352i,-9.9741e-05+0.00050133i,-0.0001398+0.00081545i,-0.00091447+0.00035646i,-0.0012118-0.00021542i,-0.00033123-0.0004158i,-0.00028388-0.00058807i,-0.00071477-0.00095913i
-0.00017901+0.0014432i,0.00070339+0.0014003i,0.0011916+0.0013931i,0.0015129+0.0012654i,0.0014604+0.00069988i,0.00061463-7.2493e-05i,-0.00041935-0.00030881i,-0.0010321-0.00034603i,-0.00091156-7.7229e-05i,-0.00010447+0.00086179i,0.00046418+0.0013017i,0.00040833+0.00052162i,-0.00022946+0.00030781i,-0.0010245+0.00047713i,-0.00089839+0.0013442i,-0.00013463+0.0014003i,-0.000206+0.00044692i,-0.00017348-0.00032154i,0.00033594-0.00020788i,0.00036069+0.00063995i,-0.00013655+0.00097723i,-3.618e-05+0.00053097i,0.00049188+0.00047894i
0.0013457+0.0022207i,0.0016713+0.0026537i,0.0018619+0.0015853i,0.0013775-3.645e-05i,0.00076754-0.00057865i,0.00019052-0.00041959i,-0.00089757-0.00019123i,-0.0014622+0.00018423i,-0.00085013-0.00034831i,0.00026812-0.0009636i,0.00017771-0.00065497i,-0.00095529-0.00082807i,-0.0018256-0.00036294i,-0.0014469+0.0013914i,-0.00074505+0.0016318i,-0.00071587+0.00056291i,-0.00053688-0.00015121i,0.00019617-0.00040298i,0.00061307-0.00016723i,0.00043838+4.4869e-05i,9.7631e-05-0.00027808i,2.1955e-07-0.00025365i,3.0542e-05+0.00011727i
0.00062439+0.00085171i,0.0014024+0.0014279i,0.00085784+0.0018193i,0.00046766+0.00069982i,0.00013297+8.1862e-07i,-0.00055834+0.00061679i,-0.00098847+0.000917i,-0.00070777+0.00014678i,0.00019686-0.00037209i,0.00080319-0.0010766i,0.00056392-0.0015048i,0.00048402-0.00085529i,0.00064671-0.00025615i,0.00035872+0.00056689i,-0.00013246+0.00096129i,-0.00026774+0.0011476i,0.00024812+0.0011197i,0.00084519-0.00032235i,0.00093485-0.0010356i,0.0010086+0.00047967i,0.00072901+0.0011399i,0.00024682+0.00028376i,-6.8313e-05-0.00082943i
-0.002364-0.00010393i,-0.0011387+0.0011425i,-0.00062701+0.00188i,-0.00013683+0.0019989i,0.0008556+0.001542i,0.00050728+0.00043024i,-0.00016557+0.000156i,-0.00055746+0.00031086i,-0.00010886+0.00025105i,0.00097233+0.00078717i,0.00080875+0.00089787i,0.00089837+2.2301e-05i,0.00019551-0.0010588i,-0.0007284-0.0017261i,-0.0011087-0.0011687i,-0.00092228-0.00068503i,-0.0001875-0.00065275i,6.2021e-05-0.00080772i,-0.00033773-2.412e-05i,-0.00046065+0.00095396i,-0.00052047-0.00013794i,-0.00059167-0.0013075i,-0.00034145-0.00095016i
0.00043874+0.000403i,0.00074999+0.00087652i,0.00019363+0.00062927i,-0.00029935-0.00032076i,-0.00011073-8.5846e-05i,-0.00061608+0.00021498i,-0.00093896-0.00015373i,1.7345e-05+0.0002908i,0.00016845+0.00063227i,0.00017096+0.00076123i,6.5767e-05+0.00074765i,-0.00037144+0.00027885i,-0.00011991-0.00013217i,0.00024393-8.2382e-05i,0.00039828+3.969e-05i,0.00032367-0.00033083i,-0.00026658-0.00028124i,-0.00052143+0.00013466i,0.00049454+9.9478e-05i,0.0008002+0.00044513i,0.0010185+0.00033886i,0.0010824-0.00082712i,0.00092743-0.00063404i
0.00050295+0.00043192i,-0.00029485+0.00056658i,-0.00060013-0.00011392i,0.00016114-0.00039146i,0.00090511-3.8151e-05i,0.0004377+0.00039595i,0.00040998+0.00060544i,0.00044654+0.00022461i,-0.00095719-0.00017495i,-0.0012074+1.3929e-05i,-1.7079e-05+0.00020122i,0.00057347+0.00026293i,0.00061191-0.00064228i,0.00077405-0.0008144i,0.0009253-0.00043791i,0.00067288-0.00042854i,0.00026103-0.00016621i,-0.00019618-0.00011327i,-0.00056908+7.76e-05i,-0.00038159+0.00024428i,-0.00020321+0.00037437i,2.9568e-05+0.00058275i,0.00059739+0.00086281i
0.0012525-0.00091269i,0.00073922-0.00042556i,-4.1562e-05-0.0012561i,-0.00018071-0.0015615i,-0.00019556-0.00048221i,-0.00051679+0.00056569i,-0.00046209+0.00049136i,0.000325+0.00075973i,0.0004335+0.00087956i,-5.5184e-05+0.00020232i,-5.329e-05-0.00067505i,0.00016083-0.00091599i,0.00028492-0.00057719i,0.00011764-0.00047688i,0.00038077-0.00074558i,0.00073433-0.00034865i,0.0007128-3.7822e-05i,0.00062363-7.3706e-05i,0.00034407-9.1046e-05i,0.00027894-0.00035127i,-1.7772e-05-0.00029856i,-1.656e-06+6.7362e-05i,0.0002896+0.00013074i
-0.0018864+0.00033513i,-0.0017208+0.0015322i,-0.0012576+0.0021779i,-0.00045237+0.0022762i,0.00040553+0.0016526i,0.00097924+0.00062847i,0.0005919+2.3e-05i,0.00033095+0.00022744i,0.00056483-5.672e-06i,0.00036115+1.8444e-05i,-0.00044161+0.00036672i,-0.00071848+0.00038924i,-0.00043558+0.0002368i,-0.00042525-0.00059986i,-0.00028529-0.00038151i,0.00049817+9.2169e-06i,0.00083233-0.00022884i,0.00030727-0.00013534i,-0.0003916-0.00048957i,-0.00015566-0.00082775i,0.0002851-0.00079924i,0.00022519-0.00079994i,-0.00033631-0.00019683i
-3.2051e-05-0.00027438i,0.00055747-0.00020829i,0.00049827-0.0015457i,-0.00023075-0.0011511i,-0.0014504+0.00044854i,-0.0017791+0.00058543i,-0.0013819+0.00020455i,-0.0010119-0.00015307i,-0.00047257-5.6076e-05i,0.0002795-0.00023618i,0.00030806+0.00017861i,-0.00011671+0.00037183i,0.00010217-0.00033776i,-0.00038998-0.00046591i,-0.00046877+0.00049337i,-0.00034376+0.0012783i,-0.00028389+0.0011829i,-8.6189e-05+0.00088842i,-0.00033937+0.00071709i,-0.00037408+0.00057999i,0.0003589-0.00046384i,0.00071932-0.00040643i,0.00054903-2.3648e-05i
0.00072827+8.3006e-05i,0.00041709+0.00019635i,-0.00019621+0.00024122i,-0.00074224-0.00021609i,-0.00046948-0.0010308i,-0.00061076-0.00090257i,-0.00075588-0.00011457i,-0.00032305+0.00070815i,0.00046038+0.00067174i,0.00091245+0.00043682i,9.8963e-05+0.0010111i,-0.00027621+0.00071544i,-0.0004596-3.1948e-05i,-0.0013746+0.00021632i,-0.0012921+0.00059921i,-0.00070069+0.00053809i,-0.00090524+0.00028743i,-7.2945e-05-0.00014687i,0.001056-0.00050917i,0.0012053-0.00013052i,0.0010341-0.00037919i,0.00091006-0.00061597i,0.00040793-3.0811e-05i
0.00037516+0.00078533i,-0.00035962+0.00053153i,-0.00018103+0.00052267i,0.00054149+0.00087408i,-0.0002285+0.001072i,-0.00062226+0.00043872i,0.00013781-0.00061108i,0.00050038-0.00062811i,0.00015557-7.223e-05i,-0.00069657+0.00052511i,-0.0010356+0.00095257i,-0.00066295+0.00075198i,-0.00022689+0.00076756i,-0.00024331+0.00046621i,-5.8852e-05+0.00023556i,0.00061156+0.00021323i,0.00026899-0.00032157i,-5.391e-05-0.0003469i,0.00049456-3.0426e-06i,0.00016474-9.3079e-05i,-0.0001643+5.7983e-05i,0.00014306+9.9482e-05i,0.00046254-0.00011679i
0.00096652-0.0012505i,6.4415e-05-0.00066345i,-0.00037642-0.00090874i,-0.00078684-0.00051617i,-0.00085441+0.00026968i,-0.00027168+0.00080447i,-0.00046763+0.00067878i,-0.00054167+0.00041648i,-0.00035848+0.00037428i,-0.00062235+0.00018453i,-0.00014923+0.0001418i,0.00053176+0.00054451i,0.00092381+0.00019305i,0.00067828-0.00035317i,0.00032085-0.00037661i,0.00069415-0.00062654i,0.00083336-0.0006672i,0.00095761-0.00058934i,0.00085727-0.00024571i,0.00068126-7.2615e-05i,0.00075334+0.00026573i,0.001346-3.0962e-05i,0.00066175-9.4384e-05i
-4.164e-05+0.0024472i,0.00092471+0.0023284i,0.001631+0.00094643i,0.0017312+0.00012862i,0.001403-0.000666i,0.0012796-0.0016642i,0.00015004-0.0012072i,-0.00067954-0.00079624i,-0.00027759-0.00070482i,0.00082229-0.00063975i,0.001031-0.00039473i,0.00017941+0.00025948i,-0.00052667+0.00015184i,-0.00088237-0.00070364i,-0.00078626-0.0010173i,-0.00036845-0.000618i,0.00043152+0.00032013i,0.00064723+0.00035453i,0.00080044-0.00031015i,0.00057103-0.00037263i,-0.00054458-0.00028845i,-0.00068793-0.00041363i,-0.00011455-0.0002283i
-0.00013609+9.2805e-05i,-0.00047262-0.00054048i,-0.0010631-0.00089627i,-0.0007681-0.00018592i,-0.00047036+0.0012791i,-0.00082249+0.0020426i,-0.0015247+0.0016657i,-0.0016144+0.00066096i,-0.0012967+0.0001055i,-0.00077297-0.00018222i,-9.8869e-05-0.00018483i,0.00042709-0.00013991i,0.00031827+0.00011866i,-0.00028826+0.00045343i,-0.00066853+4.3779e-05i,-0.0003616-0.00063821i,0.00085328-0.0003642i,0.0013137+5.1245e-05i,-0.00010048+0.00021603i,-0.00083421-0.00025191i,-0.00037132-0.00041024i,-0.00018711-0.00015973i,-0.00045206-0.00011478i
0.00067649+0.00090055i,0.00076863+0.0011901i,0.00080004+0.00080496i,0.00049803+0.00019579i,-2.4774e-05+0.00047983i,-0.00065229+0.00030042i,-0.0004876+0.00029798i,5.7675e-05-0.00017234i,0.0010186-0.00044428i,0.00098948+0.00019598i,3.6714e-05-0.00027947i,-0.0001925-0.00064802i,0.00031949-0.00013985i,0.00013207-9.1342e-06i,-1.4419e-05-0.00037252i,0.00052744-0.00040262i,0.0010094-0.00050334i,0.00067288-0.00065063i,-0.00027091-0.00089478i,-0.00024512-0.0003405i,0.00014366+0.00037343i,-0.00033274+0.00024511i,-0.00093067+0.00048281i
0.0014989-0.00043497i,0.0012485-0.0010617i,0.00060644-9.9189e-05i,0.00072612+0.00012445i,0.00035789-0.00080656i,-0.00068195-0.00042402i,-0.00021304+0.00021972i,0.0004843+0.0005915i,0.00032886+0.00021282i,-0.00021284-0.00040701i,0.00023774-0.00082837i,0.00020022-0.00067614i,3.4556e-05-0.00025854i,0.00034348+0.00027179i,0.00015077+0.000524i,7.9589e-05+0.0002434i,0.0004926+0.00058386i,-3.4955e-05+0.00055218i,4.2788e-05-2.159e-05i,0.00035513+0.00014625i,-0.00030157+0.00052931i,-0.00031996-0.0002595i,0.00061874-0.00033294i
