0.00074688+0.00079012i,-0.0003208+0.00012369i,-0.00016178-5.2532e-05i,-0.00041861-0.0016768i,-0.0017355-0.0016868i,-0.0030328-0.00064284i,-0.0024147+0.00023985i,-0.00010199+0.0010372i,0.0010915+0.00076358i,0.0012885+0.00036754i,0.001054-0.00064038i,0.00024652-0.0014612i,-8.2657e-05-0.0010097i,-0.00015888-0.00021284i,-8.0145e-05-0.00042311i,0.00052726-0.00061985i,0.00056696-0.00013016i,-0.00030502+0.00024258i,-0.00043881+7.3588e-05i,-0.00023223-0.00047666i,-1.9534e-05-0.00039592i,-0.00014856-0.00015115i,-0.00053953+0.00059083i
0.0026831+0.0014989i,0.0024222+0.0010542i,0.001574-0.0004674i,-0.00012986-0.0018111i,-0.0015218-0.0025753i,-0.0019491-0.0021319i,-0.001197-0.0010995i,-0.00077099-0.00047117i,-0.00083933-2.1292e-05i,-0.00068932-0.0003688i,-0.00075861-0.00088539i,-0.00037024-0.00017249i,-0.00036522+0.00038771i,-0.00080862+0.00011257i,-0.0004249-8.6236e-05i,0.00018914+0.00043627i,7.1861e-05+0.00050124i,3.9262e-05-0.00039606i,0.00051255-0.0010996i,0.00037255-0.00020058i,3.1617e-05+0.00054521i,-0.0006002+0.000202i,-0.00080523-0.00015985i
-0.0013434-0.00087261i,-0.0012252-0.0011043i,-0.0020046-0.0005701i,-0.0017537+0.00080633i,-0.0013333+0.00083634i,-0.0021245+0.00012381i,-0.0025441+0.00034437i,-0.0012878+0.0014675i,-0.00030812+0.0012906i,-0.00034959+0.00069653i,-0.00087718+0.00062077i,-0.00066322-0.00026715i,8.0409e-05-0.00050283i,1.1053e-05+8.5945e-06i,-0.00027076-0.00021297i,-0.0001607-0.00058448i,5.1542e-05-0.00074397i,-0.00041004-0.00053225i,-0.00033761-0.000476i,-0.00039883+2.2035e-05i,-0.0011041+0.001247i,-0.00085285+0.0012606i,-0.00019626+0.00083326i
-0.00057878+0.0004489i,-0.00037373+0.00039402i,-0.00074068+0.0013627i,-0.00081099+0.00058108i,-0.00048373-0.0007589i,-0.00066793-0.0001112i,-0.00099389+0.00081515i,-0.00049033+0.00067197i,0.00050583+0.00035141i,0.0011348-0.00029021i,0.00095605-0.00030978i,0.00033541+0.00012432i,-0.00051416-4.559e-05i,-0.00075185-0.00091703i,-0.00024269-0.00078327i,0.00017955+0.00030001i,5.8999e-05+0.00083587i,0.00037001+0.00058033i,0.00074077+9.1333e-05i,-0.00012459-0.00037545i,-0.00016172-2.1305e-05i,0.00016503+0.00050064i,-0.0001972+0.00029231i
0.00079439+0.0013133i,0.0020136+0.0010857i,0.00089324+0.00068876i,0.00066097+0.00015954i,0.00077267-0.00011817i,-0.00022443-0.00091716i,-0.00030875-0.00089594i,-0.00023327+0.00021339i,-0.00021889+0.00068789i,0.00035025-0.0002524i,0.00030027-0.00085852i,-0.00047608-0.00043766i,-0.00081025-0.00028693i,-0.00030192-0.00017109i,-0.00072463+1.3968e-05i,-0.00094605+8.7408e-05i,-0.00024049+0.00038278i,0.00011406+0.00057061i,-0.00015026-0.00021691i,-0.00025642-0.00034027i,0.0001069+0.00014289i,0.00046978-0.00044143i,0.00057617-0.00097094i
0.00074129-0.0011354i,0.00056045-0.00081261i,-5.6775e-05-0.00095214i,-0.00013963-0.0016112i,-0.00082112-0.0017258i,-0.0010402-0.0012746i,-0.00049979-0.00079962i,0.00080823-0.00065008i,0.0011829-0.00062224i,0.00040393-0.00057393i,0.00034793-0.00080599i,0.00030849-0.0010887i,-0.00072378-0.0011427i,-0.0011108-0.0012387i,-0.00012886-0.00048929i,-0.00034914+0.00049303i,-0.00035983+0.00019677i,-0.00018093-0.00082124i,-0.00072445-0.0002232i,-0.0013491+0.0005763i,-0.00066869+1.2164e-05i,-0.00036851-0.00059651i,-0.00028944-0.00052377i
-0.0028075+0.00098704i,-0.0028649+0.0013587i,-0.0024427+0.0013078i,-0.0018454+0.0014428i,-0.0014249+0.00068294i,-0.00059166-0.00048969i,0.00022076-0.00060646i,-0.00022845-0.00021496i,-0.0011371-5.821e-05i,-0.001396-0.00040507i,-0.00052058-0.00028395i,-0.00018966+0.00014893i,-0.00080123+0.00016476i,-0.00022564+0.0002566i,0.00011277+0.00039588i,-0.00021146+7.711e-05i,-5.4979e-05+0.00037476i,-9.603e-05+0.00071972i,-0.00086907+0.00047026i,-0.00069939-0.00043596i,1.4337e-05-0.0014765i,0.0002032-0.0010442i,0.00022872-0.00039581i
-5.9524e-05+0.00020028i,-0.00013887+0.00041686i,0.00063045-0.00081368i,0.00081178-0.0017429i,-0.0006555-0.0022492i,-0.0020371-0.0019527i,-0.0016068-0.0010316i,-0.00088457-0.00049839i,-0.00053099+0.00049345i,-0.00048244+0.00062699i,-0.0018308-0.00078043i,-0.0026202-0.00061728i,-0.0017709+0.00027123i,-0.00021531-0.00037964i,0.00020923-0.0013235i,3.5479e-05-0.001116i,0.00045708-0.00062004i,0.0005665+0.00016811i,8.7688e-05-0.00025467i,-0.00021902-0.00064104i,-9.1249e-05+0.00036979i,-0.00033827+0.00067695i,-0.00057877-0.00015125i
-0.00057163-0.00099558i,-0.00047009+0.0002401i,-0.00086819+0.00089251i,-0.0022213+0.00026492i,-0.0027079+8.8664e-05i,-0.0019719+9.0403e-05i,-0.0013371+0.00032833i,-0.0010031+0.00067786i,-0.00089406+0.00063825i,-0.0010737+9.7915e-05i,-0.0010579-0.00059757i,-0.00082581-0.00010332i,-0.00038661+0.00095086i,-8.0836e-05+0.0013693i,-0.00023262+0.00057134i,-0.00060147-0.00012687i,-0.00063952-0.00015001i,-0.00037481-0.00024327i,-0.00050306-0.00027827i,-0.00090453+0.00028486i,-0.0010659+0.0014861i,-0.0003901+0.0013145i,0.00020228+0.0003125i
-0.00019828-2.847e-05i,0.00033473+0.00023523i,0.00078553+0.00095866i,0.001438+0.0015036i,0.0015378+0.0020486i,0.00010342+0.0010524i,-0.00069801+0.00051015i,-7.9519e-06+0.00048873i,0.0012193-0.00019439i,0.0015717-0.00071011i,0.00020777-0.00084074i,0.0002513-0.0013685i,0.00065903-0.0014007i,0.0006072-0.00071179i,0.0003659-0.00021872i,-0.00025851-0.00025606i,-0.00047105-0.00069089i,8.8039e-06-0.00041956i,0.00020503+0.00034975i,0.00052017-1.232e-05i,0.00053573+5.7258e-06i,-0.00027337+8.3363e-05i,-0.00030287-0.0003736i
-0.0011048+0.0012048i,-0.00018039+0.0015422i,0.00069272+0.0010349i,0.00063163-1.7411e-05i,0.00057342-0.0013651i,0.00049496-0.0018453i,0.00023595-0.0004674i,0.00010089+0.00076553i,-0.00021525+0.00014747i,-0.00080452-0.00075206i,-0.00058312-0.00062884i,0.00020017-0.00066988i,-0.00077795-0.00040737i,-0.0010609-0.00016201i,0.00054499+0.00017534i,0.00094145+0.00032065i,0.0010136+2.3831e-05i,0.00067675+1.0667e-05i,0.00046653-0.00010511i,0.00090898+6.2994e-05i,0.00060559+0.00052675i,-0.00017765+0.00056913i,-0.00072347+0.00023435i
-0.00057675+0.00094274i,-6.2616e-07+0.0018858i,-0.00070501+0.0018049i,-0.00051175+0.00027147i,0.00046621-0.00083433i,0.00056151-0.00032146i,0.0007533+0.00043418i,0.00061269+0.00024525i,0.00017414+7.4618e-05i,-0.00044107-0.00024653i,-0.0010071-0.00054036i,-0.00085084-0.00031002i,-0.00063829-6.7104e-06i,-0.00072626-0.00071518i,-0.00072328-0.00084278i,-0.0010819-0.00022581i,-0.00062064+0.00017046i,3.9025e-05+0.00082868i,-0.00038215+0.001439i,-0.00049032+0.0012816i,0.00050803+0.00066646i,0.00071242-0.0001605i,0.00050176-0.00054003i
-0.0013887+0.0032994i,-0.00048658+0.0022863i,0.00074579+0.0018685i,0.0015777-0.00018553i,0.0011107-0.0020862i,0.00010001-0.0024436i,-0.00094785-0.001006i,-0.00078557-0.0010295i,-5.7441e-06-0.0012362i,-0.00034193-0.00042631i,-0.00090294-0.0005771i,-0.00016799-0.00028781i,0.00042371-0.00013183i,-1.2831e-05-0.0001545i,-0.0003887+7.1364e-07i,0.00047566+0.00033006i,0.00030869+0.00070211i,-0.00074873-8.1809e-05i,-0.00090027-0.00042791i,-0.0004265-0.00022419i,-0.00025003+0.00015427i,-0.0006019+0.00097496i,-0.00097596+0.001286i
0.00026806+0.00036492i,-0.00046612-0.00024034i,-0.0013466-0.00011594i,-0.0022491+0.00014261i,-0.0023744-0.00052607i,-0.0019-0.00090007i,-0.0010786-0.00064938i,0.00010059-7.5639e-05i,0.00026958+0.00044306i,8.3149e-06+0.00041659i,-0.00062448+0.00075019i,-0.0011767+0.0016381i,-0.0010027+0.0011054i,-0.00042119-0.00016217i,0.00039956-0.00054768i,0.00043055-0.00013315i,0.00027117+0.00033281i,-0.00015759+0.0002994i,-0.0009886+8.6814e-05i,-0.0011547-0.00012231i,-0.00044481-0.00039012i,0.0003502-8.5522e-05i,0.00039376-0.00040318i
-0.0004947+0.0031598i,7.8927e-05+0.0029033i,0.00076389+0.0021935i,0.0010958+0.0011298i,0.00059468-0.00023024i,0.00052583-0.001305i,-0.00015731-0.0020353i,-0.000103-0.0014869i,0.00050598-0.00015485i,0.00067111-0.00039446i,0.00030284-0.00085926i,2.4814e-05+0.00020146i,3.8278e-05+0.00084329i,-0.00047976-4.2689e-05i,-0.00067848-0.0005888i,-0.00062047+4.4835e-05i,-0.00067559+0.00089939i,-0.00024019+0.00091351i,-4.3363e-05+0.00013928i,-0.00030995-0.00021914i,-0.00075085-0.00016133i,-0.00070044-0.00072776i,-0.00010515-0.00025708i
0.00019219+0.00090352i,-0.00028577+0.00074225i,1.4019e-05+7.6065e-05i,0.00050374-0.00050963i,0.00048059-0.0011959i,-8.4475e-05-0.0017125i,-0.00042295-0.001179i,-0.00054813+0.00017346i,0.00040413+0.0005056i,0.0010113-0.00063385i,-0.00011055-0.0013579i,-0.00080363-0.00055465i,-0.00037099+0.00031813i,-0.00021556+0.00048188i,-0.00016672+0.0003693i,-9.8892e-05-1.9434e-05i,0.00041326-0.00015306i,0.00068214-0.0002987i,-0.00011374+8.0948e-05i,-0.0011878+0.00095699i,-0.00079879+0.00034605i,0.00027292-0.0010921i,4.0186e-05-0.0015718i
-0.0010157-4.3494e-05i,0.000101-0.00052504i,0.00087173-0.00038402i,0.00049264-1.8158e-05i,0.0008355-0.00015711i,0.00021197-5.6963e-05i,-0.00058078+0.0005295i,-0.0001866+0.00077403i,5.6967e-05+0.00014409i,-0.0012755-0.0010462i,-0.0021296-0.0010246i,-0.0010551-0.00022057i,0.00040373+0.00043909i,0.00023395+0.00029543i,-0.0010257-0.00043086i,2.7487e-05-0.00027389i,0.0013297+5.8244e-05i,0.00077642+0.00017031i,-0.00071994-0.00017335i,-0.00082511-0.00024392i,-0.00029215+0.00031323i,-0.00035223+0.00072807i,4.2111e-06+0.00048723i
-0.0020919+0.00022219i,-0.0026218+0.00022742i,-0.0019448+0.00059229i,-0.00012063+0.00032569i,0.00045826-0.00074604i,-0.00036004-0.00045062i,-1.9493e-05-0.00059094i,0.00071912-0.001425i,0.00013121-0.0017159i,-0.0011545-0.0015567i,-0.00051987-0.0011182i,0.0007941-0.00047867i,0.00040366-7.7646e-05i,-0.00059741+5.0373e-05i,-0.00079419+0.00081481i,0.00020939+0.0012208i,0.00021997+0.00081796i,-0.00033907+0.00020753i,-0.00035919-0.00031376i,3.2302e-05-0.00030955i,0.0005002+0.00013304i,0.00058739-5.9905e-06i,0.00081537-0.00022461i
-0.00080218+0.00028173i,-0.00084189+0.00095278i,-0.00013866+0.00060296i,-0.00082334-0.00039438i,-0.0013432-0.0011526i,-0.0016619-0.00092553i,-0.00089227-0.00077253i,-0.00030858-0.00044185i,-0.0005892+0.00010904i,-0.0004335-0.00017794i,-7.7126e-05-0.0002519i,-0.00081103+0.00023375i,-0.0011627-8.4333e-05i,-0.00037823-0.00065986i,9.0838e-05-0.00055603i,-4.9043e-06-0.00012422i,-8.118e-05-0.00016882i,-9.1762e-05-0.00055236i,-1.9736e-05-0.00015819i,-0.00023173+0.00063078i,-0.00012057+0.0010909i,0.0004917+0.00095937i,0.00042089+0.00024558i
0.00025851+0.00132i,0.00058567+0.00093318i,-7.1053e-05+0.00056633i,-0.00055571-0.00027156i,-0.00093068-0.0012884i,-0.0010581-0.0016295i,-0.0011748-0.0016779i,-0.0011266-0.0014424i,1.2561e-05-0.00061411i,0.0014125-0.00054172i,0.0014104-0.00037158i,0.00087475+0.00027482i,0.00053142+0.00062258i,-0.0001003+0.00030754i,-0.00015904+5.6752e-07i,0.00012073+0.00049278i,-4.0062e-05+0.00056097i,-0.00016961+0.00047715i,-0.00013943+0.00047551i,0.00087795-0.00010799i,0.0012358+0.00031337i,0.00092834+0.00077691i,0.00067461+0.00048643i
0.00075436-0.0012229i,-0.0010498-0.001476i,-0.0020048-0.00096114i,-0.0028431-0.00047458i,-0.0032331-0.00055256i,-0.0021096-0.00017329i,-0.0011847+0.0010189i,-0.00098973+0.0013986i,-0.00069126+0.00061297i,-0.00019028-0.00034102i,0.00033851-0.00055106i,0.00029347-0.00036377i,-0.00014597-5.0992e-05i,-0.00065465+0.00041298i,-0.00062441+0.0003414i,-1.6753e-05+9.6698e-05i,0.0004716-0.00026937i,0.00032733+0.00041198i,-0.00065347+0.0013684i,-0.00087885+0.00064244i,0.00080948-0.00025842i,0.0016065-0.00015772i,0.00062788-0.00047722i
-0.00091771+0.00042575i,-0.00056832+0.00017912i,-0.0013234-0.00015031i,-0.0019851-3.5664e-05i,-0.00055173-0.0003993i,0.00044899-0.0007542i,0.00047484-0.00064194i,0.00042453-8.9289e-05i,0.00079568-0.00037501i,0.00065546-0.00016259i,0.00016003+0.00074816i,0.00013193+0.00052455i,3.4902e-05+7.425e-05i,-0.00045392-0.00010343i,-0.00023723+0.00024285i,3.2966e-06+0.00080601i,-0.0010815+0.000397i,-0.00082039-0.0015052i,0.00014712-0.0020034i,0.00013649-0.00044844i,0.00025339+0.00074698i,0.00034752+0.0011234i,4.413e-05+0.00077795i
0.00036577-0.00032149i,0.0016077+0.0004149i,0.0013515+0.00038841i,0.0012503-6.2509e-06i,0.00060797+0.00021907i,-0.00077238+0.00013248i,-0.0010189+0.00012236i,-0.0004223-0.00044058i,-0.00044554-0.0013763i,-0.0013067-0.0014197i,-0.0016067-0.00047496i,-0.00075141+0.00062151i,-0.00042045+0.00048013i,-0.00010435-0.00014979i,0.00021703+0.00014361i,-2.796e-05+0.00029081i,0.00025552+4.0526e-05i,0.00070925-0.00020788i,0.00061786-0.00054553i,-0.00033873+2.9243e-05i,-0.0010142+0.00053781i,-0.00053481+0.00025376i,-7.648e-05+0.00065874i
-0.00074487+4.1265e-05i,-3.323e-05-0.00011008i,-0.00044535-0.00032504i,0.00020364-0.0012921i,0.0013106-0.0011639i,0.00093853-7.8029e-05i,0.00026358+0.00028759i,-0.0005785+0.00042097i,-0.0014202+0.00040895i,-0.0016009+8.1169e-05i,-0.00064408+6.9712e-05i,0.00016622+8.0498e-05i,-0.00056731+0.00013447i,6.7837e-05-0.00029759i,0.0004419-0.00035374i,0.00045055+0.0006599i,0.00042575+0.0005349i,-0.00027182-0.0004804i,-0.00068639-0.00032936i,-0.00010765+5.2842e-05i,-0.00022371-0.00018731i,-0.00084864-0.00080679i,-0.00072633-0.0005391i
-0.00018431-0.00034841i,-0.0017618-0.0012474i,-0.0026489-0.0016167i,-0.0019203-0.00078245i,-0.0011222-0.00011797i,-0.0012973+0.00019242i,-0.0011803-0.00029617i,-0.00079086-0.00036191i,1.7582e-05-0.00014193i,0.00071271+0.00039124i,0.00020948+0.0002781i,0.00049668+0.00066306i,0.00081052+0.00093981i,6.6265e-05+0.00021417i,-0.00068557-0.00064975i,-0.0006109-0.00094641i,-0.00031113-0.00012803i,-0.00061845+0.00077744i,-0.000482+0.00061759i,-2.1952e-05+0.00029349i,-0.00030673-7.0638e-05i,-0.00094391+1.6598e-05i,-0.00011362+0.00050461i
-0.00011151+0.00081121i,-0.00034237+0.00089125i,-0.00030248+0.00064107i,-0.00045177-4.0911e-05i,-0.0010721-0.0004707i,-0.0018886-0.00066623i,-0.00157-0.00088628i,-0.00062255-0.00082012i,-0.00019078-0.00060126i,-0.00029372-0.0010384i,-0.00046408-0.0014916i,3.047e-05-0.001029i,0.0006938-0.001104i,-1.6574e-05-0.00094945i,-0.00097011-0.00040311i,-0.0002733-0.00032407i,0.0006056+9.8192e-05i,0.00092497+0.00063205i,0.0010803+0.00062819i,0.00040979+0.0001994i,-0.00032182+5.6193e-05i,-0.00075647-8.267e-06i,-0.0013508-0.00013237i
-0.00012956+0.0023148i,0.00062848+0.0010191i,0.0011071+0.00062991i,0.00096683+0.00095856i,-5.7095e-05-4.5744e-05i,-0.00072629-0.001058i,-0.00080431-0.00030952i,-0.00042116-3.3475e-05i,9.8007e-06-0.00037727i,-4.8211e-05-8.0383e-05i,1.5649e-05-0.00066728i,-0.00034758-0.00080908i,-0.00070205+0.00020409i,-0.00046294+0.00047478i,7.7344e-05-8.4905e-05i,0.00041201-0.00029682i,0.00051015-0.00041792i,0.0003185-0.00058756i,-0.00033896-4.6167e-05i,-0.00048068+0.00040159i,0.00054105+0.00053446i,0.00090674-8.238e-05i,-0.00013301-0.0005028i
0.001656+0.0014186i,0.0013391+0.0015962i,0.0017283+0.00059689i,0.0022952-0.00082389i,0.0009876-0.0012514i,-0.0011698-0.001287i,-0.0018958-0.0006164i,-0.00075465+0.00023658i,-7.6882e-05+0.00046707i,-0.00020455-0.0004137i,-0.00050089-0.0013394i,-0.00058727-0.00087577i,-0.00041557-6.7055e-05i,-0.00042349+0.00057044i,-0.0001577+6.0941e-05i,0.000294-0.0006006i,0.00013466-0.00022318i,-0.00025812-0.00032645i,-0.00035104+0.00016753i,3.1327e-05+0.00012645i,0.0005311-0.00051037i,0.00064672+0.00061403i,0.00068746+0.001102i
-0.00037565+0.00086636i,-0.00072408+0.0011381i,0.0002823-0.0005802i,0.0010986-0.001784i,0.00067126-0.0025209i,-0.0003934-0.0024666i,-0.00073836-0.00118i,-0.00069925-0.00058985i,-0.00067011-0.00046669i,-0.00075519-8.118e-06i,-0.00066059+0.00058994i,-0.00035651+0.00058553i,0.00022506-7.31e-05i,0.00061205-0.00037704i,0.00040194+0.00024298i,0.00069973+0.0010095i,0.00041153+0.0012598i,-0.00028916+0.00050017i,-0.00078651-0.001007i,-0.00055783-0.0012651i,-0.00020459-0.00077421i,-0.00019874-3.6579e-05i,-0.00047335-0.00045396i
-0.0012012+0.00045633i,-0.001256-0.0003933i,-0.0023479+0.00079931i,-0.0015572+0.0011049i,0.00041574+0.00045583i,0.00046803-1.3629e-05i,-0.00068019+0.00010589i,-0.0014405+0.00038936i,-0.0016922-8.8184e-05i,-0.00093261+0.00045633i,4.0114e-05+0.00063304i,-2.827e-06+0.00023359i,-4.5468e-05+0.00028761i,-0.00027595+0.00020963i,0.00015159-0.00026612i,0.00045816-0.00066336i,-0.00029145-0.0004355i,-0.00020328-0.00021429i,-9.1836e-05+0.00027901i,-0.00036796+0.00012823i,-0.00013379-0.00050773i,-0.00017315-0.00036284i,-0.0003447-0.0004244i
0.00042916+0.0005015i,-0.00021446+0.0016215i,0.00079239+0.0025363i,0.0012399+0.001299i,-0.00019156-0.0010046i,-0.0013746-0.0020197i,-0.00014442-0.0014556i,0.001307-0.001155i,0.00073954-0.00033571i,0.00067044+0.00046477i,0.00049229-1.3816e-05i,-0.00031-0.00078621i,-0.00067536-0.00063975i,-0.00091022+1.4918e-05i,-0.0005945-1.4864e-05i,0.00032347-0.00023591i,0.00062586+5.5098e-05i,0.0001209+0.0003857i,-0.0004074+0.00041977i,-0.001208-0.00046882i,-0.0011308-0.0004883i,-0.00027972-0.00015607i,0.00030962-0.00063225i
-0.00012167+0.0010101i,-1.2837e-05+0.0002808i,0.00015701+0.0006573i,-0.00071103+0.0001273i,-0.0012915-0.0014349i,-0.0012638-0.00064568i,-0.0011652+0.00011795i,-0.00097293-0.00040894i,-0.00031802-0.00063211i,0.00023724-0.00051946i,0.00046062-0.00061254i,-7.272e-05-0.0010621i,-0.00057687+2.4452e-06i,-0.00053624+0.00086523i,-0.00088077+0.00027049i,-0.0010238-0.00015907i,-0.00048831-0.00051045i,-0.0002145-0.00026167i,0.00041515-0.00020696i,0.00074631-0.00032125i,0.0010738+0.0005068i,0.0013678+0.00018927i,0.00028023-0.00015386i
4.8645e-05+0.0011254i,-0.00054981+0.0010069i,0.00031445-0.00024045i,-0.00074761-0.0010629i,-0.001889-0.0015519i,-0.0017299-0.0019001i,-0.001626-0.0014133i,-0.001321-0.00096069i,0.00066043-0.00046011i,0.0011835-0.0010203i,-0.00084424-0.0012744i,-0.0013763-0.00024703i,-0.00059502+0.00041555i,-4.4461e-05+0.00081434i,0.00033515+5.5369e-06i,0.0007809+4.9705e-05i,0.00080128+0.0009186i,0.00039926-1.7302e-05i,0.00013604+6.3764e-05i,9.0839e-05+0.00018063i,0.00022162-0.00022394i,-0.00036492-0.0005524i,-0.00019686-0.00051993i
-0.00038479+0.00016789i,-0.0011703+0.00026802i,-0.00098219+0.0013368i,-0.0010567+0.0013721i,-0.00077847+0.00023916i,0.00018683-5.4914e-05i,0.00010207+0.00057422i,0.00044185-1.0981e-05i,0.0010594-0.00074483i,0.00036781-0.00085407i,-0.00015001-0.00040751i,1.699e-05+9.2874e-05i,-0.00028917-4.426e-05i,-0.00035408-0.00018245i,-0.00030319+0.00015013i,-0.00019876+0.00024991i,0.00058264+0.00028985i,0.0011575-0.00011043i,0.0002516+1.258e-05i,-0.00023726+0.00063802i,-7.7546e-05+0.00085306i,-0.00018704+0.00029711i,0.00013896-2.5947e-05i
-0.0012624-0.0010169i,-0.00083152-0.0013853i,-0.00031132-0.0011837i,9.1886e-05-0.00063487i,0.00056927-0.00054736i,-0.00010293-0.00053513i,-0.00070816-0.00010961i,-0.0004201-0.00022362i,-0.0003092-0.00073374i,-0.00070231+0.00023927i,-0.0009895+0.0012909i,-0.0012096+0.00053009i,-0.0001997-0.00061973i,0.00061568-0.00062339i,0.00033531+3.6494e-05i,0.00036726+0.00022084i,0.00012542-0.00081987i,-0.00071295-0.001482i,-0.00072938-0.00063255i,-0.00037362+0.0004054i,-0.00042466+0.00019i,-0.00040684-0.0004995i,-0.000524-0.00070361i
-0.00025108-1.4816e-05i,0.00061412+0.00092107i,0.00014715+0.00081714i,0.00093898+0.00023524i,0.0017233-0.00041977i,6.7081e-05-0.00060847i,-0.0013529+7.2812e-05i,-0.00077706+0.00038398i,0.00021103+0.00056868i,0.00052336+0.00057546i,0.00016559-0.00028554i,-0.00028655-0.00086177i,-0.00038893-0.00053041i,-3.1834e-05-0.00059386i,0.00069121-0.00035429i,0.00073225+1.2991e-05i,0.0004926+0.00037757i,-8.6583e-05+0.00038393i,-0.00098544+0.00036119i,-0.00072925+0.00041952i,4.3599e-05+1.3866e-05i,0.0001583-0.0002319i,-4.3833e-05-5.9727e-05i
-0.0011261+0.00065119i,-0.00095008+0.00062109i,-0.0006332+0.00059163i,-0.00031044-0.00075226i,-0.0002396-0.0010795i,-0.0004578+0.00015057i,-0.0012925+0.00043314i,-0.00097337+4.0999e-05i,-8.0342e-05+5.4768e-05i,-0.00011341+0.00028592i,-3.4238e-06+0.00019024i,-0.00047769-0.00012404i,-0.00069521-3.7478e-05i,-0.00037338-0.00035243i,-0.00066817-3.384e-05i,-0.00046678+0.00087653i,0.00011029+0.00095967i,0.00010291+0.0006911i,0.00036988+0.00038127i,0.00027295-3.3172e-05i,-0.00012964-0.00028082i,-2.5426e-05-0.0001168i,0.00017585+0.00014643i
-0.00045515+0.000355i,-0.0007227+0.00052161i,-0.00048289+0.000286i,-0.0003787-0.00014789i,-0.00065371-0.00072805i,-0.00077721-0.0015101i,-0.0006216-0.0009443i,-0.00094597-0.00043706i,-0.0011625-0.00046202i,-0.00064438-0.00052272i,-0.00093093-0.00060049i,-0.00089539-0.00070056i,-0.00011482-0.0010197i,0.00021767-0.00092044i,0.00033989-0.00022072i,0.00012404+7.0299e-06i,-0.00041627-0.0007956i,-1.0461e-05-0.00070992i,-7.2945e-05+0.00014571i,-0.00033078+3.2387e-05i,-0.00024612-0.00026051i,-5.2862e-05-0.00014744i,-0.0001159-9.0651e-05i
0.00045627+0.00038733i,-0.00062763+0.00034934i,-0.0013749+0.00040103i,-0.00079401+0.00034572i,-0.0009995+0.00051462i,-0.0010884-0.00015649i,0.0002597-0.0010031i,0.00073021-0.00091815i,0.00094815-0.00024304i,0.00072151+0.00023757i,-0.00043676+0.00086281i,-0.001104+0.001149i,-0.0009639+0.00042772i,-1.496e-05-0.00029292i,0.000409-0.00012292i,0.00028294+0.00050883i,-7.3054e-05+0.0013092i,-0.00040916+0.00054387i,0.0002771-0.00093289i,0.00071045-0.00077444i,0.00055011+0.00017684i,0.0014534-4.2062e-06i,0.0012559+0.00020675i
-0.0008863+0.0014835i,-0.0012799+0.0021865i,0.00082584+0.0017998i,0.0018044+0.0004547i,0.0013255-0.00070432i,-0.00021835-0.0011288i,-0.001508-0.00090232i,-0.0013634+0.0001619i,-0.0009668+0.00010638i,-0.00051823-0.0007932i,-0.00056131-0.0007676i,-0.00064137+0.00010842i,-3.9719e-05-0.00022138i,0.00013333-0.00043259i,9.8682e-06+0.00056205i,-0.00025896+0.0007564i,-0.0003337-1.7812e-05i,-8.0663e-05-0.00043356i,-0.00022097-0.00067595i,-0.00030226-2.1284e-05i,0.00030343+0.00022033i,0.0010454-0.00069134i,0.0010058-0.00074863i
-0.0031893+0.00047004i,-0.0021791+0.0018395i,-0.0016404+0.0013016i,-0.0010126+0.00064642i,-0.00026192+0.00037384i,-0.00025669+1.555e-05i,-0.00074045-0.00026343i,-0.00045205-0.00037531i,0.00018643-1.5119e-05i,0.00031831+0.00031771i,0.00014143+0.00068268i,-0.00011376+0.00078394i,-0.0001479+0.00026657i,-0.00015771-0.00016784i,-0.00023729-9.3032e-05i,8.3772e-05+9.7522e-05i,0.00015603+0.00078625i,-0.00017802+0.00050867i,-0.00013032-0.0003959i,9.1095e-05-0.00054925i,-7.6356e-05-0.0007283i,-0.00053083-0.00038123i,0.00023002-0.00039964i
0.0007538-0.00039595i,0.00083028-0.0001749i,0.0019443+8.6316e-05i,0.00234-0.00089459i,0.00041496-0.00099154i,-0.0014404-0.0003919i,-0.0013427+0.00019907i,-0.00021832+1.3434e-05i,0.00045888-0.00049578i,0.00081798-0.00089758i,0.0008059-0.00063368i,0.00055664-0.00043147i,0.00081939+0.00010095i,0.00023014+0.00029043i,-0.00059664-0.00023739i,-0.00084301-0.00072249i,-0.00055418-0.00095022i,0.00013912-0.00022283i,0.0005296+0.00011164i,0.00028487-0.00029848i,0.00022491-0.00060418i,0.00042896-0.00041735i,0.00048242-1.7227e-05i
0.0017718-0.00027282i,0.0014794-0.00091419i,0.00067959-0.0021369i,6.3813e-05-0.0025376i,-4.6457e-05-0.0022828i,-0.00085337-0.0013157i,-0.00098913-0.00035717i,-0.00060961-0.0003484i,-0.00056807-0.00063784i,0.00011707-0.0011544i,0.00046547-0.00095828i,-0.0002856-9.8032e-05i,-0.00090521+0.00010641i,-0.00032989+0.00013057i,0.0001875+0.00023057i,-0.00015952-6.5523e-05i,-0.00044237-0.00062148i,-0.00026517-0.00064012i,-0.00032066-0.00045705i,-0.00060187-0.00011035i,0.00011224+1.7458e-05i,0.00085977-0.00043032i,0.00015034-0.00013772i
