0.00072809+0.00048253i,0.00025616-0.00027824i,0.00024621-0.0010661i,-0.00013643-0.0012435i,-0.001503-0.001671i,-0.0022115-0.00098828i,-0.00082807+0.00061143i,0.0010622+0.0011314i,0.0017314+0.00077495i,0.0017884-0.00038806i,0.00084417-0.00067127i,1.2898e-05-0.00034091i,-1.3164e-05-0.00010145i,0.00039451-0.00029298i,0.00011049-0.00032334i,0.00050066+0.0001223i,0.00039747+0.0005537i,0.00014372+0.00099422i,0.00093494+0.00078892i,0.00063423+0.00057586i,0.00020009-4.6873e-05i,0.00083352+2.1648e-05i,0.00036916+0.000581i
-0.0035782-9.1487e-05i,-0.0043213-9.8267e-06i,-0.0033162+0.0018307i,-0.0018976+0.0020257i,-0.00069073+0.0006515i,-0.00019498-0.00030706i,8.396e-05-0.0008216i,0.00036954-0.00047352i,6.1936e-05+0.00025661i,0.00037558+0.00054834i,0.00059821-0.00018774i,0.00028449-0.00072464i,-5.7981e-05-0.00035379i,0.0001884-0.00045868i,0.00063896-0.00049027i,2.602e-05+0.00049237i,-0.00050125+0.00085986i,-0.00052233+0.00029861i,-0.00039275-0.0002651i,-0.00033519-0.000326i,-0.00057895+0.00021937i,-0.00013184+0.00048753i,0.00020783-2.8266e-05i
-0.0014645+0.00064621i,-0.00075039+0.0010672i,-8.5568e-05+0.0015914i,0.0011601+0.0012926i,0.0011423+0.00043399i,9.7131e-05+7.5778e-05i,-0.00036224-8.7225e-05i,-0.00078743+0.00065018i,-0.00060739+0.0012662i,-2.7727e-05+0.00074101i,3.469e-05-1.2526e-05i,-0.00031029-0.00021209i,-2.9109e-06-5.9312e-05i,0.00045674+0.0002311i,0.00049746+0.00038042i,0.00013958-0.00014272i,-9.066e-05-0.00041363i,-2.2167e-05+0.00012658i,-0.00043798+0.00030071i,-0.00040014-0.0001714i,0.00044976-5.6439e-05i,0.00056192-0.00032822i,0.00065496-0.00113i
-0.0022268+0.0010672i,-0.0016036+0.0013535i,-0.0010403+0.0021144i,-0.00064802+0.0025061i,0.00050284+0.0016983i,0.0013778+0.00026177i,0.0012619-0.00056831i,0.0010386-0.00031266i,0.00071233+0.00058978i,0.00052242+0.00058933i,-0.00016293+0.00025552i,-9.4064e-05-2.4126e-05i,0.00019211-0.00012188i,-0.00018313-0.00052428i,-7.7074e-05-0.00042013i,0.00032194+0.0001872i,0.0001849+0.00061132i,0.00033766+0.001043i,0.00063001+0.0009238i,4.7287e-05+0.00040554i,-0.00026069-0.00015242i,0.00026736-0.00049607i,0.00066961+6.3539e-05i
8.3754e-05+0.0010069i,-0.00027561+0.0016737i,-2.5408e-05+0.0012011i,0.00089206+0.00065902i,0.0012351-0.00056077i,0.00081878-0.00086802i,8.7209e-05-0.00025727i,-4.1528e-05-0.00042303i,-0.00054127-0.00057319i,-0.00086515-0.00043123i,0.00012654-0.00038679i,0.00063104-0.00043416i,5.9067e-05-0.00040122i,-0.00078746-8.5475e-06i,-0.00065996+3.9551e-05i,0.00017911-7.5206e-05i,0.00052545+5.0975e-05i,0.00016455+3.0074e-05i,-0.00026129+8.8101e-05i,0.00016754+0.00012256i,0.00079673+0.00013481i,0.00066662-0.00037741i,9.4747e-05+8.588e-05i
0.001228-0.00040461i,0.00045469+0.00078129i,0.00025657+0.0005592i,0.00039677-0.00059875i,0.00017208-0.00087378i,-0.00066609-0.0011128i,-0.00062071-0.0018739i,-0.00058498-0.0014849i,-0.00058763-0.00020038i,0.00032928+0.0002152i,0.00058665-5.325e-05i,0.00072231-0.00020263i,0.00011359+0.00048417i,-0.00052594+0.00064946i,-0.00066208-0.00046882i,-0.00045071-0.00074657i,0.00075293-5.8538e-05i,0.0017994+1.6926e-05i,0.0012327+0.00063298i,-0.00022288+0.00087214i,-0.00080276-0.00033923i,-0.0002666-0.0005299i,0.00025045+6.6602e-06i
-0.0022918-0.00044772i,-0.0026849-0.00089091i,-0.0018207-0.0012322i,-1.7117e-05-0.00085127i,0.00099182-0.00053966i,0.0011781-0.00018829i,0.00010421+0.00065086i,-0.00050314+0.0004401i,-5.2431e-09+0.00020749i,0.0005873+0.00042372i,0.00033203+0.0004264i,-0.00041615+7.5844e-06i,-0.00049133-0.00095343i,0.00021832-0.001075i,0.00046589-0.0004917i,-9.8491e-05+1.8414e-05i,-0.0007728+0.00027952i,-0.00032909-1.4218e-05i,0.00033192-0.00052131i,-0.00038281-9.5939e-05i,-0.0011533+0.00039285i,-0.0011046-0.00040473i,-0.00050892-0.00064594i
-0.00065111+0.00033679i,-0.00083439+0.0016852i,-0.00053253+0.0014657i,0.00018572+0.00065937i,6.4755e-05-8.9106e-05i,0.00011718-0.0007207i,0.00069806-0.00042605i,0.0004296+0.00017397i,-0.00037028-6.8456e-08i,-0.0010131-0.00063053i,-0.00057535-0.0010583i,0.00022543+3.2137e-05i,0.00026425+0.00027666i,0.00023673-0.00069024i,0.00056798-0.00061518i,0.00060458-0.00081323i,0.00041704-0.0011413i,7.535e-06-0.00066653i,-0.00045-0.00032415i,0.00034079-0.00057929i,0.00027307-0.00014454i,-0.0010611+0.00065278i,-0.0011489+0.00035837i
-0.00063748+0.0006807i,-0.00081163+0.00049269i,-0.00021702+0.00069485i,0.00058234+0.00031992i,0.0013972-0.00032824i,0.0013991-0.0011213i,0.00048184-0.0012687i,0.00029842-0.00075949i,6.4107e-05-0.00038721i,-0.00039377-2.8121e-05i,0.0002321+0.00044044i,0.00058453+0.00031743i,0.00036746+0.00037087i,-0.00012464+0.00022218i,-0.00067574-0.00015375i,-0.00033699+3.2027e-05i,0.00083559+0.00014638i,0.00057148-0.00049908i,-0.00031339-0.00046809i,-0.00042213-0.00041919i,5.9162e-05-0.00068017i,0.00043474+8.9586e-05i,0.00094886-0.00010662i
0.003181+0.0012828i,0.0030979+0.0016143i,0.0028524-0.00026253i,0.0018851-0.0024396i,0.00050329-0.0031228i,-0.00056329-0.0018907i,-0.0011901-0.00065617i,-0.00079476+0.00016899i,-0.00058787+0.00015228i,-0.00055597-0.0003469i,0.00012017-0.0013548i,-0.0002753-0.00078188i,-0.00083454+0.00041908i,-0.00088809-0.00038016i,-0.0010595-0.00093901i,-0.00075208-4.9134e-05i,-0.00027738+0.00074525i,-0.00047385+0.00096467i,-8.1004e-05-0.00015069i,-0.00014154-0.00068305i,-0.00095672-0.00041565i,-0.00065944-0.0006365i,0.0011033-0.00047436i
-3.0664e-05+0.00112i,-0.00048653+0.00084752i,-0.00045576+0.001045i,0.00025926-0.00013251i,0.00088392-0.0017875i,0.00030229-0.0022183i,-0.00039513-0.0015572i,-0.00052652-0.0006009i,-0.00041868+0.00023682i,-0.00021816+0.00043785i,5.7244e-05+0.00036131i,0.00031847+0.00029932i,0.00050922+0.00045273i,0.00063171+0.00090067i,-0.00043647+0.0007822i,-0.00077359-0.00029567i,-6.3748e-05-0.0012098i,-0.00073434-0.00097568i,-0.00069389-0.00043282i,-0.0001615-0.0003818i,-0.00024448+0.00050343i,-0.00025797+0.000312i,0.00010498-0.0002426i
-0.0018468+0.0021345i,-0.0023713+0.0018323i,-0.00083961+0.0015952i,0.0010634+0.00079429i,0.000494+0.00010109i,-0.00022215-0.001016i,-0.00069515-0.0016051i,-0.00096788-0.0010898i,-0.0002717-0.00037871i,3.9107e-05+0.00027702i,-0.00014925-8.4937e-05i,9.6708e-05-0.00035366i,0.00022543-0.00037794i,0.00045152-0.00075446i,0.00019442-0.00057512i,-0.00022053-4.7555e-06i,0.00020949+0.00020329i,0.00049407-0.00019738i,0.0003097-0.00012383i,-3.0318e-05-0.00017044i,0.00031331-0.00041734i,0.0011626-4.187e-05i,0.0011308+0.00037171i
-0.0013204-0.00027991i,-0.00066908-0.00057268i,-0.00066044+0.00050403i,0.00079744+0.00049461i,0.0016114-0.00039758i,0.00048724-0.00013523i,1.4353e-05+0.00059074i,0.00051746+0.00050888i,0.00050603+0.00013767i,0.00059471+0.00020138i,0.0012507+9.6411e-05i,0.001479-0.00070674i,0.0012789-0.00057129i,0.0004678+0.0002193i,-0.00050635+0.00034273i,-0.00072284+0.00037268i,-0.00015736+0.00037125i,-0.00032654-8.4388e-05i,-0.00035726-0.0003446i,3.878e-05+0.00055622i,6.9479e-05+0.001461i,-0.000411+0.0012204i,3.067e-05+0.00051776i
-0.00052574+0.0012628i,-0.00050878+0.0021068i,0.00027593+0.0025416i,0.00052445+0.0015667i,0.00095697+0.00016128i,0.0010935-0.00025285i,0.0003537-0.00060687i,0.00014485-0.00027385i,2.0505e-05-0.00012261i,4.9306e-05-0.00044394i,0.00058517-0.00026135i,0.00084538+0.00010696i,0.00062768-7.9779e-05i,1.0634e-05-0.00041172i,-7.8993e-06-0.00011476i,-0.00029636-0.00019475i,-0.00037534-0.00089675i,-0.00037197-0.00047222i,-0.00036859+0.00088301i,0.00071373+0.00065307i,0.0010162+0.00018382i,-2.6865e-06+0.0001246i,-0.00091429-0.00015794i
-0.0015453+0.00073978i,-0.00079731+0.00077273i,-1.971e-05+0.002093i,0.0022644+0.0016775i,0.0032169-8.9166e-05i,0.0023633-0.00084064i,0.0015973-2.8549e-05i,0.00080329+0.00072526i,0.00028924+0.0001912i,0.00063774-0.00097632i,0.0002066-0.0010182i,-0.00033538-0.00053741i,0.00035619+6.3694e-05i,1.0856e-05+0.00012394i,-0.00049218-7.7267e-05i,-7.4665e-05+0.00033109i,0.00054151+0.0005097i,5.5171e-05+8.7389e-05i,0.00018249-0.00016976i,0.00035939+0.00081453i,-0.00065952+0.00036943i,-0.00047821-0.00021444i,-2.4067e-06+0.0001791i
8.6619e-05-0.00031679i,-0.00069013-6.8609e-05i,-0.001205+0.00032488i,-0.00085425+0.0006167i,-0.00067956+2.65e-05i,-0.00036022-0.00017612i,0.0001459-0.00018437i,0.00016003+0.00047553i,-0.0001953+0.001063i,-0.00074033+0.0010459i,-0.0006733+0.00093255i,-0.00018252+0.0007089i,0.00091417+0.00031549i,0.0008297-0.00013505i,0.00019282-0.00091432i,0.00017871-0.00090126i,-0.00044957+0.00042099i,-0.00050627+0.00050383i,-0.00015453+0.00014154i,-0.00020909-0.00023264i,-4.1965e-06-0.00053546i,-2.8424e-06+5.6221e-05i,-0.0001422-2.3871e-05i
-0.001708-0.0017523i,-0.0020273-0.0012525i,-0.0019653-0.0001145i,-0.00071232+0.00096555i,0.00030347+0.001303i,0.00069821+0.0010434i,0.00089068+0.00076448i,0.00083634+0.00093261i,1.4048e-05+0.00098715i,-0.0004378+0.00073736i,-0.00067192+0.00073436i,-0.00076058+0.00074238i,-9.8672e-05+6.5593e-05i,0.00017641+4.5555e-05i,0.00012649+0.00069934i,-8.3817e-05-2.7008e-05i,-0.00016194-0.00041212i,5.7635e-05+0.00049783i,-0.00021155+0.00077262i,-0.00041064-8.1069e-05i,0.00036831-0.0013748i,0.0012897-0.0014007i,0.00085666-6.7415e-05i
-0.0011154+0.00057686i,-0.0010038+0.00093411i,-0.00072769+0.00050212i,7.7548e-05-0.00056839i,0.00038736-0.00015531i,0.00010525+0.00076528i,0.00010938+0.00059179i,-7.3642e-05-0.00034163i,5.6975e-06-0.00014773i,0.00049418+0.00053665i,7.6486e-05+0.00073188i,-0.00042472+0.00022076i,-0.00052831-0.00010752i,-0.00044556-8.1644e-05i,-4.3896e-05-4.2564e-05i,0.00059684+2.1943e-05i,0.00025896-0.00042085i,-0.0004454-0.00016227i,-7.3922e-05+0.00029277i,0.00010992+0.00018407i,0.00014483+0.0001629i,0.0003493-0.00033232i,0.00071151-0.00067235i
0.00020791-0.00082807i,-0.0013544+8.7096e-05i,-0.002555+0.00048249i,-0.0015774+0.00023304i,-0.00080828+0.00010516i,-0.00032194+8.7834e-05i,-0.00028863+0.00077479i,-0.00033342+0.0012858i,-0.00028561+0.00082674i,-0.00016667+0.00019357i,0.00029887-0.0001804i,-3.9715e-05+0.00029892i,-0.00066298+0.0011357i,-0.00049612+0.0010442i,-0.00028586+0.0004029i,-8.2446e-05+0.00029609i,-0.00018781+0.00010737i,0.00012202-0.00019042i,-6.9833e-05-0.00017071i,-1.6564e-05+0.00027329i,0.00046123+0.00067007i,7.1659e-06+0.00024799i,-0.00058868-0.00020645i
-0.00089795-0.00032159i,-0.0019045+0.00020294i,-0.0011043+0.0009082i,7.3413e-05-0.00012958i,0.00077432-0.0010905i,0.00045814-0.0011973i,-0.00036475-0.001326i,-0.00063152-0.0012417i,-0.00021455-0.00063296i,0.00013596+0.00027505i,-0.00023784-0.00020364i,-0.00033903-0.00095998i,0.0001458-0.00050769i,0.00030305+2.9447e-05i,-0.00025772-2.047e-05i,-0.00036003-0.00013944i,-0.00019912-0.0002628i,-0.00035633-9.326e-06i,-0.0006737+0.00092143i,5.4461e-05+0.0010279i,0.00047151-6.3126e-05i,0.00020486-0.0013562i,-0.00024961-0.001516i
0.00064548+0.00021317i,0.0011537-0.00079871i,0.0010925-0.001154i,0.0010967-0.00084124i,0.00026264-0.00054972i,-0.00010363-0.0004581i,0.00032029+0.00044971i,0.00037566+0.00024142i,0.00055884+0.00022469i,0.00032449+0.00058758i,-0.00046388+0.00057987i,-0.0010383+0.00095063i,-0.00078763+0.0008375i,-0.00017763+0.00012226i,3.6177e-05-0.00018433i,0.00012085-0.00021353i,0.00018716+0.00026698i,0.00016889-6.0092e-05i,0.00092488+1.3336e-05i,0.00069701+0.00043182i,-0.00018152-0.00011837i,-6.6289e-05-0.0003194i,-0.0007715+1.5015e-05i
0.00031739+0.0011948i,-0.00032864+0.00093135i,0.00051576-0.000107i,0.0020695-0.0012458i,0.0020416-0.0013573i,0.0014435-0.0016061i,0.0012223-0.00099767i,0.00059234-4.6701e-05i,1.8549e-05-0.0004687i,0.00012896-0.00060919i,0.0002879-9.7394e-05i,4.1653e-05+2.9458e-05i,9.0739e-05+2.9621e-05i,0.00022129-0.00034159i,-0.00031453-0.00061536i,-0.00033283-0.00034438i,8.017e-05+0.00047095i,-0.00016182+0.0011766i,-0.00085458+0.0013956i,-0.0005048+0.0008938i,-0.00013653+0.0002779i,-0.00029785+5.1732e-05i,-0.00022603-0.00050142i
-0.00047095-0.001148i,0.00088679-0.00093931i,0.00034764-0.00032468i,-0.00069936-0.00012204i,-0.0010321-0.00021219i,-0.0007852+0.00038592i,-0.00013179+4.9272e-05i,-0.00025982-0.00065514i,-0.00032401-0.00058375i,0.00033806-0.00037168i,6.1956e-05+2.4717e-05i,-0.00046067+0.00010369i,0.00050484-6.8644e-05i,0.0014007-0.00013729i,0.0013367+0.000198i,0.00091741+0.00010475i,-0.00018821-0.00020404i,-0.0010725-0.00016339i,-0.00083471+0.00031517i,-0.00053663+8.6373e-05i,-0.00034643-0.00038179i,-0.00033846-0.00062507i,-0.00071046-0.0011674i
0.00060356-0.001401i,-4.34e-06-0.0010638i,6.0628e-05-0.00076839i,0.00096402-0.00015897i,-4.5614e-05-0.0011307i,-0.0012678-0.00069288i,-0.0011291+0.00093548i,-0.00074136+0.00089013i,-0.00055501+0.00033411i,-0.00036252+0.00051425i,0.00012745+0.00093007i,0.00033078+0.00045428i,-6.3444e-05-0.00068328i,-0.00032043-0.00073136i,-0.0002385+0.00077118i,0.00010291+0.000494i,0.00017181+0.00010875i,-0.00030812+0.00069533i,-0.00014078+0.00073938i,0.00015899+0.0002183i,0.00016708+0.00033424i,0.0001148+0.00045409i,0.00014596+0.0003286i
0.002179+8.4271e-05i,0.002874+7.6237e-05i,0.0021505-0.00098697i,0.0011111-0.0024886i,0.00028533-0.002698i,-6.5361e-05-0.0012802i,-0.00022159+1.8851e-05i,-0.00029419+0.00020034i,-0.0001849-2.1964e-05i,-0.00035931-0.00016171i,-0.0002153+0.00024026i,0.00019132+0.0009049i,0.00011144+6.0959e-05i,-5.71e-06-0.00076639i,0.00037576-0.00030205i,0.0001591+0.00036346i,-0.000784+0.00026867i,-0.00059278+6.3709e-05i,-0.00032274+0.00037233i,-0.00012717+0.00045488i,5.4835e-05+0.0002527i,-0.00030596-0.00015418i,-0.00039695-0.00026979i
-0.00046139+0.0003017i,-0.00099561+0.00064451i,-0.00071494+0.0010567i,-0.00041607+0.0010659i,-0.00013745+0.00087657i,0.00019972+0.00085828i,-6.3361e-05+0.00067326i,-0.00023253+0.00049922i,-0.00050715+0.00031809i,-0.00050785-0.00036575i,0.00044419-0.00074027i,0.00035147-6.2635e-05i,-0.00065865+0.00015384i,-0.00085063+2.8857e-05i,-0.00091082-0.00061464i,-0.00028586-0.00092223i,0.00072389+2.1371e-06i,0.00077284+0.00090909i,-6.9587e-05-0.0002877i,-0.00017167-0.00092539i,-2.4925e-05-0.00042721i,-0.00029887-0.00075659i,-0.00026573-0.00064839i
-0.0011388-0.00014923i,-0.00094121+0.0010665i,-0.00051887+0.0027037i,0.00050647+0.0021014i,0.0014708+0.00089175i,0.0010635-0.00077672i,7.8494e-05-0.00091705i,-0.00022597+0.00018619i,-0.00053412+0.00053265i,-0.00041632+0.00058896i,-0.00019232+0.00050498i,-0.00034916+0.0006183i,-0.00045831+0.00022919i,-0.00017728+0.0001105i,0.0001583+0.00032124i,0.00045479+0.00078847i,0.00041078+0.00081222i,0.00038411-8.7755e-05i,0.00046173+1.7411e-05i,-2.5883e-05+0.00078961i,-0.00053216+6.3148e-05i,-8.6149e-05-0.00011376i,0.00028927+0.00026997i
0.000751+0.00032227i,0.0010947-1.5671e-05i,0.0011626+0.00031782i,0.0013556-0.00034117i,0.0010254-0.00063769i,-0.00023352-0.0013254i,-0.00072662-0.0012709i,-0.00055745-0.00018642i,-0.00030701+0.00036753i,-5.5242e-05-0.00010891i,0.00011196-0.0014149i,9.302e-05-0.001348i,-0.00032196-0.00023387i,-0.00077235-0.00026158i,-0.00062005-1.3707e-05i,-0.00069683+0.00023354i,-0.00076537-0.00021547i,-0.00010864-0.00038301i,8.8656e-05+0.00015824i,-0.00068239+0.00083855i,-0.00073924+0.00043866i,-0.00041187+0.00021336i,-0.0010605+5.9047e-05i
0.0020546+0.00060672i,0.0014091+0.0011142i,0.0014109+0.00012066i,0.0016191-0.0010718i,0.00091338-0.0013251i,6.2807e-05-0.0013577i,-0.0001981-0.00038724i,-0.00015611-0.00025174i,-0.00048601-0.00028074i,-0.00036612-0.00019933i,0.00027314-0.00054463i,6.0897e-05-0.00026797i,-0.00016008-0.00056362i,0.00027578-0.00072522i,7.4464e-05+0.0002092i,-0.00061499+0.00056389i,-0.00032877+0.00050983i,-8.3503e-05+0.00036406i,-0.00014432+0.00055547i,-4.5007e-05+0.00020067i,0.00014668-0.00050922i,0.00036184-0.00032963i,6.8988e-05-2.6297e-06i
-0.00046753-0.00068495i,0.00025749-0.00145i,0.00019744-0.0013034i,0.00021008-0.00080946i,0.000417-0.00099312i,-0.00027343-0.0007908i,-0.00019772-0.00034263i,0.0003246-0.0003024i,0.00074755-0.00071023i,0.00054044-0.00088971i,-0.00028725-0.00049615i,5.4937e-05-0.00011035i,0.00031746+0.00049564i,0.00044088+0.00016567i,0.00037516-0.00050808i,0.00015122-0.00041894i,-7.8144e-05-0.00053497i,4.9469e-05-0.0006197i,0.00017237-0.00029265i,-0.00054063-0.00026399i,-0.0007543-0.00071379i,-0.00012907-0.0006981i,0.000158+7.8636e-05i
0.00031694-0.0010109i,-0.001043-0.0012376i,-0.00089607-0.00070139i,-0.00084433-0.00074307i,-0.0016968-0.00095261i,-0.0021581-0.0011425i,-0.00082024-0.0010182i,0.00037611-0.00016893i,0.00044964+0.000686i,0.00054407+0.00091968i,0.00028101+0.0003524i,-0.00025656+0.00011678i,-0.00035108+0.00016098i,-0.0004624-0.00011291i,-0.00040562-0.00017544i,0.00022693-0.00034645i,0.00035726-0.00031687i,0.00074995-6.5457e-05i,0.00080615-0.0001563i,8.357e-07-0.00037602i,-0.00042356-0.00031704i,0.00018456-0.00016207i,0.00058384+6.3837e-05i
0.0016399+0.00090292i,0.0024894+0.00084388i,0.0032355+0.00081199i,0.0027622-0.00063901i,0.0015333-0.0017031i,5.7282e-05-0.001413i,-0.00082049-0.00048914i,-0.00099001+0.00045929i,-0.0004873+0.00055358i,0.00024366-0.00013303i,9.582e-05-6.3547e-05i,-0.00021595+1.1406e-05i,-0.00041043+0.00011817i,-0.00016983+0.00017884i,0.00019691-0.00020402i,0.00034648-0.00025596i,0.00052448-9.2839e-05i,2.8753e-06+0.00021094i,0.00023064+7.6816e-05i,0.0004819-0.00074784i,7.3297e-05-0.00039439i,-0.000274-8.3359e-05i,0.00019766-0.0008336i
-0.0020362-0.00079708i,-0.0017272-0.00035676i,-0.0012948+0.0001735i,0.0004674+0.0010318i,0.00055634+0.00073668i,0.00045735-0.00023361i,0.0011334-0.00045824i,0.00048267-0.00039361i,-8.0026e-05-0.00034278i,-8.523e-05-0.00051044i,0.00018243-0.00036084i,0.0010477-4.5149e-05i,0.0011089+0.00030171i,0.0008639+0.00036143i,0.00099147+7.9304e-05i,0.00067881-5.6504e-05i,7.9086e-05+6.5473e-05i,-6.8173e-05-0.00010607i,-0.00028041-0.0004509i,-0.00019161-0.0010363i,0.00053767-0.0012292i,0.00058519+3.796e-05i,4.8854e-05+0.0011047i
0.0021065-0.00053907i,0.0015988+0.00033235i,0.00088125-0.00042388i,0.00026707-0.001421i,-0.00043579-0.0019009i,-0.00097704-0.0014686i,8.1543e-05-0.00075925i,0.00023606-1.3335e-05i,0.00042225+0.00073254i,0.00034361+0.00039344i,-0.00073752+0.00011541i,-0.0011319+6.9037e-05i,-0.0004598-0.00018427i,-0.00050915+0.00024852i,-0.00092279-8.6905e-05i,-0.00030811-0.0009012i,0.00097768-0.00014691i,0.0010562+0.00062289i,0.00066767+3.7489e-05i,0.001609-0.00087168i,0.0017856-0.00044319i,0.00086299+0.00045999i,0.00011909+0.00044943i
0.00071006-0.00090332i,0.0004833-0.00074241i,0.00016499+9.4394e-05i,0.00017404-1.3033e-05i,-0.00011277-0.00047367i,-0.0004374+0.00022184i,0.00024235+0.0001489i,0.00061742-0.00072876i,0.00046645-0.00013145i,0.00029594+0.00012579i,2.4136e-05-0.00048246i,-8.7138e-05-0.00023982i,0.00033225+0.0002253i,0.00022908-0.00011756i,-0.00015664-4.7625e-06i,-2.6017e-05+5.8555e-05i,0.00030034-0.0006484i,-0.00029208-0.00097253i,-0.00075501-0.00086298i,-0.00042072-0.00014604i,-0.00045396-0.00013201i,-0.0005928-0.0004533i,-0.00030523-0.00033535i
-0.00058985-0.00017383i,-0.00097118+0.00057711i,-0.00016841+0.001813i,0.0015108+0.0013803i,0.0020029+0.00062911i,0.0019387+7.9447e-05i,0.0012013-0.00035977i,0.00044351-7.2799e-05i,0.0004297+0.00017661i,0.00074263+0.00035939i,0.0010786+0.00050198i,0.0005866+5.9175e-05i,4.8508e-05-0.0003853i,0.00030495-0.00070162i,0.00010733-0.001119i,-0.00019206-0.00070081i,0.00030202+3.5363e-05i,0.0004973+0.00048384i,-0.00030509+0.00025826i,-0.00069766+0.00043532i,-5.4369e-05+0.00078407i,0.00043863+0.00018159i,-5.2372e-05-0.00023968i
-0.00012588-0.00072548i,-0.00039872-0.00034176i,-0.0012803+0.00069096i,-0.0012711+0.0010813i,-0.00025206+0.00023136i,0.000542-0.00069916i,0.0003452-0.00023381i,-0.00021141+0.00011068i,-0.00026795-3.8277e-05i,-0.0005477+5.5204e-05i,-0.00011703-0.00045634i,0.00090151-0.0011614i,0.00020729-0.00085238i,-0.00076753+0.00010917i,-0.0015686+0.00024861i,-0.0018219+0.0001803i,-0.0010406+0.00015386i,-0.00016238-5.8183e-05i,-0.00012085-0.00058926i,-0.00012434-0.00059895i,0.00017657-0.00044311i,0.00076694-9.3156e-05i,0.00076775+0.00029591i
0.00053101+0.0012377i,0.00079129+0.0013204i,0.001715+0.0013074i,0.0017506+0.00020372i,0.00077806-0.0013205i,-4.3913e-06-0.0011619i,-1.8227e-05-0.00072737i,0.00013611-0.00013585i,1.0506e-05+0.00038905i,-0.00049859-0.00051865i,-0.00051129-0.00097988i,-5.9467e-05-0.00082319i,0.00016921-0.00034609i,0.00013974-9.3985e-05i,-0.00042023+0.00011899i,-0.00067435-0.000104i,7.206e-05-0.00041969i,-0.00022821+0.00016822i,-0.00042877-3.0183e-05i,0.00046631+6.0643e-05i,0.00041123+0.00069447i,0.00054663+0.00070453i,0.00078277+0.0005504i
-3.0613e-05+0.0017518i,0.00046902+0.0013835i,0.0011457+0.0010004i,0.002013+0.00031079i,0.0018308-0.00051617i,0.00038979-0.00087865i,-0.00016296-0.0001742i,3.7951e-05-0.00012739i,-0.00046757+5.8036e-05i,-0.00052047+0.00056924i,0.00013581+6.1505e-05i,0.00016156-0.00021072i,-1.07e-05-0.00056232i,-0.00010138-0.00056495i,-0.00049686-0.00053841i,-0.00042671-0.00082293i,0.00037359+5.6319e-05i,-3.8838e-05+0.00019675i,-0.00026073-0.00022727i,0.00023885-0.00062388i,-5.7089e-05-0.00082527i,-0.00064468-0.00093709i,-0.00023448-0.00092836i
-0.00059193+6.1909e-05i,-0.00018873+0.00069934i,-0.00043963+0.00099696i,-0.00030172+0.0010593i,0.00015024+0.00047928i,0.00080146-2.2159e-06i,0.00062806-0.00042489i,9.3125e-05-0.0001384i,-0.00024493+0.00065759i,0.00014962+0.00074141i,0.00029846+0.00030282i,-5.391e-05+0.00051716i,-0.00021343+0.00043907i,-0.00021997-0.00010029i,0.00074412-0.0004939i,0.0011578-0.00058242i,0.0008703-9.8218e-05i,0.00082579+0.00028171i,0.00089983+0.00018334i,0.0010276+0.00035536i,0.0010202+0.00016318i,0.00048328+0.00012939i,0.0001422+0.00018975i
-0.00068019-0.0014246i,-0.0017741-0.0012461i,-0.00191-0.00087885i,-0.00071431+0.00047158i,0.00042221+0.00020742i,0.00082739+0.0002058i,0.00045025+0.00035518i,0.00036066-0.00014728i,0.00063677-0.00071038i,0.00083188-0.00032165i,0.00020241+0.00036737i,0.00044778+0.00024914i,0.00029743+4.6301e-05i,-0.00032301-0.0004231i,-0.00014965-0.00036581i,0.00011976+6.4824e-05i,5.7096e-05+0.00020151i,5.5977e-05-5.5782e-05i,0.00072322+4.859e-05i,0.00096152+0.0004889i,0.0002448-0.00032466i,-0.0001829-0.00090474i,-0.00037142-0.0007116i
-0.0012504+0.00091198i,-0.00096201+0.0016734i,0.00056994+0.0018817i,0.0014405+0.00042802i,0.00079814-0.0016563i,-0.00010533-0.0019155i,-0.00012577-0.00024483i,2.7968e-05-0.00012509i,2.8279e-05-0.00082956i,-0.00014407-0.00079689i,4.1639e-05-0.00055043i,-0.00032345+0.00034533i,-0.00027694+0.00090738i,0.00012528+0.00089322i,-0.0007004+0.00031983i,-0.0015123-0.00044736i,-0.00058418-0.00062705i,0.0008072-0.00096212i,0.0010574-0.001059i,0.00087312+2.9033e-05i,0.00073349+0.00075972i,0.00060332+0.00039004i,-0.00012356+0.00066178i
-0.00027353+0.0012262i,-0.00071355+0.0012479i,0.00039467+0.00082145i,0.0011011-0.00048291i,0.0015616-0.0015708i,0.0013747-0.00067724i,0.00023337+0.0001725i,0.00019265+0.00027407i,0.00061707+0.00039193i,0.00030782+0.00030808i,-0.00023952+6.7279e-05i,-5.0946e-06-0.00031281i,8.1576e-05-0.00066557i,7.734e-05-0.00076158i,-0.00015073-0.0010488i,-2.2508e-05-0.00041451i,3.7027e-05+0.00062327i,-0.00065236+0.00031228i,-0.00059509-9.7994e-05i,-0.00020719-0.00076544i,-0.00038646-0.0015357i,0.00014095-0.00065853i,0.0005736+0.00085401i
