0.0019432-0.00016545i,0.002631-0.0018042i,0.00023609-0.002814i,-0.0017982-0.0025433i,-0.0022236-0.0016996i,-0.0022755-0.00016644i,-0.00060932+0.0017052i,0.0014074+0.0022422i,0.0027003+0.0010476i,0.00195-7.9439e-05i,0.00024031+7.2591e-05i,-0.00033998-0.00034427i,-0.00071867-0.00056377i,-0.00105-2.5185e-05i,-0.00083809+0.0001421i,-0.00083592-0.00024112i,-0.0009225-0.00024336i,-0.00056376+0.00030869i,-0.00032817+0.00012044i,-0.00023895+0.0003348i,-0.00017459+0.0011071i,-0.00050288+0.00077793i,-0.00065191+9.8893e-05i
0.00043961+0.00061197i,-0.00066789+0.0012146i,-0.00045859+0.0012502i,4.4559e-05+0.00044012i,0.00096305-7.1427e-05i,0.0014129-0.00027838i,0.00079578+3.9128e-05i,0.00024399+0.00078661i,8.4496e-05+0.00076063i,-0.0001236+0.0011545i,-0.00034631+0.001508i,0.00078079+0.00080646i,0.0014376+0.0003627i,0.00067438+0.00022062i,0.00015184+2.5506e-05i,-0.00051774-0.00039191i,-0.00060493-0.00057713i,-0.00015556-0.00070929i,9.909e-05-0.00069598i,0.00030644-0.00075792i,-6.057e-05-0.0011867i,-0.00066508-0.0012987i,-0.0011565-0.00032334i
-0.00022275-0.0007621i,-0.00089338-0.0022736i,-0.00063744-0.003031i,-0.00050893-0.0024397i,-0.0010555-0.0018307i,-0.0015552-0.00020983i,-0.00050238+0.0013227i,0.00082408+0.00090877i,0.000557+0.00014033i,-1.0476e-05+0.00030424i,0.00011012+0.00060887i,-6.593e-07+0.00057838i,0.00043856+0.00013935i,0.0011312+1.1195e-05i,0.00054398-0.00027883i,-0.00066755-0.00067192i,-0.00049994-0.00051247i,0.00044891-0.00033578i,0.00054764-0.00014486i,-0.00022089+3.9069e-05i,-0.00068048-0.00047561i,-0.00031332-0.00053045i,0.00014716-0.00015442i
-0.0014026+0.00076598i,-0.0017045+0.0020225i,-0.0011953+0.001906i,-0.00059158+0.0010647i,-0.0003801+0.0010563i,0.00034074+0.0013844i,0.00037694+0.00059074i,-0.00023371+0.00026712i,-0.00063598+0.00061391i,-0.0014479+0.00048759i,-0.0010532+0.00050279i,0.00038452-8.5778e-05i,0.0011257-0.0011338i,0.00036868-0.00083595i,-0.0011226-0.00025433i,-0.0015269-0.00059717i,-0.00055408-0.00094564i,-7.7286e-05-0.0011631i,-0.00050485-0.00054231i,-0.00031226-5.8785e-05i,0.00066335+8.3825e-05i,0.00051299+0.00030954i,0.00051425+6.8147e-06i
0.00064861+0.00083298i,0.00060575-0.00040595i,0.00025626-0.00092979i,0.00019965-0.00071679i,0.00046888-0.0013102i,0.00096361-0.0016445i,0.0013951-0.0011971i,0.0012402-0.0007026i,0.00068078+0.00014768i,-0.00015193+0.00024004i,-0.00060337-0.00058911i,-0.0011948-0.00096223i,-0.00083684-0.0011134i,-0.00021855-0.00082568i,4.1459e-05-0.00051372i,0.0003467-4.0394e-05i,0.00060372-0.00015975i,3.8241e-05-0.00043299i,-0.00034406-0.00014028i,0.00028604+0.00047981i,0.00016934+0.00033732i,4.7935e-05-0.00010001i,0.00016062-0.00028416i
-0.0017402-5.7502e-06i,-0.00082173+0.0010552i,-0.00046926+0.0022035i,-6.7095e-05+0.0015503i,0.00050779+0.0012627i,0.0011488+0.00060332i,0.00039786-0.00043041i,-0.00038968-0.00014522i,-0.00039681+0.00016958i,-9.0362e-05+0.00042954i,-6.6253e-06+0.00068883i,-0.00058938+0.00043259i,-0.00097201+8.4403e-05i,-0.00088281+0.00010709i,-0.00095991+0.00012613i,-0.00084166-0.00024965i,6.6017e-05-0.0011069i,0.00048188-0.0011147i,0.00033947-0.00078039i,-0.00042257+0.0001168i,-0.00028827+0.00099684i,-0.00048413+0.0003399i,-5.1911e-05-0.00087485i
0.00086252+0.001504i,-0.00060764+0.0014717i,-0.00061654+0.0016308i,0.00077077+0.0019779i,0.001265+0.001162i,0.0006413-0.00020842i,0.00027329-0.00051411i,0.00013778+0.00042558i,-8.7388e-05+0.00059814i,0.00024431+0.0003487i,0.00017278+0.00029476i,-0.00025325+0.00045523i,-1.408e-05+0.00049788i,0.0004363+0.00062065i,0.00085758+0.00082738i,0.00082732+0.00049612i,0.00026224-4.0269e-05i,-7.1026e-05+0.0002402i,-0.00010665+0.00095632i,-0.00077035+0.00096841i,-0.00069645+0.00042419i,0.00058649+0.00062883i,0.00010863+0.00052217i
0.00086429+0.00075529i,0.00059382+0.00038658i,0.00082042-0.0010834i,0.0016237-0.0015168i,0.0019173-0.00022991i,0.0017133+0.00010636i,0.0011211-0.0005412i,0.00022337+0.00018756i,-0.00019494+0.00022498i,4.8806e-05-0.00029686i,0.00085497-2.1845e-05i,0.001107+0.00042728i,0.00089703+7.1062e-05i,4.9978e-05-0.00080894i,-0.0002506-0.00025788i,-0.00034517+0.00074376i,-0.00048042-0.000145i,0.00015608-0.00066774i,0.00031681-9.227e-07i,-0.00016369-0.00015981i,-0.0009295-0.00039213i,-0.00055025-0.0001242i,0.00047888+0.00011876i
-0.0010212+0.00014554i,-0.0018887+0.0012137i,-0.0023154+0.0018342i,-0.0007+0.0010427i,0.00063198-0.00016135i,0.00010224+9.9074e-05i,-4.2599e-06+0.0003025i,0.00027032-0.00058669i,-4.8574e-06-0.0010661i,0.00022493-0.00018971i,0.00065507+0.00040716i,0.00035101+0.00010527i,0.00014255-0.0003366i,-3.4548e-05+0.00030681i,-0.00063835+0.00042315i,-0.00021308-6.217e-05i,0.00049817-7.5194e-05i,0.00054463-0.00028612i,-0.00020798-0.00012957i,0.00017064-5.2076e-05i,0.0015953+0.00066236i,0.0011562+0.00091512i,0.00020932+0.00018239i
-0.00064673-0.0016968i,-0.001943-0.0019131i,-0.00263-0.0016914i,-0.0027076-0.0010185i,-0.001616-0.0012202i,4.613e-05-0.00088968i,0.00052833+0.00036896i,0.0005014+0.00072951i,0.0008111+0.00043431i,0.00051274+0.0001618i,0.00035106+0.00050507i,-0.00010334+0.00021171i,-0.00048916-0.00017706i,-0.00029474-0.00023006i,-0.00085042-0.00014176i,-0.001115-1.8871e-05i,-0.00049953-0.00050562i,-9.5305e-05-0.00012345i,-0.00070441+0.00052955i,-0.00099793+0.00010044i,-0.00035706-0.0010254i,-7.9836e-05-0.0012244i,-0.00022867-0.00065783i
-0.0014334+0.0017937i,-0.00074194+0.0016712i,0.00074915+0.0019293i,0.0019101+0.0022276i,0.0025895+0.0015415i,0.0023178+4.6159e-05i,0.0021886-0.00083263i,0.0017925-0.00014476i,0.00060308+0.00060016i,0.00029732+0.00061303i,0.00032136+0.00018065i,7.0167e-05-0.00078406i,-0.00030529-0.001719i,-0.00056114-0.0011935i,-0.00076143-0.00087841i,-0.00070535-0.00036971i,-0.00058449+0.00024856i,-0.00031947-5.4794e-05i,-0.00066029-0.00022955i,-0.00078694-0.00034751i,-3.1413e-07+3.8852e-05i,0.00075996+8.1708e-05i,0.0011968+0.00033696i
-2.6815e-05+0.0015621i,0.00043239+0.00097125i,0.0012797+0.00075535i,0.0011339+0.00063916i,0.0016381-0.00051298i,0.0023123-0.0011027i,0.00108-0.0013851i,-0.0002235-0.0011852i,-0.00047912+0.00040646i,-0.0002545+0.0010003i,0.00025697+7.5342e-05i,0.00032143-0.00032757i,0.00051803-0.00024698i,0.00053042+5.542e-05i,0.00028098-0.00021911i,0.00010652-0.00021111i,-0.0004949+0.00075784i,-0.00019333+0.00093961i,-1.7159e-05+0.00017684i,0.00013793-5.6252e-05i,0.00051087-0.00024204i,0.00014206-0.0003533i,-0.00049923+0.00023896i
-0.00053512-0.0013057i,-0.0001486-0.00035351i,-0.0015193+0.00011652i,-0.0013428-0.00061743i,-0.00039099-0.0013661i,0.000269-0.00054499i,0.00066399+0.00080959i,0.00074751+0.001276i,0.00039501+0.00081272i,0.00027303+0.00047259i,0.00063746+0.00042157i,0.00010378-0.00037395i,-0.00056039-0.00079247i,-0.00055933-0.00055156i,-8.2093e-05-0.00013813i,0.00024788+0.00034221i,3.3651e-05+0.0004174i,0.00025275+0.00069017i,-0.0001341+0.00097869i,-0.00043593+0.00069345i,5.8971e-05+0.00041718i,0.0004154-0.00073159i,0.00074112-0.0015829i
-0.0012034+4.5078e-05i,-0.00041745+0.00076229i,5.6654e-05+0.0012054i,-0.00040958+0.00010353i,0.00080898+0.00029513i,0.0024629+0.0010865i,0.0018833+0.00062677i,0.00063074-0.00020406i,-0.0002611-0.00063404i,-0.00066759-0.00028121i,-0.00018635-2.9769e-05i,-2.7492e-05-0.00025991i,0.0001386-0.00030049i,0.00040662+2.4896e-05i,0.00041299+0.00022752i,0.0002667+0.00032515i,0.00074132+0.00010273i,0.0010163+6.9356e-05i,3.8507e-05+0.00011059i,-4.7394e-05-0.00038328i,0.00042555-0.00055227i,0.00066866-0.00035807i,0.0010641+1.0408e-05i
0.0022977+0.001906i,0.0013665+0.00051258i,0.0015108-0.00040792i,0.0012637-0.00082985i,0.0020584-0.0017741i,0.0025278-0.0018538i,0.00088689-0.0016384i,-0.000147-0.00076157i,0.00013162+0.00014163i,0.00085817+0.00023254i,0.00044741-6.6354e-05i,-3.1896e-05-6.0512e-05i,-4.6425e-05+0.0002666i,-0.0003317+0.00012164i,-0.00039449-0.00036456i,-0.00043343-0.0012636i,-0.00074973-0.0016048i,-0.0010416-0.00076148i,-0.00018124+0.00055497i,-6.0999e-05+0.00093436i,-9.0394e-05+0.0011793i,2.9173e-05+0.0011166i,-0.00033161+0.00058586i
-0.00061116-0.0014767i,-0.0011436+0.00014753i,-0.00027983+0.0014486i,0.00021391+0.0015453i,-0.00016243+0.0013625i,0.00018681+0.0013118i,0.00086512+0.00095962i,0.00065205+0.00047864i,0.00021492-0.00015313i,0.00049555+3.5035e-05i,0.00015855+0.00068779i,-0.00032997+0.00048327i,-0.0004351+0.00070489i,0.00031174+0.0013407i,0.00037229+0.00096343i,0.00015512+4.9556e-05i,0.00029776+2.9574e-05i,0.00052154+0.00040106i,0.00061946+0.00011003i,3.761e-05+0.00021846i,-0.0003375+0.0002453i,-0.00020285+0.00032444i,-0.00030867-0.00011356i
-0.00068321+0.00018733i,-0.00066375+0.0012482i,-7.6152e-05+0.0026921i,0.00099764+0.0024979i,0.0031306+0.00063893i,0.0034583+0.00014859i,0.002292+0.00015262i,0.0016446+0.00048253i,0.0003546+0.0010554i,-0.00056456+0.00095863i,-0.00093655+0.001005i,-0.00087063+0.00092813i,-0.00023192+0.00018576i,0.00021523+0.00017815i,-0.00027834+0.00023858i,-0.00061939-0.00010921i,7.9585e-06+0.00024083i,-4.9671e-05+0.00053918i,-0.00070558+0.00057354i,-0.00025539+8.2391e-05i,0.00061099-0.00023644i,0.00024648-0.00057884i,-0.00045405-0.00021426i
-0.00017178+0.00076836i,-0.00021518-1.6408e-05i,-0.00053849-0.00068955i,-0.00013712-0.0015866i,0.0013258-0.0016523i,0.0018581-0.0012592i,0.0011017-0.00032767i,0.00066722+0.00041395i,0.00065321+7.2872e-05i,0.00051945+0.00044991i,0.00043328+0.00067428i,0.00030246-0.00037043i,-2.817e-05-0.0012085i,-0.00042392-0.00074961i,-0.00066219+0.00013004i,-0.00042213+0.00017808i,-0.00023008-0.00017006i,-0.00042568+5.2498e-05i,3.1257e-05-1.6065e-05i,0.00027528-0.00058929i,0.0002704-0.00043301i,0.0006217-0.00030378i,0.00068853-0.00018521i
-0.00035368+0.00072365i,-0.00015703+0.0010736i,0.00023892+0.0018678i,0.000246+0.0016269i,0.00073742+1.5703e-05i,0.0013843-0.00095821i,0.0010219-0.00091426i,0.00047115-0.00061432i,0.00063921-0.00085348i,0.0010818-0.00024427i,0.00059011+0.00035082i,-0.00018517+0.00016202i,-0.00089662-0.00033174i,-0.00085362-0.00097074i,-0.00076575-0.00069625i,-0.00070901-0.00043027i,-0.00048724-0.00050857i,-7.051e-05-0.00093127i,-1.5078e-05-0.00056474i,-0.00017228+0.00045379i,-9.213e-05-0.00011865i,0.00027123-0.0012178i,0.0007241-0.00056069i
-0.0001111-0.00019983i,-0.00062952-0.00093524i,-0.0004648-0.001536i,0.0001823-0.0012534i,0.00068187-9.425e-05i,0.00041492+0.00021498i,2.1914e-05+4.4211e-06i,0.00014469+0.00051386i,0.00029324+0.0010037i,-0.00030744+0.00087418i,-0.0010657+0.00070409i,-0.0010923+0.00018216i,-0.0010925-0.00064536i,-0.00067518-0.00078543i,0.00021842+3.1608e-05i,0.00024364+0.00022011i,-0.00020769+0.00064832i,-0.00078565+0.00088994i,-0.00055966+0.00044415i,-0.00011656-0.0001683i,-0.00017015-0.00060039i,-7.6862e-05-0.00021887i,0.00016356-0.00018306i
0.0001898-0.00033845i,-0.00022464+0.00034849i,-0.0013585+0.0010376i,-0.00057732+0.00080033i,0.0010951+0.00017043i,0.0010755+0.00015325i,0.0010026-0.00048549i,0.0016573-0.00070772i,0.0015646-8.5387e-05i,0.00051298+0.00083284i,0.00013771+0.00063076i,0.00020112-0.00058797i,-0.00077205-0.00025286i,-0.0010782+0.00016468i,-0.00026127+0.00071556i,-4.4539e-05+0.0011937i,0.0004252+0.000986i,0.0010788+0.00046367i,0.0005128+0.00047012i,-0.00019924+0.00049259i,-0.00029122+0.00062284i,-0.00015315+0.00086709i,-0.00012492+0.00037784i
1.4692e-05+0.0019347i,0.0013464+0.00066998i,0.0017221-0.00029141i,0.00078905-0.0020306i,0.00016449-0.0032379i,0.00058935-0.0021977i,0.0011102-0.00095367i,0.0013167-9.6134e-06i,0.00069104+0.0010147i,0.00024602+0.00086922i,-0.00029533+0.00039864i,-0.0012623+0.00069341i,-0.0017839+0.00038015i,-0.0011696-0.00027142i,-0.00059889-0.00017118i,-0.00055066+7.5303e-05i,-0.00064046-0.00035245i,-0.0010226+1.4722e-05i,-0.00080101+0.00066675i,-0.0004009+0.0006519i,0.00021157+0.00019786i,0.00075818+3.6366e-05i,0.00039393+0.0001682i
0.001277+8.5606e-05i,0.00019962-0.00010496i,-0.00036665+0.00024039i,-0.00026901+0.00040846i,6.9482e-05-0.00075357i,0.00071239-0.0017783i,0.00023898-0.0018891i,1.2321e-05-0.00061105i,0.00037194+0.00044727i,0.00091074+8.8468e-05i,0.00062006+5.8372e-05i,-0.00057308+0.00021244i,-0.00062593+0.00023785i,-9.0298e-05-4.8824e-05i,0.00015398+0.00019315i,-0.00011217+0.00014826i,-4.1045e-06-0.00024053i,0.00028185+0.00065098i,-0.0004994+0.0014363i,-0.00058563+0.00038664i,1.1326e-05-0.0011009i,-0.00034877-0.00085075i,-0.00064502+0.00023549i
-0.00021853+0.0022353i,-0.0026505+0.001392i,-0.0026819+0.0014304i,-0.0013338+0.0004484i,0.00079402-0.0016231i,0.00088863-0.0014193i,0.0001819-0.00048491i,0.0001359+0.00018328i,6.8742e-06-0.00012998i,0.00011579-0.00037358i,0.00029951+0.00044432i,-6.3124e-05+0.0010754i,-0.00037316+0.00069695i,-0.00024207-0.00010592i,0.00016569-0.00060814i,-0.00023052-0.00072826i,-0.00031627-0.00047188i,0.0007766+0.00033129i,0.0007926+0.00034789i,0.00019433-0.00061403i,3.9924e-05-0.00050159i,-0.00031067-0.00054948i,-0.00010896-0.0013948i
0.00080763-0.00047779i,0.0011078-0.0010841i,0.0017793-0.0024834i,0.0020311-0.0026675i,0.0011258-0.002459i,0.00018947-0.0026281i,3.2299e-05-0.0018864i,0.00059147-0.0005375i,0.00098184+0.0003145i,0.00040148+6.6542e-05i,-2.2148e-05+0.0001677i,-0.00036409+0.0005407i,-0.00089353+0.00079004i,-0.00039522+0.00082845i,0.0001018+0.0012415i,0.00051796+0.00064858i,0.00012809-0.00013728i,-0.0011388+0.00053526i,-0.0010945+0.00049493i,0.00035215+0.00044786i,0.00097494+0.00054579i,0.00048365+0.00013392i,0.00021878-0.00058464i
-0.0016645-0.0017096i,-0.0024109-0.00080676i,-0.002922-0.0002696i,-0.0020621+0.00095398i,-0.00080807+0.0025873i,7.8171e-06+0.0019842i,0.0015369+0.00074115i,0.0021442+0.00030203i,0.0010252+0.00012481i,0.00063102+0.00036043i,0.00049413+0.00014135i,-1.3684e-05+0.00017353i,7.9064e-05-0.00025425i,-0.00068868-0.00077682i,-0.0011644-0.00016309i,-0.00078702+0.00030685i,-0.0004161-0.00021747i,-8.9107e-05-3.7028e-05i,-6.5266e-05+0.00078713i,0.00088525+0.00014644i,0.0014369-0.00053145i,0.00078358-0.0002714i,0.00051793+0.00027627i
-0.00058117+0.00090425i,0.00017591+0.00015651i,-0.00021587+0.00022792i,0.00052923+0.0013909i,0.0012064+0.0016885i,0.0018269+0.00023948i,0.0016809-0.00098308i,0.00036238-0.001106i,-0.00053914-0.00038057i,-0.00052879+5.5022e-05i,-0.00048016+0.00022164i,-0.00057757+0.00022935i,-0.00050455-9.9712e-05i,-0.00064627-0.0007135i,-0.00036732-0.00048569i,-0.0005784-0.00013083i,-0.00084455+0.00045171i,-0.00038195+0.00065918i,-0.0003102+0.00024472i,-0.0006252+0.00066222i,-0.00020313+0.00075424i,0.00024692+7.308e-05i,-0.00012914+0.00017603i
0.00063969+0.00043599i,2.302e-05-0.0001949i,0.00018195-0.000441i,0.00057286-0.00065315i,0.00021909-0.00050138i,0.00019659-0.00058038i,0.00068811-0.00074866i,-0.00013866-0.00034629i,-0.00035206-0.00067417i,-0.00028296-0.00075482i,-0.00074641+3.4452e-05i,-0.00047793-0.0004312i,-0.0001-0.001056i,3.7628e-05-0.00074504i,-0.00011264+0.00010956i,-0.00046663+0.00044922i,-0.00028948+0.0003665i,3.2733e-05+0.00067491i,0.00034438+0.0010233i,0.00058802+0.0012392i,0.00092273+0.0010588i,0.00055102+0.00068795i,-0.00058858+0.00031748i
0.00022441+0.0019331i,0.00079074+0.0011476i,0.00071788+0.00099865i,0.00060297+0.0024995i,0.0007742+0.001631i,0.00068275-0.00056091i,0.001149-0.00092099i,0.0011734+0.00027376i,0.00053988+0.0010145i,0.00065315+0.00073485i,0.0010499+0.00011989i,0.00077992-4.5169e-05i,-1.3857e-05-0.00021858i,-0.00063813+0.00012534i,-0.0011301+0.0006123i,-0.00096246+0.00029993i,-0.00079598+0.00014178i,-0.00088277-0.00035407i,5.3901e-05-0.00044343i,0.00022117+8.0093e-05i,-0.0010024+0.00061037i,-0.0013179+0.000502i,-0.00081284+0.00019183i
-0.00076481+0.0002589i,0.00024095+0.00089316i,0.00058282+0.00067124i,0.0016075+0.00084951i,0.0026364+0.00044761i,0.0019879-0.00011962i,0.00087483+5.8356e-06i,0.0010179+0.00060315i,0.00035888+0.0006711i,-6.8245e-06+0.00016344i,5.1947e-05+0.00031821i,-0.00045891+0.0002732i,-0.0008569+0.00038748i,-0.0012999+5.5282e-05i,-0.0014833-0.00033557i,-0.0010779-0.0001421i,-0.00091598+0.00024542i,-0.00071555+0.00081257i,-0.00038681+0.00095204i,-0.0003486+0.0011118i,2.3313e-05+0.0010703i,0.00024515+0.00071813i,0.00064056-9.5445e-05i
-0.00058168-0.0021823i,-0.00092577-0.0015597i,-0.0015004-0.0001107i,-0.0020472-0.00016407i,-0.0015403+0.00054395i,-0.00028342+0.0019973i,0.00066606+0.0011432i,0.0010943-0.00030361i,0.00085344-0.00093345i,0.00037121-0.0006113i,0.00034744-5.8107e-05i,0.00034594+0.00018714i,0.00027461-0.00010407i,0.00025469-0.00048746i,-0.00037306-0.00077307i,-0.00022112-0.00040733i,-4.71e-05+0.00011119i,-0.0003895-0.00013628i,-0.00031816+8.0266e-05i,-4.0545e-05+0.00048524i,0.0002868+0.00039379i,0.00063383+0.00040785i,0.0003583+0.00068067i
-0.00063701+0.00010862i,-0.0012892+0.00098638i,-0.00080583+0.0014134i,0.00043558+0.0011994i,0.00099007+0.00086005i,0.0014136-8.5568e-07i,0.0013942-0.0011176i,0.0011095-0.0014938i,0.0001105-0.00029281i,-0.00023139+0.0010229i,0.00043531+0.00013024i,-4.0342e-05-0.0011054i,-0.0005324-0.0013264i,-0.00070262-0.001442i,-0.0010034-0.0005165i,-0.00074524+0.00053813i,-0.00038039+0.00079557i,0.00044743+0.0006961i,0.00079909+0.0004835i,0.0011689+8.1026e-05i,0.00039655+0.00046089i,-0.00067799+0.00034913i,0.00018249-6.1832e-05i
0.00091639+0.00046656i,0.00047471+0.0007156i,0.00037518+0.00012431i,0.00063559+0.0010428i,0.0012437+0.0018886i,0.0012063+0.00089887i,0.00066411+0.00038857i,0.00076602+0.0002705i,0.00049987+0.00024621i,-0.0002066+0.00090486i,-0.00070417+0.00082618i,-0.00077444+0.00019013i,-0.00039391+0.00041093i,-0.00068305+0.0004636i,-0.0010664-0.00013621i,-0.00043976-5.997e-05i,0.00030906+0.00048771i,0.00014299+0.00076106i,4.4913e-05+0.00069446i,0.00012183+0.00032855i,0.0002812-0.00053446i,-7.5144e-05-0.00058617i,-0.00032763+0.00039568i
0.00088346+0.0019992i,0.0011039+0.0012476i,0.0011669+3.1296e-05i,0.0020577-0.00087966i,0.003246-0.0018829i,0.0026548-0.00199i,0.0012875-0.00037226i,0.00043371+0.00091987i,0.00091862+0.0010196i,0.0010538+0.00025236i,0.00033081-0.00044076i,2.3443e-05-0.00064252i,5.3931e-05-0.00060624i,0.00033027-0.00041402i,-0.00024397-0.00014151i,-0.0008421+8.6498e-05i,-0.00052693+0.00036726i,-0.000153+6.4628e-05i,-0.00026151-0.00051647i,-8.3182e-05-0.00045293i,0.00036555+0.00019104i,-0.00057803+0.00023747i,-0.00071038+0.00028481i
-0.00024913+0.0011781i,0.0002397+0.00054502i,0.0014396-0.0002006i,0.0018831-0.00030923i,0.002149-0.00012792i,0.0015995+0.00012166i,0.00050724+0.00027828i,0.00041185+0.00021562i,0.00040517+0.00020656i,0.00082923+0.0004978i,0.00091057+0.00081473i,0.0002137+0.0003998i,0.00012979+1.537e-05i,-0.00027006+6.5865e-05i,-0.00079801+0.00024358i,-0.00034559+0.00072032i,-0.00011322+0.00079429i,-0.00050019+0.00054971i,-0.00017062+0.00066009i,0.00052296+0.00039988i,7.2733e-06+0.00014284i,-0.00018721-0.0001699i,-3.298e-05+0.00030408i
-0.0015204-0.00034923i,-0.0017118+0.0012525i,-0.0019156+0.0014102i,-0.0013466+0.0013281i,0.00026072+0.0015285i,0.0012479+0.0013026i,0.00060342-9.8245e-05i,0.0001666-0.00087022i,0.00027652-0.00021295i,9.3524e-05+0.00062975i,-0.00023645+0.0010036i,3.9003e-05+0.0005229i,0.00058942-0.00035106i,0.00036339-0.00048637i,-0.00066635-0.00022304i,-0.00038415-0.00035532i,0.00021514-0.00028031i,-0.00012051-6.2896e-05i,-0.00049348+0.00019557i,-0.0002293+0.00011758i,0.00049862-1.5323e-05i,0.00067228+0.00054691i,0.00081949+0.00068023i
-0.0020799-0.00040251i,-0.0028555-0.0012334i,-0.003174-0.00053563i,-0.0014307+0.00085295i,0.001022+0.0011035i,0.0022162+0.00088789i,0.0013455+0.00065832i,8.9108e-05+0.00072004i,-5.2677e-06+0.0011584i,8.2248e-05+0.0014211i,0.00026398+0.00090235i,0.0006925+0.00052343i,0.0011252-0.00020543i,0.00085054-0.00042139i,-0.00022092-6.2649e-05i,-0.0010937-7.9465e-05i,-0.0014621+0.00014389i,-0.0011789+0.00013467i,-0.00022039+0.00037456i,0.00059153+0.00084563i,0.00043678+0.00023736i,0.00014672-0.00065282i,-0.00012927-0.0002645i
-0.00012787-0.00072016i,0.00034132-0.001378i,0.00010226-0.0018243i,0.00056843-0.00040388i,0.00038268-0.00010128i,0.00068767-0.00089162i,0.0019176-0.00064073i,0.0015824-0.00041929i,0.00050006-0.00035174i,-3.3903e-05-0.00028782i,0.00044741-0.00022229i,0.0012139-0.00014532i,0.0014578-5.8828e-05i,0.00073909-3.1151e-05i,0.00036585-0.00029462i,0.00076512-0.00075097i,0.00054697-0.0006687i,-0.00029045+0.00015954i,-0.00068439+0.00055543i,-0.00083135+5.5226e-05i,-0.0009517-4.7584e-05i,-0.0007938+0.00020619i,-0.0010277-0.00041421i
-0.00055624+0.00018989i,-8.5188e-05-0.00042077i,-5.7336e-05-2.6893e-05i,0.00073404+0.0014113i,0.001391+0.0014421i,0.0013771-0.00016865i,0.00081764-0.0006156i,-0.00014944-4.9686e-05i,-0.00057652+0.00047243i,-0.00017086+0.00076913i,-3.5559e-05+0.0007859i,-0.00026338+0.00040897i,-0.00010243-0.0005312i,-4.0654e-05-0.0006617i,-0.0002165-0.00015583i,-0.000525-0.00010594i,-0.00015998-0.00079475i,0.00052559-0.00028215i,-0.00031227+0.00013229i,-0.00089154+1.1238e-06i,-0.00098257-5.9582e-05i,-0.00025235-0.00014237i,0.00074329+0.00046512i
0.0013519-0.00026247i,0.0013188-0.00037951i,0.0017019-0.0010931i,0.00072974-0.0015227i,0.00025162-0.0017453i,0.00083774-0.0014416i,0.001212-0.00060285i,0.00081463-0.00013382i,0.00057998+0.00012721i,0.00036485+0.00057662i,0.0010967+0.00054494i,0.0017542+0.00057597i,0.00042445+0.00018509i,-0.0005107-0.00037482i,-0.00017101-0.00035242i,0.00022157+0.00031222i,0.00049375+0.0004321i,5.3814e-05+0.00042783i,-0.00056541+0.00048557i,-0.00052674+0.00039255i,-0.00057207+0.00038986i,-0.00050497+0.00020122i,0.0004085-0.00031655i
-0.00091582-0.001116i,-0.0021397+6.9949e-05i,-0.0018232+0.00037831i,-0.00098357+0.00075363i,-0.00056921+0.0010696i,0.0003652+0.00072079i,0.00082784+0.00079219i,0.00071457+0.00063543i,0.0002636+0.00030766i,0.00014701+0.00018423i,0.00036848+0.00026526i,-0.00019726+0.00027736i,9.4341e-05-0.00049211i,0.00063847-0.0012549i,0.00037633-0.00074155i,4.2942e-05-9.8969e-05i,0.00033786+0.00031084i,0.00023998+0.00013508i,-0.00069721-0.00036534i,-0.00078029-0.00015496i,-2.2013e-05+0.00034186i,0.00013024+0.00057917i,5.4708e-05+0.00042537i
0.00063922+0.00055694i,0.00077036-0.000959i,0.0017932-0.0016991i,0.0031592-0.0015962i,0.0034642-0.0022677i,0.0030154-0.0027198i,0.0023428-0.0019285i,0.00087951-0.00061461i,-0.00081184+0.00057587i,-0.00062745-1.3943e-05i,0.00066093-0.00076049i,0.00040015-0.00023558i,-0.00019839-0.00011167i,9.9814e-05+1.4313e-05i,-0.00047759+0.00041816i,-0.00071877+0.0002646i,-0.00033305+0.00049019i,-0.00013349+0.00094349i,-0.00032967+0.0013771i,-0.00015101+0.00065701i,0.00032175-0.00053535i,-3.5747e-05-0.00071591i,-0.00018443-0.0007508i
0.0032824+0.00017483i,0.0024096-0.00091609i,0.0019061-0.0017291i,0.0021524-0.0023748i,0.00029169-0.0025998i,-0.001011-0.0022938i,-0.000451-0.0014337i,0.00023767-0.0005088i,-7.2948e-05-0.0001228i,-0.00044185-1.9339e-05i,0.00028907-0.00011806i,0.00062266+0.0003409i,0.00016608-0.00020031i,-0.00017044-0.00044333i,-0.00091467+0.00041067i,-0.00097797+0.0005006i,-0.0009126-2.8533e-05i,-0.00084976-0.00042391i,7.829e-05-0.0006918i,0.00047369-0.00026092i,9.5066e-05+5.8622e-05i,0.00045846+0.00038364i,0.0010361+0.00094171i
-0.00035748-0.0011928i,-2.5689e-05-0.0013191i,-0.0007174-0.0013381i,-0.0013324-0.000525i,-0.00081495-0.00020418i,0.00057829-0.00085226i,0.0010209-1.759e-05i,0.00023328+0.00080011i,-3.5344e-05+0.00089727i,0.00084212+0.0009609i,0.00070324+0.00090948i,-0.0002085+0.00049663i,-8.1507e-05+0.00034617i,4.565e-05+0.00080603i,-0.00063278+0.00065452i,-0.0010366+0.00027971i,-0.0003623+0.00016965i,0.00034796-0.00043004i,0.0004363-0.00074939i,0.00021884-0.00062206i,0.00023434+0.00014902i,0.0009973+0.00025904i,0.00066152-9.8475e-05i
