-0.0031781-0.00091124i,-0.0028216-0.00047303i,-0.0027395-4.492e-05i,-0.0015074+0.0013136i,-0.00054726+0.0025665i,-0.00018033+0.0026329i,-0.00031855+0.0020913i,-0.00030248+0.00090469i,9.6115e-05-0.00052587i,0.00014477-0.00084831i,-0.00029381-0.00030435i,0.00016666-8.3854e-05i,9.5209e-05-2.0225e-05i,-0.00090238-0.00044412i,-0.0014409-0.0012887i,-0.00069611-0.0014079i,8.5761e-06-0.00087924i,0.00015301-0.0011906i,8.6567e-06-0.0012697i,-0.00018999-9.4252e-05i,-0.00031462+0.00080773i,-0.0010893+0.00051711i,-0.0012276+2.0332e-05i
-0.00063416+0.0023652i,-0.00058483+0.0024727i,-0.00047235+0.0023356i,-0.00016549+0.00086021i,0.0005626-0.00082856i,0.00066192-0.0015545i,0.00055097-0.001544i,0.00079723-0.0010016i,0.00025622-0.00023181i,-2.6627e-05-9.6446e-05i,-0.00048745-0.00019241i,-0.00082885+0.00032523i,-0.00024957+0.00027255i,1.1996e-06+5.9392e-05i,-0.00038469+0.00066274i,-5.0948e-05+0.00078571i,0.00019873+0.00026239i,0.00041107-1.9999e-05i,0.00055585-0.000187i,5.3743e-05-2.617e-05i,-0.00029141-0.00027442i,-0.00034018-0.00012345i,-0.00015873+0.00033093i
0.0022833-0.00019606i,0.0026393+0.0012984i,0.0029807+0.001133i,0.0023134+0.00078046i,0.0011635+0.0005185i,0.0012338-7.1547e-05i,0.00052363-0.00089745i,0.00010511-0.001142i,-3.9988e-05-0.0001543i,-0.00076793+0.0004471i,-0.0010297+0.00038827i,-0.00038985-0.00024156i,0.00034978-0.00090811i,0.00059293-0.00082853i,0.00054907-0.0010778i,0.0008551-0.0012276i,0.00061443-0.00061182i,-0.00038861-0.00016895i,-0.00093912+0.0002578i,-0.00033176+0.0003992i,-0.00035498+0.00040006i,-0.00067766+0.00035994i,-0.00035157-0.00035548i
-8.1175e-05+0.00037877i,-0.0011962+0.00051466i,-0.0020397-0.00026292i,-0.0011595-0.00085928i,0.00077694-0.0010819i,0.00152-0.0014619i,0.00090941-0.0011213i,0.00056457-9.3148e-05i,0.00047534+0.00010333i,0.00094283-0.0010883i,0.0013457-0.00048458i,0.00088821+0.00051877i,-1.802e-05-0.0001643i,0.0004041-0.00038554i,0.00094519+0.00017641i,0.00027974+0.00073441i,0.00015975+0.00058807i,0.00035888+0.00061008i,0.00037176+0.00072854i,0.00081897+0.00031182i,0.00097277-0.00012817i,0.00056271-0.00027151i,0.00059333-0.00059163i
0.0021594+0.0010173i,0.0033635+0.0018717i,0.0032106+0.0010843i,0.0018709+0.0010628i,0.0012589+0.00025679i,0.0012345-0.0015588i,0.00082165-0.0020633i,0.0010267-0.0017393i,0.00061136-0.00080323i,-0.00092116+0.00047504i,-0.001295+0.0012881i,-0.00059328+0.00074069i,0.00036471+0.00012198i,0.0006682-0.00031382i,0.00051176-0.0012045i,0.0006699-0.0015102i,0.00043229-0.00082272i,0.00020678-0.0003709i,0.00051557-0.00065586i,0.00030383-0.00059004i,0.00011486+8.934e-05i,0.00038638+0.00018357i,0.0005095+6.2392e-05i
-0.002079+0.00038175i,-0.0035067+0.0015312i,-0.0022601+0.0017708i,-0.00019775+0.0013941i,0.00034756+0.00080741i,0.00084183+0.00063386i,1.8201e-05-0.00058943i,-0.0014198-0.0013078i,-0.001321-0.00081434i,-0.00065397-0.00033945i,-0.0002974+5.1819e-05i,-0.0005339-0.00051868i,-0.00079233-0.0010345i,-0.0011396-0.0015691i,-0.00010581-0.0017329i,0.00062275-0.0014419i,0.00074477-0.001471i,0.00093819-0.0015118i,0.00087036-0.00097607i,0.00099252-9.3183e-05i,0.00065108+0.00039103i,0.00080174+0.00021831i,0.00022076+2.3894e-05i
0.00052249+0.0012914i,0.0023239+0.0014591i,0.0024207+0.0011594i,0.0017895+0.00027868i,0.001937-0.0010023i,0.0022586-0.0022186i,0.0014837-0.002107i,0.00041819-0.0011925i,0.00034356-0.00019529i,8.177e-05+0.00026764i,-0.00039051+0.00031128i,-0.00036625+0.00012624i,-0.00052166+0.00047306i,6.5908e-05+0.00082852i,0.00039847+0.00013489i,-0.00067762-0.00065981i,-0.0010411-0.00042951i,-0.0004809+7.8733e-06i,-0.00071543-0.00026278i,-0.00055932-0.0002606i,-0.00079825+1.5837e-05i,-0.00083843+7.3234e-05i,-3.9459e-05+0.00039056i
-0.0009608+0.0041263i,-0.00092869+0.0054285i,0.00029643+0.0041327i,0.0012175+0.0014072i,0.0019032-0.00050788i,0.0016673-0.0010962i,0.00040665-0.00093349i,-6.5238e-06-0.0012797i,0.00029103-0.0015337i,0.00020123-0.00071278i,-0.0010886-0.00030063i,-0.0013275-0.00030369i,-0.00065531+0.00038021i,-0.00034105+0.00026037i,0.00033171+0.00015883i,0.00082157+0.00065691i,0.00038009+0.00034826i,0.00035446-0.00021911i,0.00050312+0.00030813i,0.0003916+0.0014312i,-1.8185e-05+0.0013287i,-0.00020753+0.00062491i,-0.00023252+0.0002494i
0.001321+0.00038i,0.0019171-5.2734e-05i,0.0011975-0.00031102i,0.0004591+0.0002821i,0.00030827+0.00013626i,0.0003131-0.00060661i,-8.5679e-05-0.00039132i,-0.00049311+0.0003286i,0.0001169+0.00049874i,0.00080177-0.00013714i,0.00088766-0.00052453i,0.00020295-0.00021955i,-0.00037874+0.00013379i,-0.0011501+0.00076533i,-0.0012995+0.00097196i,-0.00058753+0.0005661i,0.0001427+2.3915e-05i,9.1816e-05-0.00013017i,0.00030509+0.00030195i,0.0010552+0.00048119i,0.00094777+0.00057676i,0.00085119+0.00016587i,0.0006791+0.00010457i
-0.0035191+0.0037214i,-0.00224+0.004363i,-0.00059649+0.0038552i,0.0010564+0.0018884i,0.0020813+0.00036092i,0.0019809-0.00079795i,0.0016357-0.001524i,5.0349e-05-0.0010892i,-0.00078928-0.00044544i,-0.00017321+7.1568e-05i,-5.8621e-05+0.00014108i,-0.00024799-0.00039609i,-0.00019843-0.00052753i,-0.00045006-3.2381e-05i,-0.00082229+0.00027971i,-0.0011056+0.00013013i,-0.00081073-0.00018118i,-0.00056045-0.00015798i,-0.00047292-0.00035124i,-0.00030942-0.00020159i,-0.00065495+0.00016873i,-0.00051272-0.00033172i,0.00038134-0.00044731i
0.001632-0.00019725i,0.0035786-0.00070611i,0.0034981-0.00080061i,0.0016578-0.00080826i,0.00029867-0.0013632i,0.00010132-0.0012665i,-0.00034951+7.1288e-05i,-0.00096306+0.00064601i,-0.00079156-0.00014049i,-0.00073141-0.00052202i,-0.00077276-0.0004339i,-9.9817e-06-0.00025084i,0.00041315-0.00041396i,0.0006462-0.00088705i,0.00069145-0.00060526i,0.00085995+9.0488e-05i,0.00067929+0.00038885i,8.2971e-06-8.5485e-05i,-0.00028895-6.9654e-05i,1.7896e-05-0.00053868i,0.0011225-0.00071051i,0.0012869+0.00013785i,-5.7505e-05+0.0004012i
-0.0030878+0.00010975i,-0.0034666+0.0011854i,-0.0031877+0.0017432i,-0.00097249+0.0021646i,0.00122+0.0017786i,0.0025925+1.1424e-05i,0.002233-0.0008373i,0.00105-0.00070405i,0.00067178-0.0007836i,0.00074395-0.00020852i,0.00055155+0.00049651i,-0.00028598+0.0008698i,-0.00079431+0.00019751i,-0.00051972-0.0011621i,-4.9126e-05-0.0010271i,0.00028489-0.00032371i,0.00045788+0.00030492i,0.00059339+0.0002167i,1.3275e-05-0.00023859i,-0.00049441-8.2792e-06i,-0.00044274+0.00010058i,-0.00023385+4.3512e-05i,0.0003264+0.00017787i
0.0021063+0.0011407i,0.0026604+0.0020506i,0.0020335+0.00080105i,0.0014401-0.0010531i,0.0011039-0.0017819i,0.00070234-0.0014079i,0.00044527-0.00093217i,0.00055764-0.00016953i,0.00035274+0.00031911i,-2.2159e-05+0.00011191i,-0.0005316-0.00029144i,-0.00054588-9.1805e-05i,-0.00010085-0.00047575i,4.8545e-05-0.00064628i,-4.4982e-05+0.00016624i,-6.2247e-05+0.00083504i,-2.961e-05+3.5417e-05i,0.00065123-0.00098904i,0.0016474-8.6305e-06i,0.0014348+0.00060361i,0.00052066-0.00015733i,0.00011544-0.0007464i,-1.8407e-05-0.00074643i
-0.0019739+0.0032225i,-0.001305+0.0027421i,0.00034853+0.0032055i,0.0011645+0.002395i,0.0012773+0.00042337i,0.0016894-0.0011302i,0.001538-0.001256i,0.00064536+5.6175e-05i,2.9452e-05+0.00043855i,8.2203e-05-5.9646e-05i,0.00022673+5.9931e-05i,-6.5148e-05+0.00036555i,-0.00035807+0.00028936i,-0.00058113+0.00039163i,-0.00079558+0.00019082i,-0.00018662-0.00031092i,-0.00021858-0.00035242i,-0.00083837-4.8613e-05i,-0.0010747-0.00063133i,-0.00087484-0.0010721i,-0.00020024-0.00069452i,-8.145e-05+0.00052321i,-0.00035641+0.0015149i
0.00096711+0.0023972i,0.0007808+0.0017837i,0.00032441+0.00019057i,0.00013983-0.0001598i,0.0010215-0.00013624i,0.0014497-0.00076944i,0.00066712-0.00064449i,5.5892e-05+0.00020459i,-0.00031538+0.00041828i,-0.00081985-0.00027312i,-0.00056707-0.00078478i,-0.00047673-0.00034565i,-0.00071513+0.00061714i,-0.00071033+9.2686e-05i,-0.00040558-0.001196i,0.00068233-0.0016368i,0.00078068-0.0009553i,-5.4847e-05-0.00043386i,0.00027676+0.00015114i,0.00051047+0.00056268i,0.0008616+0.00029556i,0.00083857+7.2402e-05i,0.00042765+0.00025293i
0.00047155+0.0027977i,0.00070919+0.0029538i,0.0014099+0.0024151i,0.0018271+0.00056302i,0.0021267-0.00082366i,0.0026827-0.001502i,0.0017823-0.0012275i,0.00047757-0.00071573i,0.00043054-0.0006562i,0.00025329-0.00021602i,-0.00037669+0.00046268i,-0.00029839+0.00033347i,-0.00020217+0.00023241i,4.3683e-05+0.00036461i,-0.00017893+0.00037874i,-0.0003003+0.00047673i,-1.2406e-05+0.00033976i,-0.00025411-0.00011017i,-0.0006455-0.00074767i,-0.00036147-0.0009342i,0.00046177+5.5058e-05i,0.00046137+5.0286e-05i,0.00035943-8.9413e-05i
-0.00035754+0.0015524i,-0.00054034+0.0023967i,-0.00036156+0.0027932i,0.0012263+0.001493i,0.0024621+0.00037545i,0.0027807-0.00055671i,0.0014316-0.00031353i,-0.00059817+0.00023487i,-0.0011773+0.00024584i,-0.00078298+0.00010237i,-0.0010104-0.00056058i,-0.0015092-0.0007077i,-8.2764e-05-0.00041366i,0.00040964-0.0001714i,-0.00016754+0.0002262i,0.00015041+6.869e-07i,3.9792e-05-0.00059446i,-3.9574e-05-0.00034197i,-1.704e-05+0.00031993i,-0.00055525+0.00066955i,-0.00036409+0.00071477i,0.0005084+0.00032763i,0.00051976+0.00045435i
0.0019134+0.001404i,0.0022585+0.0010988i,0.0029232+0.0011887i,0.0023402+0.00036789i,0.0015646-0.000664i,0.0012983-0.00083254i,0.0012969-0.00030985i,0.0010096+0.00041393i,-0.00013767+0.0011323i,-0.00068295+0.00090044i,8.1643e-05-0.00012089i,0.0005884-0.00051427i,-5.72e-05+0.00076311i,-0.00062245+0.0004422i,-0.00046539-0.0001936i,-0.00074308+0.0002236i,-0.00076456-9.6652e-05i,-0.00011137-0.00045581i,0.00043548-0.00042916i,0.0014892+0.00020348i,0.001814+0.00021901i,0.00090253-0.00014563i,0.00071814-0.00080674i
-0.00086699+0.000613i,-0.00089734-0.00056728i,-0.00079234-0.00042767i,5.8393e-05+0.00071752i,0.0011287+0.00026671i,0.001553-0.00086994i,0.001398-0.00043124i,0.00077966+0.000794i,0.00048631+0.00074583i,-3.4246e-05+0.00032155i,-0.00055122+0.00036361i,-0.00039085-5.0866e-05i,-0.00059559-0.00032056i,-0.00084665+0.00016378i,-6.2515e-05+0.00040593i,0.00078339-6.6251e-05i,0.0004796-0.0008047i,7.3934e-05-0.0005151i,0.0006537+0.00016938i,0.0008601+0.00019761i,0.00045383+0.0003118i,0.00067858+0.00027764i,0.0008903+0.00016824i
-0.0014549+0.0016608i,0.00088806+0.0020361i,0.0015604+0.0018823i,0.0012992+0.0012792i,0.0019438-2.5314e-05i,0.0015765-0.00084729i,0.00031876-0.00085379i,-0.00030369-0.00067091i,0.00022976-0.00058879i,0.0010827-0.00012264i,0.00043979+0.00012504i,-7.3087e-05+0.00046945i,-0.00028588+0.00078659i,-0.0011365+0.00010839i,-0.00093319-0.00076706i,0.00043387-0.001529i,0.0012507-0.0020923i,0.0010552-0.0013872i,0.00093346-0.00022166i,0.00060029+0.00016062i,9.1824e-05+3.4442e-05i,8.9035e-05+0.00023513i,0.00028049+0.00051893i
0.00012615+0.001274i,-0.00043528+0.0011474i,0.00032294+0.001468i,0.0008213+0.00099919i,0.00089282-0.0002134i,0.0011315-0.00070072i,0.00094636-0.00024997i,0.00050699+0.00037171i,0.0010711+0.00060628i,0.00066091+0.00043866i,-0.0003091+0.0006687i,-0.00094509+0.00044092i,-0.0010365-0.00015092i,-9.4199e-05+0.00026185i,0.00029223+0.0011156i,0.00020118+0.00077198i,0.00053565+0.00080664i,0.00017119+0.00031846i,-0.0005519-0.0011344i,-0.00033856-0.00084143i,-0.00026008+0.00023396i,-0.00095291+0.00019102i,-0.00053038+0.00018492i
0.0017855+0.0024178i,0.0032948+0.0030306i,0.0030109+0.0019864i,0.0019114+0.00028995i,0.00188-0.0012747i,0.0019557-0.0022788i,0.0013704-0.0019291i,0.00086657-0.0011092i,0.00052268-0.00024628i,-0.00019876-0.0002665i,-0.00044404-0.00037197i,7.4342e-06-0.00014584i,-3.1817e-05-0.00013602i,0.00017646+0.0004565i,0.00043709+0.00051492i,0.00087184+0.00024293i,0.001145+0.00018354i,0.00044965-9.3071e-05i,0.00027632+0.00019131i,0.00068516+8.9797e-05i,1.231e-06-0.00015376i,-0.0002758-0.00062001i,5.824e-05-0.00014021i
-0.0007961+0.0015176i,-0.0022956+0.0014332i,-0.001414+0.0013023i,0.00046623+0.00036836i,0.0011032-0.0005816i,0.0010792-0.00068644i,0.00041771-1.6303e-05i,0.00026441+0.0011338i,0.00018503+0.001435i,-9.5538e-05+0.00057115i,-0.00046771-0.00061731i,-0.00044127-0.00047102i,8.3676e-05+0.00073496i,0.00021517+0.00062696i,0.00016155-1.1327e-05i,0.00050805-2.9122e-05i,0.00026229-0.00024352i,0.00020318-0.0004404i,0.00031355-8.1868e-06i,6.9729e-05-0.00012964i,0.00012301+9.4876e-05i,0.00011356+0.0002987i,7.5155e-06-0.00017921i
0.00079668+0.0016945i,0.0023782+0.0013176i,0.0020764+4.402e-05i,0.0014683-0.00017081i,0.0011126-0.00064034i,0.001315-0.00068076i,0.0015201+8.2575e-06i,0.0013995+0.00029296i,0.00064808-0.00018462i,-0.00032825-0.00049501i,-0.00015575-0.0003368i,-0.00066321-0.00017286i,-0.0012303-0.00043075i,-0.00071054-0.00092924i,-0.00044494-0.00073179i,-0.00032772-0.00056142i,0.00042872-0.00073973i,0.00046128-0.00052266i,0.00019485+7.7348e-05i,0.0003461+0.00081259i,0.00059486+0.00058259i,0.00064125-0.00030302i,9.6632e-05-0.00043149i
-0.0022457+0.0024241i,-0.0018411+0.0025066i,-5.9775e-05+0.0024186i,0.0010216+0.0008807i,0.0011287-0.0013449i,0.0007033-0.0023324i,-0.00036713-0.0018776i,-0.00091853-0.001553i,-0.00030959-0.001058i,0.00030225-0.00074394i,8.5173e-05-0.00025096i,0.00023652+0.00055145i,-0.000614+0.00023128i,-0.0010063+0.00034032i,-0.00015423+0.00093745i,-0.00034693+0.00085251i,-0.00063408+0.00014266i,-0.00094095-6.8011e-05i,-0.00068364-7.3446e-05i,-0.00011925+9.3268e-05i,0.00039117-0.00010202i,0.00029812-0.00045068i,-0.00069728+3.4922e-05i
0.0034246+0.0012698i,0.0041631+0.00099294i,0.0038115+0.00024247i,0.0022891+0.00034374i,0.0016237+0.00055636i,0.00094285+0.00037915i,-1.1411e-05-7.7245e-05i,0.0002993-0.00018419i,3.9207e-05-0.00019998i,-0.00059877+0.00033357i,-0.00016845+0.00094225i,0.00066364+0.00058232i,0.00057536-0.00060594i,-0.00014999-0.0018187i,-3.6817e-05-0.0011172i,0.00016793+1.0745e-05i,0.00018377+8.292e-05i,0.00027314+0.00052222i,0.00051506+0.00049197i,0.00023515+0.00019486i,-0.00053638+0.00023569i,5.7801e-05+0.00018366i,0.00046968+0.00040713i
-0.0036962+0.0036215i,-0.0031022+0.0036099i,-0.00044709+0.0027209i,0.002143+0.0006055i,0.0030446-0.0021245i,0.0020919-0.0033075i,0.00030867-0.0017024i,-0.00014128+0.00038397i,0.00081439+0.00067581i,0.00073222-0.00016966i,0.00031071+0.00015131i,0.00043773+0.00070936i,0.00015672+0.00049849i,6.1848e-05+0.00025883i,-2.2505e-05+2.6547e-05i,-0.00028379-0.00017609i,-0.00055452+2.4292e-05i,-0.00039568+0.00042253i,0.00036315+0.00099882i,0.000513+0.00075751i,-0.00051944-0.00020986i,-0.00097078-0.00014558i,-0.00080607+0.00033711i
0.0027281+0.00014517i,0.0039132+0.00061631i,0.0027209+0.00067286i,0.00058616+0.00066659i,-0.00029676+0.00087503i,-0.00034979+0.00061669i,0.00031222-0.00026056i,7.6603e-05+0.00063275i,-0.00089949+0.0011299i,-0.0012108+0.00027993i,-0.00096565+1.8768e-05i,-0.00012013+0.00067153i,0.00010429+0.00040544i,-0.00015212+0.0001068i,-0.00037224+4.4034e-05i,-0.00044349-0.00031604i,0.0002133-0.00048628i,0.00077497-0.00021936i,0.00097164+0.0006447i,0.00082856+0.00074274i,0.00031179+0.00037213i,0.00027343+0.00067386i,0.0002063+0.00059737i
-0.0034956+0.0019086i,-0.0028669+0.004225i,-0.0007009+0.0037282i,0.0012031+0.00088412i,0.0030006-1.2585e-05i,0.0033229-0.0002073i,0.0023732-0.0010154i,0.0011645-0.00091856i,0.0010387+3.9574e-05i,0.0010373+9.2902e-05i,0.00016385-0.00021034i,-0.00012717+0.00021818i,0.00014184+0.00065159i,0.00024738+0.00048463i,0.0011359+0.00015307i,0.0011547-0.00074728i,0.0003658-0.0003926i,0.00022383+0.00069426i,0.00028625+0.00022885i,0.00036222-5.7043e-05i,0.00016139+0.0006354i,-0.000322+0.00081365i,0.00023595+0.00029083i
0.0033581+0.0014047i,0.0044098-0.00054427i,0.0029234-0.0016737i,0.0011975-0.00056093i,0.0010874+4.7532e-05i,0.00099499-0.00075906i,0.00089259-0.0013024i,-0.00011282-0.00064675i,-0.00084798-0.00019898i,-0.00045599-0.00028151i,-6.8582e-05-0.00072908i,0.00025338-0.00076081i,0.00069941+3.5051e-05i,0.00077568+0.00067834i,0.00013099+0.0010806i,-0.00072632+0.0007951i,-0.0013715+0.00042571i,-0.0023137+0.0005841i,-0.0021762+0.00037381i,-0.0010014-0.00018681i,-0.00044285-0.00049535i,-0.00029132-0.00019175i,-8.6724e-05+0.00031021i
-0.0017844+0.0058685i,-0.00028783+0.0060131i,0.0022788+0.0051311i,0.0033211+0.0015429i,0.0022905-0.0012611i,0.00084541-0.0013923i,0.00059406-3.2175e-05i,0.00032227+0.0008709i,0.00065977+0.0012191i,0.0010325+0.00045711i,0.00080308-0.00010007i,0.00042132+0.00016993i,0.00029289+7.6499e-05i,0.00068501+0.0001849i,0.00034955+0.00089046i,-0.00028306+0.0009586i,-0.00019048+0.0010836i,0.00030058+0.0010165i,0.00054958+0.00044677i,-8.1162e-05+9.8925e-05i,0.00022352-4.4128e-05i,0.0005813+0.00049525i,0.00025224+0.00048771i
0.00136+0.0025943i,0.0032243+0.0014454i,0.0051101+0.00038907i,0.0048027-0.00084304i,0.0031949-0.0021856i,0.0019358-0.0037895i,0.0014862-0.0030369i,0.00059947-0.00081433i,0.00075066+0.00019249i,0.00097306-0.0006072i,0.0003524-0.00066744i,-0.00037787+0.00071539i,-0.00045398+0.0011061i,-0.00056496+0.0012474i,-0.00054488+0.00077153i,-0.00033406-0.00072282i,-0.00013607-0.00080538i,-0.00072322+0.00025851i,-0.0014385+0.00068724i,-0.0013066+0.00057025i,-0.00088364+0.00023987i,0.00033334+0.00060021i,0.0010989+0.0013262i
-0.00037726+0.0089663i,0.0012584+0.010885i,0.0056017+0.0085096i,0.0070111+0.0024693i,0.0051002-0.0025276i,0.0014706-0.004174i,6.172e-05-0.0019016i,-0.00076334+0.00080283i,-0.00071455+0.0016335i,0.00040105-0.00038225i,0.00023271-0.0023078i,-0.00026654-0.0017148i,-0.0010794+0.00025398i,-0.0013587+0.00238i,-0.0015418+0.0033367i,-0.0015508+0.0020085i,-0.00097643+7.3931e-05i,-0.001267+0.00023885i,-0.00017721+0.00085518i,0.00058688+0.00084361i,-0.00080031+0.00078416i,-0.0011793+0.0012213i,-0.00035062+0.0013672i
-0.0010249-0.0043343i,-0.0013273-0.0047137i,-0.0041817-0.0019543i,-0.0032076+0.00074519i,8.1527e-05+0.0024378i,0.0031477+0.0020841i,0.0029016+0.00021737i,0.00043813-0.00019182i,-0.00089408+3.2917e-05i,-0.0011635+0.0013575i,-0.0008327+0.0026653i,0.00024575+0.0015771i,0.00053401-0.00017679i,-0.00035623-0.001757i,-0.00059628-0.0028037i,0.0003809-0.0020071i,0.00082363-0.0010565i,0.0010303-0.0014155i,0.00041449-0.0012819i,-0.00046936-0.00053174i,-0.00044027-0.00062556i,-0.00010345-0.0011629i,-0.00024199-0.0012943i
-0.0021535-0.00030356i,-0.003056+0.00045878i,-0.002381+0.00041026i,-0.0018989-0.00016586i,-0.0018904-0.00047803i,-0.00045323-0.0020045i,0.00068821-0.0026802i,0.00077682-0.0020131i,0.00053021-0.0014661i,0.00036098-0.00041589i,0.00037078+0.0011837i,0.00038599+0.0017923i,0.00029521+0.00071107i,-9.1126e-05+0.00013939i,7.7287e-05+0.00071649i,0.00044175+0.0012652i,0.00054113+0.00049822i,0.00032474-0.00034281i,0.00023193+0.0001943i,0.00043964+0.0007091i,0.00068066+0.00036666i,-0.00031875-0.00044635i,-0.00016781-0.00015916i
0.0010318+0.00077947i,0.0012114+0.00048687i,0.00024011+0.0010632i,0.00046297+0.0015621i,0.00076825+0.00095403i,0.00086133+0.00015172i,-0.00012178+0.00024344i,-0.0014858+0.00032773i,-0.0010135+0.00051787i,-0.00063267+0.00013428i,-0.0010116+0.00024436i,-0.00022977+0.00074698i,0.00063121+0.00082903i,0.00098594-0.0003225i,0.00040767-0.00072042i,-0.00043818+7.6635e-05i,-0.00014596+0.00028568i,-0.0002328+0.00043319i,-0.00060571+0.0011954i,-0.00043989+0.0015278i,-0.0003072+0.00093289i,-2.9587e-05+0.00013878i,-0.00038568+0.00015074i
-0.001713-0.0010539i,-0.0028741+0.00046137i,-0.0028588+0.00037289i,-0.0017629-0.00020994i,-0.00056434-0.0003437i,0.00017529-0.00021775i,0.00042415-9.4636e-05i,0.0002961-0.00045911i,0.00042429-0.00085113i,0.00035614-0.00089772i,1.7068e-05-0.00015175i,-0.00038587+0.00030027i,0.00056959+1.9934e-07i,0.00081155+9.1631e-06i,0.00028943+0.00042862i,0.00010583-7.7535e-05i,0.00010451-0.00035088i,0.00076552-0.00025125i,0.00056622-3.3648e-05i,0.00033519+0.00046645i,0.00063443+0.00095686i,0.00043769+0.001036i,-0.00043737+0.00025007i
0.0014556+0.00011636i,0.0018777+0.00058009i,0.0011654+0.00016055i,0.00038615+0.00017991i,0.0008814+0.00044362i,0.0020713-0.00033586i,0.0021444-0.0010265i,0.00097722-0.00099574i,0.00011979-0.00085091i,-7.6679e-06-5.9037e-05i,-0.00014772+0.00082919i,-0.0011261+0.0010704i,-0.0016757+0.0007811i,-0.00044849-0.00022211i,0.00085163-0.00062968i,0.001009-0.00055326i,0.00067048-0.00057252i,-0.00014163-6.9405e-05i,-0.00015884+5.0465e-05i,-0.00016662-4.4478e-05i,-0.00016751+0.00047739i,-0.00010621+0.00037707i,-1.0038e-06-0.00013107i
-0.00096658+0.00027132i,-0.00097717+0.00087691i,-0.00068497+0.0006445i,-0.00033876+0.00033065i,0.00023655-3.3446e-05i,0.00039163-0.0004754i,5.4697e-05-0.0011256i,8.3628e-06-0.0012028i,-0.00032583-0.0007134i,-0.00092076+2.2069e-05i,-0.00099588+0.00058574i,-0.00073242+0.00071758i,-9.0637e-05+0.00077269i,0.00066377+0.00032385i,0.0011408-0.0005032i,0.0017362+2.0334e-06i,0.0013751+0.00087133i,0.0001869+0.0006261i,-0.00059665+0.00018899i,-0.0011974+0.0002815i,-0.0011928-0.00026123i,-0.00018389-0.00075101i,0.00050343-0.00092197i
0.00018665-0.00011108i,0.00066809+0.00010027i,-0.00030057+0.0012071i,-0.00065194+0.0019787i,3.5844e-05+0.0010032i,0.00044234-0.000467i,-0.00011205-0.00099895i,-0.00050495-0.00077064i,-0.00023433+8.2476e-05i,0.00032164+0.0008948i,-3.7385e-06+0.0011041i,-9.5099e-05+0.00089911i,2.1734e-05+0.00018289i,-0.00015579-0.00086303i,0.00024499-0.001058i,0.00062656-0.00024641i,0.00019149+7.8728e-05i,0.00019552+0.00021397i,0.00032771+7.6772e-05i,0.00022105-0.00029836i,-0.0001301+0.00010993i,-0.00069937+0.00079318i,-0.00037307+0.00081427i
-0.0016887+0.0025351i,0.000171+0.0025754i,0.0012596+0.0017044i,0.0011861-4.232e-06i,0.0019824-0.00046251i,0.002252-0.00066556i,0.0013211-0.00074998i,0.00043856-0.00022958i,-0.00040174-0.00036262i,-0.00071311-3.4886e-05i,-0.0002762+0.00047891i,0.00044453-0.0004685i,0.00031383-0.001135i,-0.00068761-0.00095598i,-0.0013452-0.00049238i,-0.0013945-0.00056109i,-0.0012812-0.0011604i,-0.00063957-0.00090888i,0.00025995-5.3859e-05i,-7.3308e-05+0.00065414i,-0.0005542+0.00030242i,-0.00015372-0.00042191i,0.00044227+0.00025868i
0.00088194+0.0018682i,0.00040083+0.00087833i,0.00036481-7.1871e-05i,4.9552e-05-0.00035712i,0.00037904-0.00065626i,0.0010908-0.00053596i,0.00085735-0.00020731i,0.00095231-2.399e-05i,0.0012662-0.00023893i,0.00030486-0.00044346i,-0.00077268-0.00067379i,-0.00091298-0.00041858i,-0.00082318+0.00060017i,0.00027642+0.00099174i,0.00059227+0.00044203i,-0.00027235+9.8112e-05i,-0.00026234+0.00012417i,-0.00029089+0.00043343i,-0.00045154+0.00077108i,-4.2474e-05+0.00082808i,0.00075829+0.00086578i,0.00030004+0.00076321i,-0.00097521-0.00011409i
0.0011086-0.00035625i,4.6374e-05+0.00074905i,-0.0014607+0.001477i,-0.0018576+0.0013727i,-0.00013331+0.0011847i,0.0021747+0.00040389i,0.0021918-0.00053966i,0.00046207-0.00027883i,-0.0010514-1.7495e-05i,-0.0011216-0.00029941i,-0.0011946-0.00019103i,-0.0014781+0.0001453i,-0.00097135+0.00024165i,-0.00021945+4.1074e-05i,0.0001886-0.00035237i,0.00042137-0.00021419i,0.00091774-0.00033939i,0.00073611-0.0011617i,-0.00049186-0.0010988i,-0.00098092+0.00023114i,-0.0009485+0.00048174i,-0.0010435+3.1273e-05i,-0.00051447+0.00027034i
-0.00034498+0.0017756i,0.00011805+0.0015522i,0.0010342-0.00012039i,0.00092946-0.00079374i,0.00086801-0.00081328i,0.00092285-0.001648i,2.2455e-05-0.0025817i,-0.00070585-0.0021032i,-0.00057778-0.00059527i,-0.0006767+0.0010406i,-0.0010163+0.00084074i,-0.00077275+0.00053462i,-0.00029896+0.00062295i,-0.00016092+0.00027844i,5.7408e-05+0.00043239i,0.00044865+0.00056534i,0.0011128-0.00014289i,0.00072971-0.00029395i,-0.00031927+0.00014886i,0.00037269+0.00052197i,0.00083247+0.00052417i,-0.00018851+6.0337e-05i,-0.00044827+8.5275e-05i
