-0.0026688-0.0014871i,-0.0026499-0.00040079i,-0.0030008+0.0013321i,-0.0031378+0.0020562i,-0.0033346+0.0015091i,-0.0028215+0.001113i,-0.0016905+0.0010747i,-0.00018945+0.0014378i,5.5264e-05+0.0012142i,0.00012369+0.0010625i,0.00043312+0.00077103i,0.00052293+0.00065587i,0.00029459+0.00082528i,-0.00016969+0.0006869i,-9.0303e-05+0.00062179i,-6.1274e-05+0.0015i,0.00066254+0.0018783i,0.00093727+0.00086041i,8.9638e-05+0.00030186i,-0.00042723+7.4679e-05i,0.00017309+0.0006111i,0.00033077+0.0003425i,0.00051414-0.00029694i
-1.4597e-05+0.00079708i,0.00057398-0.00098092i,0.0016782-0.0019189i,0.0022336-0.0021704i,0.0022803-0.0024925i,0.001125-0.0025387i,8.7406e-05-0.0011725i,0.00011883+0.00049627i,0.00048186-0.00012457i,0.00028779-0.00087039i,8.1037e-05-0.0009042i,-2.5342e-05-0.001279i,-2.7149e-05-0.00068323i,7.1923e-05+5.3686e-05i,-0.00023319-0.00035267i,-6.4979e-05-0.00076117i,0.00022692-0.00014724i,0.00013347-0.00046205i,0.0010056-0.0012913i,0.0013565-0.0011439i,0.00051347-0.0008383i,-0.0007013-0.00028828i,-0.00036166+0.00036874i
0.00081114-1.4627e-05i,0.0015814+0.00039042i,0.0024363+2.3556e-05i,0.0016666-0.00095409i,-3.4909e-06-0.0012714i,-0.0016233-0.00061223i,-0.0015976-0.00051137i,-0.00086134-0.00089065i,-0.00027613-0.001541i,0.00029999-0.0010125i,-7.2346e-05-0.00064057i,-0.00045388-0.00042061i,-0.00067315-9.3223e-06i,-0.0010201-0.00031471i,-0.0012404-0.00044791i,-0.00066613-0.00037485i,0.00021688-0.0002526i,2.9802e-06+0.00043724i,-0.00053823+0.00087264i,-5.2564e-06+0.00051302i,0.0010133+0.00045917i,0.00046777+0.00083219i,-6.0553e-05+0.00029618i
0.0020224-0.00021512i,0.0011057-0.00026838i,0.0010618-0.0014388i,0.0027884-0.0027321i,0.0027139-0.0021243i,0.00068007-0.00087472i,0.00036682-0.00088925i,0.00087755-0.0010972i,0.00046074-0.00097785i,-0.00024846-0.0010862i,-0.00020431-0.0011847i,-0.00020724-0.0014191i,-0.00051454-0.0017749i,-0.00056827-0.00096598i,-0.0011048+0.00058313i,-0.001456+0.0010896i,-0.0005674+0.00031167i,0.00038641+0.00013703i,0.00047401+7.8139e-05i,-0.0005637+7.0123e-05i,-0.0010224+0.00045971i,-0.00074648+0.00018403i,0.00019828-0.00044203i
-0.00078346-0.00056809i,0.00073682-0.00062757i,0.0012149-0.0014341i,0.0010313-0.0022141i,0.0010382-0.0024505i,0.00071889-0.0021404i,0.00050309-0.0016079i,0.00039222-0.0010021i,0.00060199-8.8329e-05i,0.00038517-0.00062306i,-0.00083491-0.00091932i,-0.0015163-0.00052815i,-0.0011067-0.00067558i,-0.00055678+2.5724e-06i,-0.00093287+0.00016205i,-0.00097289+0.00037085i,9.5464e-05+0.0010323i,0.00049983+0.00048634i,0.0004851-0.00013798i,-0.00010436-0.00046622i,-0.00076946+0.00041116i,-0.00070503+0.00097405i,0.00016756+0.0013027i
-0.00047-0.00011267i,-0.00056167-0.00016746i,0.00021374-0.00024927i,0.001575-0.00084639i,0.0020168-0.00099279i,0.0012586-0.00097331i,-0.00034057-0.00086685i,-0.001286-0.00093152i,-0.0010419-0.00045729i,-0.00052648+0.00014782i,-7.7398e-05-0.00015392i,-0.00024517-0.0009339i,-0.00087918-0.0012154i,-0.00051549-0.00059908i,0.00039165+7.4562e-05i,0.00082767-0.0004111i,0.0008485-0.00064826i,-0.00017575+0.00020749i,-0.00070293+0.00033804i,-0.00034218+2.9913e-05i,-4.3385e-06+9.6293e-05i,-1.2728e-05+0.00042953i,-0.00016282+0.00044701i
0.0028123+0.00026532i,0.0030463-0.00034704i,0.0023701-0.0018631i,0.0018344-0.0027045i,0.0011808-0.0027727i,0.00022344-0.0019326i,-0.00043654-0.0011572i,-0.00039258-0.00090792i,-0.00027403-0.0013371i,-8.7263e-05-0.0013765i,0.00011142-0.0015826i,-0.00015767-0.0019484i,-0.0012628-0.0018119i,-0.0011794-0.00095924i,-0.00064353-0.00012777i,-0.00072398+0.00064514i,-0.00045373+0.0010847i,0.0004524+0.00076254i,0.00091734+0.00034897i,0.00038512+1.182e-05i,-4.0306e-05-0.00048085i,0.00047034+1.4593e-05i,0.00022603+0.00039066i
-0.00019233-0.001371i,-6.065e-05-0.0012781i,-0.00032394-0.0020359i,-0.00018061-0.002495i,1.1573e-05-0.0017562i,0.00050936-0.0012919i,0.00083479-0.0016001i,0.0005786-0.0010777i,-0.00078212-0.0014582i,-0.0018366-0.0020647i,-0.001015-0.0014387i,-0.00027849-0.00039603i,-0.0004178-0.00017525i,-0.00054963-0.00018512i,-0.00081242-9.8586e-05i,-0.00052497-0.00051897i,5.7464e-05-0.00078054i,0.00032016+0.00026842i,0.00045011+0.0010896i,2.1381e-05+0.0013934i,-0.00047563+0.0012176i,-0.00027319+0.00069892i,-1.7704e-05+0.00032601i
0.001765+0.00028014i,0.0029215-0.00093251i,0.0027222-0.0016344i,0.0027341-0.0014157i,0.0027413-0.00070789i,0.0011922-0.00031594i,9.4036e-06-0.00025987i,-0.00047672-0.00051808i,0.00019284-0.00090043i,0.00090012-0.0011312i,0.00048608-0.0011778i,-0.00063107-0.0015065i,-0.0013472-0.0014499i,-0.00067051-0.00078165i,-0.0003774-0.00035342i,-0.00061059-3.8664e-05i,-0.00095673-6.2216e-06i,-0.0011744-0.0001388i,-7.6128e-05+3.2041e-05i,0.00082536+0.00060508i,0.00029234+0.00038097i,-0.00027661+0.00022037i,-0.00017095-0.0002218i
0.00094494-0.00034147i,0.0011352-0.00077745i,0.001421-0.001513i,0.0024075-0.0014587i,0.0019736-0.0010411i,0.00061351-0.00081216i,1.3037e-05-0.0004897i,-0.00033917-0.00083112i,-8.5692e-05-0.0011518i,0.00034689-0.00090792i,0.00026592-0.00098063i,-2.942e-05-0.0012793i,-0.00042477-0.00077175i,-0.0010142-0.00021335i,-0.00065042+0.00039847i,-0.00065798+0.00085727i,-0.0007019+0.00098283i,5.6769e-05+0.0010112i,-7.1295e-05+1.21e-06i,-0.00036167-0.00067499i,0.0003498-0.00085832i,0.0007129-0.00064659i,0.00014272-0.0003478i
0.0018723-0.00080684i,0.0024842-0.0013256i,0.0033581-0.0015546i,0.0021723-0.0019173i,0.00082108-0.0022574i,0.00065441-0.0016137i,0.00042715-0.0011936i,1.3892e-05-0.001337i,-0.00035198-0.0014414i,-0.00038387-0.001327i,-0.00090852-0.0014739i,-0.0011456-0.0014036i,-0.0010513+3.4492e-05i,-0.00079122+0.0010446i,-0.000355+0.00099771i,-0.00057859+0.0003333i,6.0107e-05-0.00010102i,0.0014663-9.839e-05i,0.0014281+9.3576e-05i,0.00034202+0.00023936i,-5.8074e-05+5.6447e-05i,0.00040542-0.00048414i,0.00071625-0.00080429i
0.0012931+0.0004484i,0.0016789-0.00066795i,0.0032476-0.0017958i,0.0033679-0.0028121i,0.0015738-0.0031568i,0.00070653-0.003128i,0.0010253-0.0021078i,0.0013665-0.000641i,0.0011349+3.4778e-05i,0.00056156-0.00037595i,-3.075e-05-0.0012043i,-0.00051007-0.0013317i,-0.00030585-0.00067083i,-8.7287e-05-0.00065598i,-8.8433e-05-0.0010994i,0.00014248-0.00061541i,0.0011404+0.00023387i,0.001727+0.00074509i,0.00085104+0.00023706i,-4.1718e-05-0.00069739i,-3.8146e-05-0.00091925i,0.00019681-0.0003622i,9.2221e-05-0.00027124i
0.0022932-0.00122i,0.0025879-0.0011738i,0.0031822-0.0013088i,0.0027297-0.0015168i,0.0021243-0.0015449i,0.0017056-0.00087811i,0.00068033-0.0006811i,-0.00018834-0.00086724i,2.407e-06-0.0011129i,0.00020179-0.0013485i,-0.00016478-0.00070819i,-0.00025413-0.00046564i,-0.00013541-0.00068551i,-0.00088465-0.00020669i,-0.0015238+0.00031575i,-0.00092228+1.2474e-05i,5.9779e-05-0.00028069i,0.00059791+8.1434e-06i,0.00080787+0.00046625i,0.00068507+0.00085925i,-5.5428e-05+0.00062157i,-0.00029971+0.00055078i,0.00015+0.00049133i
-0.00078546-0.00016032i,-0.0002875-0.001052i,-0.00025021-0.00089935i,7.7281e-06-5.4174e-05i,0.000783-0.00019172i,0.0014516-0.0016674i,0.00053112-0.0017528i,0.00038575-0.00070566i,0.0006681-0.00049627i,-0.00040346-0.00051817i,-0.00098984-0.00033793i,-0.00067944-0.00044795i,-0.00013464-6.1091e-05i,0.00015107+0.000957i,0.00032047+0.00074777i,0.00048387-5.4534e-05i,0.0008965+0.00010022i,0.00059793+0.00044537i,0.00063568+0.00017545i,0.00055858-6.6526e-05i,0.00061409+0.00031065i,0.00078918+0.00034087i,0.0009163-0.00048154i
0.00045388+0.00011936i,0.0015813+0.0009598i,0.0022017+0.0011821i,0.0017166-0.00026421i,0.0023991-0.0014863i,0.0018315-0.0015165i,0.00021441-0.0010842i,-0.00076443-0.00051584i,-0.00093329-0.00083429i,-0.00068808-0.00074423i,-0.00098244-0.00034103i,-0.0011974-0.00051567i,-0.00096508+0.00028336i,-0.00070758+0.00087133i,-0.00014601+0.00049632i,0.00012662-0.00040591i,-0.00015756-0.00032589i,0.00055652+4.1587e-05i,0.0013094-0.00010761i,0.00079547-6.3908e-05i,0.00015753+0.00026346i,8.7325e-05+0.00045023i,-5.1781e-05+9.7556e-05i
-0.00028688+0.00098446i,0.00015275-0.002149i,-0.00032774-0.0030239i,-0.00010551-0.0019457i,0.00072564-0.0017808i,0.00027201-0.0012965i,4.816e-05-0.00050324i,-0.00012886+7.0078e-05i,-0.00025797-0.0004091i,0.00012401-0.0015182i,-0.00032881-0.0012272i,-0.0013907-0.00066625i,-0.0010082+7.9931e-05i,-0.00041091+0.0011515i,-0.00075159+0.00085504i,-0.00036772+0.00089502i,1.3608e-05+0.0013166i,0.00047069+0.00059906i,0.00091216-0.00037088i,8.5703e-05-0.00019013i,-0.00029562+0.00029649i,-0.00051232+0.00024081i,-0.0008208+0.00020465i
-0.00036867-0.0015662i,0.00048312-0.0022257i,0.0021748-0.0014954i,0.0021796-0.0010183i,0.00097825-0.0011943i,-0.000179-0.001199i,-0.0007231-0.00037286i,-0.00031512-0.00017277i,-0.00051185-0.00083819i,-0.00043095-0.00075785i,0.00029754-0.00077291i,0.00082042-0.00088078i,1.817e-05-0.00065006i,-0.00041326-0.00080255i,-0.0003778-0.00020371i,-0.0003885+0.00051053i,-1.9216e-05+0.00067725i,-5.1575e-07+0.00033906i,0.00028598+0.00016706i,7.9694e-05-0.00016341i,-0.00018937-0.00012288i,-0.00051199-6.0296e-05i,-0.00094858-0.00023472i
-0.00073708-0.00060926i,-0.00024555-0.00134i,-0.0001627-0.00058423i,-0.00074766-0.00066953i,-0.00017527-0.0015511i,-0.00035688-0.0013037i,-0.00051603-0.0009811i,-0.00017709-0.00043573i,4.4203e-05-9.0289e-05i,-0.0001447-0.00080958i,-0.0003098-0.0010811i,-0.00036199-0.00042049i,-0.00087332-0.00038332i,-0.0009248-0.00039751i,-0.00059014+0.000111i,0.00016684+0.00038242i,0.0010711+9.4341e-05i,0.00082709+0.00033755i,-0.00047004-0.00026152i,-0.00097778-0.00070391i,-0.00084567-0.00036855i,1.6645e-05-5.9938e-05i,0.00044104-5.58e-05i
0.0010657-0.00064134i,0.00085544+0.00050208i,0.0019-0.00071879i,0.002126-0.0021211i,0.0013307-0.0015232i,0.00043925-0.001334i,-0.00010435-0.0012954i,-4.6021e-06-0.00071503i,-0.00030971-0.00089235i,-0.00061544-0.0004616i,-0.00075119-0.00053263i,-0.00071493-0.0015185i,-0.00054339-0.00098402i,-0.00053004-0.00049242i,-0.00015107-0.00092039i,-0.00049253-0.00057551i,-0.00058-0.00056855i,-2.9319e-05-0.00082113i,0.00033403-0.0011159i,0.00027311-0.00052281i,0.00016818+0.00019111i,-4.9449e-05+0.00062923i,-8.6832e-05+0.0010097i
0.0031062+0.00029595i,0.003194-0.0014946i,0.0034111-0.0023652i,0.0036129-0.0018377i,0.0028902-0.0008464i,0.0005029-0.00062717i,-0.00061903-0.00026668i,-0.0001342-0.00028404i,0.00044748-0.0007057i,0.00029278-0.00099094i,0.00028179-0.0010146i,0.00011122-0.0014056i,-0.00036312-0.0012811i,-0.00074331-0.0004521i,-0.00039297-0.00018673i,-1.156e-05-0.00023046i,-6.2563e-05+9.5002e-05i,0.00017403+0.00023878i,0.00020914-0.00023749i,0.00076597-0.00055574i,0.0012294-0.00022103i,0.0011374+1.9114e-05i,0.0014589-0.00022899i
-0.00098962-6.0921e-05i,2.3522e-05-0.0003286i,0.0020018-0.00023624i,0.0016015-0.0007657i,0.0011884-0.0012011i,0.0014854-0.0004805i,0.0013127+5.9887e-05i,0.0011129-0.00025125i,0.00063855-0.00087959i,2.335e-05-0.00085671i,-0.00070077-0.00088859i,-0.00095428-0.0009743i,-0.00099034-0.00023986i,-0.0010332+1.6897e-05i,-0.00025727-8.6205e-05i,-0.00029923-1.7564e-05i,-0.00053879+2.3029e-05i,2.7304e-05-0.00021058i,0.00056448-0.00054289i,0.00078705+0.00049041i,0.0007706+0.00079441i,0.00034912+8.1652e-05i,0.00011883+0.00016255i
0.0015222-0.00072391i,0.0014566-0.0025047i,0.0025592-0.0038437i,0.0021567-0.0045009i,0.0014496-0.004049i,0.00081701-0.0019311i,0.00033881-0.0010847i,0.00061203-0.00098776i,0.000534-0.000451i,3.8196e-07-0.00056064i,-0.00093971-0.00054324i,-0.001421-0.00071282i,-0.00099579-0.0011631i,0.00010483-0.00060461i,0.0007829-0.00067853i,0.00036217-0.0001379i,4.1848e-05+0.00075818i,0.00011431+0.00067346i,0.00021363+1.6e-06i,0.00085174-0.00014876i,0.00045451+0.00076823i,-8.0992e-05+0.00083283i,0.00019437+0.0002348i
0.0027426-0.0013961i,0.002247-0.0024187i,0.0036994-0.0040388i,0.0040431-0.0048013i,0.0012657-0.0036264i,-0.00068004-0.0013453i,-0.00010225+4.4039e-05i,0.00013695-0.00029028i,0.00010091-0.0016536i,0.00032306-0.0025533i,-3.9932e-05-0.0024326i,-0.00023494-0.0018456i,-0.00073007-0.0013279i,-0.0019496-0.00019042i,-0.0015291+0.00044776i,-0.0006137+0.00033714i,-0.0005738+8.4818e-05i,-0.00041351-0.00016484i,0.00037083+0.00038592i,0.00043887+0.00020036i,-0.00037949-7.8352e-05i,-8.3943e-06+0.00029991i,0.00034284-5.8348e-05i
0.0015289+0.0054486i,0.0029724+0.0031483i,0.0066199+0.0016492i,0.0081216+0.00044765i,0.0065426-0.0015428i,0.0033478-0.0020822i,0.00048302-0.00078426i,-0.00038974+5.7209e-05i,0.00041404+3.5258e-05i,0.00093122+9.6383e-05i,0.0013819-0.0005625i,0.00084925-0.0016369i,0.00068878-0.0010484i,0.00026613+0.00017424i,-0.00029839-1.2297e-06i,0.00040366-0.00041457i,0.00079067+0.00027352i,0.00026292+0.00049834i,0.00012188+0.00014614i,0.000265+0.00083565i,0.00053496+0.0013519i,0.00069729+0.00062643i,0.00087775-0.00033852i
-0.0020096-0.0026942i,-0.0014511-0.0014401i,-0.0019571-0.00038703i,-0.0017274+0.00039103i,-0.0014096+0.0011571i,-0.00082967+0.00063693i,7.4897e-05+0.00020221i,-0.00013844-0.0002995i,-0.00072808-0.00075619i,-0.00080478-0.0004935i,-0.0016732-0.0010051i,-0.0018722-0.0015931i,-0.0013879-0.00089828i,-0.001613-0.00041183i,-0.0013732-0.00029628i,-0.00049322+0.00055733i,0.00029875+0.00054748i,0.00087326+0.00028545i,0.00074213+0.00066556i,0.0003152+0.00095918i,-0.00030527+0.00056051i,-0.00063805-1.3419e-05i,-3.7519e-05-8.1477e-05i
0.0008149-9.2462e-05i,0.0009733-0.00021653i,4.2896e-05+0.00028664i,-0.00054091+0.00083519i,0.00043563-0.00014624i,0.00095087-0.0016666i,0.00056278-0.0017365i,0.00012003-0.0014068i,0.00015386-0.00097562i,-0.00010241-0.00017412i,-0.00056337+2.2957e-06i,-0.00095145-0.0004151i,-0.0012327-0.00053129i,-0.0008521-8.2947e-05i,-0.0012378-0.00020397i,-0.0013625-0.00045734i,-0.00071367-0.00050132i,2.8735e-05-0.0007425i,0.00056215-9.6376e-05i,0.000357+0.00045496i,0.00056962-0.00022474i,0.00087032+9.2846e-05i,0.00068555+0.00061483i
0.00074344-0.001658i,0.00037184-0.0020488i,-0.00012378-0.0023932i,-0.0008243-0.0012826i,-0.0013753-0.00081548i,-0.00069434-0.0010837i,0.00050387-0.0002597i,0.00068629+0.00031235i,0.00029414-0.00020257i,-0.00043049-0.00033662i,-0.00060323-0.00073754i,-0.00019711-0.0003351i,-0.00084647+0.0010218i,-0.001217+0.0008443i,-0.00053577+7.1715e-05i,0.00024221+0.00029598i,0.00030604+0.00086215i,0.00032311+0.00043071i,0.00081796-0.00084453i,0.00062375-0.0010121i,-0.00037847-0.00073239i,-0.0008011-0.0005044i,-0.00042354+5.1442e-05i
0.001361+0.00045832i,0.0021317-0.00020485i,0.0026155-0.0010858i,0.0021048-0.0013693i,0.00088699-0.0013359i,0.00034786-0.0013603i,0.00021453-0.00090068i,0.00015763-0.00045631i,0.00043281-5.4728e-05i,0.00016134+0.0002675i,-2.1442e-05+0.00024403i,-0.00056408+0.00025834i,-0.0012471-0.00061283i,-0.000765-0.0010902i,-0.00036451-0.00018598i,-0.0002685+0.00023392i,-0.00023165-1.804e-06i,-0.00081087-0.00026757i,-0.0010115-0.00016183i,-0.00036556-0.00036219i,0.00030025-0.00053544i,0.00025897+7.3272e-05i,0.00027071+0.00028789i
-0.0014276+0.0011674i,-0.00069594+0.00042466i,-0.00068953+0.00074816i,-9.8094e-05+0.001775i,0.0001031+0.0019257i,-0.00052708+0.00067473i,-0.00048577-0.0006827i,3.6983e-05-0.00072876i,0.00059649-0.00033746i,0.0010504-0.0011548i,0.00068216-0.0017352i,-0.00023801-0.001348i,-0.00018333-0.00053406i,-0.0005588+5.2017e-05i,-0.00073779-0.00054901i,-0.00066273-0.00083779i,-0.00037829-0.00038875i,2.9321e-05+0.00093083i,-0.00056309+0.0013861i,-0.00072016+0.00085818i,-0.00052661+0.000772i,-0.00011325+0.00094685i,0.00051347+0.00045366i
0.0017093-0.0017216i,0.0030593-0.0024842i,0.0035265-0.0030756i,0.0022666-0.0028229i,0.0021216-0.0028644i,0.0013514-0.0023181i,-9.0145e-05-0.0015597i,-0.00068215-0.0012679i,-0.00067003-0.0012513i,-7.8383e-05-0.0013455i,0.00016947-0.00073292i,-0.00032485-0.00079043i,-0.00020413-0.0010009i,-0.00017911-0.00033677i,-0.00051221+0.00010796i,-0.0012685-0.00029432i,-0.0010698-0.00078126i,0.00041007-0.00073958i,0.00049537-0.00025373i,-0.00038104-1.1495e-05i,-0.00024686-0.0002445i,0.00024233-0.00051106i,0.00014458+0.000239i
0.00059737-0.00021392i,0.0011654-0.00023339i,0.00064856-0.001409i,-0.00020202-0.0012622i,-0.00033611-0.00073698i,-0.00037212-0.0010082i,-6.395e-05-0.00072031i,7.6213e-06-0.00053438i,-0.00029618-0.00075027i,-0.00088632-0.0015607i,-0.0014047-0.0018066i,-0.0011845-0.0010676i,-0.00071409-0.00025907i,-0.00026726+1.4084e-05i,-0.00043423+2.1496e-05i,-0.00038001-0.00030115i,6.3392e-07-0.00062321i,0.00063736+2.8022e-05i,0.00015139+0.00052251i,-0.00043233-0.00019082i,3.6751e-05-0.00037165i,0.00049722-0.00017661i,0.00035777-0.00034936i
0.0023493+0.00082507i,0.0039563+0.00020826i,0.0048317+0.00022073i,0.0043281-0.00076356i,0.0032479-0.0020914i,0.0010611-0.0025703i,4.7075e-06-0.0011443i,-0.00028158+0.0001455i,-0.00028159-0.00041114i,0.0013-0.00070566i,0.0021871-0.00086275i,0.00050983-0.00077108i,-0.00077427-0.00084901i,-0.00093229-0.0010264i,-0.00037991-0.00057362i,-0.00025654-1.0712e-05i,-0.00066299+0.00020604i,-0.00059131+6.5341e-05i,4.5851e-05+0.00039939i,-0.00047708+0.00048042i,-0.0010455+0.00012991i,-0.0012104+0.00010052i,-0.0011243+0.00047466i
0.0010383+0.0010215i,0.0015093+0.00071451i,0.0017398-6.2196e-05i,0.0014499-0.00038933i,0.0010302-0.00089244i,0.00069116-0.0010256i,0.00022918-0.001096i,0.0003643-0.0012684i,0.0005898-0.00097344i,-1.6417e-05-0.00085489i,-0.00087367-0.00098278i,-0.0012973-0.00037252i,-0.0010212+9.3619e-05i,-0.00057004-0.00060004i,0.0001423-0.0013638i,0.0003948-0.00088516i,-0.00014551+0.00036823i,-0.0005842+0.00080755i,-0.00015933-8.2372e-05i,-2.5257e-05-0.00066872i,-0.0006331-0.00033194i,-0.00034215-0.00015134i,-0.0003586-0.00032667i
1.5885e-05-0.00012552i,0.00068049-0.0003196i,0.00039346-6.3085e-06i,-0.00059637+0.00092447i,-0.00069906+0.0010788i,-0.0010599-0.0002058i,-0.00092682-0.00070154i,-0.00017389-0.001118i,-0.00016259-0.0017165i,-0.00024514-0.0013125i,-0.00011692-0.0013995i,-0.00017897-0.0011525i,5.5387e-05-0.00031014i,5.4095e-06-0.00010472i,-0.0001231-5.9786e-05i,0.00012902-0.00029925i,0.00026651-0.00036394i,-0.00025599-0.0007984i,-0.00054944-0.0011967i,-0.00028761-0.0006772i,-0.00024719+0.00016467i,0.00027082+0.00033478i,0.00076091+0.0010545i
-0.00041549-0.00078652i,-0.00043663+0.0002766i,-0.00068023+0.00064271i,0.00066992+0.00033883i,0.0011819-0.00035313i,0.00036347-0.00059026i,-0.0002618-0.00062942i,-0.001019-0.00080994i,-0.00095897-0.00064503i,-0.00062795-0.00020057i,-0.00048194+4.7321e-06i,-0.00037961-0.00069066i,-0.00018906-0.00047162i,4.9092e-05-0.00046226i,-0.00026178-0.00085223i,-0.00042224+0.0002481i,-0.00080848+0.0010559i,-0.0012966-3.0287e-05i,-0.00028371-0.00021339i,0.00039974+0.00037135i,-0.00046498+0.0001602i,-0.00094099+4.2677e-05i,-0.0004952-0.00063354i
-0.0012427-0.0027457i,-0.0009502-0.0037073i,-0.0014584-0.0045872i,-0.0012236-0.0028191i,-0.00052113-0.00085392i,-0.0004152-0.00067333i,-0.00047726-0.0010366i,-0.00044202-0.00064919i,-6.9664e-05-0.00047881i,-0.00019493-0.00045601i,0.00023087-0.00059394i,0.00039446-0.00093425i,-0.00030694-0.00064479i,-0.00055927-0.00011211i,-0.00058666-0.00050944i,-4.942e-05-0.00024615i,0.00052788+8.7275e-05i,-4.2259e-05+0.0003706i,0.00011117+0.00035099i,0.00086609-0.00021981i,0.0010254-0.00037984i,0.00084774-0.00012477i,0.00058393+3.5359e-05i
-0.00058398+0.00033645i,0.00030563+0.00014635i,0.0016473-1.3655e-05i,0.0018749-0.00043837i,0.0010272-0.0010081i,0.00034397-0.0018269i,-0.00017573-0.0016693i,-0.00050294-0.00055836i,3.8979e-05-0.00017697i,0.0011818-0.0003542i,0.0010639-0.00098606i,0.00017251-0.0013016i,-0.00054968-0.00089638i,-0.0015848+3.5362e-05i,-0.0010645+0.00035605i,-0.00059921+0.00077008i,-0.00029043+0.00049034i,0.00080329+8.655e-05i,0.0012204+0.00041622i,0.00086715-0.00029472i,0.0011958-0.0010781i,0.0019862-0.00021262i,0.0010008+0.00056955i
-0.00083625-0.00075679i,-0.00092069-0.00017133i,-0.0016917-0.00043906i,-0.0012708-0.0012168i,-0.00058529-0.00047051i,-0.00075956+5.4952e-06i,-0.001082-0.0008473i,-0.0010719-0.00068223i,-0.00032967-0.00017584i,0.00044972-0.00027357i,-3.3593e-05-0.00020463i,-0.00091775+0.00023498i,-0.00065624+0.0001265i,-6.4787e-05-2.2698e-06i,0.00025968-0.00011528i,0.00049588+0.00019665i,0.00052628+0.00033371i,8.3066e-05+1.2288e-05i,-0.00014624-0.00054587i,1.3159e-05-0.0014221i,4.7365e-05-0.0012123i,0.00031695-0.00026632i,0.00057848+0.00027783i
0.0015725-0.00028957i,0.0026769-0.00082656i,0.0038445-0.0014155i,0.004057-0.0015293i,0.0028868-0.0013533i,0.0015715-0.00083122i,0.00058498-0.00047351i,7.558e-05-0.00059956i,5.2993e-05-0.00095722i,-0.00013069-0.00082693i,-5.9067e-06-0.00048715i,-0.00036011-0.00058416i,-0.00087684-0.00076011i,-0.00076369-0.00063863i,-0.00055639+0.00044879i,-0.00052846+0.00089335i,-0.00038993+0.00054124i,-0.00029777+0.0005294i,0.00031902-0.0003977i,0.00094689-0.00028243i,0.00066767+0.0010884i,0.00040423+0.0011252i,0.00062373+0.00056999i
0.0014613-0.0010653i,0.0011327-0.0019692i,0.0017356-0.0022213i,0.00084338-0.0019849i,0.00086669-0.0018582i,0.00068509-0.00128i,0.00012124-0.00059215i,0.00019549-0.00082123i,-0.0002609-0.00061304i,9.0341e-05-0.00013351i,0.00075699-0.00053345i,0.00040626-0.00084386i,-0.00094322-0.00057282i,-0.0021449-0.0006573i,-0.0016746-0.00020367i,-0.0011023+0.00066077i,-0.00092978+0.0010495i,-0.00053604+0.0015452i,-0.00033934+0.00065667i,-4.3102e-05-0.00034301i,0.00013741-0.00067843i,0.00019701-0.00033306i,0.00017817+0.00029269i
0.0020983+0.0009525i,0.003177-0.00054294i,0.0048014-0.0025576i,0.005051-0.0035774i,0.0039216-0.0037484i,0.0012746-0.0027094i,0.00043319-0.0010817i,0.0010701-0.00082616i,0.0011272-0.0010804i,0.0012206-0.00085372i,0.0005501-0.00091778i,-0.00056009-0.0012156i,-0.0013191-0.00095458i,-0.0007862-0.00096699i,-0.0002907-0.0011083i,-0.0004631-0.0007264i,-0.00039614-0.00064587i,-1.004e-05-0.00052088i,-3.534e-05-0.00014948i,-0.00054555+0.0003527i,-0.00054514+0.00026546i,-0.00042949-0.00019696i,-0.00075663-0.00051516i
0.0027505-0.0020207i,0.002394-0.0016395i,0.0026794-0.0023105i,0.0022974-0.0025183i,0.00086407-0.0024549i,-0.00021986-0.0019296i,-0.00068528-0.00058803i,-0.00019292-2.9002e-06i,0.00047477-0.00017437i,-0.00017044-0.0012737i,-0.00066553-0.0016312i,-1.7953e-05-0.0011836i,-0.00024311-0.0012634i,-0.0010318-0.0013119i,-0.0011897-0.0005306i,-0.0013783+4.65e-05i,-0.0011555-0.0008539i,7.0949e-05-0.0010301i,0.00015309-0.00015016i,-0.0003845-0.00022989i,4.8233e-05-0.00068516i,0.0003373-0.00013702i,2.8248e-05+0.00037663i
-0.0011528+0.00046692i,0.00033448-0.00076209i,0.00096255-0.0014825i,0.0013147-0.002136i,0.0016566-0.0017607i,0.0013336-0.0010597i,0.0007759-0.0011477i,0.00067675-0.0012203i,0.0013438-0.0017403i,0.0014847-0.0013273i,0.001155-0.0011223i,0.00029267-0.00096947i,-0.0003683-0.001096i,0.00010365-0.0016659i,0.00042155-0.00075678i,-5.0119e-05-7.0959e-05i,-0.00099108+2.8617e-05i,-0.0010954+0.0004819i,-0.00025008+0.00032363i,0.00013639-0.00032754i,0.00069368-0.00055073i,0.00022618-0.00015629i,-0.00051053-0.00065848i
-0.00092074+0.0015363i,0.0002251+0.0021846i,0.0015477+0.0027781i,0.002071+0.0019629i,0.0019473+0.00042529i,0.0017248-0.00050773i,0.0010808-0.0014721i,0.0004104-0.0015892i,-0.00022459-0.00078954i,0.00013072-0.00024713i,0.00098715+4.6979e-05i,0.00024105+3.9645e-05i,-0.00058438-0.00031597i,-0.00016141-0.0004552i,0.00011474-0.00082815i,3.573e-05-0.00014017i,-0.00023443+0.0010221i,-0.00054758+0.0010172i,-0.00034599+0.00021582i,-3.1355e-05-0.00055551i,7.7728e-05-0.00018074i,0.00015444+0.00012329i,0.0008426+0.00031515i
