-0.0018774-0.00065522i,-0.00054731-0.0010347i,-0.00077641-0.00042382i,0.00010548-0.00059768i,0.00053947-6.1234e-05i,0.00050317+3.0065e-05i,0.00094404+0.00054433i,0.0014409+0.00060019i,0.001302+9.5636e-05i,0.0011814+0.00079959i,0.0010166+0.00022587i,0.00068297-0.00094723i,0.0010209+0.00020761i,0.00088974+0.00088738i,0.00057922+0.00072223i,0.00034294+0.00036324i,0.00046142-0.00073322i,0.00055309-0.00067362i,0.00024168-0.00038133i,-0.00013843-0.0010199i,4.4041e-05-0.00040922i,0.00053239+0.00035286i,0.00094203+0.00015809i
-0.00022158-0.00080547i,-0.00098649+0.00091656i,-0.0010988+0.00094706i,0.00017659-0.00012078i,0.0014598-0.00068803i,0.0017057-0.00040128i,0.0016353-0.00076456i,0.0012441-0.0018299i,0.0011514-0.0020703i,0.0010824-0.0015418i,0.00035397-0.00046078i,-0.00056005+0.00020075i,-0.00025916+0.00010258i,0.0010992+8.2447e-05i,0.0017078-0.00039784i,0.0014015+3.19e-05i,-0.0001024+0.00051263i,-0.00062192+0.00041518i,-0.00017257+0.00018736i,-2.3274e-05-0.00011919i,8.3937e-05-0.00021519i,0.00013486-0.00055387i,0.00071161+0.00034282i
7.6151e-05-0.0008791i,0.00021734-0.0015205i,0.0010492-0.0020044i,0.0010145-0.0013435i,0.0012745-0.00049935i,0.0019194-0.00077233i,0.0017081-0.0014416i,0.0008178-0.0012832i,7.2753e-05-0.00036651i,-0.00046994+0.00033308i,-0.00051169+0.00053532i,-0.00039446+0.00033069i,-0.0001894-0.00030037i,0.00012877-0.0002802i,0.00062675+0.00023643i,0.00085916+0.00023621i,0.00051722+0.00021463i,0.0004311+0.00027027i,0.00050761+0.00034218i,0.00072801+0.00079555i,0.00056587+0.00095056i,0.001285+0.00079173i,0.0016768+0.00080134i
-0.00011291+0.00023795i,0.0011125+0.00014924i,0.0019988-0.00046362i,0.0012351-0.0011983i,0.00060621-0.0015496i,0.0010628-0.00076675i,0.00049634+0.0002415i,0.0010536+0.0006241i,0.0018166+0.00023976i,0.00028011-0.00024537i,-0.00055122-0.00042642i,-0.00017984+0.00040395i,-0.00032521+0.0010314i,-0.00022822+0.001092i,0.00019619+0.0006307i,0.00025581-1.5578e-05i,0.00060557-0.00056935i,0.0010935-0.00064142i,0.0011835+8.7783e-05i,0.00094671+0.00031643i,0.000801-0.0001353i,0.00064145-0.00048047i,0.00024006-0.00036077i
5.772e-05-0.0019274i,0.00014291-0.0016579i,0.0001468-0.0023138i,6.3497e-05-0.0021207i,0.00045748-0.0015485i,0.0012761-0.00077443i,0.00091167-0.0002723i,-5.8286e-05-0.00049944i,3.0084e-06-0.00021857i,-0.00033477-6.413e-06i,-0.00050192-0.00056622i,-0.0003121-0.00034037i,-1.949e-05-0.00036805i,-0.00031546-7.7244e-06i,-0.0010705+2.9176e-05i,-0.00086337+9.6613e-05i,-0.00058167+0.00042508i,-0.001199+0.000272i,-0.00072321-1.5552e-05i,0.00015267-0.00034822i,0.00059437-0.00083039i,0.00024952-0.0006418i,-0.00055578-0.00058794i
0.00020798-0.00018476i,0.00086107+0.00091204i,0.0010488+0.00071354i,9.7518e-05-0.00035371i,7.8368e-05-0.001088i,0.00058195-0.001432i,0.0012746-0.0015451i,0.00051001-0.00078699i,-0.00024615+0.00046987i,5.2406e-05+0.00017351i,0.00070302-0.00033709i,0.00059863-0.00080159i,0.00048002-0.00079937i,0.0006462-0.00036405i,0.0010089-0.00056648i,0.00054164-0.00026609i,-0.00014782+0.00012754i,-0.00025961-0.00017172i,0.00012548+0.00026512i,0.00035511+0.00018761i,0.00029641-8.538e-05i,2.8012e-05+0.00030734i,-0.00016758+0.00040031i
-0.00092984-0.001879i,-0.0010894-0.0024681i,-0.0012231-0.0030256i,-0.00069453-0.0026156i,-1.7786e-05-0.0013478i,0.00075041-0.00069226i,0.0010609-0.0014566i,0.00088077-0.0013356i,-9.3198e-05-0.00082238i,-2.3839e-05-0.00046459i,2.6664e-05+0.00024342i,0.00014827+0.00013796i,0.0010282-0.00013015i,0.001064+0.00010056i,0.00083402+0.00058257i,0.00043109+0.00078674i,-0.00020406+0.0009606i,0.0001899+0.00036245i,0.00055696+2.9345e-05i,0.000402-0.00017004i,0.00050619+4.4978e-05i,0.00023751+0.00067013i,-0.00014815+0.0005652i
-8.2569e-05+0.00053612i,0.00093072+0.0011267i,0.0009923+0.0011793i,0.00024496+0.00017607i,0.00034854-0.0010984i,0.0010529-0.0017908i,0.0013326-0.0015373i,0.00078661-0.0011676i,0.00031957-0.00029478i,0.00060473+0.00079119i,0.00050776+0.00071437i,-0.00046659+0.00039046i,-0.00071062-0.00058039i,-0.0008742-0.00093578i,-0.001056-0.0010211i,-0.00050417-0.00090658i,0.00024129+0.0004896i,0.0008786+0.0010179i,0.00055309+7.5976e-05i,-0.00012116-0.00035094i,-0.00020146-0.00016159i,0.0003019-0.00011617i,0.00079468+7.6032e-05i
0.00087243+0.0024814i,0.0015938+0.00050853i,0.0021113-0.0011535i,0.00098001-0.0014964i,8.0009e-05-0.0014864i,0.0001778-0.00126i,0.0010281-0.0011743i,0.0015947-0.0010189i,0.0011015-0.00089116i,0.00032879-0.0012211i,-0.00078645-0.0016743i,-0.0011334-0.0010938i,-0.00054579-0.00037581i,-0.000987+0.0001726i,-0.0013133+0.00062394i,-0.0003017+0.00095782i,-5.3936e-06+0.0013159i,-0.00030938+0.00089356i,0.0002716+0.00016683i,0.00075208-0.00085772i,0.000317-0.00066616i,-2.5084e-06+0.00013219i,-0.00010506+0.00039795i
0.0014306+0.000269i,0.001145+0.00010597i,0.0018549-0.00011307i,0.0019051-0.0009225i,0.00055688-0.0013059i,0.00067156-0.00089199i,0.0013688-8.2679e-05i,0.0015705+0.00013294i,0.00029498+0.00029451i,-0.0011459+0.00052031i,-0.0015953+0.00045767i,-0.0012575+0.00028687i,-9.4913e-05+0.00018549i,0.00043577-0.00026317i,-0.00020344-0.00059045i,-0.00072143+3.3184e-05i,-0.00082495+0.00042815i,-0.00052955-4.9612e-05i,0.00052648-4.0278e-05i,0.00069892+0.00073732i,0.00010299+0.00054628i,1.5606e-06+0.00056295i,0.00016101+0.00039817i
-0.0015198-0.0007131i,-0.00086619-0.00097924i,-0.0002458-0.0022065i,0.00049653-0.0020401i,0.00093138-0.0015435i,0.0018941-0.0013394i,0.0021643-0.0012567i,0.0017218-0.0009276i,0.0010328-0.0010018i,0.00039384-0.0011728i,-0.00054324-0.00089697i,-0.00131-0.00034526i,-0.0010539+0.00058035i,-3.2631e-05+0.00021817i,0.00075275-0.00067516i,2.4793e-05-0.00059561i,-0.00036455-0.00027978i,0.00016479-0.00045248i,0.00021052+7.4088e-06i,-0.00028903+0.00046081i,-0.00033912+3.154e-05i,0.00012133-0.00017432i,8.7488e-05-0.00038383i
0.0015642-0.00042694i,0.0017722-0.00063178i,0.0021454-0.00041115i,0.0018512-0.00057868i,0.00096628-0.0014656i,0.00062051-0.001901i,0.000993-0.0010784i,0.0013762-0.00059512i,0.00096008-0.00083573i,0.000287-0.00080052i,0.00030128-0.00060293i,0.00014393-0.00056878i,-9.8256e-05-0.00071529i,-0.00012765-0.00059576i,-0.00062386-0.00029434i,-0.0010483-1.0007e-05i,-0.00045262+0.00043342i,0.00053731+0.00072772i,0.00050435+0.00024396i,0.00040336-0.00039014i,2.7442e-05+0.0001075i,-0.00036916+0.00078324i,-0.00010812+0.00014604i
0.0012753+0.00010762i,0.00098439+0.00018194i,0.00056285-0.00073748i,0.00032481-0.0015633i,0.00064904-0.00123i,0.00094161-0.00078519i,0.0010644-0.0012766i,0.001047-0.0015651i,0.0010424-0.0011701i,0.00047926-0.0005057i,-0.00011683+1.4005e-05i,6.8685e-05-3.3752e-05i,7.7359e-05+1.1306e-05i,0.00020488+0.00066357i,0.00054771+0.0013447i,-4.6097e-05+0.00099121i,-0.00096021+9.292e-05i,-0.0010164-0.00055256i,-0.00027207-0.00010255i,0.00066817-0.00025044i,0.00040118-0.00048686i,-7.0743e-05+0.00045636i,0.00044276+0.0012407i
-0.0012835-0.0013187i,-0.0011272-0.00031746i,3.0029e-05-0.00010365i,0.00073319-0.00057693i,0.0014393-0.0011261i,0.0022371-0.0013326i,0.0017839-0.0010553i,0.0012933-0.00086033i,0.0010125-0.00015255i,0.00018774+0.00018945i,-0.00010943-0.00025734i,-0.0001614-0.00039358i,-0.00021797-0.00026575i,-2.4075e-05-0.00047502i,0.00011856-0.00047623i,0.00047886+8.6874e-05i,0.00080866+0.00033467i,0.00051827+0.00032114i,0.00077286-0.0004288i,0.0011725-0.0014745i,0.000757-0.0016616i,0.00025833-0.00071718i,-7.7775e-05+0.00026193i
0.0019689-0.00095482i,0.0010064-0.0016066i,-0.00016464-0.0017648i,-0.00054375-0.0018665i,-0.00079754-0.002074i,-4.656e-05-0.0017966i,0.001061-0.0013433i,0.0011362-0.0005168i,0.0007339-0.00054i,0.00044552-0.0010766i,-0.0004148-0.00059025i,-0.00016676+2.9216e-06i,0.0004634+0.00020477i,-6.3399e-05+0.00054659i,-0.00026135+0.00069398i,2.6118e-06+0.00045821i,-0.00018816+0.00041805i,-0.00025904+0.0013553i,0.00012331+0.0015567i,-0.00012175+0.00033504i,-0.00022618-0.00039289i,-0.00025637-0.00021458i,-0.00047661+0.00034129i
0.00018014+0.00014635i,0.00062245-0.00043675i,0.00149+0.00065136i,0.0021191+0.00063966i,0.0015016-0.0010876i,0.00074573-0.0018258i,0.0014954-0.001895i,0.0015541-0.0013466i,0.0003908-0.00018257i,-0.00022892-0.00026994i,-0.00056092-0.00014346i,-0.00089443-4.1214e-05i,-0.00042878-0.0005594i,0.00014488-0.00032488i,0.00023132-0.00038687i,1.3349e-05-0.00072589i,6.6702e-05+9.3555e-05i,-0.00028485+0.00065426i,-0.00011215-0.00012587i,0.00039258-0.00041792i,0.00075631-4.926e-05i,0.0011412-0.00026016i,0.00029756-0.00084082i
0.00060662-0.00041143i,0.00066952-0.00068425i,-1.4433e-05-0.0022652i,-0.00044971-0.0023601i,-0.00049108-0.00097364i,-0.00027778-0.00036007i,0.00021363+6.2388e-05i,0.001075-0.00057362i,0.0017761-0.00027654i,0.00079722+0.0008455i,-3.1568e-05+7.7662e-05i,0.00065769-0.00064195i,0.0014145-6.6723e-06i,0.00089522+0.00092362i,0.00047114+0.00084766i,0.00012251+0.00028088i,-0.00011344-0.00017212i,-3.6785e-05+0.00032811i,-0.0004154+0.00019827i,-0.00041177-0.00061532i,0.00039387-0.00052037i,0.00077682-0.00015975i,0.00042844+0.00026917i
0.0016061-0.00070945i,0.0012524-0.0005603i,0.00045601-6.5535e-05i,-0.00063004+6.8739e-05i,-0.00034967-0.00092639i,0.00069208-0.0012882i,0.00065306-0.0010259i,-0.00011924-0.00084697i,2.7731e-05-0.00052778i,0.00063615-0.00099052i,5.6623e-05-0.0012749i,-0.00056672-0.00051939i,0.00039484+7.1928e-06i,0.00048248-0.00011169i,-0.00011743+0.00036025i,-0.00010805+0.0008729i,-4.7692e-05+0.00069063i,0.00038428+0.00042073i,0.0011347+0.00028522i,0.00071141+5.7129e-05i,-5.4437e-05-7.0151e-05i,-0.00027879-0.00051763i,-4.0753e-05-0.00084224i
0.0014633-5.6072e-05i,0.002308-0.00092222i,0.0018777-0.0017227i,4.1572e-05-0.0020841i,-0.00040207-0.0017997i,5.2896e-05-0.00086113i,0.0010887+1.7518e-05i,0.0018499+0.00011078i,0.00078107+0.00040907i,-0.00022542+6.2623e-05i,0.00017998-0.00089275i,0.00036403-0.0011307i,-0.00087152-0.00051515i,-0.0013999-0.00019322i,-0.00081851-0.00041752i,0.00030899-0.00068062i,0.00088116-0.00014451i,-2.677e-05+0.00064299i,-0.00086378+0.00056134i,-0.00031379+0.00056807i,-0.00024324+0.00070085i,-0.00026147+0.00051869i,-0.00012767+3.3045e-05i
-0.0021099+0.0030124i,-0.0017382+0.0014013i,-1.6284e-05+0.00044571i,0.0012204+0.00069118i,0.0015589-0.00032752i,0.0020395-0.0012315i,0.0012837-0.0011702i,0.00043403-0.00042203i,0.00046193-0.00017081i,0.00040514-0.0004148i,0.0006901-0.00060475i,0.00092417-0.00080373i,0.0001038-0.0011605i,-0.00033706-0.0012119i,2.9774e-06-0.00062166i,-0.00086934-0.00072384i,-0.00079769-0.00090942i,-0.00050205+7.2864e-05i,-0.00089598-7.3299e-05i,-0.00059512-0.000903i,0.00013164-0.00041041i,0.00012326-0.00025883i,-0.00047351-0.0007719i
0.0016842-0.00017141i,0.0028349-0.0013792i,0.0032286-0.0020014i,0.0020638-0.0017069i,0.00062244-0.0016982i,0.00045388-0.0016694i,0.00037831-0.001244i,0.00019527-0.00046875i,0.00045548-0.00026457i,0.0010392+5.0365e-06i,0.00088534+0.00015209i,8.3648e-05+6.1607e-05i,0.00016678+0.00026141i,0.00046383-0.00034534i,-0.00027255-0.0008386i,-0.00073489-0.00025757i,-0.00069737-0.0004562i,-0.00060097-0.0011303i,-0.000447-0.00031168i,-0.00081229+0.00035751i,-0.00084399-0.00016129i,-0.00063604-0.00062i,-0.00022683-0.0011786i
0.0014666+2.1859e-05i,-2.8224e-05+0.00019317i,-0.00052494-0.00028251i,-0.00045822-0.00092676i,-0.00065545-0.0010148i,-0.00030847-0.00030346i,0.00060288-0.00069849i,0.00058625-0.00041046i,-0.00010174-2.7732e-05i,-0.00045964-0.00095816i,-0.00031246-0.0013629i,-0.00013569-0.00051715i,-4.2673e-05+4.6285e-05i,0.00011468-0.00012277i,-0.00067437-0.00035942i,-0.00098842-0.00060328i,-0.00013948-0.00045011i,0.00051624+0.00054986i,0.00032434+0.00079623i,0.00012734-1.6303e-05i,0.00040232-0.00063016i,0.00029795-0.0003345i,0.00027976-0.00074691i
0.00027002-0.00062726i,0.00048661-0.00094388i,0.0007813-0.0015168i,0.0013042-0.0022959i,0.0010541-0.0020519i,0.0005651-0.0014318i,0.00033592-0.00091512i,-0.00026982-0.0002999i,7.9863e-05-0.00012012i,0.00074719-2.4145e-05i,0.00010971-2.1572e-05i,-0.00076076+0.00010898i,-0.00093912-0.00020312i,-0.00082046-0.00015121i,-0.00052784+3.1579e-05i,-0.00075672+0.00099502i,-0.001055+0.0010995i,-0.00020968-0.00013403i,0.0003479-0.00013928i,0.00047131+0.00058836i,0.00028702+0.0006842i,-0.00011872+7.8389e-05i,-0.0009836+0.00076847i
0.00025307+0.00034201i,0.0009395+0.0004764i,0.001404+0.00063739i,0.0010637+0.00060331i,0.0011526-0.00044511i,0.0013981-0.00096052i,0.0013026-0.00049303i,0.0011572-0.00039244i,0.00099646-0.000872i,0.00083648-0.00043244i,0.00038534+0.00024644i,-0.0004157+0.00024068i,-0.00051221+0.00073045i,0.00037711+0.00049676i,0.00061066-0.00014001i,0.00019367-0.00026682i,-1.426e-05-0.00066276i,-0.00016727-0.00079253i,-0.0001679-0.00025742i,0.00025208+0.00071423i,0.00064032+0.00057268i,0.00020412-0.00021106i,-0.00068917-0.0004829i
-0.0020087-0.00081733i,-0.00067762-0.00059279i,0.00017812-0.0010128i,0.00056827-0.0004431i,0.0014532-0.00029285i,0.0025498-0.0010401i,0.0017091-0.001117i,0.00045604-0.00077349i,0.00052159-0.00063259i,0.00044809-0.00045838i,-0.00025032-0.00037293i,-6.7209e-05-0.00049408i,0.00072773-0.00087665i,0.00086292-0.00085752i,0.00050036-0.0002843i,0.00012835-0.00030593i,6.6747e-05-0.00029759i,9.2117e-05+0.00033734i,-7.6796e-05+0.00030682i,-0.00054117-9.6355e-05i,-0.00023353+0.00020506i,0.0001813+0.00050252i,0.00056191+0.00027797i
-0.0014104-0.00059832i,-0.00065291-0.0013991i,-7.2132e-06-0.0010711i,0.00062386-0.0012067i,0.00069376-0.0015637i,0.0013095-0.0010331i,0.0020835-0.00051415i,0.0013015-0.00053911i,0.00040023-0.00066095i,0.00020157-0.00016634i,0.00018672+0.00029856i,2.3259e-05+0.00032049i,0.00074921-2.2028e-05i,0.0011913-0.00017234i,0.00062867+8.7081e-05i,0.00023933+0.0002783i,7.0085e-05-0.00024875i,0.00018048+0.00010186i,0.00039038+0.00066712i,9.3209e-05+0.00076473i,-0.00084276+0.0010737i,-0.0006598+0.00060882i,0.00034999+0.00056049i
0.00014965+0.0011627i,0.0009355+0.0010088i,0.0011424-0.00010589i,0.00070462-0.00066177i,0.0014009-0.00084035i,0.002134-0.0011342i,0.0016234-0.0014132i,0.00048186-0.0012562i,0.00012102-0.0005482i,0.0004052+0.00028958i,0.00027054+0.00010815i,0.00056308-0.0010189i,0.00083882-0.0011429i,0.00031324-0.00093614i,0.00048277-0.00090866i,0.00088774-0.00093346i,0.00058004-0.00079137i,-0.00021745-0.00023755i,-0.00081565+0.0001846i,-0.00060707+4.0162e-05i,-0.00016495-0.00042056i,5.1036e-05-0.0013136i,-0.0002591-0.0013817i
0.00097342+0.0024278i,0.00047358+0.0014058i,0.001288+0.0005186i,0.0023252-0.0007172i,0.0020391-0.00209i,0.0017208-0.0016975i,0.0013513-0.00059713i,0.00091148-7.1557e-05i,0.00061738-0.00061657i,0.00051237-0.00091746i,9.4627e-05-0.0001697i,-0.00087601+4.7006e-05i,-0.0010932-0.00021079i,-0.0013183-0.00045345i,-0.0021206-0.00043922i,-0.0014593+0.00014791i,-0.00024729+0.00051323i,-0.00013753+0.00077726i,-0.00017435+0.00039629i,0.00027219-0.00038082i,0.00078-0.00046533i,0.0012684-0.00027443i,0.001437-0.00013512i
7.6662e-05-0.0018824i,0.00087999-0.0015464i,0.00052817-0.001506i,0.00037716-0.0014685i,0.0011061-0.00091725i,0.00082112-0.0010664i,-6.9812e-05-0.0019036i,-0.00054075-0.0014028i,-0.00030241-0.00035958i,6.1593e-05+0.00018772i,-0.00024018+0.00011453i,-2.7947e-05-0.00058038i,0.0002686-0.00071884i,0.00020798-0.00056766i,0.00046056-0.00067829i,0.00031922-0.00074722i,0.0003854-0.00046433i,-0.00023969-0.00013645i,-0.00017629-0.00034799i,0.00041908-0.00015045i,-0.0001707-9.5392e-05i,-0.00074824+8.2183e-05i,-0.00026516+0.00041778i
-0.00022758+0.00078736i,-0.00046951+0.00015597i,-0.00043927-0.00066994i,-0.00012753-0.0010635i,0.00054501-0.0015022i,0.00069667-0.0020828i,0.00074901-0.0023221i,0.00075512-0.0018205i,0.00076714-0.00044494i,6.6728e-05-0.00037644i,-0.00041692-0.001322i,-0.00079283-0.0013115i,-0.00050731-0.0009717i,0.00063154-0.00075062i,0.00093699-0.00039348i,0.00020235-0.00022714i,-0.00063985-0.00053274i,8.7308e-06-0.00066377i,0.0008345-0.0001563i,0.00068711+0.00055148i,-2.0989e-05+0.0009591i,-0.00062539+0.00039334i,-0.00063241-0.00015145i
0.00084366-0.00084161i,0.00013755-0.001872i,-0.00083468-0.0019505i,-0.0011352-0.0018093i,-0.0010789-0.001618i,4.4626e-05-0.00088776i,0.0012292-0.00055938i,0.00073166-0.00060456i,0.00019228-0.0011088i,0.00055739-0.00093475i,0.0007569-0.00043852i,0.00075073-0.00042323i,2.7624e-05+3.6272e-05i,-0.00092971+0.0006119i,-0.00065761+0.00039649i,0.00039783-0.00020296i,0.0004396+7.3492e-05i,-7.8906e-08+0.00082148i,-1.006e-05+0.00073732i,2.4479e-05+0.00041312i,0.00028568+0.0001389i,0.0004027+0.00012091i,0.00025799-0.00030478i
0.00069794+0.00030251i,0.0014502+0.00037874i,0.0015469-0.0010087i,0.0018288-0.00088612i,0.0021674-0.00028719i,0.002655-0.00094735i,0.0021805-0.0014961i,0.00097622-0.0016888i,9.9496e-05-0.0013097i,6.7874e-05-0.0009213i,0.00074673-0.00047493i,0.0008743+0.00011637i,0.001282+0.00050534i,0.0017064+0.00067682i,0.00046771+0.00026768i,-0.00058762+1.8084e-05i,-0.00030834-0.00021266i,0.00037694-0.00028151i,0.0003462+7.3487e-06i,-0.00048252-3.3294e-05i,-0.0012043-0.00021541i,-0.000687+2.9173e-05i,6.8569e-05+0.00037922i
-4.0925e-06+5.8882e-05i,0.00081745-0.00066853i,0.0012706-0.00099071i,0.00074096-0.0013212i,0.00072685-0.0014962i,0.00096091-0.0009222i,0.001055-0.00049456i,0.00098924-0.00015091i,0.00065428+0.00025465i,0.00079369+0.00083031i,0.00032387+5.5151e-05i,-0.00026957-0.00073114i,-8.5046e-05-0.00040609i,0.00056512+1.8283e-05i,0.00082961+0.00048639i,-6.1069e-05+0.00056191i,-0.00030992+0.0005892i,-0.00019193-7.0516e-05i,-0.00031483-0.00060496i,-1.5871e-05-0.00052842i,-9.8352e-05+3.8097e-05i,0.00019052+0.00041783i,0.0003544+0.00021097i
-9.1736e-05-0.00093363i,0.0011187-0.00087789i,0.0013792-8.8727e-05i,0.0012205-0.00028272i,0.001051-0.00062744i,0.001173-0.00037611i,0.00083256+5.1677e-05i,0.00065983+0.000387i,0.00070009+8.1178e-05i,0.0011555-0.0005895i,0.0012452-0.0010573i,0.00053021-0.00073743i,0.0009768-0.00097253i,0.0011124-0.0010542i,-0.00016163-0.0008343i,6.4266e-05-0.00076262i,0.0006914+0.00015345i,0.00045682+0.00046553i,0.00023397-8.9037e-05i,0.00024475-0.00027823i,0.00026829+0.00016592i,0.0005801+5.0766e-05i,0.00067298-0.00019998i
0.0016984+0.00078572i,0.0024048+0.00038305i,0.0025618-0.00020007i,0.0010583-0.00060279i,-0.00013623-0.00090047i,0.00053061-0.0001712i,0.0013882+0.00049373i,0.00073382+4.529e-05i,0.00040846-9.1383e-05i,0.0011503-0.00023188i,0.0010908-0.00036411i,0.00045366-0.00044513i,-6.1339e-05-0.00010079i,-0.00031204+0.00033332i,-0.00018178+0.00077638i,4.5696e-05+0.00057656i,-0.00069203-9.6638e-05i,-0.00098264-0.00030791i,-0.00020307+0.00020203i,1.1469e-05+0.00045953i,6.4732e-05+0.0001589i,3.5069e-05+0.00010286i,-0.00018156-8.7025e-05i
-0.0018286+0.0008451i,-0.00040067+0.00079346i,0.0013344+0.00082411i,0.0019079+0.0001571i,0.0018633-0.00078588i,0.0016159-0.00083671i,0.0013389-0.00088902i,0.0012354-0.0014632i,0.001285-0.001673i,0.00072957-0.00084669i,0.00029618-0.00083671i,-0.00011001-0.0010663i,8.9079e-06-0.0012998i,0.00037852-0.001082i,-0.00013038-0.00048897i,-0.00019837-0.0001636i,1.011e-05+0.00040915i,-9.4544e-05+0.00065947i,0.00019809+0.00073754i,0.00061375+0.00012575i,0.00071708-0.00048622i,0.00062178-0.00027071i,0.00057839-5.5292e-05i
0.0024517-0.0017416i,0.0023206-0.0021448i,0.0013163-0.0017468i,6.4932e-05-0.0016115i,-0.00046529-0.0013941i,-0.00019122-0.00051316i,-0.00013581+0.0002754i,0.00025381-5.7447e-05i,0.0008943-0.00030058i,0.00053853+5.787e-05i,0.00016112-0.00047564i,-0.00018021-0.0007579i,-0.00059745-0.00062993i,-0.00068719-9.6723e-06i,-0.00020766+0.00047832i,0.00016404-0.00045928i,-7.7047e-05-0.00048837i,-5.6609e-05-8.553e-05i,-0.00025929-0.00069464i,-0.0012596+0.0003598i,-0.0016457+0.00098798i,-0.00062653-0.00023504i,-0.00021133-0.00097949i
0.0012126-0.0012112i,0.00084735-0.0016472i,0.00026356-0.0027603i,-0.00024979-0.0017759i,-0.000646-0.00067097i,0.00018357-0.0010423i,0.0009099-0.0012504i,0.00066476-0.0012382i,0.00014173-0.00043283i,-0.00034674+0.00022829i,-0.00079638-8.7011e-05i,-0.0018183-0.0005202i,-0.0017809-0.00053026i,-0.00073037-6.2263e-05i,-0.00013826+0.00065651i,-1.0161e-05+0.00077805i,3.451e-05+0.00045302i,-0.00046329-0.00024253i,-0.00067075-0.00072941i,-0.00022553-0.000703i,0.0006265-0.00084109i,0.00021916-0.00049995i,-0.00030993-0.00025543i
0.00051207+0.00042241i,0.00061437+0.0001018i,0.0015233-0.00037306i,0.0025411-0.00011348i,0.0024675-0.00020844i,0.0021469-7.144e-05i,0.0022583+0.00024398i,0.0017988-5.6312e-05i,0.0011821-0.00046144i,0.00017618+0.00010034i,-0.00016921-0.0001922i,0.00032044-0.0011451i,3.2299e-05-0.0014231i,8.4406e-05-0.00046863i,-0.00013674+0.00044432i,-0.00026047+0.00059153i,1.0244e-07+0.00021313i,-0.00010543+2.8742e-05i,-0.00048891+0.00017154i,-0.00037867+0.00013411i,-5.3761e-05-0.00038863i,-1.6305e-06-0.0010781i,0.00036493-0.00098612i
0.00062997+0.0015938i,0.0007674+0.00075627i,0.0016167-0.00012567i,0.0024118-0.0010363i,0.0013131-0.002087i,0.00039217-0.001783i,0.00066969-0.0010495i,0.00044444-0.00048924i,0.00020112-0.00083096i,0.00017091-0.0011195i,0.00016194-0.0010797i,-0.00010074-0.00063733i,-0.0010004-1.4349e-05i,-0.0011802-0.00043236i,-0.0010129-0.00019169i,-0.00068208+0.00030745i,-0.00010975-0.00011233i,-0.00059389-0.00020187i,-0.00052658+6.0272e-05i,0.00095065+0.00055041i,0.00060279+0.00058104i,-0.00030429+0.00026219i,-0.00039063-0.00016905i
0.00094822+1.0492e-05i,0.0011158-6.0981e-05i,0.00061694-0.0001253i,0.00053614-7.0727e-05i,0.00083001-0.00070184i,0.00085921-0.00071088i,0.0012271-0.00016132i,0.0010183+0.00028739i,7.4287e-05-3.5639e-06i,-0.0002304-0.00069544i,-0.0002813-0.00067816i,-0.0002811-0.0002012i,1.5849e-05+0.00031432i,0.00067081-0.00013988i,0.00038972-0.00048477i,-8.7043e-05+8.5228e-05i,0.00043361+0.00016238i,0.0010439-7.105e-05i,0.00037813-0.00015445i,3.4073e-05-0.00058602i,0.00045324+5.2672e-05i,0.00064619+0.000762i,0.00047062+0.00051666i
-0.00010698+0.00043366i,0.00029487+2.6636e-05i,0.0013949-0.00037188i,0.0019929-0.0018948i,0.0015252-0.0026722i,0.0006838-0.0024343i,-3.2742e-05-0.00090173i,-0.00034254+0.00024573i,0.00030379-0.0002154i,0.0007769-0.00079218i,0.00057855-0.00081697i,0.00064353-0.00041812i,0.00026166-0.00039491i,-2.7097e-05-0.00064305i,0.00024196-0.00048303i,-2.113e-05-4.2901e-05i,-4.7533e-06-0.00018867i,0.00015638-0.00040431i,-2.3893e-05-0.00030467i,-0.0004279-1.9823e-05i,-0.00048573+0.00044596i,-0.00013836+0.00050815i,0.00038169+5.6753e-05i
0.00092199-0.0011549i,0.0010821-0.00058562i,0.00061283-0.00033314i,0.00020664-0.00032023i,-0.0002398-0.00042895i,-0.00020272-0.00040312i,0.00069673-0.00047048i,0.0011258-0.00044932i,0.00074987-0.00013455i,0.00037797+0.00010381i,-0.00028261+0.00057398i,-0.0011771+9.9216e-05i,-0.00066364-0.00060656i,2.4606e-05-0.0001473i,0.00033482+0.0003189i,0.00019817-0.00039871i,1.2631e-05-0.00048831i,-4.2201e-05-0.0002793i,-9.2628e-05-0.00051069i,-0.00021131-0.00020676i,-0.00049314-0.00027801i,-0.00042379-0.00053536i,0.00051964-0.00039158i
0.00046536+0.0011089i,-5.2362e-05+0.00078478i,0.00024407-0.00029383i,0.001107-0.0017677i,0.0019611-0.0020368i,0.00152-0.0013643i,0.00067571-0.0010661i,0.00060712-0.00044459i,0.00043911-0.00013468i,0.00052103+0.00024858i,-3.5238e-06+0.00017559i,-0.00080315-0.00053499i,-0.00074748-0.00071192i,-0.00038544-0.00036545i,-0.00073767-1.2073e-05i,-0.00075233-0.00028714i,0.00025765+0.00064301i,-0.00014623+0.00064973i,-0.00073901-0.00078538i,-0.00016332-0.00049729i,-0.00024985+0.0005538i,-0.00058246+0.000383i,-0.00064945-0.00035975i
