-0.001106-0.0010055i,2.4042e-05-0.00052126i,-0.00069181+0.00025777i,-0.00086908+0.0016394i,-8.6928e-05+0.0031418i,0.0008938+0.002523i,0.0019878+0.0019386i,0.002339+0.001983i,0.0016456+0.0010576i,0.000814+0.00043185i,0.0010681-0.0007546i,0.0014467-0.0021404i,0.001114-0.0015705i,0.0010838-0.00029726i,0.0010536-0.0002216i,0.00074164-0.00030486i,0.0001576-0.00015913i,-8.5569e-05-0.00073036i,0.00018207-0.0011924i,-0.00015361-0.00083354i,-0.00036844-0.00045154i,-0.00021201-0.00031621i,0.00012223-0.00027818i
0.0004097+4.8704e-06i,0.00022659-0.00031074i,0.0014053+3.8621e-05i,0.0013974+0.00065689i,0.00079087+0.00070282i,0.00071347+0.00092298i,-0.00057871+0.0014805i,-0.00058354+0.0014902i,0.00014844+0.00046369i,0.00062596-0.00035697i,0.00069189-0.00043538i,0.00033904-0.00085569i,0.00014452-0.00035921i,-0.00033484+0.00017021i,-0.00046211-0.00025515i,-0.00067359-0.00056734i,-0.0010715-0.00032037i,-0.0013011+3.4006e-05i,-0.00034966-0.00028021i,0.00040149-0.00039069i,-1.9132e-05-8.3362e-05i,-6.9145e-05+0.00019961i,8.6617e-05-0.00042784i
0.00024358+0.00093844i,0.00099611+0.00058677i,0.00057915+0.00038854i,-0.00061343+0.00054664i,-0.0010354+0.0012587i,-0.00019688+0.0017699i,0.00047932+0.00092456i,-7.2344e-05+0.00060242i,-0.00051012+1.7721e-05i,-0.00059626-0.00074492i,-0.0009504-0.00078869i,-0.00070933-0.00087193i,-0.00096942-0.0016316i,-0.00076096-0.0013172i,-0.00047405-0.00049749i,-0.00066775-0.00018175i,-0.00056145+7.9484e-05i,-0.00029157+0.00023142i,-0.00019639+0.00032189i,-0.00045795+0.00025979i,-0.00038328+0.00022183i,-2.8012e-05+0.00027065i,0.00014903+0.00050791i
-0.00042939-0.00028087i,-0.00064986-0.00084947i,-0.00089417-0.00019489i,-0.00015258+0.0014649i,0.00070146+0.0024091i,0.0012462+0.0021316i,0.0011862+0.00091505i,0.00045742+0.00028845i,9.7768e-05+3.1391e-05i,0.00067351-7.0043e-05i,0.0010028+0.00058962i,0.00077539+0.00024061i,0.00054782+1.2261e-05i,5.5111e-05+0.00023045i,1.4526e-05+8.0006e-05i,0.00033391+8.8307e-05i,-0.00010481-2.3796e-05i,-1.9741e-05+5.7652e-05i,0.00018207-2.7967e-05i,7.9151e-06-0.0003549i,-1.5007e-05-0.00036807i,-0.00017937-0.00021974i,-0.00062239+0.00053593i
0.00041346+0.00061723i,5.3817e-05+0.00061204i,-0.00033108+0.00082367i,0.00061736+0.0020423i,0.0016178+0.0030766i,0.0014209+0.0027769i,0.00019411+0.0012357i,-0.00076257+0.00092114i,-0.00052614+0.00065267i,-0.00023611-2.4638e-05i,-0.00018146-0.00013368i,0.00041488-2.7895e-05i,5.5062e-05-0.00056947i,-0.00042373-0.00087325i,-6.3127e-05-0.00065216i,-0.00037533+4.2558e-05i,-0.00053091+0.00073347i,0.00064424+0.00058246i,0.00086459-0.00012893i,0.0001644-0.00026767i,-9.7547e-05+0.00024252i,-0.00094488+0.00044234i,-0.0010624-0.00021965i
0.00054775+0.0020105i,0.0018042+0.0013479i,0.0018261+0.00054016i,0.0011528+0.0012731i,0.00047197+0.0017816i,0.00077356+0.0014112i,0.0014528+0.0015445i,0.001747+0.00093234i,0.0013818+0.00030244i,0.00040844-2.2089e-05i,0.0002817-0.00079598i,0.00045559-0.0011295i,0.00023182-0.00071955i,-0.000215-0.00078874i,-0.0006194-0.0011119i,-1.2963e-05-0.00080555i,0.00069118-0.00013383i,-0.00012993+0.00024597i,-0.00063821-0.00066462i,0.00048268-0.0009826i,0.00023457+0.00023821i,-2.5323e-05+0.0003213i,0.00066998-0.0010162i
0.0020794+9.3387e-05i,0.00070391+1.3532e-05i,-0.00048849-4.2324e-05i,-0.00040738+0.00027499i,0.0002364+0.00082456i,0.00072476+0.0011862i,0.0011609+0.001102i,0.0012314+0.0013441i,0.001072+0.0010942i,0.00021289+0.00093703i,-0.00035603+0.00084553i,-2.3719e-06+0.00028688i,0.00020787+2.1606e-05i,0.00045085-0.00052993i,0.00021967-0.00021083i,-0.00011228+0.00036847i,-8.7942e-05+0.00067237i,-0.00010802+0.00073883i,0.00018362-5.0608e-05i,0.0007446+0.00022195i,0.00077009+0.00092964i,0.00078118+0.0005325i,0.00061274+0.00072218i
-0.00066156-0.0002184i,-0.0011489-0.00061048i,-0.0011987-0.00047733i,-0.00080869+0.00086986i,0.0010118+0.0019269i,0.0023021+0.0023593i,0.0020146+0.0015407i,0.0011916+8.1086e-05i,0.00023271-0.00073045i,-0.00023878-0.000441i,-0.0002993-0.00051941i,-3.6291e-05-0.0005391i,-0.00016607-0.00046394i,0.00039423-0.00096195i,0.0007865-0.00094783i,0.00012318-0.00031208i,-5.8236e-05-0.00045945i,-0.00011681-0.0008966i,-0.00018657-0.0007446i,-0.00037404-0.00059573i,-0.00060409-0.00013712i,-0.00016217+5.1367e-05i,0.00043999-0.00051325i
-0.00016052-0.0010332i,-0.0011303-0.00062988i,-0.00082101-0.00010594i,-0.00048894+0.0010476i,-0.00012186+0.0014531i,0.00024653+0.0010507i,0.00022405+0.00071939i,0.00025532+0.00085369i,0.00055701+0.00051858i,0.00059945+0.00032032i,0.00034794+0.0008233i,-0.00051022+0.00029397i,-0.0011663-0.00042106i,-0.00043241-0.00074909i,-3.3553e-05-0.00053817i,-0.00027593-0.00021286i,-0.00093637-0.00011604i,-0.0014041-0.00078675i,-0.00096689-0.0010025i,-0.00057368-0.00042243i,9.4174e-05-0.00030944i,0.00023997+0.0002748i,0.00025635+0.0014206i
-0.00017076+0.0012124i,-0.00059053+0.00069731i,-0.00032246+0.00053929i,1.7054e-06+0.0010643i,0.00081777+0.00099353i,0.00067851+0.00052906i,0.00023329+0.00056556i,1.9924e-05+0.00061789i,0.00014784+0.00043457i,0.00060974-0.00030746i,0.00066109-0.0010277i,0.00021616-0.00068653i,-0.00081101-2.484e-07i,-0.0015401-0.00031825i,-0.0021747-0.00061536i,-0.0020069-0.0006963i,-0.00086591-0.00048917i,8.82e-05-0.00019511i,0.00020439+0.00051691i,-2.137e-05+0.00097357i,-0.0004797+0.0013359i,-0.00090445+0.0014455i,-0.00076852+0.00079161i
0.00063347+0.0001388i,0.0018427-0.0007006i,0.0016142-0.0001618i,0.0012787+0.00083318i,0.0012118+0.0018004i,0.00053676+0.0020325i,0.00014411+0.0011968i,0.00065934+0.00060497i,0.0010131+0.00025977i,0.00039552-0.00010835i,-0.00026158+0.00047727i,-0.00040895+0.00073678i,-0.00027551-0.00040203i,-0.00067913-0.0016802i,-0.00018197-0.0012091i,0.00073974+0.00025848i,0.00032629+0.0004278i,-0.00027798+8.6891e-05i,-0.00077307-5.0219e-05i,-0.00018182-0.00026506i,0.0005957-6.9398e-05i,0.00036363+0.00039231i,0.00015092+0.00013219i
0.001468-0.00049126i,0.0012525-0.00020433i,0.00056687+0.00011187i,-0.00088548+0.00031368i,-0.00094347+0.0011935i,0.0001736+0.0018326i,0.00051543+0.001393i,0.00045762+0.00040804i,0.00021415+0.00023061i,-0.0006793+0.00036871i,-0.00061975+0.00022257i,3.783e-05+0.00017194i,-0.00049463+0.00032192i,-0.0017627-0.0002084i,-0.0013792-0.00061405i,-0.00076682-0.00022746i,-0.00062592-0.00015674i,0.00016036-4.03e-05i,0.00083016-3.4444e-05i,0.0012513-0.00019397i,0.00097632-5.2948e-05i,0.00096233+7.0118e-05i,0.00090683+0.00021737i
0.00020291-0.00096892i,0.0008378-0.0016706i,-0.00015408-0.0002994i,-0.00052612+0.0010079i,0.00041711+0.0017816i,0.00048165+0.0021119i,0.00083261+0.0013055i,0.0014445+0.00057351i,0.00082759-0.00016703i,0.00074441-0.00018991i,0.00046186+0.0010605i,-0.00056134+0.0014808i,-0.00051011+0.00060994i,0.00046052-9.7273e-05i,0.00076665-0.00035972i,-0.00013845+0.0002628i,-0.0004225+0.00041131i,0.0001744+0.00067164i,-0.00034809+0.00041531i,-0.00040759-0.0007307i,0.00050757-0.00090898i,0.00048445-0.00025403i,-0.00052425-0.00029071i
0.00095068-0.00075478i,0.00082445-0.0015866i,0.0011963-0.0016873i,-4.3941e-06-0.00067921i,-0.0011774+0.00064619i,-0.00026192+0.0020001i,0.00079513+0.0018532i,0.00066834+0.0016514i,0.00077588+0.0013648i,0.0010088+0.00042787i,0.00051745+0.00030151i,2.6068e-05-0.00023166i,-0.00027419-0.00045343i,7.0591e-05-0.00029966i,0.00040555-0.00047224i,0.0003246-0.00042498i,-0.0002231-0.00047017i,-0.00010476+9.5821e-05i,3.8027e-05+0.0008272i,-0.00018409+0.00077027i,8.2257e-05+0.00014268i,0.00076363+0.00010894i,0.00056205+8.7139e-05i
0.00042112-0.00013955i,0.00029735-0.00078174i,-0.00023542-0.00036182i,-0.0010069+0.0012557i,-0.00024852+0.0025363i,8.3073e-05+0.0024241i,-0.0003018+0.001544i,-6.2749e-05+0.00078392i,-0.00027848+0.00029107i,-0.00037216-0.00025933i,-0.000495-0.00033308i,-0.0002266-0.00012286i,0.00039635+0.00038558i,0.00015976+1.4098e-05i,0.00042857-0.00069307i,0.00050429+8.8753e-05i,0.00033391+9.275e-05i,0.0004981-0.00022543i,0.00020952+0.00032504i,-0.00021201+0.00036201i,-0.00019155-9.5119e-05i,0.00017959-0.00020056i,0.00016876-0.00025975i
-0.0016648+0.0006285i,-0.0012738+0.00035066i,-0.0008014+6.2771e-05i,0.00042378+0.00035409i,0.0013992+0.0012959i,0.0015313+0.0013504i,0.00058689+0.00097002i,5.7396e-05+0.00077938i,0.00035068+0.00063733i,0.00027906-0.00022503i,-4.5955e-05-0.00074862i,-0.000618-0.00063554i,-0.00070859-0.0006497i,-0.00092403-0.0012579i,-0.00022323-0.0019225i,-8.0029e-05-0.0016147i,-6.509e-05-0.0012536i,0.000653-0.0003705i,-0.00044063+0.00044858i,-0.00027959+0.00038111i,0.00014282+0.00050596i,-0.00045045+0.00082863i,-0.00024265+0.00034926i
-0.00064185-0.0022146i,-0.00089575-0.001389i,-0.0015541-6.4626e-07i,-0.00099534+0.001481i,-4.6908e-05+0.0026446i,0.00059515+0.0028517i,0.0012315+0.0018728i,0.00057489+0.00095544i,-0.00039781+0.00049841i,-0.00027014+0.00071962i,-0.00029378+0.0015203i,-0.00064391+0.00085995i,-0.00018722+0.00012107i,0.00076743+0.00050565i,0.00094668+0.00036709i,0.00078177+0.0001707i,0.00034927-0.00027569i,0.00015417-0.00069656i,-0.00019609-0.00052927i,-0.00078329+4.4739e-05i,-0.00078647+4.58e-05i,-0.00038996-2.0694e-05i,-0.00023475+0.00032473i
0.00063952-0.00083627i,-0.00050314-0.0013166i,-0.00035921-0.0013876i,-0.0002696-0.00040558i,0.00030095+0.00060981i,0.0012218+0.0018725i,0.00099875+0.0023459i,-0.00028789+0.001483i,-0.0004487+0.00017758i,0.00031228-0.00060776i,0.00058706-0.00020297i,0.00071498+0.00036668i,0.00043132+0.00010279i,2.5019e-05-0.00038765i,-0.00028015-0.00056465i,-0.00061264+0.00011923i,-0.0012339+0.00027902i,-0.0016669-7.093e-05i,-0.00091752-0.00020737i,0.00029477-0.00032753i,0.0004584-0.00018264i,-0.000159+0.00020212i,-0.0007241-0.00048949i
-0.0014002+0.001648i,-0.00093479+0.00071674i,1.4667e-06+0.00041786i,-0.00010094+0.0011324i,0.00019688+0.0015503i,0.0016549+0.0012853i,0.0012668+0.001071i,-0.00048532+0.00055675i,1.1975e-05-0.00018532i,0.0011961+0.00023167i,0.00089107+0.00058673i,-0.00015814-1.4918e-05i,-0.00081422-4.6051e-05i,-0.00056108-0.00059668i,-0.00010947-0.0016946i,0.00037464-0.0013044i,0.00058013-0.00025152i,0.00072284+0.00015196i,0.00022745-5.1163e-06i,-0.00033483-6.8472e-05i,-0.00021802-0.00042959i,6.751e-05-0.00083968i,4.6395e-05-0.0011058i
0.0012932+0.0019765i,0.00069582+0.0012004i,0.001241+5.7189e-05i,0.0012439+7.2935e-05i,0.0017682+0.00074708i,0.0016349+0.0012261i,0.0011232+0.00097929i,0.0012706+0.00038347i,0.00090916-4.2936e-05i,0.00097553-0.00044355i,0.0010735-0.00040688i,7.7729e-05+6.0967e-05i,-0.00037522+0.00010961i,0.00010963-0.00076304i,-0.00017095-0.00077221i,-0.00022183+0.00032781i,-8.8767e-05+0.00045423i,-0.00051147-8.1743e-05i,-0.00078826-4.4372e-05i,-0.00040025+0.00017059i,-0.0001317-6.1189e-05i,-0.00018457+0.00010397i,0.00045004-0.00013989i
0.0015579-0.00065638i,0.0010997-0.001034i,0.00047107-0.00042724i,0.00010635+0.00086787i,0.0003425+0.0016774i,0.0011325+0.0020678i,0.00075484+0.002231i,7.4531e-06+0.0014063i,0.00073927+0.00010467i,0.00039798-0.00030563i,-0.00037672-0.0006451i,-0.00057877-0.00042532i,0.00015945+0.00057528i,0.00047051+0.0008032i,0.00022943-9.1401e-05i,1.0081e-05-0.00051092i,0.00026488-0.0004446i,0.00076091-2.74e-06i,0.00052388+0.00011266i,-0.00052928-0.00033997i,-3.2686e-05-0.00093319i,0.0011041-0.00079012i,0.00050009-0.00041103i
0.00098963-0.0014664i,0.0013894-0.001816i,0.0011088-0.0020799i,-0.00050003-0.00025088i,-0.0019249+0.0020931i,-0.001171+0.0023776i,-0.00037339+0.0015724i,-2.5707e-05+0.00081074i,0.00062889-6.8908e-05i,0.00056214-0.00060512i,0.00092188-0.00083753i,0.0012118-0.00024222i,0.00050279+0.0002705i,0.00043374+2.7835e-05i,0.00075213+0.00049044i,0.00032885+0.00045214i,-0.00015589-2.2027e-05i,-0.00022895-0.0002108i,0.00046983-0.0001485i,-0.00044571+0.00010593i,-0.0019437-0.00032947i,-0.0017963-0.00057819i,-0.00083742-5.2181e-05i
0.0011117-0.0018369i,0.0020683-0.0017141i,0.0018411-0.00069489i,0.00075098+0.00021378i,0.00098337+0.0011852i,0.001107+0.0023025i,0.00037057+0.0026416i,2.3157e-05+0.0021305i,0.00073145+0.00074795i,0.00051189-0.00011903i,-0.00013797-0.00034826i,0.0007505-0.0002121i,0.0010055+0.00028537i,0.00078998+0.00043599i,0.00040438-0.00014229i,8.9878e-05-0.00044087i,2.0688e-05+0.00032333i,0.00025539+3.72e-05i,0.00027517-0.00058459i,7.0828e-06-0.00050784i,-0.00014272-6.0301e-05i,9.6935e-05-0.00043298i,-0.0002261-0.00049125i
0.0010236-0.00049053i,0.0015545-0.00088359i,0.0010257-0.00032133i,-0.00058238-0.00016261i,-0.0014625+0.00055453i,-0.00029521+0.0011624i,0.00056989+0.0013123i,0.00044018+0.00063317i,0.00021395-0.00028728i,0.00028915-0.00056522i,0.0001499-0.00056101i,-0.00077635-0.00050337i,-0.0012382-0.00026787i,-0.0012303-6.8539e-05i,-0.0017091-0.00016518i,-0.001784-0.00045533i,-0.00079536-0.00056293i,-0.00046625-0.00025494i,-0.00073143-0.00029019i,-0.00080171-0.00065872i,-0.00039895-0.00049962i,-0.00045985+0.00022522i,-0.0005109+0.0010037i
-0.00015207-0.00020261i,-0.00030366-0.00065276i,-0.001359-0.00038395i,-0.00062151+0.0010791i,0.00065441+0.0018106i,0.0011458+0.0013448i,0.00075129+0.00079369i,0.00022386+0.00047673i,0.00023604+0.00026222i,-0.00031274+0.00012683i,-0.00066094+0.00014007i,0.00029424-0.00043817i,0.00074183-0.00037701i,4.2229e-05-0.00020755i,-4.3535e-05-0.00024302i,-0.0001536+6.6529e-05i,-0.00026211-0.00039996i,0.00020607-0.00027081i,0.0003317+0.00058952i,0.00010382+0.00089881i,-6.0939e-05+0.00081891i,0.00035586+0.00015161i,0.00040199-0.00046065i
0.0015569+0.00019174i,0.00044308-0.00062241i,-0.00027132-0.00082081i,-0.00048064+0.00018037i,-0.00011243+0.0014468i,0.00022068+0.002207i,0.00015766+0.0019496i,0.00049044+0.0011508i,0.00048486+0.00045309i,0.00014819+8.1178e-05i,-0.00061658+0.00041361i,-0.00094367+0.00070609i,-0.00012372+0.00012804i,0.00049873+0.00013047i,0.00022909+0.00038768i,-0.00054304+4.3672e-05i,-0.001118-0.00085839i,-0.00039323-0.00077569i,0.00019641+0.00025363i,-0.00011939+0.0010013i,-0.00034686+0.00060819i,0.0001015-4.5583e-05i,0.00061688-0.00040081i
-0.00079133+0.00052653i,-0.0002192-0.00050773i,-0.00013681-9.4013e-05i,-0.00086519+0.00058425i,-0.00076216+0.00036102i,0.00056852+0.0006849i,0.00058421+0.00042217i,0.00010463+0.00035381i,0.00042604+0.0011971i,0.00098727+0.00088407i,0.00087206+0.00051061i,0.00051497+0.0004586i,0.00065185-0.00019074i,0.00071825-0.00086927i,0.00066567-0.00075286i,0.00014988-0.00015925i,-0.00024772-0.00056162i,-0.00029211-0.00088303i,-6.7596e-05-0.00075493i,0.00025247-0.00065371i,0.00035474-0.00024014i,0.00022305+8.6495e-06i,0.00022995+8.3044e-05i
-0.00024897-0.0010413i,0.00032295-0.00090984i,0.00077728-0.00045515i,-0.00031074-3.487e-05i,4.7746e-05+0.0010906i,0.00095397+0.0021404i,0.00074873+0.0017209i,0.00065873+0.0012969i,0.0012117+0.00069507i,0.0010069-9.2162e-05i,0.0004328-0.00043074i,-0.00029142-0.00025018i,-0.00057153+0.00013695i,-0.00085174-0.00028169i,-0.00048502-0.00074132i,0.00020634-0.00037009i,-9.0302e-05+0.00026487i,-0.00048898+0.00036403i,3.6381e-05-0.0004816i,0.0009295-0.0012637i,0.00017527-0.0010127i,-0.00070084-0.00032265i,-0.00038967-0.00035096i
0.00041972+0.0002564i,-0.00019511-0.00042244i,-0.00086952-0.00035488i,-0.00041137+0.00019459i,0.00031181+0.00087755i,0.0012561+0.00085837i,0.0020081+0.00073379i,0.0014154+0.00087671i,0.00034727+0.00054035i,0.00030393-0.00037536i,0.00053146-0.00034677i,0.00034897+0.00047829i,0.00015824+0.0006788i,-6.1302e-06+0.00035527i,-5.4077e-05+9.5007e-05i,-0.00041452-0.00011467i,-0.00036296+0.00024969i,-2.0527e-05+0.0010989i,-7.4326e-05+0.00069808i,3.6811e-05+0.00014315i,0.00037142+0.00052787i,0.00046461+0.00027508i,0.00084726+0.00053405i
0.00024272-0.00091335i,0.00062652-0.0011331i,-0.00041186-0.0010265i,-0.00098407+0.00044151i,-0.00019922+0.0027443i,0.0011529+0.0029498i,0.0007688+0.0019822i,-0.0004371+0.0015815i,-0.00099375+0.00067419i,-0.00040362+4.4782e-05i,0.00069586+0.0002831i,0.00083673+0.0001872i,0.00045353-0.00066i,0.00041907-0.00038605i,0.00053141+0.00074785i,0.00057775+0.00050283i,-7.0707e-05+4.6689e-05i,-0.00054315-7.5731e-05i,-0.00015621-0.0002169i,0.00036173+0.00021813i,-0.00027425+0.0001359i,-0.00084415-0.0002452i,-0.00060217-0.00019712i
0.00021912-0.00037444i,0.0011642-0.0012249i,0.0010887-0.0020304i,-0.000658-0.0010406i,-0.0014746+7.6456e-05i,-0.00033333+8.248e-05i,0.00070072+0.00037134i,0.0001842+0.00097551i,0.0002189+0.00053744i,0.00022606-0.00066823i,0.0001672-0.0013438i,-0.00027069-0.00073048i,-0.001243+0.00024506i,-0.0013926+0.00036783i,-0.0010434+0.00054915i,-0.00089299+0.0010022i,-0.00063956+0.00059122i,-0.00029281+0.00042784i,-0.0001783+1.0536e-05i,-2.4043e-05-0.00019183i,-0.0004485+0.00037427i,-0.00014637+0.00047211i,0.00024873+0.00022671i
0.00029668-0.001032i,-0.0004417-0.0011963i,-0.0010761-0.00011626i,-0.0010896+0.000811i,-0.00075745+0.0015742i,2.5761e-07+0.0011014i,0.00073825+0.00011664i,0.00045915-0.00012188i,3.1101e-05+0.00036381i,-0.00029347+0.00027962i,8.0311e-05-0.00065053i,0.00025053-0.00027912i,-2.7659e-05+0.00054002i,-8.3967e-06-0.00030269i,-0.00022723-0.00094778i,-0.0006664-0.0006035i,-0.00024871-1.2336e-05i,0.00054716+0.000571i,0.00036472+0.00027906i,4.7348e-05+0.00034486i,0.00031289+0.00067721i,-0.00015377+0.00022118i,-0.00073064-0.00036792i
-0.0006049-0.0010667i,-0.00071347-7.701e-05i,-0.00048566+0.00098914i,-0.00045779+0.001183i,2.1029e-05+0.0012822i,0.0011042+0.0018389i,0.0012849+0.0013692i,0.00024233+0.00084622i,-0.00011181+2.7247e-05i,0.00023013-0.00097517i,0.0002628-0.00092038i,0.00010484-0.00017217i,-0.00026888-0.00024474i,-0.00043349-0.00032242i,0.00023901-0.00030248i,0.001043-3.733e-05i,0.0012862-5.7282e-05i,0.00059153-4.6388e-05i,-0.00063997+8.7967e-05i,-0.000816-0.00023692i,-0.0012459-0.00017444i,-0.001655+7.3087e-05i,-0.00051196-0.00020638i
0.0029141+0.00028386i,0.0026478-0.00071959i,0.00098059-0.0012826i,-0.0004014-0.00019855i,-0.00054885+0.00071602i,-0.00051155+0.0015554i,1.4121e-05+0.0014483i,0.00014689+0.00093082i,0.00030882+0.00051855i,0.0010104-0.00023971i,0.0012032-0.00011951i,0.00022359-0.00034058i,-0.00053565-0.00046732i,-0.000625-9.8372e-05i,-0.00085849+0.0004246i,-0.00010063+0.00096473i,0.00081524+0.00098344i,0.00066447+0.00087667i,0.00055499+0.00068311i,0.00044202+0.00040429i,0.00028436+0.00034921i,5.0042e-05-0.00011296i,-0.00019419-0.00064459i
0.00063883-0.0008265i,0.00080464-0.00079403i,0.00011465+2.2673e-05i,0.00020391+0.0011755i,0.0010286+0.0023619i,0.0009078+0.0020736i,0.00073798+0.0013634i,0.00030008+0.0012059i,0.00010209+0.00063027i,4.8808e-06+0.00021736i,-0.0002123-0.0007282i,-0.00017741-0.0012477i,-0.000218-0.00075704i,-0.00030321-0.00019462i,0.0001422-0.00048628i,-0.00037116-0.00089978i,-0.00051405-0.00093244i,0.00077551-0.00050454i,0.0010577-0.00060215i,0.00017548-0.00086913i,-0.00030986+0.00015758i,1.4539e-05+0.00042192i,0.00099717-0.00032358i
-0.0013671+0.0013073i,5.0032e-05+0.00078033i,0.00043168+0.00064073i,-3.7526e-05+0.00098281i,2.5892e-06+0.0010456i,0.00010254+0.0007662i,0.00023626+0.0010104i,0.00068034+0.00060267i,0.00054601+0.00020648i,0.0001731+0.00013428i,0.00079765-7.0778e-06i,0.00052306-2.4101e-05i,-7.2893e-05-0.00074127i,-1.2515e-05-0.0015552i,7.3874e-05-0.0011867i,-0.00017541-0.00063148i,-0.00034188-0.00033135i,-0.00028524+0.00060977i,-0.00043385+2.2128e-05i,-0.00020457-0.00087515i,0.0007556+7.3498e-05i,0.00040147+0.0011669i,0.00019425+0.00062358i
-0.00042373-0.0011896i,-0.0005034-0.0010807i,-0.00099136-0.0011418i,-0.00061987+0.00069212i,0.00085605+0.0024639i,0.0013385+0.0028944i,0.0020188+0.0021856i,0.0016561+0.00092916i,0.0005805+0.00037682i,0.00067945-4.1156e-05i,0.00069022-1.896e-05i,0.00029642-4.5596e-05i,0.00011946+0.00033478i,-8.4324e-05+0.00024035i,0.00025736+3.1096e-06i,0.00030274-0.00076624i,-0.00016193-0.00070559i,-0.00037063+7.1053e-05i,-0.00018348-0.00024699i,-0.00018485-0.00052116i,-0.00032641-0.00074081i,4.5521e-05-0.00043095i,0.00032263-0.00036668i
0.00061284+0.0022012i,0.0013447+0.0025576i,0.001011+0.0018388i,0.00022859+0.0012115i,4.5513e-05+0.0014871i,-0.00072232+0.0013635i,-0.00065223+0.00088329i,-0.00019307+0.0011606i,0.00033463+0.00079314i,0.001015-0.00039054i,0.00080042-0.0006224i,0.00055853-0.0003418i,0.00031366-0.00086851i,0.0001432-0.0017222i,-0.00027897-0.0017001i,-0.00049124-0.00049174i,0.00021368+0.00013495i,0.00075897-0.0004451i,9.7236e-05-0.00021776i,-0.0010262-0.00022686i,-0.0010297-0.00037444i,-0.00024421-0.00027589i,0.00030626-0.00011594i
-0.00086-0.00065238i,-0.001167-0.0011213i,-0.00017598-0.00022672i,0.00074023-0.00020827i,0.0014203-0.00048218i,0.0022877-0.0005054i,0.0015312-8.5667e-05i,0.00020413-0.00022156i,-6.2444e-05-4.8877e-05i,0.0002801-0.00018425i,0.00063557-0.00066143i,0.00011533-0.00070744i,-0.00088788-0.00053674i,-0.00059321-0.00078756i,2.6301e-05-0.00082812i,-0.00017216-0.00025317i,-0.00058886-0.00024341i,-0.00022205-0.00063809i,-6.4143e-05-0.00065162i,-0.00016127-0.00032191i,0.00014334+0.0001934i,0.00027571+0.00042911i,-0.00037588+0.00013228i
0.0019905+7.2213e-05i,0.0020853+0.00012877i,0.0014206+0.00019833i,-0.00014772+0.00104i,-0.00040146+0.0025363i,0.00021907+0.0032291i,0.00077436+0.0023763i,0.00073751+0.0013945i,0.0006524+0.00082237i,0.00012445-0.00010356i,-0.00013462-0.00043996i,-0.00026641+0.00011002i,0.00036714+0.00037341i,0.0010433+0.00073236i,0.00063356+0.00046349i,8.8316e-05-0.00027577i,0.0001482-0.0011693i,0.00059282-0.0012552i,0.0005729-0.00036039i,-1.945e-05+0.00050408i,-0.00025921+0.00023718i,1.5669e-05-0.00046852i,-0.00057641-0.00060289i
-0.0015088+0.00064734i,-0.0010224-0.00029125i,-0.0014458-0.0010754i,-0.0011138+0.00050514i,0.00066925+0.002481i,0.0020676+0.0021472i,0.0013025+0.0016812i,0.00011663+0.0013038i,-0.00029146+0.00065894i,1.0859e-05-1.07e-05i,0.0004043-0.00094521i,0.00095152-0.0014745i,0.00023516-0.0014077i,-0.00081518-0.0013598i,-0.00011908-0.0013308i,0.00025787-0.00084578i,0.00035764-0.00015758i,-0.00036601+0.00040151i,-0.00091538+0.00023302i,-0.00037088-0.0001211i,-0.00024727+0.00020313i,0.00047374-0.00048841i,0.0012087-0.0010794i
0.00036716-0.0011585i,0.00015798-0.00085597i,1.0728e-05-0.00055522i,-0.00018215-0.00042722i,-0.00039506+0.0012983i,0.00011066+0.0028672i,0.0003845+0.0027359i,0.00069992+0.002063i,0.00044456+0.0011478i,0.00021342+0.00022843i,0.00037731+0.00026495i,-0.00010862+0.00027686i,-0.00038772-0.00025684i,0.00018948-4.6919e-05i,0.00089815-0.00031087i,0.00056881-0.0007433i,-0.00043664-0.0004039i,-0.00025423-5.8796e-05i,-0.00010436-5.6851e-05i,-3.8296e-05-0.00047061i,0.00073243-6.8804e-05i,0.0002969+0.00011884i,6.9993e-05-0.00059287i
0.00072218+0.00082676i,0.00043997-3.2081e-07i,6.2348e-06-0.00020315i,-0.0007067+0.000326i,-5.4035e-05+0.0014271i,0.0012058+0.002243i,0.0017007+0.0015438i,0.0016756+0.00071824i,0.00095169+0.00047081i,0.00016334+5.7352e-05i,-0.00019072-0.00083113i,-4.1959e-05-0.00090501i,0.00065362-0.0003689i,0.00090803+0.0003275i,0.00047789+0.00016651i,0.0001098-0.00042632i,-0.00089335-0.00023537i,-0.0008649-0.00037668i,0.00032332-0.00086552i,0.00051884-0.00054523i,0.00021034+0.00049819i,0.00047293+0.00096294i,0.00041606+0.00019347i
0.00047138-0.00049077i,-0.00060054-0.00086925i,-0.0015686-0.00092486i,-0.0015466+0.00030279i,-0.00077925+0.0014895i,0.00014576+0.0019857i,-0.00058022+0.0014088i,-0.0010248+0.00062737i,-0.00048915+0.00070473i,8.1214e-06+0.00090164i,0.00016295+0.0010383i,-0.00046745+0.00043293i,-0.00058535-0.00045147i,0.00043493-0.00023774i,0.00093494-0.00042137i,0.00030588-0.00078791i,0.0002723-0.00087874i,0.00026471-0.0009358i,0.00012871-0.00040099i,0.00025254+6.581e-05i,0.00040881-3.9018e-05i,-3.3191e-06-0.00018603i,0.00014294+0.00010196i
