0.0024131-9.0355e-05i,0.0017754-0.00094902i,0.0011008-0.0025453i,-1.8056e-05-0.0031287i,-0.0014745-0.0024759i,-0.0025221-0.00070934i,-0.0012725+0.00071275i,0.00021216+0.0011023i,0.0015688+0.00045475i,0.0013236-0.00089583i,0.00028014-0.0015786i,-0.00013416-0.00033805i,-0.00035561+0.00030331i,0.00040687-0.0003685i,0.001303-0.00040136i,0.0015711+0.00035505i,0.00069079+0.00071137i,9.1301e-05+0.00043312i,0.00044412-0.00032012i,-3.5145e-05-0.0010025i,-0.0003517-0.00068734i,-0.00048964+5.3576e-05i,7.8082e-05+0.00034561i
0.00018002-0.0010993i,-0.00078979-0.00031662i,-0.0010717+0.0012803i,0.00020354+0.00073629i,0.0013822-0.00056328i,0.00069627-0.0010382i,-5.6195e-05-0.00087716i,-9.7032e-05-0.00059304i,0.00048025+0.00056899i,0.00081679+0.00080189i,0.00019558-1.6837e-05i,-0.00035775-0.00010856i,-0.00085656+0.00034787i,-0.0010082+0.00029577i,-0.00081958-0.00011189i,0.0001658+0.0005422i,0.00078466+0.0012957i,0.00023023+0.0011388i,-2.0841e-05+0.00091512i,-5.8407e-05+0.00069779i,-0.00043882+0.00023849i,-0.00045866-0.00051702i,-0.00014522-0.00021883i
-0.00096457+0.0018284i,0.00059178+0.0021293i,0.0020391+0.0018295i,0.0020491+0.00040016i,0.00097335-0.00078618i,0.000884-0.0008738i,0.00098878-0.00091343i,-0.00021973-0.0003615i,-0.0014144-0.00036114i,-0.0013147-0.0011033i,-0.00088857-0.00047431i,-0.00096444+0.00032829i,-0.00020275+0.00024758i,0.00061543-0.00032988i,0.00087148-0.00023899i,0.00038529-2.4407e-05i,0.00028642-0.00057257i,0.00063433-0.0003437i,0.00018999+0.00021518i,-0.0003418-0.00012798i,0.00023798-0.00014333i,0.00088439+0.00038175i,0.00010363+0.00058645i
0.00020573-0.00065283i,-0.00039435+0.00037431i,-0.00018694-0.00017263i,0.00033347-0.00091334i,0.00096581-0.0018223i,0.0019536-0.0022741i,0.001414-0.00075701i,0.00036417+0.00065974i,0.00035818+9.7023e-05i,0.0001689-0.00059803i,0.00049236-0.00043883i,0.00079485-0.00053736i,-5.0947e-05-0.0002551i,-0.00058538+0.00054262i,-0.00056497+0.00057193i,-0.00078362+3.5888e-05i,-0.00038627-0.00011325i,3.6345e-05+0.00036975i,-0.00010648+0.00089852i,2.957e-05+0.00028934i,-3.5989e-05-7.3773e-05i,-0.00074651-0.00060218i,-0.00038753-0.0012866i
0.00037817+0.00049996i,-1.184e-06+0.001319i,0.00047081+0.0017074i,0.00013408+0.00074607i,0.0002829-0.00015213i,0.0010297-0.00037371i,0.00061152-0.00056904i,-6.2906e-05-0.00070957i,-0.00014839-0.00060518i,-0.00034609-0.00035746i,-0.00046014-0.00013386i,-0.0003846-0.00018196i,-0.0007472-0.0005325i,-0.00059976-0.00087652i,1.3452e-05-0.00069781i,-8.6921e-05-0.00024076i,-0.00034167+0.00024067i,7.7842e-05+0.00012927i,-0.00027536-0.00010329i,-0.0010796-0.0002283i,-0.00057641-0.00056102i,-0.00013447-0.0002915i,-0.0002047-0.00014272i
-0.0004237-0.001767i,-0.00097642-0.00046428i,-0.0019029+0.00039947i,-0.00058292+0.00017677i,0.0016579+0.00056922i,0.001929+0.0004037i,0.00058894+0.00032101i,-0.000257+0.00055726i,8.0626e-05+0.00017771i,7.7179e-05-0.00019601i,-0.00021005-0.00074958i,0.00014783-0.00078811i,0.00010676-0.00070517i,-0.00012475-0.00034911i,0.00016873-0.00011072i,-0.0004183-0.0007278i,-0.00015214-0.00087247i,0.0003489-0.00064148i,0.00036736-0.00044129i,0.0005117-0.0001527i,2.3472e-05+9.8535e-05i,-0.00071585-0.00019564i,-0.00072101-0.000914i
-0.0014245+0.0016111i,-0.00062347+0.0023479i,0.00086096+0.0023177i,0.0014483+0.0006632i,0.0016172-0.0010968i,0.0017564-0.0022311i,0.00073587-0.0024258i,0.00057563-0.0015465i,0.0010584-0.0004252i,0.00096529-0.00024392i,0.00045587-0.00011437i,-5.0141e-05-0.00027937i,-0.00061458-0.0010116i,-0.00087906-0.00076589i,-0.0010416+0.00043516i,-0.0011151+0.00047434i,-0.00029063+3.5297e-05i,0.00073267+3.7918e-05i,0.00038053+0.00029035i,-0.00029661+0.00042749i,6.075e-05+0.00018427i,0.00023981-0.00082832i,4.0071e-05-0.0012392i
-0.00091572+0.00103i,-0.00123+0.00177i,-0.00051708+0.00097771i,0.00090122-0.0010588i,0.0014751-0.0013189i,0.0010156-0.0010736i,0.00080856-0.0010372i,-3.8367e-05-5.8224e-06i,6.262e-05+0.00030638i,0.00028009-0.00048187i,-0.00056721-0.000815i,-0.0004785-0.00097323i,-0.00045437-0.00068055i,-0.00080382-0.00077266i,-0.00046291-0.00063545i,-0.00019832-0.00059909i,-0.0001706-0.0011628i,-0.00049081-0.00063184i,-0.00044583+0.00038668i,-0.00021684+0.00097295i,1.8727e-05+0.0010406i,-0.00021347+0.0010781i,0.00016596+0.00095431i
-0.0026792-0.00053445i,-0.0019771+0.0013396i,-0.0010455+0.0026946i,-0.00010721+0.0021866i,0.00053968+0.00036794i,0.0015846-0.0013312i,0.0016035-0.0013891i,0.00056589-0.00018607i,1.1738e-05-0.00021137i,-0.00051409-0.00044374i,-0.0016227-0.00033678i,-0.0010906-0.00041245i,0.00015989-0.00070156i,0.00055348-0.0009118i,-0.00034264-0.00068625i,-0.00081921-0.00086328i,0.00016868-6.4947e-05i,0.0010426+0.00010276i,0.00085919-0.00052137i,0.00056632-0.00054307i,0.00045073-0.00014701i,8.361e-05-3.8731e-05i,-0.00023316-0.00072783i
-0.0013572+0.0018389i,-3.3182e-05+0.0032323i,0.00088524+0.0019945i,0.001045+0.00022121i,0.00096229-0.00089494i,0.00080498-0.0019252i,0.00069574-0.001386i,-0.00064562-0.0001574i,-0.0010465+0.00037967i,-0.001109-9.4937e-05i,-0.00083496-0.0011361i,2.7605e-05-0.0011957i,0.00040264-2.3799e-06i,7.4759e-05+0.001161i,-0.00026+0.00095151i,-0.00012766-0.00027134i,-0.00069352-0.00023077i,-0.0012674+0.00054018i,-0.00054002+0.00025927i,0.00064012-0.00066497i,0.00026798-0.00042045i,-0.00079266+2.7959e-05i,-0.00069203-8.7608e-05i
-0.0012382+0.00070352i,-0.0011448+0.00078237i,-0.00063928+0.0013127i,0.00089434+0.0011422i,0.0016939+9.172e-05i,0.0019068-0.00073798i,0.0012136-0.00065219i,-0.0003464-0.00035625i,-0.00050535+0.00071348i,-0.00032159+0.0009894i,-0.00017651-0.00054155i,0.0003709-0.0004224i,-3.4691e-05-5.5526e-05i,-0.00075133-0.00079146i,-0.00026472-0.0013152i,8.6355e-05-0.00086549i,-0.00037487-0.00058681i,-0.00058244-0.00034075i,-0.00035477+0.00023749i,-0.00028599-9.7595e-05i,3.2879e-08-0.0012359i,0.00055879-0.00099374i,0.00032882+0.00017016i
0.00068425+0.00012283i,0.00035662+0.0011239i,0.00017832+0.00024722i,0.00077587-0.00060015i,0.0017323-0.0005378i,0.0017736-0.00068641i,0.0010417-0.0010237i,0.00016829-0.0012884i,0.00037771-0.0002258i,0.00042239+0.00050577i,-0.00028844+0.00037732i,-0.00050952+0.00064098i,-0.00073757+0.0011289i,-0.0005132+0.00053717i,0.00058786+3.7634e-05i,0.00086338-5.6923e-05i,0.00030239-0.00034879i,4.4545e-06-0.00038129i,0.00042094-0.00017407i,0.00076725-0.00063484i,-1.4305e-05-0.00037027i,-0.0011245+0.00050474i,-0.0008092+0.001029i
-6.1114e-05-0.00089084i,0.00096571-0.00020208i,0.00092049+0.00055511i,0.00080912-0.00048525i,0.0015236-0.0010455i,0.0010232-0.00059444i,6.6572e-05-0.00014218i,-5.1046e-05-0.00025574i,-0.00031935-0.0012527i,-0.0010687-0.0015115i,-0.0011708-0.00082109i,-0.00076843-0.00021949i,-0.00069944+6.529e-05i,-0.00077744+0.00023529i,-0.00028151+0.00018449i,0.00039343-0.00041951i,0.0001493-0.00080306i,0.00023877-0.00017512i,0.0004433+7.3001e-05i,-0.00015324-0.00026252i,-0.00056688-0.00019357i,-0.00053993+7.6051e-05i,-0.00084058+0.00011528i
-0.0015241+7.758e-05i,-0.0010203+0.00028154i,-0.0006705+0.00093954i,0.00047824+0.0011417i,0.0014509-0.00063637i,0.0017383-0.001911i,0.00069357-0.0013267i,-0.00025612-0.00090054i,-0.00021346-0.0004386i,-0.00029619-9.0734e-05i,-0.00050063+3.3115e-05i,-0.0002685+0.00011624i,-3.2245e-05+1.5299e-05i,-1.4853e-05+0.00021436i,0.00019133-0.00012031i,0.00044757-0.00058762i,0.00038409+0.00069765i,1.2374e-05+0.0011659i,-0.0001415+0.00019766i,0.00056662+2.9442e-05i,0.00048506-2.5162e-05i,8.2581e-05+0.00019923i,0.00019298+0.00038061i
-0.0015799+0.00072556i,-0.00037144+0.0018932i,0.00060944+0.0019017i,0.00034986+0.0011708i,-0.00023267+3.3171e-05i,-0.00049987-0.0010596i,-0.00028477-0.00080989i,0.00040032-0.00047117i,0.00085544-0.00096674i,0.00046915-0.0011833i,-0.00012093-0.00060708i,-0.00091385+0.00021125i,-0.00071813+0.00020702i,0.00020525-0.00028345i,0.00023718-0.00061794i,-0.00051236+2.4457e-05i,-0.0011284+0.0005115i,-0.00057466+0.00056393i,0.0001139+0.00038404i,0.00013979-0.00023765i,0.00043868-0.00053289i,0.00022011-0.00028211i,0.00025455-0.00014527i
-0.0017107+0.0012141i,-0.00062322+0.0010036i,0.00029947+0.00099009i,0.0011356+0.00045997i,0.002401-0.00073359i,0.002527-0.00060711i,0.0013292-0.00089203i,0.000499-0.00059329i,0.00048503+0.0005859i,0.0005225+0.0008281i,0.0001982+0.00013814i,-0.0004193-6.5428e-05i,-0.00012971-0.00027876i,0.0001514-0.00035136i,0.00052525+0.00018681i,0.00029743+0.00033773i,-0.0005519-1.4448e-05i,-0.00052517+0.00067058i,-0.00013042+0.00084832i,0.00033222+0.000162i,0.0006367+7.6011e-05i,0.00020854+0.00057466i,-0.00043461+0.00052209i
3.0136e-05+0.00031412i,0.00076802+0.0011393i,0.0010829+0.001421i,0.00062077+0.0012678i,0.00035762-3.4445e-05i,0.0010673-0.0011244i,0.0012352-0.0011335i,-0.0001522-0.00059533i,-0.00064468-8.9597e-05i,6.0224e-05+0.00063155i,0.00029771+0.00072943i,-5.5098e-05+5.7735e-05i,-0.00048123+6.1715e-05i,-0.00039774-0.00012732i,0.00023852-0.00055363i,0.00040982-0.00012084i,-0.00032198+0.00014708i,-0.00090531+0.0004196i,-0.00065921+0.00069337i,-0.00016861+0.0004473i,-0.00066811+0.00067076i,-0.00046708+9.7081e-05i,4.4963e-05-0.0011884i
-0.0014466+0.00051489i,-0.002141+0.0011844i,-0.0011549+0.00055707i,-4.2313e-05-0.00020028i,6.9294e-05-0.0020131i,0.00029511-0.0022627i,0.00066438-0.001752i,-0.00016501-0.0011333i,-0.00088268-0.00059993i,-0.00079506-0.0008118i,-0.0012896-0.00096309i,-0.00061434-0.00066452i,-0.00020189-0.00026565i,-0.00073791-0.00016096i,7.7995e-06-0.00032234i,0.00082834-0.00053774i,0.00078423-0.00064682i,-0.00010638-0.00027628i,2.8367e-05-0.00076658i,0.0010089-0.0012137i,0.0007903-0.0014379i,0.00044072-0.0017295i,0.00064543-0.00090015i
0.00015855+0.00089431i,0.00043275+0.0010698i,0.0005537+0.0012437i,0.00061938+0.0009393i,0.0012546-0.00033381i,0.0019426-0.0006302i,0.0015983+0.00015339i,0.0011376+0.00062189i,0.00082836-1.5101e-05i,0.00023591-0.0010506i,0.00013072-0.00094407i,0.00035712-0.00024851i,0.00029793-0.00043957i,0.00024326-0.00095523i,0.00049168-0.0010559i,0.0005481-0.0013246i,0.00056706-0.0011727i,8.7244e-05-0.00047162i,-0.00024052+0.00034912i,-0.00012435-0.0001829i,0.00056603-0.0011432i,0.00043479-0.00067158i,-0.00044983-0.00050199i
-0.00074822+0.00088634i,-2.3041e-05+0.0012947i,0.0010266+0.0007419i,0.0020638+0.00015366i,0.0018573-0.00086761i,0.0012974-0.002187i,0.001506-0.0023522i,0.0017415-0.0018174i,0.0013823-0.00050822i,0.00096237-7.7329e-06i,0.00014339-0.0002213i,-0.00044887-0.00051751i,-0.0011576-0.00086874i,-0.0011485-0.0003368i,0.00028152+0.0005199i,0.00021796+0.0012271i,-0.00061576+0.00091247i,2.8856e-05-0.00064819i,0.00061616-0.00154i,0.00026-0.0013861i,-0.00025421-0.00067138i,-0.00031768-0.00021338i,-0.00020175+0.00012296i
0.0022014+0.0025218i,0.002185+0.0023492i,0.0029576+0.00065606i,0.0033556-0.0010628i,0.003404-0.0020936i,0.0024162-0.0021545i,0.0012253-0.00056499i,0.00041432+0.0005279i,0.00049351-0.00018829i,0.00065402-0.00046176i,-5.6752e-05+4.1441e-05i,-0.00074848+4.8955e-05i,-0.00062336-0.00053197i,4.7688e-05-0.00034796i,0.00072034+0.00055619i,0.00016158+0.00057807i,-0.00049114+0.00056572i,-0.00056434+0.00098213i,-9.0684e-05+0.0010975i,0.00025756+0.0010775i,0.00060918-6.9286e-05i,0.00064304-0.0012331i,0.00043776-0.00051654i
-0.00049266+0.00080461i,-0.00027579+0.0017181i,0.00010846+0.0016623i,0.00095241+0.00018682i,0.0014268-0.0011068i,0.0014945-0.00084109i,0.00017636-0.00020546i,-0.00042713+0.00036182i,-0.00043676+5.5141e-05i,-0.00091306-0.00037947i,-0.0012096+5.36e-06i,-0.0009406-0.00018673i,0.00028757-0.00054796i,0.00061042+0.00026116i,0.00043308+0.0013387i,0.00062685+0.0010891i,0.0009378+0.00026071i,0.00077414+0.00034111i,0.00018385+0.00072731i,-0.00036013+0.00041614i,-0.00050853-0.00018247i,-0.00043053-0.00056917i,-0.00038387-1.2e-05i
0.0020779-0.00068937i,0.0019972-0.001065i,0.0022281-0.00083384i,0.0012725-0.00066278i,0.00082669-0.0007054i,0.00026292-0.00039933i,-5.8978e-05-0.00050536i,0.00035955-0.0004435i,0.00033548+0.00011476i,0.00048616-0.00016229i,0.00089459-0.00085538i,0.00028726-0.0020549i,-0.00018539-0.002151i,-0.00017251-0.00087661i,4.8838e-05+0.00030346i,-2.391e-05+0.00062416i,-0.00017368+0.0007905i,-0.0006965+0.0012437i,-0.00072511+0.0010104i,-5.5081e-05+0.00042706i,-0.000243+7.1503e-05i,-0.00025222-0.00048361i,0.00013192-0.00081077i
0.00016641+0.0014543i,0.00086269+0.0022035i,0.00068968+0.001874i,0.00074376+0.00022611i,0.00085127-0.00051996i,0.00087421-0.00088517i,0.0012039-0.001723i,0.0011919-0.0017716i,0.0010067-0.00041049i,0.0004367+0.00072936i,-0.00068018+0.00046937i,-0.0004394-6.2249e-05i,0.00028022-0.00037992i,0.00041997-0.0011295i,-3.142e-05-0.00049209i,-0.00078564+0.00046087i,-0.00087601-6.5581e-05i,-0.00033284-0.00056429i,0.00031303-0.00015579i,0.00038292+0.00062207i,9.2267e-05+0.00039454i,-0.00061985+1.5609e-05i,-0.0005684+5.5212e-05i
-0.0017007-0.0003355i,-0.0017949+0.00036264i,-0.0016713+0.0010739i,-0.00080161+0.00026616i,-0.00018156-0.00066315i,0.00022164-0.00065956i,0.00079679-0.00093811i,0.0005234-0.00075141i,0.00014142-0.0005606i,0.00030648-0.00029378i,0.00032618+3.0231e-06i,0.00038516-0.00032704i,0.00055395-0.00073133i,0.00018068-0.00088626i,-4.6807e-05-0.00085864i,0.0001256-0.00010341i,0.00010147+0.0005649i,0.0001024+0.00053715i,0.00012778-0.0001771i,-8.9184e-05-0.00023275i,-0.00087849-4.0028e-05i,-0.00098103-0.00015724i,-0.00061263+0.00016964i
-0.00018438+0.00040998i,0.0001536+0.0019485i,0.00054219+0.0021206i,0.0012787+0.0016572i,0.0022755+0.00046871i,0.0023153-0.00113i,0.00046416-0.0014431i,-0.00071768-0.00069504i,-0.00045318-0.00022702i,2.0818e-05+0.00022936i,-0.00054011-0.00012184i,-0.00069892-0.001036i,-0.00061353-0.00060834i,-0.00052241+0.00052608i,-0.00068684+0.0005995i,-0.00058883-0.00028853i,3.0105e-05-0.00044421i,0.0002711+4.6936e-05i,0.00041728+5.6216e-05i,0.00049165+0.00023225i,0.00033456+0.00051199i,0.00025404+0.00020406i,-0.00036423+6.3842e-06i
0.00070305+0.00067637i,0.00038496+0.00026232i,0.00074123-0.00031861i,0.00068016-0.00075375i,-9.1761e-05-0.0010946i,0.00018589-0.00054922i,0.00033872-5.121e-05i,0.00031419-0.00059557i,-8.1962e-05-0.0012653i,-0.0011242-0.0010743i,-0.0007782-0.00021758i,-0.00011434-0.0003453i,-7.6203e-05-0.00072085i,3.2684e-05-0.00057685i,1.9201e-05+0.00045264i,0.00048183+0.0010204i,-0.00028442+0.00062713i,-0.00089133-0.00019067i,-0.00018152-0.00097533i,-0.00044705-0.00096176i,9.7664e-05-5.607e-05i,0.0012232+0.00044253i,0.00018282+0.00057872i
0.0013323+3.5519e-05i,0.0022783+0.00078493i,0.0017194+7.2725e-05i,0.0010461+6.9456e-05i,0.00057313+2.231e-05i,0.00088122-0.00070139i,0.00119-0.0012863i,0.00075675-0.0011876i,0.00064012-0.00059469i,0.00016565-0.00034482i,8.3884e-05-0.00036328i,0.00035009-0.00068632i,3.5236e-06-0.0010423i,-6.7404e-05-0.00093462i,-0.00048049-0.00022701i,-0.00016573-0.00013813i,0.00046663-0.0003301i,0.00031974-0.00016024i,-0.000515-0.00059015i,-0.0005306-0.00048605i,-9.625e-05+0.00041369i,0.00015478+0.00083392i,0.00068367+0.00057775i
-0.00075837-0.00017188i,-0.00059794+0.00092592i,-0.00049874+0.00019763i,0.00010044-0.00037181i,0.00026866-0.00046038i,-0.00011105-0.00075669i,-1.6587e-05-0.00073648i,0.00032634-2.0731e-05i,-0.00038515-0.00042239i,-0.0012273-0.0014062i,-0.0010815-0.0012395i,-0.00034262-0.00079839i,0.00076372-0.00045675i,0.0010463-0.00041392i,0.00073238-0.00074605i,0.00033771-0.00082821i,-0.00020878-0.0002382i,-0.00031963+0.00034121i,5.7574e-05+0.00030488i,-0.00039749+0.00019063i,-0.00091758-0.00025419i,-0.00040005-0.0010208i,0.00052319-0.0008798i
-0.00011919-0.00094944i,-0.00019174-0.00020156i,-0.00026694-0.00060514i,0.00035773-0.0005753i,-9.6346e-05+0.00022037i,9.9686e-05-0.00061417i,0.00077972-0.0011217i,0.00076182-0.00038959i,0.00043572-0.00017968i,-0.00025178-0.00045359i,-0.00048995+6.6008e-05i,0.00094501+0.00045671i,0.0019087-1.7547e-05i,0.00061556-0.00052453i,-0.0007758-0.00037512i,-0.0002994+5.3915e-05i,-0.00010479-0.00018415i,-0.00036491-0.0010256i,-0.00016544-0.00015709i,0.00015024+0.00045266i,7.0047e-05-0.00027025i,-0.00021079-0.00036548i,-0.00045712+1.2765e-06i
-0.00042446+0.0018004i,0.00063827+0.0020482i,0.0013516+0.0020215i,0.0016654+0.00098127i,0.0018789-0.00084582i,0.0015658-0.0017075i,0.00066617-0.00096282i,0.000544-0.00041329i,0.00029176-0.00040795i,-0.00046389-0.00056113i,-0.00075514-0.00069589i,-0.00029678-0.0013413i,-6.1115e-06-0.0011857i,4.5372e-05-0.00040732i,0.00021364+0.00054399i,0.00060306+0.00059655i,0.00069334+8.5132e-06i,0.00036968+8.7356e-05i,0.00026704+0.00019547i,0.0011403-0.0002771i,0.00076904+0.00030225i,0.00017704+0.00036079i,0.0002202-0.00045818i
-9.9675e-05+0.0001556i,-0.00070179+0.00068012i,-0.0016654+0.00062867i,-0.00078877-2.6832e-05i,0.00096493-0.00056305i,0.0013387-0.00091781i,0.001211-0.0017157i,0.0007481-0.001714i,0.00037144-0.00053845i,0.00015751+6.3566e-06i,0.00096946-7.5e-05i,0.0012136+2.2424e-05i,-5.8256e-05+5.7132e-05i,-0.000539-0.00019197i,0.00017009-0.0011106i,0.00038588-0.0009425i,0.00074638+6.4813e-06i,0.0010496-0.00012284i,1.8762e-05-0.00065776i,-0.00064931-0.00077085i,-0.00058732-0.00089419i,-0.00015998-0.00065633i,4.2055e-05-0.00019008i
-0.00094962-0.00034743i,-0.0012273+0.0011117i,-0.0011124+0.0017778i,-7.6435e-05+0.00076145i,0.00078124-0.0003036i,0.00099-0.00046943i,0.00078915-6.7531e-05i,0.00036233+0.0002643i,-7.6731e-05+0.00033585i,-0.00047056-0.00018032i,-0.00048123-0.00029163i,-0.0004759-7.3116e-05i,-7.6081e-05-0.00014085i,0.00051269-0.00045635i,0.00054291-0.00047185i,0.0002855+2.6723e-05i,8.2416e-05+0.00037922i,-0.00041013+0.00035367i,-0.00019783+0.00037468i,3.3377e-05-3.7069e-05i,-0.0002691-0.00036102i,-0.0001183-7.2517e-05i,0.00022526+0.00015634i
-0.0004431+0.0015574i,-0.00099088+0.002563i,2.7128e-05+0.0017705i,0.0013935+0.00095465i,0.0019248-0.00034231i,0.0014225-0.0011406i,0.00061711-0.0011994i,0.00038855-0.00071856i,0.00058182+0.00013131i,0.00051752+0.00091773i,0.00034754+0.0013382i,7.3736e-06+0.0012205i,-0.0004816+0.00066362i,-0.00067339+0.0004477i,-0.00025179-2.3818e-05i,-6.4589e-05-0.00050045i,0.00024792+3.9049e-06i,0.00032535+0.00074323i,-1.454e-05+0.00064671i,-0.00014384+0.00033942i,-0.00035381-0.00032342i,2.1956e-05-0.00022595i,-1.1918e-06-0.00019047i
-0.00061944-0.0020336i,-0.0004911-0.00014692i,-0.00064151+0.0012374i,-0.0015377+1.8063e-05i,-0.0014438-0.0011448i,-0.00035987-0.0014846i,0.00036589-0.0013646i,0.0002468-0.00083054i,-0.00027132-0.00037364i,-0.00051987-0.0001594i,-0.0002494-0.00013216i,0.00016857-0.00040354i,0.001087-0.00094181i,0.0011645-0.0012229i,5.824e-05-0.00074525i,0.00016278+6.949e-05i,0.00029441+0.00050258i,0.00021182-0.00020132i,0.00029607-0.00073749i,-0.00058422-0.00085821i,-0.00035466-0.00082743i,-0.0001591-0.00020241i,-1.7792e-06-0.00046509i
0.00088145-0.00084277i,0.0008824-0.00018185i,0.00082776+0.00080562i,0.0011361+0.00029419i,0.001591-0.00040857i,0.0018509-0.00056798i,0.0012237-0.00072618i,-0.00045225-0.00054379i,-0.0011541-0.00040671i,-0.00080317-0.00027985i,-0.00040958-0.0007984i,0.00068746-0.00087718i,0.00057768-0.00043489i,0.00024786-0.00030682i,0.00060707-6.9009e-06i,0.00065278+0.00032606i,-0.00015147-0.00015291i,-0.00088212-0.00078721i,3.6656e-05-8.8056e-05i,0.00038612+0.0007001i,0.0004528+0.00013929i,0.0003417-0.0011112i,0.00027696-0.0011243i
-0.0013592+0.0016762i,-0.0015043+0.0010957i,-0.00012087+0.00082953i,0.00096536+4.8837e-05i,0.0011628-0.0015553i,0.0014597-0.0019755i,0.0010091-0.0013696i,0.00039688-0.00077985i,0.00053608-0.0009899i,0.00050276-0.0011119i,3.5488e-05-0.00031919i,-0.00067293+0.00014811i,-0.0013246+3.4467e-05i,-0.0010751+2.7283e-05i,-0.00037692+2.4889e-05i,-0.00021538+0.00037603i,-0.00059089+0.00018211i,-0.00040816-7.3768e-05i,8.0536e-05+0.00092702i,0.00050866+0.00073712i,0.00038803-1.9092e-06i,-0.00053482+0.00019332i,-0.00071246+0.00036175i
6.932e-05+0.00044383i,0.00072604+0.00070194i,0.0014172+0.00088983i,0.0005266-0.00025824i,5.3119e-05-0.001545i,0.00042279-0.0011363i,0.0010013-0.0002463i,0.00093978+0.00027563i,0.00030875+0.00022941i,-0.00013465-0.00018614i,-0.00039415+0.00019008i,-5.3474e-06+0.00041138i,0.00021795+0.00025033i,0.00027186+0.00058545i,0.00022267+0.00031035i,-0.00024803-0.0002942i,0.00042241+8.7379e-05i,0.0011115+0.0001641i,0.00091641-0.00022438i,0.00079557-0.00050556i,0.00049237-0.00041477i,-6.145e-05-0.00045745i,-9.0348e-05-0.00012689i
-0.0026337+0.0010047i,-0.0014673+0.0028708i,4.2486e-05+0.0035714i,0.00088721+0.0022924i,0.00084495+0.00030999i,0.00072374-0.0014043i,0.00049701-0.0016637i,1.501e-05-0.0011412i,0.00041743+0.00039447i,0.0001492+0.00095526i,-0.00082637-0.0001123i,-0.00057376-0.00089794i,-0.00028021-0.00083564i,4.1341e-06-0.00080708i,0.00016336-0.00080097i,-0.00066351-6.597e-05i,-0.0005404-0.00020272i,7.4596e-05-0.00032439i,-0.00021467+3.5043e-05i,-0.00048558-0.0003046i,-0.00021981-0.00023784i,-0.0001131+1.6993e-05i,-0.00020947-0.00037392i
-0.00012074-0.0012354i,-0.00018544-0.0010728i,0.0017759-0.00034589i,0.0025675-0.00072269i,0.0015134-0.0017106i,0.001051-0.00137i,0.0010726-0.00026725i,0.00029689+0.00026396i,0.00014267+0.00063244i,-0.00072196-5.7623e-05i,-0.0012423-0.0009298i,0.0004041+7.6746e-05i,0.0011216+0.0013197i,0.00052602+0.0006572i,3.6891e-05-0.00018249i,-0.00027618+0.00040784i,0.00028074+0.00056107i,0.00098111-0.00012556i,0.00082471+0.00038967i,0.00027496+0.00053888i,-0.00075698-0.00013479i,-0.000645-0.00026244i,0.00033184-0.00027479i
0.0018125+0.0017304i,0.0020962+0.001793i,0.00088957+0.0017002i,0.00046919+0.00071557i,0.00090744+9.6132e-05i,0.0010952-0.00040094i,0.00044734-0.00081844i,2.8364e-06-0.00059053i,0.00027769-0.00052201i,-0.00039177-0.00060438i,-0.0009286-0.0005543i,0.00014526-0.00027026i,0.00038922-0.00029517i,-2.0455e-05-0.00032303i,0.00030618-0.00033875i,0.00062799-0.00019226i,0.00052615+0.00010874i,0.00040637+0.00011133i,0.00018542+0.00010976i,-0.00014318-0.00012354i,-9.2059e-05-0.00046701i,-4.7779e-05-0.00089048i,-0.0006014-0.00088121i
-0.0030319+0.0001939i,-0.0036265+1.1403e-05i,-0.0016752-9.6141e-05i,0.0011893+0.0006257i,0.0022323-4.8575e-05i,0.001927-0.00081754i,0.00055684-0.0004681i,-0.0006733+0.00021342i,-0.00081079+0.00079402i,0.0001355+0.00039492i,0.00037689-0.00015819i,-5.5252e-05-0.00069636i,-0.0004996-0.00083286i,-0.00040034-0.0010147i,1.3585e-06-0.0010075i,0.00031736-0.00041517i,2.3603e-05+0.00038495i,-0.00017327+0.00026713i,0.00027892-0.00080937i,-6.5317e-05-0.00099176i,-0.0013754+5.0304e-06i,-0.0016181+0.00020103i,-0.0013812-0.00083716i
0.00091776+0.0012495i,0.00057893+0.0019148i,0.00025185+0.0016074i,0.00033827+0.00064444i,0.00071651+6.8841e-06i,0.00095373+6.2633e-05i,0.00047283-0.00022899i,-0.00019859-0.00098363i,0.00019196-0.00056427i,0.00031937-0.00046527i,-6.408e-05-0.00047985i,-3.9596e-05-6.6743e-05i,-3.4598e-05+0.00043799i,-0.00063839+4.9942e-05i,-0.0011605-0.00026687i,-0.00055007+0.00015433i,0.00036195-0.00042999i,0.0012014-0.00092442i,0.0009071-0.00034138i,0.00014791+0.0001875i,7.4998e-05+7.7449e-05i,-0.00013099+0.00016058i,-0.00019241+0.0002867i
