0.0012477+0.00060848i,0.0018051-0.00047007i,0.0034861-0.0030065i,0.0029424-0.005692i,-7.9609e-05-0.0052785i,-0.0024845-0.002038i,-0.0020496+0.00043011i,-0.00015658+0.0019215i,0.0012305+0.0015336i,0.0016858-0.00046836i,0.0010027-0.0013453i,0.00047083-0.0012632i,0.00015424-0.00021131i,0.00029402+0.0013358i,0.00088743+0.0013116i,0.00095672+0.0006839i,0.00062084-0.00019619i,0.00025856-0.00062987i,5.787e-05-0.00094231i,1.2379e-05-0.0011552i,-0.00014922-0.00085189i,-0.0002214-0.00055188i,-0.00019622-0.00023219i
-0.00010194-0.00098483i,0.00027087-0.0014711i,0.001544-0.0025452i,0.0021953-0.0031936i,0.0013047-0.0032011i,0.00034422-0.0018307i,0.00061023-0.00036991i,0.0016216+0.00039947i,0.0017206+0.0005406i,0.00043592+0.00029664i,-0.00073814-0.00018636i,-0.00079371-0.00057062i,-0.00015682-0.00019742i,0.00039941+0.00073287i,0.0003777+0.0002088i,-5.426e-05+0.00018741i,-0.00020221+0.00025561i,-0.00012273-0.00070432i,-0.00051394-0.00083792i,-0.00061421-0.00066178i,0.00010282-0.00026039i,-0.00029421+0.00058397i,-0.0011021+0.00036711i
-0.00076116+0.00073906i,7.259e-05-0.00085534i,0.0019953-0.0011817i,0.0034927-0.0016879i,0.0032584-0.0024601i,0.0013261-0.0022588i,-0.00038712-0.00094174i,-0.00015454+0.00041005i,0.00097089+0.00093641i,0.00101+0.00042263i,0.0005221+2.4327e-06i,0.00057047+0.00024196i,0.0005817+0.00060706i,5.6815e-06+0.00099058i,-0.00020979+0.00065439i,0.00026603-0.00031293i,0.00023943-0.00024532i,-0.00020533-5.2145e-05i,-0.00033317-0.00088752i,-0.00011635-0.00083788i,0.00012-4.3344e-06i,0.00035643+0.00026756i,0.00047602+0.0004842i
-0.0012161-0.0011869i,-0.00032009-0.0020807i,0.00064506-0.0026973i,0.0018327-0.0033136i,0.0016355-0.0026619i,0.00066003-0.0015203i,-9.951e-05-0.0010049i,-0.00018765-0.00046491i,0.00010152-0.00028442i,-0.0002107-0.00051003i,-0.0010358-9.4755e-05i,-0.00098316+0.00035329i,-0.00018236+0.00094869i,0.00050537+0.00072261i,0.0011872+0.00018206i,0.0011205+2.0347e-05i,0.00047259-0.00060295i,0.00055-0.00086864i,0.00048078-0.00097143i,5.089e-05-0.0011582i,-0.00078798-0.00056338i,-0.0014373+9.1302e-05i,-0.0011342+0.00018808i
-0.00043453-0.0005702i,3.7836e-05-0.0013584i,0.0026684-0.0019258i,0.0037696-0.003248i,0.0024598-0.0034839i,0.00062347-0.0021013i,0.00054883-0.00038868i,0.0010211+0.00033028i,0.0010364+6.4502e-05i,0.00063651+3.5332e-05i,9.9397e-05+9.1851e-05i,1.9458e-05+0.00073009i,-8.5604e-05+0.00052129i,-0.00025114+0.00019378i,3.465e-05+0.00033004i,-5.0609e-05+0.00034828i,-0.00044402+0.0002147i,-0.00040997+6.7501e-05i,-0.00020497-0.00043035i,-7.7881e-05-0.0010529i,-5.3487e-05-0.00065617i,0.00015947+0.000163i,0.00016961-0.00024984i
0.00032432+2.309e-05i,0.0010537-0.00026244i,0.0032401-0.0018877i,0.0037812-0.0023636i,0.0016337-0.0027114i,0.00013259-0.0022337i,0.00041242-0.0011063i,0.00034557-0.0002045i,6.7206e-05-9.4313e-05i,0.0001378-0.00025678i,-0.00081762-8.5218e-05i,-0.0014023+0.00040113i,-0.0008163+0.00073101i,-0.00066935+0.001369i,-0.00082896+0.0013443i,-0.00038999+0.00092645i,-9.2886e-05+0.00030329i,9.0104e-05+0.00047915i,0.00010821+0.0011581i,0.00045412+0.00030444i,0.00035084-8.6977e-05i,-0.0002739+0.00091852i,0.00026363+0.0014686i
-0.0005176-0.00048131i,0.00034574-0.0019059i,0.0011085-0.0023613i,0.0023038-0.0028976i,0.002621-0.0029714i,0.0012292-0.0019968i,0.00068756-0.0010089i,0.001554-0.00018148i,0.0018491+0.00053165i,0.00068915+0.00073448i,8.0236e-05+0.00029632i,0.00052716+0.0006103i,0.0006392+0.00097838i,0.00089202+0.00063893i,0.00089757+0.00042786i,0.0010704+0.0001782i,0.00074111-0.00038171i,0.00027678-1.82e-05i,0.00057189+0.00018921i,0.00085974-0.00012715i,0.0004308-0.00033443i,-4.7201e-05-0.00019206i,0.00068065+0.00031342i
-0.00037222+0.00063355i,9.5766e-05-0.0010847i,0.0012593-0.0013186i,0.0022092-0.0022124i,0.0015549-0.002773i,0.00061051-0.0019207i,0.00057911-0.00070961i,0.00033013+0.00016789i,-0.00015298-0.00016664i,-0.00019099-0.0007329i,0.00040392-0.00049634i,0.0007319-0.00029901i,0.00082843-3.8015e-05i,0.00058637+4.0168e-05i,-0.00042192+6.8826e-06i,-0.00021659-7.0626e-05i,0.00064061+0.00022464i,0.00077064+6.6366e-05i,0.00065737-0.00073355i,-6.895e-05-0.00072704i,-0.00068437-0.00014257i,-0.00025686-0.00045828i,0.00016101-0.00052306i
0.0007018-0.0016403i,0.0011077-0.0022739i,0.0023472-0.0031432i,0.0035991-0.0035915i,0.002663-0.0035341i,0.00083982-0.002767i,0.00030349-0.00088695i,0.0012755+4.4154e-05i,0.0014598-0.00022892i,0.00022651-0.00011662i,-0.00045564+0.00022873i,-0.00030154+0.00029094i,0.00020252+0.00042658i,0.00071565+0.00049634i,0.0013466+0.00046317i,0.00094236+0.000427i,0.00040545+0.0001045i,0.00059118-0.00038271i,0.00035993-0.00073853i,-4.3247e-05-0.00054528i,-0.0001762+3.7639e-07i,-0.00046985+0.00017415i,-0.00026832+0.00021726i
-0.0003518-0.0010943i,-7.5275e-05-0.00079122i,0.0021923-0.0011929i,0.0048622-0.0019044i,0.0044873-0.002372i,0.0022214-0.0018853i,0.00098782-0.0013893i,0.00097683-0.00056772i,0.00092343+0.00056396i,0.00036434+0.00040586i,-0.00054896+0.00019756i,-0.0014267+0.0005485i,-0.0010574+0.00020254i,6.1619e-05+0.00022561i,0.00083483+0.001039i,0.0012068+0.00090882i,0.00059865+0.00020467i,-2.745e-05-0.00053449i,0.00043191-0.00069549i,0.00037933-0.00063079i,8.763e-06-0.00035277i,-1.0109e-06+1.8194e-05i,-0.00024135-0.00096521i
-0.00086896+0.00023961i,-0.00027434-0.00039467i,0.0016327-0.0012226i,0.0035013-0.0028224i,0.0027917-0.0039107i,0.0015332-0.0032256i,0.00087523-0.0013643i,0.00085104+0.00031284i,0.0008444+0.0008337i,0.00035656+0.00072017i,-0.00012662+0.00055787i,-0.00087078-0.00012737i,-0.0013075-0.0005321i,-0.00089164+0.00058502i,-0.0004205+0.0012242i,3.6064e-05+0.00044841i,0.0003704-0.00023338i,0.00054672-0.00091303i,0.00011278-0.00090254i,-0.00017512-0.0010647i,9.9438e-05-0.00098024i,0.00017331-0.00013986i,-0.00040393+0.00011471i
0.00070799+0.00056051i,0.00048799+0.00028305i,0.0011927-0.0012519i,0.0021984-0.0031039i,0.0015697-0.003796i,-0.00019499-0.0032591i,-0.00049032-0.0015391i,0.00057616-0.00011016i,0.00097333+0.00060289i,0.00050077-0.00012766i,-0.00031852-0.00028333i,-0.00080316+0.00082334i,-0.00064344+0.0014383i,-0.00038653+0.0014016i,0.00060719+0.0007396i,0.0013746+0.0001513i,0.0012439-0.00040396i,0.00085749-0.00067618i,1.2698e-05-0.0007904i,-0.00041936-0.00082055i,-0.00040637-0.00021674i,-0.00037256-0.00032523i,-0.00035989-0.00059477i
-0.0013089-0.00066237i,-0.00075666-0.00098398i,0.0013997-0.0012359i,0.0028434-0.0019624i,0.0024075-0.0016577i,0.0014462-0.0011346i,0.00091106-0.00067015i,0.00070648-0.0004056i,0.00046474-0.0007238i,-0.00013856-0.00081626i,-0.00034215-0.00018237i,3.8158e-06+0.00049268i,-2.1729e-05+0.00071905i,-0.00011332+0.0003468i,0.00010857-0.00013706i,-0.00010319-0.00029638i,-0.00040391-0.00040591i,-0.00022952-0.00054052i,0.00021716-0.00034534i,0.00051476-0.0003589i,0.00018465-0.00062899i,-0.00020214-0.00088404i,-0.00034928-0.00071393i
-0.0020518-0.0011538i,0.00037366-0.0025853i,0.0023288-0.0029404i,0.0022732-0.0032623i,0.0018435-0.0027293i,0.0013651-0.002053i,0.0010368-0.00095254i,0.0015446-0.00030023i,0.0013929-0.00074552i,0.00026643-0.00015921i,-0.00073235+0.00088474i,-0.00073209+0.00041473i,-0.00010491-0.00013365i,-6.9013e-05+0.00028161i,-0.00012998+0.00065289i,0.00045733-1.0738e-05i,0.00076347-0.0011043i,0.00076469-0.0013431i,0.00059352-0.0012276i,-0.00013701-0.00038156i,-0.00028691+6.184e-05i,0.0002112-0.00045379i,0.00062175-0.00050668i
-0.00019178-0.00068272i,0.0011787-0.0020707i,0.0025505-0.003509i,0.0028725-0.0042504i,0.0019706-0.0039192i,0.0012872-0.0026254i,0.00098009-0.0013735i,0.00071419-0.00061366i,0.00099671-6.5198e-05i,0.0012416+0.00032014i,0.00069836+0.00023459i,-0.00015443-0.00050164i,-0.0003126-9.3622e-05i,-0.00073993+0.00034817i,-0.00097616+0.00031667i,-0.00035114+4.5249e-05i,0.00035527-0.0002046i,0.0006083-2.6384e-05i,0.00014939-0.00058408i,0.00019551-0.00085325i,1.4416e-05-0.00051388i,-0.00056208-0.00071149i,0.0003421-0.00031725i
-0.00042658+0.0017229i,0.00057298+0.00072629i,0.0030703-0.00070052i,0.0041376-0.0021179i,0.0020087-0.0029806i,-0.00050031-0.0022747i,-0.00064783-0.0009642i,0.00081184-0.00081268i,0.0018193-0.0007223i,0.0011431-0.00041727i,-9.4548e-05-0.00076492i,-0.00070319-0.00041987i,-0.00016496+0.00027177i,0.00075892+0.00021841i,0.00081593+0.00022144i,0.00051714+0.00018942i,0.00014623+0.00082087i,0.00019767+0.00065877i,0.00047157-0.0004603i,0.00041334-0.00044559i,0.00029606+0.00022761i,0.00024651+0.00040634i,2.8049e-05+0.00027056i
-0.00032062-4.1068e-05i,0.00047187-0.00035933i,0.0025845-0.0027412i,0.0034147-0.0035298i,0.0014206-0.0022542i,0.0001771-0.0012375i,0.00043382-0.00044707i,0.00099307+3.851e-05i,0.0011736+0.0002604i,0.00056854-3.7895e-05i,-0.0003513-0.00011396i,-0.0012218+5.2856e-05i,-0.0022938-0.00021043i,-0.001722-0.00074035i,-0.00014604-0.00020295i,-0.00024663-6.6143e-05i,0.00039366-0.0011303i,0.0012041-0.00080898i,0.00042872+0.00024435i,0.00029708-0.00039297i,0.00057413-0.00093203i,0.00035181-0.00045176i,-0.00056324-0.00034432i
0.00061758-0.00095424i,0.00059021-0.0014289i,0.002101-0.0018421i,0.0029607-0.0025565i,0.0019133-0.0026032i,0.00057164-0.0012541i,0.00027611+0.00035182i,0.00086077-9.6924e-05i,0.0010961-0.00034414i,0.00058743+0.00025696i,8.0959e-05+0.0010891i,-0.00069787+0.0014151i,-0.0010668+0.0014954i,-0.00029025+0.0016402i,0.00064972+0.0010301i,0.00094861+9.7305e-05i,0.00082766-0.00027274i,0.00080009+8.3478e-05i,0.00027182-0.00038748i,-0.0004846-0.00088877i,-0.0007467-0.00055291i,-0.00060059-0.00010081i,-0.00033264-4.5784e-05i
-0.0013337-0.0011923i,-0.00025595-0.0024052i,0.0016195-0.0028609i,0.0022954-0.0032968i,0.0019079-0.0032679i,0.00118-0.002748i,0.00081392-0.0015434i,0.00075569+2.2161e-05i,0.00042419+0.00032976i,0.00037645-0.00029273i,-8.0775e-06-0.00072806i,-0.00045283-0.0011052i,2.2957e-05-0.0013182i,0.00012877-0.00050693i,0.0002757+0.00055024i,-0.00025335+0.0008468i,-0.00048333+0.00096446i,-7.9752e-05+0.00028919i,0.00032101-0.00055973i,-0.00011267-0.00031914i,-0.000808-0.00024485i,-0.00010938-0.00097666i,0.00084092-0.0010595i
-0.00042826+0.001998i,-0.0002919+0.00098794i,0.0021645-0.00023789i,0.003718-0.0014462i,0.0024795-0.0026321i,0.00017465-0.0018568i,-0.001234-0.00089889i,-0.00054472-0.0010768i,0.0011213-0.00061377i,0.001404-0.00087665i,0.00012974-0.00098185i,-0.00049812-2.7572e-06i,-0.00060453+0.0006469i,-0.00034941+0.00025304i,-0.00062438-0.00088497i,-0.00092046-0.00068959i,0.00029475-0.00056157i,0.001118-0.00156i,0.00025781-0.0016819i,-0.00079487-0.00062176i,-0.00059389-8.095e-05i,0.00075356+1.864e-06i,0.00066386+0.00031517i
0.00046753-7.0295e-05i,0.0018697-0.0011779i,0.0028941-0.0013898i,0.003172-0.0027051i,0.0021927-0.0032844i,0.00021055-0.0027698i,-0.0010483-0.0013689i,-0.00057843+0.00045566i,-0.0003218+0.0009942i,-0.00027735+3.3026e-05i,-0.00024086-0.00060917i,-0.00027526-0.00045472i,-0.00023928-0.00015226i,0.00032499-7.4639e-06i,0.00081176-0.00013633i,0.0011171+0.00010837i,0.0010177+0.00048505i,0.00083449+0.00080428i,0.0010639+0.0011522i,0.00054306+0.00055389i,0.00010426-0.00019298i,0.00050234-0.0005274i,8.9137e-05-0.00040677i
-0.0013784+0.00019024i,-0.00025691-0.00090463i,0.0016168-0.0014868i,0.0022085-0.0023484i,0.00098398-0.0031086i,0.00024952-0.0016949i,0.0010223+0.00032026i,0.0015298+0.00068034i,0.00094931+0.00020538i,0.0002774+6.1483e-05i,-0.00030985+0.00057487i,-0.00021557+0.00042954i,-2.3473e-05-0.00032275i,-0.00012019-0.00033015i,-1.3957e-05-2.5912e-05i,0.00048552-0.00035685i,0.0011033-0.00043269i,0.00077099-0.00063816i,5.432e-05-0.00072886i,-0.00015304-0.00067253i,0.00051336-0.00066521i,0.00086789-0.00032476i,0.00044944-0.00010091i
-0.001571+0.00052078i,-0.0003237-0.00094251i,0.002283-0.0016705i,0.0036453-0.0027494i,0.0023241-0.0030943i,-0.00010661-0.0015502i,-0.0011901+0.00034164i,0.00026724+0.00075066i,0.0020594+0.00020953i,0.0019335-0.0005859i,0.00039319-0.00045652i,-0.00039798+0.00036725i,-0.00032514+0.0010634i,0.00026112+0.0012113i,0.00080331+0.00093121i,0.00072412+0.00075778i,0.00082546+0.00027665i,0.0012784+0.00046509i,0.0011572+0.00045868i,0.00037087+0.00029559i,-0.00069338+0.001037i,-0.0015196+0.00068939i,-0.00073386-0.00093252i
-0.00027788-0.00062966i,-0.00028077-0.0011466i,0.0004754-0.0018104i,0.0013238-0.0027293i,0.0009811-0.002546i,0.00045335-0.0013279i,-8.5419e-05-0.00039395i,-0.00032845-0.00079177i,0.00021906-0.0010567i,0.00058356-0.00082407i,7.5843e-05-0.00088466i,0.00035104-0.00080477i,0.00046888-0.00025073i,0.00041839+0.0001862i,0.00067591+0.00056064i,-0.00013914+0.001068i,-0.00055444+0.00096558i,-0.0002955+0.00039709i,-0.00045116+0.0001398i,-0.00019034-0.0003308i,0.00011783-0.00044354i,-0.00012273+0.00013575i,-0.00013424-0.00046393i
-0.0001615-0.00060435i,0.00073755-0.0011845i,0.0022648-0.0029385i,0.0026489-0.0041665i,0.0013383-0.0040652i,9.1927e-05-0.0027781i,-3.9634e-05-0.0014305i,-5.6005e-05-0.00015217i,0.00015969+0.00055556i,6.0319e-05+0.00030443i,-0.00036892+0.00018782i,-0.00077886+0.00017411i,-0.00083448+0.0003835i,-0.00060151+0.0010312i,-9.8279e-05+0.00081949i,0.00071152+0.00036069i,0.00060133-0.00017174i,-9.7429e-05-0.00086782i,-0.00029697-0.00095816i,-0.00019683-0.00080393i,-0.00031362-0.00041875i,-0.00035708+0.00014625i,-0.00020922+0.00019092i
-0.00072479-0.0011907i,-0.00017053-0.00093205i,0.00049144-0.0012713i,0.0019727-0.0024373i,0.0016701-0.0026243i,0.00069139-0.0014944i,0.00053606-0.0012087i,0.0010103-0.0006306i,0.0016578-5.0543e-05i,0.0016567-0.00043222i,0.001063-0.00025027i,-0.00048585+0.00050122i,-0.0010767+0.00056942i,-0.00026354+0.00026792i,-6.0825e-05+0.00087241i,-0.00010026+0.0012165i,4.9025e-05+0.00045645i,0.00013986-4.3516e-05i,-0.00018053-4.6088e-05i,-0.00014403+0.0001038i,0.00039522+0.00014734i,6.7928e-06-6.7325e-05i,-0.0003273+0.00019502i
-0.0015075-0.0001847i,-0.00042781-0.0010633i,0.00095228-0.001318i,0.0017808-0.0018502i,0.0023026-0.0032488i,0.001192-0.0028567i,-2.9548e-05-0.00099602i,0.00061486-0.00072229i,0.0011371-0.0012142i,0.00032988-0.00086161i,-0.00023555-0.00042271i,-0.00043364+9.5414e-05i,-0.00027286+0.00065364i,-0.00024927+0.00056147i,-5.0883e-06+0.00014238i,0.00073597-0.00037349i,0.00031776-0.00067114i,-0.00026478-0.00064486i,8.2932e-05-0.00057241i,0.00024219-0.00056803i,-0.00039609-0.00037302i,-5.1684e-05+0.00014365i,0.00055627-0.0001069i
0.00073211+0.00016704i,0.0020703-0.001603i,0.0027576-0.0025233i,0.0028969-0.0034189i,0.0019142-0.0041334i,0.00053693-0.0031539i,0.00017461-0.0015866i,0.00038657-0.00094438i,0.00085673-0.0003789i,0.00084576+0.00058408i,0.00028997+0.00043969i,0.00033629-0.0004093i,0.0007852+5.5964e-05i,8.1834e-05-0.00016407i,-0.00056049-0.00017195i,2.6489e-07+0.00027181i,0.00052131+1.722e-05i,0.00093772-0.00024093i,0.00086228-0.00049847i,-8.898e-05+5.286e-05i,-0.00060567+0.00027317i,-0.00084605+0.0002668i,-0.0010236+9.7058e-05i
-0.00034307-0.00021502i,0.00033284-0.0006016i,0.0013394-0.0011674i,0.0019869-0.0019016i,0.0015542-0.0027933i,0.00040954-0.0024425i,9.4732e-05-0.0011006i,0.00033492-0.00072908i,0.00046975-0.00064082i,-0.00025533-0.00093495i,-0.00028328-0.00064494i,0.00016571+0.00088163i,-0.00011878+0.0012173i,-0.00031613+0.00056902i,9.5313e-05+0.00027396i,0.0010859-0.00010959i,0.00088063-9.7426e-06i,0.00033109-2.9037e-05i,0.00050606-0.0004921i,0.00043938+0.00016881i,0.00048463+0.0010335i,0.00020044+0.00045295i,0.00015258+9.4046e-05i
0.00011791+0.00018023i,-0.00028739-0.00087466i,0.0013403-0.0011369i,0.0029427-0.0012045i,0.0022371-0.001764i,0.00059898-0.0017297i,0.00055625-0.00093863i,0.0011487-0.00033633i,0.0015533+6.051e-05i,0.00098615+9.6478e-05i,0.0006199-0.00018939i,-9.8215e-05-4.0955e-05i,-0.0010242-0.00046942i,-0.0010616-0.00075695i,-0.0009069-0.00046652i,-0.00088634-0.00022181i,-0.00023973-0.00051648i,0.0010179-0.00058333i,0.00064214-0.00044628i,-9.0346e-05-6.6371e-05i,9.2696e-05+0.0004812i,-0.00025086+0.00019922i,0.00020668-0.00066369i
-0.00060258-0.00061523i,-0.00023588-0.00088206i,0.0023071-0.0016825i,0.0032441-0.0032501i,0.0015933-0.003569i,-9.9161e-05-0.0032924i,-0.00050264-0.0012347i,7.7432e-05+0.00021959i,0.0014141+0.00068606i,0.0014997+0.0010836i,0.00055841+0.0004012i,-8.0969e-05-0.00045726i,0.00010154-0.00042125i,-8.872e-05-4.8026e-05i,-0.00065865-0.00021327i,-0.00057568-0.0006157i,4.4978e-05-0.0010248i,0.00029835-0.00076538i,4.4233e-05+2.3162e-06i,0.00025819-6.099e-05i,0.00033686-0.00025838i,-3.4776e-06+0.00037875i,-0.00037084+0.00021301i
0.00051009-0.00055208i,0.0010152-0.0011917i,0.0022916-0.0027557i,0.0029067-0.0034519i,0.0014321-0.0028828i,0.00044652-0.0015426i,0.00012979-0.00044758i,0.00082083+7.101e-06i,0.0023252+0.00016786i,0.0013707+0.00018015i,-0.00051759+0.00028554i,-0.00084723+0.00049731i,-0.00023575+0.00051885i,0.00040647+0.00037432i,0.00092297+0.0001607i,0.0004394+0.0003097i,-0.00035975+0.00037597i,-0.00026256-0.00034676i,-0.00090472-0.00070455i,-0.00078748-0.00058055i,0.00049298-0.00032165i,0.00067-0.00032268i,3.2616e-05-0.00090426i
0.00020303-0.0011359i,0.0013724-0.0013687i,0.0028086-0.0024185i,0.0036339-0.0039654i,0.0022342-0.0041267i,-2.3436e-05-0.0020958i,-0.00015399-0.00044988i,0.0005983-0.00045999i,0.00087535-4.7084e-05i,0.0012933+0.00097998i,0.0012401+0.0013381i,-0.00016756+0.00093502i,-0.00078317+0.00040169i,-3.7155e-05+0.00011781i,0.00038931+0.00015081i,6.2971e-05+0.00018635i,-0.00037835+6.4607e-05i,-0.00026871-2.6713e-05i,-0.00031529-0.00018817i,-0.00023189-0.00039554i,-0.00010085-2.5851e-05i,-0.00025764+0.00037263i,-0.00073258+0.00017274i
0.0015771-0.00064517i,0.0011229-0.0016259i,0.0013633-0.0034993i,0.0013757-0.0047006i,0.00019797-0.0042454i,-0.00028742-0.0025592i,0.00032181-0.0007342i,0.00064029+0.0004192i,0.0011677+0.00035642i,0.00084486-7.3277e-05i,-0.00038878-0.00013557i,-0.00057696+5.0473e-05i,-0.00026652+0.00062474i,-0.00027035+0.00056905i,-0.00030933+0.00017824i,-0.00027363-0.00011338i,0.00038569-0.00040274i,0.0010085-6.9099e-05i,0.00041589-0.00016846i,9.2163e-05-0.00046401i,0.0001079-0.00028303i,-0.0009224-0.00078086i,-0.001169-0.00022559i
-3.3092e-05-0.0014326i,0.0010597-0.002052i,0.0023576-0.0027611i,0.0034805-0.0028845i,0.0024749-0.0024014i,0.0009109-0.0015696i,0.00046497-0.00035468i,0.00022473+0.000581i,-0.00010251+0.00103i,0.00041219+0.00091294i,0.00023238+0.00047128i,-0.00055253+0.00021356i,-0.00050316+0.00056432i,-0.00044816+0.00071116i,-0.00038449+0.00028055i,9.6331e-05+0.00027345i,0.00027692+0.00017869i,0.00020111-0.00078622i,-8.1172e-05-0.0014792i,0.00011905-0.0012445i,0.00085639-0.0003851i,0.00027573+0.00071194i,-0.00072047+0.00061417i
-0.0005901-0.00089119i,0.00062918-0.00050985i,0.0020952-0.0010632i,0.0033976-0.0022535i,0.0026645-0.0026379i,0.001081-0.0013557i,0.00068484+0.00070242i,0.0014187+0.0013428i,0.0019515+0.00027886i,0.0014047-0.00047017i,0.00057596-7.0879e-05i,0.00018506-9.6633e-05i,0.00059331+0.00016385i,0.0011412-2.499e-05i,0.0013477-0.00010755i,0.0012924-2.3344e-05i,0.0010089-0.0003374i,6.9099e-05-0.00050892i,4.5759e-05-0.00066932i,0.00042279-0.00091157i,0.00013206-0.00069214i,-0.00011202-0.00038046i,0.00019054-0.00019562i
-0.00022919-0.0012123i,0.0010929-0.001493i,0.0019528-0.0020469i,0.0030211-0.0034224i,0.003051-0.0037293i,0.0011035-0.0019718i,1.5715e-05-0.00028504i,6.3997e-05+0.00020708i,0.00011695+0.00028151i,0.00017889+6.539e-05i,0.00026498+0.00018115i,-1.8194e-05+0.00049801i,-0.00055878+0.0002755i,0.00010309+0.00079741i,0.00074435+0.00076379i,0.00029401+0.00035604i,-0.00068387+6.7552e-06i,-0.00117-0.00049559i,-0.00097725-0.00040204i,-0.00022049-0.000159i,1.6497e-05+0.00015108i,-0.00014367+0.00012228i,0.00017946-7.0618e-05i
0.0020431+0.0006569i,0.0022318-0.00034496i,0.0037268-0.0017845i,0.0044433-0.0034067i,0.002264-0.0032941i,-0.00026736-0.0021459i,-0.0001797-0.0011808i,0.00059531-0.00031603i,0.0018746-8.4806e-05i,0.0014764+0.00025304i,-0.00016744+0.00079732i,-0.00058611+0.0012944i,-0.00032204+0.00080537i,0.00041096-0.00010834i,0.00068596+0.00015606i,0.00086232+2.4093e-06i,0.0014147-0.001159i,0.0010954-0.0014279i,0.00039613-0.0014666i,-0.00029579-0.0011546i,-0.00060438-0.0003001i,-0.00032674+0.00013523i,0.00013556-0.00042459i
0.00049912-0.00086352i,0.00021226-0.001902i,0.00076334-0.0028674i,0.0016337-0.0031961i,0.0020841-0.0033826i,0.0016767-0.0020651i,0.00088542-0.00078429i,0.0007716+0.00018425i,0.0014532+0.00078727i,0.00068641-2.9483e-05i,-0.00049611-0.00043637i,-0.0010531+5.4071e-05i,-0.00092939-0.00038598i,0.00016398-0.00014743i,0.0012523+0.00048113i,0.00096215+0.00043834i,0.00067796+0.00016385i,-2.519e-05-0.00070223i,-0.00077672-0.00048143i,-0.00013843-0.00014213i,0.00039167-0.00016574i,0.00047407-5.6419e-05i,9.7671e-05-0.00042065i
0.00014837-0.0015708i,0.0013211-0.0020038i,0.0021915-0.0022006i,0.0024782-0.0025537i,0.0015912-0.0016045i,0.00050527-0.00065249i,0.00011819-0.00079488i,0.00075706-0.00024551i,0.0011116+0.00096658i,7.7727e-05+0.0010009i,-0.0010985+0.00047775i,-0.00068713+0.00027116i,0.00057759+0.00074365i,0.00018248+0.00096249i,-0.00039983+0.0009184i,0.00031895+0.0005416i,0.00024267-0.00050394i,-0.0002784-0.00070229i,0.00010428-0.00027217i,0.00011242+5.2296e-05i,0.00011036-0.00015224i,0.00021882-0.00073918i,-0.00010599-0.00038267i
-0.00056301+0.00035626i,0.00061748+9.0428e-05i,0.0019011-0.00058367i,0.0031284-0.0024295i,0.0027576-0.0033638i,0.00098458-0.0019735i,-0.0005101-0.00044423i,-0.00050358+2.661e-05i,8.0954e-05+0.00043211i,0.00061307+0.00067894i,0.00031856+0.00052193i,-9.0854e-05+0.00082826i,0.00065436+0.0010211i,0.000781+0.0011631i,0.00039425+0.0013269i,0.00081048+0.00043172i,0.0012521-0.0003596i,0.0012147+9.3158e-05i,0.00085645+0.00023099i,0.00013033-0.00012712i,-0.00010964-0.00029208i,-0.00016979+0.00036783i,2.998e-05-0.00013669i
0.00025495-0.00087718i,0.00022336-0.0016841i,0.0016213-0.0022478i,0.0034057-0.0024936i,0.0024721-0.0027636i,0.00037115-0.0026415i,0.00018205-0.001213i,0.00052938-1.0794e-06i,0.00032572+0.00093199i,-0.00046297+0.0010182i,-0.00043536+0.00066354i,-0.00014833-0.00023289i,-0.00021247-0.0004416i,2.7495e-05+0.00031057i,0.00020522+0.00086561i,1.0507e-05+0.00079592i,7.7036e-05+5.2705e-05i,0.0006922-0.00032233i,0.00079409+3.7187e-05i,2.3528e-05+3.9123e-05i,0.00047184-0.00058559i,0.0012913-0.00045502i,0.00060381+0.00010895i
-0.00057368-0.00052495i,0.0010079-0.0011021i,0.0027019-0.0015823i,0.0035527-0.0023334i,0.0025508-0.0025996i,0.0007868-0.001949i,0.00051073-0.00095701i,0.00043408+0.00012129i,0.0001932+0.00047139i,-0.00041899+0.00050839i,-0.00042321+0.00011951i,0.00099313-0.0006582i,0.0015362-0.00039509i,0.00060947+7.8238e-05i,-0.00017385+0.00041707i,-0.00046+0.00076114i,0.00015333+0.00039019i,4.3985e-05-0.00065992i,-0.00045692-0.00069503i,-0.00040838-0.00028478i,6.6913e-05-0.00086573i,-0.00027311-0.001083i,-0.00035257-0.00060602i
7.3798e-05-0.0015139i,0.0012882-0.0018124i,0.0022937-0.0020865i,0.0029181-0.0027695i,0.0019365-0.0032675i,0.00079855-0.0014537i,0.00081253+0.00048927i,0.0011223+0.00069956i,0.0013987+0.0011082i,0.00042548+0.00017317i,-0.0012777-0.0012934i,-0.0014487-0.00072656i,-0.00052098+0.00038187i,0.00034303+0.0010732i,0.0011957+0.001002i,0.0010409+0.00040916i,0.0005044+0.00048944i,0.00073552+0.00041046i,0.00048809-2.9313e-05i,0.00014575-0.00041946i,0.00025999-0.00042247i,0.00023335-0.00060307i,-0.00014899-0.00055182i
