-0.0050834-0.00078338i,-0.0038163-0.000284i,-0.0029369-0.00042742i,-0.0013411-0.00094202i,-0.00066024+0.001147i,-0.000667+0.0025195i,5.0068e-05+0.00181i,0.00097131+0.00154i,0.0014104+0.00062987i,0.0016555+0.00024336i,0.0015088+0.00044177i,0.0009461-0.00034874i,0.00044806-0.00085993i,0.00044295-0.0011853i,6.2285e-05-0.00072874i,-0.0011453-0.00033759i,-0.0014981-0.00053625i,-0.0010225-0.00023574i,-0.00066542+0.00028653i,7.3854e-05-0.00011631i,0.00063067-0.00064219i,0.00010482+0.00011791i,-0.00042768+0.00073569i
0.00083264-0.0010146i,-0.00068687-0.0012449i,-0.00087148-0.0006873i,-0.00034699-0.00031155i,-5.0668e-05-0.00045668i,-0.00018167-2.4887e-06i,-0.000257+0.0006655i,-0.00037909+0.00082998i,-0.00031605+0.0012392i,-0.00032201+0.00078249i,0.00041132+0.00035447i,0.00074724-0.00017383i,-5.5225e-06-0.00020076i,-0.00059611+0.00087758i,-0.00027673+0.00049165i,5.5172e-05-0.00032773i,-0.00079488-0.00026525i,-0.00049944+0.00019173i,0.00070154+0.00011645i,0.00039644-0.000452i,0.00045073-0.00070851i,0.00025785+0.00019931i,-0.00054389+0.00077877i
0.00013581-0.00094477i,-0.0001637-0.00064794i,-6.806e-05-0.00017374i,3.9763e-05-0.00012654i,0.00061228-0.00028054i,0.0011321+0.00018105i,0.00085505+0.00085405i,0.00078711+0.00051001i,0.00079038+0.00010461i,0.00040131+0.00063184i,-1.7438e-05+0.001008i,3.561e-05+0.00025035i,0.0010677-0.00039289i,0.00099824-0.00039576i,0.00057469-0.00032116i,0.00058004-0.00048754i,-0.00013625-0.00086809i,-0.00078482-0.0013407i,-0.00077997-0.0015154i,-0.0012995-0.0010507i,-0.0019584-0.00022833i,-0.0022323+0.00038893i,-0.0014987+0.0004671i
-0.00016478-0.00038313i,-0.0011588-0.00080147i,-0.00073428-0.0020364i,0.00042571-0.0023687i,0.0014395-0.00057163i,0.001818+0.00078982i,0.0012887+0.00019187i,0.00053346+0.00049344i,0.00074186+0.0005023i,0.00097077-0.00049962i,0.00083351-0.00082413i,-0.00045379-0.0007447i,-0.0014547-0.0011066i,-0.00081429-0.0011792i,-0.00059723-0.00049053i,-0.00072815-0.00024438i,-0.00040104-1.0582e-05i,-0.00021016+0.00073893i,-0.00088498+0.0010433i,-0.0011941+0.00083774i,-0.00091329+0.00037299i,-0.00034225-0.00018269i,0.00024908-0.00047302i
0.00011374+0.00080845i,0.0010775-7.5099e-05i,0.00053605-0.0012854i,0.00027717-0.0012366i,0.0011681-0.0012238i,0.001169-0.00055798i,0.00074919+4.3687e-05i,0.00058102+0.00049284i,-0.00038262+0.00070269i,-0.00072514+0.00086376i,6.3663e-05+0.00066934i,-0.00018751+0.00031565i,-0.00050311+0.00066348i,-0.00080848+0.00019255i,-0.00057644-0.00021078i,-0.00021895-0.00024905i,-0.00074625+5.1446e-05i,-0.00032228+0.00023765i,0.00010322-0.00018016i,-0.00045029-0.00063099i,-0.00049955-0.00077992i,0.0002485-0.00020533i,0.00028667+0.00071688i
-0.0019148-0.0012865i,-0.0020791-0.00071879i,-0.00092659-0.0014967i,0.00029508-0.0011105i,0.00047474-0.00032675i,0.00083428+0.0001936i,0.001118+0.00065032i,0.00064754+0.00055865i,-0.00011899-4.1699e-05i,-0.00031161+0.00066278i,-0.00039129+0.0013573i,0.00029335+0.0012375i,0.00032327+0.0009099i,-0.00010148+0.00037542i,-2.1473e-07+0.00044325i,0.00010354+0.00018536i,9.6214e-05-0.00076443i,0.00027697-0.00027678i,0.00015227+0.0011598i,-0.00038275+0.0011848i,-0.00027947-4.6183e-06i,0.00017721-0.00020158i,0.00057745+4.8547e-05i
0.00019934+0.00028618i,0.0010613+0.00031616i,0.0017407+0.00027944i,0.0013664-0.00023697i,0.00070774+0.00022439i,0.00039037+0.00096344i,0.00033385+0.0006918i,0.00012633+0.00063902i,5.3887e-05+0.00057207i,-7.8954e-05+0.00030043i,-6.6743e-05+0.00020609i,0.00015462-0.00026346i,0.00022783-0.00026697i,-0.00011584+0.00046937i,-0.0007566+0.00070939i,-0.00073291-5.668e-05i,-0.00016967+0.00011774i,-0.00011579+0.00032596i,-0.00062664+0.00027276i,-0.0010418+0.00058811i,-0.00072837+0.00049935i,-0.00024115+0.00011151i,0.00014845-0.00018345i
-0.00026339+0.0013497i,-8.1548e-06+0.0015787i,0.00022489-2.9594e-05i,0.00043497-0.00046117i,0.0009748-0.00025838i,0.0012114+0.0004997i,0.0010276+0.00055287i,0.00024516+0.0001628i,-0.00051595-0.00050463i,-0.00065665-0.0007858i,-7.6447e-05+0.00035046i,0.00030498+0.00093286i,0.00018067-0.00025673i,0.00045621-0.0002543i,0.00056272+7.6864e-05i,0.00027772-0.00043564i,0.00015935-0.00014832i,0.00014666-8.4988e-05i,0.00019844-0.00054565i,0.00048483-0.0002906i,5.7077e-05+0.00033208i,-0.00056786+0.00062309i,-0.00030734+0.00048009i
-0.0011143-0.0017941i,-0.00098639-0.00090713i,-0.0010697-5.904e-05i,-0.0012424+8.3085e-05i,-0.00087223+0.00031614i,0.00038399+0.00042617i,0.0009191-0.00033846i,0.0005023-0.00022302i,0.0003565+0.00057743i,0.00052898+0.00066693i,0.00045966+0.0002274i,0.00019637-0.00033121i,0.00016343-0.00070197i,0.00022158-0.00070188i,-4.8292e-05-0.00049118i,-0.00058745+8.6544e-05i,-0.00028011+0.00061089i,2.9933e-05-0.00026353i,-0.0003026-0.0004788i,-0.00048291+0.00029554i,-0.00050499+0.00064722i,-0.00028187+0.00017384i,7.2795e-05-8.8913e-05i
0.001672-0.00086498i,0.00063992-3.7826e-05i,0.00031119+3.2926e-05i,0.00037367-0.00054195i,0.00034688-0.00066153i,0.00069619-0.0001983i,0.0009007+0.00036633i,0.00043222+0.00034459i,6.3869e-05-0.00080373i,0.00054367-0.00072769i,0.00059137-0.00016299i,1.051e-05-0.00014014i,-0.000301+0.0002766i,-0.00093348+0.00053889i,-0.00039845+0.00036546i,7.3516e-05+0.00033422i,0.00010489+0.00032566i,-7.1734e-06+0.0001076i,-0.00034488-0.00014775i,-0.00035694-0.0004517i,-9.9553e-05-0.00043965i,0.00044232-0.00025589i,0.00033886-0.00075872i
-0.00020214-0.00011243i,0.00087744-0.00054403i,0.0020412-0.0011105i,0.0023258-0.0016828i,0.0018609-0.0023518i,0.0013961-0.0019499i,0.0003587-0.00025971i,0.00023044+0.00081474i,0.00036004+0.00089717i,-0.00065477+0.0006389i,-0.00048706+0.00037308i,0.00033597+0.00021434i,0.0001475-0.00023144i,-0.00013292-0.00070152i,-0.00048858-0.00043907i,-0.00051145-0.00055887i,-0.00018049-0.0010089i,5.5531e-06-0.00069344i,-0.00034623-0.00050257i,-0.00043202-0.00033844i,0.00054311-0.0002348i,-6.7224e-05+0.00015989i,-0.00012981+4.5009e-05i
0.0014492+0.0012801i,0.00061669-0.00016974i,0.00011448+0.00027575i,-0.00018134+0.00030471i,0.000475-0.00031787i,0.00077982-0.00011963i,0.0012224+0.00016631i,0.0014333+0.001099i,0.00032637+0.0016554i,-0.00030197+0.0011698i,0.00028765+5.272e-05i,-6.6328e-05+0.0001591i,-0.00032631+0.00069108i,-0.00031822+0.00044956i,-2.3544e-05+0.00038997i,0.00062777-8.0977e-06i,0.00070722+0.00063342i,3.3775e-05+0.0013899i,-0.00042778+0.00068462i,-0.00022369-0.0003487i,-0.00024148-0.00075297i,-0.00041241-0.00039551i,-0.00070572+9.1672e-05i
-0.0004823-0.00043331i,9.602e-05-0.00026062i,0.0002836+7.7039e-05i,0.00046437+0.00067873i,0.00038503+0.0011108i,0.00054452+0.0014003i,0.00092374+0.001286i,0.00077169+0.00052932i,0.0002125+8.6035e-05i,-0.00044554+0.0005066i,-0.00015274+0.0011649i,0.00079893+0.00084123i,0.00074857+0.00022503i,0.00068406-1.0792e-05i,0.00023506-0.00064933i,2.4959e-05-0.00068206i,2.6148e-05+0.00017084i,-0.00018901+0.00020375i,5.9273e-05+3.7905e-05i,0.00058313+2.5068e-05i,4.4097e-05+0.00016068i,-0.00076034+0.00041563i,-0.00089214-0.00017603i
-0.000525-0.0022733i,-0.00097694-0.0019779i,-0.00043572-0.0013928i,-0.00022139-0.00049669i,0.00030856-0.0002259i,0.00056691+0.00070744i,0.00056421+0.0017438i,0.00048407+0.0011644i,-0.00059423-6.2557e-05i,-0.001322-3.4487e-06i,0.00016268+0.00010453i,0.0020559-0.00033427i,0.0012604+0.00020865i,8.0805e-05+0.00054704i,0.00059191-0.00024699i,0.00065982-0.00049248i,0.00012188-0.00014357i,-0.00010582-0.00019527i,9.6978e-05+0.00079826i,-0.00076046+0.00085287i,-0.0014028-9.1605e-05i,-0.00089806-0.00029813i,-0.00043691+4.9841e-05i
4.9312e-05-0.00013549i,-0.00022195-0.00028937i,0.00011947-0.00061237i,0.00041156-0.00084501i,0.00050145-0.00077835i,0.00060041-0.00056937i,0.00098176-0.00013682i,0.0014338-0.00033123i,0.00088341-0.00063694i,-0.00027659-5.1756e-05i,0.00013474+0.00019105i,0.0004657+0.00057963i,-0.00031388+0.00035647i,-6.7734e-05-0.00012597i,0.00043291-0.00059513i,0.00011376-0.00026649i,0.0002095+0.00033645i,0.00017423+0.0001103i,-0.00068206-0.00015009i,-0.00071658+0.0002755i,0.00017617+0.00023456i,0.00021223-0.00055607i,0.00022302-0.00060381i
-0.0016149-0.0014732i,-0.00090198-0.001074i,-0.00061276+0.00027061i,0.00073543+0.00054597i,0.0016642-5.0422e-05i,0.0011488-4.2963e-05i,0.00055749-0.00014952i,-0.00022468-0.00015075i,-0.00057698-9.948e-05i,0.00029158+0.00020325i,0.00093511+0.0001446i,0.00087928+7.4906e-05i,0.00010781+1.5959e-05i,-4.143e-05+0.00024573i,0.00056212+0.00055969i,0.00057159+0.00045135i,0.0002299+0.0009071i,-0.00015612+0.00088494i,-3.3771e-05-0.00070118i,0.00020091-0.0015607i,0.00032551-0.00072526i,-0.00015706-0.00020495i,-0.00038715-0.00022049i
0.00047543-0.00051085i,-0.00093856-0.0004297i,-0.001203-0.0011358i,-0.00025806-0.0013912i,-0.00013624-0.0002642i,7.4815e-05+0.00087786i,0.00033579+0.00096586i,0.00033641+0.00039903i,-0.00030706+0.00043374i,-0.00077676+0.00024606i,9.3608e-05-0.00055539i,0.00085371-0.00047397i,0.0002366-0.0002851i,-0.00060729-0.00032428i,-0.0003955+9.9973e-05i,0.00039771-9.7133e-05i,0.0007229-0.00028988i,-0.00011785-0.00036589i,-0.0011607+0.00010065i,-0.0012175+0.00030822i,-0.001014-0.00021123i,-0.0015478-0.00036825i,-0.0011552-4.834e-05i
0.00070667+0.00015601i,0.00011222-0.00099634i,-1.7502e-05-0.0012562i,0.00046068-0.0012178i,0.00071523-0.00062848i,0.00055031+7.291e-05i,0.00063156+8.7344e-05i,0.0010521+0.00027308i,0.0011394+0.00038391i,0.00053622+0.0001212i,0.00078056+0.00057096i,0.0004196+0.00062358i,-0.00054616-0.00040598i,-0.00018081-0.00029575i,0.0004625+0.00032866i,0.00010519+0.00015605i,-0.00022887-0.00011935i,-0.00021823-0.00033655i,-5.3359e-05-0.00029435i,3.4689e-05-0.00061309i,0.00040164-0.00025502i,0.00050883+1.6788e-05i,3.1604e-05+0.00044603i
4.2147e-05-0.00073705i,-0.00042391-0.00018793i,0.00011583-0.0008674i,0.00044878-0.0012429i,-0.00039665+0.00019461i,-0.00069362-0.00012075i,0.00014688-0.00028337i,0.00024556+0.00087932i,3.097e-05+0.0013599i,1.3534e-05+0.0010806i,-1.8313e-05+0.00053677i,-0.00033818+0.00011835i,-0.00026716+0.00034871i,-0.00038181+0.00036846i,-0.00028417-0.00032005i,-0.00044967-6.7011e-05i,-0.00063426+0.00018941i,-0.00052618-0.00047894i,-0.00040663-0.00078553i,-0.00024167-0.00044649i,-0.00043815+0.00030214i,-0.00060717+0.00063728i,-0.00092799+0.00024562i
-0.0011382+0.0030553i,0.0001135+0.0016721i,0.0010922+0.0015604i,0.0013033+0.00098911i,0.0010881+0.00026436i,0.0010778+0.00013874i,0.00087289+0.00074832i,-0.0001471+0.0010635i,-0.0011261+0.00097372i,-0.00092733+0.00094223i,-4.1909e-05+0.00053519i,-0.00028204+0.00024022i,-0.00037536-0.00037593i,-0.00027942+0.00013056i,-0.00032579+0.00090035i,-0.00032015+0.00095965i,0.00033049+0.00068346i,0.00084119-0.00015907i,0.00068057-0.00032156i,-9.3655e-05+0.00043674i,-0.00072267+0.00039091i,-0.00010308+0.00062274i,-0.00021013+0.0011036i
-0.0016549+0.00081854i,-0.0016675+0.00039854i,-7.1177e-05+0.00022393i,0.0015021+0.00077179i,0.0020699+0.0018284i,0.0019183+0.0014576i,0.001121+0.00021204i,0.00086344-0.00028518i,0.0003183-0.00081257i,-0.00011282-0.001615i,0.00019739-0.00073147i,-0.00020192+0.0003121i,-0.00022305+0.00036704i,-4.2271e-05+0.00049744i,-0.00034061+0.00047789i,-0.00052132+0.00018812i,-0.00088283-6.7733e-05i,-0.0012279-0.00042383i,-0.0010145-0.000725i,-0.00058406+9.3298e-06i,-0.00099897+0.00055449i,-0.00026469+0.00071709i,0.00054147+0.00029205i
-0.00030161-0.00040996i,-9.8319e-05-0.00077601i,0.00091862-0.001102i,0.0012697-0.00099348i,0.00058438-0.00031606i,0.00079328+0.00035505i,0.0013313+0.0005515i,0.00042569+0.00032838i,-0.00055953-0.00037836i,-0.00049347+0.00012903i,2.6111e-05+0.0011037i,-4.8402e-05+0.00048062i,-1.8935e-05-0.00024472i,0.00023349-0.00014975i,-4.9067e-05+1.9825e-05i,-0.00010742-4.1871e-05i,-0.00016915-0.00040972i,-0.00033924-0.00055721i,0.00010524+4.6066e-05i,0.0003588+0.00059175i,2.2293e-05+0.00062357i,-9.9041e-05+0.0010816i,-2.0116e-06+0.00082285i
-0.001084-0.0011707i,-0.0015355-0.0024181i,-0.0013211-0.0031025i,-0.0012407-0.0020006i,-0.001071-0.00020172i,-0.00071084+0.0010767i,0.00028976+0.00079027i,0.0010306+0.00064434i,0.00070695+0.0010716i,0.00041857+0.00082813i,0.0006416+0.00051312i,0.00079142+0.00069195i,0.00050498+0.00043729i,-6.6282e-06+7.3674e-05i,-0.00024598-0.00033615i,0.00028523-1.228e-05i,0.00058827+0.0005765i,0.00062716+0.00028146i,0.00051505+4.2816e-05i,3.4864e-05+0.00037898i,0.0001748+0.00047363i,0.00061203+6.1538e-05i,0.00011304+0.00011852i
-0.0022664+0.0011325i,-0.0011273+0.00035815i,0.0005674+0.00041356i,0.0018151+0.00063879i,0.0018125+0.0011061i,0.0012622+0.0013474i,0.0014051+0.00072124i,0.00040217+0.00039634i,-0.00033246+0.00090646i,0.00026255+0.001113i,0.00094799+0.0007629i,0.00044096+0.00036192i,-0.000313-0.00016322i,0.00047661-1.7352e-05i,0.00073272+0.00026612i,0.00030374-7.5366e-05i,-0.00024673-6.1103e-05i,-0.00033467+3.7813e-05i,-0.0009116+6.4972e-05i,-0.0012422-0.00029655i,-0.00018925+4.6968e-05i,0.00079796+0.0007153i,0.00091833+8.0135e-05i
0.00091971-0.0012698i,0.00026561-0.0018368i,0.00073691-0.0031285i,0.00082495-0.0030268i,0.00031081-0.0015424i,0.00051402-0.0001961i,0.00082939+0.00053324i,0.00096346+0.00049852i,0.00073457+0.00015365i,0.00028735+0.0002073i,-1.1933e-05+0.00054342i,-0.00025968+0.00069147i,-0.00017012+0.00089396i,-0.00016842+0.00063528i,-0.00020059-0.0001917i,-4.7035e-06-0.00068155i,0.0013781-0.00094369i,0.0016933-0.0010344i,0.00012441-0.00028752i,-0.00040708-2.0017e-05i,0.00019832-0.00012628i,0.00039158-0.00035436i,0.00048712-0.00022661i
0.00092086+0.001474i,0.0011595+0.00057546i,0.0015485-0.00044047i,0.0016913-0.0014146i,0.0019046-0.0019777i,0.0016256-0.0015506i,0.00098148-0.00055406i,-1.3086e-05+0.00035746i,-0.00086727+0.00066225i,-0.00075639-8.9976e-05i,-0.00082716+0.00018044i,-0.00055268+0.0010755i,-0.0002441+0.0011533i,-0.00026161+0.0011054i,-6.1134e-05+0.0003475i,0.00034316-0.00086603i,0.00059164-0.0010536i,-2.8078e-05-0.00092422i,-0.0005834-0.00099442i,-0.0003195-0.00059098i,-3.9737e-05-0.00025013i,-4.1434e-05+0.00020939i,-0.00041294+0.00057232i
-0.0013514-0.002325i,-0.00013227-0.0014556i,-0.0002413-0.0006857i,-0.0014668+0.00046257i,-0.0016341+0.0020308i,0.00036518+0.0024441i,0.001555+0.0011327i,0.00059625+0.00050787i,8.914e-05+0.00048518i,-0.00016657+0.00088611i,-0.00029732+0.0016548i,-0.00018315+0.000894i,-4.6816e-05+0.00016107i,-0.00024226+0.0001574i,-0.00079574-0.00022767i,-0.00090287-0.00024287i,-0.00066035-0.00015357i,-0.00061541-0.00058453i,-0.001031-0.00046368i,-0.00080054+0.00052158i,-0.00066445+0.00067632i,-0.001446+0.00029822i,-0.0017545+0.00053209i
-0.00094623+9.0249e-05i,-0.00035494+0.00061877i,0.00014976+0.0010507i,0.00032206+0.00083327i,0.00043863+0.0012756i,0.00078515+0.0013373i,0.0013459+0.00058081i,0.0011808+0.00028211i,0.0005864+0.00042126i,-0.00010902+0.0011246i,-0.000715+0.0011672i,-0.00081494+0.00038858i,-0.00036452+0.00030638i,0.00020209-0.00011439i,0.00034734-0.00058911i,-0.00012449-0.00019149i,-0.00019177-6.3151e-05i,-0.00015683-0.00026958i,0.0005568-4.3648e-05i,0.00090036+0.00073582i,0.00018973+0.00062503i,0.00049062-0.00014433i,0.00056514+8.2262e-05i
0.0032759+0.0011433i,0.0034621-0.0003874i,0.0021589-0.0011187i,0.0014829-0.0013027i,0.0016334-0.0017773i,0.0017708-0.0015566i,0.0015598-0.00038781i,0.001102+0.00021774i,0.00071005+0.00013078i,0.00014161+0.00055114i,-0.00023676+0.00062394i,-0.0011566-9.7279e-06i,-0.0012632-0.00015786i,0.00023814-0.00010539i,0.00057716-0.00014603i,0.00060506-0.00038376i,0.0010037-0.00058395i,-1.8861e-05-0.00071167i,-0.0008278-0.00061451i,-0.00034849-0.00052832i,-0.00067278+0.0002565i,-0.001142+0.00040384i,-0.00049798-0.0002206i
-0.00072122+0.0013667i,-0.00047998+0.00062941i,3.3409e-05-0.0003391i,0.0002459-0.00098627i,0.0010252-7.4144e-05i,0.0010743+9.4381e-05i,0.00022713+0.00029879i,2.2112e-05+0.0013691i,-0.00025774+0.0019407i,0.00012017+0.0012108i,0.00045744+7.3948e-05i,-6.324e-05+0.00021812i,-0.00049323+0.00030258i,-0.00052652-0.0004629i,-0.00054564+0.00034242i,-0.00079006+0.00029226i,-0.00073541-0.00060457i,-0.00037836-0.00045455i,-0.00075631-0.00044663i,-0.00051457-0.00053064i,-0.00014428-0.0004672i,5.5154e-05-0.0001263i,0.00011292-2.4796e-05i
0.00083946-0.0031192i,-0.00074478-0.0029371i,-0.0015562-0.0018374i,-0.00063895-0.00029741i,-0.00074231+0.00072563i,-0.00078382+0.00099844i,8.4072e-05+0.0010059i,0.00022654+0.0015539i,-0.00018037+0.0008698i,-0.0013414-1.4805e-05i,-0.0016208+2.7833e-05i,-0.000839+0.00050893i,-0.00040253+0.00055907i,-0.0003675+0.0011345i,-0.0003675+0.00072876i,-0.00025232-0.00047218i,-0.00096337-0.00059755i,-0.00091531-1.4812e-05i,4.7367e-05+0.00038167i,-0.00032015+0.00032169i,-0.00042766+0.00014948i,0.00021045+0.0006581i,0.00059729+0.00059074i
0.0014072-0.00026919i,0.0016401-0.0016949i,0.0019094-0.0028593i,0.0013658-0.0032455i,0.00016053-0.0018885i,-0.00024028-0.0010875i,0.00094479-0.00074585i,0.0013161+0.00020839i,0.0010885-0.00027454i,0.0002412-0.001316i,-0.00056677-0.00048626i,-0.00023831+0.00082382i,3.1005e-05+0.00077089i,-4.8082e-06+0.0001992i,-0.00063811-0.00025779i,-0.00030994-0.00020296i,0.00062017+2.3685e-05i,0.00015252-0.00051532i,0.00013893-0.00067279i,0.00081279-0.00064095i,0.0010918-0.00052946i,9.7365e-05-1.9377e-05i,-0.00024753-0.00055109i
0.0014702-7.69e-05i,-0.00019361-0.0009699i,0.0004817-0.0018308i,0.0015167-0.0025817i,0.0014751-0.0019791i,-5.9553e-05-0.00079992i,-0.00038432-0.00016231i,0.00039066+4.2813e-05i,0.0006256+0.00048017i,0.00039171+0.00072879i,-0.00012505-1.8534e-05i,-0.00059623-0.00021273i,-0.00051279+0.00011134i,0.00017147+0.0003416i,0.0005453+0.00060032i,0.00078691+0.00067913i,0.00066513+0.000183i,7.9112e-05+4.1407e-05i,4.6182e-05+0.00017821i,0.000723+4.4618e-05i,0.0010858-0.00038751i,0.00044966-0.00059081i,0.00020393-0.00032599i
0.00014593+0.0017545i,0.0019613+0.0006078i,0.0032288-1.4694e-05i,0.0032607-0.00082228i,0.0021723-0.0010301i,0.00093746-0.00067796i,0.0012241-0.00029034i,0.0011571+0.00028396i,-0.00052943+0.00075775i,-0.00016679+0.00088157i,0.0005841+0.0011001i,-0.00014874+0.0011694i,-0.00034663+0.0016794i,0.0001384+0.0017808i,0.00029521+0.00080565i,-5.2418e-05-0.00031242i,5.7944e-05-0.00032302i,-0.00011641+0.00040867i,-0.00020133+0.00074281i,-0.00042218+0.0002521i,-0.00033725+0.00022876i,0.00036177+0.00048069i,0.00035971-0.00021666i
0.00084551+0.0010884i,0.00022707+0.0010142i,-0.00025702+8.8776e-05i,0.00053528+0.00021146i,0.00095514+0.00026918i,0.001111+1.6571e-05i,0.00094552+0.00023144i,0.00032868-0.00027595i,0.00032705-0.0006383i,0.00027554-0.00063614i,-0.00025016+4.1315e-05i,-0.00034005+0.00058647i,0.00019659+0.00037988i,0.00025617-0.00016591i,0.00023378-0.00037958i,0.00074763-0.00018452i,0.00026066-0.00012878i,-0.00017363+9.1944e-05i,-0.00020388+0.00026043i,-0.000348-4.4108e-05i,0.00036537-0.00021968i,0.0011204-0.0003097i,0.00045408-0.00017516i
0.0019658+0.00061251i,0.0027001+3.4995e-05i,0.0028792-0.00080664i,0.0024003-0.0017058i,0.0018732-0.0014895i,0.00098731-0.0010915i,0.00033454-0.0010289i,0.00068911-0.0003301i,0.00095206-8.2439e-05i,0.00045209-0.00060334i,-0.00011696-0.00049478i,-0.00061977-0.00020808i,3.0191e-05+0.00039471i,0.00080195+0.00035141i,6.6784e-05-0.00037994i,-0.00020117-0.00014644i,0.00049993-0.00013239i,0.00078635-0.00047589i,0.00062955-0.00081744i,0.00060892+3.4882e-05i,0.00038968+0.00055814i,-0.00053384-0.00061557i,-0.0012261-0.00087034i
0.0020376-0.0010724i,0.002058-0.0011836i,0.00090961-0.0011478i,-0.00036549-0.0016593i,-0.00045009-0.0011035i,-0.00024001+5.3792e-05i,0.00016732+0.00026014i,0.00029924+0.00017438i,-0.0001042-0.0007261i,0.00017317-0.0016862i,0.00066735-0.00031357i,0.00067194+0.0010707i,0.00039239+0.00043699i,2.3222e-05-0.00060661i,-0.00020878-0.00089171i,0.00028358-0.00029568i,0.000296+0.00051272i,-0.00036478+0.00048436i,-0.00013026-2.9799e-05i,0.00066248+0.00015071i,0.00011141-5.985e-05i,-0.0010339-0.00031143i,-0.001753+8.2658e-05i
-1.0451e-05-0.0008224i,-0.00077337-0.001258i,-0.0012714-0.0010851i,-0.00041998-0.0009844i,0.0002911-0.00023654i,0.00044152+0.0014863i,0.00061681+0.0016983i,-0.00010091+0.0012579i,-0.00055437+0.00029346i,-0.00063772+1.3018e-05i,-8.9223e-05-0.00020313i,0.00027604-0.00072408i,0.00016125-0.0010227i,-7.0418e-05+4.2837e-05i,-0.0003553+0.00081679i,0.00012019-1.1348e-05i,0.00024354-0.00037144i,-5.7795e-05-0.00046634i,0.00044639-0.00066948i,0.00043605-0.0011782i,6.9156e-05-0.00061642i,-0.000373+0.00036192i,-0.00072088+0.00038388i
-0.00031167-0.0013693i,-0.00028072-0.00061697i,0.00029539-0.00010564i,0.00029966+0.00033552i,0.0004468+0.001431i,0.00062085+0.0021565i,0.00060792+0.001562i,0.0011189+0.00088147i,0.00077805+0.00080594i,-3.4591e-06+0.00058318i,0.00015985+0.00059291i,0.00095103+0.00073697i,0.0010889+0.00082894i,0.00028787+0.00076253i,0.00038136+0.00044691i,0.00018247+0.00059057i,-6.5059e-05+0.00076168i,3.7011e-05+0.00071517i,-0.00044512+0.00057938i,-0.00019018+0.0005432i,-0.00057037+2.446e-05i,-0.00092194-2.5723e-06i,-0.00016766+0.00036127i
-0.0018923+0.00084952i,-0.00061319+0.00058421i,-9.0846e-06+0.0011961i,0.00038939+0.0016435i,0.0010317+0.00071946i,0.0016953-0.00028037i,0.0011723-0.0007166i,-0.00039403-0.0004516i,-0.0007125-8.1634e-05i,0.00019974+0.00021373i,0.0010624+0.00098908i,0.00053088+0.00094884i,-0.00011214+4.2629e-05i,5.7176e-06-0.00047426i,-0.00026604-0.001032i,-0.00032951-0.0011632i,-0.00041494-7.1664e-05i,-0.00086691+0.00028624i,-0.00067761-0.00034843i,-0.00048584-0.00040485i,-0.00044366-0.00017821i,-6.5675e-05+0.00029265i,-0.00024963+0.00063258i
-0.00074827-0.0012904i,0.00025743-0.00070755i,0.00021691-0.00079694i,-0.00054604-0.00065593i,-0.0004957+0.00042826i,-0.00046619+0.00056782i,0.00024526+0.00071944i,0.0009412+0.00067259i,0.00064961-0.0002496i,7.9006e-05+3.5348e-05i,0.00020114+0.00035765i,0.00051004+0.00014402i,-9.5433e-05-0.00010087i,-0.00043562-0.00036707i,-0.00038942-0.00053708i,0.00010662-0.0004035i,0.00027953+0.00031472i,0.00010233+0.00017705i,-0.00043602+6.6694e-05i,-0.00078279-0.00033266i,-2.3147e-06-0.00011595i,0.00049846+0.00024391i,0.0010186+1.7321e-05i
-0.00070402+0.0015648i,0.0007817+0.0002348i,0.0012378-0.00021699i,0.001786-0.000734i,0.0021948-0.0003752i,0.0016414+1.4483e-05i,0.00068575-0.00028479i,0.00013296+0.00019335i,-0.00043336+0.0009809i,-0.00037825+0.00093442i,-0.00019832+0.00010855i,0.00030129-0.00047796i,-9.4879e-05-0.00029516i,-0.00086093+2.3531e-05i,-0.00062203+0.00010727i,-2.3738e-05-0.00021935i,0.00041226-0.00036174i,0.00066824-4.1874e-05i,0.00079704+0.00020786i,0.0010253-2.3969e-05i,0.0010541-0.00039132i,0.0003618-8.7988e-05i,-0.00010797+0.0010045i
0.0010699-0.00036535i,0.00098894-0.00058484i,0.00077002-0.00067508i,0.00026715+0.00010882i,0.00024736+0.00052917i,0.001008+0.00073589i,0.00070688+0.00091477i,0.00033641+0.00020479i,0.00066625-0.00031985i,0.00023199+0.00059848i,-0.00027195+0.00047565i,-0.0004425-7.0087e-05i,-0.00032382-0.00029851i,-0.00047423-0.00033329i,-0.00013457+1.6494e-05i,0.00043421-0.00018215i,0.00035941-0.00029943i,0.00017348+3.2499e-05i,-0.00013755+0.00045349i,-0.00058613+0.00036418i,-0.00043048-0.00035573i,0.00021029-0.00062089i,0.0006473-0.00056619i
