-0.0012239+0.0005808i,-0.00071091-3.4475e-06i,-0.00013809-0.00013503i,8.6432e-05+0.00079092i,-0.00058405+0.0016466i,-0.00031479+0.00071016i,0.00010012+0.00022292i,-8.9667e-05+0.0011413i,-4.1395e-05+0.00073501i,0.00093908-0.00026729i,0.0014977-0.00026974i,0.0010375-0.0007669i,-0.00016989-0.00093522i,-0.00097874-0.00043976i,-0.00064692+6.485e-05i,-8.489e-05+8.0981e-05i,7.3137e-06-5.2751e-05i,-0.00019019-9.2576e-05i,-0.00016743+0.00037805i,-0.00063001+0.00026911i,-0.0012176-0.00028117i,-0.00071729-0.00022816i,-0.00022287-0.00034422i
0.002116+0.0018019i,0.0028912+0.0029513i,0.0036084+0.0039235i,0.0034886+0.002584i,0.0024034-0.00028168i,-0.0003608-0.00045639i,-0.0021965+0.00067834i,-0.0017288+0.00085281i,-0.0014652+0.00025793i,-0.00096945-0.00056545i,-6.3888e-05-0.00052958i,0.00011443-0.00068006i,-0.00036018-0.00036559i,-0.0011474+0.00057921i,-0.00057885+0.00055177i,-0.00064318-0.00018473i,-0.0010488-0.00040412i,-0.00021495-0.00050511i,0.00058678-0.000685i,0.00040352+0.00018463i,-0.00047128+0.00045497i,-0.0013869-0.00021431i,-0.00096888-0.00093654i
-0.0020818+0.0012499i,-0.002171+0.0019512i,-0.0007615+0.0032449i,0.0015562+0.0025759i,0.0026648+0.0012823i,0.0031226+0.0011468i,0.0028343+0.0011925i,0.0017944+0.0007244i,0.0011746+0.00030657i,0.0008008+5.425e-05i,0.00022373+0.00016985i,-0.00014573+0.00068586i,-0.00047695-0.00014347i,3.1567e-05-0.0010958i,0.00019693-0.0011605i,-0.00031362-0.0010198i,-0.00016758-0.00025891i,0.00034234+0.00036347i,0.00016342+0.0001687i,-0.00013518+0.00029364i,0.00010168+0.00077896i,-0.00034931+0.0011009i,-0.0004979+0.00036309i
-0.00048486+0.001438i,-0.0010409-0.00053388i,-1.5425e-05-0.0021915i,2.4807e-05-0.0028281i,0.00027069-0.0031533i,0.0012047-0.0020927i,0.00088427-0.0011215i,0.00051852-0.002084i,0.001331-0.0029229i,0.0020464-0.0011028i,0.0020442+0.00079811i,0.0013577+0.0004287i,0.00022315-0.00051556i,-0.00028901-0.00098613i,-0.00015847-0.00049019i,0.00022514+0.00040831i,0.00026112+0.00097177i,-0.00075447+0.00088402i,-0.0010281+0.00030068i,0.00035256-0.00023784i,0.0011231+8.2557e-05i,0.0010836+0.00062555i,0.00099348+0.00073416i
-0.0018017-0.00032686i,-0.0021156+0.0019595i,-0.0027365+0.0030313i,-0.0018656+0.0032592i,-0.00039216+0.0027134i,0.00058258+0.0017009i,0.0005645+0.00082647i,-0.00012475-0.00074969i,-0.0006644-0.00081383i,-7.957e-05-1.1305e-05i,0.00059023+0.00013429i,8.7781e-05-0.00040062i,0.00010698-0.00050462i,0.00027219+5.3551e-05i,-0.00047723+0.00039364i,-0.000733-0.0001408i,-0.00067206-0.00045901i,-0.00075723-0.00026967i,-0.00036393+8.6238e-05i,-0.00047883+0.00035831i,-0.00077925-1.2115e-05i,-6.626e-05-0.00029069i,0.00012133+0.00050695i
0.00064609+0.0013851i,0.0008136+0.0022598i,0.0026949+0.0035547i,0.0043731+0.003441i,0.0034733+0.0011993i,0.0016169+8.001e-05i,0.0012321+0.00081583i,0.0014225+0.0010395i,0.00065433+0.000104i,-2.9753e-05-0.00023107i,-8.8493e-05-0.00050037i,-0.00023645-0.0012357i,-0.00073764-0.00062162i,-0.00090882-1.9401e-05i,-4.9785e-05-0.00016606i,0.00094475-0.0013586i,0.00090022-0.0016597i,0.00013092-0.00052758i,-0.00040666+0.0004322i,-0.00051012+0.00067227i,-0.00018846+1.0187e-05i,0.00042372-0.0008149i,0.00073012-0.00034404i
0.0007465-0.0032841i,6.8399e-05-0.0031663i,0.00069214-0.0039453i,0.0011649-0.0038922i,-8.3694e-05-0.0018032i,-0.0012714+0.00029398i,-0.00012261+0.00079782i,0.0016854-5.4772e-05i,0.00098699-0.0014494i,-0.0014213-0.0015294i,-0.0013988-0.00050901i,0.00023183+0.00095463i,0.00084646+0.0013898i,0.0010927+0.0015169i,0.0010606+0.0016817i,0.00032631+0.0014079i,0.00037411+0.0015114i,0.00087354+0.00064997i,0.0013487-0.00083562i,0.00042865-0.0010501i,3.3666e-05-0.00073183i,0.00071889+5.5149e-05i,0.00025847-0.00010507i
0.00024166+0.0034114i,-0.00020442+0.0019745i,0.00025984+0.001052i,0.00096913+0.00089944i,0.0018663-0.00082183i,0.0021651-0.0022613i,0.0011861-0.001877i,-0.00047345-0.00068628i,-0.0011096-7.1188e-05i,-0.00021387-0.00011092i,0.000576+0.00029832i,0.00033944-8.7236e-05i,-0.00054492-0.00089526i,-0.00099886-0.00068422i,-0.0016884+5.6466e-05i,-0.0018879+0.00033757i,-0.00087642+0.00039117i,-0.0006685+0.0001475i,-0.00039229-0.00018372i,-0.00044773+0.00028444i,-0.00076773+0.00088672i,-0.00020768+0.00013875i,0.00037959+0.00017479i
-0.0020203+9.7625e-05i,-0.001648+0.0018537i,-0.0011698+0.0043325i,-0.00077959+0.0061868i,0.00013596+0.0053967i,0.00089348+0.0030777i,0.00052359+0.0016532i,0.00013132+0.0012765i,0.00018225+0.0011677i,0.00071054+0.00084525i,0.00086705+0.0005111i,0.00028284+0.0003693i,-0.00049689+0.00018117i,-0.00033529-0.00057921i,0.00028433-0.0012074i,0.0005959-0.00065186i,0.00036614+0.00040068i,-7.2653e-05+0.0011092i,4.7908e-05+0.0014347i,-0.00060842+0.00081477i,-0.00083894+0.00053657i,0.000158+0.00059431i,0.00033152+0.00039062i
-0.0014234-7.9816e-05i,-0.0003092+0.0016669i,0.001678+0.0027198i,0.0027174+0.0020201i,0.0022972+0.00037682i,0.0013136+0.00014893i,0.0015483+0.00060518i,0.0021392-0.00019818i,0.0022105-0.00061964i,0.0014289-0.00088654i,0.0010883-0.0012685i,0.001736-0.00053052i,0.0013459+0.00031945i,-0.00028581+0.00014958i,-0.00079349-0.00018401i,9.0995e-05-5.2776e-05i,-1.5655e-05-0.00012556i,-0.00088595-0.00035047i,-0.001097-0.00043309i,-0.00053021-0.00071968i,-0.00033808-0.00081376i,-0.00074227-0.00047537i,-0.00010226+0.00045548i
0.00066691-8.5514e-05i,6.3616e-05-0.00026393i,-9.303e-05-0.0018177i,-0.00011435-0.0025211i,0.00060467-0.0022731i,0.0015704-0.0017068i,0.0017715-0.0011874i,0.00049351-0.00045146i,-0.0011386-0.00049869i,-0.0013374-0.0014922i,-0.00093538-0.0014604i,-0.000427-0.00054358i,0.00062871-0.00051273i,0.00025917-0.0011063i,-4.6435e-05-0.00041522i,0.00050253+0.0008788i,-0.0003141+0.00073944i,-0.0012064-7.9181e-05i,-0.0011024-0.00045237i,-0.0012683-0.00044264i,-0.0010609+0.00044963i,-0.00053713+0.00048141i,-0.0010195-0.00046236i
-0.00041992-0.00062681i,-0.0010079-0.00097232i,-0.0014811+0.00048884i,-0.0012009+0.0022729i,5.4897e-05+0.0024207i,0.00027612+0.0019178i,-0.00053513+0.0015241i,-0.00047463+0.0010754i,-0.00019664-0.00029419i,-0.00015067-0.00094608i,-0.0007938-0.00037577i,-0.0014228-0.00019191i,-0.00092464-0.00077843i,-0.00029093-0.0011535i,-0.00020987-0.00025248i,-0.00086709+0.0008354i,-0.0010359+0.00050121i,-0.00020994-5.2329e-05i,-4.2571e-05-4.0472e-05i,-0.00016578-1.6082e-06i,-0.00051276+0.00017852i,-0.00082832+0.0004936i,-0.00043739+0.00024794i
-0.00025556+0.0011144i,-0.00050882+0.0021927i,-0.0014451+0.0039696i,-0.00066757+0.0045472i,0.0012889+0.0033159i,0.0015508+0.0016484i,0.00080923+0.00085583i,-0.00013936+9.1853e-05i,-0.00082307-0.00032572i,-0.00087109+0.0004923i,0.00049036+0.0014146i,0.00090202+0.0013269i,0.00013285+0.00037044i,1.6709e-05+0.00010687i,-0.00033001-0.00059985i,-0.0007303-0.0014477i,-0.0011337-0.0012667i,-0.001054-0.00055561i,-0.00060489+0.00011364i,-3.5326e-05-0.00014649i,0.00072571-0.00021304i,0.00064406+7.0194e-05i,0.00088438+0.00041994i
-0.00098985-7.451e-05i,-0.00067575-0.00062908i,0.00093617-0.0014681i,0.0028701-0.0015345i,0.0031303-0.0011285i,0.0023495-0.00052595i,0.0021399-0.00055743i,0.0014455-0.00056324i,0.00067977-0.00048234i,0.00085334-0.000611i,0.0017217-0.00042551i,0.0023038-0.0005166i,0.0017293+0.00066418i,0.00085464+0.0019436i,-8.9171e-05+0.001309i,-0.0011323+0.00018169i,-0.00039574-0.00029272i,7.5741e-05-0.00072673i,-0.0005432-0.00060007i,-0.00068152-0.00034644i,-0.00026745-0.00082135i,0.00043168-0.00019529i,-3.6315e-05+0.00096867i
-0.0005296+0.0004206i,-0.0008508+0.00080055i,-0.0016297+0.0025946i,-0.0018916+0.0034708i,-0.00081213+0.002295i,-8.4624e-05+0.00050904i,-0.00014944-6.3593e-05i,-0.0002411-0.0007669i,-0.00042144-0.0013301i,-0.00033729-0.0012969i,-0.00031351-0.0016016i,-0.00016491-0.0017851i,-0.00024845-0.0011752i,0.00033352-0.00040416i,0.00095795+0.0002679i,0.00068986+0.00053769i,0.00076809+0.00032555i,0.00068964+0.00053813i,0.00025986+0.0012453i,8.4708e-05+0.001022i,9.0944e-05+0.00077751i,0.0001488+0.00074312i,5.9136e-05-0.00016668i
-0.0020462+0.0022702i,-0.0024644+0.0036045i,-0.0016649+0.0039972i,0.00010097+0.0034364i,0.0016727+0.0020402i,0.0013712+0.00055439i,-0.00035942+0.00059767i,-0.00099197+0.0002832i,-0.00080501-0.0004373i,-0.0010731-0.00039576i,-0.0010145+3.5822e-05i,-0.001097+8.4286e-05i,-0.0011802-0.00076205i,-0.001289-0.0014192i,-0.00077779-0.0015624i,0.00017714-0.0012881i,0.00050587-0.00059519i,0.00027507+0.00068745i,-0.00019643+0.0013967i,-0.00058428+0.00050988i,-0.00025426-5.3622e-05i,8.7032e-05+8.6108e-05i,0.00052719-0.00096654i
0.00066899-0.00088747i,-0.00067505-0.0010449i,-0.00023017-0.0016287i,0.0015099-0.0015327i,0.002727-0.0011499i,0.0020423-0.00097797i,0.0016359-0.0014306i,0.0020239-0.0014479i,0.0012312-0.00029497i,0.00066999+0.001119i,0.0015243+0.002211i,0.0019256+0.0024616i,0.00069463+0.0009309i,-0.00021464-0.00035166i,-0.0011547-0.001129i,-0.0011148-0.0014262i,-0.00077377-0.00070259i,-0.0015013-0.00075804i,-0.0013116-0.00093472i,-0.00033312-0.00040375i,0.00011169+0.00043391i,-0.00028173+0.00091806i,-0.00030508+0.00057167i
0.0010707+0.00227i,0.0024664+0.0034892i,0.0035899+0.0040474i,0.0032907+0.0035616i,0.0018097+0.0017165i,0.0009427+0.00058539i,0.00098866+0.0002466i,0.00038209-2.8841e-05i,8.1271e-05-0.00025693i,0.0012289-0.0015097i,0.0018711-0.0026498i,0.0018992-0.0020195i,0.0013459-0.0011899i,9.2144e-05-0.00066861i,-0.00082956+0.00079659i,-0.0011437+0.0013263i,-0.0010662+0.00030774i,-0.0010659-0.00083908i,-0.00028579-0.0011504i,0.00052472-0.00036468i,0.00055901-0.00025128i,0.00010556-0.0009192i,-5.7752e-05-0.0001632i
-0.00016901+0.00046234i,-0.0020742+0.0022758i,-0.0030732+0.0022383i,-0.0016171+0.00051417i,0.00068858-5.1454e-05i,0.0010263-0.00056162i,0.00019136-0.00033863i,-0.00010749-4.3723e-05i,-0.0010513-0.001122i,-0.0014855-0.0024339i,-0.0011553-0.0024718i,-0.00084519-0.0019563i,-0.00053532-0.0020134i,6.1995e-07-0.0013841i,0.0013607+0.00017545i,0.0016236+0.00094336i,0.0013294+0.001272i,0.0016993+0.00094652i,0.00098321+0.0010156i,0.00013473+0.0015737i,-9.769e-05+0.00090835i,-0.00019656-0.00017614i,-0.00015836-0.00052109i
-0.0033531-0.0023057i,-0.0049525-0.0034828i,-0.0051168-0.0024474i,-0.003748+0.0010852i,-0.0012243+0.0018452i,0.0011848+0.00070095i,0.0017065+0.00034243i,0.0017807+0.00045361i,0.0009579+0.00046198i,-0.0012694+0.00059523i,-0.0029443+0.00079072i,-0.0028252+0.00059762i,-0.0013593+0.00017132i,-0.00033036-0.00032101i,-0.00023052-0.00053415i,0.00011729-0.00042573i,0.00020858-0.00084123i,0.00033285-0.0012632i,-0.00068906-0.00059436i,-0.001591+0.00031362i,-0.0012877+0.00074705i,-0.0002776-5.1623e-05i,0.00060808-0.00037532i
0.0010385+0.00017944i,0.0021506+0.0011823i,0.0030264+0.0029588i,0.0031188+0.0032416i,0.0027743+0.0019423i,0.0012514+0.00020351i,0.0002827-0.00055737i,0.001071-0.0014561i,0.0015699-0.0013735i,0.0018401+0.00060763i,0.0020817+0.0023924i,0.0017136+0.0026125i,0.00096004+0.0016763i,0.0001193-0.00023195i,-0.00075287-0.0017083i,-0.0011157-0.0016277i,-0.00094291-0.0012379i,-0.0010558-0.00091175i,-0.0010166-0.00041666i,-0.00097607+0.00035424i,-0.0010792+0.0009303i,-0.0012464+0.00082964i,-0.00061901+0.00070989i
-0.0022226+0.0019557i,-0.0020286+0.0037383i,-0.0013492+0.0051214i,0.00078227+0.004227i,0.0025442+0.0016372i,0.0018492-0.00066381i,0.00045601-0.00080885i,-0.00029402-0.00096773i,-0.00027031-0.0011003i,0.0010144-0.0014299i,0.0022569-0.0023907i,0.0021517-0.0029637i,0.0015574-0.0024792i,0.001293-0.0014337i,0.00070108-0.00032471i,7.9133e-05+0.00033958i,1.0882e-05+0.00053358i,0.00022272+0.00022542i,0.00080805-0.00043274i,0.0014028+0.00036969i,0.0014063+0.00075593i,0.0008569-2.2237e-05i,-0.00036201-0.00063479i
-0.0016242-0.0013475i,-0.0012954-0.0016109i,0.0011208-0.0018448i,0.0025766-0.0013547i,0.0030312-0.00079597i,0.0028685-0.00062194i,0.0016386+0.0001512i,0.00069019+0.0003762i,-0.0003518-0.00060465i,-0.0010852-0.0017371i,-0.0016996-0.0017499i,-0.0024582-0.001425i,-0.0025696-0.0012617i,-0.0017677-0.00081772i,-0.00048389-7.2712e-05i,-0.00013146+0.0011627i,9.849e-05+0.0014134i,0.000286+0.00097332i,0.00027997+0.0011727i,0.00073977+0.0012747i,0.0012227+0.0007883i,0.0013844+0.00043306i,0.0012713+0.00053392i
0.0010638-0.0016078i,-0.00031103-0.00086266i,-0.0028495-1.6792e-05i,-0.0040133+0.0014557i,-0.0041047+0.0022791i,-0.0027139+0.001429i,0.00017759+7.9227e-05i,0.0018829-0.00054461i,0.00077919+0.00027348i,-0.0015725+0.00092437i,-0.0020316+0.00088641i,-0.0013008+0.001548i,-0.00060746+0.0019722i,-3.1369e-05+0.0008507i,0.00027093-0.00071942i,0.00015885-0.0017871i,1.3816e-05-0.0020769i,4.0888e-05-0.0021672i,0.00026251-0.0020616i,0.00014034-0.0010186i,-0.00017253-0.00031083i,-0.00010177+2.9795e-05i,-0.00031653+0.00074453i
0.00011578+0.0037175i,0.00091699+0.0041173i,0.00085011+0.0053569i,0.0024834+0.0041266i,0.0046797+0.0011725i,0.0038923+2.1778e-06i,0.0017198-0.00056491i,0.0005614-0.0015314i,0.00050656-0.0012846i,0.0010654+0.0003145i,0.0020942+0.0016105i,0.0019503+0.0015335i,0.00090195+0.00050286i,0.00035681+0.00053662i,0.00049538+0.00074906i,0.00027509+0.00067575i,0.00018671-8.5288e-05i,0.00032263-0.00040129i,0.00019437-0.00013417i,-2.1575e-06-0.0005621i,0.00014458-0.00027721i,-0.00042175+0.00040598i,-0.00067483+0.00020277i
0.0025491+0.0017585i,0.0022292-0.0003259i,0.0024362-0.0033048i,0.0024713-0.0044543i,0.00089833-0.0032601i,0.00022391-0.00078456i,0.00047711+0.00089687i,-3.6075e-06+0.00039752i,9.4971e-05-0.0014837i,0.0005955-0.0020042i,0.0010676-0.001309i,0.0010766-0.00016534i,0.000399+0.00037306i,-0.00042446+0.00087701i,-0.0010539+0.0014906i,-0.00046598+0.0018611i,0.0001944+0.0025591i,0.00067257+0.0021316i,0.0010378+0.0013024i,0.00078245+0.00053371i,0.0007004-0.00020204i,0.00093741-0.00026471i,0.00039591+0.00050106i
0.0018942-0.00083191i,0.00049992-0.0016461i,-0.00055056-0.0017202i,-0.0012013-0.0011189i,-0.00095209-0.0020957i,-0.00049955-0.0013787i,4.2453e-05+0.00098465i,0.0006205+0.0013287i,0.00015474-7.7404e-05i,-0.0011084-0.0016244i,-0.0017792-0.0025555i,-0.0014668-0.0027588i,-0.0011039-0.0016617i,-0.0010734-0.00024242i,-0.0017242+6.0776e-05i,-0.0015734-0.00039277i,-0.00034538-0.00050485i,0.00012524-0.00050795i,3.8834e-05-0.00027819i,0.00061597+0.00013022i,0.0010255+0.0001038i,0.00045102+0.00043073i,0.00023019-3.2568e-06i
-9.2435e-06+0.0010251i,-0.00071718+0.00042625i,-0.00042684+0.00081129i,0.00028864+0.0021066i,0.00045586+0.0020845i,0.00057544+0.0010788i,0.00049228+0.00048648i,0.00014468+6.344e-06i,-0.00069749+1.751e-06i,-0.0012615+0.001238i,-0.0010013+0.0019121i,-0.0010285+0.00030888i,-0.00084781-0.00080903i,-0.00053395-0.00071808i,-0.00046926-0.0014419i,-0.00042184-0.002078i,-0.00020929-0.001905i,-0.00012558-0.0013332i,0.00017284-0.00089615i,0.00013154-0.0011701i,-0.00052799-0.0011984i,-0.00061546-0.00042116i,-0.00051914+0.00017414i
0.0018541+0.0016753i,0.0028531+0.0020242i,0.0037724+0.0016069i,0.0036291+0.001146i,0.002933+0.0011782i,0.0026166+0.0014907i,0.0024691+0.0015718i,0.0023111+0.00012128i,0.0031952-0.0011683i,0.0038383-0.00054297i,0.0034105+0.00033774i,0.0024784+0.00081162i,0.0008017+0.0016708i,5.5542e-05+0.0018542i,3.1346e-05+0.0015594i,-6.9502e-05+0.00092234i,0.00050261+0.00036928i,0.00054405+0.00017256i,0.00031343+3.4131e-05i,-0.00010215-0.000524i,-0.00019488-0.00089856i,1.6537e-05-0.00087416i,-0.00010031-0.00053291i
-0.001313+0.0045638i,-0.0029258+0.0041921i,-0.0030184+0.003705i,-0.00068668+0.0023634i,0.0017265-0.00028037i,0.0012026-0.0027072i,-0.00022854-0.0029044i,-0.00044043-0.0022182i,-0.00010125-0.0022129i,0.00056464-0.0030284i,0.0015253-0.0030793i,0.00092224-0.002356i,-0.00070805-0.0017967i,-0.0015717-0.001084i,-0.0017354-0.00043326i,-0.0013731+9.4993e-05i,-0.00052006+0.00079578i,0.00055193+0.0006099i,0.0002551+0.00061124i,-0.00075323+0.00090089i,-0.00068645+0.00071004i,-0.00034097-0.00014063i,0.00035881-0.00055908i
0.0025053-0.0013814i,0.002314-0.0021509i,0.0018841-0.0020789i,0.0017492-0.0003339i,-0.00032535+0.00097371i,-0.0020008+0.0020267i,-0.0013644+0.0021947i,-0.00028329+0.0012671i,-0.00066508+0.00064854i,-0.0019756-0.00025243i,-0.0021356-0.00087907i,-0.0016904-0.00064724i,-0.0017111-4.118e-05i,-0.0016391+0.00065284i,-0.0015926+0.00075678i,-0.0013554-0.00012199i,-0.00054566-0.00032296i,-3.0619e-05+5.3757e-05i,0.00013993-4.7844e-05i,7.7828e-05+4.6179e-05i,-0.00039739-0.00013576i,-0.00039702-0.00068285i,-0.00027784-0.00013515i
0.0024529+0.00053581i,0.0028535+0.00092421i,0.0025729+0.0016693i,0.0016618+0.0010812i,0.00094437+0.00013152i,0.001296+0.00079289i,0.0016994+0.0018615i,0.0013867+0.0013254i,0.0012392+7.9004e-05i,-0.00023509+0.00025386i,-0.0013197+0.0017903i,-0.00031726+0.0018386i,-0.0002011+0.0013101i,-0.0005953+0.0010769i,0.0006199+0.0012012i,0.0012986+0.0015675i,0.00020423+0.00070814i,0.00031176-7.2145e-05i,0.00063669-0.00010377i,-5.9566e-05-0.0010457i,-0.00031897-0.00080022i,-0.00075617+0.00016815i,-0.00060954-0.00046569i
-0.0041024+0.00033488i,-0.0053055+0.00065962i,-0.0058691+0.001031i,-0.0041098+0.0010931i,-0.00088245+0.00022231i,0.00082696-0.0015952i,0.001927-0.002735i,0.0024915-0.0019412i,0.0012919-5.8796e-05i,0.0012197+0.0011758i,0.0020416+0.00075015i,0.0014948-0.00027457i,0.0012268-0.00086828i,0.0011446-0.00058945i,0.0010939-0.00019455i,0.0016592+0.00035153i,0.001422+0.00067098i,0.00044553+0.0013563i,-0.00060625+0.0015059i,-0.00031883+0.00059065i,0.00054886-6.7077e-05i,0.00020953+0.00015563i,-0.00028145+0.00029356i
0.0021702+0.0029458i,0.0035183+0.001959i,0.0047753+0.00099301i,0.0037061+0.00029856i,0.0015162+0.00010183i,-0.00044368+0.00091785i,-7.9616e-05+0.0012596i,0.0012328-0.00020755i,0.0010351-0.0010261i,0.00037395-0.001652i,0.00058359-0.0022229i,0.00022539-0.0016979i,-0.00099157-0.0015668i,-0.0018017-0.00093937i,-0.0023165-0.00012479i,-0.0016847-0.00037157i,-0.00077363-0.00092158i,-0.00067929-0.00072142i,-0.001521+0.00024311i,-0.0013922+0.00081035i,-0.00075953+0.00043863i,-0.00052259-0.00030414i,-1.9339e-05-0.00031211i
0.0053786-0.00060466i,0.0057711+0.00015572i,0.0056459+0.0008361i,0.0035642+9.6473e-05i,0.00087433-0.0012167i,-0.0011047+0.00047042i,-0.001049+0.002722i,0.0002666+0.0020394i,0.00033454-0.00017314i,-0.001427-0.0014087i,-0.0025132-0.0011666i,-0.0017526+0.00031871i,-0.0018272+0.0015427i,-0.0028559+0.0014754i,-0.0028715+0.00038617i,-0.0014307-0.00037752i,-4.3691e-05+4.5329e-05i,0.00029352+0.00013468i,0.00054008+0.00020165i,0.00059286+0.00031173i,0.00075712-0.00024057i,0.00033587-0.00023679i,-0.00018397-7.5099e-05i
0.0014631+0.00082157i,0.0006368-0.00074785i,-0.0011206-0.0037925i,-0.0017998-0.0048157i,-0.0017141-0.0039886i,-0.0021716-0.0026213i,-0.0016683-0.0015511i,-0.0012729-0.001341i,-0.00056385-0.0010789i,-0.00070439+0.00035653i,-0.0011268+0.0011242i,-0.0006726+0.00058896i,-0.00079312+0.0010605i,-0.0017258+0.0012063i,-0.0017554+0.00099573i,-0.00031394+0.0013783i,0.0014257+0.0012039i,0.00099677+0.0010955i,-0.00037532+0.00086415i,-0.00013299+0.00038902i,0.00016058+0.00017017i,0.00030785-0.00029465i,6.5525e-05-0.00099828i
0.0046057+0.0016816i,0.005467-0.00045945i,0.0048504-0.0011315i,0.002075-0.00091737i,-0.0011305-0.0014321i,-0.0041582-7.3044e-05i,-0.0051787+0.0029544i,-0.0034959+0.0040936i,-0.00082371+0.0022539i,0.00087813+0.00028744i,0.0013648-0.00025826i,0.00064816+7.7275e-05i,-0.0012787+0.00070826i,-0.002536+0.0014156i,-0.0016762+0.0019914i,-0.0008709+0.0019364i,-0.00092702+0.0008942i,-0.0011652-0.00020106i,-0.00087288-0.00037403i,-0.00059093+0.00029385i,-0.00086365+0.00062481i,-0.0010569-0.00033726i,-0.00026744-0.001086i
0.0081458+0.0019628i,0.008416+0.00038792i,0.0088598-0.0019285i,0.0053618-0.0032696i,8.0885e-05-0.0048678i,-0.0038177-0.0026715i,-0.0022758+0.00167i,0.0011658+0.0030397i,0.0038869+0.0016082i,0.0031005-0.0014761i,0.00020925-0.0032189i,-0.0002079-0.0014944i,-0.00033749+0.0010817i,-0.0022792+0.0016945i,-0.0040626+0.00087239i,-0.0029261+0.00025375i,-0.0013369-0.00042012i,-0.00047683-0.00082366i,0.00035099+0.0001825i,0.00054763+0.00085477i,0.0011538+3.7718e-06i,0.0012299-0.00019992i,-0.00011575-0.00029629i
-0.022659-0.0097256i,-0.024982-0.0025483i,-0.026852+0.011052i,-0.01515+0.018418i,0.0015093+0.020242i,0.014727+0.011813i,0.014017-5.5085e-05i,0.0074073-0.006224i,0.0010539-0.005687i,-0.001195-0.0001662i,0.00091606+0.0026514i,0.0032125+0.00054636i,0.0064469-0.003841i,0.010189-0.0069798i,0.011319-0.0064974i,0.0072048-0.0034766i,0.0020635+0.00010822i,0.00073295+0.00030719i,0.00076081-0.0028682i,-0.00023007-0.0036025i,-0.0017666-0.0017067i,-0.0019121+0.00094826i,0.00042103+0.0025854i
-0.004858+0.00033023i,-0.004532+0.0024939i,-0.0028916+0.003987i,7.6178e-05+0.0031294i,0.001756+0.0013795i,0.0025904-0.0010619i,0.0013952-0.0030317i,-0.0014405-0.0041739i,-0.0043287-0.002796i,-0.004357+0.0012183i,-0.0018568+0.0022343i,8.2169e-05+0.00049765i,0.0012121-0.00069654i,0.0018827-0.00021669i,0.0025419+0.0010372i,0.0020369+0.00085082i,0.00097451+3.8342e-05i,-5.8385e-05-0.00018699i,-0.0012846-0.00048213i,-0.0017574-0.00045846i,-0.0018791-0.00013386i,-0.0016326+0.00026435i,0.00051302+3.5083e-06i
-0.0036566+0.00010937i,-0.0055749-0.00085003i,-0.0065244-0.00078674i,-0.002991+0.00050869i,0.0011127+0.0019601i,0.0032823+0.0033333i,0.0024235+0.0046096i,0.00015284+0.0048564i,-0.0007711+0.004947i,0.0011995+0.0038871i,0.0027678+0.0021306i,0.0011704+0.00080522i,5.8667e-05+0.00047161i,0.00056257+0.00098856i,0.00079728+0.00030633i,-5.69e-05+0.00026327i,-0.001307+0.00095853i,-0.0021046-0.00039469i,-0.0018321-0.0012432i,-0.0012308-0.00042346i,-0.00043287+0.00035308i,0.00045983+0.00037522i,0.0010552-0.00048644i
-0.00092379-0.00051633i,-0.00018742+0.00025253i,-5.9611e-05+0.0039698i,0.00046999+0.0064604i,0.0023643+0.0052017i,0.005225+0.0022607i,0.0060538+0.00064578i,0.0052997+0.00095032i,0.0043573+0.00074226i,0.0033634-0.00018207i,0.0022126-0.00016275i,0.00086923+0.00081969i,0.00038812+0.00022931i,0.00082935-0.0013774i,0.00099397-0.0010774i,0.00045274-0.00034103i,0.00036119-0.00021774i,0.00080705-0.00065921i,0.0014561-0.00029367i,0.0018884+0.00051247i,0.0016592+0.00086535i,0.00071067+0.00058078i,0.00025109-0.00021385i
-0.0027132+0.0049418i,-0.002025+0.0067968i,0.00019745+0.0058246i,0.003679+0.0019162i,0.0045206-0.00093891i,0.0030699-0.0017592i,0.0038143-0.0027174i,0.0053073-0.0036358i,0.0038415-0.0039849i,0.0010748-0.0033001i,-2.1449e-05-0.0020746i,-0.00020672-0.0016284i,7.4745e-05-0.0016312i,0.00051329-0.0017288i,0.0010596-0.0020746i,0.00074557-0.0026763i,0.00077711-0.0012986i,0.00075728+0.00061951i,-5.7195e-05+0.0012035i,-0.00042028+0.0011506i,-0.0010294+0.00045336i,-0.0017484+0.00053053i,-0.0012125+0.00057812i
-0.0026308-0.0025556i,-0.0037689-0.0040545i,-0.003644-0.0031893i,-0.0029463-0.00093912i,-0.0017071+0.00039914i,3.9254e-05+0.00080979i,6.0273e-05-0.00035784i,-0.0011883-0.0031883i,-0.0021939-0.0039623i,-0.0025375-0.0010625i,-0.0016798+0.00060969i,-0.00098248-0.00018812i,-0.00055749+5.3408e-05i,5.3806e-05+0.00021432i,0.00019995+0.00035888i,-0.00011878+0.00052421i,-0.00065707+0.00016066i,-0.001417+0.00018204i,-0.0014348+0.00024192i,-0.0012082+0.00025939i,-0.0011316-0.00026969i,-0.00057338+0.00010023i,0.00027697+0.00033602i
