0.00028317+0.0004603i,0.0011026-0.00061877i,0.001247-0.0019735i,0.00012993-0.0018586i,-0.0013124-0.00057321i,-0.0023171+0.001419i,-0.0013582+0.0018692i,0.00060806+0.00072748i,0.0014385+0.00024581i,0.0017503+0.000245i,0.0015203-6.9493e-05i,0.0004876+0.00011032i,-3.7539e-05+0.0004823i,0.00024848+0.00040214i,0.00016885-8.0623e-05i,0.00020662-0.00032291i,0.00010324+0.00010162i,0.00015245-0.0001818i,0.00021437-0.00061169i,-0.00051089-0.00075831i,-0.00016079-0.00071968i,0.00046923-0.00011776i,0.00027479+5.4879e-05i
-0.0011189-0.0001839i,1.0956e-05-0.00025799i,0.00065814+0.00057249i,-0.00013371+0.00055456i,-0.00090242-0.0003765i,-0.00064873-0.00087069i,-0.00082241-0.00079534i,-0.0012927-0.00036644i,-0.00096423+0.00018046i,-0.00055553+0.00037445i,-0.00031284+9.7288e-05i,9.4264e-05+0.00027168i,7.2109e-06-0.00035139i,-0.00055658-0.0013163i,-0.00026099-0.0010602i,0.00035227-0.00033154i,-0.00051853+6.9642e-05i,-0.00085132+0.00048083i,-0.00038362+0.0010792i,-0.00010784+0.00066102i,-0.00029804-0.00013753i,-0.00057743-0.00057662i,-0.00062262-0.0003496i
0.0012485+0.0011301i,0.0010321-8.8108e-05i,0.00010892-0.00078162i,-0.0003693-0.0010731i,-0.00012681-0.001466i,-0.00079001-0.0015117i,-0.00086827-0.0010999i,0.00019211-0.00028728i,0.00017516+5.1646e-05i,-0.00024853-0.00041746i,-0.0006029-0.00060076i,-0.00045948+1.5743e-05i,-0.00015333+0.00039338i,6.1291e-05+0.00023214i,0.00042278+0.0001813i,0.00029938+0.00046605i,0.00035506+0.00040437i,0.00077214+0.00064213i,0.00055943+0.0011457i,0.00046136+0.00099506i,0.00076042+0.0003601i,0.00036504-0.00042089i,-0.00038897-0.0006104i
0.0013228+0.0012188i,0.001245+0.0011549i,0.0020731+0.0009023i,0.0019878-0.00059843i,0.0010571-0.0018i,0.00020252-0.0021169i,-0.00046542-0.00091982i,-0.00087282+7.6972e-05i,-0.00091421-7.0613e-05i,5.6919e-07-0.0005421i,0.00071103-0.00041398i,0.00066944-0.0002912i,-0.00019804-0.00058079i,-0.00088895+6.1655e-05i,-0.00060958+0.00078486i,-0.00036009+0.00067973i,-0.0003098+0.00052432i,-0.00059808+0.0010646i,-0.0006239+0.0012044i,0.00013751+0.00089052i,-2.8769e-05+0.00013153i,-0.00014935-2.1052e-05i,-0.00061466-8.1144e-05i
0.00059841-0.0015754i,0.00061381-0.0019602i,0.00037763-0.002594i,-0.0006717-0.0031941i,-0.0026851-0.002906i,-0.0028961-0.0016604i,-0.00093658-0.00092631i,0.00020485-0.00045744i,0.00051516-0.00023258i,1.2947e-05-5.7911e-05i,-0.00018149+0.00032375i,0.0004801+0.00049714i,0.00060796+0.00041015i,0.00055912-0.00015593i,0.00085967-0.00016178i,0.00043612+6.3125e-05i,0.00016646+0.00014093i,0.00016823+0.00038582i,0.00013417+0.00035918i,8.2886e-05+7.5504e-05i,-0.0001072-0.000392i,-0.00046471-0.0010132i,9.3604e-05-0.00038296i
-1.7235e-05-0.001995i,0.0011643-0.0015498i,0.00012364-0.00078935i,-0.00076374-0.00059026i,-0.00068254-0.00058639i,0.0002357-0.001533i,-0.00012196-0.00074877i,-0.00045442+0.00039625i,-0.00018522+0.00063627i,-0.00037698+0.0012263i,-0.00023521+0.0012237i,-0.00036335+5.9535e-06i,-0.00030929-0.0012017i,-3.9229e-05-0.0012444i,-0.00023645-0.0002127i,-0.00063325+0.00037254i,-0.0010721-0.00036465i,-0.00041162-0.0007458i,0.00032322-0.00012305i,0.00021874+6.8226e-05i,-0.00022051-0.00016378i,-0.00063916+8.3036e-05i,-5.619e-05+0.00087003i
-0.0015356+0.00061146i,-0.00051135+0.00042921i,-0.00055616-0.00066736i,0.00025761-0.0014591i,0.00031924-0.001464i,-0.00069634-0.00096179i,-0.00054194-0.00022736i,0.00041211-0.00018717i,0.00087999-0.00075432i,0.00053758-0.0011893i,0.0003307-0.00078992i,0.00025563-2.3623e-05i,0.000604+0.00027168i,0.0012824-0.00010979i,0.0015768-0.0012016i,0.00023217-0.00090354i,-0.00065501+9.3773e-05i,-0.00030354+0.00055923i,7.7534e-05+0.00083447i,-1.8758e-06+0.00064165i,-0.0004043-0.00022861i,-0.00039049-0.0001402i,-0.00020951-0.00018879i
-7.4132e-05+0.0012753i,0.00093854+0.0016342i,0.0013644+0.0016122i,0.0013514+0.00071006i,0.00028842-0.00014174i,-0.00068578-0.0011471i,-0.0013888-0.0017863i,-0.001353-0.0011383i,-0.00039703-0.00044036i,8.2638e-05+0.00017523i,-0.00048933+0.00029335i,-0.00092325+0.00052964i,-0.0010238+0.00069718i,-0.00064029+1.3873e-05i,0.00067879-0.00084355i,0.00098565-0.00054675i,0.00048223+0.00039547i,0.00037361+0.0004158i,0.00042528-0.00013728i,-0.00020868-1.8537e-05i,-0.00060837+0.0003471i,-0.00075083+4.4458e-05i,-0.00039493-0.00014619i
-0.0024246-0.00054925i,-0.00074349-5.0644e-05i,0.00051234+0.00029193i,0.00088313-0.00061049i,0.00028681-0.0014185i,-0.00042265-0.0011886i,-3.8272e-07-0.00018373i,0.00069364+0.00054765i,0.00010915+0.00066025i,6.0271e-06+0.00065009i,0.00077366+0.00043248i,0.00065164+0.00054385i,-0.00042099+0.0008496i,-0.00085224+0.00044467i,-0.0010105-0.00043432i,-0.0012859-0.00085252i,-0.00037023-0.00028743i,6.0723e-08+0.00011875i,-0.00056545-0.00055762i,-0.0010297-0.00098669i,-0.00060443-0.0008791i,0.00029162-0.00081068i,0.00067473-0.00019682i
0.0012003-0.00069344i,0.0015623-0.001844i,0.0012347-0.0017238i,-0.00015966-0.001813i,-0.0020598-0.0024033i,-0.0026131-0.0027645i,-0.0019402-0.0015822i,-0.00036311-0.00031262i,0.0011152+5.1549e-05i,0.00058611-5.4487e-05i,5.1585e-05-0.00027416i,0.00067351-5.7049e-05i,0.0001495-0.00046248i,-0.00065495-0.00053532i,-0.00072408+0.00076438i,-0.0011679+0.0011843i,-0.00015094+0.00065662i,0.00038566+0.00064541i,-0.00043029+0.0008979i,-0.00047266+0.0010375i,0.00016797+0.00070136i,0.000749+0.00055321i,0.0008461+0.0007506i
0.00071355+0.0041622i,0.0016614+0.0035016i,0.0019429+0.001499i,0.001954+6.7768e-05i,0.0019415-0.00062412i,0.00080053-0.0016779i,0.00017817-0.0010225i,4.9864e-05-1.7679e-05i,-0.00067948-0.00023723i,-0.00045857-0.00047829i,0.00029803+0.00010675i,0.00052294+0.00012941i,-0.00013643+0.00062104i,-0.0010115+0.0016835i,-0.0010493+0.00087581i,-0.00016404+0.00015232i,-0.00024391+0.00022117i,-6.3107e-05+0.0001702i,0.00040812+0.00044093i,-6.1372e-05-1.7217e-05i,-0.00052779-0.00074354i,-0.00040038+2.4565e-05i,-0.00032954+0.00087141i
0.0018176-0.00045487i,0.0019865-0.0010571i,0.0012748-0.0016505i,0.00010624-0.0022627i,-0.00037836-0.0022716i,-0.0013171-0.0023391i,-0.0010498-0.0018575i,-0.00011132+5.0466e-05i,-8.3593e-05+0.00093434i,-0.0011174+0.00069669i,-0.0016132+8.8077e-05i,-0.0010044-0.00088626i,-0.00093581-0.0012251i,-0.00036257-0.00031103i,0.00059009+0.00075255i,0.00013082+0.00049114i,-0.00072406+0.00032613i,-0.00079762+0.00011743i,0.00037805+8.1826e-05i,0.0010869+0.00030542i,0.0014405+0.00077015i,0.0006834+0.00048392i,7.0223e-06-0.00032624i
9.321e-05+0.00043319i,0.00010678+0.00041841i,0.00066986-0.00013525i,0.0010545-0.0010998i,-0.00018596-0.001867i,-0.0010191-0.0014547i,-0.00086967-0.00061466i,-0.0007048-0.00017484i,-5.8546e-05-0.00017428i,0.00044529-0.00048672i,-0.00019074+0.00025833i,-0.00018703+0.00043841i,0.00010926-3.1189e-05i,9.0151e-05+0.00030156i,0.00021514+0.00054154i,0.00023022+0.00075984i,0.00056754+0.00021826i,0.001469-0.00053745i,0.0014483+5.5981e-05i,0.00059762+0.00061956i,-9.0746e-05+0.00017157i,-0.00033514+6.2963e-05i,-0.00060249+0.00036699i
0.001111+0.00012114i,0.00042941-0.00077543i,0.00056018-0.0014901i,0.00020299-0.001726i,-0.0015278-0.0019144i,-0.0024322-0.001481i,-0.0022863-0.0010269i,-0.001694-0.00046875i,-0.00099953+0.0006726i,-0.00061274+0.0010988i,-0.00086273+0.00038835i,-0.00066458+0.00038969i,8.4639e-05+0.00053257i,0.00099084+0.00045901i,0.00082587+0.00089618i,-2.6946e-05+0.0010142i,-4.9111e-05+0.00030525i,9.5189e-05-2.3421e-05i,-1.5398e-05+0.00018353i,-0.00053066-0.0001398i,-0.00055855-0.00013574i,0.00015821+0.00044117i,0.0004497+0.00091643i
0.00092772+0.002677i,0.0011496+0.0019415i,0.00087503+0.00066806i,0.00030736-0.00096537i,-0.00014591-0.001318i,-0.00029512-0.0012972i,-0.00050188-0.00069868i,-0.00010236-0.0003344i,0.0010697-0.00026717i,0.0014592+0.00048526i,0.00087155+0.00096743i,-4.05e-06+0.00047725i,-0.00019208-0.00042121i,0.00025768-0.00013202i,0.00019513+0.00029203i,0.00018706+0.00071107i,0.00018353+0.00044611i,0.0004647+3.8885e-05i,0.0013443+0.00020364i,0.0011716-0.00013735i,0.00076423-0.00011514i,0.00039253+6.4964e-05i,-0.00029266+7.262e-05i
0.0010039+0.00085321i,0.0017215-0.00018523i,0.0011146-0.00099798i,0.00062255-0.00075373i,0.00050031-0.0013981i,-0.00048021-0.0022003i,-0.00046282-0.0021863i,-0.00022754-0.0014489i,0.00024732-0.00058365i,0.00073383-0.00032155i,0.00044014-0.00035208i,0.00053657-7.1546e-05i,0.00076732-0.00015784i,0.0010156-0.00060714i,0.0003925-0.0004472i,-0.00048183-2.212e-07i,-0.00049031-0.00028491i,-0.00020413-0.00059818i,-0.00029267+0.00015719i,-0.00097853-9.3023e-05i,-0.00056119-0.00031858i,0.0003539+0.00052999i,0.0010267+0.00093942i
0.00023366+0.0016357i,0.0015261+0.00087479i,0.0023124+0.00010787i,0.00098438-0.00029873i,-0.00014492-0.0021731i,-0.00039203-0.0036234i,-0.00047253-0.0021397i,-5.8482e-05-0.00030058i,0.00079766-0.00013197i,0.00073353-0.00031808i,7.5052e-05-0.00029598i,-0.00022632-0.00010809i,6.0811e-05-0.00031152i,0.0006594-0.00028201i,0.00073205+6.1288e-05i,0.00045995+0.0001002i,-0.00039024-0.00049446i,-0.00070615-0.0010189i,-0.00048967-0.0012328i,-0.00050548-0.00065425i,-0.00093128-2.3584e-05i,-0.0010109-1.5262e-05i,-0.00095922+6.3247e-05i
0.00060197+0.00036952i,0.0017931-0.00030427i,0.0019001-0.0014306i,0.0011739-0.001447i,0.00081509-0.0014143i,-0.00018579-0.0017064i,-0.00063431-0.0010287i,0.00040841-0.00044246i,0.00060359-0.00028812i,0.00061735+0.00048739i,0.00079461+0.0011304i,0.00041354+0.0011307i,-0.00042148+0.001685i,-0.00087293+0.0015579i,-0.00078628+0.00061057i,-0.0003449+5.0615e-05i,-0.00036293+0.0004295i,-0.00033459+0.00057417i,-0.00021168+0.00033131i,-0.00031389+0.0001712i,-8.2923e-05-0.00025104i,0.00052192+5.956e-05i,0.0006603-9.2415e-05i
0.00086332-0.00046947i,0.0010421-0.00055094i,5.3328e-05-0.00042244i,-0.00083219-0.00082231i,-0.0015913-0.0010885i,-0.0016717-0.0015325i,-0.0017963-0.0016273i,-0.0013493-0.0010178i,-0.00072258-0.0007695i,-0.00069869-0.00060545i,-0.00030783-0.00069048i,0.00042038-0.00068746i,0.00053694-0.00047295i,0.00027274-0.00019812i,0.00015682+0.00046301i,8.0171e-05+0.00028086i,-0.00017421+0.00024175i,2.8562e-05+0.00032396i,-1.9784e-05-0.00031343i,-0.00081741-0.00046553i,-0.00059975-0.00059002i,0.00053271-0.00046001i,0.00054236+6.4733e-05i
-0.00098814+0.0019396i,0.00047257+0.0018309i,0.0015337+0.0015068i,0.001112+0.00065536i,0.00034564-0.00039476i,-0.00050485-0.00041934i,-0.00098717-0.00057687i,-0.00071847-0.0006885i,-0.00037067-0.00072852i,-6.6674e-05-0.0004049i,-7.7248e-05-0.00069212i,0.00041907-0.0014081i,0.0010067-0.00048949i,-0.00010609+0.00046668i,-0.00059771+0.00047491i,-0.00024086-9.8813e-05i,-0.00056822-0.00048649i,-0.00055006-0.00032446i,0.00050937+0.00015235i,4.5558e-05+0.00017473i,-0.00058474-0.00020197i,1.4018e-05-0.0005109i,-7.9826e-05-0.00034793i
0.0020744+0.0018036i,0.0018477+0.0007951i,0.0020521-0.00087377i,0.00144-0.002125i,0.00011349-0.0030892i,-0.00037687-0.0026661i,0.00020994-0.0005558i,0.00040921+0.00078346i,0.00055761+0.00055924i,0.00050331-2.2019e-06i,0.00051991-0.00081791i,0.00010817-0.00067476i,-0.00057104-5.3345e-05i,-0.00059103+0.00055386i,-8.8276e-05+0.00045108i,-0.00028921-4.9388e-05i,-0.00036863-0.00015927i,-0.00017656-4.2352e-05i,-0.00048635-8.9623e-05i,-0.00058693+6.088e-05i,-0.00022038+0.00038121i,-0.00091726+0.0011866i,-0.0012738+0.0015821i
-0.0014158+0.00023334i,-0.00025509+0.00065444i,8.1044e-05+0.0017882i,-0.0003249+0.0018645i,-0.00022221+0.001063i,-0.00042676+0.00042511i,-0.00064562-0.0001484i,-0.00042868-0.00066805i,-0.00011651-0.0006777i,6.6203e-05+0.00048269i,7.1315e-05+0.00073406i,-4.3073e-05-3.4991e-05i,-0.00012092+0.00028666i,-0.00072313+0.00045956i,-0.00093963+6.3641e-05i,-0.00061891+7.7076e-05i,-3.0767e-05+0.00041289i,0.00029604+0.00033636i,-6.9219e-05+5.5146e-05i,-0.00029045+0.0002099i,-0.0008078+9.316e-05i,-0.00075539-0.000197i,5.4927e-05-0.00065917i
0.00068003-0.0020716i,0.00031393-0.0033356i,0.00019121-0.0044076i,-0.00053527-0.0039499i,-0.0017347-0.0038613i,-0.0017907-0.0031985i,-0.00045392-0.0012705i,0.00027006-1.2861e-05i,0.00059389+0.00053061i,0.00055873+0.00081771i,-0.00040748+0.0001758i,-0.00061822-0.00032113i,-0.00039924-0.00094152i,0.0002178-0.0012904i,0.00013969-0.00042051i,-0.00079862+6.1259e-05i,-0.00072265-9.6191e-05i,-0.000308-0.00069571i,-0.00040319-0.0010107i,-0.00071711-0.000484i,-0.00048391-0.00019847i,2.4672e-05+5.7414e-06i,0.00028384-0.00037468i
0.0012419+0.00011318i,0.000594+0.00042858i,1.7883e-05-0.00075314i,-0.00082686-0.0016643i,-0.0013772-0.0014768i,-0.00093005-0.0014927i,-0.00085025-0.001062i,-0.00073063-0.00089141i,-0.00025708-0.0012927i,-0.00036545-0.00045891i,0.00027551+0.00059307i,0.001529+0.001002i,0.00085338+0.00075816i,-0.00087506+0.00032691i,-0.0012469-0.00026802i,-0.00039807+0.00016062i,-0.00066557+0.0002943i,-0.0011638-2.7332e-05i,-0.00058318-0.00022091i,0.00014051-0.00066439i,0.00061852-0.0009015i,0.00059171-0.00095829i,-8.9916e-05-0.00044942i
-0.00079383-9.5778e-05i,-0.0006456-0.00027937i,-0.00032258-0.0004641i,-0.000124-0.00069712i,-0.00045727-0.0012369i,-0.0011675-0.0022306i,-0.0012164-0.0016938i,-0.00087649+0.00015344i,-0.00080095+4.6674e-05i,-0.00097929-0.00061574i,-0.00030515-2.6715e-05i,0.00040441+0.00048867i,0.0007012+0.00012349i,0.001046-0.00016966i,0.00059458+5.8269e-05i,0.00030328-4.5251e-05i,-4.3128e-05-5.8195e-06i,1.6541e-05-0.00024878i,0.00043489-0.00075942i,0.00038508-0.00025633i,0.00031618+0.00012974i,0.00044035+0.00026266i,0.00017542+0.00032055i
0.00091568+0.00041389i,0.00077416-0.00028265i,0.00067873+0.00053516i,0.00049601-0.00015895i,0.00028527-0.0021472i,-0.00020579-0.0026107i,-0.00088973-0.0010264i,-0.0014321+0.00040673i,-0.0010766+0.00060901i,-0.00014516+0.00011032i,0.00021173-0.00038797i,-0.00057698+0.00013324i,-0.00048756+0.00017992i,-8.6238e-05-0.00035052i,0.00027794+0.00020199i,0.00024604+0.00052277i,0.00013132+0.0004514i,0.00016596+7.7639e-05i,-0.0004267+0.00021081i,-0.00084725+0.00083278i,-0.0010777+0.0011463i,-0.00096804+0.0013132i,-0.00088648+0.00060609i
-0.00091338+0.00040121i,0.00038171-0.00020518i,0.0017379-0.00067385i,0.00081727+0.0002566i,-0.0010731-5.7825e-05i,-0.00063176-0.0012839i,0.0002234-0.00087496i,0.00010367+6.6632e-05i,-0.00020646-5.2343e-05i,-0.001023-8.8301e-05i,-0.0016933+0.00047547i,-0.00093358+0.00020239i,0.00054113-0.00029636i,0.0010674-0.00061366i,0.00047385-0.00051343i,0.00027204-3.3294e-05i,0.0011349-7.4686e-05i,0.0016184-0.00057923i,0.00096702-0.00094933i,-0.00036615-0.00039545i,-0.00096115+0.00069955i,-0.00078634+0.00080153i,-0.00047494-0.00016369i
0.00098871+0.00052616i,0.0015422+0.00041109i,0.0017654-0.00055872i,0.0004476-0.002126i,-0.00093193-0.0022652i,-0.0013399-0.0020132i,-0.00039104-0.0014016i,0.0012006+0.00019116i,0.0012983+0.00029379i,0.00094151+0.0001499i,0.00078652+0.0011084i,0.00050389+0.0010047i,0.0010918+0.00060869i,0.00065635+0.00024899i,-0.00035176-0.00016103i,-1.6369e-05+0.00011408i,0.00034096+0.0003529i,0.00034023+0.00030439i,0.00075301+0.00082524i,0.00028542+0.0013506i,-6.6485e-07+0.00053049i,0.00064685-0.00014143i,0.00062042+0.0002778i
0.00017639+0.0026595i,0.00097668+0.0028814i,0.0012216+0.0019329i,0.00055623-0.0002388i,0.00053202-0.0017054i,8.0416e-06-0.0025971i,0.00023134-0.0023619i,0.0010966-0.00077416i,0.0015005+0.00015663i,0.0013513+0.00021489i,0.001429-0.00020579i,0.0016644-0.00070532i,0.00087758-0.00023212i,-0.00036243+0.00038427i,-0.00053726-0.00031729i,-0.00050848-0.00037789i,-0.00085187+0.0001496i,-0.00016818+0.00054586i,0.00058448+0.00035037i,0.00032581-0.00022608i,-0.00049126-0.00026454i,-0.00088804-0.00038577i,-0.00052594+0.00055202i
0.00099303+5.4274e-05i,0.00074973-0.00082518i,-0.0006031-0.0010924i,-0.00085665-0.00096586i,-0.0012444-0.00082342i,-0.0015662-0.0010483i,-0.0012021-0.00096345i,-0.00021279-0.00099931i,0.0011584-0.00099706i,0.00087079-0.0006359i,0.00047972-0.00056164i,0.00065165-0.00090501i,0.00090411-0.00043058i,0.00025542+0.00040279i,-0.0003935+0.00053665i,-0.00078116+0.00026889i,-0.00090925-0.00029143i,0.0001862-0.00081769i,0.0004607-0.00038842i,-0.00038138+0.00012538i,-0.00072713+0.00021713i,-0.00071369+0.00040537i,-0.00061254+0.0009592i
-0.00012169+0.00030571i,0.0013876+0.00031842i,0.0021622+0.0010898i,0.0020626+0.0012603i,0.0013297-0.00049598i,-3.6929e-05-0.0012961i,-0.0010921-0.0017099i,-0.00080899-0.0014693i,0.00013209-0.00059699i,6.8416e-05-9.6405e-05i,-0.00062358-0.00030518i,-0.00010985-0.00063956i,0.00061491-0.00089059i,0.00033406-0.0008261i,0.00063376-0.00027203i,0.0010879+2.7266e-06i,1.8574e-05+0.00038268i,-0.00046573+0.00090373i,-0.00062882+0.00041833i,-0.00095809-0.00014115i,-0.00059353-6.3197e-05i,4.5942e-05+6.1846e-05i,-0.00072574-4.2521e-05i
0.0006491+0.00055991i,0.00067334-0.00018932i,0.00069832-0.0021667i,0.00020559-0.0020852i,-0.0011473-0.0014136i,-0.0017773-0.0011817i,-0.0014481-0.00079604i,-0.00073434-0.00019766i,-0.00032672+8.5117e-05i,-0.00060536+0.00049817i,-0.00081427+0.0013289i,-0.00039699+0.00052602i,-0.00011345-3.9982e-05i,0.00026317-0.00014487i,0.00040482-0.00063061i,0.00023087-0.00036045i,0.00047899-0.00012894i,0.00050292-0.00025445i,0.00030288-6.946e-05i,0.00066949+8.0954e-05i,0.0011705+0.00023655i,0.00046769+0.00041748i,-0.00040272-0.00015038i
0.00035244-0.0010006i,0.00032894-0.0011828i,0.00068847-0.00076305i,-8.7411e-05+0.00032192i,-0.001616+0.00012128i,-0.0015631-0.001101i,-0.0012636-0.0012013i,-0.0010606-0.00012694i,-0.0011452+0.00024566i,-0.0012967+0.0004655i,-0.00060171+0.00081105i,6.682e-05+0.00086702i,0.00048062+0.00070472i,0.00080975+0.00012716i,0.00050397-0.00054145i,0.00048767-0.00014148i,-0.0002456+0.00067601i,-0.00082885+0.00036301i,-0.00024401+0.00026857i,-1.5534e-05+0.00027329i,-7.2727e-05-6.4561e-05i,-0.00015246-0.00034174i,6.4598e-05-0.00037773i
-0.00086673+0.001053i,-0.00088547+0.00080747i,-0.0010922-0.00028843i,-0.00098308-0.00093754i,-0.0013168-0.0015489i,-0.0017941-0.0017992i,-0.0016677-0.001229i,-0.00084862-5.4389e-05i,0.00016031+0.00011471i,0.00020329+0.00089384i,0.00038447+0.0012469i,0.00091445+0.0001834i,0.00022113-0.00080304i,-0.001268-0.00091645i,-0.0016478-0.00099213i,-0.001267-0.0011862i,-0.0015795-0.000574i,-0.0015347-0.00041389i,-0.00054567-0.00060707i,7.094e-05-0.00043179i,-0.00027369-0.00079833i,-0.00045361-0.0006511i,0.00031859+0.00016388i
0.00295+0.00041559i,0.003528-0.00053711i,0.0031097-0.001289i,0.0019327-0.0020106i,0.00085063-0.0026283i,-0.00065393-0.0020838i,-0.00082718-0.0010224i,7.6397e-05+5.7452e-05i,0.00077879+0.00047189i,0.0007198+0.00030292i,0.00068612+0.00037929i,0.00053422+1.1526e-05i,0.00051511-0.00028081i,-0.0001347+0.00047613i,-0.00042073+0.0013493i,-0.0001961+0.0015373i,-0.00011912+0.00083545i,0.00038879+0.00068108i,0.0004159+0.00018414i,0.00024547-0.00080932i,-4.1082e-05-0.00037828i,0.00018329+0.0010373i,0.00013985+0.0011834i
0.00032873+0.0010196i,0.0010626+0.0004258i,0.0023138+0.00012389i,0.0020477-0.00077323i,0.0010729-0.0021898i,0.00046062-0.0025391i,0.00022957-0.00222i,-4.4059e-05-0.0012311i,-0.00033551-0.00057626i,-0.00022848-0.0005762i,-0.00075856-0.00039608i,-0.00062709+9.5951e-05i,0.00026343+0.00057032i,0.00064724+0.00046156i,0.00058662+0.00050694i,0.00074341+0.00068063i,0.0010863+0.00041825i,0.0010781+0.00037921i,0.00055001+0.00012662i,-0.00013129-0.00029699i,-0.00065573-0.00029914i,-0.00063841-0.00068637i,-0.00060468-0.0012839i
-0.00093129-0.0025035i,-0.00079604-0.0022799i,-0.0013306-0.001653i,-0.0018475-0.00054739i,-0.0020966-9.5779e-06i,-0.0016237-0.00066516i,-0.00098141-0.0012213i,-0.00051685-0.0013792i,-0.00077991-0.0009176i,-0.0013033-0.00021665i,-0.0013096+0.00049554i,-0.0011986+0.00045666i,-0.00088862-0.00071172i,-7.9853e-05-0.0012705i,0.00034203-0.0010703i,0.0010209-0.0013656i,0.00071147-0.0013017i,0.00051291-0.00051119i,0.0013112+0.00019042i,0.0011574+2.6696e-05i,0.00076429-0.00043747i,0.00061281-0.0005222i,0.00030281-0.0004341i
-0.00023405-0.00061771i,3.0102e-05-0.00030472i,0.00022399-0.00058894i,0.00026464-0.00062703i,-0.00051162-0.00032187i,-0.0020066-0.00079744i,-0.0021102-0.001264i,-0.000114-0.00084869i,0.00061056-0.00019615i,-0.00058137+0.00026353i,-0.0011723+0.00059319i,-0.00062981+0.00065992i,0.00053956+0.0001324i,0.00097733-0.00013264i,0.0010864-0.00035314i,0.00046491-0.00025276i,-0.00078127+5.0953e-05i,-0.0013886-0.00027793i,-0.0012292-0.00035091i,-0.00094981-3.5421e-05i,-0.00027068+0.00022098i,-0.00015313+2.3244e-05i,-3.526e-05-0.0010667i
0.00015862+0.0018419i,6.6604e-06+0.00095149i,-0.00028526-0.00098488i,0.00084668-0.0021828i,0.0011008-0.0029636i,-0.00034261-0.0030971i,-0.0012125-0.0016437i,-0.00080245-0.00047597i,-0.0001713-4.4483e-05i,0.00024426+0.00025311i,0.00070891-0.00033632i,0.00022797-0.00043626i,-0.0004748-0.00011843i,-0.00124+1.0863e-05i,-0.0016082+0.0011009i,-0.0018523+0.0017777i,-0.0015564+0.0019355i,-0.00053267+0.0012551i,-1.984e-05-0.00019213i,-6.5885e-05-0.00056234i,0.00013963-0.00028853i,-7.3941e-05-0.00048331i,-0.00032395-0.00063877i
0.0012808+0.0021031i,0.0026417+0.0020932i,0.0022989+0.0015034i,0.00094056-0.00022194i,0.00015948-0.0022577i,-0.00087745-0.0027757i,-0.00086391-0.0012745i,-0.00038703+0.00028525i,0.00015079+0.000561i,3.1237e-05-0.00011882i,-0.00027247-0.00054735i,-0.00015299+0.00010042i,-0.0010042+0.00095059i,-0.0010296+0.0013506i,9.1765e-05+0.0012943i,0.00024358+0.00029621i,0.00014314+0.00043835i,0.00011418+0.0013547i,-0.00020054+0.0009547i,-0.00040018+0.00058508i,-0.00030111+0.000915i,-0.00044986+0.00076155i,-0.00047895+0.00051118i
0.001069-0.00087537i,0.00074767-0.001517i,0.00079574-0.00263i,0.00013671-0.0025398i,-0.00032224-0.0026094i,-1.5213e-05-0.0025294i,0.00091184-0.0017055i,0.0015301-0.00057561i,0.0008174+0.00015973i,-0.00021211+0.00034473i,-0.00071644+0.00040504i,-0.00039589-6.8847e-05i,8.1926e-05-0.00047656i,0.00082189-3.0355e-05i,0.0015714-0.00023691i,0.0016343-0.00058669i,0.0013312-0.00046906i,0.00021249-0.0003245i,7.9448e-05-0.00087181i,0.0012641-0.00082509i,0.00092149-0.00013577i,-0.00021296+0.00023021i,-0.0012855+0.00012337i
0.00089248-0.0012634i,0.00013477-0.0010689i,-0.00038719-0.0010744i,-0.0022048-0.00093842i,-0.0029688-0.00075138i,-0.0024103-0.0003727i,-0.0019326-0.00038349i,-0.00086114-0.00047193i,-0.00013847-0.00029891i,-0.0010112+0.00022021i,-0.0015407+0.00051632i,-0.00062518+0.0001693i,-0.00024157-0.00086433i,-0.00026935-0.0011073i,0.0010771-0.0010629i,0.0013158-0.0011193i,0.00032451-2.3311e-06i,6.7273e-05+0.00036516i,0.0006236-0.00026169i,0.00058852-0.00046674i,-6.385e-05-0.00015877i,-0.00020584+0.00051478i,-0.00013939+0.00017693i
-0.0011893+0.00097937i,0.0002502+0.0025877i,0.00051053+0.0021808i,0.00063234+0.00061668i,0.00096353-0.00061739i,0.00078526-0.0015006i,0.0007644-0.0010873i,0.0011914-0.00032289i,0.0011222+0.00019331i,-2.2133e-05+0.00061991i,-0.0010516+0.0010246i,-0.00074557+0.00023923i,-0.00053642-0.00056779i,-0.00058657-0.00065141i,-0.00042214-0.00089138i,-0.00066551-9.6642e-05i,-0.0016242+0.00051124i,-0.002325-0.0004256i,-0.0019948-0.00097466i,-0.00090965-0.00063771i,-0.00038513+3.692e-05i,-0.00057434+7.5719e-05i,-0.00071596-0.00041998i
