1.6606e-06+0.0013371i,0.00091744-0.00012175i,0.00074143-0.001524i,0.0010055-0.0025559i,9.373e-05-0.0019917i,-0.0013359-0.00016809i,-0.0011556+0.00061459i,7.1353e-05+0.00085286i,0.00060025+0.00025463i,0.00036391-0.00050864i,0.00061618-0.00042481i,0.001134-0.00055755i,0.00096118+0.00029443i,0.00031954+0.001168i,0.00029823+0.0013224i,0.00024421+0.0015757i,-0.00025518+0.0009024i,3.3829e-05+0.00057535i,0.00040346+0.0006691i,2.0917e-05+0.00042544i,-3.0643e-07+0.00059408i,0.0010736+0.00049141i,0.0012222-0.00028298i
-0.00097231-0.00072374i,-0.00072527-0.00058975i,-0.00091335-0.00021013i,0.00025946+0.00022807i,0.0015056+2.7114e-05i,0.0014428-0.00010965i,0.0010177-0.00013505i,0.00067814-0.0010398i,-0.00039367-0.0012662i,-0.0010052-0.0007621i,-0.00032567-0.00027085i,0.00020181+6.2002e-05i,6.7455e-05-0.00047995i,-0.00015935-0.00040765i,0.00013282+0.00025751i,-0.00034545+0.00064216i,-0.0011071+0.000339i,-0.00054738-0.00046322i,-0.00019081-0.00045744i,-0.0003243-0.00018087i,-0.00023272-0.00052396i,-0.00053819-0.00040768i,-0.00037221-0.00026877i
-1.5382e-05-0.001059i,-0.00083322-0.001122i,-0.00054707-0.00051685i,-0.00010199-0.00018676i,0.00047998-0.00021155i,0.00069605-0.00020858i,0.00065733-0.00074838i,0.00062208-0.0012502i,0.00047994-0.00060475i,-0.00040892+0.00044493i,-0.00084922+0.00072033i,-0.0010747+0.00039931i,-0.00068337+0.00027971i,0.00044161+0.00010723i,0.0010591+0.00010699i,0.0010071+0.0001882i,0.00080318-0.00062651i,0.00091568-0.00079072i,0.00077789-0.00043507i,9.028e-05-0.00050317i,0.00022708-0.00079616i,0.00029923-0.00067191i,-0.00038796-0.00041496i
0.0011207+0.00088877i,0.00089344-0.00019247i,0.0010884-0.0014066i,0.00093892-0.0017951i,0.00094741-0.0010307i,0.0010259-0.00064045i,0.00060231-0.00095784i,-0.00048401-0.00098178i,-0.0010754-0.0010874i,-0.00075815-0.0010138i,-0.00050903-0.00076213i,-0.000272-0.00059451i,-0.00014262+7.482e-05i,0.00065507+0.0010996i,0.0011387+0.001375i,0.00058406+0.0013481i,0.00019342+0.00073816i,-0.0004367+0.00020694i,-0.00035904+0.00012965i,-0.00017623+8.4511e-06i,-0.00063127-8.7327e-05i,-0.00059183-0.00038715i,0.00014937-0.00048337i
0.00042445-0.00026882i,-0.00062533-0.00032418i,-8.6896e-05-0.00072105i,0.0016064-0.00099062i,0.00087757-0.00017685i,0.00020407-5.0861e-05i,0.00017467-0.00042943i,0.00034568-0.00049445i,-0.00033183-0.0008465i,-0.0011193-0.00052954i,-0.00052558+0.00061463i,-0.00019155+0.0011304i,-0.00017828+0.00095527i,-0.00057508+0.00095122i,-0.00087322+0.00099229i,-0.0003467+0.00015088i,0.00019374+2.6746e-05i,-0.00022758+0.00025152i,-0.00035658-0.00018121i,1.039e-05-2.2814e-05i,-0.00017446+0.00077718i,-0.00027566+0.0010372i,-8.4207e-05+0.00036783i
-0.00066542+0.00060563i,4.5537e-06-1.7846e-05i,3.8903e-06+0.00055469i,0.001143+0.00023258i,0.0020498-0.00099727i,0.0015431-0.0015751i,0.00086774-0.0016641i,0.00061609-0.0019347i,6.1439e-05-0.0020279i,-0.00061129-0.0012625i,-0.0010237+1.151e-05i,-0.00061551+0.0006614i,0.00018547+0.00046502i,0.0002052+0.0011015i,0.00029981+0.0017602i,0.00050848+0.001785i,0.00046704+0.0012526i,0.00023336+0.00030736i,-0.00026242-0.00010593i,-0.00066526-0.00011534i,-0.00075672+2.184e-05i,-0.00033027+0.00014826i,-0.00038435+0.00016928i
-0.00090412+8.0133e-05i,-0.00075451-0.00096574i,-3.1083e-05-7.2899e-05i,0.00086732+0.00063481i,0.0014505+0.00036666i,0.001504-0.00040682i,0.0016026-0.001279i,0.0015009-0.0017059i,0.00084853-0.0014298i,0.00026884-0.00054793i,8.2336e-06+0.00018708i,-0.00022634+0.00011305i,-0.00024999+9.4394e-05i,0.00031827+0.00023162i,0.00091101+0.00014696i,0.0010912+0.00052754i,0.00090136+0.0005099i,0.0011603+0.00035696i,0.00049724+0.00097349i,-0.00042519+0.00099855i,-0.00015464-3.8893e-05i,0.00055725-2.0201e-05i,0.0006057+0.00046492i
-0.00072898+0.0010062i,0.00046556+0.0004673i,0.0018569+0.00036151i,0.002572+0.0003886i,0.0016559+7.8649e-05i,0.00041826-0.00029163i,0.00022559-0.0004542i,0.00022757-0.00098475i,-0.00029596-0.0013145i,0.00013151-0.00023544i,0.00074561+0.0003384i,0.00039958+5.8725e-06i,0.00036896-0.00019194i,0.00074886-0.00041711i,0.00088664-0.0005693i,0.00071755-0.00023363i,0.00054322-0.00014973i,0.00017369+2.049e-05i,-0.00047984+0.00010906i,-0.00077071-0.00065065i,-0.00051865-0.00070824i,-2.084e-05+0.00051074i,0.00019393+0.00082022i
-0.00060515+7.2187e-05i,-0.00049928-7.143e-05i,0.00012589-0.00083511i,0.00056499-0.0018985i,0.00089708-0.002018i,0.00093135-0.00080964i,0.00085534-0.00038664i,0.00014425-0.001293i,-0.00097156-0.0012744i,-0.00099401+0.00023406i,-0.00065484+0.0013042i,0.00010756+0.00083769i,0.0011298+0.00015308i,0.000653-0.00032639i,-0.00012355-0.00024919i,-0.00015683+3.0041e-05i,-0.00017361+0.00069235i,-0.00057279+0.0013262i,-0.00038057+0.00073737i,0.00063676+7.8616e-05i,0.00037985+0.00046695i,1.7226e-05+0.00054862i,0.00043794-0.0001918i
0.00010027-0.00082369i,0.00043413-0.001633i,0.00033155-0.0011158i,0.00068751-0.00040253i,0.00093268+0.00053206i,0.00053732+0.00081101i,6.7309e-05+0.00021807i,-0.00019707-0.00039369i,-0.00020067-0.0013787i,-0.00028229-0.0014779i,7.0011e-05-0.00053972i,0.0002567-0.00021827i,0.00030668-0.00036919i,0.0003036-0.0002812i,0.00025379+0.00040421i,-0.00052458+0.0013946i,-0.00066419+0.0010781i,0.00035482-0.00016562i,0.0006619-0.00057634i,0.00032633-0.00066788i,0.00059245-0.00091191i,0.00016222-0.00051589i,-0.00033401-0.00039778i
0.00082863-0.00049673i,-0.00029381-0.00015991i,-4.5001e-05-0.00037383i,0.001037-0.00078848i,0.001166-0.00118i,0.0015547-0.00076053i,0.0019882-0.00028645i,0.0011711-0.00093166i,-0.00041237-0.00081019i,-0.0004336-0.00017343i,7.9107e-06-0.00030696i,7.5908e-05-0.00019156i,0.00058274+0.00056572i,0.00049301+0.00053129i,-0.00025479+0.00062546i,-0.000201+0.00054263i,0.00027194-0.00050059i,0.0002784-0.00082548i,0.00022652-0.00023751i,0.00012282-0.0002529i,-0.00016374-0.00052424i,-0.00045132-0.0004095i,-0.00038531-0.0003385i
0.0011309-0.0012228i,0.0011629-0.0014295i,0.0010895-0.00067984i,0.00098069-0.00049973i,0.0010562-0.0014716i,0.00039848-0.0011441i,-0.00013463-0.00039647i,-0.00047322-0.00075475i,-0.00059184-0.001202i,-0.0011581-0.00061254i,-0.00092141-0.00032572i,0.00041905+0.00035732i,0.00061985+0.0010656i,0.00038312+0.00092834i,-0.00029251+0.001474i,-0.00098154+0.00089981i,-8.7078e-05-0.00038423i,0.00048858-0.00096542i,0.00019134-0.00038346i,9.4036e-06+6.7768e-05i,0.00074041+0.00038228i,0.0012782+0.00038449i,0.0006734-0.00066521i
0.00079992+0.00032676i,0.0011543-0.00032864i,0.0016582-0.0014934i,0.0019611-0.0016457i,0.0017091-0.0014905i,0.0012886-0.0010642i,0.00066321-0.00093036i,-3.3037e-05-0.0010637i,-0.00055624-0.00098507i,-0.00057378-0.00075393i,-9.2725e-05-0.00012179i,0.00028708+0.00098797i,0.00098016+0.0011045i,0.00089676+0.00096498i,0.00041867+0.00097318i,0.00070715+0.00071459i,0.00059296+0.00051962i,0.00072756+0.00010192i,0.0009003-0.00037313i,0.00060797-0.00045443i,0.00034194-0.00044043i,0.00050208-0.00036207i,-0.0001157-0.0011231i
0.00012542-0.00012056i,0.00044739+0.00020353i,-0.00061661+0.00055067i,-0.0011761+0.0006285i,-0.00045566+0.00050022i,0.00054604+0.00046092i,0.0010844-0.00031535i,0.00058661-0.00095689i,-0.00023841-0.00044251i,-0.00022728+0.00012543i,0.00018641+0.00054672i,0.00012085+0.00055593i,-0.00059277+0.0003765i,-0.0007241+0.00033561i,-0.00051578+0.00023903i,2.8555e-05+0.00085041i,0.00023127+0.00074316i,-0.00055522+0.00043012i,-0.00057469+0.00042291i,-0.00024731+0.00041962i,0.00033203+0.00054515i,0.00031838+0.00018998i,0.00031219-0.00061139i
0.00028442+0.00033768i,0.00049375+0.001369i,0.0016249+0.001429i,0.0023037+0.0017005i,0.0026624+0.0011085i,0.0017044+0.00019758i,0.0002855-6.5246e-05i,9.5325e-05-0.00060658i,2.2539e-06-0.00059393i,-0.00079585-0.00019978i,-0.0003942+0.00059233i,0.0001766+0.0012349i,0.00025729+0.0006654i,0.0001409+1.1176e-05i,-0.00025758+0.0012127i,0.00042812+0.0013599i,0.0011803+0.00069744i,0.00063803+0.00046721i,0.00030385-6.1633e-05i,-6.4336e-05-0.00015168i,-0.00016996+0.00056062i,-0.00046659+0.00030933i,-0.0004337+0.00012658i
-9.7879e-05-0.00076217i,0.00044827-0.00022857i,0.00062145+3.5951e-05i,0.00061495-0.00056712i,0.0014447-0.00078258i,0.001777-0.00044748i,0.000577-0.00087531i,-0.00037418-0.0014007i,-0.00092643-0.00099146i,-0.00066926-0.00050654i,-0.0001625-0.0001735i,7.3243e-05+0.00010039i,8.4928e-05+0.0001505i,-0.00048675+0.00037089i,6.9443e-05+0.00085603i,0.0007777+0.0015513i,0.00068236+0.0011492i,-0.00014233+9.2475e-05i,-0.00084761-0.00050941i,-0.00065308-0.00043615i,-0.00037162-0.00019176i,-7.197e-06-0.00047078i,0.00015084-0.00039093i
-0.0011101+0.0012362i,-0.00047809+4.864e-06i,0.0001613-6.4962e-05i,0.00026038+0.00021848i,0.0013423+1.1039e-05i,0.0012086-0.0010272i,0.00069759-0.0017067i,0.00012658-0.0012864i,-0.0010213-0.00050664i,-0.0009481-0.00012296i,-0.00053817-2.417e-05i,-0.00010122+0.0001951i,-0.00024665+0.00037744i,-0.00048496+0.00044027i,-0.00040343+0.00059825i,3.5843e-05+0.00048132i,0.00037855+0.00058354i,0.00025236+0.00045405i,0.00025309+0.00051885i,0.00037698+0.00076585i,0.00042367+0.0010665i,0.00069427+0.0011323i,0.00022653+0.00085977i
0.00020693-0.00027614i,0.00021136+0.00051456i,0.00026409+0.00077399i,1.8838e-05+0.00080512i,0.00091744+0.00066621i,0.0016088+0.00041357i,0.00078448-0.00025316i,4.0589e-05-0.00080817i,-0.0005053-0.0010499i,-0.00024233-0.00077658i,-5.5991e-05-8.5068e-06i,-0.00040912+0.00054609i,9.1603e-05+0.00064326i,0.00025923+0.00063795i,0.00014134+0.00047672i,-0.00015108+2.8001e-05i,0.00023455-5.2964e-05i,0.0008419+0.00065617i,0.0006837+0.00099444i,0.0007813+0.00031755i,0.00073121-0.00079566i,0.0002107-0.00062619i,2.0926e-06+0.00013466i
0.00020326+0.00024363i,0.00098379-0.00057789i,0.0020272-0.00082137i,0.0022283-0.0013185i,0.0022204-0.0016226i,0.0023857-0.00071129i,0.001371+6.6569e-06i,-0.00018425-0.00019595i,-0.00032038-0.00048786i,-0.00060374-0.00041177i,-0.00084051-0.00062756i,-0.00077811-0.00073001i,8.4656e-05-4.3504e-05i,0.00063787+0.00063212i,-0.00018588+0.0010911i,-0.00011943+0.0007774i,0.00076957+0.00021218i,0.00088283-0.00034722i,-0.00019866+0.00012551i,-0.00017105-8.4025e-05i,0.00019588-0.00049546i,-0.00037806-0.00022123i,-4.8264e-05+0.00016111i
0.00045093+6.4356e-05i,-0.00038677+0.00045259i,0.00044599+0.00073997i,0.0011483+0.00017973i,0.00041902-0.00028602i,0.00073444-0.00035406i,0.00050704-0.00070026i,7.0727e-06-0.0014403i,-0.00049463-0.0017348i,-0.00041236-0.0014204i,0.00037645-0.0011051i,0.00057174-0.00061311i,-0.00012064-0.00035228i,-0.00034864+2.7803e-05i,-0.00041166+0.00037104i,-0.00017003+0.00049428i,0.00018805+0.00042355i,-0.00012457+0.0001336i,-0.00038943-0.00015905i,0.00023445+6.8808e-06i,0.00029144+0.00092043i,0.00010567+0.00095295i,-6.5152e-05+0.00025812i
0.00049133-0.00021057i,0.00089252-0.00031574i,0.0014028-0.00062763i,0.0014055-0.0005408i,0.001441-0.00018574i,0.0011931+5.7537e-05i,0.0004436-0.00078468i,-0.00088557-0.001783i,-0.0014311-0.0015853i,-0.0010879-0.00075586i,-0.00056169-0.00019452i,-4.5411e-05+0.00040378i,0.0006967+0.00060538i,0.00071849+0.00050682i,0.00032453+0.00025429i,4.6032e-05-0.00067251i,-0.00015536-0.00065768i,-0.00011815-0.00025407i,-0.00011104+0.00039663i,-0.00064916+0.0010355i,-0.00047733+0.0014484i,-0.00027751+0.0014874i,0.00023644+0.00058431i
0.00077937-0.00042218i,0.00083389-0.00075604i,0.0019139-0.0016229i,0.001803-0.0022944i,0.00059945-0.0022788i,-0.00029874-0.0020503i,5.7036e-05-0.0010091i,-0.0001931-7.6841e-05i,-0.0012008-0.00019112i,-0.0011407-0.00020907i,-0.00019494+0.00037554i,0.00062518+2.5596e-05i,0.00044916+0.00017114i,0.00016275+0.00085655i,0.00034121+0.0010209i,0.00091646+0.0012126i,0.0009133+0.00077258i,2.3362e-05-0.00016391i,-0.00044244-0.0009121i,-0.00045222-0.0010367i,-0.00016641-0.0012638i,0.00014808-0.00061045i,-5.4175e-05-2.265e-05i
-0.00023252-0.00010472i,0.00038564-0.00066333i,0.00079726-0.00055877i,0.0014413-0.00095613i,0.0016601-0.00088696i,0.0011031-0.00054532i,8.238e-06-0.00073446i,-0.0013794-0.0013389i,-0.0017812-0.0010388i,-0.0014385-4.3197e-06i,-0.0011204+0.0004193i,-0.0011255-0.00017365i,-0.00056404-0.00033144i,-3.2991e-05+0.00069454i,0.0003713+0.0010778i,0.00081166+0.00069621i,0.00082515+0.00010559i,0.00045467+6.2276e-05i,-0.00032993+0.00038016i,-0.00039674+5.1161e-05i,-0.0001269+0.00014566i,-0.00047295+0.00051127i,-0.00043876+7.6631e-05i
0.00052176-0.0005268i,0.0013486-0.00074979i,0.0010582-0.00054876i,0.00087578-0.00090918i,0.00047634-0.00079462i,-0.00013654-0.0005387i,-0.00015332-0.00031524i,-6.0234e-06-0.00049408i,-8.6646e-05-0.00088446i,-0.00076198-0.00087245i,-0.00087627-0.00026746i,-0.00052488-0.00026145i,-7.4344e-05-0.001282i,8.3622e-05-0.0010143i,-0.00014898+0.00054748i,-5.0684e-05+0.0010344i,0.00016665+0.00040608i,-0.0001536-0.00042654i,-0.00062484-1.7676e-05i,-0.00058777+0.0010637i,-0.00016967+0.00096047i,0.0001827+0.00055587i,0.00012598+0.00014438i
-0.00010612+0.00090177i,-0.00040577+0.0010395i,-0.00042403+3.8418e-05i,0.00023092-0.0006104i,0.0010189-0.0010571i,0.00094479-0.00060375i,0.00069435-0.00031707i,0.00051901-0.00090963i,9.9334e-05-0.001086i,-0.00063654-0.00086376i,-0.00047444-6.6123e-05i,-0.00037994+0.00069847i,-0.00052965+0.00043358i,-0.00019535+0.00071613i,-0.0003032+0.00082129i,-0.00025452+0.0003762i,3.8374e-05+0.00010722i,0.00060854+0.00021359i,-2.8357e-05+0.00037486i,-0.00024705+0.00042989i,-4.3764e-06+0.00030326i,-0.00042831+3.2166e-05i,4.1185e-05-0.00012304i
-0.00026765+0.00024257i,0.00033095+0.00039955i,0.00040488-9.368e-05i,1.4597e-05-0.00087715i,0.000734-0.00068438i,0.0018679+9.7748e-05i,0.0018911-3.574e-05i,0.0014313+0.00012928i,6.9935e-05-0.00010176i,-0.00044323+4.129e-05i,-1.3547e-05+0.00063677i,-0.00015291+0.0002199i,-0.00038601-2.3014e-05i,-0.00070445+0.0010141i,-0.00087945+0.0014389i,-0.00027238+0.0011861i,0.00051884+0.00095932i,0.0005056+0.00028575i,-0.0003595+0.00034004i,-0.00057518+0.00052257i,-0.00027827+0.00048451i,-0.00022657+0.00094055i,-0.00011643+0.00062865i
-0.00017566-0.00049267i,-0.00087653+0.001079i,-0.00090565+0.0018325i,5.0916e-05+0.0019091i,0.0016709+0.001944i,0.0026237+0.0012138i,0.0021196-1.3611e-05i,0.00071128-0.0011241i,-0.00027534-0.0013284i,-0.00060893-0.00060935i,-0.00049978+6.6056e-05i,2.4273e-05+0.00010346i,0.00032159+5.3811e-05i,0.00072907-9.6855e-05i,0.00090883+0.0002595i,0.00036121+0.0012828i,0.00014209+0.0010815i,9.9731e-05+0.00023526i,0.00012951-8.5338e-05i,0.00011107+0.00025278i,4.0634e-05+0.0003948i,-0.00022176-6.8094e-05i,-8.7052e-06-0.0010231i
0.00038999-0.00019888i,0.00038293-0.00055965i,0.0010473-0.0004805i,0.00078161-0.00030602i,0.0013531-0.0010209i,0.0017988-0.0012851i,0.001253-0.0011318i,0.00054585-0.0016727i,-0.0003957-0.0020718i,-0.00068875-0.00074892i,-0.00051821+0.00039874i,-0.00018365-8.1198e-05i,0.0001459-0.00027946i,5.2749e-05+0.00010249i,-0.00030774+0.00030853i,-0.00056998-0.00012107i,-3.3833e-05-0.00022522i,0.00011316+0.00014383i,-0.00014671-0.0002015i,-0.00053983-9.5097e-05i,-0.0007241+2.9529e-05i,3.969e-05-0.00077993i,-2.971e-05-0.00039504i
-0.00037879-0.00095722i,-0.00040527-0.00061451i,0.000102-0.00023464i,0.00046245+0.00028128i,0.00055959+0.00081483i,0.00099815+0.00087342i,0.00040214-9.5929e-07i,-0.00036854-0.0011863i,-0.00086603-0.0012413i,-0.0011228-0.00074237i,-0.00090278-0.00017359i,-0.0011867+0.0005495i,-0.00060414+0.00091554i,0.00012994+0.00054335i,-0.00026683-0.0002155i,-0.00058553-0.00016236i,-0.00088201+0.0011115i,-0.00023154+0.0010356i,0.0001441-9.4413e-05i,-0.00063058+0.00033779i,-0.00039772+0.0008927i,-7.0604e-05+0.00072216i,-1.9756e-05+0.0002426i
-4.4552e-05+0.00096798i,0.0011128+0.0001708i,0.0016215-0.00071141i,0.00099002-0.0011132i,0.0011688-0.00062527i,0.0019244-0.0012912i,0.0015545-0.001729i,0.00036067-0.0011637i,-0.00026029-0.00074092i,-0.00069269-0.00012613i,-0.00087161+0.00028096i,2.4738e-05+0.00026701i,0.00046976+0.00051651i,0.000323+0.00035516i,0.00027639+0.0011423i,0.00097038+0.0016664i,0.0018126+0.00094282i,0.0012731+0.0004878i,0.00076593-0.0001771i,0.00035234+0.00029045i,-0.00036888+0.00099014i,-0.00038262+0.00048887i,-0.00043098+7.1698e-05i
0.0010231-0.001378i,0.00012384-0.0014184i,-0.00095529-0.0013818i,-0.00083892-0.00086962i,0.00033554-0.00071055i,0.0016372-0.00020072i,0.0011+0.00036635i,-0.000609+0.00040187i,-0.00086335-0.00042392i,-0.00035891-0.00086006i,-0.00066804-0.00029021i,-0.00021074+0.00019052i,0.00022398+0.00040979i,0.001037+0.00011374i,0.0022387-0.00027535i,0.0016884-0.00052973i,2.8633e-05-0.0010501i,-0.0011323-0.00054906i,-0.00067818+0.0004633i,0.00025726+0.00011996i,-3.973e-05+0.00018125i,-4.778e-05+0.0004961i,0.00038427+0.00014861i
0.0011325+0.0003764i,1.2898e-05-0.00071894i,0.00025818-0.0019333i,0.0013646-0.0018532i,0.0019514-0.0014696i,0.001416-0.0012573i,0.00091506-0.00073509i,-5.8661e-05-0.0010638i,-0.00021513-0.0011337i,0.00039062-0.00047121i,0.00055538-0.00011045i,9.6185e-05-0.00045654i,-0.00063946-0.00044345i,-0.0010364+0.00062021i,-0.00035791+0.001249i,0.00020988+0.00040142i,1.1457e-05+8.0705e-05i,0.00017988+0.00049084i,-9.8426e-05+0.00010024i,-0.0010419-1.255e-05i,-0.00051334+0.00035073i,-0.0003162+0.00021424i,-0.00068654-0.00025006i
4.022e-05-9.3895e-05i,-0.00017043-0.00013554i,0.00032887-0.00081465i,0.00054715-0.0015158i,0.00052952-0.0015371i,0.00097641-0.0019092i,0.00063058-0.0014618i,-0.00017-0.00048455i,-0.00049013-0.00011057i,-0.00029542-0.00035932i,-0.00061352-0.00025893i,-0.00051745+0.0002905i,0.00035518-0.00043511i,0.00067022-0.00052774i,0.00074436+0.0003579i,0.00050669+0.00031225i,0.00075255+0.00036275i,0.00056333+0.00048418i,-0.0001386-0.00019032i,-0.00033703-0.00017555i,-5.5167e-05+0.00064531i,0.00039014+0.0014324i,0.00060219+0.00047914i
-0.0010655+0.00099716i,-0.0010847+0.0006251i,-0.00084166-0.00010663i,0.00050382-7.0131e-05i,0.0017146+4.4679e-05i,0.0020342+1.3387e-05i,0.00062732-0.00061766i,-0.0008697-0.0016233i,-0.0008872-0.0013348i,-0.00069449-4.7875e-05i,-0.00048748+8.7911e-05i,0.00048916-0.00012091i,0.0013681+0.00011401i,0.001246+0.00023963i,0.00010265+0.0008934i,-0.00079091+0.0010596i,-0.00030152+0.00092916i,0.00065454+0.00067134i,0.00052456+6.8998e-05i,-0.00019257-0.00015418i,-0.00056315+5.1646e-05i,-0.0001474+0.00016439i,0.00043602-0.00022192i
0.00037995+0.00062889i,-0.00025279-0.00028571i,-0.00012228-0.00041613i,0.0011081-0.00030877i,0.002254-0.0011076i,0.0023056-0.0012788i,0.0010959-0.00082676i,0.00022976-0.0012709i,-9.0012e-05-0.0015102i,-0.00059456-0.00062388i,-0.00039016+9.8982e-05i,0.00011463+0.00022238i,0.000259-8.3444e-05i,0.00061504+0.00021614i,0.00031896+0.00046467i,0.00057095+0.00042515i,0.00094312+0.00054466i,0.00050932+0.00032753i,-0.0008367-0.00071456i,-0.00075931-0.00061455i,-0.00015339+0.00030265i,-0.00059847+0.00047617i,-0.00076194+0.00058729i
8.9297e-05-0.00099811i,0.00063815-0.0015199i,0.00057486-0.0010924i,0.00035765+6.1194e-05i,0.00014553+0.000239i,0.0002811-0.00076164i,0.00056565-0.00025469i,0.00041046+2.1903e-05i,-0.00031298-0.00055145i,-0.0010515+2.1686e-05i,-0.0010735+0.00010618i,-0.00034026-8.3743e-05i,0.00038811+0.00012253i,0.001093+0.00021097i,0.0011853-8.3408e-05i,0.0010112-6.3745e-05i,0.0010039+0.00047147i,-3.218e-05+0.00040839i,-0.00023682-0.00057857i,-0.00013655-0.00078127i,-0.00049114-0.00041006i,-0.00034561-0.00012806i,-0.00018524-1.7106e-05i
-0.00014149+0.00028949i,0.00089217+0.00064904i,0.0015364+0.00031495i,0.0021092-0.00031358i,0.0027331-0.00026348i,0.0022444+0.00044071i,0.0016568+0.00050394i,0.001166-0.00081969i,-0.00020103-0.00123i,-0.0011803+0.00014849i,-0.00075143+0.0015378i,-2.479e-05+0.0015471i,-0.00048206+0.00099002i,-0.00055872+0.00083342i,0.00057965+0.0010108i,0.0011664+0.00065674i,0.00090984-0.0003696i,0.00069871-0.00049341i,-0.00014227-0.00013785i,-0.00082483-0.00036351i,-0.00078708+0.00015593i,-0.0011073+0.0002965i,-0.00093527-0.00030667i
-0.0018296-0.00058892i,-0.00052318-0.00017704i,-0.00033578+0.00062374i,-0.00076138+0.0014295i,-0.00013818+0.00077721i,0.0012277-0.00024255i,0.0012308-0.00050041i,0.00031963-0.00095851i,-0.00049976-0.00084923i,-0.0008947-1.6667e-06i,-0.00039512+4.0493e-06i,0.00013905-0.00052576i,0.00041237+0.00026425i,6.3592e-05+0.0011291i,-0.00015353+0.0014207i,-0.00030105+0.001378i,-0.00045244+0.00055794i,0.00034201+0.00016568i,0.00095936+0.00020485i,0.00042829-4.9148e-05i,-0.00021178-0.00033315i,-0.00018831+3.7127e-05i,-1.9148e-05+0.00032106i
-0.00076001+0.00081413i,0.00018422-5.0369e-05i,0.00083039-0.00019704i,0.0011002-0.0011046i,0.0015583-0.0010295i,0.0017734-0.00013992i,0.0014046-0.00028992i,-0.00026013-0.00095805i,-0.0013605-0.0010463i,-0.0011918-0.00094185i,-0.00055828+0.00044622i,0.00013244+0.0014445i,0.00039392+0.00058242i,0.00025898+9.7315e-05i,2.8986e-05+0.00048463i,-0.0010914+0.00085238i,-0.0020823+0.00099205i,-0.0014269+0.0010581i,-0.00042226+0.001008i,-2.7582e-05+0.00088222i,7.1332e-05+0.00057108i,-8.0464e-05-8.2338e-05i,-0.00040735-0.00041008i
-1.7617e-05-0.00026457i,0.0008463+0.00025276i,0.0011895+0.0013383i,0.001536+0.0015017i,0.0018161+0.00093953i,0.00088736-9.1549e-05i,0.00029635-0.00084018i,0.00030897-0.0011177i,0.00037245-0.0014774i,-0.0001191-0.0011991i,-0.00037379-0.00031453i,0.00032861-0.0001399i,0.00037377-0.00063349i,0.00020135-0.00022568i,0.00033852+0.00015562i,6.9282e-05+0.00015254i,-0.0001792+0.00076587i,-0.00050837+0.00068961i,-9.2052e-05-0.00069507i,6.7842e-05-0.00048708i,0.00016942+0.00058314i,0.00013614+0.00024364i,0.00050796-0.00027165i
0.0011208-0.0011881i,0.0008473-0.0016349i,0.00083337-0.0020191i,0.00091388-0.0019629i,0.00024647-0.0016531i,0.00029716-0.0010893i,0.001018-0.00010967i,0.00060052-0.00030868i,-0.00022443-0.001513i,-0.00012854-0.0011165i,-0.00010412-0.00026253i,-0.00027689-0.00034991i,-0.00013755-4.1259e-05i,-0.0003726+0.00052133i,0.00029331+0.00070238i,0.00090554+0.00042789i,0.00076076+0.00027551i,0.00098859-4.7483e-05i,0.00084594-0.00038482i,-4.7445e-06-0.00030688i,-0.00043481-0.00049806i,-0.0001341-0.0003874i,0.00058806+0.00029978i
0.00016738-0.0016098i,0.00025395-0.0010299i,-0.000247-0.0001866i,5.4338e-05-0.00039457i,0.00071648-0.00051832i,0.0010231+0.00018277i,0.00082972-0.00039697i,0.0002941-0.0015454i,-0.0010827-0.0018093i,-0.0016157-0.00085737i,-0.00067592+0.0008952i,0.00052189+0.0012547i,0.00024634+0.00089787i,4.1475e-05+0.0010245i,0.00025399+0.00098244i,7.1725e-05+0.00070788i,0.00023016+0.00085783i,2.7717e-05+0.00098627i,-0.00027977+0.00079276i,-0.00037604+0.00069825i,-0.00080888+0.00054703i,-0.00058425-0.00018214i,-0.00017866-0.00031444i
-0.00026457-0.00049129i,-0.00078416-0.00066684i,-0.00095531-0.0011361i,-0.00095864-0.00096283i,-0.00028349-0.00082285i,0.00048319-0.00084514i,0.00070671-0.0010385i,0.00061237-0.0017916i,-0.00032256-0.0020594i,-0.00071294-0.0012641i,-0.00048587-7.0565e-05i,-0.00062499+0.00067226i,-0.00077166+0.00068162i,-0.00081544+0.00073327i,-0.00021427+0.0010923i,-7.2942e-05+0.00088983i,-0.00048985+0.00022103i,5.5474e-05+0.00017675i,0.00014488+0.0003014i,-0.00078507-3.5193e-05i,-0.00092348-5.4037e-05i,-0.00054091-1.3113e-05i,-0.00093862+0.00073732i
0.00033919+0.0010407i,0.0013446-7.7585e-06i,0.0018722-0.00016035i,0.0026903-0.00025994i,0.0032777+7.0224e-05i,0.0026304+0.00018439i,0.0010133-0.00019967i,-0.00022621-0.00090838i,-0.00078556-0.00077141i,-0.00021782-0.0002334i,-0.00017503-0.00025789i,-0.00069497-6.9839e-05i,-0.00046721-6.058e-05i,-4.2919e-05-0.00029721i,-1.1939e-05+0.00032384i,-1.6815e-05+0.00032295i,8.1936e-05-0.00021334i,-0.00010867-0.00032743i,-0.00071487-0.00067455i,-0.0004745-0.00056387i,0.0001035-0.0005989i,-0.00023248-0.00010591i,-0.00058374+0.00029988i
