0.00033398+0.00021691i,0.0010652+0.00045578i,0.00089494+0.0009559i,0.00011398-0.00014329i,-0.00098375-0.00017382i,-0.00086553+0.0011317i,-0.00014546+0.0012126i,0.001042+0.0015598i,0.0016893+0.0013927i,0.0015599+0.00062785i,0.0017391+0.00038485i,0.0011038+0.00011352i,-0.0001042-5.4705e-05i,-0.00068322-0.00030311i,-0.0006528-0.00057051i,-0.00052706-0.0002091i,-0.00078001+0.00039788i,-0.00065082+0.00072472i,1.395e-05+0.00080472i,6.5743e-05+0.00054941i,-0.00054019+0.00018139i,-0.00079314-0.00041488i,-0.00071886-0.00038637i
8.6165e-05-0.00085336i,-0.0011343-0.00010617i,-0.0014677-0.00099623i,-0.0024793-0.0020322i,-0.0040673-0.0015159i,-0.0033543+0.00028591i,-0.0018375+0.001645i,-0.00042637+0.0016589i,0.0010171+0.0011879i,0.0011937+0.00067095i,0.00023308+5.1909e-05i,-0.00016003+0.00018356i,0.0005319+6.2423e-05i,0.00030182-0.00026175i,-0.00053761-0.0002475i,-0.0002024+2.0296e-05i,0.00065219+0.00038513i,0.0010704+0.00059705i,0.00047679+0.0001031i,0.00025535-0.00040819i,-0.00015783+0.00043032i,-0.00058457+0.00076009i,-4.4255e-05+0.00079205i
-0.0020794-0.00098019i,-0.0015709-0.0015855i,-0.0017263-0.002041i,-0.001462-0.0013723i,-0.001155-0.00037646i,-0.00084544+0.00012212i,-0.00015646+0.00073566i,-0.00026698+0.0012808i,3.9294e-05+0.00049061i,0.00036111-0.0002689i,0.00061397+0.00016669i,0.00072417+0.00092252i,0.00083614+0.0003979i,0.00091247-0.00016514i,0.00012953+0.00028554i,4.9672e-05+0.00032261i,0.00069811+0.00031975i,0.00087654+0.00046907i,0.00072383+0.0003107i,0.00085809-1.0442e-05i,0.00077433-1.0904e-05i,0.00074396+1.5076e-05i,0.00076166-4.321e-05i
-4.8757e-05-0.0011992i,-0.00066951-0.00052711i,-0.0014666-0.00083285i,-0.0027295-0.0010822i,-0.0032493-0.00022146i,-0.0029519+0.0011631i,-0.0016839+0.0019965i,-0.00016494+0.0016232i,0.00047029+0.0010029i,-8.3679e-05+0.00059103i,0.00012051+0.00016055i,0.00069426+0.0001159i,0.00023272+0.00067737i,0.00029736+0.0003129i,0.0010608-0.00044538i,0.00084539-0.00044724i,0.0010722-0.00018357i,0.0019976-0.00011345i,0.0016474+4.8418e-05i,0.00067289+0.00015991i,0.00066114-1.4591e-05i,0.00037816+0.00059975i,-0.00010128+0.00027807i
0.0014225+0.0016349i,0.0014824-0.00060569i,0.0008077-0.0021881i,-0.00025418-0.0028473i,-0.0011356-0.0024002i,-0.0014511-0.001457i,-0.00089313-1.9274e-05i,-0.00021062+0.0009269i,0.00014597+0.0010779i,0.00073185+0.0011946i,0.00096536+0.0010186i,0.000565+0.00076776i,0.00019098+0.00051107i,-0.00033131+0.00013899i,-0.00027802-5.6786e-05i,0.00014952+0.00016835i,0.0005644-0.00040412i,0.00046632-0.0014705i,0.00027284-0.0013745i,0.00048592-0.00052874i,0.00039003-0.00045166i,1.3035e-05-3.7483e-05i,-0.00090411+0.00082854i
0.00176+0.0010309i,0.0019968+0.00060032i,0.0016633-0.0016481i,-0.00031389-0.003341i,-0.0014624-0.0036019i,-0.0014427-0.0018913i,-0.0011703+0.00056043i,-0.00097903+0.0014925i,-0.00015108+0.00071074i,0.00011491-0.00019658i,2.5884e-05-0.00055522i,0.00049291-0.00056389i,0.00030129-0.00025168i,-0.00011012+0.00029046i,-0.00014068+4.3929e-05i,0.00064233+0.00011771i,0.0008778+0.00040661i,0.00072592+0.00058943i,0.00056104+0.0010202i,1.6451e-05+0.00078771i,-0.00038737-0.00033748i,-3.5866e-05-0.00040406i,0.00022501+0.00056789i
0.0011241+0.00078771i,0.0018325-0.0003921i,0.0016941-0.00089845i,0.00056163-0.0015527i,-0.0011079-0.0010905i,-0.0026089+4.4135e-05i,-0.0021268+0.00086995i,-0.00085954+0.00088095i,-0.00037362+0.00078231i,-9.5777e-05+0.00087749i,-0.00013468+0.00056282i,-1.1876e-05+0.00062441i,-0.00024644+0.00041881i,-0.000683+7.3657e-05i,-0.00044185+0.00088907i,8.3117e-05+0.00048114i,0.00037593-8.3301e-05i,0.00074529+0.0007617i,0.00087261+0.00067123i,0.0008997-0.00028765i,0.00083633-0.00058722i,0.00017411+0.0001776i,0.00015711+0.00042642i
-0.00051384+0.0014565i,-0.0010013+0.0011495i,-0.00060427-0.00034115i,-0.0011063-0.0019686i,-0.0013732-0.0022527i,-0.0011317-0.0013739i,-0.00061233-9.3861e-05i,-0.00052435+0.00072211i,-0.00048594+0.0005823i,-0.00018241+0.00033873i,0.00043023+0.00054503i,0.0011563+0.00059173i,0.0010948+0.0010299i,0.00027859+0.00085802i,0.00012515-0.00011713i,0.001238-0.00016717i,0.0011961-7.5849e-05i,0.0006147+3.2863e-05i,0.00089594+0.00031031i,0.0011075+0.00028166i,0.0011365+0.00037689i,0.00085329+0.00065139i,-0.00022995+0.00092286i
0.00085203-0.00062345i,0.0013719-0.0013614i,0.0023468-0.003244i,0.001196-0.0036434i,-0.001023-0.003001i,-0.001883-0.0010583i,-0.0013898+0.00096947i,-0.0007882+0.0016747i,0.0002015+0.0017413i,0.00029742+0.0010742i,-0.00041772-0.00015978i,-0.00052583-0.00078635i,-0.00070954-0.00030699i,-0.00040181+0.00033831i,0.00055432+0.00061103i,0.0007035+9.7781e-05i,0.00066568-9.72e-05i,0.0016719-0.00026513i,0.0017241-0.00037283i,0.00079494-0.00022422i,0.00041571-0.00044536i,0.00012894-0.00034694i,-0.00024702+0.00021689i
0.0008084+0.0013533i,0.00086191+0.0019464i,0.0007064+0.00042284i,0.00011818-0.00050897i,-0.00092037-0.00055467i,-0.0013703-0.00071948i,-0.0013178+0.00061401i,-0.0008316+0.00094126i,-0.00011771+0.00053468i,0.00039471+0.0007072i,0.00061212+0.00063074i,0.00049175+0.00013457i,0.00048624-0.00042121i,1.0281e-05-0.00090306i,-0.00057601-0.00091582i,-0.00038798-0.00063983i,0.00022666-0.00021982i,0.00038493-0.00019242i,0.00039902-0.00056471i,0.00028022+5.8455e-07i,0.00049774+0.00020238i,0.001015-4.9598e-05i,0.00097663+0.00031236i
0.00085272-0.00058349i,-0.0008668-0.00069282i,-0.00080982-0.0019806i,-0.0012543-0.0033715i,-0.0036037-0.0032278i,-0.0038953-0.0017141i,-0.0024547-0.00013509i,-0.00083919+0.0007407i,-2.9874e-05+0.00081815i,0.00052416+0.00015891i,0.00070531+0.00052338i,0.00080421+0.00047978i,0.00078895-0.00064664i,0.0003396-0.00068087i,0.00062151+1.5302e-05i,0.0010652-0.00016844i,0.00099346-0.00031373i,0.0011257+1.7096e-05i,0.00094119-0.00035881i,2.0472e-05-0.00050253i,-0.00051167+0.00066146i,-0.0005643+0.00091277i,-0.00053975+0.00080851i
0.00031608-0.00074462i,0.0015467-0.0010493i,0.0013747-0.0016821i,-0.00026629-0.0016664i,-0.00095873-0.00038093i,-0.0005662-1.9466e-05i,-2.111e-06+0.00051875i,0.00068974+0.0012033i,0.00072022+0.0011185i,0.00044909+0.001009i,0.00034988+0.00088721i,0.00027025+0.0004631i,0.00079156+0.00021447i,0.0010341+0.00043916i,0.0003777+0.00080235i,-0.00049806+0.00065778i,-0.00016479+0.00039004i,0.00056804+0.0011286i,-3.4357e-05+0.00064383i,7.586e-05-0.00048414i,0.00012493-0.00022614i,8.2776e-05+0.00035538i,0.00089901+0.00047731i
0.0005506-0.00048522i,-0.0001879-0.00081616i,-0.0014061-0.00046315i,-0.0022697-0.0013492i,-0.0023531-0.001841i,-0.0022127-0.00048841i,-0.001971+0.00046416i,-0.00088761+0.00079831i,0.00029904+0.00087245i,0.00085033+0.00045745i,0.00050661+5.1983e-05i,0.00030473-0.00071304i,0.00045685-0.00087262i,0.00034244-0.00048225i,0.00080931+0.00025941i,0.00078394+0.00083128i,0.00055511+0.00012939i,0.00050577+0.00020897i,0.00084111+0.00011213i,0.0010311-0.00033628i,0.0003441-0.00048261i,-0.0005218-0.00041946i,-0.00060448+5.541e-05i
1.6832e-05-0.0002365i,-0.00019883-0.00042053i,-0.00059238-0.0021019i,-0.00098825-0.002483i,-0.0020856-0.0021569i,-0.0021323-0.0014807i,-0.00069874+0.00016942i,0.00016993+0.0014278i,9.229e-05+0.00042331i,-0.00021465-0.00028231i,0.00021027-0.00054974i,0.00050651-0.00093453i,0.00024095-9.2464e-05i,9.3239e-05+0.00012265i,0.00038392-0.00017545i,0.00037555-1.4705e-05i,0.00054684+0.00043645i,0.001087+0.00043095i,0.00076801-0.00016736i,-6.8885e-05-0.00020042i,0.00015195-0.00057705i,0.0004785-0.00089038i,0.00062131-0.0006536i
-0.00079094-6.0027e-05i,-0.0003028-0.0015303i,-0.00065714-0.0013685i,-0.00051479-0.0015007i,-0.00088348-0.0025039i,-0.0016131-0.0016689i,-0.00098984+0.00040182i,2.2665e-05+0.0011519i,0.00033557+0.0014356i,3.3053e-05+0.0011174i,0.00043857-9.0471e-06i,0.0012684-0.00039448i,0.0011289-0.00035154i,0.0005776-0.00085477i,7.1825e-05-0.00070154i,0.00070756-0.00018495i,0.000997+0.00014283i,0.00060111-0.00024414i,0.00093844-0.00083446i,0.00066949-0.001153i,-1.3213e-05-0.00079222i,-0.00016575-0.00030276i,-9.7048e-05+7.9235e-05i
0.0002254+0.0011378i,0.00060261+0.00011506i,0.00025397-0.0023326i,-0.00048432-0.0033425i,-0.0012326-0.002118i,-0.001901-0.00054046i,-0.0024503+0.00065561i,-0.0020463+0.00080345i,-0.0011926+0.00067716i,-0.00081709+0.00091894i,-0.00028863+0.00065181i,-0.00039738-1.9435e-05i,-0.00021732-0.00034915i,0.00025668-0.00024508i,-4.4869e-05+3.1562e-05i,-0.00023426+0.00011207i,0.001246+3.3501e-05i,0.0020027-3.6548e-05i,0.0010053+9.5545e-05i,-2.2044e-06-0.00046207i,-0.00022763-0.00048136i,-5.0346e-05-1.0272e-05i,-0.00021874-0.00012787i
0.00050028+0.00040943i,-5.8897e-06-0.00097835i,-8.3469e-05-0.0027482i,-0.00060624-0.0027479i,-0.0012152-0.0021282i,-0.0018983-0.0010278i,-0.0015411-0.00032384i,-0.00013581-0.00018876i,0.00084173-0.000229i,0.0012559+0.00024401i,0.00051481+0.0010833i,4.0462e-05+0.0014638i,4.3034e-05+0.00094896i,0.0001912+0.00068523i,0.00039934+0.00092846i,0.00057216+0.00010524i,0.0014376-0.00015438i,0.0015874+0.00039507i,0.0011432+0.00049107i,0.00054169-5.2116e-05i,0.00028016-0.00042117i,2.2113e-05+4.8378e-06i,-0.00019134+0.00021891i
-0.00064723-0.0011398i,0.00045653-0.0012378i,0.00079271-0.0020607i,-0.00026588-0.0020297i,-0.0011676-0.0019299i,-0.00095669-0.0014763i,-0.00071846-0.0010483i,-0.00069263-0.00072958i,-0.00085355-0.00041112i,-0.00073232-8.6589e-05i,-0.00022671+0.00080742i,0.00051162+0.00039198i,0.00050561-0.0010854i,2.4557e-05-0.0010319i,-0.00052183-0.00011206i,-0.00074318-0.00027735i,-0.00010542-0.0012503i,0.00011515-0.0011104i,0.00024258-0.00038051i,0.00035144-0.00021874i,-0.00056481-4.8367e-05i,-0.0009615+0.00050063i,4.5236e-06+0.00033246i
-0.0025941-0.0016796i,-0.0021089-0.0003211i,-0.0028194+0.00096689i,-0.002533+0.0010755i,-0.0016207+0.0012463i,-0.0013352+0.0015981i,-0.00078529+0.0016178i,-0.00034283+0.00201i,-0.00010233+0.0017559i,0.00018748+0.0012487i,0.00045727+0.0013935i,0.00026858+0.0010968i,0.00029308-1.3837e-05i,0.00083525-0.0007967i,0.00072435-0.00064037i,-9.1492e-05-0.00038324i,0.00016645-0.0003691i,0.00040307-0.00074502i,0.00048982-0.00082943i,0.00077071-0.00054629i,0.00051117-0.00086966i,0.00012034-0.00053172i,-0.00064869+5.1778e-05i
-0.00125+0.001539i,-0.0010266+0.00022345i,-4.6768e-05-0.0010452i,-0.00053064-0.0027779i,-0.0011751-0.0031482i,-0.0014086-0.0020057i,-0.0012078-0.00081448i,-0.00097931+0.00035555i,-0.00019314+0.001078i,0.00076694+0.0007519i,0.00039432+0.00023424i,-0.00037468-0.00038497i,-0.00050182-0.00049758i,-3.1775e-06-0.00048318i,0.00076695+9.6556e-05i,0.00040123+0.00068818i,0.00050082+0.00026744i,0.0014417+0.00058992i,0.0014331+0.00082951i,0.0006683+0.00064099i,3.8564e-06+0.00066129i,3.1881e-05+0.00087889i,-1.6803e-05+0.00093262i
-0.0006328+3.5393e-05i,-0.0013123+0.00043964i,-0.0012706+0.00067221i,-0.0010251+0.0010786i,-0.0012657+0.0018891i,-0.00054884+0.0019899i,0.00036437+0.0016567i,0.00048788+0.0020016i,0.00032363+0.0016042i,0.00035843+0.00035552i,0.00021979+0.00015543i,0.00044557-0.00033511i,0.00028265-0.0005607i,-0.00041069-0.00044564i,-0.00044076-0.00071141i,-0.0001637-0.00025918i,-4.7858e-06-0.00028102i,-0.00011347-0.00063601i,0.00026404-0.0004708i,0.00071181-5.2385e-05i,0.00048863+6.8851e-05i,0.00020985+0.00017743i,-0.0004446-9.9265e-05i
-0.0012326-0.00039176i,-0.0018396-0.00084661i,-0.00075149-0.0022359i,0.00028671-0.0026571i,-0.00030717-0.0022515i,-0.00090547-0.0018625i,-0.00019378-0.00081211i,-0.00023659+0.00016648i,-0.00077145+0.00094398i,-0.00056926+0.00067935i,-0.0001585-0.00014296i,0.00028965-0.00050292i,-3.2116e-05-0.00052012i,-0.00087342-6.7434e-05i,-0.00083749+0.00048238i,0.00035068+0.00047759i,0.0016023-0.00028436i,0.001292-0.0011009i,0.00073788-0.0010994i,0.00056685-0.00041219i,0.00034664-0.00058124i,0.00018025-0.00073902i,-0.00038853-0.000243i
-0.00036388-6.0982e-05i,-0.00050607+3.5237e-05i,-0.0013901-8.6885e-05i,-0.0018935-0.00083042i,-0.0010446-0.0012912i,-0.00063185-0.0010972i,-0.00099488-0.00056694i,-0.00092143+0.00042858i,-0.00012507+0.00086034i,0.00031251+0.0004863i,0.00037079+0.00045395i,0.00033024+0.00062293i,0.00049164+0.00059785i,0.00093105+0.00042203i,0.00014103+1.7124e-05i,-0.00079402+0.00015899i,-0.0010551+0.00028968i,-0.0010359-0.00055715i,-0.00011409-0.00049131i,0.00045475+0.00021461i,0.00034885+0.00013132i,0.00057836-0.00013172i,0.0005021-0.00028572i
-0.0016025+0.0010026i,-0.0014688-2.7371e-05i,-0.00075336-0.0010964i,-0.00072508-0.0020313i,-0.0016141-0.0015801i,-0.0024516-0.00061253i,-0.0016075+0.00023363i,0.00014823+0.00084683i,0.00098858+0.00091619i,0.00080705+7.3422e-05i,0.0009784-0.00059052i,0.00076081-0.00056517i,-0.00027759-0.00060004i,-0.00036566-0.00079479i,1.5138e-05-0.00018249i,0.0004411+0.00054484i,0.00072321-0.0004545i,0.00066073-0.001249i,0.0006372-0.00050359i,0.00066251+0.0006165i,0.00042216+0.0010562i,-0.00036737+0.00070911i,-0.00063626+0.0004071i
-0.00084168-0.0011191i,-0.00073971-0.00061773i,-0.0014086-0.0010793i,-0.0024105-0.0015808i,-0.0030256-0.001327i,-0.0024993-0.0010869i,-0.0020814-0.00014924i,-0.0015096+0.0008754i,-0.0002147+0.00062294i,0.00056374+0.00076862i,0.00044389+0.0016674i,9.5945e-06+0.0011612i,-0.00060369-0.00049083i,-0.00059612-0.0015423i,0.00079072-0.00051256i,0.00083014+0.00075532i,0.00091704+0.0008061i,0.00087669+0.00090601i,0.00049031+0.00098706i,0.00083341+0.00031976i,0.00082672-0.00052978i,0.0011027+6.2281e-05i,0.00078569+0.00057113i
-0.0027699+0.0023012i,-0.0025336+0.0021832i,-0.00099191+0.0019464i,-8.2531e-05+0.0010205i,9.6262e-05-0.00018864i,0.00021957-0.00074476i,-0.00036032-0.00023857i,-0.00058038+0.00035118i,-3.6229e-05+0.00052426i,-4.9833e-05+0.00073447i,1.4347e-05+0.00086215i,0.00025032+0.00051094i,-0.0003585-0.00091742i,-0.00023317-0.0010643i,-0.00043547+0.00017243i,-0.00095394+0.00039363i,-0.00035674-0.00028794i,6.4241e-05+9.4597e-05i,0.00049568+0.00024343i,0.0013481-4.0515e-05i,0.0015444-6.4869e-06i,0.00094482+8.1045e-05i,0.0001285+7.5432e-05i
-0.00086884+0.00039031i,-0.00071659+0.00073254i,-0.0016106-1.6653e-05i,-0.0020094-0.0011596i,-0.0020271-0.00093406i,-0.0010306+0.0002039i,-2.199e-05+0.00068726i,-0.00015586+0.0012351i,-0.0001445+0.0010548i,-9.0218e-05+0.00091432i,0.00012533+0.00060934i,-0.00013953+0.00015964i,6.2762e-05-0.00037333i,0.00027386-0.00065548i,0.00057949-0.00069805i,0.00010881-0.00088416i,-0.00091855-0.0010002i,-0.00066324-0.00059606i,0.00034664-0.0001656i,0.00073934-0.00014593i,-6.5455e-05+0.00028943i,-0.00060336+0.00058695i,-0.00041678+0.00047386i
0.00026215+0.0016297i,-0.00059648+0.00089817i,0.00054821-0.0010985i,6.5502e-05-0.0023269i,-0.00172-0.0019895i,-0.0015693-0.0010658i,-0.00046919+0.00081758i,-0.00025191+0.0017992i,0.00033245+0.00099359i,0.00068895+0.00044311i,7.6325e-05+0.00047546i,-0.00080864+0.00025332i,-0.00072808+0.00036043i,-0.00054501+0.00090748i,0.00040554+0.0012797i,0.0007525+0.0010134i,0.00047899+3.6621e-06i,0.00031102-0.00025266i,-4.2125e-05-8.7579e-05i,-7.9096e-05-0.00038945i,3.6176e-05-0.00087975i,-0.0001965+7.9146e-06i,-0.00054213+0.00048747i
0.0016399-0.00096195i,0.00023876-0.0020006i,-0.00035676-0.0026776i,1.7473e-05-0.0029993i,-0.00016385-0.0024569i,-0.0012135-0.001633i,-0.00094979-0.00066525i,-0.00013379+0.0007955i,0.00047179+0.00045922i,0.00045556-0.00029294i,0.00038365-0.00020287i,0.00077684-0.00026539i,0.00057497+0.00025921i,-0.00024871-0.00029549i,-0.00035939-0.0002762i,-0.00028896+0.00014251i,0.00023227+0.00022253i,0.00082427+0.00042374i,0.00094468+9.8128e-05i,1.4965e-05+0.00014428i,-0.00071865+0.00046449i,-0.00040957+0.00036252i,7.8832e-06+9.6305e-05i
-0.0017563+0.00022531i,-0.0020796+0.0010961i,-0.0016767+0.0017191i,-0.0017679+0.00078551i,-0.0023013-0.00010907i,-0.0019682-0.0002075i,-0.00064119+0.00015447i,8.6906e-05+0.00057999i,-2.7945e-05+0.0007373i,0.00018901+0.00021473i,0.00027672-0.00086885i,0.00036754-0.00097222i,0.00061396-0.00037623i,0.00042935+5.5843e-06i,0.00015291-7.0476e-05i,0.00029862-0.00053305i,0.00060389-0.00080569i,4.8846e-05-0.00029076i,0.00028197-0.00050556i,0.001169-0.0011235i,0.00076538-0.0010777i,0.00066534-0.0010106i,0.0009273-9.8683e-05i
-0.0004547-4.4222e-05i,-0.00086898-0.0024437i,-0.00081534-0.0037247i,-0.0009349-0.00339i,-0.0015549-0.0019399i,-0.0021168-0.00025528i,-0.0015177+0.00042778i,-0.00075858+0.0012002i,-0.00041248+0.0016908i,-5.777e-05+0.0010547i,0.00056169-0.00011884i,0.0010392-0.00015262i,0.0015587+0.00042966i,0.0013954-0.00019315i,0.00070615-0.0011113i,0.00047525-0.0006828i,0.00037701-0.00054951i,0.00067721-0.00048808i,0.0014009+0.00023248i,0.0016269+0.0007144i,0.0010805+0.00017316i,0.00039863-0.00054167i,5.7032e-05-0.00096051i
-0.0001863-0.00022361i,0.0010302-0.00037835i,0.00011392-0.00090345i,-0.0015763-0.0016234i,-0.0022613-0.0016311i,-0.0016066-0.00077407i,-0.0009012+6.0909e-05i,-0.00062637+0.0010278i,0.00022137+0.0016471i,0.00076594+0.001239i,0.00032473+0.00079177i,0.00034079+0.00064333i,0.00086384+0.00015081i,0.00055853-5.4111e-05i,-0.000262+0.00018313i,2.5927e-05+0.00019498i,0.0010838+0.00013743i,0.00083785-0.00035628i,7.9555e-05-0.00049626i,-0.00010152-0.0011674i,0.00031731-0.001325i,0.0011673-0.0005857i,0.00097122+0.00022448i
0.0018278+0.00079277i,0.0016656-0.00024496i,0.0021429-0.00094559i,0.0015119-0.0021786i,-0.00045631-0.0032392i,-0.0016655-0.0022982i,-0.0017684-1.3125e-06i,-0.0015083+0.0017397i,-0.00051388+0.0016616i,0.00013065+0.0015465i,0.00050617+0.00079445i,0.00028603-0.00036246i,-0.0005256-0.00031921i,-0.00057177-0.00023077i,-0.00027595-0.0002401i,3.3223e-05+0.00047341i,0.00081333+0.0012659i,0.00096356+0.0010815i,0.00036511-0.00013478i,0.00054213-0.0013636i,0.00091167-0.0012146i,0.00051458-0.00063148i,0.00059547-3.0736e-05i
0.0018696+0.0010129i,0.0020313-0.0010347i,0.0014052-0.0034037i,0.0011155-0.0044649i,8.577e-05-0.0036565i,-0.001569-0.0024576i,-0.0018752-0.00075732i,-0.0011572+0.00034549i,2.5616e-05-4.188e-05i,0.00076958-0.00019451i,0.00064397-0.00010532i,-0.00068975-0.00078736i,-0.0014024-0.00081884i,-0.00040952+0.0010416i,0.00043135+0.0018965i,-0.00013933+0.0010222i,-0.00060268+0.00074963i,0.00061065+0.0010886i,0.001282+0.00043306i,0.00065323-0.00084806i,0.00067194-0.0018642i,9.2334e-05-0.00185i,-0.00037952-0.00040584i
-7.7744e-05+0.00057262i,0.00049941-0.00016756i,0.0013952-0.0012117i,0.00068523-0.0024i,-0.00097943-0.0021288i,-0.0019972-0.00065368i,-0.0016053-0.00025024i,-0.0008121-0.00016297i,-0.00072927+0.00015256i,-0.00049667+0.00077372i,0.00049868+0.00089558i,0.0011152+0.00087248i,0.0012775+0.00069927i,0.0010691+0.00051019i,0.00053127+0.00054132i,6.3702e-06+0.00042118i,0.0003045+0.00059456i,0.00068937+0.00050955i,0.0010054+6.0983e-05i,0.00049753-7.0383e-05i,-2.469e-05-0.00019797i,-6.6434e-05-0.0004049i,-0.00032196-0.0001695i
-0.00068846+0.0012437i,-0.00069629+0.00069561i,-0.0006416+7.7389e-05i,-0.00096213-5.9452e-05i,-0.0013059+0.00043351i,-0.0013063+0.00063691i,-0.0011272+0.0013977i,-0.00080921+0.0021772i,0.00057085+0.0018725i,0.0013725+0.0012353i,0.00090577+0.00038053i,0.0010058-5.6098e-05i,0.00069351+0.00020368i,0.00033383+0.00020658i,0.00034592-0.00014122i,0.00044387-0.00024993i,0.00075832+0.00044034i,0.00020209+0.00017572i,-0.00014866+0.00016924i,0.00038017-9.0214e-05i,-1.3596e-05-0.00070455i,-0.00038464-0.00040434i,-0.00020203+0.00019035i
-0.0018197+0.0013962i,-0.0011645+0.00093227i,0.00027758+0.0014121i,0.00010057+0.00024873i,-0.00057034-0.0017761i,-0.00020346-0.0021553i,0.0002757-0.001116i,0.00024018+0.00011681i,6.6035e-05+0.00087532i,0.00052817+0.0013328i,0.0010393+0.00092939i,0.00029893-0.00016322i,-0.00052235-0.0010277i,-1.2364e-06-0.0012297i,0.00044479-0.00071871i,0.00038625-0.00048692i,0.0010159-0.00081678i,0.00084658-0.00059641i,0.00040584-0.00065558i,0.00078932-0.0013748i,0.00041445-0.0016483i,0.00028617-0.00094185i,0.0011439-0.00021484i
0.00058068-0.0017049i,-5.4528e-05-0.00053055i,-0.0011625+3.7451e-07i,-0.0019246+6.0891e-05i,-0.0017019+2.4108e-05i,-0.0013605+0.00018014i,-0.0013144+0.0003247i,-0.0010163+0.00056233i,-0.00025128+0.0013758i,6.4774e-06+0.0010277i,0.00033565-0.00026941i,0.00038762-0.00041255i,7.4526e-05+0.00010484i,0.00043392-0.00043444i,0.00084964-0.00051781i,0.00014709-0.00016036i,-0.00045213-0.00023738i,0.0002077+0.00035327i,0.00056704+0.00053403i,0.00070899-9.928e-05i,0.00056188-0.00022166i,-2.5932e-06+0.00013252i,-0.00024349-0.00026166i
0.00025021-0.00098177i,-0.00024754-0.0013968i,-0.0012699-0.0013447i,-0.0022776-0.00081505i,-0.0024552-0.00097072i,-0.0016187-0.0006845i,-0.00077794+0.00030736i,-0.00067057+0.0005379i,7.0859e-05+0.00034552i,0.00082122+0.00041646i,0.00036481-0.00034973i,6.6322e-05-0.0010612i,-0.00026042-0.0010476i,-1.7929e-05-0.00046456i,0.00024546+0.00036514i,6.1601e-05+0.00069226i,0.00044837+0.00063674i,0.0007671+0.0011014i,0.00081964+0.00088559i,0.00083748+0.00013368i,0.00040037+3.4221e-05i,-0.0002267-0.0002454i,-0.00090857-0.00076154i
-0.001177-0.00077252i,-0.0010063-0.0012911i,-0.00045878-0.0023376i,-0.00075262-0.0013945i,-0.0015924+7.608e-05i,-0.0011193-0.00014406i,-0.00033901-9.7319e-05i,-0.00020761+0.0002169i,-0.0006139+9.9577e-05i,-0.00013845+0.00059865i,0.00081327+0.0014104i,0.00034992+0.001112i,-0.00020946+0.00027413i,0.00027823-0.0010443i,0.00015025-0.00089908i,-0.000406+0.00025812i,-0.00011469+0.00017996i,0.00089478-0.00019578i,0.00075774-0.00018631i,0.0001231-0.00025928i,-0.00011123+0.00016865i,-0.00098994+0.00032001i,-0.00059283+0.00019713i
0.0010547+0.0015379i,0.0016315-0.00054471i,0.0018711-0.0024998i,0.00025408-0.0032554i,-0.00090191-0.0029153i,-0.0014774-0.0012886i,-0.00097882+0.00039454i,-0.0003113+0.0010509i,-0.00020848+0.001111i,-0.00017298+0.00058014i,2.4814e-05+4.5606e-05i,8.3333e-05-2.9623e-05i,0.00057139-1.4605e-05i,0.00068832+6.5775e-05i,0.00021553+0.00042087i,-0.00013974+0.00070122i,0.00027399+0.00078442i,0.00044819+0.00066779i,0.00027139-0.00023891i,0.00058644-0.00065271i,-0.00028124+0.000148i,-0.00085392+0.00032508i,4.599e-05+0.00011088i
-0.00083909-0.0027574i,-0.0019417-0.0016655i,-0.0030281-0.0018203i,-0.004027-0.0018583i,-0.003944-0.00079004i,-0.0022712+0.00041204i,-0.00018252+0.00085777i,0.00051963+0.00096064i,-0.00044299+0.0011349i,-0.001151+0.00058124i,-0.00051979+0.00016703i,0.00010137+0.00048459i,0.00034262+0.00011497i,0.0011731-0.00069777i,0.001113-0.0010882i,0.00065288-0.0010632i,0.0010942-0.00053853i,0.0014035-0.00043812i,0.0012767-0.0012123i,0.00089788-0.00072357i,-0.00019697+0.0002893i,-0.00042732+0.00020437i,-1.209e-05-0.00031341i
0.00058628-0.0016976i,-0.00010078-0.0018752i,0.00021823-0.0034154i,-0.0010546-0.0033864i,-0.0026124-0.0014279i,-0.0027696+7.8734e-05i,-0.0023059+0.00078891i,-0.00094648+0.0012497i,-0.00040895+0.00077971i,-0.00068659+0.00047491i,-0.00039519+0.00032285i,-0.00024303+0.0004189i,-0.00040794+0.00022651i,-0.00063035+1.9751e-05i,-0.00087611+0.00039843i,-0.00039312+0.00059381i,0.00013433+0.00062038i,0.00012619+0.00017233i,-0.00010723+7.1966e-05i,-0.00040186-0.00012646i,-0.00056955+3.3313e-05i,-0.0002394+0.0005504i,0.0001398+1.9278e-05i
-0.001173-0.0010131i,-0.001353-0.0011799i,-0.0025041-0.0012903i,-0.0030473-0.0014903i,-0.0021689-0.0017616i,-0.0012048-0.0012703i,-6.1025e-05+0.00025051i,0.001292+0.0011459i,0.0010968+0.0010968i,0.00034687+0.00088546i,0.00046798+0.00050176i,0.00056818-0.00035172i,0.00013954-0.00072922i,-0.00025005-0.0010778i,-0.0003887-0.0011784i,-0.00039023-0.001106i,-8.8413e-05-0.00068361i,9.4803e-05-0.00053816i,0.00038124-0.0013476i,0.0001958-0.0011774i,-0.00018429-0.00033956i,-4.3e-05+0.00030077i,0.0004315-0.00031738i
