-0.0027187+0.0021444i,-0.0025669+0.0011315i,-0.0025505+0.00093864i,-0.0010177+0.0014895i,0.00015957+0.0027646i,-0.00020078+0.0034191i,0.00024951+0.0027037i,0.0009403+0.0015105i,0.00045875+0.00063112i,1.149e-05+1.6263e-05i,1.0463e-05-0.00073867i,-0.00054029-0.00082098i,-0.00037875-0.00085564i,0.00025908-0.0014293i,0.00011404-0.0010703i,-0.00010391+3.3244e-05i,-0.00066324+0.00050774i,-0.00079854+0.00063957i,-0.00072487+0.00034834i,-0.00060638+7.2874e-06i,0.00010227+0.00027383i,0.00048142+0.00053412i,0.00026761+0.00042879i
0.00091098-0.0013675i,0.00021266-0.0016272i,-0.0013248-0.0010708i,-0.0018834+6.0348e-05i,-0.0019766+0.0011154i,-0.0021505+0.0010627i,-0.0010628+0.00042638i,0.00022028-0.00036947i,-0.00018999-0.0006819i,-0.00075496-0.00026312i,-0.00059398-0.00052915i,-0.00085239-0.00069928i,-0.00069914-0.00035315i,-0.00060943+0.00024551i,-1.5017e-05+0.00039701i,0.00026151-0.00039132i,0.00040896-0.00064781i,0.00034044-0.00017107i,-9.3242e-05+7.2032e-05i,-5.7646e-05-9.5996e-05i,5.4685e-05-0.00032311i,0.00058939-3.9041e-05i,-6.6883e-05+0.0005171i
-0.0019439+0.0023578i,-0.0012012+0.0027499i,0.00010188+0.0026473i,0.00032729+0.0021463i,-0.00033119+0.002007i,-0.00035772+0.00081347i,-0.00024648-0.00034575i,-0.00062603-0.00031846i,-0.00058599-0.00022179i,0.00015548-0.00021081i,0.00046804+7.886e-05i,0.00014068-0.0001999i,7.6126e-05-0.0002189i,0.0001069+0.00020246i,-0.00025971+0.00027935i,0.00011893+0.0002544i,0.00022208+0.00044277i,0.00013983+0.00080103i,0.00054397+0.00059031i,0.00063264+0.00036133i,0.00035072+0.00021253i,-0.00021981-7.5844e-05i,-9.0235e-05-0.0001749i
2.3365e-05-0.00079349i,0.00026924-0.0014034i,-0.00030673-0.00044194i,-0.00037997+0.00080321i,-0.00045071+0.0014291i,-0.00021894+0.0015084i,-0.00034014+0.00077453i,7.5671e-05+0.00067994i,0.00085047+0.0010865i,0.00042552+0.001544i,-1.4187e-05+0.0011806i,-0.00030942+0.00037421i,-0.00037882+0.00036902i,0.00011823+0.00049524i,0.00022027+0.00024781i,-0.00030385+2.2261e-05i,-0.00029248-0.00039889i,-0.00016086-0.00054127i,-0.00079765-0.00040059i,-0.00139-0.00022008i,-0.0012303-0.00074442i,-0.00050882-0.00075397i,-0.00067161-5.921e-05i
-2.7033e-05+0.0020046i,0.00066371+0.0020588i,0.0011536+0.0016455i,0.00096559+0.00089481i,0.00059216+0.0005917i,0.00098182+0.00054077i,0.0014698+0.00059239i,0.00059659+0.00044949i,-7.6598e-05+0.00029127i,0.00057116+0.00015658i,0.00049039-0.00048511i,7.1593e-06-0.00023325i,-0.00010976+0.00088374i,-0.00027311+0.00091509i,-0.0011321+0.00029328i,-0.0012524+0.00010408i,-0.00071023+8.6169e-05i,-0.00089315-0.00055593i,-0.00072995-0.00065457i,-0.00035015+0.00033284i,0.0005619+0.00054786i,0.00093057+0.00017225i,0.00050778+6.8032e-05i
-0.00025513-0.0008523i,-0.00052278-0.001077i,-0.00023245-0.0013399i,-0.0010975-0.00044779i,-0.00086054-0.00017333i,0.00047703-0.00067608i,0.00020015-0.00040372i,-0.00036298-5.6885e-05i,-0.00046584-0.00038003i,-0.00026723-0.00035269i,-0.00042674+5.7821e-06i,-0.00038591-9.0145e-06i,0.000197+0.00049076i,0.00060096+0.00055186i,0.00030864+2.2124e-05i,0.00021241-0.00015438i,-7.7354e-05+0.00028675i,-0.00029815+0.00071745i,0.0001076-5.2672e-05i,0.00035868-0.0009409i,-2.935e-05-0.00081866i,-0.00028167-0.0002852i,-0.00045131+0.00024692i
0.00048017+0.00023884i,-5.3898e-05-0.00018069i,0.00052029-0.00052226i,0.00098584+0.00073782i,-0.00061427+0.0023189i,-0.0011403+0.0027789i,-0.00077248+0.0014162i,-0.0010258-8.8115e-05i,-0.0012029+3.6411e-05i,-0.00057529+0.0007464i,-0.00038467+0.00087506i,-0.00061132+4.4153e-05i,-0.000833-0.00047971i,-0.00078111-0.00043783i,-0.00042806-0.00052373i,-0.00013715-0.00066272i,-0.00061184-0.00080115i,-0.00023195-0.00080464i,0.00011957-0.00040397i,0.00035802+2.82e-05i,0.00023938-0.00023931i,-9.3338e-05-0.00094366i,-0.00024196-0.0006994i
-0.0020526+0.0030158i,-0.0010296+0.0020367i,0.00058094+0.0024037i,0.0016106+0.0019075i,0.001837+0.00093206i,0.0012254+0.0004136i,-0.00012109+0.0010799i,-0.00052879+0.00088911i,0.00024719+0.0005052i,0.0010281+0.00048936i,0.00051663-0.00012703i,-0.00010748-0.00014059i,-5.9972e-05+6.5178e-05i,-0.00010877+0.00020331i,-0.00045329+0.00022815i,-0.00024824+0.00010029i,0.00017125+5.9336e-05i,-0.00039816+0.0006033i,-0.0005602+0.00031858i,-0.00016814-0.00044382i,-0.00053371-0.00063497i,-0.00046011+3.6591e-06i,9.2094e-05+0.0003645i
0.00062723-0.00069208i,0.00096181-2.9585e-05i,0.00044023-0.00019346i,0.00030001-0.00031403i,0.0010724-0.0005369i,0.00058764-0.00049243i,5.44e-05-0.00016896i,0.00011772-0.00069096i,-0.00015861-0.00014062i,-0.00026236+0.0010973i,0.0002277+0.00044828i,0.00021538-0.00011777i,0.00021386-0.00052457i,1.5846e-05-0.0005919i,0.00015998+6.0925e-05i,5.5139e-05+1.898e-05i,-0.00032773-2.7635e-05i,0.00017246+0.00075401i,-0.00015409+0.0016099i,-0.0002282+0.0014967i,0.00040702+0.0013126i,0.00034286+0.00076128i,0.00015068+0.0003474i
-0.00095225-0.00042817i,-0.0010872-0.00094302i,-0.0018721-0.001081i,-0.0011809+0.00010889i,-0.00037707+0.001151i,-0.00067177+0.00093804i,-0.00079748+0.0003623i,-0.001021-0.00030378i,-0.001436-0.00085143i,-0.0016312-0.00087389i,-0.00099517-0.00046149i,-2.4209e-05+0.0001395i,0.00083002+0.00060708i,0.00093688+0.00031096i,0.00038567+0.00057979i,-0.00049731+0.00013271i,-0.0010189-0.00055598i,-0.0012504-2.4506e-05i,-0.0010296-0.00014106i,-0.00024087-0.00026316i,-9.6891e-06+0.00046603i,0.00023437+0.00067303i,0.00071487+0.00040188i
-0.00083878-0.00015018i,-0.00012899-0.00034054i,0.00049212+0.00029505i,0.0008007+0.0015874i,0.00089552+0.0015562i,9.4618e-05+0.00059601i,-0.00010984+0.00053257i,-0.00032066+0.00058595i,-0.00080701-0.00023284i,-0.00025809+0.00019798i,-0.00067022+0.00082544i,-0.00031757+0.00016092i,0.00082975-0.00071987i,0.00073632-0.00082108i,0.00026496-0.00048023i,6.6917e-05-0.00055889i,0.00036029-0.00046829i,0.00092143+0.00018793i,0.0011631+5.1314e-05i,0.00077771-0.0001956i,0.00073368-0.0001611i,4.5518e-05-0.00015601i,-1.59e-05-0.00026844i
0.00060189+0.0013108i,0.00026005+0.00058267i,0.00082657-6.7864e-05i,0.0017291+7.1584e-05i,0.0010607+0.00029924i,0.00044993-0.00038788i,0.00043577-0.00047989i,0.00037779+9.2778e-06i,5.9781e-05+0.00049503i,1.3802e-05+7.2337e-05i,0.00023094-0.00045957i,-0.00029279-0.00094301i,-0.00087665-0.00043413i,-0.0011196+0.00054357i,-0.0013735+0.00033627i,-0.00098992+0.00026446i,-0.00047038+0.00032757i,-0.00076678+0.00031406i,-0.00090192+0.00019449i,-0.00087674+0.00048379i,-0.00059482+0.00022571i,-0.00017459+2.1375e-05i,-0.00023553+0.00042562i
-0.00083535-0.0006696i,-0.00086368-0.00048526i,-0.001326+0.00061392i,-0.001657+0.00090913i,-0.0010733+0.0012254i,-0.00056507+0.0012096i,-0.00067589+0.00045039i,-0.00094981-0.00057436i,-0.00094084-0.0012305i,-0.00022354-0.00046264i,6.7724e-06+0.0007866i,-0.00054877+0.0010026i,-7.4907e-05-0.00039991i,0.0011081-0.00088974i,0.0011156-3.7257e-05i,0.00049496+0.00021397i,0.0003153+0.00045255i,0.00033027+0.00061648i,-2.8262e-05+8.418e-05i,6.6228e-05-0.00013002i,0.00060721+0.00040115i,0.00095255+0.00030451i,0.00067639-0.00046521i
-0.0015464-0.00041427i,-0.0011519+0.0010234i,-0.00099311+0.0020571i,-0.00072423+0.0021862i,0.00010087+0.0013796i,0.00023124+0.00066966i,-0.00075248+0.00013471i,-0.0010279-0.00081829i,-0.00075636-0.0013822i,-0.00043482-0.0007848i,0.00060828+1.8657e-05i,0.00089992+0.00041312i,0.00015696-3.881e-05i,-2.4254e-06-0.00010295i,-0.00035037+0.00036255i,-0.00011122+1.7208e-05i,0.00093034-0.00035533i,0.00053304-0.00029988i,-0.00063778-0.00042061i,-0.00075644-0.00040483i,-0.00040172+4.3127e-05i,0.00034883+7.2273e-05i,0.00073897+0.00052644i
0.0003314+0.00030217i,-0.00044361+0.0005864i,-0.00091004+0.00094487i,-0.0005796+0.00070033i,-0.00016778+0.00092513i,-0.00024053+0.001373i,0.00034403+0.00092866i,0.00024551+0.00036032i,-0.00060718+0.00042068i,-0.001054+0.00079167i,-0.00083755+0.00029077i,4.7387e-06-0.00048852i,0.0003229-9.0169e-05i,0.00021628+0.00072231i,0.00024248+0.0008382i,0.00065054+0.00065347i,0.00047209+0.00026354i,-3.2598e-05+0.000187i,-0.00010932+0.00053322i,-0.0005108-7.0021e-06i,-0.00068812-0.00045924i,0.00063169-0.00025118i,0.0010743+7.1595e-05i
-0.0010332+0.00024757i,-0.0003688-0.00024267i,-0.00011046+0.00059024i,-0.00065574+0.0014928i,-0.00084079+0.0022276i,-2.4714e-05+0.0012344i,0.00012556-6.7728e-05i,1.1072e-05-0.0001084i,-0.00013739-0.00040369i,0.00015122-0.0010642i,0.00093368-0.00056461i,0.00046945+0.00025516i,-0.00067627+0.00043433i,-0.00028717+0.00073633i,0.00034149+0.00092291i,0.00029273+0.00095526i,-5.4702e-05+0.0010204i,-0.00023509+0.0011288i,0.00033866+0.00032069i,0.00073424-0.00015541i,0.00069854+6.6991e-05i,0.0010981+0.00048549i,0.00096907+0.00053181i
-0.0010485+0.00025366i,-0.0010292-0.00024812i,-0.00048677+0.00034085i,3.3926e-05+0.00076125i,-0.00016792+0.0011863i,-0.00020459+0.0012625i,-0.00028188+0.00050063i,-9.744e-05-0.00088471i,-0.00023751-0.0012511i,-0.00077926-0.00054878i,-0.00097023+0.00040965i,-0.001003+0.0013384i,-0.00048143+0.00072556i,0.00031434-0.00011449i,0.00038386+0.00020638i,0.00023632+0.00026035i,8.2899e-05-0.000505i,-0.00030915-0.00050044i,-0.00062535+0.00012075i,-0.00021329+4.0252e-05i,0.00084445-0.0001951i,0.00060469+0.00036601i,-0.00074107+0.00025159i
0.0011723+0.00056337i,0.0010022+0.00069226i,0.00076537+0.00044591i,0.00045953+0.00041589i,0.00019803+0.0011815i,0.00020402+0.0014693i,0.00061367+0.0012475i,0.00070619+0.0010256i,-0.00014535+0.00050596i,-0.00061507-9.6446e-05i,-0.00054878+0.00054399i,-0.00056755+0.0010532i,-0.00017533+0.00058771i,-9.1884e-05+9.6438e-05i,0.00022539+0.000213i,0.00047542+0.00068295i,-0.00013947+0.00032904i,-0.00018786-0.0011957i,0.00039442-0.0010854i,0.00098885-0.00024611i,0.00034053-0.00037762i,-0.00037737-0.00012726i,-0.00025097-0.00024104i
-0.0024664-0.0001551i,-0.0019123-0.0004828i,-0.00080047+0.00032319i,0.00028768+0.0012693i,0.00074621+0.0016676i,0.001057+0.0009064i,0.0010304+0.00079517i,0.00063576+0.0010222i,0.00030067+0.000719i,0.00035123-0.00021595i,4.5463e-05-0.00045509i,-0.00071079+0.00063358i,-0.00059833+0.0005503i,7.2263e-05-0.00018576i,0.0002774-0.00028839i,0.00031473-0.00042218i,0.00056205-0.00019847i,0.00069459-0.00032742i,4.5257e-06+0.00023828i,-0.0010896+0.00023895i,-0.00068004-2.3364e-06i,0.00018606+0.0001611i,0.00070293-0.0004336i
-0.0001017-0.00070308i,0.00077407+0.00078076i,0.00053999+0.00091503i,-0.00033935+0.00071512i,-0.00081542+0.0010335i,-0.00022778+0.0011902i,0.00040788+0.00067092i,0.00024151+0.00054021i,-0.00026415+0.00021482i,-0.0002047-0.00083084i,0.00035011-0.0011145i,0.00032071-0.00058781i,7.117e-06+0.00015555i,-0.00026621+0.00073081i,-0.00030947+0.00062594i,0.00024442+0.00030403i,0.00076559+0.00077968i,0.00038583+0.00095041i,-5.2958e-05-0.00040109i,0.00010818-0.00053384i,5.9523e-05+0.00020035i,-0.00023986+0.00023741i,-0.00020054+3.803e-05i
-0.00011809-0.00094642i,-0.00089834-0.00077299i,-0.0015027-8.7397e-05i,-0.00083739+0.00050015i,0.00080067+0.0014417i,0.0010896+0.0014334i,0.00053465-6.5574e-05i,0.00010673-0.0010717i,-0.00030577-0.00099295i,3.0959e-05-0.0001588i,4.7629e-05+0.0006452i,0.00012864+7.6776e-05i,0.0005171-0.00054036i,0.00073353-0.0003872i,0.00084298-0.00037079i,0.00051531-0.00037682i,-0.00013366-0.00036313i,-0.00084126-8.4765e-05i,-0.0011506+0.00018494i,-0.00093296+0.00019662i,-0.00022695+0.00010213i,0.00041218+0.00018898i,-8.9803e-05+0.00021903i
5.7331e-05+0.00065909i,-0.00016361+0.00036764i,-0.0012757+0.00073399i,-0.00090361+0.0013127i,-0.00015462+0.0015752i,-0.00041722+0.00083537i,-0.00036208-7.5222e-05i,-0.00030699+0.00014668i,-0.00019403+0.00064045i,-0.00046936+0.00035796i,-0.00076836-0.00052906i,-7.9136e-05-0.00019584i,0.0003648+1.7677e-05i,0.00014655-0.00014566i,2.835e-05+0.00013269i,1.8696e-05+0.00034625i,0.00070939+0.00032299i,0.00062458+0.0005507i,-0.00049393+0.00010431i,-0.00059183+3.9087e-06i,8.1111e-05+0.00015855i,0.00050069-0.00044867i,4.0529e-05-0.00055184i
-0.0021883-0.00025979i,-0.0023258-0.0010638i,-0.0029637-0.00084097i,-0.0022049+0.00030618i,-0.0003146+0.0005522i,0.0012518+7.1548e-05i,0.001237+0.00040843i,0.00036605+0.00068486i,0.00011241+0.00014218i,-4.1942e-05+0.00032743i,-4.4885e-06+0.00076926i,0.00063883+0.00083081i,0.00038199+0.00022194i,-0.00020106-0.00074052i,-0.00051066-0.00048108i,-0.00078852+0.00046348i,0.00029122+0.00032079i,0.00065846+0.00032315i,-0.00012267+0.00023445i,-0.00019186+0.00011438i,-0.00066071+7.5475e-05i,-0.00026248-0.00037361i,0.00088904-5.935e-05i
-0.00038389+0.00083456i,-0.00052981-0.00045019i,-0.0011973+0.00019248i,-0.00058823+0.00072623i,0.00081626+0.000888i,0.00078743+0.00029975i,-2.4061e-05+0.00033495i,-0.00046344+0.00014579i,-0.00057682-0.00051834i,5.7354e-06-0.00048275i,9.8319e-05-0.00058683i,-0.0002038-0.00078328i,-0.00036689-0.0002453i,-0.00018052+0.00033326i,9.4547e-05+0.00036863i,-0.00035415-9.5925e-05i,-0.00052399-0.0001886i,-0.00053264+0.00011995i,-0.00025281-0.00030881i,-0.00020471-0.00099087i,-0.00037632-0.00082136i,-0.0004367-0.00017739i,-0.00062878-8.2951e-05i
-0.0013973+0.00034184i,-0.00045075+0.00092635i,-0.000859+0.0016513i,-0.000969+0.0026819i,0.00018558+0.0027711i,0.00090709+0.002226i,0.00063676+0.00075836i,-0.00023007-0.00034541i,-0.00051842-0.00038996i,-0.00028037+5.103e-05i,-0.00077954+0.00035947i,-0.00066158+7.5313e-05i,0.00081931-0.00058851i,0.00086229-0.00038827i,0.00049345-0.00023822i,0.00057715-0.00027269i,0.00041804-0.00061984i,0.0006473-0.00045213i,0.0001164-0.0001633i,-3.2043e-05-0.00010611i,1.7427e-05+0.00017897i,-0.00013446+0.00028891i,-0.00040518+0.00061219i
-0.00059185+0.00079651i,-0.0012115+0.00073641i,-0.00086751+0.00078198i,-0.00043085+0.00076838i,-0.00075119+0.00093146i,-0.0004538+0.0006243i,-0.00072231+0.00012075i,-0.00080869+0.00059619i,-0.0002614+0.0005005i,0.00022902-0.00023888i,0.0008502-0.00036467i,0.0008-0.00029668i,-9.6455e-05-0.0006322i,-0.00025472-0.00096377i,0.0001553-0.00082183i,-0.0001313-0.00048759i,0.00019184-0.00014232i,-8.8587e-05-0.00020345i,-0.00017922-0.00047748i,0.00048871-0.00026426i,0.00016989+5.4094e-05i,0.00062191+0.00010039i,0.00057106+5.9523e-06i
-0.0021636+0.00047571i,-0.0015492+0.0022846i,-0.00096767+0.0038921i,-0.0003897+0.0037217i,2.6118e-05+0.0031594i,0.00037921+0.0019084i,0.00065856+0.0013218i,0.0001318+0.0014844i,-1.9328e-05+0.0015249i,0.00081814+0.0010544i,0.00091631+0.00013972i,0.0004743-0.00026927i,0.00087731-0.00023007i,0.00060382-0.00027167i,-0.00066177-0.00028743i,-0.00099932+0.00029605i,-0.00091023+0.00024602i,-0.00078343+0.00045338i,-0.00011264+0.00041691i,0.00064685-1.2039e-05i,0.00073506-0.00015949i,0.00037656+0.00048781i,0.00025817+0.00087721i
-0.00055444-0.0012259i,-0.0014395-0.00024998i,-0.00088912+0.00055373i,0.0012631+0.0016731i,0.0012692+0.0011946i,-4.9448e-05-0.00011603i,-0.00034812-0.00047944i,-0.00011077-0.00076274i,-0.00044238-0.00042133i,-0.00042245+0.00020872i,-6.2649e-05+0.00069066i,0.00033398+0.0009538i,0.00065653+0.00051446i,0.0003496-9.4093e-05i,-5.867e-05-3.6147e-05i,-0.00036154+0.00024109i,-6.636e-06+0.00042404i,0.00033205-8.5448e-05i,0.00013371-0.00087892i,-0.00032122-0.0012158i,-0.00023015-0.00097445i,4.7031e-05-1.0723e-05i,-0.00022442+0.00049912i
-0.0011448+0.0022015i,-0.00063951+0.0031234i,0.00031809+0.0031491i,0.0004296+0.0020861i,0.00037841+0.0014285i,0.0003914+0.00098826i,0.00019229+4.3353e-05i,-0.00036635-0.00035071i,-0.00071543-0.00047767i,-0.00048046-0.00084579i,-0.00052453-0.00087291i,-0.00098007-0.00069829i,-0.0010226-0.00027505i,-0.0010061-0.00060595i,-0.0005161-0.00097107i,3.2847e-05-0.00069509i,0.00014973-0.00037869i,5.1352e-05+0.00012248i,0.00059732+0.00024257i,0.00064673-0.00015337i,0.00019914+0.00012635i,5.8707e-06+2.8333e-05i,-0.0002972+6.4326e-05i
-0.0013864+0.00059337i,-0.00099086+0.0012286i,-0.00016452+0.0020636i,0.00020088+0.002769i,0.00055333+0.0025609i,0.0010239+0.0017321i,0.00044144+0.00061976i,-9.3746e-05-0.00011478i,-0.00049944-0.00076592i,-0.00046752-0.00056633i,-0.00029056+0.00074385i,-0.00015137+0.00036727i,0.001243-0.00073283i,0.0011733-0.0011203i,-0.00026673-0.0010104i,-0.00016084-0.0006848i,-2.4136e-05-0.00039462i,-0.00033203-0.00010866i,-0.00050125-0.0002807i,0.0003163+0.00026196i,0.00086632+0.0011157i,0.00068531+0.00085534i,-0.00014553+0.00010988i
0.0011635+0.00052555i,0.00034771-0.00033676i,0.00080784-0.00052289i,0.0013376-0.00036893i,0.0010008-0.00089961i,0.0004994-0.000618i,0.0003267-4.7449e-05i,0.00056043-0.00028841i,0.0007075-0.00045328i,-5.652e-05-0.0005321i,-0.00080239-0.0011009i,-0.00036571-0.00089922i,0.0001135-0.0002803i,-6.7907e-06-2.5676e-05i,-0.00025932-0.00053918i,-0.00013118-0.00059809i,0.00074997+3.754e-05i,0.00095935+0.00022464i,-0.00026051-0.00020454i,-0.00021031-0.00042063i,0.0002757-0.00026841i,-0.00033048-6.9871e-05i,-0.0010857+0.00015469i
0.00061495-0.00079052i,0.00057525-3.6412e-05i,-0.0001238+0.0001319i,-0.0015845+0.00016274i,-0.0019395-0.00013164i,-0.0011157+0.00015301i,-0.00098624+1.1992e-05i,-0.00045252-0.0004672i,-0.00013028-0.001292i,-0.00070359-0.0015952i,-0.00080295-0.00032328i,-0.00035799+0.00069622i,0.00010363+0.00089297i,0.00016296+0.00084796i,4.2431e-05+0.00023525i,0.00051866-0.00011843i,0.00074226-0.00013227i,0.00034914-0.00013413i,0.0001402+0.00042361i,8.6323e-05+6.6129e-05i,-0.0005871-8.683e-05i,-0.00080245+0.00041399i,4.6343e-05-0.00019668i
-0.0025451-0.0025992i,-0.0036594-0.00089497i,-0.0036281+0.00067491i,-0.0022086+0.0021536i,-0.00076646+0.0032082i,-0.00046144+0.0034409i,0.00019203+0.0021773i,0.00055866+0.0010817i,0.0001738-3.6174e-05i,-0.00030873-0.00053134i,-0.00061484-5.2533e-05i,-0.00019602+0.0002439i,0.00060748+0.00039513i,0.0011437-0.00060074i,0.00064629-0.001315i,-0.00013514-0.00082741i,-0.00039636-0.00065521i,-0.00028201-0.00054057i,0.00050016-0.00014943i,0.00033891+4.2136e-05i,0.0001198+0.00043554i,0.00048044+0.00064547i,0.00042489-0.00020222i
0.00010459-0.0003282i,-0.00046084-0.00026519i,-0.00059992+0.00030241i,-0.00065743+0.00068396i,-0.00019998+0.00065954i,0.00036052+0.00010226i,0.00058373-0.00043847i,0.00025441+5.8683e-05i,0.00055461+0.00029729i,0.00072248+0.0002075i,0.00042739+0.00013422i,0.00060827-3.3586e-06i,0.00067666+0.0001284i,0.00033799-0.00022195i,-0.00016281-0.00024902i,-0.00018429+0.00039803i,-0.000628+0.00056581i,-0.00079538+5.2411e-05i,0.00031275-0.00025925i,0.0017297+0.00048444i,0.0018763+0.0004013i,0.0011841-0.00048489i,0.00082734-0.00015955i
-0.0013053-0.00026794i,-0.0021474+0.00024709i,-0.0024952+0.00059301i,-0.0011198+0.0022281i,0.00061927+0.0026565i,0.00050748+0.0014421i,4.431e-05+0.00013445i,0.0006811-0.00090296i,0.00064261-0.0011849i,0.00025375-0.00088906i,-0.00055067-0.00024478i,-0.00099354-5.0478e-05i,-0.00025711-0.00046157i,0.00023728-0.00043441i,0.0005374-0.00072418i,0.00093548-0.00058932i,0.0010741+1.5967e-05i,0.00065472-6.9135e-05i,-0.00015586-0.00031364i,-0.00044646-0.00015763i,-0.0010158+0.00028526i,-0.00041016+0.00031563i,0.0004428-0.00034334i
-0.00010251-0.0012413i,-0.0013284-0.00066727i,-0.0023848+0.00033101i,-0.0023076+0.00078984i,-0.0015291+0.00083548i,-0.00085989+0.00093775i,-0.00070271+0.00013613i,-0.00065718-0.0013267i,-0.00020515-0.00078096i,4.4244e-05-0.00020333i,-0.0002374-0.00053759i,-0.00023213-0.00077978i,0.00031257-0.000872i,0.00046356-0.00031469i,0.00027589+0.0002125i,0.00014933+0.00033555i,-6.8509e-05+0.00056827i,-0.00020337+0.00043226i,0.00045659+3.9112e-06i,0.00067998+3.3251e-05i,0.00054021+0.00021294i,0.00067723+4.5669e-05i,0.00040437-0.00035955i
-0.0010324-0.00087063i,-0.0013989+0.00080101i,-0.0020036+0.0020495i,-0.0017641+0.0017346i,-0.0011783+0.0012518i,-0.0010688+0.0014028i,-0.00081055+0.00069754i,-0.00050064-0.00010614i,6.2152e-05-0.00065005i,0.00034959-0.00080135i,-0.0004052-0.00021084i,-0.00046348+0.00016275i,-0.00025264+0.00020372i,-0.00041297+4.1941e-05i,-0.00013385-0.00054721i,-0.00029214-0.00063561i,-0.00085574-0.0002i,-0.00056368-0.00037352i,-0.00042856-0.00040055i,-0.00012904+0.00013442i,0.00039278+0.00061i,9.4823e-05+0.00017828i,-0.00042068-0.00035634i
0.0020204+0.00026454i,0.0017977-0.0013704i,0.0023298-0.0016979i,0.0021984-0.00072584i,0.00017567+0.00023514i,-0.0010493+0.00058272i,-0.00053161+0.0010988i,-6.2152e-05+0.00069126i,0.00057737-0.00060803i,0.0005451-0.00037656i,-0.00028133+0.00022199i,-0.0003971+0.00021271i,-0.00066777+0.00016256i,-0.0016095-0.00015017i,-0.0015798+0.00019676i,-0.00038013+0.00094172i,0.00010168+0.00063606i,-0.00036016-2.1945e-05i,-0.00060996-0.00052828i,-1.7906e-05-0.00098325i,0.00038554-0.00073651i,-0.00017111-0.00042462i,-0.00029661-0.00057622i
-0.0003793+0.0026135i,-7.5257e-05+0.0023497i,0.00083542+0.0015027i,0.00079571+0.0013444i,0.0011154+0.0013392i,0.00045883+0.00020086i,-0.00050448-0.00014946i,-0.00027028-0.00036241i,0.00034231-0.00059531i,0.00032716-0.00064287i,0.00015831+0.00020916i,0.00014691+0.00072605i,0.00076395-8.8292e-05i,0.00048511+1.6817e-05i,0.00026472+0.00052199i,0.00047341+9.4766e-05i,0.00071672-0.00062288i,0.00052483-0.00055896i,-5.8251e-05-6.1609e-05i,-0.00014+0.00037624i,7.1815e-05-9.8374e-05i,-0.00015439-0.00087194i,-0.00055687-0.00092489i
0.0001448-0.0013149i,1.9162e-05-0.00067948i,-0.00020528-0.00025455i,-0.00040561+0.00056781i,-0.0012238+0.0015551i,-0.0013654+0.0012686i,-0.00049117+0.00044654i,-0.00011256+0.00037293i,-0.00014111+0.0003289i,-0.00099006-0.00045799i,-0.0012613-0.00023854i,-0.00062841+0.00039019i,-0.0002166+8.7086e-05i,0.00025457-0.00020589i,0.0010924-0.00033714i,0.00098034-0.0003558i,0.0007891+0.00015601i,0.00032824+0.0012125i,0.00014868+0.00050377i,0.0010617+0.00017752i,0.00080047+0.00044277i,-0.00024877-0.00020932i,0.00036052-0.00035978i
0.00093467-0.00070785i,-7.3619e-05-0.00077319i,-0.0013065-0.00047818i,-0.0012896+0.00071846i,-0.00066485+0.0015558i,-0.00031776+0.0015126i,0.00016238+0.0011365i,0.001054+0.00012554i,0.00043461-0.00037096i,0.00016451+0.00025573i,0.00043394+0.00072794i,-0.00014522+0.00045116i,-0.00040003+0.00080141i,8.3093e-05+0.00099315i,0.00066743-4.4466e-05i,0.00079849-0.00011599i,0.00098711+0.00012873i,0.0009961+8.9109e-06i,-0.00033371+0.00015576i,-0.00087562+3.0163e-05i,-0.0006293-0.00025845i,0.00038058-0.00017129i,0.00036892+0.00038769i
0.00041732-0.00050536i,0.00049227-0.00066085i,0.00071564-0.00028374i,0.001218-0.00068157i,0.00043278-0.00041161i,-0.00053355+0.00059482i,-0.00028785+0.0012851i,0.00018495+0.0008622i,0.00051824+2.5816e-05i,0.00031898-3.3386e-05i,-0.00027882+2.6485e-05i,-0.00070185+0.00012754i,-0.00050358+0.00034863i,-6.6945e-05+6.6232e-05i,0.00060588-0.00035354i,0.00090669-0.00072452i,-0.00010247-0.00039922i,-0.0010292+0.00030562i,-0.00098904+0.00095087i,-0.00060051+0.00092689i,-0.00094861+0.00042845i,-0.00058253+0.0005974i,-0.00049053+0.00043513i
0.0015407-0.0027966i,0.001041-0.002673i,-0.00056909-0.0030616i,-0.0018014-0.0017242i,-0.0016246+0.00051817i,-0.00094811+0.00096483i,-0.00063695+0.00028134i,-0.00032554-0.00012111i,9.9261e-05-0.0010857i,-0.00027426-0.0010311i,-0.0011851-0.0002549i,-0.00094086-8.5179e-05i,0.00013419-1.807e-05i,0.00061508+0.00038727i,9.0437e-05+0.00046857i,-0.00028801+0.00074255i,-9.641e-05+0.00060553i,0.00015371+1.7969e-05i,0.00017329+7.7058e-05i,-0.00047908+0.00057504i,-0.00089573+0.00026199i,-0.00060868-0.00017835i,-0.00048629+0.00036789i
