-0.0043175+0.0006355i,-0.0015691+0.00034335i,-0.0007279+0.0014642i,-0.00064256+0.0021328i,-0.00018489+0.0030056i,0.00068669+0.0033396i,0.0012596+0.0027448i,0.0011017+0.00171i,0.0005022+0.00048435i,0.00069172+1.1569e-05i,0.0014247-0.00026474i,0.00075743-0.00090965i,-0.00036318-0.0012094i,-0.00057546-0.00089017i,-0.00034825-0.00059166i,-0.00029963+0.00035895i,-0.00025326+0.0012317i,0.00025587+0.00056608i,0.00032838-0.00055442i,-6.8682e-05-0.00011996i,2.2686e-05+0.00065102i,0.00035253+0.0004358i,-0.00043597+0.00036525i
0.0002682+0.0013597i,0.00058453+0.0020987i,0.0018777+0.0013019i,0.002376+2.5908e-05i,0.0020404-2.0732e-05i,0.0021804+0.0005025i,0.0020844+0.00038832i,0.0011569-0.00011197i,0.00040143-0.00045093i,-0.0001046-0.00045529i,-6.8512e-05-0.00067801i,-0.00024089-0.00046737i,-0.00086082+0.00037382i,-0.00080679+0.00048115i,-9.5298e-05+0.0001764i,3.9536e-05-0.00017746i,-0.00013055-0.00077912i,0.00031168-0.00086982i,0.00072114-0.00063174i,0.00040789-0.00037902i,0.00038488+8.8357e-05i,0.00093361+0.00070223i,-0.00015332+0.000369i
0.0022771-0.0020014i,0.0028631-0.0037617i,0.0024357-0.0047342i,0.0012788-0.0033145i,0.00079075-0.0018486i,0.00086519-0.00052754i,0.00010842+6.117e-05i,-0.00048004-0.0005276i,-0.00015345-0.00079807i,0.00060776-0.00032138i,0.00083853+0.00028881i,0.0002007+0.00030431i,-0.00072751-9.7218e-05i,-0.00028263-0.00032959i,-0.00043211+0.00023817i,-0.0011946+0.0010937i,-0.0010793+0.001225i,-0.00047482+1.3665e-05i,0.0004442-0.00048262i,-8.9436e-05+3.8701e-05i,-0.0012533+0.0002243i,-0.00074371+0.00078585i,0.00031459+0.00058991i
0.00073835+0.0015185i,0.0024602+0.0012619i,0.0032836+0.0003564i,0.002105-0.00069547i,0.0013249-0.0009077i,0.0013963-0.00012758i,0.00076956+6.6643e-05i,0.00029099-0.0005611i,-0.00052013-0.00022919i,-0.0011691+0.0003505i,-0.0013277+0.00011715i,-0.00089789-0.00066116i,-0.000284-0.0010311i,-0.00037536-0.00038847i,-0.00036159+6.9195e-05i,-0.00029732-1.4817e-05i,-0.0003035+0.00064042i,-0.00095084+0.00053733i,-0.0013954-0.00044665i,-0.00078986-0.00099887i,-0.00032436-0.0011301i,-0.00027485-0.00077855i,-7.0632e-05-0.00072977i
-0.0027175+0.0025891i,-0.0013152+0.0020797i,0.0012044+0.0029993i,0.0023838+0.0041383i,0.0022599+0.003712i,0.0016048+0.0012452i,0.00046977-0.00062087i,-2.2766e-05-0.0015564i,-7.8289e-05-0.0013886i,-0.00036271-0.00073023i,-0.00087293+0.00038239i,-0.00045049+0.00056748i,4.9023e-05-0.00014029i,-0.00035854-0.00073295i,-2.882e-05-0.00042319i,-0.0005298-0.00039496i,-0.00092362-0.00040227i,-0.00069202-0.00011566i,-0.00053258+2.4688e-05i,5.4596e-05+0.00025002i,0.00058984+0.0006075i,0.00070022+0.00033376i,0.00070475-0.00032759i
0.0017842+0.00092559i,0.0039912+0.0011598i,0.0059294+0.0013219i,0.0056444+0.00073982i,0.0040399+0.0006735i,0.0033585+0.00033363i,0.0020846+0.00012498i,0.00038999+0.00023565i,2.3766e-06-8.7792e-05i,-0.00038599-0.00052611i,-0.0006574+0.00019136i,-0.00049574+0.00093757i,-0.00029533+0.00056365i,-0.00062858-0.00045661i,-0.00064607-0.00089547i,-0.00023919-0.00072838i,0.00017063-0.00056602i,0.00018424-0.00042345i,-0.00018407-0.00033426i,5.3578e-05-0.00044171i,-0.00013334-0.00010285i,-0.00013588+5.8784e-05i,0.00056302-1.6649e-05i
-0.00059933+0.0001056i,-0.00076493+0.00034779i,5.2496e-05-0.00078842i,0.00072308-0.0020137i,0.00020975-0.0015425i,0.00073098-0.00019398i,0.0017651-0.00081676i,0.00092825-0.0012254i,-0.00021817-0.00018342i,-0.00062899+0.00042948i,-0.00061793+0.00090551i,-7.9362e-05+0.00080004i,0.00053848+0.00056052i,0.00072219+4.0516e-05i,4.7787e-05-0.00013973i,-0.00061182+0.00026395i,-0.00067023+0.00018418i,7.0211e-05-0.0002416i,0.00050684-0.00050782i,-0.00020476-0.00047105i,-0.00036124-0.00015743i,-0.00011925+0.00026553i,-0.00047458+0.00039487i
0.0013456+0.0013579i,0.0028629-0.00024427i,0.0038171-0.0014593i,0.0039895-0.0011781i,0.0031795-0.00056851i,0.0013764-0.00073252i,0.00097761-0.00099581i,0.0010288-0.00082889i,-0.00054724-8.3889e-05i,-0.0013459+0.00040339i,-0.00055015+0.00059849i,-0.00033933+0.00050061i,-0.00061346-0.00014961i,-5.8757e-05-0.0010174i,0.00015455-0.0007312i,-0.00011615-9.3365e-05i,-9.4695e-05+0.00013089i,-0.00018645-0.00026525i,-0.00047155-0.00056717i,-0.00040844-5.7053e-06i,0.00023966+7.1656e-05i,0.00048478-0.00036377i,6.8267e-05-0.00047968i
-0.00018654-0.0018759i,-0.001041-0.0013545i,-0.0014391-0.0016082i,-0.0018372-0.0015601i,-0.0017198-0.00013718i,0.00025016+0.0011452i,0.00054892+0.00040666i,-0.00060465-0.00048496i,-0.00095115-4.5755e-05i,-0.0011561+0.0011477i,-0.00079223+0.0013465i,-0.00070162+0.00055398i,-0.00063876+0.00044373i,-0.00036419+0.00081085i,-0.00096334+0.0006868i,-0.0011846+0.00024635i,-0.0010032+0.0004318i,-0.0009975+0.00033778i,-0.00045328-2.8818e-05i,-2.5722e-05-0.0001657i,0.0001146+0.00055276i,0.00038139+0.00071848i,0.00046659+0.00018092i
0.00080855+0.00069184i,0.0023258+0.00063605i,0.0028706+0.00026242i,0.0030881+0.00012395i,0.0026675+0.0010327i,0.002202+0.00020761i,0.0027059-0.00022924i,0.0023963-0.0002165i,0.001099-0.00082949i,-4.3862e-05-0.00031794i,-0.00081193+0.00052794i,-0.00071068+0.0010607i,-0.00086983+0.00058234i,-0.00078779+9.3479e-06i,-0.00043881+0.00034178i,-0.0012169+0.0003556i,-0.0011967+4.4265e-05i,-0.00027466+0.00030067i,-0.00059106+0.00084357i,-0.0011728+0.00033578i,-0.00078311-4.9141e-06i,-0.00038316-0.00024941i,-0.00017741-0.00038762i
-3.0217e-05+0.00086887i,0.0022725+0.00067389i,0.004381+0.00031058i,0.0043302+0.00022909i,0.0033002+0.00025285i,0.0024588+0.0001613i,0.0017817-0.0004734i,0.00061423-0.00066244i,-0.00071813-0.00079663i,-0.00045736-0.00089474i,8.5342e-05-0.00076846i,-0.0004376-0.00078921i,-0.0007424-0.00023192i,-0.00066281+0.00036563i,-0.00014157+0.00018849i,0.00051685-2.3922e-05i,0.0004639+0.00076727i,-0.00040573+0.0015072i,-0.00072078+0.00050477i,-0.00041264-2.4364e-05i,0.00018795+0.00011608i,0.00040116-0.00052853i,-1.0069e-05-0.00019168i
-0.00034706+0.00059651i,0.0010298-0.00072653i,0.0015987-0.00093276i,0.0017004-0.00054883i,0.0011726-7.6716e-06i,0.00074168+2.5616e-05i,0.00074843-0.00025171i,-7.3499e-05+0.00018015i,-0.0010913+0.00061704i,-0.00075862+0.00076875i,-0.00075903-0.0001085i,-0.00083773-0.0010147i,-0.00021976-0.00034142i,3.6692e-05+0.00029425i,0.00038287+0.00057309i,0.00032185+0.00065965i,-0.00028952+0.0004538i,-0.00063088-9.985e-06i,-0.00048576-0.00019005i,-0.00061338+0.00035453i,-0.00080674+0.00019337i,-0.00035428-6.4318e-05i,-4.1716e-05+0.0002239i
-0.00060719+0.00091493i,0.00021396+0.0011499i,0.0018886+0.0010261i,0.0025746-9.177e-05i,0.0025326+0.00032263i,0.0017254+0.0015466i,0.00094061+0.0011934i,0.00035357+0.00050605i,0.00040382+0.00034633i,0.00096881+0.00059012i,0.00037204+0.00054674i,-0.0010153-0.00012641i,-0.0006702-0.00055216i,-0.00035192-0.00025117i,-0.0011382-0.00031727i,-0.001073-0.00074357i,-0.00042766-0.0010949i,-0.00043048-0.0004455i,-0.00040427+0.00047534i,0.00016557+0.00025247i,0.00010014-5.123e-05i,-0.00031247+0.00072956i,-0.00034826+0.00070137i
0.0026766-0.0013954i,0.0032295-0.0022041i,0.0028337-0.0018644i,0.0019303-0.0011777i,0.0013089-0.00061113i,0.0019303-0.00068327i,0.0021257-0.00092883i,0.00097037-0.0013782i,0.00020154-0.0011097i,0.00015696-1.3294e-05i,0.00019023+0.00026005i,-5.2875e-05-0.00019938i,-7.5583e-05+0.00014071i,0.00037324+0.001059i,-0.0003631+0.001184i,-0.00058537+0.00040743i,0.00010787-0.00015525i,-0.00037731-0.00043867i,-0.0010295-0.000132i,-0.001126-0.00010077i,-0.00010086-0.0005283i,0.00068459-0.00032227i,0.00039153-0.00019018i
0.0011277-6.1751e-05i,0.0019099+0.0010352i,0.0028687+5.6444e-05i,0.0023692-0.00091143i,0.0014455-0.0003449i,0.00070334-7.8997e-05i,-0.00018906+0.00048434i,-0.0010487+0.00089684i,-0.0018841+0.00074216i,-0.0011106+0.00015312i,-0.00025058-1.1498e-05i,-0.00036018+2.8716e-06i,-0.0002398+0.00022922i,-0.00048559+0.00074324i,-0.0011026+0.00023556i,-0.00039215-0.00027536i,-0.00023773-0.001023i,-0.00028403-0.00097871i,0.00033116-0.00051673i,0.00030821-0.0005314i,-0.00038334-0.00073204i,-0.00095954-0.00053734i,-0.00040126-0.00015289i
-0.0013463-0.0018211i,9.9447e-06-0.00084861i,5.9e-06-0.00026877i,-0.00016841+0.00041355i,-0.00025258+0.00096005i,0.0005843+0.0010427i,0.0010366+0.00059473i,0.00014246-0.00036568i,-0.0007866-0.0002877i,-0.00088488+0.00067278i,-0.00060216+0.00064082i,-0.00010366+0.0001541i,-0.00018088+0.00028265i,-0.00041239+0.00064083i,-0.0001352+0.00025743i,-0.00069379-7.4996e-05i,-0.0017455+0.00026495i,-0.0013516+0.00044757i,0.00013693+0.00046773i,0.00058009+0.00039544i,0.00023036+0.00037767i,-4.6493e-05+0.00028413i,-0.00057544-7.2739e-05i
0.00074242+0.0005501i,0.0015577+0.0011754i,0.0034564+0.0023824i,0.0034898+0.0012985i,0.0031643+0.00049198i,0.0027629+0.00025436i,0.0019939-8.8469e-05i,0.0011281-0.00036474i,0.00086945-0.00064532i,0.00053801+4.4683e-05i,-0.00038865-6.9961e-05i,-0.00080174-0.00012138i,-0.0010459+0.0004857i,-0.00052939-5.5412e-06i,-0.00010809-0.0002217i,-0.00039496+7.74e-05i,-0.0006117+8.5609e-05i,-0.00057927+0.00030668i,-0.00010217+0.00050946i,0.00067349+0.00098575i,0.00077956+0.0010018i,0.00056851-9.3485e-05i,0.00035522-0.00039195i
0.00019929-0.0030612i,-0.000201-0.0028944i,-0.0005873-0.0033984i,-0.0010209-0.0027702i,-0.0011538-0.00093545i,-0.0010158+0.00012618i,-0.00081088-0.00055427i,-0.00063619-0.00096559i,-0.00093276-0.00020558i,-0.0013562+0.00039909i,-0.00087793-0.00013424i,0.00084507-0.0008113i,0.0017241-0.00075763i,0.00094491+0.00014464i,5.131e-05-3.7874e-05i,-0.00016274-2.5037e-05i,0.00020142+0.00081225i,-1.3938e-05+0.00090393i,-0.00019029+0.00013873i,0.00024187+0.000292i,-0.0003811+0.00062204i,-0.00067415-0.00017851i,-0.00016596-0.00056402i
0.00049727-0.0011407i,0.0014375-0.00086433i,0.0026048-0.00081514i,0.0018474+0.00030574i,0.00092198+0.0016243i,0.00092249+0.0021977i,0.00071509+0.0013662i,-0.00019393+0.00016612i,-0.0011391-0.00050648i,-0.00090283+8.8553e-05i,0.00021796+0.00098656i,0.00073237+0.00044972i,-7.9724e-06+0.0001115i,9.2376e-06+0.00092282i,0.00025664+0.0011638i,0.00012169+0.00071374i,0.00023232-8.1858e-05i,0.0001131-0.00056943i,-0.00010189-0.00060177i,-0.00078348-0.0006873i,-0.00011311-0.00017025i,0.00088567-0.00047486i,0.00030674-0.00023889i
-0.0013221-0.00076344i,0.00046276-0.00114i,0.0013157-0.0016997i,0.0012833-0.0011198i,0.0009262-0.00015603i,0.0012018+0.00017111i,0.0011544-0.00062231i,0.00043852-0.0011316i,-0.0007679-0.00070666i,-0.001424-0.00011154i,-0.00072631+0.00040287i,-0.00027983-2.9553e-05i,-9.2378e-05-0.0014468i,-0.00014857-0.0011664i,-0.00044882+9.8158e-05i,-0.00088799+0.00054816i,-0.0013429+0.00096096i,-0.001163+0.0010651i,-0.00081769+0.00040406i,6.1822e-05-0.00040401i,-4.5277e-05-0.00046255i,-0.00065721-0.00043754i,-0.00023189+0.00031444i
0.0006956+0.0019312i,0.0013572+0.0010472i,0.0027663-0.00015743i,0.0019819-0.00053154i,0.0014232+0.00055702i,0.0023614+0.00176i,0.0016276+0.0011045i,0.00044771+0.00063702i,-0.00050774-7.1571e-05i,-0.0011561-0.00083211i,-0.0011969-0.0003683i,-0.0014119-0.00048503i,-0.00085903-8.8819e-05i,0.00010058+0.00019819i,0.00047482-0.00023641i,0.0006932-0.00018759i,0.00018491-0.00025108i,-0.00021711+5.57e-05i,9.8034e-05+0.00061296i,0.00062828+0.00053958i,0.00052383-3.5027e-05i,-0.0001442-0.0003276i,-0.00027394-0.0001139i
-0.00069749+1.2936e-05i,-0.00048918-0.0004314i,0.00028331-0.0011585i,0.00089435-0.00073959i,0.00057792-0.0004138i,0.00083691-0.0002221i,0.0015997+0.00047792i,0.00076873+0.00025616i,-0.0009974-0.00011904i,-0.0014382-0.00025394i,-0.00010343-0.00069976i,0.00084894-0.0003598i,0.00050641+0.00036986i,0.00037183+0.00064885i,-8.8025e-05+0.00028494i,-0.00096265+0.00024883i,-0.00067483+7.9914e-05i,1.9763e-05+0.0003663i,-2.6409e-05+0.00079826i,-0.00034081+0.00042795i,-0.00042474+0.00037418i,9.0359e-05+0.00020962i,0.0005003+0.00050703i
0.0023848+0.00087836i,0.0032859-8.5539e-05i,0.0045503-0.0017036i,0.0038329-0.0032407i,0.0028156-0.0023916i,0.0018039-0.00075432i,0.00078946-0.00012172i,0.00010911-0.00030642i,-0.00059037-0.0003263i,-0.0001443-0.00029997i,8.5219e-05-0.00010121i,-4.9152e-05+0.0007389i,0.00024447+0.0016399i,0.00012963+0.0011525i,-0.00024357-0.00012272i,-0.00036646-0.00020997i,-0.00059299+0.00061405i,-0.00038613+0.0014434i,0.00077732+0.0012906i,0.0011445+0.00030877i,0.00076869-0.00084579i,0.00019983-0.000712i,-3.9968e-05-0.0001339i
-0.0012849-0.0011127i,-0.00012926-0.0010716i,0.0003093-0.00062098i,-0.00045405+0.0016172i,0.0004356+0.0022192i,0.0013307+0.0010321i,9.3579e-05+0.00056278i,-0.00051219+0.00080398i,-0.0004273+0.00019423i,-0.00056127-0.00016324i,-0.00015821+0.00034237i,0.00037306+0.00085406i,0.0004256+0.00082152i,4.1695e-05+0.00029889i,0.00020421-0.00055468i,-0.00013426-0.00081204i,-0.00037149-0.00039477i,0.00070758-0.00018596i,0.0013187+0.00048079i,0.00080153+0.001019i,0.00017398+0.00075804i,-0.00052091+0.0010133i,-0.00031137+0.00093392i
0.0026456+0.00043675i,0.0027537-0.00085816i,0.0028128-0.0021193i,0.002607-0.0021975i,0.0022372-0.0011423i,0.0018933+0.00024356i,0.0011064+0.0004114i,0.00011055-0.00056051i,-0.00035488-0.00012862i,-0.00024845+0.0011499i,-0.00057+0.0010833i,-0.0006381+0.00062663i,0.00035014+0.00019956i,0.001182+0.00054328i,0.00049048+0.0010638i,-0.0001307+0.00031598i,-0.00019129-0.00043066i,0.00018843+0.00027354i,0.00046404+0.0010493i,0.00029873+0.00024963i,8.6906e-06-0.00097942i,-4.9877e-05-0.00089924i,0.00050525+8.5503e-05i
-0.0011266+0.00065355i,1.8261e-05-4.5634e-05i,0.0011237-0.00046359i,0.0014589-0.00051451i,0.0017679-0.00073737i,0.002199-0.0010752i,0.0015055-0.00070759i,0.00017054-0.00010478i,-0.00050792+0.00017964i,-0.00052958+0.00041981i,-0.00048934-5.9387e-05i,-0.00030557-0.0004356i,-2.1186e-06+0.00014399i,0.00056572+0.00066429i,0.00064402+0.0007286i,0.00045485+0.00017743i,0.00023422-6.999e-05i,0.0002912+0.00027286i,0.00074827+0.00011856i,0.00065958+0.000131i,0.00059458+0.00012316i,0.0003533+0.00022174i,-0.00031418+0.00038207i
0.0024137+0.00019783i,0.0017727-0.0011033i,0.0012515-0.0032309i,0.00084366-0.0033188i,-0.00035142-0.0011995i,-0.00062584+0.00038745i,-0.00015366+0.00035551i,-0.00054946-0.00043117i,-0.00089061-0.00057974i,-0.00054622+0.00020212i,-3.0023e-05+0.00063999i,-0.00038711+0.00060597i,-0.0010299+0.00012729i,-0.0010657-0.00022412i,-0.00058999+0.00012641i,-0.00027534+0.00083065i,1.6549e-05+0.00087197i,0.00053777+0.00050576i,1.1857e-05+0.00041511i,-0.00062865-9.3149e-05i,-0.00045912-0.00030455i,-0.00048499-0.00019808i,-0.00058634+4.7513e-05i
-0.00013695-0.00093185i,0.00016774-0.00011271i,0.00072764+0.0007539i,0.0013515+0.00062933i,0.0017908+0.00099238i,0.0015006+0.0013093i,0.0010624+0.00038978i,0.00079438-0.00016631i,0.00054025-0.00065617i,-0.0001647-0.00078458i,-0.0005792-0.00020486i,6.3031e-05-2.9778e-05i,0.00038566-0.00025383i,0.00022989-0.00044264i,0.00019333-0.00042408i,0.00047696-0.00067165i,0.00075729-0.00085944i,0.0003235-0.00056735i,0.00020698-0.00029042i,0.00028706+0.00030714i,0.00031286+0.00024423i,-0.00056542-9.8211e-05i,-0.00086323+0.00091874i
-0.00010708+0.00091808i,0.0014757+0.0011684i,0.0022858+0.0016522i,0.0028835+0.0018046i,0.0029549+0.0014169i,0.0023105+0.00068273i,0.0016704+0.000226i,0.00057186-0.00027106i,-0.00079089-0.00019999i,-0.0015995-2.8199e-05i,-0.0010383+0.0005746i,-0.00033346+0.00035223i,-0.0002237-0.00042102i,-0.00061791-0.00064927i,-0.00062531-0.00023979i,-0.00078718-0.00025798i,-0.00078319-0.00068521i,0.00018909-0.00062479i,0.00027369-0.0007059i,0.00013716-0.00055469i,0.00041712-0.00015813i,0.00019911-0.00061176i,-0.00048691-0.00087224i
-0.0018612+0.0018829i,-0.00013713+0.0012913i,0.00091895+0.00079597i,0.0022082+0.00066913i,0.0028499+0.00060937i,0.0015432-0.00020063i,0.00055064-0.00069745i,0.0003245-0.00015109i,-0.00033327+0.00078249i,-0.00074427+0.00077961i,-0.00041531+0.00064928i,0.00052879+0.00039492i,0.00074801+7.4275e-05i,-5.9879e-05+0.00046533i,-0.00035327+0.00032518i,0.00022371-0.0003359i,0.00049102-0.00045799i,0.00069213-0.00019972i,0.0008607-0.00021372i,0.00071615-0.00048974i,0.00044238-0.00021816i,0.00076037+0.00030871i,0.00076576+0.00010779i
0.00407+0.0015315i,0.0045534+0.00035131i,0.0043963-0.001067i,0.0032476-0.0023471i,0.0015554-0.0029858i,0.00036443-0.0015614i,0.0004945+7.89e-05i,0.00058013+0.00030507i,-0.00013533-0.00012426i,-0.00089529-0.00041091i,2.7861e-05-0.00024515i,0.0003314-0.00043874i,-0.0011024-3.1002e-06i,-0.001852+5.237e-05i,-0.0015094-0.00019406i,-0.00064669+0.00012435i,-0.00063019+0.00071118i,-0.00041644-7.7312e-05i,0.00077201-0.001023i,0.00059965-0.00096517i,0.00014462-0.0007985i,0.00025005-0.00098551i,-0.00010103-0.00013204i
-0.00012452+0.00080497i,0.00050396+0.001724i,0.0011442+0.001755i,0.0013939+0.0007653i,0.00089708+0.0003811i,0.00014756+0.00095445i,0.00024347+0.00055904i,0.000541+0.00025618i,-7.8373e-05+0.00015166i,-0.00084221+7.5768e-05i,-0.001238+9.9528e-05i,-0.0010862-0.00014566i,-0.00049167+0.00057983i,-0.00046964+0.0002317i,-0.00038292-0.0001226i,0.00032139+0.0001486i,0.00063424-0.00029309i,0.0006588-8.968e-06i,0.00055751-0.00017095i,0.00040612-0.00075071i,2.5559e-05-0.00011577i,-0.00049234+1.9865e-05i,-0.00078174+7.8869e-05i
0.0012815-0.001445i,0.0018839-0.00072957i,0.0017712-0.0010174i,0.0011901-0.001404i,0.0012753-0.00085849i,0.0012609-0.00041396i,0.00059909-0.00055893i,3.7188e-06-0.0010434i,-0.00051708-0.0009677i,-0.00032931-0.0001938i,0.00043605+4.4799e-05i,0.00090016+0.00055829i,0.0008713+0.00089555i,-0.00045792+0.00023936i,-0.0010678-0.00023025i,-0.00030286-0.00043768i,-0.00070998-0.00051414i,-0.00077195-0.00032259i,6.4869e-05-0.00035193i,1.2868e-05-0.00014887i,-0.00049298-0.00044646i,0.00037497-3.996e-05i,0.00054914+0.0010474i
-0.0029101+0.0027643i,-0.0006597+0.0030132i,0.0011997+0.0030025i,0.0020159+0.001913i,0.0028069+0.0011015i,0.0036027+0.00088038i,0.0028991+0.00082198i,0.001095+0.0004486i,0.00024803+0.00053536i,-2.9215e-06+0.00074359i,-0.00036499+0.00053915i,0.00065474+0.0008929i,0.00070649+0.00073024i,-0.00047461+4.301e-05i,-0.00068456-0.00017748i,-0.00044998+7.6576e-05i,-0.00016016+0.00068565i,1.5804e-05+0.00065856i,-0.00031898+0.00039659i,-0.00036746-0.00010954i,2.5558e-05-0.00040865i,-5.8576e-05-0.00032264i,-0.00031418-0.00062906i
-0.0014397-0.0025482i,-0.00041681-0.0022835i,-0.000586-0.0020054i,-0.00040304-0.0011505i,6.7234e-05-0.00017575i,0.0007179+0.00066541i,0.00099794+0.0002367i,0.00066825-0.00031813i,-0.00010107-0.00051786i,-0.00047569-0.00032377i,-0.00081973+0.00036978i,-0.00087793+0.00046364i,6.3742e-07+0.00013355i,0.0010251-0.00012318i,0.00044575+4.8911e-05i,0.00015353+0.00083273i,0.00062859+0.00032463i,0.00027563-0.00056811i,0.00020734-0.00024739i,0.00052309+0.00012372i,0.0001123-0.0004135i,-0.00013791-0.00026664i,0.00047343+0.00072883i
0.0018976+0.0027651i,0.0044101+0.0035159i,0.0049348+0.0025862i,0.0032351+0.00013918i,0.0021042-0.0013319i,0.0012242-0.0014949i,0.00062949-0.00080735i,-3.1242e-05-0.00018726i,-0.00068046+0.00064619i,-0.0005686+0.0010968i,0.00054352+0.00055106i,0.00064813+0.00022967i,-0.00045133-0.00059408i,-0.0010094-0.00084004i,-0.00051559+0.00018388i,-0.00076844-0.0003965i,-0.0011664-0.0012817i,-0.00054117-0.00067577i,-0.00039949+5.0601e-05i,-0.00050809-0.00014496i,-0.00010831-0.00040461i,-0.00015085+0.00029146i,-0.00040775+0.00090415i
-0.00055022-0.0032209i,-0.00041134-0.0036823i,-0.0020873-0.0023467i,-0.0028181+0.00041534i,-0.0014135+0.0028942i,0.00030345+0.0030045i,0.0011874+0.0014605i,0.00098206+0.00041093i,-0.00074394+8.385e-05i,-0.0015562+0.00027024i,-0.00074231+0.00045594i,-0.00012386+9.9179e-05i,0.00033098+0.00056966i,0.00074791+0.0010735i,0.0008825+0.00041772i,0.00046149+0.00017445i,0.0002958-0.00020089i,0.00040101-0.00031217i,0.00014235+0.0001701i,-0.00021294+7.2755e-05i,-0.00044821-0.00052006i,-0.00046343-0.00047588i,-0.0005078+5.5602e-05i
0.0029864+0.0012266i,0.0044905+0.0011158i,0.0049508+0.00051969i,0.0041545-0.0010817i,0.0027307-0.00061595i,0.0020356+0.000421i,0.0010775-0.0002229i,6.8509e-05-7.6127e-05i,-0.00035785-0.00012116i,-0.0005904-0.00027569i,-0.00027613+2.7748e-05i,-0.00022879-0.0001887i,-0.00022001+0.0001054i,0.00015652+0.00042764i,0.00049043+0.00087796i,-6.0532e-05+0.0014959i,4.4387e-07+0.0011791i,0.0010547+0.00074494i,0.00076969+0.00041795i,-1.8643e-05-5.9376e-05i,-0.00028019-0.0007627i,-0.00019975-0.00078919i,8.8707e-05+4.1298e-05i
-0.00058051+0.00046784i,-0.00095443-7.2167e-05i,-0.00054297-0.00091706i,0.0010861+0.00019037i,0.00159+0.0011273i,0.0012545+0.0013206i,0.00050076+0.0012903i,-1.2997e-05+0.00050542i,0.00018048-0.00016543i,-0.0009053-0.00015214i,-0.0011897-0.00027746i,6.8387e-05-0.0007345i,0.0010403-0.0008861i,0.00077612-0.0001623i,-0.00053817+0.0006207i,-0.00064553+0.0012553i,0.00021305+0.0015262i,-0.00011156+0.00084932i,-0.00033378+0.00025865i,0.0006128+0.00061936i,0.00043462+0.00087683i,-0.00040968+0.00093354i,-0.00018135+0.0012565i
0.00042787-0.00023826i,0.00073189-0.00011071i,0.0014445-0.00050673i,0.0023684-0.00053547i,0.0023164+0.00058553i,0.0016902+0.00099842i,0.0018046+0.00010281i,0.00093963-0.0010893i,-0.00042089-0.0011815i,-0.0012995-0.00086216i,-0.0012047-0.0008752i,-0.00052775-0.00054699i,-0.00034942-0.00018817i,-0.00031709+0.00033322i,-0.0003885+0.00055589i,-0.00029291+0.00025077i,-0.00030696+0.00010623i,-0.00026665+0.00023454i,0.00038968+0.00039185i,0.0010404-0.00012177i,0.00020568-0.00082816i,-0.00078661-0.00052134i,-0.00027639+0.00035548i
-0.00071603-0.00024219i,-0.0010349+0.0011722i,-0.00064406+0.00083373i,-0.00057508+2.0437e-05i,-0.0012533+0.00034187i,-0.00098318+0.00046534i,0.00068696+0.00065289i,0.00088411+0.00041083i,-0.00048924-0.00015731i,-0.0009471-0.00013681i,-0.00086596-0.00039346i,-0.00060407-0.00046077i,0.00025325-7.1427e-05i,0.00080094+0.00027792i,0.00050861+0.00064456i,-0.00016705+0.00083329i,-0.00041767+0.00017061i,-0.0003447-0.00071531i,0.00019037-0.00058207i,-0.00063368-0.00022198i,-0.0012337+0.00017656i,-9.9259e-05+0.0011064i,-0.00013865+0.0014577i
0.0023878+0.00074015i,0.0032509-0.00069174i,0.0038093-0.001605i,0.0035503-0.00071133i,0.0022645+0.0005438i,0.0012545+0.0014292i,0.00061564+0.00081571i,-0.00057524-0.00022926i,-0.0016672-0.0001581i,-0.0013906+0.00027032i,-0.0010862+0.00058784i,-0.0010279+7.6839e-05i,-0.00015974-0.00034296i,0.0003741+0.00015195i,0.00021038+0.00078623i,8.8135e-05+0.00065029i,-0.00030964+0.00024856i,-0.00061695+0.00034959i,-0.0004326+0.00015755i,0.00029474+0.0004351i,0.00044542+0.00092714i,0.00017008+0.00082498i,0.00029619+0.000451i
8.8416e-05+0.0016717i,-0.0001997+0.0023634i,0.00023097+0.00077037i,0.00011118-0.00019858i,-0.00019968-0.00016899i,0.00045621+0.00076132i,0.0012887+0.0009591i,0.00072534-5.3478e-05i,-0.0002985-0.00027297i,-0.00081652-0.00064555i,-0.00061854-0.00065267i,5.9861e-05-0.00050125i,0.00059353-0.00081155i,0.00011561-0.00036352i,-0.0005061-5.1972e-05i,-0.00027503-8.8421e-05i,-4.0413e-05+0.00035527i,-0.0002512+0.00039593i,-0.00053355-6.6411e-05i,-0.0006353+0.00014077i,2.2801e-05+0.00088712i,0.00074375+0.00071642i,0.00077882-0.00041688i
0.0030737+9.8435e-05i,0.0034731-0.0029622i,0.0042648-0.0049506i,0.0040874-0.0040527i,0.002691-0.0031104i,0.0013715-0.0029755i,0.0013751-0.0013799i,0.00063899-0.0002982i,8.2984e-05+8.6946e-06i,0.00041637+0.0005223i,-0.00012327+0.00069492i,-0.0011104+0.00061635i,-0.00099302+0.0010296i,-0.00012096+0.0010729i,-1.7943e-05+0.00039178i,-4.2376e-05+3.9136e-05i,0.00023125-0.00061027i,0.00059109-0.00099547i,0.00027733-0.00056747i,0.00044811-0.00026977i,0.00038563+0.00058265i,-0.00012681+0.00093117i,-2.3534e-05+0.00018544i
