-0.0017925+0.00026148i,-0.00031376-0.00023577i,-0.0016528+0.00083173i,-0.0012872+0.0012897i,0.00015986+0.0015955i,0.00085247+0.00091505i,0.00071902+0.00010795i,-0.00033657+0.00079376i,-0.00024862+0.0011155i,0.0007473+0.00063208i,0.00085234-0.00031093i,0.00071455-0.00069619i,0.00085905-0.00016642i,0.00038888-0.00030595i,-0.0005314-0.00058413i,-0.00062659-0.00010424i,-0.00059119+0.00042234i,-0.00066523+0.00052117i,-0.00082392+0.00012863i,-0.00044044+2.972e-05i,0.00014123+0.00080883i,-8.3508e-05+0.0011759i,-0.00035162+0.00060614i
0.0017425-0.00057368i,-6.5503e-05+0.00089202i,-0.001793+0.0010782i,-0.001928+0.0011959i,-0.0012356+0.0017593i,3.3467e-05+0.0015087i,0.00084905+0.00028941i,0.00037273-5.1943e-05i,-0.00020969-9.4396e-05i,-0.00015836-0.00023161i,-0.00031335+0.00015795i,8.8668e-06+3.5691e-05i,0.00085608-4.7969e-05i,0.00056984+1.5206e-05i,-1.7816e-05-0.00037771i,4.9854e-05-0.00026801i,-0.0002103+0.00050096i,-0.00074544+0.00089935i,-0.0009417+0.00064099i,-0.00059994+0.0001265i,0.00023579-0.00047729i,0.00066524-0.00028282i,-0.00021438+0.00034299i
0.0010347+5.0103e-05i,-0.00037038-0.00086733i,-0.0012069-0.0019506i,-0.00037258-0.00032962i,0.00071972+0.0017379i,0.00039065+0.0017428i,-0.00076399+0.0014712i,-0.00082861+0.0014115i,0.00030245+0.0011626i,0.00049026+0.00049726i,0.00034624-0.00019199i,0.00020949-4.4753e-05i,2.7407e-05+0.00075445i,3.5114e-05+0.00086363i,-0.0001717-0.00014056i,-0.00068344-0.00046123i,-0.00069307+0.00062785i,-0.00037805+0.0011328i,5.0822e-05+0.00073528i,7.4933e-05+0.0001923i,0.00063727-0.00029492i,0.00044591-0.00073844i,-0.00031429-0.00048973i
-0.0012517+0.00035669i,6.8837e-05+0.00080855i,0.00074371+0.0023956i,0.00084601+0.0029873i,-2.8871e-05+0.0022786i,-0.00047015+0.0010069i,7.5758e-05+0.00012195i,0.00067651+7.8346e-05i,0.00038727+0.00020062i,-7.2899e-05+0.00060702i,0.00027717+0.00022338i,0.000861-0.00086626i,0.00097705-0.00088766i,0.00026979-0.00062128i,-0.00025632-0.00057519i,-0.00045577-0.0002684i,-0.00065799+7.7268e-05i,-0.00052711-0.00050846i,-0.00012654-0.0010529i,-0.00017396-0.0010218i,-0.00030627-0.00064323i,1.7126e-05+0.00018776i,0.00015581+0.00062404i
0.00053+0.00016211i,-0.00018223-0.00061658i,-0.0012392-0.0012549i,-0.0014256-0.00035833i,-0.00043696+0.0011973i,0.00045409+0.0012312i,0.00015587+0.00016208i,-0.00036115-0.00055718i,-0.00037185-0.00037374i,-0.00031022-0.00063559i,0.0006354-0.0005759i,0.0012456-8.2339e-05i,0.00027393-0.00016527i,-0.00019133-0.00033076i,-9.632e-05-0.00021943i,0.00013647+2.3171e-05i,0.00026061+0.00033328i,0.00029862+0.00010836i,0.00013916+0.00030258i,-0.0003368+0.00053452i,-0.00018665-8.2377e-05i,4.5519e-05-0.00017441i,-0.00027628-0.00029806i
-0.00045204-0.00033809i,0.0001221+0.00014141i,0.0007147+6.5274e-05i,0.00074873+0.00094022i,0.00092455+0.0017014i,0.0010162+0.0014996i,0.00042812+0.00092391i,6.2064e-05+0.00077433i,0.00020465+0.00082049i,0.0007033+0.00023819i,0.0010777-0.00071604i,0.00058793-0.0010617i,-0.00054224-0.00072823i,-0.0012343-0.00015042i,-0.0010646+2.488e-05i,-1.9724e-05+0.00019484i,0.00074465+0.00089567i,0.0010772+0.00096118i,0.0012668+0.00088611i,0.00067966+0.00098735i,-4.7654e-05+0.00045879i,0.00024591-6.2648e-05i,0.00019838-0.00076582i
0.00039715+0.00057494i,-0.00076724+0.00020985i,-0.0013333+0.00037438i,-0.0020629+0.00081898i,-0.0019835+0.0016807i,-0.00079597+0.0010597i,-0.00029699-0.00014616i,-0.00042873+0.0002653i,-0.00044296+0.0012743i,-0.00040458+0.0006735i,-4.9925e-05+0.00069476i,0.00010731+0.00093443i,0.00064347+0.0004025i,0.00077029+0.0011321i,0.0002987+0.0014921i,2.1717e-05+0.00019095i,0.00015944-4.8649e-05i,0.00021793+0.00097769i,3.3973e-05+0.0011017i,0.00015389+0.00080286i,-7.4555e-05+0.00037066i,-0.00046548-0.00031755i,0.00016471-0.00040849i
0.0012035-0.00033661i,0.0011421-0.00055949i,0.001201-0.00042118i,0.00057654+0.0012631i,0.00016846+0.0029054i,-0.00010885+0.0027997i,-0.00028303+0.0013577i,-0.00018651+0.00071262i,0.00081798+0.00042843i,0.0013421+0.00045811i,0.00076767+0.00012902i,0.00020433-0.00066315i,0.00064624-0.0012342i,0.00049023-0.0007872i,0.00015459+0.00013472i,0.00039384+0.00049732i,0.00049128-8.2593e-06i,-7.6747e-06+2.1375e-05i,-0.00039772+0.00058114i,-0.00032979+0.00062104i,-0.00054186+0.00040645i,-0.00067576+0.000233i,-0.00019369-9.397e-06i
0.00089092+0.00061754i,4.0221e-05+0.0012545i,-0.00084141+0.0013012i,-0.0011187+0.001324i,6.9094e-05+0.0011368i,0.00076108+0.0006038i,-0.0002008+0.00084493i,-0.00058267+0.00089665i,0.0007966+0.0002186i,0.0013134+0.00013119i,0.00077777-0.00014622i,0.00084494-0.00043792i,0.0010225-0.00041372i,0.00053238-0.00028261i,0.00084153-3.41e-06i,0.00078538-0.00050224i,0.00040201-0.0009392i,-8.7868e-05-0.00027874i,-0.00013126+0.00015191i,0.00011418+0.00013068i,-0.00055662+0.00015618i,-0.00044059-0.00021441i,0.00025758-0.00046628i
-0.00092652+0.0008225i,-0.00092793-0.00032179i,-0.00054059-0.00071109i,-0.00017567-0.00013259i,7.27e-05+0.00069047i,-8.377e-05+0.00067563i,-0.00036645-3.7816e-05i,-0.00054841+0.00015302i,0.00035549+0.00053816i,0.0012765+0.00037389i,0.0015098-1.7422e-05i,0.0011645-0.00032014i,0.00096286+0.0001806i,0.00061143+0.00031757i,-0.00014446-0.00017701i,-0.00014624-0.00028759i,0.00079232-3.6261e-05i,0.00058846+0.00015435i,-0.00057724+0.00014856i,-0.00040192-0.00021219i,0.0002602-0.00017751i,0.00036784+0.00035473i,0.00027346+0.00047977i
-0.00024546-0.00044396i,-0.00046875+0.00010823i,-0.00032232+0.0013092i,-2.2012e-05+0.001544i,0.00078013+0.0019578i,0.0013687+0.0013698i,0.00053493+0.00030726i,-0.0006912-1.3195e-05i,-0.00053475-8.2391e-05i,0.00075031+0.00018405i,0.0010624+8.3647e-05i,0.00058977-0.00052248i,0.00062485-0.00058863i,9.541e-05-0.00075689i,-0.00055613-0.0007555i,-0.00048138-0.0006295i,-0.00010679-0.00045617i,-0.00011146+0.00038057i,-0.00020125+0.00072099i,-0.0002484-2.5591e-05i,-0.00040685-0.00082785i,0.000144-0.0006972i,4.8174e-05-0.00034036i
0.00037974+6.4663e-05i,-0.00067174-0.00027459i,-0.0015618-0.00026488i,-0.0017158+0.00096781i,-0.0013745+0.0026163i,-0.00059521+0.0025783i,0.00090595+0.0014028i,0.001034+0.00056343i,0.00047014+0.0003549i,0.00041111-0.00031093i,0.00043814-0.0005228i,0.00077664+2.7656e-05i,0.00061495-4.6899e-05i,0.00025675-0.00042565i,0.0001012-0.0003176i,-0.00044213-5.5962e-05i,-0.00032767+0.00016579i,-2.1018e-05+1.0619e-05i,-0.00012613-0.00026104i,0.00022951+2.3209e-05i,8.6791e-05+0.00029821i,-0.00045485-8.6957e-05i,-0.00034413-2.8993e-05i
-0.00026396+0.0012265i,-0.00049286-0.0002123i,0.00086596-0.00072361i,0.0012193+0.00027147i,0.0011959+0.0013022i,0.0013124+0.0014484i,0.00057511+0.00081011i,0.00069718-0.00011227i,0.00065146-0.00090039i,0.00052506-0.0010231i,0.00081394-0.00040889i,0.00066437-0.00032682i,-6.4873e-05-8.9617e-05i,-0.00065768+0.00067447i,-0.00034479+0.00044203i,8.8634e-05-0.00069902i,0.00063283-0.00044869i,0.00064432+0.0007374i,-4.4233e-05+0.00080931i,6.4676e-05+0.00030679i,0.00020378+7.6198e-05i,-0.00010027+0.00058175i,-0.00066015+0.0011323i
0.00018986+0.00044366i,0.0002076+0.0006783i,-0.00045487+0.0016003i,-0.00012761+0.0019862i,0.00055127+0.0016759i,0.00046137+0.0012715i,-0.00028114+0.00068957i,-0.0008772+0.00048895i,-0.00085383+0.00073212i,-0.00028255+0.00033965i,0.00033721+6.7478e-05i,0.0010219+0.00024321i,0.00051301+0.00052187i,-0.00052363+0.00040995i,-8.4163e-05-4.8614e-06i,0.00043416-0.00024241i,-0.00025482-0.00033813i,-0.0007614-0.00013556i,-0.00047866-0.00059997i,-0.00015376-0.00031342i,6.8455e-05+0.00046748i,0.00038618+0.00089021i,0.00034573+0.00069307i
-0.0010169-0.00056289i,-0.00072785-0.001273i,-0.00077254-0.0014036i,-0.00051941-0.00045906i,3.3801e-05+0.001613i,2.3373e-05+0.001681i,-5.1714e-05+0.00027127i,-0.00032615-0.00033443i,-0.00030086-4.7626e-05i,0.0005075+0.00046526i,0.0010768+0.00063551i,0.000849+0.00080178i,4.0771e-05+0.0001209i,-0.00023416-0.00084822i,0.00014758-0.00074798i,0.00041801-7.1857e-06i,0.00030433-7.048e-05i,-0.0002738-0.0006584i,-0.0007085-0.00049812i,-0.00064221-0.00028184i,-1.242e-05-0.00035349i,7.3515e-05+8.402e-05i,-0.00035148+3.2565e-05i
-0.00055513+0.0010953i,0.00076608+0.00080569i,0.00066038+0.0017726i,0.00050767+0.0013488i,0.00067813+0.00071709i,5.1715e-05-0.00022155i,-0.00044023-0.00083793i,-0.00039309+7.9547e-05i,-0.00015402+0.00059783i,0.00015077-5.4657e-05i,0.00024742-0.0002982i,0.00055242+0.00078125i,0.0003901+0.0017191i,0.00057329+0.00099763i,0.00038549+2.9466e-05i,-0.00055845-9.5166e-05i,-0.00070576+0.00029386i,-0.00077741+9.9063e-05i,-0.00059235-0.00041346i,0.00022427-0.00018029i,0.00033863+0.00023795i,-7.8632e-05+0.00025225i,0.00020327-4.9388e-06i
-0.0017781+0.0020184i,-0.0023961+0.00097592i,-0.0013879+0.0015029i,0.00057708+0.001916i,0.0011939+0.0010355i,0.00063167+0.00062923i,-0.00026117+0.00096055i,-0.00028054+0.00072725i,0.00015896+8.0895e-05i,0.00022705-0.0013619i,0.0002294-0.0010476i,0.00025436+0.00029919i,0.00025133+3.3835e-05i,0.00031846-0.0004586i,-0.00011112+1.9462e-06i,-0.0004439+0.00024998i,0.00018703-4.279e-05i,0.00093527+0.00017673i,0.00064026-0.00019546i,0.00021824-0.00094009i,-0.00026107-0.00099718i,-0.00056998-0.0010753i,-0.00023483-0.0005584i
0.00036741-0.00052258i,-0.00059848-0.00034025i,-0.0017666+1.5341e-05i,-0.0014962+0.0013589i,-0.00027601+0.0029664i,0.00020503+0.0026235i,0.00076913+0.0012744i,0.0009085+0.0013987i,-4.6207e-06+0.0014387i,-0.00072457+0.0010557i,0.00015348+0.0012227i,0.00081752+0.0012626i,0.00070484+0.00035403i,0.00047151-0.00037503i,-0.00013866-0.00026053i,0.00013013-0.00070543i,0.000139-0.0013298i,-0.00041902-0.001208i,-0.00057361-0.00070096i,-0.0005367-0.00036121i,-0.00034298+0.00010182i,-9.0369e-05+0.00042618i,0.00026568+0.0002234i
0.0017211+6.6146e-06i,0.0019591+0.00067787i,0.00021205+0.00034118i,-0.0016728+0.0012266i,-0.0018657+0.0024789i,-0.0019163+0.0022856i,-0.0011963+0.0018446i,-0.00069721+0.0013902i,6.9101e-05+0.00075513i,0.00056606+5.9428e-05i,0.00064068+2.5581e-05i,0.00090276-0.00019741i,0.00079578-0.00032575i,0.00093686-0.00020115i,0.00075072+0.00062493i,0.00016464+0.00095073i,0.00026636-0.00015993i,0.0006576-0.00066643i,0.00059075-0.00047835i,0.00065999+4.5029e-05i,0.00021316+0.00073059i,-0.00031203+0.00054555i,-0.00017944+0.00026198i
0.00063536+0.0013911i,0.0010311+0.0008019i,0.0017668-7.0187e-05i,0.00044526-0.00040214i,-0.00055954+0.00049558i,-0.0012191+0.0013353i,-0.0016728+0.0020363i,-0.00099768+0.0017801i,-3.7071e-06+5.9408e-05i,0.0016448-0.00085123i,0.0015781-0.00030997i,0.00035853+0.00028781i,-0.00051976+0.00038934i,-0.00071623+0.00030275i,-0.00010365+5.4595e-05i,0.00025837+2.9514e-05i,-0.00011852+5.6878e-05i,-0.00076145+4.208e-05i,-0.00082706-4.1604e-05i,-0.00064333-0.00037395i,-0.00082216-9.9111e-05i,-0.00044465+0.00033136i,0.00068818+4.1303e-05i
0.00022432+0.0017149i,0.00015631+0.00053288i,0.0018211+0.00034316i,0.0015568+0.00088875i,-0.00018151+0.00063958i,-0.0012272-0.00023073i,-0.00040699-0.00068738i,-0.00017834-0.00026685i,-0.00034823+8.0266e-05i,0.00025927-6.0149e-05i,0.00060391-0.00012755i,0.0007551+0.00017312i,0.0002949+9.7113e-05i,-0.00065401+7.3976e-05i,-0.00047307+0.00026155i,-2.6717e-05+0.00030889i,-0.00016232+0.00024646i,-0.0008388+0.00026017i,-0.0013261+0.00016106i,-0.00086677-0.00018921i,0.00022313-0.00044095i,0.00042807-0.00018632i,0.00041888+0.00035397i
-0.00049344+0.00078724i,-0.0012907+0.0011351i,-0.00022741+0.00028824i,0.00034278+0.00054627i,-0.00073267+0.001716i,-0.00061007+0.0022304i,-0.00023496+0.0015525i,-0.00048438+0.00094819i,-0.00046714+0.00053212i,-0.00032364-0.00045127i,0.0004336-0.0011858i,0.00034961-0.00088659i,-0.00033847-0.00052102i,-3.1774e-08+6.8431e-05i,-0.00015083+0.00042303i,-0.00098573+0.00020559i,-0.00096158+0.00027187i,-0.00017132+0.00022181i,-0.00041399+0.00043499i,-0.00085254+0.0003339i,-0.00034448-0.00042953i,0.00029331-0.00031464i,-0.00023761-0.00042536i
0.00088665+0.0003045i,0.00034779+0.00045606i,0.00041545+0.00071265i,0.00094395+0.00096549i,0.00027369+0.0015246i,-0.00042709+0.0022698i,-0.00028569+0.0019753i,-0.00094602+0.0012783i,-0.00044587+0.00076372i,0.00018697-0.00030749i,1.5819e-06-0.0010592i,8.9538e-05-0.00021939i,-0.00052371+0.00068765i,-0.00031097-5.4892e-05i,-0.00021023-0.00077104i,-0.00011322-0.00035415i,1.2402e-05+0.00041684i,-0.00047558+0.00072604i,-1.6957e-05+1.1121e-05i,2.1005e-05-0.0004377i,-0.00036302-0.00023558i,4.9929e-05-3.5932e-05i,0.00021877+0.00015394i
-0.00078001+0.00070271i,-0.0013844+8.3947e-05i,-0.0011577-9.4626e-05i,-0.00055227+0.0007399i,-0.00041456+0.0017383i,-1.7851e-05+0.00042328i,-0.00029901-0.00061051i,-0.00077193+3.7301e-05i,-0.00060103+0.000646i,0.00028624+0.00033169i,0.00050148-0.00020803i,0.0002266-0.00047283i,0.00015592-0.00022121i,-0.00077265+0.00078783i,-0.0012479+0.0010541i,-0.00083947+0.00083854i,0.00023464+0.00084472i,0.00037591+0.00032842i,-5.9298e-05+1.8366e-05i,0.00015063-0.00015119i,-0.00046722-7.6718e-05i,-0.00060044+0.00040785i,0.00056432+0.00089875i
-0.00061163-0.0010979i,-0.00011468-0.00040116i,-0.00036026+0.0010008i,-0.00055131+0.0019061i,0.00021836+0.0025416i,0.0013102+0.0015581i,0.00060614+0.00042356i,-0.00010885+0.00070692i,-0.00027377+0.00081386i,-0.00064789+0.00042309i,-0.00078068-0.00038633i,0.00026533-0.0003082i,0.00033538+0.00017782i,-0.00026414-1.1567e-05i,-0.00013923-0.00028836i,-0.00034171-0.00046894i,0.00014985-0.00012922i,0.00087461+0.00025417i,0.00059666+0.00067341i,0.00060176+0.00076719i,0.00066471-9.7139e-05i,0.00095054-0.0006317i,0.0009821-0.00043978i
0.00016637-0.00087055i,0.00038997-2.826e-05i,-0.00040322+0.00081659i,-0.00090647+0.0013565i,-1.0433e-05+0.0013415i,0.00079824+0.0010706i,0.00030238+0.00035059i,-0.00047024+5.6765e-08i,-0.00030685-0.00024978i,-7.6159e-06-0.00039898i,0.00025667+0.00014134i,0.0010513+0.00031598i,0.00070154+0.00013223i,7.9855e-05+0.00015339i,-2.1674e-05+0.00074311i,-0.00063935+0.0010269i,-0.00040942-2.0942e-05i,-0.00010229-0.00026676i,-0.00025356+0.00027616i,4.9347e-05+0.00040138i,-2.4223e-05+0.00051744i,-0.00025899+0.00021339i,-0.00050122-0.00046113i
-9.8379e-05+0.0010775i,-0.00044809+0.0012988i,-0.0010399+0.002267i,-0.00036587+0.002441i,0.00067814+0.001905i,0.00038357+0.0011465i,0.00033606-0.00015199i,0.00057213-0.00036846i,0.00019884+0.00019915i,-0.00017949+0.00013631i,0.00038507+0.00045569i,0.001054+0.0004641i,0.00065154-0.00017557i,0.00062966-0.00011176i,0.0007242+0.00072606i,-0.00017549+0.00092076i,-0.00020425+2.7655e-05i,0.00073945-0.00027291i,0.001533+0.00066069i,0.0014135+0.00060194i,0.00063288-0.0001471i,0.00018809-0.00074477i,0.00056439-0.00094059i
9.1175e-05+0.00020932i,-0.00046855-0.00019571i,-0.00091582-8.0254e-05i,2.5225e-06+0.00047245i,0.00029767+0.00077149i,0.00034283+0.00011645i,0.00047608+0.00046045i,-0.00031819+0.0010478i,-0.00013455+0.0010774i,9.0458e-05+0.00043492i,0.00020822-0.00013065i,0.00076499+0.00026843i,0.00066164+0.00036781i,0.0004602+0.00013004i,-3.2448e-05+0.00013211i,-0.00040752-0.00023821i,4.2294e-05-0.0007056i,0.00027564-0.00051642i,-1.3134e-06+0.00030124i,-3.2309e-05+0.00065379i,-0.00026205+0.00066689i,-0.00088849+0.00011705i,-0.00047289-0.00055783i
-0.0015226+0.00051664i,-0.00075354+0.00081753i,-0.00068897+0.00084305i,-0.00048852+0.0017514i,0.0012441+0.0026619i,0.0022103+0.0010471i,0.0010484-0.0014048i,5.5707e-05-0.0011904i,-0.00083642-0.00014297i,-0.0010287+0.00066584i,-0.00050953+0.00063528i,-0.00042491+0.00038395i,-0.00040699+0.00048951i,-0.00022081+0.00017291i,6.2584e-05+0.00023357i,-0.00028127+0.00021871i,-0.00016272-0.00015797i,0.0006011-0.0004044i,0.0006772-0.00057818i,7.76e-05-0.00078811i,0.00016792-0.00080588i,0.00059029-0.00041831i,0.000479-0.00016317i
-0.00057023-0.0010438i,-0.00042006-0.00095728i,-0.0013653-0.00036827i,-0.0012906+0.0021409i,-0.00090099+0.0039099i,0.0009415+0.0031858i,0.0015855+0.00098587i,0.0004219-0.00040353i,0.00013729-0.00095785i,0.00061034-0.00084752i,0.0007795+0.00022269i,0.00054284+0.00065897i,0.00089938-0.0007101i,0.0010471-0.0013666i,0.00036817-0.00032851i,-0.00064608+0.00029305i,-0.0010832+0.00033567i,-0.00036843+0.00076383i,-0.00043658+0.00046558i,-0.00039637+2.5796e-05i,-0.00011546+0.0004178i,0.00042536+0.0013034i,0.00061223+0.00096478i
-0.0002254+0.00099317i,6.4241e-05+0.0003094i,-0.00078674-0.00060372i,-0.00075969+0.00018358i,0.00047478+0.0017036i,0.00070115+0.0017534i,0.00044158+0.00062528i,0.00025922+0.00026521i,-2.6192e-05+5.1689e-05i,-0.00040796+7.5565e-05i,-0.00028422+0.00022449i,0.00031487-0.00048925i,0.00020504-0.0007011i,0.00029791-0.00017218i,0.00027603-1.6651e-05i,0.00023311+0.00015197i,0.00037411+0.00020633i,0.00011991-0.00017043i,0.00033883-0.00078166i,0.0007185-0.00041575i,0.00056224-0.0003443i,0.00024068-0.00011387i,0.00019403+0.0001668i
-0.00016308-0.00053811i,-0.00036844+0.00015625i,-0.0003253+0.0007667i,3.431e-05+0.0019351i,-0.00029312+0.0023006i,0.00013923+0.0016737i,-0.00016356+0.0005112i,-0.00092844-0.0012983i,-0.00091352-0.00098595i,-0.00080348+0.00088443i,-0.00017462+0.00076987i,0.00104+0.00019373i,0.0012623+0.00011489i,0.00072181+0.00023197i,0.00010871+0.00049703i,7.4106e-05+0.0011475i,3.1498e-05+0.000837i,-0.00011333-0.00046074i,0.0005118-0.00018673i,0.00092239+0.00042662i,0.00023994+0.00039016i,-0.00059271+0.00038262i,-0.00080232+8.2873e-05i
-0.00020926-0.00063873i,-0.00064457-0.0017537i,-0.00098642-0.00093962i,-0.0011028+0.00051885i,-0.0010627+0.0022322i,1.0497e-05+0.0016033i,0.00063674+0.00022849i,0.00017303+0.0002232i,0.00023471+0.00047992i,0.000853+0.00058056i,0.00115-0.00034281i,0.0012652-0.00068888i,0.00077076-0.00021542i,-0.00078445+0.00029232i,-0.0017306+0.001066i,-0.0011715+0.0013826i,-0.00020282+0.00049696i,0.00044973-0.00049189i,0.00038631-0.00027i,0.00066739+3.4448e-05i,0.00047727-0.00097244i,-0.00062258-0.0015811i,-0.00093786-0.00070108i
0.00061545+0.00042237i,-0.00034701+0.00070206i,-0.00011074+0.001832i,0.00022484+0.002846i,1.6094e-05+0.0025467i,0.00025866+0.00099615i,-0.00036112+4.184e-05i,-0.00081674+0.0001955i,-0.00012984+9.0715e-05i,6.2118e-05+0.00024511i,-0.00075762+0.00043237i,-0.00048498+0.0001179i,0.00043012+0.00043843i,-0.00040093+0.0007986i,-0.00051348+0.00068171i,0.00045733+0.00012622i,0.00093806-0.00057017i,0.00062522-0.00054992i,-0.00031721-0.00045874i,-0.00081539+3.3459e-05i,-0.00083509+0.00066713i,-0.00051727+0.00040244i,-0.000137-0.00012645i
0.00035069-0.0014012i,0.00037402-0.0013608i,-0.00035152-5.6438e-05i,-0.0019388+0.001443i,-0.0019508+0.0015948i,-0.00043389+0.0012674i,0.00064377+0.001359i,0.00019312+0.0011441i,-0.00012331+0.00032557i,0.0002293-0.00013822i,0.00039956+0.00048415i,0.00060461+0.00073222i,0.00090752+0.00043815i,0.00082672+9.5583e-05i,0.00071033+0.00032929i,0.00055198+0.00052924i,0.00050673+0.00042413i,0.00041053+3.9706e-05i,0.00044265-0.000155i,-0.0001016-9.1226e-05i,-0.00066139-6.9945e-05i,-0.00053451-0.00027588i,9.081e-05-0.00040408i
-0.0011896+0.0003112i,-9.2868e-05+0.00059069i,0.0011573+0.0014359i,0.0021007+0.0006843i,0.0028398+0.00034707i,0.0021585-0.00024555i,3.4937e-05-0.00094454i,-0.0011844-0.00080808i,-0.00018112+0.00039647i,0.00061377+0.0012862i,0.0004857+0.0013783i,9.3883e-05+0.00071164i,-0.0005684-0.00030821i,-0.00056225-0.00028071i,-6.3614e-05+0.00034069i,0.00076219+0.00038601i,0.00096341+9.533e-05i,-0.0001033-9.0598e-05i,-0.00083156-0.00057885i,-0.00085364-0.0011769i,-0.00093479-0.0010854i,-0.0006948-0.00043775i,-5.0828e-05-9.5011e-05i
-1.5333e-05+0.00052935i,-0.0011301+0.0004762i,-0.0022114+0.00075908i,-0.001966+0.0021579i,-0.00073653+0.0029146i,0.00019643+0.0023175i,-0.00022597+0.00080318i,-0.00070497-0.0003931i,-0.00034218-0.00056593i,0.00062337-0.00059502i,0.00062029-0.00013506i,0.00060025+0.00016626i,0.00025958-0.00010438i,-0.00033702-0.00047373i,-0.0003838+0.00025305i,0.00035044+0.00069399i,0.001522+0.00020044i,0.0010133+0.00041768i,-9.3614e-05+0.00023999i,-0.00046262-0.00049081i,-0.00036135+0.0004343i,0.00037595+0.0010182i,-7.5671e-05+0.00070379i
0.00041034-0.00011233i,0.00088614-5.178e-05i,0.0012646+7.1012e-05i,0.0007333+0.0010252i,-1.0543e-05+0.0019096i,-0.00061378+0.0020587i,-0.00038195+0.0013655i,-6.0698e-05+0.00074372i,0.00039241+0.00044496i,0.00043893-2.3921e-05i,0.00065719-0.00041775i,0.00080392-0.00012868i,0.00033715+0.00041291i,-0.00021154+0.00015764i,-0.00026966+7.4942e-05i,-6.7965e-05-4.7735e-05i,-7.1641e-05+0.00025744i,0.00011835+0.00044066i,0.00035552+3.7731e-05i,-0.00010057+3.1333e-06i,-0.00014066-0.0001744i,0.0003165-0.00082237i,-0.00065203-0.00077044i
0.0011957-0.00086863i,0.0005338+9.374e-05i,-1.3815e-05+0.00028442i,9.0701e-06+0.00058161i,0.00016367+0.00086086i,-0.00015469+0.00073361i,-0.0006082+4.1373e-05i,-7.9294e-05-0.0006169i,0.00078199-1.9873e-05i,0.00115+0.00086709i,0.00084633+0.00079939i,0.00025924+0.0006634i,3.5512e-05+0.00020398i,0.00010586-0.00025191i,-0.00047414+0.00028716i,-0.00067617+0.00018906i,-2.408e-05-0.0004571i,0.00058563-0.00057957i,0.00096709-8.1257e-05i,0.0011012+5.2362e-05i,0.00074347+0.00036051i,2.7487e-05+0.00046177i,0.000261-0.00021364i
-0.00139-0.00012974i,-0.00098799-0.00047189i,0.00031299+0.0014321i,0.00057227+0.0036247i,0.00064714+0.0035603i,0.00052648+0.0018946i,-0.00051722+0.00051816i,-0.00095805+0.0001393i,-0.00058714+0.00067842i,0.00029814+0.00099736i,0.00049941+0.00038458i,0.00019245-0.00047283i,8.7929e-05-0.00095977i,-0.00013692-0.00095681i,-0.00066469-0.00037445i,-0.0011148-0.00010676i,-0.00091793-0.00089879i,-0.0002879-0.00094586i,-4.4483e-05-9.5111e-05i,-0.00060762+5.7376e-05i,-0.0010676-0.00047272i,-0.00016363-0.00054325i,4.2894e-05-6.8177e-06i
0.0014295-0.00069718i,0.00031193-0.00055967i,-0.0015124-0.00057839i,-0.0022099+0.00026921i,-0.0016189+0.0015835i,-0.00062872+0.0019651i,-0.00014475+0.0010215i,-1.3612e-05+0.00013741i,7.5587e-05+0.00017878i,-0.0002612+0.00052133i,-0.00049596+0.00011588i,-1.3232e-05+8.6209e-05i,0.00015319+0.00024553i,0.0007015+0.00045832i,0.0010298+0.00063855i,0.00011948+0.00026974i,-0.00066346+0.00053384i,-0.00068887+0.00056143i,-0.00034558-4.5427e-05i,-0.00019361-0.00024283i,-2.8216e-05-0.00020916i,-5.9862e-05+0.00014943i,-4.6151e-05+7.6978e-05i
0.0016651+0.00070571i,0.001043+2.0272e-05i,0.00099147-1.3622e-06i,0.0010944+0.00059828i,0.00076676+0.0014571i,-0.00016477+0.001227i,-0.00075423+0.0003174i,-0.00031338+0.00019467i,7.6361e-05+0.00022176i,-4.3275e-05-0.00072582i,-0.0007235-0.0011143i,-0.00061148-0.00029569i,-0.00010534+0.0001721i,-1.0451e-05+0.00029266i,0.00030768+0.00067266i,0.00020031+0.00054474i,-0.00040634-0.0001314i,-0.00033886+0.00046783i,1.022e-05+0.00031631i,0.00028451-0.00018552i,0.00016999-0.00010168i,0.00039282-8.3104e-05i,0.00050642-5.8276e-05i
-0.00018082+0.0016817i,-0.00081168+0.001479i,-0.0007264+0.0028047i,-0.00027599+0.0036946i,0.00017697+0.0034863i,0.00052714+0.0019996i,-0.00012937+0.00062156i,-0.00091479+0.00049113i,-0.00032426+0.00058554i,0.00084785+0.00041658i,0.00098766-0.00037308i,-0.00033306-0.00030062i,-0.00027556-8.1355e-05i,0.00027197-0.00026826i,-9.7728e-05+0.00015832i,-0.00078918+0.0006147i,-0.00085597+0.00048126i,-0.00067353+0.00029443i,-0.00087009+0.00026787i,-0.00039771+3.5812e-05i,0.00038668-0.00025172i,0.00061073-3.2687e-05i,-0.00035468-0.00026072i
