-0.00027559+0.00070859i,0.0014586-2.23e-05i,0.00134-0.00097528i,-0.00063324-0.0020728i,-0.0010983-0.0015307i,-0.0015866+0.0004926i,-0.0023929+0.0021925i,-0.00168+0.0027834i,-0.00046125+0.0028077i,-0.00024809+0.0018524i,0.00011808+0.00029718i,0.0010717+0.0003273i,0.00056671+0.00058436i,-0.00083481-0.00014323i,-0.00043687-0.00056062i,-0.00041355-0.00045612i,-0.00099107-0.00090315i,-0.00080879-0.00078977i,-0.00016388-0.00035069i,0.00025772-8.9119e-05i,0.00014284+0.00027211i,-1.5904e-05+0.00018001i,-0.00043685+0.00013663i
0.0011753+0.001097i,0.0010498+3.1692e-05i,0.0019713-0.0010944i,0.0020768-0.0015369i,0.0017082-0.0012176i,0.00055686+5.1475e-05i,-0.00080899+0.0010232i,-0.00067959+0.0011171i,0.00032584+0.00035776i,0.00031487+0.00019679i,0.00016709+0.00046423i,0.00029141-1.6253e-05i,4.7708e-05-0.00047329i,0.00017114-0.00057293i,0.00012257-0.00037198i,0.00050641-9.3637e-05i,0.00078506-0.00029435i,0.00024996-0.00023875i,-0.00010307-0.0001304i,-0.00018462-0.00030261i,-0.00056826-0.00017177i,-0.0010295-0.00041036i,-0.00060778-0.00034607i
0.0016855-0.0011305i,0.0004771-0.001487i,0.00086873-0.0008961i,0.00080622-0.0015043i,0.00031042-0.0015558i,0.00027742+0.00049703i,0.00044734+0.0014346i,0.0011597+0.0015262i,0.0011469+0.0011239i,0.00096388+0.00011663i,0.00028121-0.00023545i,-0.00041267-0.00014503i,-6.8015e-05-0.000216i,-1.5932e-05+0.00034423i,-0.00041509+0.00065932i,-0.00082571+0.00011801i,-0.00068112-5.8721e-05i,-5.8241e-05+6.5853e-05i,7.8411e-05+0.00074249i,-0.00031685+0.00071849i,-0.0010082+8.8243e-05i,-0.00093137+0.00056126i,-0.00027113+0.00055191i
-0.00050789-0.00036626i,-0.0002167-0.00015325i,-0.0005936-0.00034198i,-0.00095183-0.00048002i,-0.00089401+0.00082496i,-0.00042404+0.001895i,0.00022627+0.0017768i,0.00089253+0.0016311i,-5.0424e-05+0.0012933i,-0.0013876+0.00050094i,-0.00084825+0.00017219i,-0.00053283+0.00055502i,-0.00055599-2.9585e-06i,-0.0003566-0.00061774i,-0.00017829-0.00010094i,-0.0003139+5.5411e-05i,-0.00049499-8.4468e-05i,-0.0003864+0.00027311i,-0.00022646+0.00066693i,-0.00015143+0.00034045i,-5.9428e-05+0.0003645i,-0.00022916-5.7165e-05i,-0.00034036-0.00059502i
-0.0011683+0.00075377i,-0.0010408+0.00022383i,-0.000887+0.00042662i,7.543e-05+0.0012182i,0.0010909+0.0011128i,0.0008061+0.00048268i,0.00011489+0.00074269i,-0.00018747+0.0010901i,0.00034892+0.00115i,0.00052046+0.0011851i,-0.00024085+0.0010883i,-0.00071195+0.0006255i,-0.00050093+0.00065818i,-0.00051286+0.0004453i,-0.00096686+0.00038435i,-0.0011926+0.00046284i,-0.00068808+0.00074135i,-0.0005011+0.0005676i,-0.00054202+0.00028801i,-0.0002938+0.00021946i,-2.882e-06-0.00029375i,-0.00030119-0.00079746i,-0.00050634-0.0013833i
0.0016272-0.0013379i,0.0020496-0.0020332i,0.0018339-0.0024827i,0.0011473-0.0025607i,-0.00042415-0.0018977i,-0.0015183-0.00028989i,-0.00071739+0.0011301i,0.00040143+0.001759i,0.00089992+0.00085489i,0.00059117-0.00046242i,-0.00060162-0.0011449i,-0.0006394-0.001362i,0.00022402-0.001111i,0.00053556-0.00075684i,0.00054182-0.00016257i,-4.8544e-05-9.0757e-06i,-0.00048138+0.00025265i,-0.00061638+0.00033904i,-0.0012353-0.00014301i,-0.0012027-0.00012276i,-0.00078415+0.00022075i,-0.0004193+6.8433e-06i,2.5134e-05+0.00013016i
-0.0018252+0.00015074i,-0.00086025+0.00058571i,-0.00033635+0.00060535i,-0.00026211+0.00032621i,0.00020884+0.0011306i,0.0016155+0.0012307i,0.0015636+0.00081249i,0.00010215+0.0013869i,6.312e-05+0.0013855i,-2.2463e-05+0.00094027i,-0.00043076+0.00047946i,0.00049856+8.6837e-05i,0.00065876-0.00058921i,-0.00011863-0.0011252i,-0.00049232-0.00044284i,-0.00050584+0.00058644i,-0.0003047+0.00023377i,-0.00012047+8.3821e-06i,-5.3702e-05-0.00032203i,-5.4566e-05-0.00068869i,-0.0005379-7.2822e-05i,-0.00089962-0.00010686i,-0.00092966-0.00013338i
0.00032293+0.00092516i,0.0015191+0.0014359i,0.0015161+0.00023564i,0.0016242-0.00085892i,0.0017335-0.00090387i,0.00060277+0.00032328i,-0.00025637+0.0010805i,0.00046525+0.0015166i,0.00046422+0.0015935i,0.00012584+0.0005494i,9.7721e-05-0.00047812i,0.00021939-0.0011883i,5.5528e-05-0.0011817i,-9.1646e-05-0.00060609i,-3.696e-05+0.00016137i,2.9931e-05+0.00047897i,0.00046946+0.00027335i,0.0010016+0.00011343i,0.00092505+0.00049527i,0.00011405+0.00067742i,-0.00027188-0.00023446i,-0.00050433-0.00079112i,-0.00051413-0.00070767i
0.0011512-0.0013359i,0.0014027-0.0021512i,0.00098653-0.0034135i,-0.00033749-0.0032682i,-0.0011563-0.001588i,-0.0011357+0.00046019i,-0.0008298+0.0017567i,0.00013729+0.0017722i,0.0007452+0.0006688i,0.00073953+0.00010122i,0.00054036+0.00014629i,-0.00042642-0.00065227i,-0.00056373-0.0012577i,-0.00016853-0.0004215i,-0.00013922-8.6636e-05i,7.9946e-05+6.3718e-05i,0.00030532+3.1467e-05i,-0.00028903-6.0241e-05i,-0.00031085+0.00055436i,-0.00026062+0.00020459i,-0.00062169-0.00027449i,-0.00081629+0.00014162i,-0.00014646+0.00015358i
0.00031984-0.00070086i,0.00083283-0.0001376i,0.00092072-0.0002892i,3.4283e-05-0.00030485i,-5.9792e-07-0.00014988i,0.00066078+0.00089806i,0.0010373+0.0016594i,0.0011985+0.00086059i,0.0010928+0.00012595i,0.00071365+9.5396e-05i,0.00020155+0.00035625i,-0.00036443-0.00015859i,-0.00040797-0.00067439i,-0.00070643-0.00053466i,-0.00073886-0.000271i,-0.0003578-0.00018512i,-0.00078333-0.00056101i,-0.00087473-0.00060633i,4.5784e-05+0.00026618i,7.5055e-05+0.00028928i,-0.00031278-0.00048595i,0.00016585+3.3593e-05i,0.00082176+0.00089983i
0.0010221+0.00042526i,0.00083701-0.00059688i,0.00040851-0.00086467i,-3.0244e-05-0.0003564i,0.00026955-0.00066887i,0.00033446-0.0005775i,-0.00034046-0.00012146i,-8.5835e-05+8.9872e-05i,0.00044726+0.0003753i,0.0004581+0.00091031i,0.00053276+0.001117i,0.00041274+0.00074656i,6.624e-05-0.00022573i,-0.00019398-0.00053988i,-0.00053376-0.00064811i,-0.00092488-0.00046098i,-0.0007692-0.00021623i,-3.1936e-05-0.00064546i,1.2972e-06-0.00071652i,-7.6493e-06-0.00048997i,0.00076646-0.00010116i,0.00052603-0.00018288i,-5.9591e-05-0.00074389i
-0.0012383+0.00013359i,-0.00084646+0.00086624i,-0.0002296+0.0010518i,0.00066029+2.4565e-05i,0.0013876-0.00016965i,0.0012356+0.0010037i,0.00089262+0.00092233i,0.0011512+0.00040247i,0.0005569+0.00095944i,-0.00014302+0.001395i,0.00030608+0.0007095i,0.00076682-0.00010211i,0.00035757+1.5314e-05i,-0.00014206+0.00010367i,6.7357e-05-0.00028085i,2.8005e-05-0.00056227i,0.00011457-0.00016579i,0.00058219+0.00025389i,0.00021578-0.00015447i,6.5354e-06-0.00025837i,0.00024179-4.5592e-05i,0.0001282+6.1236e-05i,0.00027501+6.2248e-05i
-0.00012673+0.00094546i,0.0006452+0.0017016i,0.001438+0.0021129i,0.0007086+0.0011342i,3.5385e-05+2.1734e-05i,-0.00033318-0.00029863i,-0.00092764+0.00048028i,-0.00051404+0.0015398i,7.149e-05+0.0020456i,1.9081e-05+0.0010489i,-0.00064069+0.00037124i,-0.0012028+0.00065024i,-0.00060225-0.00046704i,-0.00015322-0.0009979i,-0.00035085-0.00064275i,6.1828e-05-0.00053094i,-7.8092e-06-0.00019972i,0.00035057+0.00036115i,0.00095615+0.0010886i,0.00057874+0.0010473i,-6.4557e-05+0.00067266i,-0.00084152+0.00029631i,-0.00066082+0.00039251i
-0.0012154+0.0010309i,-0.00039687+0.00091337i,0.0014637+0.00012443i,0.0017237-0.0001281i,0.0011246+0.00012161i,0.00034737-1.3825e-05i,-0.00074206+0.00061968i,-0.0013308+0.001333i,-0.00077746+0.00094503i,0.00012042-6.1061e-05i,-9.752e-06-0.00018264i,0.00014977+0.0005781i,0.00053366+0.00068648i,0.00050528+0.00010556i,0.00021883-0.00014058i,1.3084e-05-0.00017183i,-0.00044555-2.5687e-06i,-0.0010524+0.00031527i,-0.000966+0.00082078i,-0.00043012+0.00082819i,-0.00038829+0.00017761i,-3.0966e-05-0.00075991i,0.00043476-0.00078387i
0.0012163+0.0011983i,0.002061+0.00098613i,0.0026937+0.00061656i,0.0019718-0.00099505i,0.0017115-0.0015747i,0.0010814+0.00013959i,0.00050725+0.001698i,0.00062411+0.0019343i,0.0010289+0.0017675i,0.00084297+0.0007671i,-2.8508e-05-0.00010364i,7.5933e-05+1.3937e-05i,0.00039173-2.645e-05i,0.00022947+0.00018419i,-0.00042713+0.00030506i,-0.001242+0.00027838i,-0.0011017+4.7226e-05i,-0.00039609-0.00024592i,-0.00035825-0.00041866i,1.2185e-05-0.00038985i,2.9076e-05-0.00090319i,-0.0004034-0.0013189i,-0.00013884-0.00087851i
0.00108+0.000888i,0.00095553-0.00034605i,0.0018136-0.001912i,0.0017253-0.0016122i,0.0012365-0.0010789i,0.00092334-0.00086681i,0.00077859-0.00044331i,0.00061729+0.0001962i,0.00038494+0.00093474i,0.00063203+0.00064227i,0.00046692-0.00024647i,-0.00025129-0.00038215i,-2.3718e-05+0.00010311i,0.0006141-0.00030357i,0.00043492-0.00032397i,-8.8475e-05+0.00117i,0.00016672+0.0017557i,0.00059257+0.00064962i,1.6184e-05-0.00015196i,0.00010274-5.0186e-06i,0.00012243+0.00022478i,-0.00029475-0.00019175i,-1.4186e-05-0.00126i
0.00025697-0.00079743i,0.00022686+0.00043181i,0.00073503+0.0013421i,0.0017426+0.00063549i,0.0012022+0.00028034i,0.00055992+0.00043259i,0.00018077+0.0004084i,0.00058276+5.5487e-05i,0.00042161-0.00038357i,-0.00093354-4.4978e-05i,-0.00048681+0.00044993i,8.453e-05-3.4832e-05i,-0.00035161-0.0006211i,7.0348e-06-0.00037668i,6.2349e-05-0.00025244i,-0.00012105-0.00037618i,0.00019094-0.00072094i,5.1347e-05-0.00099195i,0.00042148-0.0004146i,0.00033071-0.00024023i,5.2483e-05-0.00082955i,-0.00022335-0.00036011i,-9.1732e-05+0.0007077i
0.00015989-0.00099561i,0.00011675-0.0016402i,0.00083128-0.0024651i,0.00096785-0.0022244i,-0.00026089-0.0011467i,-0.0012367-0.00025038i,-0.00078662+0.00041529i,-4.7299e-05+0.0010983i,-0.00012498+0.00069922i,-0.00051257+0.00034728i,-0.00027747+6.392e-05i,-0.00034465-0.00037853i,-0.00045917-0.00017755i,0.00025479+0.00055003i,0.00080411+0.00092819i,0.00091633+0.00083033i,0.00066838+0.00038174i,0.00010695-0.00021764i,-0.00050283-0.00033151i,-0.00085007-0.00033719i,-0.00056425-0.0003883i,0.00037544-0.00054944i,-4.336e-05-0.00062636i
-0.0011279+0.0021072i,-0.00058141+0.0025969i,0.00098381+0.0028114i,0.0012959+0.0014674i,0.0013204+0.00038107i,0.0012722+0.00036196i,0.00024216+0.0011196i,-0.00044728+0.0018681i,0.00029625+0.0017529i,0.00082635+0.0011472i,0.00021136+0.00021283i,1.244e-05-0.0005173i,-0.00021431-0.0015556i,-0.00040199-0.0018475i,-0.0005615-0.00087479i,-0.00030933-0.00030269i,-6.6025e-05+0.00031504i,-0.0003314+0.00086962i,-0.00026946+4.0954e-05i,0.00017152-6.2052e-05i,0.00022897+0.00015507i,-0.00024485-6.4459e-05i,-0.00024367-0.00040916i
0.0022235+0.0006092i,0.0030812+0.00067742i,0.0040958-0.00074789i,0.0032701-0.0019915i,0.0016477-0.0021689i,-0.00041628-0.00087592i,-0.00057889+0.00046272i,0.00079884+0.0014803i,0.0012024+0.0015621i,0.00093377+0.00015533i,0.00030862-0.00065489i,0.00029899-0.0011258i,0.00051023-0.0012986i,0.00039767-0.00011692i,0.00047141+0.00055932i,0.00021588+0.0004784i,-0.000232+0.00045414i,-0.00052879+0.00012691i,-0.0011852+0.00058983i,-0.001326+0.00014619i,-0.0007088-0.00030749i,-0.0012497-0.00068441i,-0.0013815-0.0013402i
-0.00045206+0.00052026i,0.00034006+0.0010186i,0.00038636+0.0021979i,0.00088302+0.0015393i,0.0013997+0.00034601i,0.0011403+0.00049831i,0.00072731+0.0011548i,0.00078548+0.0016625i,0.00071799+0.0016332i,0.0004822+0.0016434i,-3.6475e-05+0.0010648i,4.9786e-05+7.0722e-05i,1.154e-05-0.00015331i,-0.00046342-0.00083542i,-0.00035311-0.0010445i,-0.00036621+0.00055316i,-0.00036084+0.0011734i,-0.00034051+0.00096569i,-0.00026482+0.00078904i,9.8269e-05+0.0004843i,0.00027206-0.0001462i,-0.00040604-0.00068387i,-0.0008774-0.00038208i
0.0011453+0.00040535i,0.00042808+8.4221e-05i,0.00015985-2.7694e-05i,9.9913e-05-2.0358e-05i,3.3051e-05-0.00053284i,0.00040722-0.0005806i,0.00039873+0.00054454i,0.00029324+0.0016333i,0.00055951+0.0015437i,0.00040844+0.00056508i,0.00022087+0.00018085i,0.00040494+0.00066443i,0.00043957+0.00093634i,-0.00043221+0.00040031i,-0.00061234+0.00010976i,-8.4366e-05-0.00013345i,-0.00014525-0.00067646i,0.00023788+8.2998e-05i,0.00062514+0.0011989i,0.00069838+0.00061924i,-0.00012115-0.00036921i,-0.0010907-0.00029316i,-0.0012227-0.00016019i
0.0008982-0.0026953i,0.0017898-0.0035341i,0.001385-0.0037748i,-0.00039039-0.0025859i,-0.0022965-0.001277i,-0.0027933+0.00029536i,-0.0010732+0.0018006i,0.00023315+0.0017897i,0.00025035-0.00017721i,8.9602e-05-0.0010469i,-0.00016481-0.00036696i,-0.00088106-0.00018481i,-0.0010394-0.00027177i,-0.00049731+0.0001285i,0.00017765+0.0001518i,-0.00023387-0.00028002i,-0.0013477-0.00046982i,-0.0012946-0.00076529i,-0.000224-0.00012126i,-3.4367e-05-0.00011375i,0.00016777-0.00059038i,0.00063594-0.00037145i,0.00045983+5.3673e-05i
-8.1934e-05-0.00038532i,3.7369e-05+0.00051763i,0.00049304+0.00046027i,-0.00021325-0.00019929i,-0.001134+0.00034791i,9.24e-05+0.0017935i,0.0015852+0.0018229i,0.0013156+0.00095602i,0.00015127+0.00081303i,-0.00081098+0.00022997i,-0.00032648-0.00073871i,0.0011728-0.0013268i,0.0017075-0.001365i,0.0010446-0.0012442i,0.00034404-0.00092559i,-5.8825e-05-0.00044156i,-0.00015135-0.00065667i,-0.0003962-0.00067825i,-0.00037526-0.00010308i,0.00059247-0.00026236i,0.00083291+1.0155e-08i,-0.00034244+0.0010146i,-0.00075547+0.00049507i
0.0011875-0.00075836i,0.0013603-0.00093457i,0.0005834-0.0015389i,-6.9904e-05-0.0012084i,-1.9266e-05-0.0004785i,-5.6298e-05-0.00015245i,-0.00043081+0.00014965i,-0.00014586+0.00057158i,2.6126e-05+0.0010749i,-0.00023807+0.0012134i,-0.00062902+0.00034482i,-0.00015729-0.00051037i,7.8827e-05+0.00016663i,-0.00068071+0.0012835i,-0.00078433+0.00086474i,-0.00047573-0.00031081i,-0.00056585-0.00080539i,-0.00042625-0.00013668i,8.4593e-05+0.00055841i,0.00031173+0.00063615i,2.1022e-05+0.00073599i,-0.00030156+0.00044775i,6.7092e-05-0.00031183i
0.00043916-0.00047359i,-0.00059007+0.00017861i,-0.00040739-0.000199i,-2.2461e-06-0.00089553i,-0.00086402-0.00074048i,-0.00053981+5.3041e-05i,0.00085147+0.0008042i,0.00078779+0.0010819i,5.2885e-05+0.0014806i,0.00050995+0.00097633i,0.00099156-0.00029046i,0.00043207-0.00020453i,-0.00031882+0.00035538i,-0.00015571+0.00043358i,-0.00015186-0.00018009i,-0.00072259-0.00058232i,-0.00051386-0.00071424i,0.00035685-0.00014295i,0.00052612+0.0013435i,0.00078314+0.001492i,0.0001677+0.00094074i,-0.0002614+0.00035183i,-0.00040454+0.00063015i
0.0014343-0.00027185i,0.0014066+9.9864e-06i,0.0013032-0.00025496i,0.00097559+5.6702e-05i,0.00063507-0.00012377i,-0.00020948+0.00016686i,-0.0012334+0.00069997i,-0.00077608+0.00071873i,0.00043065+0.00054401i,0.00062809+0.00065351i,0.00038617+0.00055893i,-0.00033972+0.00067335i,-0.0013245+0.00026143i,-0.00095711-0.00024496i,-0.00037019-0.00035231i,-0.00015976-0.00054723i,0.0001905-3.8729e-06i,0.00028568+0.0002955i,-3.9493e-05+0.00017442i,-0.00010292+3.0307e-05i,-0.00025614-0.00019354i,-0.00067565+0.00031131i,-0.0007687+0.00093842i
-0.0014161-0.0007137i,-0.0016338+0.00011722i,-0.00052823+0.00116i,0.00016796+0.0016321i,0.00020219+0.00148i,-9.3128e-05+0.0016013i,-7.1342e-05+0.0012812i,0.00064994+0.00070663i,0.00042279+0.00038728i,-0.00039214-0.00026384i,5.3426e-05-0.0003138i,0.00035829+1.3558e-05i,0.0001468+0.00030567i,0.00039433+0.00033143i,0.00092403+0.00011425i,0.00043885+0.00011741i,0.00021628+0.00060342i,-0.00030246+0.00073924i,-0.00087024+0.00022719i,-0.0003345+0.00021108i,-0.00053225-0.00022148i,-0.00089616-0.00014246i,-6.6179e-05+8.8193e-05i
0.0014768+0.00083711i,0.0028026-0.00038546i,0.0033036-0.001213i,0.0022481-0.0014868i,0.0015745-0.0019527i,0.0016232-0.0015206i,0.00097598+0.00030113i,-0.00013957+0.0016476i,-4.5766e-05+0.001717i,0.00047459+0.00099476i,4.7765e-05+0.00033684i,-0.00085417-0.00053784i,-0.0009254-0.00084175i,-0.00027091-0.00015021i,-4.0487e-06+0.00011405i,-0.0002037-0.00017255i,-0.00035892-0.00062142i,-1.8078e-05-0.00041397i,0.00023444+0.00039538i,-8.1829e-05+0.000584i,-0.00027429+0.00029541i,0.00047594+0.00040769i,0.00056332-0.00028138i
-0.00073023+0.0016664i,0.00017525+0.0019842i,0.00060308+0.0013383i,0.0012823+0.00082931i,0.0014749+0.00046613i,0.00010479+0.00062868i,1.2931e-05+0.00066612i,0.0011962+0.00049616i,0.0012531+0.00076651i,0.00098876+0.0010321i,0.00024003+0.00045429i,1.8764e-05+0.00031972i,4.3718e-05+0.00061844i,-0.00018583+0.0010861i,-0.00029398+0.001126i,-4.8636e-05+8.5016e-05i,0.00043718-0.00041264i,0.00043632-0.00029304i,0.00063226-0.0001053i,0.00039818+0.00035773i,-8.2882e-05+0.00020601i,0.000144-0.0004065i,0.00034547-0.0002857i
0.0016698+0.00041668i,0.003053-6.335e-05i,0.0026593-0.00016596i,0.001849+0.00027458i,0.0015626+0.00053618i,0.0011154+0.00019365i,0.00052565+0.00038525i,-0.00021866+0.00059085i,-0.0010655+0.00087364i,-0.0015022+0.0011437i,-0.0010127+0.00070554i,-7.3691e-05+8.2452e-05i,0.00057744-0.00056413i,9.9096e-05-0.0011767i,-0.0003608-0.0014726i,0.0003613-0.00094633i,0.00025096+1.7811e-05i,-0.00052541+0.00046956i,-0.00039851+0.000778i,-0.00022068+0.00033633i,0.00027838-0.00013893i,0.00026055+2.9685e-05i,-0.00023748+0.00013193i
-0.0008438+0.00071813i,-0.00033889+0.00064095i,-0.00033624-0.001205i,0.00039247-0.0021962i,-0.00012109-0.001257i,-0.00081452-0.0001789i,4.2462e-05+0.0010399i,0.0006555+0.0011882i,0.00098413+0.00016555i,0.00052493-0.00014629i,-8.3643e-05-0.00062235i,0.00017208-0.001009i,0.00062531-0.0010233i,0.00089541-0.00042298i,0.00074545-0.00025934i,0.00057072-0.00049276i,0.00025018-0.00063065i,-0.00030175-0.00034127i,-0.00038312+0.0003576i,-0.00035135+6.8499e-06i,-0.00052624-0.00018991i,-0.00061956+0.00052398i,-0.00057313+0.00042645i
0.0012059-8.6934e-05i,0.0015632+5.2262e-05i,0.0012239-0.00010914i,0.00065964-6.2661e-05i,0.00093433+0.00070309i,0.00097923+0.0016427i,0.00029932+0.0023758i,0.00048304+0.0021642i,0.00012745+0.0014808i,-0.00073779+0.0011398i,-1.1023e-05+0.00061957i,0.00035013-0.00080429i,-0.00031193-0.00083663i,-0.00040123-0.0002136i,0.00037068-0.00058522i,0.0006036-0.00059531i,-0.00034069-0.00053219i,-0.0009157-0.00058213i,-0.0010324-1.9332e-06i,-0.0008307-0.00014514i,-0.0005423-0.00086153i,0.00017575-8.1979e-05i,0.00028241-2.1922e-05i
-0.0026768-0.00014805i,-0.0019368+3.3157e-05i,-0.001047-0.00078468i,-0.00027421-0.00079233i,-0.00042578+8.6068e-05i,-0.00055578+0.0012783i,-0.00042639+0.0012748i,-0.00023883+0.00071515i,-8.3782e-06+0.00039133i,0.00010779-0.00019447i,-0.00015105-9.493e-05i,-8.4537e-05+0.00017603i,0.00016548-7.4486e-05i,-0.000169-0.00052631i,-0.00076136-0.0009528i,-0.00065672-0.00079792i,0.00020728+0.0004739i,-0.00014241+0.0009338i,-0.00083231-0.00010559i,-0.0005891-0.00054939i,-0.00050382-0.0003676i,-0.00069959-0.00093902i,-0.00058395-0.0013101i
0.0013975+9.6832e-05i,0.00301-8.5366e-05i,0.002912-7.72e-06i,0.0017023-0.0003782i,0.0011708+0.00011755i,0.00048694+0.00024421i,4.8112e-05+0.00098482i,0.0011772+0.0015529i,0.0016944+0.0011717i,0.00095709+0.0007714i,0.00059736+0.00036879i,0.00038822+6.949e-05i,0.00017646+0.00014562i,0.0001415+0.00025544i,0.00062204-0.00036883i,0.0012355-0.00019036i,0.00062415+0.00027066i,-0.00012554-7.1492e-05i,-0.00040613-0.00037357i,-0.00042576+0.00034728i,2.4457e-05+1.4439e-05i,6.8019e-06-0.0011884i,-0.00022797-0.0016953i
-0.00061915-0.0017563i,-0.0013566-0.00070021i,-0.0018608-0.00047443i,-0.00098211-0.00064739i,-0.00055161+0.00014301i,-3.1834e-05+0.0016875i,0.0011906+0.0028971i,0.0014075+0.0024314i,0.00079831+0.0011637i,0.00078849+0.00098222i,0.00083464+0.00091814i,0.00018187+0.00051879i,-0.00025173+0.00026263i,-0.00033964-0.00012662i,-0.00039341-0.00066035i,-0.00099315-0.00078055i,-0.00049553-0.00038708i,0.00012302-0.00013808i,-0.00024915-0.00037347i,3.9798e-05+0.00015745i,0.00074695+6.1447e-05i,0.0012954-0.00062978i,0.001296-0.00036401i
0.0025878-0.00073883i,0.0031357-0.00038018i,0.0032672-0.00069127i,0.0021675-0.002358i,0.00025657-0.0028553i,-0.00028154-0.00067377i,-9.9595e-05+0.00096443i,0.00047026+0.0011783i,0.0014197+0.0013448i,0.0010576+0.00054241i,0.00059973-0.00040019i,0.00045651-0.00012834i,-0.00042385+0.00030367i,-0.0008014+0.00065616i,-0.00031887+7.3389e-05i,-0.00016548-0.00010893i,-0.00054768+0.00046012i,-0.00043222+0.00082831i,8.5568e-05+0.00077271i,-0.00075518+0.0003412i,-0.0013287-0.00017635i,-0.0005593-0.00060316i,0.00037839-0.0004929i
0.0010027+0.00017232i,0.00062692-0.00032699i,0.00042136-0.0013442i,-0.00035599-0.0013285i,-0.001561-0.00092937i,-0.0010687+0.00023206i,0.00039647+0.0015705i,0.00063716+0.0018411i,3.0977e-06+0.00072212i,-1.603e-05-0.00038023i,0.00041993-0.00015892i,0.00047063+0.00037501i,0.00023097+3.5932e-05i,0.00041957-0.00064382i,0.0015553-0.00062324i,0.0022259-0.00016081i,0.00198+0.00011326i,0.00020762-0.00015448i,-0.0013386-0.00012876i,-0.0013149+0.00055663i,-0.0009229+0.00098311i,0.00013525+0.00083809i,0.00023268+0.00096773i
0.00088712-0.0012179i,0.0012267-0.00056157i,0.00087675+0.00079371i,-0.0009309+0.00025453i,-0.0013638-0.0007994i,-0.0014248-0.0001795i,-0.0010544+0.0016529i,0.00012625+0.001353i,0.00047921+0.00056878i,-9.3955e-05+0.0011112i,-0.00019816+0.0012374i,-2.0278e-05+0.00084233i,0.0001123-0.0003295i,0.00065898-0.00096807i,0.0012421-0.00078571i,0.0016289-0.0004905i,0.00056938+6.6623e-07i,-0.00059064+0.00058646i,-0.00021893+0.00056473i,0.00095852-6.5522e-05i,0.0010712-0.00034253i,0.00055978-0.00045457i,0.00054949-0.00049212i
0.0006088-0.00058492i,0.00086228+0.00016591i,0.0012171+0.0002012i,0.0013148-0.00061044i,-0.00024822-0.00066008i,-0.0009192+0.00014665i,-7.3038e-05+0.0013211i,0.00031975+0.0014433i,-0.00066585+0.0007143i,-0.00119-0.00012365i,-0.00040062-0.00041443i,0.00059705-0.00027837i,0.0006447+5.9092e-05i,0.0001424+0.00025305i,0.00032184-7.3245e-05i,-0.00016134-8.4606e-05i,-0.00031651+0.00016455i,-0.00034691+0.0010335i,-0.00019166+0.0013266i,2.9846e-05+7.0709e-05i,-0.00024612-0.00053709i,-8.6128e-05-0.00024423i,1.0989e-05-0.00041814i
7.6849e-05-0.00046397i,0.00064731-9.9786e-05i,-0.00078806-0.0010189i,-0.0016408-0.0003604i,-0.00063324+0.0014554i,7.155e-05+0.0021137i,-5.0483e-06+0.0016612i,9.998e-05+0.00093501i,0.00046485+0.00085512i,0.00012285+0.000813i,-0.00055338+0.00071151i,-0.00054341+2.6631e-05i,0.00011218-0.00031616i,0.00029471-0.0007622i,-0.00044033-0.0010106i,-0.00082848-0.00060469i,0.00014388-0.00049278i,0.00080697+8.7182e-05i,-4.3466e-06+0.00059425i,-0.00041879+0.00018413i,3.0361e-05-0.00022936i,-2.1347e-05-0.00081961i,0.00024683-0.0010272i
-0.0019689+0.0035506i,-0.00061225+0.0031442i,0.0010141+0.0032952i,0.0013866+0.0016532i,0.0017473-3.3774e-05i,0.0024644+6.9562e-05i,0.0016021+0.0011582i,0.00085966+0.0018491i,0.00053367+0.0015819i,0.00038488+0.00043596i,0.00065916-0.00083676i,0.0010472-0.00075426i,0.0010573-0.00068484i,0.00041735-0.0012167i,-0.00033333-0.00095579i,-0.00018952-0.00032648i,0.00025417+0.00022821i,5.5894e-05-0.00016722i,-0.00025374-0.00072025i,0.00057314-0.00054811i,0.0016799-9.4842e-05i,0.00060734-0.00030259i,-7.7597e-05-0.00095452i
0.0009399-0.00096281i,0.0011921-0.001184i,0.0010898-0.001599i,0.00091883-0.00078442i,0.00026604-0.00019326i,0.00027146+5.9516e-05i,0.00047093+0.00075336i,0.00045231+0.0014048i,0.00055763+0.00096595i,0.0001595-7.6268e-05i,-9.3876e-05-0.00024181i,-4.8717e-05-0.00068471i,7.4275e-05-0.00056758i,0.0002705-2.13e-05i,0.00055479+0.00027053i,0.00040567+0.00064132i,9.542e-05+0.00041946i,-0.00030347+8.9907e-05i,-0.0006767-0.00030679i,-0.00066661+0.00045378i,-7.113e-05+0.0010345i,0.0010296+0.00075069i,0.00063385+0.00072623i
