-0.0030616-0.000619i,-0.0018123-0.00056056i,-0.0022444+0.0013704i,-0.0024372+0.0021501i,-0.001081+0.0019789i,0.00029801+0.0017768i,0.0008415+0.0018789i,8.0355e-05+0.0018609i,-0.00036099+0.0010284i,0.00092537+0.00013911i,0.0023502-0.0003668i,0.001962-0.00034301i,0.0010256-0.00026349i,0.00038767-0.00029769i,-0.00025689+1.2514e-05i,-0.00037623+0.00026164i,-0.00014571-0.0004849i,1.7312e-05-0.001164i,0.00010879-0.00045022i,0.00037698-0.00033297i,0.00044215-0.00075537i,0.00063108-0.00023548i,0.00040324-0.00022021i
-0.00044254+0.00030908i,-0.00031426+0.0016569i,-1.1982e-05+0.002815i,0.0012759+0.002447i,0.0022127+0.0010467i,0.0014466+0.00022981i,0.0006727+0.00037124i,0.00040314+0.00084981i,0.00014468+0.00086139i,-0.00032013+0.00075371i,-0.0011489+0.00038595i,-0.0012415-0.00062868i,0.00016239-0.001718i,0.0013324-0.0014002i,0.0009862+9.6152e-05i,0.00037509+0.0002776i,-8.8648e-05-0.00024615i,0.00027906-0.00049407i,0.00057025+0.0002393i,6.7585e-05+0.00054178i,-0.00038751+0.00021394i,-0.0005544-1.8531e-05i,-0.00025074+0.00033766i
0.00024305+0.001677i,0.00020018+0.0015946i,-0.00034486+0.0011025i,0.00034704-2.8981e-05i,0.001648-0.0011737i,0.0022809-0.0018475i,0.0019517-0.001587i,0.00087704-0.00010967i,0.00071105+0.00056934i,0.00064802+0.00027058i,0.00035009+0.00013936i,-0.00019289-0.0010897i,-0.00030152-0.0016313i,3.6965e-05-0.0012208i,-4.1536e-06+0.00014802i,-0.00016972+0.00055876i,-0.00057777-0.00043435i,-6.6376e-05-0.00032213i,0.00082436+0.0006356i,0.00046631+0.00047001i,7.7639e-05+2.5467e-05i,0.00022932+0.00042075i,-0.00011252+0.00038746i
0.00079537+0.0010347i,0.00073813+0.001814i,0.00061807+0.001721i,0.0014144+0.0011888i,0.0015365+0.00084255i,0.00065554-0.00027208i,-0.00040479-0.0015573i,-0.00067537-0.0017535i,-9.9378e-05-0.00050364i,-0.00041565+0.00048915i,-0.00073427+0.00014829i,0.00020845-0.00050466i,0.00049374-0.00093793i,-0.00018946+4.7179e-06i,-0.00065386+0.00073533i,-0.00071273+0.00036367i,-0.0003162+0.00028724i,0.00041224+0.00056998i,0.00051697+0.0001657i,0.00027811-0.00070466i,3.0086e-05-0.00079499i,-0.00024975-0.0005733i,-0.00049657+5.4867e-05i
-0.00026823+0.00098664i,-0.00031141+0.00059099i,-0.00011259+0.0014614i,0.0012035+0.0019998i,0.0025181+0.0015207i,0.0029148+0.00049912i,0.0019791-0.0003695i,0.001079-0.00072495i,0.00051002-6.9301e-05i,0.00024694+0.0003032i,0.00037721+0.00043038i,0.00065151+0.00017922i,0.00084922-0.0002824i,0.00082372-5.1321e-05i,0.00039518+9.0201e-05i,3.6264e-05+1.5614e-05i,0.00042148-0.00051319i,0.00070211-0.0010436i,0.00051562-0.000945i,0.00070625-0.00050572i,0.00025292+0.00020272i,-2.8945e-05+0.00081656i,0.00040097-0.00015824i
-0.0018326+0.00021777i,-0.0012852+0.00065637i,-0.00096736+0.00037927i,-0.00023309+0.00066603i,0.00042605-9.7226e-05i,0.0007966-0.0015687i,0.00067679-0.0019873i,0.00057999-0.0014266i,0.00030689-0.00092459i,-0.00013639-0.00040767i,-7.4792e-05+0.00031582i,0.00027349-0.00030216i,0.00057365-0.001113i,0.00054034-0.00022176i,0.00069781+0.0011783i,0.00085184+0.0011064i,1.2836e-05-7.5812e-05i,-0.00059254-0.00024392i,-2.954e-06+0.00027617i,0.00073466-0.00032096i,0.00048684-0.00058434i,9.8199e-05+0.00020904i,-0.00050689+0.00064249i
0.00053644-0.00075547i,-3.8986e-06-0.0010359i,-0.00013327-0.0015208i,-4.6894e-05-0.00098591i,0.00054406-0.00013448i,0.001688-0.00065079i,0.0013153-0.0014943i,-0.00040462-0.00055377i,-0.00076866+1.3748e-05i,-0.00010519-0.00047323i,0.00028476-0.00067042i,-1.1929e-05-0.00072148i,-0.00060191-0.00062064i,-0.00066378+9.9301e-05i,0.00047649+0.00094815i,0.0010593+0.00099902i,-0.00014505+0.0006018i,-0.00050874+5.1545e-06i,-0.00024178+0.00028216i,-0.00071427+0.0001508i,-0.00030328-0.00035764i,0.00064756-0.00018641i,0.00027187+0.00061357i
-0.0029934-0.0011996i,-0.0021717+0.000216i,-0.0010438+0.001277i,0.00014561+0.0013991i,0.0013207+0.00086653i,0.0015564-0.00052701i,0.0011492-0.00097053i,0.0007927-7.6224e-05i,-0.00020176+0.00081488i,-0.00049968+0.00081314i,-0.0003566+0.00023156i,-0.00058052+0.00013418i,0.00010826-0.00024427i,0.00031997-0.001172i,0.0001883-0.0013956i,1.0444e-05-0.00099005i,0.00048289-0.00072339i,0.0011212-0.0012075i,0.00057827-0.00056001i,-0.00042999+0.00041143i,-0.00087713+0.0001114i,-0.00042717+8.3859e-05i,0.0002647+0.00065429i
-0.00076208+0.00054288i,-0.00037533+0.0011448i,-1.7195e-05+0.00090512i,0.00096187+0.00084979i,0.001696+0.0010602i,0.0011128+0.00022914i,0.00068106-0.0010496i,0.00026804-0.0012744i,1.3221e-05-0.00044307i,0.00059998+0.00044928i,0.00046365+4.8426e-05i,0.00021124-0.00051307i,-0.00013222-0.00054824i,-0.00028369-0.00085217i,0.00025404-0.0004906i,0.00040405-0.00031417i,-0.0001463-3.4616e-05i,-0.00064739+0.00041881i,-0.00014067+0.00036557i,-5.4474e-05+0.00056867i,0.00019645+6.095e-05i,0.00026859+0.00023242i,-0.00026957+0.00032855i
0.00014097-0.000762i,0.0003675-0.00078705i,0.00049869-0.00013492i,0.00077825+0.00011906i,6.3232e-05+9.953e-05i,-0.0003621-0.00014666i,-0.0013846-0.00056133i,-0.0017073-0.00016383i,-0.00082368+0.00030934i,-0.0010308+0.00031506i,-0.00081065-0.00025427i,0.000266-0.0013461i,0.00015967-0.0014629i,-0.00046346-0.0008722i,0.00045085-0.00020443i,0.00087281-0.00042632i,0.00060521-0.0013559i,0.00040089-0.00036682i,0.00032023+0.00098417i,0.00037453+0.00041089i,-0.00018995-0.00051624i,-0.00033002-0.00033681i,-0.00051145+0.00022697i
0.0024117-0.00024035i,0.002004-0.00075889i,0.0015868-0.0018454i,0.00053888-0.001359i,0.00061461-0.00046102i,0.00135-0.00091414i,0.0015569-0.0010751i,0.001586-0.00022381i,0.0011876+0.00013838i,0.00040818+0.00011141i,-0.00059685+0.00023772i,-0.00049894+0.00025721i,-0.00043884+4.5826e-06i,-0.00026325+0.0001559i,8.9346e-05+0.0011268i,0.00015128+0.0010739i,-0.00014141-0.00035444i,-0.00040203-0.00053154i,-0.00064358-0.00054202i,-0.00080277-9.2523e-05i,-0.00063997+0.00048524i,-0.00028672+0.000156i,-0.00048323-0.00047606i
0.0018803+0.0015042i,0.0010806+0.00083189i,0.001931+0.00037229i,0.0026245+0.00075483i,0.0023378+0.0004721i,0.0012351-0.00068262i,-9.2555e-05-0.0011153i,-0.00056249-0.00050038i,-3.5259e-05-0.00012456i,0.00015945+0.00038765i,0.00026373+0.00039906i,0.00018834-0.00024419i,3.0035e-05-0.00047675i,0.00047874-9.8755e-06i,0.00049094+0.00014454i,-0.00030094+4.2563e-05i,-0.00050752+0.00062963i,-0.00036869+0.0005022i,0.00037947-0.00032068i,0.0004866+5.9713e-05i,-0.00029876+0.00055489i,-0.00068786+0.00013406i,-0.00073369+0.00035075i
0.0020922-0.0022213i,0.0010499-0.0019614i,-0.00021064-0.0032061i,-0.00099213-0.003722i,-0.00034295-0.0026434i,6.6897e-05-0.0015066i,-0.00018606-0.0002229i,-0.00035529+3.9933e-05i,0.00017906-0.00068825i,0.00011402-0.00094721i,-0.00082105-0.00068085i,-0.0010457-0.00041993i,-0.00074478+0.00011891i,-0.00066481+0.00067681i,-0.00045494+0.0011116i,-0.00028581+0.0015277i,-0.00013284+0.0013309i,0.00048766+0.0012013i,0.00082105+0.00077382i,0.00015001-9.5969e-05i,-0.00098273+9.4785e-05i,-0.0011064+0.00022181i,-0.00081789+8.7044e-05i
-0.0028759-1.7276e-05i,-0.0027253+8.5197e-05i,-0.0016808+0.0015849i,0.00034791+0.0020803i,0.00192+0.0014288i,0.0023807-0.00031511i,0.00097305-0.0021203i,0.00049948-0.0017614i,0.00040404-0.00055344i,5.2627e-05+0.00020104i,-4.9901e-05+0.00066254i,0.00052436-0.00040558i,0.0011621-0.0017884i,0.00065508-0.001205i,-0.00040192-0.00097271i,-0.00024074-0.0011383i,0.00038509-0.00063383i,-0.00055616-0.00055056i,-0.001279-0.000261i,-0.00095663+0.00053292i,-0.00070073-1.6529e-05i,-0.00049643-0.00021045i,-0.00050581+0.00049611i
-0.0012897-0.00077116i,-0.0024491-0.00091226i,-0.0026292+0.00022578i,-0.0013806+0.0012616i,-0.00013652+0.0006947i,0.00090904-0.00055109i,0.00078902-0.0016772i,-0.00029349-0.0016739i,-0.0010144-0.0010325i,-0.0011518+8.743e-05i,-0.00024131+0.0011175i,0.00044498+0.00133i,0.00058884+0.00036535i,0.00081231-0.00041685i,0.0007139-0.0010616i,7.0563e-05-0.00086516i,-0.00066493-0.0003767i,5.8164e-05-0.00045043i,0.00085239-0.00065082i,0.00087393-0.00061709i,0.00073579-0.00027544i,0.0003812-0.0001235i,0.00076991+0.00017832i
-0.00092272+0.0014618i,-0.00037437+0.0025253i,0.0019132+0.0028377i,0.0027488+0.0020941i,0.0019154+0.0003769i,0.0007602-0.0010895i,-0.00046401-0.0013407i,-0.00084602-0.00035342i,-3.7045e-05+0.00043396i,0.00012947+0.00059818i,0.00025743-0.00027861i,0.00043934-0.0012543i,-0.00052312-0.0011015i,-0.00068136-0.0011998i,1.0162e-05-0.00099365i,9.5125e-05-0.00067726i,-0.00032733-0.0004274i,-0.00028262+0.00029586i,-1.555e-05+0.00081361i,0.00021213+0.00054803i,-0.00013472-9.7181e-05i,0.00011252+0.00026011i,-0.00021656+0.0003998i
0.0025341-0.00013185i,0.0019836-0.00043238i,0.0012856-0.0011658i,0.0016838-0.0012329i,0.0021091-8.6579e-05i,0.0013518+0.00048564i,0.00024625+2.9116e-05i,-0.00016569-0.0005871i,-0.00044767-0.00099901i,-0.00039768-0.00070088i,-0.00023297-0.0003214i,-0.00043349-0.00016971i,-0.00088167+0.00011584i,-0.00078794+8.7928e-05i,5.8255e-05+0.00038898i,0.00061559+0.00095948i,0.00041376+0.0010144i,-0.00051512+0.0006381i,-0.0011245+0.00015588i,-0.00080342-0.00033271i,-0.00023121-7.1976e-08i,-0.00025556-0.00046121i,-0.00034139-0.0011325i
-0.00010732+0.0025864i,0.00067883+0.0020949i,0.0025335+0.0017232i,0.0032543+0.00080486i,0.0026428-0.00054415i,0.0017797-0.0013661i,0.00075309-0.0016449i,-9.0719e-05-0.00093692i,0.00059845+0.00029563i,0.0012533+0.00023881i,0.0013426-0.00048688i,0.00043708-0.00074817i,-0.001069-0.00071102i,-0.001341-0.0006511i,-0.00094185-8.9955e-05i,-0.00041477-0.00024208i,-0.0001796-0.00052897i,9.706e-05+0.00017412i,0.00046316+0.00046087i,-0.000203+0.00024664i,-0.00074077-0.0001784i,-0.00026199-0.00051743i,0.00078547-0.00042878i
0.00075591+0.00036087i,0.00119+0.00056866i,0.0019799+0.0012966i,0.001833+0.0013564i,0.0018305-0.000185i,0.0011035-0.0013247i,5.3014e-06-0.0012464i,0.0001794-0.00094442i,0.00050393-0.0010445i,0.0001862-0.00075948i,0.00025909-0.00016478i,0.00077974-0.00076912i,0.0010775-0.0011279i,-3.284e-05-0.00043638i,-0.000395+9.329e-05i,-0.00060276+0.00064012i,-0.0010416+0.00070363i,-0.000279+0.0002117i,-0.000182-5.1736e-06i,-0.00082462-8.2775e-05i,-0.00071031-0.00030658i,0.00045218-0.00094157i,0.0011408-0.0010715i
0.00018938+0.00085311i,0.00054603-0.0004964i,0.001139-0.0019046i,0.0011748-0.00080682i,0.0011542-0.00047949i,0.0013091-0.0014385i,0.00050378-0.00087861i,-0.00031786-0.00013951i,-0.00059932-0.0002803i,-0.00068055+0.00014652i,-0.0007173+0.00019859i,-0.00027128-0.00053843i,0.00050265-0.0014823i,0.00022585-0.0013217i,-0.00015179-0.00028641i,0.00021671+0.00062679i,-0.00036334+0.0007136i,-0.00051874-4.3166e-05i,-0.00014009-0.00063614i,-0.0003886-0.00064548i,-0.00030303+0.00027398i,1.2773e-05+0.0010103i,0.00017399+0.00057077i
-0.00054733-0.0032814i,-0.00055585-0.0027211i,-0.0013277-0.0018859i,-0.0024784-0.00042554i,-0.0015208+0.0006711i,0.00021534+0.00051095i,0.00056204-0.00068352i,0.00056033-0.00086503i,0.00060528-0.00041713i,0.00045062-0.00037074i,0.00019199-0.00094591i,-6.2766e-05-0.00097052i,0.00036507-0.00020733i,0.00070067+1.4531e-05i,0.0006449+0.00045153i,0.00045876+0.0013077i,1.3799e-05+0.0011626i,-0.0007322+0.00010657i,-0.001456-0.00037471i,-0.00079902-0.00024076i,-0.00070487+7.2012e-05i,-0.00091558+0.00011968i,-0.00037366-0.000266i
0.0011208+0.0007874i,0.00071274+0.00081399i,0.0013302-0.00056325i,0.0026101-0.00095943i,0.0025752-0.0013498i,0.0023807-0.0020973i,0.0012803-0.0016801i,0.00038149-3.0332e-05i,-0.00016845+0.00047359i,-0.00017959-0.00012962i,0.00064639-0.00037738i,0.00019719-0.00051684i,-0.00096975-0.0013258i,-0.00099674-0.00097502i,-0.00049177+0.00036177i,3.311e-05+0.00050556i,0.00023863-2.4423e-05i,0.00020554+0.00066367i,-8.7223e-05+0.00111i,-8.6494e-05+0.00051259i,0.00071333-0.00011251i,0.00055973+0.0001094i,-0.0006823+0.00045899i
-0.00035371+0.0013535i,0.00018571+0.00080742i,0.0012416+0.00040929i,0.00061247+0.00025315i,0.00060638+0.00030787i,0.00062515+0.00020439i,0.00032723-0.00042066i,0.00030982-0.00061113i,0.00071099-0.00036988i,0.0012043-4.7777e-05i,0.0010435-0.00069963i,0.00055174-0.0016155i,6.8146e-05-0.00049499i,-0.00012709+0.00052833i,-0.00040025+0.00039643i,-0.00037395+0.00033975i,-0.00058349-0.00024278i,-0.00089843-0.00085536i,-0.00068772-0.0010006i,0.00030813-0.00077713i,0.00088601+9.226e-05i,0.00071558+0.00060314i,0.0002753+0.00030811i
0.0028498-0.0023096i,0.0013155-0.001903i,0.00068426-0.0020122i,0.0016317-0.0013034i,0.0021888-5.4265e-05i,0.0024932+0.00010674i,0.0016455-0.00026537i,0.00033965+0.00010634i,-0.00035741+0.0015164i,-0.00094531+0.0018255i,-0.0011418-3.9115e-05i,-0.001163-0.00098315i,-0.0010537-0.00064082i,-0.00067713-0.00010882i,0.00013374+0.00041929i,0.00010745+0.00096722i,-0.00089747+0.001146i,-0.00096824+0.00041473i,5.0673e-05+0.000616i,7.5033e-05+0.00044377i,0.00027673-0.00017863i,0.00033823-0.00033593i,-2.3411e-05-0.00030491i
-0.00063499+0.0014158i,-0.00056756+0.0022296i,-0.00034265+0.0018076i,0.00026869+0.0003608i,0.0011303-0.00093636i,0.00091191-0.002264i,0.000781-0.0021493i,0.0011179-0.0001225i,0.0017165+0.0011233i,0.0016232+0.0013967i,0.00068626+0.00076819i,0.00019194-0.00021418i,-0.00011937-0.00098367i,-0.00015681-0.00067674i,2.6705e-05+0.00066521i,-0.00052856+0.0011473i,-0.00092073+0.00083026i,0.00010944+0.00064026i,0.00061812+0.00051973i,0.00025871+0.00042762i,-8.4107e-05+0.00018682i,-0.00053206-8.8463e-05i,-0.00067623-0.00060844i
0.0018788-0.0019404i,0.0012444-0.0023735i,-0.00010306-0.0019172i,-8.3651e-05-0.00034899i,0.00098614+0.0012486i,0.0015725+0.00073082i,0.00097349-0.00022276i,0.00024227-0.00032806i,0.00016611-0.00057891i,-0.00032597+4.7859e-05i,-0.00044282-0.00014308i,-0.00010165-0.00083588i,0.00010622-0.00075477i,0.00021927-0.00093751i,0.00018078-0.00043037i,-0.00017254+0.00035656i,0.0001829+0.00031796i,9.1434e-05+0.00071703i,-0.00071302+0.00063019i,-0.0010142+0.00022086i,-0.00078644+0.0005859i,0.00020953+0.00048944i,0.00056455+0.00011869i
0.00075004+0.0015706i,0.001687+0.0014414i,0.0016924+0.0017967i,0.0012373+0.00067496i,0.0019028-0.00074239i,0.0015245-0.0018672i,-0.000295-0.0019979i,-0.00056983-0.00094155i,-6.2393e-06-6.7092e-05i,-0.0007587-0.00054444i,-0.00089132-0.001639i,-0.00021741-0.00099564i,-0.000542+0.00012925i,-0.00085377+0.00051837i,-0.00044893-5.903e-05i,1.448e-05-0.0010532i,-7.9926e-05-0.0012941i,4.0122e-06-0.00056342i,0.00029672+4.4965e-05i,-0.00062223+0.0003357i,-0.00091054+0.00058969i,-0.00039394+0.00024038i,-0.00047331+0.00019239i
0.00088407-0.0016849i,0.0010085-0.0014631i,0.00099809-0.0011589i,0.0006428-0.00054658i,0.00064994-0.00028081i,0.00058083-0.00079555i,0.00071774-0.0014814i,0.00027839-0.0010476i,-0.00053097-0.0005177i,-0.00019526-0.00069047i,0.00036475-0.0012314i,-0.00031148-0.0016114i,-0.0009028-0.0013917i,-1.8771e-05-0.00077055i,0.0010005-0.00032923i,0.00066731+0.0004056i,5.6663e-05+0.0014406i,-0.00037917+0.0013797i,-0.0010013+0.00035889i,-0.00031021-0.00025098i,0.00066161-0.00040806i,0.00028885-0.00053069i,-0.00020604-0.00010668i
0.0033731+0.0010887i,0.0034374+0.0013297i,0.0038033+0.00031677i,0.003349-0.00042597i,0.0018958-0.0011084i,0.00048967-0.0014449i,-0.00045362-0.0010521i,-0.00070251-0.00028505i,5.82e-06+0.00018543i,0.00056406-0.00053429i,0.00021419-0.00095772i,-0.00037194-0.0010123i,-0.00058526-0.00079493i,4.4571e-05-0.00053689i,0.00079545-0.00019423i,0.00067023-3.294e-05i,-3.2678e-05-2.3345e-05i,-0.00012514+0.00019072i,0.00011662+0.00056888i,0.00034394+0.00039255i,0.00066404-0.00020233i,0.00091991-0.0010587i,0.00087984-0.00098421i
-0.00099899-0.0007009i,-0.00060687-0.00095495i,-0.00082833-0.00094732i,-0.0004965-0.00065718i,0.00043143-0.0003458i,0.00033048-0.00046978i,-0.00064475-0.0013107i,-0.0010215-0.0013706i,-0.00019287-0.00042993i,1.5363e-06+0.00019663i,-8.0077e-05-0.00011902i,0.00025717-0.00096713i,0.00022425-0.00096005i,-0.00041017-0.00076185i,-0.0001692-0.00070139i,0.00032434-0.00050475i,-0.00013694-8.4175e-05i,-0.00028987+0.00062703i,-0.00033996+0.0012492i,-4.7926e-05+0.00094267i,0.00016256+0.0004205i,-0.00019494+0.00038111i,-0.00035664+0.00083414i
-0.0025235+0.0006145i,-0.0024565+0.0015714i,-0.002912+0.0029046i,-0.0012453+0.0029453i,0.0018727+0.0017505i,0.0036654+0.0004524i,0.0031119+0.00034151i,0.0013002-0.00054156i,0.00067313-0.00035097i,-0.00014712+0.00079176i,-0.00022482+0.001037i,0.00057714+0.00030732i,0.00031721-0.00036345i,-0.00042052-0.0010151i,-0.00035954-0.0008422i,-0.00013502-0.00023953i,1.7359e-05-0.00023418i,-0.00033184-0.00018197i,0.0001161-1.6838e-05i,0.0010872+0.00059413i,0.0015414+0.0007844i,0.0011151+0.00052958i,0.00054787+0.00041824i
-0.0012125+0.0025094i,-0.0012221+0.0018372i,-0.00091899+0.0014754i,0.00087786+0.0011006i,0.0021335+0.00069592i,0.00115-0.000391i,9.7594e-05-0.0015433i,-8.1123e-06-0.0014827i,0.00042739-0.00099115i,0.00085403-0.00016726i,0.00040056-0.0002611i,0.00034932-0.0012224i,0.00032928-0.001153i,-0.00059266-0.00038431i,-0.00061814+7.6859e-06i,0.00020588+0.00045894i,0.00032264+0.00021964i,-0.00055721-0.00017913i,-0.00091613+0.00027797i,-0.00038347+0.00039055i,-0.0002126+0.00050696i,-0.00056397+0.0007653i,-0.0001279+0.00076175i
0.00061595-0.00020405i,0.00060104+0.00040294i,0.00081002+0.00030892i,0.00080266-0.00024131i,0.00082062-0.00041818i,0.0010529-0.00078313i,0.00041955-0.00064754i,-0.00020163-0.00014196i,-0.00052816+0.00054109i,-0.0012552+0.00039645i,-0.0013947-0.00085894i,-0.00080906-0.0010152i,-0.0011389-0.00060887i,-0.00076318-0.00048392i,0.00027096-0.00012691i,0.00063584-6.4355e-06i,0.00092139+0.000266i,0.00042066+0.00012955i,0.00014437-4.2762e-05i,-7.1844e-05+0.00021869i,-0.0003197+0.00025933i,7.7107e-05+0.0005822i,7.2935e-05+0.00053691i
0.0011246+0.0017961i,0.0012853+0.0018018i,0.0012868+0.0012077i,0.0022919+0.00060664i,0.002957+4.1264e-05i,0.0019136-0.00095582i,0.00055505-0.0011234i,7.9371e-06-0.00026559i,4.2645e-05+0.00036889i,3.3919e-05+0.00068728i,-8.4885e-05+0.00047997i,-0.00074512+0.00022826i,-0.0010326-0.0009708i,-0.00089478-0.0014212i,-0.00090068-0.00032952i,-0.00085693-0.00040996i,-0.00085379-0.00044333i,-0.0010313+0.00047583i,-0.00082414+0.00116i,-0.0003219+0.00067086i,-0.00051747-8.4184e-05i,-0.00066815-0.00019098i,-0.0006588+0.00061468i
-0.00065562+0.00057926i,-7.1704e-05-0.00038609i,-3.4905e-05+0.00065826i,0.00060429+0.0012349i,0.0018046+0.0007113i,0.0013929-0.00092994i,0.0001706-0.0020721i,-0.00039913-0.0015496i,-9.665e-05-0.00060261i,-7.2636e-05+0.00045164i,0.00025502+0.00051846i,0.00080673-0.00082045i,0.0005956-0.0016442i,-0.00015531-0.0011706i,-0.00011392-0.00063066i,-9.3261e-05-0.00037979i,-0.0011336-0.00035441i,-0.00078938-4.9401e-05i,0.00027199+0.0005535i,-0.00020866+0.0016326i,-0.00040523+0.00077109i,9.5663e-05-0.0005139i,-3.6541e-05-6.6862e-05i
0.0017533+0.00085141i,0.0013902+0.00096045i,0.0013864+0.00018839i,0.0013815-0.00092032i,0.0010408-0.00092092i,0.00081054-0.00027507i,0.00061098-0.00016872i,0.00014594-0.0007122i,-0.00023021-0.0003906i,-0.00057204-9.8042e-06i,-0.00086745-0.00040291i,-0.00065906-0.00073497i,-0.00074945-0.00063111i,-0.00065042-0.00016674i,-0.00012917+0.00054381i,-0.00027937+0.0011857i,-0.00043429+0.0011644i,-0.00057404-7.2757e-05i,-0.00023025-0.00072549i,-2.8305e-05+0.00028044i,0.00028437+0.00087756i,1.3618e-05+0.00058758i,-0.00051485+0.00041512i
0.00035041-0.0036382i,0.00033108-0.0035343i,-0.00051401-0.0031472i,-0.0012834-0.0013664i,-0.00013204+0.00049251i,0.00085153+0.00073535i,0.00058295-0.00057835i,0.00012499-0.0013952i,-0.0002144-0.00059444i,-0.00095529-0.00053942i,-0.001502-0.00089369i,-0.00059701-0.00078982i,0.00025504-0.00025217i,0.00045259+8.916e-05i,0.00022854+0.00042303i,-2.8091e-05+0.00053178i,0.00058797+0.00044829i,0.00066318+0.00030368i,0.00015986-0.00022445i,1.2406e-05-0.00060747i,-9.7548e-05-4.6382e-05i,-0.00019478+0.00063598i,3.9376e-05+0.000554i
0.00061098+0.0012505i,0.00035289+0.0010422i,0.00065067+0.00093775i,0.0020403+0.00064318i,0.0031035-0.00056664i,0.0024049-0.002286i,0.0010829-0.002209i,0.00038267-0.00032387i,-0.00046948+0.00072961i,-0.00049115+0.00026932i,-0.000991+0.00034398i,-0.0012827-0.00017371i,-0.00083003-0.0013861i,-0.0011062-0.00081081i,-0.0013284-0.00036486i,-0.00084463-0.00051775i,-2.0512e-05-5.0303e-05i,0.00065547+0.00014943i,0.00049618+0.00023114i,0.00058378-0.00030103i,0.00013013-0.00051785i,-0.00030774-0.00062474i,0.00052059-0.0007005i
-0.0024202+0.00014503i,-0.002645+0.0011526i,-0.002637+0.00084032i,-0.0014488+0.00064432i,0.0003814+0.00083384i,0.0014985+2.669e-05i,0.0013397-0.0010483i,0.00047388-0.00030708i,0.00065712+0.00040426i,0.00063893+0.00045326i,0.00035732+0.00039355i,0.00050086-0.0003485i,7.912e-05-0.001017i,0.00066627-0.0008554i,0.00065839-0.00046775i,0.0002009+3.4876e-05i,-0.00010884+0.00026386i,-0.00086788+0.00013007i,-0.0009671-0.00074683i,-0.00085689+3.6366e-05i,-0.00063754+0.00052861i,-4.2269e-05+0.00011874i,0.00028244+0.00041974i
0.00023398+0.0019562i,0.00011518+0.0018597i,0.00078924+0.0027107i,0.0023996+0.0022415i,0.0029243+0.0010414i,0.0026079-0.000395i,0.00080797-0.00090004i,-0.00033875-0.00023952i,-0.00036909+0.00058709i,-0.00026466+0.0011835i,-0.00027996+0.00089714i,-0.00081711+0.00023034i,-0.00055528+0.00011646i,0.00028138+0.00027483i,0.0005768+0.0004314i,0.00015291+1.3397e-05i,-0.00038359-0.00023546i,-0.00030075+0.00065669i,-0.00022524+0.0010176i,-0.00040874+0.00084226i,-0.00038259+0.0005191i,-0.00018082-0.00017893i,-0.00029008-0.0002096i
-0.0026348+0.0027504i,-0.0015915+0.0014821i,-0.001295+0.0019939i,-0.0010279+0.0024597i,0.0008445+0.0010033i,0.0017328-0.00030131i,0.0014702-0.0011743i,0.0014671-0.00046934i,0.00097073+0.001062i,0.00048687+0.0013219i,0.00052119+0.00075859i,0.00024985-8.2989e-05i,0.00012794-0.0011741i,5.5689e-05-0.001337i,0.00021021-0.00053009i,0.00089891-0.00088104i,0.000865-0.0011844i,4.4871e-05-4.8237e-05i,-0.00026149+0.0010742i,-0.00045925+0.0011631i,-0.00061414+0.00060076i,-0.00058722+0.00011292i,-0.00075071-0.00011132i
0.0013694-0.00019534i,0.00085687-0.00014367i,0.00030036-0.00060216i,0.00091725-0.0010974i,0.0011012-0.0015909i,0.00082549-0.0017081i,8.2355e-05-0.0010225i,-8.6029e-05-0.000664i,0.00063672-0.00033027i,0.00014364-0.00012607i,-0.00075941-0.00040765i,-0.00063321-0.00038855i,-0.00021329-0.00056317i,-0.00029672-0.00022967i,3.3631e-05+0.00099072i,0.00022322+0.0014268i,0.00017278+0.0010173i,0.00032727+0.00079223i,0.00029219+0.00096436i,0.00024589+0.0006526i,0.00022911+0.00033281i,0.00025272-3.4106e-05i,7.5454e-05-0.00048763i
0.00021571+0.00017856i,-0.0013044-9.0167e-05i,-0.0020999-0.00014771i,-0.00047076+0.00031286i,0.0017501+9.8745e-05i,0.0020692-0.0011117i,0.00078562-0.002088i,-0.00027256-0.0013339i,-0.0006781+0.00037339i,-0.00053175+0.00082075i,7.9577e-05+0.00024302i,0.00042491-6.5245e-05i,0.00033453-0.00068121i,0.00017806-0.00083191i,-0.0004362-0.00067881i,-0.00043492-0.00096146i,-0.00031232-0.00036258i,-0.00067129+0.00028507i,-0.00028388-0.00016604i,0.00010373-0.00024991i,0.00043808+2.4309e-05i,0.00054878+0.00051647i,0.00019931+0.00045711i
-0.00072715-0.00094697i,-5.1905e-05-0.00087826i,0.0012375+0.00020427i,0.0015089+0.00056175i,0.0013929+5.8451e-05i,0.0014469-0.00030555i,0.00097802-0.00079181i,2.6783e-05-0.001245i,-9.8053e-05-0.00084811i,0.00018295+0.00045412i,0.0004709+0.00076965i,0.00079234+1.8213e-05i,0.00018343+6.2482e-05i,-0.0002816+0.00054371i,0.00024806+0.00071894i,1.9645e-05+4.2242e-05i,-0.00057128-0.00013577i,-0.00077773+0.00012355i,-0.0010883-0.00029795i,-0.0011695-0.00023211i,-0.000559+0.00058855i,-0.00015855+0.0010062i,-0.00026126+0.00043175i
