0.00083291-8.3223e-05i,0.00078356-0.00022918i,-0.00014868-0.00014458i,-0.0011921-0.00019439i,-0.0022122-7.4346e-05i,-0.0024305+0.00031999i,-0.0012835+0.001206i,0.00015933+0.0014454i,0.0010142+0.00041606i,0.0013206-2.3842e-05i,0.00087496+0.00036045i,0.000614+0.00057489i,0.00031608+0.00040555i,-0.0003798-5.678e-05i,-0.0010821-0.00019494i,-0.00068314+0.00026452i,0.00020675+0.00026748i,0.00054974-0.00021794i,0.00048557-0.00021717i,-0.00029837+5.537e-05i,6.1833e-05-5.7113e-05i,0.00091883-7.9319e-05i,0.00061684+0.00034091i
-0.0014092-0.0020973i,-0.0027688-0.0016725i,-0.0034797-0.00064894i,-0.0025758+0.00011345i,-0.0014799+0.00063907i,-0.00092069+0.0010306i,2.7351e-05+0.00092333i,0.00031238+0.00094991i,-0.00015552+0.00063518i,-0.00033029+0.00012574i,-0.00082157-0.00023164i,-0.00071364-5.7795e-05i,6.6588e-05+4.2606e-05i,-0.0005933+0.00030246i,-0.00070635+0.00072399i,0.0004029+0.00080501i,0.00057106+0.00053624i,0.00043125+6.133e-05i,0.00040419+7.7508e-05i,-0.00042801+0.00057689i,-0.00076274+0.00032314i,0.0001625+0.00013149i,0.00052741+0.00080697i
8.3686e-05+0.0011229i,-0.00031508+0.0011081i,-0.00031225+0.0013553i,0.00011912+0.00067008i,0.00044728-0.00037497i,0.00020007-0.00085214i,-0.00053625-0.00027284i,-0.00095603+2.8221e-05i,-0.00033727-0.00032597i,0.00048623+0.00040146i,0.00044085+0.00072957i,0.00015553-0.00027528i,0.00066554-0.00019651i,0.0010949+0.00056098i,0.0004273+0.00045396i,-0.000143-0.0002359i,0.00035879-0.00073459i,0.00013887+9.6181e-05i,-0.00096284+0.0012748i,-0.0011013+0.0013008i,-0.00038808+0.00015159i,-5.3511e-05-0.00088029i,-0.0003991-0.00024144i
0.0005598+9.185e-06i,0.00061921+0.0016346i,0.0017196+0.0022148i,0.0013985+0.0014012i,0.00023553-1.5885e-05i,-0.00010295-0.0016519i,0.00037458-0.00153i,0.00080192-0.00024437i,0.00038348+0.00082659i,-0.00041754+0.00095165i,-0.00024374+0.00086194i,9.5656e-05+0.0010227i,0.00028471+0.00073849i,0.00021885+0.0004683i,-0.00031895-0.0002826i,-0.00061195-0.00011792i,-0.00047371+0.00069435i,-8.1099e-05+0.00034563i,0.00014969+4.4336e-05i,-0.00023723+6.9765e-05i,-0.00045539-0.00015672i,-0.00013094-0.00013734i,-0.00019723-0.00028406i
0.00023043-0.00034097i,-0.00014018+0.00077887i,-0.00065133+0.0011486i,-0.0010518+0.001286i,-0.00093897+0.00044228i,-0.0003281-0.00013683i,0.00016785+0.000298i,-0.00018802+0.00057431i,-0.00067526+5.1144e-05i,-0.00039714-0.00067187i,-0.00044272-0.00038186i,-0.00034357+9.1731e-05i,1.7406e-05-0.00012191i,-2.1617e-05-0.00066825i,-0.00058848-0.00058713i,-0.00027715-0.00055069i,0.00054935-0.00063166i,0.00075736+0.00012332i,0.00023284+0.00053581i,-0.00045625+0.00038834i,0.00016178+0.00023512i,0.00050683-9.9329e-05i,0.00019414-0.00034029i
-0.0002201-0.00043197i,0.00043134-0.0006616i,0.0002535-0.00010593i,0.00024428+0.00021515i,2.6188e-05-0.00036746i,-0.00096879-0.00044338i,-0.001776-0.0005243i,-0.0015249+6.7203e-05i,-0.0009315+0.00040048i,0.00012833-0.00032837i,0.00065991-0.0007119i,0.00022577-0.00071964i,-0.00055432+0.0002256i,-0.00025748+0.00075223i,0.0003482+0.00038101i,0.00036369+0.00019296i,0.00018268+2.1775e-05i,-1.6867e-05-0.00075005i,-4.0762e-05-0.00055277i,2.952e-05+3.2125e-05i,0.00025689-0.00030658i,0.00011617-0.00072783i,0.00033714-0.00052641i
0.00065017+0.00015088i,-0.00018834-0.00056821i,-0.00032957+0.00064244i,5.5185e-05+0.0014403i,0.0011493+0.00024567i,0.0012167-0.00099161i,0.00022956-0.00055361i,-0.00048011+7.8183e-05i,-0.0007984-0.00054138i,-0.00062534-0.00018817i,-0.00029823+0.00076304i,4.95e-05+0.00071908i,0.00031909-0.00036546i,6.3862e-05-0.00042762i,0.0003957+0.00010944i,0.00075349+6.0897e-05i,0.00019091+9.726e-05i,0.00016015-2.1575e-05i,0.00047185-2.4411e-05i,0.00012466+3.778e-05i,0.00032743+0.00025396i,0.00075441+0.00027263i,0.0007983+0.00011142i
0.00058886-0.0021822i,-0.00036182-0.0026316i,-0.0011997-0.0025767i,-0.0016723-0.0014712i,-0.0012766-0.0010375i,-0.0010462+9.8711e-05i,-0.00088136+0.0007969i,0.00023031+6.3685e-05i,0.00061481-0.0001747i,0.00026185-0.0002195i,0.00036916-5.2852e-05i,0.00076776+0.00036153i,0.00041767+0.0011894i,0.0003322+0.0011175i,0.00054355+0.00094055i,0.00056727+0.00046047i,0.00025987-0.00042833i,0.00052014-0.00056316i,0.00052881-0.00029926i,2.5197e-05+4.9032e-05i,-0.00017808+0.00037486i,-0.00032629+0.00056521i,-0.00069529+0.00024435i
0.0018772-0.00072153i,9.8966e-05-0.0021531i,-0.00060769-0.0027141i,-0.00033029-0.0032189i,-0.00036844-0.0037994i,-0.00084562-0.0023946i,-0.000839-0.0002943i,-0.00022732+0.00073073i,0.00026976+0.00073507i,0.00036181+0.00057938i,-5.2307e-05+0.00085921i,-0.00064664+0.00077218i,0.00015826-9.2357e-05i,0.0010741-0.00019271i,0.0010844+6.1957e-05i,0.00054629-0.0002593i,0.00018286+0.00020539i,0.00028397+0.00035838i,0.00070768-0.00047176i,0.00051114-0.00047015i,-9.0123e-05-0.00065227i,-0.00023885-0.00055318i,-9.8733e-05-0.00022794i
0.0011763+0.00091974i,0.00047096+0.00065501i,-0.00016474+4.048e-05i,7.0151e-05-0.0013215i,-6.4813e-05-0.002745i,-0.00034775-0.003005i,-0.0005869-0.0017644i,-0.0010457+3.364e-05i,-0.0002844+0.00098197i,0.00014895+0.00096732i,-0.00079237+0.00018148i,-0.00099568-0.00090141i,-0.00073394-0.00098801i,-0.00047423-0.00069597i,-3.105e-05+8.9333e-05i,0.00071658+0.00051066i,0.0005928-3.7843e-05i,0.00049078-6.9252e-05i,0.00012489+0.00013684i,-0.00064845+0.00044614i,-0.00055921+0.0013278i,0.00023045+0.0014137i,0.00064815+0.00077241i
0.00039436+0.00086379i,-0.00085787+0.0021749i,-0.00034951+0.0015861i,0.00073219+0.00061121i,0.00082132+0.00050652i,0.00041387+0.00039116i,9.7982e-05+5.53e-05i,-7.1519e-05+0.00033479i,0.00040545+0.00068819i,9.7156e-05+0.00063074i,7.8726e-05+0.00042307i,0.00054008+1.4986e-05i,0.00021434+0.00024802i,0.00017568+0.00063638i,0.00038296+0.00021853i,8.1932e-05+0.00024583i,0.00020626+0.00071106i,0.00056561+0.00087323i,0.00069057+0.00025812i,0.00036729+0.00027276i,-0.00022882+0.00069365i,-0.00049348-0.00028656i,-0.00030258-0.00098091i
0.00080584-0.00060102i,2.4026e-05+1.6626e-05i,0.000198+0.00076346i,-0.00011003+0.00055372i,9.1802e-05-0.00081063i,0.00042408-0.0011907i,-1.6537e-05+0.00026082i,-0.00071921+0.00095938i,-0.00044342+0.0002093i,-0.00014063-5.8072e-05i,0.00012427+0.00036983i,0.00035102+0.00068072i,-6.0089e-05+0.00052249i,-8.4369e-05-0.00013323i,-0.0003712-0.00014954i,-2.5502e-05+3.9629e-05i,0.00083676+0.00015759i,0.0004185-0.00017759i,6.2833e-05+0.0001978i,0.00018139+0.00057034i,2.9576e-05+9.1215e-05i,0.00018756+0.00034556i,-0.00018361+0.00074497i
0.00041755+0.0016476i,0.0014871+0.0021938i,0.0021498+0.0023294i,0.0012565+0.00079572i,0.00050176-0.0019325i,0.00089246-0.0021613i,0.00097193-0.00084378i,-9.6136e-05-0.00018607i,-0.00025073+0.00073015i,0.00041956+0.00029317i,0.00054174+7.4643e-05i,0.00012241+0.00015011i,-8.3099e-05+0.00015181i,-0.00013894+0.00089351i,-0.00047417+0.00071789i,-0.0004184-6.3786e-05i,-0.00034609-0.00047531i,0.00033971-0.00046721i,0.00098097+0.00021748i,0.00070521+0.00053169i,0.00081304-0.00027599i,0.00080215-0.00033623i,0.00069765+0.00040999i
-0.00065998+0.00048703i,-0.0011556+0.00057689i,-0.0012063+0.00059608i,0.00022902+0.00050187i,0.0014433-0.00032903i,0.0012536-0.00061764i,5.5221e-05-0.0001312i,-0.00012174-5.8871e-05i,-0.0003549+0.00012972i,-0.00010728+0.00068974i,-8.7692e-05+0.00027015i,-0.00050416-0.00089468i,-0.00020119-0.001129i,-0.00013811-0.00033667i,0.0002291+0.00014628i,0.00047492+0.00029647i,0.00044039+0.00018713i,0.00045212-2.9777e-05i,0.00067717-0.00037869i,0.00061602-4.6252e-05i,6.4002e-05+0.00026232i,-3.4379e-05+0.00033972i,0.00045888+0.00052415i
0.00025104-0.0020837i,-6.5356e-05-0.00049858i,-0.00099225+2.5739e-05i,-0.0012039-0.00057683i,-0.00034088-0.00066964i,-0.00021291+0.00015482i,-0.00051997+0.00037254i,-0.00022992-0.00024822i,0.00040488-0.00074529i,0.00011585-0.00062851i,-0.00042464+0.0007796i,-0.00039614+0.0017464i,-0.00022898+0.0013733i,-0.00010171+0.001037i,0.00054766+0.0010072i,0.0010922+0.00089016i,0.00039213+0.00081291i,-0.00058557+0.00054426i,-0.00070143-0.00031659i,-0.00049862-0.00035306i,0.00019719+0.00070314i,0.00068302+0.00061516i,0.0004301+0.00017868i
0.0017625-0.00091696i,0.00055982-0.0011338i,0.00020928-0.0015126i,0.00075296-0.0011545i,-0.00011981-5.7845e-05i,-0.00089374+0.00037572i,-0.00055804+0.00023356i,0.00022056+0.00046861i,0.00041098+0.00061578i,-0.00028746+0.00030247i,-0.0010425+0.00022143i,-0.00064417+0.00033421i,0.00024332-2.2476e-05i,0.00067125-0.00038436i,0.00072354-0.000567i,0.00091203-0.00082868i,0.0013011-0.0005852i,0.0009399-0.00033417i,0.00080726+0.00039726i,0.00042175+0.00071197i,0.00023725-9.7973e-05i,0.00014699-0.00083944i,-0.00015271-0.00043449i
-0.00077895+0.0011094i,0.00030129+0.0011251i,0.00063405+0.0011346i,0.0007871+0.00053701i,0.00099256-5.6428e-05i,0.0012488-0.00085499i,0.0010999-0.0013208i,0.00016385-0.00073936i,2.4034e-05-0.00017086i,0.00047135+7.3951e-06i,0.00020565+0.00031724i,0.00034166+8.9116e-05i,0.00043426+1.8059e-05i,-0.00022533+0.00024103i,-0.0011885-0.00013227i,-0.0010353+0.00017318i,-0.00022724+0.00095251i,-0.00014732+0.00034381i,0.00059956-0.00039311i,0.00077465-0.00014308i,0.00045044+0.00020105i,0.00062743+0.0004673i,0.00028172+0.00016268i
-0.00094271+0.0013805i,-0.00048524+0.0010775i,-0.00038403+0.0012274i,0.00015232+0.0010922i,0.0010951+0.00038884i,0.0015588-0.00016989i,0.00113-0.00035862i,0.00030628+0.00036042i,-0.00042003+0.00087038i,-0.00089062+0.00034646i,-0.0012025-2.3898e-05i,-0.00072688-0.00023261i,-0.00016628-4.1264e-05i,-0.00027963-3.4254e-05i,-0.00072137+0.00015418i,-0.00093786+0.00081099i,-0.00069385+0.00071446i,-0.00015671-0.00018935i,0.0001941-0.00055712i,0.00017439+0.00014912i,-5.0057e-05+1.9816e-05i,-0.00066483-7.684e-05i,-0.0008274+4.9833e-05i
-0.00079335-0.00060421i,-0.00087979+0.00036527i,-0.00058834+0.0020694i,0.00031965+0.0015188i,0.0016674+0.00020509i,0.0013593-2.8032e-05i,-1.3804e-05+0.00023778i,-0.00014509+0.00040181i,0.00055074+0.00034966i,0.00023113+0.00038278i,-0.00033531+0.00013527i,-6.7773e-05-0.00017838i,0.00057188-0.00025409i,0.00010795+2.2966e-05i,-0.00071787-0.00048166i,-0.00063666-7.8499e-05i,-0.00061814+0.0007549i,-0.00049352+0.00026187i,-0.0004342+0.00010188i,-0.00066626-4.3183e-05i,-0.00067805-8.6412e-05i,-0.00022939-0.00035399i,0.00046068-0.00088851i
-0.001194-0.0006198i,-0.0020016-0.00022956i,-0.0025773+0.00013964i,-0.0024365+0.00028554i,-0.0012806+0.00039352i,-0.00096434+0.00070795i,-0.00090278+0.00026978i,-0.00022592-0.00047918i,0.00018079+0.00016464i,0.00064703+0.00029534i,0.00096169-0.001093i,0.00076216-0.0014236i,0.00033971-0.00061655i,3.9107e-05-8.7037e-05i,0.00020199+0.00012486i,0.00017242+0.00026073i,-0.00013265+0.00041905i,-0.00016376-0.00014695i,0.00013926-0.00027751i,-3.4946e-05+6.2418e-05i,0.00044208+0.00038663i,0.00021097+0.00075278i,-0.00058111+0.00051756i
-0.0009512-0.0009287i,-0.0012669-0.00016881i,-0.0013489+0.00083542i,-0.00044418+0.00045831i,0.00089789-0.00025184i,0.0010093-0.0014353i,0.00021323-0.0013777i,-0.00032929-0.00020522i,-0.00024385-0.00015685i,-6.9292e-05+0.0002124i,-1.6969e-05+0.00085824i,0.00041551+0.00041505i,0.00076157+0.00041858i,0.00019058+0.00045227i,-0.00048021-0.00035417i,-8.914e-05-0.00055882i,0.00068914+0.00013606i,0.0010499+8.65e-05i,0.00048438-0.0003313i,-9.1802e-05-0.00010261i,-0.00014158+0.00060772i,-0.00048016+0.00061198i,-0.00053006+0.00022287i
-0.00057712-0.00017836i,-0.00067166+0.00069972i,-0.00064195+0.001848i,9.2137e-05+0.0020863i,0.00095954+0.0014211i,0.001126+0.00047169i,0.00084839-0.00040805i,0.0010625-0.00048626i,0.00025402-0.0002558i,-0.00079025-0.00035355i,-0.0002347-4.1273e-05i,0.00075368+0.00016837i,0.00066483-0.00047044i,-0.00013028-0.00068887i,0.00037919+7.6989e-05i,0.00030174+0.00025068i,-0.00056698+0.00019429i,-0.00060632-0.00010177i,0.0001577-0.00085008i,0.00080037-0.00023447i,0.00052068+0.0004005i,-0.00022986+0.00056595i,-0.00079279+0.001068i
-0.0011262+0.00069949i,-0.0021507+0.0008796i,-0.0012434+0.0011066i,1.264e-05-0.00012581i,0.00063594-0.0015951i,0.00072008-0.00097649i,-0.00024015+0.00036567i,-0.00064169+0.00053941i,-0.00057705+0.00020993i,-0.00039464+9.8738e-05i,-0.00045296-0.00045645i,-0.00037793-1.8028e-05i,-0.00049169+0.00056171i,-0.00083786+0.00055732i,-0.00027518+0.00084824i,0.00037184+0.00062486i,0.00051086+0.00062105i,0.00077407+0.00074369i,0.00077623+0.00013562i,0.00019423-0.00021547i,0.00026948+0.00026374i,0.00015458+0.00075438i,-0.00066947+0.00070706i
0.00042517-0.0028533i,-0.0019808-0.0024498i,-0.0026523-0.0018531i,-0.0029405-0.001576i,-0.0021357-0.0023649i,-0.0011285-0.0013268i,-0.00029455+0.0002838i,0.00017699+0.00069965i,0.00017487+0.00061577i,0.00013992+0.00047025i,0.00024578+0.00034217i,0.00053433+0.0003798i,0.00031981+0.0005957i,0.00011836+0.00044039i,0.00052529-0.00056572i,0.00025063-0.00026251i,8.9344e-05-1.9078e-07i,0.00067736-0.00039239i,0.0006278-0.000128i,2.6625e-05-0.00011314i,-0.00052516-0.00027781i,-0.00022134+0.00066758i,3.4271e-05+0.00071755i
-0.00089163-0.0006098i,-0.0010794-0.00010229i,-0.001044+0.00038147i,-0.0011464+0.0011488i,-0.00036633+0.00067724i,0.00021408-0.00017666i,-0.00054732-0.00050746i,-0.00082035-0.00072758i,-0.00032315-0.00075138i,-0.00025334-0.00039479i,4.7741e-05-0.00024046i,0.0003955-0.00016802i,-5.6002e-05-2.8209e-05i,-0.00014151+0.00026285i,-0.00016895+0.0004761i,-0.00056044-0.00019241i,0.00012478+8.6759e-05i,0.00030234+0.0010179i,-0.00012534+0.00036101i,0.00036966-0.00056905i,0.00071732-0.00048027i,-0.00028566+2.5784e-05i,-0.0006858-6.583e-05i
0.00021983+0.00069646i,-0.00014773+0.0013593i,-0.00057988+0.0010124i,-0.00044086-5.635e-05i,0.00037993-0.00052249i,0.00069094-0.00071561i,-1.7455e-05-0.00069488i,-0.0010336+0.00019136i,-0.00073126+0.00076167i,0.00010412+0.00046922i,0.00078656+0.00033835i,0.00091543+0.00083046i,0.00036932+0.00092168i,-0.00032428+0.0004247i,-0.00083694+0.00019021i,-0.0009473-9.4234e-05i,-0.00068157+5.688e-05i,-0.00014714+0.00041605i,0.00038346+0.00039344i,0.00031253+0.000387i,0.00026218+0.00070295i,5.4109e-05+0.00061465i,0.00023904+5.0088e-05i
-0.0023289-0.0016171i,-0.0029241-0.0009467i,-0.003343+0.00075529i,-0.0019878+0.0022365i,-0.00027076+0.0023229i,5.5373e-05+0.0011939i,0.00053676-0.00016642i,0.00052242-0.001052i,-0.0011212-0.0010836i,-0.0017899-0.00045509i,-0.00083607+0.00048486i,-7.3521e-05+0.00079398i,0.00044448+0.00079894i,0.00070605+0.00036615i,0.00061875-0.00055258i,0.00026694-0.00097007i,-0.00023051-0.0009295i,3.3819e-05-0.00034186i,0.00048747+0.00023948i,0.00065261+0.00020101i,0.00055721-0.00027728i,0.00024275-0.0002614i,-0.00038941+0.00024188i
-0.00076377-0.00025779i,-0.0018105-0.00055724i,-0.001408-0.0010385i,-0.00066162-0.00033022i,-0.0010129-0.00010249i,-0.001185-0.00012141i,-0.00090754+0.00024075i,-0.00065362+0.00060765i,-0.00040007+0.00036358i,-2.7343e-05-0.00020231i,0.00012444-9.4826e-05i,-0.0012053-0.00025368i,-0.001068-0.00069563i,8.6586e-05-0.00039217i,-0.00038545-0.00016408i,-0.0012262+0.00030566i,-0.0009061+0.00062359i,-0.0001261+0.00087812i,5.2703e-05+8.3629e-05i,0.00017063-0.0011538i,0.00053122-0.00051841i,0.000368-0.00053658i,0.00045061-0.00066432i
-0.0018666+0.00095796i,-0.0019313+0.0013902i,-0.0010473+0.002086i,0.00017352+0.0013844i,0.0008405+0.00039259i,0.00088829-0.00016704i,0.00035426-0.00031728i,0.00017073-0.00024101i,4.1901e-05-0.00028417i,9.052e-05-0.0006977i,0.00012423-0.00094056i,-1.7259e-06-0.0010207i,-0.00018862-0.00076i,4.9671e-05+0.00032379i,0.00046933+0.00042902i,-0.00034742+0.00017098i,-0.0006814+0.00053049i,0.00022112+0.00046656i,2.0707e-05+0.00028437i,-0.00066055+0.00016293i,-0.00022829-0.00032103i,6.4048e-05-0.00084741i,-0.00018111-0.00057166i
-0.0018204+0.00023516i,-0.0011314+0.00089547i,0.00070119+0.00069966i,0.0015575+0.00020222i,0.0012804-0.00040659i,0.00011723-0.00088085i,-0.0012246-0.00049367i,-0.0014402+0.00036321i,-0.00071678+0.00091253i,0.00010002+0.00020697i,-0.00012526-0.00058233i,-0.00053831-5.2371e-05i,-0.00079256+0.00044661i,-0.0010026+0.00064785i,-0.00085984+0.00022036i,-0.00042628-0.00050164i,0.00036428-0.00070045i,0.0013101-0.00088421i,0.0010888-0.00067438i,0.00066028-0.00025169i,0.00052515+0.0002739i,0.00015582+0.0007262i,-8.6355e-05-0.00010527i
0.0032582-0.0013388i,0.0023558-0.001333i,0.001504-0.0022867i,0.00027973-0.0035338i,-0.00037508-0.0039541i,-0.001094-0.0022706i,-0.0014735+0.00031519i,-0.00094565+0.0013848i,-0.00056101+0.00082025i,-0.0004646-0.00037756i,-0.00021443-0.00062913i,-0.00034137+0.00061777i,-0.00056328+0.0013937i,0.00021901+0.00074538i,0.00078564+0.00022383i,0.0010085+0.0004186i,0.00076521+0.00053004i,0.00063166+6.2071e-05i,0.001028-5.134e-05i,0.00012397-0.00049745i,-0.00025841-0.00044025i,-0.00010418-8.247e-05i,6.7737e-05-0.00017081i
-0.00039951+0.00051465i,-0.00030462+0.0016889i,-0.00036565+0.0025438i,0.00062963+0.0011552i,0.00062547-0.0012359i,-2.0754e-05-0.0018074i,-9.8165e-05-0.0011904i,0.00044821-0.00043433i,0.00064784-5.0126e-05i,-0.0002797+1.117e-05i,-0.00041198-8.1506e-05i,0.00050002-0.00023228i,0.0012136-0.00034761i,0.00091237-0.00069228i,0.00024927-0.00044943i,-0.00029285-0.00032763i,-0.00056105-0.00052269i,-0.0003316-0.00056996i,0.0001015-0.00078774i,9.0235e-05-0.00045241i,0.00033741-8.5987e-05i,8.5124e-06+0.00015218i,-0.0010745+8.7169e-05i
0.00085361-0.00078427i,0.00092596-0.0014754i,0.0011884-0.0015184i,0.000892-0.0018277i,0.00039273-0.0025435i,-0.00064645-0.0021655i,-0.00091771-0.00057077i,-0.00021999+0.0012062i,-3.3262e-05+0.00089369i,-0.00018257-0.00017715i,-0.00042539-0.00045414i,-0.00044418-0.00036865i,-0.0010247+0.00015229i,-0.0010642+0.00029705i,-0.00072451-0.0005089i,-0.00069143-0.00082113i,0.0003632-0.00042088i,0.00065211-3.6317e-05i,0.00014334+0.00010902i,-5.8329e-05+8.0643e-06i,-0.00046163+9.1566e-05i,-0.00049985-6.0301e-06i,0.00019636-0.00016033i
0.00092665-0.00080242i,0.00041243-0.0010752i,0.0003492-8.7611e-05i,0.00036844-3.6115e-06i,0.0007762-0.0011624i,5.0829e-05-0.0012936i,-0.00048412-0.00068197i,-0.00016112+7.8951e-05i,0.0002153+0.00037768i,0.00045779+5.044e-05i,0.0001365+9.678e-05i,-0.00028036+0.00046226i,-0.00061143+0.00029267i,-0.00046711+0.00061344i,0.00062957+0.00094109i,0.00052281+0.00075911i,-0.00016824+0.00023736i,0.00017615+0.00051077i,0.00099863+0.0006694i,0.0012915+9.8202e-05i,0.0009882+0.00019303i,0.0011857+0.00092117i,0.00099999+0.0014256i
-0.00011102+0.0010423i,0.00057258+0.00025993i,0.0018253+0.0011588i,0.0020903+0.0011103i,0.0018428-0.0012347i,0.00080786-0.0011969i,-0.00088084-0.00011855i,-0.00188-6.4976e-05i,-0.0013631-0.00020566i,-0.00049972-5.1866e-05i,-0.000326+0.00025637i,-0.00052036+0.00024583i,-0.00066243+0.00056461i,-0.00064429+0.0008239i,-0.00082626+0.00054036i,-0.00083637+5.4215e-05i,-0.00038913+2.5919e-05i,-0.00010651+0.00030762i,-0.00013802+0.00020076i,-0.00071065-7.5801e-05i,-0.00089268-0.0008644i,-0.00029958-0.0013134i,0.00021378-0.0011029i
-0.00016758+0.00078579i,-8.233e-05+0.00087431i,-0.0003801+0.00041363i,-0.00028976-0.00029459i,0.00092743-0.00097154i,0.001189-0.0010689i,0.00025428-0.00058356i,-0.00071636+2.5229e-05i,-0.00090166+0.00020024i,-0.00057936+5.4482e-05i,-0.00027912-0.00024728i,0.00017324+0.0001078i,-5.1841e-05+3.4002e-05i,-0.00051419+9.5625e-05i,-0.00069492+0.00030254i,-0.00034138-0.00018273i,0.00069024-0.00032544i,0.00027655-0.000163i,-0.00047507-0.00048383i,-4.549e-05-0.0003516i,0.00071944-0.00027345i,0.00072865-0.00025157i,0.00030772-9.9791e-05i
0.0010749+0.0013885i,0.00081127+0.001877i,0.00067363+0.0018271i,-0.00027099+0.0017077i,-0.0011442+0.00065888i,-0.0010448-6.596e-05i,-0.00087162+5.4611e-05i,-0.00021208+0.00042439i,-0.00010813+0.00020245i,-0.00022556-8.3047e-05i,1.7757e-05+7.9967e-05i,-0.00023454+9.7238e-05i,-2.3896e-05-0.00094475i,0.00019082-0.0010108i,0.00013781-0.00040625i,0.00022664-0.00012955i,-0.00016898-0.000659i,0.00067237-0.00067807i,0.00075678+0.00019092i,-0.0003992+0.00048646i,-0.00017786+0.00029844i,-0.00048516-0.00023182i,-0.00042221-0.00072092i
-0.00073323-0.00055269i,-0.00095345-0.00057206i,-0.0011905-0.00077523i,-0.00054003-7.7178e-05i,0.00022686+0.00053155i,-0.00052087+0.00051169i,-0.00032434+0.00038979i,0.00021552-0.00010675i,-5.3063e-06-0.00016224i,0.00024373-0.00045467i,0.00079413-0.00069133i,0.0004659-0.00033116i,0.00021879+0.00020945i,8.1655e-05+0.0007099i,-0.00084815+9.7247e-05i,-0.00086566-0.00068536i,-0.00098061-0.00032706i,-0.00044966-0.00029276i,0.00014038-0.00039957i,-0.00061529-0.00030343i,-0.0005636-0.00031131i,9.5252e-06+6.944e-05i,1.337e-05+0.00039039i
-0.001041-0.00088611i,-0.0012954+0.0001844i,-0.0025133+0.00040695i,-0.0022483+0.00062459i,-0.00058268+0.0011156i,0.00091579+0.00070503i,0.0010675-0.00012013i,0.00012148-0.0001632i,-0.00057748+0.00061586i,-0.00051129+0.00066454i,0.00041429+0.00035824i,0.0014132+4.9621e-05i,0.0014434-0.00086597i,0.0013529-0.0010272i,0.00051145-0.0011867i,-0.00029698-0.00098957i,-0.00022641-0.00028243i,0.00022118+0.00066043i,4.5096e-05+0.00093826i,-0.00048016+0.00054586i,-0.00033007+0.00036794i,-6.6225e-05-8.3653e-05i,0.00010105-0.00081275i
-0.0015812-3.1239e-05i,-0.0014952+0.00083489i,-0.00085848+0.0017779i,-0.00042868+0.0012315i,-0.00018396+0.00046904i,0.00037395+0.00059991i,0.00012922-0.00016798i,-0.00040276-0.00031124i,0.00014051+0.00075179i,0.00028089+0.00062305i,-5.3732e-06-0.00040926i,6.0632e-05-0.00049203i,-2.7091e-05-0.00023026i,-0.00026713-0.00076981i,0.00056813-0.00091365i,0.00069393-0.0003236i,0.00034194-3.127e-05i,0.00051826+0.00047618i,0.00078231+0.00069905i,1.6783e-05+3.1502e-05i,-0.00068624+0.00031335i,-2.3142e-05+0.00079947i,-2.1713e-05+0.00030239i
-0.001234+0.00026865i,-0.00092993+0.0011448i,-0.00040319+0.0018322i,-0.0002586+0.0023679i,0.00051386+0.0014694i,0.00092298+0.00014457i,7.7648e-05-0.00012275i,0.00033036+8.1774e-05i,0.00091578+0.00015444i,0.00064375+0.00014265i,-0.00019697+0.00025741i,-0.00069407+0.00012466i,-0.00091411-9.895e-05i,-0.00052768-0.00065231i,0.00019934-0.00079321i,0.00061242-0.00036928i,0.0012227-0.00016854i,0.00084307-0.0004351i,0.00054815-0.00078046i,0.00045835-3.2201e-05i,-0.00018474-0.00011663i,-9.6583e-05-0.00039907i,0.00030248-0.00039389i
-0.0020087+0.00055559i,-0.0015112+0.0011423i,0.00048386+0.0015176i,0.0028603+0.0016197i,0.0024831+0.001816i,0.0015411+0.0010461i,0.0007155-0.0001105i,5.8814e-05-0.00049886i,-2.15e-05-0.00038747i,4.7626e-05+5.2276e-05i,0.00034318-0.00056823i,-2.3808e-05-0.00082313i,-0.00094617-0.00026775i,-0.00046817+0.0005356i,0.00035449+0.0012434i,-0.00033052+0.00073293i,-0.001039-0.00011536i,-0.000823-0.00046132i,-0.0004589-0.00041509i,-0.00021297+0.0003189i,3.1833e-05+0.00049781i,0.00041628+0.00043802i,0.00028021+0.00075485i
-0.00072879+0.00058466i,-0.00042983+0.00057377i,0.00043471+0.0007392i,0.00091812+0.00094536i,0.0018557+0.00064109i,0.001871-0.00049028i,0.00078757-0.00035552i,-0.0002399+0.00015095i,-0.00011261+0.00014382i,0.00056754+0.00081442i,-4.9798e-05+0.0012398i,-0.00010804+0.00059274i,-2.0973e-05-0.00011513i,-0.00034705-0.00046017i,-0.00020382-0.00019298i,-0.00014237+0.00063184i,0.00044537+0.00045415i,6.6409e-05-0.00010291i,-0.00098531-0.0005979i,-0.00038469-0.00070906i,8.5026e-05-0.00044141i,-0.00013398-7.2528e-07i,-0.00020738+0.00031259i
