-0.0012318+0.00072036i,5.0234e-06+0.00039177i,0.00090215-0.00067652i,0.00066821-0.00076205i,-0.0011318+0.0004384i,-0.0023509+0.00074848i,-0.0017889+0.00072453i,-0.00068431+0.00075076i,0.00014325+0.00083423i,0.00069329+0.00049206i,0.00091413+0.00064128i,0.00043721+0.00066899i,-0.00030154-0.00010076i,-0.0004577-0.00050036i,-0.00083501-0.00054404i,-0.00069865-0.00035809i,0.00027866+0.00048925i,0.00021869+0.00088462i,-0.00023208+8.3853e-05i,-0.00032456-0.00090333i,0.00020939-0.0011531i,-5.9905e-05-0.00096328i,-0.00042066-0.0011286i
-0.00055918+2.7922e-05i,0.00061903-0.00043732i,0.0025988-0.00050491i,0.0023919+0.00012503i,0.0013455+0.0005247i,0.00024971+0.00011389i,-0.00069979-0.00011897i,-0.0013088+0.00030834i,-0.0015939+0.00067689i,-0.00080951+0.00036262i,-0.00016415+0.00012984i,0.00011409-0.0002619i,-0.00013476-0.0010513i,-0.00054511-0.0015332i,-0.00044809-0.0010796i,-0.00013775-0.00078603i,2.6029e-06-0.00095604i,-2.1649e-05-0.00091942i,0.00016662-0.0003635i,0.00023491+0.00030811i,-0.00022358+0.00072743i,0.00012082+0.0005534i,0.00095892-0.00030744i
-0.0010757-0.0025504i,-0.0015385-0.0012153i,-0.0033617+0.00048787i,-0.0037228+0.0011842i,-0.0029737+0.00072784i,-0.002443+0.00017218i,-0.0010725-0.0004307i,8.4387e-05-0.00052517i,-0.0004034+3.6779e-05i,-3.4067e-05+0.00092199i,0.00088472+0.00082137i,0.00086755+0.00071814i,0.00099465+0.00035413i,0.00063953-0.0010414i,8.4965e-05-0.001243i,0.0004983-0.00055861i,0.00034638-0.00030615i,-0.00028664-0.00041249i,-0.00025029-0.00041571i,-0.00033977+0.00011023i,-0.00043804+0.00035827i,3.795e-05+0.00015679i,0.00017473+0.00059788i
0.00033124-0.00070774i,0.0003071-0.0013722i,-0.00050223-0.0025644i,-0.0018936-0.00086036i,-0.0017389+0.0013316i,-0.00043221+0.0019222i,-1.438e-05+0.0012656i,-0.00017925+0.0004359i,-0.00011844+0.0004022i,-0.00023683+0.00112i,-0.0011644+0.0013235i,-0.00068131+0.00059265i,0.00057997+6.8617e-05i,0.00033918+0.00031929i,0.00031124+0.00071679i,-0.0002797+0.00063868i,-0.0010264-1.155e-05i,-0.00073447+0.00040881i,1.4406e-05+0.00056121i,0.00010399+0.00030058i,-0.00016135+0.00016669i,-0.0003671+4.2985e-05i,-0.00044819+7.197e-05i
-0.00035245-0.00022324i,-0.0010417+0.0007981i,-0.00080838+0.0016708i,-0.00049645+0.0015814i,-0.0014228+0.0003314i,-0.0014643-0.00041281i,-0.00084749-0.0003101i,-0.00050929+5.5621e-05i,-0.00011637+0.00026058i,0.00056029+0.00074174i,0.0001483+0.000836i,-0.0006886+0.00044761i,-0.0012802+0.0001218i,-0.0013714-7.2337e-05i,-0.0004398-0.00064239i,0.0001592-0.0012792i,0.00020928-0.0013308i,-0.0001313-0.00087338i,-0.00029398-0.00045374i,0.00023165-0.00013442i,0.00047456-0.00028336i,0.00063696-0.00059752i,0.0003368+8.2401e-06i
0.0005673-0.0010173i,3.6165e-05-0.001544i,-0.0016661-0.0023047i,-0.0016076-0.0012405i,-0.0003404+0.00095506i,0.00051174+0.001491i,-5.3505e-05+0.0010858i,-0.00090958+0.00071293i,-0.0006428+0.00032691i,-8.2282e-05+0.0004457i,-3.8653e-05+0.00010188i,-0.00026403-0.0010794i,7.9321e-05-0.0012375i,3.792e-05-0.00028038i,-0.00059867+0.00034075i,-0.0011274-0.00019209i,-0.00086486-0.00077037i,-0.00039764-0.00033006i,-0.00045308-5.225e-05i,-4.3902e-05+5.9372e-05i,-6.8669e-05+0.00046111i,0.00015274+0.00031914i,-3.4083e-05+9.5826e-05i
2.6678e-05+0.0028505i,0.0011399+0.0026185i,0.0028057+0.0029225i,0.0031136+0.002161i,0.0018085-0.00011567i,0.00040136-0.0012049i,-6.5653e-05-0.00071862i,0.00061048+0.00025393i,0.00069091+0.00088738i,0.00038155+0.00089963i,0.00050927+0.0006159i,0.0001646+0.00082346i,-0.001099+0.0010885i,-0.0012328+0.00054357i,-0.00053631-0.00017593i,-0.00047976-0.00055496i,-0.00015338-0.00029441i,0.00016415+0.0004098i,0.00024007+0.00072921i,-0.00032048+0.00036887i,-0.00057633+0.00016516i,-6.6186e-05+0.00014896i,0.00018176+0.0003374i
0.00030258+0.00047717i,-0.00086861+0.00052916i,-0.0014568+0.00064234i,-0.0008735+0.00062157i,-0.00067561+0.0012588i,-0.00085228+0.00075459i,-0.0013348+0.0006812i,-0.0018312+0.0010737i,-0.0011126+0.0010534i,-0.00041364+0.0010747i,0.0002064+0.00060188i,0.00015174-0.00044264i,0.00029122-0.00078307i,0.00057549-0.00043646i,-0.00011593-0.00035977i,-0.00079034-0.00018035i,-0.00076769-0.00057132i,-0.00052972-0.00059837i,-0.00035182+0.00023492i,-0.00015855+0.00033545i,-7.232e-05-0.00024063i,-0.0001105-0.00056002i,4.3539e-05-0.00016782i
0.0010279+0.00075281i,0.0025086+0.00056591i,0.003197+0.00059378i,0.002219+6.4055e-05i,0.001236-0.0006567i,0.0003368-0.00045844i,-0.0006794+0.00051538i,-0.00072611+0.00090022i,-0.00022369+0.00095647i,0.00034183+0.00050182i,0.00044999-9.8592e-05i,0.00064076-0.00036483i,0.00056591-0.00022373i,-0.0005139-0.00044237i,-0.00072317-0.00084959i,-0.00025548-0.00075844i,-0.00019809-0.00088589i,-0.00084514-0.00032159i,-0.0012455-0.00063159i,-0.0011111-0.00096684i,-0.00091921-0.0010284i,-0.00029156-0.00058968i,-1.6844e-05+4.4514e-05i
-0.00020378+0.00048929i,-0.00097409+0.0004881i,-0.0016219+0.00015381i,-0.00070509-0.00041064i,1.0653e-05-1.5776e-05i,-0.00049215+0.00020378i,0.00010743+0.000856i,-5.3213e-05+0.0021016i,0.00014449+0.0020228i,0.00077437+0.00092139i,-0.00010939+0.0006209i,-0.00067197+0.00051446i,-0.00019452-5.832e-05i,0.00068276+0.00025228i,0.00079886+0.00041206i,0.0002685+0.00014004i,-0.00026708+0.00014981i,-0.00090634-2.6048e-05i,-0.00098237-0.0004631i,-0.00025467-0.00049288i,0.00061632+0.00031349i,0.0014659+0.0010797i,0.00085553+0.00070322i
0.0013481-0.00015492i,0.0012935-0.00075522i,0.00099134+9.2674e-06i,0.0014311+0.00016969i,0.0012615-0.0010066i,-0.0003022-0.0015352i,-0.0013518-0.0010194i,-0.00088996+0.00013739i,-0.00030483+0.0011194i,-0.00045939+0.00086405i,-0.00020989+9.9504e-06i,-0.00048062-0.00058183i,-0.0011089-0.00041249i,-0.001281+3.5e-05i,-0.00067757-0.00014401i,0.00080328+0.00016487i,0.0012364+0.00054835i,0.00069208+0.00018574i,0.00032868-0.00025288i,-0.00040608-0.00085923i,-0.000648-0.00075843i,-8.26e-05-0.00040713i,-0.00010027-0.00035185i
0.00085184+0.00072475i,5.6964e-05+0.0011194i,-0.00059217+0.00095687i,-0.0011194+0.00065713i,-0.0012223+0.00083359i,-0.0010639+0.0016761i,-0.00095431+0.0018004i,-0.00038515+0.00080893i,0.00037328+0.00081849i,0.00035533+0.00052263i,-8.761e-05-0.0008266i,0.00022059-0.001249i,0.00083015-0.0003928i,0.00068748+0.00010616i,0.00039804+0.00013807i,-0.00010462-0.00010321i,-0.00074458+0.00031159i,-0.0011886+0.00078869i,-0.00034981+0.00013161i,0.00065347-0.00034307i,0.00050086-0.00035718i,-0.00013128-0.00069247i,-3.4643e-05-0.0007041i
0.00067066-0.00088539i,0.00080076-1.7013e-05i,0.00052169+0.00058691i,0.00044835+0.00089845i,-0.00025622+0.00058503i,-0.00038615-0.00029835i,-0.00029323+0.00012699i,4.8368e-05+0.00098607i,0.00080947+0.00078825i,0.00024589+0.00092746i,-9.9864e-05+0.0008416i,0.00093451-9.8731e-05i,0.00094562-0.00023795i,4.986e-05+2.0273e-05i,-0.00010726-0.00036763i,0.00017495-0.00041545i,0.00013356+3.1435e-05i,-0.00012605-4.3876e-05i,-0.00039947-0.0005007i,-3.8453e-05-0.00062836i,1.4268e-05-0.00022103i,-7.1202e-05+0.00012889i,-0.00055046+9.831e-05i
0.0013914-0.00064234i,0.0015566-0.001922i,0.0004638-0.0032062i,-0.00094942-0.0025655i,-0.0020495-0.0014395i,-0.0027143-0.0002332i,-0.0027074+0.00063975i,-0.0015852+0.00057764i,0.00012018+0.00018644i,0.00099702-0.00036606i,0.0011319-0.00043606i,0.00070217+0.00039479i,-0.00032205+3.4837e-05i,-0.00061879-0.00051491i,-0.00036583-0.00019608i,-0.00024178-0.00069948i,-0.0004735-0.0011085i,-0.00023842+0.00017258i,0.00050994+0.00035476i,0.00047765-0.0012032i,-0.00017698-0.0014i,-6.6947e-05-0.00020556i,0.00041119+1.2952e-05i
-0.0010548-0.00052278i,-1.1089e-05-0.00057398i,0.00069164+0.00029479i,-7.7648e-05+0.0013215i,-0.00024721+0.0019022i,-0.00044211+0.0014233i,-0.00052923+0.0011775i,-0.00055457+0.0013821i,-0.00012436+0.00078241i,0.00051257+0.00060333i,0.00045038+0.00040116i,0.00040232+5.7982e-05i,0.00077577+0.00036738i,0.0001609-7.6059e-05i,-8.1523e-05-0.00085871i,0.0003093-0.00055177i,-0.00030535-0.00013664i,-0.00027066+0.0003184i,0.00016181+0.000368i,6.8698e-05+0.00019946i,-0.00040683-0.00011244i,0.00016146+0.00010915i,0.00060472+0.00042761i
0.00058059-0.0021074i,0.00024151-0.0018345i,-0.00045607-0.0018421i,-0.0015774-0.0011761i,-0.002087+6.0527e-06i,-0.0023923+0.00020616i,-0.0014917-7.2529e-05i,-0.00037012+2.5944e-05i,-1.7855e-05+0.00077748i,0.00052835+0.00056596i,0.00088605-0.00057078i,0.00028881-0.00085446i,0.00024216-0.00077403i,0.0013726-0.00066688i,0.0016269+0.00051972i,0.00067697+0.0012873i,-0.00031945+0.0011712i,-0.0003747+0.0001318i,0.00034038-0.001016i,0.00049932-0.0014673i,0.00076169-0.0014185i,0.00067838-0.00079695i,0.00016797+9.0992e-05i
-0.0003002+0.00050535i,0.00094298-3.5244e-05i,0.0018524+0.0004334i,0.0011221+0.0019581i,9.5583e-05+0.0024354i,-0.00011273+0.0012336i,-0.00048936+0.00099478i,-0.00019962+0.001672i,0.0010936+0.0015442i,0.00123+0.00069265i,0.00062676+0.00041093i,-7.7876e-05+0.00055397i,-0.00028962+4.6513e-05i,-0.00059816-0.00061837i,-0.00017013-0.00057805i,0.00018728+0.00040089i,1.3545e-05+0.00066109i,-0.00018194+0.00036594i,0.00032029+5.6723e-05i,0.00018965-0.00027715i,-0.00076118+3.2183e-05i,-0.00089388+0.0001808i,-0.0010385+0.00031504i
0.0001216+0.00069702i,-0.00068299-0.00013071i,-0.0014055-0.0012298i,-0.0014538-0.0016463i,-0.0017927-0.0013705i,-0.0018212-0.00052586i,-0.00056627+0.00032583i,-0.00015635+0.00098973i,-0.00043907+0.0012442i,3.3084e-05+0.00044288i,-0.00050488-0.00016919i,-0.00092678+7.8174e-05i,-0.00028826+0.00021594i,-3.717e-05-0.000297i,-0.00088878-0.00065049i,-0.001361-0.001234i,-0.00035715-0.0015162i,0.00040119-0.00068845i,0.0001754-0.00019244i,-7.8273e-05+0.0003197i,-2.5583e-05+0.00026524i,0.00038825+0.00014971i,0.00083968+9.0064e-05i
0.0012324+0.00081463i,0.0016914+0.00093567i,0.0018175-0.00031422i,0.0015804-0.00089916i,0.0011484-0.00011507i,0.00053181+0.0010155i,-0.00012071+0.0015383i,-0.00035835+0.001984i,-0.0002824+0.0017353i,-7.8047e-05+0.00072793i,-0.0002406-4.0931e-05i,-0.0005714-0.0010211i,2.196e-05-0.0016077i,0.00074837-0.0010169i,0.00084329-0.00021705i,0.00031799+6.1596e-05i,-0.00066234+8.2807e-05i,-0.0011648+0.00015422i,-0.00019664+0.00044259i,0.00024176+0.00069982i,-0.00021669+0.00063378i,-0.00032366-9.2799e-05i,-6.1253e-05-0.00094266i
-0.0018272-0.00067128i,-0.0025567+1.983e-05i,-0.0030673+0.0002001i,-0.0030259+0.00049518i,-0.0029066+0.00089358i,-0.0015029+0.00047996i,0.00018303+0.00031426i,0.00044274+0.00050247i,-0.00039965+0.00035806i,-0.00042455+0.00023055i,0.00087266+0.00011845i,0.0016556+7.2374e-05i,0.00079652+0.00016427i,-0.00056882-0.00046677i,-0.00077578-0.00051918i,5.5223e-05-0.00085317i,0.00063433-0.00095331i,0.00017788-0.00094665i,0.00022784-0.0010143i,-3.0976e-05-0.00027534i,-0.00068161+0.00022527i,-0.00061006+0.00062185i,-0.00025149+0.0012046i
0.00077162+9.6083e-05i,0.00098592+0.00051283i,0.0011383+0.00020584i,0.00065278+0.00042055i,-0.00041588+0.00057061i,-0.0013094+0.00042183i,-0.0012808+0.00082537i,-0.0002518+0.00028994i,0.00031028-0.00022009i,6.0211e-05-0.00010471i,-0.0001918-0.00034381i,-3.9588e-05-6.9692e-05i,-0.00023629+0.00069659i,-0.00021263+0.00060816i,0.00012693-0.00045199i,-0.00028286-0.00047657i,-0.00072804-7.2911e-05i,-8.2462e-05-2.7622e-05i,0.00072839+0.00016804i,0.00070473-0.00015384i,-3.1884e-05-0.00023058i,-0.00052856+0.00020365i,-0.00047986+0.00064709i
0.0007127-0.00041667i,5.1045e-05+0.00091709i,-0.0016651+0.00048038i,-0.0022111-0.00057852i,-0.0016271-0.00057024i,-0.0016996-0.00051231i,-0.0012564+0.00079823i,-0.00061801+0.0015003i,-0.00037073+0.00070095i,-0.00043344+0.00033893i,-0.00021096+0.00016717i,0.00042228-0.0003081i,0.00035247-0.00043915i,0.00025967-0.00057446i,0.00033594-0.00016446i,0.00025021+0.00012622i,0.00032605-0.00026712i,0.00011756-0.00023829i,-0.0005527-0.00051831i,-0.00092819-0.00074587i,-0.00054183-0.00069297i,0.00011343-0.00061454i,0.0004871-0.00038667i
0.0013589+9.385e-05i,0.0004954-0.00026697i,0.00035158-0.00036981i,5.762e-05+0.00020043i,-0.00021688+0.00032285i,-0.00097791+0.00050723i,-0.0015608+0.0012173i,-0.00066553+0.0017057i,0.00024582+0.001988i,0.00076182+0.0017947i,0.0011577+0.00062076i,0.00038568-4.0869e-05i,-0.00045055-0.00030849i,-0.00014808-0.00061818i,-3.6539e-06-0.0010214i,0.00032246-0.0009735i,7.0841e-05-0.00052668i,-0.00061756-0.00070836i,-0.0009601-0.0010553i,-0.00067971-0.00068971i,1.6483e-05-0.00037094i,5.847e-05-0.00023027i,-8.1318e-05-7.3854e-05i
-0.0015039-0.00078526i,-0.00057308-8.6466e-05i,-0.00092286+0.00024214i,-0.0018444+0.00024272i,-0.0009984+0.00021382i,-0.00031995+5.6123e-05i,-0.00027476-0.00083308i,9.334e-05-0.00055994i,0.00068708+0.0011241i,0.00084194+0.0016696i,0.00078287+0.00018485i,0.00028698-0.001486i,-0.00037569-0.0011607i,-0.00056155-0.00023573i,0.00011163-0.0004244i,-2.7636e-06-0.00073469i,-0.0008059-0.00077704i,7.0676e-05-0.00085196i,0.0012322-0.00015185i,0.00078872+0.00043267i,8.8667e-05+3.4077e-05i,0.00029863+7.9095e-05i,0.00058564+0.00045496i
0.00038826+0.00025739i,-0.00015612+0.0012872i,-0.00037893+0.0020936i,-0.0011451+0.0021229i,-0.001764+0.0022722i,-0.0012162+0.0024088i,-0.00099496+0.0017763i,-0.0002559+0.00076689i,0.00084206+0.00031338i,0.00066454+0.00012726i,-0.00016598-0.00019969i,0.00019366-0.00026167i,0.0014493-0.00039208i,0.0013128-0.00050574i,0.00035911-0.00013729i,-7.1534e-05-0.00090914i,-9.52e-05-0.0015341i,-0.0005236-0.00052817i,-0.00065059+0.00063959i,-0.00014041+0.0010539i,-1.8431e-05+0.00072411i,0.00071082+1.7356e-05i,0.00063096-1.0255e-05i
0.0017211-0.00059432i,0.0013258-0.0014276i,0.001154-0.0020706i,0.00014666-0.0019264i,-0.00031829-0.0018087i,-0.00068354-0.00065462i,-0.00097145+0.00067189i,-0.0010679+0.00086716i,-0.00079929+0.00098915i,-0.00032022+0.00087212i,-0.00021945+0.00038019i,-0.00020107+8.3905e-05i,-0.00023686+0.00018281i,-8.7472e-05+0.00096963i,0.00045983+0.0014863i,0.00093681+0.0011521i,-6.4374e-05-0.00015842i,-0.00090571-0.0009128i,-0.00040432-0.00032739i,0.00038272-0.00022315i,-0.00012006-0.00028436i,-0.00070488+0.00028813i,-0.00036352+0.00089714i
0.00051546+0.00030062i,0.0010271+0.00024695i,0.00071257+0.0002268i,3.6888e-05-0.00033513i,-0.00089602-0.00069836i,-0.0017881-0.00015077i,-0.0013831+0.00017996i,-0.00051134+0.0010443i,2.8947e-06+0.0012509i,9.3244e-05+0.00079331i,0.00092213+0.00050864i,0.0010039-0.00045419i,0.00023336-0.00075052i,0.00015982-0.00027743i,0.00059118-0.0010707i,0.00096453-0.0016793i,0.00051436-0.0010534i,0.00059578-8.0903e-05i,0.0012541+0.00083741i,0.001076+0.00076104i,9.7077e-05+0.0009638i,-0.00079405+0.0007808i,-0.00072725+0.00023865i
0.0005031+0.00047257i,-0.00036644-0.00025171i,-0.00023676-0.00019122i,-0.00033304-0.00048107i,-0.00074966-0.00034622i,-0.00090002+0.00017209i,-0.00074641-9.0183e-05i,-0.00060536+0.00029235i,-0.00039596+0.00026294i,0.00015185+2.185e-05i,-2.4486e-06-0.00024223i,-0.00060745-0.00031539i,-0.00017022+0.0002208i,0.00066866+0.0004344i,0.00056769-0.00011265i,-0.00022981-0.00016383i,-0.00058594+2.6309e-05i,-0.00043874-0.0001469i,-6.1203e-05-0.0004091i,-9.9754e-05-0.00094393i,0.00047414-0.00092657i,0.00030576-0.00038247i,-0.00091844+0.00064268i
0.00042926+0.00075653i,0.00041336+0.0013545i,0.0010233+0.0017367i,0.0010264+0.0011879i,-0.00093912+0.0012099i,-0.0020049+0.0011188i,-0.0018803+0.00035375i,-0.0019174-4.6794e-05i,-0.00059151+0.00096262i,0.00056295+0.0014042i,8.8895e-05+0.0006496i,0.00018761-5.4164e-07i,-6.4992e-05-0.00017007i,-0.0013983-0.00019311i,-0.0015594-0.00044042i,-0.0012608-0.00044952i,-0.00050943+4.7776e-05i,9.2657e-05+0.00039813i,-0.00033105-0.00034863i,-0.00070365-0.00042776i,-0.0013348+9.4747e-05i,-0.0013967+4.3749e-05i,-0.00043617+0.00010273i
-0.00050481-0.00048775i,-0.00031835-0.00015154i,0.00019649+0.00064086i,0.00059709+0.00098446i,0.0010131+0.00072884i,0.00034601+0.0010566i,0.00045842+0.0010902i,0.0007418+0.00069949i,6.7994e-05+0.00078914i,-0.00015581+0.00081361i,-0.00030189+0.00074921i,-0.00016299+0.00059551i,0.00025611-0.00013354i,0.00069267-0.00085866i,0.0003625-0.0014197i,-0.0013121-0.0014138i,-0.0014374-0.00047707i,-0.00049407+0.00011356i,6.7506e-06+0.00027806i,-6.1539e-05+0.00020859i,-0.000353+0.00030569i,-0.00065768+0.00033376i,-0.00027848+8.2211e-05i
0.00024505+6.7567e-06i,0.00081916-0.00098666i,-6.5684e-05-0.00038147i,-0.00031447-0.00020933i,-0.00064793-0.00058283i,-0.0016323-0.00031056i,-0.0018456+0.00067406i,-0.0011942+0.0012347i,-0.000101+0.0015046i,0.00045295+0.0016052i,0.00039922+0.00079163i,2.9125e-05-0.00035962i,-0.0009419-0.00067477i,-0.00077942+3.8382e-05i,-0.00025562+0.0002561i,-0.00016626-0.00054537i,0.00025079-0.00080392i,-0.00064057-0.00047209i,-0.00059593-0.00041599i,-1.6229e-05-0.00057311i,-1.9316e-06-0.00046398i,-2.4058e-05-0.00023163i,-0.00049723+0.00020148i
0.00084979+0.00015206i,0.000726-0.00028349i,1.5051e-05-0.0001401i,-0.00068361+0.00031503i,-0.0010626+0.00051977i,-0.00084387+0.00049694i,-0.0014169+0.00084272i,-0.0012153+0.001367i,-0.0004681+0.00095382i,-0.00070073-6.8022e-05i,-0.001292-0.00018753i,-0.0012504-0.00024594i,-0.00018133-0.0005041i,0.00064482-0.00063401i,0.00046539-0.0006935i,0.00033066-0.00016043i,-0.00014231-0.00019103i,-0.0001481-0.0010142i,4.7798e-05-0.00075776i,-9.5916e-05-0.00057762i,0.00025515-0.00035379i,-6.0678e-05-0.00011987i,-0.0005326+0.00035441i
0.00086355-0.0002362i,0.00086083-0.0006564i,0.0012422-0.00067442i,0.00077929-0.00044093i,-0.00071448-0.00079189i,-0.0015197-0.001019i,-0.00027499-4.0664e-06i,9.8462e-05+0.00059346i,-0.00047859+0.0010771i,0.00026134+0.0018343i,0.0013115+0.0013744i,0.00071452-0.00069019i,-0.00064951-0.0007637i,-0.0012301+0.0003595i,-0.00056087+0.00049046i,-0.00018567+0.00068769i,-0.00096749+0.00070883i,-0.00058872+0.00015131i,0.00046896-0.00070571i,0.00023981-0.00071475i,-0.0005864-0.00025757i,-0.00050628-0.00018529i,-0.00029098-1.9452e-06i
-0.001022+8.8515e-05i,-0.0006523+0.0017204i,-0.0012416+0.0020788i,-0.0017171+0.0019964i,-0.0013862+0.0024747i,-0.00019702+0.0027699i,-0.00036651+0.0022559i,-0.0016071+0.0018525i,-0.0012668+0.0011611i,-1.1804e-05+0.00047718i,0.00031931+1.1138e-05i,0.00017664-0.00077636i,-0.00030552-0.00074276i,-0.00028367-0.00062038i,-3.4161e-05-0.00064064i,-0.00043651-0.00086703i,-0.00036867-0.00029435i,-0.00037843+0.00091204i,-0.0005525+0.00030697i,-0.00044038-0.000794i,-0.00036793-0.0011296i,-4.8284e-05-0.00047848i,0.00024072-8.2634e-05i
-0.00039004-0.0014556i,0.00052393-0.0018979i,-3.7624e-05-0.0011725i,-0.00066771+7.1811e-05i,-4.6926e-05+0.0003069i,-0.00010276+0.00025857i,-0.00045764+0.00093931i,-0.0005335+0.0013492i,-0.00067286+0.0011176i,-0.00040862+0.00071434i,0.00030996+0.00057158i,0.00053024+0.00066944i,0.00039009+0.00021966i,-0.00050867-0.00051056i,-0.00085588-0.0011466i,-0.00045812-0.0010907i,-0.00041702-0.00082969i,-0.00056008-0.00059952i,-0.00010781-0.00053726i,0.00054955-0.00042283i,-8.7936e-05-0.00034228i,-0.00051724-0.00029917i,-0.00049234+0.00030644i
0.00081717-0.00075598i,0.001079-0.00028628i,0.00057078-0.00021263i,-0.00023738-6.6022e-05i,-0.00083511+0.00065708i,-0.00092571+0.0014677i,-0.00084324+0.0011225i,-0.00027302+0.00044119i,-7.3578e-05+0.00062559i,-0.00015895+0.0006668i,-9.5408e-05+0.00047288i,-0.00019076-0.00031584i,-0.00045223-0.00063202i,-0.0001858-0.00080379i,0.0002309-0.00095264i,-0.00013908-0.00064351i,-0.00012457-0.0001822i,0.00020181+5.4641e-05i,-9.5333e-05-0.00024933i,-8.4478e-05-0.000969i,0.00045949-0.0013137i,0.0011251-0.0006711i,0.00074171+1.9602e-05i
-3.6764e-06-0.0015691i,-0.00039123-0.0012446i,-0.0011449-0.00083951i,-0.0017561-0.00050592i,-0.0025866-0.00015224i,-0.002241+0.00045489i,-0.00075042+0.00138i,-0.00048526+0.00054862i,-0.00079555+0.00017228i,-0.00025628+0.00059557i,-0.00024622+0.00013285i,-8.0829e-05-0.00026682i,0.00023609+1.7388e-05i,-0.00016791-0.00017685i,-0.00053021-0.00085487i,-0.00020826-0.00083454i,-0.00020588-0.00042059i,-0.0005762-0.0001503i,-3.3563e-05-0.00012138i,0.00057306-9.2402e-05i,0.00057561-0.00042773i,0.00072566-0.00040057i,6.938e-05+0.00014998i
0.00013165-0.00068649i,0.00017182-0.00028797i,0.0001337-0.00081865i,-0.0014268-0.00055996i,-0.0021827+5.5749e-05i,-0.0019574+0.00061085i,-0.001+0.0010297i,-0.00021463+0.0009402i,0.00028029+0.0012855i,-9.8499e-05+0.0014643i,-0.00060274+0.00040726i,0.0003408-0.00058703i,0.00094003-0.00033422i,0.00076886+0.00044593i,0.0002857+0.000102i,-4.5037e-05-0.00044935i,0.00016162-0.00011116i,0.00042325+0.00033489i,-0.0002221-9.2749e-05i,-0.00026586-0.00037818i,-0.00052346+0.00049476i,-0.00074652+0.0006396i,3.524e-05+0.00011049i
1.21e-05+0.00042516i,0.0001595+0.00066799i,0.00099135+0.00048193i,0.00089626+3.5774e-06i,-7.0411e-05+0.00011622i,-0.00077001+0.00023545i,-0.00063279+0.00011046i,0.00011524+0.00068081i,4.3041e-05+0.0012442i,2.9187e-05+0.0011909i,0.00032588+0.00094641i,0.00028364-0.00019333i,9.9506e-05-0.00053988i,-9.08e-05+0.00068483i,-0.00039729+0.00032147i,-0.00059809-0.00023153i,-0.00095972+0.00032255i,-0.00035068+0.00042923i,0.00039687+0.00050249i,-0.00020749+0.0010015i,-0.00093655+0.0013552i,-0.0012358+0.001018i,-4.5492e-05+0.00039314i
0.0013348+0.0010483i,0.00092051+0.0013374i,-3.9257e-05+0.00093975i,-0.0007716+7.9965e-06i,-0.0012276-0.00045618i,-0.0017029-0.00044946i,-0.0011181+0.0002138i,-0.00079589+0.0010942i,-0.0012063+0.0011239i,-0.00032578+0.00062495i,0.00055713+0.00034057i,0.00053517-0.00028015i,2.6132e-05-4.7216e-05i,-0.00037995+0.00031108i,0.0001343+0.00052777i,0.00015522+0.00080585i,-0.00017792+0.00033941i,-0.00022942-2.5017e-05i,0.00010907+0.00062168i,-0.00018882+0.00078655i,-0.00059656+0.0002606i,-0.00043058-5.4833e-05i,-0.00044085-9.9017e-05i
0.00043281-0.00097768i,-0.00035089-0.0011895i,-0.00012062-0.0010888i,8.183e-05-0.0011662i,-0.0011302-0.00075312i,-0.0022157+0.00060643i,-0.0020066+0.0007548i,-0.0011105+0.00057715i,-0.00049017+0.00063145i,-0.00029114+0.00039188i,-0.0003104+0.00044626i,-0.00055502+0.00056825i,-0.00054683+0.00048845i,-0.00042244+0.00033816i,0.00029883-0.00074202i,0.00048414-0.0011176i,-0.00031922-0.00040943i,-0.00037785-5.5469e-06i,0.000305-0.00047263i,0.00070037-0.00071907i,0.0007109-4.6085e-05i,0.00040633+0.00015784i,-0.00042226+7.4786e-05i
-0.0012231-0.00033989i,-0.0003716+0.00073552i,0.00020454+0.0022014i,6.3395e-05+0.0026512i,-0.00011015+0.0025638i,-0.00025358+0.0013375i,-0.00013729-5.9165e-05i,0.00023458-0.00056915i,0.00052364+0.00041793i,0.00094484+0.0010661i,0.0011354+0.00080264i,0.000855+0.00037933i,0.00085754-0.00020721i,-0.00028818-0.00018162i,-0.0013036-0.00086308i,-0.001-0.00099873i,-0.00060546-0.00072267i,-0.00029306-0.00038466i,-0.00044158-9.9908e-05i,-0.00067142+3.1739e-05i,-0.000797-4.8081e-05i,-0.00096445-0.00045848i,-0.00053462-0.00029856i
-0.0012176-0.0019711i,-0.00096865-0.0010453i,-0.0032024-0.00063581i,-0.0038087-0.00074507i,-0.0030363-0.00025276i,-0.0012079+0.00067615i,-0.00029781+0.0012207i,-0.00075209+0.0012304i,-9.4483e-05+0.00086219i,0.00022513+0.00093313i,-0.00010197+0.00081447i,-0.00025047+0.00038497i,0.00021601-0.00029527i,0.0007476-0.00079131i,0.00024575-0.0012112i,-3.8147e-05-0.00085822i,-0.00013231-0.00042215i,-0.00068521-0.00011819i,-0.00041655-0.00023611i,-0.00040075-0.00015791i,-0.000285+0.00087416i,0.0001784+0.00061195i,0.00069149-7.8791e-05i
