0.0041217-0.00090234i,0.0048168-0.0021393i,0.003956-0.0050097i,0.00019394-0.0054317i,-0.0037424-0.0039014i,-0.0048198+0.00013079i,-0.002506+0.0030414i,-0.00046187+0.0022767i,0.0002505+0.00031121i,0.0003877-0.0015488i,0.00020464-0.0019278i,-0.00016824-0.00046997i,-0.0011295+0.0010864i,-0.0011553+0.0013394i,-0.0003606+0.00099514i,-0.0002583+0.00031712i,-0.00035871-0.00045897i,0.00012089-0.00031406i,-8.1162e-07-3.7126e-05i,-0.00055011-0.00040786i,-0.00057973-0.00072399i,-0.00044488+0.00044288i,-9.4398e-05+0.001151i
0.0011986-2.1447e-05i,0.002411+2.9745e-05i,0.0033875+0.00016704i,0.0024533+0.00046148i,0.0008722+0.00017119i,0.0010536+0.00024277i,0.0010956+0.0008316i,0.00019157+0.001153i,0.0003182+0.00054454i,0.0010338+0.00028246i,0.00036239+0.00047733i,-0.00069695+5.1312e-06i,-0.00026133-0.00059252i,-0.00037136-0.00015061i,-0.00045159+0.00042786i,0.00022708+0.0012307i,0.00057668+0.0011602i,0.00064194-0.00034165i,1.9518e-05-0.00052241i,0.00010118+0.00015306i,0.00035334+0.00072921i,0.00063822+0.00039088i,0.00052656-0.00022092i
0.0023083-0.0036846i,0.0018183-0.0031278i,-0.00061828-0.0032704i,-0.0021934-0.0025029i,-0.0018456-0.00037738i,-0.0012393+0.0016079i,-0.001152+0.0016036i,-0.0010843+0.0004963i,-0.00076867+0.0005882i,-0.00035655+0.0011113i,8.8884e-05+0.00079626i,0.00063649-5.2714e-05i,0.00022253+5.2568e-05i,-0.00027942+0.00077689i,-0.00012417+0.00063816i,-2.6216e-05-0.00028453i,-0.00017759-0.00098425i,-0.00022074+0.00011463i,0.00061176+0.0010557i,0.00068815+0.00055325i,0.0002539-0.00011029i,0.0008097-0.00096445i,0.0006538-0.00090855i
-0.00023351-0.00010236i,0.00018962+0.00023327i,0.00053589+0.00059247i,0.00046307+0.0021407i,0.00083452+0.0024904i,0.00066907+0.0014911i,0.00011662+0.0014096i,0.00024391+0.0026454i,0.00050246+0.0025336i,0.00043715+0.0010527i,0.0008164+0.00015827i,0.00073842+0.00023121i,0.00042834+0.00021954i,-8.1192e-05+0.00043387i,-0.00019212+0.00024912i,-9.3293e-05-0.0001479i,6.8775e-06-0.0003619i,-0.00048645-0.00043781i,-0.00060183+0.00019071i,-5.5467e-05+0.00040612i,3.0533e-05+0.00021025i,-0.0002962+0.00029255i,-0.00017606+0.00026241i
0.0011454-0.00044066i,0.0013173+0.00031791i,0.0011756+0.00060206i,0.0011735-0.0004885i,0.0013667-8.2042e-05i,0.0007121+0.00084148i,0.00044522+0.00090998i,0.0009107+0.0016442i,0.0003725+0.0011356i,0.0001178-6.5957e-05i,0.00025147-0.0011849i,0.00021698-0.0011772i,0.00023154-0.00075255i,0.00029685-0.00044916i,0.00043464+0.0003736i,0.00027345+0.00038029i,7.4311e-05-0.00018952i,0.00030538-0.00033553i,-3.7793e-06-0.00069026i,-0.00016104-0.00078231i,-0.00045181-0.00075485i,-0.00020447-0.00068229i,0.00080339-0.00023649i
-0.00095123+0.0010684i,-0.00040194-0.00010617i,-0.00019561-0.00083405i,-0.0004808-0.0015022i,-2.7548e-05-0.0010979i,0.0010797+0.00066081i,0.0015133+0.00062397i,0.00088842+4.3533e-05i,0.0008603-0.00015047i,0.0015566-4.5386e-05i,0.0010548-1.4905e-05i,-0.0002766+0.00018063i,-0.00049226+0.00055044i,-0.00027318+0.00022497i,-0.00038145+0.00024563i,-0.00042653+0.00041051i,-7.5075e-05-8.7326e-05i,6.9513e-05-0.00044084i,0.00043978-0.00027259i,0.00012698-4.5672e-05i,4.1953e-05+0.0003851i,-0.00035208+0.00055966i,-1.1673e-05+0.00044958i
0.0026858-0.00045461i,0.0024208+1.9036e-05i,0.0013283-0.00050235i,6.9901e-05-0.00023411i,-0.0004667+0.0015239i,-0.0005208+0.002199i,5.8143e-05+0.0016991i,7.9494e-05+0.00041808i,-0.00016461-1.2665e-05i,0.00012586+0.00067931i,0.00063169+0.00020574i,0.00024139-9.3232e-05i,-0.00059697+0.00024453i,-0.00014586+0.00070008i,0.00018554+0.0010673i,0.00032436+0.0005797i,0.00023324+0.00034515i,0.00021378+0.00040038i,0.0005098+0.00015844i,0.00052438+0.0003511i,-7.1654e-05+0.0009043i,-0.0003062+2.5264e-05i,0.00040548-0.00048767i
-0.0024895-0.00038678i,-0.0030439-0.00029222i,-0.0025294+0.001248i,-0.00095444+0.0023073i,0.00056629+0.0014704i,0.0020489+0.0010675i,0.0013365+0.0016977i,6.4943e-06+0.0013943i,-0.00012002+0.0012463i,-0.00033224+0.0014558i,-0.00013391+0.0005555i,0.00045139-0.00070284i,0.00063728-0.00094317i,0.00032246+0.00019564i,0.00040407+0.00032194i,0.00041693-0.00068788i,0.00032542-0.00077235i,0.00018976-0.00021043i,-0.00026221-8.6044e-05i,-0.00088353-0.00016589i,-0.00087269-0.00069994i,-0.00081179-0.0010213i,-0.00095809-0.00046983i
-0.00040873-0.00059014i,0.00024335-0.001409i,0.00042859-0.00054279i,-0.0001826+3.5976e-06i,-0.00023134-0.00034698i,0.00032682+0.00048847i,0.00090582+0.0017237i,0.00017316+0.0014741i,-0.00074339+0.0010805i,-0.00052461+0.00059417i,-0.00011007+0.0001942i,0.00033175+0.0004007i,0.00090624+0.00050087i,0.0016475+0.00067303i,0.001751+0.00036275i,0.00147-0.00085733i,0.00085741-0.0010624i,0.00012298-0.0005779i,0.00036701-0.00045673i,0.00072923+7.4004e-05i,0.00051583+0.0003888i,6.9453e-05+0.00014743i,-0.00050466+4.511e-05i
-0.00018362+0.00089542i,-0.00053081+0.00062655i,0.00039457+0.00081045i,0.001314+0.00054082i,0.0015295+0.00015968i,0.00073307+0.00037147i,0.00010826+0.00078938i,5.136e-06+0.00048928i,0.0004383+0.001117i,0.00051081+0.0016273i,0.00052466+0.000664i,0.00062999-0.00018449i,8.5728e-05-5.9633e-05i,6.6167e-05+0.0003371i,-0.00013101+0.0004164i,-0.00077711-0.00012654i,-0.00065109-0.00084612i,-0.00098979-0.00073823i,-0.00088523-0.00067363i,-0.00076268-0.00036351i,-0.00086626+6.8825e-05i,-0.00037327-0.00065904i,0.00027345-0.00069946i
0.00097256-0.00068013i,0.002167+0.00090131i,0.00163+0.002736i,-3.0723e-06+0.0033389i,-0.00016188+0.0026108i,0.00044204+0.002188i,0.00017082+0.0012247i,0.00049048+0.00015385i,0.00072748+0.00055446i,-0.00024535+0.00085588i,-0.00078179+0.00025048i,-0.00064236-7.5732e-05i,-0.00063998+0.00045865i,-0.00056807+0.00078367i,-0.00015883+0.00072524i,0.00016734-0.00056504i,-1.8901e-05-0.0014092i,-0.00078708-0.00058501i,-0.00014455-0.00060465i,0.001052-0.0006518i,0.00084591-0.00021044i,0.00013818-6.1187e-05i,-0.0002543+0.00054979i
2.0683e-05+0.00049574i,0.00021372+0.00034267i,0.0010591+0.00080561i,0.0023318-0.00029875i,0.0027996-0.00085062i,0.0019082-0.00099752i,0.00098622-0.00083039i,0.00029954-0.00062666i,-0.00027378-0.00023566i,-6.1929e-05-0.00028956i,0.00072839-2.3605e-05i,0.0013389+0.00030878i,0.00059676+0.00091048i,-0.00090463+0.00096769i,-0.00084741+8.8816e-05i,-5.8386e-05+0.00030468i,0.00086098+0.00023457i,0.00095488+0.00034365i,0.00020051+0.00081748i,-0.0006727+0.00014431i,-0.00057272-0.00040162i,0.0001146-0.00042282i,-1.4053e-05-3.669e-05i
0.00027845+0.00063899i,1.3185e-05+0.00023187i,-0.0013541-1.4993e-05i,-0.0018865+0.00041296i,-0.0011111+0.00020872i,-0.0007545+0.00012795i,-0.00048016+0.00041228i,-0.0008799-4.2249e-05i,-0.0012535+0.00014945i,-0.00044342+0.0004059i,0.00015992+0.0004889i,0.00034618+0.00056936i,5.0546e-05-0.00036022i,-0.0003325-0.00051303i,-4.8664e-05-0.00036476i,-2.713e-05-0.00049358i,-0.00036232-0.00027034i,0.0002614+0.00035243i,0.00056445+0.00064083i,-6.5267e-05+0.00055413i,-0.00069282+0.00051387i,-0.00059048-0.00010368i,0.00014215+0.00059704i
-0.0092187+0.0048619i,-0.010546+0.0074384i,-0.0035665+0.012504i,0.0047308+0.010696i,0.0083833+0.0052648i,0.0067575-0.0010006i,0.0029053-0.001675i,0.0018157+0.00082902i,0.0018551+0.0016811i,0.0035515+0.0017676i,0.0044466+0.0011052i,0.0018256-0.0002429i,-0.0004351-0.0018347i,-0.00059881-0.0034403i,-0.0003591-0.003078i,-0.000189-0.00028585i,0.00058237+0.0011366i,0.0010696+0.0004889i,0.00047288-7.2828e-05i,0.00020662-0.0003546i,0.0003784+0.00029142i,-0.00034071+0.00084229i,-0.00033529+0.0006778i
-0.00038901-0.0020404i,-0.00025607-0.0015677i,-0.00057418-0.0025419i,-0.001179-0.0011776i,-0.001497+0.0013943i,3.0633e-05+0.0027909i,0.0017654+0.0030516i,0.0017821+0.0022796i,0.00086804+0.00071994i,0.00065738+0.00013201i,-0.00020456+0.00071283i,-0.00086294+0.00055526i,5.0086e-05+0.00079277i,0.0012937+0.0013641i,0.00082608+0.0010108i,-0.00058483+0.0010824i,-0.00064149+0.0010746i,-0.00023751+0.00016342i,-2.8568e-05-0.00033363i,-0.00079121-0.00015432i,-0.00096699+0.00039543i,-0.00038973+0.00066931i,0.00018531+0.00029479i
0.0028214-0.0027093i,0.001968-0.0027627i,0.00045093-0.0032398i,-0.00066965-0.0026145i,-6.142e-05-0.00098843i,0.00084068-0.00040851i,0.0012096-0.00025608i,1.2223e-05-0.00015961i,-0.00058866-3.7302e-05i,-0.0002691+4.2577e-05i,4.8084e-05-0.00058237i,0.00051013-0.00041064i,0.00050589+0.00098718i,0.0001889+0.0011598i,7.9611e-05+0.00036681i,0.00037566-0.00083842i,0.00050241-0.0017166i,0.0001487-0.00053386i,-0.00031174+0.00038482i,-0.00029584+8.7525e-05i,0.00038761-0.00019267i,0.0005993-0.0004479i,-0.00010047-0.00052174i
-0.0020376-0.00074075i,-0.0017805-0.0009148i,-0.0011716-0.00048458i,-0.00078805+0.0013317i,-0.0011463+0.0024668i,-0.00010229+0.0021595i,0.0013448+0.0017071i,0.0013337+0.0015722i,0.00090448+0.0012678i,0.0012518+0.0014255i,0.00068093+0.001795i,7.6509e-05+0.00033397i,0.00029428-0.0011531i,0.00049265-0.0011473i,0.00059996-0.00057663i,0.00060463-1.605e-05i,0.00016368+0.00047272i,-0.00048176+0.00056916i,-0.00062225+0.00041085i,-0.0010611+3.4915e-05i,-0.00094128+0.00032292i,-0.00039502+0.00067923i,0.00031671+0.00032928i
0.00017089+0.0008401i,0.00016037+0.00083543i,0.001473+0.0011159i,0.0020415+0.0011642i,0.0015442+0.0011474i,0.0015413+0.0014886i,0.002124+0.0019262i,0.0016179+0.0012415i,0.0008711+0.00032075i,0.00028723-0.00025929i,0.00051698-0.00067288i,0.0011316-0.00076473i,0.00041624-0.00043037i,-0.00024061+1.8639e-05i,-9.4799e-05+0.00012622i,-0.00011466-7.7835e-05i,-6.1222e-06-0.00025667i,-0.00018755-0.00039014i,-0.00022266+0.0002942i,-0.00027485+0.00055644i,-0.00037011-0.00021592i,-0.00034605-0.00054037i,-1.6923e-05+2.2639e-05i
0.00051695-0.00055922i,0.00083273-0.0015145i,0.00095928-0.0023074i,2.5016e-05-0.00097968i,-0.00036432+0.00050468i,0.00046028+0.0014672i,0.00085479+0.0014706i,0.00067179+0.00057137i,-6.9881e-05-5.7578e-05i,-0.00098312+1.3329e-05i,-0.00042547+0.00043711i,0.00050396+0.0002353i,-7.6211e-05-0.00038213i,-0.00040209-0.00022367i,0.00070061-0.00027895i,0.0013135-0.00082219i,0.00075003-0.00061601i,-0.00019676-1.9493e-05i,-0.00044646+0.00037643i,-0.000274+0.00031936i,0.00018847+0.00044664i,0.00048351+8.5253e-05i,0.00032109-0.00048409i
0.00074469+0.00075421i,0.00060204+0.0010124i,0.0003526+0.001382i,0.00087244+0.00011892i,0.0017666-0.0010822i,0.0018847-0.00093115i,0.0021503+0.00062491i,0.0017114+0.0019652i,0.00037873+0.0017128i,-0.00010771+0.0010576i,0.00046446+0.00033132i,0.00084656+0.00020878i,0.00068649+0.00023819i,0.00048368+0.00057086i,1.3969e-05+0.0009412i,-0.00019574+0.00069921i,0.00054995-0.0003897i,0.00078687-0.00025058i,0.00024456+0.00040656i,3.7969e-05+0.00070011i,2.4602e-05+0.00054317i,0.00010974+0.00020016i,0.00046212+0.00051104i
-0.00053943-0.0024673i,0.00037438-0.0028494i,-0.00011178-0.0021081i,-4.4214e-05-0.00017988i,0.00038166+0.0016439i,0.00053424+0.0021083i,0.0006027+0.001595i,0.00045104+0.00090961i,0.00010472+4.4748e-05i,-0.00013662+2.0687e-05i,5.6657e-05+0.0013898i,0.00043247+0.001346i,0.00046816+0.00034055i,0.00052367-9.7401e-05i,0.00094362+0.000373i,0.00058178+0.00058946i,-0.00046719-0.00022223i,-0.00062209+4.6335e-05i,-0.00015715+0.00066152i,0.00029088+0.00076877i,0.0003006+0.00045922i,0.00021295-0.00038352i,6.5567e-06-0.00041833i
0.00010743-0.001981i,-0.0010974-0.0028874i,-0.002413-0.0038571i,-0.0024855-0.0021712i,-0.0020149-2.1344e-05i,-4.3138e-05+0.00080122i,0.00068044+0.0010544i,4.794e-05+0.00053107i,0.00014534-3.3623e-05i,0.00059057-0.00029015i,0.00030571+1.7483e-05i,0.00026619-0.00026285i,0.0011886-0.00081432i,0.00093524-0.00068285i,0.00078077+9.9605e-05i,0.00070923+0.0006875i,0.00024181-0.00017498i,9.1905e-05-0.00029682i,-0.00027223+0.00023151i,-0.00016536+0.00017474i,0.00033213+0.00012631i,0.00062979-0.00016856i,-0.00013305-0.0003266i
0.0012729-0.0014388i,0.0012146-0.001028i,-0.00018216+0.00055494i,-0.0013131+0.0018439i,-0.0012609+0.001923i,-0.00026783+0.0026215i,-9.8336e-05+0.0026329i,-0.00024086+0.00177i,-0.00030374+0.001354i,1.6961e-06+0.00082789i,0.00057227+0.00072264i,0.00053756+0.0011236i,0.00010119+0.00078073i,-0.00041667-0.00023377i,-0.00013596+5.3283e-07i,0.00034193+0.00026882i,0.0005473-0.00014197i,0.00031753-0.00010559i,-0.00047058+0.00033411i,-0.0011616+0.00055961i,-0.00026539+5.6665e-05i,0.0007603+0.00024232i,0.00043333+0.00048453i
-0.0014191+0.0024295i,-0.0011586+0.0027026i,0.00088941+0.0030659i,0.0021615+0.0022555i,0.0023195+0.001363i,0.0020453+0.00081231i,0.0018172+0.00076876i,0.0011205-0.00011393i,0.00085497-0.00095035i,0.0014721-0.0010024i,0.0020185-0.00064491i,0.001931-9.9204e-05i,0.00057334-0.00010644i,-0.00042638-0.00077783i,0.00024416-0.00057812i,0.00082222+0.00037439i,0.00036902+0.00080308i,0.00044632+0.00083745i,0.00070917+0.0010448i,0.00045146+0.0010026i,0.0002164+0.00051459i,1.7223e-05+7.2325e-05i,8.829e-05+8.3247e-05i
-5.312e-05-0.001252i,0.00085019-0.001307i,0.00078639-0.00084771i,9.1827e-05-0.00021214i,-0.00027371+0.00066508i,5.3734e-05+0.0017229i,-2.0888e-05+0.001101i,-0.00011533-8.9829e-05i,-0.00030459-0.00074205i,-0.00020848-0.00046127i,0.00067214+0.00045723i,0.0011441+0.00055311i,0.00043846+0.00071165i,-0.00025607+0.00033898i,-0.00016083+0.00039581i,0.00029521+0.0010383i,0.00091572+0.00095711i,0.00067869+0.00026556i,0.00020862-0.00021984i,0.00018425-0.00072808i,0.0004408-0.00063169i,0.00030294-0.00064729i,-0.00053633-0.0006005i
-0.0004212+0.0036001i,-0.00024102+0.002809i,0.00057226+0.0011574i,0.00086351+0.0006278i,0.00061199+0.00051298i,0.00050917+0.00012569i,0.00046849+0.00070775i,0.00069303+0.0013519i,0.00015822+0.00051041i,-3.8533e-07-0.00044724i,0.00059239-0.00059919i,0.00052288-0.0013286i,-3.5034e-05-0.0013519i,-0.00073652-0.00042009i,-0.00047578+0.00035213i,0.00044787+0.00045192i,4.2464e-05-6.6998e-05i,-0.00088403+0.00027859i,-0.00027435+0.00061668i,0.00043927+0.00019702i,8.4618e-05-0.00030279i,-0.00084809-0.00052266i,-0.0010076-0.00011813i
0.0007437+0.0020105i,0.001152+0.0013699i,0.0010478+0.00079573i,0.0010143+0.0011108i,0.00082937+0.0013004i,0.00078124+0.001329i,0.00039123+0.001724i,0.00028745+0.001454i,0.00012627+0.00086426i,-2.8585e-05+0.0006375i,0.00046978+0.00023383i,0.00054108-0.00094297i,9.246e-06-0.0017684i,0.00029265-0.0011753i,0.00089575-0.00043334i,0.00040718-0.00011542i,-7.6077e-06+0.00013676i,2.5493e-05-0.00022609i,-0.0003144+0.00022384i,9.5267e-05+0.00043771i,8.4406e-05-0.00023652i,-0.00021649-0.0005127i,0.00018851-0.00052746i
-0.00070073-0.002106i,-0.0017454-0.0014795i,-0.0018089-0.00082468i,-0.00070614+0.0011446i,-0.0001095+0.0018442i,0.00087197+0.0014064i,0.00078805+0.0011479i,0.00041543+0.0016159i,0.00068955+0.0016798i,8.9684e-05+0.00065947i,-0.0008433+0.000821i,-0.00039567+3.1748e-05i,0.00029617-0.00087107i,-0.00031335+0.00011454i,-0.00033278+0.00058605i,6.8438e-05-0.00062358i,-0.00024355-0.00117i,-0.00049324-0.00029376i,3.2742e-05-5.8613e-05i,0.00023474+0.00019463i,-7.5658e-05+6.3326e-05i,-0.00016438-0.00023336i,0.00017943-4.2365e-05i
-0.0007947+0.0020916i,0.00059395+0.0024429i,0.00030726+0.0030611i,0.00066358+0.0026527i,0.001511+0.0017041i,0.001216+0.0012819i,0.00011513+0.00043727i,0.00055607+2.4051e-05i,0.0012063+0.00055202i,0.0013547+0.0014083i,0.00085917+0.00097869i,0.00041636-0.00036466i,0.00036677-0.0010816i,-0.00012532-0.00041917i,-0.00074669+0.00043981i,-0.00056147+0.00018894i,0.00025986+6.6416e-05i,0.00087753+0.00061056i,0.00036762+0.00027774i,-0.00016177-0.00012481i,-0.00044987-0.00026764i,-0.00093058-0.00010498i,-0.00088279+0.00028227i
-0.00035601-0.00040063i,-0.0010009-0.001112i,-0.0011815-0.0015904i,-4.8488e-06+0.00033612i,0.0015014+0.0026821i,0.0026009+0.0029947i,0.0019685+0.0020857i,0.00042165+0.00097449i,-0.00020141+0.00010401i,0.00032318+6.7852e-05i,0.001147+0.00084087i,0.00088505+0.00053234i,-5.7742e-05+6.7976e-05i,-0.00040047+0.00060351i,0.00012862+0.00064385i,0.00017477-0.00029504i,-6.2233e-05-0.0008797i,-5.7435e-05+0.00015398i,-0.00029979+0.0015948i,-0.00027589+0.0014282i,0.00042256+0.00015011i,0.00025226-1.9254e-05i,-0.00031982-3.4207e-05i
0.0013209-0.0011917i,0.0010487-0.00061093i,0.00024831-0.0014306i,-0.00026208-0.0011686i,3.9749e-05+0.00010211i,0.00042549+9.8256e-05i,0.00057614-0.00019942i,0.00034995+0.00017504i,-0.00075769+0.00077591i,-0.0010614+0.00083252i,0.00037391+0.00050802i,0.00074608+0.00072279i,0.0001867+0.00034839i,-0.00017108-0.00022948i,0.00025867+7.3146e-05i,0.00081124+0.00060215i,0.00019384+0.00028253i,-0.00041739+6.2847e-05i,-0.00019164-6.4105e-05i,5.6269e-05+6.0522e-06i,0.00025409+0.00011139i,-5.4468e-05+0.00044203i,-0.00044552+0.00064444i
0.0014114+0.0011368i,0.0012589+0.00032852i,0.00053518-0.00090833i,0.00020145-0.0017031i,0.00028562-0.0013711i,-0.00016871+0.00015416i,9.1489e-05+0.00085425i,0.00019575+0.00079126i,3.1579e-05+0.0010265i,7.5856e-05+0.00052927i,-0.00058067-7.6751e-05i,-0.0005413-0.00032529i,3.6074e-05-0.00045339i,-0.00018081+0.00055522i,-3.056e-05+0.00067997i,0.00079273+0.0002815i,0.00032109+0.00018076i,-0.00030939-0.00043193i,0.00021289-0.00061036i,0.00060891-0.0004026i,0.0006289-0.00023449i,0.00048323-0.00055725i,-6.4504e-05-0.00037018i
-0.0026356+0.0025517i,-0.0019037+0.0019278i,-0.00032212+0.0028822i,0.0013326+0.0027386i,0.0030274+0.0014633i,0.0024066+0.00070367i,0.0008949+0.0007034i,0.00059596+0.0002155i,0.00027395+0.00031452i,0.00094298+0.00096715i,0.0013404+3.8227e-05i,0.001046-0.00091649i,0.00097466-0.0010878i,0.00099529-0.00070197i,0.00078796+3.5415e-05i,0.00056664+0.00071821i,0.00070026+0.00052251i,0.0013489-0.00029799i,0.0010046-0.00025635i,0.0003449+0.00052646i,-0.00013473+0.00049079i,-0.00032987-0.00024325i,-0.00036993-0.00020819i
0.00095589-0.0016708i,0.00055695-0.0021312i,-3.5175e-05-0.0012609i,-0.00027708+0.00027198i,0.00027767+0.0013488i,0.0016346+0.0019248i,0.0018145+0.0013547i,0.0011467+0.00076033i,0.00053681+0.00084626i,0.00040913+0.00077884i,0.00037223+0.00062746i,0.00013213+9.6108e-05i,0.00087051-0.00057058i,0.0010102-0.00019661i,0.00030098+0.00011346i,4.0625e-05+0.00011326i,-0.00049943+0.00016992i,-0.00036991-0.00068435i,0.00012528-0.0010898i,0.0005379-0.0005239i,0.00060791-0.00093436i,0.00030895-0.0007744i,-0.00023266+0.00015942i
-0.0010887-0.0029588i,-0.0017162-0.0021698i,-0.0022429-0.00055646i,-0.0011149+0.0007202i,0.00088285+0.0012401i,0.0023038+0.0012929i,0.0016161+0.0013172i,6.8619e-05+0.0011109i,-0.00011013+0.00080537i,0.00015498+0.00077518i,0.00021626+0.00081564i,0.00024209+0.00026308i,-0.00011151-0.00025824i,0.00037876-0.00027291i,0.001165-0.00021835i,0.0012288+3.0923e-05i,0.00082561+0.00040948i,-6.4965e-06-0.00025148i,5.3147e-05-0.00088848i,0.00035262-0.00060237i,0.00025572+0.00053738i,0.00053718+0.0013923i,0.00047015+0.00065832i
0.0017176-0.0016497i,0.0022262-0.00049066i,0.0010629-0.00171i,-0.00014665-0.0024882i,-0.00057805-0.00022619i,-0.00040418+0.0023023i,-9.5904e-06+0.0022155i,-0.00020258+0.0016089i,-0.0005926+0.00099401i,-0.00044462+0.00039594i,-0.00038031+0.0007904i,-0.00027113+0.00064625i,-2.1064e-05-8.3398e-05i,0.00086249+7.5822e-05i,0.00053958+2.775e-05i,-0.00089283-0.00044483i,-0.00093834-0.00019365i,3.0462e-05+0.000572i,0.00068004+0.00033511i,0.00044112+2.4083e-05i,-9.3839e-05+0.00014292i,0.00014313+0.00060143i,-0.00057447+0.0011523i
-0.00022419+0.00081162i,4.4741e-05+0.00059373i,0.0014156-0.00029881i,0.00079125-0.00047118i,-0.00031531+0.00028661i,-0.0002098+0.001702i,0.0002002+0.0026957i,0.00041456+0.0022757i,7.6541e-06+0.001331i,-0.00088986+0.00072794i,-0.0005877+0.00040328i,0.00026049+0.00038275i,-0.00015196+0.00018483i,-0.00084157+0.00012153i,-0.00035147-0.00067149i,2.5828e-05-0.00078106i,-0.0002732-0.00037854i,-0.00038293-0.00027786i,-0.00024608+0.00040285i,-0.00016885-0.00014438i,-2.2642e-05-0.00071518i,4.274e-05+0.00035515i,-0.00032621+0.00035206i
0.0023557-0.0021851i,0.0026274-0.0015416i,0.0014211-0.002101i,-0.0010807-0.0012464i,-0.0022695+0.00054333i,-0.00027569+0.0017238i,0.00083567+0.00097002i,8.169e-05+0.00036731i,0.00013934-8.1754e-06i,0.00095279-0.0009297i,0.00045213-0.00048876i,-0.00033768+4.0453e-05i,-7.7768e-05-0.00019402i,-4.3542e-05+0.0008026i,0.00011449+0.0010128i,-0.00021852-0.00058897i,-0.00042748-0.00072393i,-0.00010099-0.00042695i,-0.00017164-0.00037578i,0.00026959-0.00020422i,0.00040919-0.00033433i,0.00045697-0.00011253i,0.00062333+0.0001318i
0.00038743-0.0014076i,0.00015803-0.0010771i,-0.00037744-0.00047207i,-0.0008058+0.00016287i,0.00030355+0.00093724i,0.001116+0.0014284i,0.00010055+0.0014785i,-0.00046138+0.0011709i,-0.00013716-0.00021665i,0.00023676-0.00026011i,-0.00078472+0.00049878i,-0.0013285+0.00024463i,-0.00070281-0.00029803i,-0.00022526+0.00021329i,-5.6275e-05+0.00067319i,0.00016124+0.00040138i,0.00027996-0.00017121i,4.2287e-05-0.00057159i,0.00038296-7.5819e-05i,0.00043909+0.00039902i,0.0001365+0.00050166i,0.00019086+0.00064542i,6.3773e-06+0.00059506i
-0.000558+0.00038488i,6.4782e-05-0.0007091i,-0.00042011+0.0001416i,-0.00033805+0.0010672i,0.0015048+0.00050554i,0.0018474+0.00028883i,0.0011381+0.00061453i,0.00052729+0.00041333i,-3.1123e-05+0.00049363i,0.00031603+0.00082313i,0.0010209+0.00030175i,0.0010175-0.0005227i,0.0005251-0.00031516i,-0.00051801-0.0004222i,-0.0010169-0.00049968i,-0.00052135-0.00015429i,3.2494e-05-0.00041821i,5.1591e-05-0.00061514i,-0.00049631+0.00012984i,-0.00064911+0.0007507i,4.4253e-05+0.00070218i,0.00017751+0.00040655i,-5.722e-05-3.872e-05i
-0.00069571-0.00017708i,-0.0010912+0.00046869i,-0.00080634+0.00069976i,0.00073798+0.00079902i,0.0017058+0.0013518i,0.0010197+0.0014203i,-0.00029988+0.00058078i,-0.0004967-4.6714e-05i,-0.00026729+0.00026i,-0.00017807+0.00055148i,4.9292e-05+2.8063e-05i,3.0261e-05-0.00046016i,-0.00051452+0.00031705i,-0.00058444+0.00082178i,-0.00012129+0.00025407i,0.00044293+0.00030644i,0.0003674+0.00022487i,1.6162e-05+0.00014787i,0.00014304+0.00036817i,0.00022977+0.00043715i,0.00037879-0.00025348i,0.00044542-0.0012374i,-8.2983e-05-0.00092291i
-0.0011085-0.0019458i,-0.00026397-0.0035808i,-0.0013192-0.0029009i,-0.0022627-0.0011532i,-0.0014459+9.6652e-05i,-0.0001741+0.0008346i,0.00050185+0.00081663i,0.0011777+0.0010114i,0.00081255+0.00094668i,1.2559e-05+0.00047508i,0.00030151+0.00028491i,0.00070767+0.00068158i,0.00092972+0.0011558i,0.00025753+0.0016348i,-0.00052491+0.0017254i,0.00013852+0.00083641i,0.00060438-0.00022997i,0.00030975-0.00013066i,0.00014753+0.00045721i,-0.00010643+0.00057408i,0.00025043+0.0012144i,0.00026928+0.001519i,0.00047362+0.0014061i
0.00081294-0.0013352i,-0.00070622-0.0019895i,-0.001829-0.0012133i,-0.00089877+0.00019248i,0.00014154+0.00099985i,0.00046783+0.00029872i,0.0009804+0.0002991i,0.0006176+0.00099849i,-9.1397e-06+0.00088878i,-0.00024803+0.00072127i,-0.00046868+0.00054721i,-0.00026722+0.00019237i,0.00022488-9.9212e-05i,0.00081942+0.00011403i,0.00066212+0.00033213i,0.00050866+0.00051788i,0.00018926-0.00039582i,-0.00018092-0.0010305i,-0.00019975+0.00016135i,0.00045215+0.0007549i,0.0011723+0.00047388i,0.0008497+0.0010296i,0.00017529+0.00078912i
-0.00014027+0.00088809i,0.0015813+0.00014863i,0.0025017+0.0010425i,0.0020265+0.0020938i,0.0021854+0.0017131i,0.0021004+0.0014764i,0.0011694+0.0011661i,0.00039193+0.00068099i,-0.00020812+0.00013515i,0.00037327-8.4854e-05i,0.00084961-0.00036513i,0.0011789+4.6006e-05i,0.0012197+0.00051079i,0.00075191+0.00019936i,0.00049143-0.00018885i,0.00019539+0.00015703i,-1.1624e-05+0.00067574i,0.00073856+0.00073197i,0.0011054+0.00055828i,0.00049952+0.0002134i,0.0001952+9.7709e-05i,0.00021999+0.00038777i,0.00011094+0.00087037i
