-0.0034796+0.0017738i,-0.0026186+0.002077i,-0.0029228+0.0022895i,-0.0010202+0.00096669i,-0.00017873+0.0006166i,1.6741e-05+0.0021217i,0.00017182+0.0030108i,0.00084723+0.0028212i,0.0010243+0.0015473i,0.00053121+0.000596i,0.00019346+0.00039106i,-0.0003071-0.00055462i,-0.00079499-0.0010241i,-0.0013727-0.00076975i,-0.0011713-0.00034486i,-0.00045227+4.8855e-05i,-0.00018797-0.00053343i,0.00065907-0.0010828i,0.0011795-0.00096969i,0.00076821-0.0001566i,3.4427e-05+0.00084058i,-0.00065695+0.00081246i,-0.0005686+0.00054094i
-0.0017399+0.0024842i,-0.00075776+0.0033888i,0.00017541+0.0028021i,0.00086467+0.0017191i,0.0014309+0.0011924i,0.0011389+0.0008893i,0.00065604+0.00096433i,0.00028944+0.0014529i,0.00033893+0.0016432i,0.00016557+0.0016108i,-0.00070855+0.00056484i,-0.000846-0.00013724i,-0.00029815+0.00018898i,0.000498+0.00040191i,-0.00021892+0.0001788i,-0.0011224-0.00010688i,-0.00063184-0.00016738i,9.4151e-05+6.5982e-05i,0.00027285+0.00056212i,-7.2747e-05+0.00014676i,0.00058055-0.00055639i,0.00081872+8.2762e-05i,-0.00031815+0.0007305i
0.00043516+0.00024769i,-0.0011147+0.00024006i,0.00013023+0.00023923i,0.00084763-0.00037165i,0.0012159-0.0016832i,0.0014996-0.0012859i,6.7474e-05+0.00034364i,0.00028896+0.00067915i,0.00082683+0.00085226i,0.00024982+0.00040948i,-0.00026721+7.824e-05i,-0.00050532+0.00063024i,-0.00087037+0.0010777i,-0.00081148+0.0010821i,-0.00054626+0.00053867i,1.2476e-05+4.5662e-05i,-6.3715e-05-0.0002343i,-0.00038888-0.00061198i,2.7936e-05-0.00098828i,0.00078975-0.00076077i,0.00094314-0.00070393i,3.7548e-05-0.0010174i,-0.00050374-0.0010245i
-0.001305+0.0014436i,-0.0022563+0.0024091i,-0.0013634+0.002412i,0.0010268+0.0010063i,0.0023649+0.00079421i,0.0019531+0.00056857i,0.0010176+0.00076365i,0.0011152+0.0010375i,8.9245e-05+0.0010077i,-0.0012889+0.0014534i,-0.00089368+0.0013713i,0.00015018+0.00022465i,0.00093792-0.00057992i,0.00092412-0.00094105i,0.00081858-0.00039578i,0.00039913+0.00051884i,-0.00015853-0.00027356i,1.4118e-05-0.0010245i,0.00024046-0.00059626i,-0.00021933-0.00074742i,-0.00080756-0.0011153i,-0.0009717-0.00050047i,-0.0015618+0.00028462i
-0.00056576+0.00097536i,-0.00078837+0.00094418i,-0.00052456+0.00077671i,0.00041426-0.00021659i,0.0011852-0.00021861i,0.001117+0.00068609i,0.00050437+0.0012507i,0.00016883+0.00088027i,-0.00036087+0.00024817i,-0.00089029+0.00028453i,6.8112e-05+0.00083852i,3.6867e-05+0.00034613i,-0.00047388-0.00010317i,0.00027327-0.00050203i,-3.3652e-05-0.00062088i,-6.3805e-05-5.4734e-05i,0.0006195+0.00021677i,0.00067092-0.00042545i,0.00055693-0.00020953i,0.00048928+0.00053604i,0.0004111+0.00067398i,-9.4816e-05+0.00037228i,-0.00041757-0.00010222i
0.0019831-0.0011123i,0.0014469-0.00019045i,0.00087728+0.00021429i,0.0007027-0.00030993i,0.00030495-0.00081244i,9.2012e-05-0.00032689i,0.00021474+0.00065724i,-8.8594e-05+0.00098137i,0.00085798+0.00085636i,0.0017512+0.00011338i,0.0013386-0.00013892i,0.00042548-0.00031705i,-0.00017183+7.5158e-05i,-0.00051789+0.00012265i,-0.00037364-0.00040097i,-0.00017652+0.00048017i,0.00026264+0.0009492i,0.00033748+0.0011608i,0.00019798+0.0013155i,1.9495e-05+0.00036413i,-0.00020087-7.9134e-05i,-0.00010081+0.00066618i,-7.653e-05+0.0014678i
0.0010977+0.0014549i,0.00011456+0.00047016i,-0.00043439+0.00024718i,-0.00051606+8.0786e-05i,-0.0001031-0.00060586i,0.00069655-7.9126e-05i,0.00096659+0.00099733i,0.00088293+0.0012204i,0.00075663+0.00034926i,0.0010668-3.1641e-05i,0.0014907-6.8388e-05i,0.0007723-2.3917e-05i,-0.00028053+0.00038045i,-7.0075e-05+0.00057988i,0.00023078+0.00051335i,0.00012045+0.00054971i,-5.4915e-05+0.00030203i,0.00024007-0.00060741i,0.00041567-0.00069558i,-0.00037412-0.00038054i,-0.00081108-0.00052831i,-0.00015031-0.00065314i,0.0010113-0.00025218i
-0.0020657+0.00089101i,-0.0024346+0.0012561i,-0.0013092+0.001948i,0.0001379+0.0016882i,0.0013532+0.00063497i,0.0018866+4.9221e-05i,0.001432+0.00036671i,0.001645+0.00062535i,0.0017615+0.00039058i,0.00053202+0.00018399i,-0.00052316+0.00034871i,0.00010796+0.00026701i,0.00025465+0.0003186i,-0.00065744+0.00056395i,-0.00035781+0.00033099i,-0.00034683+1.8426e-05i,-0.00034596-0.00012413i,-6.2844e-05-0.00015891i,-3.4221e-05-0.00041801i,9.1968e-05-0.0004467i,0.0001828-0.0001518i,-0.00026347-0.00043863i,-0.00044266-0.0008096i
0.00018782+0.0019339i,0.00037141+0.0017914i,0.00087663+0.0009535i,0.00086079-0.00027955i,0.0010792-0.001103i,0.0016768-0.00050621i,0.00079639+0.00015934i,-0.00023978+0.00066435i,-0.00024758+0.001287i,-0.00049388+0.00084295i,-0.00087262+0.00031465i,-0.0012844-9.9764e-05i,-0.0010451+0.00010315i,-0.00059071+0.00032536i,-0.00046915-0.00013845i,0.00026233+0.00036612i,0.00048728+0.00099181i,0.00013708+0.00069183i,0.00030348+0.00039474i,0.00043602+6.4955e-05i,0.00027562-0.00015985i,-0.00018314-0.00025433i,-0.00050055-0.00012227i
0.00163+0.00014833i,0.00068662-0.0014511i,0.00081304-0.002242i,0.0015802-0.0023343i,0.0012932-0.0018422i,0.00018639-0.0011595i,-0.00014653-0.00040401i,-0.00041325-0.00019999i,-0.00061809-0.00024542i,-0.00038713-0.00042817i,0.00026794-0.00049255i,5.2144e-06-0.00082106i,0.00014839-0.00052947i,0.00057988+2.6539e-05i,0.00066937-5.6296e-05i,0.00033329-0.0001019i,0.0004876-9.7673e-05i,0.00012713-9.6344e-07i,-0.0004803+0.00018357i,-0.000583+0.00032531i,-0.00056296+7.9987e-05i,-0.00069006+3.5781e-06i,-0.0011958+0.00027636i
-0.00068756+0.0011707i,3.1258e-05+0.00093444i,0.00042323+0.0011407i,0.00021114+0.000542i,0.0002856-0.00030299i,-0.00046886-0.00030893i,-0.0009805+0.00032184i,0.00020495+0.00072569i,0.0006212+0.00016123i,0.00049197+0.00011813i,0.00054635+0.0010043i,0.00014124+0.00084258i,-0.0004925+0.00035638i,-0.00070009-0.00035876i,-0.00081413-0.00066014i,-0.00031903-8.4089e-05i,0.00051409+0.00056145i,0.00023064+0.00017982i,-0.00040595-0.00059919i,-0.000177-0.00052999i,-0.00021282-0.00039722i,-0.00049986-0.0001988i,-0.00038753+0.00053319i
0.00067454+0.00017661i,0.00010404-0.00036751i,0.00096484-0.00019667i,0.0011179-0.00033988i,0.00061626-0.00069591i,0.0003315-0.00010129i,0.00023301+0.00069688i,0.00016443+0.0014169i,0.00020951+0.0018933i,0.00015129+0.0010115i,-5.6334e-05-0.00016451i,-0.00038492-0.00019509i,-0.00076032+0.00025003i,-0.0011033+0.00036324i,-0.0010366+3.7739e-06i,-0.001177+9.2226e-05i,-0.00027367-0.00024609i,0.0008255-0.00085685i,0.00061438-0.00030907i,-5.0295e-05-0.00012238i,5.0015e-05-0.0006606i,0.00035006-0.00062848i,1.6274e-05+1.0952e-05i
-0.0011512+0.0017689i,0.00060312+0.0018555i,0.00028652+0.0018093i,0.00061184+0.0018571i,0.0019024+0.0013431i,0.0013907+0.00021115i,0.00097315+0.00045053i,0.0013566+0.0017631i,0.0012614+0.0011028i,0.0012207-0.000408i,0.00066634-0.00061023i,-0.00092752-0.000339i,-0.001497-0.00078503i,-0.00094053-0.00045456i,-0.00051682+0.00070001i,-0.00044079+0.00047244i,0.00022707+0.00015402i,0.00080829+0.0006746i,0.00036355-7.9165e-05i,0.00014535-0.00053429i,-3.8448e-05-0.00045758i,-0.00021811-0.00021875i,-0.00047861+0.00015561i
0.0026714+0.00056991i,0.0020702+0.00051152i,0.0013208-0.00030504i,0.0010464-0.00023333i,0.00076476+0.00014503i,0.00066047-0.00018691i,0.00075644+0.00017258i,0.0004303+0.0001098i,-0.00027166-0.00071141i,-0.0008056-0.00098007i,-0.0010563-0.00074477i,-0.00049021+9.1295e-05i,-0.00067458+0.00078787i,-0.00082874+0.00087871i,-0.00019694+0.000837i,0.00024967+0.0006443i,0.00054523+0.00089566i,0.00032325+0.001004i,0.00062426+0.00082989i,0.00094203+0.00032764i,0.00024961+0.00010011i,-8.521e-06-0.00028177i,5.2541e-05-0.00033764i
-0.0010624+0.00081931i,-0.0014891+0.0011418i,-0.0013556-8.3362e-06i,1.4739e-05-0.0012034i,0.0015739-0.0010015i,0.0014703-0.00078137i,0.00095923-0.00042043i,0.00079768+0.00061367i,7.9174e-05+0.00090331i,-0.00031687+0.00096127i,-0.00026084+0.00084278i,-0.00024453+0.00045249i,0.00029288+0.00010838i,0.00080845-0.00043753i,0.00013062-0.00046419i,7.0048e-05-8.7116e-05i,0.00037216-2.8672e-05i,0.00036433+0.00015391i,0.0001411+7.2613e-05i,0.00017408-0.00029229i,0.00047425-0.00047401i,0.00065376-0.00029406i,-8.7308e-05-0.00044824i
0.0027481+0.0012905i,0.0024593+3.1717e-05i,0.0021565-0.0010225i,0.0011447-0.0015119i,0.00054413-0.0017045i,-8.9383e-05-0.00079908i,2.7529e-05+0.00015831i,0.00015214+0.0007923i,-0.00044745+0.00083678i,-0.0011502-0.00014589i,-0.00067515+0.00019227i,-0.00037113+0.001196i,-0.001153+0.00097637i,-0.00076183+0.00055114i,0.00033681+0.00049191i,0.0008001-5.3571e-05i,0.00038268+0.00015058i,-3.1646e-05+0.00080896i,0.00066775+0.00025292i,0.00059007-0.00046138i,-0.00074643-0.00046473i,-0.00077399+9.8183e-05i,0.00032306-7.956e-05i
0.0017083-0.00021036i,0.0014058-0.00099639i,0.0020996-0.0023545i,0.0014859-0.0024141i,0.000533-0.0018908i,-6.6395e-05-0.00089269i,-0.00021357+0.00030314i,0.00042675+0.0013904i,0.00039634+0.0013646i,0.0001857+0.00054123i,0.0011019+0.00020734i,0.0011151-0.0005217i,4.8757e-05-0.00055256i,8.2659e-06-0.00037702i,-0.0001627-1.2192e-05i,-0.00050063-5.5236e-05i,-0.0008164-0.00066529i,-0.00075929-0.00058775i,-0.00036955-0.00024886i,-0.0005266-3.8686e-05i,-0.00056514-0.00012589i,-0.00035638-5.5035e-05i,-0.00011582+0.00032323i
-0.0013186+0.0017372i,-0.0011225+0.00070487i,0.00032017+0.00033067i,0.0014085+0.00077754i,0.0013856+0.0014502i,0.00095751+0.0016781i,0.00030537+0.0018304i,0.00046709+0.00091121i,0.00072178+0.00019007i,0.00046796+6.5766e-05i,0.00046319-1.1203e-05i,-0.00022221-0.00020604i,-0.00075376-0.00075773i,-0.00085189+8.4934e-05i,-0.00096996+0.00057381i,-0.00044753+0.00029471i,-0.00033215+0.00032701i,-0.0005692+0.00037059i,-0.00012782+0.00024658i,-1.7367e-05+0.00026347i,0.00015066+0.00023344i,0.00017309+0.00026476i,-0.00060548+0.00027724i
0.0014257-0.001179i,0.0010457+0.00037519i,0.00021231+0.00015174i,-0.0010258-0.00064481i,-0.0005785-0.00032231i,0.00057923-0.00032354i,0.00056778-0.00025011i,0.00040923+0.00064417i,0.0010518+0.00066979i,0.00032772+3.4321e-05i,-0.0014635+9.2973e-05i,-0.0018937+0.00061653i,-0.0010644+0.00064974i,4.2556e-05-5.5472e-05i,8.7553e-05-0.00045377i,-0.00089703-0.00042654i,-0.00094791-0.00039906i,-0.00053231+0.00023169i,2.0515e-05-0.00016026i,-0.00048477-0.00043838i,-0.00075072-0.00027014i,-0.0003353+0.00042521i,3.2329e-05+0.0008132i
-0.001076+6.6055e-05i,-0.00067929-0.00011922i,-0.00064784+0.00031054i,-0.0012072-0.00012032i,-0.00050812-0.0007654i,0.00062151-0.00019765i,0.00038308+0.0006151i,-0.00012456+0.00067206i,-0.0007438+0.00052332i,-0.0012608+0.00028054i,-0.00146-8.524e-05i,-0.0012077-0.0003514i,-0.00054888+0.00022889i,0.00035048+0.00067256i,0.00067498+0.00086301i,0.00059018+0.00098428i,0.00067071+0.00058611i,-0.00010778-0.00063497i,-0.00037307-0.00084052i,0.00028181-0.0010159i,0.0003012-0.00093197i,8.7562e-05+0.00044527i,0.00055658+0.00057538i
0.0014516+0.0007177i,0.00066698+9.5036e-05i,0.0004792+0.0004563i,-5.2793e-05+0.00034768i,-0.00039702-0.00066039i,-0.00030764-0.00050428i,-0.00068549+0.00028909i,-0.0012367+0.0013163i,-0.0016539+0.0011335i,-0.00166+0.00092762i,-0.00052043+0.00020635i,-0.00041864-0.00025269i,-0.00057384+0.00011057i,-0.00071322+0.00033353i,-0.00069728+5.6032e-05i,-0.00050958-0.00039053i,1.779e-05-0.0001423i,0.00026723+0.00017165i,0.00039268+0.00015193i,0.0004903+4.135e-05i,0.00020305-0.0010173i,-0.00029479-0.00099547i,-0.00028508-2.4659e-05i
-0.003322+0.00050256i,-0.0031697+0.0010994i,-0.0015836+0.0016781i,-3.0778e-05+0.001556i,0.00026202+0.0010746i,-0.00032737+0.00076395i,-0.00040882+0.00086869i,0.00034772+0.0012039i,0.00051933+0.0013666i,0.00049713+0.0013729i,0.00047149+0.0013196i,9.856e-05+0.000629i,7.1873e-05-2.7986e-05i,0.00035167+0.00061479i,0.00046095+0.0007978i,0.00061948+0.00034532i,0.00035283+6.8676e-05i,-5.3898e-05-0.00037808i,-0.00042411-0.00066293i,-0.00084012-0.00065782i,-0.0011302-6.8437e-05i,-0.0012092+5.6499e-05i,-0.0012341+0.0001759i
-0.002662+0.00031332i,-0.0015294+0.0013223i,0.0008123+0.00062768i,0.0017012-0.0004352i,0.00098014-0.00087941i,0.00023622-0.00066148i,0.00019674+0.00015392i,0.00040241+0.001414i,0.00071589+0.0021045i,0.0011844+0.0015548i,0.0015449+0.00098797i,0.0014603+0.00022754i,0.00079484+0.0004417i,0.00017677+0.00098149i,-0.0003515+0.0010913i,-0.00035407+0.00085103i,-0.00087665+0.00012417i,-0.0014101-0.00028009i,-0.0012308-0.00071121i,-0.00029471-0.00097654i,0.00060157-0.00069968i,0.00095755-0.0002234i,0.00078234-0.00013489i
-0.0007268-0.00057274i,-0.00010832+0.00075245i,-0.0014023+0.0011049i,-0.0011967+0.00090995i,-0.0011128+0.0014985i,-0.0004615+0.0012018i,0.00075714+0.00084564i,0.0011487+0.00064864i,0.0003096+0.000675i,-0.00017319+0.00025247i,0.00034503-0.00045619i,-0.00048468-0.0008487i,-0.0013023-0.00052952i,-0.00048061+7.2431e-05i,0.00060125-5.1783e-05i,0.00053075-0.0001016i,0.00032741+0.00025064i,0.00075137+0.00033742i,0.0001933-9.72e-05i,-0.00060745-0.00063167i,-0.00088918-0.00089699i,-0.0008161+2.0826e-05i,-0.00054368+0.0013527i
0.00052157-0.0013579i,-0.0012453-0.00086536i,-0.00074118-0.00059767i,-0.00031085-0.00010217i,-0.00020195+0.0007814i,-0.00047602+0.0014385i,-0.00031417+0.0017883i,0.00017731+0.00084342i,6.3397e-05-0.00052256i,-0.00079217-0.0010503i,-0.0011162-0.00092614i,1.3594e-05+1.4039e-05i,0.00047688+0.00061899i,9.5689e-05+0.0002623i,4.4919e-05+9.6399e-06i,-3.9611e-05+5.9736e-05i,-6.5021e-05-0.00066096i,0.00034094-0.0011692i,0.00030431+6.7126e-05i,0.00024253+0.00076157i,7.0044e-05-0.00041472i,0.00019467-0.0014004i,0.00056019-0.00016659i
0.00048639-0.00013886i,0.0012318+0.00031563i,0.0020482-0.0002952i,0.0017363-0.00045232i,0.0010134-0.00017229i,0.0010498+0.0002727i,0.00039655+0.0010815i,0.00032321+0.0014646i,0.00018752+0.0012111i,-0.00056335+0.00048988i,-0.00069795+0.00043875i,-0.00046522+0.00054411i,-0.0003947+0.00047769i,-0.00037999+0.00014074i,0.00074411-2.1353e-05i,0.00074183+0.00020905i,0.00035899+0.00018299i,0.0007624-0.00070274i,0.00093621-0.00073249i,0.00039233-0.00055681i,-0.00029001-0.00060651i,-0.00011369-0.0006394i,-0.00015142-0.0010012i
-0.00034539-0.00075639i,-0.00081607-6.9159e-05i,2.0057e-05-0.00059007i,0.00026017-0.0017916i,0.00068986-0.0015332i,0.00044522+5.7956e-05i,-0.00033814+0.0011533i,-0.00084339+0.00088509i,-3.0711e-05-0.00012738i,0.00096606-0.00029226i,0.00131+0.00021588i,0.0010652+0.00077072i,0.00057387+0.00096057i,0.00091861+0.00094548i,0.0012834+0.00066764i,0.00029742+0.00030731i,4.7898e-05-3.0603e-05i,0.0014531-0.00046335i,0.0014069+0.00042145i,0.0005457+0.0013492i,0.00017394+0.00087867i,0.00084533+0.00092042i,0.00098815+0.0013194i
0.00096854+7.9685e-05i,-5.9609e-05+0.00019729i,-0.00022511+0.00017856i,0.00028905+9.2992e-05i,0.00095822+6.1119e-05i,0.00063821+0.00031416i,1.0729e-07+0.00036611i,-6.531e-05+0.00084269i,1.7697e-05+0.0011395i,9.6947e-05+0.00055689i,0.00061179-0.00018891i,0.00028836-0.00067002i,-0.00044032-0.00078866i,-0.00061228-0.00033527i,-0.00033342+0.00039546i,-0.00010768+0.00087061i,0.00010859+0.00068299i,-0.00022596+0.00069168i,0.00038998+0.00019042i,0.00082006+0.00030647i,0.00031049+0.0010356i,0.00012356+0.00085259i,0.00030838+0.00062325i
-0.0016805+0.00057857i,-0.001665+0.001744i,-0.001671+0.0010105i,-0.0016977-0.00031313i,-0.00033453-0.00020717i,0.00015803+0.00057833i,0.0001899+0.00082746i,-7.4461e-05+0.0009054i,-0.00056787+0.00057582i,-0.00042132-0.00051419i,0.00012988-0.001236i,5.2896e-05-0.0010958i,-0.00039809-0.00019006i,-0.00086193+0.00026819i,-0.00094087+9.4906e-05i,-0.00044514-6.0629e-05i,3.2058e-05+0.00041633i,-9.3277e-05+0.00068473i,-0.00031915+0.00071967i,-0.00044762+0.00047683i,-0.00057481-0.00011896i,-0.00043813-0.00044073i,-0.00051956-0.00020341i
0.00085098-0.0004142i,-0.00056001-0.00015813i,-0.0012417-0.00044595i,-0.00025824+7.915e-05i,0.0004336+0.0011887i,-0.00047993+0.0014935i,-0.00034907+0.0011206i,0.00066244+0.00064022i,0.00091147+0.0003628i,0.00047484+9.3318e-05i,0.00048014+3.5495e-05i,3.2544e-05+0.00025623i,-0.0011669+0.00092535i,-0.0012012+0.0011868i,-0.00048814+0.0007298i,-0.00056639+0.00035548i,-0.00057278+0.00036932i,0.00053269+0.0002481i,0.0013072-0.00010752i,0.00074232-0.0005605i,0.00016525-0.00019511i,0.00016668+0.0004668i,-0.00022808+0.00052841i
-0.0013764+0.0010819i,-0.00037497+0.00061219i,0.00075438+0.00026286i,0.0016413+0.00073267i,0.0011763+0.0009513i,0.00060235+0.00068959i,0.0003417+0.00065048i,0.0007772+0.0014115i,0.00028396+0.0007582i,-0.001183-0.0003394i,-0.0014454-0.00015727i,-0.0010997+0.00028374i,-0.00053413+3.4109e-05i,-0.00032155-8.275e-05i,-0.00026692+0.00046525i,0.0001121+0.00076929i,0.00040549+0.00029806i,0.00090441+0.00023899i,0.00094279+0.00038181i,0.00040788-0.00043938i,0.00089435-4.6976e-05i,0.0005002+0.00062876i,-0.00041832+0.00091747i
-0.00042189+0.00053458i,-0.00095826+0.0003726i,-0.00096907+0.0012247i,-0.00037802+0.00079754i,0.00078782+9.8693e-05i,0.0011183+0.00054404i,-1.4923e-05+0.0014963i,-0.00050008+0.0015627i,-0.00034028+0.0011275i,-0.00079046+0.0010209i,-0.00089241+0.00075197i,-0.00080047+0.00056451i,-0.00084473+0.00066845i,-0.00089894+0.00064423i,-0.00073515+6.0184e-05i,-0.00016804+2.4714e-05i,-0.00012995+8.9418e-06i,8.5434e-05-0.00019215i,0.00013053-0.0002426i,9.9207e-05-1.8025e-05i,-0.00014051-0.00083032i,-0.00041069-0.00082142i,-0.00051412-0.00041891i
-0.0026349+0.00020808i,-0.0030017+0.00033276i,-0.0021801-4.4789e-07i,-0.00087642-0.0012233i,0.00036496-0.00088616i,0.00084775-0.00010209i,0.0009096+9.8e-05i,0.00096482+0.00083969i,0.0005593+0.00099392i,1.6907e-05+0.0010735i,-0.00017192+0.0011356i,-0.0001239-7.5183e-05i,-0.00039244-0.00037544i,-0.00025348+0.00033648i,0.0003634+0.00062323i,0.00026238+0.00018528i,-0.00013051-4.5969e-05i,-4.9693e-05-0.00013232i,0.00021639+3.5188e-05i,9.0463e-05+0.00037106i,7.7396e-05-8.7574e-05i,-0.00014943-4.2529e-06i,-0.00053092+0.00042149i
0.0025846+0.0013311i,0.0016322+0.00074914i,0.00081419+3.506e-05i,0.00044017+0.00010433i,0.00064571+2.7009e-05i,0.00050047+0.00015432i,-9.9222e-06+0.00055468i,-0.00014064+9.4512e-05i,0.00015015-0.00016391i,0.00097643-3.7405e-05i,0.00046272-0.00066096i,-0.00032768-0.0014675i,-0.00042097-0.00050143i,-0.00042403-4.4023e-05i,-0.00028743-0.0006592i,0.00017258-0.0013831i,0.00054795-0.00093649i,0.00086192-0.00077403i,0.00085897-0.0010816i,0.00079805-0.0003791i,0.00095878-0.00043126i,0.00099081-0.00063745i,0.0011639-0.00036435i
-0.00098561+0.0017861i,-0.00070467+0.0015727i,-0.00029026+0.00078002i,0.0012091+0.00024497i,0.0020511-5.7182e-06i,0.0010922-0.00025339i,7.7328e-05-0.00034773i,0.00027417+0.0004872i,0.00056682+0.00044219i,0.00039259-0.00070937i,0.00015538-0.0014523i,-0.0004192-0.001392i,-0.00039297-0.00086795i,-0.00019842+0.00018612i,-0.00091774+0.00023678i,-0.00057252-0.00016414i,0.00042683-0.00033919i,0.00085151-0.00099232i,0.00079093-0.00054756i,0.00021545+0.00043576i,0.00010554-3.9355e-05i,0.0006526-0.00031062i,-4.6786e-07+9.1958e-05i
0.0022804-7.8571e-05i,0.0021485-0.00050698i,0.0012955-0.00012665i,0.00013908-0.00035332i,-0.00048506-0.00094814i,-0.00075193-0.0003386i,-0.00045884+0.0013811i,0.00010939+0.0017399i,-0.0003458+0.00028104i,-0.001115-0.00059844i,-0.00099195+7.6426e-05i,-0.00063209+0.00087203i,-0.00017016+0.00041979i,-0.00049366+5.0755e-05i,-0.0012613+0.00083727i,-0.00087996+0.00063298i,-0.00043217-6.4967e-05i,-7.5475e-05-9.6555e-05i,0.00056317-0.00022184i,0.00019149-0.00035409i,-0.00030961+0.00023603i,-0.00011066+0.0011952i,-7.9509e-05+0.00078271i
0.00055345-0.00039257i,-0.00016526-0.00077013i,0.0013262-0.0002223i,0.0020264-0.00028067i,0.0014275-0.00011849i,1.8748e-05+0.00099581i,-0.0008799+0.0023982i,-0.00024308+0.0022825i,-4.0772e-05+0.0013516i,-0.00080081+0.00097092i,-0.0010992+0.00096475i,-0.00010737+0.00098646i,0.00028224+0.00070835i,-0.001171-0.00018575i,-0.0014554-0.00047373i,-0.00049121+3.3194e-05i,-0.0002757+0.00024075i,0.00010669-0.00015416i,0.00053372-0.00072317i,0.00041983-0.0012511i,0.00025883-0.0010431i,-0.00017461+0.00022106i,-0.0014521+0.000425i
-0.0012835+0.00033248i,-0.00203+0.0016237i,-0.0020903+0.0020807i,-0.0006218+0.001542i,0.00061468+0.0013169i,0.0013576+0.0013106i,0.00044752+0.0012387i,-1.9662e-05+0.0015188i,-0.00037339+0.0016612i,-0.00084517+0.0014948i,-0.0007291+0.0015259i,-0.00041798+0.0013062i,-0.00023676+0.00066102i,-0.00074942+0.00049108i,-0.00078754+0.000685i,-3.7646e-05+0.0010526i,0.00030359+0.0016599i,-0.00019472+0.0017696i,0.00039808+0.0011833i,0.0012964+0.00062509i,0.00057795+0.00050475i,6.9553e-05+0.0002992i,3.0343e-05-0.000134i
-0.00042789-0.00056157i,-0.00017405-0.0011118i,0.00032576-0.00085898i,0.0010869-0.00065565i,0.0011655-0.00076585i,-0.00020429-0.00042547i,-0.00054637+0.00038211i,0.00044403+0.00042291i,0.0010232+0.00096024i,0.00132+0.00097786i,0.0016173+0.00024531i,0.0013793-0.00052513i,0.00056406-6.3526e-05i,-0.00031818+0.00033943i,-0.00030347-0.00062164i,-0.00068002-0.0014901i,-0.00091297-0.0014828i,-0.00038206-0.00062676i,0.00028749-0.00032454i,0.00012625-0.00058228i,-0.00056536-0.0006187i,-0.00045333-2.3781e-05i,-0.00055452-5.5867e-05i
-0.00067459-0.0012484i,-0.0010315-0.00093273i,-0.0010762-0.001301i,-4.866e-05-0.00075814i,2.1351e-05-1.0854e-05i,3.9495e-05+0.00022994i,5.6136e-05+0.00011405i,-0.00032811+0.00013116i,-0.00038179-0.00028606i,0.0002284-0.00070204i,0.00040928-0.00086909i,-0.0001674-0.0005967i,-0.00042371+0.00030853i,-0.00073119+0.0011314i,-0.0014174+0.0012762i,-0.0007816+0.00060355i,-0.0001165+0.00045113i,-9.2432e-06+0.00075366i,0.00050883+0.00088941i,0.00071718+0.00092721i,-0.00011688-8.0091e-05i,-0.00068726-0.00044278i,-4.4164e-05+0.00046088i
-0.0019532-0.00052498i,-0.0014534-0.00062613i,-0.00041246+0.00044833i,0.00073787+0.0010279i,0.0012446+0.00088064i,0.0011562+0.00094793i,0.00066478+0.0010818i,0.00064653+0.00053294i,5.5327e-05+0.00023228i,-0.00077402+3.8683e-05i,-0.00095728-0.00027572i,-0.00038348-7.5749e-05i,-0.00047242-7.9424e-05i,-0.00016356-0.00051804i,0.000878-0.00033231i,0.0010467+0.00044912i,0.0011748+0.00047603i,0.0010673+0.00021356i,3.5268e-06-0.00024133i,-0.0010521-0.0013272i,-0.0010654-0.001339i,-0.00049422-4.5185e-05i,-0.00076448+0.00036034i
-0.00065886+0.00065001i,-0.00069413+0.00091841i,-0.00051709+0.00083339i,-0.00013392-0.00035635i,0.00067407+0.00011281i,0.00075883+0.00095946i,7.1028e-05+0.0010815i,-0.00025478+0.0010068i,-0.00090917+0.00095184i,-0.0013192+0.0009404i,-0.00061084+0.00070543i,-0.00026101+0.00062821i,-7.2457e-05+0.00072038i,0.00045389+0.00084521i,0.0006502+0.00093726i,-0.00010884+0.00072839i,-0.00028242+0.00043448i,-0.00039968+0.00069987i,-0.00083275+0.0007231i,-0.00070689-2.5038e-05i,-0.00040537-0.00029657i,-0.00069282+0.0004179i,-0.00092992+0.00089565i
0.001083-0.0021426i,0.00051988-0.0012955i,0.00017821-0.00066243i,-0.00024045-0.00093834i,-0.0003161-0.00080411i,-0.00076943+0.00014428i,-0.00043415+0.001086i,0.00050888+0.0016424i,0.00036002+0.00080463i,-0.00015287+0.00097754i,-0.00078872+0.0015575i,-0.00067803+0.00072593i,-6.8599e-05+0.00026785i,-0.00016289-0.00028492i,0.00034823-0.00065645i,5.915e-05-0.00029756i,-0.00095587-0.00087474i,-0.00027977-0.0013448i,3.5363e-05-0.00064571i,-0.00023675-0.00049967i,-0.00013352-0.0008979i,-0.00066073-0.00063264i,-0.00056099+0.00016302i
