-0.0030071+0.00020546i,-0.002685+0.00079609i,-0.0028192+0.0013655i,-0.0010548+0.0018891i,0.0011305+0.0014944i,0.0021786+0.0001058i,0.0018258-0.00020888i,0.00088522+0.00089691i,0.0013024+0.0020575i,0.0019485+0.0017015i,0.0014908+4.2618e-05i,0.00091417-0.00067179i,0.0010553-0.00011691i,0.000708-0.00053985i,0.00046732-0.0017135i,0.00071939-0.00095691i,0.00053256-0.00011335i,0.0002237-0.00029386i,-0.00069915-0.00014204i,-0.00086177-7.7005e-05i,3.2991e-05-0.00031244i,0.00085904-9.025e-05i,0.00040182+0.00059667i
-0.00041668-0.00061288i,-0.0012549-0.0010603i,-0.0017667-0.0021528i,-0.001395-0.0022419i,-0.00069524-0.0027037i,0.00016788-0.0030505i,0.00060083-0.0017696i,0.0014582-0.00047894i,0.0017288-0.00055383i,0.00093355-0.00081948i,0.00014554-0.0006436i,0.00033867-5.1724e-05i,0.00060039+0.00024682i,0.00040826+0.0007669i,-7.1135e-05+0.00090864i,-0.00011324+0.00053171i,0.00048492+0.00059928i,0.00057734+0.00079941i,0.00061618+0.00086649i,0.00078129+0.00034967i,0.00074796-0.00010062i,0.0012844-0.00028579i,0.0012336+0.00013862i
0.00053386-0.0013454i,-0.00033813-0.0011971i,-0.00062107-0.0025975i,-0.00041391-0.0028337i,-0.00051516-0.0025217i,1.2258e-06-0.0024785i,-6.7242e-06-0.0014605i,0.0001795-0.0010195i,0.0013188-0.001525i,0.0015788-0.0011216i,0.0011046-0.0002194i,0.00048682+0.00015214i,0.00067422-0.00041417i,0.00097446-0.0011278i,0.00033977-0.00096259i,-0.00072478-0.00028137i,-0.00016531-0.00017537i,0.00013568-2.283e-05i,0.00038837+0.00070206i,0.00054497+0.00081742i,0.00042391-0.00039197i,0.00058896-0.00031757i,-5.3782e-06+0.0004965i
-0.00011419-0.00090072i,-0.001957+0.00091206i,-0.0028087+0.0014705i,-0.0015958+0.00065836i,-0.00039975-0.00082909i,-5.5069e-05-0.0014154i,0.00050943-0.0002124i,0.00075722+0.00068942i,0.0012884+8.3736e-05i,0.0012094-0.00071349i,0.00059543-0.00068602i,0.00013801-0.00054102i,-0.00041249-0.0010755i,-6.7194e-05-0.0012132i,0.00073924-0.00073468i,0.00028606-0.00064594i,-0.00016637-0.0014724i,0.00038476-0.0010405i,-4.6981e-05+0.00049758i,-0.00041068+0.00044615i,0.0001575+0.00014246i,-0.00010744+0.00027086i,-0.00027411+0.00027563i
0.0020558-0.00025335i,0.0015557-0.0012114i,0.0016851-0.0032138i,0.0016637-0.003987i,0.0020317-0.0044531i,0.0017629-0.0049424i,0.00037946-0.0022509i,0.00076116+0.00069282i,0.002094+0.00031601i,0.0017947-0.0009144i,0.00075432-0.00083477i,4.622e-05-0.00049471i,-9.589e-05-0.00047337i,-0.00016306-0.00045515i,-0.00061281-0.00011262i,-0.0005888+1.8261e-05i,-9.9492e-05-0.00025257i,0.00034289-0.00036327i,0.00043742-0.00024776i,0.00061972-0.00061684i,0.00065224-0.00048039i,0.00039187+0.00012845i,3.6764e-05+0.0006686i
0.0013814-0.001362i,-0.00031043-0.00041957i,-0.00062212-0.00092844i,0.00031227-0.002806i,0.00083878-0.0039936i,0.000649-0.0031695i,0.00043832-0.00072808i,0.0013134+0.00081237i,0.0018518+0.0001518i,0.0014155-0.00069867i,0.00081801-0.00012361i,0.00028515+0.00074984i,-0.00028962+0.00031679i,-0.00021478-0.00062275i,-0.00015208-0.00018614i,-0.00081353+0.00050814i,-0.0014431+8.43e-05i,-0.001166+0.00026838i,0.00024625+0.0013416i,0.00079588+0.0011375i,0.00035171-0.00010912i,7.7198e-05-0.00072442i,-0.00039173-0.00064534i
-0.0012272-0.0016867i,-0.00098373-0.0011864i,-0.00077402-0.0006759i,-0.00056507-0.00040629i,0.00021253-0.0010169i,0.00097641-0.0013209i,0.00053831-0.00089181i,0.00056958-0.00068419i,0.00077313-0.00042338i,8.3054e-06-0.00033216i,-0.00078857+5.9332e-05i,-0.00047713+0.00028943i,-0.00023396-0.000469i,-0.00020602-0.00066553i,-0.00014653-7.2335e-05i,-0.0010188+0.00085844i,-0.0010405+0.00074595i,-0.00053625+0.00041569i,-0.00039122+0.00072897i,0.00020787+0.00083647i,0.00078135+8.5256e-05i,0.0010481-0.00044229i,0.00058447-0.00050414i
0.0002416+0.0024206i,0.0012786+0.001222i,0.0023427+0.00090678i,0.002526-0.00025099i,0.0015335-0.0024314i,0.00013831-0.0034304i,-0.00012867-0.0011869i,0.0010571+0.00072834i,0.0019965+0.00020634i,0.0013816-0.00067559i,0.00098995-0.00096544i,0.00040104-0.00075851i,-0.00024331-0.00052833i,-0.0001408-0.00034489i,-0.00039014-0.00036371i,-0.00095841-0.00029348i,-0.00068322-0.00065307i,-0.00023682-0.0011985i,8.3565e-05-0.00073479i,0.00017121+2.85e-05i,-0.00035329-0.00028696i,-0.0005635-0.00074769i,-0.00064332-0.00075082i
0.00024022-0.0014892i,-0.00017346-0.0021399i,0.00037004-0.001645i,0.0016712-0.0015205i,0.0021989-0.0025695i,0.00080012-0.0024952i,0.00017674-0.00071023i,0.0015086+0.00094395i,0.0022882+0.00027317i,0.0016908-0.00090346i,0.00088852-0.00071501i,0.00053729+7.8932e-05i,0.00018358+0.00053126i,-3.9445e-05+0.00070026i,0.00044109+0.00019177i,0.0005938+1.093e-05i,0.00064418+0.00039467i,0.00067789-2.2641e-05i,-0.00013478-0.0013537i,0.00039741-0.0011507i,0.001122+0.00035508i,0.00067503+0.0005845i,0.00066415-0.00052285i
0.0010824+0.00059841i,0.00097603+0.00022226i,0.0007055-0.0014173i,0.00059261-0.0023791i,0.0014299-0.0026578i,0.0015905-0.0030696i,0.00069895-0.0017195i,0.0010496+0.00032383i,0.0023418+5.7043e-05i,0.0024656-0.00083883i,0.0011958-0.00074767i,0.00044259-0.0001649i,-0.00025788-0.00049331i,-0.0011844-0.00054945i,-0.0010264+0.00027548i,0.0002364+0.00035374i,-0.00042547+0.00032252i,-0.0013723+0.00054402i,-0.00080314+0.0010041i,-0.0003087+0.0014898i,-6.1978e-05+0.0011766i,0.00019027+0.00076175i,0.00021128-0.00011849i
-0.0006907-0.0004645i,0.00035277-0.00014753i,-0.00027036-1.6955e-05i,-0.00013686-4.1365e-05i,0.0010656-0.00074263i,0.0010643-0.00081677i,5.398e-05+0.00020885i,9.8892e-06+0.001325i,0.0002456+0.00079651i,0.00061261-0.00052831i,0.00090992-0.00033313i,0.00051749+0.00049639i,-0.00013776+0.00047695i,5.2847e-05+3.31e-05i,-0.00049996-0.0004267i,-0.00088061-0.00068303i,-0.00034489-0.00022855i,-0.00019337+7.9423e-05i,-1.3854e-06+0.00047063i,2.0142e-05+0.00087772i,-4.1011e-05+0.0001431i,-0.00018707-0.00041155i,-0.00053363-0.00023894i
0.0028598+0.00066713i,0.0028628-0.00014854i,0.0045527-0.0010422i,0.0038874-0.0027459i,0.0019229-0.0038549i,0.00059303-0.0016701i,0.0023522+0.0021007i,0.0074541+0.0025082i,0.010051-0.00088849i,0.0084424-0.0048359i,0.005615-0.0061627i,0.0023397-0.0042978i,-0.00052319-0.0024527i,-0.002267-0.0019439i,-0.0028769-0.0014531i,-0.0019838-0.00063975i,-0.00054158+0.00028587i,8.49e-06+0.00086081i,-7.306e-06+0.0005162i,0.000655+4.1591e-05i,0.001038+7.722e-05i,-0.00010596+0.00064465i,-0.00052326+0.00058679i
-0.0012921+0.0012839i,0.00011836+0.00061228i,0.0011859-0.00019053i,0.001675-0.0013382i,0.0017586-0.0027215i,0.0017533-0.0035979i,0.0010788-0.002274i,0.0010341-0.00034991i,0.0017439+0.00062347i,0.0016936-0.00014318i,0.00074151-0.00069563i,0.00022056-0.00018366i,0.00055696-0.00049859i,0.00031114-0.00072163i,-0.00025123-0.00042838i,-0.00038824-0.00056414i,0.00074951-0.00058198i,0.0010271-0.00031927i,-0.00020824+7.6433e-05i,-0.00044748+0.00086448i,0.00036227+0.00096756i,0.00051392+0.00010135i,1.2874e-05-0.00025054i
0.00038289+0.00058061i,-0.00039784+0.00060962i,0.00027523+0.0006318i,0.0013645-0.00014391i,0.0015819-0.0019975i,0.0016191-0.0032075i,0.00084673-0.002099i,0.00039938-0.00060489i,0.001177-3.7403e-05i,0.00071188+0.00021919i,-0.00014817-0.00034302i,0.00030461-0.00060096i,7.7719e-05-5.7742e-05i,-0.00059426+0.00014466i,-0.00020933-0.00072745i,0.00053726-0.0007835i,0.00058304+2.955e-05i,0.00051735+0.00018681i,0.00049882+0.00026011i,0.00027067+0.00077101i,-0.00014236+0.0012342i,-0.00036894-8.3448e-05i,9.0735e-05-0.00078205i
0.00062027+0.00058358i,0.00080078+0.0011392i,0.0012237+0.00034424i,0.0026038-0.0013293i,0.0031057-0.0021959i,0.0020893-0.0024568i,0.00085073-0.0012155i,0.00090665+0.00019438i,0.0019848+0.00011172i,0.0015242-0.0004646i,0.00095541-0.00047292i,0.0010536-0.00063762i,0.00035818-0.0011384i,0.00018318-0.00076093i,-0.00046691+0.00015149i,-0.0014542-4.6453e-05i,-0.0011306-0.00032078i,-0.00054109-0.00022783i,-0.00033384+6.1364e-06i,-0.00063446+0.00011891i,-0.00048873+0.0007674i,-0.00050307+0.00075183i,-0.00029717+7.8436e-05i
0.0015746-0.00055142i,0.0017794-0.0010595i,0.0012019-0.0021096i,0.00037352-0.0028608i,0.00021206-0.0037247i,0.00039282-0.0031938i,0.00027739-0.00035393i,0.00039694+0.00098691i,0.00084716-0.00010758i,0.00055689-0.0012117i,-5.2082e-05-0.0013167i,0.00014607-0.0013346i,0.00034236-0.0014902i,-0.00012198-0.0012098i,-0.00041817-0.00021253i,-0.00052437+0.00023534i,-2.9576e-06+0.00035419i,0.00054881+0.00020644i,0.0004474+0.00012932i,0.00054691+0.00046611i,0.00059911+0.00075601i,0.0004929-3.357e-05i,0.00043796-0.00047556i
-0.00052595+0.00070299i,-6.8803e-05-0.00015607i,0.00050355+2.5686e-05i,0.0014752-0.00039396i,0.0015292-0.0026767i,0.000554-0.003898i,-0.00067642-0.0025949i,-0.00044181-0.00052745i,0.0010392+3.0363e-05i,0.0014287+8.8974e-05i,0.00085197+0.00025631i,0.0010911+0.00052523i,0.0013362+0.00094778i,0.0010282+0.0010254i,0.00063648+0.00033458i,0.00018083+0.00031366i,-0.00022856+0.00052628i,-0.00020329+0.00094506i,0.00073289+0.0015529i,0.0006697+0.0010579i,-0.00036179+0.00016842i,-0.00019398-0.00055362i,0.00047011-0.00092098i
-0.00076716-4.2901e-05i,0.00036721+0.0006464i,0.0014606+1.4521e-05i,0.002104-0.00089806i,0.0025355-0.0017167i,0.0023618-0.0021652i,0.0016739-0.0012293i,0.00080963-3.6755e-05i,0.0012166+0.00030937i,0.0014346+0.00027413i,0.0011052+0.00032401i,0.0010342+0.00041788i,0.0010927-3.6085e-05i,0.00069387-0.00071527i,-0.00018122-0.0008344i,-0.00029391-0.00030858i,-0.000381+1.6239e-05i,-0.00016856+0.00031349i,-0.00034004+0.00082747i,-0.00043314+0.00067607i,0.00040796-0.00014537i,0.00073126-0.00051707i,-0.00012046-0.00077961i
0.0004825+0.00021396i,0.00061875-0.000228i,0.00073782-0.00091813i,0.00073464-0.0023224i,0.0016037-0.00374i,0.0016183-0.0038009i,0.00062764-0.0022216i,0.00056337-0.00031507i,0.00098256+9.7632e-05i,0.00098632-0.00064919i,0.00031898-0.00095491i,0.00041077-0.00059187i,0.00044671-0.00024592i,-0.00049828-0.00070193i,-0.0010763-0.00083406i,-0.00055266-0.00070474i,-0.00026474-0.0010189i,-0.00073087-0.00053879i,-0.00051839+0.00053766i,-0.00026999+0.00055166i,7.7225e-05-0.00017661i,0.00021679-0.00023258i,-0.00074329-0.0002274i
-0.00041312+0.0001103i,0.0001943-8.9755e-05i,9.5048e-05-0.00037095i,0.00033467-0.00078388i,0.00085253-0.0016112i,0.000459-0.0017709i,-0.00038031-0.00042795i,-0.00083835+0.00046834i,-6.7999e-05+0.00041685i,0.00040876-0.00035542i,0.00014088-0.00023578i,-0.00028423+0.00026455i,-0.00039113+7.5022e-05i,-0.00021521-0.00030502i,-0.00014906-0.0006313i,-3.1882e-05-0.000637i,0.00035057-0.00010545i,0.00049332+0.0005085i,3.1239e-05+0.0012427i,-3.1823e-05+0.0013912i,-5.6385e-05+0.00098508i,0.00035195+0.0001225i,0.00062809-0.0008684i
-0.0012876+0.0027605i,0.00052967+0.0031503i,0.0018827+0.0028078i,0.0029434-3.8763e-05i,0.0038779-0.0031952i,0.002631-0.0038504i,0.00083364-0.0019438i,0.00044887+0.00041788i,0.00066963+0.00066409i,0.00095065-0.00088005i,0.001-0.00074148i,0.00044408+0.00032593i,8.7354e-05+0.0001523i,-0.00013908-0.00035105i,-0.00030767-0.00010827i,-7.5613e-05+0.00050575i,-1.9607e-06+0.00064263i,7.4396e-05+0.00081814i,0.00037405+0.00077587i,0.00027556-0.000205i,6.0953e-06-0.00057617i,-9.3563e-05-0.00028185i,0.00036487-0.00057621i
-0.00044927-0.00164i,-0.00063897-0.0023422i,-0.0014291-0.0022157i,-0.0008199-0.0019678i,0.00095903-0.0020245i,0.001271-0.0012612i,0.000712-0.00056573i,0.0014594-0.0010236i,0.0018331-0.0015097i,0.0011887-0.0015348i,0.00076552-0.00084322i,-5.2603e-06-0.00027911i,-9.3375e-05-0.00054928i,0.00063056-0.00061129i,0.00096457+0.00017851i,0.00038568+0.00087561i,-0.00035323+0.0011529i,-0.00041341+0.0011528i,-0.00065958+0.00079331i,-0.00095739+0.00039707i,-0.00055235+0.00030495i,-0.00020211+0.00066556i,-0.00051654+0.00081912i
0.00093215-0.00044967i,-0.0001117-0.0019629i,-0.00033786-0.0029709i,-0.0011802-0.0035696i,-0.00064239-0.0040958i,0.0002337-0.0026259i,0.00016211-0.0012131i,0.00061528-0.00072964i,0.00098874-0.00080786i,0.0011766-0.0017999i,0.0013089-0.0015471i,0.00033816+0.00050293i,7.065e-05+0.00082746i,0.00077765-0.00035638i,0.0011966-0.00086011i,0.0010099-0.00058251i,0.00014+0.00024935i,-0.00055546+0.00032975i,0.0003389-3.1765e-06i,0.00099564+0.00039501i,0.00072727+0.0010347i,0.00062244+0.00013727i,4.1562e-05-0.00042107i
0.00081202+0.0017123i,0.00077378+0.00045803i,0.0021221-0.0010161i,0.0029724-0.0018853i,0.0031459-0.0036221i,0.0015871-0.0041648i,-0.00025064-0.0025496i,8.0849e-05-0.00039225i,0.00093904+0.00052158i,0.0014967+0.00050153i,0.0010694+0.00063483i,0.00021733+0.00019306i,-0.00096862-9.7301e-05i,-0.0011348-0.00043067i,-0.00021823-0.00068925i,-0.00080645-0.00053493i,-0.001586-4.0838e-05i,-0.0010059+0.00059767i,3.323e-05+0.00025388i,0.00061085-0.00060935i,0.00043234-0.00071718i,-0.00013156-0.0006953i,-0.00018948-0.00035971i
-0.00054993-0.00084218i,-0.00098034+0.00033327i,-0.00043563+0.001359i,0.00095468+0.00068229i,0.0016092-0.001504i,0.0013311-0.0023258i,0.00027342-0.00088312i,-0.0001879+0.00081962i,0.00099373+0.0012341i,0.0015717+0.00013631i,0.0014896-0.00024886i,0.0014949+0.00039341i,0.00089956+0.00069513i,0.00010912+0.00034204i,-0.00024443-0.00014071i,8.2872e-05-0.00091823i,-0.00043111-0.0010414i,-0.0010103-0.00083384i,-0.00035946-0.00025586i,0.00017677+0.00035511i,-0.00028008+0.00046886i,-0.00043619+0.00055248i,-0.00034684-2.6455e-05i
-0.00077354-0.0023491i,-0.0011381-0.0028114i,-0.0010467-0.002898i,-0.00054643-0.0019164i,0.00053054-0.0027368i,0.0010984-0.0029149i,0.0011582-0.00091159i,0.0010014+0.00086884i,0.0015475+0.00010139i,0.0018715-0.00060627i,0.0014523+0.00027697i,0.00088835+0.00049328i,0.00035683-0.00026643i,0.00063684-0.00026955i,0.00084826-9.1045e-05i,0.00044873-0.000285i,0.0006728-0.00016637i,0.0010777+0.00031844i,0.00075351+0.00053937i,0.00050472+0.00030934i,0.00041559+0.00020024i,6.831e-05+2.0243e-05i,0.00023841-0.00089552i
0.0023637+0.00053414i,0.0040927-7.6313e-06i,0.005017-0.00043898i,0.0044359-0.0025688i,0.003392-0.004561i,0.0016838-0.0040805i,-3.0994e-05-0.0017809i,-0.00022433-0.00036846i,0.00025598-0.00018996i,0.0008164-5.8025e-06i,0.00056052+0.00037437i,-0.00010053+0.0002608i,-0.00055968+0.00043265i,-0.00098817+0.00015734i,-0.00088947-5.5178e-05i,-0.00062814+0.00033832i,-9.064e-05+9.082e-05i,0.0005336+0.00033383i,0.00044211+0.00043915i,0.00023193+0.00027864i,0.00030092-4.9842e-06i,-0.00012625+1.5604e-05i,-0.00085421+0.00013954i
0.00094294+0.00088409i,0.00052401-0.00051239i,0.0006106-0.0021835i,0.00086145-0.0027107i,0.00077334-0.0036513i,-1.2817e-05-0.0033836i,-0.00010556-0.0016066i,0.00089069+0.00038229i,0.0018637+0.00073377i,0.0015136+1.4416e-05i,0.00056934-0.00066891i,0.00058233-0.0011062i,0.00051793-0.00050063i,3.6684e-05+0.00041269i,1.6141e-05+0.00053221i,0.0001813+0.00055038i,0.00027272+0.0001963i,0.00027634-0.00030224i,0.0002486+0.00015757i,0.00026533+0.0008078i,0.00057707+0.0006139i,0.00053326+0.00023078i,6.4961e-05+3.6216e-05i
0.002592+0.00022217i,0.0025762-0.00023609i,0.0029134-0.00082012i,0.0025262-0.0024875i,0.0020601-0.0036676i,0.00078562-0.0032277i,-0.00083601-0.001305i,-0.00067245+0.00032192i,0.00076448-0.0004226i,0.0016656-0.00090144i,0.00062071-0.00060064i,-0.00030337-0.00098101i,-0.00011257-0.0009198i,-0.00018576-0.00012079i,4.1092e-05-0.00012358i,-2.7962e-05-0.00039317i,6.9699e-05+0.0003478i,-3.4825e-05+0.00032151i,-0.00023301-0.00044902i,0.00047388-0.00037965i,0.0010691+0.00026217i,-8.2904e-05+0.00028229i,-0.0010081-0.00030783i
-0.0012334-0.0014389i,-0.0015843-0.0018493i,-0.0010617-0.0022132i,-0.00016847-0.0013708i,3.6403e-05-0.001193i,0.00033591-0.0024594i,0.00015128-0.0016942i,0.00018268-0.00022154i,0.00090941-1.2811e-05i,0.00059669-0.00041128i,0.00032103+0.00028575i,0.0008151+0.00067251i,0.00043287+0.00021981i,-0.00034018-0.00016404i,-0.00023399-0.00047524i,7.2377e-05-0.00048704i,-0.00034929-4.6669e-05i,-0.00050376+0.00065483i,6.5374e-05+0.0012263i,-9.9962e-06+0.00079319i,-0.00023694-0.00026756i,5.9874e-06-0.00045158i,9.1677e-05-3.5171e-05i
0.001416-0.00033521i,0.0022799-0.00035055i,0.0016384-0.0022155i,0.0015584-0.0032993i,0.0026658-0.0040243i,0.0021156-0.0034192i,0.00079687-0.0014568i,0.0004969-0.00022547i,0.00062072-0.00015113i,0.00097304-0.00082982i,0.00099603-0.00028438i,0.001186-2.2703e-05i,0.0010676-7.0633e-05i,0.00015661+0.00039699i,0.00020161+0.00044664i,0.00048831+0.00019339i,-0.00012523+0.0004975i,0.00029628+0.001042i,0.00069609+0.0010552i,0.00043026+0.00055178i,-4.3169e-05-0.00021056i,-0.00024435-0.00028844i,-0.00036958-0.00028921i
-0.00097773+0.0011888i,-0.0012239+0.0012187i,-0.00056409+0.00078765i,0.0007168+0.00021549i,0.00073764-0.0014481i,-0.00037384-0.0029614i,-0.00025395-0.0020858i,0.00081145-0.00031694i,0.0015648+0.00035104i,0.00090202-0.00057342i,0.0003684-0.000107i,0.00069329+0.00029439i,0.0006526-0.00012326i,-0.00012691-0.00010406i,-0.00076995-0.00071523i,-0.0013741-0.00098801i,-0.0005827-0.0012328i,2.9267e-05-0.00057325i,0.00023301+0.00065569i,0.0004162-6.6172e-05i,0.00024163-0.00084323i,0.00033991-0.00039208i,0.00061996-0.00018376i
0.0012646-0.0024358i,0.00060986-0.0027331i,-0.000127-0.0025603i,-0.00043565-0.0023342i,-5.9524e-05-0.0025642i,-0.00017155-0.0020245i,-0.00040608-0.00073857i,0.00061276-2.6796e-06i,0.001753-0.0011659i,0.0016143-0.0013496i,-0.00023073-0.00064992i,-0.0010255-0.00037385i,-0.0004105-0.0002063i,0.00013847-0.00020488i,0.00040932-0.00010547i,-5.5015e-05+0.00024698i,-0.00088395-0.00010997i,-0.0013296-0.00094272i,-0.0009578-0.0009641i,-0.00031755-0.00059967i,1.7157e-05-0.00053592i,0.00038341-0.00044261i,0.00059087-0.00016163i
-0.00057866+0.00062953i,-0.0016843+0.0010236i,-0.0012159+0.00097906i,0.0010369-0.00049104i,0.00307-0.0024447i,0.0023601-0.0033413i,0.0016908-0.0017516i,0.002161+0.00020954i,0.0016172+0.00040249i,0.00085303+6.9619e-05i,0.00081783-0.00047516i,0.00054706-0.00027133i,0.00017687+3.4329e-05i,0.00079733-0.00033962i,0.00059768-0.00024899i,-0.00040593-0.00023071i,-0.00053482+0.00019158i,-0.00024987+0.00088008i,-0.00012822+0.00070131i,0.00020281-1.7565e-05i,0.0003852-0.00081107i,0.00041199-0.0011172i,7.7616e-05-0.0003484i
-6.6286e-05-0.0010754i,-0.00013935-0.0022504i,0.00048983-0.0022709i,0.0012295-0.0020685i,0.0010241-0.0029166i,7.6144e-05-0.0034744i,-0.00052099-0.0022899i,3.8064e-05-0.00064213i,0.00032265-0.00025698i,0.00017899-0.00077201i,8.7533e-05-0.00075628i,0.00046169-0.00066792i,0.00029228-0.00037648i,-0.00042201-0.00041889i,-0.00097203-0.0005548i,-0.00097743-0.00076173i,-0.00031797-0.00066939i,-0.00030052-5.5303e-05i,-0.00050387+4.4151e-05i,-0.00049385-0.00039983i,-0.00080947-0.0014427i,0.00016114-0.0021017i,0.00030362-0.0012097i
-0.0001883+0.00016093i,-0.00029611+5.7465e-05i,7.5264e-05-0.0018759i,0.0011322-0.0023356i,0.0015769-0.0025471i,0.001089-0.0029344i,4.7438e-05-0.0020843i,1.4013e-05-0.0013879i,0.0005206-0.00066009i,0.00057311-0.00035563i,0.00048293-0.00038429i,0.00024827-0.00040583i,0.00023501-1.7476e-05i,-0.00035592+0.00045786i,-0.00077992-0.00021424i,-0.00062967-0.00050629i,-0.00049967-0.00012409i,0.00014809-0.00021636i,0.00040976+6.9822e-05i,0.00073266+0.001171i,0.0014293+0.00095463i,0.0005398+0.00026105i,-0.00063376-0.00021933i
-0.00022277-0.0015553i,0.00033097-0.0017876i,0.00025793-0.00073836i,0.0002105-0.00091269i,6.1729e-05-0.0026231i,0.0004152-0.0028546i,0.00043084-0.0015169i,0.00047317-0.00072112i,0.00093765-0.00052635i,0.0008135-0.00041477i,0.00037403-3.9949e-06i,-0.00040069+0.00069499i,0.00021941+0.00048366i,0.0011631-0.00025372i,0.00065718-0.00024021i,-0.00043276+9.2638e-05i,-0.0008613+0.00012536i,-0.00052564+0.00010654i,-0.0006819-0.00020504i,-0.00018594-0.00032091i,0.00033266-8.235e-05i,0.00024299-0.00038664i,-0.00038773-0.00052525i
0.00081171-0.00010143i,-0.00054905-0.00039011i,-0.00043972-0.00075882i,0.0016586-0.0015508i,0.0016621-0.0026977i,0.00098444-0.0028796i,0.00091275-0.0019342i,0.0011537-0.00059645i,0.001005+0.00046937i,0.00072116+0.00045431i,1.8641e-05+0.00031111i,0.00010189+9.054e-05i,0.00072203-0.00013444i,0.00021273-0.00047328i,-0.00011806-0.00066033i,-0.0004239-0.00031624i,-0.0005176+0.00044733i,-0.00048984+0.0014288i,0.00033184+0.0016387i,0.00082412+0.0012075i,0.00016539+0.00042614i,-6.36e-05-0.00057831i,0.00026804-0.00091473i
0.00085126+0.00027274i,0.00093304+0.00058909i,0.0014376+0.00081789i,0.0017184+0.00049928i,0.0016955-0.00061857i,0.0018337-0.0015896i,0.00049728-0.0008584i,0.00017063-0.00025358i,0.00099999-0.00073459i,3.3403e-05-0.00086582i,-0.00022485-0.00049643i,0.00023632+0.00012389i,-0.00020468+0.00030359i,-0.00023482+0.00010963i,-0.00075426+8.0962e-05i,-0.00061327-0.00031405i,-0.00040168-0.00010751i,-0.00068479+0.00088283i,-0.00050591+0.00072559i,-0.00023577+0.00036188i,-0.00026105+0.00030783i,-0.00038378+6.4876e-05i,-3.1617e-06-8.851e-06i
0.00094861+0.00022058i,-0.00040394+0.00036849i,-0.0006956-0.00055106i,0.00081246-0.0012131i,0.0019644-0.0023433i,0.0013054-0.0028953i,0.0010414-0.0015214i,0.0020456-3.8575e-05i,0.0027608-0.00011252i,0.0021063-0.0006008i,0.001705-0.00079854i,0.0013975+0.00011683i,9.7685e-05+0.00064296i,-0.00079696-0.00070967i,-0.00074567-0.0010361i,-0.00038752+2.2318e-05i,0.0001596+0.00068152i,0.00023959+0.00048668i,0.00023948+0.00089361i,-0.00060857+0.0012104i,-0.0007915+0.0006927i,0.0001934+0.0003651i,0.00021933+2.653e-05i
0.00062517-0.00017438i,0.0013475-0.0011795i,0.0028576-0.002473i,0.0027152-0.003065i,0.0017819-0.0034979i,0.00066129-0.0036158i,7.4628e-05-0.00189i,0.00065307+0.00042879i,0.0014954+0.00061333i,0.0011156-0.00044353i,0.000798-0.00057085i,0.00030842+0.00011844i,-0.00048892+7.2787e-05i,-0.00055423-7.5186e-06i,-0.00056396+0.00012621i,-0.00023725+0.00039876i,-0.00039263+0.00094257i,-0.00043354+0.00083076i,-0.00018486+0.00068662i,0.0001484+0.00074987i,0.00015327+0.00045585i,-0.00017636+0.00015435i,-0.0013801-0.00055092i
-0.00077316+0.00011805i,-0.0010619-0.00015828i,-0.00066541+0.00036412i,0.00066061-0.00020419i,0.0014808-0.001729i,0.0013496-0.0014877i,0.00049695-0.00062623i,0.0006816+0.00034194i,0.0014725+0.00097837i,0.0013641-0.00015912i,0.00088227-0.0010746i,-0.00012415-0.00070683i,-0.000774-0.00081462i,-0.00051478-0.0013043i,-0.00042341-0.0010013i,-0.00010121+0.00025986i,-0.00020213+0.0014717i,-0.00025087+0.0015892i,-0.00025466+0.00032129i,-0.00010539-0.00025434i,0.00036682-0.00015384i,8.964e-05-0.00026987i,-0.0005091-0.00011558i
-0.0012581-0.00065133i,-0.00041505-0.0013837i,-0.00047348-0.0019442i,0.00022143-0.0013229i,0.0012844-0.00094719i,0.00117-0.0014828i,0.00072304-0.00098068i,0.0014706+0.000144i,0.0019381+0.00063091i,0.0010485-0.00032293i,0.00032701-0.0016477i,-4.1046e-05-0.0015901i,-0.00013314-0.00055905i,-0.00052324-0.00015659i,-0.00077871-0.00037457i,-0.00071252-0.00030381i,0.00019872+7.4207e-05i,-0.00010762+7.4044e-05i,-0.00064665+0.00019235i,-0.00011663+0.00023218i,-6.5516e-05+0.0004052i,0.00032952+0.00035918i,0.0010922+0.00033684i
-0.0005268+0.00060185i,-0.00011512+0.00087212i,0.00036527+0.00074388i,0.0013905+0.00081033i,0.0020702-0.00057785i,0.0014914-0.0017886i,0.00052693-0.00073189i,0.00055655+0.00046382i,0.00099845-0.00013564i,0.0019025-0.00037397i,0.0018667-0.00014078i,0.0010934-0.00066336i,0.00067922-0.00032338i,0.000555+0.00011892i,0.00028846+0.00054736i,0.00014654+0.00030117i,0.00017118-7.6521e-05i,-4.3036e-05+0.00039042i,-4.6437e-05+0.00084032i,2.9997e-05+0.0007187i,0.00055526+0.00012694i,0.00029255-9.1974e-05i,-0.00015951+0.00018145i
