-0.0044995+0.00029811i,-0.0028229+0.00027205i,-0.0025874+0.0015561i,-0.0017205+0.0021627i,0.00022039+0.0020763i,0.0014128+0.0015899i,0.00086787+0.00095434i,0.00052049+1.0598e-05i,0.00021027+0.000211i,-0.0002293+0.00042823i,-0.00030037-0.0006351i,-0.00056837-0.0014788i,-0.00096946-0.0016657i,-0.0017178-0.00097333i,-0.0018312-0.00045073i,-0.00094772-0.00013515i,-0.00036992-0.00037227i,0.0001813-0.00087216i,0.00015058-0.0002999i,0.00080597+0.00065566i,0.00097614+0.00010892i,-0.00028675-0.0005569i,-0.00086472-6.6075e-05i
0.001921-0.00020347i,0.0020551-0.00096732i,0.0028579-0.0024442i,0.0014275-0.0032491i,-5.4468e-05-0.0025363i,-0.0001689-0.0011466i,0.00036429+0.00045204i,-4.4564e-05+0.0011335i,1.4984e-05+0.00057389i,0.0003654+0.00027296i,-4.8428e-05+0.00019799i,0.00029228+7.7879e-05i,0.0010259+0.00037476i,0.0015124+0.00079475i,0.0015005+0.0014498i,0.00066143+0.001319i,-0.00019855+0.00061433i,-0.0004587+0.00030852i,-0.00082106-0.00025703i,-0.0009397-0.0004361i,-0.00013911-0.00047765i,0.00063486-0.00018398i,0.00081706+0.00026399i
0.00024087-0.001986i,-0.00015286-0.0024054i,-0.0013263-0.0023177i,-0.0014144-0.00098667i,-0.0010694+0.00033707i,6.7806e-05+0.00073729i,0.00091811+0.00025646i,0.00062667+0.0007681i,0.00039492+0.00063971i,-0.00011102-0.0001525i,-0.00017143-0.00038737i,-0.00013001+2.8775e-05i,-0.00078333-0.00020534i,-0.00061431-0.0009032i,0.00017171-0.00084844i,-0.00012366-0.00077614i,-0.0012138-0.00036192i,-0.0012225-9.1247e-05i,-0.0007179+6.9319e-05i,-0.00070481+0.00059831i,-0.00039096+0.0012105i,0.00022823+0.0019184i,-0.00044414+0.0012408i
0.0025744+0.00075927i,0.003664-0.00022242i,0.0033506-0.0010832i,0.0022613-0.0011087i,0.0017656-0.00041853i,0.0010556-0.00016026i,-6.715e-05-1.7161e-05i,-7.6465e-05+0.00032733i,0.00038505+8.4408e-05i,-0.00059029-0.00032514i,-0.0015912-0.0006473i,-0.0012078-0.00093978i,-0.00039507-0.00045964i,-0.00020637+0.00015731i,-0.00024877+0.00029353i,0.00023776+0.00026776i,-0.00022564-2.3455e-05i,-0.0016326+8.5901e-05i,-0.0012133+0.00056889i,0.00045266+1.9694e-05i,0.00088126-0.00061469i,0.0011582-9.7044e-05i,0.00026552+0.00037217i
0.0005009+0.00099859i,0.00025647-0.0001058i,0.00029647-0.0016305i,0.00036284-0.0016186i,0.00041585-0.0014104i,0.00054748-0.0009164i,0.0013506+1.9274e-06i,0.0022488+0.00066249i,0.0018563+0.00031326i,0.0009067-0.0009233i,-6.4005e-05-0.0015447i,-0.00043673-0.00040743i,-0.00049735+0.00019286i,-0.00062464-0.00014157i,-0.00030104+1.5807e-05i,-0.00022248-4.3386e-05i,-0.00058352-0.00015929i,-0.0002616-3.8269e-05i,0.00073969-0.00025383i,0.00023037+2.4489e-05i,-0.00086602+0.00096709i,-0.0011522+0.00086603i,-0.0010586+0.00026441i
0.0021201+0.00072327i,0.0018426-0.00083001i,0.00097867-0.0011439i,0.00053167-0.00016702i,0.00014265-0.00048871i,0.0005763-0.0010331i,0.00088746-0.00060557i,0.00013642+7.3799e-05i,-0.00055878+0.00047899i,-0.00052958-3.6841e-05i,1.9548e-05-0.00051146i,0.00086836-0.00019816i,0.00039085+8.6233e-05i,-0.00065718+9.5598e-05i,-4.713e-05-0.00037521i,0.00021892-0.00057552i,-0.00025204+0.00039498i,-0.00039326+0.00044731i,-0.00059943+0.00024888i,0.00015129+0.0012302i,0.00074681+0.00097503i,0.00036536+0.00017339i,0.00025265+4.1469e-05i
0.00046853-0.00089504i,0.00071117-0.00069893i,0.00020627-0.00097489i,0.0001415-0.0012735i,-0.00026352-0.0010027i,6.4257e-05-0.00086284i,0.000242+0.00034578i,-0.00032498+0.000765i,-0.00013824+9.9373e-05i,0.00011078-0.0004688i,-0.00032005-0.00020035i,-0.00074571-0.00013635i,-0.00086008+9.9952e-05i,-0.00014821+0.0012659i,0.00072468+0.0014642i,0.00043801+0.00085323i,0.00035182+0.00057603i,0.0011097+0.00027341i,0.001457-5.4271e-05i,0.0010259-0.00051846i,8.6569e-05-0.0007049i,-0.00025807-0.00062892i,0.0004444-5.2749e-05i
-0.00070771-0.0010692i,0.00050902-0.0010283i,0.001537-0.0008771i,0.001049+0.00044911i,0.00050365+0.0010645i,0.001117+0.0008066i,0.0013909+0.00078931i,0.00049464+0.00072689i,6.7897e-06-0.0001637i,0.00033926-0.00016168i,-0.00012576-3.3156e-05i,-0.001029-0.00063903i,-0.0011329-0.00067257i,-0.00043138-3.6877e-05i,0.00047847+6.2839e-05i,0.00095188+0.00042966i,0.00012703+0.0010884i,-0.00047067+9.9266e-05i,-0.0003005-0.00039363i,-2.3978e-05+0.00031939i,0.00029932+0.00051983i,0.00036565+0.00037069i,0.00035601+6.8065e-05i
0.0016136+0.00021268i,0.0015971-0.00043486i,0.0018442-0.00044219i,0.0010365-0.0010074i,0.00037622-0.0013078i,0.00025195-0.00012374i,4.7691e-05+0.001008i,0.00053561+0.0013129i,0.00039454+0.00042483i,-0.00046765-0.00067955i,-0.00058643-0.00060096i,-0.00055609+6.7226e-05i,-0.00011248+0.00031411i,0.0004422-0.00027533i,0.00052577-0.00030274i,-0.00025558+0.00016676i,-0.0011123+0.00016247i,-0.00056116-0.00018757i,-5.1409e-07-0.00016886i,3.5067e-05+5.7598e-05i,-0.00026741-0.00025049i,3.778e-05-0.00043983i,7.7159e-05+0.00018954i
0.00055546-0.00027249i,0.0001414-0.00080538i,-0.0010788-0.00086817i,-0.00077365-0.0003863i,0.00069453-0.0006338i,0.0006743-0.0011448i,-6.7183e-05-0.00026931i,6.4214e-05+0.00050146i,0.00036093-0.00026128i,0.00046715-0.00060059i,0.00091604-0.0010626i,0.00053141-0.0010411i,-0.00018134-0.00099099i,-0.00085651-0.00070785i,-0.00089359-0.00022692i,-0.00050725+0.00014965i,-0.00058917+0.0003403i,0.00025562+9.3002e-05i,0.00069159+5.729e-05i,0.00027074+0.00051153i,0.00012211+0.00044857i,-0.0001802+0.00041509i,-0.00062666+0.000524i
-0.0011478-0.0015181i,-0.00076961-0.00069616i,-0.00060599-0.00048898i,-0.00025159+5.3632e-05i,0.00037828+0.00060494i,0.00049845+0.00075783i,-0.00028461+0.00047974i,-0.00032598+0.00016356i,-0.00024917+0.00015476i,-0.00039558-1.7959e-05i,-0.00045082+0.00047089i,-0.00099972+0.00060659i,-0.00063643+0.00035125i,0.00044372-0.00019367i,-3.6173e-05-0.0010886i,-0.0011078-0.0016562i,-0.00026168-0.0010527i,0.00035102-0.00070177i,-6.1248e-05-0.00097207i,-0.00058515-0.00050787i,-0.0013025+0.00042799i,-0.00078732-1.8943e-05i,-0.00028645-0.00070607i
0.00090783-0.00038574i,0.00073003-0.0013858i,0.00089795-0.002065i,0.00027992-0.0014753i,-0.00049905-0.00035905i,-0.00041353+0.00053796i,0.00017374+0.0010476i,0.0010693+0.00087875i,0.0013528+0.00044615i,0.00015288+0.0002158i,-0.00076856+0.0002735i,-0.0010801+0.00052431i,-0.00041161-6.9885e-05i,0.00025721-0.00087799i,0.00042877-0.0013991i,0.0005838-0.00079719i,0.00015559+0.00041458i,-0.00056296+0.0006355i,0.00028465+0.00054387i,0.0010297+0.00040016i,0.0002373-0.00028194i,0.00052904-0.00041866i,0.00057825-7.481e-05i
0.00046243-0.002284i,0.0006254-0.002102i,0.0010361-0.0013332i,0.00042768-0.00064059i,-0.00068275-0.00085751i,-0.00087456-0.00077614i,0.00027831+0.00024664i,0.0013291+0.00018801i,0.0010896-0.00028899i,-0.00018487-2.0582e-05i,-0.00094885+0.00023127i,-0.00032942-0.00038726i,0.00035296-0.00073545i,0.00092091-0.0002471i,0.0011495+0.0010742i,0.00046775+0.0015284i,-0.00040886+0.00069873i,-0.00018218+0.00053004i,-0.00020626-5.1542e-05i,-0.00070531-0.00074988i,4.0728e-05-7.7776e-05i,0.00066595+0.00079259i,0.00044242+0.00020339i
-0.00028945-0.00028818i,-0.00049337-4.6793e-05i,0.00032569+0.00055461i,0.00042853-9.1818e-05i,0.00040625-0.0014172i,0.00010252-0.00075658i,0.00027623+0.0002475i,0.0010627+0.00080971i,0.00060064+0.00030326i,4.6209e-05-0.00036877i,3.8931e-05+0.00014257i,-9.0251e-05+0.00062258i,0.00023285+0.00035644i,0.00085445+0.00013244i,0.0010806-0.0005982i,0.00050474-0.00012169i,-0.0005601+0.00073611i,6.4614e-05+0.00055761i,0.001148+0.0001583i,0.0010507-1.3368e-05i,0.00064007-0.00054389i,2.5731e-05-0.00039687i,-0.00068175-4.2202e-05i
0.0021024-0.00062817i,0.0016851-0.0010501i,0.0009127-0.0010658i,0.0010846-0.00090556i,0.0010861-0.0013809i,0.00026359-0.00096885i,-4.2586e-05+0.00018035i,0.0010643+0.00039927i,0.0012891-0.0007615i,0.00030169-0.0016204i,-0.0004124-0.0011142i,0.00012808-0.00032606i,0.0010798+0.00047196i,0.0017526+0.00041418i,0.0013312-9.3184e-05i,0.00032798+0.00050489i,-0.00044798+0.00074213i,-0.00037169+0.00075863i,-0.0003737+0.0003841i,-0.00051572-0.00040523i,-0.00076499-8.9269e-06i,-0.0003745+0.00072684i,0.00042914+0.00028312i
-0.00070946+0.00099952i,1.4041e-05+0.00071097i,0.0010308+0.00057472i,0.0015304+0.00043631i,0.0011049+0.00033223i,0.0006591+0.00039027i,0.00033607+0.001384i,-5.708e-06+0.0011567i,-5.936e-05+0.00086866i,-7.1892e-05+0.00062114i,-0.00029831-8.5023e-05i,-0.00057944-0.0010767i,7.1343e-05-0.0011753i,0.00076613-2.2197e-05i,-0.00015483+9.967e-05i,-0.00077125+0.00021727i,-0.00021418+0.00045283i,-7.0986e-05+8.6807e-05i,-0.00015092+0.00017814i,-0.00017985+0.00054543i,0.00022379+0.00023192i,0.00076588-0.00099576i,0.00081535-0.0005469i
0.00070345-4.4929e-05i,0.0012062-0.0016327i,0.0012908-0.0015729i,0.00046623-0.00098506i,0.00034238-0.0012613i,0.00047411-0.0011738i,0.0005841-0.00091106i,0.00053698-0.00074392i,3.8023e-05-9.4687e-05i,-0.00033128+0.00033613i,-0.00029929+0.00057368i,-0.00040991+0.00039109i,-0.00018501-0.00037003i,0.00029146-0.00020331i,0.00041435+0.0001514i,0.00035306+0.00045619i,4.8489e-05+0.00017271i,-0.00014641-0.0001049i,-6.4627e-05+0.00065903i,-0.00033096+0.0010778i,-0.00032946+0.00053277i,0.00019318-0.00028233i,0.00024976+0.00026962i
-0.0029181-0.0017834i,-0.0029878-0.001026i,-0.0021193+0.00039404i,-0.00088449+0.0015241i,-9.6273e-05+0.0018793i,0.00067144+0.0013244i,0.0010229+0.00049638i,0.00074882+0.00015572i,0.00041618+0.00027408i,4.5674e-05-9.3893e-05i,-8.5903e-05-0.00010698i,-0.00025756+0.00014209i,-0.00014169-0.00093424i,-0.00055963-0.0014736i,-0.00058358-0.0008686i,0.0003527-2.8085e-05i,0.0011542+0.00011431i,0.0013609-0.00028708i,0.00078728+0.00055054i,0.00042047+0.00077907i,0.00034018-9.9169e-05i,0.00019466-0.00060086i,0.00050904-0.00030332i
0.0014037-0.00088053i,0.0012692-0.00051953i,-0.00019577-0.00075849i,-2.4386e-05-0.00047172i,0.00022062+0.00048848i,0.00046333+0.00053347i,0.0014876+0.00044691i,0.001229+0.00013034i,0.00036292+0.00081799i,-0.00018664+0.0010494i,-0.00035468+0.00097894i,-0.00068608+0.00093383i,-0.00119-0.00023191i,-0.00063893-0.0010949i,0.0004401-0.0009538i,0.00064142-0.00051766i,-5.2719e-05-0.00028618i,7.8298e-05-0.00035913i,0.0006748+0.0004453i,0.00079449+0.00057643i,0.0010448-0.00037692i,0.00059655+5.2061e-05i,-0.00089452+0.00065299i
-0.0022086-0.0023476i,-0.00085415-0.0020986i,-0.00047953-0.0020607i,-0.00077699-0.00071555i,0.00019081+0.00052638i,0.0014449+0.00042655i,0.0013922+0.0005686i,0.0012395+0.00062917i,0.0012211-0.00028735i,0.00013029-0.00070342i,-0.00047971-0.00047591i,-0.00018401-0.00087734i,-0.00031726-0.0011159i,-2.1927e-05-0.00092935i,0.00070554-0.00080438i,0.00053447-0.00035162i,-0.00010603+0.00025114i,-0.00025136+0.00049069i,8.0057e-05+0.00067055i,3.1031e-05+0.00045911i,0.00026517+0.00016105i,0.00064447+0.00064625i,-0.00042048+0.00046768i
0.0016229-0.0011348i,0.0011847-0.0018608i,0.00044602-0.0015383i,0.00015497-0.0010697i,0.00096149-0.00090591i,0.0013549+0.00033421i,0.0012813+0.0012557i,0.0011632+0.00084719i,0.00073424+0.00035486i,0.00031007-0.00030326i,0.00035442-0.0004369i,-0.00027417+0.0001856i,-0.00076753-0.00035352i,-0.00031312-0.0010282i,-3.1455e-05-0.00087541i,0.00044362+0.00024643i,0.000663+0.00085717i,0.0009468+0.00017606i,0.00076543-0.00047349i,-0.00039662-0.00069366i,-0.00071473-0.0006712i,3.6311e-05-0.0001911i,-0.00036117+0.00096263i
0.001567-0.0010461i,0.0024891-0.0003288i,0.0013167+0.00050594i,-1.9637e-05+0.00033051i,-0.00058485-0.00018851i,-0.00073141-0.00044294i,-0.00029293+7.0966e-06i,0.00031282+0.00079076i,0.00065539+0.00072641i,0.00053348+0.00032863i,-0.00019235-0.00014316i,-0.00021639-0.00042739i,0.00013839-0.00038567i,0.00024573-0.00033266i,-3.6444e-05-0.00012295i,-0.00067155-0.00045974i,-0.00048728-3.4818e-05i,0.00018491+0.00070892i,4.3086e-05+0.00058741i,-0.00061087+0.0005417i,-0.00027043+0.00065875i,0.00022823+0.00033292i,0.00022135+6.7012e-05i
-0.0021103-0.0027706i,-0.0027187-0.004041i,-0.0021489-0.0034177i,-0.00099894-0.0012691i,0.00015182-0.00062297i,0.0010443-0.0013132i,0.0018213-0.0016641i,0.0018497-0.00076672i,0.00119-0.00047701i,0.00045848-0.00056794i,-0.00023174+0.00037253i,-0.0005429+0.00095855i,-0.00024622+0.00017319i,0.00026772-0.00034652i,0.00019015-0.00049369i,0.00054621-0.0011142i,0.00076314-0.00082889i,-6.8471e-05-0.00032236i,-7.0969e-05+0.00011566i,-0.00027692+0.00083186i,-0.00094521+9.7768e-07i,-0.00081299-0.00047811i,-0.00013276-0.00048407i
0.0036303-0.0037388i,0.0033075-0.0041603i,0.0010044-0.0036682i,-0.0010281-0.0021802i,-0.0019581-0.00062556i,-0.0016785+0.0010574i,-8.2848e-05+0.001739i,0.00047581+0.0014767i,0.00011345+0.00055137i,-0.0004443+0.00033308i,-0.001403-0.00012646i,-0.00097306-0.00099447i,0.00025125-0.0010716i,0.00030159-0.0015403i,0.00018459-0.00097472i,0.00024006+0.00014935i,0.0002878+0.00088081i,4.0529e-05+0.00078885i,-0.00058955-5.0796e-05i,-0.00070481+5.7885e-05i,-0.000284+0.00037837i,0.00011704+0.00077859i,0.00025213+0.00028164i
-0.001863+0.00076253i,-0.0027422-0.00049646i,-0.0010305-0.0016042i,0.00026233-0.0011172i,-9.9938e-05-0.00085819i,9.1617e-06-0.00068189i,0.00079046+0.00020017i,0.0010593-3.5309e-05i,0.00075328-0.00054698i,0.00064229-0.0001665i,0.00041651+1.3162e-05i,0.00053044-0.00034913i,0.00079476-0.0006316i,0.00099228-0.00035121i,0.00070052+0.00044384i,0.00097928+0.0006956i,0.0011012+0.00024016i,-6.1056e-06+0.00044146i,-0.00051344+0.00037917i,-0.00022938-0.00034208i,-0.00039602-0.00011769i,-0.00022399+0.00033782i,0.00045179+0.00049111i
0.00078455+0.0022577i,0.0014869+0.0020232i,0.0029065+0.0024932i,0.0030488+0.0018476i,0.0023455+8.3184e-05i,0.0018879-0.0005093i,0.0015273-8.623e-05i,0.0012771+0.00017307i,0.00035175+0.00066983i,-0.00030745+0.00042381i,-0.00023551-0.00046356i,-0.00020574-0.00017427i,0.00027578+0.00098808i,2.9593e-05+0.0015831i,-0.00059539+0.00052771i,-0.00062561-0.00029923i,-0.00018221-0.00038377i,0.00026189-0.00027428i,2.9119e-05+0.00026485i,-0.00049159+0.0010073i,-0.00060584+0.0005228i,-0.00083483+0.00025877i,-0.00031545+0.00059625i
0.0015744-0.0013878i,0.001596-0.0025182i,0.00058719-0.0031863i,-0.00064343-0.0026962i,-0.0011569-0.001692i,-0.00016413-0.00022098i,0.0010622+0.00037578i,0.0011225-0.00017091i,0.00070695-0.00044629i,0.00033965-0.00098904i,0.00072148-0.0012716i,0.00071342-0.00066921i,0.0003652-0.00088774i,-1.3268e-05-0.0013664i,-0.00027627-0.00079401i,-0.00031615-0.00060114i,-0.00019026-0.00059099i,0.00032588-0.00015904i,0.00103+0.00060712i,0.00053593+0.0006295i,-0.00045658+2.9273e-05i,-0.00078651-0.00049448i,-0.00086601-0.00021612i
-0.00064299-0.0010793i,-0.00013664-0.0011892i,-0.0007128-0.0019668i,-0.0012025-0.0015873i,-0.0010971-0.00022695i,-0.00040262+0.00038357i,-0.00030113-7.2146e-05i,0.00024537-0.00044539i,0.00024099-0.00057431i,-0.00079384-0.00032589i,-0.0010136-6.6338e-05i,-0.001012-0.0010096i,0.00013156-0.0002513i,0.0010392+0.00021279i,0.00039391-0.00026213i,8.7076e-05+0.00055849i,-6.8007e-05+0.00087159i,5.6345e-05+0.00034863i,0.00042364+0.00014189i,-0.00044948+0.00015402i,-0.0010379+0.00045818i,-0.0012663+0.00042648i,-0.00058944-8.8421e-05i
-0.0010876-0.00079073i,-0.00093516-0.0014242i,-0.00019057-0.0015153i,0.00054315-0.00010985i,0.00097214+0.00081916i,0.0014218+0.00027887i,0.0013952+0.0004153i,0.0015806+0.0009406i,0.0017565+0.0009469i,0.0016643+0.00063384i,0.001051-5.7738e-05i,-8.4511e-05-0.00072552i,-0.00072986-0.00082557i,-0.00072705-0.0005122i,-0.00047706-0.0010807i,-0.00022882-0.0017194i,8.6829e-05-0.0011931i,-0.00043215-0.00012309i,-0.00094414+0.00010615i,-0.00031533+7.5747e-05i,-0.00042881+0.00023883i,-0.0011948+0.00011546i,-0.00085976+0.00052358i
-0.0012037-0.0006831i,-0.0012115-0.00043206i,-0.00095489-0.0011732i,-0.00056756-0.00095076i,-5.0389e-05-0.00036951i,-0.00037603-0.00040412i,0.00027011-0.00013435i,0.00099086+4.1834e-05i,0.00065317-0.0005556i,0.00064743-0.00077644i,0.0011162-0.00013427i,0.00079091+0.00048127i,-0.00021717+0.00010771i,-1.2267e-05-0.0003048i,0.00040888-0.00032021i,0.00058805-0.0003525i,0.00014877-7.4865e-05i,-0.00071341+7.4761e-05i,-0.00013461-4.5537e-05i,0.00037615+0.00061208i,-0.00061437+0.00098012i,-0.00083976+0.0001582i,-5.1833e-05-0.00049936i
0.0010488-0.0015219i,0.00081655-0.0024762i,0.0010951-0.0025883i,0.0001895-0.0020951i,-7.9445e-05-0.00095413i,0.00061794-0.0003646i,0.00051404+0.00031711i,-0.00041344+0.00043424i,-0.00010069-0.00039995i,0.00030484-0.0012054i,0.00027476-0.0011357i,0.00064408+3.9507e-05i,0.00042443+0.00096756i,0.00017721+0.00096353i,0.00025196+0.0001429i,0.00048842-0.00062788i,9.6223e-05-0.00072376i,-0.00010923-3.3152e-05i,-7.9494e-06+0.00076101i,-0.00036614+0.00030501i,-0.00059874-0.00023433i,-0.0005095+0.00022629i,-0.00027873+5.8284e-05i
0.0021876-0.00060626i,0.0018006-0.0010472i,0.0011598-0.0030914i,0.00017299-0.0030788i,-0.00070897-0.0013958i,-0.00087994+0.00031124i,-8.9047e-06+0.0008467i,1.8482e-05+2.2432e-05i,0.00026825-0.0011317i,0.00065803-0.0014997i,-0.00015278-0.00086226i,-0.00088491-0.00022817i,-0.0006603+0.00012701i,0.00028608-0.00011593i,0.00070478-0.00033878i,0.00097345+0.00024998i,0.0014125+0.00091817i,0.00077721+3.1633e-05i,-1.1848e-05-0.00076202i,0.00012615-0.00014375i,0.00019074-8.3706e-05i,0.00035908-0.0003716i,0.00046583-0.00084231i
-0.00069114+0.00091313i,-0.00028892+0.00035705i,0.00095292-0.00027575i,0.0028094-0.00075733i,0.0026866-0.0014299i,0.00077436-0.0016536i,-0.00061663-0.00045212i,-0.0010862+0.00099417i,-0.00064245+0.0010926i,0.00037975+0.00031838i,0.00061726-0.00035854i,-0.00030475-0.0005648i,-0.00066452-0.00050286i,-0.00074684-0.00036957i,-0.00092455-2.3619e-05i,-0.00054594+0.00068425i,0.00058995+0.00066562i,0.00056324+0.00026458i,-0.00022737+0.00015276i,-0.00055883-0.00028748i,-0.00041524-9.3147e-05i,1.3936e-05-0.00027319i,0.00070649-0.00069098i
0.0018046-0.00048633i,0.0024265-0.00035992i,0.0027841+0.00033137i,0.0011844+8.3951e-05i,0.00038387-9.5738e-05i,0.00025488+2.9174e-05i,0.00028138+0.00059553i,0.00043188+0.00044386i,0.00035032+0.00029748i,-0.00065963+0.00038235i,-0.0011815-0.00042409i,-0.00054691-0.00047974i,-7.5458e-06+0.00022045i,0.00012118+0.00072364i,0.00027128+0.0009625i,0.00026502+0.00067658i,1.6666e-06+0.001062i,0.00015185+0.0012178i,0.00037392+0.00051346i,0.00023095-0.00028563i,-0.00011908-1.8333e-05i,0.0002201+0.00012i,1.4394e-05+0.00045814i
-0.00053126+0.0012379i,-0.00091143+0.00051949i,0.00017693-0.00061392i,0.00034603-0.0010853i,-6.7577e-05-0.00099692i,0.00027956+6.5527e-06i,0.00044798+0.001092i,0.0005753+0.00066628i,0.00041733-0.00021891i,-0.0005411-0.0005154i,-0.00063475-0.00074137i,-0.00066891-0.00045706i,-0.00041888+0.00044634i,-0.00015564+0.001109i,-0.00059026+0.001087i,-0.00030728+0.00044326i,-0.00072438-2.0912e-06i,-0.00071396-0.0003341i,-1.1268e-05-0.00082849i,0.00015682-0.00058067i,-6.2391e-05-0.00033492i,-0.00045614+0.00017752i,-3.5125e-06+0.00094855i
0.00086547+0.00045233i,0.0017731+0.00054662i,0.0028186+0.001203i,0.0029306+0.00011229i,0.0027079-0.0012581i,0.0023684-0.0013013i,0.001957-0.00074655i,0.0014563-0.00031546i,0.00090462-0.00028946i,0.00045503-0.00030182i,0.00028029-0.0005823i,0.00021013-0.00039375i,-0.00043012+3.5454e-05i,-0.00065809-0.00069408i,0.0006558-0.000578i,0.00077885+0.00046202i,-1.9864e-06+0.00043172i,0.00054165+0.00017923i,0.00089549+0.00078464i,0.00052802+0.0010922i,0.00055621+0.00032952i,0.0003265+0.00014648i,7.0246e-05+0.00044253i
-0.0021381+0.00097951i,-0.0017581+0.00058238i,-0.0014137+0.00028202i,-0.00094431+0.00027192i,6.7471e-05+0.0010498i,0.0020874+0.001217i,0.002643+0.00076153i,0.0015408+8.6871e-05i,0.00081944-0.00060431i,4.2117e-05-0.0010532i,-0.00022711-0.0013218i,5.5788e-05-0.00073769i,-0.00040102-0.0002594i,-0.0011278-0.00034502i,-0.00020015-8.0061e-05i,0.00031717-0.00073172i,0.00010377-0.0014569i,4.6833e-05-0.00046242i,0.00014413+0.00011663i,0.00015133+0.00032515i,4.7583e-05+9.4052e-05i,0.00015721-0.0010639i,-0.00013516-0.0004678i
0.0031688+0.00034106i,0.0036283-0.0011107i,0.002761-0.0021775i,0.0012972-0.0021569i,0.00043276-0.0016116i,-0.00019481-0.0010319i,-4.3982e-05-0.00067334i,0.00033391-0.00036501i,0.00099976-0.00028235i,0.00045271-0.00097775i,-0.00047566-0.0015756i,-0.00021154-0.00074316i,0.00078456+0.00045738i,0.00081564+0.00080627i,0.00093264+0.00081303i,0.00054806+0.00027412i,-0.00075326-7.3004e-05i,-0.00046578-8.9438e-05i,0.0003227-0.00046016i,4.4615e-05-0.00033663i,0.0004033-0.0003901i,0.00093024-0.00010447i,0.00051743+0.0003719i
0.0015194-0.0018598i,0.00041931-0.0019754i,-0.0020115-0.0023741i,-0.0020021-0.0016269i,-0.00043554-0.00021269i,0.00091154+0.00052541i,0.0014031+0.00059557i,0.001046+0.00021946i,0.000279-1.6892e-06i,-0.0001688-0.00022951i,0.00052447-8.5117e-05i,0.00089367+0.00022928i,0.00090204-2.2216e-05i,0.00043976-0.00045487i,-3.0346e-05-0.00042175i,0.00053133+2.7356e-05i,0.0012362+0.00054897i,0.0009858-9.9834e-05i,-1.9523e-05-0.001045i,-9.1631e-05-0.0012117i,-0.00053833-0.00064292i,-0.00045826+8.3867e-05i,-0.00047459+7.82e-05i
0.00087158+0.0017103i,0.0010023+0.00050909i,0.0023872-0.00042876i,0.0026942-0.00015719i,0.0011838-0.0003721i,-0.0003169-0.001097i,-0.00054485-0.00059379i,7.0294e-05-0.00048509i,0.00057705-0.00098447i,0.00080351-0.0012404i,0.00089526-0.0011677i,0.00040607-0.00097008i,-8.2899e-05+0.00016891i,-0.00033349+0.0017628i,-3.1911e-05+0.0016249i,0.00016537+0.00044244i,-5.431e-05+0.00015247i,6.0408e-06+2.7832e-05i,0.00023839+0.0001293i,0.00044772+0.00021084i,0.00022245+0.00053914i,-0.00022924+0.00099915i,0.00013656+0.00042859i
0.0015329-0.0010202i,0.0017953-0.0021977i,0.0019768-0.0028422i,0.0012258-0.002462i,0.0010714-0.0017074i,0.0010114-0.00097878i,0.00037117+0.0002445i,0.00030814+0.00099219i,0.00033941+0.00044911i,-0.00058357-0.000531i,-0.0011947-0.00097116i,-0.00026311-0.00078438i,0.00026445-0.00028015i,-0.00024273-0.00029633i,-0.00031661-0.00050638i,-0.00010156+0.0001547i,-0.00019709+0.00050474i,0.00014781+0.00022565i,0.00072628+0.00022302i,0.00051419+0.0001017i,0.00026569-0.00026393i,0.00031751-0.00015605i,-0.00023001+0.00044172i
-0.0020734+0.0014701i,-0.00080134+0.0022044i,-8.122e-05+0.0027046i,0.00059505+0.0017463i,0.00086848+0.00017303i,0.0014033-0.00083192i,0.0020438-0.00023457i,0.0015646-0.00016619i,0.00085686-0.00034411i,0.00063077+7.3548e-06i,0.00080977+0.00049013i,0.00030591-0.00021174i,-0.00048138-0.00044949i,-0.00071274+0.00049029i,-0.00081004+0.00098899i,-0.00033289+0.00085602i,-0.00019702+0.0003348i,-0.00037372+0.00021745i,-0.00015636+0.00041053i,-0.0003632+0.00030742i,-0.00012925-0.00052876i,0.00031398-0.0010814i,2.985e-06-0.00033384i
-0.0010932-0.0004484i,8.8121e-05+2.5644e-05i,-0.00019884-0.00038822i,2.6631e-05-0.00035048i,0.00083493+0.00025993i,0.00084131+0.00084492i,0.00049167+0.0014663i,0.00065001+0.00077904i,0.00095733-0.00077143i,0.00016583-0.00088817i,-0.00042249-0.0004951i,-0.00014074-6.0083e-05i,-3.3391e-05+0.00035897i,-0.00033876+0.00021603i,-0.00079159-5.3442e-05i,-0.00045423-0.0002335i,3.2302e-05+3.0164e-05i,-0.00064351-0.00017512i,-0.0008944-0.0010182i,-0.00081794-0.00065948i,-0.00041436+0.00023253i,2.0141e-05+0.00032159i,0.00019866-0.00037075i
0.0012186-0.0019643i,0.0010108-0.0010959i,0.00037936-9.2939e-05i,8.773e-05+0.00053297i,0.00041873+0.00064942i,0.0013574+0.00037218i,0.0015847+8.6978e-05i,0.00077525-0.00030268i,0.00016058-0.00036743i,-0.00013495-0.00067265i,7.0529e-05-0.00036586i,0.0005623+8.9182e-05i,-2.6769e-05-0.00030355i,-0.00054727-0.00042916i,-0.00036687-5.5114e-06i,-0.00043717+0.00021194i,-7.9446e-05+0.00014316i,-0.00015062-9.3959e-05i,0.00029167+0.0004232i,0.00032461+0.00097211i,-0.0003801+0.00055732i,-0.00011139+0.00014313i,0.0006274+0.00042118i
