-0.0023266+0.00078252i,-0.0027134+0.00033287i,-0.0037206+0.0012328i,-0.003496+0.0023027i,-0.0023382+0.0030386i,-0.00065063+0.0033231i,0.00061692+0.0033291i,0.00090292+0.0032229i,0.0010938+0.002147i,0.0014681+0.00068443i,0.0017042-0.0002701i,0.00095679-0.00039782i,0.00062279-0.00053989i,0.0011265-0.00017594i,0.0012214+0.00036091i,0.00048728+0.0001806i,-0.00053129-0.00023825i,2.6728e-05+0.00012768i,-3.4508e-05+0.00077313i,-0.0011582+0.00064865i,-0.0005102+0.00034539i,-0.00010567+0.00028322i,-0.00055356+1.0119e-05i
0.00014781-9.7833e-05i,7.0459e-05-0.0002435i,0.00076896-0.00054888i,0.00016366-7.5477e-05i,3.8497e-05+0.00030293i,-0.00019361+0.00060006i,-0.00069066+0.001044i,0.00019671+0.00076851i,0.00047442+0.00031819i,-0.00016403+0.00042951i,0.00010383+5.9414e-05i,0.000475-0.00073025i,0.00014536-0.00056192i,-0.00037269-0.00048468i,0.00030942-4.0249e-05i,0.00078319+0.00076102i,0.00039035+0.00064393i,0.00012864+0.00010558i,9.1385e-05+0.00041423i,-0.00031499+0.0012998i,-0.00025857+0.00094879i,-0.00025151+0.00038132i,-0.00028827+0.00031192i
0.0016737+0.000183i,0.001721+0.00041581i,0.002568+0.00018559i,0.0020724+0.00024872i,0.00057126+0.00068527i,0.00014407+0.00011941i,0.00039467-0.00025956i,0.0004881-0.00047999i,0.00086536-0.00061002i,0.001322-0.00083789i,0.00071412-0.0012139i,2.395e-05-0.00041247i,-0.00019876+5.3468e-05i,-0.00098908-0.00048819i,-0.0006596-0.00039657i,-0.00013681-0.00014956i,0.00025413-0.00051188i,0.00067828-0.00082002i,0.00061311-0.00067156i,0.00028389-0.0004722i,-8.7017e-05-3.7334e-05i,-0.00047087+0.00014357i,-0.00010391-9.1511e-05i
-0.0028411-0.0010092i,-0.002127-0.0018264i,-0.0023079-0.00073047i,-0.0025848+0.0013968i,-0.0013372+0.0026982i,0.00062747+0.0019617i,0.00037755+0.00066141i,0.00023586-0.00016132i,0.00087329-0.00015716i,0.0007018+0.00055737i,0.0006537+0.00057886i,0.00085165-0.00069295i,0.00043925-0.00065683i,0.0003392+0.00022697i,0.00053048+0.0005808i,0.00017137+1.41e-05i,0.00081828-0.00083986i,0.00078848-0.00082615i,-0.00031403-0.0002548i,-0.00011431+0.00021669i,-3.4637e-05+0.00055661i,0.00015128+0.00046517i,0.00079301-0.00010536i
-0.00074227+0.00074494i,-0.001533+0.0017659i,-0.0015222+0.001928i,-0.00084928+0.0029834i,-0.0010671+0.0030916i,-0.0010427+0.0018133i,0.00037788+0.00068368i,0.00068955-7.9933e-05i,0.00040804-0.00046457i,0.00019218+0.00023332i,-0.00029646+0.00081474i,0.0001634+0.000612i,0.00066264+2.4001e-05i,0.00056499-0.00013601i,0.00043295+0.00015294i,0.00053782-0.00017116i,0.00026648-0.00052592i,-0.00038417-8.7982e-05i,-6.877e-05+0.00045615i,-0.00018079+0.0003965i,-0.00048496+0.0003515i,4.6436e-05+0.000457i,0.00013735-8.788e-06i
0.00053261+0.00074621i,-0.00026284+0.00011211i,-0.00031199-0.00090309i,0.00090956-0.00077378i,0.0015092+1.4547e-05i,0.0014313+0.00022959i,0.00043602+0.0007351i,-0.00025896+0.00033779i,0.00049129-0.00054099i,0.0012954-0.000715i,0.00083288-0.00080829i,-0.00010367-0.00027137i,-0.00059587+0.00024315i,-0.0007229+8.2601e-05i,-0.0001305-0.00011375i,0.00089069+0.00018323i,0.0012879-0.00014764i,0.00068379-0.00067482i,-0.00019683-0.0010828i,-0.00016649+0.00013698i,-0.00015062+0.00042284i,5.7829e-05-0.00054548i,-9.7531e-05+0.00014947i
-0.0010141-0.00093214i,5.611e-05-0.0004875i,-0.00085817+0.0011607i,-0.0015226+0.0023268i,-0.0012554+0.002168i,-0.0005211+0.0011737i,0.00020184+0.00037966i,-9.1508e-05+0.00031706i,-0.00067384+0.00012217i,-0.00078447-0.00059113i,-0.00026212+0.00010401i,0.00056601+0.00043644i,0.0011849-0.00026279i,0.0021186-0.00058581i,0.0017623-0.00096026i,0.00076854-0.0010285i,0.00029899-0.00053741i,-7.2516e-05-0.00031217i,-2.1446e-05+0.00022609i,-0.00013432+0.00064939i,-2.3694e-05+0.0008469i,4.1715e-05+0.00063974i,-0.00025256+0.00067996i
-0.00030079+0.00024333i,-0.0011361+0.00053609i,-0.0017712+0.00079592i,-0.0015489+0.0013965i,-0.00034401+0.0017056i,0.0006761+0.0015359i,0.00041773+0.00057637i,0.00020385-0.00027659i,0.001318-0.00065079i,0.0013552-0.00037312i,0.0012447-0.00012541i,0.0018248+0.00020124i,0.0013315-3.7395e-05i,0.00088842-0.0010622i,0.00032708-0.00086171i,0.00021761-0.00030162i,0.00054862-0.00012173i,0.00033719-0.00048039i,0.00084162-0.00057527i,0.0012741+0.00024303i,0.00089589+0.00037388i,0.00069718+0.00011616i,0.00034365+0.00027626i
-0.0019604+0.00034071i,-0.0017771+0.00036652i,-0.00062372+0.00094954i,0.00011869+0.0013981i,0.00044988+0.0017248i,0.00010057+0.001236i,0.00022137+0.00022235i,0.00055601-6.1677e-05i,0.00066044+2.8372e-05i,0.00069097-7.47e-05i,0.00083709-0.00059285i,0.0011365-0.00050609i,0.00055835-0.00031759i,0.00049306-2.9485e-05i,0.00051437-1.734e-05i,0.00087118-2.9302e-05i,0.00086421+0.00028598i,0.00017457-0.00018331i,0.00018916-0.00022539i,-1.2323e-05+0.00022814i,-5.8237e-05+6.4798e-05i,-0.00040172+0.00038747i,-9.8451e-05+0.00053793i
0.0019243-0.00089056i,0.0023715-0.00084798i,0.0011346-0.0018583i,-9.1038e-05-0.00097781i,-0.00082763+0.00013717i,-0.0015158+0.00023436i,-0.0016806-0.00071923i,-0.00072881-0.0010374i,0.00033717-0.00034866i,0.00057229-0.00049343i,0.00068579-0.0011271i,0.00034628-0.00083708i,-0.00042764-0.0001854i,-0.00077756+0.00032066i,-7.6678e-05+0.00037722i,0.00015511-0.00024429i,-0.00016945-0.0001176i,-0.00085058+0.00069093i,-0.0012133+7.9967e-05i,-0.00079334-0.0009251i,-2.9124e-05-0.00023364i,-0.00031699-0.00011471i,-0.00065515-0.0005171i
0.00016031+0.0015003i,0.00044529+0.00090547i,0.0014177+0.00092146i,0.0017027+0.00069518i,0.00070937+0.0003041i,0.00019137+0.00011018i,-6.1806e-06-0.00011984i,-7.6308e-05-0.00055271i,0.00013163-0.00088588i,0.00010076-0.00083925i,-0.00062427-0.00035137i,-0.00092769-0.00021234i,0.00012385-0.00039231i,0.0011216-0.00014538i,0.00094417+0.00029013i,0.00016914+0.00066287i,-2.1341e-05+0.0007532i,-2.5129e-05+0.00015964i,4.7925e-05-0.00081075i,-0.00024184-0.0012606i,-6.0953e-05-0.00086066i,0.00025537-0.00047368i,-0.00019924+4.6575e-05i
-6.5917e-05+0.00012597i,-0.00046681+0.00046915i,-0.00076186+0.00098578i,-0.0012988+0.00030503i,-0.0006308-0.0002036i,0.00088669+0.00063443i,0.00098474+0.00091877i,-8.4615e-05+0.00026158i,-0.00033935-0.00070948i,0.00037664-0.0012659i,1.8397e-05-0.00075115i,-0.00089027+0.00031021i,-0.00041807+0.0010413i,0.00092318+0.00042704i,0.00087393-0.00020375i,9.7372e-05+6.1334e-06i,-0.0010336+0.00039999i,-0.0017213-0.00011724i,-0.0007384-0.00028009i,-0.00054756+0.00074592i,-0.00054257+0.00032638i,8.1152e-05+1.5866e-06i,-0.00032246+0.00071987i
-1.0559e-05+0.00032383i,0.000412-0.0002883i,-2.2345e-05-5.4132e-05i,0.00022648+0.00081735i,-0.00018906+0.0011133i,-0.0009577-6.9593e-05i,-0.00052171+0.00013119i,0.00051884+0.00039967i,0.0010718+0.00012159i,0.00095703+0.00047455i,0.00034895-0.00013328i,-0.00012133-0.00091191i,8.6727e-05-0.00058705i,-0.00013094-0.00040943i,-0.00035654-0.00042009i,0.00037651+0.00028301i,0.00031265+0.00013618i,-0.00038659-0.0006668i,0.00021098-0.00027438i,0.0011028+0.00047307i,0.00069675+0.00057993i,0.00049658-0.00010965i,0.00075208-0.0008024i
-0.00060749+0.00014401i,-0.00031963+0.0015381i,-0.00058429+0.0024363i,-0.00075378+0.0021412i,6.5985e-05+0.0014617i,0.0011254+0.0010527i,0.0004378+0.0012936i,-0.00076317+0.0011125i,-0.0010189+0.0010304i,-0.00021837+0.00047301i,0.00073176-0.00049368i,0.0010003+0.00017629i,0.00049047+0.0012953i,7.7391e-05+0.0014114i,0.00015215+0.00040988i,0.00023448-7.1945e-05i,0.0005535+0.00017959i,0.00064051+0.00018821i,-1.2821e-05+0.00030534i,-0.00023825+0.00045567i,0.0006286+0.0001829i,0.00063594-0.00024256i,0.0004108+0.00011752i
-0.0019036-0.0010916i,-0.0019347-0.001029i,-0.0018326+0.0003761i,-0.0018068+0.0017982i,-0.0017027+0.0023298i,-0.00059756+0.0021271i,9.7136e-05+0.0015309i,0.00048077+0.00024475i,0.00060068-0.00039099i,-0.00013226-0.00026419i,-4.5265e-05-6.4725e-05i,0.00079904+0.0004504i,0.0009633+0.00014654i,0.00072472+0.00039201i,0.00056202+0.00060037i,0.00030299+0.00026817i,-0.00051259-0.00059128i,-0.00044261-0.00071229i,0.00024521+6.279e-05i,0.0003955+0.00033859i,0.00020028+0.00046713i,0.00031693+0.00045787i,0.0001887+0.00057221i
-0.00086099-0.00011034i,-0.0017357-7.7464e-05i,-0.00037237+0.00049139i,0.0007691+0.0011563i,0.00074158+0.0015722i,0.00025115+0.00090103i,0.00020373+6.8522e-05i,0.00070153-0.00059313i,0.00066496-0.00080488i,0.00031197-0.00057563i,0.00023052-0.00031787i,0.0003642+0.00042351i,0.00032347+0.00033328i,0.00043916-0.00082884i,4.1634e-05-0.0014764i,-0.00022241-0.00095377i,-0.00037163-0.00044797i,-0.001404-0.00026933i,-0.0014663+0.0003251i,-0.00054368+6.2838e-05i,0.00059904-0.00026136i,0.0011372-0.00025011i,0.00048133+0.00026611i
0.0010383-0.0015504i,0.0010765-0.0020227i,0.00086323-0.0022529i,-0.00021866-0.0012841i,-0.0012062+0.00070479i,-0.0010625+0.0016499i,-0.000446+0.0015876i,0.00032709+0.0011759i,-0.00048927+0.00011646i,-0.001276-0.00017349i,-0.00055512+0.0003321i,0.0001343+0.00082722i,-0.00024287+0.00072193i,-0.00081236+0.00040108i,-0.00041406+0.00036401i,-0.00080577+0.00027228i,-0.00044303-0.00051461i,0.00074455-0.00066731i,0.00043712-0.00040886i,-0.00049364-2.4369e-05i,-8.2217e-05+0.00022866i,0.00011598+2.3482e-05i,8.5766e-05+5.1941e-05i
0.0002952+0.00066449i,0.0012265+0.0015869i,0.00082051+0.0015225i,0.0012059+0.0016952i,0.0016163+0.0018153i,0.00087559+0.0011542i,-5.6994e-05-0.00025992i,4.0508e-05-0.00042589i,0.00082894+7.4762e-05i,0.00054865-0.00036198i,0.00032106+0.00011625i,5.0431e-05+0.00034637i,-0.00047935-0.00030356i,-0.00043651+2.8199e-06i,0.00014544+3.1625e-05i,0.00064907-0.00032402i,0.00023816-0.00017475i,-0.00020356-0.00027467i,5.3117e-05-0.0004269i,0.00024022+0.00027176i,0.0005124+0.00022164i,0.0010315-0.00024949i,0.00051688-0.00031879i
-0.00095479+0.00098787i,-0.001188+0.0013386i,-0.00056204+0.0024403i,0.0011468+0.0022384i,0.0009077+0.00073652i,7.5127e-06+0.00012892i,-0.00027045-0.00036405i,-0.00047278+7.6478e-05i,4.3789e-05+0.00080488i,9.8621e-05+0.00047479i,-0.00029525-0.00033592i,9.7886e-05-0.00067413i,0.00039883-0.00035462i,0.0003572-0.00029562i,0.00074743-0.00047217i,0.0004664-0.00014339i,-5.1038e-05-0.00030792i,0.00018236-0.00032078i,0.00019211-0.00010501i,0.0006224-0.00087096i,0.00049442-0.0012016i,0.000255-0.00016904i,0.00056971+0.00067743i
-0.00063335-0.0006148i,-0.0013709-0.00052778i,-0.0022488+0.00031587i,-0.0014806+0.0013237i,-0.00047805+0.0011154i,0.00035308+8.8783e-05i,0.00036792-0.0004942i,-0.00015068-0.00077836i,-0.00012989-0.0013355i,5.1949e-05-0.00085126i,0.00026686+1.0134e-05i,-9.838e-06+1.7224e-05i,-0.0008689+0.0002377i,-0.00019657+0.00026903i,0.00025009-1.3511e-05i,0.00029243+6.8548e-06i,0.00092879-0.00039464i,0.00089377-0.00051615i,0.00044251-0.0005244i,0.00036932-0.00050709i,0.00068668+0.00015676i,0.0010127+0.00065846i,0.0012967-0.00020466i
0.00035492+8.0132e-05i,-0.00012279-0.00049052i,-0.00020487-0.00072861i,6.5419e-05+0.00030517i,-0.00080017+0.0015801i,-0.00087117+0.0022107i,-0.00052528+0.0019449i,-0.00048023+0.0010792i,-0.00035629+0.00038591i,-0.00052159+7.6003e-05i,-0.00011044-0.00071699i,0.00020465-0.0010903i,2.8381e-05-0.00071745i,-9.2875e-05-3.84e-05i,-0.00058441+0.00060931i,-0.00053901-0.00014973i,-0.00021071-0.00048955i,-0.00029265+1.6698e-05i,-0.00067778-0.00041402i,-0.0011696-0.00021452i,-0.00051422+0.00053226i,0.00092695+0.00083084i,0.0013938+0.00066719i
0.00036033+0.0010015i,-4.8543e-05+0.0014732i,0.00097617+0.00055733i,0.0012756+0.00056671i,-0.00026839+0.0014188i,-0.00029768+0.0010653i,0.00091474-0.00044862i,0.001234-0.00090664i,0.00014331-0.00058475i,-0.00043092-0.00070103i,0.00010585-0.0011785i,0.00067059-0.00065084i,0.00021662-0.00019381i,-6.2644e-05-0.0006614i,0.00052774-0.00042425i,0.00028194-0.00017463i,-1.769e-05+2.0678e-05i,0.00020946-0.00016185i,-4.1248e-05-5.518e-05i,-0.00022267+0.00034719i,-9.155e-05-0.00059869i,-0.0003788-0.0010819i,-0.00069749-0.0003223i
-0.00044419+0.00082611i,-0.00091511+0.00064375i,-0.00092727+0.0011063i,-0.00031613+0.0013034i,0.00039227+0.0016197i,0.00058783+0.0011891i,0.00057579+0.00022448i,0.00022872+0.00011816i,-0.00063094+1.9812e-05i,-0.00066332-0.00057052i,0.00012854-0.00065906i,-6.3294e-05-0.00075267i,-0.00051644-0.00013996i,0.0001839+0.00049239i,0.00012338+0.00040829i,-2.8204e-05-0.00018568i,0.00049274-0.00093776i,0.00019292-0.0010885i,5.2831e-05-0.00043778i,-0.00014904-2.2029e-05i,-0.00010447-6.003e-05i,-8.3984e-07+6.9762e-06i,0.00020791-0.00043916i
-0.0019473-0.0011733i,-0.00065528-0.0012069i,-0.00077701+0.00020473i,-0.0016502+0.0022993i,-0.0015557+0.0034722i,-0.0010424+0.002829i,-0.00065768+0.0013951i,-0.00064011-0.00071757i,-0.00034794-0.0011061i,9.4957e-06-5.2574e-05i,0.00079738+0.0010514i,0.0014573+0.0014184i,0.00052009+0.00060335i,0.0001943-0.00034103i,0.00051835-0.00076791i,0.00043573-0.00029209i,0.00026817+0.00039041i,-3.905e-05-3.7333e-05i,-6.2436e-05-0.00023641i,0.00026435+0.00022428i,0.00077574+0.00055862i,0.0010813+0.00056648i,0.00084827+0.00060544i
0.00068731+0.00067905i,0.00071288+0.0010888i,0.00081685+0.00036993i,0.0013442+0.00036847i,0.00045519+0.001011i,-0.00078649+0.0017768i,-0.0012644+0.0017423i,-0.00059429+0.00057045i,0.00032242+2.1774e-05i,0.00045214-0.00027516i,0.00028465-0.00028744i,0.00041818+0.00021765i,0.00037251+0.00033864i,0.00022786+0.00016262i,0.00034515-6.2962e-05i,-4.7095e-05-0.00030188i,-0.00071187-0.00040611i,-0.00058594+5.8284e-05i,-0.00012532+8.263e-05i,-1.5765e-05+0.00032756i,4.4077e-05+0.00078752i,0.00075838+0.0014089i,0.00059518+0.0011178i
-0.00056858+0.0012061i,0.00052591+0.0011162i,0.00053661+0.0015696i,0.00050509+0.00091218i,0.0012044-9.8039e-05i,0.0010879-0.0005826i,-0.00011446-0.00049317i,-0.00066126-0.00028115i,-0.00012973-0.00026535i,2.2858e-05-0.00025467i,0.00044155-0.00015734i,0.00089427+2.5458e-05i,0.00058199-0.00057014i,0.00050148-0.00075928i,0.00049961-0.00041827i,0.00011499-0.00040537i,-0.00015794-0.0002668i,-0.00048176-0.00011406i,-0.00083184-0.000396i,-0.00020061-0.00026789i,0.00038071+0.00024802i,-0.00019562+0.00016895i,0.00014781-1.3399e-05i
8.9396e-05-0.0010395i,0.00011951-0.00078726i,0.00024439-5.5415e-05i,0.00040885+0.00074731i,-0.00031849+0.00092728i,-0.001132+0.00090841i,-0.000446+0.00054768i,0.00054851-1.672e-05i,0.0006127-0.00021596i,4.5539e-05-0.0001306i,0.00012144+0.00018607i,0.0005132+0.00026416i,0.00059468-0.00016509i,0.00071589-2.8339e-07i,0.0010713+0.00035503i,0.0014876+0.00051302i,0.00048694+0.00019209i,-0.00098796-0.00029093i,-0.0017754-0.00075659i,-0.0013569-0.00083263i,-0.00097667-0.00021749i,-0.00095021+0.00023253i,-0.00044684-0.00055949i
0.0008859+0.0012438i,0.00076271+0.0015066i,-0.00015929+0.0020205i,-0.00019469+0.0011349i,0.00027597+0.00027652i,2.0513e-05+0.00025835i,-0.00056198+0.00010837i,-0.00027037-9.9551e-05i,0.00080767+0.00024899i,0.0014289+0.00025416i,0.0012346-1.8561e-05i,0.00072049+0.0001149i,0.00024779+0.00032722i,0.00058769+3.1717e-05i,0.00083843-0.00030996i,-0.00018269-0.00083537i,-0.00072876-0.0012989i,-0.00045729-0.0017802i,-0.0002906-0.0014425i,-0.00024848-5.9156e-05i,-0.00054091+0.00083548i,-0.00087815+0.0011175i,-0.00060168+0.00059002i
0.00046649+0.00029289i,0.0011416+0.00060872i,0.0010113+0.00058686i,0.00029584+0.00080299i,-0.00045621+0.0018443i,-0.001361+0.0020284i,-0.0015551+0.00087957i,-0.00056715+0.00053225i,-0.00068102+0.0002531i,-0.0014539-0.00025097i,-0.0010695-0.00015317i,0.00035304-0.00019427i,0.00035208-0.00039568i,0.00017664-0.00045349i,0.00085698-0.00062554i,0.00072647+0.0002113i,-0.00015596+0.00096327i,-0.0004419+0.00060728i,-0.00027976+0.00043876i,-0.00075671+0.00057517i,-0.00048122+0.00074657i,0.00014793+0.00063369i,0.00063669-0.00042314i
0.0011314-0.00059839i,0.0014021-0.00013031i,0.00094411+7.5381e-05i,6.4371e-05+0.00026123i,-1.2585e-05+0.00048604i,-0.00050621+0.00035714i,-0.0013003+0.00047939i,-0.0010547-0.00020593i,9.1247e-05-0.00069146i,0.00045208-0.00045321i,0.00049776-0.00077657i,0.00080347-0.0018002i,0.00055454-0.001106i,0.0004813+0.00029937i,0.00030056+6.9206e-05i,0.00014898-0.00052453i,-0.00016946-0.00019409i,-0.0003517+0.0001002i,-0.00012364+0.00053528i,0.00024168+0.00020131i,0.00061357-0.00063501i,0.0004786-0.00099746i,0.00064989-0.0010992i
0.0006883+0.0012308i,0.0015475+0.00072889i,0.0022432+0.00023478i,0.0018952-4.9681e-05i,0.00074853+0.00042156i,-0.00075038+0.00094019i,-0.00057749+0.001763i,-0.00012882+0.0015303i,-0.00032692+0.00088339i,-0.00031444+0.0010686i,-0.00045774+0.00067582i,-0.00054864+0.00026123i,-0.00018232-2.7793e-05i,-1.864e-05-0.00015362i,0.0001638-0.00059071i,0.00035622-0.0011402i,0.00036297-0.0012345i,0.00023869-0.0011175i,0.00054185-0.0007877i,0.00020617-8.6708e-05i,-0.00027483+0.00010443i,-0.00039265+0.00019254i,-0.0002391-0.00026846i
0.00068128-0.00035857i,-0.00033266-0.00083088i,-0.00075581-0.0013983i,-0.00070855+0.00015462i,0.00018167+0.0016591i,0.00078485+0.00094785i,1.5627e-05-0.00052613i,-0.00051221-0.00054611i,-0.00067162-0.00022798i,-0.00043778-0.00059938i,-4.7006e-05-1.1632e-06i,0.00019578+8.2364e-05i,0.00033438-7.5794e-05i,0.00081206+0.00010354i,0.00072238-0.00035579i,0.00030909-0.00013109i,0.00028932-8.9208e-05i,0.00030884-0.00054697i,5.9435e-05-0.00059822i,-4.993e-05-0.000848i,-0.00011307-0.00044765i,-0.00054983-0.00038311i,-0.00032268-3.1344e-05i
0.001817+0.0013725i,0.00097857+0.00088799i,0.0011562+0.00034685i,0.00068791+0.00026668i,-0.00027619+0.00059785i,-0.0012134+0.0010814i,-0.001152+0.001455i,-0.00034826+0.0013659i,0.00049233+0.00061252i,0.00038909-0.00036625i,-6.9079e-05-0.00017143i,0.00025043+0.00043121i,-0.00011711-0.00030054i,7.791e-05-0.00067005i,0.00087231-0.0003799i,0.00070412+0.00036122i,8.8898e-05+0.00072332i,-0.00067176+0.00041895i,-0.00072584+0.00031322i,-0.00019212-0.0002968i,2.4986e-06-0.00036865i,-0.00072882-0.0003308i,-0.0013338-0.00096425i
-8.1843e-05-0.000694i,-0.00085216-0.0007032i,-0.0016081-0.00024278i,-0.001508+0.0010609i,-0.0016127+0.0017027i,-0.0011803+0.0011698i,-0.00047184+0.00044718i,-1.4788e-05+0.00021136i,8.0741e-05-0.00059863i,-0.00039086-0.0010124i,-0.00077476-0.00096524i,5.0062e-05-0.00073447i,0.0006138-0.00024146i,0.00044789-9.2197e-05i,0.00034327+0.00044323i,0.00030651+0.00036526i,0.0003846-0.00068729i,0.00046093-0.0011818i,0.00024424-0.00046681i,0.00010396-0.00012896i,-0.00018073-0.00050345i,-6.2443e-05-0.00061161i,-6.1217e-05-0.00040199i
0.00051702+0.00081884i,0.001433+0.00034783i,0.0016488-0.00075677i,0.00097029-0.00084028i,0.00056561+4.5456e-05i,7.6105e-05+0.0011228i,0.00042982+0.0012i,0.00061999+0.00023015i,9.4295e-05-0.00035946i,-0.00023334-4.2641e-05i,-0.00073521+7.9796e-05i,-0.00025639-5.5358e-05i,0.00061471-7.6502e-05i,0.00031819+0.00026524i,1.0851e-05+0.00065151i,0.00037319+0.00017978i,0.00032105-0.00057617i,-0.00027295-0.00061368i,-0.00057846-0.00038912i,-0.00118+0.00016619i,-0.0010834+0.0007343i,0.0001338+0.00067392i,0.0013453+0.00041561i
8.4718e-05-0.0010748i,-0.00088125-0.00086388i,-0.0017481-0.00042097i,-0.00090463+0.00023826i,0.0002829+0.0014054i,0.00036454+0.0014929i,0.00044367+0.00067442i,0.0005139-7.9395e-05i,0.00037271+0.00011971i,0.00024875+0.00086672i,0.00044881+0.00048521i,0.0010299-0.00066902i,0.00070119-0.0012007i,0.00033348-0.0012628i,0.00063639-0.001153i,0.00039643-0.00013282i,-0.0001721-0.00011662i,-0.00028928-0.00031973i,0.00027744-8.3833e-05i,6.4129e-05+2.5658e-05i,-0.00092161-8.4224e-05i,-0.00088794-0.00045068i,-0.0003754-0.00064665i
0.00014456-9.9031e-05i,0.00012822+0.00044824i,0.00036899+0.00017935i,-0.00028456+0.00070893i,-0.00014465+0.0010853i,-6.1072e-05+0.0012334i,-0.00012361+0.0010575i,6.0853e-05+0.00065089i,-0.00012083-0.00019681i,-2.5848e-05-0.00037106i,0.00026804+1.5549e-05i,-5.9376e-05+0.00076946i,-0.00061322+0.0011077i,0.0002005+0.00037024i,0.0010448+5.2318e-05i,0.00073687-6.4114e-05i,0.00020409-0.00032231i,4.3601e-05-0.00072101i,8.1541e-05-0.00084466i,0.00052334-0.00020785i,0.00027309+0.00057678i,-0.00051112+0.00056253i,-0.00023948+0.00059037i
0.0023314-0.00052379i,0.0008974-0.0011115i,3.0808e-05-0.00089838i,-0.00010245-0.00052903i,-0.00086449-8.6797e-05i,-0.00064823+0.0010881i,-0.00056432+0.00090664i,0.00011927-0.00011392i,0.00098073-0.001044i,0.00078595-0.0017297i,0.000109-0.0017834i,-0.00063674-0.0017777i,-0.0004527-0.0010944i,6.5718e-05-0.00052096i,0.00085018+7.456e-06i,0.00087355+7.5766e-05i,2.6852e-05+0.00012608i,-0.00052337+0.00076329i,-0.00023749+0.00056618i,0.0001939+0.00019585i,6.6878e-05+0.00012526i,-0.00074643-0.00053122i,-0.0013253-0.00037118i
-0.0018648-0.001548i,-0.0014873-0.0015596i,-0.0018009-0.00089849i,-0.0012091+0.00071956i,-0.0009164+0.0014308i,-0.00085358+0.0010854i,-0.00038115+0.00024915i,-0.0009159+0.000253i,-0.001094+0.00071923i,-0.00050626+0.00089437i,0.00013515+0.00090279i,0.00028319+0.00056361i,0.00011183+8.8665e-05i,0.00062485+9.368e-05i,0.00074359+0.00017771i,0.00042738-0.00026962i,2.6495e-05-0.0008404i,4.6034e-05-0.0014333i,-3.8122e-05-0.001358i,-0.00044959-0.00064565i,-0.0004679+0.00018137i,-0.00031411-0.00019971i,0.00045575-0.00065571i
-0.00040828+0.0014758i,-0.0004625+0.0015278i,0.00022953+0.0018226i,0.00067013+0.0017457i,0.0011594+0.0020824i,0.00084254+0.001879i,-0.00073633+0.00083849i,-0.00094835+0.0010978i,-0.0007022+0.0014865i,-0.0002527+0.00010595i,0.00020995-0.00042144i,6.274e-05-6.2591e-05i,0.00036904+0.00010383i,0.00054554+0.00047534i,0.00020653+0.00053839i,9.9071e-05+0.00013228i,2.7615e-05-5.029e-05i,-3.5287e-05+0.00062626i,-0.00014995+0.00044424i,-0.00078991+9.1631e-05i,-0.0011391+0.0002588i,0.00020808+0.00036793i,0.00088599-0.00066686i
-0.001159-0.0013971i,-0.00020944-0.0016805i,-0.0008955-0.00075893i,-0.0012975+0.00046934i,-0.00064143+0.0010191i,-0.00073471+0.0013467i,-0.0010591+0.00073085i,-0.00028894-0.00040841i,0.00058578-0.00050175i,0.00085697-5.2879e-05i,0.00027058+0.00019962i,-2.6993e-05+0.00059899i,-1.8649e-06+0.00046308i,0.00060498+0.00043158i,0.00077408+0.00065362i,-0.00015883+0.00047671i,-0.00049229+0.00051626i,0.00018262+0.00040077i,0.00063849+0.00046004i,0.00018429+0.00035679i,-2.3794e-05+6.4835e-05i,-0.00014969+0.00058665i,-0.00097918+0.00061821i
0.00086344-0.00042949i,-0.00056484-0.0003023i,-0.00089571+0.00015021i,-0.0010186+0.001368i,-0.0018661+0.0016792i,-0.00061478+0.00093943i,0.00089177+0.00011997i,0.00051472+0.00052829i,0.00038211-0.00011139i,1.8469e-05-0.0010526i,-0.00079864-0.00049633i,-0.0010429+0.00038612i,-0.0013719+0.0010491i,-0.0009675+0.00094887i,-0.00044839+0.00035596i,-0.00062513-5.9149e-05i,-0.00030606-0.0003086i,0.00017296-1.8642e-05i,0.00012317-0.00011616i,-0.00047808-0.00064701i,-0.00033094-0.00050394i,-3.8973e-05+0.00040333i,-0.00022429+0.00075461i
0.00074432-0.0010399i,0.00092689-0.00095564i,0.00036347-0.001094i,-0.00054082-0.00087883i,-0.00077331-0.0007772i,-0.0014397-4.6673e-05i,-0.0010199+0.00047745i,-0.00030599-1.2677e-05i,-6.2282e-05-0.00088292i,0.00043948-0.0011731i,0.00044653-0.0011104i,2.3261e-05-0.00075021i,-4.8722e-05+0.00011324i,0.00031257-8.7732e-05i,0.00056888-0.00019066i,7.8324e-05-0.00015886i,0.00051797-0.00033661i,0.0011602-5.4099e-05i,0.00042259+0.00012107i,0.00019274-0.00074461i,3.0026e-05-0.0010157i,-0.00020522-0.00059153i,0.0001413+1.3558e-05i
