-0.0016917+0.001493i,-0.002093+0.0032349i,-0.002288+0.0036516i,-0.00084839+0.0031353i,-3.1833e-05+0.0022027i,0.00014804+0.0019807i,-0.00011843+0.0014064i,5.1714e-05+0.0009859i,0.00074168+0.00094503i,0.0013956+0.0010566i,0.0010145+0.00071573i,0.00049817+0.00030553i,-0.00017768-0.00022502i,-0.00034142-0.00087772i,-0.00061526-0.0011692i,-0.00092497-0.001004i,5.9971e-05-0.0008895i,0.00035495-0.00052363i,8.4182e-06+1.9068e-05i,0.00016381+0.00021078i,-0.00037843-0.00010062i,-0.00043665-0.00077923i,0.00034096-0.00084052i
0.00091348+0.0009271i,-0.000172+0.00062784i,-0.00028287+0.00019963i,0.00031352+0.00066958i,0.0010026+0.0010435i,0.00038869+0.00073294i,0.00021201+0.00066231i,0.00027158+0.00066271i,0.00056752+0.00059856i,0.0017308+0.00020029i,0.0017419-0.00028436i,0.00070147-0.00068888i,0.00051635-0.0005339i,0.00078672-0.00043902i,0.0013751-0.0012666i,0.0013282-0.0014916i,0.0002274-0.0011612i,-0.00062446-0.00068745i,-0.00076188-0.00037163i,0.00040236+1.3024e-05i,0.00093711-0.00011766i,0.00044507-0.00013647i,-0.0001791-0.00020469i
0.0010913+0.0005296i,0.0017786+3.1896e-05i,0.0016018-0.00062558i,0.0014303+2.1526e-05i,0.00082519-0.00028126i,0.0010607-0.00055822i,0.00082178+0.00012197i,0.0008945+0.00056037i,0.0018038+0.00098083i,0.0024759+9.7874e-05i,0.0022604-0.0010626i,0.0011307-0.001343i,0.00048368-0.0010547i,0.00061894-0.00028267i,0.0009051+0.00017353i,0.00079517-0.00033317i,0.00040847-0.00077605i,0.00014738-0.00014811i,-9.9764e-05+0.00036401i,-0.00012177+0.00030462i,0.00045885+0.00038566i,0.00074457-3.4755e-05i,0.0003216-0.00031169i
0.0025182-0.00042247i,0.002032-0.0016217i,0.0014039-0.0013178i,0.0010449+0.00017088i,-0.00016663+0.00032271i,-0.00053365+0.00047623i,0.0004024+0.00087254i,0.00146+0.00018907i,0.0023626-0.00028184i,0.0027556-0.00073817i,0.0028776-0.0015096i,0.0021243-0.00089818i,0.00078866-0.00021684i,7.1582e-05-6.3865e-05i,-0.00029475-0.00020814i,0.00038282-0.00062827i,0.00088391-0.00035251i,0.00025342+0.00010547i,-0.00019114+0.00046705i,-0.00021193+0.00087096i,-0.00038543+0.00044999i,-0.00054736-7.2444e-05i,6.8377e-05-0.00037222i
-0.00098813+0.0003178i,-0.0014086+0.00095367i,-0.0016709+0.00099075i,-0.0011027+0.00084658i,-0.00031071+0.0021052i,0.00043422+0.0021292i,0.00046056+0.00097319i,0.00033726+0.00026473i,0.0011719-0.00013199i,0.0017415-0.00014967i,0.0019523-0.00023917i,0.0012395-0.00036752i,0.00038236-0.00091771i,0.00020106-0.001279i,0.00030838-0.00053265i,-0.00025639+0.00039267i,-0.00062064+0.00041176i,-6.4785e-06-8.3159e-05i,0.00057174-0.00046797i,0.00024347+0.00015303i,-0.00036823-9.9639e-05i,-0.0012612-0.0013206i,-0.0012854-0.001557i
-0.001165+0.00089392i,0.00018932+0.00076919i,0.0021132+0.00060503i,0.0028984+0.0012332i,0.0024613+0.0012785i,0.0026517+0.00083562i,0.0015793+0.00086442i,0.00056425+0.00046656i,0.00099871-0.00018971i,0.0018405-0.0006067i,0.0017732-0.00092276i,0.00034077-0.0011075i,-0.00011845-0.0011062i,0.00044388-0.0014358i,0.0006272-0.0014801i,0.00036352-0.00017555i,0.00057807+0.00037547i,0.0014736+5.9917e-05i,0.0016084-0.00022574i,0.00045562-0.00049167i,-0.00027213-0.00018058i,3.8414e-05+0.00027413i,-4.7307e-05+3.6236e-05i
0.00018357-0.0015426i,-0.0012487+0.00046352i,-0.0016465+0.0011844i,-0.0013774+0.00062643i,-0.00057284+0.00069088i,-3.8759e-05+0.00088547i,0.00010776+0.00080781i,0.00076592+0.00078408i,0.001629+8.2969e-05i,0.0020735-0.00039382i,0.001904-0.00015699i,0.0016476-0.00067884i,0.0021377-0.0015622i,0.0020528-0.00095082i,0.0011174-0.00026663i,0.00050264-0.00069181i,0.00030399-0.00093127i,-0.00060404-0.00075828i,-0.00080831-0.00052064i,-9.0899e-05-0.00028233i,5.6819e-05+0.00015999i,-0.00029891+0.00018499i,7.1665e-05-0.00052497i
0.00070526+0.00030183i,0.00047333-0.00043045i,0.0013336-0.00025564i,0.001001+0.00017914i,6.2588e-05+2.3516e-05i,3.8871e-05-1.5376e-06i,-2.9219e-05+0.00058177i,2.1583e-05+0.00050053i,0.0012433+0.00014123i,0.0021111-0.00021722i,0.0018082-0.00038937i,0.0019643-0.0001785i,0.0031026+0.00016201i,0.0029532-0.00041481i,0.0012494-0.00056383i,0.00056064-0.00023464i,0.00053722+8.9348e-05i,-4.3116e-05-1.6332e-05i,-0.00073537-0.00040506i,-0.0010506-0.00059092i,-0.00096028+0.00025141i,-0.00030743+0.0010188i,0.00055594+0.0014921i
0.0010732-3.2614e-05i,0.00097474-0.00033188i,-9.969e-05-0.00078999i,-0.00042423-0.00026791i,-0.00029774+0.0010292i,0.00026811+0.001995i,-6.2258e-05+0.002138i,-0.00045421+0.00092168i,0.00084214+0.00020845i,0.0018569+0.00016875i,0.0014544+0.00051068i,0.00079538+0.0011107i,0.00063681+0.00097066i,0.00034253+0.00020859i,0.00013715+9.9749e-05i,-0.00029105+0.00033433i,-0.00039233-0.00029068i,0.00098785-0.00022875i,0.0014071+0.00019483i,0.0003226-7.2035e-05i,-0.00010196-0.00037433i,-0.00019169-0.00023355i,-0.00039253-0.00026593i
0.001213+0.0028649i,0.0013524+0.0018207i,0.0017727-0.00023722i,0.0020739-0.0013453i,0.0013963-0.00065779i,0.00017816+0.00089873i,-0.00071393+0.0015981i,0.00050068+3.2911e-05i,0.0022198-0.00089292i,0.00208-2.3249e-05i,0.0013783+0.00012745i,0.001247+0.00044449i,0.0014591+0.00022159i,0.0009234-0.00076463i,0.00051934-0.0011384i,0.0005217-0.0010643i,-0.00015215-0.00064532i,-0.00076271-0.00024198i,-2.2042e-05-8.3465e-05i,0.00037793+0.00025423i,0.00035838+0.00055195i,0.00052661+0.00069916i,0.00030378+1.256e-05i
0.0017952-0.00065635i,0.0016042-0.00152i,0.00052702-0.0019073i,9.2886e-05-0.00022515i,0.0010546+0.0016195i,0.0010136+0.0017474i,0.0001289+0.0010344i,0.00040845+0.0005295i,0.0013109+0.00050126i,0.0011107+7.8691e-05i,0.0010346-0.00039109i,0.00097054-0.00014196i,0.00067409-8.9766e-05i,2.9959e-05+5.9986e-05i,-8.5463e-05-0.00042625i,-0.00056544-0.00068727i,-0.0011383+0.00021158i,-0.00079086+0.00061814i,-0.00041484+6.1247e-05i,-7.2586e-05+0.0002355i,-1.6861e-05-3.2514e-05i,-0.00012576-0.00043978i,-0.00054554+0.00026661i
-0.0026622+0.0012974i,-0.0025309+0.0012565i,-0.0025226+0.0023887i,-0.001325+0.002295i,0.00044614+0.0018312i,0.0015486+0.0014358i,0.0016595+0.00035538i,0.0011098-0.00030087i,0.00043741+0.00036804i,0.0010841+0.0015155i,0.0015565+0.0014533i,0.0012586+0.0010071i,0.00065683+0.00053607i,0.0007178-0.00070263i,0.00044479-0.0010174i,-0.00061376-0.00038214i,-0.00014063-0.00054299i,0.00090131-0.0013446i,0.00087448-0.0014232i,0.00039293-0.00098252i,-0.00040696-0.00056786i,-0.00044065-0.00089678i,3.2504e-05-0.00033236i
0.00062088+0.00036066i,0.0012155-4.4624e-05i,0.00081844-0.0007197i,0.0009119-0.00051358i,0.0012093+0.0009234i,0.00068772+0.0018208i,-0.00049741+0.0015841i,-0.00067464+0.00079015i,0.00066754+0.00061999i,0.0020391+0.00049634i,0.0025427+0.00025463i,0.001625-0.00041414i,0.00064812-0.00085021i,0.00036394-0.00034672i,0.00053332-0.0001336i,0.00068205-0.00025733i,0.00036672-0.00025564i,0.00038811+0.00032093i,0.00063455+0.00040235i,0.00034276+0.00032415i,-0.00012514-4.6895e-05i,-0.00087751+7.3033e-05i,-0.0012893+0.00014959i
-0.0032623-0.0013462i,-0.0040169+0.0002118i,-0.0040319+0.0017217i,-0.0031907+0.0030103i,-0.0011883+0.0030817i,0.00098994+0.0021613i,0.00065423+0.0011277i,2.1931e-05+0.00033671i,4.6213e-06+0.00019342i,0.00038148+0.0005339i,0.00090655+0.00049434i,0.00063092-0.00024719i,0.00054253-0.0011672i,0.001028-0.00061654i,0.0012583+6.4453e-05i,0.0010192-0.0001793i,0.00078634-0.00065087i,0.00065536-0.00091382i,0.00067894-0.00052044i,0.00038775+2.3563e-05i,0.00011537+9.6454e-05i,-0.00033092-0.00025937i,-0.00017375-0.00012599i
-0.0012236+0.0009204i,-0.0015735+0.0023263i,-0.0011435+0.0033656i,-0.00023917+0.0028217i,0.00022277+0.001881i,0.00086851+0.00066045i,0.00095763-9.5689e-05i,0.00088722-0.00024599i,0.0016222-0.00021803i,0.0014061+3.5562e-05i,0.00096168+0.00015275i,0.0010931-0.00048487i,0.00096936-0.00073957i,0.00078836-0.00083513i,0.00057513-0.0011317i,0.0001489-0.0010154i,-0.0001861-0.00070336i,-0.00012007+3.4289e-05i,-0.00036394+0.00053438i,-0.0008291+0.00017776i,-0.00057462-8.2095e-07i,-0.0001686+0.00025693i,6.4287e-05+0.00060154i
0.0023453-0.00015806i,0.0025858-0.00086303i,0.0025819-0.002201i,0.0011926-0.0018232i,-0.00019046-0.00037981i,-0.00051633+0.00086972i,-0.00062074+0.0010453i,-0.00060509+0.00084917i,0.00081338+0.00061939i,0.0022412+0.00033588i,0.0019113+0.00022034i,0.0015237+0.00027285i,0.001532+0.00034155i,0.001858+0.00010827i,0.0017047-0.00036061i,0.0013893+0.00021459i,0.0011648+0.00038903i,0.00087346-0.00031471i,0.00065973+3.0691e-05i,0.00034321-0.00018918i,-0.00030527-0.0010652i,-0.0003306-0.00067707i,-0.00049609+0.00027364i
-0.00035263+0.00048878i,-0.0012119+0.0012367i,-0.0013213+0.0016704i,-0.0001615+0.0012302i,0.00041489+0.00086752i,-0.00019189+0.00062796i,0.00020255+0.00038246i,0.00065726+6.9246e-05i,0.00061569+0.00058517i,0.0010667+0.00079775i,0.0012966+0.00074117i,0.00095398+0.0005991i,0.00035446-0.000437i,0.00019026-0.00059556i,0.00037985-0.00017579i,0.00046464+0.00047352i,0.00099206+0.00065126i,0.001168-0.0002333i,0.00040386-0.0010537i,0.00075083-0.0011674i,0.00094518-0.0010213i,-0.00024009-0.00054782i,-0.00053839-0.00011224i
-0.0014629-1.426e-05i,-0.0025072+0.00047215i,-0.0013231+0.00074777i,0.0002147+0.001203i,4.2975e-05+0.0019487i,-0.00075526+0.0015754i,-4.3687e-05+0.00078836i,0.00047543+0.00028049i,0.00070015-8.2016e-05i,0.0013096-3.906e-05i,0.0013831-0.00021566i,0.0012507-0.00068944i,0.0015457-0.00032343i,0.0016329-0.00017266i,0.0012006-0.00012825i,0.00069483+0.0001513i,0.00070552-0.00026227i,-0.00038927-0.00035183i,-0.0011647+0.00015334i,-0.00079435+0.00055595i,-0.00010311+0.00038534i,7.3232e-06+0.00048884i,-0.00077545+0.00084825i
-0.00022771-0.00085764i,0.00031834-0.00035213i,0.0008244-0.001133i,0.0012619-0.00013652i,0.00060575+0.0018449i,-9.3422e-05+0.0013829i,-0.00024126+0.00031666i,-0.00061133-0.00032715i,-0.00018872-0.0002559i,0.0008715+0.00063503i,0.00048132+0.00058053i,0.00014214-0.00098487i,0.00080965-0.0014758i,0.0010015-0.00040698i,0.00050701+3.2059e-05i,6.5611e-05-0.00013688i,3.9444e-05-0.00043057i,0.00052493-0.00051311i,0.00068982-0.00042349i,0.00016934-0.00032774i,-0.00019134-0.00024966i,-0.00061994-0.00050393i,-0.00083368-0.00025027i
0.0011191+0.0011517i,0.0018008+0.0010835i,0.0037049+0.0010339i,0.0040467+0.00044407i,0.0028861+0.00036377i,0.0012263+0.0010322i,0.00048775+0.00086171i,0.00091881+0.00028185i,0.0011083+0.00020489i,0.0016475+0.0009239i,0.0019066+0.00088963i,0.0010778-0.0002992i,-0.00047168-0.0013626i,-0.0007059-0.0014018i,-0.0013274-0.00060443i,-0.0018439+0.0002939i,-0.00077329+0.00016835i,-0.00043323-0.00052819i,-0.00072227-0.00058883i,-0.0002738-6.2807e-05i,0.00012301-0.00018194i,0.00058971-0.00025567i,0.00063718-0.00019417i
-0.0019048+2.6185e-05i,-0.0011528+0.00027814i,-0.00063121+0.00054718i,-0.0003334+0.00097923i,-0.00033644+0.0015521i,0.00028402+0.00081784i,-0.00016098+0.00017664i,-0.00053693+3.1049e-05i,0.00062117+1.0606e-05i,0.00198-0.00030128i,0.0017216-0.00013583i,0.0013594+0.00033256i,0.0022333-0.00033992i,0.0019763-0.00079155i,0.0010659-0.00088749i,0.0010362-0.00045609i,0.0011166-0.00020239i,6.848e-05-9.9105e-05i,-0.00026789-0.00074354i,0.00056237-0.0013978i,0.00086684-0.0013115i,0.00062556-0.0017378i,-0.00011238-0.0010673i
0.0014411-0.0010014i,0.00054209-0.0018415i,0.00090356-0.0023838i,0.00076424-0.0018511i,-0.00053785-0.0010999i,-0.0013315-9.8079e-05i,-0.00061745+0.00027354i,0.00039556+0.00028447i,0.0012406+0.0004151i,0.0021938+0.00044318i,0.0020414+0.0002664i,0.00039272+6.2874e-06i,0.00034258-0.00075868i,0.0016974-0.0010731i,0.0014093-0.00059898i,0.00075406+6.0904e-06i,0.00101-0.00018892i,0.0011696-0.00048686i,0.0010879+0.00011065i,0.0009726+6.4518e-05i,0.00074373-0.00025913i,0.00042204-0.00029179i,0.0003721+0.0006723i
0.00080766+0.001135i,0.00082552+0.0012738i,0.0013432+0.00060399i,0.0019371+0.00062118i,0.0018393+0.000721i,0.00095051-1.8146e-05i,0.00028607-0.00043316i,8.7185e-06+0.00044922i,0.00022585+0.0011849i,0.0010959+0.00074833i,0.0010303-9.7799e-05i,0.00078723-0.00061369i,0.00053114-0.00073565i,0.00021956-0.0010287i,0.00014635-0.00098068i,-0.00010569-0.00049543i,-0.00047152+0.00014016i,-0.00055967-7.2983e-06i,-0.0004486-0.0010881i,-1.3345e-05-0.0010465i,0.00022968+0.00016467i,-0.0002065+0.00020396i,-0.00022071-0.00066238i
0.00050423+0.00084838i,0.00065606+0.00072659i,0.0017251+0.00033133i,0.0010063+0.00027467i,-0.0002187+0.0011457i,-0.0009787+0.0013277i,-0.00096339+0.00068148i,0.0003806+0.00018586i,0.0011488+0.00024155i,0.0012003+0.00098335i,0.0015501+0.00096945i,0.00127+0.0006408i,0.0014626+0.00029597i,0.0022015-0.00033052i,0.0020098-0.00010798i,0.0014284+0.00061558i,0.0012397+3.6462e-05i,0.00085498-0.00086925i,-0.00014757-0.00082608i,1.0214e-05-0.0004285i,-8.5747e-05+0.00081219i,-0.00062462+0.0011573i,-0.00055238+0.00056802i
-0.0013449-0.00012783i,-0.0015703-0.00033711i,-0.0011422+0.0004463i,-0.0011337+0.00051035i,-0.0011169+0.00043642i,-0.00036238+0.0011214i,4.3902e-05+0.0017158i,-0.00022371+0.00077552i,0.00048448+0.00016725i,0.0017879+2.7813e-05i,0.0018198-6.7508e-05i,0.0016527-0.00011498i,0.0017773-0.00057235i,0.0015873-0.00052282i,0.0012515-0.00014002i,0.00047846+0.00026278i,0.0003804+0.00028869i,0.0012496-0.00057336i,0.001569-0.001301i,0.00095024-0.0015248i,0.00021502-0.00068099i,6.6495e-06-0.00013284i,-0.00015997-0.0003443i
-0.00042603-0.0013931i,-6.6323e-05-0.0011646i,0.00078668+0.00039738i,0.0016121+0.0012555i,0.0006835+0.00085787i,-0.00066667+0.00084209i,-0.00039806+0.00057689i,0.00040108+0.00045015i,0.00070798+0.00083877i,0.0013178+0.0004691i,0.0015328+1.9897e-05i,0.00072497+0.00021417i,0.0009427+0.00047142i,0.00095109+3.6884e-05i,0.00027928-0.00031906i,0.00049963+0.00039652i,0.00043775+0.0013791i,-0.00036051+0.0014159i,-0.00091394+0.00083476i,-0.00030527+0.001205i,0.00020732+0.001172i,-0.00024865-0.00022426i,-0.00012207-0.00066334i
-0.00053189+0.0025582i,0.0017856+0.0010705i,0.0037194+0.00079345i,0.0033701+0.0011898i,0.0031089+0.00058603i,0.0021486-0.00011788i,0.00049865-0.00037385i,0.00022068-0.00015847i,0.0011388+0.00010977i,0.0025146+0.00036298i,0.0026788+0.00046553i,0.0018512+1.3426e-06i,0.0014157-7.7472e-05i,0.00098293-6.404e-05i,0.00056975-0.00049804i,6.4612e-05-0.00090877i,8.0475e-05-0.00061853i,0.00052352-0.00033822i,0.00051311+1.7633e-05i,0.00063604+0.00012808i,0.00013166-0.00027102i,-0.0006639-7.1646e-05i,-0.00042667+0.0002858i
0.00097764+0.002702i,0.0020031+0.0020843i,0.0020166+0.0015569i,0.0019259+0.0011358i,0.0016038+0.001387i,0.00053828+0.00074974i,-0.00065824-4.4756e-05i,-0.0012115+0.000878i,-0.00042127+0.0010985i,0.0013726+0.00027425i,0.0021722+2.2896e-05i,0.0014834+0.0001905i,0.0010196-0.00027196i,0.0011216-0.00067241i,0.00084703-0.000395i,0.00072113-0.00029938i,0.00017361-0.00020205i,-0.00020641-0.00050442i,-0.00027143-0.0011419i,-0.00035192-0.0011357i,0.00011614-0.00077105i,0.0005685+0.00034201i,0.0001966+0.00083831i
-0.00092124+0.00014423i,-0.00071072+0.00021444i,-0.0023886+5.1412e-05i,-0.0013949+0.00098412i,0.00015098+0.0022832i,9.1279e-05+0.0023418i,-0.00061907+0.0019936i,-0.00010934+0.00074971i,0.00094701-0.00030952i,0.0016903+0.000476i,0.0017405+0.00062011i,0.00076215-6.9924e-05i,0.00037423-0.00027482i,8.6883e-05-0.0011572i,3.0561e-05-0.0016535i,4.4971e-05-0.0010574i,0.00012324+0.00011823i,0.00023396+0.00042367i,-0.00019415+0.00010489i,-0.00015337+0.00014664i,-6.522e-05+0.00030306i,-0.00038944+0.00048754i,-0.00029868+0.00027738i
0.00092759-0.0014446i,0.0009042-0.0020597i,7.5998e-05-0.0019753i,-4.8911e-05-0.0011118i,0.00063601+7.2346e-05i,0.00085434+0.0013592i,5.3791e-05+0.0010458i,-5.6715e-05+0.0001825i,0.0011018+0.00074852i,0.0021916+0.00072853i,0.0020175-0.0006933i,0.0015598-0.0015134i,0.0017774-0.0012693i,0.0019312-0.00088202i,0.0018865-0.00035568i,0.0008331+5.9661e-05i,0.00027224-0.00022637i,-6.1189e-05-0.00049486i,-4.5455e-05-0.00037768i,0.00039052-0.00027469i,-0.00013547-0.00073856i,-0.00024954-0.00047972i,-2.1663e-05+0.00028782i
-7.3527e-05-0.0014991i,-0.00054688-0.00092321i,-0.0012461+4.8165e-05i,-0.0011882+0.00042455i,-0.0014292+0.00073359i,-0.0011477+0.0014018i,0.00020764+0.0017902i,0.00084455+0.00097338i,0.0011603+0.00051581i,0.0015196+0.00029098i,0.0016166-0.00049844i,0.0019444-0.0013008i,0.0021548-0.00070718i,0.0017038-0.00047055i,0.0013895-0.0003901i,0.00065422-0.00036512i,0.00015892+0.00023113i,0.00064641+0.00030649i,0.00033311-0.00030538i,4.2768e-05-0.00014586i,0.00025203-0.00046648i,0.00015008-0.00033463i,0.00023599+0.00023722i
0.00011673+0.00034925i,0.00014969+0.00024548i,0.00062446+1.4247e-05i,0.00047814-0.00047471i,-2.4669e-05-0.00068818i,-1.7653e-06+9.1429e-05i,0.00030709+0.00041441i,0.0002565+6.867e-05i,0.00048813+0.00043165i,0.0013049+0.0011221i,0.00056457+0.0014467i,0.00013394+0.00083965i,0.00061988+0.00030896i,0.00074939+0.00032361i,0.00033553-0.0004086i,0.00038193-0.00048226i,0.00059021+0.00014045i,0.0011061+4.1742e-05i,0.00073499-0.00025654i,-6.1487e-05-0.00054677i,-0.0007151-6.8278e-05i,-0.0009641+7.6332e-05i,-0.00075141-0.00021487i
0.00055008-0.00010114i,2.3134e-05-7.3497e-05i,-0.00066582-0.00049907i,-0.00090243+0.00015021i,-0.00079796+0.00042929i,-0.00028502+5.1382e-05i,-0.0001409+4.1764e-05i,0.00019008+4.546e-05i,0.0014038+0.0003195i,0.0019095+0.0004353i,0.0019389+0.00045569i,0.0019046+0.00082806i,0.0020426+0.00070869i,0.0018745+0.00013343i,0.00097845-0.00051237i,0.00016774-0.00014395i,2.0435e-05+0.00050091i,0.00056919-7.1055e-05i,0.00083575-0.00073762i,0.00133-0.0005352i,0.0016374-0.00039501i,0.00057829-0.00083858i,-0.00020241-0.00042069i
0.0015515+0.00076678i,0.0013026-0.0010587i,0.0020015-0.0017653i,0.0018077-0.0016413i,0.00098525-0.000996i,-0.0001361-9.6489e-05i,-0.00044328+0.00090515i,0.00047497+0.0014426i,0.0010356+0.0011581i,0.0015328+0.0011524i,0.0022966+0.00025289i,0.0018914-0.00052264i,0.00072541-0.00016629i,-0.00025675+1.8244e-05i,-0.00034215-0.00080198i,3.1956e-05-0.00088292i,6.8467e-05-0.00036938i,0.00010153-7.0661e-05i,-0.00034486-8.6376e-05i,-0.00083584-0.00026634i,-0.00054918-1.728e-05i,-0.00029817+0.00014904i,-0.00034316+0.0005729i
0.0023395+0.00086495i,0.0034111+0.00072844i,0.002977+0.00048592i,0.0006709+0.00042958i,-0.0004788+0.0002554i,-0.00066598+0.00042354i,-0.00035506+0.0005271i,0.0003707+0.00038968i,0.0010816+0.00053098i,0.0015822+0.00060962i,0.0014459+0.00040426i,0.001481+5.7482e-05i,0.0013485+0.00010405i,0.00071644+0.00037682i,0.00046828-0.0001879i,0.00076787+2.456e-05i,0.00025267+0.00023098i,-0.00052541-0.00035859i,-0.00072293-0.00059482i,-9.9685e-05-0.00052054i,0.00063241-0.00028818i,0.0001776-9.6105e-05i,-0.00056133-0.00013454i
-0.00015633+0.00052439i,-0.0029679-0.00030074i,-0.0036803-0.0011726i,-0.0010701-0.0011603i,0.00017067+0.00013905i,-1.6783e-05+0.00029771i,0.00040386-0.00051653i,0.00053528-0.0004965i,0.00099075-0.00032708i,0.0014997-0.00039048i,0.0010213-0.00025105i,0.00041137+0.00019185i,0.00071801+0.00024352i,0.00087236+0.0001917i,0.00052867+0.00074298i,0.00053594+0.0008513i,0.00031693+0.00050975i,6.4926e-06+0.00040558i,0.00022964+0.00026384i,-3.4639e-05+0.00048963i,-0.00019164+0.0002616i,0.00026664-0.00025921i,0.00014087-0.00087537i
-9.4686e-06+0.00011631i,-0.00051333+1.477e-05i,-0.0012026+0.00011704i,-0.0013308+0.0011826i,-0.00039267+0.00093439i,0.0010342+0.00046163i,0.0010537+0.00041231i,-4.0916e-05+0.00043265i,-9.0781e-05-1.2978e-05i,0.00093567-0.00050959i,0.0014067+0.00018167i,0.00051138+0.00084139i,0.00028085+0.00067631i,0.0008295+0.000454i,0.00057702+0.00041513i,0.00010527+8.7574e-05i,0.00016448-0.0002621i,0.00015528+0.00010789i,0.00025493+0.00054046i,0.00058108+0.0006789i,4.1207e-05-0.00012302i,-0.00022627-0.00085879i,0.00027211-6.6165e-05i
0.0015871-0.00040344i,0.0024674-0.0013217i,0.0034727-0.0027188i,0.0017012-0.0025212i,-0.00082855-0.00099669i,-0.0013761+0.00057774i,-0.00069426+0.00099665i,0.00035815+0.00037961i,0.0010682-0.00024409i,0.0012911-0.00020157i,0.00048411+0.00082244i,-0.00014688+0.00089345i,0.00012763-0.00047527i,0.00052958-0.00066593i,0.00086384-0.00023629i,0.00045487-0.00022814i,0.00070271-7.7216e-05i,0.0013829+0.00043246i,0.000479+0.00053697i,-0.0003434+0.00040012i,-0.00055811+0.00011043i,-0.00056837-1.1838e-05i,8.9309e-05+0.00039175i
0.00083356+0.00062617i,0.00092417+0.00034759i,0.0017282+0.00015159i,0.0028775-0.00038816i,0.0028741-0.00028624i,0.0013403+0.00042704i,0.00075083+0.00066793i,0.0011497+0.00099727i,0.0023167+0.0004667i,0.0030902+0.00023769i,0.0021687+1.9103e-05i,0.0005358-0.00072996i,5.3007e-05-2.1432e-05i,-6.9971e-05+0.00042072i,-0.00047398+0.00017659i,-0.0012039-0.0003093i,-0.00087019-0.00060032i,0.00023251-0.00034353i,-0.00058653+4.1015e-05i,-0.0011689-0.00010149i,-0.0010326-0.00060896i,-0.00053974-0.00065674i,0.00016003-5.7747e-05i
0.00082992+8.1115e-06i,0.0015958-0.00050778i,0.0013601-0.00099635i,0.00093491-0.0014122i,0.00030608-0.0014825i,-0.00063756-0.00034433i,-0.00072393+0.0014838i,-0.00030048+0.0010306i,0.00073877+0.00026509i,0.0016546+0.0006572i,0.0016365+0.00086068i,0.00095871+0.00065414i,0.00063781+0.00039013i,0.00090152-2.5623e-05i,0.00088483-0.0008706i,0.00026903-0.001196i,-4.0783e-05-0.00063882i,-0.00015952-0.00035089i,-1.1279e-06-0.00037176i,0.00046313+0.00015313i,0.00024657+0.00067842i,-0.00060629+0.00059668i,-0.00055426-0.00057424i
-0.0021025-0.00055652i,-0.0029046-0.00035567i,-0.002443+0.00071338i,-0.0019187+0.0017226i,-0.0020501+0.0023613i,-0.00086276+0.0016375i,0.00064824+0.0010322i,0.0014683+0.00071841i,0.0018958+0.00026343i,0.0013346+4.6374e-05i,0.00092686+0.00015392i,0.00074184+0.0009251i,0.00057418+0.00033998i,0.00064033-0.00051059i,0.00038855-0.00045878i,0.00027773+0.00022779i,0.00035052+0.00040752i,4.0468e-05+0.0003647i,-0.00020248-4.3886e-05i,-0.00070908-0.00085741i,-0.00080856-0.0010027i,-8.5333e-05-0.00022485i,1.2577e-05+0.00051239i
0.0018006+0.0003993i,0.0021962-0.00081504i,0.0033485-0.0016291i,0.0036269-0.00044913i,0.0020212+0.00027053i,0.00010619+0.00020911i,-0.00043237-0.00015606i,0.00032141+7.0318e-05i,0.00021286+0.00024519i,0.00012163+0.00015857i,0.0006848+0.00020009i,0.00091818-0.00010809i,0.0013702-0.00026859i,0.00088317+0.00021254i,0.0005626+0.00033542i,0.00075595-1.9589e-06i,0.00029235-0.00033351i,6.1789e-06+4.5048e-05i,-8.0023e-05+0.00038496i,-0.00043376+0.00077806i,-3.6349e-05+0.0011645i,0.00011858+0.00048743i,0.00047142-0.00025681i
-0.0011148+3.2983e-05i,-0.00099301+0.0015863i,-0.00093554+0.00063265i,-0.0011906+0.00059395i,-0.00090044+0.0015235i,0.00015032+0.001072i,0.0010905+0.00037492i,0.0014068+0.00062053i,0.0013082+0.00041973i,0.0011252+0.0003602i,0.0011014+0.00056582i,0.0011481+0.00015277i,0.0014838-0.0010427i,0.001599-0.0013732i,0.00087331-0.00050826i,0.00014186-0.00036608i,0.00010954-0.00022777i,2.3763e-05-0.00031954i,-6.9256e-06-0.00026257i,-0.00012109+9.8821e-05i,-0.00031708-8.992e-05i,-0.0007086-0.00024756i,-0.0010606-0.00018233i
0.0021633-0.00058888i,0.0021737-0.0013648i,0.0016844-0.0013302i,7.3962e-05-0.0014713i,-0.0011777-0.0017042i,-0.00042254-0.00055959i,0.00064904+0.001125i,0.00056621+0.0013025i,0.0013301+0.0003014i,0.0010987-0.00020035i,0.00019442+6.2695e-05i,0.0004693-7.7147e-05i,0.00081096-0.00073165i,0.00085039-0.0013408i,0.00092336-0.0010357i,0.0011492-0.00051406i,0.00094734-0.00044119i,0.00027964-0.00093016i,-7.0176e-05-0.0006975i,-0.00024153+2.0725e-05i,-3.5216e-05-7.36e-05i,-0.00010641-0.00065224i,-0.00021887-0.00070762i
