-0.0018698+0.0011806i,-0.0022262+0.0008839i,-0.0028085+0.0015267i,-0.0018861+0.0014581i,-0.00066527+0.0024151i,0.00051164+0.0017814i,0.001694+0.001032i,0.0012824+0.0010215i,0.00066292+0.00029801i,0.00017125+4.3203e-05i,-8.4731e-05+6.751e-05i,-0.00020979-0.00064454i,-0.00016751-0.0010859i,-2.7459e-05-0.00059409i,0.00046427+0.00014961i,0.00032648+0.0004454i,7.6952e-05+0.00037964i,0.00032274+0.0003771i,0.00050759+8.8695e-06i,0.00058811-0.0004479i,-0.00028757-0.00016025i,-0.00068721-1.6116e-05i,-0.00019202-3.497e-06i
-0.00052013-0.0010383i,-0.0018712-0.00093669i,-0.0029476+3.9625e-05i,-0.0023923+0.00095251i,-0.00084268+0.0009377i,-0.00021021+0.00063658i,-0.00058657+0.00023204i,-0.00037456+0.00033964i,-0.00010432+0.00050198i,-0.00096258-0.00043889i,-0.0021434-0.001188i,-0.0015421-0.00075427i,-0.00032577-0.0011494i,9.6695e-05-0.0021857i,0.00038507-0.0014757i,7.8227e-05-0.00082587i,-9.2019e-05-0.00018092i,-0.00031095+0.00010175i,-0.00033341-0.00062473i,-7.7646e-05+0.00019221i,-0.00026908+0.00049977i,-0.00011207-0.00064407i,0.00016515-0.00075795i
0.00084699+0.0020724i,0.0021613+0.0018482i,0.0040526+0.00086788i,0.0035895-0.00078566i,0.0015096-0.0013722i,2.213e-05-0.0010419i,-3.9639e-05-0.00099503i,0.00042096-0.0011731i,0.00031799-0.0010666i,-0.0002187-0.0019782i,-0.00047365-0.0024275i,0.00015626-0.0014954i,-0.00017456-0.00042921i,-0.0016365-2.9194e-05i,-0.001904+8.4952e-05i,-0.0010152-0.0001192i,1.6113e-05-0.00039331i,0.00042571-5.3188e-05i,7.5154e-05+0.00022696i,-0.00020901+5.0969e-05i,0.00022226-0.00017904i,0.0005827-0.00023768i,0.00064196+0.00011911i
0.00086564-0.0002153i,-0.00089739-0.0009902i,-0.0016996-0.00054073i,-0.0013605+0.00029261i,-0.00052152+0.00077984i,1.914e-05+0.00018357i,0.00041229-0.0010842i,0.00026049-0.0012691i,0.00063885-0.001377i,0.00043969-0.00090173i,-0.00021235+0.00047246i,2.6946e-05+0.00158i,0.00040533+0.0021096i,0.00078824+0.0020861i,0.00046102+0.001276i,7.2011e-05+0.00078901i,0.00022015+0.00034394i,0.00078263-0.00024686i,0.0003618-4.3573e-05i,-0.0002917+0.00034721i,0.00076944+0.00074293i,0.00082783+0.00018979i,0.00064669-0.00098415i
-0.00096068+7.8172e-05i,-0.00044975+0.0015343i,-0.001057+0.0024367i,-0.00029099+0.0020415i,0.00049521+0.0012789i,0.00056148+0.00058045i,0.0012184+0.00015664i,0.0012631-0.00035278i,0.00021807-0.00060393i,0.00020327-0.00048225i,-2.7142e-05-0.0005139i,-0.00074772-6.9762e-06i,-0.00099682-0.00021152i,-0.00072807-0.0010718i,0.00072724-0.0012396i,0.0010223-0.00061952i,-0.00037184-0.00010013i,-0.00013607+3.9991e-05i,0.00092133+0.00072714i,0.00076262+0.00084122i,-0.00027443+0.00042934i,-0.00024591+0.00014135i,0.00025715+0.00067092i
0.0018048-0.004357i,0.0011641-0.0038651i,0.00066647-0.0033339i,0.00025146-0.0021183i,-5.5453e-05-0.00062429i,0.0010452+0.0011175i,0.0025407+0.0016019i,0.0024223+0.00041371i,0.00089746-0.00045818i,-0.00017318+0.00010204i,-0.00011693+0.00027662i,0.00025932-2.2902e-05i,0.00027036+0.00032238i,0.00026338+0.0013773i,0.0004075+0.0019406i,-0.0002284+0.00095301i,-1.8664e-05-0.00025111i,9.8401e-05-0.00059467i,-0.00016243-0.00043406i,0.00010783-0.000692i,-1.0397e-05-0.00097967i,-2.4681e-05-0.00076439i,0.00059923+8.8912e-05i
-0.0016006+0.0008218i,-0.0022113+0.0017449i,-0.0020323+0.0027439i,-0.00075975+0.0033926i,0.00044194+0.0023646i,0.00030827+0.00077315i,0.00047677+0.00057169i,0.001141+0.00017118i,0.00099939-0.00040046i,0.00092683+7.8791e-05i,0.00056606+0.00084505i,-0.00042389+0.00091628i,-0.00046532+0.00022638i,0.00020811-0.00055571i,0.00015192+0.00014392i,0.00048867+0.00095932i,0.00074546+0.00049272i,0.00037625+0.00010562i,1.2105e-05-0.00025555i,-0.00034111-0.00071905i,-2.7795e-05-0.0011617i,0.00041884-0.00058689i,0.00057246+0.00029946i
-0.0020212+0.00043505i,-0.0011375+0.00013004i,0.00072798+0.00051686i,0.0019098+0.00032481i,0.0021569-0.00091665i,0.0014974-0.0014764i,0.00094923-0.001228i,0.00071153-0.00072341i,0.0003225+0.0004262i,0.00014162+0.00064959i,-0.00026583+0.00035516i,-0.00074131-2.9186e-05i,-0.00080973-0.00084244i,-0.00073843-0.0010019i,-0.00036818-0.0011927i,-0.00041573-0.0010896i,-0.00049161-0.00051069i,0.00011392+5.4129e-05i,0.0010164+0.00026387i,0.00095271-0.00022385i,0.00094613-0.00086242i,0.0011969-0.00029385i,0.00051617-0.00028814i
0.0016052+0.00075724i,0.0013419-0.00054006i,0.0013208-0.0012393i,0.00039311-0.0022381i,-0.00021468-0.0022195i,-0.0007648-0.0010455i,-0.00063272-0.00024852i,-0.00019119-0.00019751i,-0.00096091-0.00049106i,-0.0016892-0.00068507i,-0.0011425-0.00067547i,-0.00029116-0.0010453i,-8.7348e-05-0.00089515i,-0.00077511-0.0007964i,-0.0013706-0.0010697i,-0.00063512-0.00035517i,-0.0002376-7.2488e-05i,-0.00065715-0.00021215i,-0.00049763-0.00071005i,-0.00012427-0.00058088i,0.00012568+0.00038501i,0.00065781-0.00042371i,0.00082472-0.0010456i
0.00088633+0.00057241i,-0.00053511+0.0025347i,-0.00105+0.0045535i,0.00060471+0.005357i,0.0016171+0.0042123i,0.0013649+0.0024521i,0.00084136+0.0015485i,-0.0001564+0.00097755i,-0.00051276+7.1731e-05i,0.00016883-0.0010288i,0.00010663-0.00085804i,5.571e-05+0.00023951i,0.00057266+0.00076421i,0.00075549+0.00027023i,0.00032099-0.00044515i,-9.2154e-05-1.2451e-05i,-0.00045624+0.0002731i,-0.00052588-0.00012458i,-0.0006939+0.00033986i,-0.0007554+0.00030568i,-0.00020802-0.00045076i,-0.0005004-0.00071983i,-0.00063411-0.00082865i
-0.0019003+0.00095151i,-0.0023443-0.00036803i,-0.0020486-0.00075903i,-0.00082323-0.0010348i,0.00090256-0.0011507i,0.0017865-0.00082298i,0.0012751-0.00084553i,0.00022767-0.00095081i,-2.1422e-05-0.00035405i,-7.365e-05+0.00041588i,1.8985e-07+0.0001056i,7.5661e-05-0.00070818i,3.8717e-06+0.0002017i,0.00043661+0.00068406i,0.0008302-0.00025275i,0.00039062-0.00072339i,0.00017997-0.00096438i,0.00090678-0.00072838i,0.001013-0.00043347i,0.00047533+8.7743e-05i,0.00031766+0.00097006i,0.00070389+0.0010457i,0.00043503+0.00031579i
-0.001147+0.0021518i,-0.00028166+0.0026765i,0.00015125+0.0023818i,0.00063685+0.0013014i,0.001204+0.00018625i,0.00071451-0.00081969i,0.00012236-0.0012238i,0.00043368-0.0012083i,0.00010306-0.00097855i,-0.00073644-0.00066098i,-0.00054367-0.00080157i,-0.00063414-0.00063744i,-0.00036839-0.00033443i,0.00056736-0.00021606i,0.00063472+0.00011369i,0.00029335+0.00021201i,0.0008635+7.9774e-05i,0.00076472+7.6933e-05i,-0.00057894+0.00034299i,-0.00081942+0.00039587i,-0.00038615-0.00020575i,3.973e-05-0.00043352i,-3.1533e-05-0.00083417i
0.00089564-0.0011951i,0.00070809+0.00065003i,0.00048819+0.00068492i,0.00080818+0.0011998i,0.0012093+0.0018848i,0.00089338+0.0020415i,0.00059372+0.0022371i,0.00045738+0.0007903i,-0.00012004-0.0008923i,-0.00072979-0.00093681i,-0.00016071-0.00032542i,-0.00012888+0.00051991i,-0.00046456+0.0012235i,-4.1016e-05+0.001003i,0.00077471+0.00057261i,0.00065641+0.0006707i,0.00024818+0.00035666i,-6.0222e-05+0.00011272i,0.00021468+0.00035981i,0.00071882+0.00056646i,0.00042892+0.00070571i,0.00011987+0.00048375i,-0.00068394-7.2213e-05i
0.00045209-0.0017953i,0.00067636-0.0026557i,0.00020256-0.0026405i,-0.00021537-0.0022183i,9.6182e-05-0.0019846i,0.00082536-0.002041i,0.0007698-0.0016482i,0.00079861-0.00083621i,0.00098019-0.00049461i,0.00091989-0.00032403i,0.00034117+0.00023898i,-0.00067055+0.0008105i,-0.00045948+0.00058104i,-0.00040542+0.00045139i,-0.0006057+0.00051438i,7.8921e-06+0.00046333i,0.00043995+9.0496e-05i,0.0004138+0.00014412i,-5.7176e-05-0.00019482i,-0.00015151-0.00068896i,0.00021626-0.000444i,0.00027695-0.00029707i,-0.0003691-0.00014359i
-0.00078753+0.0022205i,-0.00064708+0.002809i,0.00038038+0.0021858i,0.0019244+0.00087791i,0.0020141-0.00051252i,0.0011811-0.00053779i,0.0011956-0.00056584i,0.00076837-0.0010197i,0.00036693-0.00027113i,0.00090396+0.000352i,0.0004965+0.00048005i,-0.00017217+0.00017877i,-0.00057559-0.00079473i,-0.00046222-0.0017206i,2.1956e-05-0.0019826i,-4.1465e-05-0.0013243i,-0.00026009-0.00032075i,0.00018952-0.00020313i,0.00042021+1.2263e-06i,0.00071897-0.00010676i,0.00077877-0.00073361i,0.00042481-0.000633i,0.0002233+6.4373e-05i
0.0013951-0.0018022i,0.0026713-0.0013501i,0.0014522-0.0005874i,-0.00018281-0.00012466i,0.00047887+0.00065848i,0.0018264+0.0020746i,0.001653+0.0022289i,0.00018896+0.0010163i,-0.00040958+0.00015643i,-0.00081392-0.00030798i,-0.00075154-0.00048474i,4.6875e-06+0.0001139i,-0.00031732+0.00049059i,-0.00066466+0.00045047i,-0.00050544+0.00054965i,-0.00046954+0.00029092i,-4.2655e-05+4.1858e-05i,-0.0003552+0.00011788i,-0.00059777-0.00048341i,-0.0001158-0.00093872i,-8.6168e-05-0.00059538i,-0.00035316-0.00019506i,-0.00010403+0.00024369i
0.0010737+0.00088926i,-0.0016426+0.00083013i,-0.0025709+0.0005813i,-0.0019521-8.6389e-05i,-0.00046756-0.00036427i,0.000298+7.2602e-05i,2.9806e-05+0.001292i,0.00012126+0.0017734i,0.00060055+0.00097036i,0.00087311-7.9499e-05i,-0.00010458+0.00018518i,-0.00059373+0.00060167i,-0.00043667+0.00024871i,-0.00021894-0.00016022i,-0.00031034+8.1785e-05i,-0.00056089-1.6579e-05i,-0.0001928-0.00027742i,-3.9091e-05-0.00015247i,-0.00066036-0.00013645i,-0.00039292-0.00010474i,0.00050759+0.00035627i,0.00018578-0.00045446i,3.598e-05-0.00044638i
0.0035299+0.0009501i,0.0035813-0.00083661i,0.0034168-0.0018047i,0.0021048-0.0014587i,0.0011808-0.00203i,0.0003173-0.0026051i,0.00041952-0.0011991i,0.00054122-0.00029013i,-0.00061364-0.0011362i,-0.00093552-0.0012311i,-0.00043835-0.00037491i,-0.00079592+0.00020105i,-0.0015716+1.8887e-05i,-0.0010966-0.0003275i,-0.0008543-0.00022855i,-0.00054974-0.00014803i,-0.00013386+6.6467e-05i,-0.0002032+0.00043186i,0.0001849+0.0010977i,2.0152e-05+0.0012884i,-0.0005662+0.00073737i,-1.6528e-05+3.3577e-05i,0.00068941-0.00036499i
0.0005826+0.0026894i,0.001905+0.0023443i,0.002978+0.0025572i,0.0026558+0.0016138i,0.0028981+0.00046329i,0.0026271-4.2488e-06i,0.0012199+0.0001142i,-0.00015969+0.00046361i,-0.00040444+0.00039635i,-0.00014019-0.00013778i,-8.394e-05-0.00092295i,5.7395e-05-0.00050206i,-0.00021639-7.6687e-05i,-0.00075087-0.00049356i,-0.00070772-0.0014191i,-0.00023942-0.0018945i,3.4788e-06-0.0013904i,-0.00039849-0.00084812i,-0.00024963-0.0001667i,-0.00012105+0.00075474i,-0.00077099+0.00067343i,0.00051075-1.6292e-05i,0.0012228-9.0543e-05i
2.8246e-05+0.00014348i,-0.00047993+0.00062981i,-0.0010403+0.0010505i,-0.00153+0.00055024i,-0.0014671-0.00017933i,-0.0010772+0.00079341i,-0.00022779+0.00085418i,0.00070909-0.00089628i,0.00052627-0.0015483i,-0.00021506-0.00086491i,-9.9204e-05-0.00049844i,0.00013319-0.00016986i,0.00037845+0.00048337i,0.00083361+0.0010738i,-0.00023299+0.000811i,-0.0011111-0.0002231i,-0.00050414+0.00022231i,0.00049356+0.00099546i,0.00065679+0.0004075i,0.00011544-0.00046421i,0.00020805-0.00016804i,0.00055514+0.00044348i,0.00011779-0.00019308i
0.001734-0.0028028i,0.0016461-0.0049037i,0.0018889-0.0055359i,0.00090731-0.0033337i,-0.00023815-0.0018833i,-0.00012257-0.0016512i,0.00062449-0.0015262i,0.00066489-0.0012219i,1.296e-05-0.00084122i,-0.00085203+0.00024208i,-0.001+0.00142i,-0.00030025+0.0013949i,6.6214e-05+0.00063576i,-0.00013915+0.00071823i,-0.00027207+0.00043139i,-0.00024394-0.00018066i,0.00015168+0.00022993i,0.00016886+0.00016339i,0.00044449-0.00019633i,0.00034217-0.00034457i,0.00011707-0.00018862i,0.00027229+0.00033399i,7.9324e-05+0.00024544i
0.00023135+0.0024327i,0.00067105+0.0029742i,0.0015831+0.0024684i,0.0026105+0.0017055i,0.002733+0.00021593i,0.0030739-0.00021298i,0.0021419+0.00048867i,0.00087781+0.00073784i,0.00026393+0.00028039i,-0.00055938-0.0003501i,-0.00039646-5.7071e-06i,-0.00014399+0.00028472i,-0.00041191-0.00025041i,-0.00028402-0.00031414i,-0.00047283+0.00039018i,-0.00029512+0.00017123i,0.00015873-0.00044104i,0.00056467-0.00096717i,0.00082475-0.0010239i,0.00054563-0.00051866i,-0.00015533-0.0004694i,-0.00011842-0.001095i,0.00035841-0.00070082i
-0.00012365+0.00059007i,-0.00034348+0.0017513i,0.00023334+0.001349i,0.00053293-0.00045747i,0.00071843-0.0013018i,0.0010455-0.0011336i,0.0018403-0.0011778i,0.0022146-0.00081238i,0.0016947-0.00051903i,0.00074338-0.0009271i,0.00038025-0.0007588i,0.0001086+0.00042353i,3.6741e-05+0.0006905i,0.00080848+0.00011142i,0.0011247-0.00029413i,0.00054985-0.00039259i,-0.00073541+4.5008e-05i,-0.0010997+0.00015278i,-0.00095016+0.00012433i,-0.00042665+0.00037117i,-0.00015989+0.0002845i,-0.00019318+0.0001943i,0.00016077-0.00053738i
-0.00069985-0.0031512i,-0.0030573-0.0032946i,-0.0038639-0.0036312i,-0.0025554-0.0016142i,-0.0006405+0.0010197i,0.00057969+0.0015641i,0.0013619+0.00069813i,0.0017513-0.00036151i,0.0010984-0.0010713i,5.2516e-05-0.00022027i,-0.00046612+0.00056296i,-0.00047497+0.00039315i,0.00033678+0.00083122i,0.00067208+0.00086604i,0.00044418+0.00039147i,0.00076937+0.00013461i,0.00099419+0.00021273i,0.00096937+0.00099635i,0.00017563+0.0012002i,-1.6107e-05+0.00098939i,-0.00028707+0.00040805i,-0.00041823-0.00056313i,0.00055667-0.00049969i
0.0017567+0.00077063i,0.0027881+0.00036969i,0.0038626+0.0011956i,0.0035108+0.0016051i,0.0024283+0.0011283i,0.0014968+0.00051822i,0.00065147+0.00022256i,0.00051581+0.0012293i,0.001034+0.0015741i,-9.4409e-05+0.0005421i,-0.0012502+8.518e-05i,-0.0013641+0.00025065i,-0.00069263-0.00039342i,-0.0003198-0.00068947i,-0.00062116-0.00048069i,0.00024779-0.00030071i,0.00089799+9.5664e-05i,0.00068927+0.00042591i,0.00058783+0.0003359i,0.00087493-2.907e-05i,0.0015356+0.00015341i,0.0014719+0.00062545i,0.00092571+0.00028788i
-0.0029154+0.00099636i,-0.0028473+0.0023185i,-0.0019731+0.0014573i,-0.0017753-3.2257e-05i,-0.0016279+5.2848e-05i,0.00015477+3.4666e-05i,0.0014199-0.00090242i,0.00097458-0.0014739i,0.00058432-7.053e-05i,0.00049159+0.00090276i,2.1262e-05+0.00033829i,0.00037301-0.00044814i,0.0011329-3.5385e-05i,0.00092126+0.000302i,0.00056121-6.8743e-06i,0.0004713+9.0105e-05i,-0.00029156-0.00017179i,-0.00057579-0.000184i,0.00025119-0.00049758i,0.0007016-0.00022518i,0.00035939+0.00022635i,0.00011537-5.069e-05i,-0.00024611+2.8629e-05i
-0.00011103-0.00040713i,-0.00078605+0.00028313i,-0.00054875+0.0011894i,0.00082036+0.00055487i,0.0014457-0.00069828i,0.0016449-0.00059359i,0.0017862+0.00013154i,0.0014556+0.00043733i,0.00045807-0.00026022i,-0.00036721-0.00071699i,-8.421e-06-0.00041293i,0.00057752-2.6498e-05i,0.0010864+0.00018337i,0.0011432-0.00010638i,-7.0307e-05-0.00032073i,-0.00026156+0.00011354i,0.0001708-0.00050011i,0.00069865-0.0012025i,0.00084586-0.00040549i,0.00031773+6.6955e-05i,4.2936e-05-0.0001269i,0.00027311-7.9315e-05i,7.5652e-05+0.00020813i
-0.00020833+0.00065964i,-0.00017997-0.00061695i,-0.0001679-0.0010345i,0.00077543-0.00059515i,0.0014256-0.00051582i,0.00058585-0.00071059i,0.00074345-0.00020252i,0.00074912+0.0002874i,0.00054165+0.00013601i,0.00073366+0.00027537i,0.00033396+0.00063948i,0.00022339+0.00065185i,7.5749e-05+0.00010724i,-0.0003668-2.9454e-05i,-0.0004285-0.00074385i,-0.00030043-0.0012201i,0.00033843-0.00063951i,0.00013923-0.00045103i,-0.00052855-0.00018398i,-8.0468e-05+0.0004631i,0.00060285+0.00060192i,0.00075961-4.3041e-05i,0.00040228-0.0007029i
0.003142-0.0012374i,0.002277-0.0015201i,0.00053785-0.0017345i,-0.0016751-0.00040094i,-0.0025222+0.0010424i,-0.0012002+0.0013696i,0.0005693+0.00019956i,0.00064072-0.00061029i,0.00018985-0.00046206i,0.00057342+0.00032409i,0.00062576+0.00020487i,-2.4682e-05+2.184e-05i,0.00073077-7.6754e-05i,0.0011113-0.00038564i,-0.0006269+0.0008418i,-0.0013851+0.0013752i,-0.0012324+0.00084307i,-0.001043-0.00018562i,-0.00065536-0.0011441i,-0.00049187-0.00078416i,-0.00076293-0.0008711i,-0.00065251-0.00097901i,0.00023483-0.00060157i
0.00067233+0.00094936i,3.2396e-05+0.0024514i,6.1259e-05+0.0023016i,0.0012792+0.00019433i,0.0018338-0.00064453i,0.001372+0.00019654i,0.00045591+0.00052231i,-0.00047664+0.00026635i,-0.00040412+0.00012657i,-0.00011926-0.00023224i,0.00011488-0.00077255i,0.001367-0.00051361i,0.0020503+0.00057671i,0.00060676+0.00031815i,-0.00046283-0.00025671i,-3.0126e-05-0.00038485i,0.00029801-0.00075407i,0.00019987-0.00028782i,0.00035196+0.00057945i,0.00075899+0.00064451i,0.00097007+0.00045437i,0.00055916+6.2827e-05i,-0.00016275-0.00025031i
0.00041749-0.00054981i,-0.00085532-0.0013355i,-0.0019495-0.0019699i,-0.00086454-0.0025167i,0.00063571-0.0023527i,0.00019184-0.0022307i,-0.00011264-0.001809i,0.00071483-0.0015774i,0.001032-0.0011888i,0.00033393-0.00064859i,-0.00042874+1.1691e-05i,-0.00029607+0.0002432i,5.6392e-05+9.3788e-05i,-0.00030142-0.0008118i,-0.00039573-0.001747i,-7.3523e-05-0.0013971i,0.00018751+0.00021554i,0.00017866+0.00056599i,-0.00023938-0.00042085i,-5.9579e-06-0.00051177i,0.00069459-0.00068074i,0.00057006-0.00061208i,-3.7994e-05+0.00036311i
0.0023181+0.0004041i,0.0011789+0.00067764i,0.0003873+0.00077808i,0.00017745+0.0010269i,0.00044574+0.0011782i,0.00068915+0.00088261i,-0.0002375+8.4806e-05i,-0.00096787-0.00027047i,-0.0011922+0.00015886i,-0.00081912-3.3264e-05i,-8.6522e-05+3.8088e-05i,-0.00030303+0.0002059i,-0.00039193+0.00034474i,-0.00028061+0.0004471i,-0.0001038-3.9897e-05i,0.00025071-0.000806i,0.00049139-0.00092519i,0.00040221-0.00013988i,-0.00043915-0.00019402i,-0.00043553-0.00069425i,-0.0001275-0.00045643i,0.00043828-0.00090219i,0.00077216-0.00080977i
0.0016628+0.0007903i,0.001177+0.0016193i,0.0017903+0.0001913i,0.0027874-0.00012829i,0.0025688+2.7785e-05i,0.0020866-7.3375e-05i,0.0022714+0.00021156i,0.0020083+0.00052512i,0.00070751+0.00083838i,-6.2307e-05+0.0006719i,-0.00056039+0.00094503i,-0.00091608+5.7372e-05i,-4.7051e-05-0.0006737i,0.00021414-0.00050972i,-0.00014462-0.0003108i,7.0776e-05+0.0001965i,0.00055617+0.00099732i,0.0012575+0.0020616i,0.0016148+0.0016905i,0.0012442+0.00061028i,8.7142e-05+0.00018297i,-0.00024417+0.00017983i,-0.00036349+0.00018925i
-0.00060836-0.00012684i,-0.0011898-0.00083303i,-0.0014524-0.00032749i,-0.0020371+8.4417e-05i,-0.00088829+0.00028204i,8.8254e-05+0.0001554i,0.00061119-0.00010453i,0.00098824-2.3299e-05i,0.00016504-0.00011442i,-0.00032553-0.00047386i,8.0514e-05-0.00050035i,7.0713e-05-0.00042458i,0.00017826-0.00044697i,0.00086426+0.00020017i,0.0015245+0.00059486i,0.00073194+0.00038239i,-0.00062614+0.00021678i,-0.00023771-4.0442e-05i,-0.00018519-0.00028077i,-0.00028371-0.00075612i,0.00018305-0.00051464i,0.0005485+0.00024655i,0.0012212+0.00050424i
0.0024632-0.00034534i,0.0021057-0.00063667i,0.00075788-0.00073724i,-0.00048812+0.00024077i,-0.00031668+0.0012882i,0.00037992+0.00091874i,0.00021032-1.831e-05i,-8.6776e-05+0.00022765i,0.00018798+0.00019655i,-0.00022087+5.863e-05i,-0.00043746+0.00012344i,-0.00033855+0.00019499i,-0.0002418+0.00056316i,0.00040848+0.00036596i,0.0002653-0.00045742i,-0.00074351-0.00032647i,-0.0010311-0.00035316i,-0.00026756-0.00051707i,-6.6972e-05-2.5522e-06i,-0.00018706+0.00024682i,0.00017643-5.9756e-05i,4.3376e-05-0.00019485i,0.00011869-3.7704e-05i
0.0013612-0.00084457i,0.0012938-2.9433e-06i,0.0016609-0.00023454i,0.0020641-0.0023369i,0.0025958-0.0024248i,0.0023913-0.0010713i,0.0016489-0.00056646i,0.0009406-0.00029821i,0.00047402+0.00019625i,-0.00033269+0.00051187i,-0.00053334+0.00044631i,-0.00015404+0.00023996i,0.00034689-0.00056538i,0.00026092-0.00080478i,0.00011576-0.00024191i,0.00090521+0.00029154i,0.0016562+0.00097015i,0.00095087+0.00091803i,0.00040401-0.00047866i,6.8431e-05-0.0010428i,-0.00043011-0.0005131i,-9.3412e-05+0.00028053i,-0.00026132+0.0003712i
0.0016639+0.00041097i,-0.00055098+0.0013172i,-0.0019059+0.0022232i,-0.0019251+0.0014926i,-0.0024246+0.00031976i,-0.0022236+0.00033865i,-0.00024025+0.00016598i,0.00082143-0.00021484i,0.00049082-0.00039919i,-7.6808e-05-0.00068072i,-0.0011277+2.334e-05i,-0.0010061+0.00044034i,0.00024809+0.00033643i,0.00048597+0.00065067i,-5.2643e-05+0.0011968i,8.7176e-05+0.00098472i,0.00020339+0.00058107i,-3.5318e-05+0.00047878i,-0.00027329-9.0573e-05i,-0.00088088-0.0008311i,-0.00049547-0.0014478i,0.00028715-0.0011227i,4.0881e-05+8.9211e-05i
0.00059738-0.0029974i,-6.1946e-05-0.0035744i,-0.0015987-0.0032246i,-0.0017682-0.0014863i,-0.00060372+0.00036738i,-0.00029336+0.00072611i,0.00012015+0.00022679i,-0.00023503-6.7843e-05i,-0.0014837-0.00020537i,-0.00070704-0.00023439i,-0.00011221-0.00027048i,0.00026714-0.00069559i,0.00049071+0.00010763i,0.00048345+0.0008279i,0.00066622+0.0010541i,0.00065659+0.00080664i,0.0010692-0.00036427i,0.00095234-0.0004777i,0.00054137+0.00013211i,0.00040104-1.8473e-05i,-4.0063e-06+0.00018149i,-0.00085912+0.00046002i,-0.00082078+0.00039447i
0.0031911-0.0015546i,0.0033418-0.00094229i,0.0029049-0.0020496i,0.0020457-0.0029485i,0.0012813-0.0021483i,0.00085375-0.00043757i,0.0011984-0.00017479i,0.0017577-0.00033032i,0.00087181+0.00029656i,-0.00050114+0.0007092i,-0.0011768+0.0009626i,-0.0014976+0.00064508i,-0.0012613-0.00019536i,-0.0002524+9.6414e-05i,0.00072033+0.00084956i,0.0011908+0.00053672i,0.00023369+0.00010631i,-0.00032681-0.00024435i,-0.00041496-0.00064905i,-0.00060492-0.00039394i,-0.00056871+0.00011046i,-0.0008582+0.00047869i,-0.0014584-0.00021111i
0.0013621+0.00077982i,0.0002426+0.0029637i,-0.00096242+0.0037437i,-0.001585+0.0028555i,-0.0013368+0.0019982i,-0.00099346+0.0011946i,-0.0010088+0.0016528i,-0.00045302+0.0012564i,0.00030697-1.6843e-05i,6.5787e-05-0.00022945i,-0.00057035-0.00045198i,-0.00023557-0.00046627i,0.00042194+0.00032099i,0.00074498+0.00094651i,0.00040384+0.0011008i,-4.5882e-05+0.00073869i,0.00022393+0.00022157i,0.0007135+0.00050388i,0.00077999+3.4131e-05i,0.001239-0.00035029i,0.0015428-0.00030943i,-2.9849e-05-0.0007148i,-0.00088477-0.00074332i
-0.0022321+6.5022e-06i,-0.0032033-0.0011909i,-0.0029853-0.0011768i,-0.0018416+0.0004033i,-0.00089248+0.00077379i,-0.00036549+0.00021565i,-0.00039579+0.00016264i,9.2182e-05+0.00055336i,0.00038316+0.00048354i,0.00021259-0.00049452i,0.00013556-0.00074847i,-5.3665e-05-0.00022081i,-0.00049373-0.00030935i,-0.00030866-0.00036029i,-0.00027426-0.00023042i,-0.00052953-0.00036488i,0.00014833-0.00037116i,0.00068027+0.00030738i,0.00012504+0.000256i,-0.0003433+0.00022146i,0.00014736+0.00011147i,0.00077017+0.00015123i,0.00049757+0.0011515i
0.00079812-0.0036984i,0.00027882-0.0041869i,-0.00027652-0.0036789i,-0.00090967-0.0025438i,-0.00034688-0.00084877i,0.000855+0.0010095i,0.001737+0.00041641i,0.0013329-0.0007236i,-5.239e-05-0.00070635i,-0.0011018+0.00010163i,-0.0011247+7.3754e-05i,-0.00021203-0.00038448i,0.00054503+0.00038865i,0.0007813+0.001072i,0.00048757+0.0011331i,0.0001491+0.00047571i,0.00030478-3.106e-05i,5.4991e-05-0.00076844i,-0.00020133-0.0011474i,-0.00056428-0.00048187i,-0.0007953+0.0004442i,-2.4982e-05+0.00034816i,0.0010515-0.00013588i
-0.00025377+0.00036507i,0.00033413+0.0013181i,0.00044816+0.0030684i,0.00019807+0.0030291i,-0.00011335+0.0011958i,0.0010629-0.00077505i,0.0017128-0.00073163i,0.000911-0.00045505i,0.00029884-0.00048813i,-0.00026591+9.1318e-06i,-0.0001551-5.6565e-05i,0.0008034-0.000526i,0.00052354-0.0004932i,-0.00036685-0.00028279i,0.00011637-0.00049269i,0.00042058-0.00045807i,8.8801e-06-9.668e-06i,-0.00015294+0.0004219i,-0.00034909+0.00038691i,-0.0001624+0.0001398i,-0.00021762+0.0005126i,-0.00057695+0.00039893i,-0.0003394+0.00028175i
-0.0011974+0.00099029i,-0.0023577+0.00059438i,-0.0022057+5.9774e-05i,-0.00082076-0.00043383i,0.00034284-0.00010384i,0.0016826-0.00019608i,0.0013116+0.0003868i,9.6778e-05+0.00014068i,0.00025853-0.0001838i,0.00052433-0.00023962i,0.00086937-4.462e-05i,0.0012248-8.6342e-05i,0.00074425+0.00017004i,-0.00078025+0.00054767i,-0.00062677+0.0001332i,0.00063484+0.00032502i,0.00088608+0.0004326i,0.0012217+0.00023952i,0.00073985+0.00011301i,-0.00031786-3.8786e-05i,-0.00013677-0.00020737i,0.00026018-0.00050878i,0.00021675-0.0003317i
