-0.0012854+0.0014287i,-0.0014575+0.0015283i,-0.0019976-0.00019188i,-0.0023409+0.00035466i,-0.001639+0.0013677i,-0.0011474+0.0015519i,-4.6007e-06+0.0016744i,0.00084419+0.0015405i,0.00113+0.00074883i,0.0014198-0.00036867i,0.00040062-0.00041304i,-0.00062039-0.00061853i,-0.00044771-0.0007823i,2.7803e-06-8.4797e-05i,-0.00070454+0.00027164i,-0.0011725+0.00077543i,-0.00073511+0.0006797i,5.2884e-05-1.7153e-05i,0.00043957-0.00069135i,-0.00064543-0.00019268i,-0.00090759+0.00048437i,-0.00015777-7.8468e-05i,-0.00024196+7.5399e-06i
1.685e-05-0.0014943i,-0.00021875-0.00090551i,-0.0011085+0.00069235i,-0.00036428+0.0010087i,0.00143+0.00067312i,0.0014322+0.00020374i,0.00093568-1.8654e-05i,0.0011071-4.2081e-05i,0.0010595+0.00031737i,0.00072399+0.0010149i,0.00058578+0.00047297i,0.00019186-0.00063341i,0.00029743-0.00030378i,5.0518e-07+0.00023782i,-0.0008543-0.00035325i,-0.00087425-0.00062464i,0.00014894-0.00029425i,0.0007261-0.0002217i,-0.00035697+0.00043828i,-0.0004428+0.00079475i,0.00027107+0.00037381i,-5.9828e-05-8.2751e-06i,-0.00011573-0.00012685i
-0.00019703-0.0018566i,9.8026e-05-0.0010233i,-0.00023878+0.00016079i,-0.0010938+0.00061172i,-0.00042851+0.00050638i,0.00088151+0.00057272i,0.00049565+0.0010541i,-0.00088212+0.00091945i,-0.0010094+6.4851e-05i,-0.000328-0.00045282i,0.0006271-0.00031963i,0.00098392+0.00066515i,-2.4084e-05+0.0013007i,-0.00058523+0.00093058i,0.00029028+0.00093565i,0.0014238+0.0011508i,0.0012757+0.0012738i,0.00091006+0.001345i,0.00035943+0.00075371i,-0.00024661+7.7341e-05i,-0.00078284+0.00037681i,-0.00060506+0.0006229i,-1.3001e-05+0.00020862i
-0.0003903-2.7225e-05i,-0.00075684+0.00090511i,-0.00027842+0.00027206i,-0.00017632+0.00013181i,-0.0003808+0.00030484i,0.00016274-0.00013812i,0.00061539-0.00045899i,0.00028058-2.8318e-05i,-0.00062774+0.00033213i,-0.00070257+0.00010002i,-1.0531e-05+0.00032667i,0.00019811-7.8264e-05i,0.00020236-0.00066523i,0.00018917-0.00054514i,-0.00028747-0.00044762i,-0.00056421-0.00034107i,-0.00060245-0.00015694i,4.638e-05-1.5168e-05i,0.0006368+0.00012939i,0.00040027-0.00027847i,0.00026064-0.00075225i,-0.00010591-0.00096635i,-0.00048855-0.00088121i
-0.00019502-0.0030151i,-0.0023376-0.0026329i,-0.003204-0.0025524i,-0.0035674-0.00086894i,-0.0017573+0.00068229i,-0.00031976+0.0013122i,-0.00052162+0.0015639i,-4.7802e-05+0.00086101i,0.00013355+9.4891e-05i,-7.1807e-05+2.2218e-05i,4.2338e-05+0.00014874i,0.00025891+0.00040042i,0.00043614+0.00036278i,0.00068476+0.00026157i,0.00035833-3.9518e-05i,-0.00022726+9.8386e-05i,0.00022337+2.6725e-05i,0.00080094-0.00060459i,0.00086962-0.00041067i,6.5637e-05+0.00039629i,-0.00017685+0.00051071i,0.00091972+0.00043353i,0.0012387-0.00012975i
-0.0014939+0.0014389i,-0.0014311+0.001252i,-0.001543+0.0021111i,-0.00052958+0.0020619i,0.00047468+0.0015567i,0.0009481+0.00029623i,-0.00074407-0.00038914i,-0.0018829+4.436e-05i,-0.0015578+0.00094801i,-0.00042078+0.001625i,4.5401e-05+0.0010237i,-0.00072803-0.00031701i,-0.0010462-0.00043688i,-0.00037445-0.00013019i,-0.00044857-0.00045083i,-0.00091932-0.0010078i,-0.00054748-0.00065389i,-0.00062485-0.00014732i,-0.00049909+0.00065081i,-0.000253+0.0011264i,-0.00049328+0.00065622i,-0.00068148+0.00029237i,-0.0007575+0.00038307i
-0.00016525+0.0015347i,0.00041767+0.0017977i,0.00077001+0.0024907i,0.0012808+0.0023121i,0.0012167+0.00098855i,0.00072486+0.00030367i,0.00010655+4.3356e-05i,-0.00054425+0.00020968i,-0.00081291+0.00058719i,-0.00078211+0.00019192i,-0.00045713-1.7181e-05i,-0.00023518-0.000127i,-0.00021306-0.00028264i,0.00018289-0.00030444i,6.0087e-05-0.0003304i,-0.00015554-0.0002274i,-1.1435e-06+6.9024e-05i,0.00034756+0.00020487i,0.0003857+0.00020226i,-0.00019444+0.00038238i,-0.00038095+0.00035439i,0.00027462-0.00044369i,0.00043047-0.0010378i
-0.0013394+0.00077838i,-0.0023563+0.00049432i,-0.0025624-0.00095179i,-0.001384-0.0013004i,-0.00017925-0.00098589i,-0.00081102+0.00023857i,-0.0012308+0.00099835i,-0.00055792+0.00082275i,0.00026394+0.00030809i,0.00034632-0.00010963i,-7.437e-05-0.00033257i,4.5375e-05-0.00028315i,0.00020345+0.00021688i,0.00016284+0.00033767i,-0.00056707+0.00043252i,-0.00055686+0.0007529i,0.0008185+0.00028097i,0.00094506-0.00024304i,0.00053614-0.00011031i,0.00054549-7.9585e-05i,0.00012468-0.00092087i,0.00019084-0.0013368i,0.0012612-0.00017929i
0.0013661-0.00076012i,0.0011424-0.00094172i,0.0010841+0.00048642i,0.00086717+0.0010666i,0.00060736+0.00025997i,0.00031724-0.00032693i,0.00028601-0.00056212i,0.00020776+0.00043154i,0.00018294+0.0009751i,0.00018655+0.00071942i,-0.00028646+0.00023263i,-0.00086623-0.0001193i,-0.0011281-0.00034539i,-0.00098232-0.00021483i,-0.0012465-0.00022255i,-0.0010014+1.4769e-05i,-0.00040689+0.00079919i,-0.00032821+0.00074774i,-0.00016336-0.0006759i,0.00037819-0.0015521i,0.0010378-0.00061359i,0.00046403-0.00015157i,0.0002003-0.00019095i
-0.0017024+0.00065027i,-0.0014803+0.0016863i,-0.0023791+0.0012938i,-0.0013938+0.0018947i,-9.0546e-05+0.0013268i,0.00083917+0.00048282i,0.00052224+0.0010869i,-6.053e-05+0.00071249i,0.00037284-3.8485e-05i,0.00081054-0.00053727i,0.00047957-0.0010236i,-4.9596e-05-0.00025881i,-0.00063714+0.00041759i,-0.00063936+0.00030458i,0.00014042+0.00064665i,0.00064899+0.00076919i,0.00066066+0.0004359i,0.00085774-0.00015602i,0.00034072+8.5054e-06i,-0.00065224+0.00012576i,-0.00088757-0.00038284i,-0.00079449-0.00027439i,-0.00071997-6.3949e-05i
-0.0013591+0.00089086i,-0.00090217+0.0017983i,-0.00042525+0.0028645i,0.00038246+0.0025837i,0.0012853+0.0012314i,0.00090469-0.00011227i,-0.00012929-0.00049361i,-0.00023699-0.00031495i,0.00033476+2.5684e-05i,0.00020867+0.00033812i,-4.1776e-05+0.00067468i,-0.00011693+0.00054373i,-0.00040397-0.00062732i,-0.00052202-0.001037i,0.0001342-0.0010218i,0.00093879-0.00099779i,0.00089015-0.0010568i,0.00034236-0.00044017i,-6.0864e-05-0.00035112i,-8.2329e-05-0.00065373i,0.0001629-1.7959e-05i,1.9889e-05+0.00063457i,-0.00025318-7.7886e-05i
-0.0004881+0.0013958i,0.00021897+0.00097579i,8.1879e-05+0.001679i,0.00011054+0.0022605i,0.0004992+0.0017774i,0.00062614+0.00033918i,0.00051456-0.00075097i,0.00013874-0.00050854i,0.00014695-9.0682e-05i,0.00030628-0.00029389i,0.00053588+0.00010445i,0.00038466+0.00050318i,-0.00036896+0.00017222i,-0.0008689-0.00062325i,-0.00057982-0.00058095i,-0.00019396-0.00015756i,-0.00031112-0.00011151i,4.1678e-06-0.00043353i,-9.5821e-05-0.00051105i,8.6494e-05-2.678e-05i,0.00074571-0.0004041i,0.00040753-0.00050108i,-0.00023145-0.00030694i
-0.00091618-0.00044003i,-0.0016327+5.184e-05i,-0.0018797+0.00080918i,-0.0017646+0.0014048i,-0.00097614+0.00040989i,-0.00074101+6.7469e-05i,-0.00051496+0.00073947i,0.0002105+0.00059414i,0.0003961-0.00013108i,0.00035903-0.00097735i,8.9514e-05-0.00072924i,-0.00034796+0.00035859i,-0.00032006+0.00074388i,0.00024758+0.00033627i,-3.8761e-05-0.00026963i,8.8589e-05+6.8049e-05i,0.00057949+0.00021304i,-0.00011181-0.00028107i,-0.00068924-0.00038435i,-0.000546+2.3932e-05i,-0.00040682+0.00067224i,-0.00065816+0.00084578i,-0.00072726-6.3662e-05i
-0.000588+0.001279i,-0.00039712+0.00043816i,-0.0010131-0.00030425i,-0.00060859+3.0454e-05i,0.00065806+0.00035946i,8.9509e-05+8.9968e-05i,-0.00068957-0.00014866i,-0.00059497+9.4385e-05i,-0.00080339-0.00023088i,-0.0005744-0.00043246i,-0.00061265+6.2873e-05i,-0.00082468+0.0010681i,-0.00072023+0.0015199i,-0.00069514+0.0013622i,-0.00052986+0.00079735i,-0.00077159+0.00028251i,-0.00066759+0.000319i,-0.00050133-0.00033782i,-0.00078898-0.00047722i,-0.00095181+0.00051939i,-0.0015492+0.00051503i,-0.00076065+0.00052933i,-4.5907e-05+0.00076631i
-0.0006117+0.00069365i,-0.00046368+0.0010055i,-0.00049521+0.0016755i,5.5005e-05+0.00067634i,0.0007203-0.00060298i,0.0012828-0.0011492i,0.0011901-0.0013092i,1.7285e-05+0.00039743i,-0.00019688+0.001562i,-0.00014869+0.00026014i,-6.0382e-05-0.00057934i,-0.00015272-9.4787e-05i,-0.00037201+0.00056755i,-0.00025374+0.0010936i,0.00031227+0.0008832i,0.0002022-0.0001451i,0.00011215-0.0010707i,0.0006883-0.00073782i,0.00036654-0.00030701i,-0.00022026-0.00089591i,0.00032736-0.0011339i,0.0002681-0.00040343i,0.00011545-0.00053129i
0.0028845+0.00052501i,0.0016858-0.000945i,-0.00010353-0.0019508i,-0.00052566-0.0018081i,-0.0003637-0.0013451i,-0.00082287+0.00042311i,-0.00067063+0.0016121i,-0.00025134+0.00055771i,0.00013476-0.00043538i,-0.00025099-0.0009581i,-0.00054648-0.0011988i,-0.00045157-0.00047708i,-0.00017379-0.0002492i,-0.00026188-4.6574e-05i,-0.00027248-0.00017277i,0.00027578-0.00016056i,0.00032634+0.00066273i,9.5196e-05+0.00043162i,-0.00019437-0.00013198i,-0.00049009+0.00013805i,-0.00011614+0.00040981i,0.00024336+0.00033892i,0.00024687+0.00015096i
-0.00055731+0.00068767i,-0.00075272-4.0967e-06i,-0.00038509+0.001303i,-0.00040172+0.0027547i,0.0003768+0.0013674i,0.0011639-0.0010453i,0.00040623-0.0014397i,-0.00055714-0.00088852i,-4.0819e-05-0.0011816i,0.00012328-0.0008227i,3.9109e-05-0.00067723i,0.00063631-8.3968e-05i,-0.0001168+0.00052064i,-0.00066551+0.00060746i,-0.00022206+0.00039593i,-8.4327e-05+0.00046408i,0.00024356+0.00031214i,0.0010398-0.00022797i,0.00090234-8.916e-05i,-2.1319e-05-4.5142e-05i,0.00035104-0.00063344i,0.0010653-0.00038491i,0.00072642+3.4819e-05i
-0.00097224+0.00034163i,-0.0014345+0.001609i,-0.0012307+0.0017526i,0.00080744+0.00072662i,0.0021218+0.00061676i,0.0012086+0.00045057i,-0.00018984+8.2879e-05i,-0.00072588+0.00035126i,0.00031282+0.00050867i,0.00096652+0.00038753i,0.00067358+0.00047536i,0.00066296+0.00023848i,0.00066358+4.3839e-05i,0.00013403+9.2655e-06i,-0.00062168-0.0010465i,-0.00047021-0.0012511i,-7.0997e-05+9.7621e-05i,0.00021573-0.00026526i,0.00076051-0.00070825i,0.00071734+0.00021131i,0.00023017+0.00036069i,0.00012006+8.0025e-05i,9.8978e-05+0.00033707i
0.00075237-0.0014022i,-0.00044292-0.0015804i,-0.0010682-0.0015863i,-0.0015061-0.0015003i,-0.0020229-0.0012017i,-0.0016863-0.000274i,-0.00098149-0.00021651i,-0.0002557-0.00053219i,0.00060477-0.0004971i,0.0004619-0.00034314i,-0.00016338+0.00028676i,-0.0011522+0.00083928i,-0.0008923+0.00014958i,0.00017461-0.00036345i,3.9467e-05+0.00036883i,0.00025264+0.00080524i,0.0004945+0.00081031i,0.00030726+0.00029576i,0.00053891+0.00025792i,0.00056158-0.00016243i,0.00053392-0.00062199i,0.00022263-0.00017859i,-0.00023101+8.6511e-05i
-0.00054303+6.5414e-05i,-0.00042449-0.000377i,-0.0011189+0.00092173i,-0.00070761+0.0016729i,0.00010783+0.0010633i,0.00029148+0.0006481i,0.00036875+0.00017469i,0.00030884-0.00034431i,-0.00014323+1.3343e-05i,-0.00042107-0.00012548i,0.00043952-0.00068046i,0.00072517-0.00038317i,0.00035598-0.0002939i,0.00049178-5.609e-05i,0.00027399-0.00055512i,-0.0002087-0.0010818i,-7.0395e-05-0.0009297i,0.00074155-0.00055141i,0.0011344-0.00028833i,0.00099944-0.0002409i,0.0003349-0.00045619i,-0.00036168-0.00016467i,0.00012679+9.0474e-05i
-0.0014113-0.0019933i,-0.0029133-6.6626e-05i,-0.003639+0.00077959i,-0.0023866+0.0016536i,-0.00052026+0.0022812i,0.00030372+0.0016595i,0.00032129+0.00077259i,0.00018384+0.00056153i,-0.00045649+0.00035548i,-0.00052452+1.2352e-05i,0.00038301-9.215e-05i,0.0006731+0.00033634i,6.7877e-05+4.8397e-05i,-0.00027739-0.00051738i,-0.00023363-0.00047925i,-0.00027754-0.00040441i,-0.00019392-9.6172e-05i,0.00077206+0.00037854i,0.00062579-7.2952e-06i,-2.5898e-05-0.00066928i,-0.00061717-0.00057673i,-0.00085282-0.00022459i,-0.00045423+0.00045371i
0.00069023+0.00054394i,0.0012365+0.001614i,0.0011484+0.0018967i,0.0011237+0.0013334i,0.0016717+0.0006973i,0.0013092-0.00032815i,0.00067518-0.00060863i,0.00017908-0.00055493i,9.8787e-05-0.0015645i,7.696e-05-0.0018532i,-0.00017257-0.00057481i,-0.00073028+0.00021036i,-0.00072624-0.00030391i,-0.00046911-0.00045998i,-0.00033454-0.00013658i,1.4064e-07-0.00021889i,0.00017354+0.00024637i,-0.00048647+0.00038904i,-0.00035102+3.5355e-05i,0.00084718-0.00070491i,0.0012977-0.00086218i,0.0011876+0.00016178i,0.00045533+0.00018676i
-0.00071018+0.00070463i,-0.0001484+0.0004726i,2.1577e-05+0.00096293i,0.00034488+0.0017134i,0.0015072+0.00093179i,0.0013529-0.00052931i,0.00011733-4.0126e-05i,-0.00041563+0.00053169i,2.0262e-05-9.2343e-05i,0.00088685+2.4755e-05i,0.00066396+0.00020724i,-0.00045636-0.00066362i,-0.00077765-0.00070801i,-0.00050621+0.00035566i,-0.00042979+0.00031362i,-0.00045003-0.00022964i,-0.00027603-0.0002856i,0.00022578-0.00041715i,5.851e-05-0.00055413i,-0.00023904-0.0002428i,-0.00033449+6.3467e-05i,-0.00013042+0.00010227i,0.00069369-1.7293e-06i
0.00021166-0.00048409i,0.00032915-0.0011758i,0.00048192-0.00040449i,0.0012132+7.5468e-05i,0.0021614+0.00027616i,0.0013241+0.00027704i,3.703e-05+0.00055052i,-0.00059158+0.00094705i,-0.0005563+0.0010056i,0.0002398+0.00050975i,0.00043902-0.00035907i,-0.00090342-0.00089076i,-0.0008926-0.00033274i,-3.2845e-05+0.00051367i,0.00029584+0.0013183i,-0.00024579+0.000965i,-0.0011026+0.0002736i,-0.00060267+0.00036838i,0.00073302+0.00042319i,0.0007569+0.00065728i,0.00038978+0.00073383i,-0.00010294-0.00012604i,-0.00025954-0.00085393i
-0.00039371-0.0007591i,-0.0024374-0.00029343i,-0.0032457+0.0010488i,-0.0024197+0.0020645i,-0.0012335+0.00090705i,-0.00020067-4.7534e-06i,-0.00095515-5.6098e-05i,-0.0015904-0.00060614i,-0.0011632-0.00064875i,-0.0010666-0.0002493i,-0.0014372-0.00045318i,-0.00092747+0.0003495i,7.1794e-05+0.00042095i,-0.00017123-0.0001863i,-0.0010611-0.00027814i,-0.001065-0.00080889i,-0.00055246-1.0625e-05i,0.00010875+0.00068216i,0.00037888-6.1643e-05i,-1.1684e-05-0.00086723i,-0.00029503-0.00087894i,0.00030862-0.00038895i,0.00085089-0.00012024i
-0.00059921-0.0021086i,-0.0015924-0.002762i,-0.0014487-0.0015819i,-0.0010081+0.00035209i,-0.00087266+0.00057164i,-0.00049713+0.00026406i,-0.00047442+0.00071781i,-0.00046535+0.00070591i,-0.00070021-0.00026971i,-0.00066432-0.0013619i,-0.00036871-0.0011777i,-0.00049039-0.00057499i,-0.00030061-0.00087601i,-0.00010268-0.00059839i,-0.00028526-0.00026398i,-0.00011711-8.6353e-05i,0.00011742-0.00012256i,0.00018756+0.00026062i,-0.00035637+0.00054567i,-0.0007207+1.7705e-05i,-0.0011055+0.00025105i,-0.00092344+0.0008429i,-0.00028884+0.00092043i
-0.00073247-0.0013982i,-0.001103+0.0001125i,-0.0022553-0.00056657i,-0.0023548-0.00067258i,-0.0010202+0.00039595i,-0.00019333+0.00068635i,-0.00041578+0.00046475i,-0.0001623+0.00023459i,-0.00021185+0.00048119i,-0.0004412+0.00067492i,-0.00086152+0.00049912i,-0.001057+0.0002942i,-0.00033112+0.0002258i,-0.00013407+0.00029416i,-4.7428e-05+8.1252e-05i,0.00046962+0.0001757i,2.6475e-05-0.0003596i,-0.00052032-0.0004375i,0.00021044+0.00086153i,0.0008556+0.00052743i,0.00048126-0.00058752i,-0.00017791-6.7007e-05i,-0.00107-0.00024889i
-0.00091898-0.00082169i,-0.0014022-0.00028239i,-0.0027443+0.00036548i,-0.0018423+0.0016928i,0.00033646+0.002089i,0.0015643+0.0012804i,0.0013385+0.0003241i,0.0006467+0.00035802i,0.00049135+0.0004826i,0.00052541-0.00012903i,0.00056659-0.00059869i,0.00086708-0.00034957i,0.00065992-0.00018732i,0.0001634-0.00052571i,-6.4989e-05-0.00073336i,7.5179e-05-0.00050951i,0.0002536+9.1116e-05i,0.00015948+0.00028421i,0.0001886-0.0003985i,0.00021653-0.0005921i,-0.00053673+3.8913e-05i,-0.00054114+0.00019354i,-0.00014339-0.00028401i
0.0012939-0.00040542i,0.0013268+0.00042906i,0.00080464+0.00086787i,-1.6856e-05-0.00027768i,-0.00032199-0.00083618i,-0.00020485-0.00054472i,-6.0442e-05-0.00037111i,0.00059756+0.00024056i,0.00058337-0.00031077i,-0.0002313-0.00052863i,-0.00055133+0.00017534i,8.7692e-05+0.00014878i,0.000893-0.00042434i,0.00093746+9.9679e-06i,0.0001501+0.00058717i,-5.1913e-05+0.00011497i,1.8231e-05+0.00012677i,-0.00032+0.00021501i,-7.0654e-05+3.539e-05i,-0.0002357+0.00030749i,-0.0010931+3.8605e-05i,-0.0013425-0.00063112i,-0.00088975+0.00022835i
0.00049602+0.0012082i,-7.3082e-06+0.0014439i,-0.00078582+0.0010162i,-0.00038216+4.694e-05i,-0.00016587-0.00063169i,-0.00033458+3.5514e-05i,-0.00041084+0.00048133i,-0.00056745+0.00029277i,0.00010047-0.00021202i,5.4805e-05-0.00026758i,-0.00074581-0.00019938i,-0.00082579-0.00025484i,-0.00086549-0.0003389i,-0.001011-0.00077801i,-0.00074626-0.00060875i,-0.00089673+8.3457e-05i,-0.00058661+0.00040818i,-0.0005574+0.00017605i,-0.0013587-0.0003592i,-0.00050657-0.00034867i,0.0002983-0.00014011i,-0.00045956-0.00041539i,-0.0006304-0.00015338i
-0.00077468-0.00046824i,-0.0020891+0.0012438i,-0.002427+0.0018568i,-0.0022638+0.0017124i,-0.001341+0.0020402i,-0.0010804+0.0016854i,-0.0010478+0.00079517i,-0.00056831+0.0010038i,-0.00021815+0.00059153i,0.0002422-0.00018762i,-2.9644e-05+0.00013394i,-0.00037469+0.00026544i,5.3737e-05+0.00023309i,-1.7847e-06+6.0062e-06i,0.00043076+0.00016418i,0.0010958+0.0004901i,0.00095459-6.2047e-05i,0.00032978-0.0009948i,-0.00031511-0.0006531i,-0.00014653+0.00042538i,0.00041439+0.0010031i,0.0003196+0.00080444i,0.00014897+0.00061697i
-0.0022676-0.0006951i,-0.0027917-7.364e-06i,-0.0032266+0.00031052i,-0.0027529+0.0015004i,-0.00086846+0.002144i,8.299e-05+0.0016942i,-0.00012421+0.0011887i,-0.00050511+0.0010173i,3.5116e-05+0.00027129i,0.00025632-0.00011739i,3.7705e-06-0.00029163i,0.00010145-0.00021933i,-7.5634e-05-1.932e-05i,8.6882e-05-0.00051301i,0.00024082-0.000258i,0.00011477+0.00018031i,0.00016189+4.2205e-05i,0.00022193+0.00051583i,0.00024528+0.00016243i,-0.00035331-0.00036235i,-0.00070585-0.00053276i,-0.00011315-0.00085254i,-5.8521e-05+0.00010319i
0.00048739-0.0019002i,-0.0016693-0.0013825i,-0.0022394-0.00053834i,-0.00040862-0.00067954i,0.00056632-0.00049656i,-3.7622e-05-0.00061696i,-0.0006391-0.00068839i,-0.00022475-0.00024637i,0.00023485-0.00064329i,0.00054705-0.00048612i,0.00051557+0.00013332i,-0.00059426+0.00041205i,-0.00096701-0.00023676i,-0.00025459-0.00059054i,4.6494e-05+0.00014746i,6.6685e-05+0.00056207i,-0.00042334+0.00034794i,-0.00017522+0.00045511i,0.00084063+4.3819e-05i,0.00090554-2.9281e-05i,0.0012581+0.00056319i,0.001443+0.0004985i,0.00097541+0.00024565i
-0.0010923-0.0008242i,-0.0021849-0.00039058i,-0.003592-0.000507i,-0.0021463+0.0010763i,5.0341e-05+0.0026458i,0.00049649+0.0026933i,0.00023322+0.0012378i,3.1614e-05+8.0195e-05i,-0.00021716+0.00038537i,0.00021477+0.00061457i,0.0003214+0.00027636i,-0.00013303+0.00048187i,-0.00078778+0.00053427i,-0.0014104+0.00088532i,-0.0014691+0.0015844i,-0.00023584+0.0010607i,0.00075695+0.00028043i,0.00083465+0.0004495i,0.00068844+0.00024007i,0.00079439-0.00040201i,0.00047317-0.0009368i,0.0003704-0.0010938i,0.00064383-0.00090184i
0.0032981+0.0015511i,0.0032942+0.00073976i,0.003483-0.00054997i,0.0026525-0.0016125i,0.001826-0.0019426i,0.00071258-0.0014675i,-0.00026326-0.00014833i,-0.00023063+0.00054719i,0.00081621+9.632e-05i,0.001047-0.00030282i,0.00010109-0.0002759i,-4.5767e-06+0.00046299i,8.1855e-05+0.00076476i,-7.827e-05+0.00037858i,-0.00056007-0.00053191i,-0.0008728-0.00022866i,-0.00052654+8.4851e-05i,-0.0001007+5.1512e-05i,0.00057213-0.00046604i,0.00069388-0.00098943i,0.00063272-0.00055213i,0.00037674-0.00042606i,-5.6193e-05-0.00015048i
-0.0031457+0.0022704i,-0.0016477+0.0033321i,-0.0016522+0.0033973i,-0.0027675+0.0025682i,-0.0011683+0.0015342i,0.00024213+0.00059257i,-6.9901e-05+1.1067e-05i,-0.00011566-0.00040256i,-0.00042701-0.00047105i,-0.00046441-0.00039247i,0.0001948-0.0005713i,-9.0243e-05-0.0004691i,-0.00089735-4.375e-05i,-0.00047678+7.7772e-05i,-2.9027e-05-2.4325e-05i,-0.00033599-1.041e-05i,-0.00033114+0.00044706i,-0.00038726+0.00039323i,-0.00026424-0.00061045i,-0.00033626-0.00099516i,0.00030029-0.00052018i,0.00059231-4.834e-05i,-0.00052758+0.00021103i
-0.00099196-4.5908e-06i,-0.0013731+0.0011673i,-0.00093641+0.0015746i,-0.00031951+0.00049065i,0.00013702-0.00046879i,0.0002892-0.00038503i,-0.00033629+0.00017896i,-0.0011412+0.0002291i,-0.00033787-0.00035393i,-0.00030306-0.00029989i,-0.00044528-0.00021965i,0.00026791-0.00014496i,0.00065202+0.000706i,0.00057473+0.0008502i,0.00063684+0.0013535i,0.0010742+0.0014756i,0.00089085+0.00047864i,4.4761e-05-0.00028283i,-0.00053857-0.00036075i,-0.00047536-0.00028179i,6.7781e-05-9.9018e-05i,0.00038822+0.00016846i,0.00042572+0.00068942i
0.00010383-0.0014749i,-0.00066996+8.6415e-05i,-0.0016396+0.0003897i,-0.002119+0.00038275i,-0.00087409+0.0014984i,0.00058366+0.0016667i,0.00060798+0.0011262i,0.00024223+0.0010703i,0.00020146+0.00034129i,0.00024801-0.00048342i,-3.7903e-05-0.00076411i,-0.00059529-0.00077262i,-0.00055386-0.00031001i,-0.00023739-6.1881e-05i,0.00011575-0.0004519i,0.00025462+4.1969e-05i,-0.00022832+0.00061646i,-0.00052427-2.3137e-05i,-0.00062533-6.2658e-05i,-0.00046339-0.00019835i,-2.5317e-05-0.00043097i,-0.00010644-0.00034976i,-0.00010899-0.00017193i
0.00018489-0.0011632i,-0.0015481-0.00050805i,-0.002139-0.00055011i,-0.0010575-0.00044586i,-0.00028597+0.00012064i,0.00041956+0.00033131i,0.00058134-0.00043392i,-3.0635e-05-0.0010164i,0.00013568-0.00068638i,0.0011342-0.00041156i,0.00057235-0.00023593i,-0.00026674+0.00033681i,0.0004921+0.00068342i,0.0003846+0.0006034i,0.00021408+3.439e-05i,0.0010737-0.00029613i,0.00089505-0.00018266i,0.00047721-7.5046e-05i,-0.00015048-0.00015543i,-0.0004966-0.00086442i,-0.00029202-0.0006011i,-0.00024258+0.00059942i,-0.00025712+0.00099344i
0.00072664+0.0016639i,0.00067845+0.0012324i,0.00090964+0.0014837i,0.0016559+0.0026749i,0.001703+0.0029756i,0.0016748+0.0017494i,0.00059419+0.00072105i,-0.00072267+0.00023355i,-0.00060223+0.00021554i,-0.00051806-7.6039e-06i,-0.00064893-0.00084536i,-0.00057379-0.00034247i,-0.00070747+0.00040895i,-0.00047189+0.00028905i,-0.00089238+0.00068288i,-0.001401+0.00084961i,-0.0007365+0.0010154i,-0.00061288+0.00051814i,0.00014697-0.00049806i,0.00068587-0.0002766i,-0.00040021+9.7709e-05i,-0.00077782+0.00021109i,-0.00067168+0.00029062i
0.00050294+0.00031712i,0.00020859+0.0003192i,-9.9628e-05-0.00027561i,-0.00021147-0.00086959i,-0.00041487-0.00033648i,-0.0015071+0.0001582i,-0.00089801+0.00021013i,0.0001865+0.0005654i,0.00025551-5.3423e-06i,0.00052356-0.00076966i,0.00042291-0.00060354i,8.8373e-07-0.00066178i,0.00054337-0.0001831i,0.00092557+0.00060657i,0.00032197+0.00068444i,-0.00076259+0.00012711i,-0.00098056-0.00047543i,-0.00035959+7.5621e-05i,0.0001108+0.00015132i,0.0010811-5.1105e-05i,0.00062485+0.00083226i,-0.00062189+0.00056389i,-0.00054954+0.00016486i
0.00013299-0.00096725i,-0.00060244-0.0014541i,-0.0026879-0.00079093i,-0.0021876-0.00011822i,-0.0011013+0.00069834i,-0.00087444+0.00089747i,-0.00097392+0.00080351i,-0.0004581+0.0011143i,0.00041551+0.00075655i,0.00028851+0.00024986i,-0.00024796+0.00024673i,-0.0002096+0.00086966i,0.00059259+0.0010538i,0.00071885+4.0969e-05i,6.8611e-05-0.00016485i,0.00034598+0.00068077i,0.00074566+0.0010531i,0.00096476+0.00035868i,0.00042221-0.00024393i,-0.00021599-6.0736e-05i,0.0002436+6.2788e-05i,-0.00019324-0.00010667i,-0.000376-0.00068492i
0.00089056-0.0014473i,0.00024874-0.0013003i,-0.0011815-0.0003029i,-0.0016151-0.00025079i,-0.00011385-0.00094589i,-1.4162e-06-0.00043497i,-0.00012519-0.00013773i,0.00080842-0.00083537i,0.00077239-0.0011477i,-0.0001195-0.0011653i,-0.00039194-0.00069218i,-0.00065123-2.1243e-05i,-0.00072281+0.00017967i,0.00017711+8.7447e-05i,0.00053589-3.6511e-05i,0.00019648+0.00011856i,-0.00028854+0.00011794i,-0.00030243-0.00023475i,0.00051394+0.00010405i,0.00076022+0.00048351i,0.00024357+0.00048595i,-0.0002797-5.717e-05i,-0.00038586-0.00028123i
