-0.0046395+0.00047259i,-0.0021171+0.0016247i,-0.00040361+0.0039409i,0.0007815+0.0044427i,0.0018782+0.0036377i,0.0010687+0.0021855i,-0.00020073+0.0016076i,-0.00034682+0.0015227i,0.00073271+0.00097805i,0.00080984+0.00059977i,0.00010883+5.3442e-05i,0.00020155-0.00091843i,0.00022096-0.0022397i,6.0796e-05-0.0026687i,-0.00060938-0.0014593i,-0.0010103-0.00043105i,-0.0010684-0.00059749i,-0.00092383-0.00087218i,-0.00023248-0.00042101i,0.0004189+0.0004836i,0.00057712+0.00041933i,0.00052444-0.00012965i,0.00083722-0.00035133i
-0.00052432-0.00093281i,-0.00011616-0.0010137i,0.0010112-0.00082079i,0.00069421-0.0007442i,-0.00028875-0.00027042i,-0.00069649-0.00019719i,-0.0002355-0.00056396i,0.00021412-5.8607e-05i,0.00048823-0.0003657i,0.00045769-0.000513i,-5.2788e-05+0.00019984i,-0.00055541+0.00043639i,-0.00061593-0.00027475i,-0.00054796-0.001044i,-0.0006538-0.001345i,-0.00044254-0.00036194i,-0.0004205+0.00065066i,-0.0004649+0.00059968i,7.7466e-06-0.00028744i,0.00080071-0.00017325i,0.00047672+0.00076034i,0.00022433+0.00084965i,0.00091305+0.00031944i
-0.00092827-0.00025524i,-0.00072587+4.4187e-05i,0.0002206+0.00062629i,0.00038843+0.0010411i,-4.3878e-05+0.00087274i,-0.0001472-0.00021327i,7.6905e-05-0.0011643i,0.00014943-0.0011395i,0.00018208-0.0010892i,0.0001053-0.0010782i,0.00015438-0.00050447i,0.00057315-0.000482i,0.00015621-0.0003501i,-0.00027324+0.00049002i,-0.00046903+0.00054194i,-0.00064053+2.3199e-05i,-0.00028696-0.00037601i,0.00049014-1.5487e-05i,0.00046232+0.00039128i,0.0003927+0.00036153i,0.00045689+4.6143e-05i,8.1749e-05-0.000568i,-0.00050816-0.00044871i
-0.00012263+0.00092819i,-0.00035213+0.00038712i,0.00032013+0.00097496i,-0.00030633+0.00075017i,-0.00070843-0.00062423i,-0.00015832-0.0011105i,-0.00023833-0.00082746i,-0.00038915-0.00076112i,0.00040281-0.00029949i,0.0011722+0.00026647i,0.0011757-0.00028556i,0.00056749-0.00048004i,0.00030339+0.00033053i,0.00013012+0.00091972i,-0.00049171+0.00055622i,-0.00027797+3.7607e-05i,-6.7678e-05-0.00048083i,9.1452e-05-0.00078977i,0.00030728-0.00012386i,-0.0002839+0.00039123i,-8.2769e-05+0.0005369i,0.00086276+0.00074791i,0.0012429+0.00062337i
0.00035663+0.0014293i,0.00041981+0.00020523i,0.0012226+0.00022148i,0.0016179+9.5385e-05i,0.0021161-0.00074647i,0.0011401-0.00096601i,-0.00065954-0.00048921i,-0.00061269-0.00033829i,-3.2935e-05-0.00053651i,0.00038844-0.00068351i,-0.00010835-0.0004454i,-0.00052173-0.00050442i,-0.00082313-0.00033192i,-0.00094445-0.00036668i,-0.00045214-0.00071256i,-0.00019602-0.00093859i,0.00011495-0.00073405i,0.00032769+9.0885e-05i,-3.1828e-05+0.00083066i,-2.2219e-05+0.000756i,-0.0002356-0.0004022i,-5.6961e-05-0.00080492i,0.00018738-6.8944e-06i
0.0010374-0.001679i,-0.00052685-0.00063345i,-0.0017303-0.00071317i,-0.0015399-0.00041277i,-0.0010053+5.5106e-05i,-0.00010338+0.00041911i,0.00034186+0.00037372i,0.00074056+1.6668e-05i,0.00062238-0.00049961i,0.00010006-0.00050159i,-8.9352e-05-0.00017842i,-0.00023026-0.00011862i,-0.00046096-0.00080746i,0.00019608-0.0011138i,0.00068511-0.0011931i,0.00043972-0.00091228i,-9.3831e-06-0.00069698i,-0.00041985-0.00082752i,-0.00016581-0.0012148i,0.00017129-0.00091052i,-0.0003493-0.00057145i,-0.00061143-0.00039411i,0.00048542-0.00022644i
0.0010964+0.0010587i,0.0011207-2.6662e-05i,0.0011806-0.00048755i,0.0015147-0.00011731i,0.0011032-0.00029373i,0.00033366-0.00063725i,0.00040358-0.00048968i,-0.00051618-0.00011126i,-0.00097365+3.1219e-05i,-0.00015106+2.6831e-06i,-0.00014907-0.00057267i,-0.0009078-0.00054966i,-0.00074038-0.00024881i,-0.00033858+0.00019018i,-0.00051765+0.00057131i,-0.00027257+0.0009661i,0.00013219+0.00066977i,-2.6507e-05-0.00011911i,0.0005918-0.00063308i,0.0012026-0.00097012i,0.00080665-0.00032209i,0.00064802+0.00025962i,0.00097206+0.00079701i
0.00038977-0.00062662i,6.9109e-05-0.0010141i,3.4207e-05-0.0013409i,0.00057258-0.0013919i,0.00053602-0.00046488i,-0.00057111+0.00061237i,-0.00056581+0.00067469i,0.00036618+0.00047264i,0.0011841+6.3829e-05i,0.0010002-8.4868e-05i,-0.00014062+0.00052325i,-0.00045376+0.00015372i,0.00090399-3.0429e-05i,0.00089818-6.4798e-05i,-0.0001601-0.00021202i,6.6755e-05-3.9749e-05i,0.0001172-0.00033462i,0.00012864-0.00019775i,0.00011369+0.00048284i,-0.0003373+0.000509i,-9.4231e-05+0.00012661i,-7.4009e-05-0.00061798i,0.00018907-0.0014465i
-0.0011438+0.0015744i,-0.00075643+0.0018545i,-0.0004892+0.00097198i,-0.00031633-0.00023021i,0.00019969-0.00053527i,0.0011499-0.00074257i,0.0010183-0.0004324i,0.0004982+0.00034478i,0.00059036+0.00021882i,0.00087852-0.00040172i,0.00011255-0.00010116i,0.00013476+0.00012627i,0.00046748-9.8462e-05i,0.00012465-0.0003449i,-0.00071753+0.00029805i,-0.0011483+0.001073i,-0.00077983+0.00082928i,-9.309e-05-0.00049844i,2.453e-05-0.00058361i,-0.00074504+0.00033809i,-0.0012007+0.00022306i,-0.0010158+0.00022259i,4.3323e-05+0.00050607i
0.0011739+0.00045051i,0.00024168-0.00059136i,0.00085476-0.0016389i,0.0014312-0.0023363i,0.00091065-0.0016594i,0.00074691-0.00047231i,0.00045819+0.00011845i,0.00045679+0.00021083i,0.00013646+0.00024026i,0.00010175-0.00030285i,0.00030361-0.00036576i,0.00032644-1.3592e-05i,-6.5551e-05+0.00013972i,-0.00070185+0.00086859i,-0.00026451+0.0015488i,0.00015577+0.0016748i,0.0001086+0.00093352i,0.00062792+0.00027586i,0.00075723-0.0005612i,0.00061143-0.0013033i,0.00016102-0.00051813i,-0.00025959+0.00056063i,0.00055145+0.00085781i
-0.0019838+0.00066695i,-0.001699+0.00091058i,-0.0011784+0.0016359i,-0.0013632+0.001944i,-0.0010855+0.0013379i,-0.00025528+0.00060283i,0.00033215+0.00019156i,0.00026221-8.7346e-05i,-0.00011896-0.00031669i,-0.00066648-3.2469e-05i,-0.0010425+0.00015821i,-0.00094055+0.00016696i,-0.00017009-1.8628e-05i,0.00018982-0.00010348i,-7.0367e-05+0.00019438i,-0.00017727+0.00044215i,-0.00026703+0.00018401i,-0.00050006-0.00032003i,0.00046399+8.441e-06i,0.001363+0.00080314i,0.00036393+0.00084336i,-5.7209e-06+0.00090784i,0.0006889+0.00087958i
-0.000931+0.00021603i,-0.00029913+0.0013617i,0.00066891+0.00097473i,0.0002824-0.00039809i,-0.00041692-0.00073977i,0.00016606-0.0006588i,-6.3719e-05-0.00082018i,-0.00080695-0.00061011i,-0.0004409-0.00021797i,0.00050605+2.8298e-05i,0.00070736-0.00011854i,0.00064096+5.1354e-05i,-0.00016301+0.00026631i,-0.00034386+8.807e-05i,0.00038647+0.00010644i,0.00027338+2.7865e-05i,0.00026103-1.0018e-05i,0.00037855+0.00021668i,0.00044872+0.00048812i,0.0010489+0.00045687i,0.00079224+7.9213e-05i,-0.00011261+0.00014095i,-3.6619e-05+5.0788e-05i
0.0010671+0.0010452i,-0.00045531-0.00015657i,-0.00033777-0.0013374i,5.1669e-05-0.0018044i,-0.00023435-0.0018797i,-0.00088051-0.0010141i,-0.00067103+0.00026936i,-0.00038017+0.0008286i,-0.00048682-9.6976e-05i,-0.00060622-0.00081574i,-0.00025569-0.00026653i,-6.1762e-06+0.00057842i,-0.00030849+0.00080243i,-5.5207e-05+0.00048411i,-6.9162e-05-7.1919e-05i,-0.00064888-0.00074493i,-0.00060122-0.00064074i,-0.000577+0.00018011i,-0.00043613-0.00010776i,0.00021982-4.3933e-05i,0.00076678-1.4917e-05i,0.00043435-0.0001309i,-0.00019619-0.00012972i
0.0009732-0.0010341i,0.00044407-0.00041671i,0.00042444-0.00060391i,0.00018193-0.00035951i,-0.00082708-2.0638e-05i,-0.0011567+0.00024511i,-0.00084382+5.6141e-05i,-0.00056236-0.00035252i,-0.00055892-0.00095357i,-0.00052877-0.0014784i,-0.00056032-0.001121i,-0.00034971-0.00065675i,-0.00031804+0.00045969i,-0.00026545+0.0010188i,-0.00040641+0.00062859i,-0.00029427+0.00075991i,0.00038639+0.00090798i,0.0002616+0.00080717i,-0.00014802+0.00091135i,-0.00034562+0.001207i,-0.00054652+0.00076797i,-0.00025171+0.00042453i,-7.0959e-05+0.00059131i
-0.0014121+0.00013409i,-0.00045907+0.00024627i,0.00014179+0.00015818i,-0.00033837-0.00033464i,-0.00071895-0.00068201i,-0.00051779+9.3024e-05i,-0.0012975+0.00058219i,-0.0013595+0.00032736i,5.2551e-05+0.00061341i,0.00035972+0.00048097i,0.00035543-0.00057463i,0.00074745-0.00076891i,0.00017321-0.00043875i,-0.00089426-0.00026234i,-0.0011877+0.00024736i,-0.00094674+0.00033039i,-0.00056585-0.0002204i,-0.00039125-0.00020666i,-0.00025678+0.00035124i,0.00043532+0.00016562i,0.00090077-0.00045749i,0.00085601-0.00051748i,0.00078235-0.00026006i
-0.00096452+0.00031323i,0.00054838-0.00024255i,0.00091139+5.6681e-05i,-0.00017375+0.00058009i,-0.00031751+0.0003095i,0.00083937-0.00016221i,0.00062145-9.3369e-05i,0.00036648+0.00026536i,0.00050031+0.00099123i,0.00076626+0.0010244i,0.00043991+0.0002705i,0.00021403-0.001102i,-2.6466e-05-0.0021773i,-0.00077772-0.00060678i,-0.0002278+0.00044515i,-0.00036137-0.00051243i,-0.0006475-0.0008423i,-0.0002793-4.2187e-05i,-0.00052733+3.7415e-05i,-0.00027173-0.00058299i,0.00025324-0.00047064i,0.0006081+0.00034608i,0.0007937+0.00033809i
0.00018413-0.00053544i,-0.00055333+0.00013131i,0.00018352-0.00059018i,0.00068005-0.00057628i,-0.00019338-0.00063667i,-0.00013269-0.0009228i,0.00018491-0.000183i,-0.00071861+0.00056013i,-0.00096725+0.00026454i,0.00024107+0.00034076i,0.00035763+0.00060545i,-6.7479e-05-8.7738e-05i,0.00052123-0.00022001i,0.00092617+0.00025783i,0.00099016+0.00017206i,0.00068748-0.0011465i,-4.3902e-05-0.0010038i,-1.775e-06-0.00040501i,0.0008972+4.3422e-05i,0.00092043+0.00026326i,0.00044472-0.00030169i,0.0005466-0.0005992i,0.00059737+1.0728e-05i
0.00053071-0.00054618i,0.00021871+3.2271e-06i,0.00046164+0.00058234i,0.00061493+1.5617e-05i,-0.00059321-0.00070894i,-0.0008013-0.00027379i,7.5701e-05-0.00032071i,0.00044611-0.00066026i,0.00055153-0.00070528i,0.00049753-0.00074755i,0.00012951-0.00095014i,0.00025368-0.00094916i,0.0011245-0.00042901i,0.00046147-0.00027241i,-0.00016824+0.00011402i,0.00078595+0.0002984i,0.00063149+0.00024987i,-0.0010441+0.00064046i,-0.0013568+0.00035818i,-0.00033679+0.00015011i,-0.00046778-0.00010262i,-0.0001516-0.00067869i,0.0003089-0.00021629i
-0.0014699-0.0013423i,-0.0020927-0.00038093i,-0.0028741-0.00014266i,-0.0021462+0.00023532i,-0.0013593+0.00059412i,-0.0010117+0.00023668i,-0.00077939+0.00042217i,-0.00043394+0.00024133i,5.2782e-05-0.0003256i,0.00044813-0.00011428i,0.00043626+0.00046565i,0.00041955+0.00011215i,0.00071206-0.00038779i,0.00067149-0.00071748i,0.00033035-0.00042164i,0.00038235-0.00016372i,0.00023527-6.5297e-05i,-0.00025377+0.0007551i,-0.00056173+0.00075904i,-0.0002294+0.00010372i,-0.0002606+0.0007947i,-0.00043482+0.00098456i,0.00029086+0.00043787i
0.00075689-0.00049992i,0.00065395-0.00029603i,0.0012536+0.00017069i,0.001608+0.00022453i,0.0012909-0.00076029i,0.00081463-0.0012936i,0.0010829-0.00075715i,0.00064884-0.0007087i,9.4557e-05-0.00017337i,0.000619+0.00018702i,0.001298-0.00062573i,0.00076987-0.00086314i,0.001141+0.00022206i,0.0013397+0.00050091i,0.00060569-0.00054247i,0.00044564-0.00071685i,-6.4613e-05-0.00045162i,-0.00043331-0.00025277i,-0.0003498+0.00035291i,-0.00026315+0.00030528i,-0.0001139-0.00021206i,0.00017017-0.00058491i,0.00028205-0.00076702i
-0.00032939+0.0016351i,-0.00063662+0.0013664i,0.00024283+0.001416i,0.0017691+0.0002791i,0.001491-0.000296i,0.0010694-0.00019598i,0.00087855-0.00084411i,0.00067261-0.00077243i,0.00064366-0.0001086i,0.0004713+9.5856e-05i,-5.4749e-05-1.2029e-05i,0.00058078-0.00025414i,0.00083097+8.0272e-05i,-0.00030244-0.0002808i,-0.00054108-0.0011229i,3.854e-05-0.0004925i,-0.00020223+0.00036029i,-0.00024854+0.00061048i,0.00023746+0.00067583i,-2.9968e-05-4.9768e-06i,-0.00022424-0.00059547i,0.00044294-0.00048871i,0.00079988+5.7517e-05i
-0.001727-0.00095654i,-0.001264-0.00045997i,-0.0013864+0.00073659i,-0.0012394+0.0014838i,-0.00086432+0.0018393i,1.3668e-05+0.0012495i,0.0014635+0.00061864i,0.0011088+0.00062567i,0.00048333+0.00015664i,0.00016956+0.00016962i,-0.00043789+0.00055703i,-0.00067024+0.00038779i,-0.00046964-0.00010563i,-8.4327e-05-0.00014646i,0.00024348-0.00041186i,2.5766e-05-0.0013417i,-0.00012123-0.0011325i,7.3533e-05-0.00016098i,0.0004996+0.00016608i,0.00019767+8.428e-05i,0.00012126-1.0263e-05i,-0.00049984+0.00064i,-0.0017714+0.00039605i
0.00076254+0.00020252i,0.0014086+0.00016687i,0.0015007+0.00079775i,0.0013985+0.0010381i,0.00084409+0.00031727i,9.4379e-05-0.00027834i,0.00015823-0.00046407i,0.00079533-0.00064205i,0.00079799-0.00011603i,0.00013028-0.00069881i,0.00013738-0.0011987i,0.00029003-0.00042169i,-0.00046622-0.00014124i,-0.0011141+1.9276e-05i,-0.00054999+0.00015868i,2.8142e-05-0.00013031i,0.00058555-0.00011343i,0.0006782+1.3557e-05i,0.00046689-0.0001712i,0.00029855-0.00028722i,0.00010709+0.00017693i,0.0002396+0.00047443i,0.00038543+0.00088917i
8.2509e-05+0.00042143i,-0.00102+5.8042e-05i,-0.00057703-0.00098343i,0.00012148-0.0010319i,0.00040466-0.00018603i,0.00030092+0.00016122i,0.00030783-0.0002885i,0.00017544-0.0005656i,0.00052444-0.0005498i,0.00075495-0.00063125i,0.00065163-0.00073954i,0.00010841-0.0006257i,-3.98e-05-9.6651e-05i,4.8083e-06+0.00026587i,3.2879e-05+0.0004139i,-0.00027864+0.00055497i,-0.00035396+0.00075472i,-0.00024167+0.00023168i,0.00013725-0.00019394i,0.00044928-0.00071395i,0.00013293-0.00090311i,-5.0054e-05-0.00042894i,0.00062037+0.00027403i
0.00062337-0.0010414i,0.0010343-0.0013829i,0.0005961-0.0011625i,-8.0652e-06-0.0009354i,-0.00072883-0.00093953i,-0.00026466-0.00076103i,0.00013261-0.00031906i,-0.00015171-0.00088614i,-0.00016459-0.0016284i,-0.00029746-0.0013957i,-0.00073911-0.00073041i,-0.0013736-0.00061107i,-0.0011742-0.00041117i,-0.00068072-0.00058196i,-0.00034813-0.0010498i,-0.00087702-0.0003222i,-0.0014252+0.00069046i,-0.00072655+0.0010548i,0.00029446+0.00048645i,0.00021379-0.00031276i,0.00012417-0.00053452i,0.00044867-0.00026545i,0.00065631+0.00014705i
0.00015541+0.0011441i,0.00067757+0.00039114i,0.0017284-0.00048252i,0.0018347-0.00046838i,0.0002685+3.5506e-06i,-0.00084474-0.00021698i,-0.00011019-9.7559e-05i,0.00091948-0.00029916i,0.0010904-6.3301e-05i,0.00036565+0.0003689i,-0.00010864-6.869e-05i,0.00019029-0.00047724i,-2.2417e-05+0.00013134i,-0.00024824+0.0001122i,0.00031242-0.00025299i,0.00027596+9.4442e-05i,-9.2684e-05+0.00062259i,-0.00022396+0.00043486i,-3.1157e-05+0.00014141i,0.00026472+0.00015871i,0.00058234-6.2723e-05i,0.00038778-0.00033756i,-0.00036514+0.00033134i
-0.00051587-0.00025271i,0.00023826+0.00057283i,0.00058825+0.0010844i,-8.2245e-05+0.0013036i,-0.00023931+0.001403i,0.00079094+0.0010854i,0.00072499+0.00052123i,-0.00070124-0.00087432i,-0.00034931-0.0015252i,0.00052189-0.00073736i,7.2924e-05+0.00029498i,0.00017332+0.0007513i,0.00062803+0.00033866i,-8.5581e-05+0.00018561i,-0.00053905+0.00022764i,-0.0003909-0.0003208i,-0.00032233-0.00086305i,-0.0003473-0.00049895i,-4.3349e-05-4.9656e-05i,-5.5711e-05-0.00074364i,0.0006671-0.0010259i,0.0015477+2.0324e-05i,0.00090787-0.00033801i
0.00022871+0.00021948i,-0.00061164-0.00035407i,0.00025561-0.00025682i,0.00094552-0.00053026i,0.00055369-0.0011684i,-0.00054797-0.0017264i,-0.0011286-0.0013685i,-0.0007456-0.00047683i,-2.3633e-05-0.00013761i,0.00024852-0.001161i,-0.00071251-0.0011246i,-0.0015474-0.0006934i,-0.0013813-0.0004885i,-0.0011531+4.4889e-05i,-0.00095017-3.5269e-05i,-0.00062466-0.00019633i,-0.00047752-0.0001108i,-8.5616e-05+0.00010314i,0.00063915+0.0001348i,0.00038753+9.4446e-05i,0.00020632+0.0003118i,-0.00020916+0.00056637i,-0.00078792+0.00026953i
-0.0030147-0.001034i,-0.0019912-0.0010976i,-0.0017094-0.00069536i,-0.0012039+0.00073926i,-0.00037353+0.0013075i,0.00015451+0.00066769i,0.0010416-0.00019797i,0.0010792-0.00083725i,0.00056306-0.00065252i,0.00091552-0.00070399i,0.00068222-0.00089804i,0.00073119-0.00089595i,0.00049514-0.0011597i,7.5713e-05-0.00037403i,0.00064226+0.00063219i,0.00082995+5.7862e-05i,0.00064107-0.00038551i,0.00058981+0.00025531i,0.0005637+0.00064458i,0.00086006-0.00011428i,0.00084553-0.00090709i,0.00056205-0.00097668i,0.00041811-0.00092173i
7.2299e-05+0.0004389i,0.00043331+0.00033463i,0.00042681+5.189e-05i,0.00053265-0.00019935i,0.0010375-0.00021964i,0.0015159-9.5948e-05i,0.0015644-0.00029857i,0.00087625-2.688e-05i,0.00027618+5.9338e-05i,0.00013829+9.512e-05i,-0.00048325+7.9824e-05i,-0.00081353-0.00021005i,-0.00096147+3.9966e-05i,-0.00028112+0.00047351i,0.00040685+5.9277e-05i,0.00016837-4.473e-05i,0.0001991-3.7283e-05i,-0.00031004+0.00031254i,-0.00045855+0.0006303i,0.00026714+0.00015296i,0.00083366-0.00057428i,0.00065482-0.00088284i,0.0001608-0.00061266i
-0.0018357+0.00077223i,-0.0012368+0.0014038i,-0.00033097+0.0020626i,0.0016133+0.0014443i,0.0018188+0.00039894i,0.00058189+0.0004765i,0.0001926+0.00084628i,0.0002335+0.00029058i,0.00053056+0.00027066i,0.00049694+0.00079343i,0.00026315+0.00073237i,-5.0595e-05-0.00012739i,-0.0003041-0.0011083i,-8.9945e-05-0.0013343i,0.00026682-0.00092906i,0.00014947-0.00088415i,-0.0001887-0.00033662i,0.00018475-3.6487e-05i,0.0003813+1.8082e-05i,0.00025234-0.00045429i,-0.00029307-0.00051712i,-0.00085273-4.4567e-05i,-0.0007945+0.00047192i
-0.00062352-0.00032947i,-0.00097013-7.2123e-05i,-0.00091737-0.00013313i,-0.00035578+0.00035489i,0.00020834+0.00068187i,0.00083543+0.00042468i,0.00097409-0.00018773i,0.00084027-0.00050288i,0.00032859-0.00047697i,0.0001061-0.00018963i,0.00050631-1.8461e-05i,0.00062673+0.00035702i,0.00015256+0.00048614i,-0.00047593+0.00010255i,-0.00038627-0.00037048i,-0.00057812-0.00038185i,-0.00035323-7.1574e-05i,-0.00024698-9.6922e-05i,-9.6736e-05-0.0007066i,0.00074166-7.7786e-05i,0.00097761+0.00029093i,0.0012145-0.00010468i,0.00051223+0.00021236i
-0.0019076-0.00042514i,-0.00098004-0.00084062i,-0.0011085-0.00040597i,-0.0013155+0.00041435i,-0.001047+0.00051069i,0.00021991-0.000561i,0.0013485-0.00056732i,0.00093933-0.0005585i,0.00085124-0.00050722i,0.000588+0.00042744i,-0.00049867+0.00026943i,-0.00077116-0.00035795i,-0.00066569-0.00038035i,-0.00041202-0.00024872i,8.1066e-05+0.00036392i,-0.00024332+0.00044538i,-7.8479e-05+4.844e-05i,0.00032214+0.00026673i,0.00013735+0.00026313i,0.0001312+6.4675e-07i,0.00011996-0.00010564i,-0.00014522-0.00070658i,0.00043826-0.0009343i
-0.00030045+0.0024663i,0.00095474+0.0032671i,0.00244+0.0030046i,0.0030336+0.0026422i,0.0024407+0.0012133i,0.00096261-0.00057628i,-0.00017849-0.00082051i,-0.00084699-0.00060447i,-0.0005052-0.00078681i,2.7782e-05-0.00010524i,0.00034757+0.0001867i,0.00034032-0.00010772i,-1.8423e-06-0.00015248i,-0.00046682-0.00033265i,-0.0011258-0.00051299i,-0.00071199-0.00051475i,-0.00037733-0.0003797i,9.5773e-05-0.00024209i,-0.00011548-0.00021634i,-0.00022325-0.00014036i,3.8596e-05-5.0691e-05i,-0.00037323-0.00038056i,-3.6017e-05-0.0001801i
-0.0013125+0.00079587i,-0.0017704+0.00040513i,-0.0014476-0.00047847i,-0.00071714-0.00065926i,-9.3627e-05-0.00026864i,0.00045109-1.2678e-06i,0.0007769-0.00037945i,0.00051044-0.00048005i,-0.00014544-0.00044301i,-0.00028757-0.00044226i,0.00032846-9.5111e-05i,0.00081336+0.00016385i,0.00069527+5.216e-06i,0.00064065-0.00055341i,-0.00016712-0.00067465i,-0.00066964-0.00014524i,-0.00044243+0.0007246i,-0.00019373+0.00011183i,0.00053506-0.00038183i,0.00013637+0.00048372i,-0.0012298+0.00044805i,-0.0010375+7.3444e-05i,0.00024286-0.00027855i
-0.0013097+0.0013047i,-0.00054439+0.00181i,0.00049489+0.0014516i,0.0011521+0.00078277i,0.0010062+0.00041483i,0.00077289-3.322e-05i,0.00035647-8.9768e-05i,5.6386e-05-0.00021596i,0.00013817-0.00050614i,0.00062056-0.00038748i,0.00075913-0.00025033i,-0.0003614-0.00054043i,-0.00073781-0.00033559i,-0.00025175+8.4334e-05i,-0.0002717-0.00015926i,-0.00055359-0.00019255i,-0.0010547+0.00036825i,-0.001013+0.0001698i,-0.0002606+0.00019531i,-0.00015381+0.0010482i,-0.00059208+0.00077917i,0.00012065-0.00038442i,0.00041273-0.00011932i
0.00076252+0.00012512i,0.00052033-0.00042699i,0.00057451-8.2809e-05i,-0.00032461-4.7313e-05i,-0.00086068-0.0010621i,-0.00043003-0.0013621i,-5.116e-05-0.0010428i,0.00068032-0.00051408i,0.0014325+0.00026804i,0.0010393+2.6156e-05i,0.00019921-0.00073556i,-0.00074269-0.0010672i,-0.00025302-0.00056904i,3.2864e-05-0.00031573i,-0.0010724-0.00044157i,-0.0012662-0.00035986i,-0.00041343-0.00017536i,-2.2e-05+0.00027654i,0.00015619+0.00071503i,0.00059811+0.00026542i,0.00033147-1.3018e-05i,2.8782e-05+0.00018405i,0.00037737+0.00014725i
-0.00046458+9.5923e-06i,-0.00012562-0.00086129i,-0.0005706-0.00019421i,-0.00060916+0.001049i,0.00023058+0.00095081i,0.00042254+0.00020871i,0.00044271-0.00049996i,0.0004452-0.00034686i,0.00034113-2.9336e-05i,8.6097e-05-0.00038439i,6.7708e-05-0.00029513i,1.8864e-05-0.00016267i,-0.0003478-0.00010291i,-0.0011622+7.045e-05i,-0.00068849-0.00027615i,0.00027997-0.00063172i,0.00042608-0.00042317i,0.00040174-4.2127e-05i,0.00030381+7.3219e-05i,0.00051635+0.00015506i,0.00090795+0.00032517i,0.00051399+0.00032386i,0.00048741-0.00018625i
-0.00081554-0.00053065i,-0.0017325-0.00052379i,-0.0010557-0.00033191i,-0.00048455+0.00078323i,-0.00059565+0.0011975i,-0.00068507+0.00077092i,4.7991e-05+0.00057302i,0.0005628+0.00048535i,0.00031319+0.00018869i,-8.626e-05-0.00010135i,0.00019648-0.00027653i,-0.00029907-0.00052881i,-0.00082398-0.00057995i,-0.00048462-0.00034436i,-9.5058e-05-0.00029614i,-0.00010393-0.00050824i,-9.6179e-05-0.00032247i,0.00030326-0.00011771i,0.00087087-0.00056583i,0.00089436-0.00061041i,0.00032965+0.0001888i,0.0002057+0.00036806i,0.00057724+0.00045317i
-0.00052312-0.00095883i,-0.00077942+4.47e-05i,6.8616e-06+0.00035116i,-0.00024234+0.00070237i,-0.0012979+0.0012609i,-0.0012594+0.00074526i,-0.0012359-0.00016075i,-0.001147-0.00038336i,-0.0010563-0.00065879i,-0.00079934-0.0010152i,-0.0002131-0.00044351i,0.00046186+0.00010574i,0.00078345-0.00034224i,0.00065503-0.00067775i,0.00017445-0.00043242i,-0.00017944-0.00015113i,-0.00070199-0.00019684i,-0.00089607-0.00052174i,-0.00069824-0.00031158i,-0.00079669-0.0004966i,-0.00061212-0.0007315i,-0.00045067-0.00060897i,0.00024675-0.00063585i
-0.00089761-1.4502e-05i,-2.1798e-05+0.00073345i,0.00093114+0.00083148i,0.00080348+0.00095984i,0.00060762+0.00062069i,0.0013445-3.3577e-06i,0.0018891-9.983e-05i,0.0016149-1.7495e-06i,0.0004356-0.00039123i,-0.00010692-0.00046222i,0.00025392-7.8137e-05i,6.899e-05+0.00021066i,-6.3444e-05+0.0003212i,-0.00014965+0.00011565i,-0.00041617-0.00094183i,-0.00019438-0.0013577i,-0.00011457-0.00084695i,-0.00032433-0.00089229i,0.0001146-0.00047699i,0.00081295-1.2468e-05i,0.0011595-0.00023387i,0.00062193-0.00047639i,0.00033436-0.00095791i
-0.0013226-0.001135i,-0.00014945-6.8473e-05i,-1.9167e-05+0.00065829i,-0.00034016+0.00045938i,0.00010028-0.00044734i,0.00027766-0.00078827i,-0.00015589-0.00010731i,-0.00054284-0.00027243i,-8.1921e-06-0.0010981i,0.0004554-0.0011991i,-7.0716e-05-0.00062616i,-0.0008518-0.00034898i,-0.00028774-0.00015163i,0.00019808+8.8418e-07i,-8.5133e-05-0.00046544i,0.00030277-0.00032921i,0.001136+9.547e-05i,0.001027+0.00049895i,0.00054781+0.000912i,0.00051292+0.00078353i,0.00058384+0.00069802i,0.00059602+0.00055821i,0.0001655+1.8912e-05i
-0.00015687+0.0010938i,0.0011536+0.00072939i,0.0013347+0.00068131i,0.00066619+7.7433e-05i,-0.00058662-0.00046324i,-0.0011852-0.00042084i,-0.0013435-0.00087346i,-0.00087866-0.0011051i,0.00018089-0.00050169i,0.00064016+0.00019242i,0.00014193-0.00041841i,-0.00094573-0.00105i,-0.0012579-0.00073234i,-0.00069798-0.0004247i,-4.0211e-05-0.00037003i,-5.6618e-05-0.0003088i,0.0002517+4.9218e-05i,0.00065271+0.00020855i,0.00041495+0.00022475i,0.0001573+0.00050337i,0.00018419+0.00042082i,0.00099071+0.00072423i,0.0011453+0.00063022i
