-0.0022324+0.00038396i,-0.0022401-3.6098e-05i,-0.0035178+0.0010048i,-0.0031441+0.0017425i,-0.0021661+0.0016862i,-0.0012401+0.0011565i,-0.00076354+0.00087225i,2.6596e-06+0.00098935i,0.00041755+0.00051871i,0.00046716+0.00038948i,0.00087351-0.00035318i,0.00075428-0.0012862i,0.00085985-0.0009859i,1.4454e-05-0.00017869i,-0.00054421+0.00045681i,1.1994e-05+0.00012285i,3.8814e-05-0.00034894i,-0.00047804-0.00057785i,-0.00080074-0.0004807i,-0.00030109-0.00013377i,0.00062675+0.0004465i,0.00061072+0.0012381i,-0.00036344+0.0010609i
-0.0019859-0.00073857i,-0.0026168-0.00065449i,-0.002636+0.00023648i,-0.0026625-0.00088649i,-0.0016559-0.0018807i,-0.00041394-0.0011155i,-0.00013364-0.0011643i,0.00079302-0.0012031i,0.0019884-0.00053265i,0.0015401-9.5612e-06i,0.00033553-0.00020335i,-0.0008735-0.00029476i,-0.000733-0.00014866i,0.00035958-0.00029357i,0.0010215-0.00044489i,0.00035795+5.0983e-05i,0.00039304+0.00094255i,0.00075457+0.0007358i,0.00091788+0.00019353i,0.0010942+0.00039642i,0.00041006+0.00049224i,0.00045053+0.00030184i,0.0003132+0.00036354i
0.00016132+3.5557e-05i,-1.9342e-05-0.00042816i,0.0013062-0.0014046i,0.0010148-0.0017561i,-0.00042538-0.00071982i,-0.001525-5.8075e-05i,-0.0016533+0.00049046i,-0.0011968+0.00095486i,-0.00067008+0.00022522i,-1.8254e-05-0.00025943i,-0.00028084-3.4316e-05i,-0.00056045-0.00036424i,-0.00038466-0.00045042i,7.1897e-05+0.00022562i,0.00015145+0.0005029i,4.468e-05+5.5972e-05i,0.0006691+3.5287e-05i,0.00089956+0.00052036i,0.00025138-5.3878e-05i,0.00019291-0.00098625i,0.00057292-0.0010705i,0.00032739-0.00070235i,-0.00030467-0.00049612i
-0.00094071+5.3637e-05i,-0.00024433+0.00058484i,0.00099536+0.0013199i,0.0008994+0.00035435i,-0.00018851-0.00086815i,-4.9043e-05-0.00087659i,-0.00011028-0.00074362i,-7.8444e-05-0.00099862i,-4.4987e-05-0.00059006i,0.00011143+0.00017061i,0.00023283+0.00051885i,-0.00020829+0.0002484i,-0.00064332+0.00018439i,-0.00031038+0.00049138i,0.00025468+0.00057462i,-8.2656e-05+0.00058787i,-0.00023928+0.00020602i,0.00015648+0.00035655i,0.00025037+0.00067294i,1.9254e-05+0.00080305i,-0.00012191+0.00059798i,0.00024383+0.00039259i,0.00044729+0.00049965i
0.00030299+0.0012092i,0.00032961+0.00057549i,-0.00053508+0.0005548i,8.1791e-05+0.00014723i,0.0010065-0.00097324i,0.00038557-0.0017127i,-0.00024149-0.0010499i,0.00020863+0.00019013i,0.00044858+0.00090595i,0.00069077+0.00051407i,0.00027964-0.00034434i,-0.00059631-0.00044908i,-0.00033697+0.00012939i,-0.00011524+0.00038799i,-0.00013958+0.00055989i,0.00012062+0.0010069i,-0.00040202+0.00058954i,-0.00073926-9.9158e-06i,-0.0002366-0.00014626i,0.00016579-0.00045582i,0.00059981-0.00068939i,0.00046058-0.00059361i,-0.00036037+0.00035774i
-0.0019852-0.00038355i,-0.0026275+0.00040617i,-0.0017573+0.00094228i,-0.00032434+0.0013242i,-0.00013717+0.0012749i,-0.00019247+0.00090674i,-0.00028104+0.0011309i,-0.00082169+0.0011957i,-0.00064937+0.00079117i,-0.00027638+0.00080487i,0.00034848+0.0011582i,0.00072133+0.0011795i,0.00066926+0.0001354i,0.00054334-0.0003574i,0.00044371+7.5406e-05i,0.00031736+0.00035919i,5.6287e-05+0.00011796i,0.00035861-0.00033963i,0.00066309-0.00016675i,0.00029518+0.00069339i,-1.0895e-05+0.0013164i,-6.4978e-05+0.0010071i,-0.00014761+0.00040983i
-0.00021911-0.0010331i,-0.00037052-6.2325e-05i,-0.00051602+0.00070572i,-0.0014471+0.00026841i,-0.0020449-0.0001071i,-0.0016101-0.00017442i,-0.0010655-5.1746e-05i,-0.00021635-0.00013992i,0.00037575-0.00091915i,0.00034059-0.00077125i,0.00086662-0.00029532i,0.0010315-0.00058598i,0.00014006-0.00038541i,0.0003502+0.00065137i,0.00047928+0.0014389i,0.0003819+0.0011323i,0.00046084-0.00029153i,0.00028718-0.0013326i,0.00048297-0.00062632i,0.00075258-0.0001654i,0.00084462-0.0002976i,0.00052612-0.0001112i,-4.3023e-06-0.00049622i
3.5441e-05-0.0017563i,-0.00051692-0.002879i,-0.00033655-0.0020891i,-0.00052772-0.0013384i,-0.0010649-0.0011507i,-0.00047486-0.00057565i,-0.00038561-4.9603e-06i,-0.00074027-0.00022595i,-0.00060438+6.1465e-05i,7.9569e-06+0.0010604i,0.00015752+0.0010285i,-0.00053711+0.0003831i,-0.00071858-0.00030076i,0.00013071+9.7717e-06i,0.00026734+0.00023404i,-0.00043224-0.00029474i,-0.00028071+0.00017281i,0.00026965+0.00038958i,-9.6877e-05-0.0001237i,-0.00069238+0.00039845i,-0.00061663+0.00071471i,2.9674e-05+0.00037055i,0.00057262-0.00013756i
-0.00021344-0.0013634i,0.0012794-0.00012746i,0.00082279-0.0003495i,-8.2905e-05-0.00066531i,-0.0015334-0.00034133i,-0.0021172+0.00061539i,-0.0010993+0.0014794i,-0.0001532+0.0011474i,-0.00015145+0.0011923i,-0.0002001+0.0014526i,0.00022455+0.00090444i,0.00034289-0.00011594i,0.00013025-0.00028454i,0.00045722-0.00011332i,0.001423-4.6846e-05i,0.0014031+0.00025602i,0.00048056+0.0010413i,-9.4125e-05+0.000879i,-0.00023323+0.00045728i,-0.00027428-0.0001043i,-0.00043718-0.00036285i,-0.00016131-0.00022332i,0.00041141+0.00021907i
0.0005241+0.0011309i,0.00026568+0.0011974i,-0.0014244-0.00062767i,-0.0022494-0.0018823i,-0.0019568-0.0012092i,-0.0014079+0.00030844i,-0.0011888+0.000741i,-0.00063626-4.4791e-06i,0.00062418-0.00038024i,0.00098752-7.5167e-07i,0.00057576-0.00033856i,0.00039191-0.00038694i,-0.00030208+0.00068254i,-0.0011462+0.0005304i,-0.00095738+0.00010477i,-0.00061473+0.00065169i,-0.00027931+0.00051368i,0.00056115+0.00067037i,0.0011637+0.00067371i,0.0010675-0.00081391i,0.00033417-0.0017774i,-0.00023794-0.00068462i,-8.8491e-05+0.00015309i
-0.00081184-0.00029106i,-0.0010973+0.00022357i,-0.0013241+0.00047292i,-0.0009919+0.00074994i,-0.00033681+0.00020183i,0.00029849-9.3695e-05i,0.0002045+0.00018443i,0.00030848+0.00018198i,0.0008702+0.00024299i,0.00087244+0.00021447i,0.00073176+7.0424e-05i,-3.4252e-05-2.623e-05i,-0.00012524+0.00036212i,0.0006679+0.0011426i,0.00042601+0.00084012i,0.00010405+0.00029052i,0.000216-0.00029279i,0.00030681-0.00034377i,-0.00036468+5.1298e-05i,-0.00055471-0.00019855i,0.0003036+4.7728e-05i,7.6959e-06+0.00010202i,-0.00030381+0.00031455i
-0.00045991+0.0003187i,-0.0011357-0.00011034i,-0.00051107+0.00011309i,0.0013451+0.00045227i,0.0012254+0.00069835i,-0.00036629+0.00041559i,-0.00061713+0.00034371i,-0.00073974+0.00056602i,-0.00033215+0.00054238i,0.0006141-0.0001127i,0.0011082-0.00074589i,0.00085367-0.00018206i,5.4048e-05+0.00032874i,-0.00036696+0.00034797i,-0.00098567+0.00039925i,-0.0009599+0.00020405i,-0.00016437-0.00055545i,-0.00031243-0.00074272i,-0.00087283-0.0010497i,-0.00053061-0.00079925i,2.5638e-05+4.0376e-05i,0.0004613+3.5273e-05i,0.0012668+2.4228e-05i
0.00085608+0.0011655i,0.00077727+0.00056015i,0.0012673-8.0513e-05i,0.00082152-0.0011677i,-0.00050873-0.0013894i,-0.0010126-0.0011337i,-0.00054488-0.0005669i,-0.00074311-0.00022062i,-0.00083597+0.00025409i,-0.00012287-0.00027126i,0.00029602-0.00096726i,0.00032188-0.00040876i,-0.00069439+0.00031309i,-0.00016444+0.00017009i,0.00082149-0.00040182i,0.00023074-0.00063972i,2.762e-05-0.00020476i,0.0010146+0.00017098i,0.00094327+0.00014395i,-0.00037398+6.7954e-05i,-0.00063362+0.00031313i,0.00045624+8.6546e-05i,0.00068076+5.9395e-05i
0.00091026+0.00019124i,0.00088098+4.1957e-05i,0.00024343+0.00049362i,-0.00050626-5.9107e-05i,-0.00082966-0.0012061i,-0.0010577-0.0012567i,-0.00092864-0.00098002i,-0.00045678-0.00015781i,2.898e-05+0.00065191i,0.00029884+0.00028967i,0.00029055-7.3001e-05i,-0.0006194+0.00035194i,-0.00083978+0.00048823i,-0.00048189+0.00014656i,-0.00011091+0.0002022i,0.00023976+0.00019459i,0.00041755+0.00025328i,0.00028112+0.00030651i,0.00024246+8.7614e-06i,0.00048176+0.00011337i,0.00086186+0.00014834i,0.0010192+0.0006382i,1.58e-06+0.00073426i
0.0023197+0.0026736i,0.0028708+0.0022976i,0.0025463+0.00069385i,0.0013191-0.00056928i,0.00014296-0.0015751i,-0.00076976-0.0018287i,-0.0012091-0.00072771i,-0.00076163-0.00018098i,0.00016194-0.00041892i,0.00032737+0.0001837i,-0.00048652+0.00039817i,-0.00084327-7.2704e-05i,-0.00037397-0.00010252i,0.0005149+0.00054982i,0.00085214+0.00040065i,0.00011795-0.0005832i,-0.00043019-0.00055692i,0.00012484-0.00025212i,0.00050508-0.00039606i,-2.2775e-05-0.00020664i,-0.00066247+0.00042733i,-0.00082559+0.00064923i,-0.00097909-8.8616e-06i
-0.00073766-0.00085676i,-0.0012509-1.8502e-05i,-0.0012782+0.00011159i,-0.0015107-0.00018781i,-0.0014385+2.5707e-05i,-0.0016199+0.00020413i,-0.0013632-3.0999e-05i,-0.00043492+0.0001639i,0.00078178+0.00059539i,0.0010135+1.6238e-05i,0.00035-0.00043567i,0.000368-0.00026148i,0.00040758+0.00020109i,0.00023677+7.4774e-05i,0.00020375-0.00023883i,0.00048957+0.00033768i,0.00023582+0.00055532i,-0.00037389+0.00034788i,-0.00053053-0.00013764i,-0.00019067-0.00029973i,0.00030041+0.00017841i,0.00046834-9.4543e-05i,0.00018212-0.00011044i
0.00069328+0.00079857i,0.00083038-0.00060406i,0.0014603-0.0013143i,0.0016373-0.0015801i,0.00020076-0.0018483i,-0.0013406-0.0014324i,-0.0016304-0.0011765i,-0.00041123-0.00039941i,0.00032099+0.00041122i,0.00036647-0.00041093i,0.00070854-0.00030642i,0.00038299+0.00024379i,-0.00069333-0.00019908i,-0.00092367-0.00028037i,-7.4616e-06+0.00012178i,0.00087457+0.00018423i,0.00066771+1.72e-05i,0.00036438+0.00039612i,6.4732e-05+0.00031581i,-0.00013747+3.9307e-05i,-0.00022208+0.00066887i,-0.00061618+0.00078763i,-7.9051e-05+0.0002637i
-0.0017291+0.00036504i,-0.00087062+0.001566i,-0.00079277+0.0016826i,-0.0007889+0.0007985i,-0.00093009+0.00027075i,-0.00078521-0.00013425i,-0.0001003-0.00069896i,0.00074267-0.00039327i,0.00104+4.115e-05i,0.00073504-0.00017205i,0.00057032-0.00043431i,0.00071357-0.00072311i,0.00080156-0.0012322i,0.00079829-0.00087203i,0.0008713-0.00011928i,0.001046+0.00018812i,0.0008815-0.00032835i,0.00055896-0.00046315i,2.0272e-05+2.4565e-05i,-0.00054187+0.00034886i,-0.00081157+1.5077e-05i,-0.00031119-0.00069354i,0.00021426-0.00044382i
-0.0015762+0.0020489i,0.0009722+0.0026573i,0.0024899+0.0034367i,0.0011775+0.002707i,9.455e-05+0.00072398i,-0.00015023-0.00036535i,-0.0005204+0.00048502i,-0.00063705+0.0016601i,-0.0001154+0.0012738i,0.00041357+0.00044806i,0.00018911+0.00036556i,-0.00010253+0.00087897i,8.9002e-05+0.00046958i,-5.2306e-05-0.00034909i,0.00010687+4.1599e-05i,0.00028541+0.00041765i,-0.00028407-0.00055565i,-0.00021032-0.00088496i,0.00015841-6.0021e-05i,2.673e-05+0.00043488i,0.00016357+0.00064745i,0.00063466+0.00054556i,0.00077847+0.00011619i
-0.001808+0.00079498i,-0.0013437+0.0012852i,-0.0018016+0.0013063i,-0.00095876+0.00035123i,0.0003198+6.4724e-05i,-2.8626e-05+0.00044216i,-0.0010032+0.00098209i,-0.00099515+0.0014351i,-0.00054919+0.0009715i,0.0001907+3.8449e-05i,0.0015833-0.00037121i,0.0019095-0.00046178i,0.00076795-0.00081957i,0.00072424-0.0010928i,0.0011137-0.00035351i,0.00021326+0.00012811i,-0.00033452-0.00015812i,0.00070581-0.000317i,0.001252-0.00030028i,0.0012147-0.00050577i,0.00051426-0.00058312i,-1.7661e-05-0.00019665i,-0.00010181-9.9732e-05i
0.00026349-0.00068288i,8.6941e-05-0.0020332i,-0.00033692-0.0019483i,-0.0011521-0.0015673i,-0.001035-0.0016272i,-0.0010224-0.0010436i,-0.0012753-0.000151i,-0.00024506+0.00079675i,0.00084966+0.00061913i,0.00095618-0.00051134i,0.00036854-0.0006498i,0.00039196-0.00057963i,0.00077736-0.00037075i,3.0152e-05-0.00030193i,-0.00012847-0.00028705i,0.00024335-0.00028852i,0.0003321-0.0006267i,0.00043456-0.00083125i,0.00073219-0.0012158i,0.00090479-0.0011962i,0.00087288-0.00019482i,0.00039948+0.0010049i,0.00017106+0.0010899i
0.0026256+0.0020544i,0.0028104+0.0017649i,0.003224+0.00049489i,0.0025394-0.0005667i,0.0016973-0.0020868i,9.6464e-05-0.0019699i,-0.0010944-0.00068556i,-0.00072142-0.00041128i,-0.00031424-0.00050731i,0.00012854-0.0012015i,0.0005659-0.00081745i,-0.00034678-0.00060642i,-0.0012314-0.00042481i,-0.0007346+0.00025781i,-0.00031642-2.3852e-05i,-0.00059432-0.00031281i,-0.00020023+6.2382e-05i,0.00030647-0.00044108i,-2.7167e-05-0.00032848i,-0.00019157+9.1802e-05i,5.7342e-05-0.000282i,9.879e-05-0.001085i,-5.7551e-05-0.0012294i
-0.0011006+0.0024378i,0.00025024+0.0045635i,0.0013162+0.0043119i,0.00042396+0.0026501i,-0.00013965+0.0010882i,0.00033283+0.00060391i,0.00025593+0.0010092i,-7.988e-05+0.0014075i,0.00026279+0.00092096i,0.00088982+0.0002699i,0.00083708+0.0001715i,0.00024312-0.00040862i,7.5785e-05-0.00063949i,0.00034058-0.0008724i,0.00058322-0.000307i,0.00047019+0.00040398i,0.00026921-0.00010985i,0.00029538-0.00079007i,-0.00031183-0.00028666i,-0.00085051+0.00060298i,-0.0005171+0.00048063i,-0.00018409-0.00022411i,-4.1281e-07-0.00036145i
-0.0019304+0.003554i,-0.0012879+0.0040903i,0.00041417+0.0034075i,0.0024611+0.0017493i,0.0017508+6.732e-05i,0.00040516-0.0013711i,-0.00013316-0.0016927i,-0.00079024-0.00049147i,-0.00023522+0.00017431i,0.00086035-0.00038083i,0.0012936-0.00067746i,0.0010634-0.00054031i,0.00076717+0.00027281i,-4.8832e-05+0.00085014i,-0.00060432+0.00053241i,-0.00013181+0.00056399i,4.9273e-05+0.00022236i,-0.00041085-0.00040752i,-0.00030347-0.00055975i,0.00056673-0.00099459i,0.0005699-0.0004554i,0.00055296+0.00067215i,0.0005428+0.00071576i
-0.0012412+0.00012717i,-0.00061625-0.00021833i,-0.0010357+0.00018597i,-0.0011478+0.0012698i,-2.4142e-05+0.00090734i,-0.0001406+0.00062403i,-0.0014629+0.00058964i,-0.00081694+7.422e-05i,4.7609e-05+0.00056215i,-5.261e-05+0.00099762i,-0.000264+0.00038157i,-0.00010294-6.7388e-05i,0.00021557-0.00075488i,0.00075326-0.00078917i,0.00097776-0.00019423i,0.00071564+0.00033109i,-0.00013318+0.00025494i,-0.00028971-6.33e-05i,0.00054322-8.9019e-05i,0.00024479-0.00012404i,-0.00045416+8.4768e-05i,-0.00010177+0.0002253i,0.00060245+0.00039244i
0.00015094+0.00038954i,0.0008946-0.00015059i,0.0010225+0.00050357i,0.00053153+0.00058248i,0.0007396+5.7321e-05i,0.0011531+0.00089917i,0.00078818+0.00098572i,-0.00025628-0.00023634i,-0.00065147-0.00092816i,-0.00023485-0.00093068i,0.00045164-0.00057571i,0.00033779-0.00076366i,-8.9391e-05-0.0015736i,0.0001645-0.00059007i,0.00046726+0.00048057i,0.00030801-0.00018276i,0.00048327-0.00049358i,0.00015231+0.00032755i,-0.00060069+0.00037583i,-0.0003656-0.00083931i,0.00087203-0.00044591i,0.00078146+0.00018005i,0.00019112-0.00057018i
0.0013161+0.00081738i,0.0018676+0.0014045i,0.0014789+0.0015947i,0.00092165+0.0013893i,0.00023429+0.00035378i,-5.0395e-05-0.0010682i,-0.00011328-0.0012363i,0.00011044-0.00043086i,-0.00016788-0.00025835i,-0.00097501-0.00094611i,-0.0011829-0.0010417i,-0.00075623-0.00031908i,-0.00067794+3.3312e-05i,-0.0010162+0.00025188i,-0.0012025+0.00073064i,-0.00078527+0.00076378i,-0.00016152-2.6389e-05i,0.00080637-0.00074964i,0.0014243-0.00060241i,0.00078775-0.00088374i,0.00081305-0.0010246i,0.0011166-0.00048564i,0.00053729-7.3221e-05i
-0.00085893+3.8316e-05i,-0.00053397-1.5297e-05i,-0.00021117-6.7901e-05i,0.00031607-9.3231e-05i,0.00032728-4.849e-05i,0.00014345-0.00049076i,-0.00016555-0.00011295i,0.00031903+0.00035i,0.00074264+0.00075736i,0.00011586+0.00067892i,-0.00029166-0.00020887i,-0.0002901-0.0005582i,-0.00028212+3.979e-05i,0.00036932-0.00027538i,0.00050325-0.00048032i,0.0002197-0.00017686i,-5.0402e-05-0.00040154i,-8.5685e-05-0.00036849i,0.00023596-1.4476e-05i,-0.00015761-1.5222e-05i,-0.00028983-0.00020886i,-0.0006602-0.00045032i,-0.00098779+0.00027463i
0.0004786-0.0011815i,-0.00034673-0.0011829i,-0.0013219-0.0010132i,-0.0017309-0.0018859i,-0.0017212-0.002293i,-0.0019491-0.0017613i,-0.00099004-0.0014745i,0.00026053-0.0013269i,0.0005649-0.0015322i,0.0007233-0.0011734i,-1.223e-05-0.00051978i,-0.00068343-0.00026999i,-1.0915e-05+0.00016187i,0.00066099+0.00046821i,0.0012713+4.3268e-05i,0.00063713-0.00022216i,-0.0002576-0.0002321i,-0.00064471-0.0007717i,-0.0005052-0.00028166i,-0.00041145+0.00011231i,-0.00024065-0.0007671i,-5.978e-05-0.00069128i,-4.2541e-06-0.00018029i
0.0003061-3.7562e-05i,0.00072232-0.0010745i,0.00042696-0.0017997i,-0.00014304-0.0016784i,0.00017208-0.0016472i,0.0002915-0.0012958i,-2.2097e-05-0.00067889i,0.0002176-8.2722e-05i,0.00044697+0.00011166i,0.00020487-0.00012668i,1.4561e-05-5.0465e-05i,-0.00034609+0.00049506i,0.00052865+0.00095178i,0.0013802+0.001408i,0.00091097+0.00065701i,0.00082888-0.0004763i,0.001193-0.00041542i,0.00092295-0.00038265i,-0.00031313-0.00068819i,-0.0005831+0.00014827i,0.0003855+0.00098518i,1.4908e-05+0.0010583i,-0.00081251+7.6016e-05i
-0.00067287-0.00038342i,-0.00092488+0.0010856i,-0.0013008+0.0014006i,-0.0018736+0.00094566i,-0.0015025+0.00063996i,-0.0012948+0.00081173i,-0.0013467-0.00016545i,-0.00039524-0.0010463i,0.00072152-0.00026415i,0.00037481+0.00021265i,0.00047881+0.0001188i,0.0011355-0.00017383i,0.0010773-0.0010983i,0.00079371-0.0011541i,0.00030303-0.00093676i,0.00010681-0.0014007i,-0.00030947-0.0010316i,-0.00053477-0.0001714i,-9.7247e-05+3.8683e-05i,0.00046293-0.00039902i,0.00050348-9.0909e-05i,-0.00037098+0.00035344i,-0.00048176+0.0002778i
0.0013417-0.0018712i,0.00089977-0.0025932i,0.00024958-0.0025625i,-0.00053289-0.0023271i,-0.0010576-0.0018887i,-0.0015371-0.0013824i,-0.0010892-0.00088421i,-0.00061498-0.00016626i,-0.00035886-0.00020763i,1.0559e-05-0.00088612i,-0.00040048-0.00061675i,-0.0010721+0.00031676i,-0.00053043-8.9554e-05i,2.1402e-05-0.00026694i,-0.000419+0.00012589i,-0.00052955+0.00012557i,-9.0815e-05-0.00021655i,0.00018225-0.00074636i,0.000164-0.00068539i,-0.0001306-5.483e-05i,-6.4591e-05+0.00025174i,0.00060809+7.8822e-05i,0.00018574+0.00012653i
-0.0013167-0.00062232i,-0.0021781+0.0013971i,-0.0026723+0.0022786i,-0.0022588+0.0014673i,-0.0013131+0.00082878i,-0.0013702+0.0005856i,-0.00131+0.0005692i,-0.00032737+0.00075873i,-5.818e-05+0.00035581i,-2.2168e-05-0.00034648i,6.3408e-05-0.00058326i,-0.00056237-0.00060521i,-0.00052773-0.00056275i,0.00011809-0.00012758i,-1.5264e-05+0.00023098i,-0.00024788+0.0005085i,0.00027994+0.00043722i,0.0003515+0.00032214i,-0.00018466+0.00020453i,-0.00020069-0.00015642i,-0.00032794+0.00021239i,-2.7151e-05+0.00073769i,0.00030356+0.00064514i
0.0019435+0.0002733i,0.0017029-0.0010776i,0.0014115-0.0013746i,0.001042-0.0015661i,0.00029155-0.0031515i,-0.0013029-0.0035993i,-0.0015833-0.0010347i,-0.0006673+0.0010122i,7.5265e-05+0.00015932i,0.00066659-0.0013715i,0.00055824-0.00083166i,-0.00050407+0.00040155i,-0.00050193+5.9039e-05i,-9.1603e-05-0.00035569i,-4.2273e-05-0.00032146i,0.00063526-7.471e-05i,0.0011121+0.00054936i,0.00050604+0.00073119i,-9.7092e-05-0.00013973i,0.00023932-0.00074225i,0.00025221-0.00059155i,0.00017274-0.00015449i,0.00067927-0.0001781i
0.0011356+0.00057951i,0.00015947-0.0005676i,0.00031105-0.0015858i,0.00053614-0.0018445i,-0.00021478-0.0014556i,-0.00071176-0.00057138i,-0.00045116+2.061e-05i,-0.00054211-3.0486e-05i,-0.00046691-0.00024878i,0.00012732-7.8767e-05i,0.00086369+0.00021479i,0.00061914+0.00054142i,0.00020994+0.00027563i,2.4437e-05-0.00042699i,0.00049598-0.00090484i,0.00085576-0.00046304i,3.8369e-05+0.00017938i,-0.00046081+0.0006195i,5.6246e-05+0.00078907i,-1.4204e-05+0.00049274i,5.4441e-05+0.00035642i,0.00064658+0.00013307i,0.00042801-6.147e-05i
0.0031014+0.00092755i,0.0021799-1.0833e-05i,0.0020563-0.00013447i,0.0016731-0.0014643i,0.00056143-0.0030975i,-0.00077068-0.0020201i,-0.0018952+0.00051816i,-0.0010175+0.00096401i,0.00025941-7.6052e-05i,0.00086648-0.00040356i,0.00090218-0.00045275i,0.00069542-0.00045151i,0.00087595+0.00024915i,0.00066238+0.00083381i,0.000151+0.00070152i,0.0004593+0.00037275i,0.00028702-7.5714e-05i,0.00029435-0.00024982i,0.00043673-0.0002079i,0.00014207-0.00052241i,-6.9502e-05-0.00060342i,0.00049507-0.00068124i,0.00059252+0.00018209i
-0.0031501-0.00096506i,-0.0034495+0.00030052i,-0.0036972+0.0011313i,-0.0026034+0.0012916i,-0.0013031+0.0013751i,-0.00094836+0.0016481i,-0.00091666+0.00086889i,-0.00037219+8.6913e-05i,3.6434e-05+0.00037854i,0.00018865+0.00024248i,0.0003075-7.1956e-05i,0.00065594-0.00023972i,0.00038648-0.00018345i,0.00028699-0.00064411i,0.0010242-0.00038448i,0.0010669+0.00016853i,0.0008019-0.00016555i,0.00073978-0.00089849i,0.00051528-0.00072131i,0.00033635+0.00024557i,-7.1567e-05+0.00075408i,0.00013927+0.0007418i,0.00023485+0.00092057i
-0.0010691+0.00049237i,-0.001591-0.00045517i,-0.00088743-0.00091951i,-0.00056229-0.00054737i,-0.00035271-0.00030233i,0.00014693-0.00024141i,-6.3002e-05+0.00026588i,2.6401e-05+0.00018789i,0.00053462+0.00018033i,0.00077322+0.00052624i,-0.00026715+0.00069564i,-0.0017059+0.00034283i,-0.0011033-0.00055204i,-0.00015676-0.00023152i,-0.00058302+2.373e-05i,-0.00068157-0.00045823i,-0.00087177-0.00041572i,-0.0010278-0.00071561i,0.00011565-0.0001824i,0.00045207+0.0011646i,0.00034006+0.00073628i,0.00056641-0.00015569i,8.9462e-05-0.00016489i
0.0015996+0.00057724i,0.0020889+0.00030805i,0.0017424-8.8636e-05i,0.00041144-0.00057897i,-0.0014397-0.00111i,-0.0022813-0.0010128i,-0.0015155-2.2726e-05i,-0.00099169+0.00018711i,0.00023677-0.00077898i,0.00097474-0.00078971i,0.00089646-0.00049611i,0.00029512-2.0677e-05i,-0.00023022+0.00015873i,6.7013e-05-7.0723e-05i,-0.00013092+0.00059869i,-9.4099e-05+0.001193i,0.00068926+0.0010667i,0.00055724+0.00040075i,9.2798e-05+0.00074403i,5.5639e-05+0.0010513i,7.545e-06+0.00045431i,-0.00027023+0.00068255i,4.4497e-07+0.00054586i
0.0011529+0.00036505i,0.0019022-0.00075324i,0.0019794-0.0015555i,0.0012417-0.0021816i,0.00030581-0.0014695i,-0.00091811-0.00042312i,-0.0010458+4.9058e-05i,-0.00022868+0.0002287i,9.9298e-05-0.00018988i,0.00017535+5.9575e-05i,0.00032249+0.00067332i,0.00056514+0.00057945i,0.00070636+0.00033841i,0.0001759+0.00066628i,-0.0003153+0.0010277i,-0.00011999+0.00060934i,-3.3608e-07+0.00052968i,-0.00034861+0.0012212i,-0.00050288+0.00092953i,2.3883e-05+0.00011093i,0.0005514-0.00027794i,-3.282e-05-0.00044781i,-0.00034547-0.00067479i
-0.00010411+6.715e-05i,-0.00012851+0.0021747i,-0.00019163+0.0020991i,0.00020128+0.00057097i,-1.9794e-05+4.718e-05i,-0.00057219-7.5974e-05i,-0.0011055+0.00044483i,-2.4359e-05+0.00028652i,0.00099649-0.00030413i,0.00094085+0.0003254i,0.00058143+0.00079004i,8.71e-05+0.00015412i,-0.00029993+6.7414e-05i,3.579e-05+0.0006953i,-8.5909e-05+0.00071966i,-0.00040606+1.4904e-05i,0.0004387+0.00021925i,0.0004427+0.0003935i,6.5211e-05-8.8902e-05i,0.00063334-0.00019096i,0.00075147-0.00030731i,0.00075326-0.00040519i,0.0010542-7.1874e-05i
-0.001065-0.0010876i,-0.0012542-0.00069305i,-0.001577-0.0002668i,-0.0021305-0.00034839i,-0.0012827-0.00041527i,-0.00039885-6.9716e-05i,-0.0002201-0.00019509i,-0.00085049-0.00020204i,-0.00090349-0.00025925i,-0.00017216-0.00024598i,-0.00035613-0.00010295i,-9.2312e-05-0.00027076i,-7.2949e-05-0.00049708i,-0.00027712-0.00035771i,3.0145e-05-7.0293e-05i,0.00031944-0.00015861i,0.00018998-0.00033671i,-6.7933e-05-0.00052034i,0.00012638-0.00027492i,0.00017282-9.5769e-05i,0.0005456-0.00051316i,0.00090558-2.2142e-05i,0.00071383+2.3475e-06i
-7.106e-05+0.000309i,-0.00018912+0.00056826i,0.00048399-0.00032143i,0.0017883-0.0010085i,0.0017179-0.0018783i,0.00094471-0.0017816i,0.00012244+4.5397e-05i,0.00014519+0.001041i,0.0002467+0.00029885i,0.00092642-0.00073424i,0.00089696-0.00015405i,0.00021784+0.00027609i,0.00031482+0.0004381i,0.0010412+0.00046154i,0.0013748+7.4794e-05i,0.00057759-8.0455e-05i,-8.8035e-05-0.00047114i,-0.0002264-0.00057601i,-0.00027492-0.00010942i,-7.7439e-05+0.00029992i,-0.00066268-0.00048454i,-0.00061649-0.00089879i,-0.00050539-0.00058404i
