-0.003941+0.0018189i,-0.0046477+0.0023261i,-0.003255+0.0031598i,-0.0015924+0.0025131i,-0.0010021+0.0020493i,-0.001268+0.0015902i,-0.0019112+0.0012814i,-0.00065859+0.0012081i,0.0011115+0.0010644i,0.0013826+0.00060523i,0.0017069-4.8375e-05i,0.0012013-4.0278e-05i,0.00014432-0.00098631i,4.1275e-05-0.0013306i,-0.00031567-0.0005882i,-0.00082683+0.00034265i,-0.00076318+0.00057542i,-2.1901e-05+0.00027403i,9.0622e-05+0.00044927i,-0.00013359+0.00029443i,-0.00057479-0.00020059i,-0.00043298-0.00044024i,0.0005384+0.00033044i
-9.6841e-05-0.0017055i,0.00136-0.001447i,0.0011719-0.00073546i,0.00056327-0.0003666i,0.00056948+0.00020978i,0.00075465-8.579e-05i,0.00065895-0.00061595i,-0.00019261-0.00055231i,-0.00057108-4.5506e-05i,-0.00039463-0.000394i,-0.00068901-0.0003594i,-7.8294e-05+0.0001023i,0.0011319-5.6055e-05i,0.0010854-3.8864e-05i,0.00013547+0.00024543i,-0.00028099+9.1931e-05i,0.00018997-0.00051866i,1.2729e-05-0.00071789i,-0.00061906-0.00041159i,0.00011152-0.00050812i,0.0010918+1.7811e-05i,0.00080495+1.577e-05i,0.00011975+7.5725e-05i
0.00046854+0.00060906i,0.00035959+0.0010285i,-0.00070306+0.0012221i,-0.0013062+0.0014902i,-0.00087087+0.0016269i,0.00012229+0.0014519i,0.0007982+0.00046165i,0.00089873-0.00042516i,-4.5035e-05+0.00015449i,-0.00060776+0.0012376i,-0.00036567+0.00095623i,0.00022797+0.00049151i,0.00069172-0.00033837i,0.00063968-0.00098839i,0.00049508+2.5838e-05i,0.00029356+0.0010042i,5.8562e-05+0.00070846i,-0.00012818-0.0003128i,0.00010687-0.00073603i,0.00045169-0.00038736i,-0.00017094-0.00044792i,-0.00033717-0.00074729i,4.2816e-06-0.00058709i
0.00032155-0.0012983i,0.0016315-0.00068141i,0.0016389-0.0010884i,0.00067029-0.0012147i,-0.00038327+0.00010951i,-0.00069999+0.0008987i,-0.00072083+0.00041214i,-0.00096673-0.00080528i,-0.00072087-0.0018071i,-0.0013365-0.0011324i,-0.0013368+9.9357e-05i,-0.00033528+0.00043318i,-7.162e-05+6.8843e-06i,-0.00015294+8.7847e-05i,-0.0002683+0.00095701i,0.00051724+0.00045913i,-3.0895e-05-0.00077954i,-0.0011101-0.00039071i,-0.00074344-0.00027306i,0.0009478-0.00098037i,0.0011003-0.00081257i,0.0005243-0.0009201i,0.00042916-0.00078275i
-0.0012179-2.8733e-05i,-0.001482-0.00059154i,-0.0016597-0.00029303i,-0.00076302+0.00057934i,0.00038636+0.0012707i,0.00070801+0.00061363i,0.00037967-0.00033874i,-0.00088984-0.0005257i,-0.0015726-0.00022489i,-0.00083575-0.00051896i,4.9104e-05-0.0007389i,0.00023056-0.00047705i,-0.00032345+0.0001134i,-0.0010004+0.00037968i,-0.00060866-0.00032583i,0.00035188-0.0010363i,0.00090666-0.00043964i,0.00098174+0.0004648i,0.00052668+0.00064228i,0.00024595+0.00081023i,0.00038471+0.00072377i,0.00012428+0.00056338i,-0.00031341+0.0003853i
0.00038868-0.0040779i,0.00026467-0.0032784i,-0.0016186-0.0017409i,-0.0021233-0.00024137i,-0.0020162+0.00055322i,-0.0012343+0.00061511i,-0.00024156+0.00035952i,-0.00044148+1.7555e-05i,-0.00060535-0.00085895i,-0.00039485-0.00059591i,-0.00038099+0.00063621i,-0.00041244+0.0011251i,7.522e-05+0.0007553i,0.00015463+0.00050061i,-0.00037796+0.00017803i,-3.6418e-05+0.00025659i,3.2697e-05+0.0001277i,0.00010118-0.00050545i,-0.00010258-0.0003584i,-0.00051017-9.1983e-05i,-0.00028444-0.00024533i,0.00026769-0.00027133i,0.00039777+0.00075167i
-0.00099105+0.0016302i,-0.00019193+0.0018776i,0.0010771+0.00086943i,0.0010686+0.00036493i,0.00059688+0.00044472i,0.00067796-0.00018208i,0.0010697-8.0168e-05i,0.00089051+0.0003915i,-4.8592e-05-0.00019652i,-3.2542e-05-0.00075175i,0.00048741-0.00073779i,0.00013515-0.0012549i,-0.00057619-0.00085233i,-0.0014819+0.00046515i,-0.00087397+0.00026656i,0.00040718-0.00031091i,0.00035269-4.5866e-05i,-0.00013009+1.5488e-06i,-0.00019263-3.4295e-05i,0.00058734+0.00029293i,0.00067053+0.00011089i,0.00078913-0.0001704i,0.00092527+0.00027831i
-0.00058286+0.00098435i,-0.00032475+0.00069389i,0.00016631-0.00037579i,-0.00033107-0.00024518i,-0.00079213+0.00041508i,-0.00050169+0.00023766i,-0.00026126-0.00020782i,-8.8511e-05-0.00067273i,9.5476e-05-0.00044506i,0.00021976-0.00043802i,0.00011023-0.00047438i,0.00041032-0.0004899i,-0.00025083-0.00024209i,-0.0012799-0.00023647i,-0.00057619-0.00067984i,-0.000313-0.00084471i,-0.00041502-0.0010728i,-0.00013143-0.00071905i,-0.00016266+0.00011143i,-0.00021771+0.00021012i,0.00013191+0.00050486i,0.00017821+0.00077825i,8.2872e-05+0.00040272i
-0.0020129-0.00013025i,-0.00077809-0.0012153i,3.1737e-05-0.0001368i,0.0001068+0.00085591i,0.00015986-1.2712e-05i,-0.0001156-0.00054223i,0.00030977-0.0003901i,0.00068805-0.00054728i,0.00032838+3.2716e-05i,4.2715e-06+0.00010587i,-9.5118e-05-0.00021983i,0.00011743-0.00031106i,0.00052326+3.9852e-05i,0.00039556+0.00053906i,9.1086e-05+0.00063415i,-0.00031827+0.00071984i,-0.00031176+0.00064412i,0.0004224+0.00040363i,0.00073616+0.00053344i,0.0005076+0.00015785i,0.00038245-0.00050469i,0.00014563-0.00062788i,-0.0013673-0.00058923i
6.7754e-05+0.00096422i,0.00053364+0.0011563i,0.00075607+5.6792e-05i,0.0010788-0.00042732i,0.00021311-7.3963e-05i,-0.00064233+0.0012317i,-0.00059674+0.0011296i,0.00023157-0.00013901i,-0.00014921-0.00098659i,-0.00076954-0.0016267i,0.00051584-0.00071285i,0.00075974+0.0010752i,-0.00042249+0.00084046i,-0.00053244+0.0004328i,-0.00051481+0.00034602i,-0.00055143+0.00055539i,5.1032e-05+0.00038949i,7.7509e-05-9.4694e-05i,0.00015001-0.00060007i,0.00084418-0.00051891i,3.0772e-05-1.4284e-06i,-0.00013465+0.00015389i,0.00042276+0.00043631i
0.0013909+0.0013983i,0.0015113+0.0018294i,0.0019379+0.0013454i,0.0010512-8.7314e-05i,0.00021136-0.00044239i,0.00066019+0.00016688i,5.7481e-05+0.00057788i,-0.00061908+0.00040383i,-0.0006472-5.8383e-05i,-0.00098477-0.00048299i,-0.0008615-0.00060449i,-0.00050622-0.00030182i,-0.00046792-0.00030843i,-0.00019996-0.00061059i,3.4655e-05-0.00045774i,-0.00065724+0.00033486i,-0.0010018+0.00091456i,-0.00068856+0.00075681i,-0.00042736+0.00031768i,-0.00043167+0.00023517i,4.5944e-05+0.00028593i,0.00024263-0.00016138i,0.00018215-0.0003795i
-0.00023433+0.0014487i,0.00015835+0.00028593i,0.00080387+0.00010597i,0.00082883-0.00018184i,0.0002626-0.00041739i,5.8942e-05-0.0013066i,0.00012114-0.001324i,8.9504e-05-0.00075976i,0.00026983-0.00054783i,0.00029229-0.00040585i,0.00024884-0.00070658i,-0.00032587-0.00035791i,-0.0003147+0.00017581i,0.00019283+0.00042758i,-0.00020867+0.00066979i,-0.00072924+0.00079504i,-0.000385-0.00029528i,0.00011204-0.00022497i,0.00079843+0.00078163i,0.0010432+0.00013777i,0.00027216-0.00045713i,1.3766e-05-0.00014452i,0.00016636-0.00022461i
-0.0013373-0.0018613i,-0.0017128-0.00086984i,-0.0013474+0.0001774i,-0.00088371+0.0005677i,-0.00070566+0.00085442i,-0.00061125+0.00095902i,-0.00042388+0.00046248i,-0.00055569+0.00058364i,-0.00086533+0.00046288i,-0.00026473-0.00021957i,0.00098-0.00020355i,0.000862+4.4443e-05i,0.00048079+0.00048006i,0.00041488+0.00048181i,0.00010378+2.6366e-05i,-0.00052537-0.00044717i,-0.0008468-0.00065892i,-0.00034887+0.00014365i,-2.5348e-05+0.00018836i,-0.00010777-0.00057027i,2.8212e-05-0.00014203i,-0.00014713+0.00036699i,-0.00019428+0.0005642i
0.0010812-0.00063973i,0.0011177-0.00038585i,0.001001-0.00042617i,0.00025367-0.00069329i,-0.00084666-0.00020492i,-0.00076819+0.0016289i,-0.00018371+0.0016246i,0.00015824+8.5454e-06i,0.00018359-0.00047178i,9.929e-05-0.00023292i,-0.00015696-0.00079868i,6.7325e-05-0.000406i,0.00030947+0.00029491i,-0.00012784+0.0001737i,-0.00059262-0.00011138i,5.8947e-05-0.00059925i,0.00030011-0.00067007i,-2.9645e-05-0.00032042i,0.00011281+0.00037502i,0.00014549+0.00063424i,-0.0003425+0.00046058i,-0.00055139+0.00054572i,3.3845e-05+0.00054953i
0.00086167-0.00027191i,0.0013448+0.00033519i,0.0023257+0.00053464i,0.0017707+0.00025483i,0.0007763+0.00020945i,-0.00024092+0.00025816i,0.00023499+2.5988e-05i,0.0012444-0.00078094i,0.00069065-0.00091271i,-0.00053182-0.00042339i,-0.00016643-0.00043618i,0.00012731-0.00073665i,-0.00014051-0.00031138i,-0.0003904+0.00039574i,-0.00038908+0.00037507i,-0.00054533-0.00049373i,-0.00018699-0.0008932i,0.00065233-0.00041928i,0.00068052+0.00030172i,0.00033476+0.00053338i,-0.00012225+0.00054488i,-0.00045526-6.0447e-05i,-3.4332e-05-0.00075418i
0.00138+0.0001575i,0.0011769+0.00048549i,0.00050938+0.00085797i,-0.00072054+0.00026526i,-0.0012032-0.0004153i,-0.0012761+4.1272e-05i,-0.00092714+0.00039082i,-0.00035175+0.00071825i,-0.00044946+0.00055903i,-0.0005752-0.00012864i,9.7323e-05-0.00016816i,0.00031845+7.8401e-05i,0.00033433-0.00034912i,-4.5257e-05-0.00075406i,-0.00023231-0.00016257i,0.00019136+0.00051764i,0.0010756+0.00040936i,0.0008913+6.8187e-05i,0.00030315-0.00048123i,0.00039529-0.00049758i,0.00062296-5.4967e-05i,0.00060902+7.3581e-05i,0.00039242+0.00017327i
0.00030033+0.0024229i,0.00032268+0.0022226i,0.0017989+0.00061628i,0.0022761-0.0005605i,0.0012088-0.00039222i,-0.00036752-9.2627e-05i,-0.00078687-0.00015457i,-0.00061411+0.00019663i,-2.8985e-05-7.0318e-05i,0.0010044-0.00039962i,0.00088057-0.00095146i,0.00018873-0.00091168i,-0.00050777+0.00045981i,-0.0011891+0.0012904i,-0.0015158+0.00096163i,-0.00084461+0.00041355i,0.0002579+0.00037343i,0.000341+9.001e-05i,0.00016927+2.7032e-05i,0.00050375+0.00023491i,0.00047809+7.5558e-05i,0.00037947-0.00014199i,0.00048716-0.00056871i
0.0010534-0.00066317i,0.00035789-6.6598e-05i,0.0008544-0.00023817i,0.00067328-0.00051271i,-0.00068555+0.00012318i,-0.00067299+0.00030368i,-0.000386-0.00041679i,-0.00016386-0.00084192i,0.000132-0.00085732i,-0.00013195-0.00034665i,-0.0012638+0.00039095i,-0.0010769+0.00075567i,-0.00026941+0.00061464i,-5.144e-05-1.5378e-05i,1.4334e-05-0.0004058i,-7.9864e-05-0.00033211i,0.00015317+0.00029239i,0.00023495+0.0011011i,0.00038338+0.00089852i,0.00062074-0.0001668i,0.00026722-0.00054796i,-8.8814e-05+0.00016786i,-0.00018333+0.0011745i
0.0012937-3.3106e-05i,0.0012417-0.0010457i,0.0011906-0.0013933i,0.0010997+0.0001873i,0.00036874+0.00071325i,0.00011027-0.00016242i,0.00092183-0.00032415i,0.0015406-0.00029985i,0.00027729-0.00055035i,-0.00074108-0.00059113i,-0.00030368-0.00056465i,-0.00013912-0.001058i,0.00012532-0.0018579i,0.00033145-0.0017154i,0.00035696-0.00040557i,5.1329e-05+0.00074047i,-0.00025284+0.00097437i,-0.00058733+0.00073555i,-0.0012031-6.0786e-05i,-0.00065733-3.2087e-05i,-0.00013005+0.0004616i,-0.00035792-0.0004287i,-3.4953e-05-0.00096599i
-0.00031712-0.00019675i,0.0005117+0.00059596i,0.0011737+0.0012362i,0.00051655+0.00093467i,1.9429e-07+0.00080151i,-0.00022797+0.00069864i,1.1157e-05+0.0005205i,0.00056969-1.4897e-05i,0.00038931-2.9947e-05i,-9.9043e-05-0.00032998i,-0.00031724-0.0010526i,-3.6685e-05-0.00079874i,-9.4904e-06-0.00030458i,-3.9752e-05+0.0002879i,6.0455e-05+0.00031996i,2.71e-05-0.00031858i,0.00042644+0.00025636i,0.00061984+0.00096891i,0.00013469+0.00094913i,-0.00063598+0.00046607i,-0.00084462+2.819e-05i,-0.00044892+9.6425e-05i,-8.5104e-05-0.00011326i
-0.00027821+0.0010327i,-0.00058442+0.0018052i,0.00013989+0.002021i,0.0004563+0.00077885i,-0.00073726-0.00048845i,-0.0007091-0.0008573i,0.00054201-0.0011124i,0.0012625-0.0014412i,0.00067376-0.0012385i,-0.00010715-0.00084717i,1.5557e-05-0.00037328i,-0.00052162+4.7602e-05i,-0.00028611+0.00018636i,0.00033747+0.00015364i,0.00034639-4.6816e-05i,-5.1751e-05-1.1694e-05i,-6.7982e-05-0.00022154i,0.0007993+5.801e-05i,0.00067865+8.0042e-05i,0.00017381-0.00041361i,0.0005857-6.0259e-05i,0.00023174+0.00047919i,-0.00029797-0.00027986i
-0.00010932+0.0010183i,0.00094098-0.00025274i,0.0019149-0.00078323i,0.00055016+0.00010572i,0.00019804+0.00091569i,0.00029892+0.0015307i,0.00011849+0.00042139i,0.00095156-2.438e-05i,0.0015194+0.00040134i,0.00082875-0.00030657i,0.00021167-0.0010294i,-3.1735e-05-0.00081424i,-0.00061354-0.00023764i,-0.00091057+0.00043523i,-0.0009781+0.00087382i,-0.00067186+0.00093528i,-0.00057161+0.00046986i,-0.00033577-0.00051765i,0.00020704-0.00045459i,-3.688e-05-0.0001626i,-0.00055535-0.00025605i,-5.4564e-05-0.00037104i,0.00093285-0.00035433i
-0.00050344+0.0011699i,0.00095866+0.00072783i,0.0021261+0.0013665i,0.0014075+0.0015776i,0.00058299+0.0009752i,-4.6175e-05-3.6324e-05i,-6.9201e-05-0.00036815i,0.00044369-2.61e-05i,0.00046317+0.00016268i,0.00010423+0.00015877i,4.5014e-05+6.036e-05i,-8.6018e-05-0.00036499i,-0.00015889-0.00043251i,0.00040895+9.6004e-05i,0.00025037+0.0004455i,-0.00011341+0.0011107i,-1.335e-05+0.00028183i,0.00048452-0.0014192i,0.00083027-0.00072043i,0.00080752-2.7391e-05i,0.00028542-0.00031414i,-0.0004117+0.00010344i,-0.00069159+0.00043405i
0.0016925+0.0013809i,0.0017589+0.00066449i,0.0015967-0.0016145i,0.00075138-0.0026363i,9.5721e-05-0.0011108i,-0.00078798+0.00031425i,-0.00093422+0.0003734i,0.00028508+0.00023832i,0.00055647-4.3991e-05i,8.3132e-05-8.2062e-05i,-0.0005195+0.00039803i,-0.00085055+0.0006617i,-0.0011012+0.00095302i,-0.00040899+0.001094i,0.00053439-5.8625e-05i,1.6743e-05-0.00069331i,-0.00019356-0.0004162i,-0.00053833-0.0002372i,-0.0011165-0.00038866i,-0.00065344-0.00061405i,-0.00057583-0.00078127i,-0.00041483-0.00061188i,0.00027229-0.0002149i
0.00034522-0.00061546i,0.00073094-0.0012376i,0.0014403-0.00035085i,0.00067377-0.00074347i,-0.000192-0.00062847i,-0.00047348+0.00091489i,-0.00012596+0.0006489i,0.00036005+3.0987e-05i,0.00030606+5.9039e-05i,0.00032563-7.4593e-05i,0.00063764-2.0924e-05i,0.00063865-0.00050187i,0.00071123-0.0010588i,0.00036626-0.00013295i,0.00058068-3.2324e-06i,0.00048585-0.00024528i,-0.00055984+0.00016165i,-0.00048894-0.00022532i,-0.00022005-0.00038201i,-0.00055282-0.00051004i,-9.9053e-05-0.00050235i,0.0011223-0.00072097i,0.0012405-0.0014693i
0.0018714+0.00058934i,0.0014306+0.00046223i,0.0018612-0.0011857i,0.00081303-0.0015119i,-0.0012604-0.0013855i,-0.0015437-0.00078239i,-0.0010428+7.5381e-05i,-0.00033924+0.0002214i,-0.00024388-0.00045211i,-0.00022308-0.00062047i,-8.2816e-05-0.0004042i,-0.00061482+3.9251e-05i,-0.00020832+0.0005395i,0.00015079+0.0011105i,-0.00021186+0.00036135i,0.00032967-0.00022112i,0.00063126+1.8974e-05i,0.00036338-0.00037259i,0.00010836-3.4248e-05i,-0.00021801+0.0007802i,-0.00051001+0.0012779i,-0.00087592+0.00079836i,-0.0002238-8.8126e-05i
0.0025257+0.00088964i,0.0037209+0.00061569i,0.0036172-0.00028008i,0.0020059-0.002316i,0.00033723-0.0015251i,-0.00024046+7.9416e-05i,0.00021005-0.000524i,0.00058521-0.0012548i,0.00081584-0.00070212i,0.0010574+9.0013e-05i,0.00051634-9.058e-05i,-0.00013603-0.00032103i,-0.00019088-0.000512i,-0.00057527-0.00030541i,9.7028e-05+0.00049787i,0.001221+0.0013655i,0.0006717+0.00086947i,-0.00022684-9.7039e-05i,-0.00027567-0.00022107i,0.00038983+0.00062997i,0.0010323+0.0005972i,0.00011951-0.00058501i,9.0806e-05-0.00056459i
0.0013545+0.00036219i,0.00096748+7.83e-05i,0.00027155-0.00019514i,-0.00079134-0.00026681i,-0.0015492+0.0002019i,-0.0014165+0.00046854i,-0.000407-0.00015338i,0.00049286-0.00032531i,0.00058813-0.00034829i,2.7495e-05-0.0010774i,-0.00028632-0.00099562i,-0.00026558-0.0003849i,-0.00097029-0.00018516i,-0.0009758+0.00096278i,-0.00034556+0.0013616i,-7.5829e-05-6.1075e-05i,-0.00047405-0.00089632i,-0.00082267-0.00079339i,-0.00019394-0.00059842i,0.00032161-0.00013114i,0.00030089+0.00020523i,0.00049589+0.00023603i,0.00016003+0.00049712i
8.5196e-05+0.00036146i,0.0010931+0.00067793i,0.00089533+0.0011622i,0.00070289+0.00072272i,-5.369e-05+0.00055949i,3.2467e-05+0.00041427i,-9.4744e-05+0.0004319i,-0.0011104-0.00023929i,-0.00053035-0.00033188i,-0.00029523+6.9258e-05i,-0.00035621+0.00013328i,-0.00019809+0.00067831i,7.8512e-05+0.00062051i,0.00068637+0.00012534i,0.00045203+0.0002982i,6.6588e-07+0.00039268i,0.00014357+0.00036541i,-0.00021538+0.00025052i,-0.00011492-0.00039893i,0.00030127-0.00084157i,-0.00013206-0.0005586i,-0.00031624-0.0003338i,0.00016024+6.7483e-05i
0.0001757+0.00033074i,0.0011165-0.00033632i,0.0012513+0.00027398i,0.00080325+0.00077352i,0.00080749+0.00031162i,0.0006088+0.00019538i,6.1884e-05-0.00047222i,-0.00022937-0.0002746i,-0.00048361+0.00068412i,-0.0004022+0.00021889i,0.0004483+6.3954e-05i,0.00038077-2.404e-05i,-0.00023139-0.00032728i,-0.0003609-0.00051436i,-0.0007693+0.00015185i,-0.00067178+0.00096312i,0.00023293+0.00029411i,0.00055043-0.00026699i,1.435e-05+5.1523e-05i,-0.0005796-9.6336e-05i,-0.00016578+0.00040416i,0.00046033+0.0014663i,-0.00010381+0.0011498i
0.00022584-0.00066578i,-0.00030539-0.0012883i,-0.00090432-0.00051309i,-0.0016298+0.00075152i,-0.0016559+0.00046267i,-0.00085889+0.00037165i,0.00031832+0.00059773i,0.00058828-9.9449e-06i,-0.00083444-0.0006669i,-0.0011054-0.00089815i,-0.00076007-0.0008612i,-0.00070127-0.00064762i,-0.00058279-0.00034379i,-0.00048555+0.00055293i,-0.00090677+0.00072342i,-0.00063359-1.2034e-05i,-0.00029052-0.00023399i,7.4011e-05-5.9172e-05i,0.00030289+4.9634e-05i,0.0003256+0.00023557i,0.00051934+0.00028525i,6.3092e-05+0.00037766i,-1.9202e-05+0.00015357i
0.00014094+0.0001749i,0.00058151-0.00018896i,0.0017646+0.00016923i,0.0012227-0.0002253i,0.00041339-0.00088045i,0.00018607-0.0010342i,-7.5399e-05-0.0011943i,0.00025764-0.0011204i,0.00075275-0.00053459i,-0.00016678-0.0001152i,-0.0012948-0.00035916i,-0.0012688+9.7939e-05i,-0.00078671+0.00064443i,-0.00098243+0.00070148i,-0.0010218+0.00080957i,-2.1457e-06+0.0004033i,0.00013194+0.00011303i,-5.9806e-05+0.00014244i,7.5106e-05+0.0003813i,-2.885e-05-0.00013565i,3.9165e-05-0.00018171i,-0.0001005+0.00069421i,-2.2724e-05+0.00065342i
0.00048772-0.00086721i,0.0015497-0.00053282i,0.0010711-8.0549e-05i,0.00030712-0.0014708i,-0.00020339-0.0021086i,-0.00034541-0.0010589i,-0.000351+5.2157e-05i,-0.00036087+0.00015295i,0.0002824-4.451e-05i,0.00030696+0.00026831i,-0.0004783+6.4386e-05i,-0.00022526-0.00010002i,0.00053554+0.00026551i,0.00028684-8.7888e-05i,0.00030962-8.1673e-05i,0.00042467+5.0974e-05i,-0.00027983-7.6953e-05i,-0.00042364-0.00010357i,0.0005553-0.00045652i,0.00070964+3.6704e-05i,-9.8001e-05+0.00022732i,0.00031031+0.00033908i,0.00040682-0.00014605i
0.00080616+0.00073161i,-0.00068924+0.0012619i,-0.00051853+0.0020142i,0.00033751+0.0019433i,-0.00029605+0.0018843i,-0.0015561+0.00089841i,-0.0012979-3.666e-05i,-0.0001575+7.005e-05i,-0.00017736+0.00014835i,-0.00025024-5.2395e-05i,2.3227e-06-0.00056251i,-3.2429e-05-0.00087774i,-0.00056958-0.00019986i,-0.00071304+0.00036806i,-0.00025798+0.00014589i,0.00012391+0.00023686i,-7.897e-05+0.0003778i,-0.0004328+0.00019392i,-8.9853e-05+0.00021834i,0.00043315+8.7476e-05i,0.0010879-0.00014588i,0.00064844-0.00011273i,-0.00027901-0.00058696i
-0.00038636+0.00082434i,0.00088281+0.0007303i,0.00079554+0.00088555i,0.00025682+0.0007331i,-0.00012096-0.0005188i,-0.00069773-0.00096989i,0.00020622-0.00027179i,0.00069948+4.2669e-05i,0.00013622-4.1932e-05i,-0.00011326-0.00018766i,-0.00023427-0.00020906i,1.3487e-05-0.00019329i,0.0002209+0.00047286i,0.00010174+0.0010533i,-0.00051861+0.0009223i,-0.00035477+0.00064089i,-5.9663e-05-3.8823e-05i,-0.00024011-0.0010436i,-0.00054355-0.0010987i,-0.00043283-0.00049716i,-0.00015547-9.2859e-05i,-0.00015123+0.00026953i,0.00017349-2.2183e-05i
0.0014677-0.00015595i,0.001972+0.0011236i,0.0015412+0.00071193i,0.00058054-0.00077815i,-0.00028333-0.0015188i,0.00031485-0.0013689i,0.00063326-0.0015775i,0.00015766-0.0015694i,0.00050809-0.00065927i,0.00076271-0.00059654i,0.0002482-0.0009903i,-0.00062107-0.0011859i,-1.7886e-05-0.0012969i,0.00044672-0.00068589i,0.00030196+0.00022402i,0.00036706+0.00062673i,0.00084535-2.8917e-06i,0.00075637-0.00031551i,0.00049135-0.00033647i,0.00094763-0.00031914i,0.00033235-0.00035346i,0.00074689-0.00015586i,0.0011019+0.00037045i
-2.8451e-05+0.0018247i,0.0008348+0.0012607i,0.0028526+0.00099251i,0.0017583+0.00022344i,-0.00048684-0.00066917i,-0.0015419-0.00068753i,-0.00085845-0.00062027i,0.00032928-0.00040048i,0.00054451+0.00021645i,0.00076679+0.00060499i,-9.1999e-05+0.00087708i,-0.00075967+0.00098554i,-0.00058431+0.00087531i,-0.0011653+0.00065568i,-0.0014069+0.00046595i,-0.00089483+0.00076482i,-0.00013123+0.00071893i,0.00084751+0.00038546i,-1.7399e-06+0.00039834i,-0.0011747-0.00091836i,-0.00085928-0.0010635i,-1.2651e-05-0.00022006i,-7.7544e-06+8.6248e-05i
0.0019924-0.0011269i,0.00072937-0.00094504i,-6.8605e-05-0.0012925i,-0.00059982-0.00083445i,-0.0010408+6.2529e-06i,-0.00096332+0.00062303i,0.00013838+7.9746e-05i,0.00028215-0.0010389i,-0.00016317-0.0014952i,0.00033419-0.0012689i,0.0007176-0.00030737i,0.00068458+0.00036515i,0.00020179+0.0004496i,-0.00030677-5.6054e-05i,-0.00019748-2.9145e-05i,-0.00017151+0.00031991i,0.00013734+0.00027555i,7.207e-05+0.00027712i,-0.00033514-0.00052828i,-0.00016838-0.00080768i,-0.00023931-6.3331e-05i,-0.00048678+0.00021894i,-8.8213e-05+0.00050318i
0.0017929-0.0006271i,0.0025066-0.00018285i,0.001879-8.4604e-05i,8.9108e-05+0.00067755i,-0.0014321+0.0017294i,-0.0010799+0.0017761i,-0.00010541+0.00055803i,0.00064095-0.00043187i,0.00045577-0.00017231i,-1.3946e-05+1.5245e-05i,-0.00014534+0.00018111i,0.00046581+0.00064749i,0.00048285+2.5294e-05i,-2.2512e-05-0.00066812i,0.00015829+0.00063565i,8.6607e-05+0.0010593i,-0.00011238+0.00016319i,0.00017656-0.00018434i,0.00078561-0.00049193i,0.00029511-0.0004449i,2.6942e-05+0.00025666i,7.5024e-05+0.0001721i,-0.0005346+0.00077414i
0.0011129+3.079e-05i,0.00057919+0.00032715i,0.00069481+0.001147i,0.0011776+0.0011742i,0.00044482+0.00068112i,4.8484e-05-0.00025352i,0.00051263-0.00046566i,0.00082949-0.00080954i,0.00020999-0.0006008i,-0.00092216-0.00022959i,-0.0004841-0.00039113i,0.00070292-2.759e-05i,0.00044531+0.00025003i,-9.3312e-05+4.2157e-05i,-6.3914e-06+0.00033373i,-2.3025e-06+0.000299i,0.00019944+0.00031065i,0.00021318+0.00092941i,0.00020059+0.00050421i,2.3278e-05-0.0003868i,-2.6541e-05-0.00053565i,-0.00015139-6.8185e-06i,7.6543e-05+0.00041569i
0.0010201-0.00012769i,0.0014732-0.00091497i,0.0013549-0.0022181i,-0.00028293-0.0025205i,-0.00067014-0.00099849i,0.00026094+0.00087956i,0.00070279+0.00069024i,8.7034e-05-8.8976e-05i,-0.0003354-0.00011865i,-0.00040033-0.00015207i,-0.00098928-0.00019966i,-0.0016776+0.00031295i,-0.0014541+0.00026318i,-0.0005466-0.00038877i,-8.8415e-05-0.00019628i,0.00018625+0.00026244i,0.00049919+0.00053523i,-0.0001472+0.00055967i,-0.00061731+7.0803e-06i,-0.00068666-0.00068623i,-0.00035842-0.00025611i,0.00018184+0.00012434i,0.00019841-0.00042631i
0.00058904+0.00029128i,0.0011324-0.0001012i,0.001522-0.0003643i,0.001123-0.00067923i,-9.9647e-05-0.0013627i,-0.00072822-0.0014616i,-0.00052951-0.00088734i,-0.00031388-0.00020391i,-0.00054133-0.00015643i,-0.00062709-6.738e-06i,-0.00067493+0.0006957i,-0.00071476+0.00058504i,-0.00027332+0.00067139i,-0.00036349+0.00045518i,-0.00027308-0.00013514i,-0.00054676-0.00043499i,-0.00055825-0.00044734i,-0.00052946-0.00045451i,-0.00045744-0.00056882i,0.00051245-6.6061e-05i,0.0004468+0.0006621i,-0.00015848+0.00026816i,-0.00052124+0.00033282i
0.00038958-0.001247i,0.00088766-0.00061248i,0.00046036-0.00067389i,-0.0011795-0.00030456i,-0.0016339+0.0012091i,-0.00030892+0.0014794i,0.00016675+0.00069128i,-0.00029442+0.0001388i,-0.00053201-0.00029474i,-0.00036357-0.00034686i,-0.00052819+0.00043898i,-0.0004368+0.00039487i,-1.3029e-05-0.00032235i,0.00017514+0.00036882i,2.8064e-05+0.00069167i,-0.00012256-3.4473e-05i,-0.00020451-0.00028853i,-0.0010284-3.651e-05i,-0.00046093+0.0003348i,0.00023895-8.5525e-05i,0.00039949-0.0012526i,0.00030277-0.0011424i,-0.0002442-0.00027115i
