-0.0066584+0.0013609i,-0.0046415+0.0022791i,-0.0048707+0.0036896i,-0.0035067+0.0048071i,-0.00097538+0.0035232i,0.00079091+0.0026011i,8.5395e-05+0.0022824i,-0.00098009+0.0018674i,-0.00052976+0.0020546i,0.00061213+0.0018163i,0.0017307+0.00051057i,0.0012899-0.00042912i,0.00047322-0.00071664i,-0.00093139-0.00109i,-0.0021294-0.00086258i,-0.0016028-0.00048306i,-0.0002579-0.00078448i,0.0011074-0.00076746i,0.0011356-0.00013422i,0.0010166+0.00014163i,0.00059197-1.955e-06i,-0.0002798-0.00027274i,0.00018475-0.00055976i
0.0012915-6.6766e-05i,8.442e-05-0.0016231i,-0.0013317-0.0017724i,-0.0021796-0.0018753i,-0.0024709-0.0015686i,-0.0016826-5.7215e-05i,-0.00077018+0.0010448i,-0.00024506+0.00057594i,-0.00023422-0.0003857i,-0.00053804-0.00071327i,-0.00058532-0.00046351i,-0.00065999-0.0001127i,-0.00090402+0.00047376i,-0.0012394+0.00031152i,-0.00067246-0.00029291i,6.1595e-05-0.00014522i,0.00029489-0.00066079i,0.00068029-0.00088797i,0.00046361-0.00025131i,0.00035416-0.00033975i,0.00044808-0.00051928i,6.3117e-05+0.00038124i,8.0644e-07+0.00086474i
0.00062561-0.0022008i,7.7186e-06-0.0011282i,6.4121e-05-0.00046415i,-0.0003714-0.00046402i,-0.001111-0.00057712i,-0.0010821-6.5816e-05i,-0.00047134-0.00057883i,9.6817e-05-0.00038429i,0.00010515+0.00015137i,0.00038769-0.0001612i,-0.00036177-0.00037944i,-0.0008387-0.00021039i,-0.00046935+0.00026203i,-0.0005388+1.5105e-05i,-0.0006974-8.6326e-05i,-0.00030054+0.00010119i,0.00047261-0.0001976i,0.00015518-0.00010875i,-0.00054639-0.00073187i,-0.00043513-0.0013584i,-0.00036333-0.0013395i,0.00034514-0.00095136i,0.00085042-0.0002882i
0.0010079-0.00038903i,0.00020543+0.00079567i,0.0011827+0.00021181i,0.0010351-0.00086284i,-0.0011751-0.0017182i,-0.0016489-0.00054517i,-0.0007391+0.0012237i,0.00025731+0.0010199i,0.00082784+0.00022186i,0.00044251-0.00038582i,-0.00015871-0.00096382i,0.00047809-0.001363i,0.0004754-0.00090702i,-0.00034656+2.0029e-05i,-0.00045514+6.2909e-05i,-0.00018489-0.00048148i,0.00017083+0.0001236i,0.00041027+0.00082899i,0.00032797+0.00036525i,0.00047047-0.00036963i,0.00062432-0.00036578i,9.4781e-05+0.00011725i,-0.00095251+0.00047183i
0.00090308+0.0015993i,-0.0001274+0.00054952i,-0.0007874+0.0006799i,-0.00020355+0.00095997i,2.3821e-05+0.00022665i,-0.00099452-0.0011384i,-0.0010618-0.00046859i,0.00020064+0.0011889i,0.0011792+0.001203i,0.0010352+0.00021761i,0.0011619+0.00026338i,0.00093047+0.00034101i,-0.00063201-0.00011273i,-0.00067314-0.00022841i,0.00012043+0.00023839i,0.00027888+0.00060585i,-2.3327e-05-0.00026178i,2.0651e-05-0.0012251i,6.2111e-05-0.0010922i,-0.00041805-0.00029144i,-0.00042155-0.00020275i,4.2155e-05+0.00020174i,-0.00037312+0.00066019i
-0.00089397+0.00087241i,-0.00034796-0.00012867i,-0.00017985-0.00032236i,-0.00066671-0.00012067i,-0.00047714-0.00012589i,-0.00023606+0.00041456i,-8.0563e-05+0.00099954i,-0.00029529+0.0011693i,-0.00055682+0.00085619i,-6.7246e-05+0.00085959i,9.9109e-05+0.00082767i,5.199e-05+0.00048599i,5.9989e-05+0.00053406i,9.6896e-05+0.00043155i,-0.00043802+0.00020313i,-8.6049e-05-0.00035993i,0.00048128-0.00056967i,-0.00016872-0.0002461i,-0.0005164+1.8395e-05i,-0.00057808+0.00021684i,-0.00082466+0.00048832i,-6.7314e-06-0.00041951i,0.00017714-0.00066371i
8.1925e-05+0.0004228i,0.0011867+0.0010653i,0.0018246+0.0017112i,0.0015947+0.00078189i,0.00080177-0.00035733i,0.00025907-0.00057437i,-0.00014416-1.5891e-05i,0.0001134+0.0008269i,0.00078291+0.00056267i,0.00079375-0.00018506i,2.2496e-05-0.00011151i,-0.00049536-4.3153e-05i,-0.00091421-0.00067941i,-0.00099272-0.0013133i,-0.00062322-0.0004495i,-0.00018502+0.00078008i,0.00022816+0.00077891i,0.00091387+0.0010704i,0.00048725+0.00094481i,8.363e-05-6.0692e-05i,0.00089691+0.00018214i,0.00037274+0.00056407i,-0.00054312+0.00058631i
-0.0022162+0.00059135i,-0.0014541+0.0015774i,-0.00097786+0.0029943i,-0.00070145+0.0034471i,0.00015044+0.0023656i,0.00039426+0.0007186i,-0.0005594+0.00021384i,-0.0010536+0.00043162i,-0.00067519+0.0012021i,-0.00096418+0.00047687i,-0.0012261-0.00019617i,-0.00060723-0.00061581i,-0.00086446-0.0010714i,-0.0011816-0.00074789i,-0.00093633-3.7132e-05i,-7.3737e-05+0.00057363i,0.0005443+0.00057965i,0.00079872+0.00010387i,0.00073236-0.00019418i,-0.00010957+2.1417e-05i,0.00012009+0.00034947i,0.00043721-4.3662e-05i,0.0002727-0.00029879i
-0.00096114-0.00014716i,-0.00067308+0.00094072i,-0.00092016+0.00049647i,-0.00064962+0.00087944i,-0.00020096+0.00092059i,0.00066249+0.00035627i,0.00027869+0.00076621i,-0.00045617+0.00013428i,-0.00017191-0.00062958i,0.00048502-5.398e-05i,0.0010412+0.00059237i,0.0012739-2.6063e-05i,0.0011086-0.00078761i,0.00010479-0.00080212i,-0.00071789-0.0011159i,0.00037256-0.00091629i,0.00074732-0.00055311i,-0.00012658-0.00089816i,-0.00012996-0.0013571i,-1.2384e-05-0.0010615i,-0.00051312+0.00032777i,-0.00012734+0.00059507i,0.00069178+0.00039644i
-0.0011585+0.0015637i,-0.0010747+0.00093505i,-0.00017773+0.0012506i,0.00069143+0.0017369i,0.00052189+0.0014881i,0.00023684+0.00091735i,-0.00026924+0.00023483i,-0.00031161+0.00038191i,0.0007189+0.0013361i,0.00022955+0.0015098i,-0.00025402+0.00050561i,-0.0002513-0.00078074i,-4.8676e-05-0.00094816i,0.00011305-0.00023796i,-0.00012439+0.00033145i,6.9397e-05+7.5483e-05i,5.1078e-06-0.00015063i,0.00018179-0.00025287i,0.00051426-0.00080632i,0.00034636-0.00098985i,9.995e-05-0.0008128i,0.00055734-0.00025699i,0.00094325+0.00023611i
-0.00027063+0.00092985i,-0.00038187+0.0016227i,-0.002393+0.0014062i,-0.0040124+0.0005535i,-0.002673+0.00035937i,-0.00089+0.00046103i,-4.0242e-05+0.00030142i,0.00054125+0.00035145i,0.00017622+0.0007074i,-0.00029254+0.00038885i,0.00017097+8.3262e-05i,0.00079227+4.3241e-05i,0.00051849-0.00031541i,-0.00052141-0.00046665i,-0.0007352-0.00036172i,-0.00041006-0.0004752i,-0.00012288-0.00075657i,0.00027525-0.00020531i,0.00033417-5.7456e-05i,0.00038996-0.00013432i,-0.00013927+8.3785e-05i,-0.00086148+0.0004009i,-0.00088455+0.00039428i
-0.0015573-0.00068008i,-0.0012891+0.0012859i,-0.00056574+0.0017957i,0.00079141+0.0013503i,8.1043e-05+0.0011931i,-0.00094019+0.0012063i,-0.0010117+5.0591e-05i,-0.00069315-0.00077618i,-0.00043418-0.00019818i,-0.00069756+0.0008053i,-0.00042602+0.00049783i,0.00020231-0.00036577i,0.0002674-0.00080405i,-0.00017469-0.001299i,-0.00098981-0.0015115i,-0.00096909-0.0012255i,-0.00042355-0.0012253i,-9.6538e-05-0.00066501i,-0.00032645+0.00033137i,0.00019682+0.00014631i,0.00039149+0.00035825i,0.00062757+0.00043715i,0.0008797+0.00016296i
0.0018049-0.00060882i,0.00026409-0.0019987i,-0.00090768-0.0016232i,-0.0014386-0.0018768i,-0.0018772-0.0017111i,-0.0017795-0.00084491i,-0.00092315-0.00035412i,-0.00030443-0.00023995i,0.00040675-0.00063111i,0.00061168-0.00014719i,0.00079922+0.00034987i,0.00077239+0.00043054i,-8.1634e-05+0.00022176i,-0.00036404+0.00027817i,0.00023733+0.00051921i,0.00045967+0.00014878i,6.0099e-05+0.00010617i,-8.6679e-05-0.00016131i,0.00031009-4.8016e-05i,0.00089252+0.00077262i,0.00077197+0.00034047i,9.0697e-05-0.00064727i,-0.00035831-0.00020226i
0.00029534-0.00041014i,0.00081393-0.00055216i,0.00039079-0.00069355i,-0.00078058+0.00030268i,-0.00073568+0.000747i,-0.00030795+0.00080354i,-0.00071133+0.00076344i,-0.00090253+0.00067177i,-0.00046676+0.00036655i,-0.00013363-0.00025629i,0.00096926-0.0008773i,0.00086357-0.00092879i,-0.00036659-0.00089154i,-0.00077244-0.0010004i,-0.00030594-0.00074862i,-2.3418e-05+4.7303e-05i,9.9622e-05+0.0006041i,0.00016808+0.0001623i,0.00018915-0.0005879i,-3.0671e-05-0.00036794i,0.00012049+0.0003259i,0.00056855+0.00093411i,0.0003644+0.0011957i
0.00058064+0.00034543i,0.00044159-0.00043775i,0.00013363-0.00089966i,0.0002047-0.0021357i,0.00022088-0.0021469i,-0.00066312-0.0010769i,-0.0004248+1.1222e-05i,0.00070991+0.00035962i,0.0010455-6.0456e-05i,0.0011563-0.0004575i,0.00087239-0.00052052i,-2.3346e-06-0.0003998i,-0.0006321-0.00034491i,-0.0007161-0.00053092i,-0.00088998-0.00073265i,-0.00065508-0.00089473i,0.00040976-0.00023945i,0.00056383+0.00045556i,-0.00010344+0.00086565i,-0.000162+0.00060711i,-2.2997e-05-0.00031678i,5.0124e-05-0.0007194i,1.3754e-05-7.0975e-05i
0.0020293+4.0343e-05i,0.0025036-0.00020074i,0.0017007-0.001424i,0.0004755-0.0019573i,-0.0013391-0.0012345i,-0.0013714-0.00016904i,-0.00065307+0.00037335i,-0.00017986+0.0010338i,0.00035462+0.00096152i,-0.00043336-0.00042063i,-0.0011272-0.0010936i,-0.00013953-0.00046684i,0.001087-4.2327e-05i,0.00088245-0.0001844i,0.00054398-0.00022597i,0.00075774+0.00011581i,0.0010702+0.00065968i,0.00091609+0.00036919i,8.0139e-05-0.00018792i,1.5403e-05-3.8622e-05i,0.000308+0.0001833i,-0.00048634+6.3689e-05i,-0.0012394-0.00031106i
0.0016021+0.00070501i,0.00078327+0.00016891i,0.00048994-5.3458e-05i,0.00045748+1.6957e-05i,-0.00075142-0.00030036i,-0.0013678-0.00060633i,-0.00072031-1.3481e-05i,0.00017353-2.1417e-05i,0.00067516+0.00040553i,0.0002245+0.00043034i,0.00024158-0.00071742i,0.00027566-0.00083921i,-0.0001985-0.00037436i,-0.00067709-0.00051621i,-3.7197e-06-0.00033798i,0.00043163-0.00011055i,-0.00028066-0.00054899i,-0.00025608-0.0010826i,0.0003176-0.00057143i,-9.1415e-05+0.00084537i,-0.00075786+0.0013712i,-0.0011677+0.00051845i,-0.0011141-0.00065591i
0.0010713-0.00026981i,-0.00041485-0.00098317i,-0.00070205-0.0020319i,-0.00025181-0.0030872i,-0.00051371-0.0028477i,-0.0013571-0.00095178i,-0.0013972+0.00040084i,-0.00044075+0.00077197i,0.001065+0.00019251i,0.0017282-0.00060055i,0.0012822-0.00032961i,0.00041141-0.0005139i,7.0171e-05-0.00077885i,0.00029649+0.00015937i,6.5864e-05+0.00099157i,5.7243e-05+0.0004175i,-0.00030585-0.00044056i,-0.0001641-0.00018149i,8.3616e-05+0.00051194i,-0.00054562+0.00011543i,-0.00095859-0.00072888i,-0.0002408-0.00051969i,0.00015988-6.7069e-05i
-0.00075943-0.00083256i,-0.00076446-0.00053426i,-0.00026498+0.00064981i,-0.00019169+6.3719e-06i,-0.00028577-0.00059979i,2.4525e-06+0.00034921i,0.00043501+0.00037596i,0.00028288-9.3245e-05i,4.7145e-05-8.3551e-06i,-5.817e-06-3.6646e-05i,1.8117e-05-2.4026e-05i,-0.00020303+0.00066253i,-0.00030829+0.00019297i,-0.00021975-0.000745i,-0.00053275-0.00056334i,-0.00040642+1.5965e-05i,-0.00059169-0.00062706i,-0.00057983-0.00097528i,-9.0459e-05-0.00042774i,0.00059878-0.00014008i,0.00087878+0.0007364i,0.0009655+0.0013878i,0.00072193+0.001139i
-0.00072468+0.00031475i,-0.0004516+0.00043624i,-0.0013366+0.00051774i,-0.0014247+0.0010802i,-0.00035167+0.0016865i,0.00031675+0.001801i,0.00051575+0.00082342i,0.000409+9.4598e-05i,-0.00031874-0.00038598i,-0.00072926-0.0012843i,-0.00027762-0.0010522i,-0.00018308+1.5892e-05i,7.116e-05-0.00011092i,0.00024518-0.00038329i,0.00012019-0.00027912i,-0.00020158-0.00047977i,-0.00047041-0.00043601i,-0.00020576-0.00033952i,0.00011259-0.00012097i,-0.00025672+0.00032587i,-2.9616e-06+0.00016703i,0.00038721+0.00016217i,0.00043518+0.00053622i
0.00061794-0.0015157i,-0.00086921-0.0011988i,-0.00044817-0.00056445i,-0.00034488-0.00040938i,-0.0011921-0.00032747i,-0.0015344-7.9306e-05i,-0.0013662+0.0001095i,-0.00052518+4.8168e-05i,3.4673e-05-2.9153e-05i,2.3065e-05+0.00016392i,0.00013982+4.7692e-05i,0.00039441-0.00031482i,0.00035207-0.00079078i,0.00025023-0.0007421i,0.00014897-0.00011671i,-0.00013499+0.00064181i,-0.00037066+0.00029558i,-0.00028729-0.00065668i,-0.00040847-0.00082052i,-0.00021506-0.00075648i,0.00029911-0.00069285i,-9.3353e-06-0.00047831i,-0.00092235-2.7188e-05i
-0.0017969+0.0005873i,-0.0018465-0.00079134i,-0.0012579-0.0013494i,0.0003734-0.0011761i,0.00013256-0.00069371i,-0.0010536-0.00013973i,-0.0007097-6.7607e-05i,5.605e-06+0.00059199i,-0.00037662+0.00076883i,-0.00030815-6.8862e-05i,0.00023888-0.00028332i,-0.00057177+5.788e-05i,-0.00050211+0.0006471i,0.00067039+0.00074265i,0.00028009+0.000259i,-0.00018733-0.00035694i,-6.2071e-05-0.00054534i,-0.00027458+3.3701e-05i,-0.00086977-0.00028i,-0.000958-0.0011484i,-0.0010778-0.0002624i,-0.0012324+0.000384i,-0.00027009-1.6313e-05i
0.00035944+0.001172i,0.00053799+0.00054807i,-4.1246e-05+6.9224e-05i,-0.0010001-0.00025898i,-0.0012444-0.00052189i,-0.00085624-0.0010207i,-0.0010951+0.00011037i,-0.0017311+0.00091327i,-0.0010762+0.00063643i,0.00061618+0.0002337i,0.0010443-0.00011919i,0.00033577-0.00051041i,0.00025355-0.000697i,-0.00046268-0.00071873i,-0.0006763-0.00018756i,-0.0002718-0.00036062i,-0.00045907-0.00086742i,-0.001166-0.00015109i,-0.0011438+7.2252e-05i,-0.0010167+9.5965e-05i,-0.00097759+0.00063707i,-0.00014408+0.00041736i,0.00019571+1.3727e-05i
-0.0016728+0.00014742i,-0.00051407+0.0011032i,0.0010499+0.00097017i,0.001075+5.5442e-06i,-0.00018577-0.00011263i,-0.00045966-0.00042364i,-7.9322e-05-0.00026474i,-0.00013272+0.00033144i,-0.00037039-0.00016532i,-0.00049451-0.00060005i,-0.00071242-0.00096218i,-0.0010424-0.00090906i,-0.00046404-0.00071602i,0.00078139-0.00054947i,0.00065968+0.00032651i,-0.00026806+0.00065628i,-0.00046598+0.00066753i,-0.00020128+0.00089309i,-0.00069563+0.00020204i,-0.00030097-0.00011918i,0.00064506+0.00035715i,0.0010645+0.00055139i,0.00016345+0.00099162i
0.00011422+0.0017854i,0.00080828+0.0026145i,0.00081947+0.0032536i,0.00090011+0.0018754i,0.0007141+0.00035881i,-9.372e-05-0.00055606i,-0.00079294-0.00074489i,-0.00075954-9.6206e-05i,-0.00040776+0.00032275i,-0.000587+0.00077742i,6.9793e-05+0.00075777i,0.00078457-0.00036458i,0.00030143-0.00017879i,-0.00073367+0.00066519i,-0.00074311+9.1304e-05i,0.00037382-0.00058095i,0.00016648-0.00016231i,-0.00043799+0.00025964i,0.000267-6.3223e-06i,0.00023146-0.00038776i,-0.00073766-0.00052795i,-0.00066554-0.00035687i,-0.00032371+0.00011655i
0.00049639-0.00029105i,0.00016503-0.00078521i,-0.00039291-0.00030823i,-0.00049084+0.00068527i,-0.00050636+0.00023424i,-0.00093207-0.00092841i,-0.0013211-0.00035527i,-0.00069004-3.6162e-05i,0.00086182-0.0001353i,0.0013055+0.00026089i,0.00041126+2.142e-05i,-0.00021015-0.00015764i,-0.00011867-0.00034228i,0.00045274-0.00078358i,0.00069254-0.00012516i,0.00057957+0.00095963i,0.00073775+0.0012046i,0.00011472+0.0004405i,9.7961e-05-0.00019686i,0.00039547-0.00021678i,-0.00042267+0.00019651i,-0.00087493+0.000104i,-0.00024875+6.7244e-05i
-0.0010087-0.0010129i,-0.00029996-0.00049643i,-0.00075592-0.00090232i,-0.0011326-0.0012173i,-0.0015993+4.0642e-05i,-0.00044966+0.0013593i,0.00060067+0.0012576i,-0.00064458+0.00067586i,-0.001086+0.00054974i,-0.0003179+0.00074519i,0.00012003+0.0010883i,0.00070813+0.0012879i,0.00034797-6.8193e-05i,-0.00064419-0.0015318i,-0.00069361-0.0012523i,-0.0002516-0.00018826i,0.00015866-7.0747e-05i,0.00024879-0.00028927i,-9.1331e-05+0.00021584i,-0.00043832+0.00040678i,-8.7576e-05+0.00031985i,-6.6953e-05+0.00062522i,-0.00021804-0.00020496i
-0.0014095+0.00034534i,-0.00098532+0.0011667i,-0.00097955+0.00050494i,-0.00060313-4.6872e-05i,9.0422e-05-0.00020651i,0.00024749-0.0001244i,-7.0185e-05+0.00041433i,-0.00023002+0.00091983i,-0.00046786+0.0010108i,-8.0505e-05+0.00023974i,0.00063977+0.00026831i,0.00044606-0.00037647i,-1.7028e-05-0.0014877i,0.00013309-0.0014392i,-0.00013269-0.0012556i,-0.00077789-0.0002357i,-0.0011759+0.00036464i,-0.00085752-5.6761e-05i,0.00022986-0.00050446i,0.00088893-0.00015519i,0.00044081+4.5612e-05i,0.00030168-0.00034858i,0.0002802-8.3898e-05i
-0.0011484+0.00049705i,-0.0016138+0.0014643i,-0.0003689+0.0014048i,0.00015376+0.0011364i,-0.00011802+0.001812i,-6.1059e-05+0.0016292i,-2.7796e-05+0.0011199i,-1.2734e-05+0.0013159i,-0.00065931+0.00087225i,-0.0010596+0.00012579i,-0.00027518-0.00048318i,0.0002238-0.00095549i,-7.4171e-06-0.00093914i,-0.00065033-0.00047737i,-0.0010388+6.2429e-05i,-0.00078354-1.3358e-05i,-0.00069396-0.00040982i,-0.0013136-0.00069452i,-0.0009314-0.00055647i,0.00025685-0.00029011i,0.00044719-0.00052918i,0.00051554-0.00058992i,0.00014287-0.00011073i
0.001047-0.00017091i,0.00071491-5.4323e-05i,0.00062208-0.0006562i,0.00011692-0.0017721i,-0.0012175-0.0019126i,-0.0020429-0.00087085i,-0.001223+0.00040382i,-0.00028898+0.0013744i,0.0003436+0.0015415i,-9.8342e-05+0.00066652i,-6.2482e-06-0.00027665i,0.0011135-0.00021901i,0.00027018+0.00035771i,-0.0009256-0.00022588i,-0.0013063-0.00033647i,-0.0010683+0.00026697i,-0.00026576+0.00060358i,8.3429e-05+0.00046842i,-0.00018372+4.5261e-05i,-0.00041923+0.00057896i,-0.00020251+0.00090679i,0.00021727+0.00042514i,-0.0003217+0.00013885i
0.00053805+6.7287e-05i,-0.00014872+2.3029e-05i,-0.00013222-0.0013153i,-0.00080981-0.0017439i,-0.0015929-0.0012147i,-0.0017491-0.000215i,-0.00085284+0.00050245i,0.00060413+0.00090195i,0.00073907+0.0013651i,-2.5589e-05+0.00079688i,-0.00074176-0.00043471i,-0.00045273-0.0010929i,-0.00019772-0.00071273i,-0.0002857-0.00046151i,-6.9165e-05-0.00067177i,0.00046587-0.00039924i,0.00053695-0.00050737i,0.00086026-0.0006706i,0.0010128-0.00016969i,0.00061081+0.00031354i,0.00047249+0.00029911i,4.3432e-05-0.00016627i,-0.00037037-0.001007i
-0.00066817+4.6335e-05i,-0.0005801+0.00010031i,-1.5109e-05+0.00017965i,-0.00018242-0.00028537i,-0.00075599+1.6745e-05i,-0.0011247+0.0012412i,-0.00090724+0.0020286i,-0.00091911+0.0015547i,-0.00074594+0.00053394i,0.00014428-0.00023237i,0.00099338-0.00070979i,0.001715-0.00054141i,0.00078736-0.00045657i,-0.00046954-0.00072668i,-0.00033555-0.00077471i,-0.00030441+8.2457e-05i,-0.00056391-0.00036918i,-9.4267e-05-0.00073358i,-0.00047859-0.00030468i,-0.0010546-0.00050391i,-0.00033049-0.00075757i,0.00024537-0.00034126i,-0.00015679-5.9302e-05i
0.00034683+0.0016606i,0.001433+0.0011265i,0.00078057+0.00044876i,-0.00024153-0.00073511i,-0.00091235-0.0011442i,-0.0010499-0.00036876i,-0.00042257-7.3097e-06i,-0.00030085-0.00038355i,0.00010505-6.5293e-05i,0.00084439-0.00027037i,0.0011039-0.00088982i,0.00021054-0.0011354i,-0.00026781-0.0014426i,-9.8591e-05-0.0010443i,-0.00044542-0.00019921i,0.00022624+0.00041403i,2.0411e-05+0.00031314i,-0.00033348-0.00038669i,7.7672e-05-0.00010148i,0.00020955-8.4939e-05i,0.0004178-0.0002473i,0.00054956-0.00010889i,9.5128e-06-0.00019153i
0.0015659-0.0014093i,-0.00023822-0.0011878i,-0.0010434-0.0022442i,-0.0017932-0.0021208i,-0.0023299-0.0010578i,-0.0024845+0.0006897i,-0.0011861+0.0014031i,0.00021835+0.00071117i,0.00022304+0.00028946i,-1.5267e-05-0.00069537i,0.00041002-0.0013267i,0.00049068-0.00054085i,0.00017126+6.0589e-05i,0.00052825+0.00019961i,0.00085369-0.00037356i,0.00030165-0.00087213i,-4.4189e-05-0.0007874i,0.00017524-0.0010646i,0.0004622-0.00083282i,0.00058747-0.00033509i,0.00028778-0.00038115i,0.00031864-0.00029705i,0.00013474+0.00017578i
-0.00057373-0.00056193i,-0.0021572-0.00034019i,-0.0023722-0.00086285i,-0.0012747-0.0013089i,-0.0014763-0.00046032i,-0.001574+5.1784e-05i,-0.00083865+0.00036713i,-0.00068914+0.00087219i,-0.00054379+0.00042903i,0.00031261-0.00024812i,0.00090763-0.00071958i,0.00044217-0.00063483i,-0.00012779-7.6226e-05i,-0.00059902+0.00040875i,-0.0011226-0.00019048i,-0.00031492-0.0005732i,0.00080122-0.00047643i,0.00025176-0.0012505i,0.00028753-0.00068883i,0.00050609+0.00076808i,0.00010529+0.00019486i,-0.00048366-0.0006281i,-6.6748e-05-0.00049694i
0.0017096-0.00064966i,0.0020555-0.0017798i,0.0021293-0.0011539i,0.00084782-0.0011451i,-0.00061894-0.0012914i,-0.00077357-0.00016832i,-0.0005476+0.00060971i,-0.00029217+0.0011264i,0.00043404+0.00086107i,0.00088806-1.1281e-05i,0.001632-0.0001355i,0.0014384-0.00060975i,-0.00014942-0.00095595i,-0.00037532-0.00091961i,-0.00024634-0.00098786i,-0.00087956-0.00084924i,-0.0007295-0.00055107i,-0.00010536-0.0002114i,-9.6733e-06+0.00035472i,-3.5374e-05+0.00049282i,-1.4207e-05+0.00038092i,-1.7231e-05-0.00039071i,0.00010736-0.00080507i
7.5034e-05+0.0015013i,0.00079872+0.0018851i,0.0015377+0.0025064i,0.00091197+0.001557i,-0.00027253+0.0003156i,-0.0013654+4.7289e-05i,-0.0016618+0.000373i,-0.00084354+0.00040089i,0.00044662+0.00027787i,0.00082046-3.1541e-05i,0.000207-0.00013352i,0.0001864+0.00016504i,-0.00018152-0.00015938i,-0.00075614-0.00025558i,-0.00094245-0.00060754i,-0.00089604-0.00088099i,-0.001326-0.00072527i,-0.0010182-0.00027847i,-0.00053798+0.0002469i,-0.00059096+0.000572i,-0.00056314+0.00063665i,-0.00042412+0.00068237i,-0.00023521+0.00080219i
0.00029302-0.00052669i,8.688e-05-0.00015046i,-0.00029486-4.9614e-05i,-0.0010008-0.00048979i,-0.0014312-0.00082801i,-0.0013368-0.00048798i,-0.00044802+3.1115e-05i,0.00036596-0.00031598i,-0.00012498-0.0006328i,0.00013159-0.00031945i,0.0004815-0.00033263i,0.00036951-3.903e-05i,-0.00017296+0.00026898i,-0.00038358-0.00047008i,-0.00063067-0.00067217i,-0.00010362-0.00061418i,0.00027205-0.00039308i,-0.0002237-2.2484e-05i,0.00014707-0.00016695i,0.00074814-0.00018035i,0.00041338-0.00026346i,-0.00048848-0.00025863i,-0.00079698-0.00062976i
-0.00061237+0.00055355i,0.00032593+0.00049373i,0.00029911+0.00082356i,0.0004915-0.00019218i,0.0010617-0.00042612i,0.00050051-4.0041e-05i,-0.00029702+0.00038716i,-0.00045798+0.00055774i,-0.00029844+0.00013359i,-0.0002442-0.00033633i,0.0005837-0.00032008i,0.00013595-0.00049369i,-0.0010604-0.00076672i,-0.0012318-0.00098002i,-0.00096847-0.0012944i,-0.00058321-0.00037788i,-0.00071934+0.00039479i,-0.00032521+9.3609e-05i,6.5195e-05-4.8256e-05i,-0.0002693+0.00030138i,-0.0006072+8.3971e-05i,0.00031836+9.1735e-05i,0.0013368+9.1933e-05i
-0.0011738-0.00094191i,-0.00051634-0.00050962i,0.00064777-6.0429e-05i,0.0003434-0.00070389i,-0.00048202-0.0015373i,-0.00078388-0.00028364i,-0.00026032+0.0010162i,-0.00037141+0.00070661i,-0.00089768-0.00021892i,-0.00048825-1.5659e-06i,0.00043914-0.00012254i,0.00082205-0.00066475i,0.00046207-0.00088098i,-0.00049605-0.00086511i,-0.0007209-0.00032384i,-8.0253e-05+7.9295e-05i,9.291e-05+0.00068481i,0.00043085+0.00086058i,0.0006757+0.00030964i,0.00047454-0.00016854i,0.00059875-3.9859e-05i,0.00017186+0.0001347i,-6.8615e-05-0.00038424i
-0.00013591-2.1988e-05i,-0.00032716-0.00083932i,-0.00049137-0.00072979i,-0.00097074-9.2538e-05i,-0.0014623+7.5734e-05i,-0.0016465+0.00071031i,-0.0012789+0.00082384i,-0.00079032+0.0008711i,-0.00091081+0.00050254i,-0.0013815-0.00050137i,-0.00040787-0.00033729i,0.00098719-9.5853e-06i,0.00096184-0.00042423i,-0.0002612-0.00062248i,-0.00088555-0.00087543i,-0.00083252-0.00067321i,-0.00091355+7.7847e-05i,-0.00048846-0.00043676i,0.00016813-0.0005844i,-5.678e-05-0.0003237i,-0.00026462-0.00053591i,0.00017878-0.00064023i,7.1731e-05-0.00016049i
-0.0009144+0.0011586i,-0.00065833-0.00040658i,3.9357e-05-0.001107i,0.00020321-0.00061577i,-0.00047938-9.1885e-05i,-0.00048335-0.00016362i,-0.00066389+0.0004747i,-0.00087734+0.00098372i,0.00020148+0.00068229i,0.00082877+0.00025062i,0.00086092-0.00032365i,0.00092763-0.00053035i,6.7913e-05-0.00041028i,-0.00058027-0.00042117i,-0.00018308-2.2187e-06i,0.00012049+0.00033263i,0.0005594-0.00031609i,0.00011108-0.0007569i,-0.0001318-0.00042008i,0.0011698+0.00027377i,0.0014181+0.00038936i,0.00050137-0.00022916i,-6.1497e-05+7.2823e-06i
-0.00037867+0.00017184i,0.0016456+0.00081661i,0.0021974+0.0022446i,0.0015657+0.0028388i,0.00096709+0.0014377i,0.00062836+0.0013013i,-0.00021245+0.0016761i,-0.00096942+0.00074771i,-0.00055399+0.00042733i,-0.00036063+0.0010817i,-0.00053541+0.0010033i,0.00018657+0.00049178i,0.00016224+1.6758e-06i,-0.00025387-0.00032584i,-0.00036779-0.00022875i,-4.5742e-05-0.00044162i,0.00023012-0.00059126i,0.00028722-0.00070805i,0.00063917-0.00056399i,0.00057103-0.00014745i,0.00016201+0.00047946i,0.00029825+0.00070222i,0.0006537+0.00040465i
