0.00032965-1.7738e-05i,0.00092776-0.00096086i,0.00037628-0.0013194i,-0.0017006-0.0016969i,-0.002171-0.0011636i,-0.00076973+0.00083162i,-0.00014226+0.0016732i,-1.5759e-05+0.0013973i,0.00076706+0.0013876i,0.0012816+0.0011302i,0.00024006+7.9385e-05i,-0.00080094-0.0011888i,-0.0005462-0.001272i,2.6008e-05-0.000933i,0.00038971-0.0011424i,0.00027136+5.796e-06i,8.376e-05+0.00022623i,0.00035758-0.00057558i,0.00033831-0.00041858i,-0.00044306+0.00013545i,-0.0010272+1.9122e-05i,-0.00020155-6.9292e-05i,9.8295e-05-0.00023882i
0.00048001-0.00021396i,0.001075+0.00077464i,0.001586+0.0011105i,0.0020896+0.00025271i,0.0020393+0.00031255i,0.00060485+0.00042415i,-0.00019492-0.00011171i,0.00038096-0.00015527i,0.00045467+0.00031184i,-2.2426e-05+0.00051159i,-0.00016715+0.00039158i,-0.00029045-0.00040481i,-0.0010671-0.0011986i,-0.00094436-0.0014564i,-0.0007305-0.0011456i,-0.00088259-0.00014174i,-0.00029864-8.7093e-05i,0.0008593-0.0010034i,0.001204-0.0014847i,0.000451-0.00056324i,0.00047106+0.0011566i,0.00036862+0.0012777i,5.7662e-05+0.00048175i
-0.00077486-0.0017537i,-0.0017486-0.0018541i,-0.0014829-0.0020307i,-0.0010135-0.0017584i,-0.00086293-0.0018343i,-0.00089787-0.0015929i,-0.00023737-0.00071409i,0.00025063+0.00018118i,-0.00022843+0.00027698i,0.00024385-0.00062035i,0.00095709-0.00081818i,0.00061525-0.00019522i,-3.4674e-05+0.00047831i,-0.00031476+2.5689e-05i,-6.6372e-05-0.00013183i,-0.00043167+6.9783e-05i,-0.00042119-5.0773e-05i,3.1037e-05+0.0002979i,0.00041017-0.00021956i,0.0010257-0.00018952i,0.00039374+1.7668e-05i,-0.00051883-0.00031163i,-0.00065461+0.00031927i
-0.00024968+0.00068268i,0.001234+0.00086512i,0.0016409+0.0001216i,0.0012166+0.00021395i,0.00076455-0.00022742i,0.00074409-0.0006568i,0.00096453-0.00041517i,0.00043598-0.00066022i,-0.00016082+0.00030289i,-0.00027508+0.001635i,0.00015274+0.00085919i,0.00082652-0.000225i,0.00094795-0.00038249i,0.00079148-0.00011136i,0.00062298+0.00064751i,0.00054629+0.00017561i,0.00016897-0.00067581i,6.5679e-05-0.00064021i,-0.00020423-0.00046179i,-0.00044128+2.9865e-05i,-0.00043918+7.7566e-05i,-0.00041134+3.8188e-05i,-0.00052034-2.0469e-05i
0.00036634+9.9604e-05i,-0.00089225-0.00034938i,-0.00080256-5.3409e-05i,0.00014735+0.00028043i,0.00078429-0.00039038i,0.00060511-0.00089625i,4.9947e-05-0.00058026i,-0.00010832+0.00028534i,0.00033302+0.00013129i,0.00085321+0.00013324i,0.00079189-0.00014496i,0.0007102-0.0010314i,0.0005834-0.00063491i,0.00019228-0.00050485i,-0.00027254-0.00098418i,8.406e-05-0.00037032i,0.00094436+0.00019754i,0.00082838+0.00032293i,7.9602e-05+0.00048586i,0.00013101+2.2947e-05i,0.00045471+3.3917e-05i,0.00034492-0.00013177i,8.9285e-05+0.00031837i
-0.00073852-0.0010499i,6.7382e-05-0.0013191i,0.00087462-0.0020172i,0.00098968-0.0016759i,0.0014481-0.00071205i,0.0022335+0.00031467i,0.002206+0.00054128i,0.0021515-0.00057577i,0.00095213-0.0007233i,-5.0989e-05-0.00017948i,-6.3862e-05-0.00030641i,0.00028585+0.00013079i,0.00061305+0.00054404i,-0.00011093+0.00053742i,-0.000631+0.00047355i,-0.00079086+0.00062908i,-0.0005669+0.00045581i,0.00014279+0.00015433i,0.00063972-0.00032806i,0.00036542-0.00022544i,-0.00010263+0.00012919i,-9.8657e-05+0.00011555i,0.0001783+0.00051775i
0.0012911+0.0020267i,0.0018316+0.00076261i,0.0015561-0.00039707i,0.00046243-0.00095616i,-0.0011459-0.001279i,-0.0023849-0.0011797i,-0.001817+0.00013839i,-0.000957+0.001334i,-0.00045216+0.00084436i,-0.00012157+0.00046193i,-0.00060117+0.00067416i,-0.00085138+0.00031519i,-0.0008801-9.4362e-05i,-0.0011959+0.00048862i,-0.0015436+0.0012493i,-0.00095854+0.00052054i,4.6909e-05+0.00019543i,0.000454+0.00046481i,-3.81e-05+0.00050923i,-0.0005062+3.9417e-05i,0.00026874+1.505e-05i,0.00050672+0.0011194i,0.0003437+0.0014224i
-0.00067198-9.1766e-05i,-0.0011138-0.00041092i,-0.00097348-0.00091556i,-0.00034728-0.0016244i,0.00015807-0.0013452i,0.00070794-0.00078179i,0.00026565-8.2187e-05i,-0.0005629+0.00031379i,-0.0005162-3.6637e-05i,0.00046282-0.00078704i,0.0002424-0.00096449i,-0.00016927-0.00059116i,0.00047291-0.00089037i,0.00052841-0.0010454i,7.6296e-05-0.00030261i,-0.0001219+0.00024909i,-0.00024496-0.00059589i,-0.00026113-0.00076349i,-0.00044821+0.0001239i,5.4364e-05+3.5214e-05i,0.00024168-0.00012301i,-0.00018959-5.6917e-05i,-0.00044078-0.00037717i
-0.00026356+0.00047716i,0.0007199-7.7006e-05i,0.00089909-0.00011296i,0.00060517-0.00070613i,-0.00028392-0.0012556i,-0.00027074-0.00016272i,0.00036455-6.9534e-05i,0.00028886-0.00077183i,-0.0001095-0.00071292i,-0.00083446-0.00053128i,-0.00056444-0.00011131i,-0.0001095+4.5312e-05i,9.4497e-05-1.3738e-06i,0.00053635+0.00022233i,9.6786e-05-9.6122e-06i,-0.00085559-0.00037676i,-0.0009602-0.00064527i,-0.00050497-0.00037395i,-0.00033938-3.0395e-05i,-0.0001244-0.00048132i,-0.00027613-0.00082542i,-0.00056316-0.00087766i,-0.00012104-0.00052283i
-0.002112-0.0014947i,-0.0024406-0.0008932i,-0.0028617-6.3709e-05i,-0.002889+0.00053138i,-0.0010299+0.00089847i,0.00076025+6.7771e-05i,0.0012109-0.00089716i,0.00044123-0.00091096i,-3.5417e-05+6.6827e-05i,0.00029571+0.0012604i,0.00053794+0.0015985i,0.00047695+0.0003866i,0.00094914-0.00048228i,0.0014468-0.00031002i,0.00086169-6.0951e-05i,2.5613e-06+0.00054886i,-0.00059428+0.00085788i,-0.0008332+0.00028057i,-0.00085142-0.00050068i,-0.00027725-0.00059589i,0.00014833-0.00056166i,2.2693e-05-0.00046063i,-0.00045207+0.00028114i
0.0001432-0.0023155i,-0.00027827-0.0016389i,-0.00041232-0.00032829i,0.00047249+0.0008529i,0.00055874+0.00063005i,0.00055509-0.00018402i,0.00074936-0.00061351i,0.00081449-0.00061655i,0.00039254-0.00061328i,3.9196e-05-0.001278i,-0.00027395-0.0015198i,-0.00026692-0.00099857i,0.0004009-0.00033106i,0.0010421+0.00029122i,0.0013741+0.00054758i,0.00073644+0.00059971i,0.00088033+0.0009133i,0.00095939+0.0012473i,4.5032e-05+0.001144i,-0.0001447+0.0009644i,0.0006272+0.00070639i,0.0012504-3.667e-05i,0.000311+4.4144e-05i
-0.00046728-0.00071008i,4.8895e-05-1.3835e-05i,0.00098064-0.00046525i,0.0011498-0.0009877i,0.00076668-0.0012749i,0.00029966-0.0016901i,2.2205e-05-0.00010342i,6.9389e-06+0.00059179i,0.00036203-0.00017641i,3.2874e-05-0.00019912i,-0.00070191-0.00034861i,-0.00057411-0.00095163i,-0.00083082-0.0011743i,-0.00066879-0.0009266i,-8.5154e-05-0.00086627i,3.1707e-05-0.0011842i,-0.00011913-0.00043207i,-0.00040441+0.00042084i,-0.00051887+0.00032038i,-0.00031765-0.00017072i,-6.4505e-05-0.0002814i,-0.00024498-1.6901e-05i,-0.00059925+7.9435e-05i
0.00032595-0.0021339i,0.0003079-0.00187i,-0.00041902-0.0011705i,-0.00057737-0.00055279i,-7.3571e-05+9.3778e-05i,0.001404+0.0013161i,0.0018067+0.0011985i,0.00018016-4.7287e-06i,-0.00056802-0.00011602i,-0.00015371+0.00031323i,0.00034267+0.00034098i,0.00057325+0.00017578i,0.0010912-0.00039346i,0.0011512-0.00036445i,0.00071388-0.00050716i,0.00017169-0.00015985i,-0.00022311+0.00045013i,-0.00037707+0.00048365i,0.00024562-1.722e-05i,0.00050956-0.00068604i,-0.00013873-0.00051407i,-0.00082628+0.00039937i,-0.00043143+0.00090075i
0.0015466+0.00057819i,0.0016786+0.00093437i,0.0010496+0.00070884i,0.0008759+0.00028324i,0.00080556-0.00058764i,0.00043334-0.00096539i,-0.00024018-0.00018181i,-0.00012152+0.00064195i,-4.5148e-05+0.00028942i,-0.00088823-0.00036178i,-0.00073632-4.3495e-05i,-2.7238e-05+0.00067642i,-0.00049419-9.0393e-05i,-0.00069328-0.00011186i,-0.00034282-0.00010622i,-3.9883e-05-0.00077375i,-0.00025015-0.00015551i,-9.1148e-05+0.00017389i,0.00087025-0.00058916i,0.00064846-0.00059441i,-0.00020326-0.00068058i,-0.00029919-0.00019057i,-0.00025986+0.00035214i
0.00085044-0.00051996i,0.00052757-0.0013652i,0.00019067-0.0021878i,0.00049113-0.0024341i,0.00074535-0.0020368i,0.0010963-0.0015646i,0.00069636-0.00054264i,0.00011668+0.00091899i,0.00034553+0.0010792i,0.00089292+0.00041075i,0.00057964-0.00021482i,0.00011396-0.00065629i,-3.6777e-05-0.00046768i,0.00054522-0.00016516i,0.00087466+0.00016055i,0.0004776+0.00025041i,2.1282e-05+0.00078154i,-0.00071646+0.0010009i,-0.00071129+0.00067392i,0.00028602+0.00052426i,0.0006075-0.00015331i,0.00017669-0.00093381i,-0.00012668+0.00018801i
0.0013063+0.0018068i,0.0017763+0.0015352i,0.0010113-0.00012134i,9.949e-05-0.0016529i,-0.00019598-0.0023474i,-0.00014488-0.0012982i,-0.00034994+0.00032456i,-0.00044253+0.00031371i,-0.00035093+0.00031757i,-0.00037927+0.00029271i,-0.00017506-0.00010495i,-0.00011435+4.3872e-05i,-0.00064417-0.00051407i,-0.0011128-0.0014523i,-0.00062159-0.0016571i,-0.00030972-0.00078579i,-0.00072641-0.00021913i,-0.00096063-0.00042411i,-0.000959+4.8202e-05i,-4.8402e-05+0.00058073i,0.0005791+0.00038156i,-4.4073e-05+0.00010462i,-0.0005882+0.00014305i
-0.00047619-0.001159i,-0.00042755-0.0018386i,0.00020259-0.0009812i,0.0010893-0.00042466i,0.00075904-0.00022188i,0.00085495-0.0001974i,0.0010671-9.0173e-05i,0.00040558+0.00015408i,0.00015905-0.00016935i,0.00012714-0.00024521i,0.0001852-0.00025698i,-0.00023595-0.00053679i,-0.00085582-0.00055966i,-0.00058932-0.00088943i,0.00024377-0.0010361i,0.00052539-0.00021642i,0.00030143+0.00027344i,4.1947e-06+0.00042495i,0.00015622-3.8463e-05i,0.00025729-0.00018666i,0.00085686-3.0825e-05i,0.00091335+7.477e-05i,0.00047967+0.00041165i
0.00086298-0.0001945i,0.0022719-0.0011309i,0.0026433-0.001631i,0.0017426-0.00095705i,0.0013871-0.001101i,0.0022547-0.00084894i,0.0022917+0.0002149i,0.0014045+0.00022739i,0.0006275-0.00030667i,0.00069311+3.2297e-05i,0.00081297+0.00058491i,-2.9814e-05+0.00081374i,-0.00018132+6.8783e-05i,0.00035042+0.00010285i,-0.00024059+0.00040067i,-0.0008676+8.165e-05i,-0.0010962-0.00025747i,-0.0010432-0.00059419i,-0.00076072-0.00030157i,-0.00080165-0.00041368i,-0.00097035-0.00081512i,-0.00068183+5.149e-05i,-0.00027095+0.00042242i
0.0016278+0.00052016i,0.0013969+0.00091929i,0.0012061+0.00079484i,0.0004303-0.00049848i,0.00029285-0.0016168i,-8.4826e-06-0.00082141i,-0.00053912+0.0010591i,-0.00092989+0.0017709i,-0.00026713+0.0011238i,0.00063168-0.00062669i,0.00059155-0.0012291i,-0.00031663-0.00074788i,-0.00020464-0.00049343i,-0.00010936-0.00039035i,-0.00074525-0.00023089i,-0.00081854+0.00036876i,-0.00059396-0.00013711i,-0.00030743-0.00073266i,0.00033618+0.00013535i,0.00062602+0.00011335i,3.8171e-05-0.00032274i,3.6694e-05-0.00056991i,-0.00016294-0.00070479i
0.0011604-0.0013789i,0.00049152-0.0025218i,-0.00021884-0.0038802i,-0.0011427-0.0021681i,-0.0015253-0.00021998i,-0.00054256+0.00055625i,0.00040218+0.0004512i,0.00030894-9.5166e-05i,-0.00025548-0.00065805i,-0.0003058-0.00045542i,-0.0010286+2.0148e-06i,-0.0010693-0.00019569i,-0.00033698-0.0002915i,-0.00022037+0.00031956i,-0.00019081+0.00090664i,0.00026273+0.00066636i,0.00073808-0.00023431i,0.00059453-0.0011405i,0.0009137-0.0011186i,0.0012903-0.00036982i,0.00046972+0.00018833i,-7.2226e-05+0.00041206i,0.00022828-0.00020994i
0.0013548-0.0012298i,0.0017802-0.0024489i,0.0020822-0.0028179i,0.00085702-0.0019639i,-0.00041149-0.00096589i,-0.00086256-0.00025717i,-1.8437e-05+0.00041096i,0.00054204+0.00071918i,0.00080348+0.0004339i,0.00046012-0.00053292i,0.00025771-0.00081668i,0.00047863-0.0004604i,0.00036499-0.00021155i,-0.00057086+0.00023375i,-0.0012842+0.00053491i,-0.0010019+0.00012423i,-0.00075877+2.3039e-05i,-0.00057797-0.00022994i,-0.00029134-0.00045141i,0.00055578-0.00014029i,0.00044993-0.00041022i,-0.00031168-0.00037658i,-0.00054986+2.9918e-05i
-0.0016989+0.00042672i,-0.0014807-0.00078919i,-0.00061256+0.00044402i,-0.00020526+0.00098022i,0.00049108-0.00058152i,0.00098974-0.00013873i,0.00055325+0.00075627i,0.00018142+0.00084115i,0.00024075+0.00084474i,0.00078947+0.00049647i,0.00061031+0.00021398i,-0.00041307+5.2929e-05i,-0.00044278-0.00014637i,-5.6142e-05+0.00044717i,-0.0001024+0.00029323i,-0.00043677-0.00050134i,-0.0004594-0.00014524i,-0.00011897+0.00031489i,0.0004873-0.00044778i,0.00085056-0.0010084i,0.00016706+0.00015282i,-0.00032122+0.0006249i,-0.00019588-6.9711e-05i
-8.2574e-05-0.002356i,0.0002505-0.002003i,-0.00062364-0.0014008i,-0.00011554-0.00036577i,0.00031338+0.00039223i,0.0010338-0.0004309i,0.0015911-0.00039024i,0.001072+0.00049141i,0.0011125+0.00011097i,0.0010824-0.00036541i,0.00030807-0.00035916i,0.00012538-0.00014198i,0.00067658+0.00042611i,0.00083006+0.00079443i,0.00086306+0.00087793i,0.00015336+0.00024284i,-0.00068039+0.00017928i,-0.00058274+0.00035962i,-0.00032986-0.00061216i,-0.00029877-0.00041703i,-0.00078713-0.00021978i,-0.00085044-0.00069015i,-0.00020427-0.00019019i
-0.0007274-0.0016137i,-0.0017819-0.0014428i,-0.0026178+0.00038148i,-0.0018751+0.0011552i,-0.00060918+0.00069319i,0.00094274+5.5222e-05i,0.00059611-0.00025744i,-0.00025405+0.0002562i,-0.00017766+0.00084284i,-0.00020015+0.00097491i,-0.00067617+0.0010122i,-0.00072359+0.00097651i,0.00013616+0.0013908i,0.00051418+0.00088512i,-0.00016264-0.0003151i,-0.00037418-0.00030703i,-0.00086585-2.49e-05i,-0.0012562-0.00056583i,-0.00040864-0.00024104i,-5.7521e-05-0.00041656i,-0.00066463-0.0010588i,-0.00076931-0.00028476i,-0.00067569+0.00074025i
-0.0014184+0.00018247i,-0.0014998-6.0262e-05i,-0.00037689-0.0007721i,0.0001343-0.0015624i,-0.00016141-0.0017911i,-0.00036757-0.00098725i,0.00033374-0.00078436i,0.00060685-0.00039552i,0.00020536+0.0003838i,-4.7085e-05+0.00021464i,0.00020275+7.1917e-05i,-0.00018529+0.00023957i,-0.0013579-0.00055521i,-0.0011925-0.0011165i,-0.00035705-0.00047538i,-0.00018542-0.00018081i,0.00034531-0.00064913i,5.7413e-05-0.00025464i,-0.00049147+0.00034637i,0.00022157+0.00051174i,0.00052992+0.00033425i,0.00034651+5.467e-05i,-0.00022498+0.00044789i
0.0016457+0.0023125i,0.0020545+0.0019662i,0.0023997+0.00044966i,0.0019784-0.00037613i,0.0010724-0.00086351i,0.0002499-0.00046749i,-0.00011922+0.00043719i,-0.00036157+0.00036188i,-0.00077184-2.7366e-05i,-0.00061945+6.8982e-05i,-0.00014559+0.00053775i,-0.00061567+0.0011134i,-0.0005358+0.00066742i,-0.00040615+0.00032258i,-0.00033096-0.00058415i,0.0004479-0.0014573i,0.0014677-0.0008189i,0.0010392-0.00070513i,8.9361e-05-0.001023i,-5.6388e-05-1.032e-05i,-0.00062152+0.00033205i,-0.0011133-0.00041886i,0.0001142-0.0002869i
-0.001179-0.00097244i,-0.0016242-0.0010696i,-0.0015921-0.0011437i,-0.0014831-0.00079438i,-0.0005306+0.00028488i,8.589e-05+0.00023117i,0.00087579-1.4254e-05i,0.0011068+0.00027227i,0.0003499+0.00047666i,5.4559e-06+0.0002802i,0.00076461-0.00053895i,0.0012576-0.00064709i,0.0010843+0.00021714i,0.00047642+0.00049988i,0.00025955+3.4936e-05i,0.00074829+0.00023495i,0.00075713+0.00023397i,0.00066794+0.00017372i,0.00027577+0.00056077i,-0.00043263+0.00067421i,-0.001006+0.00045789i,-0.00093682+0.00042325i,-0.00022748+0.00052155i
0.00084717+0.0018476i,0.00099129+0.00082135i,0.0016477-0.00073162i,0.0012728-0.0019034i,0.00082556-0.0024294i,0.00045913-0.0011246i,0.00040717+0.00023787i,-7.7232e-05+0.00082609i,0.00013717+0.00010192i,0.00028613-0.0012898i,-0.00049462-0.0015308i,-0.00047575-0.0007323i,-0.00082782+0.00028879i,-0.0012506+0.00059703i,-0.0011699+0.00045053i,-0.00039336+0.0001049i,-0.00011848+0.00022462i,-0.00053595+0.00064944i,-0.0001556+0.00037152i,0.00026747-0.00015842i,0.00062196-0.00096491i,0.0006159-0.0007729i,-0.0004918-0.00015319i
0.00065714-0.00061058i,0.0002509-0.00024803i,-0.00016344-0.00071731i,0.00044083-0.0011459i,0.00064466-0.0010541i,0.00058131-0.00073137i,0.00033683-0.00060372i,7.9672e-05-0.00044352i,-0.00033767+0.00034408i,-0.0012893+0.00030908i,-0.0010606-0.00061375i,0.00016284-0.00037767i,-9.7793e-05+0.00025562i,-0.00051458+0.00034505i,-0.00083462+0.00026528i,-0.0012874-0.00044409i,-0.00093732-0.00081142i,-0.00048591+0.00017225i,-0.00015051+0.0010323i,0.00022605+0.00072056i,0.00019485+2.0967e-05i,0.00017296-3.6763e-05i,0.00048106+0.00031574i
0.0019651+0.0005135i,0.001963-0.00093195i,0.0020816-0.0010333i,0.0018163-0.0005814i,0.0017402-0.00025349i,0.0011711+0.00068974i,0.00052898+0.0013449i,0.00058554+0.0013104i,0.0003521+0.00082686i,0.00037909+9.2423e-05i,0.00080564-0.00024451i,0.00071978-0.00031742i,0.00029436+1.8218e-05i,0.00024932-0.0004117i,0.0001475-0.0016006i,0.00022682-0.0011099i,0.00045815-3.4751e-05i,0.00017442-0.00010556i,-7.0974e-05-0.0010054i,1.4004e-05-0.00048384i,0.00083331+0.00047202i,0.00092609+0.0001396i,0.00026444+1.3239e-05i
0.0013464+0.00024931i,0.00041915-0.0005981i,0.00059695-0.0017334i,0.00041102-0.0025308i,0.0002998-0.0020086i,0.00064885-0.00096219i,0.00063858+0.00021147i,-0.00025729+0.00072674i,8.7848e-05+0.00065597i,0.0010923+0.0009758i,0.00055585+0.0007874i,-3.7305e-05+0.00030729i,-0.00065708+0.00021139i,-0.0010456-0.00014799i,-0.00062171-0.00059543i,-0.00045282-0.00012073i,-0.00035675-4.7273e-05i,-0.00042891-0.00013319i,-0.00082181-0.00062289i,9.7015e-05-0.00092458i,0.00090042-0.00032614i,0.00061299+4.8699e-05i,0.00057926-0.00038655i
-6.9583e-05-0.00023493i,0.00072442-0.00085182i,0.0011138-0.0014326i,0.0010371-0.00063369i,0.00037259-0.00059617i,0.00010103-0.0011693i,0.00016072-0.00119i,1.6524e-05-0.00075895i,-4.4598e-05+4.112e-05i,0.00011097+3.9136e-05i,0.00014654-0.00017457i,0.00012798-8.22e-05i,0.0003063-0.00043399i,0.00026632-0.00027967i,-0.00011203+0.00047096i,-0.00041784+0.00066347i,-0.00064836-1.7917e-05i,-0.0010939-0.00040033i,-0.0003938-9.611e-05i,0.00012464+0.00039326i,-1.476e-05+0.00035215i,-0.0001466-0.00026946i,0.00014392+0.00027155i
-0.00015599-0.00025663i,-0.00013716+0.00085652i,9.5666e-05+0.00073802i,-0.00023072-0.00090296i,-0.0003918-0.00093093i,-0.00048962+0.00015091i,-0.00059017+0.00090856i,-0.00046024+0.00048768i,-5.1519e-05+0.00017688i,5.7319e-05+0.0001998i,8.7141e-06+0.0001048i,-2.545e-05-0.00055899i,9.3202e-05-0.00044445i,0.00053193+0.00066391i,0.00060563+0.00045223i,0.00037318+0.00050955i,0.00027252+0.00049441i,0.00043002+0.0002766i,0.0002794+3.5573e-05i,0.00011483-0.00052464i,0.00032306-0.00067085i,0.00046436-0.00040098i,-0.00017648-0.00011336i
-0.00024326-0.00068181i,0.00037961-0.0010954i,0.0012797-0.0021692i,6.6382e-05-0.0019232i,-0.00057194-0.0010841i,-0.00060867-0.00057365i,-5.5929e-05-0.00051535i,0.00067856-0.0004262i,0.00044738-0.00064451i,0.00026154-0.00088104i,0.00015121-8.2724e-06i,-0.00036611+0.00085696i,-0.00037091+8.7161e-06i,0.00031549-5.6856e-05i,-0.0002724+0.00031162i,-0.00072711-8.5234e-06i,0.00014016+8.2019e-05i,0.00039653+0.00026151i,-0.00060718+0.00021621i,-0.00062201+1.2452e-05i,7.1694e-05+0.00013746i,0.00068316+0.00045794i,0.00020855+0.0002891i
0.00036483+0.00022321i,0.00068689-9.4305e-05i,0.00075624+0.00037816i,0.00047767-0.00023786i,0.00066405-0.0012506i,0.0008867-0.00098117i,0.00081622-0.00090229i,0.00079484-0.00049875i,0.00084248+0.00055051i,0.0008012+0.00068574i,0.00047102-0.00012045i,0.00027714-0.00074789i,0.00014847-0.0012826i,-0.00046251-0.0011115i,-0.0013806-0.00018264i,-0.0012151+0.00026404i,6.7589e-05+0.00033681i,0.00063704+0.00028885i,0.00069982+0.00026787i,0.00078724+0.00087166i,0.00093546+0.00077809i,0.00051112+0.00036693i,-0.00073635+0.00026122i
0.00080907+0.0010251i,0.0012057+0.00057344i,0.0014512+0.00013281i,0.0017109-0.0012314i,0.0012089-0.0021588i,0.00042068-0.0025364i,0.00069291-0.0019533i,0.0007614-0.00068268i,4.5804e-05+0.00015877i,-1.9063e-05-0.00016327i,-6.5053e-05-7.1119e-05i,-0.00035163-0.0004961i,-0.0011768-0.00055982i,-0.0021066-0.00037373i,-0.0013805-0.00042811i,0.00010664+0.00022113i,0.00021057+5.5061e-05i,-0.0001643+0.0002466i,-6.2621e-05+0.00083342i,-0.00030998+0.00064896i,-7.206e-05+0.00062617i,0.00010555+0.00093243i,-0.00038763+0.00025415i
3.3088e-05-0.001926i,0.00039493-0.0018553i,-0.00018103-0.0019222i,-0.00097036-0.0020884i,-0.00067248-0.0012743i,-0.00032749+0.00010803i,-0.00026046+0.00010776i,-4.4668e-05-0.00010044i,-0.00016911+0.00047694i,-0.00023534+0.00054289i,1.1686e-05+0.00055195i,7.0111e-05+0.00028904i,0.00013518-9.4694e-05i,-0.00052502+0.00034988i,-0.00091408+0.00030667i,-0.0002815-0.0003175i,0.00041455-0.00077436i,0.00017587-0.00015872i,-0.00028352+0.00051318i,2.4779e-05+0.00050376i,0.00068144+0.00060745i,0.00053135+0.0011004i,-0.00019692+0.00093118i
-0.00030992+0.0023121i,-0.0005841+0.0019315i,-1.6475e-06+0.0014503i,0.0010087+3.2089e-06i,0.0011324-0.0012967i,0.00086024-0.0012514i,0.0005329-0.00059725i,0.00045082+0.0005343i,0.00021617+0.0011412i,0.0004974+0.00081337i,0.00032881-0.00026453i,-7.8773e-06-0.0009791i,-0.00064293-0.00063298i,-0.0013981-0.00024604i,-0.0011555-0.00014483i,-0.00091229-0.00030478i,-0.00076907-0.0001704i,-0.00013727-0.0004572i,0.0005418-0.0005323i,0.00064361-0.00045549i,0.00062747-0.0002991i,0.0014013+0.00029559i,0.00077743+0.00035277i
-0.00066737-0.0016484i,-0.00045677-0.0030384i,-0.00074961-0.0028348i,-0.00043103-0.0014691i,0.0011185-0.00061382i,0.0015197-0.00072876i,0.00090011-0.00057235i,-0.00062935-0.00053816i,-0.0012207-0.00028289i,-0.00039064+0.00023249i,-0.0001503+0.00067508i,-0.00016807+0.00035749i,-0.00038742-0.0008569i,6.275e-05-0.0014514i,0.00090852-0.0007496i,0.0008083-1.573e-05i,0.0007554+0.00097036i,0.00043498+0.00094746i,-5.8723e-05+0.00039966i,-0.00033396-0.00026095i,-0.00028974-0.00072263i,-0.0002295-0.0004942i,-0.00014067+6.2287e-05i
0.0016817+0.00028521i,0.0020304+0.0011093i,0.001778+0.00071484i,0.0018501-0.00042184i,0.0017258-0.0015966i,0.00072763-0.0018309i,3.7396e-05-0.00053372i,0.00020558+0.00016938i,0.00037787+0.00031521i,0.00012303+0.00038832i,-0.00038866+9.684e-05i,-0.00052826-0.00016163i,-0.00083975+0.00037922i,-0.00040807+0.00038089i,0.00080198-3.9863e-05i,0.00080453-0.00057127i,0.00024501-0.00064214i,-0.00024396-0.00038403i,-0.00084905-0.0013155i,-0.00029063-0.0015588i,0.00048254-0.00068092i,0.0005934-9.028e-06i,0.0003481+0.00091001i
-0.0016683-5.2739e-05i,-0.0010216+6.1616e-05i,-0.0011875+0.00028278i,-0.00043918-5.4758e-05i,-0.00018438-0.00089494i,-0.00039487-0.0013546i,-0.0001486-0.00040805i,-7.7931e-05+0.00088302i,0.00038405+0.0012677i,0.00069952+0.00085824i,0.00095646+2.5267e-05i,0.001596+5.1932e-05i,0.00085577+0.00028222i,-0.00020576-0.00010857i,-1.765e-05-0.00046301i,0.0010233-0.00042754i,0.0016435-0.00020647i,0.00056328+0.00034263i,-0.0011555+0.00061085i,-0.0012256+0.00030982i,-0.0006804+9.1634e-05i,5.7354e-06-0.00020424i,0.00058651-0.00050947i
0.001705-0.0017954i,0.0016536-0.0021097i,0.0014531-0.0022369i,0.00042795-0.0019734i,-0.00051056-0.0014526i,-0.0006766+0.00049098i,-7.8449e-05+0.00098004i,0.00057346-0.00018161i,0.00025774+0.00031477i,-0.00067266+0.000849i,-0.0010875+0.00053564i,-0.00094905+0.00048136i,-0.0011154+0.0010096i,-0.0010095+0.0013564i,-0.00018703+0.0013095i,0.00038292-0.0001146i,0.00070418-0.00099964i,0.00038267-0.00036016i,-0.00022491+0.00034123i,0.0001277+0.00068897i,0.00041827+0.0011268i,-0.0002625+0.00082012i,-0.00078537-0.00058328i
-0.0017249+0.0010047i,-0.001724+0.0010335i,-0.00093855+0.00066208i,0.00015236+0.00016286i,0.0004541-0.00020308i,-7.9288e-05-0.00081312i,-0.00013283-0.00075389i,2.9159e-05-0.00063286i,0.00014173-0.00065463i,5.3867e-05-0.00026769i,-0.00012242+5.4333e-05i,0.00010037-0.00013471i,-0.00058905+5.8791e-05i,-0.0011778-0.00075939i,-0.00078759-0.0011103i,-0.00017328-0.00049004i,0.00018235+7.0406e-05i,-8.6112e-05+0.0001657i,-6.3059e-06+0.00036447i,-0.00027035+0.00040135i,-0.0010064+0.00011888i,-0.00031668+0.0002397i,0.00090695+0.00090095i
