-0.0016433+0.00097756i,-0.0021012+0.00095086i,-0.0011478+0.0028755i,0.00034526+0.0019673i,0.00016849+0.00080193i,-0.00035822+0.00029813i,-0.00055127+0.00045342i,-0.00035218+0.0018003i,-2.2394e-05+0.0013611i,0.00022506+0.00093368i,0.00042461+0.00035068i,6.6528e-05-0.00024221i,-0.00037132+0.00014629i,-0.00077249-0.0003779i,-0.0011854-0.00049662i,-0.00092004-0.00040165i,-0.00093957+5.1793e-05i,-0.00075188-5.1807e-05i,-0.00026313-0.00027151i,4.2738e-05-0.00023181i,0.00028966-0.00012841i,0.00031494+0.00024124i,0.00049589+0.0001562i
0.00058543-0.00028693i,0.0010118+0.00066463i,0.00043628+0.00083607i,-0.00011041+0.00022856i,-0.00024908+0.00012507i,-0.00063757+0.00029409i,-0.00057666+0.00057954i,0.00023307+0.00086714i,0.00090242+0.00038643i,0.001008-0.00016551i,0.00062784-0.00057064i,0.00068324-0.00087765i,0.00067179+0.0003736i,8.4068e-05+0.0010631i,-0.00060766+0.00019203i,-0.00043814-0.00038164i,6.808e-05-0.0002404i,9.3174e-05+5.9902e-06i,2.615e-05-0.00010551i,-0.00029521-0.00015597i,-0.00033063+0.00027416i,0.00013767+0.00050646i,0.00043723+0.00021863i
-6.5591e-05-0.00098108i,-0.00059689-0.0018645i,-0.0014993-0.0014945i,-0.001236-0.0011046i,-0.00010539-0.00069914i,0.00031202-0.0011343i,-0.0003703-0.0018941i,-0.00033848-0.00086388i,-0.00063747-0.00020888i,-0.00076894-0.00070239i,-0.00056336-0.00074426i,-0.00017067-0.00010795i,-0.00024142+4.6064e-05i,-0.00035894-0.00025364i,4.5504e-05-0.00022385i,0.00051436-0.00013533i,6.3593e-05-0.0003552i,-0.00055955-0.00057656i,-0.0001542-0.00092791i,0.00032202-0.00019133i,0.00026083+0.00033137i,-1.8702e-05-0.00056427i,2.6378e-05-0.00043564i
-0.00024686+0.0030397i,0.00056827+0.0031055i,0.0013271+0.0027427i,0.0013561+0.00076897i,0.00054129-0.0012508i,-0.00068886-0.0015362i,-0.00056955-1.3838e-05i,0.00046997+0.0010373i,0.0010558+0.0010364i,0.00089405+0.00075022i,0.00030987+0.00045397i,0.00016262-0.00055402i,0.00018521-0.0010706i,-0.0007767-0.00037223i,-0.0011731+5.9192e-05i,-0.0011741+0.00030043i,-0.0010349+0.0003311i,-0.00019374-0.00031134i,0.00035981-0.00057873i,-0.00015193+0.00045122i,-0.00054316+0.00031452i,-0.00019866-0.00088882i,-0.0003024-0.00082409i
-0.0020687+0.0012344i,-0.0030058+0.00078871i,-0.0026295+0.0019481i,-0.00067387+0.0023745i,0.00039008+0.0012129i,0.00065083-0.0002305i,0.00058478+0.00015113i,-9.0777e-05+0.00082208i,-0.00076702+0.00036497i,-0.00057682+0.00030306i,-0.00037961+3.8435e-05i,-9.027e-05-4.5464e-05i,0.00019443+0.00089601i,-0.00010306+0.001055i,-0.00045691+0.0004161i,-0.00019171+0.00057688i,0.00051555+0.00057473i,0.00083777+0.00036443i,0.00022514+0.00074943i,-4.7375e-05+0.00068335i,0.00015943+0.00025514i,0.00041716-0.00032311i,0.00055456-0.00068986i
0.0017815-0.0010473i,0.00084128-0.00049435i,9.7675e-05-0.0013472i,-0.00027693-0.002684i,-0.0015861-0.0025354i,-0.0021773-0.0015628i,-0.0012359-0.00046363i,-2.6697e-05-0.0001247i,4.1693e-05-0.0003945i,-0.00033228+6.9564e-05i,-0.0003766+0.00012475i,-0.00080517+2.1786e-05i,-0.00097704+0.00082354i,-0.0008648+0.0011549i,-0.0010673+0.00064222i,-0.00095424-9.7693e-05i,0.00034518-0.00011974i,0.0016404+0.00026506i,0.00065132+0.00011351i,5.5822e-05+0.00027954i,0.00077522+0.0006733i,0.00085731+0.00093843i,0.00032974+0.00052194i
-0.0016431-0.002027i,-0.00058746-0.0018936i,-0.00044115-0.00035556i,-0.0010361+0.00040426i,-0.00064235+0.00030936i,-0.00057803-0.00036353i,-0.00069581+7.482e-05i,-0.00014938+0.00081387i,0.00043927+0.00014948i,0.00032643+2.0325e-05i,-0.00034449+0.00011133i,-0.00038174+0.00010065i,-0.00018976-0.00046805i,-0.00068638-0.00038999i,-0.00096884+1.7944e-05i,-0.00057789-3.1505e-05i,-0.00028868+0.00042786i,0.00015721+4.3905e-05i,0.0008556-0.00093462i,0.00089906-0.00067841i,-6.2406e-05-0.00043242i,-0.00043279-0.0001978i,0.00026744+0.00011803i
0.0018826+0.003284i,0.001587+0.0034085i,0.0021244+0.0023561i,0.0018575+0.0010441i,0.00084309-0.00048084i,0.0005032-0.0012042i,0.00047408-0.00054855i,0.00071311+0.00032825i,0.00066212-0.00015655i,0.0010527-0.0005218i,0.00016272+0.0002257i,-0.0011011+0.00068197i,-0.0010453-0.00015852i,-0.00055451-0.00056912i,-0.00062372-1.9682e-05i,-0.00099051-7.8845e-05i,-0.0011629-0.0003319i,-0.00066189-0.00051027i,-5.9927e-06-0.00013569i,-0.00044407+0.00047325i,-0.0011427+0.00072786i,-0.00072448+0.00024682i,0.00059004-1.9961e-05i
-0.0020646+0.00067908i,-0.0013487-8.1072e-05i,-0.0014647+0.0013417i,-0.0013172+0.0016437i,-0.00054366-0.00027379i,-0.00058638-0.001375i,-0.00096215-0.00079856i,-0.0011136-1.0356e-05i,-0.0014384-2.6564e-05i,-0.00032255-0.00020085i,0.00028163+4.0537e-05i,0.00020746-0.00076114i,5.2147e-05-0.000982i,0.00019326-0.00045439i,-7.8959e-05+0.00025051i,-0.00076359+0.00030375i,3.075e-05-4.5858e-05i,0.00094661+0.00012721i,0.00049376+0.0002315i,-0.00025095+0.00019725i,4.7089e-06-0.00017388i,0.00052119-0.0006513i,0.00084524-0.00055022i
0.00043641+0.00040633i,0.0010255+0.0005714i,5.7683e-05+0.00031806i,-0.00086109-4.5449e-05i,-0.00085825-0.00011755i,-0.00093493-0.00029566i,-0.00071899-0.00064824i,-0.00024493-3.3057e-05i,-0.00031676+0.000797i,-0.00076497+0.00068861i,-0.00073598+0.00015993i,-0.00072662+0.00061094i,-0.0006284+0.0013127i,-0.0002031+0.00084112i,-0.0003114+0.00010143i,-6.1313e-05-0.00025454i,0.00026756-0.00036217i,-7.525e-05-0.00011988i,0.00010264+0.00032455i,-0.00018698+0.00076482i,-0.00044139+0.00075291i,-0.00055168+0.00083485i,-0.00054816+0.00031018i
-0.00013529-7.0661e-05i,-0.00082417-7.5591e-05i,-0.0011355-0.00077209i,-0.00035096-0.0014915i,0.00025371-0.001375i,-0.00034236-0.00098582i,-0.00035349-0.00070738i,8.6121e-06+0.00026189i,-0.00047085+0.00052527i,-0.00078459+0.00033889i,-0.00040594+0.00073251i,-0.00018023+0.0011903i,-0.00049307+0.00053863i,-0.00044141+0.00012421i,-8.3805e-05-0.00014453i,-0.00046971-0.00062458i,0.0001633-0.00058635i,0.00090178+0.00046177i,0.0009852+0.0013727i,0.00077366+0.00052482i,0.00019702-0.00094054i,0.00010152-0.00072665i,0.00041181-8.3652e-05i
0.0012216-0.001163i,-0.0011142-0.00082252i,-0.0014771+2.6136e-05i,-0.0014715+0.00073443i,-0.0014023+0.00037779i,-0.00095774+4.7473e-05i,-0.00070995-0.00064538i,-7.1109e-05-0.00010037i,0.00018527+0.00096103i,0.00031509+0.00048725i,0.0010491-9.7882e-05i,0.00059782-0.0001324i,0.00013535+0.00048311i,-4.356e-05+0.00081499i,-0.00017168+0.00044604i,-8.0796e-05-1.2961e-05i,-2.3423e-05-0.00027117i,0.00010887-0.00073458i,-0.00013842-0.0008491i,0.00048854-0.00094033i,0.00036084-0.00039127i,-0.00054551-0.00015885i,-0.00085097-0.0004496i
0.0010636-0.00083354i,0.0020058-0.00034405i,0.0017686-0.00050321i,0.001754-0.0014701i,0.0016275-0.0022267i,0.00064017-0.0013185i,-2.658e-06-0.0001454i,-0.00030391+7.678e-05i,-0.00039601+0.00015916i,0.00013889+0.00017065i,-0.00014249-9.8864e-05i,-0.00069843-0.00032205i,-0.00050028+4.3582e-05i,-0.00010739+0.00025024i,0.00084622+0.0007322i,0.00047997+0.00045471i,-0.00047249-1.1665e-05i,-0.00039529+5.0736e-05i,0.0003552-0.00064951i,0.001037-0.00092297i,0.0014926-0.00068867i,0.0015726-0.00060526i,0.00037634-0.00069997i
0.00010112+0.00027822i,0.0010019-0.00030451i,0.00053984+0.00062772i,0.00022442+0.00010386i,0.00082318-0.0012829i,0.00026072-0.00057478i,-0.000912+7.1227e-05i,-0.00061942+0.00034582i,-0.00034415+0.00077876i,-0.00037626+0.00078275i,0.00029317+0.00059488i,0.00043087+0.00037149i,-0.0008441+0.00083299i,-0.0011153+0.00038298i,-0.00049595-0.00023686i,-0.00052675-0.00029628i,-0.001021-0.00048431i,-0.0014533-0.00016157i,-0.0010928+0.00028761i,-0.00080041+0.00076356i,-0.00067106+0.00031822i,-0.00019532-9.5655e-05i,0.00037093+0.00048057i
9.624e-05+0.0039481i,0.00052875+0.0034901i,0.00063534+0.0038403i,0.0011132+0.0032287i,0.0019864+0.0011306i,0.0012906-0.0006578i,0.00010371-0.00062582i,-0.0001413-5.5539e-06i,0.00011088+0.00054419i,0.00020162+0.0009898i,0.00029444+0.00071697i,-5.0188e-05+0.00016964i,-0.00015308-6.1382e-05i,-0.000147-0.00039406i,3.6234e-05-0.00049873i,0.00064531-5.5284e-05i,0.0011714+0.00024387i,0.0011409+0.00026644i,6.7397e-05-0.00036811i,-0.00055-0.00040165i,-0.00074054+3.0267e-05i,-0.00072235-0.00062534i,-0.0003427-0.0010427i
-0.0009296-0.00021624i,-0.00089542+4.5058e-05i,-0.00053767+0.00074217i,0.00024977+0.00059952i,0.00076879-0.00039435i,0.00016297-0.00080654i,9.0717e-05-5.3511e-05i,0.00087644+0.0008705i,0.0010094+0.00048938i,0.0010985+0.00032483i,0.0010991+0.00047897i,0.001182-0.00026774i,0.00025542-0.00044549i,-0.00044915-0.00041525i,-8.8333e-05-0.00010724i,-0.00035993+0.00011554i,-0.00046404+0.00057392i,-0.0010692+0.00033019i,-0.00080293+0.00023451i,0.00035444+0.00036819i,0.00043432-0.00012465i,0.00011994-0.00034954i,-0.00013202-0.00050416i
0.0012773+0.0011965i,0.00066617+0.00091905i,0.0011088+0.00087365i,0.00086258-0.00030509i,-0.00055079-0.0016995i,-0.0012218-0.0018351i,-0.0013998-0.00095001i,-0.0011178-0.0005541i,0.00014628-0.00049906i,0.00019307-0.00057324i,-3.111e-05-0.000251i,0.00043229-0.00033536i,0.00053429-2.6795e-05i,-0.0001683+0.00019003i,-7.0752e-05+0.00011728i,0.001029-0.00010216i,0.0016274-0.00065073i,0.0011748-0.00060764i,0.00073845-0.00070501i,0.0010523-0.00094043i,0.00052265-0.00049206i,-2.2117e-05+0.00058572i,-0.00018695+0.000685i
0.00073679+0.0018385i,0.001056+0.00092238i,0.0016499+0.00074638i,0.0017037+0.00074455i,0.0010393-0.00069594i,-0.00047565-0.00055344i,-0.0011077+0.00043545i,-0.0011687+0.00060434i,-0.00068334+0.00065064i,0.00043139+0.0007352i,0.00060601+0.00088324i,-0.00030394+0.00066643i,-0.00073924+0.00010042i,-0.00062496+0.00018873i,-0.00064174+0.00048028i,-0.00076142-0.00033813i,-0.00041481-0.00083109i,-0.00032916-0.00020994i,-0.00078298+0.0007429i,-0.00053567+0.0013469i,0.00027302+0.0015324i,0.00069044+0.0010094i,0.00036553+0.00032991i
-0.0011664+0.00052332i,-0.00085178+0.00036276i,-0.00024179+0.00095362i,0.00010694+0.00092987i,3.014e-05+0.00055352i,-0.00015574+0.000117i,-0.00021292-0.00089227i,-0.00013986-0.00089303i,0.00036819+0.00038211i,0.00068872+0.0011766i,0.00093386+0.0009899i,0.00096536+7.1414e-05i,0.00048903-0.00032627i,0.00014878-0.00035114i,-6.381e-05-0.00077381i,-0.00054674-0.00058843i,-0.00076623+0.00046978i,-0.00053937+0.0012959i,-0.00073021+0.00071781i,-0.000556-3.3755e-05i,8.6773e-05+0.00039802i,0.00030081+0.00083057i,0.00012167+0.00095404i
0.00030046+0.0014129i,0.000233+0.0007968i,0.0012092-0.00064172i,0.00037617-0.0011931i,-0.0013005-0.0022945i,-0.0018581-0.0024852i,-0.00087551-0.001277i,-2.3348e-05-0.00032992i,-0.00018557-4.8629e-05i,0.00011166+0.00018271i,6.5197e-05+0.00024127i,-0.00016494-0.00036864i,-0.00014758-0.00053228i,-0.00060434-0.00052199i,-0.00067461-0.00053169i,-0.0010979-0.00022473i,-0.00092501+0.00021804i,-0.00053737-0.00016428i,-0.00050901-0.00075661i,5.7395e-05-0.00046852i,0.00020258+0.00039823i,0.00023803+0.00090976i,0.00036489+0.00060628i
-0.00014349+0.002729i,-0.00040474+0.0042414i,0.00079039+0.0041831i,0.001217+0.0027391i,0.0011147+0.0010844i,0.00030774-8.4816e-05i,-2.8292e-05+0.00014466i,-0.00021879+0.0007045i,-0.00029883+0.00070308i,7.9446e-05+0.00057593i,9.8984e-05+1.4142e-05i,-2.8955e-05+4.0661e-05i,-8.8798e-05+0.00048872i,-0.00034601+0.00050673i,-0.00043788+0.0003656i,0.00015192+0.00046422i,0.00048018+0.00028445i,0.00047465-0.00023974i,0.00047274-0.00088383i,0.00025669-0.00073092i,0.0012865-0.00027691i,0.001994-3.4191e-05i,0.00083348+0.00072038i
0.00083891+0.00063276i,0.001209+0.00059631i,0.00030208+0.00069962i,2.7789e-05+0.00093676i,0.00045764+0.00039202i,2.7561e-05+0.00012488i,-0.00048747+1.5304e-05i,-3.9882e-05+4.3986e-05i,0.00034612+0.00049296i,0.001+0.00092304i,0.0012403+0.0004747i,0.0007937-7.1436e-05i,8.6357e-05-0.000209i,-0.00059456+0.00013961i,-0.00051736+0.00020778i,-2.2316e-05-0.00022105i,0.00090517-5.2208e-05i,0.0012927+0.00048686i,0.0012183+0.00035323i,0.00059419-0.00050867i,0.00020056-0.00084312i,0.00023119-0.00021485i,0.00017754-9.3301e-05i
0.0007228-0.00078652i,0.00046738-0.00048249i,-0.00027613+0.0001228i,-0.00033071+0.00011048i,-0.00092549+0.0003588i,-0.0012612+6.9936e-05i,-0.00049397+0.00056027i,0.00036038+0.00092744i,0.00062802+0.00033792i,0.0011025-4.3619e-05i,0.001373-0.0002608i,8.7519e-05-0.00039005i,-0.00062931-0.00027482i,-1.4911e-05+0.0002656i,0.00090238+0.00054259i,0.00094982+0.0002852i,0.00040133-4.0314e-05i,-0.00039488-0.00046361i,-0.0002072-0.00076747i,0.00029093-0.00080388i,0.00033845-0.00045621i,2.9977e-05-0.00015474i,-4.3052e-05+0.00037537i
0.0019499-0.0034303i,0.0015482-0.0027853i,5.433e-05-0.00129i,-0.00063807-0.00099775i,-0.00055533-0.0015681i,-0.00077776-0.00069855i,-0.00099846+0.00024455i,0.00029686+0.00074715i,0.00083654+0.00070671i,-0.00033531-8.1334e-05i,-0.0010071+0.00026663i,-0.00054422+0.00054443i,-0.00048261+0.00058967i,-0.00047113+0.00097118i,0.00030152+0.00086971i,0.00019097+0.00034633i,-0.00020871-0.00012103i,-5.2447e-05-0.0001507i,-0.00059621+3.8537e-05i,-0.00088187+5.7804e-05i,-0.0006162+8.6487e-05i,0.00049978-9.722e-05i,0.0010455-0.00055383i
-0.0023936+0.0014663i,-0.0032944+0.0031975i,-0.0031914+0.0040445i,-0.00078709+0.0034092i,0.00050142+0.0016695i,0.0003432+0.00049266i,-0.00026593+0.00054403i,-0.0010343-6.1977e-05i,-0.0010059-0.00072901i,-0.00084978-0.00050819i,0.00034768-0.00016241i,0.0011361+0.00026943i,0.00043475+0.00075245i,0.00036072+0.00023075i,0.00026669-0.00044403i,9.324e-05-0.00014559i,0.00049216+0.00054492i,-9.0755e-05+0.00032448i,-0.00035513+0.00028584i,0.0002933+0.00062696i,-3.7167e-05+0.00056687i,-0.00044968+0.0010938i,-0.00058087+0.0016086i
0.00011486-0.0015873i,0.00038144-0.00098571i,0.00096564-0.00053539i,0.00011327-0.00035679i,-0.0014212-0.0013653i,-0.0013297-0.0013872i,-0.00067011-0.00059634i,-0.00080988-7.3892e-05i,-0.00075547+0.00066646i,-0.00078304+0.00093956i,-0.00063471+0.00054287i,-0.00026606+0.00095711i,-0.00014832+0.00063695i,6.4577e-05+0.00060013i,0.00027377+0.0010727i,0.00066128+0.0010382i,0.00030015+0.00069408i,-0.00029859+0.00060211i,-0.00047971+0.00093851i,-0.00049003+0.00036355i,-0.00035095-0.00018354i,0.00022676+0.00037474i,9.8291e-05+6.4233e-05i
0.0014046-0.00085341i,0.0012179-0.0022074i,0.00030891-0.0023212i,-0.00050098-0.00090535i,-0.0012055-0.00024598i,-0.0014682+0.00028191i,-0.0006413+0.00077421i,2.0292e-05+0.00055738i,0.00023822-0.00014087i,-7.2151e-05-0.00037598i,-0.00025894-0.00073596i,-4.8469e-05-0.00054168i,-0.00039463-0.00028744i,-0.00046894-0.0004243i,0.00015291-0.00030942i,0.00069769-0.00037404i,0.00059219-0.001115i,-9.7144e-05-0.00085353i,-0.00012424-0.0006613i,0.00014715-0.0004726i,-0.00037329+0.00040409i,-0.0010969+0.00021815i,-0.00096415-0.00017262i
-0.0014669-0.0021078i,-0.0023356-0.00086978i,-0.0014897-0.0009464i,-0.00044545-0.0009914i,3.5882e-05-0.00039816i,0.00053153+0.00061897i,0.00036462+3.5091e-05i,3.8333e-05-0.00068778i,0.0001937-0.00069236i,-0.00060669+0.0001547i,-0.00080332+0.00044392i,-0.00020393+0.00025576i,0.00042015-0.00020924i,0.0006664-0.00038382i,9.079e-05-0.00016653i,-9.4905e-06-0.00020809i,0.0002389-0.00061511i,0.00032082-0.00098405i,0.00043409-0.00040779i,1.6575e-05-0.00028223i,-0.0011207-0.00030095i,-0.00082803-0.00056848i,0.00026626-0.00040915i
-0.0012226+0.0020119i,-0.0016424+0.0019419i,-0.0015265+0.0023112i,-0.00031458+0.0026212i,0.0010074+0.0022388i,0.00029701+0.0010848i,-0.0010012+5.0939e-05i,-0.00098455-0.0001973i,-0.00050986+0.00014023i,-0.0004712+0.00028784i,-0.00037469+6.9636e-06i,0.00057784+0.00016476i,0.00075993+0.00058213i,-0.0005195+0.00037283i,-0.00090637-9.0133e-05i,-2.1251e-05-0.00049607i,0.00012769-5.1894e-05i,-0.00032361+0.00044745i,-0.00046578-0.00029137i,0.0002911-0.00075273i,0.001244-0.00045559i,0.00068379+4.4241e-06i,-0.00060465+0.00011528i
0.0016632+0.00079638i,0.00075803-1.6522e-05i,0.00017094-0.0014038i,-9.1803e-07-0.0019984i,-0.00066232-0.0027757i,-0.0013155-0.0010161i,-0.00083379+0.00079652i,0.00056717-5.9129e-05i,0.00058679-0.00025731i,2.8727e-05-0.00061817i,-0.00038117-0.00067199i,-0.0011607+0.0001235i,-0.0011765+0.0005181i,-0.00028881+0.00044254i,8.6198e-05-9.3712e-05i,5.7323e-05-0.00062954i,3.1571e-06-0.00091316i,-6.1052e-05-0.0010813i,-0.00066869-0.00069104i,-0.00040715-0.00041219i,0.00039217-0.00049517i,0.00066335-0.00044691i,0.00062499-0.00026795i
-0.0011002-0.00087833i,-0.00091375-0.00022309i,-0.00052405+0.00046435i,-0.00015574-4.9559e-05i,-0.00015324-0.0010819i,0.0003029-0.00071461i,0.00028505-0.00013959i,-0.00015228+0.00090423i,2.8645e-05+0.0011701i,0.00014524+0.0004407i,2.6089e-05+0.00031811i,-0.00029668+0.00017698i,-0.00036224+0.00028186i,-0.00046342+7.1489e-05i,-0.00077795-0.00029074i,-0.00034072-0.0003637i,4.239e-05-0.00040179i,0.00032508+9.0762e-05i,0.00027775+4.4661e-05i,0.00031704-0.00068138i,0.0007384-0.0010839i,0.00064339-0.00087151i,0.00049734-0.00031564i
0.00088692-0.00039995i,-9.4333e-05+0.00077748i,0.00035077+0.0010555i,0.0011022+0.0010241i,-0.00061789+0.00020206i,-0.0018777-0.0014787i,-0.00047605-0.0015701i,0.00032366-0.00079209i,-0.00024316-0.00057052i,-0.00086575+7.2325e-05i,-0.0011392+0.00028802i,-0.00046797-0.00073588i,-0.00044307-0.00062445i,-0.00042709+5.917e-05i,9.4658e-05+0.00059368i,0.00026355+0.00056788i,0.00039348-0.00015386i,1.7912e-05-6.8323e-06i,-0.0003613+0.00025956i,9.2579e-05-0.0002245i,-0.00020128-0.00026242i,-0.00061362+0.00039976i,-0.00032401+0.00077874i
-0.0006376-0.001451i,-0.0013658-0.00092937i,-0.0023956-0.00015527i,-0.0016486-0.00027153i,-0.00031755-0.00057379i,-0.00027029-0.00015478i,-0.00075691+3.6732e-06i,-0.00089432+3.939e-05i,-0.00039558+0.00046606i,-5.3074e-05+0.00085106i,0.00014855+0.00040452i,0.00045688+4.3849e-05i,-6.7049e-05-0.00022863i,-0.00010741+1.2134e-05i,0.00071067+0.0005942i,0.00057983+0.00030555i,-0.00017525-0.00013795i,-0.00046923+4.8632e-05i,0.0003214+0.00010547i,0.0004876-6.5051e-05i,8.7646e-05+0.00040003i,4.3885e-05+0.00081991i,-0.00029836+0.00071489i
0.00072712+0.00032221i,7.6257e-05+0.00065333i,0.00063002+0.00061323i,0.00071726+0.00041858i,-0.00055046-0.00079765i,-0.0013775-0.0017603i,-0.00070398-0.0011677i,0.00019811-0.00083137i,-0.0002708-0.00058373i,-0.00037927+0.00043512i,0.00040334+0.00052298i,-0.00027193+0.00051557i,-0.0012486+0.00023023i,-0.00014057-0.00012861i,0.00016898-0.00017214i,7.019e-06-0.00074308i,-3.438e-05-0.0007953i,-0.00038799+2.2941e-05i,-0.00014382+0.00094668i,-0.00019291+0.0012487i,-0.00066846+0.0011532i,-0.00075716+0.0011213i,-0.00088674+0.00058017i
-0.00015194+6.6361e-05i,-0.0010127-0.00059928i,-0.0011238-0.00088964i,-0.0016899-0.00021455i,-0.0012437-0.00038616i,-0.00046222-0.00055459i,-0.00049323+0.00016965i,-9.1267e-05+0.00084084i,0.00062198+0.00034005i,0.0001961-0.00052196i,-0.00045873-0.00087057i,-0.00012549-0.00096135i,0.00084195-9.0397e-05i,-0.00016234+0.00023066i,-0.0010985-0.00032311i,-0.00053909+4.5286e-05i,-0.00030741+0.00053239i,3.4576e-05-0.00033018i,0.0007355-0.00086219i,0.00082082-0.00047344i,0.00045835-4.1536e-05i,0.00040808-0.00081185i,0.00034388-0.0016247i
-0.00071976+1.1249e-05i,-0.0015603+0.00042895i,-0.002751-3.7965e-05i,-0.0017396-0.000127i,-0.00053113-0.00030952i,2.5342e-05-0.0001534i,-0.00064742+8.7235e-05i,-0.00075327-6.7732e-05i,0.00012219-9.57e-05i,0.0010267+2.369e-05i,0.00084913-0.00019746i,-0.00021789-0.00075153i,-0.00052715-0.00049932i,-0.00011275-5.2093e-05i,-0.0002276+0.00010773i,-0.0001986+0.0001909i,3.2245e-05-0.00021355i,-0.00053415-0.00070933i,4.283e-06-0.00074679i,0.00079152-0.00011523i,0.00020218+6.5005e-05i,-0.00047162+4.1663e-05i,5.939e-05+0.00058778i
-0.00056759-0.0018085i,-0.00087251-0.0014051i,-0.00072428-0.00012184i,-0.00044524+0.00011227i,-0.00028581+0.00016559i,-0.00094771+0.00039369i,-0.00092824-0.00011138i,2.2421e-05-0.0003433i,-4.4557e-05-8.4189e-05i,0.00024068-2.4571e-05i,0.00022276+0.0001233i,-9.3575e-05+0.00063073i,-3.6564e-05+0.00061435i,0.00019128+6.6106e-06i,0.0004647-0.00019542i,0.0004392-0.00025794i,0.00019767-2.3512e-05i,0.00016275+0.0005539i,-0.00018343+0.00037979i,-0.00024026-2.4404e-06i,9.199e-05-0.00068693i,7.6764e-05-0.00083794i,-5.3796e-05+6.467e-05i
-0.00073919+0.0026566i,-0.00030603+0.0020133i,0.00077015+8.5422e-05i,0.0011713-0.0011202i,0.00034654-0.0019347i,-0.00048238-0.0020238i,-0.00066284-0.0011386i,-0.00033376-9.4469e-05i,0.00037113-8.9824e-05i,0.00065738-0.0006241i,0.00042422-0.00087645i,1.3106e-05-0.00066896i,-0.00036675-0.0003961i,-0.00046893-0.00022837i,-5.3683e-05-2.8575e-05i,2.782e-05+0.00039753i,0.00012504-0.00032415i,0.00055703-0.0010414i,0.00024123-0.0009103i,0.00014803-0.00033864i,0.00040461+0.00050648i,-0.00030613+0.00060601i,-0.00033214-0.00055921i
0.00052312-0.0027764i,-0.00011308-0.001306i,-0.00061211-0.00037217i,-0.0017329+0.00071196i,-0.0021307+0.00087657i,-0.0017581+0.00097475i,-0.00098451+0.001203i,-0.00017048+0.0013425i,-0.00011343+0.00076528i,-0.00023164+0.00013249i,-0.00052765+0.00046224i,-2.7473e-05-0.00015837i,0.00081344-4.721e-05i,0.00045113+0.0015651i,-0.000147+0.0016868i,-0.00024221+0.00075539i,-0.000216+0.00072389i,-0.00044852+0.00055959i,-0.00012312+0.00011934i,0.00021349-0.00038478i,0.00065714-0.0011797i,0.00071996-0.0011084i,-4.674e-05-0.00048799i
-0.0014947+0.00051731i,-0.0025072+0.001172i,-0.0019799+0.001293i,-0.00061742+0.0013646i,6.9481e-05+0.00032662i,0.00032035-0.0011322i,0.00051635-0.0014844i,0.00018402-0.00024017i,-0.00037586+0.00072506i,-0.00057217+0.00059919i,-0.00068339-0.00062508i,-0.00045945-0.00081286i,-0.00050918+0.0003181i,-0.00058652+0.00049544i,-0.00050736+0.00020695i,-0.00025327+0.00044568i,-4.8799e-06+0.0010293i,0.00020983+0.0010469i,0.0004954+0.00085571i,0.0003176+0.00043853i,0.00047925-0.00023008i,0.00080953-0.0007609i,-2.022e-05-0.0010995i
0.001637-0.0004925i,0.0013974-0.0007784i,0.0012133+0.00049081i,0.0013432+0.00064634i,0.0013877-0.0012307i,0.00080735-0.0016227i,-9.7223e-06+0.00021494i,-4.3168e-05+0.00056199i,0.00028713-0.00038594i,3.3471e-05-0.00044156i,6.1924e-05-4.1726e-05i,0.00013514+0.00015054i,-0.00034551+5.9286e-05i,-0.00017056+5.087e-05i,0.00014709+0.00015341i,0.00020935+0.00034835i,0.00023012+7.691e-05i,0.00010809+9.1998e-05i,0.00045609+0.0012342i,0.0010173+0.0019513i,0.00089315+0.0015155i,0.0005867+0.00089971i,0.00091294+0.0002687i
-0.00088737-0.00051146i,-0.0007353-0.0002811i,-0.0015044+0.00057634i,-0.00070953+0.00086685i,0.00097032+0.00040717i,0.00056906-0.00036957i,-0.00012854-0.00078507i,-0.00023592-0.00030964i,-0.00014883-2.1915e-06i,4.071e-05-9.1658e-05i,0.00013164-0.00074325i,7.8453e-05-0.00058922i,0.0002201-0.00032449i,0.00073074-0.00024521i,0.00082545-0.00011816i,-0.00032048-0.0003034i,-0.00078689-0.00064577i,-0.00035694-0.00011284i,0.00019779+0.0001951i,0.00090262-0.00016277i,0.00037357-0.00025672i,0.00011222+0.00044499i,0.00041513+0.0011618i
-1.1063e-06-0.0016752i,-0.0012663-0.00023134i,-0.0027944+0.00083682i,-0.0032333+0.00060506i,-0.0022748-9.2962e-05i,-0.0015172+4.0582e-05i,-0.0012696+0.00029097i,-0.00064202+0.0003933i,-4.4754e-05+0.0005238i,0.00025031+0.00014068i,0.00056658-0.00054729i,0.00054864-0.00020252i,0.00011879+0.00074655i,0.00022433+0.00083323i,0.00024917+0.00018265i,0.00018348+0.00022303i,-0.00044361+0.00030901i,-0.00050621-0.0005321i,-0.00017592-0.00085819i,2.816e-05-3.7303e-05i,0.00036673+0.00058059i,0.00063427+4.9093e-05i,0.00033042-0.00069544i
