-0.0011693-0.00047738i,-0.0014123-0.0004916i,-0.0019354-1.734e-05i,-0.0020633-0.00010262i,-0.0012455-0.00016267i,-0.00034185+0.0011189i,0.00036585+0.0018158i,0.0017516+0.0016163i,0.0021385+0.00027301i,0.0013857-0.00037329i,-0.00033335-0.00040883i,-0.0012652-0.00056719i,-0.0002333-0.00018688i,0.0004959+0.00093287i,-0.00053942+0.00031625i,-0.00025663-0.00082528i,0.00048389-0.00040927i,0.00083037+0.0001042i,0.00073819+0.00045413i,0.0001791+0.001251i,-0.00018065+0.00094993i,9.7683e-05-0.00025774i,0.00051032-0.00083376i
-0.00017926-0.00054572i,-0.00062725+8.5815e-05i,-0.0011031+0.0013984i,-0.0008926+0.001353i,-0.00036122+0.001077i,-0.00052241+0.0013204i,0.00025934+0.0016699i,0.0013812+0.00098738i,0.00083952+0.00013699i,-0.00065752+0.00033565i,-0.00092962+0.00073347i,-0.00019743+0.00061367i,2.9506e-05+1.5613e-05i,4.7836e-06-0.00034072i,4.8434e-05+0.00013724i,0.00031755+0.00024334i,-9.8258e-05+0.00023881i,-0.00031067+0.00042168i,0.00020203+0.00094081i,0.00024029+0.00085599i,-0.00014064+0.00033709i,-0.00013178+0.00030794i,0.00044206+0.00017992i
0.0012502-3.5319e-05i,0.0017448+0.00093905i,0.0017181+0.0012723i,0.0020491+0.00013242i,0.0020928-0.00091422i,0.00088165-0.00022053i,0.00040172+0.0003681i,0.00079639-4.6194e-06i,0.00075664-0.00046606i,0.00056978-0.0011888i,7.6394e-05-0.0012602i,-0.00038743-0.00042934i,-0.00082779-0.00038131i,-0.00068209-0.00024945i,-0.0006866+0.00035595i,-0.0011187+6.8653e-05i,-0.0008639-0.00010108i,-0.00070634-0.00020242i,-0.00059402-0.0002898i,-0.00011261+0.00025489i,0.00013534+0.00060113i,0.00047799+0.00010129i,0.0004304+0.00028148i
0.0014452+0.00059211i,0.0013815-0.0001826i,0.00027307-0.00062535i,-0.00063835-0.0010701i,-0.00080535-0.001273i,-0.00087984+3.9461e-05i,-0.00022745+0.0012568i,0.00042354+0.00113i,0.00039235+0.00022461i,0.00067426-0.00012218i,0.00023519+0.00022756i,-0.00060472+0.00022323i,-0.00052337+0.0007603i,-5.8062e-05+0.00062307i,-0.00062831-0.00015179i,-0.00093676-0.00024019i,-0.00077659-0.00014851i,-0.00040546+0.00050685i,0.00016301+0.00091347i,0.00012689+0.00066223i,-0.00037566+0.00035675i,-0.00028591+0.00056577i,-5.8794e-05+0.00060583i
-0.00071737+0.00025886i,0.00019039-0.00025237i,0.0006947+0.00015639i,0.00021188-0.00013612i,0.00070261-0.00089253i,0.00068122-0.0015949i,-0.00011465-0.0011616i,-0.00017896+0.00033718i,2.0637e-06+0.00091252i,0.00015799+0.00099748i,-0.00050401+0.00061486i,-0.00010191-0.00077378i,0.00087099-0.00071972i,0.00087697-0.00035097i,0.00054121-0.00082032i,-0.00033759-0.00056874i,-0.001384+1.2034e-05i,-0.00088087-0.00052797i,2.4871e-05-0.00094133i,0.00016575-0.00083091i,0.00062824-0.00057642i,0.00040154-0.00013709i,1.7355e-05-0.0005942i
-0.00043225-0.00095391i,-0.00041867+0.00049245i,-0.00069307+0.0015213i,-0.0013704+0.0007503i,-0.0018908+0.00049109i,-0.00067962+0.00070551i,0.00058016+6.6305e-05i,0.001161-0.0009817i,0.00090091-0.0012415i,-4.7461e-05-0.00035687i,-0.00054298+0.00056819i,-0.00032524+0.00022943i,-0.0004544+0.00035202i,0.00018747+0.00077743i,0.00082134+0.00061777i,0.00098489+0.00037279i,0.00091757+3.512e-05i,0.00070542+5.2767e-05i,0.00092977+0.00018522i,0.0009613-0.00023483i,0.0005802-0.00088618i,0.00035491-0.00052783i,3.3738e-05+8.6853e-05i
-0.00027632-0.00089543i,0.00012277-0.0015788i,0.0011802-0.001334i,0.0016172-0.001179i,0.00032153-0.00068413i,-0.00080322+0.00042508i,0.00035123+0.0007588i,0.0021192+0.00018908i,0.001655+0.00020839i,-0.00021553+0.00014421i,-0.00074047-0.00079642i,-0.00033335-0.00050266i,-0.0003066+0.00045371i,-0.0006467+0.00058968i,-0.0011016+0.00049883i,-0.00074516+8.051e-06i,-1.7302e-05-0.00011917i,0.00021196+0.00052842i,-0.00015084+0.00083302i,-0.00016011+0.001058i,-0.00046061+0.00068628i,-0.00091607+8.013e-05i,-0.00070794+2.8307e-06i
0.0023178-0.00026871i,0.0021928-0.00048526i,0.00036568-0.0012633i,-0.00053934-0.00091962i,0.00010423+0.00014462i,0.00055464+0.00054876i,0.00036522+0.00077676i,0.00052002+0.00043087i,0.00014207-4.24e-05i,-3.6731e-05-5.3188e-05i,-2.9521e-05+0.00015685i,-0.00053071-0.00016671i,-0.00098051-0.00064457i,-0.00037954-0.00066837i,0.00052821-0.00079306i,0.00031295-0.00090845i,-0.00026018-0.00065326i,-0.00035827-0.00026568i,-0.00010396-0.00029361i,8.4335e-05-0.00037675i,0.00067229-0.00039004i,0.0006316-0.00067771i,0.00040166-0.00046054i
-0.0029104+0.0017864i,-0.0032184+0.0024629i,-0.0025286+0.0022882i,-0.0013278+0.001334i,-0.00079986+0.00026351i,-0.00039819+0.00044092i,0.00071979+2.3295e-05i,0.00080911+6.0194e-05i,0.0003207+0.00054765i,-0.00035694-4.9894e-05i,-0.00034077-7.2029e-05i,0.00022736+0.00061079i,0.0001387+1.6516e-05i,-0.00032891-0.0011149i,4.6433e-06-0.0014274i,0.00051491-0.00055261i,0.00027258+0.00011544i,4.9781e-06+4.4742e-05i,-0.00011944+0.00038003i,-0.00028617+0.0011359i,-0.00033855+0.0012975i,-0.0002713+0.00072283i,0.00014248-0.00012179i
-0.00038084+0.00065089i,0.00051111+0.00066482i,0.00025892+0.00073909i,0.00041958+0.00068767i,0.00038262+0.0013967i,0.00013303+0.0013762i,0.00021911+0.00059959i,4.1475e-05+2.7882e-05i,-1.1669e-05-0.00029058i,0.0001977-0.000801i,0.00028496-0.00073658i,0.00039221+2.3756e-05i,0.00047691+0.00055097i,0.00031657+0.00036066i,4.5366e-05+0.00031125i,0.00010189+0.00068816i,-9.3923e-05+0.00028215i,-0.00023431-0.00075148i,-0.00018961-8.9117e-05i,-0.00046939+0.00041738i,-0.00065696+4.5296e-05i,-0.00084528+0.00029354i,-0.00069924+3.5301e-05i
0.00061624+0.00084173i,0.0011867+0.0014033i,0.0013559+0.00093279i,0.00032625-0.00038145i,-0.00016721-0.00077667i,0.00044067+0.00079663i,0.00063489+0.0015104i,0.00083917+0.00044876i,0.00081366-0.0008998i,-0.00010515-0.00076187i,-0.00062295+0.00032649i,-0.00018473+0.00044681i,0.00035995+0.00030844i,-1.5698e-05+0.00012437i,0.00027311-0.00011225i,0.0010641+0.00022822i,0.00088356+0.00014084i,-0.00026406-0.00043434i,-0.0007508-0.0009119i,-0.00022085-0.0012496i,3.6562e-05-0.00097462i,0.00049262-0.00029015i,0.00021945-0.00056425i
-0.00060341-0.00154i,-0.0015317-0.0014363i,-0.0020253-0.0015641i,-0.0016283-0.0012762i,-0.00073413-0.00053824i,-0.00044016+3.097e-05i,-0.00044808-0.0001822i,2.2012e-06-0.00089452i,0.0002394-0.0011098i,0.0002704-0.00028695i,-0.0004403+0.00034155i,-0.00074278+0.00025289i,0.00048876+0.00035825i,0.0010035+0.00018263i,0.00052813+5.7585e-05i,0.00017383-0.00019335i,-0.00025992-0.00040023i,-0.00027147+0.00010049i,-0.00033409+0.0003825i,-0.00047449+5.7277e-05i,-0.00029661-0.00037645i,0.00029281-0.00014946i,0.00054244+0.00015835i
0.00087178+0.0019632i,0.0018412+0.0013017i,0.0020088+0.00023159i,0.0017271-0.00045759i,0.0010621+0.00028334i,0.00054289+0.0015772i,0.0004921+0.0022312i,0.00029953+0.0020284i,0.00067216+0.00067264i,0.00044253-0.0007225i,-0.00037697-0.00077157i,-0.0002859-0.00044907i,-0.00031935-0.00068675i,-0.00071814-0.00022736i,-0.0012974+8.0657e-05i,-0.00092848-0.00083235i,-5.6735e-05-0.0013802i,0.00036984-0.0007458i,0.00036674+0.00030161i,0.00037471+0.00054756i,0.00025159+0.00021134i,0.00043929-0.00010541i,0.00039586-0.00019589i
-0.0018179-0.00082877i,-0.0020289-0.00165i,-0.0015121-0.0014678i,-0.00045203-0.0011305i,-0.00023389-0.00098664i,-0.0007388-0.00084563i,-0.00052392-0.00060649i,0.00095216+8.8244e-05i,0.0013118-0.00013181i,0.00054563-0.00048405i,-0.00049734-0.00014254i,-0.00060672+0.00024888i,-0.00060547+0.00051197i,-0.0012556-4.5517e-05i,-0.0012168-0.00019014i,-0.00010562+0.00025171i,0.00042805+0.00079713i,-6.9596e-05+0.0012251i,-0.00049949+0.00047074i,-0.00048934-0.00054417i,-0.00017455-0.00012671i,-0.00016469+1.266e-05i,-0.00011234-0.00038732i
0.0003856+0.00068826i,0.00062422+0.0011073i,0.00024224+0.00080276i,9.6283e-05-0.00020775i,0.00086936+0.00044247i,0.0010044+0.0013967i,0.00029888+0.00096476i,0.00038197-9.3465e-05i,0.00036615-0.00040159i,0.0002298-0.00035635i,0.00022669-0.00044233i,0.00028738-9.3583e-05i,0.00050189-0.00011229i,0.00076443-0.00071649i,-0.00020754-0.0012465i,-0.00072684-0.0007879i,0.00034493+0.00025377i,0.00029541+0.00073871i,-0.0007445+0.00068533i,-0.00078969+0.00041243i,-0.00076194+0.00026336i,-0.00075635-0.00023062i,-0.00020236-0.0012367i
0.0019207+0.00092135i,0.0013698+0.0010399i,0.00056708-0.00022324i,-6.5565e-07-0.00020992i,-0.00075196+5.8592e-05i,-0.0006341-4.8236e-05i,0.00021895-7.0418e-05i,0.00069696-0.00037755i,0.0011799-0.00053832i,0.00059244-0.00027623i,-0.00019261-8.7972e-05i,-0.00038762-0.00073868i,-0.0003708-0.0010277i,-0.00071146-0.000241i,-0.0014423+2.2482e-05i,-0.00096344+0.00050822i,-0.00063003+0.00027453i,-0.000896-0.0003864i,-0.00054197-0.00017446i,-0.000343-0.00052076i,-0.00059155-0.0004213i,-0.00053637-6.9292e-05i,-0.00028042-0.00020955i
-0.00013737+0.0013158i,-0.00039727+0.00081556i,-5.6228e-05+0.0013976i,0.00086329+0.00052293i,0.00039953+6.3928e-05i,-0.00011963+0.00027895i,-0.00011522-0.00026953i,-0.00070077-4.6062e-05i,-0.00042981+6.8631e-06i,-0.00018731-0.00010284i,0.00030835+1.417e-05i,0.00087048-7.0045e-05i,0.000361-0.00018761i,-0.00058383-0.00027912i,-0.0004191-0.00028693i,3.6674e-05-0.00066685i,-0.00017742-0.00058674i,-0.00090035+0.0003297i,-0.0009574+0.00026607i,-0.0010351-0.0002962i,-0.00073388+0.00014655i,-0.00024867+0.0010408i,-1.5672e-05+0.00085889i
-0.00019084+0.0018478i,5.8225e-05+0.0012412i,0.00085528+0.00083865i,0.0014325+0.00063203i,0.00081495+0.00099197i,-0.00049576+0.00098844i,-9.8171e-05+0.0011284i,0.00013137+0.00098856i,1.7994e-05+0.00058886i,0.00023215-0.00031594i,0.00037637-0.00052154i,0.00045334+0.00021547i,-0.00033784+2.9705e-05i,-0.00094011-0.00042489i,-0.00095772-0.00075744i,-0.00035554-0.0010293i,-0.00036895-0.00019932i,-1.1973e-05+0.00013687i,0.00080985+0.00010236i,0.0004725+0.0011613i,0.00056995+0.0014438i,-0.00014456+0.00056014i,-0.0012488-0.00033952i
-0.00087617-0.0012894i,-0.0005283-0.0012198i,-0.00075807-0.00033618i,-0.0008662-0.00014491i,-0.00031849-0.00076311i,-0.00036069-0.0008855i,-0.00039913-0.00048953i,0.00046953-0.00071035i,0.00079593-0.0011389i,0.0003863-0.00069426i,9.4724e-05-0.0005122i,0.00057256-0.00023983i,0.00049062+0.00012568i,-0.00016404+0.00018005i,-0.00031428-7.0951e-05i,-0.00057853-0.00026352i,-7.6738e-05-0.00045365i,-7.0319e-06+7.9866e-05i,-0.00050102+0.00055908i,-2.3794e-05-0.00027927i,0.0002746-0.00021438i,-0.00040693+0.00075934i,-0.00068516+0.00092968i
0.0019579-0.00104i,0.0016383-0.0013619i,0.00062763-0.0013984i,-0.00050319-3.2707e-05i,-0.00042051+0.0012173i,0.00016626+0.0014498i,0.00022248+0.00098231i,0.0004385+0.0002687i,0.00013194-0.000187i,-4.2439e-05-0.00011986i,0.00050504+2.7529e-05i,0.0012742-0.00043494i,0.00074186-0.0010005i,0.00013704-0.0011702i,0.00031866-0.00051217i,3.0854e-05+0.00043948i,-8.2443e-05+0.00070019i,-0.0003639+0.00068368i,-0.00052587+9.2936e-05i,-0.00034789-0.00044227i,0.00031601-6.1616e-05i,0.0007124-0.00030878i,0.00041827-0.00042457i
0.0021829+0.001353i,0.0026897+0.00083803i,0.00096133-3.9622e-05i,1.0356e-05-0.0010787i,2.7741e-05-0.0011446i,-0.00029705-0.00024914i,0.00010093+0.00072295i,0.0011075+0.00072868i,0.0013626-4.9377e-05i,0.00091489-0.00069531i,0.00011485-0.0006532i,-0.00063829-0.00036708i,-0.0016078-3.9211e-05i,-0.0019679+0.00025608i,-0.001448+0.00033644i,-0.0010868+0.00048417i,-0.00090914+0.00080771i,0.00014459+0.00087784i,0.0015484+0.00041744i,0.0011339-0.00010196i,0.00075136+0.00014095i,0.00043639+0.00034929i,0.00021045+0.00016673i
0.00062703+0.0015762i,7.8293e-05+0.0021742i,-0.0024482+0.0020135i,-0.0016262+0.0011296i,0.00046995+0.0016299i,0.001095+0.001662i,0.00068436+0.00055156i,0.00016716-4.6422e-05i,7.3777e-05+0.00022963i,0.00022964+0.00044103i,-0.0003154+9.9691e-05i,-0.00058862-0.00033497i,1.8773e-05-4.7949e-05i,-0.00024688-3.5424e-06i,-0.00025597-0.00032445i,0.00010467-0.00050376i,-2.3504e-05-0.000523i,-0.00016445+2.5965e-05i,-0.00016027+0.0007113i,-0.00017941+0.00078673i,-6.2159e-05+0.00061766i,0.00015467+0.00054124i,0.00047177+0.00057909i
0.0018623-0.0011822i,0.0023678-0.001302i,0.0018149-0.00081772i,0.00029702-0.0019072i,-0.00032485-0.0010836i,-0.00032229+0.0011125i,0.00018696+0.0014655i,0.00095192+0.0013187i,0.0010758+0.00043029i,-0.00018836-0.00048732i,-0.00058685-0.00052696i,-0.00019277-0.0005554i,-0.00099577-4.3691e-05i,-0.0011197-0.00033118i,-0.00081044-4.8659e-05i,-0.0013895+0.00022628i,-0.0012388-0.00020239i,-0.00023096-0.00028463i,0.00049386+0.00022719i,0.00078356+0.00080583i,0.00090829+0.00066538i,0.0010578-0.00026476i,0.0012653-0.00104i
-0.0010369-0.00090197i,-0.00087829-0.00017836i,-0.0010304+0.001763i,-0.00027224+0.0022337i,-0.00022525+0.001484i,-0.00070039+0.00071328i,-5.8289e-05+4.7903e-05i,-0.00031365-9.1857e-05i,-0.00053201+0.00041648i,4.8611e-05+0.00023472i,-0.00033551-0.00010336i,-0.00078703+2.8402e-05i,0.00010663+0.00027227i,0.00038388+0.00058335i,0.00011412+2.7319e-06i,0.00021111-0.00013211i,-0.00036612+3.4691e-05i,-0.00065744-0.00023304i,-0.0002862-0.00027321i,-0.00018025-0.00045676i,-3.2581e-05-9.5511e-05i,1.7742e-05+0.0006714i,-0.00021918+0.00048122i
-0.00023537+0.00037997i,-0.00050636+2.001e-05i,-5.7754e-05-2.5901e-05i,-0.00037934+7.5524e-05i,-0.00086595+0.00066832i,-0.00051526+0.00037427i,-0.00020892+4.7442e-05i,-0.00017604+8.9616e-05i,0.00055611+0.00033308i,0.001089+0.0011773i,0.0010121+0.00098819i,0.00023307+0.00019059i,1.0391e-05-0.00044462i,0.00090584-0.00074417i,0.00097334-0.00029638i,0.00064305-0.00046006i,0.00081585-0.0005923i,0.00066553-0.00034416i,-2.866e-06-0.00021182i,-0.00026758+0.00022898i,-0.00030965+0.0004793i,-0.00020119+0.00042734i,0.00032426+0.00041613i
0.00076174+0.0022009i,0.0024189+0.0022239i,0.0033465+0.0027214i,0.0027105+0.0017562i,0.0017974+0.00042243i,0.00043725+0.000601i,8.082e-05+0.0011883i,0.00049522+0.00097511i,0.00016293+0.00022154i,-0.00022905-0.00013688i,-0.00027667-0.00043835i,9.7318e-05-0.00082948i,1.5197e-05-0.0001736i,-0.00051963-9.1697e-06i,-0.00029687-0.00090412i,0.00027446-0.0011391i,0.00041071-6.6226e-05i,-0.00028015+5.2872e-05i,-0.00033309-0.00070039i,-1.5488e-05-0.00043196i,0.00047278-0.00016135i,0.00039879-0.00010439i,0.00012556-0.00040127i
-0.00011091-0.00062852i,-0.00052674-0.0009282i,-0.00079883-8.7637e-05i,-0.000832+0.00048425i,-0.00055334+0.00050995i,-0.00014523+0.00068832i,0.00082027+0.00065723i,0.001168-0.00020126i,0.00096775-0.0003974i,-6.5002e-05-7.3357e-05i,0.00010593-0.00056667i,0.00077448-0.00032015i,-0.00018061-0.0001916i,-0.00055538-3.2231e-05i,0.00034106-0.0005321i,0.0011897-0.001833i,0.0017377-0.0008911i,0.0012508+0.00047326i,-0.00031262+0.00071603i,-0.00084031-0.00027764i,4.3726e-05-0.00072917i,0.0010306+0.00045103i,0.00083371+0.00040189i
-0.00071205-0.00072626i,-0.0001466-0.00057354i,0.00042715+0.00016355i,0.0003396+0.0011655i,-0.00024985+0.00087944i,-0.00058826+0.00085931i,-0.00067932+0.0011991i,-0.00070914+0.00087985i,-0.00077063+4.8563e-05i,-0.00072554-0.00075697i,-0.0012358-0.00070255i,-0.0013174-0.00054417i,-0.00029175-6.3242e-05i,0.00010465+0.00046878i,0.00017448+0.00019152i,-2.563e-05-0.00011745i,-0.00022745+0.00018708i,6.1705e-05+0.00036605i,0.00040401+0.00034648i,0.00018017-8.7838e-06i,-1.348e-05+0.00034391i,-2.3786e-05+0.00072824i,-0.00011191+0.00050891i
0.00019876+0.001425i,-0.00066176+0.00077658i,-0.00047823+0.0024513i,0.00037629+0.0024902i,0.0010441+0.0010552i,0.0014432+0.00061988i,0.0010006+0.00076625i,7.6314e-05+0.00058432i,-6.0455e-05-0.00052692i,0.00045601-0.0007122i,0.00067821+0.00012333i,0.0002417-0.00021705i,4.6859e-05-0.00043721i,9.6409e-05-0.00053442i,-9.8832e-05-0.00084077i,-2.1219e-05-0.00024365i,0.00010425+0.00075587i,-0.00044131+0.0014099i,-0.00095732+0.00082308i,-0.00032905+0.00011946i,0.00023633+8.1844e-05i,0.00040026+0.00022104i,0.00025203-0.00029238i
0.0024244-0.0021903i,0.0016197-0.0019889i,-0.00015852-0.0018934i,-0.0010871-0.0012703i,-0.00060313+0.00029753i,-0.00059243+0.0014978i,-0.00018438+0.00087001i,0.00045709-0.00021693i,0.0006421-0.00016104i,0.00030603-6.3725e-05i,-0.00037707-0.00033709i,-0.00098698+0.00011788i,-0.0013468+0.00037947i,-0.0010538+0.00039617i,-0.0010953-0.00014294i,-0.0008089-0.00031232i,6.0606e-06+0.00028693i,0.0004559+0.00052912i,0.00038634+0.00043114i,0.00064056+0.00046011i,0.0010447+0.00090216i,0.00098044+0.0010939i,0.00043731+0.00051135i
0.002274+0.0027114i,0.0016752+0.0023056i,0.0016539+0.0014812i,0.0016819+0.00086008i,0.0011471+0.0010474i,-4.7749e-05+0.00067068i,-0.00016621+0.00066466i,0.00043524+0.00047275i,0.00083091-0.00011947i,0.0013264+0.00015554i,0.00073479-5.6604e-05i,-0.00053941-0.00034295i,-0.00094366-8.6158e-05i,-0.00086546-2.9425e-05i,-0.00055348-0.00013066i,0.00030879-0.0006915i,0.00094214-0.00070161i,0.00089645-0.00069717i,0.00010132-0.00055494i,-0.00050418-6.8211e-06i,1.0966e-05+0.00043193i,4.7366e-06+0.00028524i,-0.0002518+0.00026373i
-0.0011219+0.0004994i,-0.0019911+0.00034085i,-0.0022787-4.1966e-05i,-0.0024435-0.0009563i,-0.001302-0.00099297i,-0.00065128-0.00055338i,-0.00052949-0.00016817i,0.00067912+0.00035977i,0.00056412+0.00051295i,-7.756e-05-0.0003881i,-0.00021879-0.0010829i,-0.00017475-0.00033875i,0.00030679+0.00050925i,0.0003169+0.00022799i,-0.00020624+2.0875e-05i,-0.00070047+0.00040757i,-0.0008443+0.00048877i,-0.00097224+0.00021215i,-0.00069308+0.00072448i,-5.2197e-05+0.0012914i,0.00016531+0.00039824i,0.00074975-0.0001479i,0.00090712-0.0004009i
-0.00016686+0.00025884i,0.0014017-0.00049169i,0.0016588+5.72e-05i,0.00088005-0.00035782i,0.00053995-0.0011521i,0.00065864-8.686e-05i,0.00059367+0.0015804i,-0.00015053+0.0017198i,-0.00064533+0.00081306i,-0.0009646+0.00010821i,-0.0009886-0.00077332i,-0.00072013-0.0005246i,-0.00053864-0.00021053i,-0.00050536-0.0013207i,-9.0992e-05-0.0010616i,0.00071708-0.00042953i,0.0010554-0.00066757i,0.0011113+0.00020181i,0.00056166+0.00069917i,0.00010834+0.00018457i,0.00027878-3.7143e-05i,-9.9243e-06+2.508e-05i,-0.001009+0.00027262i
0.00029528-0.0019662i,-0.000263-0.0018544i,-0.0014794-0.002572i,-0.0013715-0.00094671i,-0.00092559+0.001367i,-0.00013137+0.0020274i,0.00080038+0.0016584i,0.0003923+0.00081907i,-0.0008943-0.00037651i,-0.00061992-0.00031257i,0.0003126+0.00036919i,0.00055098-0.00015792i,0.00089572-0.00010878i,0.00077167+0.00051003i,0.00010153+0.00047356i,-0.00049167-9.8493e-05i,-0.00056821-0.00027493i,-0.0004435-0.00023012i,0.00040607-0.00019845i,0.00083688-0.00046806i,0.00043302-0.00074805i,0.00038336-0.00014907i,0.00074655+0.00040384i
0.00050047-0.0010886i,-2.4229e-06-0.00031579i,-0.00053017-0.00018502i,-0.00039503-2.7764e-05i,-0.00028588+0.0010771i,-0.00021421+0.0013466i,0.00021477+0.0011866i,0.00036274+0.0011247i,0.00030191+0.00063672i,-0.00019266+0.00035407i,-0.00034316+0.00095505i,-0.00052019+0.00089625i,-0.00092937+0.00052553i,-0.00034483+0.00039907i,9.1573e-05+0.00017553i,9.5927e-05+2.5536e-05i,0.00012336-0.00041777i,-4.3652e-05-0.00054941i,-0.00029735-0.00013457i,-0.00023354+0.00019089i,0.00030874+0.00060969i,0.00028709+0.00062064i,0.00020697+0.00060184i
-0.00022273+0.0031753i,-0.00042502+0.0037831i,0.0011556+0.0028155i,0.001162+0.00091888i,0.00063156+0.00049549i,0.00086318+0.0010705i,0.00039246+0.0010326i,9.4041e-06+0.00072453i,0.00014467+0.00070445i,0.00015488+0.00053249i,-0.00020253+7.3531e-06i,-0.00034248-4.5598e-05i,0.00024039+0.00020496i,0.00025948+0.00022654i,-0.00034779-6.8995e-05i,0.00013992-0.00027347i,0.00072169-0.00046899i,0.00060739-0.000334i,0.00028897+0.00060119i,1.2115e-06+0.0011607i,-0.00022385+0.00065181i,9.8577e-05+3.4855e-05i,0.00047525-0.00062221i
0.00027838-0.0023239i,-0.0011715-0.003618i,-0.0013787-0.0033763i,-0.0014799-0.0020441i,-0.0010599-0.00052152i,-0.00019432+0.00087671i,0.00011488+0.00012591i,-4.4328e-05-0.00093386i,-0.00024523-0.00057773i,0.00025519-0.00069662i,0.000187-0.0013752i,-0.00037341-0.0012021i,-0.00093152-0.00037263i,-0.00084265-0.00027352i,-0.00064667-0.00011571i,-0.00017268-0.00030603i,0.0010155-7.1463e-05i,0.0008015+0.00032367i,-6.2918e-05+0.00028752i,-0.00034696+0.00050789i,-6.2442e-05+0.00052674i,-0.00045061+0.00038177i,-0.00035314+0.00029367i
0.00017447+0.0015601i,0.00076703+0.0023582i,0.00098113+0.0025101i,0.00074424+0.001719i,0.0006268+0.00045648i,-4.5829e-05-6.3449e-05i,6.9303e-05+0.00028758i,0.0010247+0.000442i,0.00097741-0.00029806i,0.00077358-0.00099174i,0.00052319-0.00041994i,-0.00043472-4.0882e-05i,-0.0004294-0.0006635i,-0.00031079-0.00012622i,-0.00049425+0.00034542i,-0.00050706-0.00013335i,0.0002316-4.3205e-05i,0.00041133+0.00021851i,0.00016035+7.9488e-05i,9.6469e-05+3.7004e-05i,-3.7399e-05-0.00013203i,0.00022439+0.00027577i,0.00032261+0.0006515i
0.0004746-0.0016893i,0.00022259-0.0012289i,-0.00065145-0.0012902i,-0.00089376-0.0011415i,-0.00011263-0.00053882i,0.00046637+0.00010766i,0.00083401+0.0008831i,0.00048218+0.00060824i,-9.4203e-05-0.00030916i,0.00025558-7.3836e-06i,0.00016976+0.00060895i,-0.00014651+3.8734e-05i,4.8068e-05-3.2663e-05i,9.4846e-05+8.3176e-05i,-0.00032149+0.00017103i,-0.00050236-4.1898e-05i,9.2322e-05-0.00012765i,0.00031031-3.0874e-05i,4.448e-05-0.00022859i,-0.00016957-0.00052257i,-0.00031694-0.001336i,0.00078455-0.001156i,0.0010938+0.00017905i
0.001044+0.00033175i,0.0015521-0.00047909i,0.0009313-0.00056003i,6.0966e-05-0.00031182i,-0.00095064-0.00018492i,-0.00055824-6.9362e-05i,0.00037661+0.00018792i,7.1645e-05+0.00018332i,-6.1763e-05+0.0008354i,0.00028149+0.001354i,0.00074499+0.00096628i,0.0011693+0.00031759i,0.0012297+9.9722e-05i,0.00044719+0.00047586i,-0.00017112+0.00015802i,2.8208e-05-0.00040015i,-1.8924e-05-0.00013582i,-0.0002221+0.00045539i,0.00048811+0.00012122i,0.00094564+2.7727e-05i,0.0010219+0.00067908i,0.00055573+0.00034938i,8.11e-05-0.00044562i
-0.002071+0.00097011i,-0.0035083+0.0011934i,-0.0037917+0.00099718i,-0.0020796+0.001099i,-0.00034079+0.00084014i,6.5585e-05+0.001044i,0.00080336+0.0012087i,0.00061658+0.00072845i,-0.00025599+0.00052938i,-0.0007677+0.00065714i,-0.00076968-0.00019492i,-0.00013862-0.00086219i,0.00056112-0.0010039i,0.00029064-0.0013643i,-0.00043144-0.0013477i,-0.00046824-0.0012104i,-0.00022047-0.0010566i,-0.00016864-0.00054498i,-0.00022916-0.00039205i,-0.00037136-0.00056497i,0.00054742+0.0001158i,0.00034421+0.00070606i,-0.0009343+0.00012098i
-0.00070053+0.002202i,-0.00020831+0.0014318i,-0.00031952+0.0011133i,-0.00028976+0.00098208i,7.867e-05+0.0003553i,0.00047299-0.00041899i,0.00058187+4.5358e-05i,0.00052898+0.00055449i,0.00088576+0.00026927i,0.00039821-0.00033882i,-0.00022532-0.0003756i,-0.00038536+0.0002834i,-0.0011781+0.00024525i,-0.0016701-0.0009575i,-0.00066921-0.0019212i,0.00054214-0.0014271i,0.00019143-5.896e-05i,-0.00070584+0.00085873i,-0.00076557+0.00094327i,-0.00036543+0.0010683i,7.9981e-05+0.00075473i,0.00018765+9.7592e-05i,0.00047675-0.00053108i
0.00075027-0.0013287i,0.0012269-0.0005533i,0.0014391-0.00089938i,0.0016795-0.0012574i,0.0020809-0.0005479i,0.0016755+0.00062129i,0.00072139+0.00083136i,0.00045582+0.00077564i,7.0176e-05+0.00071331i,-0.00053511-0.00010178i,-0.0004353-0.00042943i,0.00011444-0.00031926i,0.00025885+0.00042807i,-0.00017937+0.00030395i,-0.00055842-0.00034858i,-0.0007441-0.00016419i,-0.00035446+0.00014867i,0.00014967+6.702e-05i,-0.00014356-0.00018341i,-0.00016751-0.00065027i,0.00050365-0.00063103i,0.0010231-0.00028134i,0.0009435-0.00034091i
