-0.00020833+0.00041403i,0.00034017-0.0010238i,-0.001166-0.00086402i,-0.0028607-0.00025042i,-0.0026025-0.00053057i,-0.0015124-0.00024005i,-0.0011147+0.00061073i,-0.0001699+0.00051207i,0.00060522+0.00013515i,0.00034184-0.0005426i,9.4067e-05-0.0014924i,-7.7564e-05-0.0018733i,-0.00060487-0.0015002i,-0.0012047-0.0009572i,-0.00078024-0.00077219i,-0.00082082-0.00063985i,-0.0010093-0.00080609i,-0.00059446-0.00065756i,8.3481e-05+7.4266e-05i,0.0002434+0.00023304i,0.00025128+2.9759e-05i,-9.8796e-06-0.00048304i,-0.00038555-0.0010504i
0.0017952-0.00069039i,0.0026031-0.0013733i,0.0019192-0.0015163i,0.0015085-0.00073862i,0.00074-0.00054825i,-0.00023019-0.00058319i,-0.00017526-0.0010784i,0.00061858-0.0009868i,0.0005817-2.617e-05i,-1.3755e-05+0.00018179i,0.00013415-0.00015163i,-2.3396e-05-0.00095205i,-0.00065542-0.00085976i,-0.00075592-0.00064461i,-0.00023277-0.00058236i,-0.00044507-0.00049349i,-0.00032459-0.0010167i,-0.00028523-0.001162i,-0.00031045-0.00050184i,0.0001083+0.00020102i,-0.00018893-2.8937e-05i,-0.0004281-0.00052611i,-0.00011792+7.7814e-05i
0.0022113+0.0003815i,0.0019812-0.00051026i,-0.00013657-0.0011749i,-0.001734-0.00080949i,-0.0011641-8.4978e-05i,0.00049707-7.366e-05i,0.0010169-0.00072131i,0.00034629-0.0012522i,-3.4791e-05-0.0010379i,-0.00015587+1.0907e-05i,-6.0299e-05+0.00053929i,-0.00012255+0.00024007i,-0.00063746+0.00042844i,-0.0005853+0.00010822i,-0.00014098-0.00071778i,-4.945e-05-0.00094909i,-5.4088e-05-0.00078479i,-8.3716e-05-0.00079966i,0.00010346-0.00050582i,-0.00020792+0.00026412i,-0.00047627+0.00022674i,-0.00053166+3.021e-05i,-8.6306e-05+0.00061372i
0.00084753+0.0019375i,-0.00022869+0.00076871i,-0.00033372-0.00019583i,-0.00054595-0.00034039i,-0.00050712-0.00077927i,-0.0006712-0.0015696i,-0.00086131-0.0017422i,-0.00022597-0.00086815i,-0.0003838-4.3899e-05i,-0.00052141+0.00058049i,-0.00023687+0.00052235i,-7.4862e-05-0.00028374i,-0.00047496-0.00088172i,-0.00087986-0.00070441i,-0.00067937+0.00016764i,-0.00054704+0.00014164i,-0.00080128-0.00043504i,-0.0011792-0.00071378i,-0.00037848-0.00022318i,0.00020683+0.00019881i,-0.0001083-8.7339e-06i,0.00038997+0.00016083i,0.00051636+0.0006734i
0.0011103+0.00056141i,0.0015228+0.0010015i,0.0015598+0.00067395i,0.0010318+0.00020505i,0.00030481-0.00090743i,0.00014943-0.0020885i,0.00025755-0.0019068i,0.00030116-0.0013814i,-1.6635e-05-0.001173i,-0.00051681-0.0009123i,-0.00033446+0.00057324i,-7.8774e-05+0.0013269i,-0.00017154+0.00064776i,-0.00047289+0.00019311i,-0.0007958-7.8823e-05i,-0.0010665+9.435e-05i,-0.00075668+0.00010628i,-2.4238e-06-0.00018767i,0.00055946+0.0002746i,0.00040632+0.00074842i,5.2175e-05+0.0013716i,0.00035958+0.0011686i,0.00086376+0.00019063i
-0.0002123-0.00051675i,0.00019069-0.0012586i,-0.00050142-0.00095482i,-0.0017678-0.00054815i,-0.0016622-0.00063614i,-0.00066248-0.0010246i,-0.00011352-0.0010215i,-0.00025179-0.0010364i,-5.5966e-05-0.00011259i,-0.00071962+0.0002255i,-0.00080954-0.00045542i,-0.00018651-0.00071224i,-0.00031291-0.0010761i,-0.00060467-0.0010754i,-0.00044468-0.00025922i,5.3338e-05-0.00035563i,0.00024645-0.00075924i,9.9077e-05-0.0008411i,0.00030118-2.9502e-05i,0.00046738-3.027e-05i,0.00051634-0.00081261i,0.00063408-0.0001254i,0.00015953+2.736e-05i
0.00018359-0.00017362i,0.0017676-0.0011179i,0.0018638-0.00043074i,0.00023275+0.00074531i,-0.00097754+0.00029236i,-0.001064-0.0014136i,-0.00060296-0.0023245i,-3.325e-05-0.0017139i,-9.3703e-05-0.00067803i,-0.00035591-0.00097145i,-0.00026706-0.00057483i,-0.00094907-0.00048634i,-0.00086889-0.00084474i,-0.00048515-0.00041869i,-0.00031273+0.00029354i,2.797e-05-0.00020499i,8.1599e-05-0.00091389i,0.00018055-0.00021029i,0.00029275+0.00039691i,5.073e-05+0.00025421i,-0.0004889-0.00079862i,-0.00077092-0.0010832i,-0.00031421-0.00043907i
0.0001459+0.0013033i,-0.0002501+0.0010156i,-0.0010979+8.1287e-05i,-0.0011202-5.4644e-05i,-0.00038847+0.00025259i,-9.9944e-05-0.00041744i,-0.00055107-0.0013054i,-0.00076384-0.001621i,-0.00048177-0.0012844i,-0.00012824-0.00069853i,-0.00010852-0.00044483i,-0.00024929-0.00038795i,-0.00059183-0.00040241i,-0.00046639-0.00061445i,0.00044156-0.00047901i,0.0012964+0.00031096i,0.0010394+0.00055118i,0.00074092+0.00011223i,0.00055327-1.2544e-06i,9.1428e-05+0.00023296i,-0.000403+0.00064013i,-0.00015025+0.0012588i,0.00074362+0.0008469i
0.00040777+0.0011165i,7.1841e-05+0.00056889i,-0.0010138-0.00014975i,-0.0011571-0.00088905i,-0.00054528-0.00096006i,-0.00017444-0.002329i,3.7798e-05-0.0023628i,-0.00030785-0.0015192i,-0.00071715-0.0011158i,-0.00033029-0.00055552i,-0.00041417-0.00033734i,-0.00097253-5.8233e-05i,-0.0010432-0.00054001i,-0.00056422-0.00028848i,-0.00031905-0.00011178i,-0.00067748-0.00077494i,-0.00060017-0.0007129i,-0.00059974-0.00019692i,-0.00040898-0.00035113i,8.3276e-05-0.00026941i,-0.00011916+0.0002469i,-0.00027872+0.00047086i,-6.1093e-05+0.00032164i
0.0026035-0.00060939i,0.0023771-0.0010632i,0.0018925-0.0024147i,0.00036986-0.0023886i,-0.0012852-0.0021572i,-0.0010294-0.0024043i,-0.00018109-0.0015217i,0.00018702-0.00075241i,-0.00023717-0.001207i,-0.00067608-0.00088107i,-6.8839e-05+0.00016862i,0.00040242+0.00062492i,0.00013269+0.00011576i,-0.0002171-2.451e-05i,4.5659e-05+0.00047241i,0.00046586+1.3747e-05i,0.00068426-0.00070699i,7.5265e-05-0.00069441i,-0.00010149-0.00051702i,0.00027349-0.00081953i,0.00023545-0.00059304i,0.00041346+0.00019622i,9.2332e-05+0.00050162i
0.0011979+0.0015755i,0.0025293+0.0016943i,0.0011123+0.0016987i,-0.00022251+0.0011083i,0.0001016+0.00083157i,-0.00020146+0.0005687i,-0.00088808-0.00010548i,-0.00078487-0.00014716i,-0.00061345-0.00031042i,-0.00048082-0.00057919i,-0.00027009+1.6824e-07i,-0.000667+0.00063493i,-0.0012208+0.00025729i,-0.00090271-4.2286e-05i,-0.00025718+0.00018311i,0.00020956+0.00028265i,0.00052702-0.00050167i,0.0014621-0.0003703i,0.0017992+0.00056523i,0.001117+0.00051344i,0.00060703+0.00036043i,0.00017218+0.00054984i,0.0001864+0.00068329i
0.0018323+0.0018974i,0.00096371+0.00078973i,0.00043369-0.00097635i,0.00039101-0.002281i,0.0007869-0.002921i,0.00058605-0.0026021i,-0.00028658-0.0018935i,-0.00035375-0.0020753i,0.00015352-0.0019727i,-0.00032011-0.00089055i,-0.00042411-8.2957e-05i,1.4935e-05+0.00010447i,0.00036823+0.00030582i,0.00113+0.0001081i,0.0014041+0.00021047i,0.00037557+0.00018875i,-0.00010428+3.1743e-05i,0.00030357-7.7694e-05i,0.00024432+0.00023407i,-0.0003072+0.00078732i,-0.00054852+0.00054314i,-0.00077606+0.00054483i,-0.00063845+0.00042914i
0.00137-0.00022354i,0.0016787-0.0006147i,0.00091729-6.7041e-05i,-0.00050702+0.0012891i,-0.00064215+0.00068658i,-0.00040083-0.00063774i,-0.00084297-0.00092361i,-0.0010767-0.00046048i,-0.0014813-0.00017482i,-0.0015869-0.00055813i,-0.00067559-0.00016597i,-0.0001393+0.0001787i,-0.00036057-0.00057189i,-8.1608e-06-0.00082901i,0.00015963-0.00026291i,2.2421e-05+0.00015237i,0.00057085+0.00047508i,0.001283+0.00035802i,0.001019+1.1394e-05i,-4.7433e-05+0.00056671i,-0.00044238+0.00039732i,0.00027926-0.0005622i,0.00080258-0.00073728i
0.0031508+5.787e-05i,0.0037255-0.0010202i,0.0027762-0.001754i,0.0012112-0.0023956i,0.0004306-0.0032159i,-0.00060173-0.0035043i,-0.0014333-0.0028835i,-0.00056326-0.0017987i,-0.00016116-0.00073047i,-0.00062508-0.00034444i,-0.00054393-0.00066455i,-0.00046863-0.00093049i,-0.0003235-0.00053886i,0.00026489+0.00015622i,0.00032017-8.7555e-05i,0.00010637-0.00037261i,0.00013132-0.00025177i,-0.00022448-1.6366e-05i,-0.0007235+0.00055884i,-0.00096505+0.00053984i,-0.0005777+0.00012287i,0.00054532-9.3957e-05i,0.00094021+7.5759e-05i
0.0025194+0.00042837i,0.0015257+0.00076581i,-0.00020572+0.00027057i,-0.00092473-0.00017252i,-0.00022451-0.00031658i,0.00035107-0.00053012i,0.0009978-0.00083255i,0.0013702-0.00080745i,0.00065091-0.00013063i,-4.2791e-05+0.0003365i,-2.0734e-05+0.00010337i,0.0004083+0.00015044i,0.00046782+0.00050132i,0.00026031+0.00073904i,0.00045908+0.00058987i,0.00075419-0.00072826i,0.00076457-0.0012969i,0.00076304-0.00036056i,-0.00047458+0.00062787i,-0.0015163+0.00041978i,-0.00088139-4.4219e-05i,7.9523e-05-4.2806e-05i,0.00022699-3.3734e-05i
0.0013901+0.0002783i,0.0015514-0.00032028i,0.00096972-0.00053391i,0.00070775+0.00031658i,-0.0001839+0.00065662i,-0.0011492+2.9838e-06i,-0.00053537-0.0011543i,0.0001832-0.001545i,-0.00030321-0.0008846i,-0.000852-0.00025289i,-0.0011643+7.4142e-05i,-0.0011126+0.00029831i,-0.0010327+0.00033273i,-0.00069453+0.00083172i,-0.00018559+0.0010721i,-0.00041937+0.00018904i,-0.00067343-0.00019309i,3.9957e-05-0.00043712i,0.00045627-0.00059354i,0.00021119-9.4278e-05i,0.00019317+0.00039421i,-0.00041325+1.3106e-05i,-0.00047591-4.0609e-05i
0.0018533+0.00094282i,0.0021383+0.00044453i,0.00014318-0.001023i,-0.0014243-0.0015337i,-0.0015169-0.00094299i,-0.0010366-0.0013743i,-0.00064944-0.0014216i,-0.00010299-0.00083965i,-0.00084628-0.00016089i,-0.001742+0.00010467i,-0.0010979+0.00012649i,-0.00034702+0.00048016i,-0.00017734-0.00025226i,0.00022972-0.00073401i,0.00076204-0.00035557i,0.00090154-0.00025947i,0.00043875+0.00057738i,0.00016443+0.00077951i,-0.00025645+0.00065531i,-0.0007481+0.00043002i,-0.00045465+3.4219e-05i,0.00013819-0.00019692i,0.00080444-0.00038708i
0.0011543+0.00068444i,0.001389-0.00044191i,0.00099292-0.00036068i,-0.00018669+6.483e-05i,-0.00095368-0.00026134i,-0.00014117-0.0012294i,0.00016199-0.001637i,-0.00015241-0.0011263i,-0.0006542-0.00098938i,-0.0012186-0.00043296i,-0.00060658+0.00058619i,-0.00020744+0.00035342i,-0.00080787-0.00048548i,-0.0012055-0.00018658i,-4.4506e-05-0.00016509i,0.00078655-0.00090117i,0.00045792-0.00042644i,0.00040259+2.1693e-05i,0.00037696+0.00010926i,3.3612e-05+9.0559e-05i,-0.00026708-7.1417e-05i,-0.0005942-0.00027501i,-0.00034765-0.00020261i
0.0024348+0.00051784i,0.0022532+0.001148i,0.00048103+9.0943e-05i,-0.0012809-0.00093406i,-0.0013523-0.0011665i,-0.00086421-0.0004443i,-0.00051833-0.00060027i,0.00038093-0.00099021i,0.00052529-0.0016843i,-0.00052339-0.002311i,-0.0012141-0.00086925i,-0.00089109+0.00056102i,9.7203e-05+0.00030555i,0.00079371-5.8474e-05i,0.00069418-0.00010386i,-0.00021852-0.00021858i,-0.00041323-0.00061982i,0.00023166-0.00053595i,0.00031268-0.00038257i,0.00013361-0.00060955i,2.0151e-05-0.00026077i,5.6546e-05+0.00039778i,0.00016644+0.00038761i
0.00073272-0.00010481i,0.0004511+0.00030642i,-0.00060807+0.00057758i,-0.00082637+0.00067122i,-0.00046708-0.00014315i,-0.00015536-0.0012527i,-0.0003276-0.0010517i,-0.00090505-0.00092488i,-0.00061322-0.0010459i,0.000494-0.00025777i,0.00067545+0.00063711i,9.8999e-05+0.00069982i,-4.0095e-05-0.00012576i,0.00026164-0.00044761i,0.00056268-0.00045346i,0.00080357-0.0013336i,0.00030061-0.0020187i,-0.00012188-0.0014053i,5.8319e-05-0.00012669i,-0.0004581+0.00034436i,-0.00038512+0.00034315i,-0.00021533+0.00028875i,-0.00032733-0.00022197i
0.0015483-0.00087472i,0.001651-0.00099488i,0.00071284-0.0013975i,6.5208e-05-0.0013559i,-0.00031515-0.00077195i,-0.0018642+0.00030582i,-0.0021417+0.00020852i,-0.00080887-0.00038673i,6.5627e-05-7.2259e-06i,0.0003379+0.00035358i,-9.3523e-05+8.9892e-05i,-0.00051167-0.00050707i,3.6182e-05-0.00047918i,0.00051444-0.00068623i,0.00049139-0.0012604i,0.00022024-0.00052697i,-0.00012673+0.00070372i,-0.00036726+0.00067609i,-0.00013691-9.8396e-05i,0.00088825+0.00023975i,0.0011607+0.00073769i,0.0002098+0.00033191i,-0.00068826-0.00038216i
0.0012938-0.00039212i,0.0025632-0.00073514i,0.0014317-0.00032206i,0.00031285-0.00058211i,0.00044988-0.00073878i,0.00043168-0.0015085i,-0.00014807-0.0021032i,-0.00059161-0.0014929i,-0.00076782-0.00099154i,-0.00088005-0.00053503i,-0.00091414-0.00031768i,-0.0011343-0.00086076i,-0.00089105-0.00096723i,-0.00055069-0.00072021i,0.00024412-0.00042707i,0.00024683+0.00087918i,-3.911e-05+0.002062i,-9.1211e-05+0.0014299i,0.0003876+0.00056527i,0.00051963+0.00031642i,7.0014e-05+3.1737e-05i,0.00074594+0.00067555i,0.0012365+0.00085833i
0.0032799-0.00032081i,0.0035346-0.00067995i,0.0018114-0.00012115i,0.00057379-0.00019127i,0.00028388-0.0010247i,-0.0002733-0.0013584i,-0.00044071-0.00036261i,-0.00031151-0.00047286i,-0.00044325-0.0011759i,-0.00095661-0.001392i,-0.00077305-0.0011593i,-0.00061794-0.00069511i,-0.00042078+0.00024296i,-0.0002351+0.00039707i,-8.8427e-07-0.00032415i,0.00017287-0.00010759i,-9.9768e-05+0.00030404i,0.00019506+0.00013668i,0.00045517+0.00024532i,0.00018747+0.0001505i,0.00032186-0.0004311i,0.00059493-0.00066007i,8.7533e-06-0.00032906i
0.0013437-0.00094308i,0.00096452-0.0015954i,2.1627e-05-0.00166i,-0.00012783-0.00072527i,-0.0001919-0.00035632i,-0.00022056-0.00065307i,-0.00028544-0.0012907i,0.00020316-0.0010645i,0.00050927-0.00069487i,-0.0005187-0.0011428i,-0.00031685-0.0010779i,0.00057108-0.00050492i,0.00088036-0.00051911i,0.00093302-0.00068301i,0.00061072-0.00028364i,0.00061288-0.0001225i,0.00077066+3.832e-05i,0.00071982+0.00060081i,0.00055312+0.00038999i,0.00096317-0.00041885i,0.0011041-9.3834e-06i,0.00086003+0.00068546i,0.00095799+0.0008214i
-0.0011858+0.0026279i,6.7695e-05+0.0022575i,-8.4032e-06+0.0011802i,-0.0009922+0.00016358i,-0.0003392-0.001172i,-0.00014194-0.0017485i,-0.00080309-0.0011273i,-0.0011003-0.00062369i,-0.0014551-9.2755e-05i,-0.00097309+7.5402e-05i,-0.00065788-0.00020118i,0.000459-0.00075009i,0.0011951+4.6882e-05i,-0.00012621+0.0008781i,-0.0002958+0.00058651i,0.00037773+0.00026987i,0.00023113+0.00024318i,0.00047694+0.00037359i,0.00042512+0.00093522i,-0.00030231+0.00098423i,-0.00022208+0.00053201i,0.00030811+0.00011062i,0.00041415-0.00073994i
0.002611+0.001079i,0.0018121+0.00061005i,0.0010147-0.0013219i,-4.1538e-05-0.0025003i,-0.0013242-0.001656i,-0.0017889-0.0013239i,-0.0011869-0.0012078i,-0.00071612-0.001277i,-0.00074135-0.00094605i,-0.00050484-0.00061615i,-1.9433e-07-0.00069215i,0.00083408-0.00081078i,0.00040163-0.00026832i,-0.00025667+6.0261e-05i,-0.00010481-0.00059244i,-0.00029544-0.00039063i,0.00031511+0.00038104i,0.0011821+0.00079492i,0.0005793+0.0013588i,-0.0007603+0.0013135i,-0.0008647+0.00038701i,7.7339e-05-0.00028195i,0.0009073-0.00028497i
0.00069508+0.0003642i,0.0020515+0.00045443i,0.0025589+0.00052009i,2.0816e-05+0.00049193i,-0.0022362+0.00016949i,-0.0016414-0.00044518i,-4.9062e-05-0.00045711i,0.00041398-0.00046737i,0.00059003-0.0006119i,0.00058043-0.00047701i,0.00037687+0.00012071i,-0.00019264+0.00051262i,-0.00050426+0.00029337i,-2.792e-05-6.7549e-06i,0.00038199+0.00040992i,0.0002253+0.00037391i,0.00019689+0.000501i,0.0004442+0.00099699i,3.5552e-05+0.00032569i,-0.00022621-0.00047045i,-0.00036418-0.00049451i,-0.00014937-0.00032522i,0.00018548-0.00029078i
0.0026064-0.00012619i,0.0024221+4.782e-05i,0.00081044-0.00011979i,-8.856e-05-0.00089273i,-0.0010807-0.001379i,-0.0016206-0.0012603i,-0.00067863-0.00089385i,-0.00014928+3.9142e-05i,-0.00070759-2.2876e-05i,-0.0010168-0.00016644i,0.00033527-0.00018848i,0.0010564-0.0005075i,0.00013222-0.00049965i,-0.00073012-0.00074304i,-6.708e-06-0.00045332i,0.00077804+4.9945e-05i,0.00012022-0.00031189i,-0.00044379-0.0011381i,-0.00017168-0.00083043i,-0.00019092-0.00045269i,-0.00039982-0.00037511i,-0.00027837+0.00038634i,-9.8005e-05-8.841e-05i
-0.00039613-0.00038103i,-0.0010645-0.00016017i,-0.0024876-0.00048421i,-0.0029554-0.00040986i,-0.0020334+0.00081252i,-0.001174+0.00064i,-0.00081205-0.0010676i,-0.00063843-0.0015956i,-0.00049685-0.0010122i,-0.0004056-0.00032094i,3.5542e-05+3.723e-05i,0.00041131+8.6152e-05i,-0.00043519+0.00040731i,-0.00050021+0.00026331i,0.00017716-0.00045235i,4.8177e-05-0.00033173i,-0.00025661+0.00034022i,-0.00084782+0.00048575i,-0.00071083-3.5043e-05i,8.1637e-05+0.00016671i,2.4902e-05+0.00048956i,0.00022355+0.00071137i,-7.075e-05+0.001017i
0.00093931+0.00067683i,0.0011789+6.7242e-05i,0.0012887-0.00055841i,0.00092238-0.0011705i,1.0867e-05-0.0016291i,-0.00019072-0.001622i,0.00051329-0.00091365i,0.0005614-0.00078541i,0.00051523-0.00097465i,0.00064275-0.0010924i,0.00011333-0.00059373i,2.4865e-05+0.0002348i,7.9837e-06+0.00022389i,-0.00083143-0.00022104i,-0.001088-0.00091406i,-0.00053455-0.00079353i,-0.00032056-0.00087472i,-0.00081801-0.0015339i,-0.00073275-0.0013342i,1.7878e-05-0.00067889i,0.00080524+0.00055497i,0.00031751+0.00090702i,0.00014625+0.00043575i
0.0028701-0.00024414i,0.0026118-0.0014607i,0.00034488-0.0024436i,-0.0020433-0.0019449i,-0.0022957-0.00097575i,-0.0010655-0.0003953i,-0.00018894-0.00034288i,0.00034456-0.0012782i,0.00046252-0.0017651i,-0.00013768-0.0012161i,-0.0010609-0.00094328i,-0.0010767-0.0001254i,-0.00069583+0.00032053i,-0.00029187+0.00046043i,0.00057609+0.00045336i,0.0013389-8.0497e-05i,0.0014663-0.00012526i,0.00050239+0.00029319i,-0.00034212+0.00060429i,-2.666e-05+0.00079988i,0.00026825+0.00054241i,-1.1691e-05+2.5105e-05i,-6.0317e-05+0.00047523i
7.2841e-05-0.00032349i,0.0010008-0.0012071i,0.0013874-0.0013939i,0.00047541-0.00053781i,0.00088115+0.00032715i,0.0012462-0.0004785i,0.00063788-0.0014043i,0.00017045-0.0010008i,3.8808e-05-0.00089755i,-0.00011904-0.00082298i,-0.00038111+4.7619e-05i,-0.00055745+0.00063081i,-0.00086844+0.00026769i,-0.0013721-0.00039296i,-0.0011886-0.00031903i,-0.00099875+0.00036201i,-0.00090634+0.00017984i,-0.00046737-0.00025285i,8.1816e-05-0.0002512i,0.00067698-0.00037009i,0.00073129-0.00040835i,0.00049088-0.00043699i,0.00054983+0.00013272i
0.001089+0.00047258i,0.00057634+0.00046792i,-0.00011335+0.00016833i,-0.00078424-0.0002413i,-0.0017169-0.00057593i,-0.0023517-0.00098482i,-0.0016053-0.0013334i,-0.00074184-0.0010896i,-0.0006929-0.00078211i,-0.00069329-0.00059485i,1.3825e-06-4.8633e-05i,7.0861e-05+0.00012558i,-0.00049217-8.4936e-05i,-0.00028337-0.00011386i,-0.00039494-0.00027984i,-0.00069404-0.00052643i,-0.00036381-3.2194e-05i,-5.2856e-05+0.00032523i,-0.00020084+0.00048749i,-0.00099914+0.00056852i,-0.00051231+0.00010958i,4.246e-05+0.0001565i,-0.0001653+0.00043398i
0.00075496+0.0013945i,0.00057527+0.0014776i,-8.3098e-06+0.00028432i,-0.0010248-0.0014099i,-0.0011263-0.0020816i,-0.00085263-0.0018382i,-0.00031928-0.0011119i,0.00042667-0.00068645i,0.00056155-0.00096327i,0.000589-0.00064833i,0.00025645-0.00024896i,-0.00032163-0.00040626i,0.00013477-0.00055445i,0.00068732-0.00053747i,-5.7718e-05-0.0012467i,1.6321e-05-0.0010824i,0.00078595-0.00025469i,0.0010899+8.9791e-05i,0.0010387+0.00012935i,0.00073416-0.00032288i,0.0006606-0.00023667i,0.00049018+0.0012121i,0.00010974+0.0009279i
0.0015103+0.00020881i,0.0013271-0.0018237i,0.0010299-0.0025027i,0.00025846-0.0020144i,-0.00024829-0.0018238i,-0.00029409-0.0022494i,7.9591e-05-0.0016685i,0.00037085-0.0011764i,0.00030016-0.0016396i,0.00050787-0.00058934i,0.000517+0.00026721i,0.00029442+0.0002713i,-0.0002078+0.00039241i,-0.00037498+0.00024649i,-0.0005008-0.00010976i,-0.0009665+3.2035e-05i,-0.00039358-0.00024779i,-0.00056711-0.00061249i,-0.0014372+2.2317e-05i,-0.0004911+0.00019485i,0.00039408+0.00034442i,0.0005302+0.00068447i,0.00019642+0.00015466i
0.0021235-0.00076704i,0.0023801+0.00024476i,0.0005754+0.0005244i,-0.0011603+0.00053008i,-0.0019057+0.00056141i,-0.00083908+0.00023727i,0.00050561-0.00065116i,0.00097444-0.0006697i,0.00038289-0.00042644i,-0.00018677-0.00047898i,-0.00079282-1.8726e-05i,-0.0011361+0.00023913i,-0.00096707+5.2583e-05i,-0.00063712-0.00033538i,-0.00034587-0.00072945i,-0.00015678-0.00065924i,-0.00033734-0.00026373i,-0.00083327-0.00031568i,-0.0011354-6.4102e-05i,-0.00094764+1.6115e-06i,-0.00020902+8.553e-05i,7.7235e-05+0.00014358i,0.00037421-0.00038783i
0.0018751+9.8511e-05i,0.0017847-0.0010598i,0.001115-0.0015576i,-0.00049813-0.00096869i,-0.0014867-0.0011225i,-0.0014751-0.0013341i,-0.0014193-0.00052984i,-0.0011104-0.00058589i,-4.6847e-05-0.0011304i,0.00052411-0.00094916i,0.00033689-0.00066646i,0.00038314-0.00038175i,0.0003329+1.9431e-05i,-6.1906e-05+0.00028762i,-0.00048418-6.996e-05i,-0.00068298-0.00045959i,-0.0007449-0.00090316i,-0.00096082-0.0013187i,-0.00074846-0.00067905i,-0.00056269+7.9294e-05i,-0.00069366+0.00017503i,-0.000401-0.00021428i,-0.0001877-0.0004939i
0.00095917+0.00072093i,3.1482e-05+0.00020179i,-0.0015319+0.00058051i,-0.0027743+0.0003529i,-0.0023969+0.00035993i,-0.0013279+0.00071546i,-0.00059868-0.00057197i,-0.00019908-0.001233i,-0.00015758-0.00087544i,-0.00065052-0.00045791i,-0.00062444-0.00041916i,6.3196e-05-0.00030298i,0.0004796-0.0007057i,0.00034219-0.0016988i,-0.0002877-0.0018991i,-0.00031496-0.0010851i,1.4642e-05-0.00071732i,0.0004782+0.00040329i,0.00062768+0.0010285i,0.00074517+0.00055445i,0.00082027+0.00028177i,0.00051863+0.00033204i,0.00074241+0.00068058i
0.0026389+0.0016532i,0.0034023+0.0010848i,0.0024071-0.00028293i,0.0012151-0.0016014i,0.00023466-0.003042i,-0.00038866-0.002888i,-7.2366e-05-0.0018196i,0.00082875-0.001149i,0.00072688-0.00055992i,-0.00028235-0.00020415i,-0.00088558+8.2513e-06i,-0.00034319+0.00016307i,0.0001575+0.00011251i,-1.8556e-05-0.00060792i,-0.00011175-0.00081876i,-0.00028676-0.00012349i,-0.00010882+0.0004383i,-0.00022548+0.0004397i,6.7974e-05+0.00026502i,0.00038605+0.00012644i,-4.7864e-05+0.00040042i,0.00021259+0.00070793i,0.0013216+2.5441e-05i
0.00057198+0.00080999i,-0.00037649+0.00084684i,-0.001602+0.00024275i,-0.0022854-0.00056113i,-0.0012602-0.0013123i,-0.00026204-0.0010336i,7.5759e-05-0.00014713i,0.00057939-0.00032776i,6.2025e-05-0.00090205i,-0.00085329-0.001289i,-0.00022719+0.00024689i,0.0012262+0.0012372i,0.0011627+9.1248e-05i,0.00031692-0.00031131i,-0.00010655-0.00046643i,-9.058e-05-0.0010284i,0.0001601-0.00055318i,-9.6286e-05+0.00012058i,-0.0011779-5.6943e-05i,-0.0017601+0.00010083i,-0.00068925+0.00074076i,0.00053417+0.0010673i,0.00099318+0.00062588i
0.0022652+0.0023354i,0.0029183+0.0011355i,0.0026324+0.00090679i,0.00052387+0.00033596i,-0.00028692-0.00070876i,-0.0002899-0.00079203i,-0.00028494-0.001041i,0.00071184-0.0018144i,0.00062075-0.0013607i,0.0001253-0.00086781i,0.00040109-0.0003778i,0.00065402+0.00051042i,0.00099401-2.0098e-05i,0.00069519-0.0011113i,-2.741e-05-0.0010287i,-0.00065462-0.00033929i,-0.00037492+0.00016866i,-4.9115e-05+0.00029925i,8.4947e-05-0.00048897i,0.00010517-0.00051567i,0.00057543+0.00022366i,0.0010503-8.4844e-05i,0.0013506-0.00076938i
0.0010755+0.0015074i,0.0013198+0.00044387i,0.00040402-0.0012801i,-8.1406e-05-0.002134i,0.00027219-0.0016147i,0.00014552-0.0018866i,-0.00017755-0.0020087i,-6.228e-05-0.0013448i,6.1464e-05-0.00089536i,-0.00046808-0.00032974i,-0.00018747-0.00031656i,0.00043339-0.000413i,0.00029219+0.0002614i,0.0003546-4.8781e-05i,-3.1873e-05+4.2457e-05i,-0.0013164+0.00065103i,-0.0017775+0.00054297i,-0.0015804+0.00028104i,-0.00067678-0.00028282i,8.8995e-05-0.00047635i,0.00017811-8.665e-05i,0.000155+0.0005238i,-0.00012469+0.0007118i
0.0015694+0.0019517i,0.0011004+0.001484i,0.00057577+0.00032158i,-0.00096543-0.00089507i,-0.0014173-0.00068478i,-0.0014572-7.5624e-05i,-0.0013455-0.00055304i,-0.00050015-0.00098422i,8.1035e-05-0.00074583i,0.00030052-0.000967i,-0.00049358-0.00063518i,-0.0011242-4.6062e-05i,-0.00094852-0.00019098i,-0.00066101-5.1812e-05i,-0.00086187+0.0001753i,-0.00075825-7.8959e-06i,-0.0008181-0.00063596i,-0.001266-0.0010495i,-0.0011659-9.0681e-05i,-0.00064954+0.00014299i,-0.00033004-4.1923e-05i,2.7167e-05-0.00038042i,0.00028715-0.00061116i
