-0.0011893+0.0014734i,-0.00039054+0.00031505i,-0.0013378-0.00051103i,-0.0024851+0.00038786i,-0.0019882+0.0013144i,-0.0005238-9.4583e-05i,0.00030623-0.00073544i,0.00054067+6.3853e-05i,0.0004278+0.00089542i,0.00057541+0.00081533i,0.0006286-0.00012259i,0.00073287-0.0007702i,0.00076786-0.00054768i,0.0011126-0.0001303i,0.0013755-0.00017639i,0.00072661-0.00028423i,-0.00020348-0.00035758i,-0.00056222-0.00020745i,-0.00082352-0.00051046i,-0.00022333-0.00097977i,0.00034394-0.00034779i,0.00013675-4.2525e-05i,-0.00026607-0.00030782i
0.0025079+0.00013625i,0.0028905-0.0016135i,0.0011979-0.0018147i,0.00019908-0.00027459i,0.00098211+2.9768e-06i,0.00098719-0.0014408i,0.00033011-0.0013961i,-0.00031003+8.6577e-05i,-0.00055495+0.00080317i,-6.282e-05+0.00104i,-0.00034673+0.0010349i,-0.00069299+0.0010822i,-0.00076349+0.00059406i,-0.0011039+0.00060772i,-0.0010324+0.00063804i,5.335e-05+0.0002091i,0.00051826+1.325e-05i,0.00054904-3.2772e-05i,0.0010137-0.00041769i,0.0010063-0.00013497i,0.00048739+0.00018049i,0.00035517-0.00060513i,6.4061e-05-0.0002078i
0.0001746+0.0021543i,0.0014363+0.00054108i,0.0013996-0.00092521i,0.0014928-0.001452i,0.0012676-0.0017709i,0.00041908-0.0025389i,0.00034275-0.0026775i,0.00019244-0.0018385i,0.00021448-0.00082084i,0.00043356-0.00061206i,0.00065159-0.00052419i,0.0005203-0.00012461i,8.1913e-05-0.00063438i,0.00026945-0.0014298i,-8.8079e-05-0.00095072i,-0.00047483-0.00036232i,3.6733e-05-0.00031238i,-0.0002335-0.00027485i,-0.0004598-0.00068435i,-1.8422e-05-0.00070532i,-0.00028834-0.00011237i,-0.00029164-0.0002983i,-0.00024456-0.00040769i
-0.0017226+0.00061053i,-0.0010024+0.0021244i,-0.00013547+0.0034385i,0.00030776+0.003203i,0.000767+0.0021465i,0.00061712+0.00084893i,0.00017417-0.00070211i,0.0004394-0.00099129i,0.0004428-0.0009352i,-9.2552e-05-0.00070469i,-0.00033522+0.00034733i,0.0005409+0.00032637i,0.0017777+0.00025464i,0.0017379+0.0011519i,0.0013558+0.001087i,0.00083859+0.00083507i,0.00024768+0.00060317i,-0.00061104+0.00033101i,-0.00084039+0.00011745i,-4.4143e-06-0.00056227i,0.00013927-0.00090846i,0.00025818-6.7689e-06i,0.00019971+0.0009474i
-0.0013231-0.0039021i,-0.0034747-0.0025309i,-0.0049246-0.0017315i,-0.0039393-0.00079527i,-0.0026407-0.00057172i,-0.0016901-0.0013693i,-0.00077881-0.0015358i,0.00029195-0.0009943i,-0.00025203-0.00056916i,-0.0011447-0.00010996i,-0.00039851+0.00024607i,0.00093024+0.0014181i,0.0013662+0.001915i,0.001178+0.0018355i,0.0010106+0.0018261i,0.00074798+0.0010969i,5.0425e-05+0.00031137i,-0.00064465-0.00038273i,-0.00068448-0.0008455i,-0.00023415-0.00052176i,0.0001449+7.4226e-05i,-0.00040917-0.00027872i,-0.00075561-0.00056233i
-0.0014825-0.0016748i,-0.00092137-0.0019837i,-0.0014897-0.00073682i,-0.0023277+0.00096572i,-0.0012465+0.0014279i,-0.00031786+0.00033846i,-0.00038018-0.00076137i,-0.00087798-0.00027689i,-0.0011924+0.00045081i,-0.0015494+0.00045278i,-0.0016575-0.00045633i,-0.0015346-0.00069379i,-0.00059127+0.00024195i,0.00042532-0.00013277i,0.00038986-0.001334i,0.00027167-0.0013294i,0.0002169-5.0253e-05i,-0.00046214+0.00083657i,-0.0010506+0.00092362i,-0.0010405+0.0007923i,-0.00046874+0.00019593i,-2.1576e-05-0.00061388i,0.00084478-0.0005689i
0.0017356+0.00015975i,0.0031198-0.00069983i,0.0046908-0.0012829i,0.0049162-0.0018414i,0.0041064-0.002149i,0.0029091-0.0014326i,0.0012953-0.00091676i,0.00083925+2.191e-05i,0.00029969+0.00095876i,-0.00058058+0.00064286i,-0.00083421+0.0002376i,-0.00065907-6.6239e-05i,-7.3462e-05-0.00095888i,0.00011981-0.0012059i,-0.00032715-0.00084057i,-0.00032396-0.00097415i,0.00021065-0.00079322i,8.4162e-05+0.00035424i,-8.1997e-05+0.00076634i,-4.679e-05-0.00019455i,-0.00044853+7.1588e-05i,-4.3957e-05+0.00033897i,0.00060966+0.00028332i
-0.00019141+0.001002i,-0.00089597+0.0020605i,-0.0018676+0.00097533i,-0.0025506+6.94e-05i,-0.0022145-0.00020828i,-0.0015386-0.0010531i,-0.00054376-0.0016205i,0.00075183-0.0013114i,0.00016905-0.00055133i,-0.00059978-0.00055514i,0.00038223-2.8733e-05i,0.00038961+0.0003317i,0.00021114+0.00020989i,0.00059572+0.0009453i,0.00063518+0.00059666i,0.00065034-0.00056824i,0.00017462-0.00030427i,-0.0009276-3.3057e-05i,-0.0015015-0.00066763i,-0.00094292-0.00084274i,-7.0271e-05-0.00046279i,0.00011862+8.8476e-05i,-0.00016872+1.2526e-05i
-0.00066754+0.0013321i,-0.0025425+0.0010542i,-0.0026154+0.0013403i,-6.2382e-05+0.0021115i,0.0010649+0.0016618i,0.00016011+0.00079389i,-0.0015495-0.00049676i,-0.0018268-0.0013873i,-0.0008806-0.00059786i,-0.00026314+0.00020225i,-2.779e-05+0.00083271i,-0.00082538+0.0011238i,-0.001813+0.0008561i,-0.0014516+0.00038758i,-3.0575e-05-0.00010032i,0.0006984-0.00042508i,0.00070789-0.00025617i,0.00028842+0.00043933i,-0.00021141+0.00014487i,-0.00041322-0.00056232i,-0.00094358-0.00026844i,-0.00097193-0.00019822i,0.00010776-0.00049191i
0.0002335-0.0026359i,0.00015813-0.0039971i,-0.00029561-0.0043498i,-0.001334-0.0037579i,-0.0012875-0.0031004i,-0.00020213-0.0025381i,0.00048856-0.0013988i,0.00082806-0.00033068i,0.0009605+0.00070167i,0.00064415+0.0017391i,0.00077176+0.0013919i,0.00034695+0.00083714i,-0.00023644+0.0010698i,-0.00048054+0.00025854i,-0.00028453-0.00079946i,-3.8689e-05-0.00039791i,-0.00014367-0.00016794i,9.9648e-05+0.00020848i,0.00018133+0.00098998i,0.00027332+0.00031278i,-2.5765e-05+0.00022793i,-0.00021096+0.00049097i,-9.1979e-05+0.00038181i
-0.00099238+0.00064174i,-9.4733e-05+0.0010436i,-0.00027121+0.0020192i,-6.2459e-05+0.0020019i,0.00071698+0.0015536i,4.8789e-05+0.00051917i,-0.00045813-0.00070413i,-0.0012889-0.0010974i,-0.0015879-0.00032854i,-0.00049909+0.00055386i,0.00030313+0.00037737i,0.00058802-0.00032052i,0.00011631-0.00076677i,0.00051993-0.001691i,0.00061844-0.0022366i,0.00039419-0.0010996i,-2.5838e-05-0.00017531i,-0.00046368-0.00058848i,-1.1649e-05-0.00028912i,-0.00031752+0.0010964i,-0.00036638+0.0011506i,-7.7644e-05+0.00077156i,-0.00035906+0.00066067i
-0.0010771+0.0017593i,-0.0011856+0.0026717i,-0.00099226+0.0035593i,0.0011081+0.0023848i,0.0024154-0.00014464i,0.0017905-0.0022809i,0.00038004-0.001851i,-0.0010426-0.00040121i,-0.0013157+0.00063297i,-0.00054563+0.0012479i,-0.0001734+0.00087677i,-0.00024694+9.8058e-05i,-0.00010885+0.00043089i,7.561e-05+0.00041186i,0.00011284-0.00070772i,0.0003813-0.0016927i,0.00081183-0.0016182i,-0.00012866-0.0012972i,-0.0013546-0.00095854i,-0.00068426-0.00067655i,0.00051565-0.00054183i,0.00050578-0.00030251i,-0.00032591+0.00029677i
0.00092395+0.00089378i,0.00024167+0.00065829i,0.00092418-0.0006597i,0.0008259-0.0016091i,-0.00046135-0.0014116i,-0.00144-0.0014993i,-0.00065592-0.0015275i,0.00095995-0.0012364i,0.0020295-0.00065579i,0.00078957-0.00060215i,-0.00044775-0.00047763i,-0.00055817+0.00052878i,-0.0010931+0.0011217i,-0.0020925+0.0011858i,-0.001697+0.00074148i,-0.00030867+0.00060433i,0.00055568+0.00076021i,0.00063307+0.00086569i,0.00063967+0.00099812i,0.00043277+0.00024515i,2.4099e-05-0.00028946i,-0.00059954-0.00024525i,-0.00095618-0.0011004i
-0.0023253+0.00062346i,-0.0024024+0.00029441i,-0.0012233-0.00024537i,0.00098073-0.00088574i,0.0023384-0.0015276i,0.0018723-0.002617i,0.0007741-0.0023625i,0.00014058-0.0013153i,-0.00058413-0.00040796i,-0.00090559+0.00040612i,-0.0004714+0.0001985i,6.3784e-05-0.0006175i,0.00038376-0.0014375i,0.00044987-0.0018957i,0.00041774-0.0013819i,0.00053545-0.00074533i,0.00034197-0.0004396i,-0.00023479-0.00070464i,-0.00024227-0.00097701i,0.00068813-4.965e-05i,0.00022492+0.00026427i,-0.00073078+8.9615e-05i,-0.00060899+4.0414e-05i
-0.00098978-0.00062876i,-0.0010708-0.00024921i,-0.0011947+0.00090506i,-0.0014992+0.0017571i,-0.0019247+0.0014661i,-0.001112-0.00053625i,-0.00018644-0.002097i,-0.00027535-0.0017067i,-8.7669e-05-0.0010328i,0.00029238-0.0003933i,0.0011355-3.7843e-05i,0.0019522-6.6883e-06i,0.0019167+5.7504e-05i,0.0015318-9.897e-05i,0.001634-0.0006445i,0.0011628-0.00057459i,0.00032231+0.00038664i,0.00027381+0.00049856i,0.00050363-0.00040351i,0.00080928-0.00086643i,0.00090877-0.0010258i,0.00042011-0.00099105i,0.00054073-0.0001906i
0.00065639+0.0019349i,0.0020957+0.0022659i,0.0027095+0.0026825i,0.0023304+0.0023061i,0.0024006+0.0012287i,0.0019192+0.00027316i,0.00033568-0.00036802i,-0.00068912-0.00039404i,-0.00061384+0.00063583i,0.0002239+0.00087288i,0.0013005+0.00040052i,0.0012121+0.00051257i,0.00060236+0.00092324i,8.4907e-05+0.00074649i,-0.00014167+7.6825e-05i,-0.0004874-8.5247e-05i,-0.00089737+0.00026561i,-0.00088461-0.00018489i,-0.00099009+3.2512e-05i,-0.0004081+9.846e-05i,0.00082876-0.00028483i,0.001106-0.00051635i,0.00045832-0.00063082i
-0.0024696+0.00039483i,-0.0027238+0.0020732i,-0.0026328+0.0014539i,-0.0018695+0.00018761i,-0.00028015-0.00099874i,0.0011899-0.0010486i,0.0014454-0.00011499i,0.00091777-0.00022128i,0.00030661-0.00054417i,0.00074178+0.00067306i,0.00080976+0.0017694i,2.7523e-05+0.0011593i,-0.00056728+0.00040863i,-0.00028399-0.00012166i,5.4168e-05-0.0008137i,0.00015904-0.00065306i,-0.00011325+0.00010633i,-0.00037591+0.00017678i,-0.00021107-0.00010048i,7.4848e-05-0.00010111i,0.0003983+0.0001597i,0.00062882-0.00022661i,-0.0001144-0.00098555i
-0.0015746-0.0019079i,-0.0029114-0.0018655i,-0.0032464-0.0015029i,-0.002394+0.00024541i,-0.0011242+0.00066481i,-0.0010837-0.0009461i,-0.0013344-0.0029929i,-0.0002483-0.0021626i,0.00045908-0.00017289i,0.00060551+0.0013074i,0.00033303+0.0014219i,5.3361e-05+0.00045226i,0.00070421+0.00039367i,0.0012614+0.00030603i,0.0012968-0.00022241i,0.0011778-0.00043071i,0.00095774-0.00099146i,0.00030784-0.00116i,6.8845e-06-0.00062396i,0.00049261-0.00092736i,-6.4536e-05-0.00139i,-0.00079954-0.00037053i,-0.00059696-0.00015161i
-0.00071104+0.00011417i,-0.00015346-0.00020961i,0.00028042-0.0010055i,0.00093983-0.000763i,0.0017425+7.4403e-05i,0.0016751-0.00039323i,-0.00022377-0.00096725i,-0.0020305-0.00050354i,-0.0015773-4.2089e-06i,-0.00036292+0.00055128i,5.9058e-05+0.00082865i,-4.2529e-05+0.00015683i,-0.00012953-0.00017115i,0.00011397+4.9332e-05i,0.0009214+6.8471e-06i,0.0010818-0.00044058i,0.00039981-0.00041211i,-7.9906e-05+0.00028756i,-0.00017151+0.00034051i,-0.00012092-0.00019472i,-0.00027043-0.001056i,0.00043879-0.00097023i,0.00066447-0.00027592i
0.0018654-6.7596e-05i,0.0010461-0.00046978i,-0.00066878-0.00032346i,-0.00095308+0.00057508i,-0.00026738+0.0006929i,-9.0082e-05+0.00018162i,8.2643e-05-0.00072828i,-4.0967e-05-0.0015929i,-0.00019115-0.00093926i,0.00024524+0.00031426i,0.00038437+0.00082373i,3.8073e-05+0.0013352i,-0.00026259+0.0011801i,-0.00090471+0.00069773i,-0.00074179+0.00091836i,0.00044148+0.00032446i,0.00042826-0.00052118i,-0.00028009-0.00020508i,-0.0001885+2.3915e-05i,-0.00022068-0.00035712i,-0.00045798-0.00032485i,-0.00011518+2.2633e-05i,0.00056428+0.00020532i
0.00086189+0.0016202i,-0.00062555+0.0016737i,-0.00026665+0.0007541i,0.00143-0.00015118i,0.0015425-0.00030914i,0.0012242+4.9892e-05i,0.00014076+0.00060107i,-0.00019642+0.00077062i,0.00016967+0.00062289i,0.00044627+0.00072105i,0.00060896+0.00068816i,0.0002807+0.00060439i,-3.2727e-05+0.00049971i,-0.00048818+0.00019709i,-0.00073345+0.00017667i,-0.00012129+0.0003529i,-0.00028022+0.00046044i,-0.00046189+0.00040083i,0.00026395+0.00091961i,0.0010269+0.00087566i,0.00089083-0.000235i,0.00091523-0.000697i,0.00046288-0.00071706i
-0.0010206-0.0020857i,-0.0008926-0.0031248i,-0.0017453-0.0027806i,-0.0021728-0.00065713i,-0.000991+0.00044519i,-0.00025688-0.00055296i,0.00018228-0.0007401i,0.00057504-0.00030059i,0.00017103-0.00062945i,-0.00038629-0.00088831i,-0.0005359-0.00043232i,-0.00059999-1.1426e-05i,-0.00025769-0.0005919i,-1.0413e-05-0.00064538i,0.00029984-0.00044339i,0.0008575-0.00021163i,0.0010564-0.00024748i,0.00048776-0.0003995i,0.00069338+0.00013928i,0.0010672+0.00096382i,0.00036754+0.00046593i,-3.7091e-05-0.00088614i,0.00028374-0.00065911i
-0.00058454-6.3859e-06i,-0.00036407+0.00053759i,-0.00040215+0.0014987i,-0.00023333+0.001701i,0.00048735+0.0012536i,0.00062533+1.7995e-05i,-7.9632e-05-0.0017396i,-0.00079165-0.0020305i,-0.00081784-0.00019017i,0.00013583+0.00063533i,0.00087385-0.00032468i,0.001637-0.00070077i,0.0013961-0.00046419i,1.1e-05-0.00072112i,-0.00031314-0.00078682i,-0.00015202-0.00025235i,1.5325e-05-0.00016785i,-0.00049875+0.00049328i,-0.00046737+0.0013187i,0.00029587+0.00092787i,0.00063985-0.0005781i,0.00040057-0.0012651i,-6.956e-05-0.00078165i
7.1133e-05-8.1847e-05i,-0.00056795-0.00038947i,-0.00084244-0.001212i,0.00011597-0.0018663i,0.00046285-0.00092147i,-0.0001773-0.00044122i,0.00016567-0.00072425i,0.00039846-0.00083766i,0.00017686-0.0003488i,0.00087632+0.00039591i,0.0011521+0.0008074i,0.0012013+0.0010201i,0.0015246+0.00084274i,0.00086487+0.00066762i,-0.00016821+6.2563e-05i,-0.0004978-0.00018323i,-0.00077687-0.00029115i,-0.00028759-0.00024828i,0.00059433+0.00040338i,0.0012273+0.00082882i,0.0010912+0.0011432i,0.00016237+0.00094889i,-0.0004443+0.00018651i
-0.00073332+0.0018435i,-0.001198+0.0017901i,-0.0010839+0.0017607i,-0.00013778+0.0013036i,0.00065737+0.00076746i,0.0010718-0.0003821i,0.00096852-0.0014246i,0.00031238-0.00071682i,-0.00018303+0.00041252i,-0.00018726+0.00096967i,4.131e-05+0.00051734i,0.00029476+0.0007571i,-4.3971e-05+0.00029517i,-0.00069711-0.0013405i,-0.0004633-0.0017035i,0.00024622-0.00082043i,-4.5624e-05-0.00049471i,-0.0005822-0.00042824i,-0.00034646+1.9651e-06i,-5.282e-05-0.00017993i,0.00025083+0.00015728i,-5.61e-05+0.00089037i,0.0003864+0.00063842i
0.00013503-0.0015427i,0.00011109-0.0021277i,-0.00065539-0.0023816i,-0.0011488-0.001659i,-0.00048212-0.001239i,0.00058523-0.0011663i,-0.00050556-0.00078119i,-0.0010829-0.00072253i,8.372e-07-0.00075212i,0.00055531-7.304e-05i,0.00026931+0.00011851i,0.00048145+0.00017902i,0.00091205-0.000225i,0.0012825-0.00085492i,0.0007291-0.0010376i,-0.00027491-0.0010219i,-0.00039409-0.00088881i,6.9186e-05-0.00013548i,0.00047612-9.1825e-05i,0.00022596-0.00071271i,6.3226e-05-0.0004353i,0.0005267+0.00070639i,-0.00026897+0.00053253i
0.00014222-0.00069472i,0.00065204-0.00080685i,0.00068604-0.00089284i,0.0012547-0.00030325i,0.0011926-0.00043654i,0.00035492-0.00081893i,-0.00024291-0.00089512i,-0.00011633-0.001003i,-0.00044184-0.00036196i,-0.00098397+0.00067564i,-0.00039992+0.00077815i,-0.00034279+0.0011326i,-0.00035863+0.0015159i,-0.00086589+0.00074599i,-0.00042253+0.00045062i,0.00044361-0.00013694i,0.00026145-0.00046221i,0.00049494-0.00015479i,0.00079972+0.00036609i,0.00021985+0.00022139i,-0.00035616-0.00021049i,-0.00035133-0.00014116i,-0.00062993-4.2945e-05i
-0.0012357-0.0010052i,-0.0015356-0.00054606i,-0.002075-0.00030962i,-0.00085824+0.00030207i,0.0016783+0.0011096i,0.0023951+0.0014556i,0.0009687+0.00067096i,-7.416e-05-0.00042867i,-0.00026151-0.00072201i,-0.00050149+0.00011246i,-0.00067025+0.00018494i,-0.00021265+9.2487e-05i,0.00010023+0.00096482i,-0.00041261+0.00093223i,0.00020463+0.00063068i,0.00082127+0.00089i,0.00055754+0.00047822i,0.00062674-0.00014488i,0.00041334-0.00041071i,0.00023783-0.00044425i,-0.00047688-0.00024806i,-0.00049724+0.00024995i,0.00035516+0.00016531i
-0.001867+0.0020279i,-0.0016669+0.0025785i,-0.0022738+0.0034341i,-0.00059222+0.0025717i,0.00081105+4.9649e-06i,0.0003477-0.0021996i,-0.00012552-0.002186i,-0.001031-0.00069755i,-0.0012436+0.00052381i,-0.00012657+0.00063593i,0.00057636+0.00038392i,0.00027701-0.00044933i,-8.056e-05-0.0012476i,-0.00030971-0.0012015i,-4.2257e-05-0.00085519i,0.00049839-0.00065966i,0.00054029-0.00027464i,0.00034358-0.00013478i,-0.00028463-0.00030295i,-7.4696e-06-0.00038629i,0.00070135-0.00022435i,0.00069832-0.00011509i,0.00058487-8.039e-05i
-0.0014202-0.0010856i,-0.00077963-0.0014803i,-0.00018594-0.00194i,0.00055092-0.00093284i,0.00065144+0.00038452i,5.0343e-05+0.00082714i,0.00020638+0.0004849i,0.00015766-0.00019914i,-0.00038304-8.8971e-05i,-0.00057556+0.00063965i,-0.00016297+0.0008577i,0.0010087+0.0006955i,0.0014207+0.00014663i,0.0014307-4.6191e-05i,0.00086564+9.8609e-05i,-0.00039155-0.00033176i,-0.00077743-0.00035865i,-0.00035815-0.00014638i,-0.00032236-0.00088138i,-0.00042661-0.0015142i,-0.0001958-0.00096759i,-0.00022863+0.00027181i,-0.00072475+0.00056701i
-0.0023078-0.00099254i,-0.0025242-0.0016081i,-0.0026016-0.0016828i,-0.0016931-0.001367i,-0.00018038-0.00092249i,0.00051658-0.0011158i,0.00062579-0.0016425i,0.00017121-0.0013566i,-0.00010789-0.00040481i,7.6261e-06+0.00068364i,0.0002882+0.0010001i,0.00065772+0.0010814i,0.00065933+0.0013277i,0.000419+0.0012715i,9.009e-05+0.00084644i,-0.00016725+0.00014696i,0.00023815+3.1553e-05i,0.00021411-4.6706e-05i,8.6085e-05-0.0006306i,0.00050524-0.0007134i,-0.00029118-3.9901e-05i,-0.0007664+9.6747e-05i,-0.00010568-0.00052407i
0.00019774-0.0013974i,0.00030873-0.00080313i,-0.00037524-0.00044194i,-0.00047534-0.00017038i,8.5578e-05+0.00014595i,0.00017032+0.00026819i,-0.0012165-0.00020709i,-0.0016122-0.00091256i,-6.8434e-05-0.00077449i,0.00067405-0.00067684i,0.00036304-0.00013052i,0.00086561+0.0011928i,0.00087776+0.0018951i,0.00066472+0.0010026i,0.00066894+0.00042112i,0.00077457+0.00042203i,0.00058115+0.00026302i,-0.0002464+0.00057005i,-0.00038517+0.00036185i,0.00028999+0.00037474i,0.00013046+0.00077198i,-3.1657e-05+0.00081376i,-0.00049049+0.00061609i
-0.0017818+0.00051101i,-0.0024775+0.00042723i,-0.002936+0.00040532i,-0.0015754+0.00089224i,0.0011139+0.00031246i,0.0014168-0.0015591i,0.00049719-0.001909i,-0.00022536-0.00092195i,-0.00051102-0.00024055i,0.00019677+0.00054678i,0.00064225+0.00053667i,0.00046129-0.00033504i,0.00012471-0.00086781i,-0.00031738-0.00043066i,0.00012926-0.00025076i,0.00062049-0.00041141i,0.00012385-0.001173i,-2.6649e-05-0.00078916i,-0.0004413+0.00031285i,-0.00044883+0.00079909i,0.00036822+0.00055173i,0.00033713-0.00048097i,0.00019281-0.00073452i
0.00091918-0.0024442i,0.00080926-0.0033736i,0.00068333-0.0031393i,-9.8044e-05-0.0021549i,-0.0012163-0.0015809i,-0.00084903-0.00069356i,0.00096982+0.0006872i,0.0015996+0.001125i,0.0012759+0.0011587i,0.00048275+0.0013711i,0.00010975+0.0014785i,0.00072692+0.0014855i,0.00058557+0.0013783i,-0.00011164+0.0010876i,-0.00042892+0.00040239i,-0.00018657+7.9597e-05i,-0.00010111-0.00026297i,0.00018881-0.00024916i,0.00020263+2.9353e-05i,0.00024505-6.7031e-05i,0.00083262+3.9382e-05i,0.001699+6.4739e-05i,0.0010535-0.00043604i
1.0378e-05+0.00060292i,0.00033586+0.00068945i,0.0014608+0.0011907i,0.0019061+0.00079894i,0.0014921+0.00049683i,0.00079969+0.00053884i,-0.00010322+5.0391e-05i,-0.00053438-1.1066e-05i,-0.00055549+6.114e-05i,2.381e-05-2.0983e-05i,0.00044795+0.0008475i,-2.3067e-05+0.0016248i,-0.00016356+0.0012126i,-0.00036983+0.00057208i,-0.00041743+0.00087324i,-4.7512e-07+0.0005837i,-3.6947e-05-0.00035177i,0.00017574-0.00060659i,0.00062939-0.00048792i,0.00011953-0.00019371i,-0.0003797+0.00058456i,-0.00016858+0.00035339i,0.00029652-0.00045764i
-0.00093781-0.0022101i,-0.0012294-0.0013719i,-0.00191-0.00069793i,-0.00094475-0.00018803i,6.369e-05+0.00029026i,0.00074621-1.1968e-05i,0.00047295-0.00065767i,-0.00024529-0.00091783i,-0.00027572-0.00041i,5.7894e-05+0.00096i,0.00010289+0.00075399i,8.613e-05+0.00047719i,2.1064e-06+0.00091853i,-0.00012227+0.0009826i,-8.5354e-05+0.00072754i,-0.00017299+0.0001702i,9.7859e-05-2.093e-05i,0.00037565-0.0003563i,0.00019044-0.00089942i,0.00020483-0.0011041i,0.00048744-0.00086755i,0.00021842+0.00010265i,-0.00012656+0.00038171i
-0.0009532-0.00011049i,-0.0027826-0.00032601i,-0.0037474-0.00092406i,-0.0028273+8.8151e-05i,-0.0015269+0.0013017i,-0.0008305+0.00061178i,-0.0014247-0.00028862i,-0.0016344-4.1755e-05i,-0.00083678+0.00059502i,-0.0009205+0.0010593i,-0.00067025+0.0015314i,-0.00016486+0.00077752i,-0.0001069-0.00020207i,0.00015711-0.00035588i,0.00026968-0.00053411i,-4.1363e-05-0.00078606i,-0.00045573-0.00057684i,-0.00021351-0.00026641i,-0.00028701-0.000185i,-0.00072695-0.00050841i,-0.0001514-0.00033801i,0.00045164+0.00021469i,0.00019961-0.00014499i
0.00061946-0.0036343i,-0.0003671-0.0048501i,-0.00089177-0.0041629i,-0.00014942-0.0015079i,0.00087344-0.00050687i,0.0014428-0.00066289i,0.0014878-0.00039608i,0.00050465-0.00030869i,-0.0003894-5.2649e-05i,-0.00069164+0.00015666i,-0.00053986-6.2269e-06i,0.0002329+0.00020158i,0.00060101+0.00069862i,0.00077939+0.00081269i,0.00081883-7.9149e-05i,0.00081669-0.00076572i,0.0011044+0.00020831i,0.00082906+0.000686i,0.00039271+0.0006459i,0.000702+0.00048137i,0.00012618+0.00019921i,-0.0005695+0.00027855i,9.0623e-06+0.00013323i
0.00015883-0.0010488i,0.001286-0.0011059i,0.0016934-0.00093308i,0.0010524-4.1135e-05i,0.00044664+0.0002489i,0.00093292+0.00045032i,0.0016486+2.0454e-05i,0.0016125-0.00069105i,0.00078949-3.0877e-06i,-0.00023426+0.00096596i,-0.00063756+0.0010556i,0.00039248+0.00083594i,0.0011096+0.00062211i,0.00083451+0.0002499i,0.00047933+0.00088841i,0.00015087+0.00089523i,0.00012603-0.00048082i,0.00022345-0.00064793i,0.00035095+0.00056132i,0.00033815+0.00099304i,-0.00011849+0.00050627i,-0.00049033+6.2188e-05i,-0.00043106-0.00020334i
-0.00039182+0.0010694i,0.00016759+0.00067352i,0.00014301+0.0015647i,0.00048118+0.0013771i,0.00092159+0.00076955i,0.00049015-0.00030201i,-0.00073461-0.00090744i,-0.0014167-0.00040381i,-0.0008898-0.00023077i,-0.00061626+0.00028736i,-1.5788e-05+0.00090614i,0.00086166+0.00057297i,0.00068114-0.00028756i,0.00023389-0.00068766i,-0.00046079-0.00081684i,-0.00033576-0.00077345i,0.00010971-0.00049872i,7.6157e-05-0.00080998i,-5.4586e-05-0.00031813i,-0.00023736+0.00055349i,-0.0002174+0.00066449i,-3.4018e-05+0.00055089i,8.4403e-05+0.00060609i
-0.0017658-1.711e-05i,-0.0024288-0.00043353i,-0.0026286-0.00079417i,-0.002602-0.00092648i,-0.001662-0.00040934i,-8.0675e-05-0.00080939i,0.0006959-0.0012193i,0.00070507-0.0012462i,0.00044876-0.00088483i,-0.00014585+0.00047583i,5.7522e-05+0.0010874i,0.00072028+0.00064051i,0.00090062+0.00010523i,0.00076602-0.00031234i,0.00093296-0.0001831i,0.0003187-0.00012596i,-4.9563e-05-0.00066391i,-0.00011237-0.00050395i,-0.00012962+0.0003327i,0.00057999-5.1791e-05i,0.00054221-0.00017498i,-0.00044606+0.0010058i,-0.00057872+0.00093909i
-0.0033408-0.0025021i,-0.0042349-0.0020254i,-0.0037086+0.00038415i,-0.0030522+0.0028627i,-0.0010186+0.0024497i,0.00075683+9.6186e-06i,3.633e-06-0.0011283i,-0.00055458-0.00035185i,0.00046491+0.00027236i,0.00070268+0.00095282i,0.00022747+0.0011908i,0.00018468+0.00093699i,0.00049323+0.00083332i,0.00036395+0.00046463i,0.0011561+0.0001837i,0.0018014-0.0002443i,0.0010591-3.8806e-05i,0.00040521+4.9354e-05i,0.00054422+0.00016243i,0.00045542-0.00010678i,0.00037543-0.0002547i,7.7046e-05+0.00043684i,3.1303e-05+0.00018143i
-0.00070684+0.00096899i,0.00052891+0.0010021i,0.001465+0.0017026i,0.0021199+0.0011275i,0.0010628-0.00062364i,0.00018183-0.0019128i,0.00015603-0.00192i,-0.00034259-0.0011122i,-0.00028108-0.00052216i,0.00042797+0.00018019i,0.0012917+0.0007857i,0.00066305+8.6513e-05i,-0.00042181-0.00047393i,-0.00026969-0.00094266i,0.00045293-0.0010329i,0.00086555+0.00015316i,0.0010541+0.00060738i,0.00085923+0.00057116i,-0.00031143+0.00034026i,-0.0012743-4.9446e-05i,-0.00045353+0.00019776i,0.00072344-2.3814e-05i,-0.00020138-0.00072375i
0.0011091-0.00025135i,-0.00031706+0.00019745i,-0.0014619-0.00030579i,-0.0016251-0.00078082i,-0.00081946-9.4403e-05i,-0.00084793+0.00024611i,-0.00097418+0.0004332i,-0.00038119+0.00058626i,0.00041968+0.00071164i,0.00091825+0.001306i,0.00089261+0.0014574i,0.00092744+0.00076i,0.00028386-4.3504e-06i,-0.0006988-1.4519e-05i,-0.00034059-0.00031217i,0.0001326-0.00044351i,0.00052695+3.7578e-05i,-0.00019759-0.00021568i,-0.001145-0.00044295i,-0.00045859-0.00033991i,0.00043599+0.00037154i,8.8592e-05+0.00028898i,-0.0005889-0.00038536i
