-0.0010185+1.7023e-05i,-0.00076303+0.00014016i,-0.0026476+0.0004333i,-0.0022985+0.00020033i,-0.001795+0.0002333i,-0.0018206+0.0010855i,-0.0015653+0.0011496i,-0.00088186+0.00046004i,0.00040366+0.0003694i,0.0013361+0.00051109i,0.0016393+0.00062138i,0.0015833+0.00041009i,0.00094749+0.00041021i,0.00080935-0.00017852i,0.00067578-0.00012476i,-0.00049544+0.00051319i,-0.00088034+0.00054063i,-0.00022892+0.0003402i,1.4654e-05+0.00033467i,0.0001999-4.1103e-05i,0.0002261-0.00032391i,-0.00058041+0.00021108i,-0.00051525+0.0002743i
0.00017258-9.7896e-05i,6.3896e-05-0.00075465i,-0.00028182-0.0012867i,-0.0004592-0.00048191i,0.00064299-0.00059454i,0.00092035-0.0011234i,-0.00053948-0.00061977i,-0.00074898+0.000117i,-0.000432+0.00036555i,-0.00028382+0.00022524i,0.00044614-0.00011475i,0.00047462-0.0005198i,-3.6251e-06-0.00024069i,-5.4983e-05+0.00018375i,-0.00031532-0.00020709i,-0.00015461+0.00038182i,0.00020546+0.00076595i,0.00053821+5.3301e-05i,0.00039221+0.00031588i,-0.00023712+0.00073886i,-0.00021812+0.00082087i,0.00041128+0.00020299i,0.00077259-6.0431e-05i
-0.0013465+5.8315e-05i,-0.00091502+0.00059255i,-0.0003864+0.0018448i,0.00060153+0.0030196i,0.0009463+0.0023425i,0.00013565+0.00058351i,-0.00080296+0.00054864i,-0.0011561+0.0003044i,-0.0011375-0.00062196i,-0.00072575-0.00060635i,0.00043302-0.00083824i,0.0010501-0.0011937i,0.00058948-0.00048283i,0.00021839-0.00076466i,0.00018701-0.00073681i,-6.6321e-05-9.3436e-05i,-0.00091561+0.0004149i,-0.0011137+0.0010859i,-0.00070253+0.0011193i,-0.00047082+0.00061875i,-0.00050123-0.00042511i,-0.00026971-0.00032779i,0.00065145-5.0197e-05i
-1.2465e-05+0.00052822i,-0.00052553+0.0016224i,0.00037757+0.0014089i,-0.0002191+0.00031782i,-0.0013746-0.00086255i,-0.0010056-0.00056318i,-0.00013587-3.0307e-05i,0.0012221-0.00061576i,0.0015467-0.00030003i,0.0013368-7.5685e-05i,0.0008182-0.00036i,-4.5552e-05-0.00016348i,0.00017049+0.00018858i,0.00029992-0.00019482i,-0.00048662-0.0011736i,-0.00091773-0.0013156i,-0.00030746-0.00058666i,0.00040297+4.475e-05i,0.00071818+0.00029922i,0.00053509+0.000297i,-0.00035544-7.8829e-05i,-0.00061361-0.00031683i,-0.00012663-5.4843e-05i
-0.0023363+0.002109i,-0.0017694+0.00099252i,-0.0010651+0.0023296i,-0.00026357+0.0033608i,0.0015271+0.0010847i,0.0019012-0.0012048i,0.0003872-0.0010295i,-0.00028842-0.00055658i,-0.0001534-0.001191i,-0.00041836-0.00040143i,-5.6489e-05+0.00086342i,0.00063436+0.00091072i,6.8566e-05+0.00037674i,-0.00032023-0.00012145i,7.7675e-05-0.00066064i,-6.3501e-05-0.00081355i,-0.00010616-0.00012157i,0.00038219+0.0011618i,0.00056869+0.001955i,6.917e-05+0.00059997i,8.5886e-05-0.00087836i,0.00080238-0.001161i,0.00075854-0.00086936i
0.00040121-0.00025851i,-6.0213e-05-5.3631e-06i,-0.00011678-0.00011125i,2.8153e-05-0.0010691i,0.00016349-0.0014947i,0.00079616-0.0010369i,0.0016352-0.00065667i,0.0018679+0.0001864i,0.00041999+0.00029853i,-0.00055275+0.00025187i,0.00014891+0.0013007i,0.00012495+0.0014037i,0.00047392+0.00010126i,0.0013649-0.00096032i,0.0008735-0.001007i,0.00069091-0.0010877i,0.00081898-0.0006481i,0.00045706+0.0003721i,-2.6429e-05+0.00054737i,-0.00032853+0.00038046i,-0.00088844+0.00055435i,-0.00090587+0.00050586i,1.6703e-05+0.00043108i
3.0556e-05+0.0013236i,0.00078257+0.0011683i,0.00077943+0.001001i,0.00034884+0.00055356i,-0.00020895-3.1513e-05i,-0.00057055-0.00085431i,-0.00027139-0.00096128i,-0.00016764-0.00068654i,0.00055401+0.00021974i,0.0012074+0.0013302i,0.00090549+0.0011394i,0.00026245+5.9966e-05i,4.9342e-05-0.00028686i,0.00034805-0.0004531i,0.00021741-0.00030669i,-0.00049586-7.3142e-05i,-0.00030122-2.9552e-05i,5.8262e-05-0.0001733i,0.00056301-0.00020482i,0.00046597-0.00054455i,-0.00033241-0.0011011i,-0.00051488-0.00064113i,-0.00065246-0.00023115i
0.00054658+0.00085585i,5.7276e-05+0.00094795i,-0.0010375+0.00073465i,-0.00044102+0.00017598i,0.00040287-0.00066323i,3.1909e-05-0.0020297i,-2.4486e-05-0.0018307i,0.00069006-0.0008712i,0.0004829-0.00068506i,-0.00058272+0.00022909i,-0.0010901+0.0010936i,-0.00025236+0.00055871i,0.00058744-0.0010408i,0.00037392-0.0012819i,-0.00042432-3.2853e-05i,-0.0005867+0.00026043i,-0.00064281+2.3375e-05i,-0.00056676+0.00077235i,0.00041854+0.0012791i,0.0011413+0.00078493i,0.00033862+0.00043021i,-0.00010525+0.00060991i,-2.7705e-05+0.00041043i
0.00048513-0.0011521i,-7.9497e-05-0.00046899i,-0.00059652-0.0017877i,-0.00085828-0.001581i,-0.00055283+2.0755e-05i,-0.00077266+8.4127e-05i,-0.00069686+1.4466e-05i,-0.00039961+0.00063148i,-0.00024685+0.00094674i,0.00014298+0.0011254i,-0.00038444+0.00062016i,-1.1896e-05-0.00022711i,0.00090009-0.00046119i,0.00041403-8.1772e-05i,-0.00059503+0.00026094i,-0.00015779+0.00061429i,0.00072501+0.00055518i,0.00056839+0.00064424i,-0.00041848+0.00085974i,-0.00085534-0.00012391i,-0.00085244-0.00028495i,-0.00093829+0.00032198i,-0.00056739+0.00024415i
-5.2275e-05-0.0012761i,2.0112e-05-0.0011725i,-0.00059118-0.00078967i,-0.00095144+0.00010844i,-0.00064061+0.00084758i,0.0002809+0.00019794i,0.00071038-0.00016729i,4.7906e-05+0.00013492i,-0.000644-0.00065416i,-0.00042943-0.0012451i,0.00040068-0.00091456i,0.00054643-0.00060141i,1.0407e-05-0.00035684i,-0.00028949+2.0653e-05i,-0.0010967+0.00027535i,-0.0012381-8.4104e-05i,-0.00063469+0.00024331i,-0.00062175+0.00043006i,-0.00073644+0.00038526i,-0.00039078+0.00025309i,-0.00020374-0.00018143i,-0.0001529-0.00051756i,0.00018891-0.00028624i
5.9209e-05+0.0002967i,0.00015992+0.00026423i,0.00086015+0.0011427i,0.0012804+0.0015434i,0.00051073+0.00073905i,-9.098e-05-0.00056256i,-7.9503e-05-0.00086476i,-0.00032199-0.00051561i,-0.00080826-1.5854e-05i,-0.0011134+0.00038864i,-0.00016583+0.00063647i,0.00091126+0.00057446i,0.00051091-0.00025457i,-0.00016912-0.00044743i,-6.1973e-05+0.00020186i,8.9428e-05+0.00033499i,0.00067216+8.9518e-05i,0.00081494+0.001168i,0.00045593+0.0010606i,-0.00013237-0.00036799i,-0.0006017-0.00025534i,-0.00038232-2.8365e-05i,0.0005327+0.00035683i
-0.00017667+0.00079844i,-0.0015921+0.00066793i,-0.0022573+0.0014259i,-0.0015149+0.0019579i,-0.00027585+0.0010268i,-0.00054909+0.00029725i,-0.00049388-9.0208e-05i,5.6042e-05-0.000752i,-0.00030997-0.0010369i,-0.00051064-0.00045959i,-0.00028877+0.00028663i,0.00029886+0.00024591i,0.00074123-0.00043524i,0.00070232-0.0008713i,0.0010061+0.00025137i,0.00082587+0.00066426i,0.00026884+0.00034131i,0.00027073+0.00020428i,0.00041969+0.00024315i,0.00035622+0.0005755i,3.8595e-05+0.00039171i,6.4864e-05-2.6281e-05i,-0.0002153-3.7671e-05i
0.0012651-0.0011651i,0.00040585-0.00082568i,-0.00026786-0.0016683i,-8.9538e-05-0.0022106i,-0.00013786-0.0021567i,-0.00048397-0.0016878i,-0.00083557-0.001081i,-0.00089958-0.00083598i,-0.00049267-1.7892e-06i,-0.00015234+0.00028448i,-3.9e-05+0.0001987i,-1.1559e-05+0.00041582i,0.00054801+0.00049246i,-0.00018754+0.00043842i,-0.0010292+0.00014723i,-0.00047151+0.00041759i,0.00013169+0.00056102i,0.0001229-6.2487e-05i,-0.00032894-0.0011974i,-0.00087726-0.0013313i,-0.00081657-0.00070673i,6.7788e-06+0.00019826i,0.00021019+0.00063291i
-0.0021167-0.0017111i,-0.0024311-0.0017805i,-0.0023757-0.00051667i,-0.0014375+0.00079845i,0.00043834-0.00019986i,0.0015633-0.0010837i,0.00091521-0.00070233i,0.00069021-0.0005791i,0.00068341-0.00059191i,0.00055915-0.0003646i,0.001008-0.00033804i,0.0009622-0.00042803i,0.00054298-0.00067555i,0.0004461-0.00038532i,-0.00034682+2.8216e-05i,-0.00047504-0.00039622i,0.00054067-1.3409e-05i,0.00060583+0.00054196i,3.3744e-05+0.00026374i,-0.00010285+6.4343e-05i,0.0001989+0.00063977i,0.00043994+0.00068861i,-0.00020339+0.00044909i
-0.00057332-0.00063219i,0.00057919-0.00095398i,0.0012031-0.00030858i,0.0013716+0.00064234i,0.0018518+0.00070723i,0.0011128+0.00066979i,0.00041738-0.00035699i,0.00099528-0.0011915i,0.00055838-0.00032889i,0.00014657+0.00061595i,0.00051325+0.00078437i,0.00058129+7.5922e-06i,0.00093461-0.00065854i,0.00052196-0.0010063i,-3.9657e-05-0.0012279i,0.00046614-0.00071423i,0.00066691-0.00032319i,0.0010338-0.00053317i,0.0011507+0.00014127i,0.00045188+0.00088956i,0.00011905+0.0003762i,0.00047049-0.00033678i,0.00068117-0.00049717i
-0.00033776-0.00048701i,0.00030176+0.00084725i,0.00020853+0.0027823i,-0.00023708+0.0020553i,-0.00062342+0.00074513i,-0.00087914-0.00017766i,-7.307e-05-0.00035473i,0.00020583-0.00031215i,-0.00032434-8.6616e-05i,-0.00032944+9.5974e-05i,-0.00013268-0.0002778i,0.00014699-0.0008297i,0.00077471-0.00077819i,0.00083175-0.00032296i,-0.00023157-0.00040566i,-0.00058655-0.00016574i,-0.0010423+0.00042501i,-0.0017808+0.00038496i,-0.00072898-3.4251e-05i,-1.7375e-05-0.00051082i,-0.00029456-0.0003754i,-0.00046141+0.00022914i,-0.0006215+0.00032776i
-0.00065791+9.6787e-05i,-0.0012238-0.00020186i,-0.0025549+0.00032684i,-0.0011649-1.0627e-05i,0.0010784+0.0002179i,0.00033611+0.00081424i,-0.00053126-7.1666e-05i,0.00019238-0.00080473i,0.00024116-0.00015417i,0.00013481+0.00046223i,0.0006935+0.00057725i,0.0012783+0.00012954i,0.0014337-0.00011677i,0.00091016-0.00053371i,0.00068326-0.0005962i,0.00046571-0.00050854i,-0.00012388-0.00026386i,-0.0001373+0.00043025i,-1.4292e-05+0.00031715i,9.1841e-05-0.00015779i,0.00028271+0.0001807i,-0.00027167+0.00030086i,-0.00096085+0.00052651i
-0.00028027+0.00031569i,-0.00057443-0.00070537i,-1.5147e-05-0.0012483i,0.00030754-0.00079919i,-0.00036775-0.00079873i,-0.00029287-0.00083879i,0.00030514-0.00091145i,0.00031469-0.00066108i,-0.00052568-0.0012442i,-0.00091096-0.0014375i,1.3621e-05-0.0011576i,0.0009917-0.0011638i,0.00098296-0.0002414i,0.00029466+0.00026154i,-0.00035633-0.00027052i,-0.00018482-0.00037254i,-3.9003e-05-0.00014971i,-0.00038906-2.3857e-05i,-0.00064464+0.00036163i,-0.00089309+0.00018944i,-0.0009789+0.00042478i,-0.0010296+0.0012102i,-0.00049096+0.0008843i
0.00031538-0.00037469i,0.0011258-0.0013703i,0.0013901-0.0015767i,0.0010577-0.0013898i,0.00095205-0.0012279i,-0.00010931-0.0011362i,-0.00068927-0.0016641i,-0.00034708-0.00125i,-0.00021267-0.00059763i,1.9885e-05-0.00044478i,0.0002579-0.00012745i,0.00044892-0.00010218i,0.00023462-0.00070344i,-0.00071843-0.0011109i,-0.0013842-0.0013315i,-0.00061499-0.0012037i,0.00029764-0.00066386i,0.0003359+0.00028326i,-0.00029027+0.0001733i,-0.0010207+8.1182e-06i,-0.0013735+0.00086691i,-0.00040883+0.0010823i,0.00041298+0.00050216i
0.00011967-0.0013274i,0.00028196-0.00091636i,-0.00085712-0.00035437i,-0.00025783-0.00052923i,0.00026967-0.00049816i,0.00011439-7.6171e-05i,0.0005379+5.3883e-05i,0.00027686-0.00038241i,-0.00047822-0.00030566i,-0.00044314-7.7579e-05i,-0.00046841-0.00026634i,-0.00064989+0.00049458i,0.00020821+0.00067745i,0.00048181-0.00034188i,0.00015812-0.00092411i,0.00035701-0.00082599i,-0.00054469-0.00039707i,-0.0010527+0.00051968i,-0.0007154+0.00065871i,-0.00056179+7.3396e-06i,-3.7316e-05-0.00083736i,4.3253e-05-0.00044063i,0.00025345+0.00047742i
-0.00080495+0.00075116i,3.4011e-05+0.001167i,-0.00081848+0.0019647i,-0.0012939+0.001246i,0.00014008+0.00014272i,0.00040456-0.00081677i,-0.00032539-0.0008633i,-0.00062789-0.00035942i,-0.00064947+0.00011828i,-0.00024313+0.0008803i,2.9571e-05+0.00099141i,-4.339e-05+0.00093754i,0.0002225+0.00091508i,0.00053244-0.00061755i,0.00019076-0.001737i,-0.00031397-0.001223i,-0.00092053-0.00072419i,-0.0014348-0.0004578i,-0.0015531+0.00044175i,-0.0013575+0.00045282i,-0.00064412-0.00037024i,0.00014372-0.00045151i,0.00067971+0.00029665i
2.7298e-05+0.00063749i,-0.00021485+0.0013741i,-0.0005575+0.0020906i,0.00045689+0.0015897i,0.001315+0.0004615i,0.00058348-0.00058778i,-0.00028832-0.00051871i,-0.0002471-0.00033626i,0.00042694-0.00045293i,0.00013328+0.00059548i,-0.00072909+0.00068776i,3.9384e-05-0.00017066i,0.00062938-0.00061345i,0.00048765-0.00084487i,0.00017988-1.0162e-05i,-0.00036926+0.00069578i,-0.00053635+0.00075649i,-4.1686e-05+0.00049791i,0.0001778-8.3071e-05i,-0.00050167-0.00061073i,-0.0007203-0.00050799i,-0.00010163-0.00010952i,1.2504e-05+0.00050497i
0.0014204+0.00074184i,0.0015884+0.00089058i,0.0022841+0.00089295i,0.0018319-6.0618e-05i,0.0011953-0.0015962i,0.00072141-0.0019008i,0.00027036-0.00093781i,0.00025864+0.00014234i,-0.0001031+0.00039186i,0.00023871-2.302e-05i,0.0013523+2.3505e-05i,0.00060486+0.00039761i,4.643e-06+9.0095e-05i,-0.0001558-0.00016604i,-0.0011403+0.0005309i,-0.0011132+0.0011209i,-0.00080529+0.00059237i,-0.00013332-0.00010086i,0.00043512-0.00016604i,6.2553e-05-0.00021827i,0.00025786-0.00014564i,0.00011698-0.00014939i,0.00028501-0.00053566i
0.0038003+0.0035119i,0.0027226+0.0031248i,0.0027375+0.0017874i,0.0038407-0.00015347i,0.0036854-0.0018282i,0.0022234-0.0022646i,0.0010227-0.0019593i,0.00097419-0.001467i,0.00044936-0.0014266i,0.00043471-0.0017388i,0.00057244-0.0014949i,-0.00025246-0.0010537i,-0.0014161-0.00027002i,-0.0019874-0.00027944i,-0.001758-0.00024563i,-0.0015696+0.00034051i,-0.00085296+0.0002502i,-0.00015929-0.00046139i,0.00033871-0.0004055i,0.00038466-0.00046809i,1.4024e-05-0.00056475i,0.00056546-0.00074161i,0.00032213-0.0009358i
-0.00072837-0.00055427i,8.4906e-05-0.00085214i,6.4142e-05-0.00027264i,0.00062522-0.00017198i,0.0011934-0.00052723i,0.00073438-0.00090812i,5.2169e-05-0.00087383i,-0.0004653-0.00091029i,-0.00085912-0.0011979i,9.9104e-05-0.00065592i,0.0014019+0.00017518i,0.001796+1.0351e-05i,0.0014841-0.00074398i,0.0011913-0.00028984i,0.00037863+6.2171e-05i,-0.00025324+6.3429e-05i,-0.00049194+0.00091498i,-0.00041384+0.0012444i,-0.00021406+0.00095193i,-0.00012292+0.00034484i,0.00023923+0.00012317i,0.0010198+0.00033507i,0.0013934+9.3124e-05i
-0.00087792-0.0010086i,-0.00080654-0.0011874i,-0.00029763-0.00079972i,2.8554e-05+0.0010681i,-0.00059093+0.0013998i,-0.00094843-0.0003706i,-0.00069356-0.0016319i,-0.00029557-0.0017283i,0.0001343-0.0018727i,0.00038777-0.0015212i,0.00033151-0.0001024i,0.00082663+0.00024348i,0.00045691-0.00045619i,-0.00027077-0.00095003i,-0.00031777-0.00076859i,5.9782e-06+0.00017768i,0.00012295+0.0008177i,0.00013529+0.00078947i,0.00019439+0.00074796i,2.7512e-05-0.00015206i,0.00041806-0.00076876i,0.00049522-0.00013072i,-0.00039322-2.5051e-05i
0.00067747-0.0011585i,-0.00018149+0.00026145i,0.00045004+0.0010344i,0.00016815+0.00049223i,0.00018955-0.00037818i,0.00011453-0.00029678i,5.8795e-06-0.00010559i,0.00052961-3.1872e-05i,0.00066596-0.00071705i,0.00052887-0.00065774i,0.00010642-0.00022963i,-0.00042822-0.00020781i,-0.00056532-0.00014027i,-0.0005309-0.00028185i,-0.00061823-0.00031259i,-0.00011824-0.00024285i,0.00078536+5.6035e-06i,0.00046486+0.0010681i,-0.00083143+0.0012517i,-0.0009804+0.00097438i,-0.00013733+0.00079948i,0.00053832+0.0010547i,0.00062324-0.00010612i
-0.0010787+0.001006i,-0.00077783+0.00060239i,-0.001292-9.9631e-05i,-0.00048284-7.552e-05i,0.00036012+9.2189e-05i,0.00065221-0.00084674i,0.00042648-0.00076995i,9.3437e-05-0.00073179i,8.8936e-05-0.0004481i,0.00010452+0.00011742i,0.00074891-0.00022737i,0.00059584-0.0003236i,-0.00032157-0.00015466i,-0.00058314-0.00095007i,-0.00061759-0.00096584i,-0.00074966+1.6003e-06i,-4.39e-05+0.00018639i,0.00019161+0.00021522i,-0.00032892+0.00012227i,-0.00056061-0.0002707i,-0.00033544+5.9383e-05i,-0.00010001-0.00046019i,0.00024743-0.0011145i
0.0011745-0.0020412i,0.00076403-0.0024722i,0.00072467-0.0033646i,0.00033035-0.0026688i,-2.0845e-05-0.0025592i,0.00025351-0.0023189i,0.00042894-0.002029i,-5.5882e-05-0.0012128i,-0.00076817-0.00071818i,-0.00038907-0.00072475i,0.00014022+0.0001362i,-0.00019976+0.00054004i,0.00014654+8.8961e-05i,0.00013433-0.00030672i,-0.00030967-0.0003234i,-0.00023328-1.6181e-05i,0.00022966+0.00057815i,0.0010847+0.00037593i,0.00080622+0.00015698i,-0.00011787+0.00020095i,-7.132e-05-0.00053483i,0.00017066-0.00021817i,0.00028131+8.6349e-05i
0.0011041+0.00017909i,0.00076998+0.00058296i,0.0017011+0.00034785i,0.0018846-2.2338e-05i,0.0014149+0.00021384i,1.7619e-05+0.0004661i,-0.00058066+0.00068193i,0.00025318+0.0010757i,0.00074406+0.0011312i,0.00046839+0.0006623i,7.81e-05+0.0001517i,-3.5553e-05-0.00045215i,-1.1493e-05-0.0005928i,-0.00014619-0.0004878i,-0.0011204-0.00035032i,-0.0017521-0.00033023i,-0.00084255-0.00013784i,0.00017892+0.00041275i,0.00015719+0.00014667i,-4.6709e-05+0.00016407i,-0.00025663-5.7077e-05i,-0.00056113-0.0005358i,-0.00055798-0.00038573i
-0.0010652+0.00089979i,-0.0010253+0.0013175i,-0.0012161+0.00081064i,-0.00043559+0.00036933i,0.00040244-8.3077e-05i,0.0010608-0.00028854i,0.0007227+3.9933e-05i,0.00038099-6.4446e-05i,0.00045709-0.00028489i,0.00033697-0.00013978i,-0.0001939-0.00055625i,-0.00057527-0.00043405i,-0.00055885+0.00014127i,-0.0010959-0.00017226i,-0.0005562-0.00061816i,4.729e-05-0.00034915i,-0.00029226-3.0354e-05i,-0.00088522+6.0985e-06i,-0.00096542+6.0416e-05i,-0.00051633-0.00037753i,-0.00069748-2.9555e-05i,-0.00041115+0.00052486i,0.00060668+0.00053412i
-0.00068301-0.0023449i,-0.0017961-0.00050143i,-0.0037794-0.00034087i,-0.0033963-0.00040273i,-0.0023806-0.00010523i,-0.0012947-0.00074051i,-0.00074922-0.00036178i,-0.00081351+0.00049355i,-0.00027844+0.00039692i,-0.00010509-3.2128e-05i,0.00017674+4.2252e-05i,0.00068646+0.00067556i,0.0012768+2.6542e-05i,0.0012182-0.00083642i,0.00067807-0.00046137i,-6.1769e-05-0.00013281i,-0.00062097+0.0004194i,-9.9584e-05+0.00071514i,-0.00017408+0.0002933i,-0.00070749+0.00019696i,-0.00027336+0.00032413i,4.2122e-05+0.00064425i,0.00043417+0.00093013i
-0.0017067-0.00106i,-0.0025895-0.00073891i,-0.0019842+0.00062658i,-0.00053539+0.0019327i,0.00095284+0.00060406i,0.0019925-0.00071095i,0.00082553-0.00091565i,0.00040891-0.0017007i,0.00076138-0.0012024i,0.00067123-0.00055753i,0.00071035-6.2037e-05i,0.00061102+0.00081886i,0.00055089+0.00039963i,0.0010793-0.0005475i,0.0013463-0.00038829i,0.0010775+3.1248e-05i,0.00054952+0.00059969i,-0.0002749+0.00064384i,-0.0002598-8.0457e-05i,9.6903e-05-0.00063204i,8.2699e-05-0.00055746i,-0.00031229-0.0004503i,-0.00017318-0.00036555i
0.0012827+0.00087659i,0.00097783+0.0012037i,0.00097774+0.00023038i,-0.00068272-0.00028978i,-0.0014624-0.00070699i,-0.0015266-0.0010337i,-0.0011952-0.0011959i,-0.00031244-0.00051854i,0.00037644-0.0006885i,0.00076796-0.00052971i,-0.00032924+0.00045661i,-0.00055392+0.00022345i,-6.4783e-05-0.00021577i,0.0001485-0.00025375i,0.0001035-0.00023721i,-0.00070582-0.00018551i,-0.0007489+0.00022061i,-0.00092544+0.00026893i,-0.0010554-0.00025441i,-5.8727e-05-0.00036983i,4.9016e-05+3.9464e-05i,-0.00044101+0.00043996i,-0.00019698+0.00060735i
-0.0019363-0.0013279i,-0.00211+0.00022492i,-0.0020791+0.00071327i,-0.0022403+0.0004636i,-0.0011075+0.0002494i,0.00030281-0.00039185i,1.5554e-05-0.0013112i,-0.00067948-0.00094878i,-0.0011657-0.00038104i,-0.001262-0.00021099i,-0.0005079+0.00035037i,0.00023752+0.00044239i,0.00068787+0.00010136i,0.00032887-0.00017392i,0.00014228-0.00057275i,0.00083753-0.00093796i,0.00029107-0.00071935i,-0.00073562+0.00034797i,-0.00086396+0.00074842i,-0.0010933+0.00024149i,-0.00050345-0.00036198i,0.00035692-8.5916e-05i,0.00044132+0.00048533i
0.002409+0.00069077i,0.0022058+0.00050458i,0.00077358-0.00038655i,2.4668e-05-0.00090761i,0.00089572-0.00096181i,0.0014689-0.0006127i,0.00046717+0.00013822i,-7.2864e-05+0.00031669i,0.00047354+0.00053502i,-6.8591e-05-0.00020633i,-0.00051028-0.00094232i,0.00024342-0.00020366i,0.0006627-4.0756e-05i,0.00015377-0.00017613i,-0.00022148-0.00036181i,-0.00019533-0.00024155i,0.00020435+0.00059529i,0.00031827+0.00071515i,-5.9638e-05+0.00051075i,-0.00068589+0.00034517i,-0.00052161+0.00062683i,-0.00025612+0.00061294i,-0.00038805+0.00034805i
-0.00034402-0.001236i,0.00068517-0.00029832i,0.00086305-0.00053777i,0.00036079+0.00053847i,2.712e-05+0.0009652i,-0.00032124+0.00014805i,-0.00030138-1.9724e-05i,0.00026384-0.00026207i,-4.9621e-05-0.00043853i,-0.00080565-0.00014513i,-0.00072618+0.00019925i,8.8155e-06+0.0006486i,-0.0003605+0.00044141i,-0.00079495+0.00022558i,-0.00039843+5.6114e-05i,-0.00088938-0.00026447i,-0.0010753-4.3212e-05i,-0.00051344+0.00011185i,-0.00078709+0.00015385i,-0.00099945-0.00031004i,-0.00029354-0.0013503i,-8.7234e-05-0.0016011i,-0.00028557-0.00045509i
0.00078742+0.00032154i,0.0011808+0.00025943i,0.00034569+0.00010949i,-2.6804e-06-2.9295e-05i,-0.00029507-0.00041254i,-0.00055759-0.00086226i,-0.00047079-0.0015011i,-0.00010651-0.0019438i,0.00047069-0.0014148i,0.00059906+0.00031036i,0.00045139+0.0014097i,0.00055696-0.00014024i,2.792e-05-0.0013641i,-0.00049804-0.0011302i,8.9851e-05-0.00046516i,0.00015436-0.00028296i,-0.00032603+2.313e-05i,-0.00031711+0.00025817i,-0.00031391-0.00023351i,-0.00011308-0.00049678i,-0.0003503-0.0001837i,-0.00054274+0.00018689i,7.4162e-06-0.00025413i
-0.0021392-0.0005026i,-0.0021479+0.00089789i,-0.0031257+0.0026522i,-0.0019368+0.0022929i,5.7751e-06+0.0004842i,0.00027167-0.00039982i,0.00044417-0.00010517i,-0.00016387-0.00056448i,-0.00080602-0.00059002i,0.00046036+0.00054113i,0.0010308+0.00087912i,7.1304e-05+0.0006747i,-0.00032877+0.00018386i,-0.00079743-3.3287e-05i,-0.00069448+3.9865e-05i,0.00014207-9.2417e-05i,0.00050128-3.3818e-05i,0.00019836+0.00099711i,-0.0010999+0.0011148i,-0.0020713+0.00042618i,-0.0015963+8.6213e-05i,-0.00073878+0.00015572i,-0.00089396+0.00025556i
-0.001509+9.647e-05i,-0.0014627-0.00022088i,-0.0027293+0.0013079i,-0.0021931+0.0023119i,5.6149e-05+0.0012437i,0.0010789-0.00026442i,0.0001516-0.0010742i,-0.00033362-0.0010771i,0.00057939-0.00092868i,0.00028423-0.00025392i,0.00021004+0.00049373i,0.00084289+0.00047746i,0.0012343-0.00014057i,0.00089784-0.00033308i,0.00012132-0.00025898i,0.00022501+0.00017175i,0.0004454+0.00054496i,6.1849e-05+0.00059278i,-0.00057765+0.0005556i,-0.00055104+0.00022736i,-0.00092036+0.00040704i,-0.00067997+3.2113e-06i,-0.00098089-0.00050205i
0.00073079-0.00090605i,0.00075984-0.0012821i,-0.00011629-0.001506i,-0.00081904-0.00086193i,-0.00066796-0.0010052i,-0.0002479-0.0015966i,-0.00014634-0.0018264i,-0.00016792-0.0014439i,0.00017564-0.0006743i,0.00045844+0.00018746i,0.00079631+0.00078489i,0.00076154+0.00052298i,0.00037665-0.00023383i,-0.0001442-0.00075583i,-0.0005379-2.6736e-05i,-0.00010157+0.0014204i,0.00074403+0.0014743i,0.00087222+0.00037887i,0.00061248-0.00050331i,0.00028991-0.00068341i,0.00027963-0.0012683i,-7.2707e-05-0.0015641i,-0.00021483-0.00093274i
0.0011171-0.00017755i,0.00022135+0.0002123i,0.00049855+0.00075436i,0.00082643+0.00053522i,0.00036986+0.00043446i,-0.00021626+0.0002114i,-0.00049645-5.6114e-05i,-0.00028154-0.00011876i,0.00017299-0.00025136i,0.00034767+7.2643e-05i,0.0005023+0.00062297i,0.00066632+0.00061174i,0.00049678-0.00017621i,0.0010002-0.00060649i,0.0012025-0.00055043i,0.00016754-0.00074313i,-0.00068622-0.00094078i,-0.00050761-0.00072811i,0.00019328-0.00012306i,-1.0164e-05+0.0003734i,-0.00050886+0.00046101i,-0.00077321+0.00020359i,-0.0002394+8.2991e-05i
0.0013198-0.001495i,0.00081342-0.0011987i,0.00019116-0.0020224i,-0.0006103-0.0017885i,-0.00032977-0.0010404i,1.6838e-05-0.00080074i,0.00077413-0.0011381i,0.0015304-0.0013907i,0.00087434-0.0011528i,0.00051438-0.0011421i,0.0008413-0.00083445i,0.0010436-6.3613e-06i,0.00053676+0.00016239i,0.00029759-0.00026584i,0.00037801+8.1772e-05i,-9.8351e-06+0.00036861i,-0.00038914+0.00016075i,-1.8325e-06+0.0002004i,0.00039774+0.00058638i,-6.8373e-06+0.00055418i,-0.00044757+0.00045884i,-0.00039444+0.00052246i,-0.00090022+0.00055641i
