-0.0042225-8.0237e-05i,-0.0023852+0.00043451i,-0.0011405+0.0023453i,-0.00037799+0.0029515i,0.00013205+0.0027681i,-2.9683e-05+0.002554i,-0.00068371+0.0022361i,-0.00037698+0.0023018i,0.00048199+0.0027503i,0.00070062+0.0022834i,0.00078684+0.0011621i,0.00071012-4.811e-05i,6.7296e-05-0.0011666i,-0.0007446-0.00082521i,-0.00045671-0.00058518i,-0.00029524-0.00095315i,-0.00029918-0.00089203i,-0.00021497-0.00069918i,0.00040625-0.00032741i,0.00064548-0.00011759i,-0.00034209-1.7366e-05i,-0.00091683+3.7605e-05i,-0.00071709+0.00040362i
0.001737+0.0010341i,0.0020663+0.00071871i,0.0015933+0.00089821i,0.001095+0.00036798i,0.0011235-0.00041715i,0.00097398-0.00083345i,-0.00031815-0.0009868i,-0.00088318-0.00012977i,-0.00017483+0.00056585i,-0.00016855+0.0011919i,-0.00052534+0.0011836i,-0.00055489+0.0011558i,-0.00032779+0.0014398i,0.00017022+0.0013762i,0.00063448+0.0015867i,-7.3016e-05+0.0013352i,-0.00071507+0.00043629i,-0.00069598-0.00011434i,-0.0003745-0.00033437i,1.51e-05-0.00061659i,-3.4839e-05-3.3399e-05i,-0.00034093+0.00055369i,-0.00043295-0.00053066i
0.00079171-0.00054399i,0.0010598-0.0012232i,0.00095087-0.00087702i,0.0014429-0.00033483i,0.0012944-0.00036181i,0.0010138-0.0009381i,0.00050286-0.00069827i,-0.00010866+0.00022203i,0.00010047+0.0012433i,0.0011847+0.0020752i,0.0010092+0.0014385i,0.00064009+0.00079572i,0.000406+0.00093196i,0.00044392+0.00035483i,5.7897e-05-0.00028911i,-0.00016732-0.00037011i,0.00040596-0.00049375i,0.00066925-0.00060826i,0.00049462-0.0010068i,0.00022471-0.0015864i,-0.00030058-0.0010725i,-0.00037538-0.00013948i,0.00050977+0.00025678i
0.0003392+0.0025444i,0.0013553+0.0028253i,0.0026+0.0031655i,0.00208+0.002212i,0.0015611+0.00037517i,0.0011864-0.00042605i,9.9096e-05-0.00054287i,-0.00070223-7.3509e-05i,-0.00028994+0.0002363i,-0.00015389+6.2771e-05i,0.00013668+0.00029194i,0.00061114+0.00069262i,0.00036701+0.00029989i,0.00038811+0.00041818i,0.00057177+0.00043984i,-6.6801e-05-0.00031592i,-0.0012044-0.00063857i,-0.0019097-0.00040428i,-0.0014737-0.00012033i,-0.0010165-0.00064809i,-0.00048324-0.00058021i,-5.3159e-05+0.00044029i,-2.7337e-05+0.00072926i
-0.0018711-0.0011699i,-0.0016822-0.00036738i,-0.00078381+0.00045752i,-0.00022409+0.001918i,0.00060324+0.0032289i,0.0010156+0.0022713i,0.00075936+0.00056798i,2.5246e-05-9.7711e-05i,-0.00038994+0.00087537i,8.5822e-06+0.0018901i,2.403e-05+0.00099603i,0.00045158+0.00024281i,0.00042367+0.00131i,-0.00024497+0.0014298i,4.7068e-05+0.00030875i,-4.0738e-05-0.00065548i,-0.00074725-0.00068337i,-0.00034475-2.0219e-05i,-1.5368e-05+0.00020959i,-0.00060099-0.00035393i,-0.0014224-0.0011279i,-0.0013581-0.00097149i,-0.0003146-0.00050972i
0.00093208+0.00077886i,0.0016716-0.00041179i,0.0029603-0.00055478i,0.0025821-0.00017744i,0.0016512-0.00067959i,0.0011776-0.00080463i,-0.00053349-0.00014569i,-0.0011353+0.00047459i,-0.00038423+0.0012529i,0.00017224+0.0015172i,0.00028214+0.0013922i,3.1693e-05+0.0014234i,0.00018375+0.0012334i,0.00024752+0.0010921i,0.00032719+0.0012898i,0.00070425+0.0009694i,-0.0001837+0.00066481i,-0.00057505+0.00015773i,0.0002945-0.00045869i,-0.00047657-0.00053366i,-0.00098571-0.00070062i,-0.00027862-0.00045272i,0.00022223-0.00041581i
0.0010875+0.0012717i,0.0011906+0.0007577i,0.0011465+0.0015253i,0.00067444+0.00057958i,0.00055266-0.0015415i,5.5845e-05-0.0011949i,-0.00081626-3.1703e-05i,-0.00036003+0.0014192i,0.0010106+0.0022353i,0.0011468+0.0016042i,0.00018445+0.0009232i,-1.3173e-05+0.00032275i,0.00079274+0.00024588i,0.0011726+0.0010668i,0.0011664+0.0010192i,0.00081141+0.00051824i,-0.0001805-0.0002963i,-0.00070281-0.0009611i,-0.00061302-0.001521i,-0.00044898-0.0016377i,-0.00027447-0.00056945i,-0.00064238-0.00035496i,-0.00072532-0.00025659i
-0.00046368+0.0012721i,0.00039895+0.0010531i,0.00063341+0.0011591i,0.0010358+0.0022087i,0.0018466+0.0016403i,0.0012932+0.00017652i,0.00029103+8.2484e-05i,-0.00052397+0.00044515i,-0.00037449+0.00057953i,0.0006729+0.00012408i,0.00060973+0.00034521i,-0.000382+0.00080889i,-0.0011636-8.3325e-06i,-0.00050711-0.00052062i,0.00055803-0.0002603i,-9.6108e-05-0.00016541i,-0.00027398-0.00016053i,0.00012054-0.00031608i,-0.00029565-0.00090545i,-0.00041843-0.0016987i,0.00044691-0.001268i,0.00023942-0.00076242i,-2.8585e-05-0.00066588i
0.00055269-0.00032304i,-0.00076792-0.0010529i,0.00012719-0.00078838i,0.001255-0.00027951i,0.00037145-0.00015268i,-0.00081321+0.00014472i,-0.0011649+0.00052836i,-0.00049275+0.00082555i,0.00074776+0.0013324i,0.0014015+0.0020913i,0.00069418+0.0017551i,2.0887e-05+0.00062888i,-0.00014771+6.4565e-05i,0.00010023+0.00015727i,0.00037273+0.00025505i,0.00059662+0.00013555i,0.00063286-0.00019747i,0.00020636-0.000176i,-0.00043399-0.00043933i,-0.00063053-0.00075394i,-0.000386+5.4126e-05i,1.29e-05+0.00036761i,0.00017146+0.00010585i
5.1482e-05+0.001365i,-6.2886e-05+0.0016696i,-0.0002471+0.001788i,2.2473e-05+0.001548i,0.00039775+0.00086958i,0.00041953+0.00034213i,4.7845e-06+0.00033022i,-0.00093219+0.00060044i,-0.0013609+0.0013562i,-0.00054859+0.0014139i,0.00012122+0.0008946i,4.4633e-05+0.00062909i,0.00026788+0.00065099i,0.00014235+0.00039541i,-0.00030641-0.00023992i,-0.00041533-0.00027611i,-0.0010415+1.0993e-05i,-0.00055337+0.00043594i,0.00011193+0.00048478i,-0.00061711+0.00035664i,-0.00048306+0.00086168i,-0.00037688+0.00075115i,-0.0011153+0.00041888i
0.0009201-0.0010587i,0.0012715-0.0015117i,0.001125-0.0010986i,0.00087865-0.00041871i,0.0007412+0.00014574i,0.00053577+0.00047015i,-0.00068889+4.6245e-05i,-0.00060802-0.00015433i,2.0432e-05+0.00088575i,-0.00016442+0.0017981i,-0.00012808+0.0020555i,-0.00097746+0.001646i,-0.00091516+0.00093442i,-0.00022023+0.0001766i,-0.00027849-0.00065752i,-0.00084783-0.00087736i,-0.00097311-0.0002076i,-0.00036223-0.00011071i,0.00011166-0.00086982i,5.0372e-05-0.0011851i,-0.00062001+7.0175e-05i,-0.001416+0.00031776i,-0.0009306-0.0010129i
-0.0014516-0.00079747i,-0.0021432-0.00056251i,-0.0019222+5.4131e-06i,-0.0013448+0.00075111i,-9.4946e-05+0.0015709i,0.00058066+0.00060777i,0.00053005-0.00054862i,-1.8541e-05-0.00070005i,3.4775e-05-0.00015684i,0.00063751+0.00083483i,0.0001799+0.0019176i,-0.00029888+0.0013755i,0.00051339+0.00044419i,0.0010025+0.00033565i,0.00043013+0.00022678i,0.00012579-0.00040041i,0.00054643-0.0002286i,7.1977e-05+0.00080106i,-0.0009881+0.00033688i,-0.0016703-0.001084i,-0.0017234-0.0014194i,-0.00039838-0.00094086i,0.00086363-7.6429e-05i
-3.6938e-05+0.0008695i,0.00041054+0.0014491i,0.00066698+0.0024695i,0.00068242+0.0029773i,0.00072672+0.0028458i,0.0016556+0.0025068i,0.00068394+0.0015801i,-0.00087936+0.00076411i,-0.0013538+0.00044373i,-0.00056127+0.00058839i,0.00061205+0.00060685i,0.0003973+0.00081576i,-0.0003195+0.0015415i,-0.00017845+0.0016155i,-3.2825e-05+0.00053715i,-0.00012049-0.00041808i,-0.00035033-0.00030095i,0.00011072-0.00023607i,0.00053846-0.00061393i,-0.00049374-0.00061461i,-0.00096689+2.779e-05i,-0.0008065+0.00052502i,-0.00078865+0.00077254i
-0.0020114+0.001207i,-0.00030075+0.0012097i,0.0011786+0.0016793i,0.0018107+0.0024703i,0.0024623+0.0022108i,0.0021206+0.000672i,0.00057582-0.00061428i,-0.00040216-0.00046774i,-0.00017784+0.0010176i,6.1651e-05+0.0013533i,-0.00060988+0.00052457i,-0.00086686+9.1452e-05i,-0.00059894-2.8175e-05i,-1.7314e-05+0.00026199i,-6.1881e-05+0.00043438i,-0.00077116-0.000172i,-0.00059423-0.00013564i,-7.5584e-05-0.00024656i,0.00011501-0.00065369i,-9.6102e-05-0.0008953i,-0.00083483-0.00083454i,-0.00065802-0.0004103i,-0.00024483+0.0001708i
0.0013393+0.0024574i,0.0024992+0.0013145i,0.0040375+0.00027577i,0.0032726-0.00011208i,0.0018637-0.00061943i,0.00075759-0.0013404i,-0.00031642-0.0012415i,-0.00043509-3.696e-05i,0.00041748+0.00067254i,0.00068126+0.00090173i,0.00029165+0.00049068i,-0.00025677+0.00038861i,-0.00045159+0.0013028i,-0.00033456+0.0014095i,-0.00061408-7.3482e-05i,0.00015399-0.0010887i,0.00047463-0.00035964i,-0.00018295-0.00022148i,-0.0002162-0.00024187i,-0.00053014+0.00037797i,-0.00083739-0.00010761i,-0.00023097-0.00067262i,0.00036001+0.00050545i
0.00028182-0.0010284i,0.00046014-0.0014195i,0.00025013-0.00084715i,7.4743e-05+5.3932e-05i,-0.00015556+7.9944e-05i,-0.00033155-0.00012075i,-0.00031801-0.00019527i,-0.00033934+0.0013149i,-9.4935e-05+0.0023692i,-0.00055768+0.0011512i,-0.00023924-4.5167e-05i,0.00077341+0.00011219i,0.00044369+0.00099483i,0.00031208+0.0010646i,0.0001677+6.7748e-05i,-0.00039013-0.00062891i,-0.00057766-0.00083555i,-0.00046826-0.00079199i,-2.9936e-05-0.00077857i,0.00040731-0.00091207i,0.00034372+9.8124e-05i,-5.6132e-05+0.00017729i,-0.00033168-0.00015916i
0.0031846-0.00049168i,0.0037013-0.0013015i,0.0034438-0.0006455i,0.0026421-0.000582i,0.0015536-0.0008924i,0.00060034-0.0011242i,-0.00031464-0.00063544i,-0.00036907+0.00092494i,-0.00051824+0.0014673i,-7.621e-05+0.00089943i,0.00069466+0.0010018i,0.00048505+0.0011938i,-0.00020424+0.0013605i,0.00039739+0.0019953i,0.000961+0.0020247i,0.00052682+0.00079817i,0.00016059+0.00024969i,0.00023761-0.00050321i,0.00021158-0.00071094i,-0.00013012+0.00023513i,-0.00051012+0.00096521i,-0.00048844+0.00043306i,-0.00010081+0.00011545i
0.00033951-0.00032218i,-0.00039434-1.9355e-05i,-0.00051874+0.00094075i,8.1563e-05+0.0015204i,0.00094617+0.0010854i,0.00069341+0.0005031i,-8.6636e-05-3.7406e-05i,-8.9322e-05-2.2475e-06i,-9.1665e-05+0.0006167i,-0.00014323+0.00074153i,-0.00041167+0.0004325i,0.00011276+0.0002768i,0.00031855+0.0003059i,-0.00025233-0.0001606i,-0.00048117-0.00038333i,-0.00085074-0.00030331i,-0.00051625-0.00069723i,0.00047271-0.00054685i,0.00041772-0.00015397i,0.00025447-0.00018465i,-0.00014169-0.00020989i,-0.00044314+0.00048069i,-0.00037884+0.00069433i
0.0010441+0.0018078i,0.001186+0.0016666i,0.0012588+0.001877i,0.0019243+0.0017885i,0.0020142+0.0010203i,0.0017803+0.00024754i,0.00049516-0.00010222i,-0.00072552+0.00055129i,-0.00031588+0.0013545i,0.00031209+0.0010888i,0.00053089+0.00077872i,-0.00018553+0.0004384i,-0.00053774+5.9444e-05i,-0.00053724+0.00041817i,-2.8231e-05+0.00021748i,5.5813e-05-0.00017904i,-0.00021369-7.9673e-05i,-0.00015457-0.00048077i,-0.00015585-0.00041161i,-0.00063551-0.00079597i,-0.00088131-0.0013161i,-0.0006061+6.2542e-05i,-0.0008879+0.00047034i
4.7836e-05-0.0016629i,0.00010245-0.0024373i,-0.00049145-0.0019048i,-0.00053621-0.0010566i,0.0004678-0.00042787i,-9.6442e-05+8.8408e-05i,-0.00076564+0.00074197i,-0.00098048+0.0013519i,-0.0011143+0.0012123i,-0.00034333+0.0010481i,-9.7634e-05+0.0010924i,-0.00061543+0.00058377i,-0.00036492+0.00034648i,-0.00041992+9.8011e-05i,-0.0008809-3.8255e-05i,-0.00069597-0.00023846i,-0.00060453-0.00070245i,-0.00031496-0.0011535i,0.00015914-0.0010885i,2.1759e-05-0.0012882i,-0.00025063-0.0010424i,-0.0006819-0.00039319i,-8.9624e-05-2.379e-05i
0.0011932+0.00025525i,0.0017031+0.0011347i,0.00060328+0.0016271i,-0.00074575+0.0011893i,-0.0010078+0.0001382i,-0.00076937-0.0003256i,-0.00065878+8.3864e-05i,-0.00058792+0.00063593i,-0.00023751+0.00084415i,0.00025714+0.00052444i,1.0514e-06+0.00039406i,-0.0011186+0.00070862i,-0.00081864+0.0011953i,-6.743e-05+0.0014307i,0.00019062+0.00088624i,0.00049696+0.00067179i,6.8166e-05+0.00020799i,-0.00035775+0.00034595i,-0.00022037-7.754e-05i,0.00016382-0.0014102i,0.00032739-0.0013324i,-0.00035607-0.00025206i,-0.0011992-0.00062246i
0.00091728+0.0019543i,0.0018219+0.0016412i,0.0033363+0.00077461i,0.0037601-4.9672e-05i,0.0026809-3.5256e-05i,0.0010056-0.00024707i,-0.00068007-0.00017286i,-0.0009286+0.00087319i,0.00016096+0.0016221i,0.00052344+0.0010659i,3.1698e-05+0.00027339i,-0.00049292+0.00020736i,-0.00021418+0.00056668i,-0.00011716+0.00083347i,-0.00038841+0.0007916i,6.0518e-05+0.00056993i,0.00080946+0.00094084i,0.0012297+0.0017126i,0.00031335+0.0011932i,-0.00051907+4.278e-05i,-0.00037357+0.00012781i,-0.00062231+0.00067988i,-0.00046622+0.00032205i
-0.000264+0.00035477i,-0.00037329+0.001175i,-0.00057277+0.0019695i,0.00028481+0.0016117i,0.00092857+0.00086595i,0.0011443+0.00028755i,0.0010846-0.00023956i,0.00057587+0.00048215i,0.00059924+0.0016271i,0.00042449+0.001316i,0.00040146+0.00047625i,0.00023788+0.00053916i,0.00043442+0.0011887i,0.0010107+0.0014878i,0.0010224+0.00083056i,0.00033403+0.0005062i,-0.00040683+0.00070882i,5.2487e-05+0.00055946i,5.3801e-05-0.00010153i,-0.00053502+0.00017022i,-0.00034156+0.00056985i,-0.00024373+0.00029956i,-0.0011422+0.00042638i
0.00077819+9.475e-05i,8.4355e-05-0.00033123i,-5.1883e-05-0.00044459i,0.00045614-0.00042347i,0.0012773-0.00072832i,0.0018519-0.00088361i,0.00069954-6.125e-05i,-0.00010049+0.0016028i,0.0005329+0.0023551i,0.0002961+0.0016053i,-0.00015535+0.0013253i,0.00025094+0.0015453i,0.0012617+0.0015227i,0.0016848+0.0014989i,0.00095293+0.00094851i,-0.000369-0.00018657i,-0.00037135-0.0011028i,-0.0001168-0.0011531i,-0.00058729-0.00060521i,-0.00065877-0.00034106i,-0.00049581-0.00023457i,-0.00063626-0.00056491i,-0.00027743-0.00096767i
0.00075888-0.00060288i,0.0010482+1.0148e-05i,0.00084048+0.0006259i,2.76e-05+0.0014516i,-0.00021235+0.0012961i,-0.0005401+0.00058956i,-0.0014247+0.00010029i,-0.0021469-0.00010663i,-0.0013028+0.00038896i,-0.00053501+0.001154i,-0.00043853+0.0013591i,-0.00036494+0.0010456i,-0.00062393+0.00052054i,-0.00014686-8.6126e-05i,-0.00024122+0.00028056i,-0.00040969+0.00024073i,-0.00024903-1.4956e-05i,-0.00022972-5.3696e-05i,2.6336e-05-5.4777e-05i,2.9755e-05+0.00026818i,7.6803e-05+0.00050172i,0.00023841+0.00030045i,0.00067304-7.3755e-05i
-0.00055891+0.0012226i,0.00059951+0.0012325i,0.00054606+0.0019791i,0.00041003+0.0018624i,0.00099934+0.0011434i,0.0008408-4.5496e-05i,-0.00018678-0.00041218i,-0.00036027+0.00025932i,0.00034387+0.001008i,0.00047072+0.0016773i,0.00076911+0.0010405i,0.00066262+0.00038657i,0.00019356+4.9763e-05i,-0.00033042+0.00014889i,-0.0005217+0.00039057i,-0.00022189+0.00039916i,-0.00021068+0.0002525i,4.7433e-05-0.00053406i,1.2577e-05-0.00062973i,-0.00082286-0.00039941i,-0.0012784+9.1268e-05i,-0.00062791+0.00028986i,-0.00022101+9.9769e-05i
-0.0005129+0.0028797i,-0.00012056+0.0021754i,-0.00022246+0.0026907i,0.0010461+0.0030659i,0.0024837+0.0018238i,0.0012276+0.00014374i,-0.00013561-0.00096997i,-0.00038218-0.0012994i,-0.00054463-0.00069689i,-0.00053207+0.0009123i,-0.000896+0.0016958i,-0.0010575+0.0017164i,-0.00050515+0.0014209i,-0.00081872+0.0012843i,-0.00097597+0.0013863i,-8.1193e-05+0.00046912i,0.0006174-0.0010043i,0.00045907-0.0014814i,-7.7357e-05-0.0016085i,-0.00037253-0.001012i,-0.00072338-0.00030195i,-0.00075624+0.00016585i,-0.00041985+0.00044762i
0.002058-0.0016535i,0.0011664-0.0031537i,0.0002843-0.0049203i,0.00028601-0.0047779i,0.00012871-0.0024095i,-0.001358-0.00066492i,-0.0021195+0.00036466i,-0.0010476+0.001133i,0.00044222+0.0017001i,0.00076829+0.0016946i,0.00028217+0.0008136i,-0.00055471+6.3002e-05i,-0.00039886-0.00062041i,0.00038517-0.00035053i,0.0011153-1.1165e-05i,0.0013563-6.082e-06i,0.00071939+0.0002271i,-0.00024746-0.0006517i,-0.00043816-0.0014728i,-1.9877e-05-0.00096982i,-0.00019567-0.00071851i,0.00032729-0.00098851i,0.00041364-0.00050235i
0.00096093+0.00089431i,0.0016409+0.00042206i,0.0015512+0.0008226i,0.0011276+0.0013991i,0.0008171+0.0012935i,-0.00014908+0.00064344i,-0.00084768+0.00038085i,-0.00028924+0.0013329i,0.0012067+0.0022565i,0.0018393+0.0015321i,0.00060992+0.00075353i,-0.00066582+0.00053709i,-0.0011059+0.00076991i,-0.0004223+0.00061327i,0.00047096+0.00036357i,-0.00020128+0.00043451i,-0.00032961-6.768e-05i,0.00034121-0.00086125i,-0.00019356-0.0017074i,-0.00067303-0.0019388i,-1.2753e-05-0.0012737i,4.305e-05-0.00044551i,-0.00036011+0.00018876i
0.00021604+0.0014859i,0.0011205+0.0011645i,0.001831+0.0007067i,0.0020871+0.00012852i,0.0019305-0.00010512i,0.0013216-0.00020816i,-6.3314e-05+7.5239e-05i,-0.00067475+0.00074425i,-0.00022545+0.0014716i,0.00026505+0.0018533i,0.000339+0.0016434i,0.00022896+0.0012376i,-5.4761e-06+0.00042971i,0.00012329-0.00022709i,0.0001243+0.00050209i,-0.00013833+0.0011346i,2.0788e-06+0.0006945i,-0.00014593+0.00015523i,-0.00051407-0.00012094i,-0.00085592-0.00045473i,-0.0014102-0.00035554i,-0.00061804-0.00030876i,0.00079313+0.00011068i
-0.0018968+0.00047933i,-0.0013331+0.00037166i,-0.0014409+0.0011242i,-0.00011116+0.0016182i,0.0012057+0.0018092i,0.0018861+0.00035748i,0.0011164-0.00047158i,-0.00097563+0.00067134i,-0.0011424+0.00099452i,-0.00050365+0.0012364i,-0.00069025+0.0016716i,-0.00022588+0.0017012i,0.000154+0.0010813i,0.00023387+0.00023102i,0.00051195-0.00047947i,0.00060649-0.00094068i,0.00064213-0.0010542i,0.00067789-0.00063653i,-7.4657e-05-0.00048742i,-0.00052358-0.00091739i,-1.9709e-05-0.0012803i,0.0009101-0.00054225i,0.0011057-0.00010887i
0.0026917-0.00068996i,0.0016088-0.00026206i,-0.00010713-0.00061556i,-0.0013944-0.0010631i,-0.00076861-0.0010154i,-0.00034888-0.0010171i,6.4904e-05-0.00027976i,-0.00031568+0.0005941i,-0.0011021+0.00047573i,-9.4951e-05+0.00043933i,0.00033425+0.00038601i,-8.2812e-06+0.00062868i,-3.6739e-05+0.00081922i,0.0003211+0.0004291i,0.00077221-7.7756e-05i,-7.3407e-05-0.00025318i,-0.00038535-0.00022744i,5.9218e-05+6.1564e-06i,8.6423e-05-0.00023696i,-0.00031618-0.00062012i,-0.00057561-0.00051769i,0.00023822+0.00020848i,0.00074622+0.0010478i
0.00086486-0.0012284i,8.342e-05-0.00025826i,-0.00097638+0.00029169i,-0.0010715+0.00051969i,0.00018311+0.00051194i,0.0005677+0.0008637i,-0.00029863+0.00054782i,0.0003057+0.00032901i,0.00038209+0.0012517i,5.0052e-05+0.0014295i,0.00015849+0.00077974i,-0.00056211+0.00036844i,-0.00046238+7.9104e-05i,0.00078391-0.0004252i,0.0010138+2.0123e-05i,-0.00013307+8.5428e-05i,-0.00078181-0.00016349i,-0.00062671-9.9525e-05i,-0.00075984-0.00021393i,-0.0011283-0.00065633i,-0.00072125-0.00064806i,-0.00067283+0.00013389i,-0.00047387+0.0004318i
0.0017881-0.001051i,0.0016385-0.00086488i,0.001711-0.00018675i,0.0014786-1.2783e-05i,0.0005123-4.9617e-06i,-0.00060651+0.00062875i,-0.0011913+0.00092007i,-0.00083668+0.0012328i,9.2633e-05+0.0016431i,0.00035061+0.0017347i,-0.00032082+0.0012611i,-0.00085628+0.00097212i,-0.00024091+0.0013189i,0.00018259+0.0011884i,0.00011555+0.00077238i,0.00032151+0.00045778i,0.00029464+0.00032747i,0.00020971-0.00023778i,-0.00041944-0.00042439i,-0.001328-0.00029889i,-0.0013742+8.7567e-05i,-0.00093359+0.00098653i,-2.1655e-05+0.001144i
0.0021337+0.0017791i,0.0019565+0.0012631i,0.0015044+0.00014669i,0.0011035-0.00069233i,0.00092422-0.00094072i,0.00034825+5.5544e-05i,-0.00094805+0.001003i,-0.0013967+0.0013443i,-0.00068676+0.0010887i,-0.00062109+0.00066131i,-0.00058639+7.738e-05i,-0.00039625+0.00041457i,-0.001039+0.00036823i,-0.00082748-0.00053065i,0.00064937-2.2383e-05i,0.00094975+3.961e-05i,0.00032193-0.00047117i,0.00034082-0.00057096i,0.0001098-0.00093105i,0.00014568-0.00057818i,-0.00032497+0.00060335i,-0.00017067+0.00011926i,0.00085599-0.00089308i
0.0022514+0.00067191i,0.0019501+0.00022856i,0.0023159+0.00063772i,0.0030677+0.0006342i,0.0020306-3.3768e-05i,0.0005378-0.00051779i,-0.00028277-0.00054225i,-0.00029229-0.00013827i,0.0001823+0.00074901i,0.00034394+0.0012348i,0.00026415+0.0013053i,2.2127e-05+0.00099056i,6.75e-05+0.00071784i,0.00044539+0.0011013i,-0.00030635+0.0014547i,-0.00065041+0.00053455i,-0.00023298-0.00026673i,-0.00039692-0.00037627i,-0.00018003-0.0003934i,-0.0001938-0.0007221i,-0.00076656-0.0016365i,-0.00085057-0.0013124i,-0.00069886-0.00053374i
-0.00053221-0.00069583i,-0.0010042-0.00157i,-0.0011685-0.00099236i,-0.00094825+0.00025014i,-0.0011337+0.00077702i,-0.00093912-0.00037995i,0.00012157-0.00053603i,0.00021724+0.00050828i,-0.00028434+0.00077324i,0.0002381+0.0012657i,0.00060714+0.0012112i,-0.00027973+0.00036193i,-0.00029297+0.00033336i,0.00029287+0.00019172i,0.00052881-1.3239e-05i,-4.703e-05+0.00016559i,-7.6699e-05+5.8376e-05i,0.00059622-0.00041095i,0.00067084-0.00095755i,-0.00042102-0.00099024i,-0.00078069-0.00077996i,-0.0001593-0.00074978i,-0.00036504-0.00045289i
0.0020678-0.0012608i,0.0016032-0.0012566i,0.0016544-0.0002164i,0.00069803+2.5725e-05i,-0.00015237-0.00032016i,6.2054e-05-0.00069756i,-5.9467e-05+6.0226e-05i,-0.00014726+0.00065262i,0.00020029+0.00099379i,7.0493e-06+0.0015741i,-0.00023546+0.0013455i,-0.00052147+0.00090181i,-0.00040686+0.00047674i,-8.8143e-05-3.4516e-05i,0.00024991-0.00053286i,0.00020241-0.00032491i,0.00023427-2.0645e-05i,0.00014833+4.3485e-05i,-0.00012802+4.4686e-05i,-0.00040658-0.00029871i,-0.00078623-0.00040237i,-0.0004477-0.00021666i,-9.9085e-05-0.00027963i
0.0019869+0.0011071i,0.00097449+0.00089255i,0.00021271+7.4515e-05i,0.000505-0.0003858i,0.00063382-0.00093345i,-0.00033512-0.0004133i,-0.00068303-8.527e-05i,5.6665e-05-0.0002091i,-7.6956e-05+0.00047617i,-0.0005516+0.00098548i,-0.00080338+0.00025431i,-0.00048937+0.00027162i,-0.00022725+0.00090183i,-5.3196e-05+0.0009133i,0.00081922+0.00035358i,0.00072434-0.00019894i,0.00011109-0.00054083i,-0.00013182-0.00068338i,-0.00093797-0.00053851i,-0.0011788-0.0010298i,-0.00051714-0.0010774i,-0.00068283-0.00025179i,-0.00029642+0.00070587i
0.0015574+0.0016002i,0.00053869+0.00096165i,0.00013515+0.00088827i,-0.0004825+0.00036928i,-0.0006357-8.8991e-05i,-0.00087939-0.00073474i,-0.00087661-0.0011522i,-0.0010436+0.00017218i,-0.00079565+0.0014516i,-0.00059333+0.00031707i,-0.00078961-0.00025341i,-0.00060402+0.0006572i,-0.00068399+0.00052497i,-0.00079688+0.00072847i,0.00027094+0.00064288i,0.00086569+0.00012847i,0.00059968+0.00017748i,-0.00010818-0.00012875i,-0.00043155+0.00022849i,-0.00059978+0.00055412i,-0.00058716+0.0005629i,-6.8073e-05+0.00074832i,7.1121e-05+0.00025936i
0.0012537+0.0019265i,0.0013902+0.00042999i,0.0010088-7.7592e-05i,0.0012757+0.00022618i,0.0015727+0.00034906i,0.0013686+0.00041835i,0.00025035+0.00056747i,-0.00051141+0.00065498i,-0.00040548+0.00068294i,0.00034569+0.00055035i,0.00038821+0.00039802i,-0.00013218+0.00032954i,0.00013807+0.00027242i,-0.00021999-0.00020052i,-0.00057017+0.00031021i,-0.00073955+0.0010443i,-0.00043154+0.00066078i,-0.00038263-0.00061694i,-0.0014271-0.00096696i,-0.0012813-0.00072517i,-7.3218e-07+4.2236e-05i,-0.00015588+0.00034127i,-0.00050755+0.00028423i
0.00055006+0.0010111i,0.0012242+0.0013211i,0.00089525+0.0011239i,6.801e-05+0.0016857i,6.3098e-05+0.00085741i,0.00028532-0.0012512i,0.00011233-0.0018542i,-5.7613e-05-0.00089682i,0.00017768+0.00072521i,-1.4525e-05+0.0010195i,-0.00036125+0.00092426i,-0.0006385+0.00068699i,-0.00080894+5.7138e-05i,-0.00028658-0.00013594i,-0.00038802+0.00017525i,4.3325e-05+0.00038906i,0.00063715+0.00036105i,0.00020988-0.00051706i,-0.00036046-0.00079871i,-0.00020392-7.793e-05i,0.00047442-0.00025796i,0.00034131-0.00023155i,-0.00042236-0.00030398i
0.00082747-0.0019047i,-0.0007328-0.0013118i,-0.00036777-0.0016323i,-0.00020192-0.0013586i,-0.00067683-0.00024144i,1.0251e-05+0.00015786i,0.00018669+0.00024937i,-0.00015024-0.00014273i,-0.00034545-0.00026871i,-0.00036865+5.2552e-05i,0.00013812+0.00019706i,0.00012702+0.00076903i,-0.00010879+0.0011927i,0.00078142+0.0013877i,0.0016776+0.00045375i,0.0016355-0.0002773i,0.0008499-0.00049172i,0.00040663-0.00093652i,5.3617e-05-0.0014854i,-0.0002672-0.0010792i,-0.00045405-0.00040358i,-0.00072423-0.0007254i,-0.00095489-0.00034977i
