-0.00157-0.00065033i,-0.00028614-0.00022783i,0.00020006+0.0010778i,0.0010962+0.001854i,0.0016382+0.0017552i,0.00092843+0.0016744i,0.00043355+0.0015051i,0.0002714+0.001053i,0.00045896+0.0011059i,-5.517e-05+0.00099591i,-0.00023197-0.0001749i,-0.00046246-0.00084939i,-0.0011559-2.6648e-05i,-0.00096299+0.00023737i,-0.00042237-0.00023946i,0.00026824-5.5821e-07i,0.00049536+0.00021138i,-0.00013631+0.00019489i,-0.00047461+0.00027729i,-0.0001981+0.00070329i,-0.0005209+0.00055009i,-0.0004528-0.00025193i,-0.00020929-0.00054327i
0.00029863-6.1917e-05i,-0.0003868+0.00010254i,0.00040089+0.00032905i,0.0024636-0.0009317i,0.0030409-0.0027366i,0.0017048-0.0032711i,0.00085068-0.0032007i,0.00033294-0.0024346i,0.00042649-0.00093198i,0.00065484-0.00048498i,-0.00044998-0.00061743i,-0.00074801-0.00046597i,-0.00014361-5.1354e-05i,0.00058546-0.00031068i,0.0015936-0.00014913i,0.0013616+0.00030476i,0.0003494-7.9411e-05i,-1.4841e-05+3.6274e-05i,0.00078264-2.7361e-05i,0.0010941-0.00056256i,0.0012799-1.7017e-05i,0.0013296+0.00067034i,0.0015053+0.00072842i
0.00075523-0.0027963i,0.00076114-0.0019763i,0.001418-0.0012883i,0.0027166-0.00069043i,0.0034393-0.0013625i,0.0029285-0.0023174i,0.0017194-0.0024012i,0.0015738-0.0014066i,0.0013135-0.00018288i,0.0013651-0.00044744i,0.00067669-0.00099855i,-0.0007986-0.00085984i,-0.0010848-0.00084234i,-0.00080181-0.00036327i,-0.00014217+0.00042337i,0.00051877+0.00043786i,0.00088813-0.0001944i,0.00079534+0.00011601i,0.00046792+0.00072757i,0.00045508+0.00024027i,0.00013166-0.00046255i,-0.00016172-0.00031093i,-0.00057164+0.00047696i
-0.00083634+0.0001667i,0.00011668+3.6079e-05i,0.0020505+0.0012336i,0.0033352+0.0020025i,0.0041813+0.0018772i,0.0039176+0.001095i,0.0024031+0.0007758i,0.0012379+0.00065786i,0.0012207+0.00094189i,0.0017202+0.00077588i,0.002079+0.00039703i,0.0019316-0.00068804i,0.0012149-0.0016255i,0.00025345-0.0015764i,-0.00074301-0.0010112i,-0.00061207-0.0003744i,-0.00039547+0.00024278i,-0.0003818+0.00060024i,0.00025285+0.0003783i,0.0002913+0.00056687i,-0.00024453-9.3833e-05i,-0.00015969-0.0013926i,-5.2588e-05-0.0011797i
-0.0031105+0.0027057i,-0.0012747+0.0043325i,0.00044476+0.0046314i,0.0011114+0.0037785i,0.0018253+0.0042064i,0.0024317+0.0046106i,0.0016134+0.0029783i,0.00052604+0.0017721i,-0.00033547+0.0015963i,-0.00076769+0.0011969i,-0.00047718+0.00079052i,0.00011388+0.00048499i,0.00050705-0.00059581i,0.00071463-0.001582i,0.00045183-0.00077718i,-0.00034097+0.0003025i,-0.00035324+0.0005757i,-0.00040809+0.00039205i,-2.5917e-05+9.5364e-05i,9.2964e-06-0.00084761i,-0.00026845-0.0009308i,-0.00039566-0.00050438i,-0.00028589-0.00083064i
-0.0018532-0.00037546i,-0.00090684-0.00011575i,0.0007514+0.00022024i,0.00048174+0.000479i,-0.00056729+0.00056134i,-0.00088715+0.00075822i,-0.0013905+0.00062896i,-0.0014472-0.00031833i,-0.00046018+0.00025323i,0.00059827+0.001471i,0.00071872+0.0012685i,0.00027183+0.0011964i,0.00081095+0.0015704i,0.0012225+0.00079283i,0.00040286+0.00046901i,-0.00028129+0.001065i,-0.00083749+0.0014263i,-0.00059281+0.0011711i,-0.00018578+0.0010073i,7.2614e-05+0.0010379i,0.00044376+0.00071181i,0.0004806+0.00026914i,0.00019079-7.2457e-05i
-0.00012644-0.0031876i,0.00056283-0.0027588i,0.0024344-0.0016896i,0.0029725-0.001326i,0.001215-0.0020134i,-3.9231e-05-0.0019242i,-0.00028126-0.0011034i,-0.00043333-0.00058441i,3.2156e-06+0.0003627i,0.00025534+0.0001763i,-0.00038944-0.000735i,-0.0001026-0.00026255i,0.00023594+0.00059716i,-0.00054134+0.00041191i,-0.00070277+0.00080871i,0.00027602+0.00032722i,0.00016465-0.00070362i,-0.00056822-0.00091138i,-2.3367e-05-0.0011347i,0.00049597-0.0011009i,0.00093512-0.00073231i,0.0013517-0.00024626i,0.0011233-6.4424e-05i
0.00056347+0.0021013i,0.0023638+0.0024166i,0.0035155+0.0019594i,0.0042575+0.00062145i,0.0035638-0.00043072i,0.002521-0.0012776i,0.00099707-0.001456i,0.00013544-0.0011051i,-0.00023554-0.00082612i,-0.00038608-0.00036638i,-2.71e-06+0.00026834i,-0.00041069-0.00011377i,-0.0010726-0.00063313i,-0.00024122-7.3837e-05i,0.00095704+0.00010551i,0.0011445-0.0006483i,0.00021442-0.00075822i,-5.0048e-05-1.114e-05i,0.00074561-0.00030036i,0.0015951-0.00091006i,0.0013541-0.00073228i,0.0006494-0.00026423i,0.00075822-8.6438e-05i
-0.0021098+0.0015219i,-0.0019832+0.0024146i,-5.9904e-05+0.003065i,0.0014791+0.00307i,0.0021082+0.001323i,0.0029846-0.00074831i,0.0024628-0.00090656i,0.0015549-0.00053594i,0.0013056-0.00035979i,0.0011832-0.00067068i,0.001148-0.00068718i,0.00068949+9.6455e-05i,0.0001556+0.00012425i,-0.00013633-2.454e-05i,0.00022081+0.00030097i,0.00052916+0.00069284i,0.00019152+0.001022i,0.0004242+0.0014427i,0.00052919+0.00077139i,0.0001374+8.7075e-05i,0.00058126+6.8104e-05i,0.00081375-0.00052189i,0.00031323+0.0001126i
0.00099075-0.00012663i,0.0015574+0.00045714i,0.0030815+0.00026148i,0.0029002-0.00064938i,0.0019976-0.0012563i,0.0021243-0.00047923i,0.0014741-3.802e-05i,0.00033551+0.00041973i,0.00035586+0.00097137i,0.00081234+0.00024944i,0.00062011-0.0009801i,0.00056382-0.0010837i,0.00056213-0.00048085i,-3.9054e-05-4.6052e-05i,-0.00041139+0.00045639i,-0.00034387+0.0009268i,-0.0003359+0.00098584i,-0.00023593+0.0010293i,0.00027394+0.0010668i,0.00036703+0.00066182i,-0.00017754-0.00011924i,-0.00054573-0.00073916i,-0.00083798-0.00080115i
-0.0005276-0.0010345i,-0.00038551-0.00068511i,-0.00034982+5.7963e-06i,0.00032426+0.00068831i,0.0012552+0.00091605i,0.0017787+0.0010558i,0.0014554+0.0014056i,0.00028639+0.0013988i,0.00065217+0.00042039i,0.0019906-0.0009263i,0.0027874-0.0011369i,0.0026076-0.00043838i,0.0016268-0.00042528i,0.00048084-0.00063704i,0.00048132+1.7445e-05i,0.00084619+0.00025818i,0.00068432-0.00037225i,-0.00023803-0.00051841i,-0.0011587+0.00010777i,-0.00074395+0.00024882i,-0.00061649-3.9397e-05i,-0.00040634-0.00032879i,-1.7838e-06+0.00016305i
-0.00011698+0.00075622i,0.00097296+0.00090345i,0.0011592+0.0013327i,0.00084733+0.0016459i,0.00028984+0.0016181i,-0.00027335+0.0019407i,-0.00082201+0.0011338i,-0.00086506+0.00036341i,-0.00016477+0.00051406i,0.00089118+0.00020413i,0.00062386-0.00065629i,0.00016061-0.00069713i,0.00078324-9.5321e-05i,0.00036703-0.001007i,2.6251e-05-0.0013768i,-0.00012284-0.00013601i,-0.00083984+0.00079103i,-0.00086239+0.00064556i,-0.00026755+0.00033396i,0.00086818+0.00034332i,0.0011544-0.00015294i,0.0014486-0.00097184i,0.0012697-0.00075973i
-0.0001242+0.002165i,0.00077994+0.0013833i,0.0015152+0.00089806i,0.0016443-0.00026981i,0.00080999-0.0019981i,-0.00040303-0.0016621i,-0.0012782-0.00078739i,-0.00074854-0.00044968i,0.00052886-0.00030427i,0.00097534+0.00020191i,0.00062205+0.00020782i,0.00031296+0.00021182i,0.00068785+0.0005896i,0.00092411+0.000674i,0.00034349+0.00033996i,-0.00044013+0.00045097i,-0.00036393+4.7574e-05i,0.00070763-0.0004181i,0.00097135+0.00016102i,0.00035825+0.0010695i,0.00045071+0.00062119i,0.0007556-7.8311e-05i,0.00026079-8.2669e-05i
-0.00094266+0.0024481i,0.00025689+0.0017921i,0.0023394+0.0021249i,0.0032378+0.00078747i,0.003041-0.0017047i,0.0020395-0.0022416i,0.0012807-0.0019624i,0.00059483-0.0012469i,0.00039567-0.00023461i,0.0010526+0.00076921i,0.0011259+0.0009889i,0.00043758+0.00096015i,-0.00017791+0.00018384i,-0.00030434-0.00059692i,0.00031333-0.00021097i,0.00083603+0.00039929i,0.0010881+6.2691e-05i,0.0014306-0.00016863i,0.00077181+0.0002421i,-0.00070387+0.00034098i,-0.00048245+0.00041884i,0.0006534+0.00078923i,0.00078701+0.0010524i
-0.0033594-0.0004538i,-0.002428+0.0022036i,-0.00095805+0.0032482i,0.0008529+0.0026044i,0.0017117+0.001881i,0.0018564+0.00058166i,0.0012941-0.00023314i,-0.00012101-0.00037628i,-0.00061804-0.00060155i,-0.00061884-0.00079331i,-0.00078825-0.00083414i,1.5177e-05-0.0010675i,0.0012869-0.0013328i,0.0011125-0.00013951i,0.00039575+0.0013994i,0.00020392+0.0015329i,0.00048806+0.00082106i,0.00087772+0.00035376i,0.00079326-3.9965e-05i,-8.7826e-05+0.00023566i,-0.00079797+0.00095595i,-6.7301e-05-0.00014665i,0.0011636+5.4598e-05i
-0.001346+0.0011424i,0.00024554+0.0019395i,0.0018802+0.0030223i,0.0029764+0.0024002i,0.0037921+0.00013568i,0.0040071-0.00094995i,0.0026628-0.00068691i,0.0018198-8.5323e-05i,0.0014758+0.000593i,0.0014712+0.0005834i,0.0011311-3.378e-05i,0.00039136-0.0004286i,0.00013879-0.00085278i,0.00020126-0.00024722i,-0.00032086+0.0011224i,-0.00027273+0.0016895i,0.00037978+0.0012808i,0.00078356+0.0011199i,0.00061179+0.00031266i,0.0006916-0.00030768i,0.00026493+1.9194e-05i,-0.00055448+0.00029486i,-0.00019804+4.4658e-05i
-1.8367e-05+0.00096429i,-0.00059502+0.00078424i,-0.00050574+0.0013879i,0.0017804+0.0020981i,0.0027001+0.0020001i,0.0018459+0.0012398i,0.00096057+0.00042006i,0.00035008-2.6914e-05i,0.00069688+0.00010365i,0.00078681+0.00011963i,0.0008913+0.00048015i,0.0014989+0.0012228i,0.0014336+0.00069849i,0.00086854-0.00027996i,-0.00048882-6.7621e-08i,-0.00073162+0.00010576i,0.00010101-0.00040526i,-0.00027168-0.00022759i,-0.00091012+0.00022122i,-0.00058739-2.9116e-05i,-4.5315e-05-0.00025678i,-0.00031062+0.00026215i,-0.00044401+0.00039463i
0.0025194+0.00036954i,0.0026069+0.00056004i,0.0016992+0.00097364i,0.001007+0.00050938i,0.0016294+0.0002005i,0.0011339+0.00040131i,0.00031509+0.00090313i,0.00031837+0.0010844i,0.00062694+0.001188i,0.00091881+0.00049241i,0.0010018-0.00049842i,0.00091848-0.00045477i,0.0012222-0.00010144i,0.0010977-5.6412e-05i,0.00078221-0.00017759i,0.00020691+0.00052839i,-0.00011573+0.000759i,0.00021758-0.00022978i,0.00024218-0.00086197i,0.0008342-0.0010802i,0.0012348-0.0010429i,0.0010207-0.0012337i,0.00061368-0.0012874i
-0.0017199-0.00094185i,-0.0022627+0.00054513i,-0.0026908-1.3207e-05i,-0.0018607-0.00064402i,-0.001516+0.00025831i,-0.0016055+0.0010403i,-0.0014626+0.00061359i,-0.00070007-0.00033012i,-0.00013643-0.0004832i,0.00014798-0.00036122i,0.00064119+0.00024294i,0.00042388+0.00068042i,0.00012146+0.0008742i,0.00028502+0.00055109i,0.00031561+0.00034448i,-0.00068429+0.00080704i,0.00017993+0.00072395i,0.00091625+1.5605e-07i,0.00023453-0.00037296i,0.00030412+4.783e-05i,0.00018277-8.6202e-05i,0.00010844-0.00083274i,0.00034798-0.0010436i
-0.0018573-0.00037162i,-0.00018992-0.00066699i,0.0010046-0.00056953i,0.0017001-0.00085167i,0.0010489-0.0010855i,-0.00034483-0.0014258i,-0.00070532-0.002117i,-0.001738-0.0016318i,-0.0021761+0.00024282i,-0.0010333+0.0011985i,0.00048916-0.00017497i,0.00066287-0.00094071i,-0.00060301-0.00055133i,-0.00079059-0.00035476i,0.00021128+0.00026215i,0.0006753+0.0004426i,0.00070172+0.00093303i,0.00087927+0.00081902i,0.00064114-4.0678e-06i,0.00015721-0.00081267i,4.8633e-05-0.00052418i,0.00069671+0.00064506i,0.00098418+0.00096149i
-0.002265-0.0017609i,-0.0022497-0.0013297i,-7.654e-05-0.0011785i,0.0022811-0.0020759i,0.0027504-0.0026516i,0.0017226-0.0020109i,0.00094266-0.0021266i,0.00073854-0.0022247i,0.00033747-0.0013481i,1.7283e-05-6.4471e-05i,-0.0002451+0.00028221i,-0.00023015-8.797e-05i,-0.00040737-0.00055024i,-0.00032761-0.00039514i,0.00029255+0.00022725i,0.00042524+0.00071797i,4.0114e-05+0.00083796i,0.00030952+0.00070389i,0.00074104+0.00020553i,0.00086884+0.00026816i,7.32e-05+0.00090043i,-0.000331+0.0002114i,-2.9396e-06-3.2076e-05i
0.00161+0.00078147i,0.0021651+0.0020766i,0.0036046+0.0029748i,0.0053639+0.0023089i,0.0058764+0.00038465i,0.0043193-0.0015029i,0.0027974-0.0015985i,0.0016127-0.00057879i,0.00010352+7.0769e-05i,-3.8807e-05-6.5188e-05i,0.00090347-0.00092383i,0.0013282-0.0012325i,0.00063605+7.1733e-05i,0.00023136+0.00050116i,0.00026779+0.00043821i,0.00028167+0.00059443i,0.00049748+0.00070031i,0.0004496+0.00066083i,0.00059152+0.00065558i,0.0004166+0.00083918i,0.00012722+0.00088769i,-1.3996e-05+0.00019467i,-2.5656e-05-0.000478i
-0.0015127+0.00092702i,-0.0016609+0.0032485i,-0.00093734+0.0040618i,0.00088091+0.0030817i,0.0024935+0.0019675i,0.0028492+0.0014666i,0.0020171+0.0013201i,0.0013328+0.0014692i,0.0012922+0.00077507i,0.00081165-0.00080568i,0.00056119-0.0010667i,0.00067921-3.3984e-05i,0.00073253+0.00014359i,0.00029619+6.3617e-05i,-0.00041902+0.00046916i,-0.000224+0.00078629i,-9.8656e-05+0.00087125i,-7.1292e-05+0.00096657i,0.00061374+0.0011621i,0.00087149+0.00095935i,0.00012731+0.00013458i,-9.2848e-05-0.00029331i,0.00011964-3.1571e-05i
0.00011808-0.0026328i,-0.001031-0.001203i,-0.0016358+0.000442i,-0.00047158+0.0020343i,0.00068187+0.0026102i,0.0014403+0.0018986i,0.0011238+0.001158i,0.00037427+0.00086497i,0.00051058+0.00090679i,0.0011519+0.00064029i,0.0011602+0.00022819i,0.00058483-3.7388e-05i,0.00043541-0.00071781i,-0.00013767-0.00097082i,-0.00065037-0.00026254i,-0.00099024+0.00032958i,-0.0010272+0.00046857i,-0.0008341+0.00057227i,-0.00037156-4.286e-05i,0.00029389-0.00060088i,0.00042751+0.00012104i,0.00032082-0.00020104i,0.00041998-0.00068956i
-0.00086063+0.00011605i,-0.0013446-0.00035573i,-0.00068035-0.0004993i,0.00020979-0.00099017i,-1.3208e-05-0.0012907i,-0.00075557-0.0005702i,-0.0011147-0.00066653i,-0.0013543-0.00082429i,-0.0010737-0.0002234i,0.00011367-0.00049484i,0.001332-0.000551i,0.0011719-8.668e-05i,0.00073667+9.9293e-05i,-2.1441e-05-0.00027173i,8.1669e-05-0.00041485i,0.00057627-0.00025195i,-0.00030093-0.0004363i,-0.00074749-3.2011e-05i,-1.5126e-05+0.00039412i,0.0010336+0.00055669i,0.0013471+0.00017472i,0.00091764-0.00018642i,0.00095386-3.9017e-05i
-0.0030036+0.0011179i,-0.0020891+0.0017138i,-0.00091229+0.0015668i,0.00029339+0.0018101i,0.00096422+0.0026767i,0.0010519+0.0015331i,4.2769e-05-0.00069896i,-0.00069439-0.00069185i,-0.00026219-0.00012482i,-0.00022115+0.00073922i,-0.00068047+0.0011295i,-0.00047547+0.00099964i,-0.00017284+0.0010348i,-0.0001756+0.0009401i,-0.00040151+0.00095906i,-0.00029902+0.00029519i,-0.00017064+4.8791e-05i,0.00031039+0.00015612i,0.00065533+0.00087942i,0.00054201+0.00093433i,0.00020068+0.00070666i,-0.00013136+0.0013519i,-0.00030338+0.0014224i
-0.0021932+0.00087253i,-0.0004077+0.0027631i,0.0014586+0.0023644i,0.0022225+0.00041531i,0.002644-0.0012329i,0.0024667-0.0020985i,0.0012905-0.0026113i,0.00064065-0.0018409i,0.00015435-0.00086801i,-7.267e-05-7.8927e-05i,-0.00037835+0.00073993i,-0.00061421-0.00014147i,4.7958e-05-0.0010228i,0.00017822-9.332e-05i,-0.00040973-1.5909e-05i,-0.00048188-0.00063177i,-5.5912e-05-0.00034653i,0.00039705-0.00034804i,0.00055849+0.00022489i,0.00066856+0.0010528i,0.00054347+0.00036419i,0.00036747-0.00013006i,0.00040301-0.00014189i
-0.00022121-0.0036068i,-0.0004365-0.0024963i,0.0011233-0.00068651i,0.0017309-0.00089185i,0.0013932-0.0010861i,0.0017909-0.00019519i,0.002338-0.00087467i,0.0017404-0.0011615i,0.0013622-9.4334e-05i,0.0024215-0.00039697i,0.0022318-0.00091778i,0.0014115-0.00056465i,0.0009-0.00045474i,0.00039535-0.00021466i,0.00023287-0.00033089i,0.00058887-0.0010275i,0.00037291-0.00092162i,0.00018445-0.00025958i,0.00013745-0.00060488i,-0.00015366-0.00091747i,0.00018474-0.00063606i,0.00061535-0.00029836i,0.00033986+0.00017795i
-0.00087062+0.0015582i,0.00071872+0.0017746i,0.0022178+0.0030336i,0.0040324+0.0024279i,0.0048888+0.0010445i,0.0037151+0.00055607i,0.0029189+0.00018451i,0.0024906+0.00020028i,0.0022834+7.6223e-05i,0.001947+0.00045254i,0.0016877+0.00065242i,0.0014257+0.0002462i,0.00070617-9.9644e-05i,0.00010896+0.0003298i,-0.00034185+0.0013559i,3.4701e-05+0.0012987i,0.00046553+0.0013999i,5.2706e-05+0.001331i,0.00014356-0.00012789i,0.00049698-0.0014594i,0.0007529-0.0012872i,0.00048853-0.0001102i,-0.00018556+7.9185e-05i
-0.001029+0.0028745i,-0.00029907+0.0037002i,0.0017618+0.0037362i,0.0034776+0.0035016i,0.0040867+0.0031163i,0.0028479+0.0024773i,0.00087611+0.0015504i,0.00077571+0.0015085i,0.0013734+0.0016818i,0.0015004+0.00084173i,0.0011979+0.00011276i,0.00074671+0.00058378i,0.00054712+0.00092166i,-6.071e-05+0.00067962i,-0.00041671+0.00028451i,0.00040766+0.00010548i,0.00075067-5.0756e-05i,0.00081624+0.00013979i,-2.5136e-05+0.00011596i,0.00020902-0.00026733i,0.00065893-0.00061511i,0.00023166-0.00063238i,-0.00040391-0.00010416i
-0.00098965+0.0025089i,-0.0010848+0.0022319i,0.00068309+0.0019313i,0.0023024+0.0017462i,0.0022185+0.0015553i,0.00086258+0.00063394i,-0.00049107-0.00044145i,-0.00040126-0.00026848i,0.00090571+0.00053952i,0.001894+0.00061577i,0.0017438+0.00054448i,0.0011155+0.001211i,0.00068621+0.0012503i,0.00056178+0.00037821i,7.2557e-05-0.00013271i,-0.00089605-0.00048832i,-0.00076365-0.00018856i,0.00019774+0.00066232i,0.00032003-0.00021197i,0.00020909-0.0012331i,0.0011556-0.0007132i,0.0012493-0.00020914i,0.00026248-0.001012i
-0.0012253-0.00085037i,-0.0014286+0.00072159i,0.00078123+0.001177i,0.0016819+0.00074852i,2.1084e-06+0.00034507i,-0.00089304+0.00033414i,-0.0010613-0.00057252i,-0.0010259-0.00092075i,0.00012031-0.00048475i,0.00045691-0.00022874i,1.3832e-05-8.3792e-05i,-0.00027866+3.76e-05i,5.2187e-05+0.00040949i,0.00026766+0.00028794i,-0.00016953+0.00030769i,-0.0006589+0.0004576i,-0.00080463-3.3926e-05i,-0.00081765-0.00063709i,-0.00044722+7.4194e-05i,9.0683e-05+0.00074413i,0.0012941+0.00072032i,0.0014967+0.0002926i,0.00070652-0.00027543i
-0.00049914-0.0022983i,0.00026405-0.0011578i,-1.9609e-05-0.0002996i,-0.00039584-7.6386e-05i,-0.0006381-0.00070762i,-0.0001424-0.0013504i,0.00043137-0.0014704i,-0.00060936-0.001381i,-0.00042778-0.00045246i,0.00072071+8.0316e-05i,0.0006551-2.7477e-05i,-0.00018994+0.00016942i,-0.0006025+0.00037642i,-0.00015489+0.00026036i,0.00018672-0.00026935i,3.1373e-05-0.00033948i,0.00032021-0.00066941i,0.001352-0.00045965i,0.00055262-0.00024283i,-0.00057005+8.7993e-05i,-3.7358e-05+0.0005018i,0.00035103+0.00059353i,-0.00016458+0.00077099i
-0.001184-0.00091842i,-0.00090662-0.00018191i,0.001126-0.00056448i,0.0020606-0.001604i,0.0011282-0.001777i,0.00087322-0.0018381i,0.0015435-0.0013352i,0.0011706-0.00079171i,0.00064404-0.00099372i,0.00079055-0.0013037i,0.00060477-0.00097928i,-0.00035125-0.00032702i,-0.0011537+0.00020685i,-0.00089519+0.00062149i,-3.9485e-06+0.00061952i,0.00043256+0.00054191i,-6.7906e-06+0.00052921i,0.00029172+0.00054114i,0.00025016-1.1547e-05i,-0.00092887-0.00058846i,-0.0012273-0.00035526i,-0.00047503-0.00080349i,0.00019422-0.0011251i
0.0022383+0.001762i,0.0036669-0.00051086i,0.0044778-0.0029679i,0.0044277-0.0038162i,0.0041941-0.0039486i,0.0022945-0.0035173i,0.0014775-0.0017281i,0.0016273+0.00058488i,0.0016025+0.0010449i,0.0013392-0.00013432i,0.00068337-0.0010895i,0.0010814-0.0010297i,0.00095469-0.00015065i,-0.00010143+0.00034084i,-0.00078581+0.00066375i,-3.9039e-05+0.00051566i,0.00097721-6.3974e-05i,0.00042542+4.8519e-07i,-0.00060132-0.00014353i,-0.00067791-0.0010501i,0.00012121-0.0014092i,0.00080172-0.00044596i,0.00080846+0.00025883i
-0.00030736-5.377e-05i,0.00076464+0.0007867i,0.0020597+0.0021557i,0.0043766+0.003077i,0.0049663+0.0034384i,0.0043171+0.0034641i,0.0030918+0.0023691i,0.00122+0.00069452i,-0.00050324-1.8397e-05i,-0.00042383-9.5183e-05i,0.0009912-0.00010527i,0.0015847-0.00056286i,0.0012119-0.00076657i,0.00039664-0.00055609i,0.00015108-0.00025949i,-0.00011868+0.00091687i,-0.00093445+0.0012361i,-0.00076044+0.00096817i,-0.00024182+0.00082608i,-3.0425e-05+0.00034847i,-3.6153e-05+7.8004e-06i,-0.00017943-0.0006833i,0.000405-0.0014202i
-0.0011566-0.00048576i,-0.00045321+0.0012166i,0.00088643+0.002555i,0.0018744+0.0030918i,0.0010728+0.0022089i,0.00052149+0.0013271i,0.00065015+0.00095535i,0.00012366+8.4345e-05i,-0.00050681-0.00024381i,2.1534e-05+0.00037167i,0.0013686+0.0010612i,0.0014593+0.00095777i,0.00076949-0.00021373i,0.00054318-0.00015285i,-0.00030804+0.00078519i,-0.00081275+0.0012641i,-0.00046471+0.00062566i,-0.00016286-0.00010978i,0.00052903-0.00014675i,0.00091381-0.00027162i,0.00011541-6.0023e-05i,-0.00017203-0.00042114i,0.00022003-0.00049506i
-0.002604-0.00034854i,-0.0025162+0.0011948i,-0.0023638+0.0024352i,-0.0010334+0.0029355i,4.3905e-05+0.0024167i,0.00026756+0.0018251i,-8.5002e-05+0.0009478i,-0.000888+0.00017564i,-0.0010722+0.00016909i,-0.00026443+0.00072157i,0.00054261+0.00072825i,0.0011061+0.00024341i,0.00062226-0.00048676i,-0.00041755-0.0012839i,-0.001263-0.0016176i,-0.00068624-0.001153i,0.00040441-0.00024797i,0.00097204-0.0004334i,0.00091207-0.00051662i,0.00046459-0.0001725i,0.00048912-0.00066814i,2.7344e-05-0.0010184i,-0.00077016-0.001101i
0.0016241-0.00083089i,0.00023534-0.0017687i,-0.00054503-0.0011774i,-0.000341-0.00047096i,-0.00078167-0.00092808i,-0.00057767-0.0013875i,-0.00044767-0.0013901i,-0.0005858-0.0010439i,-0.00041222-0.0008486i,-1.5605e-05-0.00084749i,-9.2428e-05-1.3797e-05i,-0.00046783+0.00082491i,0.00018896+0.00026833i,0.00055797-0.00014781i,0.00031885+0.00049119i,0.00011652+0.00074457i,-0.00020972+0.00053562i,7.4658e-05+0.0004519i,0.00047795+0.00083881i,0.00069356+0.00089071i,0.0010868+0.00032703i,0.0017919-0.00023083i,0.0019569+6.8879e-05i
-0.0024124-0.00079274i,-0.0010542+0.00074679i,-0.00060551+0.00062146i,-0.00033804-0.00049548i,0.00048371-0.00043481i,0.0015714-0.00092978i,0.00097697-0.0016662i,7.3936e-06-0.0015777i,-0.00011416-0.00094523i,-0.00017947-0.00073993i,-0.00052836-0.00075818i,-0.00081435-0.00052745i,-0.00088338-0.00030901i,-0.00047805+5.124e-05i,-0.00044742+0.00023028i,-0.00040458+8.4696e-05i,0.00017896+0.00049934i,0.00029998+0.00071164i,0.00015171+0.00048673i,0.00028702+0.00022094i,-0.00020561+8.8944e-06i,-0.00073902+7.926e-05i,0.00034459+0.00041783i
0.00011687-0.0017563i,-0.00010104-3.686e-05i,-1.4604e-05+0.0004569i,1.2811e-05-0.00069605i,0.00015163-0.0016622i,0.00087457-0.0015037i,0.00036393-0.0009667i,0.00073664-0.00046474i,0.0011596+0.00014519i,0.00053647-2.4757e-05i,0.00013309-0.00029302i,-9.1926e-05-0.00057686i,0.00046822-0.00061667i,0.00022641+0.00016174i,0.00012901+0.00097084i,0.00082962+0.00069196i,0.00026354+0.00031148i,-0.00082603+0.00050739i,-0.00051673+0.00043702i,4.0693e-05-0.00038277i,0.0004975-0.0011133i,0.0002681-0.0005454i,-0.00010585-0.00020172i
-0.0020028-0.001034i,-0.0017295-0.00080329i,0.00029519-0.00094478i,0.001485-0.0010479i,0.0015954-0.00056547i,0.0020858-0.00032928i,0.0020483+5.9922e-05i,0.00096224+0.00061808i,7.7757e-06+0.00039217i,0.00046562+0.00035091i,0.0012696-0.00028734i,0.0013334-0.00092838i,-1.3926e-05-8.9408e-05i,-0.00094477+0.00041295i,-0.00022018+0.00079141i,0.00011152+0.001009i,-9.5688e-05+0.00082149i,-0.00057039+0.00072785i,-0.00087489-0.00016754i,-0.00049903-0.00076376i,-0.0002694-0.00041742i,-0.00046283-0.00041003i,-0.00058834+0.0002288i
-0.00041864+0.00085723i,0.00032185+0.0013221i,0.0016684+0.0016219i,0.003148+0.0013573i,0.0033314+0.0003742i,0.0017945-0.00028079i,0.00098276-0.00057133i,-0.00016374+6.6524e-05i,-0.0010486+0.00070689i,-0.00029399+0.00042659i,0.0005401+4.7786e-05i,0.00091764-0.0002534i,0.0012339-0.00075231i,0.00032067-0.0009475i,-0.0009291-0.0010616i,-0.0012438-0.00031688i,-0.00061234+0.00046301i,-0.00026405+0.00070865i,-0.00054472+0.00091437i,-0.00010276+0.0003919i,0.00033675-0.00022843i,0.00087905+0.00019849i,0.00065544+0.00050796i
-0.00011506+0.00039113i,0.00076574+0.0022776i,0.0016621+0.0035867i,0.0028204+0.0038015i,0.0032993+0.0039629i,0.0021946+0.0033281i,0.00061702+0.001421i,-2.5672e-05+0.00053304i,2.8376e-06+0.00069417i,0.0014666+0.00048597i,0.0021924+0.0002156i,0.0010043-5.9993e-05i,0.00094407-0.00094582i,0.00090516-0.0011384i,0.00058918-0.00036786i,0.00072004+0.00067013i,0.00032969+0.00090746i,0.00042672+0.00010917i,0.00048829-0.00031255i,-8.8254e-06+9.0934e-05i,0.00020382+0.0002293i,0.00053815-0.00045919i,0.00061378-0.0010113i
